Dates,CMO Values
2023-03-15,3.3903
2023-03-14,9.6940
2023-03-13,7.3064
2023-03-10,7.1218
2023-03-09,6.0025
2023-03-08,10.2429
2023-03-07,10.7675
2023-03-06,13.7135
2023-03-03,16.1274
2023-03-02,13.2712
2023-03-01,9.9937
2023-02-28,8.1416
2023-02-27,7.4635
2023-02-24,6.0229
2023-02-23,13.5048
2023-02-22,12.0605
2023-02-21,11.9146
2023-02-17,16.7740
2023-02-16,17.2208
2023-02-15,21.5551
2023-02-14,22.4118
2023-02-13,20.8973
2023-02-10,19.3771
2023-02-09,18.8789
2023-02-08,20.0991
2023-02-07,21.1157
2023-02-06,16.7588
2023-02-03,16.3029
2023-02-02,18.9605
2023-02-01,23.4520
2023-01-31,22.5247
2023-01-30,20.7341
2023-01-27,21.9786
2023-01-26,23.2736
2023-01-25,23.2480
2023-01-24,22.8951
2023-01-23,21.8844
2023-01-20,20.2483
2023-01-19,20.5025
2023-01-18,22.2841
2023-01-17,23.8309
2023-01-13,25.9542
2023-01-12,26.1022
2023-01-11,23.1730
2023-01-10,22.5319
2023-01-09,23.9541
2023-01-06,27.3678
2023-01-05,23.6415
2023-01-04,22.9889
2023-01-03,18.8347
2022-12-30,16.2037
2022-12-29,15.3364
2022-12-28,15.0474
2022-12-27,15.7930
2022-12-23,15.6143
2022-12-22,15.1943
2022-12-21,20.8338
2022-12-20,16.8658
2022-12-19,15.4601
2022-12-16,14.9308
2022-12-15,14.4056
2022-12-14,17.6972
2022-12-13,17.1194
2022-12-12,16.6793
2022-12-09,13.1417
2022-12-08,12.8940
2022-12-07,11.5067
2022-12-06,12.8240
2022-12-05,17.5262
2022-12-02,16.3844
2022-12-01,12.6149
2022-11-30,14.8331
2022-11-29,12.9024
2022-11-28,10.9631
2022-11-25,15.6861
2022-11-23,13.7523
2022-11-22,12.4346
2022-11-21,12.7507
2022-11-18,13.4254
2022-11-17,12.8281
2022-11-16,12.7803
2022-11-15,14.6010
2022-11-14,13.6768
2022-11-11,16.3785
2022-11-10,16.4404
2022-11-09,11.9278
2022-11-08,12.5206
2022-11-07,10.0208
2022-11-04,7.3208
2022-11-03,5.4713
2022-11-02,-0.1394
2022-11-01,-2.7174
2022-10-31,-3.2799
2022-10-28,-2.4798
2022-10-27,-5.0934
2022-10-26,-9.0827
2022-10-25,-1.1625
2022-10-24,-4.3491
2022-10-21,-4.8628
2022-10-20,-6.4028
2022-10-19,-6.9227
2022-10-18,-7.6543
2022-10-17,-8.5205
2022-10-14,-10.5713
2022-10-13,-11.0961
2022-10-12,-12.4774
2022-10-11,-11.8536
2022-10-10,-11.6766
2022-10-07,-13.0999
2022-10-06,-11.8423
2022-10-05,-11.9015
2022-10-04,-11.1840
2022-10-03,-16.1227
2022-09-30,-19.5910
2022-09-29,-17.5267
2022-09-28,-13.3676
2022-09-27,-17.6179
2022-09-26,-17.7420
2022-09-23,-15.7341
2022-09-22,-11.7208
2022-09-21,-9.1129
2022-09-20,-7.5646
2022-09-19,-8.2877
2022-09-16,-8.6863
2022-09-15,-5.5149
2022-09-14,-5.8562
2022-09-13,-7.1295
2022-09-12,-0.2491
2022-09-09,-1.0205
2022-09-08,-0.8523
2022-09-07,-2.0101
2022-09-06,-4.2801
2022-09-02,-4.6455
2022-09-01,-3.5767
2022-08-31,0.3722
2022-08-30,1.5848
2022-08-29,3.5935
2022-08-26,3.0727
2022-08-25,6.1345
2022-08-24,2.7610
2022-08-23,0.6234
2022-08-22,-0.0421
2022-08-19,2.3867
2022-08-18,6.0863
2022-08-17,5.2196
2022-08-16,8.4314
2022-08-15,7.5187
2022-08-12,7.2486
2022-08-11,6.0667
2022-08-10,6.7872
2022-08-09,4.4607
2022-08-08,5.1019
2022-08-05,4.6330
2022-08-04,5.5105
2022-08-03,5.5937
2022-08-02,3.8094
2022-08-01,7.2319
2022-07-29,1.8885
2022-07-28,1.7635
2022-07-27,0.0620
2022-07-26,-0.0342
2022-07-25,0.3668
2022-07-22,1.2069
2022-07-21,3.0137
2022-07-20,1.4055
2022-07-19,0.2013
2022-07-18,-4.4727
2022-07-15,-4.4623
2022-07-14,-4.7930
2022-07-13,-6.5866
2022-07-12,-4.9930
2022-07-11,-10.8785
2022-07-08,-9.8648
2022-07-07,-9.4279
2022-07-06,-11.5832
2022-07-05,-10.9303
2022-07-01,-9.9267
2022-06-30,-11.7253
2022-06-29,-10.9334
2022-06-28,-10.8201
2022-06-27,-10.8112
2022-06-24,-9.5694
2022-06-23,-13.7451
2022-06-22,-12.3640
2022-06-21,-12.5911
2022-06-17,-12.5700
2022-06-16,-14.4339
2022-06-15,-14.2884
2022-06-14,-20.7521
2022-06-13,-24.5132
2022-06-10,-20.2064
2022-06-09,-17.4169
2022-06-08,-14.8597
2022-06-07,-14.3354
2022-06-06,-15.2590
2022-06-03,-15.2547
2022-06-02,-14.7314
2022-06-01,-20.4771
2022-05-31,-20.1788
2022-05-27,-19.8527
2022-05-26,-22.5116
2022-05-25,-25.9620
2022-05-24,-27.6145
2022-05-23,-25.9429
2022-05-20,-28.0338
2022-05-19,-25.7245
2022-05-18,-26.7270
2022-05-17,-24.3440
2022-05-16,-29.3964
2022-05-13,-28.2718
2022-05-12,-30.9056
2022-05-11,-28.6969
2022-05-10,-27.4014
2022-05-09,-27.2705
2022-05-06,-21.2414
2022-05-05,-20.5918
2022-05-04,-17.8422
2022-05-03,-19.9653
2022-05-02,-23.1532
2022-04-29,-23.0605
2022-04-28,-20.8718
2022-04-27,-20.7733
2022-04-26,-15.3595
2022-04-25,-11.1650
2022-04-22,-10.6710
2022-04-21,-8.6502
2022-04-20,-7.3831
2022-04-19,-6.1580
2022-04-18,-9.7470
2022-04-14,-8.7158
2022-04-13,-8.2587
2022-04-12,-12.1587
2022-04-11,-12.9148
2022-04-08,-12.8365
2022-04-07,-11.5665
2022-04-06,-11.2233
2022-04-05,-9.4180
2022-04-04,-5.3228
2022-04-01,-5.5530
2022-03-31,-5.1951
2022-03-30,-3.5445
2022-03-29,-4.1228
2022-03-28,-7.1014
2022-03-25,-6.7351
2022-03-24,-6.6895
2022-03-23,-8.2518
2022-03-22,-6.0113
2022-03-21,-8.6852
2022-03-18,-5.5370
2022-03-17,-6.9131
2022-03-16,-7.5377
2022-03-15,-12.4186
2022-03-14,-14.8723
2022-03-11,-14.5754
2022-03-10,-13.6779
2022-03-09,-13.6079
2022-03-08,-16.1937
2022-03-07,-18.7706
2022-03-04,-14.0629
2022-03-03,-10.5768
2022-03-02,-6.4152
2022-03-01,-8.0096
2022-02-28,-2.8809
2022-02-25,-5.0042
2022-02-24,-6.7095
2022-02-23,-7.8406
2022-02-22,-6.7222
2022-02-18,-1.5280
2022-02-17,0.9070
2022-02-16,3.8664
2022-02-15,3.2427
2022-02-14,-0.8677
2022-02-11,0.3602
2022-02-10,3.9619
2022-02-09,2.4243
2022-02-08,1.0326
2022-02-07,0.3063
2022-02-04,-2.6860
2022-02-03,-2.7191
2022-02-02,-2.1361
2022-02-01,-1.7173
2022-01-31,-6.1138
2022-01-28,-11.7655
2022-01-27,-12.2624
2022-01-26,-10.1034
2022-01-25,-5.1279
2022-01-24,-5.0755
2022-01-21,-4.4344
2022-01-20,0.2480
2022-01-19,1.8635
2022-01-18,6.4776
2022-01-14,7.0468
2022-01-13,5.9786
2022-01-12,2.5421
2022-01-11,1.7619
2022-01-10,-1.9926
2022-01-07,1.5149
2022-01-06,-0.8624
2022-01-05,0.1225
2022-01-04,0.4391
2022-01-03,-2.8443
2021-12-31,-6.7550
2021-12-30,-6.0106
2021-12-29,-5.5053
2021-12-28,-4.1929
2021-12-27,-5.9205
2021-12-23,-5.3751
2021-12-22,-6.8377
2021-12-21,-8.0988
2021-12-20,-14.8588
2021-12-17,-12.8511
2021-12-16,-14.0193
2021-12-15,-11.7620
2021-12-14,-11.7277
2021-12-13,-10.8065
2021-12-10,-6.9704
2021-12-09,-5.6728
2021-12-08,-3.8486
2021-12-07,-5.1116
2021-12-06,-6.8188
2021-12-03,-11.2549
2021-12-02,-9.3121
2021-12-01,-18.5934
2021-11-30,-13.7052
2021-11-29,-13.3622
2021-11-26,-12.9919
2021-11-24,-6.7250
2021-11-23,-7.7062
2021-11-22,-7.2686
2021-11-19,-4.8394
2021-11-18,3.3936
2021-11-17,2.9987
2021-11-16,2.4903
2021-11-15,7.3948
2021-11-12,-0.4430
2021-11-11,-1.5400
2021-11-10,-2.1490
2021-11-09,-0.6292
2021-11-08,0.6350
2021-11-05,1.8307
2021-11-04,-6.1026
2021-11-03,-5.8743
2021-11-02,-6.3158
2021-11-01,-5.1660
2021-10-29,-10.7208
2021-10-28,-10.2161
2021-10-27,-11.1473
2021-10-26,-9.2072
2021-10-25,-7.3105
2021-10-22,-7.2485
2021-10-21,-6.4072
2021-10-20,-5.2826
2021-10-19,-5.4183
2021-10-18,-4.8113
2021-10-15,-4.7757
2021-10-14,-4.5426
2021-10-13,-1.9914
2021-10-12,-0.9211
2021-10-11,0.8148
2021-10-08,0.7793
2021-10-07,0.8323
2021-10-06,-0.0217
2021-10-05,-0.3457
2021-10-04,-0.6990
2021-10-01,0.5177
2021-09-30,-2.8694
2021-09-29,0.1183
2021-09-28,-3.8978
2021-09-27,-0.6592
2021-09-24,-2.2865
2021-09-23,-2.4565
2021-09-22,-4.8826
2021-09-21,-10.1371
2021-09-20,-9.6184
2021-09-17,-7.5802
2021-09-16,-7.5802
2021-09-15,-7.1321
2021-09-14,-8.7240
2021-09-13,-7.2407
2021-09-10,-9.7515
2021-09-09,-7.9115
2021-09-08,-9.4495
2021-09-07,-8.0142
2021-09-03,-6.0079
2021-09-02,-4.6281
2021-09-01,-6.1844
2021-08-31,-5.4828
2021-08-30,-6.5237
2021-08-27,-4.4701
2021-08-26,-7.4393
2021-08-25,-5.1600
2021-08-24,-4.9575
2021-08-23,-6.0842
2021-08-20,-9.9178
2021-08-19,-10.2135
2021-08-18,-6.9215
2021-08-17,-5.3200
2021-08-16,-1.8027
2021-08-13,1.1032
2021-08-12,3.1643
2021-08-11,3.8952
2021-08-10,1.9675
2021-08-09,0.1098
2021-08-06,-0.3895
2021-08-05,-1.1220
2021-08-04,-2.8735
2021-08-03,-1.6325
2021-08-02,-3.6102
2021-07-30,-3.0482
2021-07-29,-0.4790
2021-07-28,-0.5094
2021-07-27,-5.3527
2021-07-26,-3.6003
2021-07-23,-5.9250
2021-07-22,-6.2758
2021-07-21,-5.4877
2021-07-20,-8.3701
2021-07-19,-14.1311
2021-07-16,-9.1217
2021-07-15,-6.6289
2021-07-14,-5.7762
2021-07-13,-3.8671
2021-07-12,1.5587
2021-07-09,2.2877
2021-07-08,0.7736
2021-07-07,-1.9662
2021-07-06,0.4078
2021-07-02,0.7038
2021-07-01,2.3742
2021-06-30,2.2857
2021-06-29,0.3051
2021-06-28,2.5567
2021-06-25,7.2883
2021-06-24,8.5650
2021-06-23,5.0248
2021-06-22,5.1444
2021-06-21,5.9900
2021-06-18,1.9030
2021-06-17,2.9372
2021-06-16,4.6345
2021-06-15,7.0564
2021-06-14,6.3600
2021-06-11,7.5674
2021-06-10,8.1634
2021-06-09,8.0315
2021-06-08,10.6459
2021-06-07,10.6008
2021-06-04,9.3722
2021-06-03,9.5877
2021-06-02,12.4646
2021-06-01,12.0848
2021-05-28,8.7224
2021-05-27,10.7029
2021-05-26,6.4698
2021-05-25,6.1755
2021-05-24,4.6350
2021-05-21,3.4010
2021-05-20,-0.0719
2021-05-19,-1.6858
2021-05-18,-0.1567
2021-05-17,0.0529
2021-05-14,0.2879
2021-05-13,-2.5200
2021-05-12,-3.4307
2021-05-11,0.3744
2021-05-10,2.3506
2021-05-07,3.6043
2021-05-06,0.9550
2021-05-05,0.1807
2021-05-04,2.8142
2021-05-03,3.5780
2021-04-30,3.1804
2021-04-29,3.9586
2021-04-28,3.7491
2021-04-27,7.0924
2021-04-26,6.6593
2021-04-23,5.3750
2021-04-22,3.6555
2021-04-21,4.3853
2021-04-20,3.6073
2021-04-19,8.2918
2021-04-16,10.2428
2021-04-15,11.6763
2021-04-14,12.3212
2021-04-13,12.7271
2021-04-12,11.3250
2021-04-09,12.6685
2021-04-08,13.8969
2021-04-07,13.0467
2021-04-06,14.2549
2021-04-05,16.2242
2021-04-01,14.0055
2021-03-31,14.8250
2021-03-30,13.8910
2021-03-29,13.3791
2021-03-26,11.4225
2021-03-25,12.4446
2021-03-24,9.6618
2021-03-23,10.5323
2021-03-22,14.9729
2021-03-19,17.0931
2021-03-18,17.2039
2021-03-17,20.7147
2021-03-16,18.0370
2021-03-15,23.1032
2021-03-12,24.8980
2021-03-11,19.3325
2021-03-10,16.9970
2021-03-09,11.4397
2021-03-08,8.7656
2021-03-05,8.4320
2021-03-04,9.1514
2021-03-03,11.0165
2021-03-02,8.8681
2021-03-01,9.4655
2021-02-26,4.3730
2021-02-25,6.4781
2021-02-24,12.9598
2021-02-23,5.4223
2021-02-22,5.8187
2021-02-19,8.2269
2021-02-18,4.0349
2021-02-17,7.8143
2021-02-16,8.7270
2021-02-12,5.8083
2021-02-11,5.6557
2021-02-10,6.3204
2021-02-09,8.0115
2021-02-08,6.5688
2021-02-05,4.7114
2021-02-04,6.1049
2021-02-03,4.6130
2021-02-02,1.5712
2021-02-01,-0.9226
2021-01-29,-1.7398
2021-01-28,-0.2818
2021-01-27,-1.8407
2021-01-26,2.0610
2021-01-25,2.7087
2021-01-22,3.9419
2021-01-21,4.7220
2021-01-20,6.7422
2021-01-19,6.4182
2021-01-15,3.5829
2021-01-14,6.3451
2021-01-13,5.1478
2021-01-12,5.7366
2021-01-11,5.0331
2021-01-08,6.5288
2021-01-07,7.8893
2021-01-06,7.1949
2021-01-05,7.4785
2021-01-04,3.7736
2020-12-31,9.2290
2020-12-30,10.5398
2020-12-29,10.3701
2020-12-28,10.3067
2020-12-24,10.8163
2020-12-23,12.0318
2020-12-22,11.6917
2020-12-21,11.9387
2020-12-18,12.1404
2020-12-17,12.8153
2020-12-16,14.9212
2020-12-15,16.5934
2020-12-14,16.3041
2020-12-11,17.0775
2020-12-10,18.9360
2020-12-09,18.2004
2020-12-08,20.2350
2020-12-07,20.9589
2020-12-04,19.3348
2020-12-03,21.3442
2020-12-02,17.2859
2020-12-01,13.7446
2020-11-30,12.9698
2020-11-27,15.5299
2020-11-25,16.0239
2020-11-24,16.4107
2020-11-23,14.1938
2020-11-20,10.2000
2020-11-19,12.8140
2020-11-18,12.0128
2020-11-17,14.9616
2020-11-16,12.4003
2020-11-13,6.9082
2020-11-12,2.8522
2020-11-11,5.1998
2020-11-10,8.1123
2020-11-09,4.4124
2020-11-06,-5.2078
2020-11-05,-5.5207
2020-11-04,-8.1689
2020-11-03,-7.3257
2020-11-02,-9.7959
2020-10-30,-11.9000
2020-10-29,-10.3401
2020-10-28,-10.4138
2020-10-27,-7.5499
2020-10-26,-5.2118
2020-10-23,-2.3857
2020-10-22,-1.6330
2020-10-21,-4.0280
2020-10-20,-2.5683
2020-10-19,-2.6271
2020-10-16,-2.5259
2020-10-15,-3.8967
2020-10-14,-4.3362
2020-10-13,-4.8142
2020-10-12,-2.7460
2020-10-09,-2.7544
2020-10-08,-2.4927
2020-10-07,-3.8788
2020-10-06,-5.9795
2020-10-05,-1.4897
2020-10-02,-2.7767
2020-10-01,-2.8668
2020-09-30,-3.9225
2020-09-29,-4.5941
2020-09-28,-3.6828
2020-09-25,-7.7711
2020-09-24,-12.0717
2020-09-23,-10.2679
2020-09-22,-8.2471
2020-09-21,-8.4387
2020-09-18,-6.7161
2020-09-17,-4.3637
2020-09-16,-4.3920
2020-09-15,-5.9872
2020-09-14,-5.3229
2020-09-11,-7.3694
2020-09-10,-8.3933
2020-09-09,-7.3398
2020-09-08,-7.2383
2020-09-04,-3.8065
2020-09-03,-4.6744
2020-09-02,-2.5701
2020-09-01,-3.5692
2020-08-31,-3.6726
2020-08-28,-2.3142
2020-08-27,-2.8858
2020-08-26,-3.7020
2020-08-25,-2.7719
2020-08-24,-1.6069
2020-08-21,-5.3712
2020-08-20,-4.7030
2020-08-19,-4.8111
2020-08-18,-4.5119
2020-08-17,-3.9634
2020-08-14,-2.0838
2020-08-13,-3.1760
2020-08-12,-2.9604
2020-08-11,-1.5408
2020-08-10,-1.7648
2020-08-07,-4.7168
2020-08-06,-4.0837
2020-08-05,-3.4842
2020-08-04,-6.3694
2020-08-03,-7.2604
2020-07-31,-8.6202
2020-07-30,-7.5578
2020-07-29,-6.4623
2020-07-28,-5.1520
2020-07-27,-5.3406
2020-07-24,-4.3935
2020-07-23,-3.6779
2020-07-22,-2.7924
2020-07-21,-3.1151
2020-07-20,-4.2791
2020-07-17,-3.9662
2020-07-16,-3.2059
2020-07-15,-0.8684
2020-07-14,-2.9731
2020-07-13,-4.1231
2020-07-10,-3.4390
2020-07-09,-4.7942
2020-07-08,-3.1555
2020-07-07,-3.4635
2020-07-06,-1.2902
2020-07-02,-3.0783
2020-07-01,-3.2015
2020-06-30,-2.5070
2020-06-29,0.1372
2020-06-26,-6.0279
2020-06-25,-4.8831
2020-06-24,-4.4591
2020-06-23,-1.8076
2020-06-22,-1.6546
2020-06-19,-2.0197
2020-06-18,-0.7930
2020-06-17,-0.7352
2020-06-16,0.4644
2020-06-15,-1.0992
2020-06-12,-1.4261
2020-06-11,-6.0093
2020-06-10,1.7033
2020-06-09,5.0745
2020-06-08,8.7202
2020-06-05,2.6919
2020-06-04,-2.9224
2020-06-03,-6.0848
2020-06-02,-12.0995
2020-06-01,-12.7053
2020-05-29,-14.4540
2020-05-28,-13.5116
2020-05-27,-13.6043
2020-05-26,-15.0745
2020-05-22,-17.3109
2020-05-21,-16.9881
2020-05-20,-18.7434
2020-05-19,-19.6353
2020-05-18,-18.5950
2020-05-15,-23.4304
2020-05-14,-22.9277
2020-05-13,-23.2487
2020-05-12,-22.5258
2020-05-11,-21.8099
2020-05-08,-20.9309
2020-05-07,-22.3563
2020-05-06,-24.3931
2020-05-05,-23.7445
2020-05-04,-22.6311
2020-05-01,-22.2806
2020-04-30,-20.8735
2020-04-29,-21.4425
2020-04-28,-23.6161
2020-04-27,-24.3583
2020-04-24,-24.3073
2020-04-23,-22.8182
2020-04-22,-23.5715
2020-04-21,-23.3453
2020-04-20,-22.1363
2020-04-17,-20.3799
2020-04-16,-25.6631
2020-04-15,-23.7137
2020-04-14,-25.0772
2020-04-13,-24.0343
2020-04-09,-23.2887
2020-04-08,-24.6095
2020-04-07,-26.0177
2020-04-06,-24.8870
2020-04-03,-31.5314
2020-04-02,-31.8858
2020-04-01,-30.7995
2020-03-31,-28.0071
2020-03-30,-27.5190
2020-03-27,-25.9969
2020-03-26,-22.9717
2020-03-25,-29.0532
2020-03-24,-38.6128
2020-03-23,-46.1505
2020-03-20,-49.9951
2020-03-19,-49.6649
2020-03-18,-49.1555
2020-03-17,-46.3217
2020-03-16,-45.5911
2020-03-13,-39.6142
2020-03-12,-45.5434
2020-03-11,-39.9744
2020-03-10,-31.5771
2020-03-09,-33.2501
2020-03-06,-24.6534
2020-03-05,-25.5367
2020-03-04,-19.0089
2020-03-03,-20.1431
2020-03-02,-17.4762
2020-02-28,-24.1264
2020-02-27,-20.1699
2020-02-26,-13.9736
2020-02-25,-14.6830
2020-02-24,-9.4408
2020-02-21,-4.2093
2020-02-20,-1.5750
2020-02-19,-0.6583
2020-02-18,-0.3973
2020-02-14,0.3197
2020-02-13,1.3545
2020-02-12,2.4928
2020-02-11,1.2135
2020-02-10,1.3210
2020-02-07,-2.0436
2020-02-06,-0.0705
2020-02-05,-5.3493
2020-02-04,-10.9548
2020-02-03,-11.9300
2020-01-31,-11.0333
2020-01-30,-9.0218
2020-01-29,-9.6400
2020-01-28,-12.3021
2020-01-27,-12.2868
2020-01-24,-9.8017
2020-01-23,-12.3455
2020-01-22,-16.7762
2020-01-21,-15.1457
2020-01-17,-10.9272
2020-01-16,-7.6507
2020-01-15,-8.7494
2020-01-14,-7.6791
2020-01-13,-8.7230
2020-01-10,-8.8686
2020-01-09,-6.2339
2020-01-08,-8.6163
2020-01-07,-6.1639
2020-01-06,-7.8631
2020-01-03,-8.3335
2020-01-02,-8.1090
2019-12-31,-11.7278
2019-12-30,-11.4820
2019-12-27,-10.0474
2019-12-26,-10.1503
2019-12-24,-8.9826
2019-12-23,-7.2372
2019-12-20,-11.6408
2019-12-19,-9.5444
2019-12-18,-10.8661
2019-12-17,-12.6037
2019-12-16,-12.6037
2019-12-13,-7.0249
2019-12-12,-5.1564
2019-12-11,-3.6323
2019-12-10,-4.5644
2019-12-09,-3.2198
2019-12-06,-2.0430
2019-12-05,-5.7218
2019-12-04,-4.4534
2019-12-03,-3.1440
2019-12-02,-1.8833
2019-11-29,2.7685
2019-11-27,3.5647
2019-11-26,6.0011
2019-11-25,5.8514
2019-11-22,5.1542
2019-11-21,3.2315
2019-11-20,5.1369
2019-11-19,3.6118
2019-11-18,4.6491
2019-11-15,5.5839
2019-11-14,3.9785
2019-11-13,2.0773
2019-11-12,2.2299
2019-11-11,3.8635
2019-11-08,-2.4101
2019-11-07,0.1214
2019-11-06,-1.9929
2019-11-05,-0.3552
2019-11-04,-3.3266
2019-11-01,-5.8434
2019-10-31,-8.1538
2019-10-30,-5.8068
2019-10-29,-4.6930
2019-10-28,-8.2102
2019-10-25,-8.6768
2019-10-24,-6.9082
2019-10-23,-8.6781
2019-10-22,-10.2235
2019-10-21,-12.8936
2019-10-18,-8.1431
2019-10-17,2.4621
2019-10-16,4.0452
2019-10-15,3.4072
2019-10-14,4.4349
2019-10-11,5.2382
2019-10-10,3.6011
2019-10-09,5.4038
2019-10-08,5.0522
2019-10-07,6.1493
2019-10-04,5.8174
2019-10-03,4.3857
2019-10-02,2.5010
2019-10-01,5.7898
2019-09-30,8.2735
2019-09-27,9.3610
2019-09-26,11.2067
2019-09-25,10.9545
2019-09-24,9.2898
2019-09-23,7.5703
2019-09-20,8.6009
2019-09-19,10.8274
2019-09-18,11.7030
2019-09-17,10.9294
2019-09-16,9.0387
2019-09-13,9.4259
2019-09-12,7.9725
2019-09-11,11.0638
2019-09-10,6.2226
2019-09-09,2.0623
2019-09-06,3.8412
2019-09-05,2.7787
2019-09-04,1.2862
2019-09-03,0.4480
2019-08-30,4.4308
2019-08-29,3.9095
2019-08-28,2.8439
2019-08-27,0.8047
2019-08-26,2.5396
2019-08-23,1.3701
2019-08-22,0.7538
2019-08-21,-5.0431
2019-08-20,-8.5952
2019-08-19,-7.8428
2019-08-16,-9.2890
2019-08-15,-10.3561
2019-08-14,-13.7225
2019-08-13,-9.2711
2019-08-12,-9.2416
2019-08-09,-7.5432
2019-08-08,-8.0591
2019-08-07,-11.0976
2019-08-06,-10.7229
2019-08-05,-11.3202
2019-08-02,-8.3573
2019-08-01,-10.6026
2019-07-31,-8.1645
2019-07-30,-5.8714
2019-07-29,-8.9492
2019-07-26,-7.2025
2019-07-25,-6.0632
2019-07-24,-0.9167
2019-07-23,3.9535
2019-07-22,4.1042
2019-07-19,5.7972
2019-07-18,-0.8303
2019-07-17,2.8393
2019-07-16,-0.0822
2019-07-15,-0.5813
2019-07-12,1.0298
2019-07-11,-1.7190
2019-07-10,-4.7365
2019-07-09,-4.4088
2019-07-08,-5.2939
2019-07-05,-3.3623
2019-07-03,-3.9717
2019-07-02,-4.1059
2019-07-01,-3.1977
2019-06-28,-0.1557
2019-06-27,-0.1517
2019-06-26,4.4059
2019-06-25,2.1534
2019-06-24,4.1519
2019-06-21,3.2983
2019-06-20,4.5890
2019-06-19,2.0968
2019-06-18,4.3798
2019-06-17,-3.6363
2019-06-14,-7.2132
2019-06-13,-6.5188
2019-06-12,-7.3665
2019-06-11,-6.4495
2019-06-10,-4.6517
2019-06-07,-4.6958
2019-06-06,-6.0361
2019-06-05,-6.8641
2019-06-04,-8.6817
2019-06-03,-11.2544
2019-05-31,-10.2662
2019-05-30,-7.1907
2019-05-29,-7.6591
2019-05-28,-5.3560
2019-05-24,-5.3484
2019-05-23,-7.1855
2019-05-22,-6.3652
2019-05-21,-4.1424
2019-05-20,-6.6186
2019-05-17,-5.7973
2019-05-16,-6.2944
2019-05-15,-9.7055
2019-05-14,-10.8145
2019-05-13,-13.2615
2019-05-10,-7.1294
2019-05-09,-7.3616
2019-05-08,-6.0519
2019-05-07,-7.1008
2019-05-06,-1.6656
2019-05-03,0.2790
2019-05-02,0.0159
2019-05-01,0.4093
2019-04-30,0.7549
2019-04-29,1.2771
2019-04-26,1.9394
2019-04-25,2.6998
2019-04-24,0.0313
2019-04-23,-0.4986
2019-04-22,-0.0841
2019-04-18,1.6847
2019-04-17,0.7890
2019-04-16,2.2933
2019-04-15,0.1157
2019-04-12,1.5974
2019-04-11,-1.7496
2019-04-10,-3.6520
2019-04-09,-2.2452
2019-04-08,-0.3390
2019-04-05,6.1027
2019-04-04,7.6419
2019-04-03,3.7711
2019-04-02,6.1269
2019-04-01,6.4382
2019-03-29,2.8615
2019-03-28,0.2849
2019-03-27,0.1994
2019-03-26,-1.2166
2019-03-25,-1.1879
2019-03-22,-4.2641
2019-03-21,-0.4987
2019-03-20,0.7777
2019-03-19,-0.2164
2019-03-18,-0.6326
2019-03-15,1.7845
2019-03-14,-0.2418
2019-03-13,1.1382
2019-03-12,0.5307
2019-03-11,9.9458
2019-03-08,20.0359
2019-03-07,20.0455
2019-03-06,20.9445
2019-03-05,23.6479
2019-03-04,24.8901
2019-03-01,28.8030
2019-02-28,28.6206
2019-02-27,27.3718
2019-02-26,24.9020
2019-02-25,24.9500
2019-02-22,24.1439
2019-02-21,22.2665
2019-02-20,24.1136
2019-02-19,22.5864
2019-02-15,23.3729
2019-02-14,21.0057
