Dates,OBV Values
2021-11-02,365082252.0000
2021-11-01,371219964.0000
2021-10-29,362037796.0000
2021-10-28,370597331.0000
2021-10-27,361771877.0000
2021-10-26,376533605.0000
2021-10-25,387548066.0000
2021-10-22,394787208.0000
2021-10-21,401864844.0000
2021-10-20,410556294.0000
2021-10-19,402071132.0000
2021-10-18,408034522.0000
2021-10-15,414588041.0000
2021-10-14,423361400.0000
2021-10-13,433788721.0000
2021-10-12,442028919.0000
2021-10-11,450515742.0000
2021-10-08,443228698.0000
2021-10-07,447743730.0000
2021-10-06,439995209.0000
2021-10-05,432837638.0000
2021-10-04,427150363.0000
2021-10-01,434096484.0000
2021-09-30,424982856.0000
2021-09-29,435349804.0000
2021-09-28,418541763.0000
2021-09-27,428181550.0000
2021-09-24,418432349.0000
2021-09-23,411934180.0000
2021-09-22,402589598.0000
2021-09-21,391636564.0000
2021-09-20,398775591.0000
2021-09-17,409342955.0000
2021-09-16,409342955.0000
2021-09-15,415713899.0000
2021-09-14,407797553.0000
2021-09-13,417744574.0000
2021-09-10,407568713.0000
2021-09-09,414528419.0000
2021-09-08,405285653.0000
2021-09-07,414163299.0000
2021-09-03,427359420.0000
2021-09-02,433759709.0000
2021-09-01,424854613.0000
2021-08-31,432012024.0000
2021-08-30,425247552.0000
2021-08-27,432835398.0000
2021-08-26,425150476.0000
2021-08-25,433491916.0000
2021-08-24,440020846.0000
2021-08-23,431078268.0000
2021-08-20,420686199.0000
2021-08-19,411350501.0000
2021-08-18,422754857.0000
2021-08-17,431755716.0000
2021-08-16,444879667.0000
2021-08-13,452506554.0000
2021-08-12,458864133.0000
2021-08-11,465680476.0000
2021-08-10,456016510.0000
2021-08-09,446413056.0000
2021-08-06,438054434.0000
2021-08-05,431992499.0000
2021-08-04,423629897.0000
2021-08-03,433386176.0000
2021-08-02,426059778.0000
2021-07-30,434948903.0000
2021-07-29,444888985.0000
2021-07-28,436376282.0000
2021-07-27,417045782.0000
2021-07-26,425830005.0000
2021-07-23,416896811.0000
2021-07-22,407517358.0000
2021-07-21,417286256.0000
2021-07-20,405848689.0000
2021-07-19,388821389.0000
2021-07-16,412944986.0000
2021-07-15,425358408.0000
2021-07-14,437587053.0000
2021-07-13,449724057.0000
2021-07-12,470753561.0000
2021-07-09,479825053.0000
2021-07-08,467439671.0000
2021-07-07,449475421.0000
2021-07-06,460972421.0000
2021-07-02,472018223.0000
2021-07-01,487740675.0000
2021-06-30,478224490.0000
2021-06-29,466135421.0000
2021-06-28,482879347.0000
2021-06-25,501031326.0000
2021-06-24,510657109.0000
2021-06-23,496901558.0000
2021-06-22,506776222.0000
2021-06-21,516818731.0000
2021-06-18,501516951.0000
2021-06-17,513481966.0000
2021-06-16,524256364.0000
2021-06-15,534692624.0000
2021-06-14,524061708.0000
2021-06-11,533406135.0000
2021-06-10,543340314.0000
2021-06-09,528821153.0000
2021-06-08,539514373.0000
2021-06-07,524400503.0000
2021-06-04,513794531.0000
2021-06-03,522593492.0000
2021-06-02,532995444.0000
2021-06-01,522175046.0000
2021-05-28,508612259.0000
2021-05-27,519809657.0000
2021-05-26,501405269.0000
2021-05-25,494165080.0000
2021-05-24,481257045.0000
2021-05-21,471151079.0000
2021-05-20,454572084.0000
2021-05-19,445353171.0000
2021-05-18,458515904.0000
2021-05-17,468596978.0000
2021-05-14,478156301.0000
2021-05-13,467993905.0000
2021-05-12,451490532.0000
2021-05-11,466421720.0000
2021-05-10,482694885.0000
2021-05-07,497508820.0000
2021-05-06,484685827.0000
2021-05-05,472828718.0000
2021-05-04,487742218.0000
2021-05-03,505549425.0000
2021-04-30,495661577.0000
2021-04-29,506042014.0000
2021-04-28,493745936.0000
2021-04-27,512800067.0000
2021-04-26,502216808.0000
2021-04-23,491617247.0000
2021-04-22,480063925.0000
2021-04-21,493918321.0000
2021-04-20,481071288.0000
2021-04-19,500554870.0000
2021-04-16,509804210.0000
2021-04-15,524410162.0000
2021-04-14,533889170.0000
2021-04-13,546550976.0000
2021-04-12,530649575.0000
2021-04-09,541033185.0000
2021-04-08,553289075.0000
2021-04-07,543389127.0000
2021-04-06,553314872.0000
2021-04-05,564495168.0000
2021-04-01,550744871.0000
2021-03-31,561679360.0000
2021-03-30,547540871.0000
2021-03-29,534963620.0000
2021-03-26,512764839.0000
2021-03-25,529921907.0000
2021-03-24,502368319.0000
2021-03-23,526423429.0000
2021-03-22,547781654.0000
2021-03-19,563011682.0000
2021-03-18,580342461.0000
2021-03-17,604937977.0000
2021-03-16,581152453.0000
2021-03-15,609938251.0000
2021-03-12,644827367.0000
2021-03-11,609563036.0000
2021-03-10,579423791.0000
2021-03-09,551670425.0000
2021-03-08,530669231.0000
2021-03-05,516832470.0000
2021-03-04,536859046.0000
2021-03-03,563504108.0000
2021-03-02,533078066.0000
2021-03-01,544192468.0000
2021-02-26,525457026.0000
2021-02-25,538156655.0000
2021-02-24,556931490.0000
2021-02-23,526222213.0000
2021-02-22,542218908.0000
2021-02-19,563494626.0000
2021-02-18,551079342.0000
2021-02-17,560200644.0000
2021-02-16,569370459.0000
2021-02-12,559199326.0000
2021-02-11,553188535.0000
2021-02-10,560328770.0000
2021-02-09,571749849.0000
2021-02-08,558279263.0000
2021-02-05,547097175.0000
2021-02-04,556643251.0000
2021-02-03,544773321.0000
2021-02-02,532936465.0000
2021-02-01,521897338.0000
2021-01-29,512835434.0000
2021-01-28,526519170.0000
2021-01-27,516115956.0000
2021-01-26,537064414.0000
2021-01-25,548076177.0000
2021-01-22,562352412.0000
2021-01-21,569867042.0000
2021-01-20,580986869.0000
2021-01-19,571259833.0000
2021-01-15,559312614.0000
2021-01-14,570415955.0000
2021-01-13,557969135.0000
2021-01-12,566539604.0000
2021-01-11,553940083.0000
2021-01-08,570729364.0000
2021-01-07,584873381.0000
2021-01-06,570399283.0000
2021-01-05,586601440.0000
2021-01-04,567263136.0000
2020-12-31,588488730.0000
2020-12-30,598976297.0000
2020-12-29,588163680.0000
2020-12-28,573569915.0000
2020-12-24,582391809.0000
2020-12-23,588790319.0000
2020-12-22,577921312.0000
2020-12-21,591247478.0000
2020-12-18,609973983.0000
2020-12-17,629066746.0000
2020-12-16,646532346.0000
2020-12-15,664390740.0000
2020-12-14,645377549.0000
2020-12-11,664608788.0000
2020-12-10,681920587.0000
2020-12-09,665735555.0000
2020-12-08,684779152.0000
2020-12-07,704461183.0000
2020-12-04,671214520.0000
2020-12-03,700592888.0000
2020-12-02,654647749.0000
2020-12-01,628735486.0000
2020-11-30,613196260.0000
2020-11-27,629698116.0000
2020-11-25,639668344.0000
2020-11-24,658922487.0000
2020-11-23,628106359.0000
2020-11-20,599733962.0000
2020-11-19,617964844.0000
2020-11-18,583728773.0000
2020-11-17,649719463.0000
2020-11-16,611420176.0000
2020-11-13,570857340.0000
2020-11-12,551072543.0000
2020-11-11,571408753.0000
2020-11-10,601316503.0000
2020-11-09,554912226.0000
2020-11-06,505897814.0000
2020-11-05,496902254.0000
2020-11-04,484573933.0000
2020-11-03,495918651.0000
2020-11-02,483668878.0000
2020-10-30,469814232.0000
2020-10-29,485206985.0000
2020-10-28,470652718.0000
2020-10-27,490932486.0000
2020-10-26,506424350.0000
2020-10-23,522575490.0000
2020-10-22,532599670.0000
2020-10-21,518361506.0000
2020-10-20,529812152.0000
2020-10-19,517492232.0000
2020-10-16,534011850.0000
2020-10-15,502231225.0000
2020-10-14,489004403.0000
2020-10-13,478462618.0000
2020-10-12,493645244.0000
2020-10-09,481468605.0000
2020-10-08,498874575.0000
2020-10-07,478275971.0000
2020-10-06,452256899.0000
2020-10-05,499389448.0000
2020-10-02,480307301.0000
2020-10-01,448533508.0000
2020-09-30,417856426.0000
2020-09-29,379419735.0000
2020-09-28,399340701.0000
2020-09-25,360472546.0000
2020-09-24,331349534.0000
2020-09-23,358447673.0000
2020-09-22,376695168.0000
2020-09-21,358926250.0000
2020-09-18,382051586.0000
2020-09-17,404108706.0000
2020-09-16,384390877.0000
2020-09-15,362504625.0000
2020-09-14,377386326.0000
2020-09-11,360157893.0000
2020-09-10,345435451.0000
2020-09-09,359968037.0000
2020-09-08,381919438.0000
2020-09-04,404542115.0000
2020-09-03,385674849.0000
2020-09-02,413474242.0000
2020-09-01,396922157.0000
2020-08-31,377924742.0000
2020-08-28,394189040.0000
2020-08-27,373805143.0000
2020-08-26,344257075.0000
2020-08-25,360446865.0000
2020-08-24,391765405.0000
2020-08-21,352448300.0000
2020-08-20,369394202.0000
2020-08-19,346180788.0000
2020-08-18,371782292.0000
2020-08-17,393270782.0000
2020-08-14,416510828.0000
2020-08-13,384096737.0000
2020-08-12,407055492.0000
2020-08-11,447757883.0000
2020-08-10,386721270.0000
2020-08-07,350863613.0000
2020-08-06,370181584.0000
2020-08-05,403103213.0000
2020-08-04,356552245.0000
2020-08-03,325698792.0000
2020-07-31,287178307.0000
2020-07-30,317465006.0000
2020-07-29,346605025.0000
2020-07-28,398314659.0000
2020-07-27,372965521.0000
2020-07-24,403209294.0000
2020-07-23,431757330.0000
2020-07-22,461344551.0000
2020-07-21,431554243.0000
2020-07-20,390820683.0000
2020-07-17,416087736.0000
2020-07-16,442252236.0000
2020-07-15,477245836.0000
2020-07-14,429297936.0000
2020-07-13,390718436.0000
2020-07-10,433682636.0000
2020-07-09,392771436.0000
2020-07-08,426206436.0000
2020-07-07,388151236.0000
2020-07-06,425173036.0000
2020-07-02,375823036.0000
2020-07-01,334101536.0000
2020-06-30,382991636.0000
2020-06-29,448212936.0000
2020-06-26,370096636.0000
2020-06-25,420677589.0000
2020-06-24,477904641.0000
2020-06-23,534225735.0000
2020-06-22,584359634.0000
2020-06-19,530617733.0000
2020-06-18,597709963.0000
2020-06-17,658219059.0000
2020-06-16,711095618.0000
2020-06-15,635024797.0000
2020-06-12,556711683.0000
2020-06-11,467327838.0000
2020-06-10,569733129.0000
2020-06-09,659254829.0000
2020-06-08,725747098.0000
2020-06-05,645464191.0000
2020-06-04,545881318.0000
2020-06-03,478851112.0000
2020-06-02,412799157.0000
2020-06-01,388091344.0000
2020-05-29,360966791.0000
2020-05-28,394812245.0000
2020-05-27,360085060.0000
2020-05-26,327672206.0000
2020-05-22,297382183.0000
2020-05-21,318454932.0000
2020-05-20,270276048.0000
2020-05-19,248501275.0000
2020-05-18,280789417.0000
2020-05-15,237008924.0000
2020-05-14,263746663.0000
2020-05-13,226289887.0000
2020-05-12,252226045.0000
2020-05-11,274729090.0000
2020-05-08,294744789.0000
2020-05-07,272055006.0000
2020-05-06,242589000.0000
2020-05-05,272124705.0000
2020-05-04,302678785.0000
2020-05-01,333369589.0000
2020-04-30,369913332.0000
2020-04-29,332216480.0000
2020-04-28,271905897.0000
2020-04-27,234172734.0000
2020-04-24,268649705.0000
2020-04-23,304521248.0000
2020-04-22,278721294.0000
2020-04-21,301436091.0000
2020-04-20,328398246.0000
2020-04-17,363262234.0000
2020-04-16,310985017.0000
2020-04-15,351095429.0000
2020-04-14,311924839.0000
2020-04-13,345721387.0000
2020-04-09,371666339.0000
2020-04-08,333796672.0000
2020-04-07,292576910.0000
2020-04-06,349137088.0000
2020-04-03,298365924.0000
2020-04-02,261121474.0000
2020-04-01,303278526.0000
2020-03-31,345019378.0000
2020-03-30,374802042.0000
2020-03-27,425777193.0000
2020-03-26,473507175.0000
2020-03-25,410335107.0000
2020-03-24,333020341.0000
2020-03-23,290150156.0000
2020-03-20,244264766.0000
2020-03-19,285579778.0000
2020-03-18,325681791.0000
2020-03-17,387351952.0000
2020-03-16,441665871.0000
2020-03-13,468343215.0000
2020-03-12,447218740.0000
2020-03-11,478792574.0000
2020-03-10,507223529.0000
2020-03-09,494188371.0000
2020-03-06,505719908.0000
2020-03-05,492868812.0000
2020-03-04,507473080.0000
2020-03-03,500491002.0000
2020-03-02,507971563.0000
2020-02-28,496973344.0000
2020-02-27,512333966.0000
2020-02-26,523302998.0000
2020-02-25,516316356.0000
2020-02-24,524354515.0000
2020-02-21,530402132.0000
2020-02-20,534108553.0000
2020-02-19,536905898.0000
2020-02-18,541839306.0000
2020-02-14,544743698.0000
2020-02-13,548941138.0000
2020-02-12,552720646.0000
2020-02-11,548309199.0000
2020-02-10,553617615.0000
2020-02-07,547750913.0000
2020-02-06,553086814.0000
2020-02-05,540253140.0000
2020-02-04,534186610.0000
2020-02-03,530410642.0000
2020-01-31,535252284.0000
2020-01-30,540249025.0000
2020-01-29,534233046.0000
2020-01-28,521779641.0000
2020-01-27,527269979.0000
2020-01-24,534732757.0000
2020-01-23,516945242.0000
2020-01-22,507250906.0000
2020-01-21,526028007.0000
2020-01-17,545325410.0000
2020-01-16,556335711.0000
2020-01-15,552317630.0000
2020-01-14,556893764.0000
2020-01-13,549948848.0000
2020-01-10,544301605.0000
2020-01-09,551462039.0000
2020-01-08,543287102.0000
2020-01-07,551525599.0000
2020-01-06,541623831.0000
2020-01-03,536270581.0000
2020-01-02,540146416.0000
2019-12-31,535602451.0000
2019-12-30,540560227.0000
2019-12-27,545085706.0000
2019-12-26,540961930.0000
2019-12-24,545553622.0000
2019-12-23,549673673.0000
2019-12-20,540140382.0000
2019-12-19,549622039.0000
2019-12-18,544129420.0000
2019-12-17,537100205.0000
2019-12-16,537100205.0000
2019-12-13,553549583.0000
2019-12-12,558075716.0000
2019-12-11,564044006.0000
2019-12-10,556735905.0000
2019-12-09,559656748.0000
2019-12-06,562500769.0000
2019-12-05,559644846.0000
2019-12-04,564361743.0000
2019-12-03,567374809.0000
2019-12-02,572140382.0000
2019-11-29,576933607.0000
2019-11-27,578324556.0000
2019-11-26,582467137.0000
2019-11-25,579608144.0000
2019-11-22,576283782.0000
2019-11-21,572371374.0000
2019-11-20,575072758.0000
2019-11-19,571297988.0000
2019-11-18,577966791.0000
2019-11-15,581790604.0000
2019-11-14,576297677.0000
2019-11-13,570958153.0000
2019-11-12,574436648.0000
2019-11-11,580206348.0000
2019-11-08,568727553.0000
2019-11-07,571945624.0000
2019-11-06,569113438.0000
2019-11-05,572925313.0000
2019-11-04,567461364.0000
2019-11-01,563760706.0000
2019-10-31,560223740.0000
2019-10-30,564087011.0000
2019-10-29,568082183.0000
2019-10-28,561977334.0000
2019-10-25,558744841.0000
2019-10-24,562800601.0000
2019-10-23,557390191.0000
2019-10-22,546407720.0000
2019-10-21,538446697.0000
2019-10-18,553976024.0000
2019-10-17,567491713.0000
2019-10-16,569893047.0000
2019-10-15,566210251.0000
2019-10-14,569069511.0000
2019-10-11,571204830.0000
2019-10-10,567234315.0000
2019-10-09,569989835.0000
2019-10-08,567207940.0000
2019-10-07,571254985.0000
2019-10-04,569302301.0000
2019-10-03,567289833.0000
2019-10-02,564584280.0000
2019-10-01,568318196.0000
2019-09-30,571268547.0000
2019-09-27,574477511.0000
2019-09-26,577207929.0000
2019-09-25,574673888.0000
2019-09-24,569897747.0000
2019-09-23,566305399.0000
2019-09-20,569366531.0000
2019-09-19,576216813.0000
2019-09-18,579243023.0000
2019-09-17,575002623.0000
2019-09-16,571706094.0000
2019-09-13,574755929.0000
2019-09-12,571127687.0000
2019-09-11,575617946.0000
2019-09-10,567193087.0000
2019-09-09,562647524.0000
2019-09-06,566821113.0000
2019-09-05,563799312.0000
2019-09-04,560156033.0000
2019-09-03,557419637.0000
2019-08-30,561691689.0000
2019-08-29,558544673.0000
2019-08-28,555826357.0000
2019-08-27,553424485.0000
2019-08-26,557166610.0000
2019-08-23,552501163.0000
2019-08-22,540973377.0000
2019-08-21,532648283.0000
2019-08-20,529381830.0000
2019-08-19,531421243.0000
2019-08-16,529085615.0000
2019-08-15,525219048.0000
2019-08-14,520497288.0000
2019-08-13,525607663.0000
2019-08-12,529330658.0000
2019-08-09,531873158.0000
2019-08-08,528770246.0000
2019-08-07,525097266.0000
2019-08-06,529284878.0000
2019-08-05,525631618.0000
2019-08-02,531507703.0000
2019-08-01,526832324.0000
2019-07-31,533297591.0000
2019-07-30,538517339.0000
2019-07-29,533989364.0000
2019-07-26,538105930.0000
2019-07-25,542547008.0000
2019-07-24,552210686.0000
2019-07-23,559658570.0000
2019-07-22,563013433.0000
2019-07-19,567280726.0000
2019-07-18,557776766.0000
2019-07-17,562391984.0000
2019-07-16,558381994.0000
2019-07-15,555421569.0000
2019-07-12,560236203.0000
2019-07-11,556643385.0000
2019-07-10,551584162.0000
2019-07-09,554530904.0000
2019-07-08,549702700.0000
2019-07-05,552965024.0000
2019-07-03,549756860.0000
2019-07-02,547591939.0000
2019-07-01,551369267.0000
2019-06-28,557778835.0000
2019-06-27,562515955.0000
2019-06-26,571495965.0000
2019-06-25,566953949.0000
2019-06-24,569959352.0000
2019-06-21,567636111.0000
2019-06-20,572559789.0000
2019-06-19,568765301.0000
2019-06-18,574481286.0000
2019-06-17,565282125.0000
2019-06-14,561535699.0000
2019-06-13,563794073.0000
2019-06-12,561172770.0000
2019-06-11,563911096.0000
2019-06-10,566613823.0000
2019-06-07,564053018.0000
2019-06-06,561582324.0000
2019-06-05,559000065.0000
2019-06-04,555811690.0000
2019-06-03,552219367.0000
2019-05-31,557367386.0000
2019-05-30,560585032.0000
2019-05-29,558401148.0000
2019-05-28,562561694.0000
2019-05-24,566065975.0000
2019-05-23,560678431.0000
2019-05-22,565983819.0000
2019-05-21,569825249.0000
2019-05-20,565802677.0000
2019-05-17,569022545.0000
2019-05-16,563739603.0000
2019-05-15,557703097.0000
2019-05-14,552893130.0000
2019-05-13,548145377.0000
2019-05-10,555903209.0000
2019-05-09,551329139.0000
2019-05-08,557404295.0000
2019-05-07,551374298.0000
2019-05-06,561114599.0000
2019-05-03,565862200.0000
2019-05-02,562908362.0000
2019-05-01,565347121.0000
2019-04-30,568112693.0000
2019-04-29,571845502.0000
2019-04-26,577302802.0000
2019-04-25,581562423.0000
2019-04-24,574947431.0000
2019-04-23,565092290.0000
2019-04-22,569986807.0000
2019-04-18,574134459.0000
2019-04-17,569431354.0000
2019-04-16,573855775.0000
2019-04-15,566771941.0000
2019-04-12,570594020.0000
2019-04-11,563259376.0000
2019-04-10,556661009.0000
2019-04-09,564945968.0000
2019-04-08,572926030.0000
2019-04-05,587408634.0000
2019-04-04,594265785.0000
2019-04-03,584877703.0000
2019-04-02,592228050.0000
2019-04-01,598629073.0000
2019-03-29,590893354.0000
2019-03-28,583198647.0000
2019-03-27,578277310.0000
2019-03-26,568677353.0000
2019-03-25,575157082.0000
2019-03-22,567217480.0000
2019-03-21,577361402.0000
2019-03-20,584312387.0000
2019-03-19,575574794.0000
2019-03-18,565718686.0000
2019-03-15,578837894.0000
2019-03-14,552140182.0000
2019-03-13,565654239.0000
2019-03-12,532991987.0000
2019-03-11,569914579.0000
2019-03-08,604656765.0000
2019-03-07,608451710.0000
2019-03-06,613345308.0000
2019-03-05,617504693.0000
2019-03-04,620348966.0000
2019-03-01,626320008.0000
2019-02-28,621195830.0000
2019-02-27,616132683.0000
2019-02-26,611528836.0000
2019-02-25,614032520.0000
2019-02-22,610756470.0000
2019-02-21,607624172.0000
2019-02-20,610504646.0000
2019-02-19,606514544.0000
2019-02-15,609566003.0000
2019-02-14,605548665.0000
2019-02-13,608272925.0000
2019-02-12,611351617.0000
2019-02-11,608088296.0000
2019-02-08,611135228.0000
2019-02-07,615706174.0000
2019-02-06,620917586.0000
2019-02-05,615561561.0000
2019-02-04,608331181.0000
2019-02-01,604074619.0000
2019-01-31,598448870.0000
2019-01-30,605327325.0000
2019-01-29,592622020.0000
2019-01-28,589419368.0000
2019-01-25,592548252.0000
2019-01-24,589357827.0000
2019-01-23,592159219.0000
2019-01-22,589234345.0000
2019-01-18,593570886.0000
2019-01-17,589314381.0000
2019-01-16,585044016.0000
2019-01-15,587775098.0000
2019-01-14,584834190.0000
2019-01-11,587310557.0000
2019-01-10,584151705.0000
2019-01-09,578793588.0000
2019-01-08,574579718.0000
2019-01-07,569843246.0000
2019-01-04,565812966.0000
2019-01-03,561364207.0000
2019-01-02,567069774.0000
2018-12-31,563777570.0000
2018-12-28,560219879.0000
2018-12-27,563945050.0000
2018-12-26,559603937.0000
2018-12-24,554760536.0000
2018-12-21,558195840.0000
2018-12-20,565837561.0000
2018-12-19,571206153.0000
2018-12-18,576077621.0000
2018-12-17,570196481.0000
2018-12-14,575164847.0000
2018-12-13,578463283.0000
2018-12-12,580710989.0000
2018-12-11,577286171.0000
2018-12-10,580852607.0000
2018-12-07,576452089.0000
2018-12-06,580978353.0000
2018-12-04,590275802.0000
2018-12-03,595474898.0000
2018-11-30,588905831.0000
2018-11-29,583531850.0000
2018-11-28,578199931.0000
2018-11-27,572082359.0000
2018-11-26,569135968.0000
2018-11-23,565773623.0000
2018-11-21,567373004.0000
2018-11-20,571774048.0000
2018-11-19,578649932.0000
2018-11-16,585432699.0000
2018-11-15,589857860.0000
2018-11-14,594720906.0000
2018-11-13,598166744.0000
2018-11-12,603126743.0000
2018-11-09,606215397.0000
2018-11-08,608805700.0000
2018-11-07,606053699.0000
2018-11-06,602038444.0000
2018-11-05,599566546.0000
2018-11-02,597312603.0000
2018-11-01,601342429.0000
2018-10-31,597581779.0000
2018-10-30,593406209.0000
2018-10-29,587632238.0000
2018-10-26,595094191.0000
2018-10-25,599167606.0000
2018-10-24,595164122.0000
2018-10-23,586721559.0000
2018-10-22,591111118.0000
2018-10-19,593374645.0000
2018-10-18,596866257.0000
2018-10-17,600121159.0000
2018-10-16,602359345.0000
2018-10-15,599536863.0000
2018-10-12,602516698.0000
2018-10-11,597006978.0000
2018-10-10,603273729.0000
2018-10-09,609306817.0000
2018-10-08,612169524.0000
2018-10-05,615493543.0000
2018-10-04,618393206.0000
2018-10-03,622215530.0000
2018-10-02,617421267.0000
2018-10-01,612798672.0000
2018-09-28,608040255.0000
2018-09-27,604439783.0000
2018-09-26,602083865.0000
2018-09-25,604452502.0000
2018-09-24,607421661.0000
2018-09-21,610221822.0000
2018-09-20,603077735.0000
2018-09-19,599066673.0000
2018-09-18,594313263.0000
2018-09-17,591309751.0000
2018-09-14,593864212.0000
2018-09-13,591028455.0000
2018-09-12,587861943.0000
2018-09-11,583858109.0000
2018-09-10,581126332.0000
2018-09-07,584190458.0000
2018-09-06,588112345.0000
2018-09-05,584526469.0000
2018-09-04,581567200.0000
2018-08-31,578867798.0000
2018-08-30,582330490.0000
2018-08-29,585588158.0000
2018-08-28,587438212.0000
2018-08-27,589913307.0000
2018-08-24,587633358.0000
2018-08-23,585678818.0000
2018-08-22,587512267.0000
2018-08-21,590195209.0000
2018-08-20,587228034.0000
2018-08-17,584209419.0000
2018-08-16,581140229.0000
2018-08-15,575272290.0000
2018-08-14,579070890.0000
2018-08-13,577053614.0000
2018-08-10,578930862.0000
2018-08-09,581676559.0000
2018-08-08,583978685.0000
2018-08-07,586313124.0000
2018-08-06,584045564.0000
2018-08-03,587296669.0000
2018-08-02,589581871.0000
2018-08-01,592237777.0000
2018-07-31,594955983.0000
2018-07-30,592227617.0000
2018-07-27,595308062.0000
2018-07-26,592391721.0000
2018-07-25,589200532.0000
2018-07-24,596553578.0000
2018-07-23,593371613.0000
2018-07-20,595315360.0000
2018-07-19,597133196.0000
2018-07-18,599844940.0000
2018-07-17,596754851.0000
2018-07-16,594024337.0000
2018-07-13,591135304.0000
2018-07-12,588853694.0000
2018-07-11,586823016.0000
2018-07-10,589879882.0000
2018-07-09,586601629.0000
2018-07-06,583472931.0000
2018-07-05,581334769.0000
2018-07-03,578906903.0000
2018-07-02,580371263.0000
2018-06-29,577550446.0000
2018-06-28,574395634.0000
2018-06-27,571047661.0000
2018-06-26,575622550.0000
2018-06-25,572510163.0000
2018-06-22,577516366.0000
2018-06-21,574218282.0000
2018-06-20,578266618.0000
2018-06-19,573726630.0000
2018-06-18,580583968.0000
2018-06-15,583947189.0000
2018-06-14,593893145.0000
2018-06-13,597932677.0000
2018-06-12,601800319.0000
2018-06-11,604240673.0000
2018-06-08,601772152.0000
2018-06-07,598479277.0000
2018-06-06,602997121.0000
2018-06-05,598508709.0000
2018-06-04,601076467.0000
2018-06-01,598126183.0000
2018-05-31,595468346.0000
2018-05-30,599874623.0000
2018-05-29,597049435.0000
2018-05-25,601299028.0000
2018-05-24,598835291.0000
2018-05-23,602767376.0000
2018-05-22,598269860.0000
2018-05-21,603659220.0000
2018-05-18,596873851.0000
2018-05-17,592546192.0000
2018-05-16,590062891.0000
2018-05-15,592292959.0000
2018-05-14,595302012.0000
2018-05-11,592781745.0000
2018-05-10,595113915.0000
2018-05-09,591193558.0000
2018-05-08,586846535.0000
2018-05-07,590860631.0000
2018-05-04,586668407.0000
2018-05-03,583013338.0000
2018-05-02,576630127.0000
2018-05-01,580066252.0000
2018-04-30,584379346.0000
2018-04-27,588100984.0000
2018-04-26,591491348.0000
2018-04-25,596764970.0000
2018-04-24,585745110.0000
2018-04-23,592796930.0000
2018-04-20,590031283.0000
2018-04-19,593069314.0000
2018-04-18,596076088.0000
2018-04-17,592958612.0000
2018-04-16,589576824.0000
2018-04-13,585675423.0000
2018-04-12,590408886.0000
2018-04-11,586083859.0000
2018-04-10,590657389.0000
2018-04-09,585039250.0000
2018-04-06,589970978.0000
2018-04-05,595684591.0000
2018-04-04,589464610.0000
2018-04-03,597700351.0000
2018-04-02,592917226.0000
2018-03-29,597942170.0000
2018-03-28,594290092.0000
2018-03-27,599924768.0000
2018-03-26,605221561.0000
2018-03-23,600060355.0000
2018-03-22,592920045.0000
2018-03-21,600063324.0000
2018-03-20,604110103.0000
2018-03-19,597781268.0000
2018-03-16,592032767.0000
2018-03-15,582865452.0000
2018-03-14,591310578.0000
2018-03-13,604345000.0000
2018-03-12,609754969.0000
2018-03-09,615790070.0000
2018-03-08,612343546.0000
2018-03-07,608211632.0000
2018-03-06,612787322.0000
2018-03-05,617675604.0000
2018-03-02,609535443.0000
2018-03-01,619556775.0000
2018-02-28,628534746.0000
2018-02-27,633911675.0000
2018-02-26,629205726.0000
2018-02-23,625194321.0000
2018-02-22,621880066.0000
2018-02-21,618540148.0000
2018-02-20,623776679.0000
2018-02-16,627964138.0000
2018-02-15,633169648.0000
2018-02-14,627361342.0000
2018-02-13,623031900.0000
2018-02-12,627053051.0000
2018-02-09,620248171.0000
2018-02-08,611436065.0000
2018-02-07,619698387.0000
2018-02-06,611817443.0000
2018-02-05,599950770.0000
2018-02-02,610302821.0000
2018-02-01,615678630.0000
2018-01-31,609633556.0000
2018-01-30,598775505.0000
2018-01-29,603720218.0000
2018-01-26,606990471.0000
2018-01-25,601979476.0000
2018-01-24,597388517.0000
2018-01-23,601572698.0000
2018-01-22,606082114.0000
2018-01-19,599299694.0000
2018-01-18,606546592.0000
2018-01-17,615880992.0000
2018-01-16,606269317.0000
2018-01-12,618081316.0000
2018-01-11,611561892.0000
2018-01-10,606935919.0000
2018-01-09,602471236.0000
2018-01-08,596925033.0000
2018-01-05,592954682.0000
2018-01-04,586919989.0000
2018-01-03,590957227.0000
2018-01-02,587762262.0000
2017-12-29,584893551.0000
2017-12-28,586706868.0000
2017-12-27,585274424.0000
2017-12-26,583973468.0000
2017-12-22,582581013.0000
2017-12-21,580333834.0000
2017-12-20,585044464.0000
2017-12-19,582551405.0000
2017-12-18,579987693.0000
2017-12-15,577107031.0000
2017-12-14,570371391.0000
2017-12-13,566495487.0000
2017-12-12,561523758.0000
2017-12-11,556169754.0000
2017-12-08,560086467.0000
2017-12-07,555813968.0000
2017-12-06,551563353.0000
2017-12-05,549050173.0000
2017-12-04,551782428.0000
2017-12-01,546292593.0000
2017-11-30,550835329.0000
2017-11-29,546015016.0000
2017-11-28,542985921.0000
2017-11-27,541101035.0000
2017-11-24,542863685.0000
2017-11-22,542074740.0000
2017-11-21,543545085.0000
2017-11-20,541372004.0000
2017-11-17,538969252.0000
2017-11-16,540683581.0000
2017-11-15,537981278.0000
2017-11-14,535545949.0000
