Dates,OBV Values
2017-11-13,537901987.0000
2017-11-10,535297912.0000
2017-11-09,537037306.0000
2017-11-08,540252003.0000
2017-11-07,543093810.0000
2017-11-06,540001431.0000
2017-11-03,537091917.0000
2017-11-02,539692694.0000
2017-11-01,537169664.0000
2017-10-31,534261635.0000
2017-10-30,536963474.0000
2017-10-27,533941274.0000
2017-10-26,536828449.0000
2017-10-25,533414673.0000
2017-10-24,540729180.0000
2017-10-23,536362803.0000
2017-10-20,539662698.0000
2017-10-19,535721668.0000
2017-10-18,538304910.0000
2017-10-17,536254859.0000
2017-10-16,538763143.0000
2017-10-13,540567024.0000
2017-10-12,542808547.0000
2017-10-11,540234030.0000
2017-10-10,537373120.0000
2017-10-09,534634228.0000
2017-10-06,536780368.0000
2017-10-05,539417954.0000
2017-10-04,535509329.0000
2017-10-03,532479398.0000
2017-10-02,535640063.0000
2017-09-29,532967713.0000
2017-09-28,535474609.0000
2017-09-27,538043928.0000
2017-09-26,534268556.0000
2017-09-25,536440278.0000
2017-09-22,539906330.0000
2017-09-21,536580582.0000
2017-09-20,533804192.0000
2017-09-19,530076606.0000
2017-09-18,534196107.0000
2017-09-15,529005231.0000
2017-09-14,520053754.0000
2017-09-13,515070010.0000
2017-09-12,510557929.0000
2017-09-11,513258481.0000
2017-09-08,509662345.0000
2017-09-07,506370468.0000
2017-09-06,503390000.0000
2017-09-05,507396934.0000
2017-09-01,511263567.0000
2017-08-31,507992886.0000
2017-08-30,511055027.0000
2017-08-29,513840801.0000
2017-08-28,510312353.0000
2017-08-25,507957833.0000
2017-08-24,510027245.0000
2017-08-23,507489141.0000
2017-08-22,510003773.0000
2017-08-21,507141227.0000
2017-08-18,509671366.0000
2017-08-17,506831535.0000
2017-08-16,509499556.0000
2017-08-15,512498040.0000
2017-08-14,509678092.0000
2017-08-11,506734214.0000
2017-08-10,503273964.0000
2017-08-09,510080224.0000
2017-08-08,515752468.0000
2017-08-07,519683261.0000
2017-08-04,516028875.0000
2017-08-03,521608634.0000
2017-08-02,516498607.0000
2017-08-01,521570418.0000
2017-07-31,526570254.0000
2017-07-28,520809667.0000
2017-07-27,516295216.0000
2017-07-26,505440221.0000
2017-07-25,491335271.0000
2017-07-24,488480164.0000
2017-07-21,486091895.0000
2017-07-20,484011495.0000
2017-07-19,486232468.0000
2017-07-18,483978545.0000
2017-07-17,485920883.0000
2017-07-14,483505898.0000
2017-07-13,480284199.0000
2017-07-12,482209487.0000
2017-07-11,479413076.0000
2017-07-10,476739057.0000
2017-07-07,474038182.0000
2017-07-06,471023759.0000
2017-07-05,473748134.0000
2017-07-03,471034552.0000
2017-06-30,469523389.0000
2017-06-29,467317921.0000
2017-06-28,469724858.0000
2017-06-27,467638773.0000
2017-06-26,469933776.0000
2017-06-23,473009377.0000
2017-06-22,468849945.0000
2017-06-21,465513395.0000
2017-06-20,462423777.0000
2017-06-19,465495461.0000
2017-06-16,462988648.0000
2017-06-15,456069337.0000
2017-06-14,453182804.0000
2017-06-13,450985753.0000
2017-06-12,449106708.0000
2017-06-09,451834665.0000
2017-06-08,448492150.0000
2017-06-07,446160874.0000
2017-06-06,443777423.0000
2017-06-05,446497203.0000
2017-06-02,448917896.0000
2017-06-01,445885937.0000
2017-05-31,448742781.0000
2017-05-30,443815599.0000
2017-05-26,441710629.0000
2017-05-25,443439358.0000
2017-05-24,441142410.0000
2017-05-23,438717726.0000
2017-05-22,440819341.0000
2017-05-19,437880313.0000
2017-05-18,433862046.0000
2017-05-17,436966945.0000
2017-05-16,439460946.0000
2017-05-15,437307958.0000
2017-05-12,440664985.0000
2017-05-11,444121381.0000
2017-05-10,441284197.0000
2017-05-09,448153749.0000
2017-05-08,445309577.0000
2017-05-05,443346177.0000
2017-05-04,440726915.0000
2017-05-03,442965831.0000
2017-05-02,445775762.0000
2017-05-01,443810644.0000
2017-04-28,447322591.0000
2017-04-27,445150903.0000
2017-04-26,442025737.0000
2017-04-25,446489818.0000
2017-04-24,442770388.0000
2017-04-21,439628475.0000
2017-04-20,436481919.0000
2017-04-19,434146743.0000
2017-04-18,432022210.0000
2017-04-17,434982375.0000
2017-04-13,432532153.0000
2017-04-12,434556239.0000
2017-04-11,437478964.0000
2017-04-10,435213221.0000
2017-04-07,437522494.0000
2017-04-06,434715715.0000
2017-04-05,432371842.0000
2017-04-04,434939054.0000
2017-04-03,432612660.0000
2017-03-31,435546313.0000
2017-03-30,437579062.0000
2017-03-29,435841841.0000
2017-03-28,434201240.0000
2017-03-27,431788681.0000
2017-03-24,429037996.0000
2017-03-23,431424765.0000
2017-03-22,429418382.0000
2017-03-21,426912644.0000
2017-03-20,430152223.0000
2017-03-17,432214434.0000
2017-03-16,427177049.0000
2017-03-15,430277793.0000
2017-03-14,433846840.0000
2017-03-13,436193506.0000
2017-03-10,432694485.0000
2017-03-09,437289856.0000
2017-03-08,440390322.0000
2017-03-07,442712060.0000
2017-03-06,440260100.0000
2017-03-03,444504129.0000
2017-03-02,448444492.0000
2017-03-01,453351492.0000
2017-02-28,447889741.0000
2017-02-27,443104696.0000
2017-02-24,440212237.0000
2017-02-23,436015220.0000
2017-02-22,432512575.0000
2017-02-21,435344711.0000
2017-02-17,431113092.0000
2017-02-16,426130735.0000
2017-02-15,423060588.0000
2017-02-14,419027390.0000
2017-02-13,416447112.0000
2017-02-10,412682085.0000
2017-02-09,409992366.0000
2017-02-08,406541234.0000
2017-02-07,409580340.0000
2017-02-06,405337201.0000
2017-02-03,402226722.0000
2017-02-02,399245060.0000
2017-02-01,403036729.0000
2017-01-31,399898773.0000
2017-01-30,405248959.0000
2017-01-27,410704974.0000
2017-01-26,415588203.0000
2017-01-25,410151369.0000
2017-01-24,402671330.0000
2017-01-23,398743794.0000
2017-01-20,402673629.0000
2017-01-19,399330154.0000
2017-01-18,396186191.0000
2017-01-17,394098908.0000
2017-01-13,396857696.0000
2017-01-12,394422305.0000
2017-01-11,397442641.0000
2017-01-10,395026154.0000
2017-01-09,392037852.0000
2017-01-06,394876452.0000
2017-01-05,392449790.0000
2017-01-04,389655406.0000
2017-01-03,386465596.0000
2016-12-30,383039483.0000
2016-12-29,385067845.0000
2016-12-28,386871800.0000
2016-12-27,388681821.0000
2016-12-23,390539960.0000
2016-12-22,388404432.0000
2016-12-21,392359683.0000
2016-12-20,390033317.0000
2016-12-19,387763180.0000
2016-12-16,384760443.0000
2016-12-15,378874944.0000
2016-12-14,381764268.0000
2016-12-13,385404475.0000
2016-12-12,391054849.0000
2016-12-09,386807170.0000
2016-12-08,384099298.0000
2016-12-07,381170928.0000
2016-12-06,378215175.0000
2016-12-05,374738921.0000
2016-12-02,377594867.0000
2016-12-01,379700438.0000
2016-11-30,376856508.0000
2016-11-29,380847480.0000
2016-11-28,376902163.0000
2016-11-25,381630927.0000
2016-11-23,380668540.0000
2016-11-22,377598441.0000
2016-11-21,373828439.0000
2016-11-18,371002533.0000
2016-11-17,368788114.0000
2016-11-16,372443738.0000
2016-11-15,375997432.0000
2016-11-14,379854033.0000
2016-11-11,375363156.0000
2016-11-10,371777993.0000
2016-11-09,365270647.0000
2016-11-08,359776265.0000
2016-11-07,356953590.0000
2016-11-04,353725388.0000
2016-11-03,356676845.0000
2016-11-02,358954348.0000
2016-11-01,361736263.0000
2016-10-31,364981260.0000
2016-10-28,368057149.0000
2016-10-27,372693189.0000
2016-10-26,380550270.0000
2016-10-25,367279294.0000
2016-10-24,362072599.0000
2016-10-21,358258502.0000
2016-10-20,360464274.0000
2016-10-19,361116474.0000
2016-10-18,360542543.0000
2016-10-17,358271496.0000
2016-10-14,355836362.0000
2016-10-13,353518933.0000
2016-10-12,349974743.0000
2016-10-11,352238931.0000
2016-10-10,355845561.0000
2016-10-07,352502290.0000
2016-10-06,356801470.0000
2016-10-05,360416330.0000
2016-10-04,357278798.0000
2016-10-03,360107986.0000
2016-09-30,357672221.0000
2016-09-29,354555082.0000
2016-09-28,356754327.0000
2016-09-27,354984798.0000
2016-09-26,353045778.0000
2016-09-23,355265663.0000
2016-09-22,357595983.0000
2016-09-21,354343591.0000
2016-09-20,351115833.0000
2016-09-19,348476554.0000
2016-09-16,345308456.0000
2016-09-15,353344022.0000
2016-09-14,349867438.0000
2016-09-13,353822830.0000
2016-09-12,358375229.0000
2016-09-09,351994117.0000
2016-09-08,356887061.0000
2016-09-07,354268754.0000
2016-09-06,356467140.0000
2016-09-02,352315344.0000
2016-09-01,349684297.0000
2016-08-31,346877060.0000
2016-08-30,350516236.0000
2016-08-29,353953526.0000
2016-08-26,351573491.0000
2016-08-25,353547231.0000
2016-08-24,355468553.0000
2016-08-23,357601934.0000
2016-08-22,361083797.0000
2016-08-19,358563075.0000
2016-08-18,360485720.0000
2016-08-17,358454894.0000
2016-08-16,361309524.0000
2016-08-15,358550318.0000
2016-08-12,355737684.0000
2016-08-11,353215161.0000
2016-08-10,350939487.0000
2016-08-09,348297238.0000
2016-08-08,345283299.0000
2016-08-05,342839530.0000
2016-08-04,339719394.0000
2016-08-03,342728400.0000
2016-08-02,340369125.0000
2016-08-01,343525885.0000
2016-07-29,346593012.0000
2016-07-28,343033954.0000
2016-07-27,348176342.0000
2016-07-26,342518532.0000
2016-07-25,337851772.0000
2016-07-22,340930269.0000
2016-07-21,345775204.0000
2016-07-20,348628535.0000
2016-07-19,345958844.0000
2016-07-18,342568813.0000
2016-07-15,339230415.0000
2016-07-14,336289625.0000
2016-07-13,332309812.0000
2016-07-12,335371209.0000
2016-07-11,339689177.0000
2016-07-08,335759602.0000
2016-07-07,332161780.0000
2016-07-06,329111713.0000
2016-07-05,333093287.0000
2016-07-01,337922258.0000
2016-06-30,341170143.0000
2016-06-29,337059298.0000
2016-06-28,332142580.0000
2016-06-27,327704597.0000
2016-06-24,333955877.0000
2016-06-23,343662117.0000
2016-06-22,339548421.0000
2016-06-21,336907477.0000
2016-06-20,339748517.0000
2016-06-17,335416630.0000
2016-06-16,328677006.0000
2016-06-15,332743112.0000
2016-06-14,336067764.0000
2016-06-13,332350805.0000
2016-06-10,335995829.0000
2016-06-09,339824422.0000
2016-06-08,336013253.0000
2016-06-07,332129527.0000
2016-06-06,327705544.0000
2016-06-03,320709628.0000
2016-06-02,315224959.0000
2016-06-01,310422853.0000
2016-05-31,305743713.0000
2016-05-27,312637471.0000
2016-05-26,315681115.0000
2016-05-25,313094999.0000
2016-05-24,308438201.0000
2016-05-23,313539760.0000
2016-05-20,309562593.0000
2016-05-19,312860325.0000
2016-05-18,317921877.0000
2016-05-17,321982268.0000
2016-05-16,326014262.0000
2016-05-13,322848822.0000
2016-05-12,326814681.0000
2016-05-11,322223420.0000
2016-05-10,325507553.0000
2016-05-09,322129208.0000
2016-05-06,325560273.0000
2016-05-05,323094357.0000
2016-05-04,318895165.0000
2016-05-03,322235499.0000
2016-05-02,326264199.0000
2016-04-29,329968031.0000
2016-04-28,329968031.0000
2016-04-27,334904142.0000
2016-04-26,327973442.0000
2016-04-25,321870312.0000
2016-04-22,326470368.0000
2016-04-21,322612228.0000
2016-04-20,317812840.0000
2016-04-19,324611875.0000
2016-04-18,321681042.0000
2016-04-15,318624912.0000
2016-04-14,313616239.0000
2016-04-13,318143828.0000
2016-04-12,314629058.0000
2016-04-11,310394953.0000
2016-04-08,306783410.0000
2016-04-07,302843590.0000
2016-04-06,307439910.0000
2016-04-05,303441897.0000
2016-04-04,298781752.0000
2016-04-01,303816993.0000
2016-03-31,298489159.0000
2016-03-30,307247252.0000
2016-03-29,313195170.0000
2016-03-28,318105410.0000
2016-03-24,321457632.0000
2016-03-23,326030780.0000
2016-03-22,330391624.0000
2016-03-21,335380010.0000
2016-03-18,329709090.0000
2016-03-17,320600820.0000
2016-03-16,314799881.0000
2016-03-15,309645168.0000
2016-03-14,305927674.0000
2016-03-11,301644773.0000
2016-03-10,298384678.0000
2016-03-09,294274135.0000
2016-03-08,290893906.0000
2016-03-07,296139873.0000
2016-03-04,291647144.0000
2016-03-03,287225606.0000
2016-03-02,290630106.0000
2016-03-01,294922296.0000
2016-02-29,290326930.0000
2016-02-26,285757813.0000
2016-02-25,282000054.0000
2016-02-24,277333457.0000
2016-02-23,284190242.0000
2016-02-22,287952237.0000
2016-02-19,283022087.0000
2016-02-18,289942696.0000
2016-02-17,283454022.0000
2016-02-16,276836571.0000
2016-02-12,269248950.0000
2016-02-11,256275767.0000
2016-02-10,290010243.0000
2016-02-09,294895680.0000
2016-02-08,299032295.0000
2016-02-05,305483614.0000
2016-02-04,311670165.0000
2016-02-03,305835994.0000
2016-02-02,298474959.0000
2016-02-01,307120057.0000
2016-01-29,300307230.0000
2016-01-28,291112024.0000
2016-01-27,280403679.0000
2016-01-26,308337053.0000
2016-01-25,302904797.0000
2016-01-22,307455829.0000
2016-01-21,302196228.0000
2016-01-20,296651265.0000
2016-01-19,304287158.0000
2016-01-15,298808647.0000
2016-01-14,305474587.0000
2016-01-13,298957134.0000
2016-01-12,304030229.0000
2016-01-11,299859133.0000
2016-01-08,294307695.0000
2016-01-07,300084379.0000
2016-01-06,307096437.0000
2016-01-05,311350227.0000
2016-01-04,308000356.0000
2015-12-31,313719597.0000
2015-12-30,315824575.0000
2015-12-29,317443473.0000
2015-12-28,314309965.0000
2015-12-24,312329948.0000
2015-12-23,313514929.0000
2015-12-22,310161111.0000
2015-12-21,307369496.0000
2015-12-18,303623107.0000
2015-12-17,313537601.0000
2015-12-16,316986411.0000
2015-12-15,313670618.0000
2015-12-14,308965289.0000
2015-12-11,313807013.0000
2015-12-10,317491397.0000
2015-12-09,314212918.0000
2015-12-08,319337491.0000
2015-12-07,324358376.0000
2015-12-04,327776091.0000
2015-12-03,323883735.0000
2015-12-02,326892391.0000
2015-12-01,329541238.0000
2015-11-30,326096892.0000
2015-11-27,329272717.0000
2015-11-25,330554848.0000
2015-11-24,332407090.0000
2015-11-23,329780441.0000
2015-11-20,332963070.0000
2015-11-19,329752941.0000
2015-11-18,327260369.0000
2015-11-17,324160535.0000
2015-11-16,321122213.0000
2015-11-13,318743881.0000
2015-11-12,315680313.0000
2015-11-11,319476389.0000
2015-11-10,321065714.0000
2015-11-09,323589838.0000
2015-11-06,326570671.0000
2015-11-05,328864730.0000
2015-11-04,331410066.0000
2015-11-03,328638564.0000
2015-11-02,331107979.0000
2015-10-30,328591438.0000
2015-10-29,324653414.0000
2015-10-28,327725178.0000
2015-10-27,332133438.0000
2015-10-26,328722626.0000
2015-10-23,328722626.0000
2015-10-22,324031397.0000
2015-10-21,317055275.0000
2015-10-20,308078766.0000
2015-10-19,303876122.0000
2015-10-16,299854156.0000
2015-10-15,296680826.0000
2015-10-14,290312533.0000
2015-10-13,299059570.0000
2015-10-12,301399258.0000
2015-10-09,299457087.0000
2015-10-08,296391391.0000
2015-10-07,293555678.0000
2015-10-06,290271570.0000
2015-10-05,287212104.0000
2015-10-02,282624857.0000
2015-10-01,279604384.0000
2015-09-30,282482772.0000
2015-09-29,279457351.0000
2015-09-28,276522302.0000
2015-09-25,280626321.0000
2015-09-24,276477052.0000
2015-09-23,281774075.0000
2015-09-22,286681538.0000
2015-09-21,290146535.0000
2015-09-18,292607398.0000
2015-09-17,299910111.0000
2015-09-16,296504536.0000
2015-09-15,294000168.0000
2015-09-14,290238377.0000
2015-09-11,292627941.0000
2015-09-10,289999718.0000
2015-09-09,287067528.0000
2015-09-08,291781459.0000
2015-09-04,288275813.0000
2015-09-03,292022474.0000
2015-09-02,288643018.0000
2015-09-01,283833754.0000
2015-08-31,289605563.0000
2015-08-28,293837046.0000
2015-08-27,289328697.0000
2015-08-26,283575438.0000
2015-08-25,277156290.0000
2015-08-24,284314466.0000
2015-08-21,293739974.0000
2015-08-20,301673016.0000
2015-08-19,308274391.0000
2015-08-18,311241692.0000
2015-08-17,309286346.0000
2015-08-14,313032304.0000
2015-08-13,310105219.0000
2015-08-12,304980529.0000
2015-08-11,309386050.0000
2015-08-10,312202729.0000
2015-08-07,308770869.0000
2015-08-06,311724063.0000
2015-08-05,314177542.0000
2015-08-04,311263490.0000
2015-08-03,313236479.0000
2015-07-31,316324435.0000
2015-07-30,313160939.0000
2015-07-29,315804924.0000
2015-07-28,312544521.0000
2015-07-27,308406970.0000
2015-07-24,311939038.0000
2015-07-23,314393964.0000
2015-07-22,318509989.0000
2015-07-21,312273664.0000
2015-07-20,316724345.0000
2015-07-17,319740552.0000
2015-07-16,322867571.0000
2015-07-15,320357980.0000
2015-07-14,323011891.0000
2015-07-13,319623801.0000
2015-07-10,317429556.0000
2015-07-09,315237594.0000
2015-07-08,312750765.0000
2015-07-07,316137237.0000
2015-07-06,312445133.0000
2015-07-02,310351740.0000
2015-07-01,312468256.0000
2015-06-30,309207388.0000
2015-06-29,312642149.0000
2015-06-26,316396363.0000
2015-06-25,313244517.0000
2015-06-24,315395485.0000
2015-06-23,319384573.0000
2015-06-22,322248997.0000
2015-06-19,320164916.0000
2015-06-18,324998784.0000
2015-06-17,321269884.0000
2015-06-16,318494487.0000
2015-06-15,316043930.0000
2015-06-12,318675358.0000
2015-06-11,321070596.0000
2015-06-10,318146128.0000
2015-06-09,315361732.0000
2015-06-08,318009303.0000
2015-06-05,320765948.0000
2015-06-04,323981584.0000
2015-06-03,327221091.0000
2015-06-02,323465303.0000
2015-06-01,318478803.0000
2015-05-29,314581783.0000
2015-05-28,320780878.0000
2015-05-27,323884032.0000
2015-05-26,321047286.0000
2015-05-22,324517570.0000
2015-05-21,328395564.0000
2015-05-20,325719147.0000
2015-05-19,327823146.0000
2015-05-18,325456771.0000
2015-05-15,327609954.0000
2015-05-14,330978609.0000
2015-05-13,327483227.0000
2015-05-12,324803037.0000
2015-05-11,328346187.0000
2015-05-08,324377164.0000
2015-05-07,317309336.0000
2015-05-06,312440714.0000
2015-05-05,317753993.0000
2015-05-04,321423989.0000
2015-05-01,330401474.0000
2015-04-30,326844657.0000
2015-04-29,331769789.0000
2015-04-28,336531465.0000
2015-04-27,340884357.0000
2015-04-24,345484309.0000
2015-04-23,350373537.0000
2015-04-22,354453303.0000
2015-04-21,362922227.0000
2015-04-20,359149348.0000
2015-04-17,355980217.0000
2015-04-16,360644350.0000
2015-04-15,363204233.0000
2015-04-14,366891661.0000
2015-04-13,369737632.0000
2015-04-10,372771679.0000
2015-04-09,369588774.0000
2015-04-08,365622259.0000
2015-04-07,362858861.0000
2015-04-06,358559379.0000
2015-04-02,355187922.0000
2015-04-01,352253728.0000
2015-03-31,356421359.0000
2015-03-30,359396656.0000
2015-03-27,355659399.0000
2015-03-26,353059447.0000
2015-03-25,356686413.0000
2015-03-24,360434047.0000
2015-03-23,363753221.0000
2015-03-20,366782744.0000
2015-03-19,362318474.0000
2015-03-18,364857450.0000
2015-03-17,360803851.0000
2015-03-16,357878672.0000
2015-03-13,355135996.0000
2015-03-12,358705512.0000
2015-03-11,355740445.0000
2015-03-10,359133180.0000
2015-03-09,362972752.0000
2015-03-06,359539796.0000
2015-03-05,363096012.0000
2015-03-04,359768520.0000
2015-03-03,364244633.0000
2015-03-02,355588915.0000
2015-02-27,350966162.0000
2015-02-26,355296689.0000
2015-02-25,360445710.0000
2015-02-24,365246238.0000
2015-02-23,369637939.0000
2015-02-20,378263709.0000
2015-02-19,368900721.0000
2015-02-18,364517007.0000
2015-02-17,360794900.0000
2015-02-13,357172601.0000
2015-02-12,353754014.0000
2015-02-11,350755073.0000
2015-02-10,347483904.0000
2015-02-09,343449053.0000
2015-02-06,347652182.0000
2015-02-05,352050929.0000
2015-02-04,347798364.0000
2015-02-03,352563982.0000
2015-02-02,346585792.0000
2015-01-30,339794898.0000
2015-01-29,351065945.0000
2015-01-28,335906605.0000
2015-01-27,321553253.0000
2015-01-26,326797121.0000
2015-01-23,330697665.0000
2015-01-22,334525111.0000
2015-01-21,329553938.0000
2015-01-20,326655317.0000
2015-01-16,323511931.0000
2015-01-15,319086293.0000
2015-01-14,322988283.0000
2015-01-13,326543121.0000
2015-01-12,323069208.0000
2015-01-09,326621811.0000
2015-01-08,329660488.0000
2015-01-07,325161565.0000
2015-01-06,321588368.0000
2015-01-05,326580557.0000
2015-01-02,331605339.0000
2014-12-31,335899087.0000
2014-12-30,338611471.0000
2014-12-29,341059136.0000
2014-12-26,338340757.0000
2014-12-24,336097900.0000
2014-12-23,333972555.0000
2014-12-22,329944465.0000
2014-12-19,326755852.0000
2014-12-18,319075047.0000
2014-12-17,312589621.0000
2014-12-16,305863114.0000
2014-12-15,297943582.0000
2014-12-12,291704807.0000
2014-12-11,298365600.0000
2014-12-10,305067364.0000
2014-12-09,311716745.0000
2014-12-08,314801332.0000
2014-12-05,317663688.0000
2014-12-04,315083472.0000
2014-12-03,317889352.0000
2014-12-02,322516884.0000
2014-12-01,325421822.0000
2014-11-28,328895564.0000
2014-11-26,330985528.0000
2014-11-25,333645798.0000
2014-11-24,329344149.0000
2014-11-21,325182961.0000
2014-11-20,320956266.0000
2014-11-19,316903437.0000
2014-11-18,311866612.0000
2014-11-17,306165315.0000
2014-11-14,309918194.0000
2014-11-13,303682996.0000
2014-11-12,297869126.0000
2014-11-11,294794085.0000
2014-11-10,291737848.0000
2014-11-07,289115420.0000
2014-11-06,291482102.0000
2014-11-05,289140302.0000
2014-11-04,292474302.0000
2014-11-03,296158855.0000
2014-10-31,292269221.0000
2014-10-30,287600593.0000
2014-10-29,285031028.0000
2014-10-28,288277337.0000
2014-10-27,284113715.0000
2014-10-24,287057614.0000
2014-10-23,283041549.0000
2014-10-22,275235304.0000
2014-10-21,289072806.0000
2014-10-20,283864812.0000
2014-10-17,280312200.0000
2014-10-16,275439811.0000
2014-10-15,270947223.0000
2014-10-14,278766252.0000
2014-10-13,274998045.0000
2014-10-10,278881486.0000
2014-10-09,283101707.0000
2014-10-08,287976506.0000
2014-10-07,284362984.0000
2014-10-06,287927791.0000
2014-10-03,290608789.0000
2014-10-02,287527435.0000
2014-10-01,290734935.0000
2014-09-30,296006554.0000
2014-09-29,300014112.0000
2014-09-26,296523280.0000
2014-09-25,293998954.0000
2014-09-24,296867976.0000
2014-09-23,294001786.0000
2014-09-22,296945881.0000
2014-09-19,299809200.0000
2014-09-18,294183600.0000
2014-09-17,291461800.0000
2014-09-16,288326500.0000
2014-09-15,284949000.0000
2014-09-12,288210700.0000
2014-09-11,291318000.0000
2014-09-10,293306200.0000
2014-09-09,290238000.0000
2014-09-08,285409400.0000
2014-09-05,279347900.0000
2014-09-04,284261700.0000
2014-09-03,287237000.0000
2014-09-02,283270500.0000
2014-08-29,287846500.0000
2014-08-28,290879200.0000
2014-08-27,293949500.0000
2014-08-26,297024700.0000
2014-08-25,294695700.0000
2014-08-22,292388600.0000
2014-08-21,294783300.0000
2014-08-20,292261000.0000
2014-08-19,287929700.0000
2014-08-18,284941400.0000
2014-08-15,280744500.0000
2014-08-14,285314500.0000
2014-08-13,280489400.0000
2014-08-12,277843600.0000
2014-08-11,280147100.0000
2014-08-08,277339200.0000
2014-08-07,272990300.0000
2014-08-06,268348500.0000
2014-08-05,274588200.0000
2014-08-04,268490300.0000
2014-08-01,273161400.0000
2014-07-31,279014100.0000
2014-07-30,284602900.0000
2014-07-29,288645800.0000
2014-07-28,292747700.0000
2014-07-25,297730100.0000
2014-07-24,303851500.0000
2014-07-23,314158700.0000
2014-07-22,326485000.0000
2014-07-21,321382800.0000
2014-07-18,318644100.0000
2014-07-17,315540800.0000
2014-07-16,320833700.0000
2014-07-15,326094500.0000
2014-07-14,331010600.0000
2014-07-11,325743100.0000
2014-07-10,322550000.0000
2014-07-09,322550000.0000
2014-07-08,322550000.0000
2014-07-07,328274300.0000
2014-07-03,325117300.0000
2014-07-02,323119800.0000
2014-07-01,325978800.0000
2014-06-30,322206300.0000
2014-06-27,327919200.0000
2014-06-26,324231300.0000
2014-06-25,320302200.0000
2014-06-24,328231900.0000
2014-06-23,332551700.0000
2014-06-20,336984700.0000
2014-06-19,345068200.0000
2014-06-18,342273300.0000
2014-06-17,339414300.0000
2014-06-16,341637500.0000
2014-06-13,339473700.0000
2014-06-12,337097100.0000
2014-06-11,340923200.0000
2014-06-10,346481200.0000
2014-06-09,348851400.0000
2014-06-06,351436400.0000
2014-06-05,348725500.0000
2014-06-04,345235600.0000
2014-06-03,347837500.0000
2014-06-02,350306300.0000
2014-05-30,347676400.0000
2014-05-29,344916100.0000
2014-05-28,342682000.0000
2014-05-27,340072600.0000
2014-05-23,336987100.0000
2014-05-22,335030900.0000
2014-05-21,332660200.0000
2014-05-20,330184100.0000
2014-05-19,333179900.0000
2014-05-16,331076800.0000
2014-05-15,334040100.0000
2014-05-14,337636900.0000
2014-05-13,340520800.0000
2014-05-12,337388600.0000
2014-05-09,334100100.0000
2014-05-08,331556300.0000
2014-05-07,328567600.0000
2014-05-06,325667000.0000
2014-05-05,329699000.0000
2014-05-02,325672500.0000
2014-05-01,321909600.0000
2014-04-30,324713700.0000
2014-04-29,321940700.0000
2014-04-28,318596600.0000
2014-04-25,322951200.0000
2014-04-24,325929700.0000
2014-04-23,330106700.0000
2014-04-22,322985100.0000
2014-04-21,328000700.0000
2014-04-17,330369200.0000
2014-04-16,326919800.0000
2014-04-15,324093700.0000
2014-04-14,321346800.0000
2014-04-11,318260500.0000
2014-04-10,322115100.0000
2014-04-09,326072000.0000
2014-04-08,322382100.0000
2014-04-07,326504300.0000
2014-04-04,330257900.0000
2014-04-03,334414500.0000
2014-04-02,331111000.0000
2014-04-01,328175800.0000
2014-03-31,324223000.0000
2014-03-28,321261000.0000
2014-03-27,318397500.0000
2014-03-26,321503500.0000
2014-03-25,324594700.0000
2014-03-24,321369600.0000
2014-03-21,316897100.0000
2014-03-20,324870700.0000
2014-03-19,320269000.0000
2014-03-18,326942000.0000
2014-03-17,331093600.0000
2014-03-14,326713100.0000
2014-03-13,321014700.0000
2014-03-12,327085900.0000
2014-03-11,332126000.0000
2014-03-10,336316000.0000
2014-03-07,343355200.0000
2014-03-06,347653000.0000
2014-03-05,344057100.0000
2014-03-04,348152300.0000
2014-03-03,342729500.0000
2014-02-28,347576600.0000
2014-02-27,343215200.0000
2014-02-26,338565500.0000
2014-02-25,343369100.0000
2014-02-24,350677900.0000
2014-02-21,346042200.0000
2014-02-20,351206200.0000
2014-02-19,346739800.0000
2014-02-18,351886400.0000
2014-02-14,347241100.0000
2014-02-13,342433400.0000
2014-02-12,338230000.0000
2014-02-11,344028800.0000
2014-02-10,336154800.0000
2014-02-07,327981300.0000
2014-02-06,319075000.0000
2014-02-05,312336200.0000
2014-02-04,322025300.0000
2014-02-03,331329400.0000
2014-01-31,340639000.0000
2014-01-30,350371700.0000
2014-01-29,360777900.0000
2014-01-28,376771300.0000
2014-01-27,381377500.0000
2014-01-24,376319700.0000
2014-01-23,382176500.0000
2014-01-22,386667900.0000
2014-01-21,382279200.0000
2014-01-17,379038600.0000
2014-01-16,375655900.0000
2014-01-15,378718800.0000
2014-01-14,375688000.0000
2014-01-13,384129600.0000
2014-01-10,388592000.0000
2014-01-09,393141500.0000
2014-01-08,389089000.0000
2014-01-07,384852900.0000
2014-01-06,380614400.0000
2014-01-03,376417900.0000
2014-01-02,373240500.0000
2013-12-31,369873800.0000
2013-12-30,367777800.0000
2013-12-27,370181300.0000
2013-12-26,372385900.0000
2013-12-24,370224600.0000
2013-12-23,369021400.0000
2013-12-20,371966500.0000
2013-12-19,366511900.0000
2013-12-18,369689000.0000
2013-12-17,375321400.0000
2013-12-16,368568400.0000
2013-12-13,364588900.0000
2013-12-12,361449500.0000
2013-12-11,357831800.0000
2013-12-10,361190100.0000
2013-12-09,365251400.0000
2013-12-06,369050400.0000
2013-12-05,363708600.0000
2013-12-04,360043500.0000
2013-12-03,365180600.0000
2013-12-02,370352500.0000
2013-11-29,373730600.0000
2013-11-27,375411500.0000
2013-11-26,378762400.0000
