Dates,ADXR Values
2023-03-21,17.2940
2023-03-20,18.5874
2023-03-17,19.2335
2023-03-16,18.8918
2023-03-15,18.5122
2023-03-14,18.7168
2023-03-13,19.6655
2023-03-10,20.0865
2023-03-09,20.0614
2023-03-08,20.0995
2023-03-07,21.7121
2023-03-06,22.5178
2023-03-03,23.0149
2023-03-02,23.8677
2023-03-01,24.4935
2023-02-28,24.6005
2023-02-27,23.9026
2023-02-24,23.9402
2023-02-23,23.9807
2023-02-22,25.6142
2023-02-21,26.4448
2023-02-17,27.5521
2023-02-16,30.3857
2023-02-15,31.8079
2023-02-14,31.8430
2023-02-13,30.7324
2023-02-10,31.3245
2023-02-09,32.7471
2023-02-08,33.7197
2023-02-07,34.3319
2023-02-06,35.1084
2023-02-03,37.7192
2023-02-02,39.5659
2023-02-01,41.4015
2023-01-31,42.2807
2023-01-30,43.0153
2023-01-27,44.2370
2023-01-26,44.2306
2023-01-25,44.3631
2023-01-24,44.9129
2023-01-23,46.0538
2023-01-20,45.4243
2023-01-19,45.2814
2023-01-18,45.6345
2023-01-17,44.8707
2023-01-13,44.6753
2023-01-12,44.6929
2023-01-11,44.9268
2023-01-10,45.1852
2023-01-09,45.4970
2023-01-06,44.9640
2023-01-05,44.1487
2023-01-04,42.5219
2023-01-03,41.5844
2022-12-30,41.4732
2022-12-29,42.5696
2022-12-28,43.8625
2022-12-27,43.5488
2022-12-23,43.1401
2022-12-22,43.5724
2022-12-21,44.1212
2022-12-20,43.4876
2022-12-19,44.4586
2022-12-16,45.0766
2022-12-15,44.6021
2022-12-14,44.5881
2022-12-13,43.7629
2022-12-12,42.8459
2022-12-09,42.9767
2022-12-08,43.4584
2022-12-07,43.0589
2022-12-06,44.0708
2022-12-05,44.4491
2022-12-02,43.5214
2022-12-01,42.8640
2022-11-30,42.9495
2022-11-29,41.9165
2022-11-28,41.1483
2022-11-25,40.0335
2022-11-23,37.8698
2022-11-22,36.0174
2022-11-21,34.4477
2022-11-18,32.8266
2022-11-17,31.1906
2022-11-16,30.2117
2022-11-15,28.2607
2022-11-14,26.4546
2022-11-11,25.2823
2022-11-10,23.7719
2022-11-09,22.1813
2022-11-08,20.5036
2022-11-07,18.7200
2022-11-04,16.5094
2022-11-03,15.4956
2022-11-02,15.0364
2022-11-01,14.7220
2022-10-31,15.6261
2022-10-28,16.8271
2022-10-27,17.7326
2022-10-26,18.1212
2022-10-25,18.1215
2022-10-24,18.2600
2022-10-21,19.6296
2022-10-20,21.6909
2022-10-19,22.3433
2022-10-18,23.5143
2022-10-17,25.2294
2022-10-14,26.7787
2022-10-13,26.8491
2022-10-12,26.0600
2022-10-11,26.1311
2022-10-10,26.9322
2022-10-07,27.0943
2022-10-06,26.2401
2022-10-05,25.8091
2022-10-04,26.3183
2022-10-03,27.8264
2022-09-30,27.5506
2022-09-29,26.6478
2022-09-28,25.6112
2022-09-27,25.6734
2022-09-26,23.9959
2022-09-23,22.6372
2022-09-22,21.8790
2022-09-21,22.2975
2022-09-20,23.8732
2022-09-19,25.0736
2022-09-16,25.7814
2022-09-15,26.4577
2022-09-14,28.0338
2022-09-13,27.7216
2022-09-12,27.5868
2022-09-09,28.4492
2022-09-08,29.0580
2022-09-07,30.3181
2022-09-06,32.6821
2022-09-02,35.4033
2022-09-01,38.6760
2022-08-31,41.3257
2022-08-30,41.9438
2022-08-29,42.3255
2022-08-26,41.9981
2022-08-25,41.1334
2022-08-24,40.6715
2022-08-23,41.1518
2022-08-22,42.3032
2022-08-19,44.1113
2022-08-18,44.6940
2022-08-17,44.6222
2022-08-16,44.2561
2022-08-15,42.6670
2022-08-12,40.7850
2022-08-11,38.6256
2022-08-10,37.3737
2022-08-09,36.0403
2022-08-08,35.0377
2022-08-05,34.0612
2022-08-04,33.5216
2022-08-03,31.4187
2022-08-02,29.3044
2022-08-01,26.9423
2022-07-29,24.3411
2022-07-28,22.6353
2022-07-27,21.4878
2022-07-26,20.5330
2022-07-25,19.7116
2022-07-22,18.9192
2022-07-21,18.0408
2022-07-20,16.8998
2022-07-19,15.7570
2022-07-18,15.2481
2022-07-15,14.6138
2022-07-14,14.3654
2022-07-13,14.6970
2022-07-12,14.5815
2022-07-11,13.8049
2022-07-08,15.2615
2022-07-07,16.5521
2022-07-06,17.1477
2022-07-05,18.6860
2022-07-01,20.4886
2022-06-30,22.0952
2022-06-29,23.6124
2022-06-28,25.0988
2022-06-27,23.6597
2022-06-24,23.1100
2022-06-23,23.6113
2022-06-22,24.4532
2022-06-21,26.8481
2022-06-17,29.4697
2022-06-16,32.4787
2022-06-15,35.2463
2022-06-14,38.2966
2022-06-13,38.0458
2022-06-10,38.1344
2022-06-09,39.1750
2022-06-08,40.5736
2022-06-07,41.3402
2022-06-06,41.9533
2022-06-03,43.0293
2022-06-02,44.2045
2022-06-01,46.0006
2022-05-31,46.8505
2022-05-27,48.1977
2022-05-26,49.1240
2022-05-25,49.2995
2022-05-24,47.2140
2022-05-23,45.2968
2022-05-20,43.4236
2022-05-19,41.4598
2022-05-18,40.6189
2022-05-17,40.0263
2022-05-16,39.6361
2022-05-13,38.2775
2022-05-12,35.6337
2022-05-11,32.4943
2022-05-10,29.4333
2022-05-09,26.0955
2022-05-06,24.1813
2022-05-05,23.7756
2022-05-04,24.2455
2022-05-03,23.9944
2022-05-02,23.6558
2022-04-29,22.2177
2022-04-28,20.9535
2022-04-27,19.9219
2022-04-26,18.6187
2022-04-25,17.6125
2022-04-22,17.3367
2022-04-21,17.2637
2022-04-20,16.2491
2022-04-19,15.9009
2022-04-18,16.3281
2022-04-14,17.6110
2022-04-13,19.1123
2022-04-12,20.0881
2022-04-11,19.9561
2022-04-08,19.9570
2022-04-07,19.8350
2022-04-06,20.0861
2022-04-05,20.2664
2022-04-04,21.3233
2022-04-01,23.2550
2022-03-31,24.3089
2022-03-30,26.1052
2022-03-29,27.6343
2022-03-28,29.3826
2022-03-25,29.9878
2022-03-24,30.5625
2022-03-23,31.0433
2022-03-22,31.0287
2022-03-21,31.1353
2022-03-18,30.0287
2022-03-17,30.0299
2022-03-16,30.0832
2022-03-15,30.7871
2022-03-14,30.5595
2022-03-11,29.8223
2022-03-10,29.6616
2022-03-09,28.3686
2022-03-08,26.1296
2022-03-07,24.0364
2022-03-04,21.9808
2022-03-03,21.6801
2022-03-02,21.3355
2022-03-01,21.0182
2022-02-28,20.6833
2022-02-25,21.2088
2022-02-24,21.0046
2022-02-23,19.2362
2022-02-22,18.7663
2022-02-18,18.8579
2022-02-17,20.4054
2022-02-16,21.6460
2022-02-15,22.6399
2022-02-14,23.6699
2022-02-11,25.3093
2022-02-10,25.7919
2022-02-09,24.1222
2022-02-08,23.2821
2022-02-07,22.9938
2022-02-04,23.1113
2022-02-03,23.3799
2022-02-02,24.9425
2022-02-01,27.1953
2022-01-31,29.0896
2022-01-28,28.5594
2022-01-27,26.7340
2022-01-26,25.0230
2022-01-25,23.9657
2022-01-24,23.7784
2022-01-21,23.6798
2022-01-20,23.6223
2022-01-19,24.4394
2022-01-18,23.8626
2022-01-14,22.1092
2022-01-13,20.9918
2022-01-12,20.7952
2022-01-11,20.6291
2022-01-10,21.0850
2022-01-07,21.8375
2022-01-06,22.4368
2022-01-05,22.9927
2022-01-04,23.0660
2022-01-03,23.2915
2021-12-31,22.1021
2021-12-30,22.1112
2021-12-29,21.8578
2021-12-28,21.2706
2021-12-27,21.1591
2021-12-23,21.9019
2021-12-22,23.4186
2021-12-21,25.7159
2021-12-20,27.9469
2021-12-17,28.6674
2021-12-16,29.0061
2021-12-15,28.3127
2021-12-14,27.1458
2021-12-13,26.1958
2021-12-10,25.7199
2021-12-09,26.4132
2021-12-08,26.4986
2021-12-07,27.9315
2021-12-06,29.8114
2021-12-03,31.3150
2021-12-02,32.2446
2021-12-01,31.3827
2021-11-30,30.2540
2021-11-29,29.1543
2021-11-26,27.6737
2021-11-24,26.2673
2021-11-23,26.2411
2021-11-22,26.3408
2021-11-19,27.0552
2021-11-18,27.1444
2021-11-17,25.6589
2021-11-16,26.0266
2021-11-15,26.1919
2021-11-12,25.9684
2021-11-11,26.6346
2021-11-10,25.1239
2021-11-09,23.4453
2021-11-08,22.1760
2021-11-05,19.8460
2021-11-04,18.2762
2021-11-03,18.7294
2021-11-02,19.6600
2021-11-01,20.8187
2021-10-29,21.5019
2021-10-28,19.7148
2021-10-27,18.1387
2021-10-26,16.6846
2021-10-25,15.9185
2021-10-22,15.6972
2021-10-21,15.1159
2021-10-20,15.4072
2021-10-19,15.7425
2021-10-18,15.8922
2021-10-15,15.9742
2021-10-14,16.4749
2021-10-13,17.3988
2021-10-12,18.9631
2021-10-11,19.6164
2021-10-08,20.6815
2021-10-07,20.7036
2021-10-06,21.7423
2021-10-05,22.9879
2021-10-04,24.9256
2021-10-01,24.7803
2021-09-30,24.8439
2021-09-29,26.1379
2021-09-28,26.9690
2021-09-27,27.8424
2021-09-24,27.0947
2021-09-23,27.1773
2021-09-22,27.3150
2021-09-21,28.1002
2021-09-20,26.4844
2021-09-17,24.9504
2021-09-16,25.4059
2021-09-15,26.4552
2021-09-14,26.0546
2021-09-13,25.5662
2021-09-10,24.8843
2021-09-09,24.1726
2021-09-08,23.4900
2021-09-07,22.9818
2021-09-03,22.7765
2021-09-02,23.0214
2021-09-01,22.2376
2021-08-31,20.7945
2021-08-30,19.7461
2021-08-27,18.7545
2021-08-26,18.5772
2021-08-25,18.8014
2021-08-24,18.9952
2021-08-23,19.5638
2021-08-20,20.1000
2021-08-19,19.2932
2021-08-18,18.6363
2021-08-17,18.6994
2021-08-16,18.8681
2021-08-13,19.4203
2021-08-12,20.9793
2021-08-11,22.2947
2021-08-10,23.2859
2021-08-09,24.8183
2021-08-06,26.2095
2021-08-05,27.9277
2021-08-04,29.6726
2021-08-03,31.1872
2021-08-02,32.3656
2021-07-30,32.9854
2021-07-29,32.4777
2021-07-28,31.7847
2021-07-27,31.2415
2021-07-26,30.8047
2021-07-23,30.6662
2021-07-22,31.2705
2021-07-21,31.4114
2021-07-20,30.8188
2021-07-19,29.4875
2021-07-16,27.1668
2021-07-15,25.1851
2021-07-14,24.0709
2021-07-13,22.9647
2021-07-12,22.0826
2021-07-09,22.6262
2021-07-08,21.7936
2021-07-07,20.3004
2021-07-06,19.8298
2021-07-02,20.1657
2021-07-01,20.5390
2021-06-30,21.1622
2021-06-29,21.9806
2021-06-28,23.4622
2021-06-25,24.8043
2021-06-24,24.9652
2021-06-23,25.0635
2021-06-22,25.2775
2021-06-21,26.1847
2021-06-18,26.7231
2021-06-17,27.0475
2021-06-16,27.8368
2021-06-15,29.0555
2021-06-14,28.6049
2021-06-11,28.3125
2021-06-10,28.2510
2021-06-09,27.2666
2021-06-08,27.4816
2021-06-07,27.2509
2021-06-04,28.0344
2021-06-03,29.3871
2021-06-02,29.7575
2021-06-01,28.4217
2021-05-28,27.9789
2021-05-27,27.0482
2021-05-26,25.7362
2021-05-25,25.3427
2021-05-24,25.0734
2021-05-21,25.8280
2021-05-20,28.2227
2021-05-19,28.8562
2021-05-18,27.5019
2021-05-17,26.9403
2021-05-14,25.2973
2021-05-13,24.5537
2021-05-12,23.6412
2021-05-11,22.7951
2021-05-10,22.3386
2021-05-07,23.9557
2021-05-06,24.7325
2021-05-05,23.0407
2021-05-04,21.3020
2021-05-03,18.7411
2021-04-30,17.0745
2021-04-29,16.2797
2021-04-28,16.0348
2021-04-27,16.1046
2021-04-26,16.7155
2021-04-23,17.9113
2021-04-22,17.4289
2021-04-21,17.4430
2021-04-20,16.8297
2021-04-19,16.4637
2021-04-16,16.5839
2021-04-15,17.0903
2021-04-14,18.1790
2021-04-13,18.7215
2021-04-12,20.2276
2021-04-09,21.3323
2021-04-08,23.4928
2021-04-07,25.5799
2021-04-06,27.8944
2021-04-05,29.8068
2021-04-01,30.2758
2021-03-31,30.9385
2021-03-30,30.8745
2021-03-29,31.4983
2021-03-26,32.1474
2021-03-25,31.8572
2021-03-24,31.4978
2021-03-23,31.5135
2021-03-22,32.0616
2021-03-19,32.3898
2021-03-18,33.0811
2021-03-17,33.3582
2021-03-16,33.0677
2021-03-15,31.4704
2021-03-12,28.9399
2021-03-11,26.4244
2021-03-10,24.7979
2021-03-09,22.8599
2021-03-08,21.8162
2021-03-05,22.9198
2021-03-04,23.1927
2021-03-03,23.1160
2021-03-02,22.3651
2021-03-01,21.0887
2021-02-26,19.8886
2021-02-25,19.8914
2021-02-24,19.1903
2021-02-23,17.8517
2021-02-22,18.2401
2021-02-19,18.4364
2021-02-18,19.0763
2021-02-17,20.1203
2021-02-16,20.7870
2021-02-12,20.8732
2021-02-11,20.5174
2021-02-10,20.1487
2021-02-09,19.4702
2021-02-08,18.6438
2021-02-05,19.5639
2021-02-04,19.6787
2021-02-03,20.2138
2021-02-02,21.7245
2021-02-01,23.2344
2021-01-29,23.0825
2021-01-28,22.4724
2021-01-27,22.6740
2021-01-26,21.5185
2021-01-25,21.3550
2021-01-22,19.9799
2021-01-21,19.9357
2021-01-20,20.7232
2021-01-19,22.0849
2021-01-15,22.4824
2021-01-14,21.7971
2021-01-13,22.9978
2021-01-12,23.4288
2021-01-11,24.0894
2021-01-08,24.0747
2021-01-07,25.0355
2021-01-06,27.1054
2021-01-05,29.1627
2021-01-04,30.3102
2020-12-31,31.3294
2020-12-30,33.5070
2020-12-29,35.3397
2020-12-28,37.5579
2020-12-24,38.7989
2020-12-23,40.4238
2020-12-22,42.6924
2020-12-21,45.1276
2020-12-18,46.1544
2020-12-17,47.2461
2020-12-16,48.3457
2020-12-15,48.6842
2020-12-14,49.8236
2020-12-11,50.7685
2020-12-10,51.9524
2020-12-09,52.0255
2020-12-08,52.0658
2020-12-07,50.6878
2020-12-04,48.9726
2020-12-03,47.5629
2020-12-02,45.8808
2020-12-01,44.3039
2020-11-30,43.3377
2020-11-27,42.5920
2020-11-25,41.3542
2020-11-24,40.1654
2020-11-23,37.6851
2020-11-20,35.1972
2020-11-19,33.2377
2020-11-18,32.7699
2020-11-17,31.5864
2020-11-16,30.1053
2020-11-13,28.6349
2020-11-12,26.5429
2020-11-11,24.2931
2020-11-10,21.5136
2020-11-09,18.5616
2020-11-06,16.6050
2020-11-05,16.8530
2020-11-04,17.4092
2020-11-03,17.6416
2020-11-02,18.0264
2020-10-30,16.8190
2020-10-29,15.3656
2020-10-28,13.9788
2020-10-27,12.1866
2020-10-26,11.6600
2020-10-23,11.6716
2020-10-22,12.1460
2020-10-21,12.6284
2020-10-20,13.7275
2020-10-19,14.7928
2020-10-16,15.9764
2020-10-15,15.7934
2020-10-14,15.4868
2020-10-13,15.0839
2020-10-12,14.8221
2020-10-09,15.1453
2020-10-08,15.3328
2020-10-07,16.0404
2020-10-06,15.6944
2020-10-05,16.0927
2020-10-02,15.9489
2020-10-01,15.7849
2020-09-30,15.2527
2020-09-29,15.1157
2020-09-28,15.5892
2020-09-25,15.4494
2020-09-24,15.9994
2020-09-23,15.1432
2020-09-22,15.2133
2020-09-21,15.8366
2020-09-18,16.5277
2020-09-17,16.9470
2020-09-16,16.6810
2020-09-15,17.2878
2020-09-14,17.2960
2020-09-11,17.2169
2020-09-10,16.7664
2020-09-09,16.2704
2020-09-08,16.4415
2020-09-04,16.6718
2020-09-03,16.5205
2020-09-02,16.1508
2020-09-01,16.6424
2020-08-31,17.2082
2020-08-28,17.3843
2020-08-27,16.9389
2020-08-26,16.0438
2020-08-25,15.9072
2020-08-24,15.3945
2020-08-21,14.1347
2020-08-20,14.6181
2020-08-19,15.4794
2020-08-18,16.7584
2020-08-17,18.2296
2020-08-14,18.0326
2020-08-13,16.7578
2020-08-12,15.6000
2020-08-11,14.6677
2020-08-10,12.8091
2020-08-07,12.6100
2020-08-06,12.8239
2020-08-05,14.0639
2020-08-04,15.1037
2020-08-03,14.8530
2020-07-31,13.4861
2020-07-30,12.3706
2020-07-29,11.7445
2020-07-28,10.9841
2020-07-27,10.3583
2020-07-24,10.7558
2020-07-23,11.7694
2020-07-22,12.4547
2020-07-21,13.5541
2020-07-20,14.2495
2020-07-17,14.7668
2020-07-16,15.1175
2020-07-15,15.3858
2020-07-14,15.1219
2020-07-13,15.9604
2020-07-10,16.7642
2020-07-09,17.4457
2020-07-08,18.6879
2020-07-07,20.2291
2020-07-06,21.3200
2020-07-02,22.2669
2020-07-01,23.2391
2020-06-30,24.1213
2020-06-29,24.9548
2020-06-26,25.7863
2020-06-25,27.4453
2020-06-24,29.5382
2020-06-23,32.3524
2020-06-22,33.1842
2020-06-19,32.7218
2020-06-18,31.3635
2020-06-17,29.8661
2020-06-16,28.5700
2020-06-15,27.6068
2020-06-12,28.4579
2020-06-11,29.7154
2020-06-10,31.2515
2020-06-09,29.8866
2020-06-08,27.4139
2020-06-05,24.3582
2020-06-04,21.6368
2020-06-03,19.2214
2020-06-02,18.0339
2020-06-01,17.8884
2020-05-29,18.0243
2020-05-28,16.8977
2020-05-27,14.6348
2020-05-26,13.1255
2020-05-22,12.3550
2020-05-21,12.2561
2020-05-20,12.2841
2020-05-19,12.8981
2020-05-18,13.1212
2020-05-15,13.7808
2020-05-14,12.8445
2020-05-13,12.5542
2020-05-12,12.7023
2020-05-11,13.3520
2020-05-08,13.8230
2020-05-07,13.9210
2020-05-06,13.9892
2020-05-05,14.1655
2020-05-04,14.5456
2020-05-01,14.7768
2020-04-30,16.2510
2020-04-29,17.8955
2020-04-28,19.0504
2020-04-27,19.7896
2020-04-24,20.3728
2020-04-23,21.5301
2020-04-22,23.1641
2020-04-21,25.0329
2020-04-20,27.1712
2020-04-17,29.5017
2020-04-16,31.1092
2020-04-15,32.3173
2020-04-14,33.9605
2020-04-13,36.8051
2020-04-09,39.8586
2020-04-08,43.5469
2020-04-07,48.2677
2020-04-06,53.0507
2020-04-03,55.2863
2020-04-02,55.7182
2020-04-01,55.5607
2020-03-31,55.3988
2020-03-30,55.8567
2020-03-27,56.0948
2020-03-26,56.9859
2020-03-25,58.6079
2020-03-24,59.9476
2020-03-23,59.1447
2020-03-20,57.5641
2020-03-19,55.3366
2020-03-18,53.1872
2020-03-17,51.1325
2020-03-16,49.6804
2020-03-13,48.2441
2020-03-12,46.1768
2020-03-11,42.7199
2020-03-10,39.5886
2020-03-09,37.4626
2020-03-06,35.2665
2020-03-05,34.4293
2020-03-04,34.9489
2020-03-03,35.2135
2020-03-02,35.4565
2020-02-28,35.2348
2020-02-27,33.4408
2020-02-26,30.8598
2020-02-25,28.6993
2020-02-24,26.4195
2020-02-21,25.0125
2020-02-20,24.9223
2020-02-19,23.7231
2020-02-18,23.4863
2020-02-14,24.4447
2020-02-13,25.1218
2020-02-12,24.9899
2020-02-11,24.4727
2020-02-10,23.7974
2020-02-07,22.8959
2020-02-06,22.3235
2020-02-05,21.6874
2020-02-04,20.9464
2020-02-03,20.1549
2020-01-31,19.4751
2020-01-30,20.6369
2020-01-29,22.4441
2020-01-28,24.1486
2020-01-27,25.7547
2020-01-24,27.2734
2020-01-23,28.9608
2020-01-22,29.1498
2020-01-21,29.3883
2020-01-17,29.6739
2020-01-16,30.7170
2020-01-15,32.8241
2020-01-14,34.7718
2020-01-13,35.3465
2020-01-10,35.8554
2020-01-09,36.7472
2020-01-08,37.2213
2020-01-07,39.0919
2020-01-06,41.1422
2020-01-03,41.2563
2020-01-02,41.9206
2019-12-31,42.3475
2019-12-30,40.3113
2019-12-27,38.5226
2019-12-26,37.9235
2019-12-24,37.1885
2019-12-23,36.4251
2019-12-20,36.6327
2019-12-19,36.0263
2019-12-18,35.5583
2019-12-17,34.1376
2019-12-16,31.9518
2019-12-13,29.7883
2019-12-12,29.2572
2019-12-11,29.4374
2019-12-10,29.2392
2019-12-09,28.7587
2019-12-06,28.5632
2019-12-05,28.4423
2019-12-04,27.7691
2019-12-03,27.3349
2019-12-02,26.8525
2019-11-29,25.8536
2019-11-27,25.6870
2019-11-26,25.8007
2019-11-25,24.9405
2019-11-22,24.0490
2019-11-21,23.1548
2019-11-20,23.7767
2019-11-19,23.7299
2019-11-18,23.8976
2019-11-15,22.8012
2019-11-14,22.8267
2019-11-13,22.3512
2019-11-12,22.0013
2019-11-11,22.0293
2019-11-08,22.0232
2019-11-07,22.6426
2019-11-06,22.3752
2019-11-05,22.2976
2019-11-04,22.2024
2019-11-01,22.0690
2019-10-31,19.9756
2019-10-30,18.5059
2019-10-29,19.9136
2019-10-28,21.4050
2019-10-25,21.8902
2019-10-24,22.5778
2019-10-23,23.0012
2019-10-22,22.9954
2019-10-21,22.3393
2019-10-18,20.5191
2019-10-17,19.9809
2019-10-16,21.6846
2019-10-15,22.8891
2019-10-14,23.7445
2019-10-11,25.6214
2019-10-10,27.0022
2019-10-09,27.1728
2019-10-08,27.3905
2019-10-07,27.5386
2019-10-04,29.2437
2019-10-03,31.0303
2019-10-02,31.7324
2019-10-01,31.5657
2019-09-30,32.0771
2019-09-27,32.3884
2019-09-26,32.1259
2019-09-25,31.0546
2019-09-24,29.8642
2019-09-23,29.4826
2019-09-20,30.2206
2019-09-19,31.2294
2019-09-18,30.6958
2019-09-17,30.2573
2019-09-16,30.4970
2019-09-13,31.3165
2019-09-12,30.1638
2019-09-11,28.9078
2019-09-10,27.9886
2019-09-09,27.5439
2019-09-06,27.3674
2019-09-05,26.5252
2019-09-04,26.4424
2019-09-03,28.3271
2019-08-30,30.0206
2019-08-29,30.5158
2019-08-28,30.2468
2019-08-27,29.7869
2019-08-26,28.9797
2019-08-23,28.6297
2019-08-22,27.9850
2019-08-21,28.3054
2019-08-20,29.5733
2019-08-19,29.4365
2019-08-16,29.9701
2019-08-15,29.2896
2019-08-14,28.3353
2019-08-13,27.4035
2019-08-12,28.1134
2019-08-09,28.0241
2019-08-08,28.3376
2019-08-07,28.4823
2019-08-06,28.0927
2019-08-05,28.6823
2019-08-02,26.8835
2019-08-01,25.0095
2019-07-31,23.3120
2019-07-30,23.2294
2019-07-29,21.9691
2019-07-26,21.3661
2019-07-25,21.3176
2019-07-24,21.5838
2019-07-23,23.4234
2019-07-22,22.9040
2019-07-19,21.4752
2019-07-18,20.4326
2019-07-17,20.6707
2019-07-16,19.9416
2019-07-15,19.7702
2019-07-12,20.0302
2019-07-11,21.2521
2019-07-10,23.3883
2019-07-09,24.0163
2019-07-08,24.5754
2019-07-05,24.6871
2019-07-03,25.1015
2019-07-02,25.1423
2019-07-01,25.2399
2019-06-28,25.7793
2019-06-27,27.7590
2019-06-26,28.5924
2019-06-25,28.2902
2019-06-24,28.3814
2019-06-21,28.1915
2019-06-20,28.4829
2019-06-19,28.5129
2019-06-18,27.9842
2019-06-17,27.7570
2019-06-14,28.4993
2019-06-13,26.9680
2019-06-12,26.0055
2019-06-11,25.5545
2019-06-10,25.4857
2019-06-07,26.8705
2019-06-06,28.0878
2019-06-05,27.4028
2019-06-04,27.8652
2019-06-03,29.3963
2019-05-31,29.1610
2019-05-30,29.7438
2019-05-29,30.3900
2019-05-28,29.4331
2019-05-24,28.6198
2019-05-23,27.7162
2019-05-22,25.8472
2019-05-21,24.9940
2019-05-20,24.7853
2019-05-17,23.8419
2019-05-16,23.8833
2019-05-15,24.6746
2019-05-14,23.8214
2019-05-13,22.5351
2019-05-10,21.1164
2019-05-09,19.8277
2019-05-08,18.1373
2019-05-07,16.5286
2019-05-06,15.3608
2019-05-03,14.8195
2019-05-02,15.8978
2019-05-01,16.9374
2019-04-30,18.4631
2019-04-29,20.1687
2019-04-26,21.4355
2019-04-25,22.5847
2019-04-24,22.7438
2019-04-23,23.0948
2019-04-22,23.5653
2019-04-18,24.6995
2019-04-17,26.6017
2019-04-16,28.8954
2019-04-15,31.6458
2019-04-12,34.3078
2019-04-11,37.4827
2019-04-10,38.6615
2019-04-09,38.7017
2019-04-08,39.0765
2019-04-05,39.9318
2019-04-04,40.9258
2019-04-03,41.9939
2019-04-02,43.9480
2019-04-01,46.1177
2019-03-29,48.4515
2019-03-28,48.9630
2019-03-27,48.5829
2019-03-26,48.3422
2019-03-25,48.2164
2019-03-22,47.5186
2019-03-21,46.5267
2019-03-20,48.9263
2019-03-19,51.7942
2019-03-18,54.3085
2019-03-15,55.2626
2019-03-14,56.3227
2019-03-13,55.0424
2019-03-12,53.7962
2019-03-11,52.7802
2019-03-08,52.0684
2019-03-07,53.5921
2019-03-06,55.6801
2019-03-05,57.7414
2019-03-04,58.6594
2019-03-01,59.8620
2019-02-28,58.5585
2019-02-27,57.5724
2019-02-26,56.7043
2019-02-25,56.2290
2019-02-22,55.1423
2019-02-21,54.4430
2019-02-20,52.9680
2019-02-19,50.7027
2019-02-15,48.4465
2019-02-14,46.3604
2019-02-13,44.4947
2019-02-12,42.5784
2019-02-11,40.5213
2019-02-08,39.7363
2019-02-07,39.5530
2019-02-06,38.0016
2019-02-05,36.3873
2019-02-04,34.7651
2019-02-01,33.2952
2019-01-31,30.6431
2019-01-30,28.0676
2019-01-29,25.8482
2019-01-28,24.9593
2019-01-25,24.4723
2019-01-24,23.2476
2019-01-23,22.2967
2019-01-22,21.7390
2019-01-18,21.4563
2019-01-17,20.8573
2019-01-16,20.5030
2019-01-15,19.8464
2019-01-14,19.6121
2019-01-11,19.8303
2019-01-10,19.7213
2019-01-09,19.2470
2019-01-08,18.8389
2019-01-07,17.6592
2019-01-04,17.7877
2019-01-03,18.2699
2019-01-02,18.4322
2018-12-31,19.4953
2018-12-28,20.6689
2018-12-27,21.4677
2018-12-26,22.5084
2018-12-24,23.4106
2018-12-21,23.2615
2018-12-20,23.1121
2018-12-19,23.4878
2018-12-18,24.1704
2018-12-17,26.1251
2018-12-14,26.6915
2018-12-13,28.4216
2018-12-12,30.7486
2018-12-11,32.4992
2018-12-10,32.5048
2018-12-07,31.9880
2018-12-06,31.4992
2018-12-04,30.8137
2018-12-03,30.1380
