Dates,ADXR Values
2022-04-22,4.0526
2022-04-21,4.0563
2022-04-20,4.0622
2022-04-19,4.0658
2022-04-18,4.0686
2022-04-14,4.0696
2022-04-13,4.0700
2022-04-12,4.0698
2022-04-11,4.0679
2022-04-08,4.0650
2022-04-07,4.0586
2022-04-06,4.0527
2022-04-05,4.0486
2022-04-04,4.0471
2022-04-01,4.0469
2022-03-31,4.0492
2022-03-30,4.0518
2022-03-29,4.0532
2022-03-28,4.0531
2022-03-25,4.0506
2022-03-24,4.0484
2022-03-23,4.0447
2022-03-22,4.0415
2022-03-21,4.0377
2022-03-18,4.0328
2022-03-17,4.0313
2022-03-16,4.0283
2022-03-15,4.0235
2022-03-14,4.0163
2022-03-11,4.0101
2022-03-10,4.0044
2022-03-09,4.0004
2022-03-08,3.9970
2022-03-07,3.9944
2022-03-04,3.9928
2022-03-03,3.9965
2022-03-02,4.0042
2022-03-01,4.0121
2022-02-28,4.0212
2022-02-25,4.0313
2022-02-24,4.0404
2022-02-23,4.0472
2022-02-22,4.0561
2022-02-18,4.0631
2022-02-17,4.0752
2022-02-16,4.0901
2022-02-15,4.1056
2022-02-14,4.1211
2022-02-11,4.1330
2022-02-10,4.1456
2022-02-09,4.1594
2022-02-08,4.1709
2022-02-07,4.1795
2022-02-04,4.1879
2022-02-03,4.1959
2022-02-02,4.2042
2022-02-01,4.2131
2022-01-31,4.2214
2022-01-28,4.2241
2022-01-27,4.2222
2022-01-26,4.2210
2022-01-25,4.2203
2022-01-24,4.2224
2022-01-21,4.2251
2022-01-20,4.2308
2022-01-19,4.2395
2022-01-18,4.2491
2022-01-14,4.2552
2022-01-13,4.2621
2022-01-12,4.2696
2022-01-11,4.2773
2022-01-10,4.2846
2022-01-07,4.2914
2022-01-06,4.3010
2022-01-05,4.3107
2022-01-04,4.3197
2022-01-03,4.3271
2021-12-31,4.3302
2021-12-30,4.3305
2021-12-29,4.3307
2021-12-28,4.3317
2021-12-27,4.3326
2021-12-23,4.3286
2021-12-22,4.3275
2021-12-21,4.3290
2021-12-20,4.3319
2021-12-17,4.3349
2021-12-16,4.3399
2021-12-15,4.3457
2021-12-14,4.3496
2021-12-13,4.3533
2021-12-10,4.3593
2021-12-09,4.3681
2021-12-08,4.3791
2021-12-07,4.3901
2021-12-06,4.4007
2021-12-03,4.4137
2021-12-02,4.4232
2021-12-01,4.4335
2021-11-30,4.4444
2021-11-29,4.4561
2021-11-26,4.4686
2021-11-24,4.4806
2021-11-23,4.4970
2021-11-22,4.5131
2021-11-19,4.5299
2021-11-18,4.5494
2021-11-17,4.5696
2021-11-16,4.5896
2021-11-15,4.6103
2021-11-12,4.6296
2021-11-11,4.6493
2021-11-10,4.6687
2021-11-09,4.6890
2021-11-08,4.7082
2021-11-05,4.7308
2021-11-04,4.7523
2021-11-03,4.7707
2021-11-02,4.7884
2021-11-01,4.8048
2021-10-29,4.8220
2021-10-28,4.8376
2021-10-27,4.8523
2021-10-26,4.8688
2021-10-25,4.8862
2021-10-22,4.9052
2021-10-21,4.9226
2021-10-20,4.9396
2021-10-19,4.9572
2021-10-18,4.9750
2021-10-15,4.9937
2021-10-14,5.0104
2021-10-13,5.0271
2021-10-12,5.0443
2021-10-11,5.0634
2021-10-08,5.0831
2021-10-07,5.1009
2021-10-06,5.1191
2021-10-05,5.1373
2021-10-04,5.1545
2021-10-01,5.1714
2021-09-30,5.1867
2021-09-29,5.2018
2021-09-28,5.2177
2021-09-27,5.2323
2021-09-24,5.2493
2021-09-23,5.2644
2021-09-22,5.2779
2021-09-21,5.2892
2021-09-20,5.3000
2021-09-17,5.3108
2021-09-16,5.3276
2021-09-15,5.3466
2021-09-14,5.3652
2021-09-13,5.3820
2021-09-10,5.3987
2021-09-09,5.4150
2021-09-08,5.4336
2021-09-07,5.4541
2021-09-03,5.4751
2021-09-02,5.4969
2021-09-01,5.5218
2021-08-31,5.5441
2021-08-30,5.5622
2021-08-27,5.5798
2021-08-26,5.5986
2021-08-25,5.6174
2021-08-24,5.6348
2021-08-23,5.6454
2021-08-20,5.6549
2021-08-19,5.6622
2021-08-18,5.6696
2021-08-17,5.6777
2021-08-16,5.6860
2021-08-13,5.6973
2021-08-12,5.7069
2021-08-11,5.7175
2021-08-10,5.7296
2021-08-09,5.7443
2021-08-06,5.7599
2021-08-05,5.7740
2021-08-04,5.7893
2021-08-03,5.8047
2021-08-02,5.8214
2021-07-30,5.8348
2021-07-29,5.8490
2021-07-28,5.8615
2021-07-27,5.8750
2021-07-26,5.8918
2021-07-23,5.9083
2021-07-22,5.9239
2021-07-21,5.9389
2021-07-20,5.9561
2021-07-19,5.9708
2021-07-16,5.9847
2021-07-15,6.0018
2021-07-14,6.0187
2021-07-13,6.0350
2021-07-12,6.0471
2021-07-09,6.0552
2021-07-08,6.0648
2021-07-07,6.0762
2021-07-06,6.0861
2021-07-02,6.0966
2021-07-01,6.1070
2021-06-30,6.1158
2021-06-29,6.1255
2021-06-28,6.1345
2021-06-25,6.1414
2021-06-24,6.1458
2021-06-23,6.1504
2021-06-22,6.1569
2021-06-21,6.1650
2021-06-18,6.1740
2021-06-17,6.1833
2021-06-16,6.1922
2021-06-15,6.2005
2021-06-14,6.2080
2021-06-11,6.2157
2021-06-10,6.2213
2021-06-09,6.2265
2021-06-08,6.2316
2021-06-07,6.2341
2021-06-04,6.2374
2021-06-03,6.2419
2021-06-02,6.2458
2021-06-01,6.2488
2021-05-28,6.2528
2021-05-27,6.2586
2021-05-26,6.2640
2021-05-25,6.2737
2021-05-24,6.2809
2021-05-21,6.2876
2021-05-20,6.2954
2021-05-19,6.3053
2021-05-18,6.3143
2021-05-17,6.3205
2021-05-14,6.3286
2021-05-13,6.3373
2021-05-12,6.3465
2021-05-11,6.3566
2021-05-10,6.3659
2021-05-07,6.3738
2021-05-06,6.3835
2021-05-05,6.3946
2021-05-04,6.4058
2021-05-03,6.4155
2021-04-30,6.4238
2021-04-29,6.4326
2021-04-28,6.4422
2021-04-27,6.4496
2021-04-26,6.4554
2021-04-23,6.4600
2021-04-22,6.4670
2021-04-21,6.4744
2021-04-20,6.4833
2021-04-19,6.4923
2021-04-16,6.4981
2021-04-15,6.5029
2021-04-14,6.5062
2021-04-13,6.5089
2021-04-12,6.5078
2021-04-09,6.5079
2021-04-08,6.5084
2021-04-07,6.5104
2021-04-06,6.5117
2021-04-05,6.5124
2021-04-01,6.5131
2021-03-31,6.5154
2021-03-30,6.5174
2021-03-29,6.5170
2021-03-26,6.5161
2021-03-25,6.5161
2021-03-24,6.5235
2021-03-23,6.5321
2021-03-22,6.5419
2021-03-19,6.5451
2021-03-18,6.5406
2021-03-17,6.5312
2021-03-16,6.5181
2021-03-15,6.5041
2021-03-12,6.4868
2021-03-11,6.4728
2021-03-10,6.4603
2021-03-09,6.4492
2021-03-08,6.4401
2021-03-05,6.4322
2021-03-04,6.4219
2021-03-03,6.4101
2021-03-02,6.3963
2021-03-01,6.3807
2021-02-26,6.3651
2021-02-25,6.3522
2021-02-24,6.3394
2021-02-23,6.3271
2021-02-22,6.3195
2021-02-19,6.3094
2021-02-18,6.2989
2021-02-17,6.2900
2021-02-16,6.2791
2021-02-12,6.2702
2021-02-11,6.2624
2021-02-10,6.2552
2021-02-09,6.2446
2021-02-08,6.2325
2021-02-05,6.2225
2021-02-04,6.2139
2021-02-03,6.2045
2021-02-02,6.1964
2021-02-01,6.1886
2021-01-29,6.1797
2021-01-28,6.1679
2021-01-27,6.1569
2021-01-26,6.1469
2021-01-25,6.1398
2021-01-22,6.1332
2021-01-21,6.1256
2021-01-20,6.1174
2021-01-19,6.1039
2021-01-15,6.0864
2021-01-14,6.0693
2021-01-13,6.0530
2021-01-12,6.0418
2021-01-11,6.0286
2021-01-08,6.0186
2021-01-07,6.0091
2021-01-06,5.9952
2021-01-05,5.9678
2021-01-04,5.9367
2020-12-31,5.9039
2020-12-30,5.8671
2020-12-29,5.8296
2020-12-28,5.7941
2020-12-24,5.7645
2020-12-23,5.7413
2020-12-22,5.7172
2020-12-21,5.7004
2020-12-18,5.6912
2020-12-17,5.6822
2020-12-16,5.6793
2020-12-15,5.6776
2020-12-14,5.6807
2020-12-11,5.6830
2020-12-10,5.6838
2020-12-09,5.6818
2020-12-08,5.6838
2020-12-07,5.6898
2020-12-04,5.6952
2020-12-03,5.7058
2020-12-02,5.7206
2020-12-01,5.7413
2020-11-30,5.7640
2020-11-27,5.7864
2020-11-25,5.8076
2020-11-24,5.8303
2020-11-23,5.8528
2020-11-20,5.8769
2020-11-19,5.9025
2020-11-18,5.9264
2020-11-17,5.9496
2020-11-16,5.9713
2020-11-13,5.9877
2020-11-12,6.0001
2020-11-11,6.0125
2020-11-10,6.0262
2020-11-09,6.0404
2020-11-06,6.0496
2020-11-05,6.0519
2020-11-04,6.0540
2020-11-03,6.0529
2020-11-02,6.0500
2020-10-30,6.0464
2020-10-29,6.0477
2020-10-28,6.0521
2020-10-27,6.0570
2020-10-26,6.0637
2020-10-23,6.0719
2020-10-22,6.0818
2020-10-21,6.0924
2020-10-20,6.1001
2020-10-19,6.1087
2020-10-16,6.1144
2020-10-15,6.1210
2020-10-14,6.1248
2020-10-13,6.1274
2020-10-12,6.1306
2020-10-09,6.1358
2020-10-08,6.1412
2020-10-07,6.1470
2020-10-06,6.1529
2020-10-05,6.1572
2020-10-02,6.1642
2020-10-01,6.1708
2020-09-30,6.1769
2020-09-29,6.1842
2020-09-28,6.1944
2020-09-25,6.2047
2020-09-24,6.2117
2020-09-23,6.2197
2020-09-22,6.2298
2020-09-21,6.2409
2020-09-18,6.2505
2020-09-17,6.2627
2020-09-16,6.2746
2020-09-15,6.2889
2020-09-14,6.3061
2020-09-11,6.3224
2020-09-10,6.3363
2020-09-09,6.3506
2020-09-08,6.3651
2020-09-04,6.3812
2020-09-03,6.3983
2020-09-02,6.4164
2020-09-01,6.4311
2020-08-31,6.4466
2020-08-28,6.4642
2020-08-27,6.4827
2020-08-26,6.5014
2020-08-25,6.5185
2020-08-24,6.5325
2020-08-21,6.5473
2020-08-20,6.5595
2020-08-19,6.5718
2020-08-18,6.5817
2020-08-17,6.5896
2020-08-14,6.5981
2020-08-13,6.6079
2020-08-12,6.6176
2020-08-11,6.6262
2020-08-10,6.6357
2020-08-07,6.6427
2020-08-06,6.6477
2020-08-05,6.6504
2020-08-04,6.6507
2020-08-03,6.6546
2020-07-31,6.6651
2020-07-30,6.6763
2020-07-29,6.6872
2020-07-28,6.6992
2020-07-27,6.7120
2020-07-24,6.7243
2020-07-23,6.7386
2020-07-22,6.7532
2020-07-21,6.7692
2020-07-20,6.7850
2020-07-17,6.7981
2020-07-16,6.8124
2020-07-15,6.8280
2020-07-14,6.8440
2020-07-13,6.8566
2020-07-10,6.8688
2020-07-09,6.8802
2020-07-08,6.8950
2020-07-07,6.9109
2020-07-06,6.9266
2020-07-02,6.9414
2020-07-01,6.9564
2020-06-30,6.9719
2020-06-29,6.9881
2020-06-26,7.0038
2020-06-25,7.0146
2020-06-24,7.0261
2020-06-23,7.0378
2020-06-22,7.0485
2020-06-19,7.0602
2020-06-18,7.0724
2020-06-17,7.0833
2020-06-16,7.0941
2020-06-15,7.1088
2020-06-12,7.1198
2020-06-11,7.1287
2020-06-10,7.1384
2020-06-09,7.1554
2020-06-08,7.1759
2020-06-05,7.1937
2020-06-04,7.2036
2020-06-03,7.2031
2020-06-02,7.1996
2020-06-01,7.1898
2020-05-29,7.1784
2020-05-28,7.1667
2020-05-27,7.1592
2020-05-26,7.1492
2020-05-22,7.1388
2020-05-21,7.1262
2020-05-20,7.1120
2020-05-19,7.0967
2020-05-18,7.0806
2020-05-15,7.0657
2020-05-14,7.0470
2020-05-13,7.0306
2020-05-12,7.0139
2020-05-11,6.9991
2020-05-08,6.9855
2020-05-07,6.9737
2020-05-06,6.9647
2020-05-05,6.9579
2020-05-04,6.9521
2020-05-01,6.9444
2020-04-30,6.9352
2020-04-29,6.9266
2020-04-28,6.9172
2020-04-27,6.9043
2020-04-24,6.8897
2020-04-23,6.8739
2020-04-22,6.8587
2020-04-21,6.8422
2020-04-20,6.8262
2020-04-17,6.8120
2020-04-16,6.7976
2020-04-15,6.7803
2020-04-14,6.7631
2020-04-13,6.7496
2020-04-09,6.7374
2020-04-08,6.7282
2020-04-07,6.7168
2020-04-06,6.7065
2020-04-03,6.6921
2020-04-02,6.6725
2020-04-01,6.6528
2020-03-31,6.6335
2020-03-30,6.6119
2020-03-27,6.5862
2020-03-26,6.5632
2020-03-25,6.5425
2020-03-24,6.5200
2020-03-23,6.4851
2020-03-20,6.4451
2020-03-19,6.4015
2020-03-18,6.3565
2020-03-17,6.3135
2020-03-16,6.2703
2020-03-13,6.2354
2020-03-12,6.2092
2020-03-11,6.1828
2020-03-10,6.1660
2020-03-09,6.1559
2020-03-06,6.1448
2020-03-05,6.1434
2020-03-04,6.1455
2020-03-03,6.1507
2020-03-02,6.1565
2020-02-28,6.1594
2020-02-27,6.1570
2020-02-26,6.1578
2020-02-25,6.1642
2020-02-24,6.1738
2020-02-21,6.1871
2020-02-20,6.2059
2020-02-19,6.2269
2020-02-18,6.2513
2020-02-14,6.2780
2020-02-13,6.3053
2020-02-12,6.3351
2020-02-11,6.3655
2020-02-10,6.3959
2020-02-07,6.4256
2020-02-06,6.4539
2020-02-05,6.4818
2020-02-04,6.5042
2020-02-03,6.5241
2020-01-31,6.5449
2020-01-30,6.5665
2020-01-29,6.5883
2020-01-28,6.6087
2020-01-27,6.6266
2020-01-24,6.6422
2020-01-23,6.6571
2020-01-22,6.6709
2020-01-21,6.6842
2020-01-17,6.6997
2020-01-16,6.7207
2020-01-15,6.7454
2020-01-14,6.7690
2020-01-13,6.7933
2020-01-10,6.8168
2020-01-09,6.8387
2020-01-08,6.8615
2020-01-07,6.8826
2020-01-06,6.9028
2020-01-03,6.9196
2020-01-02,6.9404
2019-12-31,6.9613
2019-12-30,6.9795
2019-12-27,6.9967
2019-12-26,7.0150
2019-12-24,7.0350
2019-12-23,7.0560
2019-12-20,7.0791
2019-12-19,7.1005
2019-12-18,7.1090
2019-12-17,7.1171
2019-12-16,7.1221
2019-12-13,7.1265
2019-12-12,7.1352
2019-12-11,7.1394
2019-12-10,7.1445
2019-12-09,7.1538
2019-12-06,7.1660
2019-12-05,7.1775
2019-12-04,7.1893
2019-12-03,7.2029
2019-12-02,7.2160
2019-11-29,7.2325
2019-11-27,7.2514
2019-11-26,7.2719
2019-11-25,7.2911
2019-11-22,7.3109
2019-11-21,7.3316
2019-11-20,7.3546
2019-11-19,7.3762
2019-11-18,7.3975
2019-11-15,7.4179
2019-11-14,7.4432
2019-11-13,7.4713
2019-11-12,7.5014
2019-11-11,7.5315
2019-11-08,7.5689
2019-11-07,7.6016
2019-11-06,7.6367
2019-11-05,7.6700
2019-11-04,7.7033
2019-11-01,7.7338
2019-10-31,7.7648
2019-10-30,7.7948
2019-10-29,7.8233
2019-10-28,7.8512
2019-10-25,7.8777
2019-10-24,7.9042
2019-10-23,7.9305
2019-10-22,7.9550
2019-10-21,7.9747
2019-10-18,7.9888
2019-10-17,8.0077
2019-10-16,8.0313
2019-10-15,8.0563
2019-10-14,8.0818
2019-10-11,8.1074
2019-10-10,8.1310
2019-10-09,8.1530
2019-10-08,8.1722
2019-10-07,8.1943
2019-10-04,8.2191
2019-10-03,8.2459
2019-10-02,8.2739
2019-10-01,8.3005
2019-09-30,8.3270
2019-09-27,8.3558
2019-09-26,8.3835
2019-09-25,8.4107
2019-09-24,8.4355
2019-09-23,8.4650
2019-09-20,8.4938
2019-09-19,8.5297
2019-09-18,8.5692
2019-09-17,8.6018
2019-09-16,8.6333
2019-09-13,8.6627
2019-09-12,8.6856
2019-09-11,8.7086
2019-09-10,8.7312
2019-09-09,8.7541
2019-09-06,8.7727
2019-09-05,8.7997
2019-09-04,8.8320
2019-09-03,8.8643
2019-08-30,8.8987
2019-08-29,8.9366
2019-08-28,8.9761
2019-08-27,9.0100
2019-08-26,9.0448
2019-08-23,9.0817
2019-08-22,9.1204
2019-08-21,9.1574
2019-08-20,9.1900
2019-08-19,9.2199
2019-08-16,9.2502
2019-08-15,9.2742
2019-08-14,9.2973
2019-08-13,9.3241
2019-08-12,9.3536
2019-08-09,9.3828
2019-08-08,9.4157
2019-08-07,9.4454
2019-08-06,9.4729
2019-08-05,9.5007
2019-08-02,9.5254
2019-08-01,9.5518
2019-07-31,9.5810
2019-07-30,9.6126
2019-07-29,9.6419
2019-07-26,9.6670
2019-07-25,9.6867
2019-07-24,9.7077
2019-07-23,9.7303
2019-07-22,9.7553
2019-07-19,9.7801
2019-07-18,9.8059
2019-07-17,9.8309
2019-07-16,9.8603
2019-07-15,9.8907
2019-07-12,9.9206
2019-07-11,9.9494
2019-07-10,9.9763
2019-07-09,10.0024
2019-07-08,10.0281
2019-07-05,10.0546
2019-07-03,10.0840
2019-07-02,10.1147
2019-07-01,10.1449
2019-06-28,10.1763
2019-06-27,10.2124
2019-06-26,10.2525
2019-06-25,10.2931
2019-06-24,10.3315
2019-06-21,10.3704
2019-06-20,10.4121
2019-06-19,10.4542
2019-06-18,10.4956
2019-06-17,10.5339
2019-06-14,10.5650
2019-06-13,10.5935
2019-06-12,10.6223
2019-06-11,10.6531
2019-06-10,10.6857
2019-06-07,10.7181
2019-06-06,10.7506
2019-06-05,10.7828
2019-06-04,10.8169
2019-06-03,10.8537
2019-05-31,10.8929
2019-05-30,10.9311
2019-05-29,10.9714
2019-05-28,11.0124
2019-05-24,11.0533
2019-05-23,11.0936
2019-05-22,11.1311
2019-05-21,11.1739
2019-05-20,11.2167
2019-05-17,11.2580
2019-05-16,11.2977
2019-05-15,11.3350
2019-05-14,11.3699
2019-05-13,11.4000
2019-05-10,11.4321
2019-05-09,11.4690
2019-05-08,11.5019
2019-05-07,11.5380
2019-05-06,11.5744
2019-05-03,11.6131
2019-05-02,11.6547
2019-05-01,11.6975
2019-04-30,11.7427
2019-04-29,11.7902
2019-04-26,11.8404
2019-04-25,11.8917
2019-04-24,11.9416
2019-04-23,11.9933
2019-04-22,12.0471
2019-04-18,12.1017
2019-04-17,12.1562
2019-04-16,12.2124
2019-04-15,12.2660
2019-04-12,12.3191
2019-04-11,12.3712
2019-04-10,12.4240
2019-04-09,12.4767
2019-04-08,12.5268
2019-04-05,12.5784
2019-04-04,12.6294
2019-04-03,12.6811
2019-04-02,12.7281
2019-04-01,12.7734
2019-03-29,12.8169
2019-03-28,12.8569
2019-03-27,12.8931
2019-03-26,12.9290
2019-03-25,12.9665
2019-03-22,13.0025
2019-03-21,13.0395
2019-03-20,13.0834
2019-03-19,13.1279
2019-03-18,13.1743
2019-03-15,13.2198
2019-03-14,13.2642
2019-03-13,13.3106
2019-03-12,13.3540
2019-03-11,13.3990
2019-03-08,13.4447
2019-03-07,13.4751
2019-03-06,13.5034
2019-03-05,13.5354
2019-03-04,13.5687
2019-03-01,13.6026
2019-02-28,13.6320
2019-02-27,13.6611
2019-02-26,13.6929
2019-02-25,13.7263
2019-02-22,13.7605
2019-02-21,13.7988
2019-02-20,13.8379
2019-02-19,13.8798
2019-02-15,13.9247
2019-02-14,13.9674
2019-02-13,14.0119
2019-02-12,14.0520
2019-02-11,14.0905
2019-02-08,14.1294
2019-02-07,14.1702
2019-02-06,14.2097
2019-02-05,14.2423
2019-02-04,14.2761
2019-02-01,14.3128
2019-01-31,14.3510
2019-01-30,14.3917
2019-01-29,14.4354
2019-01-28,14.4865
2019-01-25,14.5343
2019-01-24,14.5836
2019-01-23,14.6302
2019-01-22,14.6775
2019-01-18,14.7253
2019-01-17,14.7713
2019-01-16,14.8213
2019-01-15,14.8626
2019-01-14,14.9041
2019-01-11,14.9429
2019-01-10,14.9855
2019-01-09,15.0235
2019-01-08,15.0570
2019-01-07,15.0890
2019-01-04,15.1173
2019-01-03,15.1352
2019-01-02,15.1512
2018-12-31,15.1714
2018-12-28,15.1944
2018-12-27,15.2167
2018-12-26,15.2377
2018-12-24,15.2481
2018-12-21,15.2510
2018-12-20,15.2523
2018-12-19,15.2557
2018-12-18,15.2635
2018-12-17,15.2691
2018-12-14,15.2732
2018-12-13,15.2800
2018-12-12,15.2816
2018-12-11,15.2717
2018-12-10,15.2624
2018-12-07,15.2530
2018-12-06,15.2477
2018-12-04,15.2412
2018-12-03,15.2427
