Dates,PLUS_DM Values
2023-07-20,11.1063
2023-07-19,8.7514
2023-07-18,9.7238
2023-07-17,10.8043
2023-07-14,12.0047
2023-07-13,13.3386
2023-07-12,14.8207
2023-07-11,13.6007
2023-07-10,9.1230
2023-07-07,10.1367
2023-07-06,8.9852
2023-07-05,9.9836
2023-07-03,11.0929
2023-06-30,12.3254
2023-06-29,13.6949
2023-06-28,14.0721
2023-06-27,12.8246
2023-06-26,11.3940
2023-06-23,11.0155
2023-06-22,12.2395
2023-06-21,13.5994
2023-06-20,15.1105
2023-06-16,16.7894
2023-06-15,15.0327
2023-06-14,16.7030
2023-06-13,18.5588
2023-06-12,20.6209
2023-06-09,17.6315
2023-06-08,19.5905
2023-06-07,13.3006
2023-06-06,14.0007
2023-06-05,15.5563
2023-06-02,17.2848
2023-06-01,13.6386
2023-05-31,10.6651
2023-05-30,11.8501
2023-05-26,9.8336
2023-05-25,7.5373
2023-05-24,8.3748
2023-05-23,9.3054
2023-05-22,10.3393
2023-05-19,11.4881
2023-05-18,12.5423
2023-05-17,13.9359
2023-05-16,8.5733
2023-05-15,9.5258
2023-05-12,10.3509
2023-05-11,10.8788
2023-05-10,12.0876
2023-05-09,13.4306
2023-05-08,9.4229
2023-05-05,9.7810
2023-05-04,10.8678
2023-05-03,12.0753
2023-05-02,11.2933
2023-05-01,12.5481
2023-04-28,12.1979
2023-04-27,13.5532
2023-04-26,15.0591
2023-04-25,9.2212
2023-04-24,10.2458
2023-04-21,11.3842
2023-04-20,12.6491
2023-04-19,14.0546
2023-04-18,13.4669
2023-04-17,11.8125
2023-04-14,11.1049
2023-04-13,12.3388
2023-04-12,13.7098
2023-04-11,15.2331
2023-04-10,16.4812
2023-04-06,16.3902
2023-04-05,18.2114
2023-04-04,20.2349
2023-04-03,22.4832
2023-03-31,20.7924
2023-03-30,20.9582
2023-03-29,18.5944
2023-03-28,18.0530
2023-03-27,14.7811
2023-03-24,12.0012
2023-03-23,13.3347
2023-03-22,14.8163
2023-03-21,16.4626
2023-03-20,16.0806
2023-03-17,14.4936
2023-03-16,16.1040
2023-03-15,16.0015
2023-03-14,17.7794
2023-03-13,12.5550
2023-03-10,11.6389
2023-03-09,12.9321
2023-03-08,14.3690
2023-03-07,15.9655
2023-03-06,17.7395
2023-03-03,19.7106
2023-03-02,15.4673
2023-03-01,11.7470
2023-02-28,9.6578
2023-02-27,10.7308
2023-02-24,10.3388
2023-02-23,11.4876
2023-02-22,10.5118
2023-02-21,11.6797
2023-02-17,12.9775
2023-02-16,14.4194
2023-02-15,16.0216
2023-02-14,17.8017
2023-02-13,14.2519
2023-02-10,13.7744
2023-02-09,15.3049
2023-02-08,17.0054
2023-02-07,18.2060
2023-02-06,12.5178
2023-02-03,13.9086
2023-02-02,15.4540
2023-02-01,17.1712
2023-01-31,12.5680
2023-01-30,12.0200
2023-01-27,13.3555
2023-01-26,14.8395
2023-01-25,16.4883
2023-01-24,15.4314
2023-01-23,17.1460
2023-01-20,15.6067
2023-01-19,17.3408
2023-01-18,19.2675
2023-01-17,21.3145
2023-01-13,23.6827
2023-01-12,24.4031
2023-01-11,22.1701
2023-01-10,23.6692
2023-01-09,26.2991
2023-01-06,28.2879
2023-01-05,22.4865
2023-01-04,23.6184
2023-01-03,18.9260
2022-12-30,13.7788
2022-12-29,14.8654
2022-12-28,16.5171
2022-12-27,18.3523
2022-12-23,17.0470
2022-12-22,18.9411
2022-12-21,21.0457
2022-12-20,16.1730
2022-12-19,15.8922
2022-12-16,16.0692
2022-12-15,17.8546
2022-12-14,19.8385
2022-12-13,22.0427
2022-12-12,19.5808
2022-12-09,18.6454
2022-12-08,20.7171
2022-12-07,15.8523
2022-12-06,17.6137
2022-12-05,19.5707
2022-12-02,16.1898
2022-12-01,13.8220
2022-11-30,15.3578
2022-11-29,12.5864
2022-11-28,13.9849
2022-11-25,15.5388
2022-11-23,13.4209
2022-11-22,14.9010
2022-11-21,16.2567
2022-11-18,18.0630
2022-11-17,17.8034
2022-11-16,19.7816
2022-11-15,21.9795
2022-11-14,24.4217
2022-11-11,26.9573
2022-11-10,29.9526
