Dates,RSI Values
2022-05-04,41.0789
2022-05-03,40.0174
2022-05-02,38.4234
2022-04-29,38.4698
2022-04-28,39.5641
2022-04-27,39.6134
2022-04-26,42.3203
2022-04-25,44.4175
2022-04-22,44.6645
2022-04-21,45.6749
2022-04-20,46.3084
2022-04-19,46.9210
2022-04-18,45.1265
2022-04-14,45.6421
2022-04-13,45.8706
2022-04-12,43.9207
2022-04-11,43.5426
2022-04-08,43.5817
2022-04-07,44.2167
2022-04-06,44.3883
2022-04-05,45.2910
2022-04-04,47.3386
2022-04-01,47.2235
2022-03-31,47.4024
2022-03-30,48.2277
2022-03-29,47.9386
2022-03-28,46.4493
2022-03-25,46.6324
2022-03-24,46.6553
2022-03-23,45.8741
2022-03-22,46.9944
2022-03-21,45.6574
2022-03-18,47.2315
2022-03-17,46.5434
2022-03-16,46.2311
2022-03-15,43.7907
2022-03-14,42.5639
2022-03-11,42.7123
2022-03-10,43.1610
2022-03-09,43.1961
2022-03-08,41.9031
2022-03-07,40.6147
2022-03-04,42.9686
2022-03-03,44.7116
2022-03-02,46.7924
2022-03-01,45.9952
2022-02-28,48.5595
2022-02-25,47.4979
2022-02-24,46.6453
2022-02-23,46.0797
2022-02-22,46.6389
2022-02-18,49.2360
2022-02-17,50.4535
2022-02-16,51.9332
2022-02-15,51.6213
2022-02-14,49.5662
2022-02-11,50.1801
2022-02-10,51.9809
2022-02-09,51.2121
2022-02-08,50.5163
2022-02-07,50.1532
2022-02-04,48.6570
2022-02-03,48.6404
2022-02-02,48.9319
2022-02-01,49.1414
2022-01-31,46.9431
2022-01-28,44.1172
2022-01-27,43.8688
2022-01-26,44.9483
2022-01-25,47.4360
2022-01-24,47.4622
2022-01-21,47.7828
2022-01-20,50.1240
2022-01-19,50.9317
2022-01-18,53.2388
2022-01-14,53.5234
2022-01-13,52.9893
2022-01-12,51.2710
2022-01-11,50.8809
2022-01-10,49.0037
2022-01-07,50.7574
2022-01-06,49.5688
2022-01-05,50.0613
2022-01-04,50.2196
2022-01-03,48.5779
2021-12-31,46.6225
2021-12-30,46.9947
2021-12-29,47.2474
2021-12-28,47.9035
2021-12-27,47.0397
2021-12-23,47.3124
2021-12-22,46.5812
2021-12-21,45.9506
2021-12-20,42.5706
2021-12-17,43.5744
2021-12-16,42.9903
2021-12-15,44.1190
2021-12-14,44.1361
2021-12-13,44.5968
2021-12-10,46.5148
2021-12-09,47.1636
2021-12-08,48.0757
2021-12-07,47.4442
2021-12-06,46.5906
2021-12-03,44.3725
2021-12-02,45.3440
2021-12-01,40.7033
2021-11-30,43.1474
2021-11-29,43.3189
2021-11-26,43.5040
2021-11-24,46.6375
2021-11-23,46.1469
2021-11-22,46.3657
2021-11-19,47.5803
2021-11-18,51.6968
2021-11-17,51.4994
2021-11-16,51.2451
2021-11-15,53.6974
2021-11-12,49.7785
2021-11-11,49.2300
2021-11-10,48.9255
2021-11-09,49.6854
2021-11-08,50.3175
2021-11-05,50.9154
2021-11-04,46.9487
2021-11-03,47.0628
2021-11-02,46.8421
2021-11-01,47.4170
2021-10-29,44.6396
2021-10-28,44.8920
2021-10-27,44.4263
2021-10-26,45.3964
2021-10-25,46.3447
2021-10-22,46.3758
2021-10-21,46.7964
2021-10-20,47.3587
2021-10-19,47.2908
2021-10-18,47.5944
2021-10-15,47.6122
2021-10-14,47.7287
2021-10-13,49.0043
2021-10-12,49.5394
2021-10-11,50.4074
2021-10-08,50.3897
2021-10-07,50.4162
2021-10-06,49.9891
2021-10-05,49.8271
2021-10-04,49.6505
2021-10-01,50.2588
2021-09-30,48.5653
2021-09-29,50.0592
2021-09-28,48.0511
2021-09-27,49.6704
2021-09-24,48.8567
2021-09-23,48.7718
2021-09-22,47.5587
2021-09-21,44.9315
2021-09-20,45.1908
2021-09-17,46.2099
2021-09-16,46.2099
2021-09-15,46.4339
2021-09-14,45.6380
2021-09-13,46.3796
2021-09-10,45.1243
2021-09-09,46.0442
2021-09-08,45.2753
2021-09-07,45.9929
2021-09-03,46.9961
2021-09-02,47.6859
2021-09-01,46.9078
2021-08-31,47.2586
2021-08-30,46.7381
2021-08-27,47.7649
2021-08-26,46.2803
2021-08-25,47.4200
2021-08-24,47.5212
2021-08-23,46.9579
2021-08-20,45.0411
2021-08-19,44.8932
2021-08-18,46.5392
2021-08-17,47.3400
2021-08-16,49.0987
2021-08-13,50.5516
2021-08-12,51.5821
2021-08-11,51.9476
2021-08-10,50.9837
2021-08-09,50.0549
2021-08-06,49.8053
2021-08-05,49.4390
2021-08-04,48.5632
2021-08-03,49.1837
2021-08-02,48.1949
2021-07-30,48.4759
2021-07-29,49.7605
2021-07-28,49.7453
2021-07-27,47.3236
2021-07-26,48.1998
2021-07-23,47.0375
2021-07-22,46.8621
2021-07-21,47.2562
2021-07-20,45.8149
2021-07-19,42.9345
2021-07-16,45.4392
2021-07-15,46.6856
2021-07-14,47.1119
2021-07-13,48.0664
2021-07-12,50.7794
2021-07-09,51.1438
2021-07-08,50.3868
2021-07-07,49.0169
2021-07-06,50.2039
2021-07-02,50.3519
2021-07-01,51.1871
2021-06-30,51.1428
2021-06-29,50.1526
2021-06-28,51.2783
2021-06-25,53.6441
2021-06-24,54.2825
2021-06-23,52.5124
2021-06-22,52.5722
2021-06-21,52.9950
2021-06-18,50.9515
2021-06-17,51.4686
2021-06-16,52.3173
2021-06-15,53.5282
2021-06-14,53.1800
2021-06-11,53.7837
2021-06-10,54.0817
2021-06-09,54.0157
2021-06-08,55.3230
2021-06-07,55.3004
2021-06-04,54.6861
2021-06-03,54.7938
2021-06-02,56.2323
2021-06-01,56.0424
2021-05-28,54.3612
2021-05-27,55.3514
2021-05-26,53.2349
2021-05-25,53.0877
2021-05-24,52.3175
2021-05-21,51.7005
2021-05-20,49.9640
2021-05-19,49.1571
2021-05-18,49.9217
2021-05-17,50.0264
2021-05-14,50.1439
2021-05-13,48.7400
2021-05-12,48.2846
2021-05-11,50.1872
2021-05-10,51.1753
2021-05-07,51.8021
2021-05-06,50.4775
2021-05-05,50.0903
2021-05-04,51.4071
2021-05-03,51.7890
2021-04-30,51.5902
2021-04-29,51.9793
2021-04-28,51.8746
2021-04-27,53.5462
2021-04-26,53.3297
2021-04-23,52.6875
2021-04-22,51.8278
2021-04-21,52.1927
2021-04-20,51.8037
2021-04-19,54.1459
2021-04-16,55.1214
2021-04-15,55.8382
2021-04-14,56.1606
2021-04-13,56.3636
2021-04-12,55.6625
2021-04-09,56.3342
2021-04-08,56.9484
2021-04-07,56.5234
2021-04-06,57.1274
2021-04-05,58.1121
2021-04-01,57.0027
2021-03-31,57.4125
2021-03-30,56.9455
2021-03-29,56.6896
2021-03-26,55.7113
2021-03-25,56.2223
2021-03-24,54.8309
2021-03-23,55.2661
2021-03-22,57.4864
2021-03-19,58.5466
2021-03-18,58.6019
2021-03-17,60.3573
2021-03-16,59.0185
2021-03-15,61.5516
2021-03-12,62.4490
2021-03-11,59.6662
2021-03-10,58.4985
2021-03-09,55.7198
2021-03-08,54.3828
2021-03-05,54.2160
2021-03-04,54.5757
2021-03-03,55.5082
2021-03-02,54.4341
2021-03-01,54.7327
2021-02-26,52.1865
2021-02-25,53.2390
2021-02-24,56.4799
2021-02-23,52.7112
2021-02-22,52.9093
2021-02-19,54.1135
2021-02-18,52.0174
2021-02-17,53.9072
2021-02-16,54.3635
2021-02-12,52.9042
2021-02-11,52.8279
2021-02-10,53.1602
2021-02-09,54.0058
2021-02-08,53.2844
2021-02-05,52.3557
2021-02-04,53.0525
2021-02-03,52.3065
2021-02-02,50.7856
2021-02-01,49.5387
2021-01-29,49.1301
2021-01-28,49.8591
2021-01-27,49.0797
2021-01-26,51.0305
2021-01-25,51.3543
2021-01-22,51.9709
2021-01-21,52.3610
2021-01-20,53.3711
2021-01-19,53.2091
2021-01-15,51.7914
2021-01-14,53.1725
2021-01-13,52.5739
2021-01-12,52.8683
2021-01-11,52.5165
2021-01-08,53.2644
2021-01-07,53.9446
2021-01-06,53.5974
2021-01-05,53.7392
2021-01-04,51.8868
2020-12-31,54.6145
2020-12-30,55.2699
2020-12-29,55.1851
2020-12-28,55.1533
2020-12-24,55.4081
2020-12-23,56.0159
2020-12-22,55.8458
2020-12-21,55.9693
2020-12-18,56.0702
2020-12-17,56.4076
2020-12-16,57.4606
2020-12-15,58.2967
2020-12-14,58.1520
2020-12-11,58.5388
2020-12-10,59.4680
2020-12-09,59.1002
2020-12-08,60.1175
2020-12-07,60.4794
2020-12-04,59.6674
2020-12-03,60.6721
2020-12-02,58.6430
2020-12-01,56.8723
2020-11-30,56.4849
2020-11-27,57.7650
2020-11-25,58.0120
2020-11-24,58.2053
2020-11-23,57.0969
2020-11-20,55.1000
2020-11-19,56.4070
2020-11-18,56.0064
2020-11-17,57.4808
2020-11-16,56.2001
2020-11-13,53.4541
2020-11-12,51.4261
2020-11-11,52.5999
2020-11-10,54.0562
2020-11-09,52.2062
2020-11-06,47.3961
2020-11-05,47.2397
2020-11-04,45.9155
2020-11-03,46.3372
2020-11-02,45.1021
2020-10-30,44.0500
2020-10-29,44.8299
2020-10-28,44.7931
2020-10-27,46.2251
2020-10-26,47.3941
2020-10-23,48.8072
2020-10-22,49.1835
2020-10-21,47.9860
2020-10-20,48.7159
2020-10-19,48.6864
2020-10-16,48.7370
2020-10-15,48.0517
2020-10-14,47.8319
2020-10-13,47.5929
2020-10-12,48.6270
2020-10-09,48.6228
2020-10-08,48.7536
2020-10-07,48.0606
2020-10-06,47.0102
2020-10-05,49.2552
2020-10-02,48.6116
2020-10-01,48.5666
2020-09-30,48.0388
2020-09-29,47.7029
2020-09-28,48.1586
2020-09-25,46.1145
2020-09-24,43.9642
2020-09-23,44.8661
2020-09-22,45.8765
2020-09-21,45.7806
2020-09-18,46.6420
2020-09-17,47.8181
2020-09-16,47.8040
2020-09-15,47.0064
2020-09-14,47.3385
2020-09-11,46.3153
2020-09-10,45.8033
2020-09-09,46.3301
2020-09-08,46.3808
2020-09-04,48.0968
2020-09-03,47.6628
2020-09-02,48.7149
2020-09-01,48.2154
2020-08-31,48.1637
2020-08-28,48.8429
2020-08-27,48.5571
2020-08-26,48.1490
2020-08-25,48.6140
2020-08-24,49.1965
2020-08-21,47.3144
2020-08-20,47.6485
2020-08-19,47.5944
2020-08-18,47.7440
2020-08-17,48.0183
2020-08-14,48.9581
2020-08-13,48.4120
2020-08-12,48.5198
2020-08-11,49.2296
2020-08-10,49.1176
2020-08-07,47.6416
2020-08-06,47.9581
2020-08-05,48.2579
2020-08-04,46.8153
2020-08-03,46.3698
2020-07-31,45.6899
2020-07-30,46.2211
2020-07-29,46.7688
2020-07-28,47.4240
2020-07-27,47.3297
2020-07-24,47.8032
2020-07-23,48.1611
2020-07-22,48.6038
2020-07-21,48.4425
2020-07-20,47.8605
2020-07-17,48.0169
2020-07-16,48.3970
2020-07-15,49.5658
2020-07-14,48.5135
2020-07-13,47.9385
2020-07-10,48.2805
2020-07-09,47.6029
2020-07-08,48.4222
2020-07-07,48.2682
2020-07-06,49.3549
2020-07-02,48.4608
2020-07-01,48.3992
2020-06-30,48.7465
2020-06-29,50.0686
2020-06-26,46.9861
2020-06-25,47.5585
2020-06-24,47.7704
2020-06-23,49.0962
2020-06-22,49.1727
2020-06-19,48.9902
2020-06-18,49.6035
2020-06-17,49.6324
2020-06-16,50.2322
2020-06-15,49.4504
2020-06-12,49.2870
2020-06-11,46.9954
2020-06-10,50.8516
2020-06-09,52.5373
2020-06-08,54.3601
2020-06-05,51.3460
2020-06-04,48.5388
2020-06-03,46.9576
2020-06-02,43.9502
2020-06-01,43.6474
2020-05-29,42.7730
2020-05-28,43.2442
2020-05-27,43.1979
2020-05-26,42.4628
2020-05-22,41.3446
2020-05-21,41.5059
2020-05-20,40.6283
2020-05-19,40.1824
2020-05-18,40.7025
2020-05-15,38.2848
2020-05-14,38.5361
2020-05-13,38.3757
2020-05-12,38.7371
2020-05-11,39.0951
2020-05-08,39.5346
2020-05-07,38.8219
2020-05-06,37.8035
2020-05-05,38.1277
2020-05-04,38.6845
2020-05-01,38.8597
2020-04-30,39.5632
2020-04-29,39.2788
2020-04-28,38.1920
2020-04-27,37.8209
2020-04-24,37.8464
2020-04-23,38.5909
2020-04-22,38.2142
2020-04-21,38.3273
2020-04-20,38.9319
2020-04-17,39.8101
2020-04-16,37.1685
2020-04-15,38.1432
2020-04-14,37.4614
2020-04-13,37.9829
2020-04-09,38.3557
2020-04-08,37.6953
2020-04-07,36.9911
2020-04-06,37.5565
2020-04-03,34.2343
2020-04-02,34.0571
2020-04-01,34.6002
2020-03-31,35.9965
2020-03-30,36.2405
2020-03-27,37.0015
2020-03-26,38.5141
2020-03-25,35.4734
2020-03-24,30.6936
2020-03-23,26.9247
2020-03-20,25.0024
2020-03-19,25.1675
2020-03-18,25.4222
2020-03-17,26.8392
2020-03-16,27.2045
2020-03-13,30.1929
2020-03-12,27.2283
2020-03-11,30.0128
2020-03-10,34.2114
2020-03-09,33.3749
2020-03-06,37.6733
2020-03-05,37.2317
2020-03-04,40.4956
2020-03-03,39.9284
2020-03-02,41.2619
2020-02-28,37.9368
2020-02-27,39.9150
2020-02-26,43.0132
2020-02-25,42.6585
2020-02-24,45.2796
2020-02-21,47.8954
2020-02-20,49.2125
2020-02-19,49.6708
2020-02-18,49.8013
2020-02-14,50.1599
2020-02-13,50.6773
2020-02-12,51.2464
2020-02-11,50.6067
2020-02-10,50.6605
2020-02-07,48.9782
2020-02-06,49.9647
2020-02-05,47.3254
2020-02-04,44.5226
2020-02-03,44.0350
2020-01-31,44.4833
2020-01-30,45.4891
2020-01-29,45.1800
2020-01-28,43.8490
2020-01-27,43.8566
2020-01-24,45.0992
2020-01-23,43.8272
2020-01-22,41.6119
2020-01-21,42.4271
2020-01-17,44.5364
2020-01-16,46.1746
2020-01-15,45.6253
2020-01-14,46.1604
2020-01-13,45.6385
2020-01-10,45.5657
2020-01-09,46.8831
2020-01-08,45.6919
2020-01-07,46.9180
2020-01-06,46.0685
2020-01-03,45.8333
2020-01-02,45.9455
2019-12-31,44.1361
2019-12-30,44.2590
2019-12-27,44.9763
2019-12-26,44.9248
2019-12-24,45.5087
2019-12-23,46.3814
2019-12-20,44.1796
2019-12-19,45.2278
2019-12-18,44.5669
2019-12-17,43.6982
2019-12-16,43.6982
2019-12-13,46.4876
2019-12-12,47.4218
2019-12-11,48.1839
2019-12-10,47.7178
2019-12-09,48.3901
2019-12-06,48.9785
2019-12-05,47.1391
2019-12-04,47.7733
2019-12-03,48.4280
2019-12-02,49.0584
2019-11-29,51.3843
2019-11-27,51.7824
2019-11-26,53.0006
2019-11-25,52.9257
2019-11-22,52.5771
2019-11-21,51.6158
2019-11-20,52.5684
2019-11-19,51.8059
2019-11-18,52.3246
2019-11-15,52.7920
2019-11-14,51.9892
2019-11-13,51.0386
2019-11-12,51.1149
2019-11-11,51.9318
2019-11-08,48.7949
2019-11-07,50.0607
2019-11-06,49.0036
2019-11-05,49.8224
2019-11-04,48.3367
2019-11-01,47.0783
2019-10-31,45.9231
2019-10-30,47.0966
2019-10-29,47.6535
2019-10-28,45.8949
2019-10-25,45.6616
2019-10-24,46.5459
2019-10-23,45.6610
2019-10-22,44.8882
2019-10-21,43.5532
2019-10-18,45.9284
2019-10-17,51.2311
2019-10-16,52.0226
2019-10-15,51.7036
2019-10-14,52.2174
2019-10-11,52.6191
2019-10-10,51.8005
2019-10-09,52.7019
2019-10-08,52.5261
2019-10-07,53.0746
2019-10-04,52.9087
2019-10-03,52.1929
2019-10-02,51.2505
2019-10-01,52.8949
2019-09-30,54.1368
2019-09-27,54.6805
2019-09-26,55.6034
2019-09-25,55.4773
2019-09-24,54.6449
2019-09-23,53.7851
2019-09-20,54.3004
2019-09-19,55.4137
2019-09-18,55.8515
2019-09-17,55.4647
2019-09-16,54.5194
2019-09-13,54.7130
2019-09-12,53.9863
2019-09-11,55.5319
2019-09-10,53.1113
2019-09-09,51.0312
2019-09-06,51.9206
2019-09-05,51.3894
2019-09-04,50.6431
2019-09-03,50.2240
2019-08-30,52.2154
2019-08-29,51.9548
2019-08-28,51.4220
2019-08-27,50.4024
2019-08-26,51.2698
2019-08-23,50.6851
2019-08-22,50.3769
2019-08-21,47.4784
2019-08-20,45.7024
2019-08-19,46.0786
2019-08-16,45.3555
2019-08-15,44.8220
2019-08-14,43.1387
2019-08-13,45.3645
2019-08-12,45.3792
2019-08-09,46.2284
2019-08-08,45.9705
2019-08-07,44.4512
2019-08-06,44.6386
2019-08-05,44.3399
2019-08-02,45.8213
2019-08-01,44.6987
2019-07-31,45.9178
2019-07-30,47.0643
2019-07-29,45.5254
2019-07-26,46.3988
2019-07-25,46.9684
2019-07-24,49.5417
2019-07-23,51.9767
2019-07-22,52.0521
2019-07-19,52.8986
2019-07-18,49.5849
2019-07-17,51.4196
2019-07-16,49.9589
2019-07-15,49.7093
2019-07-12,50.5149
2019-07-11,49.1405
2019-07-10,47.6318
2019-07-09,47.7956
2019-07-08,47.3531
2019-07-05,48.3189
2019-07-03,48.0142
2019-07-02,47.9471
2019-07-01,48.4012
2019-06-28,49.9221
2019-06-27,49.9242
2019-06-26,52.2030
2019-06-25,51.0767
2019-06-24,52.0760
2019-06-21,51.6492
2019-06-20,52.2945
2019-06-19,51.0484
2019-06-18,52.1899
2019-06-17,48.1818
2019-06-14,46.3934
2019-06-13,46.7406
2019-06-12,46.3167
2019-06-11,46.7753
2019-06-10,47.6742
2019-06-07,47.6521
2019-06-06,46.9820
2019-06-05,46.5679
2019-06-04,45.6592
2019-06-03,44.3728
2019-05-31,44.8669
2019-05-30,46.4046
2019-05-29,46.1704
2019-05-28,47.3220
2019-05-24,47.3258
2019-05-23,46.4073
2019-05-22,46.8174
2019-05-21,47.9288
2019-05-20,46.6907
2019-05-17,47.1014
2019-05-16,46.8528
2019-05-15,45.1473
2019-05-14,44.5927
2019-05-13,43.3692
2019-05-10,46.4353
2019-05-09,46.3192
2019-05-08,46.9741
2019-05-07,46.4496
2019-05-06,49.1672
2019-05-03,50.1395
2019-05-02,50.0079
2019-05-01,50.2046
2019-04-30,50.3775
2019-04-29,50.6385
2019-04-26,50.9697
2019-04-25,51.3499
2019-04-24,50.0156
2019-04-23,49.7507
2019-04-22,49.9579
2019-04-18,50.8424
2019-04-17,50.3945
2019-04-16,51.1467
2019-04-15,50.0578
2019-04-12,50.7987
2019-04-11,49.1252
2019-04-10,48.1740
2019-04-09,48.8774
2019-04-08,49.8305
2019-04-05,53.0514
2019-04-04,53.8209
2019-04-03,51.8856
2019-04-02,53.0635
2019-04-01,53.2191
2019-03-29,51.4307
2019-03-28,50.1424
2019-03-27,50.0997
2019-03-26,49.3917
2019-03-25,49.4060
2019-03-22,47.8679
2019-03-21,49.7506
2019-03-20,50.3888
2019-03-19,49.8918
2019-03-18,49.6837
2019-03-15,50.8922
2019-03-14,49.8791
2019-03-13,50.5691
2019-03-12,50.2653
2019-03-11,54.9729
2019-03-08,60.0179
2019-03-07,60.0227
2019-03-06,60.4723
2019-03-05,61.8240
2019-03-04,62.4451
2019-03-01,64.4015
2019-02-28,64.3103
2019-02-27,63.6859
2019-02-26,62.4510
2019-02-25,62.4750
2019-02-22,62.0719
2019-02-21,61.1333
2019-02-20,62.0568
2019-02-19,61.2932
2019-02-15,61.6865
2019-02-14,60.5028
2019-02-13,60.6741
2019-02-12,60.7052
2019-02-11,59.7292
2019-02-08,59.9361
2019-02-07,59.9913
2019-02-06,60.8064
2019-02-05,60.6810
2019-02-04,58.8537
2019-02-01,57.4464
2019-01-31,57.1750
2019-01-30,57.5927
2019-01-29,54.0162
2019-01-28,53.6907
2019-01-25,53.9279
2019-01-24,52.9456
2019-01-23,53.0091
2019-01-22,52.8935
2019-01-18,54.1495
2019-01-17,53.2512
2019-01-16,52.1049
2019-01-15,52.1370
2019-01-14,51.8334
2019-01-11,52.2723
2019-01-10,52.2271
2019-01-09,50.8440
2019-01-08,50.3141
2019-01-07,48.2570
2019-01-04,48.0823
2019-01-03,45.2358
2019-01-02,47.2620
2018-12-31,47.0260
2018-12-28,45.9182
2018-12-27,46.0354
2018-12-26,45.4594
2018-12-24,41.7037
2018-12-21,43.2371
2018-12-20,44.5504
2018-12-19,45.5881
2018-12-18,46.9926
2018-12-17,44.6499
2018-12-14,45.0787
2018-12-13,46.1937
2018-12-12,46.3979
2018-12-11,45.4961
2018-12-10,46.2023
2018-12-07,45.6027
2018-12-06,47.0271
2018-12-04,48.8531
2018-12-03,52.1200
2018-11-30,49.6242
