Dates,WMA Values
2022-02-17,209.4730
2022-02-16,209.2240
2022-02-15,208.7550
2022-02-14,208.3179
2022-02-11,208.1764
2022-02-10,207.9273
2022-02-09,207.4089
2022-02-08,206.9903
2022-02-07,206.6621
2022-02-04,206.3859
2022-02-03,206.3263
2022-02-02,206.2718
2022-02-01,206.1782
2022-01-31,206.0672
2022-01-28,206.2946
2022-01-27,206.9288
2022-01-26,207.6292
2022-01-25,208.1733
2022-01-24,208.3438
2022-01-21,208.5217
2022-01-20,208.6629
2022-01-19,208.4677
2022-01-18,208.1649
2022-01-14,207.5418
2022-01-13,206.8715
2022-01-12,206.2733
2022-01-11,205.9258
2022-01-10,205.6273
2022-01-07,205.5908
2022-01-06,205.3046
2022-01-05,205.1803
2022-01-04,204.9880
2022-01-03,204.7732
2021-12-31,204.7898
2021-12-30,205.0745
2021-12-29,205.3151
2021-12-28,205.5289
2021-12-27,205.6544
2021-12-23,205.9072
2021-12-22,206.1325
2021-12-21,206.4743
2021-12-20,206.9222
2021-12-17,207.8329
2021-12-16,208.6073
2021-12-15,209.4807
2021-12-14,210.1949
2021-12-13,210.9285
2021-12-10,211.6101
2021-12-09,212.0029
2021-12-08,212.3117
2021-12-07,212.4901
2021-12-06,212.7669
2021-12-03,213.1715
2021-12-02,213.8836
2021-12-01,214.4547
2021-11-30,215.5982
2021-11-29,216.3719
2021-11-26,217.1319
2021-11-24,217.8751
2021-11-23,218.1744
2021-11-22,218.5333
2021-11-19,218.8657
2021-11-18,219.0291
2021-11-17,218.6676
2021-11-16,218.3188
2021-11-15,217.9932
2021-11-12,217.3699
2021-11-11,217.2222
2021-11-10,217.1355
2021-11-09,217.0841
2021-11-08,216.9405
2021-11-05,216.7220
2021-11-04,216.4274
2021-11-03,216.5874
2021-11-02,216.7399
2021-11-01,216.9216
2021-10-29,217.0307
2021-10-28,217.4400
2021-10-27,217.8259
2021-10-26,218.2727
2021-10-25,218.6090
2021-10-22,218.8423
2021-10-21,219.0914
2021-10-20,219.3066
2021-10-19,219.4653
2021-10-18,219.6447
2021-10-15,219.7957
2021-10-14,219.9545
2021-10-13,220.1048
2021-10-12,220.0907
2021-10-11,220.0077
2021-10-08,219.8119
2021-10-07,219.6224
2021-10-06,219.4335
2021-10-05,219.3008
2021-10-04,219.1917
2021-10-01,219.1054
2021-09-30,218.9285
2021-09-29,218.9912
2021-09-28,218.8350
2021-09-27,218.9423
2021-09-24,218.8191
2021-09-23,218.8057
2021-09-22,218.8062
2021-09-21,218.9771
2021-09-20,219.5035
2021-09-17,220.0147
2021-09-16,220.3929
2021-09-15,220.7855
2021-09-14,221.1616
2021-09-13,221.6613
2021-09-10,222.0667
2021-09-09,222.6589
2021-09-08,223.1255
2021-09-07,223.7150
2021-09-03,224.2190
2021-09-02,224.5944
2021-09-01,224.8832
2021-08-31,225.2985
2021-08-30,225.6799
2021-08-27,226.1489
2021-08-26,226.4711
2021-08-25,227.0195
2021-08-24,227.4103
2021-08-23,227.8039
2021-08-20,228.2990
2021-08-19,229.0860
2021-08-18,229.9212
2021-08-17,230.5146
2021-08-16,231.0057
2021-08-13,231.2448
2021-08-12,231.2846
2021-08-11,231.1922
2021-08-10,231.0604
2021-08-09,231.0829
2021-08-06,231.2575
2021-08-05,231.4769
2021-08-04,231.7592
2021-08-03,232.1798
2021-08-02,232.5084
2021-07-30,232.9859
2021-07-29,233.4171
2021-07-28,233.6431
2021-07-27,233.8687
2021-07-26,234.4638
2021-07-23,234.9160
2021-07-22,235.5375
2021-07-21,236.1907
2021-07-20,236.7865
2021-07-19,237.6081
2021-07-16,238.8461
2021-07-15,239.6706
2021-07-14,240.3068
2021-07-13,240.8852
2021-07-12,241.3213
2021-07-09,241.3599
2021-07-08,241.3442
2021-07-07,241.4437
2021-07-06,241.7463
2021-07-02,241.8798
2021-07-01,241.9902
2021-06-30,241.9780
2021-06-29,241.9682
2021-06-28,242.1140
2021-06-25,242.1016
2021-06-24,241.7610
2021-06-23,241.3361
2021-06-22,241.1932
2021-06-21,241.0467
2021-06-18,240.8468
2021-06-17,240.9718
2021-06-16,241.0339
2021-06-15,240.9865
2021-06-14,240.7817
2021-06-11,240.6379
2021-06-10,240.4161
2021-06-09,240.1556
2021-06-08,239.9079
2021-06-07,239.4698
2021-06-04,239.0313
2021-06-03,238.6919
2021-06-02,238.3297
2021-06-01,237.7562
2021-05-28,237.2184
2021-05-27,236.9901
2021-05-26,236.6276
2021-05-25,236.6418
2021-05-24,236.7003
2021-05-21,236.9131
2021-05-20,237.2421
2021-05-19,237.8661
2021-05-18,238.6217
2021-05-17,239.2517
2021-05-14,239.8612
2021-05-13,240.4485
2021-05-12,241.2690
2021-05-11,242.1644
2021-05-10,242.7386
2021-05-07,243.1375
2021-05-06,243.4220
2021-05-05,243.9280
2021-05-04,244.4853
2021-05-03,244.8127
2021-04-30,245.0650
2021-04-29,245.3315
2021-04-28,245.5181
2021-04-27,245.7091
2021-04-26,245.6006
2021-04-23,245.5083
2021-04-22,245.5153
2021-04-21,245.6660
2021-04-20,245.7356
2021-04-19,245.8576
2021-04-16,245.5577
2021-04-15,245.0677
2021-04-14,244.4235
2021-04-13,243.6831
2021-04-12,242.8635
2021-04-09,242.1499
2021-04-08,241.2791
2021-04-07,240.2653
2021-04-06,239.3059
2021-04-05,238.2062
2021-04-01,236.9014
2021-03-31,235.8151
2021-03-30,234.6252
2021-03-29,233.5042
2021-03-26,232.4098
2021-03-25,231.5074
2021-03-24,230.4836
2021-03-23,229.7461
2021-03-22,228.9053
2021-03-19,227.6428
2021-03-18,226.1652
2021-03-17,224.6433
2021-03-16,222.7784
2021-03-15,221.2099
2021-03-12,219.1943
2021-03-11,216.9976
2021-03-10,215.4469
2021-03-09,214.1352
2021-03-08,213.3926
2021-03-05,212.9039
2021-03-04,212.4440
2021-03-03,211.9217
2021-03-02,211.2426
2021-03-01,210.7783
2021-02-26,210.2690
2021-02-25,210.2581
2021-02-24,210.0841
2021-02-23,209.4085
2021-02-22,209.4239
2021-02-19,209.4281
2021-02-18,209.2685
2021-02-17,209.4804
2021-02-16,209.4333
2021-02-12,209.3263
2021-02-11,209.4640
2021-02-10,209.6143
2021-02-09,209.7188
2021-02-08,209.6998
2021-02-05,209.8102
2021-02-04,210.0811
2021-02-03,210.2371
2021-02-02,210.5191
2021-02-01,211.0560
2021-01-29,211.8040
2021-01-28,212.6231
2021-01-27,213.3151
2021-01-26,214.1190
2021-01-25,214.5924
2021-01-22,215.0033
2021-01-21,215.2962
2021-01-20,215.4885
2021-01-19,215.4798
2021-01-15,215.4538
2021-01-14,215.6386
2021-01-13,215.5561
2021-01-12,215.5303
2021-01-11,215.4102
2021-01-08,215.3076
2021-01-07,215.0402
2021-01-06,214.6219
2021-01-05,214.2353
2021-01-04,213.7917
2020-12-31,213.6671
2020-12-30,213.0611
2020-12-29,212.3138
2020-12-28,211.5447
2020-12-24,210.7411
2020-12-23,209.8537
2020-12-22,208.8216
2020-12-21,207.7848
2020-12-18,206.6864
2020-12-17,205.5303
2020-12-16,204.2712
2020-12-15,202.7786
2020-12-14,201.0979
2020-12-11,199.4042
2020-12-10,197.5945
2020-12-09,195.5697
2020-12-08,193.5842
2020-12-07,191.3665
2020-12-04,189.0217
2020-12-03,186.8230
2020-12-02,184.3807
2020-12-01,182.4095
2020-11-30,180.8188
2020-11-27,179.2795
2020-11-25,177.4747
2020-11-24,175.5871
2020-11-23,173.6218
2020-11-20,171.8932
2020-11-19,170.6008
2020-11-18,169.0335
2020-11-17,167.5258
2020-11-16,165.7150
2020-11-13,164.1796
2020-11-12,163.2294
2020-11-11,162.6851
2020-11-10,161.9201
2020-11-09,160.8853
2020-11-06,160.2136
2020-11-05,160.4027
2020-11-04,160.6288
2020-11-03,161.0873
2020-11-02,161.4858
2020-10-30,162.0971
2020-10-29,162.8933
2020-10-28,163.5531
2020-10-27,164.2360
2020-10-26,164.6537
2020-10-23,164.8657
2020-10-22,164.8273
2020-10-21,164.7269
2020-10-20,164.8436
2020-10-19,164.8373
2020-10-16,164.8384
2020-10-15,164.8339
2020-10-14,164.9591
2020-10-13,165.1251
2020-10-12,165.3343
2020-10-09,165.3318
2020-10-08,165.3259
2020-10-07,165.2922
2020-10-06,165.3963
2020-10-05,165.7076
2020-10-02,165.5636
2020-10-01,165.5486
2020-09-30,165.5515
2020-09-29,165.6669
2020-09-28,165.8559
2020-09-25,165.9551
2020-09-24,166.4662
2020-09-23,167.4016
2020-09-22,168.1583
2020-09-21,168.7095
2020-09-18,169.2956
2020-09-17,169.7034
2020-09-16,169.8704
2020-09-15,170.0492
2020-09-14,170.4028
2020-09-11,170.6956
2020-09-10,171.2049
2020-09-09,171.8339
2020-09-08,172.3682
2020-09-04,172.8977
2020-09-03,173.0392
2020-09-02,173.2764
2020-09-01,173.2881
2020-08-31,173.4179
2020-08-28,173.5705
2020-08-27,173.5800
2020-08-26,173.6666
2020-08-25,173.8637
2020-08-24,173.9625
2020-08-21,173.9313
2020-08-20,174.3245
2020-08-19,174.6626
2020-08-18,175.0501
2020-08-17,175.4472
2020-08-14,175.8007
2020-08-13,175.9211
2020-08-12,176.1716
2020-08-11,176.3769
2020-08-10,176.3757
2020-08-07,176.3764
2020-08-06,176.7296
2020-08-05,176.9795
2020-08-04,177.1246
2020-08-03,177.6093
2020-07-31,178.1855
2020-07-30,178.9099
2020-07-29,179.4546
2020-07-28,179.8161
2020-07-27,179.9484
2020-07-24,180.0679
2020-07-23,180.0073
2020-07-22,179.8010
2020-07-21,179.4238
2020-07-20,179.0566
2020-07-17,178.8186
2020-07-16,178.4899
2020-07-15,178.0001
2020-07-14,177.1036
2020-07-13,176.4835
2020-07-10,176.0053
2020-07-09,175.3868
2020-07-08,174.9377
2020-07-07,174.1816
2020-07-06,173.4334
2020-07-02,172.2918
2020-07-01,171.3926
2020-06-30,170.4782
2020-06-29,169.4157
2020-06-26,167.8827
2020-06-25,167.2816
2020-06-24,166.4669
2020-06-23,165.5532
2020-06-22,164.1689
2020-06-19,162.7307
2020-06-18,161.3199
2020-06-17,159.6626
2020-06-16,157.9611
2020-06-15,155.9972
2020-06-12,154.2480
2020-06-11,152.5087
2020-06-10,151.5182
2020-06-09,149.1774
2020-06-08,146.2709
2020-06-05,142.7856
2020-06-04,140.2468
2020-06-03,138.4923
2020-06-02,137.1216
2020-06-01,136.4837
2020-05-29,135.8789
2020-05-28,135.4569
2020-05-27,134.8591
2020-05-26,134.2575
2020-05-22,133.8636
2020-05-21,133.7657
2020-05-20,133.6494
2020-05-19,133.8325
2020-05-18,134.2044
2020-05-15,134.4797
2020-05-14,135.4706
2020-05-13,136.4887
2020-05-12,137.6715
2020-05-11,138.8372
2020-05-08,139.9728
2020-05-07,141.0518
2020-05-06,142.4574
2020-05-05,144.2722
2020-05-04,146.0992
2020-05-01,147.8446
2020-04-30,149.6742
2020-04-29,151.3586
2020-04-28,153.2789
2020-04-27,155.6653
2020-04-24,158.3223
2020-04-23,161.1373
2020-04-22,163.7693
2020-04-21,166.6728
2020-04-20,169.6785
2020-04-17,172.5524
2020-04-16,175.1549
2020-04-15,178.6749
2020-04-14,181.8664
2020-04-13,185.3907
2020-04-09,188.8033
2020-04-08,192.1710
2020-04-07,195.8652
2020-04-06,199.9027
2020-04-03,203.7934
2020-04-02,208.7852
2020-04-01,213.9702
2020-03-31,219.0056
2020-03-30,223.4537
2020-03-27,227.9180
2020-03-26,232.1312
2020-03-25,235.7345
2020-03-24,240.3264
2020-03-23,246.2930
2020-03-20,253.3041
2020-03-19,260.9152
2020-03-18,268.6066
2020-03-17,276.3145
2020-03-16,283.3118
2020-03-13,290.2529
2020-03-12,295.7226
2020-03-11,301.9278
2020-03-10,306.8993
2020-03-09,310.3025
2020-03-06,313.9378
2020-03-05,316.2517
2020-03-04,318.6939
2020-03-03,320.2819
2020-03-02,322.0057
2020-02-28,323.4183
2020-02-27,325.4254
2020-02-26,326.9771
2020-02-25,327.8599
2020-02-24,328.8339
2020-02-21,329.2902
2020-02-20,329.2718
2020-02-19,329.0343
2020-02-18,328.7218
2020-02-14,328.3927
2020-02-13,328.0079
2020-02-12,327.5397
2020-02-11,326.9858
2020-02-10,326.5684
2020-02-07,326.1638
2020-02-06,326.0962
2020-02-05,325.8695
2020-02-04,326.1347
2020-02-03,326.8938
2020-01-31,327.7682
2020-01-30,328.5941
2020-01-29,329.2616
2020-01-28,330.0144
2020-01-27,331.0159
2020-01-24,332.0519
2020-01-23,332.8707
2020-01-22,333.9205
2020-01-21,335.3505
2020-01-17,336.6405
2020-01-16,337.5352
2020-01-15,338.1373
2020-01-14,338.8355
2020-01-13,339.4388
2020-01-10,340.1359
2020-01-09,340.8579
2020-01-08,341.3317
2020-01-07,342.0043
2020-01-06,342.4507
2020-01-03,343.0388
2020-01-02,343.6669
2019-12-31,344.2700
2019-12-30,345.1805
2019-12-27,346.0976
2019-12-26,346.9002
2019-12-24,347.7417
2019-12-23,348.4929
2019-12-20,349.0941
2019-12-19,350.0995
2019-12-18,350.9212
2019-12-17,351.8849
2019-12-16,353.0291
2019-12-13,354.2095
2019-12-12,354.8402
2019-12-11,355.3055
2019-12-10,355.6439
2019-12-09,356.0880
2019-12-06,356.4259
2019-12-05,356.6755
2019-12-04,357.2827
2019-12-03,357.7907
2019-12-02,358.1901
2019-11-29,358.4858
2019-11-27,358.3653
2019-11-26,358.1865
2019-11-25,357.7994
2019-11-22,357.4300
2019-11-21,357.1352
2019-11-20,357.0370
2019-11-19,356.7721
2019-11-18,356.6600
2019-11-15,356.4420
2019-11-14,356.1291
2019-11-13,355.9743
2019-11-12,356.0059
2019-11-11,356.0144
2019-11-08,355.8601
2019-11-07,356.3354
2019-11-06,356.5653
2019-11-05,356.9961
2019-11-04,357.2686
2019-11-01,357.8240
2019-10-31,358.6152
2019-10-30,359.6111
2019-10-29,360.3575
2019-10-28,360.9810
2019-10-25,361.9084
2019-10-24,362.8673
2019-10-23,363.6246
2019-10-22,364.5329
2019-10-21,365.5738
2019-10-18,366.8499
2019-10-17,367.6185
2019-10-16,367.3851
2019-10-15,366.9884
2019-10-14,366.6163
2019-10-11,366.1305
2019-10-10,365.5441
2019-10-09,365.0850
2019-10-08,364.4494
2019-10-07,363.8193
2019-10-04,363.0685
2019-10-03,362.3273
2019-10-02,361.7168
2019-10-01,361.2915
2019-09-30,360.5695
2019-09-27,359.6290
2019-09-26,358.5772
2019-09-25,357.3541
2019-09-24,356.1379
2019-09-23,355.0807
2019-09-20,354.1918
2019-09-19,353.1940
2019-09-18,351.9738
2019-09-17,350.6498
2019-09-16,349.3842
2019-09-13,348.3064
2019-09-12,347.1721
2019-09-11,346.1796
2019-09-10,344.8815
2019-09-09,344.0988
2019-09-06,343.7335
2019-09-05,343.2122
2019-09-04,342.8007
2019-09-03,342.5472
2019-08-30,342.3872
2019-08-29,341.8589
2019-08-28,341.3858
2019-08-27,341.0292
2019-08-26,340.8741
2019-08-23,340.5411
2019-08-22,340.3183
2019-08-21,340.1502
2019-08-20,340.5467
2019-08-19,341.2779
2019-08-16,341.9442
2019-08-15,342.7536
2019-08-14,343.6724
2019-08-13,344.9021
2019-08-12,345.6527
2019-08-09,346.4054
2019-08-08,346.9872
2019-08-07,347.6236
2019-08-06,348.5487
2019-08-05,349.4499
2019-08-02,350.4197
2019-08-01,351.0722
2019-07-31,351.9466
2019-07-30,352.5644
2019-07-29,352.9462
2019-07-26,353.6178
2019-07-25,354.1053
2019-07-24,354.4699
2019-07-23,354.3020
2019-07-22,353.6716
2019-07-19,353.0128
2019-07-18,352.1870
2019-07-17,351.9827
2019-07-16,351.4544
2019-07-15,351.1957
2019-07-12,350.9903
2019-07-11,350.6486
2019-07-10,350.5636
2019-07-09,350.7556
2019-07-08,350.9368
2019-07-05,351.2166
2019-07-03,351.3273
2019-07-02,351.5048
2019-07-01,351.7089
2019-06-28,351.8408
2019-06-27,351.6907
2019-06-26,351.5520
2019-06-25,350.9915
2019-06-24,350.6537
2019-06-21,350.1314
2019-06-20,349.6849
2019-06-19,349.1153
2019-06-18,348.7920
2019-06-17,348.2728
2019-06-14,348.5177
2019-06-13,349.0879
2019-06-12,349.6233
2019-06-11,350.2617
2019-06-10,350.8345
2019-06-07,351.2493
2019-06-06,351.6821
2019-06-05,352.2464
2019-06-04,352.8986
2019-06-03,353.7218
2019-05-31,354.7901
2019-05-30,355.7786
2019-05-29,356.4653
2019-05-28,357.2098
2019-05-24,357.7369
2019-05-23,358.2757
2019-05-22,359.0009
2019-05-21,359.6560
2019-05-20,360.1111
2019-05-17,360.8477
2019-05-16,361.5485
2019-05-15,362.3485
2019-05-14,363.5264
2019-05-13,364.8716
2019-05-10,366.5129
2019-05-09,367.5514
2019-05-08,368.6715
2019-05-07,369.7063
2019-05-06,370.8910
2019-05-03,371.5655
2019-05-02,372.0854
2019-05-01,372.6655
2019-04-30,373.2376
2019-04-29,373.8065
2019-04-26,374.3469
2019-04-25,374.8434
2019-04-24,375.2843
2019-04-23,376.0282
2019-04-22,376.8509
2019-04-18,377.6525
2019-04-17,378.2887
2019-04-16,379.0459
2019-04-15,379.6525
2019-04-12,380.5065
2019-04-11,381.2034
2019-04-10,382.2755
2019-04-09,383.5460
2019-04-08,384.6534
2019-04-05,385.5417
2019-04-04,385.7359
2019-04-03,385.7497
2019-04-02,386.1675
2019-04-01,386.3337
2019-03-29,386.4434
2019-03-28,386.9169
2019-03-27,387.6394
2019-03-26,388.3510
2019-03-25,389.1946
2019-03-22,390.0201
2019-03-21,391.1477
2019-03-20,391.8461
2019-03-19,392.3738
2019-03-18,392.9694
2019-03-15,393.5607
2019-03-14,393.8516
2019-03-13,394.3202
2019-03-12,394.5940
2019-03-11,394.8881
2019-03-08,394.1730
2019-03-07,392.4953
2019-03-06,390.7254
2019-03-05,388.7961
2019-03-04,386.5641
2019-03-01,384.1523
2019-02-28,381.3401
2019-02-27,378.4592
2019-02-26,375.6658
2019-02-25,373.1266
2019-02-22,370.5020
2019-02-21,367.9094
2019-02-20,365.4910
2019-02-19,362.8506
2019-02-15,360.3549
2019-02-14,357.7480
2019-02-13,355.4035
2019-02-12,352.9766
2019-02-11,350.4838
2019-02-08,348.1833
2019-02-07,345.7769
2019-02-06,343.2883
2019-02-05,340.5801
2019-02-04,337.8369
2019-02-01,335.5380
2019-01-31,333.5645
2019-01-30,331.6264
2019-01-29,329.5756
2019-01-28,328.3822
2019-01-25,327.2583
2019-01-24,326.0914
2019-01-23,325.1600
2019-01-22,324.2246
2019-01-18,323.3214
2019-01-17,322.1547
2019-01-16,321.2006
2019-01-15,320.5215
2019-01-14,319.8363
2019-01-11,319.2212
2019-01-10,318.4949
2019-01-09,317.7835
2019-01-08,317.4206
2019-01-07,317.1930
2019-01-04,317.4541
2019-01-03,317.7754
2019-01-02,318.7465
2018-12-31,319.2515
2018-12-28,319.8379
2018-12-27,320.6957
2018-12-26,321.5552
2018-12-24,322.5709
2018-12-21,324.3876
2018-12-20,325.8549
2018-12-19,327.0521
2018-12-18,328.0508
2018-12-17,328.7683
2018-12-14,329.9954
2018-12-13,331.1773
2018-12-12,332.1482
2018-12-11,333.1137
2018-12-10,334.2934
2018-12-07,335.3385
2018-12-06,336.5335
2018-12-04,337.4234
2018-12-03,337.9274
2018-11-30,337.7741
