Dates,T3 Values
2023-03-16,204.9995
2023-03-15,205.4752
2023-03-14,205.8890
2023-03-13,206.1593
2023-03-10,206.4393
2023-03-09,206.6043
2023-03-08,206.6347
2023-03-07,206.5605
2023-03-06,206.5914
2023-03-03,206.8511
2023-03-02,207.5069
2023-03-01,208.5999
2023-02-28,209.9257
2023-02-27,211.2522
2023-02-24,212.4024
2023-02-23,213.2543
2023-02-22,213.7457
2023-02-21,214.0260
2023-02-17,213.9991
2023-02-16,213.6931
2023-02-15,213.2834
2023-02-14,212.8649
2023-02-13,212.6087
2023-02-10,212.5467
2023-02-09,212.6126
2023-02-08,212.7524
2023-02-07,212.9631
2023-02-06,213.2630
2023-02-03,213.5854
2023-02-02,213.7091
2023-02-01,213.6337
2023-01-31,213.4729
2023-01-30,213.3304
2023-01-27,213.1314
2023-01-26,212.8038
2023-01-25,212.3897
2023-01-24,211.9122
2023-01-23,211.3346
2023-01-20,210.5787
2023-01-19,209.5296
2023-01-18,208.0911
2023-01-17,206.2971
2023-01-13,204.2600
2023-01-12,202.1095
2023-01-11,199.9749
2023-01-10,197.8943
2023-01-09,195.8189
2023-01-06,193.8709
2023-01-05,192.2559
2023-01-04,191.1298
2023-01-03,190.3559
2022-12-30,189.8654
2022-12-29,189.4280
2022-12-28,188.9100
2022-12-27,188.2700
2022-12-23,187.5130
2022-12-22,186.6854
2022-12-21,185.8243
2022-12-20,185.0021
2022-12-19,184.3690
2022-12-16,183.7414
2022-12-15,183.0742
2022-12-14,182.3833
2022-12-13,181.7300
2022-12-12,181.2563
2022-12-09,180.9435
2022-12-08,180.7210
2022-12-07,180.4177
2022-12-06,180.0126
2022-12-05,179.4964
2022-12-02,178.9990
2022-12-01,178.6754
2022-11-30,178.4270
2022-11-29,178.0926
2022-11-28,177.6902
2022-11-25,177.0901
2022-11-23,176.2244
2022-11-22,175.1790
2022-11-21,173.8097
2022-11-18,172.0268
2022-11-17,169.8216
2022-11-16,167.2058
2022-11-15,164.1875
2022-11-14,160.8570
2022-11-11,157.3881
2022-11-10,153.9237
2022-11-09,150.7183
2022-11-08,147.8841
2022-11-07,145.3848
2022-11-04,143.3548
2022-11-03,141.7654
2022-11-02,140.5462
2022-11-01,139.5876
2022-10-31,138.6575
2022-10-28,137.6669
2022-10-27,136.6046
2022-10-26,135.4697
2022-10-25,134.1649
2022-10-24,132.6952
2022-10-21,131.3940
2022-10-20,130.2104
2022-10-19,129.1751
2022-10-18,128.2938
2022-10-17,127.6000
2022-10-14,127.1078
2022-10-13,126.8089
2022-10-12,126.6672
2022-10-11,126.6960
2022-10-10,126.9087
2022-10-07,127.3882
2022-10-06,128.1889
2022-10-05,129.3357
2022-10-04,130.9239
2022-10-03,132.9480
2022-09-30,135.3276
2022-09-29,137.7773
2022-09-28,140.1364
2022-09-27,142.4583
2022-09-26,144.7684
2022-09-23,146.8081
2022-09-22,148.5131
2022-09-21,149.9676
2022-09-20,151.3302
2022-09-19,152.6723
2022-09-16,153.9875
2022-09-15,155.1953
2022-09-14,156.2719
2022-09-13,157.3021
2022-09-12,158.2566
2022-09-09,159.1748
2022-09-08,160.3132
2022-09-07,161.6137
2022-09-06,163.0025
2022-09-02,164.3245
2022-09-01,165.4094
2022-08-31,166.2040
2022-08-30,166.7705
2022-08-29,167.2714
2022-08-26,167.7739
2022-08-25,168.3472
2022-08-24,168.9717
2022-08-23,169.6536
2022-08-22,170.1484
2022-08-19,170.2971
2022-08-18,170.0651
2022-08-17,169.5694
2022-08-16,168.9449
2022-08-15,168.2073
2022-08-12,167.4773
2022-08-11,166.7249
2022-08-10,165.9334
2022-08-09,165.0607
2022-08-08,164.1073
2022-08-05,162.9922
2022-08-04,161.7594
2022-08-03,160.4358
2022-08-02,159.0966
2022-08-01,157.7716
2022-07-29,156.4458
2022-07-28,155.1968
2022-07-27,153.7926
2022-07-26,152.2152
2022-07-25,150.4252
2022-07-22,148.4901
2022-07-21,146.5386
2022-07-20,144.7394
2022-07-19,143.2492
2022-07-18,142.0542
2022-07-15,141.1062
2022-07-14,140.2665
2022-07-13,139.5822
2022-07-12,139.0628
2022-07-11,138.6675
2022-07-08,138.4021
2022-07-07,138.0392
2022-07-06,137.6222
2022-07-05,137.1389
2022-07-01,136.5145
2022-06-30,135.8000
2022-06-29,135.0395
2022-06-28,134.2009
2022-06-27,133.3703
2022-06-24,132.6100
2022-06-23,131.9858
2022-06-22,131.5633
2022-06-21,131.2402
2022-06-17,131.1328
2022-06-16,131.2446
2022-06-15,131.5210
2022-06-14,131.7792
2022-06-13,131.8022
2022-06-10,131.1682
2022-06-09,129.7681
2022-06-08,127.9417
2022-06-07,125.9661
2022-06-06,124.0933
2022-06-03,122.4657
2022-06-02,121.1814
2022-06-01,120.3644
2022-05-31,120.0839
2022-05-27,120.2149
2022-05-26,120.8540
2022-05-25,122.0224
2022-05-24,123.5798
2022-05-23,125.3768
2022-05-20,127.3787
2022-05-19,129.6772
2022-05-18,132.2364
2022-05-17,135.1865
2022-05-16,138.4757
2022-05-13,142.1040
2022-05-12,145.7651
2022-05-11,149.3564
2022-05-10,152.6813
2022-05-09,155.7826
2022-05-06,158.6703
2022-05-05,161.4089
2022-05-04,164.3273
2022-05-03,167.4147
2022-05-02,170.6441
2022-04-29,173.7011
2022-04-28,176.2613
2022-04-27,178.1712
2022-04-26,179.4225
2022-04-25,180.0371
2022-04-22,180.3449
2022-04-21,180.5721
2022-04-20,180.8082
2022-04-19,181.2167
2022-04-18,181.9049
2022-04-14,182.9047
2022-04-13,184.0795
2022-04-12,185.4298
2022-04-11,186.8356
2022-04-08,188.0127
2022-04-07,188.8086
2022-04-06,189.1310
2022-04-05,188.9655
2022-04-04,188.3206
2022-04-01,187.3416
2022-03-31,186.2434
2022-03-30,185.0606
2022-03-29,183.8781
2022-03-28,182.7999
2022-03-25,181.7940
2022-03-24,180.7758
2022-03-23,179.8193
2022-03-22,178.9919
2022-03-21,178.3617
2022-03-18,178.1502
2022-03-17,178.4290
2022-03-16,179.4663
2022-03-15,181.2574
2022-03-14,183.7216
2022-03-11,186.5881
2022-03-10,189.7023
2022-03-09,192.9967
2022-03-08,196.3645
2022-03-07,199.5754
2022-03-04,202.3077
2022-03-03,204.4025
2022-03-02,206.1036
2022-03-01,207.5863
2022-02-28,208.9818
2022-02-25,210.2096
2022-02-24,211.3650
2022-02-23,212.1867
2022-02-22,212.4523
2022-02-18,212.0503
2022-02-17,211.0846
2022-02-16,209.8535
2022-02-15,208.5409
2022-02-14,207.2976
2022-02-11,206.0973
2022-02-10,204.8723
2022-02-09,203.8374
2022-02-08,203.2432
2022-02-07,203.1164
2022-02-04,203.4809
2022-02-03,204.3521
2022-02-02,205.6743
2022-02-01,207.4944
2022-01-31,209.8055
2022-01-28,212.4370
2022-01-27,214.9401
2022-01-26,216.8812
2022-01-25,218.0963
2022-01-24,218.5986
2022-01-21,218.4825
2022-01-20,217.6759
2022-01-19,216.2446
2022-01-18,214.4554
2022-01-14,212.5093
2022-01-13,210.6819
2022-01-12,209.0432
2022-01-11,207.5451
2022-01-10,206.0576
2022-01-07,204.5520
2022-01-06,202.9752
2022-01-05,201.5217
2022-01-04,200.1882
2022-01-03,199.0816
2021-12-31,198.2126
2021-12-30,197.4407
2021-12-29,196.6812
2021-12-28,196.0551
2021-12-27,195.6886
2021-12-23,195.7041
2021-12-22,196.1012
2021-12-21,196.9073
2021-12-20,198.0054
2021-12-17,199.1995
2021-12-16,200.1769
2021-12-15,200.9517
2021-12-14,201.4579
2021-12-13,201.7823
2021-12-10,201.9711
2021-12-09,202.1993
2021-12-08,202.7700
2021-12-07,203.8636
2021-12-06,205.6054
2021-12-03,207.9196
2021-12-02,210.6287
2021-12-01,213.4500
2021-11-30,216.2171
2021-11-29,218.4882
2021-11-26,220.3168
2021-11-24,221.5691
2021-11-23,222.1930
2021-11-22,222.3124
2021-11-19,221.8074
2021-11-18,220.7095
2021-11-17,219.2386
2021-11-16,217.7563
2021-11-15,216.3240
2021-11-12,215.0299
2021-11-11,214.0057
2021-11-10,213.0055
2021-11-09,212.0621
2021-11-08,211.2727
2021-11-05,210.8136
2021-11-04,210.8153
2021-11-03,211.2936
2021-11-02,212.0207
2021-11-01,213.0240
2021-10-29,214.2855
2021-10-28,215.7531
2021-10-27,217.1954
2021-10-26,218.5654
2021-10-25,219.8051
2021-10-22,220.9587
2021-10-21,222.0442
2021-10-20,223.0156
2021-10-19,223.8507
2021-10-18,224.5167
2021-10-15,224.9363
2021-10-14,225.0578
2021-10-13,224.8318
2021-10-12,224.2683
2021-10-11,223.4765
2021-10-08,222.5274
2021-10-07,221.5049
2021-10-06,220.4265
2021-10-05,219.3064
2021-10-04,218.1353
2021-10-01,216.9374
2021-09-30,215.7547
2021-09-29,214.6568
2021-09-28,213.6006
2021-09-27,212.7500
2021-09-24,212.0694
2021-09-23,211.7542
2021-09-22,211.7848
2021-09-21,212.1294
2021-09-20,212.6219
2021-09-17,213.0683
2021-09-16,213.5219
2021-09-15,214.0755
2021-09-14,214.7242
2021-09-13,215.4523
2021-09-10,216.1833
2021-09-09,216.9207
2021-09-08,217.5518
2021-09-07,218.1192
2021-09-03,218.5816
2021-09-02,219.0511
2021-09-01,219.6549
2021-08-31,220.4527
2021-08-30,221.3997
2021-08-27,222.5261
2021-08-26,223.8087
2021-08-25,225.2920
2021-08-24,226.8455
2021-08-23,228.4960
2021-08-20,230.0969
2021-08-19,231.3817
2021-08-18,232.0313
2021-08-17,231.9601
2021-08-16,231.2870
2021-08-13,230.1300
2021-08-12,228.7308
2021-08-11,227.3104
2021-08-10,226.0311
2021-08-09,224.9495
2021-08-06,223.9966
2021-08-05,223.1189
2021-08-04,222.3142
2021-08-03,221.5655
2021-08-02,220.8565
2021-07-30,220.2856
2021-07-29,219.8714
2021-07-28,219.7844
2021-07-27,220.2279
2021-07-26,221.2059
2021-07-23,222.5668
2021-07-22,224.3786
2021-07-21,226.5136
2021-07-20,228.8851
2021-07-19,231.3485
2021-07-16,233.5632
2021-07-15,235.2438
2021-07-14,236.5808
2021-07-13,237.6413
2021-07-12,238.4752
2021-07-09,239.2412
2021-07-08,240.1700
2021-07-07,241.2285
2021-07-06,242.2681
2021-07-02,243.1559
2021-07-01,243.9588
2021-06-30,244.6688
2021-06-29,245.3092
2021-06-28,245.8274
2021-06-25,246.1846
2021-06-24,246.5776
2021-06-23,247.2361
2021-06-22,248.1548
2021-06-21,249.1368
2021-06-18,250.1198
2021-06-17,250.9892
2021-06-16,251.4796
2021-06-15,251.5768
2021-06-14,251.3048
2021-06-11,250.6846
2021-06-10,249.6390
2021-06-09,248.1825
2021-06-08,246.3255
2021-06-07,244.1048
2021-06-04,241.6603
2021-06-03,239.0337
2021-06-02,236.2756
2021-06-01,233.5744
2021-05-28,231.1944
2021-05-27,229.2186
2021-05-26,227.6320
2021-05-25,226.5871
2021-05-24,225.9719
2021-05-21,225.8331
2021-05-20,226.1169
2021-05-19,226.7247
2021-05-18,227.4725
2021-05-17,228.3073
2021-05-14,229.2917
2021-05-13,230.3922
2021-05-12,231.5198
2021-05-11,232.4901
2021-05-10,233.3091
2021-05-07,234.1978
2021-05-06,235.2489
2021-05-05,236.4466
2021-05-04,237.6199
2021-05-03,238.7501
2021-04-30,239.9581
2021-04-29,241.2591
2021-04-28,242.6311
2021-04-27,244.1102
2021-04-26,245.7203
2021-04-23,247.5669
2021-04-22,249.5050
2021-04-21,251.3094
2021-04-20,252.7631
2021-04-19,253.7933
2021-04-16,254.3651
2021-04-15,254.7096
2021-04-14,254.9211
2021-04-13,255.0595
2021-04-12,255.1367
2021-04-09,255.1326
2021-04-08,254.9823
2021-04-07,254.7855
2021-04-06,254.6218
2021-04-05,254.5068
2021-04-01,254.5707
2021-03-31,254.8948
2021-03-30,255.3388
2021-03-29,255.8838
2021-03-26,256.3620
2021-03-25,256.5669
2021-03-24,256.2074
2021-03-23,255.1141
2021-03-22,253.0026
2021-03-19,249.9473
2021-03-18,246.2388
2021-03-17,242.0893
2021-03-16,237.7147
2021-03-15,233.4772
2021-03-12,229.5430
2021-03-11,226.4322
2021-03-10,224.2936
2021-03-09,222.7739
2021-03-08,221.6548
2021-03-05,220.5698
2021-03-04,219.3973
2021-03-03,218.1877
2021-03-02,217.0547
2021-03-01,216.0910
2021-02-26,215.1837
2021-02-25,214.2951
2021-02-24,213.2171
2021-02-23,212.1613
2021-02-22,211.3145
2021-02-19,210.2841
2021-02-18,209.1176
2021-02-17,207.8836
2021-02-16,206.4612
2021-02-12,205.0679
2021-02-11,203.7492
2021-02-10,202.4309
2021-02-09,201.2174
2021-02-08,200.2720
2021-02-05,199.7545
2021-02-04,199.6671
2021-02-03,200.0122
2021-02-02,200.8572
2021-02-01,202.0516
2021-01-29,203.3423
2021-01-28,204.5189
2021-01-27,205.4778
2021-01-26,206.2078
2021-01-25,206.6518
2021-01-22,206.9944
2021-01-21,207.2907
2021-01-20,207.6370
2021-01-19,208.1233
2021-01-15,208.8446
2021-01-14,209.7452
2021-01-13,210.7118
2021-01-12,211.8513
2021-01-11,213.0971
2021-01-08,214.4607
2021-01-07,215.9238
2021-01-06,217.5630
2021-01-05,219.3944
2021-01-04,221.3119
2020-12-31,223.2155
2020-12-30,224.9361
2020-12-29,226.7168
2020-12-28,228.5613
2020-12-24,230.3908
2020-12-23,232.1307
2020-12-22,233.7247
2020-12-21,235.1086
2020-12-18,236.1335
2020-12-17,236.6839
2020-12-16,236.6678
2020-12-15,236.0608
2020-12-14,234.9204
2020-12-11,233.2737
2020-12-10,231.0968
2020-12-09,228.4752
2020-12-08,225.5529
2020-12-07,222.4057
2020-12-04,219.2602
2020-12-03,216.2273
2020-12-02,213.2679
2020-12-01,210.3965
2020-11-30,207.2136
2020-11-27,203.4765
2020-11-25,199.2427
2020-11-24,194.7575
2020-11-23,190.1514
2020-11-20,185.4862
2020-11-19,180.6509
2020-11-18,175.5990
2020-11-17,170.7118
2020-11-16,166.2427
2020-11-13,162.5223
2020-11-12,159.4688
2020-11-11,156.8931
2020-11-10,154.8712
2020-11-09,153.8232
2020-11-06,153.9827
2020-11-05,155.0548
2020-11-04,156.5428
2020-11-03,158.3703
2020-11-02,160.3453
2020-10-30,162.3528
2020-10-29,164.0990
2020-10-28,165.3667
2020-10-27,166.1359
2020-10-26,166.3885
2020-10-23,166.3129
2020-10-22,166.0895
2020-10-21,165.8819
2020-10-20,165.6976
2020-10-19,165.4417
2020-10-16,165.1923
2020-10-15,164.9312
2020-10-14,164.6150
2020-10-13,164.1369
2020-10-12,163.4619
2020-10-09,162.6116
2020-10-08,161.7276
2020-10-07,160.8296
2020-10-06,159.9294
2020-10-05,158.9801
2020-10-02,158.0355
2020-10-01,157.4521
2020-09-30,157.2534
2020-09-29,157.5008
2020-09-28,158.1824
2020-09-25,159.2704
2020-09-24,160.6796
2020-09-23,162.0185
2020-09-22,163.0213
2020-09-21,163.8018
2020-09-18,164.4769
2020-09-17,165.0922
2020-09-16,165.8334
2020-09-15,166.8575
2020-09-14,168.1166
2020-09-11,169.4685
2020-09-10,170.8253
2020-09-09,171.9464
2020-09-08,172.7009
2020-09-04,173.1093
2020-09-03,173.2124
2020-09-02,173.2174
2020-09-01,173.1045
2020-08-31,172.9934
2020-08-28,172.8297
2020-08-27,172.6463
2020-08-26,172.5333
2020-08-25,172.4495
2020-08-24,172.3704
2020-08-21,172.3575
2020-08-20,172.3723
2020-08-19,172.1245
2020-08-18,171.6212
2020-08-17,170.8491
2020-08-14,169.8698
2020-08-13,168.8157
2020-08-12,167.8810
2020-08-11,167.0992
2020-08-10,166.6339
2020-08-07,166.6797
2020-08-06,167.2315
2020-08-05,168.1410
2020-08-04,169.4751
2020-08-03,171.1639
2020-07-31,172.8720
2020-07-30,174.3988
2020-07-29,175.5807
2020-07-28,176.4705
2020-07-27,177.1409
2020-07-24,177.6646
2020-07-23,178.0357
2020-07-22,178.3577
2020-07-21,178.7154
2020-07-20,179.1641
2020-07-17,179.6380
2020-07-16,180.0617
2020-07-15,180.5313
2020-07-14,181.2071
2020-07-13,182.2434
2020-07-10,183.3997
2020-07-09,184.5563
2020-07-08,185.7230
2020-07-07,186.8201
2020-07-06,188.0191
2020-07-02,189.3592
2020-07-01,190.9946
2020-06-30,192.7416
2020-06-29,194.5855
2020-06-26,196.5528
2020-06-25,198.5705
2020-06-24,199.9222
2020-06-23,200.5915
2020-06-22,200.5665
2020-06-19,199.9816
2020-06-18,198.7197
2020-06-17,196.6680
2020-06-16,193.8479
2020-06-15,190.1804
2020-06-12,185.6192
2020-06-11,179.9030
2020-06-10,172.9816
2020-06-09,164.9676
2020-06-08,157.2322
2020-06-05,150.6499
2020-06-04,145.7312
2020-06-03,141.9941
2020-06-02,139.0152
2020-06-01,136.5045
2020-05-29,134.0825
2020-05-28,131.7942
2020-05-27,129.6861
2020-05-26,127.9938
2020-05-22,126.8011
2020-05-21,126.0611
2020-05-20,125.7089
2020-05-19,125.8129
2020-05-18,126.2753
2020-05-15,127.0570
2020-05-14,128.1341
2020-05-13,129.1159
2020-05-12,130.0237
2020-05-11,130.8480
2020-05-08,131.6992
2020-05-07,132.6643
2020-05-06,133.7476
2020-05-05,134.7200
2020-05-04,135.4063
2020-05-01,135.9209
2020-04-30,136.4351
2020-04-29,137.0444
2020-04-28,137.8595
2020-04-27,138.6796
2020-04-24,139.1901
2020-04-23,139.2344
2020-04-22,138.7895
2020-04-21,137.9710
2020-04-20,136.6948
2020-04-17,135.0528
2020-04-16,133.2674
2020-04-15,131.4484
2020-04-14,129.2339
2020-04-13,126.9337
2020-04-09,124.5807
2020-04-08,122.4595
2020-04-07,120.7236
2020-04-06,119.2817
2020-04-03,118.0451
2020-04-02,116.9995
2020-04-01,115.6487
2020-03-31,114.2770
2020-03-30,113.6172
2020-03-27,114.7079
2020-03-26,118.3604
2020-03-25,125.4770
2020-03-24,136.6068
2020-03-23,150.9678
2020-03-20,167.3506
2020-03-19,184.6427
2020-03-18,201.9611
2020-03-17,218.6910
2020-03-16,234.3365
2020-03-13,248.7425
2020-03-12,261.5651
2020-03-11,272.9925
2020-03-10,282.3988
2020-03-09,290.4570
2020-03-06,297.8190
2020-03-05,304.3715
2020-03-04,310.7088
2020-03-03,316.6986
2020-03-02,322.5683
2020-02-28,327.9402
2020-02-27,332.5308
2020-02-26,335.7492
2020-02-25,337.7023
2020-02-24,338.5554
2020-02-21,338.2111
2020-02-20,336.9886
2020-02-19,335.1774
2020-02-18,332.9220
2020-02-14,330.3088
2020-02-13,327.4492
2020-02-12,324.5343
2020-02-11,321.8046
2020-02-10,319.4878
2020-02-07,317.6971
2020-02-06,316.5617
2020-02-05,316.0503
2020-02-04,316.2416
2020-02-03,316.7934
2020-01-31,317.4378
2020-01-30,318.1770
2020-01-29,319.1227
2020-01-28,320.3756
2020-01-27,321.8368
2020-01-24,323.3344
2020-01-23,324.8239
2020-01-22,326.2765
2020-01-21,327.3664
2020-01-17,327.8263
2020-01-16,327.7933
2020-01-15,327.5540
2020-01-14,327.2694
2020-01-13,326.9003
2020-01-10,326.4977
2020-01-09,326.0447
2020-01-08,325.6239
2020-01-07,325.4185
2020-01-06,325.4189
2020-01-03,325.7960
2020-01-02,326.5023
2019-12-31,327.5273
2019-12-30,328.8294
2019-12-27,330.2414
2019-12-26,331.8166
2019-12-24,333.6623
2019-12-23,335.8129
2019-12-20,338.3458
2019-12-19,341.2463
2019-12-18,344.2304
2019-12-17,347.2673
2019-12-16,350.1174
2019-12-13,352.5933
2019-12-12,354.7328
2019-12-11,356.8628
2019-12-10,359.0557
2019-12-09,361.3067
2019-12-06,363.4850
2019-12-05,365.5289
2019-12-04,367.2637
2019-12-03,368.3324
2019-12-02,368.6766
2019-11-29,368.2967
2019-11-27,367.2900
2019-11-26,365.9156
2019-11-25,364.2600
2019-11-22,362.4552
2019-11-21,360.4803
2019-11-20,358.2789
2019-11-19,355.8021
2019-11-18,353.1935
2019-11-15,350.4754
2019-11-14,347.8273
2019-11-13,345.3812
2019-11-12,343.1295
2019-11-11,341.1034
2019-11-08,339.4605
2019-11-07,338.3203
2019-11-06,337.4914
2019-11-05,337.2341
2019-11-04,337.5784
2019-11-01,338.6531
2019-10-31,340.3020
2019-10-30,342.4046
2019-10-29,344.9238
2019-10-28,348.0149
2019-10-25,351.6306
2019-10-24,355.4720
2019-10-23,359.3734
2019-10-22,363.1723
2019-10-21,366.4651
2019-10-18,368.8998
2019-10-17,370.3176
2019-10-16,371.1526
2019-10-15,371.9942
2019-10-14,372.9030
2019-10-11,373.8529
2019-10-10,374.8881
2019-10-09,376.0024
2019-10-08,377.1048
2019-10-07,378.2457
2019-10-04,379.3609
2019-10-03,380.4028
2019-10-02,381.2009
2019-10-01,381.5331
2019-09-30,381.2751
2019-09-27,380.6088
2019-09-26,379.6728
2019-09-25,378.5457
2019-09-24,377.2932
2019-09-23,375.8308
2019-09-20,374.0043
2019-09-19,371.7500
2019-09-18,369.2240
2019-09-17,366.6411
2019-09-16,364.1180
2019-09-13,361.6650
2019-09-12,359.2695
2019-09-11,357.0416
2019-09-10,355.0043
2019-09-09,353.2481
2019-09-06,351.3853
2019-09-05,349.1868
2019-09-04,346.7223
2019-09-03,343.9150
2019-08-30,340.7365
2019-08-29,337.3231
2019-08-28,334.0386
2019-08-27,331.0022
2019-08-26,328.3221
2019-08-23,326.1306
2019-08-22,324.7179
2019-08-21,324.1484
2019-08-20,324.3698
2019-08-19,325.0445
2019-08-16,326.0187
2019-08-15,327.3113
2019-08-14,328.7984
2019-08-13,330.3726
2019-08-12,331.9659
2019-08-09,333.9023
2019-08-08,336.2267
2019-08-07,338.9967
2019-08-06,342.0542
2019-08-05,345.1293
2019-08-02,348.1129
2019-08-01,350.8762
2019-07-31,353.4164
2019-07-30,355.4863
2019-07-29,357.0829
2019-07-26,358.1007
2019-07-25,358.2449
2019-07-24,357.5820
2019-07-23,356.3095
2019-07-22,354.9087
2019-07-19,353.7701
2019-07-18,353.0181
2019-07-17,352.7283
2019-07-16,352.6648
2019-07-15,353.0496
2019-07-12,353.7836
2019-07-11,354.8882
2019-07-10,356.3713
2019-07-09,357.9653
2019-07-08,359.4132
2019-07-05,360.5986
2019-07-03,361.3675
2019-07-02,361.6674
2019-07-01,361.3241
2019-06-28,360.2482
2019-06-27,358.4923
2019-06-26,356.2447
2019-06-25,353.6307
2019-06-24,350.9628
2019-06-21,348.2778
2019-06-20,345.8389
2019-06-19,343.7914
2019-06-18,342.3302
2019-06-17,341.4379
2019-06-14,341.1372
2019-06-13,340.9411
2019-06-12,340.6878
2019-06-11,340.4302
2019-06-10,340.1945
2019-06-07,340.1242
2019-06-06,340.3627
2019-06-05,340.8950
2019-06-04,341.6025
2019-06-03,342.3415
2019-05-31,342.9081
2019-05-30,343.1551
2019-05-29,343.1965
2019-05-28,343.2457
2019-05-24,343.3652
2019-05-23,343.7426
2019-05-22,344.4112
2019-05-21,345.3685
2019-05-20,346.7772
2019-05-17,348.7849
2019-05-16,351.2745
2019-05-15,354.2181
2019-05-14,357.3920
2019-05-13,360.4027
2019-05-10,362.9868
2019-05-09,364.9722
2019-05-08,366.6018
2019-05-07,367.7421
2019-05-06,368.3679
2019-05-03,368.4735
2019-05-02,368.3972
2019-05-01,368.2342
2019-04-30,367.9774
2019-04-29,367.6728
2019-04-26,367.3811
2019-04-25,367.1791
2019-04-24,367.1282
2019-04-23,367.2174
2019-04-22,367.2650
2019-04-18,367.2609
2019-04-17,367.2824
2019-04-16,367.4421
2019-04-15,367.6960
2019-04-12,368.0552
2019-04-11,368.3018
2019-04-10,368.3257
2019-04-09,367.7511
2019-04-08,366.4361
2019-04-05,364.5798
2019-04-04,362.5725
2019-04-03,361.0089
2019-04-02,360.1058
2019-04-01,359.8623
2019-03-29,360.6007
2019-03-28,362.4010
2019-03-27,365.0765
2019-03-26,368.5161
2019-03-25,372.6988
2019-03-22,377.4966
2019-03-21,382.8039
2019-03-20,388.4249
2019-03-19,394.4884
2019-03-18,400.8445
2019-03-15,407.1442
2019-03-14,413.0404
2019-03-13,418.2273
2019-03-12,422.1684
2019-03-11,424.6058
2019-03-08,425.4572
2019-03-07,425.2961
2019-03-06,424.5384
2019-03-05,423.1471
2019-03-04,421.2110
2019-03-01,418.9477
2019-02-28,416.5694
2019-02-27,414.3466
2019-02-26,412.2969
2019-02-25,410.3078
2019-02-22,408.2181
2019-02-21,406.0337
2019-02-20,403.6764
2019-02-19,401.0515
2019-02-15,398.2441
2019-02-14,395.1611
2019-02-13,391.8112
2019-02-12,388.0531
2019-02-11,383.9586
2019-02-08,379.5780
2019-02-07,374.9108
2019-02-06,370.1924
2019-02-05,365.6977
2019-02-04,361.7280
2019-02-01,358.3582
2019-01-31,355.3904
2019-01-30,352.7405
2019-01-29,350.4461
2019-01-28,348.4209
2019-01-25,346.1352
2019-01-24,343.5476
2019-01-23,340.6520
2019-01-22,337.3475
2019-01-18,333.7133
2019-01-17,329.8683
2019-01-16,326.0226
2019-01-15,322.1167
2019-01-14,318.1462
2019-01-11,314.3091
2019-01-10,310.8186
2019-01-09,307.9634
2019-01-08,305.8865
2019-01-07,304.5239
2019-01-04,303.8383
2019-01-03,303.6158
2019-01-02,303.8220
2018-12-31,304.2746
2018-12-28,305.3309
2018-12-27,306.9496
2018-12-26,308.9572
2018-12-24,311.2168
2018-12-21,313.3815
2018-12-20,314.9655
2018-12-19,316.2018
2018-12-18,317.2892
2018-12-17,318.3582
2018-12-14,319.4316
2018-12-13,320.1698
2018-12-12,320.5916
2018-12-11,320.7584
2018-12-10,320.5783
2018-12-07,319.9168
2018-12-06,318.8835
2018-12-04,317.6196
2018-12-03,316.6640
2018-11-30,316.6484
