Dates,STOCH Values
2014-04-23,93.3821
2014-04-22,93.3539
2014-04-21,97.8459
2014-04-17,86.5206
2014-04-16,88.8336
2014-04-15,71.3363
2014-04-14,72.8822
2014-04-11,55.7754
2014-04-10,52.2931
2014-04-09,43.9218
2014-04-08,42.1508
2014-04-07,36.0011
2014-04-04,37.3215
2014-04-03,28.3352
2014-04-02,28.5310
2014-04-01,19.9536
2014-03-31,19.1532
2014-03-28,14.3675
2014-03-27,12.1765
2014-03-26,13.1753
2014-03-25,11.7727
2014-03-24,13.3311
2014-03-21,15.5768
2014-03-20,21.2230
2014-03-19,12.6439
2014-03-18,34.6099
2014-03-17,35.4483
2014-03-14,58.9636
2014-03-13,55.7374
2014-03-12,75.3248
2014-03-11,85.7053
2014-03-10,84.1062
2014-03-07,84.5319
2014-03-06,79.7968
2014-03-05,82.0814
2014-03-04,78.3750
2014-03-03,72.7770
2014-02-28,77.3522
2014-02-27,80.2665
2014-02-26,78.4640
2014-02-25,79.0132
2014-02-24,68.5818
2014-02-21,76.1123
2014-02-20,59.3587
2014-02-19,50.6200
2014-02-18,55.2167
2014-02-14,51.3437
2014-02-13,62.6912
2014-02-12,63.6863
2014-02-11,64.6596
2014-02-10,73.0435
2014-02-07,54.2540
2014-02-06,57.2489
2014-02-05,37.0498
2014-02-04,32.4695
2014-02-03,26.8141
2014-01-31,21.4309
2014-01-30,30.7738
2014-01-29,26.5419
2014-01-28,42.4566
2014-01-27,44.3486
2014-01-24,49.7340
2014-01-23,56.4793
2014-01-22,45.2364
2014-01-21,48.3742
2014-01-17,31.9589
2014-01-16,30.8556
2014-01-15,19.4218
2014-01-14,16.6470
2014-01-13,15.5098
2014-01-10,10.7627
2014-01-09,20.9631
2014-01-08,19.1196
2014-01-07,34.8212
2014-01-06,33.0071
2014-01-03,49.9966
2014-01-02,52.3370
2013-12-31,65.3916
2013-12-30,64.6457
2013-12-27,77.8176
2013-12-26,79.1922
2013-12-24,87.2982
2013-12-23,89.6147
2013-12-20,90.0624
2013-12-19,93.0875
2013-12-18,83.4053
2013-12-17,87.4849
2013-12-16,65.9774
2013-12-13,69.6433
2013-12-12,46.6979
2013-12-11,40.8039
2013-12-10,37.2521
2013-12-09,29.6464
2013-12-06,47.3674
2013-12-05,41.3061
2013-12-04,64.7647
2013-12-03,71.1495
2013-12-02,77.4185
2013-11-29,81.8384
2013-11-27,79.1624
2013-11-26,79.2674
2013-11-25,77.2979
2013-11-22,76.3815
2013-11-21,79.1391
2013-11-20,76.2447
2013-11-19,80.7261
2013-11-18,84.7911
2013-11-15,84.1428
2013-11-14,81.1424
2013-11-13,80.1952
2013-11-12,86.4948
2013-11-11,70.7749
2013-11-08,72.9484
2013-11-07,57.3779
2013-11-06,52.8816
2013-11-05,52.4648
2013-11-04,46.3038
2013-11-01,58.4940
2013-10-31,58.2090
2013-10-30,63.5411
2013-10-29,70.9694
2013-10-28,56.1048
2013-10-25,61.4450
2013-10-24,39.4107
2013-10-23,35.8999
2013-10-22,26.3100
2013-10-21,20.8872
2013-10-18,26.9068
2013-10-17,22.1429
2013-10-16,40.0581
2013-10-15,37.6902
2013-10-14,51.8323
2013-10-11,60.3413
2013-10-10,56.8342
2013-10-09,57.4653
2013-10-08,52.8667
2013-10-07,52.6961
2013-10-04,56.5009
2013-10-03,48.4388
2013-10-02,67.4444
2013-10-01,68.3677
2013-09-30,82.3603
2013-09-27,85.5266
2013-09-26,89.9373
2013-09-25,93.1865
2013-09-24,83.7322
2013-09-23,91.0988
2013-09-20,67.2282
2013-09-19,66.9113
2013-09-18,42.8147
2013-09-17,43.6745
2013-09-16,26.6220
2013-09-13,17.8584
2013-09-12,18.8010
2013-09-11,18.3330
2013-09-10,23.8147
2013-09-09,20.2117
2013-09-06,32.0481
2013-09-05,32.8994
2013-09-04,39.2140
2013-09-03,43.0333
2013-08-30,38.2318
2013-08-29,41.7093
2013-08-28,30.3531
2013-08-27,29.9526
2013-08-26,22.3136
2013-08-23,19.3972
2013-08-22,22.6613
2013-08-21,17.5909
2013-08-20,27.5512
2013-08-19,30.9959
2013-08-16,40.0757
2013-08-15,34.0667
2013-08-14,52.2754
2013-08-13,55.1646
2013-08-12,68.4944
2013-08-09,67.5949
2013-08-08,75.7388
2013-08-07,82.7238
2013-08-06,69.4262
2013-08-05,76.8976
2013-08-02,52.7624
2013-08-01,48.6572
2013-07-31,37.6196
2013-07-30,32.7324
2013-07-29,41.0218
2013-07-26,31.4693
2013-07-25,56.6750
2013-07-24,58.8638
2013-07-23,77.2269
2013-07-22,79.6919
2013-07-19,89.2550
2013-07-18,93.1250
2013-07-17,94.2822
2013-07-16,94.9480
2013-07-15,90.6368
2013-07-12,94.7735
2013-07-11,86.2293
2013-07-10,82.1888
2013-07-09,82.2346
2013-07-08,81.7257
2013-07-05,81.3213
2013-07-03,82.7892
2013-07-02,75.0941
2013-07-01,79.4489
2013-06-28,62.7291
2013-06-27,63.0442
2013-06-26,52.7422
2013-06-25,45.6941
2013-06-24,49.5382
2013-06-21,49.4882
2013-06-20,53.4702
2013-06-19,53.4324
2013-06-18,51.0103
2013-06-17,57.4900
2013-06-14,42.8932
2013-06-13,42.1085
2013-06-12,29.6800
2013-06-11,29.0811
2013-06-10,21.2154
2013-06-07,17.8503
2013-06-06,15.6110
2013-06-05,16.7146
2013-06-04,13.2800
2013-06-03,12.2681
2013-05-31,10.7940
2013-05-30,10.8573
2013-05-29,10.4447
2013-05-28,9.2565
2013-05-24,11.4592
2013-05-23,11.2202
2013-05-22,14.8874
2013-05-21,13.9010
2013-05-20,16.9234
2013-05-17,19.5411
2013-05-16,23.5303
2013-05-15,17.3281
2013-05-14,34.0990
2013-05-13,33.7217
2013-05-10,52.4203
2013-05-09,51.2473
2013-05-08,65.1541
2013-05-07,72.2919
2013-05-06,74.5403
2013-05-03,71.9231
2013-05-02,77.3491
2013-05-01,79.4059
2013-04-30,81.2644
2013-04-29,80.7182
2013-04-26,78.1275
2013-04-25,83.6691
2013-04-24,68.1614
2013-04-23,69.9952
2013-04-22,56.5342
2013-04-19,50.8198
2013-04-18,44.3592
2013-04-17,48.7876
2013-04-16,43.9932
2013-04-15,33.4703
2013-04-12,43.9353
2013-04-11,49.7218
2013-04-10,56.0699
2013-04-09,48.6139
2013-04-08,62.3843
2013-04-05,69.8739
2013-04-04,71.9485
2013-04-03,68.6650
2013-04-02,76.2531
2013-04-01,77.3064
2013-03-28,80.1007
2013-03-27,82.7880
2013-03-26,71.3851
2013-03-25,80.2077
2013-03-22,55.4730
2013-03-21,51.1596
2013-03-20,42.5157
2013-03-19,35.0517
2013-03-18,44.8881
2013-03-15,41.3358
2013-03-14,56.5141
2013-03-13,58.2767
2013-03-12,68.3201
2013-03-11,69.9297
2013-03-08,76.8524
2013-03-07,76.7538
2013-03-06,82.5699
2013-03-05,83.8738
2013-03-04,83.1228
2013-03-01,87.0820
2013-02-28,77.7388
2013-02-27,78.4126
2013-02-26,61.4698
2013-02-25,67.7219
2013-02-22,43.6141
2013-02-21,38.2748
2013-02-20,28.6049
2013-02-19,24.8456
2013-02-15,31.3215
2013-02-14,22.6942
2013-02-13,44.6286
2013-02-12,46.4247
2013-02-11,62.8896
2013-02-08,64.7670
2013-02-07,67.8557
2013-02-06,77.4771
2013-02-05,64.4026
2013-02-04,61.3229
2013-02-01,56.0935
2013-01-31,54.4079
2013-01-30,60.4031
2013-01-29,52.5496
2013-01-28,70.5613
2013-01-25,74.2517
2013-01-24,81.6511
2013-01-23,84.8826
2013-01-22,80.1806
2013-01-18,85.8189
2013-01-17,69.5991
2013-01-16,69.8402
2013-01-15,60.6109
2013-01-14,53.1381
2013-01-11,55.8972
2013-01-10,58.8546
2013-01-09,61.6083
2013-01-08,55.6991
2013-01-07,59.2450
2013-01-04,70.2712
2013-01-03,60.2873
2013-01-02,51.7648
2012-12-31,57.1164
2012-12-28,58.8259
2012-12-27,64.8357
2012-12-26,60.7585
2012-12-24,73.5669
2012-12-21,74.9226
2012-12-20,76.8746
2012-12-19,85.0197
2012-12-18,74.2211
2012-12-17,70.6816
2012-12-14,63.1406
2012-12-13,66.9619
2012-12-12,52.8763
2012-12-11,51.7784
2012-12-10,41.0370
2012-12-07,39.8887
2012-12-06,31.3732
2012-12-05,31.4440
2012-12-04,24.6456
2012-12-03,22.7869
2012-11-30,24.0152
2012-11-29,19.7058
2012-11-28,34.3556
2012-11-27,29.5530
2012-11-26,49.5410
2012-11-23,53.8080
2012-11-21,55.9025
2012-11-20,65.2620
2012-11-19,47.4236
2012-11-16,48.6374
2012-11-15,33.7035
2012-11-14,28.3715
2012-11-13,23.4367
2012-11-12,24.1016
2012-11-09,20.6466
2012-11-08,17.8369
2012-11-07,27.2929
2012-11-06,20.0013
2012-11-05,42.8539
2012-11-02,44.0406
2012-11-01,59.1344
2012-10-31,64.5198
2012-10-26,60.8718
2012-10-25,68.8427
2012-10-24,53.6292
2012-10-23,49.2528
2012-10-22,43.0600
2012-10-19,42.7922
2012-10-18,36.3024
2012-10-17,37.1350
2012-10-16,31.9653
2012-10-15,28.9800
2012-10-12,34.5413
2012-10-11,29.7810
2012-10-10,48.9954
2012-10-09,44.8629
2012-10-08,63.7851
2012-10-05,72.3424
2012-10-04,72.5052
2012-10-03,74.1502
2012-10-02,67.7912
2012-10-01,71.0231
2012-09-28,63.8178
2012-09-27,58.2005
2012-09-26,63.1113
2012-09-25,62.2297
2012-09-24,71.4270
2012-09-21,68.9036
2012-09-20,80.4068
2012-09-19,83.1476
2012-09-18,86.2550
2012-09-17,89.1693
2012-09-14,84.9065
2012-09-13,86.4479
2012-09-12,77.2587
2012-09-11,79.1024
2012-09-10,66.4559
2012-09-07,66.2259
2012-09-06,57.2154
2012-09-05,54.0395
2012-09-04,52.9293
2012-08-31,51.3807
2012-08-30,51.4945
2012-08-29,53.3676
2012-08-28,49.2019
2012-08-27,49.7352
2012-08-24,49.5906
2012-08-23,44.5030
2012-08-22,56.6683
2012-08-21,54.5337
2012-08-20,62.8349
2012-08-17,70.9684
2012-08-16,62.6518
2012-08-15,63.0027
2012-08-14,57.5259
2012-08-13,53.9844
2012-08-10,61.9893
2012-08-09,55.5906
2012-08-08,64.7570
2012-08-07,76.3928
2012-08-06,60.0317
2012-08-03,62.2875
2012-08-02,41.6342
2012-08-01,41.4149
2012-07-31,30.1089
2012-07-30,21.2000
2012-07-27,30.3780
2012-07-26,27.7118
2012-07-25,44.5815
2012-07-24,42.2223
2012-07-23,60.2375
2012-07-20,63.8105
2012-07-19,75.1381
2012-07-18,74.6797
2012-07-17,83.1135
2012-07-16,86.9241
2012-07-13,90.4291
2012-07-12,87.7366
2012-07-11,93.2296
2012-07-10,96.6266
2012-07-09,95.3473
2012-07-06,95.3255
2012-07-05,95.2492
2012-07-03,94.0897
2012-07-02,90.8499
2012-06-29,96.3325
2012-06-28,85.3042
2012-06-27,82.1276
2012-06-26,76.6608
2012-06-25,77.4524
2012-06-22,71.8146
2012-06-21,70.4025
2012-06-20,66.3884
2012-06-19,67.5890
2012-06-18,59.1791
2012-06-15,61.1737
2012-06-14,52.2737
2012-06-13,48.7747
2012-06-12,44.2770
2012-06-11,46.8727
2012-06-08,39.3640
2012-06-07,37.1835
2012-06-06,39.7037
2012-06-05,34.0358
2012-06-04,50.2446
2012-06-01,47.8919
2012-05-31,67.9902
2012-05-30,68.8061
2012-05-29,81.2965
2012-05-25,87.2726
2012-05-24,86.1661
2012-05-23,87.8108
2012-05-22,83.8279
2012-05-21,83.4148
2012-05-18,81.8011
2012-05-17,80.2581
2012-05-16,79.6990
2012-05-15,81.7305
2012-05-14,79.9327
2012-05-11,77.1085
2012-05-10,79.1581
2012-05-09,80.9590
2012-05-08,80.2056
2012-05-07,79.4068
2012-05-04,76.6973
2012-05-03,80.2509
2012-05-02,73.3309
2012-05-01,70.4341
2012-04-30,67.0438
2012-04-27,69.3075
2012-04-26,68.2731
2012-04-25,61.3899
2012-04-24,71.6404
2012-04-23,74.1220
2012-04-20,83.4121
2012-04-19,79.4092
2012-04-18,86.6803
2012-04-17,96.7052
2012-04-16,85.7454
2012-04-13,83.9266
2012-04-12,74.3587
2012-04-11,76.6044
2012-04-10,71.6881
2012-04-09,62.5452
2012-04-05,72.7110
2012-04-04,75.9146
2012-04-03,76.8538
2012-04-02,79.6732
2012-03-30,73.8195
2012-03-29,74.9737
2012-03-28,65.5278
2012-03-27,66.8116
2012-03-26,57.4052
2012-03-23,54.7981
2012-03-22,48.0465
2012-03-21,50.6060
2012-03-20,39.5850
2012-03-19,38.7354
2012-03-16,34.6575
2012-03-15,29.4135
2012-03-14,38.0130
2012-03-13,35.8237
2012-03-12,52.4393
2012-03-09,48.8019
2012-03-08,68.2576
2012-03-07,72.6923
2012-03-06,79.4384
2012-03-05,83.2787
2012-03-02,82.9562
2012-03-01,82.3441
2012-02-29,79.6474
2012-02-28,83.2458
2012-02-27,71.5806
2012-02-24,73.3523
2012-02-23,57.1115
2012-02-22,58.1438
2012-02-21,41.8889
2012-02-17,39.8384
2012-02-16,32.5435
2012-02-15,27.6846
2012-02-14,28.5568
2012-02-13,30.1075
2012-02-10,36.8165
2012-02-09,27.8783
2012-02-08,47.1226
2012-02-07,52.4637
2012-02-06,65.7760
2012-02-03,61.0259
2012-02-02,70.6356
2012-02-01,83.8385
2012-01-31,71.1948
2012-01-30,67.0424
2012-01-27,56.6185
2012-01-26,62.7034
2012-01-25,47.6306
2012-01-24,40.1097
2012-01-23,40.5491
2012-01-20,40.0785
2012-01-19,46.6195
2012-01-18,41.4592
2012-01-17,59.1722
2012-01-13,58.3207
2012-01-12,76.1313
2012-01-11,77.7367
2012-01-10,88.1033
2012-01-09,92.3364
2012-01-06,93.1086
2012-01-05,94.2367
2012-01-04,93.2803
2012-01-03,92.7526
2011-12-30,90.2755
2011-12-29,92.8516
2011-12-28,83.7606
2011-12-27,85.2223
2011-12-23,73.3220
2011-12-22,73.2079
2011-12-21,62.6777
2011-12-20,61.5358
2011-12-19,54.0030
2011-12-16,53.2895
2011-12-15,47.5569
2011-12-14,47.1838
2011-12-13,42.5489
2011-12-12,42.1973
2011-12-09,39.3566
2011-12-08,38.2657
2011-12-07,40.5051
2011-12-06,37.6068
2011-12-05,49.9623
2011-12-02,45.6429
2011-12-01,65.7682
2011-11-30,66.6370
2011-11-29,80.2777
2011-11-28,85.0245
2011-11-25,88.2977
2011-11-23,89.1716
2011-11-22,90.3324
2011-11-21,90.6968
2011-11-18,92.2443
2011-11-17,91.1289
2011-11-16,92.2446
2011-11-15,94.9072
2011-11-14,91.0551
2011-11-11,90.6976
2011-11-10,87.1602
2011-11-09,87.5604
2011-11-08,81.4860
2011-11-07,83.2227
2011-11-04,70.3368
2011-11-03,73.6749
2011-11-02,51.7541
2011-11-01,54.1127
2011-10-31,31.8843
2011-10-28,27.4746
2011-10-27,23.8357
2011-10-26,14.0656
2011-10-25,32.5017
2011-10-24,29.9670
2011-10-21,53.5690
2011-10-20,53.4723
2011-10-19,71.2707
2011-10-18,77.2676
2011-10-17,78.3296
2011-10-14,83.0722
2011-10-13,71.0287
2011-10-12,74.6488
2011-10-11,60.6384
2011-10-10,55.3650
2011-10-07,55.1498
2011-10-06,51.9014
2011-10-05,63.1527
2011-10-04,58.1829
2011-10-03,66.0060
2011-09-30,79.3738
2011-09-29,61.6133
2011-09-28,60.4613
2011-09-27,45.5483
2011-09-26,45.0048
2011-09-23,41.2150
2011-09-22,31.1788
2011-09-21,50.1959
2011-09-20,47.4614
2011-09-19,66.7277
2011-09-16,71.9474
2011-09-15,74.7490
2011-09-14,80.7742
2011-09-13,65.4336
2011-09-12,71.5252
2011-09-09,45.0873
2011-09-08,44.0014
2011-09-07,29.9435
2011-09-06,19.7351
2011-09-02,28.4933
2011-09-01,26.0938
2011-08-31,36.5105
2011-08-30,39.6510
2011-08-29,37.7933
2011-08-26,43.7866
2011-08-25,30.1205
2011-08-24,29.9423
2011-08-23,27.0669
2011-08-22,16.6324
2011-08-19,36.0931
2011-08-18,34.6260
2011-08-17,58.7474
2011-08-16,57.0207
2011-08-15,78.1804
2011-08-12,84.5954
2011-08-11,91.2052
2011-08-10,92.9250
2011-08-09,92.1239
2011-08-08,96.0952
2011-08-05,89.8270
2011-08-04,87.3516
2011-08-03,86.5669
2011-08-02,86.0341
2011-08-01,87.2471
2011-07-29,86.3150
2011-07-28,89.2670
2011-07-27,89.3920
2011-07-26,87.5763
2011-07-25,92.0939
2011-07-22,85.8511
2011-07-21,81.2430
2011-07-20,82.9511
2011-07-19,84.2164
2011-07-18,83.8332
2011-07-15,83.3938
2011-07-14,82.0434
2011-07-13,83.8892
2011-07-12,80.3460
2011-07-11,78.8471
2011-07-08,81.0728
2011-07-07,78.3017
2011-07-06,84.8429
2011-07-05,86.0695
2011-07-01,87.4923
2011-06-30,90.1574
2011-06-29,87.9168
2011-06-28,86.2501
2011-06-27,82.8681
2011-06-24,87.3428
2011-06-23,71.6879
2011-06-22,75.0114
2011-06-21,51.0902
2011-06-20,52.7096
2011-06-17,31.1481
2011-06-16,25.5496
2011-06-15,18.9844
2011-06-14,15.1852
2011-06-13,18.3976
2011-06-10,16.2186
2011-06-09,30.2983
2011-06-08,23.7891
2011-06-07,47.1188
2011-06-06,50.8873
2011-06-03,66.2596
2011-06-02,66.6799
2011-06-01,73.5143
2011-05-31,81.2117
2011-05-27,78.7598
2011-05-26,72.6513
2011-05-25,79.7969
2011-05-24,82.4164
2011-05-23,86.6421
2011-05-20,84.3231
2011-05-19,88.7042
2011-05-18,93.1868
2011-05-17,90.8149
2011-05-16,88.6028
2011-05-13,87.5774
2011-05-12,90.6552
2011-05-11,85.3536
2011-05-10,83.4743
2011-05-09,79.7507
2011-05-06,81.9313
2011-05-05,73.5045
2011-05-04,73.8466
2011-05-03,62.5722
2011-05-02,64.7355
2011-04-29,53.7788
2011-04-28,49.1345
2011-04-27,51.3232
2011-04-26,47.4663
2011-04-25,58.9386
2011-04-21,57.3687
2011-04-20,69.9134
2011-04-19,71.9809
2011-04-18,78.1677
2011-04-15,80.3906
2011-04-14,82.1335
2011-04-13,82.1316
2011-04-12,84.3893
2011-04-11,83.8784
2011-04-08,87.5946
2011-04-07,87.1579
2011-04-06,90.3709
2011-04-05,91.7474
2011-04-04,90.5578
2011-04-01,92.2074
2011-03-31,85.0741
2011-03-30,87.7186
2011-03-29,72.8714
2011-03-28,75.2963
2011-03-25,53.1120
2011-03-24,55.5995
2011-03-23,37.4141
2011-03-22,28.4404
2011-03-21,31.9680
2011-03-18,28.2025
2011-03-17,42.8052
2011-03-16,39.2611
2011-03-15,55.4363
2011-03-14,60.9520
2011-03-11,65.5384
2011-03-10,66.0957
2011-03-09,71.4421
2011-03-08,69.5675
2011-03-07,77.3280
2011-03-04,78.6630
2011-03-03,85.6395
2011-03-02,83.7536
2011-03-01,84.9687
2011-02-28,94.5020
2011-02-25,78.1107
2011-02-24,76.6505
2011-02-23,64.4391
2011-02-22,63.1796
2011-02-18,57.4654
2011-02-17,53.4870
2011-02-16,60.2183
2011-02-15,55.7296
2011-02-14,68.0568
2011-02-11,71.4385
2011-02-10,76.6828
2011-02-09,77.0023
2011-02-08,79.6392
2011-02-07,81.6078
2011-02-04,81.4888
2011-02-03,80.3075
2011-02-02,84.9659
2011-02-01,82.5511
2011-01-31,87.8508
2011-01-28,92.0391
2011-01-27,86.8609
2011-01-26,88.9622
2011-01-25,78.5197
2011-01-24,79.5816
2011-01-21,70.4981
2011-01-20,67.0154
2011-01-19,58.5928
2011-01-18,64.8972
2011-01-14,45.4145
2011-01-13,43.8657
2011-01-12,29.9006
2011-01-11,27.4806
2011-01-10,23.8548
2011-01-07,18.3555
2011-01-06,30.9210
2011-01-05,25.7284
2011-01-04,39.7947
2011-01-03,48.6789
2010-12-31,47.3629
2010-12-30,44.9768
2010-12-29,50.1346
2010-12-28,48.4330
2010-12-27,54.9538
2010-12-23,56.9941
2010-12-22,62.1600
2010-12-21,59.4344
2010-12-20,65.6208
2010-12-17,70.0514
2010-12-16,73.1829
2010-12-15,67.3768
2010-12-14,79.6990
2010-12-13,82.1206
2010-12-10,81.2081
2010-12-09,89.5996
2010-12-08,69.7659
2010-12-07,71.9040
2010-12-06,50.0520
2010-12-03,47.7941
2010-12-02,35.5868
2010-12-01,30.4578
2010-11-30,28.0738
2010-11-29,28.5085
2010-11-26,29.4226
2010-11-24,25.2551
2010-11-23,38.2143
2010-11-22,34.5042
2010-11-19,49.5835
2010-11-18,54.8836
2010-11-17,54.0834
2010-11-16,59.3628
2010-11-15,44.9093
2010-11-12,48.0038
2010-11-11,35.5152
2010-11-10,27.3612
2010-11-09,28.3679
2010-11-08,31.1806
2010-11-05,27.5718
2010-11-04,26.5618
2010-11-03,24.4465
2010-11-02,24.9730
2010-11-01,24.4453
2010-10-29,21.8048
2010-10-28,24.5415
2010-10-27,26.5581
2010-10-26,29.2416
2010-10-25,25.2617
2010-10-22,36.9775
2010-10-21,35.9049
2010-10-20,52.8520
2010-10-19,49.7658
2010-10-18,67.6005
2010-10-15,72.8854
2010-10-14,80.0607
2010-10-13,80.1504
2010-10-12,84.1021
2010-10-11,87.1463
2010-10-08,87.9182
2010-10-07,85.0095
2010-10-06,89.0644
2010-10-05,91.5987
2010-10-04,91.9644
2010-10-01,90.5848
2010-09-30,91.9871
2010-09-29,93.7098
2010-09-28,93.4986
2010-09-27,91.6667
2010-09-24,93.4996
2010-09-23,95.1194
2010-09-22,93.8740
2010-09-21,93.7128
2010-09-20,91.0393
2010-09-17,92.7899
2010-09-16,89.4524
2010-09-15,86.6153
2010-09-14,85.6194
2010-09-13,88.9521
2010-09-10,82.2160
2010-09-09,81.2909
2010-09-08,76.9323
2010-09-07,76.4052
2010-09-03,73.8584
2010-09-02,73.1009
2010-09-01,68.3844
2010-08-31,72.0693
2010-08-30,56.2312
2010-08-27,59.9832
2010-08-26,38.7582
2010-08-25,36.6411
2010-08-24,22.2461
2010-08-23,19.6504
2010-08-20,18.7961
2010-08-19,10.4467
2010-08-18,28.7374
2010-08-17,26.2912
2010-08-16,51.7607
2010-08-13,49.4743
2010-08-12,72.2886
2010-08-11,79.5165
2010-08-10,86.0893
2010-08-09,87.8749
2010-08-06,82.9458
2010-08-05,90.8766
2010-08-04,75.8678
2010-08-03,70.0859
2010-08-02,65.7786
2010-07-30,66.6411
2010-07-29,65.2586
2010-07-28,60.6089
2010-07-27,60.5837
2010-07-26,68.5259
2010-07-23,57.1687
2010-07-22,52.6163
2010-07-21,50.5687
2010-07-20,50.3638
2010-07-19,54.6219
2010-07-16,48.7258
2010-07-15,59.3903
2010-07-14,64.7760
2010-07-13,66.8963
2010-07-12,64.6692
2010-07-09,70.0089
2010-07-08,71.2438
2010-07-07,74.6437
2010-07-06,74.1138
2010-07-02,78.9149
2010-07-01,78.5736
2010-06-30,78.8695
2010-06-29,84.0573
2010-06-28,70.8197
2010-06-25,73.9775
2010-06-24,52.9556
2010-06-23,54.4244
2010-06-22,32.4423
2010-06-21,30.4650
2010-06-18,21.7661
2010-06-17,12.4376
2010-06-16,25.3052
2010-06-15,22.3957
2010-06-14,42.7230
2010-06-11,41.0823
2010-06-10,60.2571
2010-06-09,64.6910
2010-06-08,71.4564
2010-06-07,74.9980
2010-06-04,71.5263
2010-06-03,74.6801
2010-06-02,61.4151
2010-06-01,64.9006
2010-05-28,44.8749
2010-05-27,44.6647
2010-05-26,27.2675
2010-05-25,25.0594
2010-05-24,21.0242
2010-05-21,12.0785
2010-05-20,30.1321
2010-05-19,25.9347
2010-05-18,53.4357
2010-05-17,52.3831
2010-05-14,75.2474
2010-05-13,81.9893
2010-05-12,88.9723
2010-05-11,91.3698
2010-05-10,88.9544
2010-05-07,93.5577
2010-05-06,83.0853
2010-05-05,81.9356
2010-05-04,74.9918
2010-05-03,73.7625
2010-04-30,73.6614
2010-04-29,69.2772
2010-04-28,72.9867
2010-04-27,77.9445
2010-04-26,74.5079
2010-04-23,71.7384
2010-04-22,72.0554
2010-04-21,73.8409
2010-04-20,76.2004
2010-04-19,70.5869
2010-04-16,79.0069
2010-04-15,84.1735
2010-04-14,85.0886
2010-04-13,82.2604
2010-04-12,82.5778
2010-04-09,88.8318
2010-04-08,75.1960
2010-04-07,76.6413
2010-04-06,55.7360
2010-04-05,60.1148
2010-04-01,35.4832
2010-03-31,30.4520
2010-03-30,25.5472
2010-03-29,15.8828
2010-03-26,35.7632
2010-03-25,30.3068
2010-03-24,60.0822
2010-03-23,61.1001
2010-03-22,80.5847
2010-03-19,88.8397
2010-03-18,89.9069
2010-03-17,91.8144
2010-03-16,88.7858
2010-03-15,89.0665
2010-03-12,86.3578
2010-03-11,85.4764
2010-03-10,76.3821
2010-03-09,84.5305
2010-03-08,60.3103
2010-03-05,59.1393
2010-03-04,35.6547
2010-03-03,37.2610
2010-03-02,24.5058
2010-03-01,10.5638
2010-02-26,25.7199
2010-02-25,25.6924
2010-02-24,42.9857
2010-02-23,40.9036
2010-02-22,56.9636
2010-02-19,62.3612
2010-02-18,69.7059
2010-02-17,67.6260
2010-02-16,78.0794
2010-02-12,79.1306
2010-02-11,83.9745
2010-02-10,87.4817
2010-02-09,82.5880
2010-02-08,85.3112
2010-02-05,75.8705
2010-02-04,74.9711
2010-02-03,71.7694
2010-02-02,67.3291
2010-02-01,73.5319
2010-01-29,73.0080
2010-01-28,76.8817
2010-01-27,80.2585
2010-01-26,73.0445
2010-01-25,77.3787
2010-01-22,61.3489
2010-01-21,61.4962
2010-01-20,45.4600
2010-01-19,45.1717
2010-01-15,33.6664
2010-01-14,29.7121
2010-01-13,32.1812
2010-01-12,26.1154
2010-01-11,42.3698
2010-01-08,40.7161
2010-01-07,60.2764
2010-01-06,60.2781
2010-01-05,74.8936
2010-01-04,79.8352
2009-12-31,81.8615
2009-12-30,84.5675
2009-12-29,82.3011
2009-12-28,81.1819
2009-12-24,77.8378
2009-12-23,81.1540
2009-12-22,71.9720
2009-12-21,71.1776
2009-12-18,66.5774
2009-12-17,63.5845
2009-12-16,65.4681
2009-12-15,64.9700
2009-12-14,69.2268
2009-12-11,67.8499
2009-12-10,72.0909
2009-12-09,74.8604
2009-12-08,75.8886
2009-12-07,73.5625
2009-12-04,81.4905
2009-12-03,79.2431
2009-12-02,83.3313
2009-12-01,91.6659
2009-11-30,76.7134
2009-11-27,79.0850
2009-11-25,56.0164
2009-11-24,59.3894
2009-11-23,36.9697
2009-11-20,29.5748
2009-11-19,23.3358
2009-11-18,21.9451
2009-11-17,22.6695
2009-11-16,18.4877
2009-11-13,27.9182
2009-11-12,27.5759
2009-11-11,32.0541
2009-11-10,37.6909
2009-11-09,39.8269
2009-11-06,30.8954
2009-11-05,48.0504
2009-11-04,50.8945
2009-11-03,68.6415
2009-11-02,62.3612
2009-10-30,77.8388
2009-10-29,92.6687
2009-10-28,76.1300
2009-10-27,78.4865
2009-10-26,54.8892
2009-10-23,57.2349
2009-10-22,32.7795
2009-10-21,28.9461
2009-10-20,17.3997
2009-10-19,12.1576
2009-10-16,11.7534
2009-10-15,11.0954
2009-10-14,12.9147
2009-10-13,12.0073
2009-10-12,12.5335
2009-10-09,15.6415
2009-10-08,12.8774
2009-10-07,9.9516
2009-10-06,17.3357
2009-10-05,13.0390
2009-10-02,27.4637
2009-10-01,29.0164
2009-09-30,42.4402
2009-09-29,40.3358
2009-09-28,54.4301
2009-09-25,57.9685
2009-09-24,68.5773
2009-09-23,64.9859
2009-09-22,79.0691
2009-09-21,82.7776
2009-09-18,86.6608
2009-09-17,89.4440
2009-09-16,87.2701
2009-09-15,87.7609
2009-09-14,82.8281
2009-09-11,84.6054
2009-09-10,79.4136
2009-09-09,76.1182
2009-09-08,73.2707
2009-09-04,77.5173
