Dates,STOCH Values
2018-12-06,57.6224
2018-12-04,63.1645
2018-12-03,40.2192
2018-11-30,36.1129
2018-11-29,20.6496
2018-11-28,21.3801
2018-11-27,11.8651
2018-11-26,4.4558
2018-11-23,8.4024
2018-11-21,9.7593
2018-11-20,15.8038
2018-11-19,10.9921
2018-11-16,25.0296
2018-11-15,26.6601
2018-11-14,41.2534
2018-11-13,37.4367
2018-11-12,57.3272
2018-11-09,59.6634
2018-11-08,74.2834
2018-11-07,74.8814
2018-11-06,85.9067
2018-11-05,88.3055
2018-11-02,89.4864
2018-11-01,94.5332
2018-10-31,83.5639
2018-10-30,85.6205
2018-10-29,69.4375
2018-10-26,70.5379
2018-10-25,56.0435
2018-10-24,52.1542
2018-10-23,50.7580
2018-10-22,45.4383
2018-10-19,54.2959
2018-10-18,54.6815
2018-10-17,62.8862
2018-10-16,62.7678
2018-10-15,63.0489
2018-10-12,71.2092
2018-10-11,58.0856
2018-10-10,55.1697
2018-10-09,52.6987
2018-10-08,47.8777
2018-10-05,54.4935
2018-10-04,55.0485
2018-10-03,58.2952
2018-10-02,60.5544
2018-10-01,58.5409
2018-09-28,59.2828
2018-09-27,52.9217
2018-09-26,55.7855
2018-09-25,51.0092
2018-09-24,43.6968
2018-09-21,51.1723
2018-09-20,53.5452
2018-09-19,58.1872
2018-09-18,56.2750
2018-09-17,58.4078
2018-09-14,64.7414
2018-09-13,52.3900
2018-09-12,54.2070
2018-09-11,50.2646
2018-09-10,38.2218
2018-09-07,57.7396
2018-09-06,58.3652
2018-09-05,73.3792
2018-09-04,76.6319
2018-08-31,82.4188
2018-08-30,85.1406
2018-08-29,85.7286
2018-08-28,85.4838
2018-08-27,87.0033
2018-08-24,86.5613
2018-08-23,80.7812
2018-08-22,88.9648
2018-08-21,65.2235
2018-08-20,66.8175
2018-08-17,43.4535
2018-08-16,39.8883
2018-08-15,27.5853
2018-08-14,23.6547
2018-08-13,21.0006
2018-08-10,19.2130
2018-08-09,18.9736
2018-08-08,20.1340
2018-08-07,18.8209
2018-08-06,17.5737
2018-08-03,19.6100
2018-08-02,18.7549
2018-08-01,25.5559
2018-07-31,22.5015
2018-07-30,36.7487
2018-07-27,35.4112
2018-07-26,46.3517
2018-07-25,52.3334
2018-07-24,52.0819
2018-07-23,51.3104
2018-07-20,49.3496
2018-07-19,52.6018
2018-07-18,49.4419
2018-07-17,44.1365
2018-07-16,45.7202
2018-07-13,51.5873
2018-07-12,46.2362
2018-07-11,41.4368
2018-07-10,46.8747
2018-07-09,45.6845
2018-07-06,52.6838
2018-07-05,53.5027
2018-07-03,56.5340
2018-07-02,58.8640
2018-06-29,50.0307
2018-06-28,57.2353
2018-06-27,37.5164
2018-06-26,33.9927
2018-06-25,22.8049
2018-06-22,21.3212
2018-06-21,17.0159
2018-06-20,13.1007
2018-06-19,17.9361
2018-06-18,16.6258
2018-06-15,24.0982
2018-06-14,24.0817
2018-06-13,33.2663
2018-06-12,31.5872
2018-06-11,39.7929
2018-06-08,44.1300
2018-06-07,43.0269
2018-06-06,43.6615
2018-06-05,37.2575
2018-06-04,41.2893
2018-06-01,28.0937
2018-05-31,26.8218
2018-05-30,16.7223
2018-05-29,16.1701
2018-05-25,12.9728
2018-05-24,7.1749
2018-05-23,12.7999
2018-05-22,15.5735
2018-05-21,15.9593
2018-05-18,15.6514
2018-05-17,17.2884
2018-05-16,16.6529
2018-05-15,21.6053
2018-05-14,19.5608
2018-05-11,32.6310
2018-05-10,28.6021
2018-05-09,47.4199
2018-05-08,49.7302
2018-05-07,63.7221
2018-05-04,63.9274
2018-05-03,73.8588
2018-05-02,77.5085
2018-05-01,80.4380
2018-04-30,80.1404
2018-04-27,77.9201
2018-04-26,83.6652
2018-04-25,69.6661
2018-04-24,69.9546
2018-04-23,57.9926
2018-04-20,55.3786
2018-04-19,56.0472
2018-04-18,48.6444
2018-04-17,63.3018
2018-04-16,64.1187
2018-04-13,71.0812
2018-04-12,77.1423
2018-04-11,67.9878
2018-04-10,71.9825
2018-04-09,58.3131
2018-04-06,54.8387
2018-04-05,50.4070
2018-04-04,48.1180
2018-04-03,56.0597
2018-04-02,48.2644
2018-03-29,68.0784
2018-03-28,71.7966
2018-03-27,81.2454
2018-03-26,84.1742
2018-03-23,82.0785
2018-03-22,87.7653
2018-03-21,75.8777
2018-03-20,74.2962
2018-03-19,70.6016
2018-03-16,65.5717
2018-03-15,72.9949
2018-03-14,71.9368
2018-03-13,80.8917
2018-03-12,81.4761
2018-03-09,87.6593
2018-03-08,89.2624
2018-03-07,89.8915
2018-03-06,92.2393
2018-03-05,89.0840
2018-03-02,88.1729
2018-03-01,80.7247
2018-02-28,86.8398
2018-02-27,66.9461
2018-02-26,67.1614
2018-02-23,44.2762
2018-02-22,46.8370
2018-02-21,24.0579
2018-02-20,18.8303
2018-02-16,9.4838
2018-02-15,6.5064
2018-02-14,5.2160
2018-02-13,3.1148
2018-02-12,10.5893
2018-02-09,6.0268
2018-02-08,22.9947
2018-02-07,22.6263
2018-02-06,36.5454
2018-02-05,40.3312
2018-02-02,45.3967
2018-02-01,46.6789
2018-01-31,48.6082
2018-01-30,49.1799
2018-01-29,52.3437
2018-01-26,49.9660
2018-01-25,54.2410
2018-01-24,57.8852
2018-01-23,51.1534
2018-01-22,54.8719
2018-01-19,38.9762
2018-01-18,40.7029
2018-01-17,27.8617
2018-01-16,21.3538
2018-01-12,25.3317
2018-01-11,21.5284
2018-01-10,35.1166
2018-01-09,33.1127
2018-01-08,42.9675
2018-01-05,50.7086
2018-01-04,41.6239
2018-01-03,45.0811
2018-01-02,38.0091
2017-12-29,29.0819
2017-12-28,39.9317
2017-12-27,39.8642
2017-12-26,56.0882
2017-12-22,50.8490
2017-12-21,67.7838
2017-12-20,77.5513
2017-12-19,77.5252
2017-12-18,74.9512
2017-12-15,79.5041
2017-12-14,80.0732
2017-12-13,81.6305
2017-12-12,83.4880
2017-12-11,73.5293
2017-12-08,81.3304
2017-12-07,54.2782
2017-12-06,55.7695
2017-12-05,29.5672
2017-12-04,25.7345
2017-12-01,14.3726
2017-11-30,7.1976
2017-11-29,11.1512
2017-11-28,10.1855
2017-11-27,21.0847
2017-11-24,16.0703
2017-11-22,37.2492
2017-11-21,36.9983
2017-11-20,55.6825
2017-11-17,58.6789
2017-11-16,67.8823
2017-11-15,71.3702
2017-11-14,66.8005
2017-11-13,73.5978
2017-11-10,55.4466
2017-11-09,55.4336
2017-11-08,35.6279
2017-11-07,37.3085
2017-11-06,19.5492
2017-11-03,14.1416
2017-11-02,13.8396
2017-11-01,7.1974
2017-10-31,14.6586
2017-10-30,20.1796
2017-10-27,22.5705
2017-10-26,16.5986
2017-10-25,24.1320
2017-10-24,30.9333
2017-10-23,26.8441
2017-10-20,24.8640
2017-10-19,26.2185
2017-10-18,24.7349
2017-10-17,30.4746
2017-10-16,29.0566
2017-10-13,38.7932
2017-10-12,37.6323
2017-10-11,45.8084
2017-10-10,49.6906
2017-10-09,55.5918
2017-10-06,50.1023
2017-10-05,58.2781
2017-10-04,66.9826
2017-10-03,57.1914
2017-10-02,57.7493
2017-09-29,39.6430
2017-09-28,46.8422
2017-09-27,24.6018
2017-09-26,14.3375
2017-09-25,10.5194
2017-09-22,12.6257
2017-09-21,11.0193
2017-09-20,4.5950
2017-09-19,14.3444
2017-09-18,15.8372
2017-09-15,23.5072
2017-09-14,22.6009
2017-09-13,31.3714
2017-09-12,32.0834
2017-09-11,44.6905
2017-09-08,39.4299
2017-09-07,59.6564
2017-09-06,62.5584
2017-09-05,75.1222
2017-09-01,76.9808
2017-08-31,82.7697
2017-08-30,85.8276
2017-08-29,83.8913
2017-08-28,85.5007
2017-08-25,77.4849
2017-08-24,80.3457
2017-08-23,61.5183
2017-08-22,66.6085
2017-08-21,41.3714
2017-08-18,37.6008
2017-08-17,23.0244
2017-08-16,19.9051
2017-08-15,15.2355
2017-08-14,11.5674
2017-08-11,13.5974
2017-08-10,14.2339
2017-08-09,14.7741
2017-08-08,14.9909
2017-08-07,17.8286
2017-08-04,15.0976
2017-08-03,26.6660
2017-08-02,23.3973
2017-08-01,37.7182
2017-07-31,41.5032
2017-07-28,43.0041
2017-07-27,48.2539
2017-07-26,36.8065
2017-07-25,39.2551
2017-07-24,29.0374
2017-07-21,22.9106
2017-07-20,32.7487
2017-07-19,24.9464
2017-07-18,48.7606
2017-07-17,50.3890
2017-07-14,63.3454
2017-07-13,70.9463
2017-07-12,64.1553
2017-07-11,68.7010
2017-07-10,50.0249
2017-07-07,52.8185
2017-07-06,35.7267
2017-07-05,28.5553
2017-07-03,22.0125
2017-06-30,25.8063
2017-06-29,23.1651
2017-06-28,11.6760
2017-06-27,27.3276
2017-06-26,32.0129
2017-06-23,41.2406
2017-06-22,38.2939
2017-06-21,47.7650
2017-06-20,53.4149
2017-06-19,57.8463
2017-06-16,51.5861
2017-06-15,58.8223
2017-06-14,68.5378
2017-06-13,55.9948
2017-06-12,56.3429
2017-06-09,36.7234
2017-06-08,43.1036
2017-06-07,24.4460
2017-06-06,10.7236
2017-06-05,17.2962
2017-06-02,19.5109
2017-06-01,24.4417
2017-05-31,21.6540
2017-05-30,30.1623
2017-05-26,32.1601
2017-05-25,39.3528
2017-05-24,36.6729
2017-05-23,48.7307
2017-05-22,49.2255
2017-05-19,55.5236
2017-05-18,60.2936
2017-05-17,54.9911
2017-05-16,57.0516
2017-05-15,43.9142
2017-05-12,47.6279
2017-05-11,34.4644
2017-05-10,27.0631
2017-05-09,32.9729
2017-05-08,28.7020
2017-05-05,48.2984
2017-05-04,43.1536
2017-05-03,67.1011
2017-05-02,73.0396
2017-05-01,82.5051
2017-04-28,85.1103
2017-04-27,88.2226
2017-04-26,89.3653
2017-04-25,89.4797
2017-04-24,90.1922
2017-04-21,86.5485
2017-04-20,88.8815
2017-04-19,77.8033
2017-04-18,80.5718
2017-04-17,68.2779
2017-04-13,63.9566
2017-04-12,65.2599
2017-04-11,60.3052
2017-04-10,72.7032
2017-04-07,71.5178
2017-04-06,80.9745
2017-04-05,86.2866
2017-04-04,83.3869
2017-04-03,85.1190
2017-03-31,79.9299
2017-03-30,78.7552
2017-03-29,77.7369
2017-03-28,75.9153
2017-03-27,79.4868
2017-03-24,78.5402
2017-03-23,76.3880
2017-03-22,84.0049
2017-03-21,68.8979
2017-03-20,66.6190
2017-03-17,50.3402
2017-03-16,56.0699
2017-03-15,37.0641
2017-03-14,28.3316
2017-03-13,28.7856
2017-03-10,26.7908
2017-03-09,37.7244
2017-03-08,31.2343
2017-03-07,47.7809
2017-03-06,55.1481
2017-03-03,50.6819
2017-03-02,56.9602
2017-03-01,36.6649
2017-02-28,39.9373
2017-02-27,21.8834
2017-02-24,13.0971
2017-02-23,17.0819
2017-02-22,12.6158
2017-02-21,28.8961
2017-02-17,25.5330
2017-02-16,44.6290
2017-02-15,48.5395
2017-02-14,55.9909
2017-02-13,59.8144
2017-02-10,54.4092
2017-02-09,59.6188
2017-02-08,42.1604
2017-02-07,43.7943
2017-02-06,27.3391
2017-02-03,23.0683
2017-02-02,15.4264
2017-02-01,15.1547
2017-01-31,11.9186
2017-01-30,8.0562
2017-01-27,14.8520
2017-01-26,12.5449
2017-01-25,29.7617
2017-01-24,23.9547
2017-01-23,41.9626
2017-01-20,52.7854
2017-01-19,50.5153
2017-01-18,49.1477
2017-01-17,39.7566
2017-01-13,49.6127
2017-01-12,35.2739
2017-01-11,20.5094
2017-01-10,32.5482
2017-01-09,35.6995
2017-01-06,45.7378
2017-01-05,41.4357
2017-01-04,53.5565
2017-01-03,60.0781
2016-12-30,59.6205
2016-12-29,59.1557
2016-12-28,54.0390
2016-12-27,59.6277
2016-12-23,44.0980
2016-12-22,43.3337
2016-12-21,26.2732
2016-12-20,29.3327
2016-12-19,14.7013
2016-12-16,6.1532
2016-12-15,12.8234
2016-12-14,8.6180
2016-12-13,26.7181
2016-12-12,23.6990
2016-12-09,48.1409
2016-12-08,47.8374
2016-12-07,67.8271
2016-12-06,72.8863
2016-12-05,82.3145
2016-12-02,82.7576
2016-12-01,82.0683
2016-11-30,91.2997
2016-11-29,70.6088
2016-11-28,72.1477
2016-11-25,46.3546
2016-11-23,48.3789
2016-11-22,25.8865
2016-11-21,18.5371
2016-11-18,14.2870
2016-11-17,10.7436
2016-11-16,11.6375
2016-11-15,13.5805
2016-11-14,12.1382
2016-11-11,10.5883
2016-11-10,9.6734
2016-11-09,12.2459
2016-11-08,8.3782
2016-11-07,6.1860
2016-11-04,7.0664
2016-11-03,6.7026
2016-11-02,8.1976
2016-11-01,8.3105
2016-10-31,11.8202
2016-10-28,9.5796
2016-10-27,12.6099
2016-10-26,17.5704
2016-10-25,17.3349
2016-10-24,10.6795
2016-10-21,19.1579
2016-10-20,23.7547
2016-10-19,27.3483
2016-10-18,23.0396
2016-10-17,27.5703
2016-10-14,35.2506
2016-10-13,26.1121
2016-10-12,24.4207
2016-10-11,16.8806
2016-10-10,18.6650
2016-10-07,10.2346
2016-10-06,7.5560
2016-10-05,5.4355
2016-10-04,4.4827
2016-10-03,3.8771
2016-09-30,4.2677
2016-09-29,3.9845
2016-09-28,2.8809
2016-09-27,5.7228
2016-09-26,4.8050
2016-09-23,10.4264
2016-09-22,9.4824
2016-09-21,18.7513
2016-09-20,16.9918
2016-09-19,30.4082
2016-09-16,29.7797
2016-09-15,46.9096
2016-09-14,44.4532
2016-09-13,63.7980
2016-09-12,66.4960
2016-09-09,79.3057
2016-09-08,80.4448
2016-09-07,86.0068
2016-09-06,90.9764
2016-09-02,88.6840
2016-09-01,86.5991
2016-08-31,88.2095
2016-08-30,88.4764
2016-08-29,83.4512
2016-08-26,89.5531
2016-08-25,69.4246
2016-08-24,72.3240
2016-08-23,47.6267
2016-08-22,46.3967
2016-08-19,36.9817
2016-08-18,24.1594
2016-08-17,41.4624
2016-08-16,40.3889
2016-08-15,56.3037
2016-08-12,59.8389
2016-08-11,64.0184
2016-08-10,68.6835
2016-08-09,64.6649
2016-08-08,63.5327
2016-08-05,61.3676
2016-08-04,61.7784
2016-08-03,55.6251
2016-08-02,58.7916
2016-08-01,45.7424
2016-07-29,46.3051
2016-07-28,32.3363
2016-07-27,32.1305
2016-07-26,25.1841
2016-07-25,18.5732
2016-07-22,21.1520
2016-07-21,24.8485
2016-07-20,23.9667
2016-07-19,20.0344
2016-07-18,20.8788
2016-07-15,27.0173
2016-07-14,19.5297
2016-07-13,15.5848
2016-07-12,18.2540
2016-07-11,15.9870
2016-07-08,22.6850
2016-07-07,23.1902
2016-07-06,33.0245
2016-07-05,28.8779
2016-07-01,45.2063
2016-06-30,47.0054
2016-06-29,62.0849
2016-06-28,59.7356
2016-06-27,76.2449
2016-06-24,79.5137
2016-06-23,77.8049
2016-06-22,89.4854
2016-06-21,64.2199
2016-06-20,64.4155
2016-06-17,38.4435
2016-06-16,38.7587
2016-06-15,21.0681
2016-06-14,12.1562
2016-06-13,16.1443
2016-06-10,12.2893
2016-06-09,27.6200
2016-06-08,23.9875
2016-06-07,42.6127
2016-06-06,46.5833
2016-06-03,54.2835
2016-06-02,57.2672
2016-06-01,52.6752
2016-05-31,59.0001
2016-05-27,44.5806
2016-05-26,41.7582
2016-05-25,31.1718
2016-05-24,32.9837
2016-05-23,22.1695
2016-05-20,18.7735
2016-05-19,19.2049
2016-05-18,14.7514
2016-05-17,28.7598
2016-05-16,24.0899
2016-05-13,39.9688
2016-05-12,47.4380
2016-05-11,48.8857
2016-05-10,48.3784
2016-05-09,46.3179
2016-05-06,50.8406
2016-05-05,40.8345
2016-05-04,39.7345
2016-05-03,28.8303
2016-05-02,31.9285
2016-04-29,18.0224
2016-04-28,14.8278
2016-04-27,9.7839
2016-04-26,7.3109
2016-04-25,6.6813
2016-04-22,7.2128
2016-04-21,6.5326
2016-04-20,5.5200
2016-04-19,15.9644
2016-04-18,6.8651
2016-04-15,35.6427
2016-04-14,35.5081
2016-04-13,60.3219
2016-04-12,64.5550
2016-04-11,69.7298
2016-04-08,80.9027
2016-04-07,67.1922
2016-04-06,63.7316
2016-04-05,55.9924
2016-04-04,56.9422
2016-04-01,53.4149
2016-03-31,47.3033
2016-03-30,56.0761
2016-03-29,55.9993
2016-03-28,67.4869
2016-03-24,64.9258
2016-03-23,77.0454
2016-03-22,81.5355
2016-03-21,81.1887
2016-03-18,84.6748
2016-03-17,79.5749
2016-03-16,77.3558
2016-03-15,74.1106
2016-03-14,76.6942
2016-03-11,73.1138
2016-03-10,68.2817
2016-03-09,69.8989
2016-03-08,74.3655
2016-03-07,73.9584
2016-03-04,67.0495
2016-03-03,76.7911
2016-03-02,80.4602
2016-03-01,80.8261
2016-02-29,82.8637
2016-02-26,71.9555
2016-02-25,79.1545
2016-02-24,59.0311
2016-02-23,53.8482
2016-02-22,50.8470
2016-02-19,44.0906
2016-02-18,54.4528
2016-02-17,54.6021
2016-02-16,60.2737
2016-02-12,64.6658
2016-02-11,57.9136
2016-02-10,61.5534
2016-02-09,51.4545
2016-02-08,47.5215
2016-02-05,42.1793
2016-02-04,45.2885
2016-02-03,33.9962
2016-02-02,33.7278
2016-02-01,22.9362
2016-01-29,22.9723
2016-01-28,13.0894
2016-01-27,12.1086
2016-01-26,9.1787
2016-01-25,4.1871
2016-01-22,10.0236
2016-01-21,11.2403
2016-01-20,18.5233
2016-01-19,14.6432
2016-01-15,28.2625
2016-01-14,29.6863
2016-01-13,38.4904
2016-01-12,40.4579
2016-01-11,47.4251
2016-01-08,45.3270
2016-01-07,53.5269
2016-01-06,56.4903
2016-01-05,62.7861
2016-01-04,58.7635
2015-12-31,66.3343
2015-12-30,73.1045
2015-12-29,64.7419
2015-12-28,67.1350
2015-12-24,52.3703
2015-12-23,53.9862
2015-12-22,35.4534
2015-12-21,35.9898
2015-12-18,22.8614
2015-12-17,16.3841
2015-12-16,20.3854
2015-12-15,16.2102
2015-12-14,32.5910
2015-12-11,28.5619
2015-12-10,49.0949
2015-12-09,53.0010
2015-12-08,61.5228
2015-12-07,65.7218
2015-12-04,59.5043
2015-12-03,65.8457
2015-12-02,48.9591
2015-12-01,46.9456
2015-11-30,40.4331
2015-11-27,34.0859
2015-11-25,46.9666
2015-11-24,40.2678
2015-11-23,64.5795
2015-11-20,66.5460
2015-11-19,81.2364
2015-11-18,86.9247
2015-11-17,87.8194
2015-11-16,90.2386
2015-11-13,85.1426
2015-11-12,86.2950
2015-11-11,83.3933
2015-11-10,78.8942
2015-11-09,84.5680
2015-11-06,84.9906
2015-11-05,86.6257
2015-11-04,89.8192
2015-11-03,84.4923
2015-11-02,85.0671
2015-10-30,76.4712
2015-10-29,78.5905
2015-10-28,67.8604
2015-10-27,65.7561
2015-10-26,55.3613
2015-10-23,59.2346
2015-10-22,49.1838
2015-10-21,41.0931
2015-10-20,47.9434
2015-10-19,47.2237
2015-10-16,57.4069
2015-10-15,55.5135
2015-10-14,62.5048
2015-10-13,69.4834
2015-10-12,66.1118
2015-10-09,62.5176
2015-10-08,65.1033
2015-10-07,66.3345
2015-10-06,70.2204
2015-10-05,66.4578
2015-10-02,75.7152
2015-10-01,77.8688
2015-09-30,82.0682
2015-09-29,82.8190
2015-09-28,83.1175
2015-09-25,85.5167
2015-09-24,79.4405
2015-09-23,81.0168
2015-09-22,71.3860
2015-09-21,71.7881
2015-09-18,55.9791
2015-09-17,61.3530
2015-09-16,43.7808
2015-09-15,34.7961
2015-09-14,37.2251
2015-09-11,35.1933
2015-09-10,49.5954
2015-09-09,41.6860
2015-09-08,64.5443
2015-09-04,71.9070
2015-09-03,74.1944
2015-09-02,80.0399
2015-09-01,66.2006
2015-08-31,70.6361
2015-08-28,47.7418
2015-08-27,47.9257
2015-08-26,32.8223
2015-08-25,24.6636
2015-08-24,23.7474
2015-08-21,25.8777
2015-08-20,22.9812
2015-08-19,20.7009
2015-08-18,21.0488
2015-08-17,22.3651
2015-08-14,20.3856
2015-08-13,20.0805
2015-08-12,17.5618
2015-08-11,18.7114
2015-08-10,12.7384
2015-08-07,13.8935
2015-08-06,8.8652
2015-08-05,5.6105
2015-08-04,12.2857
2015-08-03,7.0916
2015-07-31,24.4303
2015-07-30,24.1549
2015-07-29,45.7748
2015-07-28,42.0443
2015-07-27,57.7627
2015-07-24,71.1251
2015-07-23,68.0821
2015-07-22,60.1186
2015-07-21,67.2703
2015-07-20,73.0026
2015-07-17,75.9649
2015-07-16,68.6897
2015-07-15,80.4230
2015-07-14,86.2024
2015-07-13,88.0984
2015-07-10,86.3769
2015-07-09,86.4849
2015-07-08,91.7157
2015-07-07,79.9457
2015-07-06,81.3621
2015-07-02,61.9766
2015-07-01,66.7594
2015-06-30,45.5569
2015-06-29,37.8083
2015-06-26,29.2268
2015-06-25,32.1029
2015-06-24,21.9619
2015-06-23,17.7692
2015-06-22,14.6316
2015-06-19,16.0137
2015-06-18,12.2467
2015-06-17,10.1118
2015-06-16,10.9414
2015-06-15,10.6145
2015-06-12,17.2555
2015-06-11,12.0980
2015-06-10,23.1155
2015-06-09,29.0540
2015-06-08,35.7535
2015-06-05,28.1944
2015-06-04,44.2662
2015-06-03,50.0121
2015-06-02,61.4331
2015-06-01,54.5919
2015-05-29,70.6579
2015-05-28,79.6953
2015-05-27,80.6883
2015-05-26,77.6866
2015-05-22,82.8595
2015-05-21,84.6831
2015-05-20,81.3023
2015-05-19,86.2090
2015-05-18,71.1566
2015-05-15,73.0150
2015-05-14,53.5771
2015-05-13,54.2460
2015-05-12,44.5862
2015-05-11,33.4703
2015-05-08,46.7429
2015-05-07,46.0424
2015-05-06,63.0007
2015-05-05,60.7161
2015-05-04,77.3832
2015-05-01,82.2437
2015-04-30,86.2658
2015-04-29,89.1896
2015-04-28,84.5820
2015-04-27,87.3639
2015-04-24,73.9451
2015-04-23,77.1924
2015-04-22,55.1587
2015-04-21,57.2790
2015-04-20,37.5401
2015-04-17,31.0046
2015-04-16,27.5679
2015-04-15,24.3368
2015-04-14,33.7488
2015-04-13,27.3623
2015-04-10,44.9123
2015-04-09,49.5473
2015-04-08,56.1931
2015-04-07,57.8272
2015-04-06,57.7180
2015-04-02,61.2047
2015-04-01,59.0792
2015-03-31,54.1222
2015-03-30,61.5876
2015-03-27,61.9107
2015-03-26,69.9930
2015-03-25,68.7297
2015-03-24,75.2399
2015-03-23,79.3386
2015-03-20,75.7649
2015-03-19,77.6514
2015-03-18,67.0360
2015-03-17,70.3047
2015-03-16,49.4349
2015-03-13,53.1518
2015-03-12,32.6347
2015-03-11,24.8482
2015-03-10,21.1801
2015-03-09,19.9040
2015-03-06,21.9196
2015-03-05,18.7881
2015-03-04,21.7458
2015-03-03,27.0665
2015-03-02,23.5861
2015-02-27,19.3827
2015-02-26,22.7236
2015-02-25,24.3092
2015-02-24,25.8356
2015-02-23,24.4791
2015-02-20,26.6234
2015-02-19,28.7186
2015-02-18,28.7629
2015-02-17,26.6726
2015-02-13,32.7767
2015-02-12,30.8976
2015-02-11,41.3488
2015-02-10,40.7599
2015-02-09,53.4325
2015-02-06,52.3890
2015-02-05,59.3246
2015-02-04,67.1486
2015-02-03,55.1866
2015-02-02,58.4362
2015-01-30,38.3512
2015-01-29,39.9751
2015-01-28,28.7792
2015-01-27,16.6423
2015-01-26,31.2974
2015-01-23,29.7202
2015-01-22,49.7000
2015-01-21,47.5297
2015-01-20,64.8311
2015-01-16,71.8501
2015-01-15,77.6957
2015-01-14,75.1134
2015-01-13,75.0870
2015-01-12,86.1235
2015-01-09,63.8368
2015-01-08,64.0240
2015-01-07,38.4715
2015-01-06,41.3630
2015-01-05,19.3247
2015-01-02,10.0276
2014-12-31,13.4089
2014-12-30,6.5836
2014-12-29,27.9883
2014-12-26,23.6156
2014-12-24,48.7413
2014-12-23,53.7657
2014-12-22,67.0744
2014-12-19,68.8425
2014-12-18,75.4024
2014-12-17,78.6151
2014-12-16,83.2498
2014-12-15,78.7497
2014-12-12,87.7580
2014-12-11,92.3845
2014-12-10,90.7707
2014-12-09,92.1399
2014-12-08,83.6695
2014-12-05,87.7877
2014-12-04,72.3192
2014-12-03,71.0811
2014-12-02,53.6835
2014-12-01,58.0889
2014-11-28,39.1179
2014-11-26,31.8807
2014-11-25,29.3341
2014-11-24,27.3841
2014-11-21,32.9289
2014-11-20,28.7374
2014-11-19,38.1457
2014-11-18,42.6652
2014-11-17,41.7326
2014-11-14,43.0344
2014-11-13,37.5059
2014-11-12,39.4982
2014-11-11,31.8112
2014-11-10,29.9851
2014-11-07,24.5209
2014-11-06,25.9503
2014-11-05,24.1644
2014-11-04,17.6275
2014-11-03,25.4663
2014-10-31,28.9154
2014-10-30,30.1934
2014-10-29,29.8560
2014-10-28,26.6569
2014-10-27,31.8088
2014-10-24,22.1106
2014-10-23,18.3061
2014-10-22,18.9233
2014-10-21,16.2169
2014-10-20,27.4907
2014-10-17,22.2469
2014-10-16,45.1366
2014-10-15,44.0083
2014-10-14,67.0951
2014-10-13,69.1545
2014-10-10,82.0948
2014-10-09,88.1225
2014-10-08,87.2371
2014-10-07,89.0074
2014-10-06,86.1777
2014-10-03,84.5814
2014-10-02,83.6079
2014-10-01,84.9442
2014-09-30,84.4895
2014-09-29,81.2980
2014-09-26,84.0364
2014-09-25,87.2262
2014-09-24,88.4135
2014-09-23,83.5849
2014-09-22,88.8823
2014-09-19,94.4293
2014-09-18,90.5427
2014-09-17,88.6325
2014-09-16,87.7954
2014-09-15,88.5663
2014-09-12,83.0292
2014-09-11,86.1874
2014-09-10,76.8954
2014-09-09,74.3338
2014-09-08,69.8692
2014-09-05,70.1651
2014-09-04,71.9371
2014-09-03,65.1086
2014-09-02,78.1685
2014-08-29,80.5377
2014-08-28,88.5993
2014-08-27,88.8592
2014-08-26,93.1647
2014-08-25,96.4010
2014-08-22,93.1189
2014-08-21,94.2338
2014-08-20,89.2355
2014-08-19,88.7220
2014-08-18,85.5047
2014-08-15,84.7507
2014-08-14,82.3336
2014-08-13,83.0414
2014-08-12,79.2957
2014-08-11,79.2089
2014-08-08,73.0276
2014-08-07,75.6368
2014-08-06,65.5291
2014-08-05,64.2372
2014-08-04,56.3476
2014-08-01,56.7133
2014-07-31,55.6109
2014-07-30,48.0922
2014-07-29,60.0832
2014-07-28,62.0273
2014-07-25,70.1176
2014-07-24,70.1301
2014-07-23,75.1759
2014-07-22,78.1953
2014-07-21,78.6174
2014-07-18,77.2025
2014-07-17,81.5696
2014-07-16,80.4545
2014-07-15,86.3440
2014-07-14,87.0518
2014-07-11,91.0910
2014-07-10,91.5257
2014-07-09,93.9108
2014-07-08,94.6954
2014-07-07,94.1473
2014-07-03,95.5113
2014-07-02,93.5242
2014-07-01,92.2352
2014-06-30,86.2013
2014-06-27,92.8261
2014-06-26,81.2676
2014-06-25,73.5427
2014-06-24,76.5242
2014-06-23,77.4340
2014-06-20,82.9183
2014-06-19,78.5958
2014-06-18,86.2928
2014-06-17,92.7252
2014-06-16,84.3894
2014-06-13,87.5573
2014-06-12,68.6343
2014-06-11,72.8858
2014-06-10,45.4664
2014-06-09,45.4599
2014-06-06,23.5769
2014-06-05,18.0535
2014-06-04,13.8114
2014-06-03,7.2173
2014-06-02,21.5519
2014-05-30,16.1634
2014-05-29,31.6389
2014-05-28,41.2751
2014-05-27,37.6586
2014-05-23,37.4782
2014-05-22,31.7410
2014-05-21,34.2224
2014-05-20,31.7735
2014-05-19,23.5225
2014-05-16,32.6867
2014-05-15,37.5756
2014-05-14,34.4107
2014-05-13,36.9621
2014-05-12,27.1018
2014-05-09,28.6946
2014-05-08,21.4429
2014-05-07,15.6487
2014-05-06,21.1702
2014-05-05,19.9853
2014-05-02,33.3543
2014-05-01,27.8765
2014-04-30,51.8195
2014-04-29,52.2012
2014-04-28,73.6547
2014-04-25,75.3809
2014-04-24,88.8696
