Dates,HT_SINE Values
2014-09-03,0.1561
2014-09-02,-0.5880
2014-08-29,0.2377
2014-08-28,-0.5187
2014-08-27,0.2404
2014-08-26,-0.5164
2014-08-25,0.1890
2014-08-22,-0.5607
2014-08-21,0.1208
2014-08-20,-0.6165
2014-08-19,0.0472
2014-08-18,-0.6729
2014-08-15,-0.0235
2014-08-14,-0.7236
2014-08-13,-0.1027
2014-08-12,-0.7760
2014-08-11,-0.1120
2014-08-08,-0.7819
2014-08-07,-0.1029
2014-08-06,-0.7761
2014-08-05,-0.0680
2014-08-04,-0.7535
2014-08-01,-0.0314
2014-07-31,-0.7290
2014-07-30,0.0101
2014-07-29,-0.6999
2014-07-28,0.1415
2014-07-25,-0.5999
2014-07-24,0.1935
2014-07-23,-0.5569
2014-07-22,0.2406
2014-07-21,-0.5162
2014-07-18,0.1869
2014-07-17,-0.5625
2014-07-16,0.2355
2014-07-15,-0.5207
2014-07-14,0.2991
2014-07-11,-0.4633
2014-07-10,0.3640
2014-07-09,-0.4012
2014-07-08,0.5423
2014-07-07,-0.2106
2014-07-03,0.6981
2014-07-02,-0.0126
2014-07-01,0.8571
2014-06-30,0.2418
2014-06-27,0.9785
2014-06-26,0.5459
2014-06-25,0.9862
2014-06-24,0.8144
2014-06-23,0.9291
2014-06-20,0.9185
2014-06-19,0.7444
2014-06-18,0.9985
2014-06-17,0.5533
2014-06-16,0.9803
2014-06-13,0.3530
2014-06-12,0.9112
2014-06-11,0.2804
2014-06-10,0.8770
2014-06-09,0.3318
2014-06-06,0.9017
2014-06-05,0.4020
2014-06-04,0.9317
2014-06-03,0.3749
2014-06-02,0.9206
2014-05-30,0.0243
2014-05-29,0.7241
2014-05-28,-0.3153
2014-05-27,0.4480
2014-05-23,-0.8241
2014-05-22,-0.1822
2014-05-21,-0.9711
2014-05-20,-0.5180
2014-05-19,-0.9931
2014-05-16,-0.7849
2014-05-15,-0.7094
2014-05-14,-1.0000
2014-05-13,-0.1870
2014-05-12,-0.8268
2014-05-09,0.7586
2014-05-08,0.0756
2014-05-07,0.9609
2014-05-06,0.4837
2014-05-05,0.9834
2014-05-02,0.5669
2014-05-01,0.9937
2014-04-30,0.7820
2014-04-29,0.9316
2014-04-28,0.9157
2014-04-25,0.8043
2014-04-24,0.9889
2014-04-23,0.6935
2014-04-22,0.9998
2014-04-21,0.4497
2014-04-17,0.9496
2014-04-16,0.1962
2014-04-15,0.8321
2014-04-14,-0.0528
2014-04-11,0.6688
2014-04-10,-0.2812
2014-04-09,0.4797
2014-04-08,-0.4961
2014-04-07,0.2632
2014-04-04,-0.7629
2014-04-03,-0.0824
2014-04-02,-0.8944
2014-04-01,-0.3161
2014-03-31,-0.9956
2014-03-28,-0.6380
2014-03-27,-0.9551
2014-03-26,-0.8848
2014-03-25,-0.5686
2014-03-24,-0.9837
2014-03-21,0.2347
2014-03-20,-0.5214
2014-03-19,0.6599
2014-03-18,-0.0646
2014-03-17,0.8720
2014-03-14,0.2704
2014-03-13,0.9762
2014-03-12,0.5370
2014-03-11,0.9993
2014-03-10,0.6796
2014-03-07,0.9663
2014-03-06,0.8654
2014-03-05,0.8759
2014-03-04,0.9605
2014-03-03,0.7921
2014-02-28,0.9917
2014-02-27,0.7158
2014-02-26,0.9999
2014-02-25,0.6435
2014-02-24,0.9963
2014-02-21,0.5680
2014-02-20,0.9836
2014-02-19,0.4774
2014-02-18,0.9589
2014-02-14,0.3701
2014-02-13,0.9186
2014-02-12,0.2266
2014-02-11,0.8489
2014-02-10,-0.1219
2014-02-07,0.6156
2014-02-06,-0.3632
2014-02-05,0.4020
2014-02-04,-0.6672
2014-02-03,0.0550
2014-01-31,-0.9299
2014-01-30,-0.3974
2014-01-29,-0.9999
2014-01-28,-0.6987
2014-01-27,-0.9496
2014-01-24,-0.8931
2014-01-23,-0.8349
2014-01-22,-0.9795
2014-01-21,-0.6803
2014-01-17,-0.9993
2014-01-16,-0.5134
2014-01-15,-0.9698
2014-01-14,-0.3374
2014-01-13,-0.9042
2014-01-10,-0.1232
2014-01-09,-0.7888
2014-01-08,0.0311
2014-01-07,-0.6847
2014-01-06,0.1174
2014-01-03,-0.6192
2014-01-02,0.1188
2013-12-31,-0.6181
2013-12-30,0.0453
2013-12-27,-0.6744
2013-12-26,0.0140
2013-12-24,-0.6971
2013-12-23,-0.0162
2013-12-20,-0.7185
2013-12-19,-0.0704
2013-12-18,-0.7551
2013-12-17,-0.1252
2013-12-16,-0.7901
2013-12-13,-0.0936
2013-12-12,-0.7702
2013-12-11,0.0077
2013-12-10,-0.7017
2013-12-09,0.1674
2013-12-06,-0.5787
2013-12-05,0.3429
2013-12-04,-0.4218
2013-12-03,0.5519
2013-12-02,-0.1994
2013-11-29,0.6757
2013-11-27,-0.0434
2013-11-26,0.7508
2013-11-25,0.0638
2013-11-22,0.8872
2013-11-21,0.3010
2013-11-20,0.9652
2013-11-19,0.4975
2013-11-18,0.9994
2013-11-15,0.7308
2013-11-14,-0.9304
2013-11-13,-0.3986
2013-11-12,-0.9784
2013-11-11,-0.8381
2013-11-08,-0.9379
2013-11-07,-0.9085
2013-11-06,-0.7417
2013-11-05,-0.9987
2013-11-04,-0.4311
2013-11-01,-0.9429
2013-10-31,0.0658
2013-10-30,-0.6591
2013-10-29,0.6101
2013-10-28,-0.1289
2013-10-25,0.9708
2013-10-24,0.5169
2013-10-23,0.9728
2013-10-22,0.8518
2013-10-21,0.8831
2013-10-18,0.9562
2013-10-17,0.6794
2013-10-16,0.9993
2013-10-15,0.3892
2013-10-14,0.9266
2013-10-11,0.1345
2013-10-10,0.7958
2013-10-09,-0.1488
2013-10-08,0.5940
2013-10-07,-0.2500
2013-10-04,0.5079
2013-10-03,-0.3498
2013-10-02,0.4150
2013-10-01,-0.6017
2013-09-30,0.1393
2013-09-27,-0.6786
2013-09-26,0.0395
2013-09-25,-0.7508
2013-09-24,-0.0638
2013-09-23,-0.7183
2013-09-20,-0.0159
2013-09-19,-0.7868
2013-09-18,-0.1199
2013-09-17,-0.9102
2013-09-16,-0.3508
2013-09-13,-0.9807
2013-09-12,-0.5552
2013-09-11,-0.9912
2013-09-10,-0.7944
2013-09-09,-0.9449
2013-09-06,-0.8997
2013-09-05,-0.8296
2013-09-04,-0.9814
2013-09-03,-0.7778
2013-08-30,-0.9944
2013-08-29,-0.6844
2013-08-28,-0.9995
2013-08-27,-0.6298
2013-08-26,-0.9946
2013-08-23,-0.5106
2013-08-22,-0.9690
2013-08-21,-0.2882
2013-08-20,-0.8809
2013-08-19,-0.0180
2013-08-16,-0.7197
2013-08-15,0.3211
2013-08-14,-0.4426
2013-08-13,0.5254
2013-08-12,-0.2301
2013-08-09,0.7014
2013-08-08,-0.0080
2013-08-07,0.7550
2013-08-06,0.0702
2013-08-05,0.9379
2013-08-02,0.4178
2013-08-01,0.9887
2013-07-31,0.5931
2013-07-30,0.9974
2013-07-29,0.6544
2013-07-26,1.0000
2013-07-25,0.7141
2013-07-24,0.9949
2013-07-23,0.7747
2013-07-22,0.9566
2013-07-19,0.8825
2013-07-18,0.9844
2013-07-17,0.8206
2013-07-16,0.9617
2013-07-15,0.8738
2013-07-12,0.9281
2013-07-11,0.9195
2013-07-10,0.8830
2013-07-09,0.9562
2013-07-08,0.7807
2013-07-05,0.9939
2013-07-03,0.7235
2013-07-02,0.9997
2013-07-01,0.6653
2013-06-28,0.9983
2013-06-27,0.6002
2013-06-26,0.9900
2013-06-25,0.4796
2013-06-24,0.9596
2013-06-21,0.4288
2013-06-20,0.9420
2013-06-19,0.3723
2013-06-18,0.9195
2013-06-17,0.2283
2013-06-14,0.8499
2013-06-13,0.1474
2013-06-12,0.8036
2013-06-11,0.0646
2013-06-10,0.7513
2013-06-07,-0.1061
2013-06-06,0.6281
2013-06-05,-0.3093
2013-06-04,0.4537
2013-06-03,-0.5248
2013-05-31,0.2308
2013-05-30,-0.7440
2013-05-29,-0.0536
2013-05-28,-0.9672
2013-05-24,-0.5043
2013-05-23,-0.9892
2013-05-22,-0.8032
2013-05-21,-0.7228
2013-05-20,-0.9997
2013-05-17,-0.3296
2013-05-16,-0.9006
2013-05-15,0.0008
2013-05-14,-0.7066
2013-05-13,-0.0821
2013-05-10,-0.7628
2013-05-09,-0.1314
2013-05-08,-0.7939
2013-05-07,-0.2401
2013-05-06,-0.8562
2013-05-03,-0.3009
2013-05-02,-0.8871
2013-05-01,-0.3475
2013-04-30,-0.9088
2013-04-29,-0.3823
2013-04-26,-0.9237
2013-04-25,-0.4081
2013-04-24,-0.9341
2013-04-23,-0.4067
2013-04-22,-0.9336
2013-04-19,-0.3734
2013-04-18,-0.9200
2013-04-17,-0.3339
2013-04-16,-0.9026
2013-04-15,-0.2649
2013-04-12,-0.8692
2013-04-11,-0.2050
2013-04-10,-0.8370
2013-04-09,-0.1595
2013-04-08,-0.8108
2013-04-05,-0.0726
2013-04-04,-0.7565
2013-04-03,0.0373
2013-04-02,-0.6803
2013-04-01,0.1735
2013-03-28,-0.5737
2013-03-27,0.3868
2013-03-26,-0.3785
2013-03-25,0.5582
2013-03-22,-0.1920
2013-03-21,0.7446
2013-03-20,0.0545
2013-03-19,0.8816
2013-03-18,0.2897
2013-03-15,0.9456
2013-03-14,0.4385
2013-03-13,0.9945
2013-03-12,0.6290
2013-03-11,0.6862
2013-03-08,0.9996
2013-03-07,-0.9651
2013-03-06,-0.4973
2013-03-05,-0.9604
2013-03-04,-0.4819
2013-03-01,-0.9768
2013-02-28,-0.5393
2013-02-27,-0.9788
2013-02-26,-0.8370
2013-02-25,-0.9587
2013-02-22,-0.8790
2013-02-21,-0.8567
2013-02-20,-0.9705
2013-02-19,-0.7063
2013-02-15,-1.0000
2013-02-14,-0.5535
2013-02-13,-0.9803
2013-02-12,-0.3640
2013-02-11,-0.9160
2013-02-08,-0.1974
2013-02-07,-0.8328
2013-02-06,-0.1558
2013-02-05,-0.8087
2013-02-04,-0.1381
2013-02-01,-0.7980
2013-01-31,-0.1389
2013-01-30,-0.7985
2013-01-29,-0.0823
2013-01-28,-0.7629
2013-01-25,0.0564
2013-01-24,-0.6661
2013-01-23,0.1098
2013-01-22,-0.6252
2013-01-18,0.2320
2013-01-17,-0.5238
2013-01-16,0.6429
2013-01-15,-0.0869
2013-01-14,0.8042
2013-01-11,0.1484
2013-01-10,0.9832
2013-01-09,0.5660
2013-01-08,0.9799
2013-01-07,0.8339
2013-01-04,0.8983
2013-01-03,0.9459
2013-01-02,0.8085
2012-12-31,0.9878
2012-12-28,0.6656
2012-12-27,0.9984
2012-12-26,0.5168
2012-12-24,0.9708
2012-12-21,0.4424
2012-12-20,0.9470
2012-12-19,0.3329
2012-12-18,0.9022
2012-12-17,0.1663
2012-12-14,0.8149
2012-12-13,0.1133
2012-12-12,0.7827
2012-12-11,0.0701
2012-12-10,0.7549
2012-12-07,0.0483
2012-12-06,0.7404
2012-12-05,0.0208
2012-12-04,0.7216
2012-12-03,0.0019
2012-11-30,0.7085
2012-11-29,-0.0837
2012-11-28,0.6454
2012-11-27,-0.1726
2012-11-26,0.5744
2012-11-23,-0.1176
2012-11-21,0.6190
2012-11-20,-0.1426
2012-11-19,0.5991
2012-11-16,-0.1395
2012-11-15,0.6016
2012-11-14,-0.2727
2012-11-13,0.4875
2012-11-12,-0.3005
2012-11-09,0.4620
2012-11-08,-0.4912
2012-11-07,0.2686
2012-11-06,-0.6319
2012-11-05,0.1012
2012-11-02,-0.6688
2012-11-01,0.0528
2012-10-31,-0.8813
2012-10-26,-0.2889
2012-10-25,-0.9393
2012-10-24,-0.4216
2012-10-23,-0.9850
2012-10-22,-0.5745
2012-10-19,-0.9841
2012-10-18,-0.8214
2012-10-17,-0.9280
2012-10-16,-0.9197
2012-10-15,-0.7841
2012-10-12,-0.9933
2012-10-11,-0.6222
2012-10-10,-0.9935
2012-10-09,-0.4238
2012-10-08,-0.9401
2012-10-05,-0.1411
2012-10-04,-0.7998
2012-10-03,0.0250
2012-10-02,-0.6892
2012-10-01,0.4555
2012-09-28,-0.3074
2012-09-27,0.7022
2012-09-26,-0.0070
2012-09-25,0.8596
2012-09-24,0.2464
2012-09-21,0.9064
2012-09-20,0.3423
2012-09-19,0.4986
2012-09-18,-0.2604
2012-09-17,-0.4284
2012-09-14,-0.9418
2012-09-13,-0.7631
2012-09-12,-0.9966
2012-09-11,-0.8709
2012-09-10,-0.9633
2012-09-07,-0.8425
2012-09-06,-0.9767
2012-09-05,-0.7928
2012-09-04,-0.9916
2012-08-31,-0.7975
2012-08-30,-0.9905
2012-08-29,-0.7609
2012-08-28,-0.9969
2012-08-27,-0.7110
2012-08-24,-1.0000
2012-08-23,-0.6482
2012-08-22,-0.9968
2012-08-21,-0.5360
2012-08-20,-0.9760
2012-08-17,-0.4562
2012-08-16,-0.9518
2012-08-15,-0.3963
2012-08-14,-0.9294
2012-08-13,-0.3300
2012-08-10,-0.9008
2012-08-09,-0.3000
2012-08-08,-0.8867
2012-08-07,-0.1952
2012-08-06,-0.8315
2012-08-03,-0.1423
2012-08-02,-0.8006
2012-08-01,-0.0228
2012-07-31,-0.7230
2012-07-30,0.1060
2012-07-27,-0.6282
2012-07-26,0.2384
2012-07-25,-0.5182
2012-07-24,0.3840
2012-07-23,-0.3814
2012-07-20,0.4744
2012-07-19,-0.2870
2012-07-18,0.5229
2012-07-17,-0.2330
2012-07-16,0.5210
2012-07-13,-0.2352
2012-07-12,0.3681
2012-07-11,-0.3972
2012-07-10,0.0836
2012-07-09,-0.6455
2012-07-06,-0.1977
2012-07-05,-0.8330
2012-07-03,-0.3501
2012-07-02,-0.9099
2012-06-29,-0.3828
2012-06-28,-0.9239
2012-06-27,-0.3529
2012-06-26,-0.9111
2012-06-25,-0.2960
2012-06-22,-0.8847
2012-06-21,-0.2485
2012-06-20,-0.8606
2012-06-19,-0.1863
2012-06-18,-0.8264
2012-06-15,-0.1237
2012-06-14,-0.7892
2012-06-13,-0.0538
2012-06-12,-0.7442
2012-06-11,0.0195
2012-06-08,-0.6932
2012-06-07,0.1239
2012-06-06,-0.6140
2012-06-05,0.1657
2012-06-04,-0.5801
2012-06-01,0.2301
2012-05-31,-0.5254
2012-05-30,0.2352
2012-05-29,-0.5210
2012-05-25,0.2593
2012-05-24,-0.4995
2012-05-23,0.2802
2012-05-22,-0.4806
2012-05-21,0.3306
2012-05-18,-0.4335
2012-05-17,0.3466
2012-05-16,-0.4182
2012-05-15,0.3201
2012-05-14,-0.4436
2012-05-11,0.2802
2012-05-10,-0.4807
2012-05-09,0.2364
2012-05-08,-0.5199
2012-05-07,0.2266
2012-05-04,-0.5285
2012-05-03,0.1973
2012-05-02,-0.5537
2012-05-01,0.1810
2012-04-30,-0.5674
2012-04-27,0.1833
2012-04-26,-0.5655
2012-04-25,0.2089
2012-04-24,-0.5438
2012-04-23,0.2562
2012-04-20,-0.5023
2012-04-19,0.3067
2012-04-18,-0.4562
2012-04-17,0.4530
2012-04-16,-0.3100
2012-04-13,0.4033
2012-04-12,-0.3618
2012-04-11,0.2942
2012-04-10,-0.4678
2012-04-09,-0.0178
2012-04-05,-0.7196
2012-04-04,-0.6004
2012-04-03,-0.9900
2012-04-02,-0.6585
2012-03-30,-0.9978
2012-03-29,-0.4890
2012-03-28,-0.9626
2012-03-27,-0.0855
2012-03-26,-0.7650
2012-03-23,0.1466
2012-03-22,-0.5958
2012-03-21,0.4326
2012-03-20,-0.3316
2012-03-19,0.5852
2012-03-16,-0.1595
2012-03-15,0.7707
2012-03-14,0.0944
2012-03-13,0.8755
2012-03-12,0.2775
2012-03-09,0.8509
2012-03-08,0.2302
2012-03-07,-0.6971
2012-03-06,-0.9999
2012-03-05,-0.8607
2012-03-02,-0.9686
2012-03-01,-0.8863
2012-02-29,-0.9542
2012-02-28,-0.8694
2012-02-27,-0.9641
2012-02-24,-0.9137
2012-02-23,-0.9334
2012-02-22,-0.9326
2012-02-21,-0.9147
2012-02-17,-0.9033
2012-02-16,-0.9420
2012-02-15,-0.8072
2012-02-14,-0.9882
2012-02-13,-0.7252
2012-02-10,-0.9997
2012-02-09,-0.5877
2012-02-08,-0.9877
2012-02-07,-0.4378
2012-02-06,-0.9453
2012-02-03,-0.3339
2012-02-02,-0.9026
2012-02-01,-0.3214
2012-01-31,-0.8969
2012-01-30,-0.2735
2012-01-27,-0.8736
2012-01-26,-0.1589
2012-01-25,-0.8105
2012-01-24,-0.0459
2012-01-23,-0.7388
2012-01-20,0.0884
2012-01-19,-0.6418
2012-01-18,0.1442
2012-01-17,-0.5978
2012-01-13,-0.1276
2012-01-12,-0.7916
2012-01-11,-0.3779
2012-01-10,-0.9219
2012-01-09,-0.5767
2012-01-06,-0.9855
2012-01-05,-0.6659
2012-01-04,-0.9984
2012-01-03,-0.6847
2011-12-30,-0.9995
2011-12-29,-0.6690
2011-12-28,-0.9986
2011-12-27,-0.6245
2011-12-23,-0.9939
2011-12-22,-0.6118
2011-12-21,-0.9919
2011-12-20,-0.5311
2011-12-19,-0.9747
2011-12-16,-0.4120
2011-12-15,-0.9356
2011-12-14,-0.3556
2011-12-13,-0.9123
2011-12-12,-0.1969
2011-12-09,-0.8325
2011-12-08,0.0416
2011-12-07,-0.6771
2011-12-06,0.1907
2011-12-05,-0.5593
2011-12-02,0.3222
2011-12-01,-0.4415
2011-11-30,0.4801
2011-11-29,-0.2808
2011-11-28,0.5868
2011-11-25,-0.1577
2011-11-23,0.6589
2011-11-22,-0.0660
2011-11-21,0.6876
2011-11-18,-0.0272
2011-11-17,0.6989
2011-11-16,-0.0116
2011-11-15,0.6485
2011-11-14,-0.0797
2011-11-11,0.3380
2011-11-10,-0.4265
2011-11-09,-0.1429
2011-11-08,-0.8009
2011-11-07,-0.5400
2011-11-04,-0.9770
2011-11-03,-0.7080
2011-11-02,-1.0000
2011-11-01,-0.7219
2011-10-31,-0.9998
2011-10-28,-0.6507
2011-10-27,-0.9970
2011-10-26,-0.4243
2011-10-25,-0.9403
2011-10-24,-0.0502
2011-10-21,-0.7417
2011-10-20,0.2707
2011-10-19,-0.4893
2011-10-18,0.4338
2011-10-17,-0.3304
2011-10-14,0.5586
2011-10-13,-0.1915
2011-10-12,0.7215
2011-10-11,0.0206
2011-10-10,0.8938
2011-10-07,0.3150
2011-10-06,0.9881
2011-10-05,0.5899
2011-10-04,0.9860
2011-10-03,0.8150
2011-09-30,0.2536
2011-09-29,0.8633
2011-09-28,-0.9624
2011-09-27,-0.4884
2011-09-26,-0.9617
2011-09-23,-0.4863
2011-09-22,-0.9998
2011-09-21,-0.7207
2011-09-20,-0.9759
2011-09-19,-0.8444
2011-09-16,-0.9232
2011-09-15,-0.9245
2011-09-14,-0.8493
2011-09-13,-0.9738
2011-09-12,-0.7569
2011-09-09,-0.9973
2011-09-08,-0.5802
2011-09-07,-0.9862
2011-09-06,-0.4520
2011-09-02,-0.9504
2011-09-01,-0.3141
2011-08-31,-0.8934
2011-08-30,-0.1712
2011-08-29,-0.8177
2011-08-26,-0.0035
2011-08-25,-0.7096
2011-08-24,0.1046
2011-08-23,-0.6293
2011-08-22,0.1987
2011-08-19,-0.5525
2011-08-18,0.2905
2011-08-17,-0.4712
2011-08-16,0.3527
2011-08-15,-0.4122
2011-08-12,0.3907
2011-08-11,-0.3747
2011-08-10,0.3806
2011-08-09,-0.3848
2011-08-08,0.2945
2011-08-05,-0.4675
2011-08-04,0.1206
2011-08-03,-0.6166
2011-08-02,-0.0494
2011-08-01,-0.7412
2011-07-29,-0.1576
2011-07-28,-0.8097
2011-07-27,-0.0517
2011-07-26,-0.7427
2011-07-25,0.1494
2011-07-22,-0.5936
2011-07-21,0.2601
2011-07-20,-0.4989
2011-07-19,0.3782
2011-07-18,-0.3872
2011-07-15,0.2416
2011-07-14,-0.5154
2011-07-13,-0.0901
2011-07-12,-0.7680
2011-07-11,-0.3464
2011-07-08,-0.9083
2011-07-07,-0.4348
2011-07-06,-0.9442
2011-07-05,-0.4499
2011-07-01,-0.9496
2011-06-30,-0.3834
2011-06-29,-0.9242
2011-06-28,-0.3559
2011-06-27,-0.9125
2011-06-24,-0.3494
2011-06-23,-0.9096
2011-06-22,-0.2877
2011-06-21,-0.8807
2011-06-20,-0.2496
2011-06-17,-0.8612
2011-06-16,-0.1276
2011-06-15,-0.7915
2011-06-14,-0.0537
2011-06-13,-0.7440
2011-06-10,0.0387
2011-06-09,-0.6792
2011-06-08,0.1111
2011-06-07,-0.6241
2011-06-06,0.1563
2011-06-03,-0.5879
2011-06-02,0.1974
2011-06-01,-0.5536
2011-05-31,0.2481
2011-05-27,-0.5096
2011-05-26,0.2692
2011-05-25,-0.4906
2011-05-24,0.2443
2011-05-23,-0.5129
2011-05-20,0.2360
2011-05-19,-0.5203
2011-05-18,0.0418
2011-05-17,-0.6769
2011-05-16,-0.1149
2011-05-13,-0.7837
2011-05-12,-0.4022
2011-05-11,-0.9318
2011-05-10,-0.5145
2011-05-09,-0.9702
2011-05-06,-0.5978
2011-05-05,-0.9896
2011-05-04,-0.5865
2011-05-03,-0.9874
2011-05-02,-0.4835
2011-04-29,-0.9608
2011-04-28,-0.1767
2011-04-27,-0.8209
2011-04-26,0.0514
2011-04-25,-0.6698
2011-04-21,0.4239
2011-04-20,-0.3407
2011-04-19,0.7151
2011-04-18,0.0114
2011-04-15,0.8749
2011-04-14,0.2762
2011-04-13,0.9682
2011-04-12,0.5077
2011-04-11,0.9984
2011-04-08,0.7459
2011-04-07,0.8117
2011-04-06,0.9870
2011-04-05,-0.8355
2011-04-04,-0.2022
2011-04-01,-0.9982
2011-03-31,-0.7483
2011-03-30,-0.9783
2011-03-29,-0.8382
2011-03-28,-0.9382
2011-03-25,-0.9082
2011-03-24,-0.8761
2011-03-23,-0.9604
2011-03-22,-0.8249
2011-03-21,-0.9830
2011-03-18,-0.7440
2011-03-17,-0.9986
2011-03-16,-0.6105
2011-03-15,-0.9917
2011-03-14,-0.5261
2011-03-11,-0.9733
2011-03-10,-0.4687
2011-03-09,-0.9560
2011-03-08,-0.4277
2011-03-07,-0.9416
2011-03-04,-0.4055
2011-03-03,-0.9331
2011-03-02,-0.3493
2011-03-01,-0.9095
2011-02-28,-0.2621
2011-02-25,-0.8677
2011-02-24,-0.1818
2011-02-23,-0.8239
2011-02-22,-0.0621
2011-02-18,-0.7496
2011-02-17,0.1183
2011-02-16,-0.6185
2011-02-15,0.2660
2011-02-14,-0.4935
2011-02-11,0.4163
2011-02-10,-0.3485
2011-02-09,0.5311
2011-02-08,-0.2237
2011-02-07,0.6138
2011-02-04,-0.1242
2011-02-03,0.6047
2011-02-02,-0.1356
2011-02-01,0.6088
2011-01-31,-0.1305
2011-01-28,0.5719
2011-01-27,-0.1757
2011-01-26,0.3889
2011-01-25,-0.3765
2011-01-24,0.2586
2011-01-21,-0.5002
2011-01-20,0.4959
2011-01-19,-0.2633
2011-01-18,0.7507
2011-01-14,0.0637
2011-01-13,0.9885
2011-01-12,0.5919
2011-01-11,0.9955
2011-01-10,0.7710
2011-01-07,0.9250
2011-01-06,0.9228
2011-01-05,0.8899
2011-01-04,0.9518
2011-01-03,0.8018
2010-12-31,0.9895
2010-12-30,0.7166
2010-12-29,0.9999
2010-12-28,0.6043
2010-12-27,0.9907
2010-12-23,0.4833
2010-12-22,0.9608
2010-12-21,0.3117
2010-12-20,0.8923
2010-12-17,0.0948
2010-12-16,0.7710
2010-12-15,-0.3579
2010-12-14,0.4072
2010-12-13,-0.6070
2010-12-10,0.1327
2010-12-09,-0.8110
2010-12-08,-0.1598
2010-12-07,-0.9415
2010-12-06,-0.4274
2010-12-03,-0.9994
2010-12-02,-0.7317
2010-12-01,-0.9490
2010-11-30,-0.8939
2010-11-29,-0.8545
2010-11-26,-0.9715
2010-11-24,-0.7053
2010-11-23,-1.0000
2010-11-22,-0.5412
2010-11-19,-0.9773
2010-11-18,-0.3858
2010-11-17,-0.9252
2010-11-16,-0.2035
2010-11-15,-0.8362
2010-11-12,-0.1346
2010-11-11,-0.7959
2010-11-10,-0.0771
2010-11-09,-0.7595
2010-11-08,-0.0228
2010-11-05,-0.7230
2010-11-04,0.0147
2010-11-03,-0.6966
2010-11-02,0.0553
2010-11-01,-0.6669
2010-10-29,0.1017
2010-10-28,-0.6316
2010-10-27,0.1465
2010-10-26,-0.5959
2010-10-25,0.1164
2010-10-22,-0.6200
2010-10-21,0.0269
2010-10-20,-0.6878
2010-10-19,0.0022
2010-10-18,-0.7055
2010-10-15,-0.0210
2010-10-14,-0.7218
2010-10-13,-0.0447
2010-10-12,-0.7380
2010-10-11,-0.0562
2010-10-08,-0.7457
2010-10-07,-0.0704
2010-10-06,-0.7551
2010-10-05,-0.0642
2010-10-04,-0.7510
2010-10-01,-0.0496
2010-09-30,-0.7413
2010-09-29,0.0055
2010-09-28,-0.7032
2010-09-27,0.1010
2010-09-24,-0.6321
2010-09-23,0.2420
2010-09-22,-0.5150
2010-09-21,0.5814
2010-09-20,-0.1642
2010-09-17,0.7691
2010-09-16,0.0918
2010-09-15,0.9018
2010-09-14,0.3321
2010-09-13,-0.4722
2010-09-10,-0.9572
2010-09-09,-0.9719
2010-09-08,-0.8536
2010-09-07,-0.9475
2010-09-03,-0.8961
2010-09-02,-0.8841
2010-09-01,-0.9556
2010-08-31,-0.7817
2010-08-30,-0.9937
2010-08-27,-0.6353
2010-08-26,-0.9953
2010-08-25,-0.4506
2010-08-24,-0.9499
2010-08-23,-0.3105
2010-08-20,-0.8917
2010-08-19,-0.0362
2010-08-18,-0.7322
2010-08-17,0.2280
2010-08-16,-0.5273
2010-08-13,0.4576
2010-08-12,-0.3051
2010-08-11,0.6492
2010-08-10,-0.0787
2010-08-09,0.7724
2010-08-06,0.0970
2010-08-05,0.6874
2010-08-04,-0.0274
2010-08-03,-0.5220
2010-08-02,-0.9722
2010-07-30,-0.8620
2010-07-29,-0.9679
2010-07-28,-0.7541
2010-07-27,-0.9976
2010-07-26,-0.3836
2010-07-23,-0.9243
2010-07-22,-0.1446
2010-07-21,-0.8019
2010-07-20,-0.1493
2010-07-19,-0.8048
2010-07-16,-0.1430
2010-07-15,-0.8010
2010-07-14,-0.0838
2010-07-13,-0.7639
2010-07-12,0.1339
2010-07-09,-0.6060
2010-07-08,0.1764
2010-07-07,-0.5713
2010-07-06,-0.0949
2010-07-02,-0.7710
2010-07-01,-0.4233
2010-06-30,-0.9399
2010-06-29,-0.5277
2010-06-28,-0.9738
2010-06-25,-0.5494
2010-06-24,-0.9793
2010-06-23,-0.5054
2010-06-22,-0.9675
2010-06-21,-0.4823
2010-06-18,-0.9605
2010-06-17,-0.4217
2010-06-16,-0.9393
2010-06-15,-0.2878
2010-06-14,-0.8807
2010-06-11,-0.2007
2010-06-10,-0.8347
2010-06-09,-0.1784
2010-06-08,-0.8219
2010-06-07,-0.2338
2010-06-04,-0.8528
2010-06-03,-0.2984
2010-06-02,-0.8859
2010-06-01,-0.2946
2010-05-28,-0.8841
2010-05-27,-0.2757
2010-05-26,-0.8747
2010-05-25,-0.2452
2010-05-24,-0.8589
2010-05-21,-0.2601
2010-05-20,-0.8667
2010-05-19,-0.2144
2010-05-18,-0.8423
2010-05-17,-0.1623
2010-05-14,-0.8125
2010-05-13,-0.1502
2010-05-12,-0.8053
2010-05-11,-0.1915
2010-05-10,-0.8294
2010-05-07,-0.2530
2010-05-06,-0.8630
2010-05-05,-0.2012
2010-05-04,-0.8349
2010-05-03,-0.0517
2010-04-30,-0.7427
2010-04-29,0.1438
2010-04-28,-0.5981
2010-04-27,0.2906
2010-04-26,-0.4711
2010-04-23,0.3304
2010-04-22,-0.4337
2010-04-21,0.1117
2010-04-20,-0.6237
2010-04-19,-0.4224
2010-04-16,-0.9396
2010-04-15,-0.6991
2010-04-14,-0.9999
