Dates,HT_SINE Values
2019-02-14,0.3166
2019-02-13,0.8946
2019-02-12,0.2743
2019-02-11,0.8739
2019-02-08,0.1797
2019-02-07,0.8227
2019-02-06,0.1066
2019-02-05,0.7785
2019-02-04,-0.0272
2019-02-01,0.6876
2019-01-31,-0.1589
2019-01-30,0.5857
2019-01-29,-0.3334
2019-01-28,0.4309
2019-01-25,-0.4803
2019-01-24,0.2806
2019-01-23,-0.6315
2019-01-22,0.1017
2019-01-18,-0.8165
2019-01-17,-0.1692
2019-01-16,-0.9722
2019-01-15,-0.5220
2019-01-14,-0.9895
2019-01-11,-0.8019
2019-01-10,-0.8958
2019-01-09,-0.9477
2019-01-08,-0.4458
2019-01-07,-0.9482
2019-01-04,0.0434
2019-01-03,-0.6758
2019-01-02,0.5352
2018-12-31,-0.2188
2018-12-28,0.9647
2018-12-27,0.4958
2018-12-26,0.9970
2018-12-24,0.7594
2018-12-21,0.9101
2018-12-20,0.9365
2018-12-19,0.1546
2018-12-18,0.8079
2018-12-17,-0.6077
2018-12-14,0.1319
2018-12-13,-0.9241
2018-12-12,-0.3831
2018-12-11,-0.9991
2018-12-10,-0.6757
2018-12-07,-0.9716
2018-12-06,-0.8544
2018-12-04,-0.8203
2018-12-03,-0.9845
2018-11-30,-0.6856
2018-11-29,-0.9996
2018-11-28,-0.5275
2018-11-27,-0.9737
2018-11-26,-0.3436
2018-11-23,-0.9070
2018-11-21,-0.2053
2018-11-20,-0.8372
2018-11-19,-0.0136
2018-11-16,-0.7166
2018-11-15,0.1167
2018-11-14,-0.6197
2018-11-13,0.2592
2018-11-12,-0.4997
2018-11-09,0.3493
2018-11-08,-0.4156
2018-11-07,0.4055
2018-11-06,-0.3597
2018-11-05,0.4113
2018-11-02,-0.3537
2018-11-01,0.3400
2018-10-31,-0.4246
2018-10-30,0.1955
2018-10-29,-0.5552
2018-10-26,0.0627
2018-10-25,-0.6614
2018-10-24,0.0174
2018-10-23,-0.6947
2018-10-22,0.1035
2018-10-19,-0.6301
2018-10-18,0.1968
2018-10-17,-0.5541
2018-10-16,0.1745
2018-10-15,-0.5729
2018-10-12,0.0245
2018-10-11,-0.6896
2018-10-10,-0.2850
2018-10-09,-0.8793
2018-10-08,-0.3480
2018-10-05,-0.9090
2018-10-04,-0.6384
2018-10-03,-0.9957
2018-10-02,-0.6302
2018-10-01,-0.9946
2018-09-28,-0.5883
2018-09-27,-0.9878
2018-09-26,-0.5116
2018-09-25,-0.9693
2018-09-24,-0.3053
2018-09-21,-0.8892
2018-09-20,0.1025
2018-09-19,-0.6309
2018-09-18,0.5065
2018-09-17,-0.2516
2018-09-14,0.7992
2018-09-13,0.1402
2018-09-12,0.9650
2018-09-11,0.4970
2018-09-10,0.9933
2018-09-07,0.7840
2018-09-06,0.8943
2018-09-05,0.9488
2018-09-04,0.6850
2018-08-31,0.9995
2018-08-30,0.4626
2018-08-29,0.9540
2018-08-28,0.3025
2018-08-27,0.8879
2018-08-24,0.2122
2018-08-23,0.8410
2018-08-22,0.1355
2018-08-21,0.7964
2018-08-20,0.0831
2018-08-17,0.7634
2018-08-16,0.1025
2018-08-15,0.7759
2018-08-14,0.1369
2018-08-13,0.7972
2018-08-10,0.1736
2018-08-09,0.8191
2018-08-08,0.2783
2018-08-07,0.8760
2018-08-06,0.3912
2018-08-03,0.9274
2018-08-02,0.4720
2018-08-01,0.9571
2018-07-31,0.4833
2018-07-30,0.9608
2018-07-27,0.4862
2018-07-26,0.9617
2018-07-25,0.4601
2018-07-24,0.9531
2018-07-23,0.4293
2018-07-20,0.9422
2018-07-19,0.3951
2018-07-18,0.9290
2018-07-17,0.3684
2018-07-16,0.9179
2018-07-13,0.3579
2018-07-12,0.9133
2018-07-11,0.3315
2018-07-10,0.9015
2018-07-09,0.3185
2018-07-06,0.8955
2018-07-05,0.2737
2018-07-03,0.8736
2018-07-02,0.1842
2018-06-29,0.8253
2018-06-28,0.0412
2018-06-27,0.7356
2018-06-26,0.0018
2018-06-25,0.7084
2018-06-22,-0.2081
2018-06-21,0.5445
2018-06-20,-0.4407
2018-06-19,0.3231
2018-06-18,-0.7630
2018-06-15,-0.0824
2018-06-14,-0.9069
2018-06-13,-0.3434
2018-06-12,-0.9998
2018-06-11,-0.6912
2018-06-08,-0.9771
2018-06-07,-0.8414
2018-06-06,-0.8626
2018-06-05,-0.9677
2018-06-04,-0.7344
2018-06-01,-0.9992
2018-05-31,-0.6421
2018-05-30,-0.9961
2018-05-29,-0.5408
2018-05-25,-0.9772
2018-05-24,-0.4984
2018-05-23,-0.9654
2018-05-22,-0.4546
2018-05-21,-0.9513
2018-05-18,-0.4092
2018-05-17,-0.9346
2018-05-16,-0.3509
2018-05-15,-0.9103
2018-05-14,-0.2984
2018-05-11,-0.8859
2018-05-10,-0.1827
2018-05-09,-0.8244
2018-05-08,-0.0436
2018-05-07,-0.7372
2018-05-04,0.0872
2018-05-03,-0.6427
2018-05-02,0.1616
2018-05-01,-0.5836
2018-04-30,0.1242
2018-04-27,-0.6138
2018-04-26,0.1404
2018-04-25,-0.6008
2018-04-24,0.1628
2018-04-23,-0.5826
2018-04-20,0.1849
2018-04-19,-0.5642
2018-04-18,0.0833
2018-04-17,-0.6457
2018-04-16,0.0408
2018-04-13,-0.6776
2018-04-12,-0.0094
2018-04-11,-0.7137
2018-04-10,0.0117
2018-04-09,-0.6988
2018-04-06,-0.0511
2018-04-05,-0.7423
2018-04-04,-0.0241
2018-04-03,-0.7239
2018-04-02,0.0244
2018-03-29,-0.6897
2018-03-28,0.0860
2018-03-27,-0.6436
2018-03-26,0.2386
2018-03-23,-0.5180
2018-03-22,0.4127
2018-03-21,-0.3523
2018-03-20,0.4802
2018-03-19,-0.2807
2018-03-16,0.7032
2018-03-15,-0.0056
2018-03-14,0.8990
2018-03-13,0.3260
2018-03-12,0.9973
2018-03-09,0.6535
2018-03-08,0.9341
2018-03-07,0.9130
2018-03-06,0.6670
2018-03-05,0.9985
2018-03-02,0.3312
2018-03-01,0.9014
2018-02-28,0.1664
2018-02-27,0.8149
2018-02-26,-0.1078
2018-02-23,0.6267
2018-02-22,-0.2660
2018-02-21,0.4935
2018-02-20,-0.5165
2018-02-16,0.2403
2018-02-15,-0.7079
2018-02-14,-0.0011
2018-02-13,-0.8451
2018-02-12,-0.2195
2018-02-09,-0.9596
2018-02-08,-0.4795
2018-02-07,-0.7899
2018-02-06,-0.9922
2018-02-05,0.4766
2018-02-02,-0.2846
2018-02-01,0.8626
2018-01-31,0.2523
2018-01-30,0.9981
2018-01-29,0.6618
2018-01-26,0.9289
2018-01-25,0.9187
2018-01-24,0.6922
2018-01-23,0.9998
2018-01-22,-0.1035
2018-01-19,0.6301
2018-01-18,-0.8301
2018-01-17,-0.1927
2018-01-16,-0.9959
2018-01-12,-0.6399
2018-01-11,-0.9781
2018-01-10,-0.8388
2018-01-09,-0.8988
2018-01-08,-0.9455
2018-01-05,-0.7422
2018-01-04,-0.9987
2018-01-03,-0.5100
2018-01-02,-0.9689
2017-12-29,-0.1744
2017-12-28,-0.8196
2017-12-27,0.5017
2017-12-26,-0.2569
2017-12-22,0.8148
2017-12-21,0.1662
2017-12-20,0.9803
2017-12-19,0.5536
2017-12-18,0.8997
2017-12-15,0.9448
2017-12-14,0.5483
2017-12-13,0.9790
2017-12-12,0.1565
2017-12-11,0.8090
2017-12-08,-0.0143
2017-12-07,0.6969
2017-12-06,-0.0838
2017-12-05,0.6453
2017-12-04,0.0540
2017-12-01,0.7442
2017-11-30,0.3900
2017-11-29,0.9269
2017-11-28,0.6932
2017-11-27,0.9998
2017-11-24,0.7374
2017-11-22,0.9990
2017-11-21,0.7601
2017-11-20,0.9970
2017-11-17,0.6393
2017-11-16,0.9958
2017-11-15,0.4416
2017-11-14,0.9467
2017-11-13,0.2679
2017-11-10,0.8707
2017-11-09,-0.0028
2017-11-08,0.7051
2017-11-07,-0.2328
2017-11-06,0.5230
2017-11-03,-0.4666
2017-11-02,0.2955
2017-11-01,-0.7910
2017-10-31,-0.1267
2017-10-30,-0.9478
2017-10-27,-0.4446
2017-10-26,-0.9880
2017-10-25,-0.8078
2017-10-24,0.0433
2017-10-23,-0.6758
2017-10-20,0.7442
2017-10-19,0.0540
2017-10-18,0.9736
2017-10-17,0.5272
2017-10-16,0.9903
2017-10-13,0.7986
2017-10-12,0.6859
2017-10-11,0.9996
2017-10-10,0.2280
2017-10-09,0.8497
2017-10-06,-0.4542
2017-10-05,0.3088
2017-10-04,-0.8895
2017-10-03,-0.3059
2017-10-02,-0.9976
2017-09-29,-0.6569
2017-09-28,-0.9079
2017-09-27,-0.9384
2017-09-26,-0.7321
2017-09-25,-0.9994
2017-09-22,-0.4073
2017-09-21,-0.9338
2017-09-20,0.2424
2017-09-19,-0.5147
2017-09-18,0.7741
2017-09-15,0.0998
2017-09-14,0.9411
2017-09-13,0.4265
2017-09-12,0.9996
2017-09-11,0.6856
2017-09-08,0.9645
2017-09-07,0.8688
2017-09-06,0.9012
2017-09-05,0.9437
2017-09-01,0.7379
2017-08-31,0.9990
2017-08-30,0.5252
2017-08-29,0.9731
2017-08-28,0.2591
2017-08-25,0.8662
2017-08-24,0.0100
2017-08-23,0.7142
2017-08-22,-0.1446
2017-08-21,0.5974
2017-08-18,-0.2813
2017-08-17,0.4796
2017-08-16,-0.4344
2017-08-15,0.3298
2017-08-14,-0.5551
2017-08-11,0.1956
2017-08-10,-0.5984
2017-08-09,0.1434
2017-08-08,-0.5819
2017-08-07,0.1636
2017-08-04,-0.3164
2017-08-03,0.4470
2017-08-02,0.3437
2017-08-01,0.9070
2017-07-31,0.5693
2017-07-28,0.9839
2017-07-27,0.5010
2017-07-26,0.9662
2017-07-25,0.0100
2017-07-24,0.7142
2017-07-21,-0.2662
2017-07-20,0.4933
2017-07-19,-0.2599
2017-07-18,0.4990
2017-07-17,0.1903
2017-07-14,0.8288
2017-07-13,0.7058
2017-07-12,1.0000
2017-07-11,0.7298
2017-07-10,0.9995
2017-07-07,0.6906
2017-07-06,0.9997
2017-07-05,0.6542
2017-07-03,0.9974
2017-06-30,0.5572
2017-06-29,0.9812
2017-06-28,0.4582
2017-06-27,0.9525
2017-06-26,0.4294
2017-06-23,0.9422
2017-06-22,0.6385
2017-06-21,0.9957
2017-06-20,0.5773
2017-06-19,0.9856
2017-06-16,0.3265
2017-06-15,0.8992
2017-06-14,-0.0919
2017-06-13,0.6392
2017-06-12,-0.5611
2017-06-09,0.1886
2017-06-08,-0.9671
2017-06-07,-0.5040
2017-06-06,-0.9991
2017-06-05,-0.7366
2017-06-02,-0.9026
2017-06-01,-0.9426
2017-05-31,-0.7383
2017-05-30,-0.9990
2017-05-26,-0.6162
2017-05-25,-0.9926
2017-05-24,-0.5012
2017-05-23,-0.9663
2017-05-22,-0.3879
2017-05-19,-0.9260
2017-05-18,-0.2733
2017-05-17,-0.8735
2017-05-16,-0.1339
2017-05-15,-0.7954
2017-05-12,-0.0196
2017-05-11,-0.7209
2017-05-10,0.0995
2017-05-09,-0.6333
2017-05-08,0.2266
2017-05-05,-0.5285
2017-05-04,0.3550
2017-05-03,-0.4100
2017-05-02,0.4527
2017-05-01,-0.3104
2017-04-28,0.4911
2017-04-27,-0.2687
2017-04-26,0.4396
2017-04-25,-0.3242
2017-04-24,0.3649
2017-04-21,-0.4003
2017-04-20,0.3420
2017-04-19,-0.4226
2017-04-18,0.3897
2017-04-17,-0.3757
2017-04-13,0.4207
2017-04-12,-0.3440
2017-04-11,0.5922
2017-04-10,-0.1511
2017-04-07,0.7632
2017-04-06,0.0828
2017-04-05,0.9023
2017-04-04,0.3331
2017-04-03,0.9560
2017-03-31,0.4685
2017-03-30,0.9937
2017-03-29,0.6233
2017-03-28,0.9654
2017-03-27,0.8671
2017-03-24,0.7753
2017-03-23,0.9948
2017-03-22,0.5750
2017-03-21,0.9851
2017-03-20,0.2355
2017-03-17,0.8538
2017-03-16,-0.0235
2017-03-15,0.6903
2017-03-14,-0.1437
2017-03-13,0.5982
2017-03-10,-0.0505
2017-03-09,0.6705
2017-03-08,0.1443
2017-03-07,0.8018
2017-03-06,0.3818
2017-03-03,0.9235
2017-03-02,0.4649
2017-03-01,0.9548
2017-02-28,0.3751
2017-02-27,0.9207
2017-02-24,0.3863
2017-02-23,0.9254
2017-02-22,0.4207
2017-02-21,0.9390
2017-02-17,0.4561
2017-02-16,0.9518
2017-02-15,0.2768
2017-02-14,0.8752
2017-02-13,-0.0113
2017-02-10,0.6990
2017-02-09,-0.3820
2017-02-08,0.3834
2017-02-07,-0.7457
2017-02-06,-0.0561
2017-02-03,-0.9302
2017-02-02,-0.3983
2017-02-01,-0.9996
2017-01-31,-0.6867
2017-01-30,-0.2445
2017-01-27,-0.8585
2017-01-26,0.8443
2017-01-25,0.2181
2017-01-24,0.9887
2017-01-23,0.5933
2017-01-20,0.4257
2017-01-19,0.9408
2017-01-18,-0.8653
2017-01-17,-0.2574
2017-01-13,-0.9878
2017-01-12,-0.8084
2017-01-11,-0.9250
2017-01-10,-0.9228
2017-01-09,-0.5428
2017-01-06,-0.9777
2017-01-05,0.4392
2017-01-04,-0.3247
2017-01-03,0.9723
2016-12-30,0.5223
2016-12-29,0.9996
2016-12-28,0.7261
2016-12-27,0.9365
2016-12-23,0.9102
2016-12-22,0.8220
2016-12-21,0.9839
2016-12-20,0.6854
2016-12-19,0.9995
2016-12-16,0.6011
2016-12-15,0.9901
2016-12-14,0.5221
2016-12-13,0.9723
2016-12-12,0.4378
2016-12-09,0.9453
2016-12-08,0.3471
2016-12-07,0.9086
2016-12-06,0.2466
2016-12-05,0.8597
2016-12-02,0.1394
2016-12-01,0.7988
2016-11-30,0.0091
2016-11-29,0.7135
2016-11-28,-0.0919
2016-11-25,0.6391
2016-11-23,-0.1918
2016-11-22,0.5583
2016-11-21,-0.2755
2016-11-18,0.4849
2016-11-17,-0.3002
2016-11-16,0.4622
2016-11-15,-0.3377
2016-11-14,0.4268
2016-11-11,-0.3445
2016-11-10,0.4203
2016-11-09,-0.4229
2016-11-08,0.3417
2016-11-07,-0.5142
2016-11-04,0.2429
2016-11-03,-0.5188
2016-11-02,0.2376
2016-11-01,-0.4657
2016-10-31,0.2965
2016-10-28,-0.4523
2016-10-27,0.3108
2016-10-26,-0.5265
2016-10-25,0.2288
2016-10-24,-0.6222
2016-10-21,0.1136
2016-10-20,-0.6671
2016-10-19,0.0551
2016-10-18,-0.7780
2016-10-17,-0.1058
2016-10-14,-0.7835
2016-10-13,-0.1146
2016-10-12,-0.8509
2016-10-11,-0.2303
2016-10-10,-0.9514
2016-10-07,-0.4551
2016-10-06,-0.9996
2016-10-05,-0.6858
2016-10-04,-0.9552
2016-10-03,-0.8847
2016-09-30,-0.7984
2016-09-29,-0.9903
2016-09-28,-0.5182
2016-09-27,-0.9712
2016-09-26,-0.2790
2016-09-23,-0.8763
2016-09-22,0.0667
2016-09-21,-0.6584
2016-09-20,0.3008
2016-09-19,-0.4616
2016-09-16,0.5003
2016-09-15,-0.2584
2016-09-14,0.6724
2016-09-13,-0.0480
2016-09-12,0.6644
2016-09-09,-0.0587
2016-09-08,0.7383
2016-09-07,0.0451
2016-09-06,0.8106
2016-09-02,0.1590
2016-09-01,0.9384
2016-08-31,0.4192
2016-08-30,0.9961
2016-08-29,0.7669
2016-08-26,0.9136
2016-08-25,0.9335
2016-08-24,0.6833
2016-08-23,0.9995
2016-08-22,0.4601
2016-08-19,0.9532
2016-08-18,0.1692
2016-08-17,0.8165
2016-08-16,-0.0141
2016-08-15,0.6970
2016-08-12,-0.1900
2016-08-11,0.5599
2016-08-10,-0.2968
2016-08-09,0.4654
2016-08-08,-0.4646
2016-08-05,0.2977
2016-08-04,-0.5716
2016-08-03,0.1760
2016-08-02,-0.7099
2016-08-01,-0.0039
2016-07-29,-0.8350
2016-07-28,-0.2014
2016-07-27,-0.9346
2016-07-26,-0.4092
2016-07-25,-0.9953
2016-07-22,-0.6352
2016-07-21,-0.9343
2016-07-20,-0.9127
2016-07-19,0.9168
2016-07-18,0.3658
2016-07-15,0.9977
2016-07-14,0.6573
2016-07-13,0.9647
2016-07-12,0.8684
2016-07-11,0.9183
2016-07-08,0.9293
2016-07-07,0.9022
2016-07-06,0.9430
2016-07-05,0.8309
2016-07-01,0.9810
2016-06-30,0.7305
2016-06-29,0.9994
2016-06-28,0.6220
2016-06-27,0.9935
2016-06-24,0.5232
2016-06-23,0.9726
2016-06-22,0.4732
2016-06-21,0.9575
2016-06-20,0.4221
2016-06-17,0.9395
2016-06-16,0.3370
2016-06-15,0.9040
2016-06-14,0.2633
2016-06-13,0.8684
2016-06-10,0.1986
2016-06-09,0.8334
2016-06-08,0.0819
2016-06-07,0.7626
2016-06-06,-0.0611
2016-06-03,0.6626
2016-06-02,-0.1693
2016-06-01,0.5772
2016-05-31,-0.2836
2016-05-27,0.4776
2016-05-26,-0.4032
2016-05-25,0.3620
2016-05-24,-0.5929
2016-05-23,0.1501
2016-05-20,-0.7077
2016-05-19,-0.0008
2016-05-18,-0.8706
2016-05-17,-0.2677
2016-05-16,-0.9768
2016-05-13,-0.5394
2016-05-12,-0.9968
2016-05-11,-0.7611
2016-05-10,-0.9415
2016-05-09,-0.9041
2016-05-06,-0.9058
2016-05-05,-0.9401
2016-05-04,-0.8988
2016-05-03,-0.9455
2016-05-02,-0.8500
2016-04-29,-0.9735
2016-04-28,-0.7462
2016-04-27,-0.9984
2016-04-26,-0.6702
2016-04-25,-0.9987
2016-04-22,-0.5308
2016-04-21,-0.9746
2016-04-20,-0.4028
2016-04-19,-0.9320
2016-04-18,-0.3178
2016-04-15,-0.8952
2016-04-14,-0.2500
2016-04-13,-0.8614
2016-04-12,-0.2063
2016-04-11,-0.8378
2016-04-08,-0.1376
2016-04-07,-0.7977
2016-04-06,-0.1066
2016-04-05,-0.7785
2016-04-04,-0.0004
2016-04-01,-0.7074
2016-03-31,0.0442
2016-03-30,-0.6751
2016-03-29,0.0951
2016-03-28,-0.6367
2016-03-24,0.2898
2016-03-23,-0.4719
2016-03-22,0.3440
2016-03-21,-0.4207
2016-03-18,0.5898
2016-03-17,-0.1540
2016-03-16,0.7975
2016-03-15,0.1372
2016-03-14,0.8520
2016-03-11,0.2322
2016-03-10,0.9716
2016-03-09,0.5197
2016-03-08,0.9982
2016-03-07,0.7477
2016-03-04,0.8933
2016-03-03,0.9494
2016-03-02,0.7711
2016-03-01,0.9955
2016-02-29,0.5439
2016-02-26,0.9780
2016-02-25,0.3669
2016-02-24,0.9172
2016-02-23,0.1228
2016-02-22,0.7886
2016-02-19,-0.0054
2016-02-18,0.7033
2016-02-17,-0.1110
2016-02-16,0.6242
2016-02-12,-0.1928
2016-02-11,0.5575
2016-02-10,-0.2781
2016-02-09,0.4826
2016-02-08,-0.3500
2016-02-05,0.4149
2016-02-04,-0.4174
2016-02-03,0.3474
2016-02-02,-0.4599
2016-02-01,0.3027
2016-01-29,-0.4774
2016-01-28,0.2837
2016-01-27,-0.3829
2016-01-26,0.3825
2016-01-25,-0.2380
2016-01-22,0.5185
2016-01-21,-0.2008
2016-01-20,0.5507
2016-01-19,-0.2601
2016-01-15,0.4988
2016-01-14,-0.6712
2016-01-13,0.0495
2016-01-12,-0.8669
2016-01-11,-0.2604
2016-01-08,-0.9957
2016-01-07,-0.6387
2016-01-06,-0.9933
2016-01-05,-0.7842
2016-01-04,-0.9832
2015-12-31,-0.8244
2015-12-30,-0.9921
2015-12-29,-0.7902
2015-12-28,-0.9977
2015-12-24,-0.7538
2015-12-23,-0.9871
2015-12-22,-0.8113
2015-12-21,-0.9293
2015-12-18,-0.9182
2015-12-17,-0.8806
2015-12-16,-0.9578
2015-12-15,-0.7630
2015-12-14,-0.9966
2015-12-11,-0.6882
2015-12-10,-0.9997
2015-12-09,-0.5643
2015-12-08,-0.9828
2015-12-07,-0.4315
2015-12-04,-0.9430
2015-12-03,-0.3099
2015-12-02,-0.8915
2015-12-01,-0.1952
2015-11-30,-0.8315
2015-11-27,-0.0375
2015-11-25,-0.7331
2015-11-24,0.0560
2015-11-23,-0.6664
2015-11-20,-0.0222
2015-11-19,-0.7226
2015-11-18,-0.1095
2015-11-17,-0.7803
2015-11-16,-0.2237
2015-11-13,-0.8474
2015-11-12,-0.3465
2015-11-11,-0.9083
2015-11-10,-0.3639
2015-11-09,-0.9160
2015-11-06,-0.3275
2015-11-05,-0.8997
2015-11-04,-0.2009
2015-11-03,-0.8347
2015-11-02,-0.1366
2015-10-30,-0.7971
2015-10-29,-0.0099
2015-10-28,-0.7141
2015-10-27,0.1098
2015-10-26,-0.6252
2015-10-23,0.3281
2015-10-22,-0.4360
2015-10-21,0.6204
2015-10-20,-0.1159
2015-10-19,0.7679
2015-10-16,0.0901
2015-10-15,0.9404
2015-10-14,0.4245
2015-10-13,0.9922
2015-10-12,0.6135
2015-10-09,0.9961
2015-10-08,0.7665
2015-10-07,0.9572
2015-10-06,0.8815
2015-10-05,0.9510
2015-10-02,0.8911
2015-10-01,0.9110
2015-09-30,0.9358
2015-09-29,0.8862
2015-09-28,0.9542
2015-09-25,0.7905
2015-09-24,0.9920
2015-09-23,0.7307
2015-09-22,0.9994
2015-09-21,0.6501
2015-09-18,0.9970
2015-09-17,0.6281
2015-09-16,0.9944
2015-09-15,0.6123
2015-09-14,0.9920
2015-09-11,0.6034
2015-09-10,0.9905
2015-09-09,0.5048
2015-09-08,0.9673
2015-09-04,0.4788
2015-09-03,0.9594
2015-09-02,0.3299
2015-09-01,0.9008
2015-08-31,0.1504
2015-08-28,0.8054
2015-08-27,-0.0468
2015-08-26,0.6732
2015-08-25,-0.2416
2015-08-24,0.5153
2015-08-21,-0.4436
2015-08-20,0.3201
2015-08-19,-0.6421
2015-08-18,0.0880
2015-08-17,-0.8127
2015-08-14,-0.1626
2015-08-13,-0.8984
2015-08-12,-0.3247
2015-08-11,-0.9925
2015-08-10,-0.6155
2015-08-07,-0.9668
2015-08-06,-0.8643
2015-08-05,-0.7753
2015-08-04,-0.9948
2015-08-03,-0.3893
2015-07-31,-0.9266
2015-07-30,0.0799
2015-07-29,-0.6483
2015-07-28,0.4903
2015-07-27,-0.2696
2015-07-24,0.7613
2015-07-23,0.0799
2015-07-22,0.9364
2015-07-21,0.4139
2015-07-20,0.9999
2015-07-17,0.6999
2015-07-16,0.9474
2015-07-15,0.8963
2015-07-14,0.8148
2015-07-13,0.9861
2015-07-10,0.6047
2015-07-09,0.9908
2015-07-08,0.3218
2015-07-07,0.8970
2015-07-06,-0.0320
2015-07-02,0.6841
2015-07-01,-0.6608
2015-06-30,0.0634
2015-06-29,-0.8823
2015-06-26,-0.2911
2015-06-25,-0.9881
2015-06-24,-0.5901
2015-06-23,-0.9844
2015-06-22,-0.8204
2015-06-19,-0.8740
2015-06-18,-0.9616
2015-06-17,-0.6861
2015-06-16,-0.9996
2015-06-15,-0.4636
2015-06-12,-0.9543
2015-06-11,-0.2251
2015-06-10,-0.8481
2015-06-09,-0.0565
2015-06-08,-0.7459
2015-06-05,0.0588
2015-06-04,-0.6643
2015-06-03,0.1504
2015-06-02,-0.5928
2015-06-01,0.2213
2015-05-29,-0.5331
2015-05-28,0.3057
2015-05-27,-0.4571
2015-05-26,0.3633
2015-05-22,-0.4019
2015-05-21,0.4422
2015-05-20,-0.3215
2015-05-19,0.5022
2015-05-18,-0.2564
2015-05-15,0.6342
2015-05-14,-0.0983
2015-05-13,0.9471
2015-05-12,0.4427
2015-05-11,0.9993
2015-05-08,0.7338
2015-05-07,0.9471
2015-05-06,0.8966
2015-05-05,0.8031
2015-05-04,0.9892
2015-05-01,0.3431
2015-04-30,0.9068
2015-04-29,-0.1934
2015-04-28,0.5570
2015-04-27,-0.6451
2015-04-24,0.0842
2015-04-23,-0.9259
2015-04-22,-0.3875
2015-04-21,-0.9980
2015-04-20,-0.6608
2015-04-17,0.4439
2015-04-16,-0.3198
2015-04-15,0.9933
2015-04-14,0.6205
2015-04-13,0.9578
2015-04-10,0.8805
2015-04-09,0.9016
2015-04-08,0.9434
2015-04-07,0.8196
2015-04-06,0.9847
2015-04-02,0.7223
2015-04-01,0.9998
2015-03-31,0.6727
2015-03-30,0.9989
2015-03-27,0.6107
2015-03-26,0.9918
2015-03-25,0.4625
2015-03-24,0.9540
2015-03-23,0.2830
2015-03-20,0.8783
2015-03-19,0.1621
2015-03-18,0.8123
2015-03-17,-0.0375
2015-03-16,0.6801
2015-03-13,-0.1551
2015-03-12,0.5889
2015-03-11,-0.3248
2015-03-10,0.4391
2015-03-09,-0.4074
2015-03-06,0.3577
2015-03-05,-0.5558
2015-03-04,0.1948
2015-03-03,-0.6478
2015-03-02,0.0806
2015-02-27,-0.7590
2015-02-26,-0.0762
2015-02-25,-0.8787
2015-02-24,-0.2838
2015-02-23,-0.9838
2015-02-20,-0.5691
2015-02-19,-0.9784
2015-02-18,-0.8380
2015-02-17,-0.7091
2015-02-13,-1.0000
2015-02-12,-0.0704
2015-02-11,-0.7552
2015-02-10,0.7067
2015-02-09,-0.0005
2015-02-06,0.9994
2015-02-05,0.6820
2015-02-04,0.8958
2015-02-03,0.9477
2015-02-02,0.6804
2015-01-30,0.9993
2015-01-29,0.0025
2015-01-28,0.7089
2015-01-27,-0.6784
2015-01-26,0.0397
2015-01-23,-0.8858
2015-01-22,-0.2983
2015-01-21,-1.0000
2015-01-20,-0.7071
2015-01-16,-0.9147
2015-01-15,-0.9326
2015-01-14,-0.6950
2015-01-13,-0.9999
2015-01-12,-0.4075
2015-01-09,-0.9339
2015-01-08,0.6493
2015-01-07,-0.0787
2015-01-06,0.9927
2015-01-05,0.6165
2015-01-02,0.9963
2014-12-31,0.7654
2014-12-30,0.9696
2014-12-29,0.8587
2014-12-26,0.9250
2014-12-24,0.9227
2014-12-23,0.8624
2014-12-22,0.9678
2014-12-19,0.7771
2014-12-18,0.9945
2014-12-17,0.6639
2014-12-16,0.9982
2014-12-15,0.5284
2014-12-12,0.9740
2014-12-11,0.3815
2014-12-10,0.9234
2014-12-09,0.1426
2014-12-08,0.8007
2014-12-05,-0.0181
2014-12-04,0.6942
2014-12-03,-0.2421
2014-12-02,0.5149
2014-12-01,-0.4541
2014-11-28,0.3089
2014-11-26,-0.6430
2014-11-25,0.0869
2014-11-24,-0.7952
2014-11-21,-0.1335
2014-11-20,-0.9134
2014-11-19,-0.3580
2014-11-18,-0.9715
2014-11-17,-0.5194
2014-11-14,-0.9922
2014-11-13,-0.6135
2014-11-12,-1.0000
2014-11-11,-0.7092
2014-11-10,-0.9777
2014-11-07,-0.8399
2014-11-06,-0.9136
2014-11-05,-0.9335
2014-11-04,-0.8189
2014-11-03,-0.9849
2014-10-31,-0.7167
2014-10-30,-0.9999
2014-10-29,-0.5948
2014-10-28,-0.9890
2014-10-27,-0.4825
2014-10-24,-0.9605
2014-10-23,-0.3952
2014-10-22,-0.9290
2014-10-21,-0.3907
2014-10-20,-0.9272
2014-10-17,-0.3854
2014-10-16,-0.9250
2014-10-15,-0.3640
2014-10-14,-0.9160
2014-10-13,-0.3799
2014-10-10,-0.9227
2014-10-09,-0.3907
2014-10-08,-0.9272
2014-10-07,-0.3851
2014-10-06,-0.9249
2014-10-03,-0.3196
2014-10-02,-0.8960
2014-10-01,-0.2759
2014-09-30,-0.8747
2014-09-29,-0.1914
2014-09-26,-0.8294
2014-09-25,-0.1012
2014-09-24,-0.7750
2014-09-23,-0.0445
2014-09-22,-0.7379
2014-09-19,-0.0066
2014-09-18,-0.7117
2014-09-17,-0.0111
2014-09-16,-0.7149
2014-09-15,-0.0169
2014-09-12,-0.7190
2014-09-11,-0.0275
2014-09-10,-0.7263
2014-09-09,0.0105
2014-09-08,-0.6996
2014-09-05,0.0833
2014-09-04,-0.6457
