Dates,MAMA Values
2018-12-06,211.5067
2018-12-04,247.3251
2018-12-03,211.1126
2018-11-30,247.5050
2018-11-29,210.7716
2018-11-28,247.6879
2018-11-27,210.4038
2018-11-26,247.8734
2018-11-23,210.1125
2018-11-21,248.0617
2018-11-20,209.7980
2018-11-19,248.2524
2018-11-16,209.3795
2018-11-15,248.4457
2018-11-14,208.9104
2018-11-13,248.6420
2018-11-12,208.4341
2018-11-09,248.8416
2018-11-08,207.8770
2018-11-07,249.0447
2018-11-06,207.3989
2018-11-05,249.2516
2018-11-02,206.8107
2018-11-01,249.4619
2018-10-31,206.1806
2018-10-30,249.6762
2018-10-29,205.7178
2018-10-26,249.8948
2018-10-25,205.3176
2018-10-24,250.1168
2018-10-23,205.0621
2018-10-22,250.3419
2018-10-19,204.8705
2018-10-18,250.5694
2018-10-17,204.6851
2018-10-16,250.7991
2018-10-15,204.4829
2018-10-12,251.0308
2018-10-11,204.2397
2018-10-10,251.2647
2018-10-09,204.0487
2018-10-08,251.5010
2018-10-05,203.8433
2018-10-04,251.7395
2018-10-03,203.7608
2018-10-02,251.9801
2018-10-01,203.6326
2018-09-28,252.2225
2018-09-27,203.3729
2018-09-26,252.4666
2018-09-25,203.2846
2018-09-24,252.7133
2018-09-21,203.1877
2018-09-20,252.9617
2018-09-19,203.0434
2018-09-18,253.2118
2018-09-17,202.9885
2018-09-14,253.4639
2018-09-13,202.8619
2018-09-12,253.7176
2018-09-11,202.7173
2018-09-10,253.9731
2018-09-07,202.6338
2018-09-06,254.2307
2018-09-05,202.5527
2018-09-04,254.4900
2018-08-31,202.4581
2018-08-30,254.7510
2018-08-29,202.3302
2018-08-28,255.0138
2018-08-27,202.2331
2018-08-24,255.2785
2018-08-23,202.1755
2018-08-22,255.5451
2018-08-21,202.0900
2018-08-20,255.8132
2018-08-17,202.0365
2018-08-16,256.0832
2018-08-15,202.0475
2018-08-14,256.3548
2018-08-13,202.1102
2018-08-10,256.6277
2018-08-09,202.1903
2018-08-08,256.9017
2018-08-07,202.2404
2018-08-06,257.1766
2018-08-03,202.3233
2018-08-02,257.4527
2018-08-01,202.3259
2018-07-31,257.7297
2018-07-30,202.3155
2018-07-27,258.0081
2018-07-26,202.2799
2018-07-25,258.2880
2018-07-24,202.2281
2018-07-23,258.5694
2018-07-20,202.1349
2018-07-19,258.8525
2018-07-18,202.0483
2018-07-17,259.1375
2018-07-16,202.0254
2018-07-13,259.4244
2018-07-12,201.9457
2018-07-11,259.7129
2018-07-10,201.8926
2018-07-09,260.0031
2018-07-06,201.8267
2018-07-05,260.2952
2018-07-03,201.7766
2018-07-02,260.5890
2018-06-29,201.6945
2018-06-28,260.8845
2018-06-27,201.5833
2018-06-26,261.1819
2018-06-25,201.4878
2018-06-22,261.4814
2018-06-21,201.3854
2018-06-20,261.7829
2018-06-19,201.3719
2018-06-18,262.0864
2018-06-15,201.2438
2018-06-14,262.3915
2018-06-13,201.0879
2018-06-12,262.6988
2018-06-11,200.9348
2018-06-08,263.0084
2018-06-07,200.7817
2018-06-06,263.3203
2018-06-05,200.6164
2018-06-04,263.6346
2018-06-01,200.4237
2018-05-31,263.9513
2018-05-30,200.2383
2018-05-29,264.2705
2018-05-25,200.0456
2018-05-24,264.5923
2018-05-23,199.8466
2018-05-22,264.9166
2018-05-21,199.6305
2018-05-18,265.2436
2018-05-17,199.3655
2018-05-16,265.5733
2018-05-15,199.0611
2018-05-14,265.9060
2018-05-11,198.7625
2018-05-10,266.2419
2018-05-09,198.4436
2018-05-08,266.5810
2018-05-07,198.0801
2018-05-04,266.9234
2018-05-03,197.7369
2018-05-02,267.2694
2018-05-01,197.3446
2018-04-30,267.6188
2018-04-27,196.9323
2018-04-26,267.9719
2018-04-25,196.5709
2018-04-24,268.3289
2018-04-23,196.1605
2018-04-20,268.6895
2018-04-19,195.8808
2018-04-18,269.0540
2018-04-17,195.7078
2018-04-16,269.4217
2018-04-13,195.5562
2018-04-12,269.7921
2018-04-11,195.3447
2018-04-10,270.1651
2018-04-09,195.1198
2018-04-06,270.5411
2018-04-05,194.8837
2018-04-04,270.9201
2018-04-03,194.7156
2018-04-02,271.3022
2018-03-29,194.6660
2018-03-28,271.6871
2018-03-27,194.5549
2018-03-26,272.0741
2018-03-23,194.4665
2018-03-22,272.4636
2018-03-21,194.3091
2018-03-20,272.8556
2018-03-19,194.2274
2018-03-16,273.2503
2018-03-15,194.2993
2018-03-14,273.6474
2018-03-13,194.4769
2018-03-12,274.0461
2018-03-09,194.6014
2018-03-08,274.4460
2018-03-07,194.6611
2018-03-06,274.8472
2018-03-05,194.8157
2018-03-02,275.2501
2018-03-01,195.1902
2018-02-28,275.6543
2018-02-27,195.5750
2018-02-26,276.0587
2018-02-23,196.0189
2018-02-22,276.4631
2018-02-21,196.4469
2018-02-20,276.8674
2018-02-16,196.9302
2018-02-15,277.2715
2018-02-14,197.4609
2018-02-13,277.6752
2018-02-12,197.9575
2018-02-09,278.0783
2018-02-08,198.4608
2018-02-07,278.4809
2018-02-06,198.8973
2018-02-05,278.8830
2018-02-02,199.2818
2018-02-01,279.2850
2018-01-31,199.6043
2018-01-30,279.6870
2018-01-29,199.9127
2018-01-26,280.0894
2018-01-25,200.2769
2018-01-24,280.4923
2018-01-23,200.6106
2018-01-22,280.8954
2018-01-19,200.9490
2018-01-18,281.2988
2018-01-17,201.2884
2018-01-16,281.7026
2018-01-12,201.6626
2018-01-11,282.1067
2018-01-10,202.0507
2018-01-09,282.5110
2018-01-08,202.4538
2018-01-05,282.9153
2018-01-04,202.8084
2018-01-03,283.3196
2018-01-02,203.1668
2017-12-29,283.7242
2017-12-28,203.5220
2017-12-27,284.1290
2017-12-26,203.9151
2017-12-22,284.5341
2017-12-21,204.3633
2017-12-20,284.9392
2017-12-19,204.6983
2017-12-18,285.3441
2017-12-15,205.0682
2017-12-14,285.7493
2017-12-13,205.4440
2017-12-12,286.1548
2017-12-11,205.8499
2017-12-08,286.5603
2017-12-07,206.2767
2017-12-06,286.9659
2017-12-05,206.6827
2017-12-04,287.3714
2017-12-01,207.1943
2017-11-30,287.7769
2017-11-29,207.8120
2017-11-28,288.1818
2017-11-27,208.3840
2017-11-24,288.5857
2017-11-22,208.9050
2017-11-21,288.9887
2017-11-20,209.4359
2017-11-17,289.3911
2017-11-16,209.9237
2017-11-15,289.7929
2017-11-14,210.3520
2017-11-13,290.1943
2017-11-10,210.7852
2017-11-09,290.5955
2017-11-08,211.2629
2017-11-07,290.9965
2017-11-06,211.7267
2017-11-03,291.3972
2017-11-02,212.2469
2017-11-01,291.7976
2017-10-31,212.7980
2017-10-30,292.1973
2017-10-27,213.3234
2017-10-26,292.5963
2017-10-25,213.8511
2017-10-24,292.9947
2017-10-23,214.2834
2017-10-20,293.3924
2017-10-19,214.7432
2017-10-18,293.7899
2017-10-17,215.1468
2017-10-16,294.1871
2017-10-13,215.5817
2017-10-12,294.5843
2017-10-11,216.0237
2017-10-10,294.9813
2017-10-09,216.4300
2017-10-06,295.3781
2017-10-05,216.8566
2017-10-04,295.7748
2017-10-03,217.3107
2017-10-02,296.1714
2017-09-29,217.7408
2017-09-28,296.5677
2017-09-27,218.1395
2017-09-26,296.9638
2017-09-25,218.6510
2017-09-22,297.3599
2017-09-21,219.1466
2017-09-20,297.7554
2017-09-19,219.6504
2017-09-18,298.1504
2017-09-15,220.1496
2017-09-14,298.5449
2017-09-13,220.6359
2017-09-12,298.9388
2017-09-11,221.0658
2017-09-08,299.3323
2017-09-07,221.5338
2017-09-06,299.7256
2017-09-05,221.9994
2017-09-01,300.1186
2017-08-31,222.4223
2017-08-30,300.5111
2017-08-29,222.8568
2017-08-28,300.9035
2017-08-25,223.3905
2017-08-24,301.2957
2017-08-23,223.9076
2017-08-22,301.6872
2017-08-21,224.4089
2017-08-18,302.0780
2017-08-17,225.0082
2017-08-16,302.4683
2017-08-15,225.6420
2017-08-14,302.8576
2017-08-11,226.3252
2017-08-10,303.2456
2017-08-09,226.9755
2017-08-08,303.6321
2017-08-07,227.5913
2017-08-04,304.0174
2017-08-03,228.1645
2017-08-02,304.4014
2017-08-01,228.7499
2017-07-31,304.7845
2017-07-28,229.3054
2017-07-27,305.1666
2017-07-26,229.8393
2017-07-25,305.5478
2017-07-24,230.3448
2017-07-21,305.9282
2017-07-20,230.8672
2017-07-19,306.3081
2017-07-18,231.4374
2017-07-17,306.6872
2017-07-14,232.0008
2017-07-13,307.0653
2017-07-12,232.5392
2017-07-11,307.4425
2017-07-10,232.9897
2017-07-07,307.8189
2017-07-06,233.5253
2017-07-05,308.1949
2017-07-03,234.1099
2017-06-30,308.5702
2017-06-29,234.6722
2017-06-28,308.9443
2017-06-27,235.2923
2017-06-26,309.3176
2017-06-23,235.8500
2017-06-22,309.6895
2017-06-21,236.4255
2017-06-20,310.0606
2017-06-19,236.9156
2017-06-16,310.4306
2017-06-15,237.4823
2017-06-14,310.8000
2017-06-13,238.0597
2017-06-12,311.1685
2017-06-09,238.6128
2017-06-08,311.5359
2017-06-07,239.0585
2017-06-06,311.9023
2017-06-05,239.7560
2017-06-02,312.2684
2017-06-01,240.4113
2017-05-31,312.6327
2017-05-30,241.0549
2017-05-26,312.9957
2017-05-25,241.5920
2017-05-24,313.3572
2017-05-23,242.1281
2017-05-22,313.7178
2017-05-19,242.6848
2017-05-18,314.0775
2017-05-17,243.1938
2017-05-16,314.4363
2017-05-15,243.7055
2017-05-12,314.7943
2017-05-11,244.1695
2017-05-10,315.1515
2017-05-09,244.7071
2017-05-08,315.5082
2017-05-05,245.2647
2017-05-04,315.8640
2017-05-03,246.0249
2017-05-02,316.2188
2017-05-01,246.4554
2017-04-28,316.5715
2017-04-27,246.7555
2017-04-26,316.9239
2017-04-25,246.9197
2017-04-24,317.2765
2017-04-21,247.3388
2017-04-20,317.6300
2017-04-19,247.9756
2017-04-18,317.9832
2017-04-17,248.7313
2017-04-13,318.3350
2017-04-12,249.6951
2017-04-11,318.6848
2017-04-10,250.6881
2017-04-07,319.0315
2017-04-06,251.7471
2017-04-05,319.3749
2017-04-04,252.7767
2017-04-03,319.7148
2017-03-31,253.8196
2017-03-30,320.0511
2017-03-29,254.9216
2017-03-28,320.3840
2017-03-27,256.1073
2017-03-24,320.7129
2017-03-23,257.2902
2017-03-22,321.0376
2017-03-21,258.5425
2017-03-20,321.3579
2017-03-17,259.8364
2017-03-16,321.6736
2017-03-15,261.0930
2017-03-14,321.9843
2017-03-13,262.5181
2017-03-10,322.2903
2017-03-09,263.9323
2017-03-08,322.5906
2017-03-07,265.3710
2017-03-06,322.8854
2017-03-03,266.7866
2017-03-02,323.1744
2017-03-01,268.1793
2017-02-28,323.4578
2017-02-27,269.5403
2017-02-24,323.7356
2017-02-23,270.9635
2017-02-22,324.0079
2017-02-21,272.4696
2017-02-17,324.2745
2017-02-16,273.9551
2017-02-15,324.5348
2017-02-14,275.3945
2017-02-13,324.7889
2017-02-10,276.8290
2017-02-09,325.0372
2017-02-08,278.2009
2017-02-07,325.2794
2017-02-06,279.6069
2017-02-03,325.5160
2017-02-02,281.1050
2017-02-01,325.7467
2017-01-31,282.6446
2017-01-30,325.9710
2017-01-27,284.1968
2017-01-26,326.1887
2017-01-25,285.6762
2017-01-24,326.3998
2017-01-23,287.1984
2017-01-20,326.6044
2017-01-19,288.7224
2017-01-18,326.8024
2017-01-17,290.1881
2017-01-13,326.9938
2017-01-12,291.5638
2017-01-11,327.1787
2017-01-10,293.1529
2017-01-09,327.3577
2017-01-06,294.6395
2017-01-05,327.5296
2017-01-04,296.1914
2017-01-03,327.6949
2016-12-30,297.6951
2016-12-29,327.8532
2016-12-28,299.1684
2016-12-27,328.0047
2016-12-23,300.7067
2016-12-22,328.1496
2016-12-21,302.3141
2016-12-20,328.2875
2016-12-19,303.8650
2016-12-16,328.4180
2016-12-15,305.6766
2016-12-14,328.5414
2016-12-13,307.5191
2016-12-12,328.6563
2016-12-09,309.3051
2016-12-08,328.7625
2016-12-07,310.9229
2016-12-06,328.8603
2016-12-05,312.5254
2016-12-02,328.9505
2016-12-01,314.0459
2016-11-30,329.0330
2016-11-29,315.3943
2016-11-28,329.1083
2016-11-25,316.9768
2016-11-23,329.1772
2016-11-22,318.8889
2016-11-21,329.2385
2016-11-18,321.0431
2016-11-17,329.2905
2016-11-16,323.3263
2016-11-15,329.3320
2016-11-14,325.6052
2016-11-11,329.3622
2016-11-10,327.8650
2016-11-09,329.3810
2016-11-08,329.9228
2016-11-07,329.3887
2016-11-04,331.9461
2016-11-03,329.3860
2016-11-02,333.5799
2016-11-01,329.3731
2016-10-31,335.3854
2016-10-28,329.3520
2016-10-27,336.8632
2016-10-26,329.3217
2016-10-25,337.9325
2016-10-24,329.2838
2016-10-21,339.0513
2016-10-20,329.2403
2016-10-19,339.8262
2016-10-18,329.1910
2016-10-17,340.6288
2016-10-14,329.1375
2016-10-13,341.2097
2016-10-12,329.0798
2016-10-11,341.8217
2016-10-10,329.0188
2016-10-07,342.3526
2016-10-06,328.9545
2016-10-05,343.0318
2016-10-04,328.8872
2016-10-03,343.5901
2016-09-30,328.8161
2016-09-29,343.9739
2016-09-28,328.7419
2016-09-27,344.3763
2016-09-26,328.6653
2016-09-23,344.6437
2016-09-22,328.5864
2016-09-21,344.7878
2016-09-20,328.5057
2016-09-19,344.8737
2016-09-16,328.4239
2016-09-15,344.9401
2016-09-14,328.3412
2016-09-13,345.0013
2016-09-12,328.2578
2016-09-09,345.0469
2016-09-08,328.1737
2016-09-07,345.0694
2016-09-06,328.0889
2016-09-02,345.0663
2016-09-01,328.0035
2016-08-31,345.0935
2016-08-30,327.9178
2016-08-29,345.1186
2016-08-26,327.8315
2016-08-25,345.2234
2016-08-24,327.7446
2016-08-23,345.2822
2016-08-22,327.6568
2016-08-19,345.4610
2016-08-18,327.5682
2016-08-17,345.7581
2016-08-16,327.4783
2016-08-15,346.0777
2016-08-12,327.3864
2016-08-11,346.3777
2016-08-10,327.2925
2016-08-09,346.6303
2016-08-08,327.1966
2016-08-05,346.8983
2016-08-04,327.0989
2016-08-03,347.2238
2016-08-02,326.9995
2016-08-01,347.5522
2016-07-29,326.8978
2016-07-28,347.8191
2016-07-27,326.7940
2016-07-26,348.1416
2016-07-25,326.6884
2016-07-22,348.5555
2016-07-21,326.5806
2016-07-20,348.9298
2016-07-19,326.4701
2016-07-18,349.1996
2016-07-15,326.3573
2016-07-14,349.3933
2016-07-13,326.2425
2016-07-12,349.6111
2016-07-11,326.1262
2016-07-08,349.8054
2016-07-07,326.0081
2016-07-06,350.0232
2016-07-05,325.8886
2016-07-01,350.2461
2016-06-30,325.7673
2016-06-29,350.4068
2016-06-28,325.6443
2016-06-27,350.6190
2016-06-24,325.5198
2016-06-23,350.7741
2016-06-22,325.3937
2016-06-21,350.9662
2016-06-20,325.2662
2016-06-17,351.1701
2016-06-16,325.1370
2016-06-15,351.3705
2016-06-14,325.0062
2016-06-13,351.6488
2016-06-10,324.8737
2016-06-09,351.9235
2016-06-08,324.7392
2016-06-07,352.1634
2016-06-06,324.6026
2016-06-03,352.4079
2016-06-02,324.4641
2016-06-01,352.6240
2016-05-31,324.3237
2016-05-27,352.7966
2016-05-26,324.1814
2016-05-25,353.0668
2016-05-24,324.0376
2016-05-23,353.2845
2016-05-20,323.8918
2016-05-19,353.5328
2016-05-18,323.7441
2016-05-17,353.8204
2016-05-16,323.5944
2016-05-13,354.1110
2016-05-12,323.4425
2016-05-11,354.2573
2016-05-10,323.2884
2016-05-09,354.3586
2016-05-06,323.1328
2016-05-05,354.4237
2016-05-04,322.9758
2016-05-03,354.5105
2016-05-02,322.8178
2016-04-29,354.5650
2016-04-28,322.6585
2016-04-27,354.5911
2016-04-26,322.4982
2016-04-25,354.7019
2016-04-22,322.3369
2016-04-21,354.7821
2016-04-20,322.1743
2016-04-19,354.8306
2016-04-18,322.0104
2016-04-15,354.8485
2016-04-14,321.8455
2016-04-13,354.7560
2016-04-12,321.6797
2016-04-11,354.6444
2016-04-08,321.5135
2016-04-07,354.4763
2016-04-06,321.3470
2016-04-05,354.3104
2016-04-04,321.1805
2016-04-01,354.1607
2016-03-31,321.0140
2016-03-30,354.0587
2016-03-29,320.8474
2016-03-28,353.9108
2016-03-24,320.6806
2016-03-23,353.8007
2016-03-22,320.5136
2016-03-21,353.6648
2016-03-18,320.3463
2016-03-17,353.5052
2016-03-16,320.1789
2016-03-15,353.3865
2016-03-14,320.0114
2016-03-11,353.3163
2016-03-10,319.8437
2016-03-09,353.2415
2016-03-08,319.6755
2016-03-07,353.1251
2016-03-04,319.5068
2016-03-03,353.1676
2016-03-02,319.3379
2016-03-01,353.1473
2016-02-29,319.1679
2016-02-26,353.1784
2016-02-25,318.9971
2016-02-24,353.1689
2016-02-23,318.8254
2016-02-22,353.2312
2016-02-19,318.6528
2016-02-18,353.3530
2016-02-17,318.4790
2016-02-16,353.5288
2016-02-12,318.3038
2016-02-11,353.6450
2016-02-10,318.1268
2016-02-09,353.7336
2016-02-08,317.9483
2016-02-05,353.9035
2016-02-04,317.7685
2016-02-03,354.0857
2016-02-02,317.5869
2016-02-01,354.2225
2016-01-29,317.4035
2016-01-28,354.4012
2016-01-27,317.2184
2016-01-26,354.6166
2016-01-25,317.0316
2016-01-22,354.8934
2016-01-21,316.8427
2016-01-20,355.0439
2016-01-19,316.6515
2016-01-15,354.9458
2016-01-14,316.4586
2016-01-13,354.8130
2016-01-12,316.2652
2016-01-11,354.6935
2016-01-08,316.0715
2016-01-07,354.5506
2016-01-06,315.8774
2016-01-05,354.3890
2016-01-04,315.6831
2015-12-31,354.2648
2015-12-30,315.4886
2015-12-29,354.0999
2015-12-28,315.2937
2015-12-24,353.9419
2015-12-23,315.0987
2015-12-22,353.7579
2015-12-21,314.9035
2015-12-18,353.5804
2015-12-17,314.7082
2015-12-16,353.4374
2015-12-15,314.5129
2015-12-14,353.3400
2015-12-11,314.3173
2015-12-10,353.1659
2015-12-09,314.1212
2015-12-08,352.9348
2015-12-07,313.9250
2015-12-04,352.6776
2015-12-03,313.7290
2015-12-02,352.3775
2015-12-01,313.5333
2015-11-30,352.0813
2015-11-27,313.3381
2015-11-25,351.8275
2015-11-24,313.1434
2015-11-23,351.6173
2015-11-20,312.9490
2015-11-19,351.3814
2015-11-18,312.7547
2015-11-17,351.0927
2015-11-16,312.5606
2015-11-13,350.7814
2015-11-12,312.3669
2015-11-11,350.4890
2015-11-10,312.1739
2015-11-09,350.2471
2015-11-06,311.9814
2015-11-05,349.9936
2015-11-04,311.7891
2015-11-03,349.7788
2015-11-02,311.5971
2015-10-30,349.4889
2015-10-29,311.4052
2015-10-28,349.3303
2015-10-27,311.2138
2015-10-26,349.2771
2015-10-23,311.0223
2015-10-22,349.1811
2015-10-21,310.8301
2015-10-20,349.1112
2015-10-19,310.6374
2015-10-16,349.0782
2015-10-15,310.4440
2015-10-14,349.0659
2015-10-13,310.2499
2015-10-12,348.9570
2015-10-09,310.0548
2015-10-08,348.8604
2015-10-07,309.8593
2015-10-06,348.7905
2015-10-05,309.6633
2015-10-02,348.7723
2015-10-01,309.4667
2015-09-30,348.7108
2015-09-29,309.2692
2015-09-28,348.6789
2015-09-25,309.0710
2015-09-24,348.6627
2015-09-23,308.8720
2015-09-22,348.7903
2015-09-21,308.6720
2015-09-18,349.0014
2015-09-17,308.4704
2015-09-16,349.1944
2015-09-15,308.2668
2015-09-14,349.4226
2015-09-11,308.0611
2015-09-10,349.6776
2015-09-09,307.8532
2015-09-08,350.0108
2015-09-04,307.6431
2015-09-03,350.2232
2015-09-02,307.4302
2015-09-01,350.4369
2015-08-31,307.2151
2015-08-28,350.6068
2015-08-27,306.9979
2015-08-26,350.7904
2015-08-25,306.7788
2015-08-24,351.0455
2015-08-21,306.5576
2015-08-20,351.2926
2015-08-19,306.3341
2015-08-18,351.5560
2015-08-17,306.1081
2015-08-14,351.7377
2015-08-13,305.8798
2015-08-12,351.9735
2015-08-11,305.6493
2015-08-10,352.1433
2015-08-07,305.4165
2015-08-06,352.2525
2015-08-05,305.1817
2015-08-04,352.4348
2015-08-03,304.9452
2015-07-31,352.5714
2015-07-30,304.7065
2015-07-29,352.6787
2015-07-28,304.4660
2015-07-27,352.6547
2015-07-24,304.2237
2015-07-23,352.5150
2015-07-22,303.9804
2015-07-21,352.3704
2015-07-20,303.7365
2015-07-17,352.1853
2015-07-16,303.4921
2015-07-15,352.1595
2015-07-14,303.2474
2015-07-13,352.0500
2015-07-10,303.0016
2015-07-09,352.0065
2015-07-08,302.7551
2015-07-07,351.9740
2015-07-06,302.5076
2015-07-02,351.9042
2015-07-01,302.2591
2015-06-30,351.8965
2015-06-29,302.0096
2015-06-26,351.9552
2015-06-25,301.7589
2015-06-24,352.0067
2015-06-23,301.5067
2015-06-22,352.0782
2015-06-19,301.2529
2015-06-18,352.1034
2015-06-17,300.9975
2015-06-16,352.1427
2015-06-15,300.7407
2015-06-12,352.1855
2015-06-11,300.4824
2015-06-10,352.2058
2015-06-09,300.2226
2015-06-08,352.1515
2015-06-05,299.9613
2015-06-04,352.0965
2015-06-03,299.6991
2015-06-02,351.9325
2015-06-01,299.4358
2015-05-29,351.8227
2015-05-28,299.1720
2015-05-27,351.6655
2015-05-26,298.9074
2015-05-22,351.5280
2015-05-21,298.6423
2015-05-20,351.3589
2015-05-19,298.3765
2015-05-18,351.2509
2015-05-15,298.1103
2015-05-14,351.0881
2015-05-13,297.8432
2015-05-12,351.1129
2015-05-11,297.5757
2015-05-08,351.2147
2015-05-07,297.3066
2015-05-06,351.3006
2015-05-05,297.0358
2015-05-04,351.4056
2015-05-01,296.7631
2015-04-30,351.4888
2015-04-29,296.4885
2015-04-28,351.5286
2015-04-27,296.2121
2015-04-24,351.5697
2015-04-23,295.9341
2015-04-22,351.6416
2015-04-21,295.6545
2015-04-20,351.7329
2015-04-17,295.3732
2015-04-16,351.8662
2015-04-15,295.0900
2015-04-14,352.0577
2015-04-13,294.8047
2015-04-10,352.2241
2015-04-09,294.5170
2015-04-08,352.3102
2015-04-07,294.2270
2015-04-06,352.4078
2015-04-02,293.9351
2015-04-01,352.4461
2015-03-31,293.6413
2015-03-30,352.4846
2015-03-27,293.3458
2015-03-26,352.5666
2015-03-25,293.0486
2015-03-24,352.6273
2015-03-23,292.7495
2015-03-20,352.6294
2015-03-19,292.4486
2015-03-18,352.6907
2015-03-17,292.1462
2015-03-16,352.7304
2015-03-13,291.8420
2015-03-12,352.7826
2015-03-11,291.5360
2015-03-10,352.9163
2015-03-09,291.2282
2015-03-06,353.0772
2015-03-05,290.9182
2015-03-04,353.2960
2015-03-03,290.6059
2015-03-02,353.3454
2015-02-27,290.2908
2015-02-26,353.4006
2015-02-25,289.9740
2015-02-24,353.4211
2015-02-23,289.6553
2015-02-20,353.4668
2015-02-19,289.3348
2015-02-18,353.3711
2015-02-17,289.0126
2015-02-13,353.2265
2015-02-12,288.6892
2015-02-11,353.0870
2015-02-10,288.3648
2015-02-09,352.9362
2015-02-06,288.0396
2015-02-05,352.7751
2015-02-04,287.7135
2015-02-03,352.5990
2015-02-02,287.3866
2015-01-30,352.4039
2015-01-29,287.0589
2015-01-28,352.1870
2015-01-27,286.7305
2015-01-26,352.0403
2015-01-23,286.4016
2015-01-22,351.9064
2015-01-21,286.0717
2015-01-20,351.7598
2015-01-16,285.7409
2015-01-15,351.5633
2015-01-14,285.4091
2015-01-13,351.3900
2015-01-12,285.0767
2015-01-09,351.1735
2015-01-08,284.7435
2015-01-07,351.0166
2015-01-06,284.4096
2015-01-05,350.8169
2015-01-02,284.0749
2014-12-31,350.7087
2014-12-30,283.7396
2014-12-29,350.6509
2014-12-26,283.4030
2014-12-24,350.5520
2014-12-23,283.0651
2014-12-22,350.3981
2014-12-19,282.7260
2014-12-18,350.0709
2014-12-17,282.3859
2014-12-16,349.7016
2014-12-15,282.0458
2014-12-12,349.4383
2014-12-11,281.7058
2014-12-10,349.1130
2014-12-09,281.3654
2014-12-08,348.7766
2014-12-05,281.0250
2014-12-04,348.5367
2014-12-03,280.6845
2014-12-02,348.3632
2014-12-01,280.3436
2014-11-28,348.1903
2014-11-26,280.0018
2014-11-25,348.0534
2014-11-24,279.6591
2014-11-21,347.9143
2014-11-20,279.3154
2014-11-19,347.8556
2014-11-18,278.9707
2014-11-17,347.6924
2014-11-14,278.6245
2014-11-13,347.4934
2014-11-12,278.2775
2014-11-11,347.3193
2014-11-10,277.9296
2014-11-07,347.1549
2014-11-06,277.5810
2014-11-05,346.9226
2014-11-04,277.2313
2014-11-03,346.7440
2014-10-31,276.8811
2014-10-30,346.5258
2014-10-29,276.5301
2014-10-28,346.3224
2014-10-27,276.1783
2014-10-24,345.8743
2014-10-23,275.8258
2014-10-22,345.1994
2014-10-21,275.4738
2014-10-20,344.5175
2014-10-17,275.1235
2014-10-16,343.8100
2014-10-15,274.7747
2014-10-14,343.0394
2014-10-13,274.4278
2014-10-10,342.2358
2014-10-09,274.0831
2014-10-08,341.3458
2014-10-07,273.7406
2014-10-06,340.4533
2014-10-03,273.4009
2014-10-02,339.5963
2014-10-01,273.0639
2014-09-30,338.8163
2014-09-29,272.7296
2014-09-26,338.0274
2014-09-25,272.3975
2014-09-24,337.2583
2014-09-23,272.0677
2014-09-22,336.5453
2014-09-19,271.7401
2014-09-18,335.7859
2014-09-17,271.4144
2014-09-16,335.0711
2014-09-15,271.0910
2014-09-12,334.3322
2014-09-11,270.7695
2014-09-10,333.6662
2014-09-09,270.4500
2014-09-08,332.9859
2014-09-05,270.1324
2014-09-04,332.2975
2014-09-03,269.8165
2014-09-02,331.6688
2014-08-29,269.5026
2014-08-28,331.0244
2014-08-27,269.1902
2014-08-26,330.3708
2014-08-25,268.8794
2014-08-22,329.6726
2014-08-21,268.5704
2014-08-20,328.9764
2014-08-19,268.2634
2014-08-18,328.4025
2014-08-15,267.9583
2014-08-14,327.9168
2014-08-13,267.6546
2014-08-12,327.4439
2014-08-11,267.3517
2014-08-08,326.9457
2014-08-07,267.0498
2014-08-06,326.6663
2014-08-05,266.7488
2014-08-04,326.4031
2014-08-01,266.4477
2014-07-31,326.1252
2014-07-30,266.1464
2014-07-29,325.9028
2014-07-28,265.8450
2014-07-25,325.6747
2014-07-24,265.5432
2014-07-23,325.4513
2014-07-22,265.2410
2014-07-21,325.1586
2014-07-18,264.9385
2014-07-17,324.9182
2014-07-16,264.6359
2014-07-15,324.7445
2014-07-14,264.3329
2014-07-11,324.5673
2014-07-10,264.0293
2014-07-09,324.4067
2014-07-08,263.7251
2014-07-07,324.2195
2014-07-03,263.4202
2014-07-02,324.0334
2014-07-01,263.1147
2014-06-30,323.9315
2014-06-27,262.8086
2014-06-26,323.8610
2014-06-25,262.5014
2014-06-24,323.9116
2014-06-23,262.1931
2014-06-20,323.9729
2014-06-19,261.8829
2014-06-18,324.1937
2014-06-17,261.5709
2014-06-16,324.2899
2014-06-13,261.2562
2014-06-12,324.4000
2014-06-11,260.9395
2014-06-10,324.5713
2014-06-09,260.6206
2014-06-06,324.7368
2014-06-05,260.2992
2014-06-04,324.9355
2014-06-03,259.9754
2014-06-02,325.3303
2014-05-30,259.6490
2014-05-29,325.6271
2014-05-28,259.3189
2014-05-27,325.8434
2014-05-23,258.9857
2014-05-22,325.9981
2014-05-21,258.6497
2014-05-20,326.0709
2014-05-19,258.3113
2014-05-16,326.2615
2014-05-15,257.9708
2014-05-14,326.4283
2014-05-13,257.6276
2014-05-12,326.5308
2014-05-09,257.2819
2014-05-08,326.6224
2014-05-07,256.9339
2014-05-06,326.7606
2014-05-05,256.5837
2014-05-02,326.8579
2014-05-01,256.2311
2014-04-30,326.9868
2014-04-29,255.8762
2014-04-28,327.0319
2014-04-25,255.5188
2014-04-24,326.9734
