Dates,MAMA Values
2014-04-23,255.1595
2014-04-22,326.7428
2014-04-21,254.7986
2014-04-17,326.6396
2014-04-16,254.4371
2014-04-15,326.5765
2014-04-14,254.0742
2014-04-11,326.6017
2014-04-10,253.7099
2014-04-09,326.7790
2014-04-08,253.3436
2014-04-07,326.9745
2014-04-04,252.9746
2014-04-03,327.2116
2014-04-02,252.6027
2014-04-01,327.4020
2014-03-31,252.2278
2014-03-28,327.5907
2014-03-27,251.8501
2014-03-26,327.7494
2014-03-25,251.4695
2014-03-24,327.7624
2014-03-21,251.0861
2014-03-20,327.7204
2014-03-19,250.7008
2014-03-18,327.6470
2014-03-17,250.3138
2014-03-14,327.5258
2014-03-13,249.9252
2014-03-12,327.3297
2014-03-11,249.5352
2014-03-10,327.0107
2014-03-07,249.1443
2014-03-06,326.6744
2014-03-05,248.7530
2014-03-04,326.3393
2014-03-03,248.3615
2014-02-28,326.0550
2014-02-27,247.9696
2014-02-26,325.8117
2014-02-25,247.5772
2014-02-24,325.6072
2014-02-21,247.1841
2014-02-20,325.3488
2014-02-19,246.7900
2014-02-18,325.1679
2014-02-14,246.3952
2014-02-13,325.0336
2014-02-12,245.9994
2014-02-11,325.0378
2014-02-10,245.6022
2014-02-07,324.8107
2014-02-06,245.2031
2014-02-05,324.5373
2014-02-04,244.8030
2014-02-03,324.3503
2014-01-31,244.4023
2014-01-30,324.2063
2014-01-29,244.0006
2014-01-28,324.0030
2014-01-27,243.5976
2014-01-24,323.7948
2014-01-23,243.1935
2014-01-22,323.5544
2014-01-21,242.7885
2014-01-17,323.2514
2014-01-16,242.3826
2014-01-15,322.9185
2014-01-14,241.9762
2014-01-13,322.6738
2014-01-10,241.5695
2014-01-09,322.4147
2014-01-08,241.1619
2014-01-07,322.1724
2014-01-06,240.7536
2014-01-03,321.8362
2014-01-02,240.3445
2013-12-31,321.3211
2013-12-30,239.9350
2013-12-27,320.7975
2013-12-26,239.5260
2013-12-24,320.2618
2013-12-23,239.1176
2013-12-20,319.6863
2013-12-19,238.7098
2013-12-18,319.0824
2013-12-17,238.3029
2013-12-16,318.5304
2013-12-13,237.8970
2013-12-12,318.0126
2013-12-11,237.4918
2013-12-10,317.5912
2013-12-09,237.0872
2013-12-06,317.2095
2013-12-05,236.6826
2013-12-04,316.8471
2013-12-03,236.2780
2013-12-02,316.4594
2013-11-29,235.8731
2013-11-27,316.0605
2013-11-26,235.4682
2013-11-25,315.6161
2013-11-22,235.0632
2013-11-21,315.2138
2013-11-20,234.6584
2013-11-19,314.8293
2013-11-18,234.2536
2013-11-15,314.4570
2013-11-14,233.8487
2013-11-13,314.1553
2013-11-12,233.4436
2013-11-11,313.8131
2013-11-08,233.0380
2013-11-07,313.5099
2013-11-06,232.6321
2013-11-05,313.2236
2013-11-04,232.2257
2013-11-01,313.0141
2013-10-31,231.8187
2013-10-30,312.8357
2013-10-29,231.4107
2013-10-28,312.5829
2013-10-25,231.0015
2013-10-24,312.3082
2013-10-23,230.5915
2013-10-22,312.0755
2013-10-21,230.1809
2013-10-18,311.8447
2013-10-17,229.7694
2013-10-16,311.6454
2013-10-15,229.3569
2013-10-14,311.4038
2013-10-11,228.9434
2013-10-10,311.1277
2013-10-09,228.5290
2013-10-08,310.8389
2013-10-07,228.1140
2013-10-04,310.5224
2013-10-03,227.6983
2013-10-02,310.2453
2013-10-01,227.2821
2013-09-30,309.9840
2013-09-27,226.8652
2013-09-26,309.6951
2013-09-25,226.4475
2013-09-24,309.3668
2013-09-23,226.0292
2013-09-20,309.0647
2013-09-19,225.6104
2013-09-18,308.8020
2013-09-17,225.1910
2013-09-16,308.5408
2013-09-13,224.7708
2013-09-12,308.4158
2013-09-11,224.3499
2013-09-10,308.2175
2013-09-09,223.9274
2013-09-06,308.0248
2013-09-05,223.5039
2013-09-04,307.8199
2013-09-03,223.0792
2013-08-30,307.5708
2013-08-29,222.6533
2013-08-28,307.2963
2013-08-27,222.2266
2013-08-26,306.9902
2013-08-23,221.7991
2013-08-22,306.7216
2013-08-21,221.3710
2013-08-20,306.4322
2013-08-19,220.9421
2013-08-16,306.1272
2013-08-15,220.5125
2013-08-14,305.7898
2013-08-13,220.0823
2013-08-12,305.4145
2013-08-09,219.6516
2013-08-08,305.0864
2013-08-07,219.2206
2013-08-06,304.6617
2013-08-05,218.7892
2013-08-02,304.2457
2013-08-01,218.3576
2013-07-31,303.8585
2013-07-30,217.9260
2013-07-29,303.4446
2013-07-26,217.4942
2013-07-25,303.0751
2013-07-24,217.0623
2013-07-23,302.6860
2013-07-22,216.6301
2013-07-19,302.2888
2013-07-18,216.1976
2013-07-17,301.8400
2013-07-16,215.7650
2013-07-15,301.4191
2013-07-12,215.3325
2013-07-11,301.0017
2013-07-10,214.8999
2013-07-09,300.6316
2013-07-08,214.4672
2013-07-05,300.3041
2013-07-03,214.0342
2013-07-02,300.0260
2013-07-01,213.6007
2013-06-28,299.6814
2013-06-27,213.1664
2013-06-26,299.3842
2013-06-25,212.7317
2013-06-24,299.1548
2013-06-21,212.2962
2013-06-20,298.9373
2013-06-19,211.8597
2013-06-18,298.7200
2013-06-17,211.4222
2013-06-14,298.4699
2013-06-13,210.9835
2013-06-12,298.2229
2013-06-11,210.5439
2013-06-10,297.9816
2013-06-07,210.1033
2013-06-06,297.7849
2013-06-05,209.6617
2013-06-04,297.5719
2013-06-03,209.2188
2013-05-31,297.3576
2013-05-30,208.7748
2013-05-29,297.0662
2013-05-28,208.3297
2013-05-24,296.7841
2013-05-23,207.8838
2013-05-22,296.4501
2013-05-21,207.4371
2013-05-20,296.1281
2013-05-17,206.9897
2013-05-16,295.6704
2013-05-15,206.5418
2013-05-14,295.1776
2013-05-13,206.0939
2013-05-10,294.6356
2013-05-09,205.6463
2013-05-08,294.0742
2013-05-07,205.1991
2013-05-06,293.4414
2013-05-03,204.7525
2013-05-02,292.7991
2013-05-01,204.3068
2013-04-30,292.1642
2013-04-29,203.8621
2013-04-26,291.5324
2013-04-25,203.4184
2013-04-24,290.8648
2013-04-23,202.9756
2013-04-22,290.3018
2013-04-19,202.5340
2013-04-18,289.7270
2013-04-17,202.0929
2013-04-16,289.1854
2013-04-15,201.6525
2013-04-12,288.6827
2013-04-11,201.2127
2013-04-10,288.1162
2013-04-09,200.7731
2013-04-08,287.5996
2013-04-05,200.3342
2013-04-04,287.0037
2013-04-03,199.8957
2013-04-02,286.4124
2013-04-01,199.4580
2013-03-28,285.8131
2013-03-27,199.0210
2013-03-26,285.2485
2013-03-25,198.5849
2013-03-22,284.5916
2013-03-21,198.1494
2013-03-20,284.0515
2013-03-19,197.7150
2013-03-18,283.5749
2013-03-15,197.2811
2013-03-14,283.1243
2013-03-13,196.8475
2013-03-12,282.6579
2013-03-11,196.4140
2013-03-08,282.1629
2013-03-07,195.9806
2013-03-06,281.6835
2013-03-05,195.5475
2013-03-04,281.1836
2013-03-01,195.1147
2013-02-28,280.6911
2013-02-27,194.6821
2013-02-26,280.2529
2013-02-25,194.2499
2013-02-22,279.7903
2013-02-21,193.8178
2013-02-20,279.3811
2013-02-19,193.3857
2013-02-15,279.0040
2013-02-14,192.9536
2013-02-13,278.6859
2013-02-12,192.5212
2013-02-11,278.3129
2013-02-08,192.0882
2013-02-07,277.8972
2013-02-06,191.6549
2013-02-05,277.4065
2013-02-04,191.2215
2013-02-01,276.8923
2013-01-31,190.7884
2013-01-30,276.3723
2013-01-29,190.3558
2013-01-28,275.9805
2013-01-25,189.9235
2013-01-24,275.4902
2013-01-23,189.4911
2013-01-22,274.9966
2013-01-18,189.0589
2013-01-17,274.4789
2013-01-16,188.6271
2013-01-15,273.9525
2013-01-14,188.1956
2013-01-11,273.4622
2013-01-10,187.7647
2013-01-09,273.0148
2013-01-08,187.3341
2013-01-07,272.5870
2013-01-04,186.9035
2013-01-03,272.0755
2013-01-02,186.4729
2012-12-31,271.6568
2012-12-28,186.0428
2012-12-27,271.1616
2012-12-26,185.6126
2012-12-24,270.7808
2012-12-21,185.1827
2012-12-20,270.3610
2012-12-19,184.7525
2012-12-18,269.8376
2012-12-17,184.3223
2012-12-14,269.3955
2012-12-13,183.8926
2012-12-12,268.9162
2012-12-11,183.4629
2012-12-10,268.5132
2012-12-07,183.0335
2012-12-06,268.0534
2012-12-05,182.6040
2012-12-04,267.6651
2012-12-03,182.1746
2012-11-30,267.2622
2012-11-29,181.7450
2012-11-28,266.7793
2012-11-27,181.3153
2012-11-26,266.3686
2012-11-23,180.8858
2012-11-21,265.9672
2012-11-20,180.4562
2012-11-19,265.3925
2012-11-16,180.0265
2012-11-15,264.8070
2012-11-14,179.5975
2012-11-13,264.2723
2012-11-12,179.1694
2012-11-09,263.7446
2012-11-08,178.7417
2012-11-07,263.2164
2012-11-06,178.3146
2012-11-05,262.6802
2012-11-02,177.8879
2012-11-01,262.0571
2012-10-31,177.4618
2012-10-26,261.3744
2012-10-25,177.0367
2012-10-24,260.5848
2012-10-23,176.6129
2012-10-22,259.8433
2012-10-19,176.1909
2012-10-18,259.1106
2012-10-17,175.7706
2012-10-16,258.3524
2012-10-15,175.3518
2012-10-12,257.5494
2012-10-11,174.9347
2012-10-10,256.8165
2012-10-09,174.5195
2012-10-08,256.0276
2012-10-05,174.1060
2012-10-04,255.1097
2012-10-03,173.6943
2012-10-02,254.1589
2012-10-01,173.2852
2012-09-28,253.2098
2012-09-27,172.8788
2012-09-26,252.3170
2012-09-25,172.4751
2012-09-24,251.4224
2012-09-21,172.0739
2012-09-20,250.5532
2012-09-19,171.6752
2012-09-18,249.6656
2012-09-17,171.2788
2012-09-14,248.7527
2012-09-13,170.8849
2012-09-12,247.8169
2012-09-11,170.4936
2012-09-10,246.9840
2012-09-07,170.1050
2012-09-06,246.1589
2012-09-05,169.7187
2012-09-04,245.3194
2012-08-31,169.3346
2012-08-30,244.5775
2012-08-29,168.9528
2012-08-28,243.8588
2012-08-27,168.5727
2012-08-24,242.9716
2012-08-23,168.1944
2012-08-22,242.1448
2012-08-21,167.8187
2012-08-20,241.4255
2012-08-17,167.4452
2012-08-16,240.5061
2012-08-15,167.0734
2012-08-14,239.5001
2012-08-13,166.7044
2012-08-10,238.5088
2012-08-09,166.3386
2012-08-08,237.6677
2012-08-07,165.9759
2012-08-06,236.7882
2012-08-03,165.6157
2012-08-02,235.8768
2012-08-01,165.2580
2012-07-31,234.9572
2012-07-30,164.9031
2012-07-27,234.1093
2012-07-26,164.5511
2012-07-25,233.2442
2012-07-24,164.2016
2012-07-23,232.3472
2012-07-20,163.8546
2012-07-19,231.4438
2012-07-18,163.5104
2012-07-17,230.5078
2012-07-16,163.1691
2012-07-13,229.4579
2012-07-12,162.8307
2012-07-11,228.5500
2012-07-10,162.4959
2012-07-09,227.6228
2012-07-06,162.1639
2012-07-05,226.7641
2012-07-03,161.8350
2012-07-02,225.9723
2012-06-29,161.5087
2012-06-28,225.1902
2012-06-27,161.1848
2012-06-26,224.4799
2012-06-25,160.8631
2012-06-22,223.7750
2012-06-21,160.5435
2012-06-20,223.1801
2012-06-19,160.2257
2012-06-18,222.5683
2012-06-15,159.9094
2012-06-14,221.9596
2012-06-13,159.5945
2012-06-12,221.3633
2012-06-11,159.2811
2012-06-08,220.7471
2012-06-07,158.9691
2012-06-06,220.1318
2012-06-05,158.6587
2012-06-04,219.5127
2012-06-01,158.3498
2012-05-31,218.8898
2012-05-30,158.0424
2012-05-29,218.2614
2012-05-25,157.7367
2012-05-24,217.5990
2012-05-23,157.4325
2012-05-22,216.9361
2012-05-21,157.1302
2012-05-18,216.2772
2012-05-17,156.8296
2012-05-16,215.6329
2012-05-15,156.5309
2012-05-14,214.9826
2012-05-11,156.2339
2012-05-10,214.3454
2012-05-09,155.9387
2012-05-08,213.7200
2012-05-07,155.6452
2012-05-04,213.1536
2012-05-03,155.3534
2012-05-02,212.5551
2012-05-01,155.0629
2012-04-30,211.9883
2012-04-27,154.7740
2012-04-26,211.4515
2012-04-25,154.4865
2012-04-24,210.9355
2012-04-23,154.2002
2012-04-20,210.3908
2012-04-19,153.9151
2012-04-18,209.9042
2012-04-17,153.6313
2012-04-16,209.3604
2012-04-13,153.3486
2012-04-12,208.8833
2012-04-11,153.0671
2012-04-10,208.4140
2012-04-09,152.7866
2012-04-05,207.9632
2012-04-04,152.5071
2012-04-03,207.5049
2012-04-02,152.2284
2012-03-30,207.0491
2012-03-29,151.9506
2012-03-28,206.5709
2012-03-27,151.6738
2012-03-26,206.1106
2012-03-23,151.3979
2012-03-22,205.6684
2012-03-21,151.1230
2012-03-20,205.2079
2012-03-19,150.8489
2012-03-16,204.7509
2012-03-15,150.5757
2012-03-14,204.2998
2012-03-13,150.3035
2012-03-12,203.8379
2012-03-09,150.0321
2012-03-08,203.3863
2012-03-07,149.7617
2012-03-06,202.9124
2012-03-05,149.4923
2012-03-02,202.4199
2012-03-01,149.2238
2012-02-29,201.9170
2012-02-28,148.9565
2012-02-27,201.4287
2012-02-24,148.6904
2012-02-23,200.9577
2012-02-22,148.4254
2012-02-21,200.4735
2012-02-17,148.1614
2012-02-16,200.0240
2012-02-15,147.8985
2012-02-14,199.5749
2012-02-13,147.6366
2012-02-10,199.1091
2012-02-09,147.3756
2012-02-08,198.6654
2012-02-07,147.1156
2012-02-06,198.1902
2012-02-03,146.8566
2012-02-02,197.7186
2012-02-01,146.5986
2012-01-31,197.1694
2012-01-30,146.3417
2012-01-27,196.6500
2012-01-26,146.0863
2012-01-25,196.1020
2012-01-24,145.8322
2012-01-23,195.6032
2012-01-20,145.5796
2012-01-19,195.0897
2012-01-18,145.3282
2012-01-17,194.5846
2012-01-13,145.0782
2012-01-12,194.0637
2012-01-11,144.8294
2012-01-10,193.5280
2012-01-09,144.5820
2012-01-06,192.9756
2012-01-05,144.3360
2012-01-04,192.4222
2012-01-03,144.0916
2011-12-30,191.8681
2011-12-29,143.8487
2011-12-28,191.3327
2011-12-27,143.6074
2011-12-23,190.7901
2011-12-22,143.3676
2011-12-21,190.2390
2011-12-20,143.1293
2011-12-19,189.7124
2011-12-16,142.8926
2011-12-15,189.1832
2011-12-14,142.6573
2011-12-13,188.6437
2011-12-12,142.4235
2011-12-09,188.1157
2011-12-08,142.1912
2011-12-07,187.5819
2011-12-06,141.9605
2011-12-05,187.0330
2011-12-02,141.7312
2011-12-01,186.4936
2011-11-30,141.5036
2011-11-29,185.9429
2011-11-28,141.2775
2011-11-25,185.3662
2011-11-23,141.0530
2011-11-22,184.7877
2011-11-21,140.8303
2011-11-18,184.2088
2011-11-17,140.6095
2011-11-16,183.6528
2011-11-15,140.3904
2011-11-14,183.0853
2011-11-11,140.1730
2011-11-10,182.5510
2011-11-09,139.9573
2011-11-08,182.0475
2011-11-07,139.7433
2011-11-04,181.5705
2011-11-03,139.5307
2011-11-02,181.1016
2011-11-01,139.3194
2011-10-31,180.6278
2011-10-28,139.1095
2011-10-27,180.1666
2011-10-26,138.9009
2011-10-25,179.7244
2011-10-24,138.6935
2011-10-21,179.2938
2011-10-20,138.4873
2011-10-19,178.8362
2011-10-18,138.2822
2011-10-17,178.3420
2011-10-14,138.0785
2011-10-13,177.8493
2011-10-12,137.8761
2011-10-11,177.3439
2011-10-10,137.6753
2011-10-07,176.8332
2011-10-06,137.4759
2011-10-05,176.3490
2011-10-04,137.2781
2011-10-03,175.8722
2011-09-30,137.0818
2011-09-29,175.3633
2011-09-28,136.8869
2011-09-27,174.8555
2011-09-26,136.6935
2011-09-23,174.3267
2011-09-22,136.5018
2011-09-21,173.8316
2011-09-20,136.3117
2011-09-19,173.3305
2011-09-16,136.1231
2011-09-15,172.8261
2011-09-14,135.9362
2011-09-13,172.2975
2011-09-12,135.7508
2011-09-09,171.7484
2011-09-08,135.5671
2011-09-07,171.2131
2011-09-06,135.3853
2011-09-02,170.6941
2011-09-01,135.2053
2011-08-31,170.1890
2011-08-30,135.0269
2011-08-29,169.6652
2011-08-26,134.8503
2011-08-25,169.1001
2011-08-24,134.6753
2011-08-23,168.5225
2011-08-22,134.5023
2011-08-19,167.9629
2011-08-18,134.3314
2011-08-17,167.3926
2011-08-16,134.1624
2011-08-15,166.8193
2011-08-12,133.9954
2011-08-11,166.2261
2011-08-10,133.8304
2011-08-09,165.5982
2011-08-08,133.6676
2011-08-05,164.9753
2011-08-04,133.5072
2011-08-03,164.3486
2011-08-02,133.3490
2011-08-01,163.7874
2011-07-29,133.1933
2011-07-28,163.4203
2011-07-27,133.0395
2011-07-26,163.0521
2011-07-25,132.8869
2011-07-22,162.6806
2011-07-21,132.7353
2011-07-20,162.3231
2011-07-19,132.5848
2011-07-18,161.9562
2011-07-15,132.4354
2011-07-14,161.6107
2011-07-13,132.2870
2011-07-12,161.2546
2011-07-11,132.1397
2011-07-08,160.8994
2011-07-07,131.9934
2011-07-06,160.5624
2011-07-05,131.8481
2011-07-01,160.2200
2011-06-30,131.7038
2011-06-29,159.8758
2011-06-28,131.5605
2011-06-27,159.5500
2011-06-24,131.4182
2011-06-23,159.2361
2011-06-22,131.2769
2011-06-21,158.9275
2011-06-20,131.1364
2011-06-17,158.6126
2011-06-16,130.9967
2011-06-15,158.3252
2011-06-14,130.8579
2011-06-13,158.0429
2011-06-10,130.7199
2011-06-09,157.7604
2011-06-08,130.5826
2011-06-07,157.4546
2011-06-06,130.4460
2011-06-03,157.1526
2011-06-02,130.3103
2011-06-01,156.8373
2011-05-31,130.1754
2011-05-27,156.4973
2011-05-26,130.0414
2011-05-25,156.1804
2011-05-24,129.9085
2011-05-23,155.8629
2011-05-20,129.7765
2011-05-19,155.5502
2011-05-18,129.6454
2011-05-17,155.2272
2011-05-16,129.5152
2011-05-13,154.9260
2011-05-12,129.3860
2011-05-11,154.6312
2011-05-10,129.2577
2011-05-09,154.3627
2011-05-06,129.1302
2011-05-05,154.1037
2011-05-04,129.0034
2011-05-03,153.8525
2011-05-02,128.8772
2011-04-29,153.5984
2011-04-28,128.7517
2011-04-27,153.3428
2011-04-26,128.6269
2011-04-25,153.1019
2011-04-21,128.5027
2011-04-20,152.8715
2011-04-19,128.3791
2011-04-18,152.6178
2011-04-15,128.2560
2011-04-14,152.3494
2011-04-13,128.1336
2011-04-12,152.1059
2011-04-11,128.0119
2011-04-08,151.8571
2011-04-07,127.8908
2011-04-06,151.6128
2011-04-05,127.7704
2011-04-04,151.3689
2011-04-01,127.6506
2011-03-31,151.1179
2011-03-30,127.5314
2011-03-29,150.8817
2011-03-28,127.4128
2011-03-25,150.6599
2011-03-24,127.2949
2011-03-23,150.4341
2011-03-22,127.1775
2011-03-21,150.2337
2011-03-18,127.0606
2011-03-17,150.0633
2011-03-16,126.9442
2011-03-15,149.8780
2011-03-14,126.8280
2011-03-11,149.6536
2011-03-10,126.7122
2011-03-09,149.4298
2011-03-08,126.5969
2011-03-07,149.1956
2011-03-04,126.4822
2011-03-03,148.9524
2011-03-02,126.3680
2011-03-01,148.7141
2011-02-28,126.2545
2011-02-25,148.4515
2011-02-24,126.1417
2011-02-23,148.1946
2011-02-22,126.0296
2011-02-18,147.9447
2011-02-17,125.9182
2011-02-16,147.7106
2011-02-15,125.8075
2011-02-14,147.4712
2011-02-11,125.6974
2011-02-10,147.2288
2011-02-09,125.5880
2011-02-08,146.9939
2011-02-07,125.4793
2011-02-04,146.7335
2011-02-03,125.3711
2011-02-02,146.4858
2011-02-01,125.2638
2011-01-31,146.2498
2011-01-28,125.1571
2011-01-27,145.9944
2011-01-26,125.0512
2011-01-25,145.7501
2011-01-24,124.9459
2011-01-21,145.5193
2011-01-20,124.8414
2011-01-19,145.2963
2011-01-18,124.7375
2011-01-14,145.0795
2011-01-13,124.6342
2011-01-12,144.8657
2011-01-11,124.5314
2011-01-10,144.6388
2011-01-07,124.4292
2011-01-06,144.4416
2011-01-05,124.3277
2011-01-04,144.2384
2011-01-03,124.2266
2010-12-31,144.0094
2010-12-30,124.1260
2010-12-29,143.7875
2010-12-28,124.0261
2010-12-27,143.5513
2010-12-23,123.9268
2010-12-22,143.3266
2010-12-21,123.8282
2010-12-20,143.1024
2010-12-17,123.7302
2010-12-16,142.8607
2010-12-15,123.6329
2010-12-14,142.6358
2010-12-13,123.5362
2010-12-10,142.4067
2010-12-09,123.4403
2010-12-08,142.1647
2010-12-07,123.3450
2010-12-06,141.9236
2010-12-03,123.2504
2010-12-02,141.6826
2010-12-01,123.1566
2010-11-30,141.4511
2010-11-29,123.0635
2010-11-26,141.2198
2010-11-24,122.9711
2010-11-23,140.9726
2010-11-22,122.8794
2010-11-19,140.7256
2010-11-18,122.7884
2010-11-17,140.4857
2010-11-16,122.6983
2010-11-15,140.2110
2010-11-12,122.6089
2010-11-11,139.9268
2010-11-10,122.5205
2010-11-09,139.6578
2010-11-08,122.4330
2010-11-05,139.3812
2010-11-04,122.3464
2010-11-03,139.1016
2010-11-02,122.2608
2010-11-01,138.8161
2010-10-29,122.1762
2010-10-28,138.5310
2010-10-27,122.0926
2010-10-26,138.2254
2010-10-25,122.0100
2010-10-22,137.9057
2010-10-21,121.9285
2010-10-20,137.5801
2010-10-19,121.8482
2010-10-18,137.2615
2010-10-15,121.7692
2010-10-14,136.9279
2010-10-13,121.6913
2010-10-12,136.5833
2010-10-11,121.6147
2010-10-08,136.2265
2010-10-07,121.5395
2010-10-06,135.9008
2010-10-05,121.4657
2010-10-04,135.5795
2010-10-01,121.3932
2010-09-30,135.2736
2010-09-29,121.3219
2010-09-28,134.9701
2010-09-27,121.2518
2010-09-24,134.6778
2010-09-23,121.1828
2010-09-22,134.3806
2010-09-21,121.1150
2010-09-20,134.1073
2010-09-17,121.0484
2010-09-16,133.8492
2010-09-15,120.9827
2010-09-14,133.6027
2010-09-13,120.9181
2010-09-10,133.3613
2010-09-09,120.8544
2010-09-08,133.1219
2010-09-07,120.7915
2010-09-03,132.8970
2010-09-02,120.7295
2010-09-01,132.6884
2010-08-31,120.6684
2010-08-30,132.4820
2010-08-27,120.6080
2010-08-26,132.2617
2010-08-25,120.5483
2010-08-24,132.0627
2010-08-23,120.4895
2010-08-20,131.8765
2010-08-19,120.4313
2010-08-18,131.6897
2010-08-17,120.3738
2010-08-16,131.4851
2010-08-13,120.3169
2010-08-12,131.2835
2010-08-11,120.2608
2010-08-10,131.0598
2010-08-09,120.2054
2010-08-06,130.8139
2010-08-05,120.1509
2010-08-04,130.5521
2010-08-03,120.0973
2010-08-02,130.3043
2010-07-30,120.0448
2010-07-29,130.1176
2010-07-28,119.9932
2010-07-27,129.9545
2010-07-26,119.9423
2010-07-23,129.7739
2010-07-22,119.8920
2010-07-21,129.5964
2010-07-20,119.8424
2010-07-19,129.4235
2010-07-16,119.7933
2010-07-15,129.2549
2010-07-14,119.7449
2010-07-13,129.0738
2010-07-12,119.6972
2010-07-09,128.8959
2010-07-08,119.6500
2010-07-07,128.7058
2010-07-06,119.6036
2010-07-02,128.5168
2010-07-01,119.5578
2010-06-30,128.3330
2010-06-29,119.5128
2010-06-28,128.1400
2010-06-25,119.4685
2010-06-24,127.9488
2010-06-23,119.4249
2010-06-22,127.7564
2010-06-21,119.3821
2010-06-18,127.5775
2010-06-17,119.3400
2010-06-16,127.4090
2010-06-15,119.2986
2010-06-14,127.2386
2010-06-11,119.2579
2010-06-10,127.0626
2010-06-09,119.2177
2010-06-08,126.8720
2010-06-07,119.1783
2010-06-04,126.6763
2010-06-03,119.1397
2010-06-02,126.4820
2010-06-01,119.1018
2010-05-28,126.2855
2010-05-27,119.0647
2010-05-26,126.0972
2010-05-25,119.0284
2010-05-24,125.9089
2010-05-21,118.9929
2010-05-20,125.7345
2010-05-19,118.9581
2010-05-18,125.5652
2010-05-17,118.9241
2010-05-14,125.3876
2010-05-13,118.8907
2010-05-12,125.1877
2010-05-11,118.8581
2010-05-10,124.9812
2010-05-07,118.8263
2010-05-06,124.7788
2010-05-05,118.7953
2010-05-04,124.5846
2010-05-03,118.7653
2010-04-30,124.4002
2010-04-29,118.7360
2010-04-28,124.2317
2010-04-27,118.7076
2010-04-26,124.0623
2010-04-23,118.6798
2010-04-22,123.8903
2010-04-21,118.6528
2010-04-20,123.7152
2010-04-19,118.6264
2010-04-16,123.5556
2010-04-15,118.6009
2010-04-14,123.3842
2010-04-13,118.5760
2010-04-12,123.2285
2010-04-09,118.5518
2010-04-08,123.0688
2010-04-07,118.5283
2010-04-06,122.9103
2010-04-05,118.5055
2010-04-01,122.7522
2010-03-31,118.4834
2010-03-30,122.6159
2010-03-29,118.4619
2010-03-26,122.4846
2010-03-25,118.4410
2010-03-24,122.3614
2010-03-23,118.4207
2010-03-22,122.2266
2010-03-19,118.4009
2010-03-18,122.0748
2010-03-17,118.3817
2010-03-16,121.9039
2010-03-15,118.3631
2010-03-12,121.7451
2010-03-11,118.3453
2010-03-10,121.5923
2010-03-09,118.3282
2010-03-08,121.4624
2010-03-05,118.3118
2010-03-04,121.3582
2010-03-03,118.2960
2010-03-02,121.2554
2010-03-01,118.2806
2010-02-26,121.1840
2010-02-25,118.2657
2010-02-24,121.1074
2010-02-23,118.2510
2010-02-22,121.0232
2010-02-19,118.2367
2010-02-18,120.9228
2010-02-17,118.2227
2010-02-16,120.8211
2010-02-12,118.2091
2010-02-11,120.7131
2010-02-10,118.1960
2010-02-09,120.6011
2010-02-08,118.1833
2010-02-05,120.4673
2010-02-04,118.1712
2010-02-03,120.3928
2010-02-02,118.1596
2010-02-01,120.3320
2010-01-29,118.1484
2010-01-28,120.2876
2010-01-27,118.1374
2010-01-26,120.2408
2010-01-25,118.1266
2010-01-22,120.1903
2010-01-21,118.1160
2010-01-20,120.1493
2010-01-19,118.1056
2010-01-15,120.1182
2010-01-14,118.0953
2010-01-13,120.0914
2010-01-12,118.0851
2010-01-11,120.0654
2010-01-08,118.0751
2010-01-07,120.0412
2010-01-06,118.0651
2010-01-05,120.0114
2010-01-04,118.0551
2009-12-31,119.9618
2009-12-30,118.0453
2009-12-29,119.9301
2009-12-28,118.0357
2009-12-24,119.8929
2009-12-23,118.0261
2009-12-22,119.8530
2009-12-21,118.0168
2009-12-18,119.8351
2009-12-17,118.0075
2009-12-16,119.8158
2009-12-15,117.9984
2009-12-14,119.8023
2009-12-11,117.9892
2009-12-10,119.7953
2009-12-09,117.9801
2009-12-08,119.7770
2009-12-07,117.9710
2009-12-04,119.7670
2009-12-03,117.9619
2009-12-02,119.7638
2009-12-01,117.9528
2009-11-30,119.7494
2009-11-27,117.9437
2009-11-25,119.7340
2009-11-24,117.9347
2009-11-23,119.7306
2009-11-20,117.9256
2009-11-19,119.7529
2009-11-18,117.9166
2009-11-17,119.7784
2009-11-16,117.9073
2009-11-13,119.8113
2009-11-12,117.8979
2009-11-11,119.8346
2009-11-10,117.8883
2009-11-09,119.8591
2009-11-06,117.8785
2009-11-05,119.8737
2009-11-04,117.8686
2009-11-03,119.8758
2009-11-02,117.8585
2009-10-30,119.8927
2009-10-29,117.8484
2009-10-28,119.8692
2009-10-27,117.8381
2009-10-26,119.8478
2009-10-23,117.8279
2009-10-22,119.8230
2009-10-21,117.8177
2009-10-20,119.8150
2009-10-19,117.8077
2009-10-16,119.8185
2009-10-15,117.7976
2009-10-14,119.8263
2009-10-13,117.7874
2009-10-12,119.8215
2009-10-09,117.7772
2009-10-08,119.7973
2009-10-07,117.7669
2009-10-06,119.7790
2009-10-05,117.7567
2009-10-02,119.7536
2009-10-01,117.7465
2009-09-30,119.7251
2009-09-29,117.7364
2009-09-28,119.6883
2009-09-25,117.7265
2009-09-24,119.6433
2009-09-23,117.7166
2009-09-22,119.6030
2009-09-21,117.7069
2009-09-18,119.5570
2009-09-17,117.6974
2009-09-16,119.5132
2009-09-15,117.6880
2009-09-14,119.4664
2009-09-11,117.6789
2009-09-10,119.4222
2009-09-09,117.6699
2009-09-08,119.3921
2009-09-04,117.6611
