Dates,NATR Values
2018-12-28,4.1734
2018-12-27,4.4024
2018-12-26,4.4143
2018-12-24,4.4178
2018-12-21,4.3621
2018-12-20,4.3262
2018-12-19,4.2285
2018-12-18,3.9878
2018-12-17,4.0372
2018-12-14,4.0035
2018-12-13,4.0182
2018-12-12,4.2927
2018-12-11,4.4981
2018-12-10,4.3959
2018-12-07,4.5298
2018-12-06,4.3584
2018-12-04,3.8753
2018-12-03,3.5346
2018-11-30,3.3642
2018-11-29,3.4569
2018-11-28,3.6212
2018-11-27,3.6610
2018-11-26,3.8223
2018-11-23,4.0198
2018-11-21,4.2053
2018-11-20,4.2709
2018-11-19,3.8123
2018-11-16,3.4235
2018-11-15,3.4027
2018-11-14,3.3765
2018-11-13,3.3201
2018-11-12,3.1448
2018-11-09,2.9418
2018-11-08,3.1098
2018-11-07,3.2151
2018-11-06,3.2217
2018-11-05,3.4257
2018-11-02,3.6399
2018-11-01,3.5327
2018-10-31,3.6600
2018-10-30,3.6957
2018-10-29,3.5772
2018-10-26,2.6896
2018-10-25,2.6567
2018-10-24,2.7227
2018-10-23,2.6031
2018-10-22,2.4336
2018-10-19,2.5054
2018-10-18,2.5847
2018-10-17,2.4892
2018-10-16,2.5701
2018-10-15,2.6200
2018-10-12,2.6837
2018-10-11,2.5374
2018-10-10,2.3016
2018-10-09,1.9091
2018-10-08,1.9558
2018-10-05,1.8995
2018-10-04,1.8248
2018-10-03,1.8171
2018-10-02,1.8225
2018-10-01,1.7895
2018-09-28,1.7060
2018-09-27,1.6769
2018-09-26,1.7362
2018-09-25,1.7892
2018-09-24,1.8758
2018-09-21,1.9143
2018-09-20,1.9576
2018-09-19,1.9904
2018-09-18,1.9758
2018-09-17,1.9349
2018-09-14,1.9181
2018-09-13,1.9447
2018-09-12,1.9530
2018-09-11,1.8854
2018-09-10,1.8131
2018-09-07,1.6832
2018-09-06,1.6442
2018-09-05,1.6341
2018-09-04,1.6867
2018-08-31,1.6648
2018-08-30,1.6575
2018-08-29,1.6594
2018-08-28,1.7391
2018-08-27,1.7592
2018-08-24,1.8004
2018-08-23,1.9106
2018-08-22,1.9545
2018-08-21,1.9593
2018-08-20,2.0432
2018-08-17,2.0994
2018-08-16,2.1162
2018-08-15,1.9176
2018-08-14,1.7203
2018-08-13,1.8328
2018-08-10,1.8726
2018-08-09,1.8196
2018-08-08,1.8887
2018-08-07,1.9106
2018-08-06,1.9363
2018-08-03,1.9703
2018-08-02,2.0121
2018-08-01,2.0045
2018-07-31,1.9740
2018-07-30,1.9741
2018-07-27,1.7660
2018-07-26,1.8081
2018-07-25,1.8742
2018-07-24,1.6728
2018-07-23,1.6899
2018-07-20,1.7874
2018-07-19,1.8588
2018-07-18,1.8840
2018-07-17,1.8764
2018-07-16,1.9659
2018-07-13,2.0416
2018-07-12,2.1324
2018-07-11,2.2114
2018-07-10,2.1556
2018-07-09,2.2342
2018-07-06,2.2575
2018-07-05,2.3310
2018-07-03,2.3189
2018-07-02,2.2982
2018-06-29,2.3259
2018-06-28,2.4134
2018-06-27,2.3755
2018-06-26,2.2366
2018-06-25,2.3543
2018-06-22,2.1856
2018-06-21,2.2946
2018-06-20,2.3016
2018-06-19,2.3567
2018-06-18,2.0117
2018-06-15,2.0445
2018-06-14,1.9688
2018-06-13,1.9099
2018-06-12,1.8522
2018-06-11,1.9143
2018-06-08,1.9991
2018-06-07,2.0474
2018-06-06,2.0042
2018-06-05,1.9430
2018-06-04,2.0159
2018-06-01,2.0574
2018-05-31,2.1266
2018-05-30,2.1193
2018-05-29,2.1899
2018-05-25,2.0637
2018-05-24,2.1901
2018-05-23,2.2375
2018-05-22,2.2657
2018-05-21,2.1404
2018-05-18,2.0286
2018-05-17,2.0450
2018-05-16,2.1461
2018-05-15,2.2706
2018-05-14,2.3654
2018-05-11,2.4732
2018-05-10,2.5943
2018-05-09,2.6936
2018-05-08,2.7660
2018-05-07,2.8808
2018-05-04,2.9742
2018-05-03,3.0783
2018-05-02,3.0259
2018-05-01,3.0806
2018-04-30,3.0576
2018-04-27,3.0251
2018-04-26,3.1756
2018-04-25,3.2905
2018-04-24,3.2742
2018-04-23,2.7332
2018-04-20,2.8659
2018-04-19,2.9589
2018-04-18,3.1242
2018-04-17,3.3280
2018-04-16,3.4860
2018-04-13,3.7139
2018-04-12,3.5960
2018-04-11,3.7460
2018-04-10,3.6957
2018-04-09,3.7740
2018-04-06,3.7094
2018-04-05,3.5269
2018-04-04,3.6351
2018-04-03,3.3616
2018-04-02,3.5338
2018-03-29,3.4285
2018-03-28,3.5398
2018-03-27,3.5020
2018-03-26,3.2619
2018-03-23,3.3357
2018-03-22,3.2768
2018-03-21,2.8557
2018-03-20,2.9462
2018-03-19,3.0401
2018-03-16,3.1709
2018-03-15,3.3534
2018-03-14,3.3860
2018-03-13,3.0709
2018-03-12,3.0259
2018-03-09,2.8890
2018-03-08,3.0670
2018-03-07,3.1506
2018-03-06,3.1819
2018-03-05,3.2076
2018-03-02,3.0621
2018-03-01,2.8963
2018-02-28,2.6056
2018-02-27,2.5897
2018-02-26,2.6852
2018-02-23,2.8104
2018-02-22,2.9511
2018-02-21,3.1323
2018-02-20,3.1858
2018-02-16,3.3229
2018-02-15,3.4907
2018-02-14,3.6322
2018-02-13,3.8529
2018-02-12,4.0278
2018-02-09,4.1247
2018-02-08,4.0016
2018-02-07,3.6034
2018-02-06,3.6413
2018-02-05,3.3824
2018-02-02,2.5040
2018-02-01,2.4631
2018-01-31,2.4616
2018-01-30,2.1047
2018-01-29,2.1001
2018-01-26,2.1754
2018-01-25,2.2647
2018-01-24,2.2833
2018-01-23,2.3696
2018-01-22,2.4784
2018-01-19,2.4487
2018-01-18,2.4318
2018-01-17,2.2431
2018-01-16,2.0443
2018-01-12,1.7223
2018-01-11,1.6642
2018-01-10,1.6121
2018-01-09,1.5695
2018-01-08,1.4408
2018-01-05,1.4238
2018-01-04,1.1892
2018-01-03,1.2063
2018-01-02,1.2313
2017-12-29,1.2986
2017-12-28,1.3433
2017-12-27,1.4117
2017-12-26,1.4947
2017-12-22,1.5572
2017-12-21,1.5984
2017-12-20,1.6002
2017-12-19,1.6989
2017-12-18,1.7672
2017-12-15,1.8573
2017-12-14,1.8996
2017-12-13,1.9359
2017-12-12,1.9294
2017-12-11,1.8168
2017-12-08,1.7432
2017-12-07,1.7531
2017-12-06,1.6947
2017-12-05,1.6945
2017-12-04,1.6833
2017-12-01,1.4879
2017-11-30,1.2945
2017-11-29,1.1590
2017-11-28,1.1477
2017-11-27,1.1705
2017-11-24,1.2105
2017-11-22,1.2632
2017-11-21,1.2712
2017-11-20,1.3255
2017-11-17,1.3438
2017-11-16,1.4129
2017-11-15,1.4827
2017-11-14,1.4583
2017-11-13,1.5222
2017-11-10,1.5793
2017-11-09,1.6113
2017-11-08,1.4782
2017-11-07,1.5418
2017-11-06,1.5914
2017-11-03,1.6102
2017-11-02,1.6262
2017-11-01,1.6105
2017-10-31,1.6565
2017-10-30,1.7262
2017-10-27,1.7187
2017-10-26,1.7305
2017-10-25,1.7516
2017-10-24,1.4103
2017-10-23,1.3818
2017-10-20,1.3601
2017-10-19,1.2963
2017-10-18,1.2635
2017-10-17,1.2367
2017-10-16,1.2188
2017-10-13,1.2507
2017-10-12,1.2541
2017-10-11,1.2693
2017-10-10,1.3010
2017-10-09,1.2938
2017-10-06,1.3553
2017-10-05,1.4251
2017-10-04,1.4199
2017-10-03,1.4464
2017-10-02,1.4488
2017-09-29,1.5136
2017-09-28,1.5647
2017-09-27,1.5302
2017-09-26,1.4887
2017-09-25,1.5217
2017-09-22,1.4397
2017-09-21,1.4608
2017-09-20,1.5151
2017-09-19,1.5080
2017-09-18,1.5161
2017-09-15,1.4945
2017-09-14,1.4722
2017-09-13,1.4891
2017-09-12,1.3687
2017-09-11,1.3933
2017-09-08,1.4170
2017-09-07,1.3944
2017-09-06,1.4539
2017-09-05,1.4344
2017-09-01,1.3808
2017-08-31,1.3827
2017-08-30,1.4069
2017-08-29,1.4503
2017-08-28,1.3955
2017-08-25,1.4204
2017-08-24,1.3969
2017-08-23,1.4490
2017-08-22,1.4802
2017-08-21,1.4746
2017-08-18,1.5158
2017-08-17,1.5585
2017-08-16,1.6072
2017-08-15,1.6415
2017-08-14,1.6694
2017-08-11,1.7498
2017-08-10,1.7481
2017-08-09,1.7290
2017-08-08,1.6762
2017-08-07,1.7832
2017-08-04,1.8051
2017-08-03,1.8449
2017-08-02,1.8867
2017-08-01,1.9125
2017-07-31,1.8769
2017-07-28,1.8553
2017-07-27,1.9047
2017-07-26,1.7455
2017-07-25,1.0056
2017-07-24,1.0115
2017-07-21,1.0591
2017-07-20,1.0397
2017-07-19,1.0818
2017-07-18,1.0737
2017-07-17,1.1004
2017-07-14,1.1611
2017-07-13,1.1697
2017-07-12,1.2095
2017-07-11,1.2190
2017-07-10,1.2226
2017-07-07,1.2379
2017-07-06,1.2702
2017-07-05,1.3148
2017-07-03,1.2860
2017-06-30,1.3400
2017-06-29,1.3757
2017-06-28,1.3281
2017-06-27,1.3660
2017-06-26,1.3967
2017-06-23,1.2901
2017-06-22,1.2491
2017-06-21,1.3206
2017-06-20,1.3531
2017-06-19,1.3343
2017-06-16,1.3311
2017-06-15,1.3443
2017-06-14,1.2761
2017-06-13,1.2786
2017-06-12,1.2995
2017-06-09,1.2987
2017-06-08,1.3420
2017-06-07,1.3065
2017-06-06,1.3344
2017-06-05,1.3322
2017-06-02,1.3575
2017-06-01,1.2720
2017-05-31,1.2108
2017-05-30,1.2592
2017-05-26,1.3281
2017-05-25,1.3925
2017-05-24,1.4323
2017-05-23,1.4893
2017-05-22,1.5563
2017-05-19,1.4768
2017-05-18,1.3807
2017-05-17,1.3166
2017-05-16,1.1870
2017-05-15,1.2536
2017-05-12,1.2753
2017-05-11,1.3302
2017-05-10,1.3531
2017-05-09,1.0374
2017-05-08,1.0874
2017-05-05,1.1313
2017-05-04,1.1489
2017-05-03,1.1489
2017-05-02,1.1854
2017-05-01,1.2321
2017-04-28,1.1688
2017-04-27,1.1942
2017-04-26,1.2126
2017-04-25,1.1282
2017-04-24,1.1543
2017-04-21,1.1664
2017-04-20,1.2028
2017-04-19,1.2514
2017-04-18,1.2667
2017-04-17,1.2213
2017-04-13,1.1644
2017-04-12,1.2075
2017-04-11,1.1591
2017-04-10,1.1926
2017-04-07,1.1609
2017-04-06,1.1860
2017-04-05,1.2484
2017-04-04,1.1700
2017-04-03,1.1804
2017-03-31,1.1699
2017-03-30,1.2062
2017-03-29,1.2635
2017-03-28,1.3421
2017-03-27,1.3326
2017-03-24,1.3130
2017-03-23,1.2740
2017-03-22,1.3386
2017-03-21,1.3950
2017-03-20,1.2261
2017-03-17,1.2947
2017-03-16,1.3159
2017-03-15,1.3111
2017-03-14,1.3777
2017-03-13,1.4052
2017-03-10,1.4326
2017-03-09,1.3260
2017-03-08,1.2799
2017-03-07,1.3464
2017-03-06,1.3687
2017-03-03,1.3963
2017-03-02,1.4153
2017-03-01,1.3991
2017-02-28,1.3046
2017-02-27,1.3012
2017-02-24,1.3089
2017-02-23,1.2895
2017-02-22,1.3411
2017-02-21,1.3783
2017-02-17,1.3341
2017-02-16,1.3135
2017-02-15,1.3372
2017-02-14,1.3873
2017-02-13,1.4413
2017-02-10,1.4290
2017-02-09,1.4598
2017-02-08,1.5402
2017-02-07,1.5939
2017-02-06,1.5651
2017-02-03,1.6396
2017-02-02,1.7344
2017-02-01,1.6935
2017-01-31,1.7051
2017-01-30,1.7123
2017-01-27,1.6213
2017-01-26,1.6030
2017-01-25,1.6173
2017-01-24,1.3126
2017-01-23,1.2660
2017-01-20,1.2358
2017-01-19,1.2330
2017-01-18,1.2383
2017-01-17,1.2195
2017-01-13,1.2185
2017-01-12,1.2680
2017-01-11,1.2087
2017-01-10,1.2466
2017-01-09,1.2780
2017-01-06,1.3383
2017-01-05,1.3668
2017-01-04,1.3584
2017-01-03,1.3653
2016-12-30,1.3918
2016-12-29,1.4158
2016-12-28,1.4558
2016-12-27,1.4996
2016-12-23,1.5522
2016-12-22,1.6043
2016-12-21,1.5890
2016-12-20,1.6280
2016-12-19,1.6733
2016-12-16,1.6924
2016-12-15,1.6827
2016-12-14,1.7044
2016-12-13,1.6915
2016-12-12,1.5065
2016-12-09,1.4183
2016-12-08,1.4809
2016-12-07,1.5269
2016-12-06,1.4812
2016-12-05,1.4554
2016-12-02,1.4774
2016-12-01,1.5402
2016-11-30,1.5624
2016-11-29,1.5390
2016-11-28,1.5088
2016-11-25,1.5420
2016-11-23,1.6336
2016-11-22,1.6855
2016-11-21,1.6976
2016-11-18,1.7323
2016-11-17,1.7747
2016-11-16,1.7961
2016-11-15,1.8029
2016-11-14,1.7707
2016-11-11,1.8463
2016-11-10,1.9094
2016-11-09,1.8342
2016-11-08,1.7426
2016-11-07,1.7818
2016-11-04,1.7458
2016-11-03,1.7708
2016-11-02,1.8354
2016-11-01,1.8376
2016-10-31,1.8785
2016-10-28,1.9855
2016-10-27,2.0600
2016-10-26,1.9141
2016-10-25,1.4696
2016-10-24,1.4842
2016-10-21,1.4050
2016-10-20,1.4000
2016-10-19,1.4497
2016-10-18,1.4715
2016-10-17,1.5041
2016-10-14,1.5069
2016-10-13,1.5200
2016-10-12,1.4798
2016-10-11,1.5307
2016-10-10,1.4643
2016-10-07,1.4005
2016-10-06,1.3743
2016-10-05,1.4153
2016-10-04,1.3786
2016-10-03,1.4009
2016-09-30,1.3971
2016-09-29,1.4251
2016-09-28,1.3926
2016-09-27,1.4083
2016-09-26,1.4138
2016-09-23,1.4426
2016-09-22,1.4942
2016-09-21,1.5135
2016-09-20,1.4712
2016-09-19,1.5497
2016-09-16,1.5922
2016-09-15,1.6300
2016-09-14,1.6798
2016-09-13,1.6807
2016-09-12,1.6891
2016-09-09,1.5222
2016-09-08,1.2695
2016-09-07,1.2960
2016-09-06,1.3460
2016-09-02,1.3614
2016-09-01,1.3512
2016-08-31,1.3632
2016-08-30,1.3553
2016-08-29,1.2515
2016-08-26,1.2841
2016-08-25,1.2299
2016-08-24,1.2901
2016-08-23,1.2935
2016-08-22,1.2035
2016-08-19,1.1915
2016-08-18,1.2229
2016-08-17,1.2437
2016-08-16,1.3058
2016-08-15,1.3052
2016-08-12,1.3086
2016-08-11,1.3591
2016-08-10,1.4108
2016-08-09,1.4087
2016-08-08,1.5032
2016-08-05,1.5731
2016-08-04,1.6337
2016-08-03,1.6718
2016-08-02,1.7897
2016-08-01,1.7935
2016-07-29,1.8589
2016-07-28,1.9502
2016-07-27,1.8412
2016-07-26,1.6836
2016-07-25,1.6919
2016-07-22,1.7817
2016-07-21,1.7325
2016-07-20,1.7472
2016-07-19,1.8481
2016-07-18,1.8360
2016-07-15,1.8932
2016-07-14,2.0072
2016-07-13,2.1005
2016-07-12,2.1498
2016-07-11,2.1418
2016-07-08,2.1455
2016-07-07,2.1512
2016-07-06,2.2270
2016-07-05,2.1811
2016-07-01,2.1105
2016-06-30,2.2407
2016-06-29,2.2942
2016-06-28,2.3057
2016-06-27,2.4002
2016-06-24,2.2202
2016-06-23,1.7263
2016-06-22,1.7096
2016-06-21,1.7646
2016-06-20,1.7923
2016-06-17,1.6872
2016-06-16,1.7798
2016-06-15,1.6873
2016-06-14,1.7171
2016-06-13,1.7368
2016-06-10,1.7737
2016-06-09,1.7139
2016-06-08,1.7470
2016-06-07,1.8221
2016-06-06,1.8928
2016-06-03,1.7677
2016-06-02,1.8296
2016-06-01,1.8896
2016-05-31,1.9524
2016-05-27,1.7790
2016-05-26,1.9006
2016-05-25,1.9831
2016-05-24,2.0169
2016-05-23,2.0231
2016-05-20,2.0306
2016-05-19,2.0672
2016-05-18,1.9146
2016-05-17,1.8643
2016-05-16,1.8375
2016-05-13,1.8323
2016-05-12,1.7506
2016-05-11,1.7955
2016-05-10,1.8150
2016-05-09,1.7927
2016-05-06,1.8087
2016-05-05,1.8703
2016-05-04,1.9484
2016-05-03,1.9744
2016-05-02,1.9575
2016-04-29,2.0162
2016-04-28,2.0407
2016-04-27,1.9688
2016-04-26,1.7548
2016-04-25,1.7728
2016-04-22,1.8177
2016-04-21,1.9114
2016-04-20,1.9274
2016-04-19,1.7567
2016-04-18,1.8041
2016-04-15,1.8538
2016-04-14,1.9861
2016-04-13,2.0816
2016-04-12,2.1685
2016-04-11,2.1174
2016-04-08,2.1603
2016-04-07,2.1528
2016-04-06,2.1679
2016-04-05,2.2255
2016-04-04,2.2216
2016-04-01,2.2733
2016-03-31,2.3529
2016-03-30,2.2933
2016-03-29,2.1034
2016-03-28,2.0667
2016-03-24,2.1079
2016-03-23,2.0924
2016-03-22,2.0903
2016-03-21,2.2019
2016-03-18,2.2001
2016-03-17,2.1672
2016-03-16,2.1030
2016-03-15,2.1497
2016-03-14,2.1990
2016-03-11,2.1969
2016-03-10,2.2432
2016-03-09,2.2777
2016-03-08,2.4296
2016-03-07,2.5374
2016-03-04,2.6096
2016-03-03,2.6915
2016-03-02,2.8522
2016-03-01,2.9525
2016-02-29,3.0660
2016-02-26,3.2224
2016-02-25,3.3714
2016-02-24,3.5927
2016-02-23,3.5298
2016-02-22,3.6624
2016-02-19,3.7806
2016-02-18,3.8168
2016-02-17,4.1052
2016-02-16,4.2955
2016-02-12,4.5247
2016-02-11,4.5404
2016-02-10,3.3398
2016-02-09,3.3653
2016-02-08,3.4831
2016-02-05,3.2912
2016-02-04,3.3436
2016-02-03,3.4226
2016-02-02,3.4728
2016-02-01,3.3474
2016-01-29,3.4270
2016-01-28,3.6718
2016-01-27,3.8468
2016-01-26,2.7650
2016-01-25,2.8004
2016-01-22,2.9325
2016-01-21,3.0778
2016-01-20,3.0512
2016-01-19,2.7348
2016-01-15,2.8624
2016-01-14,2.6892
2016-01-13,2.6441
2016-01-12,2.4212
2016-01-11,2.5097
2016-01-08,2.6155
2016-01-07,2.3974
2016-01-06,2.0463
2016-01-05,1.9374
2016-01-04,2.0088
2015-12-31,1.7723
2015-12-30,1.7998
2015-12-29,1.8370
2015-12-28,1.8486
2015-12-24,1.9272
2015-12-23,2.0795
2015-12-22,2.2059
2015-12-21,2.2962
2015-12-18,2.3876
2015-12-17,2.0347
2015-12-16,1.8993
2015-12-15,1.9526
2015-12-14,1.9046
2015-12-11,1.8497
2015-12-10,1.8260
2015-12-09,1.8055
2015-12-08,1.7338
2015-12-07,1.5971
2015-12-04,1.6108
2015-12-03,1.5802
2015-12-02,1.4857
2015-12-01,1.5180
2015-11-30,1.4115
2015-11-27,1.4087
2015-11-25,1.4629
2015-11-24,1.4798
2015-11-23,1.4697
2015-11-20,1.4734
2015-11-19,1.5298
2015-11-18,1.6194
2015-11-17,1.6511
2015-11-16,1.6885
2015-11-13,1.7310
2015-11-12,1.7658
2015-11-11,1.6683
2015-11-10,1.7514
2015-11-09,1.7743
2015-11-06,1.7380
2015-11-05,1.7685
2015-11-04,1.7859
2015-11-03,1.8786
2015-11-02,1.9842
2015-10-30,2.0662
2015-10-29,2.1202
2015-10-28,2.1906
2015-10-27,2.1498
2015-10-26,2.1916
2015-10-23,2.3079
2015-10-22,2.3555
2015-10-21,2.2266
2015-10-20,2.0719
2015-10-19,2.1211
2015-10-16,2.1916
2015-10-15,2.2601
2015-10-14,2.2850
2015-10-13,1.8501
2015-10-12,1.9512
2015-10-09,2.0441
2015-10-08,2.1317
2015-10-07,2.1375
2015-10-06,2.1614
2015-10-05,2.2574
2015-10-02,2.3012
2015-10-01,2.2522
2015-09-30,2.2576
2015-09-29,2.3218
2015-09-28,2.4470
2015-09-25,2.4063
2015-09-24,2.4899
2015-09-23,2.3473
2015-09-22,2.2818
2015-09-21,2.2116
2015-09-18,2.2512
2015-09-17,2.2106
2015-09-16,2.2201
2015-09-15,2.3674
2015-09-14,2.4546
2015-09-11,2.6066
2015-09-10,2.7561
2015-09-09,2.8905
2015-09-08,2.8482
2015-09-04,2.9014
2015-09-03,2.9922
2015-09-02,3.1756
2015-09-01,3.3351
2015-08-31,3.2958
2015-08-28,3.3540
2015-08-27,3.5244
2015-08-26,3.7332
2015-08-25,3.8741
2015-08-24,3.7849
2015-08-21,2.3436
2015-08-20,2.0522
2015-08-19,1.7361
2015-08-18,1.7287
2015-08-17,1.8157
2015-08-14,1.8429
2015-08-13,1.9205
2015-08-12,1.8637
2015-08-11,1.7243
2015-08-10,1.6956
2015-08-07,1.5901
2015-08-06,1.5843
2015-08-05,1.6063
2015-08-04,1.5834
2015-08-03,1.6160
2015-07-31,1.6231
2015-07-30,1.6697
2015-07-29,1.6915
2015-07-28,1.6910
2015-07-27,1.6797
2015-07-24,1.5756
2015-07-23,1.5368
2015-07-22,1.5395
2015-07-21,1.4076
2015-07-20,1.3563
2015-07-17,1.4082
2015-07-16,1.3624
2015-07-15,1.3858
2015-07-14,1.4353
2015-07-13,1.4665
2015-07-10,1.4790
2015-07-09,1.4767
2015-07-08,1.4725
2015-07-07,1.4955
2015-07-06,1.4318
2015-07-02,1.4574
2015-07-01,1.4838
2015-06-30,1.4787
2015-06-29,1.5132
2015-06-26,1.3329
2015-06-25,1.3916
2015-06-24,1.4300
2015-06-23,1.3970
2015-06-22,1.3366
2015-06-19,1.4052
2015-06-18,1.4707
2015-06-17,1.4162
2015-06-16,1.4217
2015-06-15,1.4115
2015-06-12,1.4443
2015-06-11,1.4577
2015-06-10,1.4498
2015-06-09,1.4301
2015-06-08,1.4968
2015-06-05,1.5712
2015-06-04,1.6363
2015-06-03,1.5640
2015-06-02,1.5763
2015-06-01,1.4750
2015-05-29,1.5067
2015-05-28,1.4959
2015-05-27,1.3660
2015-05-26,1.4289
2015-05-22,1.3623
2015-05-21,1.2953
2015-05-20,1.3262
2015-05-19,1.3736
2015-05-18,1.4494
2015-05-15,1.5375
2015-05-14,1.5487
2015-05-13,1.5478
2015-05-12,1.6128
2015-05-11,1.6287
2015-05-08,1.6883
2015-05-07,1.5790
2015-05-06,1.6262
2015-05-05,1.5819
2015-05-04,1.5570
2015-05-01,1.5986
2015-04-30,1.6586
2015-04-29,1.5489
2015-04-28,1.5839
2015-04-27,1.5790
2015-04-24,1.6508
2015-04-23,1.6790
2015-04-22,1.7420
2015-04-21,1.5839
2015-04-20,1.6154
2015-04-17,1.5384
2015-04-16,1.4977
2015-04-15,1.5512
2015-04-14,1.5581
2015-04-13,1.5895
2015-04-10,1.5703
2015-04-09,1.6316
2015-04-08,1.6656
2015-04-07,1.7677
2015-04-06,1.7930
2015-04-02,1.7575
2015-04-01,1.7976
2015-03-31,1.7368
2015-03-30,1.6959
2015-03-27,1.6105
2015-03-26,1.6612
2015-03-25,1.6284
2015-03-24,1.4821
2015-03-23,1.5281
2015-03-20,1.5233
2015-03-19,1.5973
2015-03-18,1.6086
2015-03-17,1.5225
2015-03-16,1.5367
2015-03-13,1.5391
2015-03-12,1.5148
2015-03-11,1.5642
2015-03-10,1.6131
2015-03-09,1.5980
2015-03-06,1.6138
2015-03-05,1.6178
2015-03-04,1.6787
2015-03-03,1.7385
2015-03-02,1.7292
2015-02-27,1.7084
2015-02-26,1.7818
2015-02-25,1.8035
2015-02-24,1.7989
2015-02-23,1.8814
2015-02-20,1.6959
2015-02-19,1.5731
2015-02-18,1.5396
2015-02-17,1.5582
2015-02-13,1.6267
2015-02-12,1.6624
2015-02-11,1.7823
2015-02-10,1.8935
2015-02-09,2.0196
2015-02-06,2.0477
2015-02-05,2.1770
2015-02-04,2.2597
2015-02-03,2.3232
2015-02-02,2.4622
2015-01-30,2.4819
2015-01-29,2.4563
2015-01-28,2.2025
2015-01-27,1.7906
2015-01-26,1.6900
2015-01-23,1.7282
2015-01-22,1.8091
2015-01-21,1.7403
2015-01-20,1.7564
2015-01-16,1.7415
2015-01-15,1.7815
2015-01-14,1.7942
2015-01-13,1.7834
2015-01-12,1.6685
2015-01-09,1.6494
2015-01-08,1.7169
2015-01-07,1.7290
2015-01-06,1.7384
2015-01-05,1.6126
2015-01-02,1.6648
2014-12-31,1.6143
2014-12-30,1.5628
2014-12-29,1.6658
2014-12-26,1.7285
2014-12-24,1.7823
2014-12-23,1.8022
2014-12-22,1.8202
2014-12-19,1.8510
2014-12-18,1.8960
2014-12-17,1.8877
2014-12-16,1.9359
2014-12-15,1.8743
2014-12-12,1.8954
2014-12-11,1.8103
2014-12-10,1.7548
2014-12-09,1.4356
2014-12-08,1.3708
2014-12-05,1.3043
2014-12-04,1.3490
2014-12-03,1.3566
2014-12-02,1.3484
2014-12-01,1.3955
2014-11-28,1.3455
2014-11-26,1.3469
2014-11-25,1.4212
2014-11-24,1.4998
2014-11-21,1.5254
2014-11-20,1.5687
2014-11-19,1.6015
2014-11-18,1.5806
2014-11-17,1.5022
2014-11-14,1.5238
2014-11-13,1.5307
2014-11-12,1.4524
2014-11-11,1.4684
2014-11-10,1.5269
2014-11-07,1.5929
2014-11-06,1.6993
2014-11-05,1.7657
2014-11-04,1.7659
2014-11-03,1.8314
2014-10-31,1.9317
2014-10-30,1.9794
2014-10-29,2.0219
2014-10-28,2.0638
2014-10-27,2.1546
2014-10-24,2.3026
2014-10-23,2.4190
2014-10-22,2.5341
2014-10-21,2.1080
2014-10-20,2.1332
2014-10-17,2.2358
2014-10-16,2.2144
2014-10-15,2.1935
2014-10-14,1.8529
2014-10-13,1.8209
2014-10-10,1.7373
2014-10-09,1.7422
2014-10-08,1.6640
2014-10-07,1.6089
2014-10-06,1.4847
2014-10-03,1.4892
2014-10-02,1.4423
2014-10-01,1.4435
2014-09-30,1.3020
2014-09-29,1.2516
2014-09-26,1.1730
2014-09-25,1.1410
2014-09-24,1.1179
2014-09-23,1.1169
2014-09-22,1.0926
2014-09-19,1.0859
2014-09-18,1.1170
2014-09-17,1.1500
2014-09-16,1.1792
2014-09-15,1.1465
2014-09-12,1.1572
2014-09-11,1.1891
2014-09-10,1.2269
2014-09-09,1.2775
2014-09-08,1.3300
2014-09-05,1.1995
2014-09-04,1.1962
2014-09-03,1.1926
2014-09-02,1.2379
2014-08-29,1.1657
2014-08-28,1.1784
2014-08-27,1.1700
2014-08-26,1.2061
2014-08-25,1.2719
2014-08-22,1.3331
2014-08-21,1.4075
2014-08-20,1.4750
2014-08-19,1.4736
2014-08-18,1.5732
2014-08-15,1.5861
2014-08-14,1.5385
2014-08-13,1.4924
2014-08-12,1.5167
2014-08-11,1.5951
2014-08-08,1.6707
2014-08-07,1.7416
2014-08-06,1.7831
2014-08-05,1.7004
2014-08-04,1.6957
2014-08-01,1.7460
2014-07-31,1.7475
2014-07-30,1.7421
2014-07-29,1.7498
2014-07-28,1.8038
2014-07-25,1.7855
2014-07-24,1.7754
2014-07-23,1.6991
2014-07-22,1.5252
2014-07-21,1.5656
2014-07-18,1.6049
2014-07-17,1.6369
2014-07-16,1.5884
2014-07-15,1.5338
2014-07-14,1.5297
2014-07-11,1.5027
2014-07-10,1.5220
2014-07-09,1.4708
2014-07-08,1.4230
2014-07-07,1.2801
2014-07-03,1.2791
2014-07-02,1.3441
2014-07-01,1.3867
2014-06-30,1.4559
2014-06-27,1.3989
2014-06-26,1.4549
2014-06-25,1.4468
2014-06-24,1.3346
2014-06-23,1.2735
2014-06-20,1.2435
2014-06-19,1.2076
2014-06-18,1.2505
2014-06-17,1.2522
2014-06-16,1.2789
2014-06-13,1.2993
2014-06-12,1.3271
2014-06-11,1.2440
2014-06-10,1.0728
2014-06-09,1.0514
2014-06-06,1.0942
2014-06-05,1.1124
2014-06-04,1.0815
2014-06-03,1.0913
2014-06-02,1.1380
2014-05-30,1.1670
2014-05-29,1.1826
2014-05-28,1.2500
2014-05-27,1.3093
2014-05-23,1.3231
2014-05-22,1.4142
2014-05-21,1.4529
2014-05-20,1.4729
2014-05-19,1.4006
2014-05-16,1.4166
2014-05-15,1.4269
