Dates,ADX Values
2018-11-29,10.9982
2018-11-28,11.0344
2018-11-27,11.0639
2018-11-26,11.0815
2018-11-23,11.0993
2018-11-21,11.1159
2018-11-20,11.1351
2018-11-19,11.1506
2018-11-16,11.1805
2018-11-15,11.2206
2018-11-14,11.2649
2018-11-13,11.3150
2018-11-12,11.3649
2018-11-09,11.4182
2018-11-08,11.4637
2018-11-07,11.5094
2018-11-06,11.5574
2018-11-05,11.6089
2018-11-02,11.6647
2018-11-01,11.7206
2018-10-31,11.7768
2018-10-30,11.8324
2018-10-29,11.8784
2018-10-26,11.9246
2018-10-25,11.9777
2018-10-24,12.0303
2018-10-23,12.0833
2018-10-22,12.1426
2018-10-19,12.1970
2018-10-18,12.2503
2018-10-17,12.3016
2018-10-16,12.3482
2018-10-15,12.3950
2018-10-12,12.4469
2018-10-11,12.4991
2018-10-10,12.5491
2018-10-09,12.5891
2018-10-08,12.6166
2018-10-05,12.6444
2018-10-04,12.6671
2018-10-03,12.6879
2018-10-02,12.7074
2018-10-01,12.7315
2018-09-28,12.7600
2018-09-27,12.7959
2018-09-26,12.8362
2018-09-25,12.8772
2018-09-24,12.9160
2018-09-21,12.9546
2018-09-20,12.9933
2018-09-19,13.0330
2018-09-18,13.0733
2018-09-17,13.1181
2018-09-14,13.1670
2018-09-13,13.2146
2018-09-12,13.2641
2018-09-11,13.3182
2018-09-10,13.3798
2018-09-07,13.4378
2018-09-06,13.4936
2018-09-05,13.5479
2018-09-04,13.6076
2018-08-31,13.6683
2018-08-30,13.7274
2018-08-29,13.7831
2018-08-28,13.8359
2018-08-27,13.8878
2018-08-24,13.9405
2018-08-23,13.9971
2018-08-22,14.0543
2018-08-21,14.1078
2018-08-20,14.1629
2018-08-17,14.2197
2018-08-16,14.2803
2018-08-15,14.3419
2018-08-14,14.4128
2018-08-13,14.4756
2018-08-10,14.5387
2018-08-09,14.6031
2018-08-08,14.6618
2018-08-07,14.7196
2018-08-06,14.7776
2018-08-03,14.8399
2018-08-02,14.9003
2018-08-01,14.9607
2018-07-31,15.0174
2018-07-30,15.0711
2018-07-27,15.1251
2018-07-26,15.1711
2018-07-25,15.2209
2018-07-24,15.2743
2018-07-23,15.3194
2018-07-20,15.3684
2018-07-19,15.4172
2018-07-18,15.4640
2018-07-17,15.5111
2018-07-16,15.5608
2018-07-13,15.6130
2018-07-12,15.6697
2018-07-11,15.7307
2018-07-10,15.7939
2018-07-09,15.8541
2018-07-06,15.9188
2018-07-05,15.9900
2018-07-03,16.0615
2018-07-02,16.1308
2018-06-29,16.2033
2018-06-28,16.2707
2018-06-27,16.3405
2018-06-26,16.4084
2018-06-25,16.4829
2018-06-22,16.5582
2018-06-21,16.6256
2018-06-20,16.6933
2018-06-19,16.7573
2018-06-18,16.8216
2018-06-15,16.8729
2018-06-14,16.9234
2018-06-13,16.9689
2018-06-12,17.0101
2018-06-11,17.0467
2018-06-08,17.0827
2018-06-07,17.1204
2018-06-06,17.1578
2018-06-05,17.1977
2018-06-04,17.2449
2018-06-01,17.2922
2018-05-31,17.3444
2018-05-30,17.3979
2018-05-29,17.4493
2018-05-25,17.5009
2018-05-24,17.5464
2018-05-23,17.5920
2018-05-22,17.6389
2018-05-21,17.6830
2018-05-18,17.7234
2018-05-17,17.7751
2018-05-16,17.8334
2018-05-15,17.8932
2018-05-14,17.9533
2018-05-11,18.0100
2018-05-10,18.0691
2018-05-09,18.1270
2018-05-08,18.1883
2018-05-07,18.2543
2018-05-04,18.3207
2018-05-03,18.3938
2018-05-02,18.4702
2018-05-01,18.5423
2018-04-30,18.6145
2018-04-27,18.6778
2018-04-26,18.7369
2018-04-25,18.7958
2018-04-24,18.8556
2018-04-23,18.9157
2018-04-20,18.9629
2018-04-19,19.0102
2018-04-18,19.0553
2018-04-17,19.1005
2018-04-16,19.1483
2018-04-13,19.2021
2018-04-12,19.2561
2018-04-11,19.3064
2018-04-10,19.3576
2018-04-09,19.4056
2018-04-06,19.4555
2018-04-05,19.5058
2018-04-04,19.5479
2018-04-03,19.5999
2018-04-02,19.6399
2018-03-29,19.6811
2018-03-28,19.7171
2018-03-27,19.7598
2018-03-26,19.7937
2018-03-23,19.8224
2018-03-22,19.8519
2018-03-21,19.8808
2018-03-20,19.8904
2018-03-19,19.9020
2018-03-16,19.9192
2018-03-15,19.9387
2018-03-14,19.9583
2018-03-13,19.9780
2018-03-12,19.9786
2018-03-09,19.9718
2018-03-08,19.9557
2018-03-07,19.9414
2018-03-06,19.9307
2018-03-05,19.9109
2018-03-02,19.8915
2018-03-01,19.8794
2018-02-28,19.8516
2018-02-27,19.8002
2018-02-26,19.7499
2018-02-23,19.7043
2018-02-22,19.6629
2018-02-21,19.6220
2018-02-20,19.5808
2018-02-16,19.5421
2018-02-15,19.5000
2018-02-14,19.4601
2018-02-13,19.4282
2018-02-12,19.3961
2018-02-09,19.3640
2018-02-08,19.3408
2018-02-07,19.3017
2018-02-06,19.2482
2018-02-05,19.2053
2018-02-02,19.1622
2018-02-01,19.0626
2018-01-31,18.9560
2018-01-30,18.8493
2018-01-29,18.7607
2018-01-26,18.6594
2018-01-25,18.5552
2018-01-24,18.4527
2018-01-23,18.3539
2018-01-22,18.2532
2018-01-19,18.1521
2018-01-18,18.0426
2018-01-17,17.9253
2018-01-16,17.8075
2018-01-12,17.6931
2018-01-11,17.5882
2018-01-10,17.4912
2018-01-09,17.4002
2018-01-08,17.3111
2018-01-05,17.2314
2018-01-04,17.1535
2018-01-03,17.0874
2018-01-02,17.0209
2017-12-29,16.9560
2017-12-28,16.8907
2017-12-27,16.8255
2017-12-26,16.7601
2017-12-22,16.6945
2017-12-21,16.6296
2017-12-20,16.5619
2017-12-19,16.4873
2017-12-18,16.4144
2017-12-15,16.3416
2017-12-14,16.2684
2017-12-13,16.1955
2017-12-12,16.1234
2017-12-11,16.0545
2017-12-08,15.9928
2017-12-07,15.9227
2017-12-06,15.8553
2017-12-05,15.7946
2017-12-04,15.7317
2017-12-01,15.6659
2017-11-30,15.6036
2017-11-29,15.5432
2017-11-28,15.4921
2017-11-27,15.4429
2017-11-24,15.3950
2017-11-22,15.3473
2017-11-21,15.2994
2017-11-20,15.2518
2017-11-17,15.2058
2017-11-16,15.1622
2017-11-15,15.1154
2017-11-14,15.0688
2017-11-13,15.0251
2017-11-10,14.9805
2017-11-09,14.9369
2017-11-08,14.8931
2017-11-07,14.8396
2017-11-06,14.7863
2017-11-03,14.7346
2017-11-02,14.6853
2017-11-01,14.6366
2017-10-31,14.5927
2017-10-30,14.5459
2017-10-27,14.4989
2017-10-26,14.4529
2017-10-25,14.4033
2017-10-24,14.3535
2017-10-23,14.2839
2017-10-20,14.2156
2017-10-19,14.1484
2017-10-18,14.0884
2017-10-17,14.0267
2017-10-16,13.9669
2017-10-13,13.8989
2017-10-12,13.8281
2017-10-11,13.7580
2017-10-10,13.6893
2017-10-09,13.6211
2017-10-06,13.5552
2017-10-05,13.4892
2017-10-04,13.4228
2017-10-03,13.3586
2017-10-02,13.2926
2017-09-29,13.2293
2017-09-28,13.1667
2017-09-27,13.1037
2017-09-26,13.0341
2017-09-25,12.9671
2017-09-22,12.8999
2017-09-21,12.8216
2017-09-20,12.7459
2017-09-19,12.6702
2017-09-18,12.5962
2017-09-15,12.5236
2017-09-14,12.4559
2017-09-13,12.3937
2017-09-12,12.3343
2017-09-11,12.2702
2017-09-08,12.2050
2017-09-07,12.1428
2017-09-06,12.0844
2017-09-05,12.0256
2017-09-01,11.9621
2017-08-31,11.8914
2017-08-30,11.8223
2017-08-29,11.7515
2017-08-28,11.6807
2017-08-25,11.6146
2017-08-24,11.5458
2017-08-23,11.4744
2017-08-22,11.4011
2017-08-21,11.3276
2017-08-18,11.2577
2017-08-17,11.1870
2017-08-16,11.1143
2017-08-15,11.0362
2017-08-14,10.9585
2017-08-11,10.8834
2017-08-10,10.8109
2017-08-09,10.7357
2017-08-08,10.6549
2017-08-07,10.5655
2017-08-04,10.4757
2017-08-03,10.3878
2017-08-02,10.2995
2017-08-01,10.2064
2017-07-31,10.1098
2017-07-28,10.0062
2017-07-27,9.9080
2017-07-26,9.8093
2017-07-25,9.7220
2017-07-24,9.6650
2017-07-21,9.6100
2017-07-20,9.5554
2017-07-19,9.5022
2017-07-18,9.4492
2017-07-17,9.3988
2017-07-14,9.3457
2017-07-13,9.2939
2017-07-12,9.2448
2017-07-11,9.1930
2017-07-10,9.1442
2017-07-07,9.0988
2017-07-06,9.0554
2017-07-05,9.0131
2017-07-03,8.9712
2017-06-30,8.9338
2017-06-29,8.8963
2017-06-28,8.8585
2017-06-27,8.8136
2017-06-26,8.7685
2017-06-23,8.7206
2017-06-22,8.6759
2017-06-21,8.6344
2017-06-20,8.5939
2017-06-19,8.5514
2017-06-16,8.5117
2017-06-15,8.4745
2017-06-14,8.4414
2017-06-13,8.4121
2017-06-12,8.3859
2017-06-09,8.3615
2017-06-08,8.3341
2017-06-07,8.3066
2017-06-06,8.2835
2017-06-05,8.2597
2017-06-02,8.2306
2017-06-01,8.2013
2017-05-31,8.1789
2017-05-30,8.1511
2017-05-26,8.1247
2017-05-25,8.0980
2017-05-24,8.0714
2017-05-23,8.0485
2017-05-22,8.0272
2017-05-19,8.0059
2017-05-18,7.9917
2017-05-17,7.9832
2017-05-16,7.9669
2017-05-15,7.9423
2017-05-12,7.9169
2017-05-11,7.8906
2017-05-10,7.8641
2017-05-09,7.8375
2017-05-08,7.7945
2017-05-05,7.7529
2017-05-04,7.7134
2017-05-03,7.6753
2017-05-02,7.6380
2017-05-01,7.5997
2017-04-28,7.5613
2017-04-27,7.5196
2017-04-26,7.4798
2017-04-25,7.4412
2017-04-24,7.3964
2017-04-21,7.3538
2017-04-20,7.3139
2017-04-19,7.2758
2017-04-18,7.2376
2017-04-17,7.1991
2017-04-13,7.1621
2017-04-12,7.1290
2017-04-11,7.0948
2017-04-10,7.0579
2017-04-07,7.0196
2017-04-06,6.9826
2017-04-05,6.9471
2017-04-04,6.9114
2017-04-03,6.8781
2017-03-31,6.8466
2017-03-30,6.8118
2017-03-29,6.7757
2017-03-28,6.7405
2017-03-27,6.7055
2017-03-24,6.6728
2017-03-23,6.6373
2017-03-22,6.5973
2017-03-21,6.5585
2017-03-20,6.5195
2017-03-17,6.4713
2017-03-16,6.4230
2017-03-15,6.3751
2017-03-14,6.3282
2017-03-13,6.2812
2017-03-10,6.2348
2017-03-09,6.1861
2017-03-08,6.1331
2017-03-07,6.0752
2017-03-06,6.0170
2017-03-03,5.9594
2017-03-02,5.8990
2017-03-01,5.8345
2017-02-28,5.7713
2017-02-27,5.7127
2017-02-24,5.6574
2017-02-23,5.6037
2017-02-22,5.5529
2017-02-21,5.5040
2017-02-17,5.4550
2017-02-16,5.4109
2017-02-15,5.3710
2017-02-14,5.3326
2017-02-13,5.2961
2017-02-10,5.2593
2017-02-09,5.2273
2017-02-08,5.1977
2017-02-07,5.1680
2017-02-06,5.1381
2017-02-03,5.1143
2017-02-02,5.0913
2017-02-01,5.0683
2017-01-31,5.0398
2017-01-30,5.0126
2017-01-27,4.9838
2017-01-26,4.9474
2017-01-25,4.9102
2017-01-24,4.8754
2017-01-23,4.8551
2017-01-20,4.8375
2017-01-19,4.8176
2017-01-18,4.7985
2017-01-17,4.7809
2017-01-13,4.7620
2017-01-12,4.7406
2017-01-11,4.7198
2017-01-10,4.6951
2017-01-09,4.6697
2017-01-06,4.6454
2017-01-05,4.6211
2017-01-04,4.5966
2017-01-03,4.5729
2016-12-30,4.5531
2016-12-29,4.5338
2016-12-28,4.5140
2016-12-27,4.4922
2016-12-23,4.4682
2016-12-22,4.4445
2016-12-21,4.4207
2016-12-20,4.3976
2016-12-19,4.3756
2016-12-16,4.3550
2016-12-15,4.3363
2016-12-14,4.3190
2016-12-13,4.2991
2016-12-12,4.2776
2016-12-09,4.2598
2016-12-08,4.2441
2016-12-07,4.2300
2016-12-06,4.2190
2016-12-05,4.2111
2016-12-02,4.1993
2016-12-01,4.1898
2016-11-30,4.1802
2016-11-29,4.1702
2016-11-28,4.1621
2016-11-25,4.1578
2016-11-23,4.1519
2016-11-22,4.1460
2016-11-21,4.1421
2016-11-18,4.1406
2016-11-17,4.1428
2016-11-16,4.1439
2016-11-15,4.1426
2016-11-14,4.1390
2016-11-11,4.1333
2016-11-10,4.1304
2016-11-09,4.1274
2016-11-08,4.1313
2016-11-07,4.1401
2016-11-04,4.1516
2016-11-03,4.1677
2016-11-02,4.1827
2016-11-01,4.1953
2016-10-31,4.2054
2016-10-28,4.2166
2016-10-27,4.2279
2016-10-26,4.2392
2016-10-25,4.2506
2016-10-24,4.2683
2016-10-21,4.2849
2016-10-20,4.2961
2016-10-19,4.3098
2016-10-18,4.3236
2016-10-17,4.3350
2016-10-14,4.3457
2016-10-13,4.3567
2016-10-12,4.3651
2016-10-11,4.3767
2016-10-10,4.3888
2016-10-07,4.4037
2016-10-06,4.4140
2016-10-05,4.4267
2016-10-04,4.4392
2016-10-03,4.4484
2016-09-30,4.4566
2016-09-29,4.4658
2016-09-28,4.4751
2016-09-27,4.4835
2016-09-26,4.4908
2016-09-23,4.4991
2016-09-22,4.5087
2016-09-21,4.5185
2016-09-20,4.5247
2016-09-19,4.5266
2016-09-16,4.5281
2016-09-15,4.5284
2016-09-14,4.5297
2016-09-13,4.5319
2016-09-12,4.5358
2016-09-09,4.5397
2016-09-08,4.5477
2016-09-07,4.5615
2016-09-06,4.5763
2016-09-02,4.5910
2016-09-01,4.6037
2016-08-31,4.6127
2016-08-30,4.6232
2016-08-29,4.6366
2016-08-26,4.6533
2016-08-25,4.6700
2016-08-24,4.6853
2016-08-23,4.7019
2016-08-22,4.7196
2016-08-19,4.7361
2016-08-18,4.7514
2016-08-17,4.7680
2016-08-16,4.7829
2016-08-15,4.7978
2016-08-12,4.8124
2016-08-11,4.8248
2016-08-10,4.8367
2016-08-09,4.8487
2016-08-08,4.8576
2016-08-05,4.8665
2016-08-04,4.8744
2016-08-03,4.8824
2016-08-02,4.8916
2016-08-01,4.9009
2016-07-29,4.9126
2016-07-28,4.9235
2016-07-27,4.9349
2016-07-26,4.9520
2016-07-25,4.9608
2016-07-22,4.9665
2016-07-21,4.9722
2016-07-20,4.9823
2016-07-19,4.9943
2016-07-18,5.0063
2016-07-15,5.0150
2016-07-14,5.0216
2016-07-13,5.0267
2016-07-12,5.0308
2016-07-11,5.0366
2016-07-08,5.0432
2016-07-07,5.0446
2016-07-06,5.0416
2016-07-05,5.0370
2016-07-01,5.0370
2016-06-30,5.0413
2016-06-29,5.0448
2016-06-28,5.0434
2016-06-27,5.0370
2016-06-24,5.0306
2016-06-23,5.0308
2016-06-22,5.0428
2016-06-21,5.0521
2016-06-20,5.0615
2016-06-17,5.0710
2016-06-16,5.0728
2016-06-15,5.0745
2016-06-14,5.0817
2016-06-13,5.0866
2016-06-10,5.0941
2016-06-09,5.1025
2016-06-08,5.1138
2016-06-07,5.1246
2016-06-06,5.1352
2016-06-03,5.1433
2016-06-02,5.1426
2016-06-01,5.1408
2016-05-31,5.1379
2016-05-27,5.1373
2016-05-26,5.1417
2016-05-25,5.1461
2016-05-24,5.1503
2016-05-23,5.1526
2016-05-20,5.1541
2016-05-19,5.1580
2016-05-18,5.1620
2016-05-17,5.1717
2016-05-16,5.1845
2016-05-13,5.1972
2016-05-12,5.2105
2016-05-11,5.2268
2016-05-10,5.2431
2016-05-09,5.2579
2016-05-06,5.2701
2016-05-05,5.2820
2016-05-04,5.2921
2016-05-03,5.3016
2016-05-02,5.3128
2016-04-29,5.3272
2016-04-28,5.3417
2016-04-27,5.3592
2016-04-26,5.3767
2016-04-25,5.3859
2016-04-22,5.3908
2016-04-21,5.3977
2016-04-20,5.4048
2016-04-19,5.4094
2016-04-18,5.4205
2016-04-15,5.4287
2016-04-14,5.4357
2016-04-13,5.4428
2016-04-12,5.4490
2016-04-11,5.4532
2016-04-08,5.4591
2016-04-07,5.4650
2016-04-06,5.4689
2016-04-05,5.4712
2016-04-04,5.4735
2016-04-01,5.4746
2016-03-31,5.4741
2016-03-30,5.4739
2016-03-29,5.4782
2016-03-28,5.4793
2016-03-24,5.4843
2016-03-23,5.4887
2016-03-22,5.4977
2016-03-21,5.5102
2016-03-18,5.5228
2016-03-17,5.5316
2016-03-16,5.5347
2016-03-15,5.5313
2016-03-14,5.5245
2016-03-11,5.5177
2016-03-10,5.5079
2016-03-09,5.4948
2016-03-08,5.4827
2016-03-07,5.4699
2016-03-04,5.4571
2016-03-03,5.4421
2016-03-02,5.4222
2016-03-01,5.4027
2016-02-29,5.3830
2016-02-26,5.3602
2016-02-25,5.3374
2016-02-24,5.3108
2016-02-23,5.2809
2016-02-22,5.2563
2016-02-19,5.2316
2016-02-18,5.2037
2016-02-17,5.1792
2016-02-16,5.1518
2016-02-12,5.1163
2016-02-11,5.0746
2016-02-10,5.0328
2016-02-09,5.0137
2016-02-08,4.9934
2016-02-05,4.9730
2016-02-04,4.9588
2016-02-03,4.9447
2016-02-02,4.9250
2016-02-01,4.9015
2016-01-29,4.8799
2016-01-28,4.8540
2016-01-27,4.8235
2016-01-26,4.7928
2016-01-25,4.7782
2016-01-22,4.7575
2016-01-21,4.7367
2016-01-20,4.7158
2016-01-19,4.6926
2016-01-15,4.6786
2016-01-14,4.6644
2016-01-13,4.6524
2016-01-12,4.6438
2016-01-11,4.6387
2016-01-08,4.6311
2016-01-07,4.6251
2016-01-06,4.6240
2016-01-05,4.6319
2016-01-04,4.6446
2015-12-31,4.6574
2015-12-30,4.6803
2015-12-29,4.7013
2015-12-28,4.7234
2015-12-24,4.7429
2015-12-23,4.7610
2015-12-22,4.7792
2015-12-21,4.7949
2015-12-18,4.8089
2015-12-17,4.8231
2015-12-16,4.8442
2015-12-15,4.8678
2015-12-14,4.8899
2015-12-11,4.9068
2015-12-10,4.9283
2015-12-09,4.9509
2015-12-08,4.9699
2015-12-07,4.9938
2015-12-04,5.0144
2015-12-03,5.0366
2015-12-02,5.0613
2015-12-01,5.0817
2015-11-30,5.1020
2015-11-27,5.1268
2015-11-25,5.1490
2015-11-24,5.1699
2015-11-23,5.1908
2015-11-20,5.2109
2015-11-19,5.2281
2015-11-18,5.2476
2015-11-17,5.2695
2015-11-16,5.2951
2015-11-13,5.3182
2015-11-12,5.3403
2015-11-11,5.3624
2015-11-10,5.3881
2015-11-09,5.4139
2015-11-06,5.4374
2015-11-05,5.4594
2015-11-04,5.4804
2015-11-03,5.5002
2015-11-02,5.5225
2015-10-30,5.5440
2015-10-29,5.5657
2015-10-28,5.5908
2015-10-27,5.6162
2015-10-26,5.6399
2015-10-23,5.6672
2015-10-22,5.6946
2015-10-21,5.7230
2015-10-20,5.7415
2015-10-19,5.7555
2015-10-16,5.7668
2015-10-15,5.7785
2015-10-14,5.7880
2015-10-13,5.7975
2015-10-12,5.8186
2015-10-09,5.8398
2015-10-08,5.8594
2015-10-07,5.8772
2015-10-06,5.8918
2015-10-05,5.9018
2015-10-02,5.9089
2015-10-01,5.9128
2015-09-30,5.9150
2015-09-29,5.9184
2015-09-28,5.9169
2015-09-25,5.9166
2015-09-24,5.9186
2015-09-23,5.9185
2015-09-22,5.9271
2015-09-21,5.9374
2015-09-18,5.9527
2015-09-17,5.9680
2015-09-16,5.9885
2015-09-15,6.0038
2015-09-14,6.0183
2015-09-11,6.0289
2015-09-10,6.0389
2015-09-09,6.0484
2015-09-08,6.0579
2015-09-04,6.0627
2015-09-03,6.0598
2015-09-02,6.0604
2015-09-01,6.0573
2015-08-31,6.0505
2015-08-28,6.0503
2015-08-27,6.0511
2015-08-26,6.0489
2015-08-25,6.0408
2015-08-24,6.0330
2015-08-21,6.0252
2015-08-20,6.0511
2015-08-19,6.0735
2015-08-18,6.0832
2015-08-17,6.0893
2015-08-14,6.0962
2015-08-13,6.1011
2015-08-12,6.1060
2015-08-11,6.1164
2015-08-10,6.1185
2015-08-07,6.1193
2015-08-06,6.1267
2015-08-05,6.1298
2015-08-04,6.1321
2015-08-03,6.1380
2015-07-31,6.1442
2015-07-30,6.1488
2015-07-29,6.1556
2015-07-28,6.1620
2015-07-27,6.1739
2015-07-24,6.1827
2015-07-23,6.1837
2015-07-22,6.1801
2015-07-21,6.1765
2015-07-20,6.1786
2015-07-17,6.1765
2015-07-16,6.1740
2015-07-15,6.1671
2015-07-14,6.1625
2015-07-13,6.1579
2015-07-10,6.1566
2015-07-09,6.1589
2015-07-08,6.1634
2015-07-07,6.1703
2015-07-06,6.1772
2015-07-02,6.1904
2015-07-01,6.2014
2015-06-30,6.2134
2015-06-29,6.2279
2015-06-26,6.2421
2015-06-25,6.2482
2015-06-24,6.2531
2015-06-23,6.2577
2015-06-22,6.2591
2015-06-19,6.2572
2015-06-18,6.2555
2015-06-17,6.2538
2015-06-16,6.2577
2015-06-15,6.2626
2015-06-12,6.2698
2015-06-11,6.2770
2015-06-10,6.2826
2015-06-09,6.2913
2015-06-08,6.3037
2015-06-05,6.3155
2015-06-04,6.3273
2015-06-03,6.3369
2015-06-02,6.3418
2015-06-01,6.3481
2015-05-29,6.3599
2015-05-28,6.3715
2015-05-27,6.3802
2015-05-26,6.3923
2015-05-22,6.4045
2015-05-21,6.4103
2015-05-20,6.4129
2015-05-19,6.4163
2015-05-18,6.4181
2015-05-15,6.4211
2015-05-14,6.4241
2015-05-13,6.4262
2015-05-12,6.4322
2015-05-11,6.4392
2015-05-08,6.4435
2015-05-07,6.4497
2015-05-06,6.4643
2015-05-05,6.4790
2015-05-04,6.4916
2015-05-01,6.5019
2015-04-30,6.5108
2015-04-29,6.5196
2015-04-28,6.5209
2015-04-27,6.5218
2015-04-24,6.5185
2015-04-23,6.5145
2015-04-22,6.5061
2015-04-21,6.4978
2015-04-20,6.4813
2015-04-17,6.4660
2015-04-16,6.4551
2015-04-15,6.4400
2015-04-14,6.4218
2015-04-13,6.4053
2015-04-10,6.3852
2015-04-09,6.3661
2015-04-08,6.3496
2015-04-07,6.3316
2015-04-06,6.3135
2015-04-02,6.2997
2015-04-01,6.2878
2015-03-31,6.2769
2015-03-30,6.2579
2015-03-27,6.2387
2015-03-26,6.2277
2015-03-25,6.2177
2015-03-24,6.2020
2015-03-23,6.1777
2015-03-20,6.1494
2015-03-19,6.1164
2015-03-18,6.0837
2015-03-17,6.0507
2015-03-16,6.0197
2015-03-13,5.9902
2015-03-12,5.9643
2015-03-11,5.9344
2015-03-10,5.9048
2015-03-09,5.8716
2015-03-06,5.8364
2015-03-05,5.8022
2015-03-04,5.7637
2015-03-03,5.7267
2015-03-02,5.6890
2015-02-27,5.6568
2015-02-26,5.6293
2015-02-25,5.6007
2015-02-24,5.5684
2015-02-23,5.5330
2015-02-20,5.4971
2015-02-19,5.4597
2015-02-18,5.4320
2015-02-17,5.4098
2015-02-13,5.3911
2015-02-12,5.3727
2015-02-11,5.3570
2015-02-10,5.3416
2015-02-09,5.3275
2015-02-06,5.3145
2015-02-05,5.2960
2015-02-04,5.2775
2015-02-03,5.2599
2015-02-02,5.2431
2015-01-30,5.2293
2015-01-29,5.2120
2015-01-28,5.1946
2015-01-27,5.1915
2015-01-26,5.2097
2015-01-23,5.2208
2015-01-22,5.2290
2015-01-21,5.2373
2015-01-20,5.2540
2015-01-16,5.2730
2015-01-15,5.2947
2015-01-14,5.3149
2015-01-13,5.3365
2015-01-12,5.3551
2015-01-09,5.3780
2015-01-08,5.3985
2015-01-07,5.4197
2015-01-06,5.4463
2015-01-05,5.4734
2015-01-02,5.4948
2014-12-31,5.5150
2014-12-30,5.5332
2014-12-29,5.5472
2014-12-26,5.5612
2014-12-24,5.5773
2014-12-23,5.5934
2014-12-22,5.6140
2014-12-19,5.6400
2014-12-18,5.6676
2014-12-17,5.6951
2014-12-16,5.7176
2014-12-15,5.7415
2014-12-12,5.7584
2014-12-11,5.7737
2014-12-10,5.7954
2014-12-09,5.8212
2014-12-08,5.8452
2014-12-05,5.8635
2014-12-04,5.8773
2014-12-03,5.8914
2014-12-02,5.9041
2014-12-01,5.9160
2014-11-28,5.9267
2014-11-26,5.9323
2014-11-25,5.9392
2014-11-24,5.9452
2014-11-21,5.9533
2014-11-20,5.9651
2014-11-19,5.9794
2014-11-18,5.9937
2014-11-17,6.0118
2014-11-14,6.0357
2014-11-13,6.0589
2014-11-12,6.0844
2014-11-11,6.1125
2014-11-10,6.1394
2014-11-07,6.1645
2014-11-06,6.1907
2014-11-05,6.2167
2014-11-04,6.2450
2014-11-03,6.2743
2014-10-31,6.3025
2014-10-30,6.3300
2014-10-29,6.3528
2014-10-28,6.3771
2014-10-27,6.3998
2014-10-24,6.4183
2014-10-23,6.4369
2014-10-22,6.4556
2014-10-21,6.4751
2014-10-20,6.5040
2014-10-17,6.5262
2014-10-16,6.5462
2014-10-15,6.5592
2014-10-14,6.5718
2014-10-13,6.5960
2014-10-10,6.6199
2014-10-09,6.6471
2014-10-08,6.6768
2014-10-07,6.7065
2014-10-06,6.7395
2014-10-03,6.7684
2014-10-02,6.7982
2014-10-01,6.8318
2014-09-30,6.8643
2014-09-29,6.8886
2014-09-26,6.9131
2014-09-25,6.9391
2014-09-24,6.9666
2014-09-23,6.9936
2014-09-22,7.0214
2014-09-19,7.0455
2014-09-18,7.0684
2014-09-17,7.0935
2014-09-16,7.1201
2014-09-15,7.1487
2014-09-12,7.1794
2014-09-11,7.2077
2014-09-10,7.2346
2014-09-09,7.2609
2014-09-08,7.2868
2014-09-05,7.3141
2014-09-04,7.3486
2014-09-03,7.3802
2014-09-02,7.4132
2014-08-29,7.4465
2014-08-28,7.4759
2014-08-27,7.5036
2014-08-26,7.5281
2014-08-25,7.5517
2014-08-22,7.5771
2014-08-21,7.6044
2014-08-20,7.6320
2014-08-19,7.6598
2014-08-18,7.6928
2014-08-15,7.7274
2014-08-14,7.7641
2014-08-13,7.8009
2014-08-12,7.8358
2014-08-11,7.8673
2014-08-08,7.9010
2014-08-07,7.9318
2014-08-06,7.9617
2014-08-05,7.9893
2014-08-04,8.0199
2014-08-01,8.0484
2014-07-31,8.0771
2014-07-30,8.1080
2014-07-29,8.1424
2014-07-28,8.1782
2014-07-25,8.2142
2014-07-24,8.2509
2014-07-23,8.2920
2014-07-22,8.3288
2014-07-21,8.3589
2014-07-18,8.3933
2014-07-17,8.4295
2014-07-16,8.4658
2014-07-15,8.4987
2014-07-14,8.5286
2014-07-11,8.5575
2014-07-10,8.5925
2014-07-09,8.6293
2014-07-08,8.6642
2014-07-07,8.6992
2014-07-03,8.7295
2014-07-02,8.7621
2014-07-01,8.7952
2014-06-30,8.8289
2014-06-27,8.8639
2014-06-26,8.8954
2014-06-25,8.9280
2014-06-24,8.9607
2014-06-23,8.9862
2014-06-20,9.0074
2014-06-19,9.0247
2014-06-18,9.0450
2014-06-17,9.0660
2014-06-16,9.0852
2014-06-13,9.1046
2014-06-12,9.1244
2014-06-11,9.1442
2014-06-10,9.1580
2014-06-09,9.1650
2014-06-06,9.1687
2014-06-05,9.1726
2014-06-04,9.1787
2014-06-03,9.1893
2014-06-02,9.1970
2014-05-30,9.2059
2014-05-29,9.2163
2014-05-28,9.2257
2014-05-27,9.2353
2014-05-23,9.2471
2014-05-22,9.2630
2014-05-21,9.2792
2014-05-20,9.2980
2014-05-19,9.3170
2014-05-16,9.3325
2014-05-15,9.3490
2014-05-14,9.3641
2014-05-13,9.3735
2014-05-12,9.3824
2014-05-09,9.3933
2014-05-08,9.4083
2014-05-07,9.4226
2014-05-06,9.4374
2014-05-05,9.4501
2014-05-02,9.4629
2014-05-01,9.4804
2014-04-30,9.4999
2014-04-29,9.5198
2014-04-28,9.5420
2014-04-25,9.5643
2014-04-24,9.5799
2014-04-23,9.5954
2014-04-22,9.6085
2014-04-21,9.6274
2014-04-17,9.6479
