Dates,TRANGE Values
2018-11-30,9.7953
2018-11-29,9.4552
2018-11-28,15.5287
2018-11-27,7.3854
2018-11-26,7.7060
2018-11-23,5.2951
2018-11-21,11.0042
2018-11-20,24.8479
2018-11-19,18.3079
2018-11-16,10.1160
2018-11-15,11.1461
2018-11-14,11.6222
2018-11-13,14.5667
2018-11-12,14.0808
2018-11-09,4.7422
2018-11-08,7.9198
2018-11-07,12.9134
2018-11-06,6.2487
2018-11-05,6.5873
2018-11-02,14.2967
2018-11-01,10.9982
2018-10-31,13.0537
2018-10-30,20.5796
2018-10-29,31.9982
2018-10-26,9.3337
2018-10-25,9.4215
2018-10-24,14.0742
2018-10-23,12.7238
2018-10-22,6.0924
2018-10-19,5.4797
2018-10-18,10.6403
2018-10-17,5.6103
2018-10-16,9.6923
2018-10-15,6.8194
2018-10-12,14.3740
2018-10-11,14.2676
2018-10-10,17.7499
2018-10-09,5.4942
2018-10-08,9.0733
2018-10-05,9.0539
2018-10-04,6.7808
2018-10-03,7.6513
2018-10-02,8.5557
2018-10-01,10.9401
2018-09-28,7.7384
2018-09-27,4.4205
2018-09-26,4.1014
2018-09-25,3.4629
2018-09-24,4.7398
2018-09-21,6.3019
2018-09-20,6.2971
2018-09-19,7.7771
2018-09-18,9.5279
2018-09-17,6.5389
2018-09-14,6.5776
2018-09-13,6.7808
2018-09-12,10.0937
2018-09-11,9.0055
2018-09-10,8.7734
2018-09-07,6.5873
2018-09-06,6.5486
2018-09-05,3.9562
2018-09-04,6.8098
2018-08-31,5.1460
2018-08-30,5.0299
2018-08-29,3.0373
2018-08-28,4.9042
2018-08-27,5.4362
2018-08-24,3.0470
2018-08-23,4.6597
2018-08-22,5.8328
2018-08-21,4.6624
2018-08-20,6.0069
2018-08-17,6.6066
2018-08-16,15.4381
2018-08-15,10.7467
2018-08-14,2.4473
2018-08-13,4.6527
2018-08-10,7.0323
2018-08-09,3.5983
2018-08-08,5.1687
2018-08-07,6.3718
2018-08-06,5.1205
2018-08-03,5.1205
2018-08-02,6.4777
2018-08-01,7.1325
2018-07-31,7.6640
2018-07-30,11.5309
2018-07-27,5.0243
2018-07-26,4.7452
2018-07-25,12.2912
2018-07-24,5.9676
2018-07-23,2.5121
2018-07-20,3.8404
2018-07-19,4.7837
2018-07-18,7.3114
2018-07-17,3.8115
2018-07-16,5.3419
2018-07-13,5.0147
2018-07-12,5.7751
2018-07-11,7.6712
2018-07-10,5.8521
2018-07-09,8.0851
2018-07-06,5.4382
2018-07-05,7.8733
2018-07-03,7.4005
2018-07-02,6.7424
2018-06-29,5.1494
2018-06-28,9.8657
2018-06-27,11.2229
2018-06-26,3.7730
2018-06-25,10.8860
2018-06-22,4.1773
2018-06-21,6.2513
2018-06-20,6.2756
2018-06-19,15.5607
2018-06-18,5.3034
2018-06-15,8.6145
2018-06-14,8.4826
2018-06-13,7.4209
2018-06-12,4.5575
2018-06-11,4.3601
2018-06-08,5.7366
2018-06-07,8.1140
2018-06-06,11.0689
2018-06-05,4.3505
2018-06-04,6.4156
2018-06-01,5.7654
2018-05-31,6.3237
2018-05-30,6.1986
2018-05-29,9.9235
2018-05-25,3.4169
2018-05-24,6.0542
2018-05-23,7.6808
2018-05-22,9.9427
2018-05-21,13.2537
2018-05-18,7.6134
2018-05-17,4.3505
2018-05-16,3.1378
2018-05-15,4.1631
2018-05-14,5.0820
2018-05-11,4.1999
2018-05-10,5.9291
2018-05-09,8.1983
2018-05-08,5.1038
2018-05-07,8.1888
2018-05-04,7.5183
2018-05-03,12.9390
2018-05-02,6.4457
2018-05-01,9.3189
2018-04-30,8.7921
2018-04-27,4.9324
2018-04-26,7.0107
2018-04-25,15.1803
2018-04-24,23.3595
2018-04-23,5.0378
2018-04-20,6.0778
2018-04-19,4.7025
2018-04-18,5.4400
2018-04-17,7.6333
2018-04-16,5.3586
2018-04-13,12.5178
2018-04-12,10.5257
2018-04-11,10.7843
2018-04-10,13.6096
2018-04-09,12.2879
2018-04-06,13.5905
2018-04-05,11.0332
2018-04-04,18.1398
2018-04-03,8.2941
2018-04-02,12.2323
2018-03-29,10.0181
2018-03-28,11.5600
2018-03-27,15.2091
2018-03-26,10.4777
2018-03-23,12.2768
2018-03-22,17.3257
2018-03-21,6.4552
2018-03-20,8.3324
2018-03-19,6.2733
2018-03-16,4.9803
2018-03-15,9.5871
2018-03-14,17.4540
2018-03-13,9.8361
2018-03-12,11.4643
2018-03-09,5.8997
2018-03-08,8.1888
2018-03-07,9.0220
2018-03-06,8.7999
2018-03-05,17.3927
2018-03-02,13.7820
2018-03-01,15.6496
2018-02-28,8.9933
2018-02-27,6.3116
2018-02-26,7.0778
2018-02-23,5.4622
2018-02-22,5.4592
2018-02-21,8.6772
2018-02-20,6.1200
2018-02-16,5.7368
2018-02-15,11.2057
2018-02-14,5.9955
2018-02-13,7.2692
2018-02-12,14.2896
2018-02-09,17.7758
2018-02-08,18.7719
2018-02-07,13.0725
2018-02-06,22.8864
2018-02-05,31.0710
2018-02-02,7.8511
2018-02-01,8.9659
2018-01-31,22.1623
2018-01-30,6.3457
2018-01-29,4.1733
2018-01-26,4.5068
2018-01-25,8.5038
2018-01-24,4.6211
2018-01-23,3.9351
2018-01-22,8.9004
2018-01-19,7.8607
2018-01-18,11.3003
2018-01-17,16.2644
2018-01-16,15.6260
2018-01-12,8.3466
2018-01-11,7.7558
2018-01-10,6.3362
2018-01-09,9.2994
2018-01-08,4.8688
2018-01-05,11.6433
2018-01-04,2.8108
2018-01-03,2.8870
2018-01-02,1.9818
2017-12-29,2.3534
2017-12-28,2.1438
2017-12-27,1.9056
2017-12-26,2.6583
2017-12-22,3.3444
2017-12-21,4.0543
2017-12-20,2.1152
2017-12-19,3.2387
2017-12-18,3.0490
2017-12-15,4.1447
2017-12-14,4.7450
2017-12-13,5.8598
2017-12-12,9.1851
2017-12-11,6.2790
2017-12-08,5.0975
2017-12-07,6.6601
2017-12-06,4.8930
2017-12-05,4.3639
2017-12-04,9.9568
2017-12-01,7.7463
2017-11-30,7.3747
2017-11-29,3.3641
2017-11-28,2.6488
2017-11-27,2.0200
2017-11-24,1.9433
2017-11-22,2.8108
2017-11-21,2.2582
2017-11-20,3.2004
2017-11-17,1.6293
2017-11-16,2.0771
2017-11-15,4.4020
2017-11-14,2.1152
2017-11-13,2.7346
2017-11-10,2.9537
2017-11-09,6.8482
2017-11-08,2.2081
2017-11-07,3.0421
2017-11-06,3.8760
2017-11-03,3.5159
2017-11-02,4.9659
2017-11-01,3.0042
2017-10-31,2.3313
2017-10-30,4.8142
2017-10-27,3.5059
2017-10-26,3.9139
2017-10-25,10.8984
2017-10-24,4.6342
2017-10-23,3.6391
2017-10-20,5.4844
2017-10-19,3.8002
2017-10-18,3.8571
2017-10-17,3.3074
2017-10-16,2.1892
2017-10-13,2.8904
2017-10-12,2.8241
2017-10-11,2.4924
2017-10-10,3.6581
2017-10-09,1.7911
2017-10-06,1.7454
2017-10-05,3.9898
2017-10-04,2.8999
2017-10-03,3.3832
2017-10-02,2.3312
2017-09-29,2.5294
2017-09-28,4.3878
2017-09-27,4.8048
2017-09-26,2.7862
2017-09-25,5.1838
2017-09-22,3.0895
2017-09-21,2.4319
2017-09-20,4.2100
2017-09-19,3.3539
2017-09-18,4.6223
2017-09-15,4.4731
2017-09-14,3.4875
2017-09-13,6.0557
2017-09-12,2.6131
2017-09-11,2.9094
2017-09-08,3.9613
2017-09-07,2.1323
2017-09-06,3.3324
2017-09-05,3.9139
2017-09-01,3.1842
2017-08-31,2.5493
2017-08-30,2.3123
2017-08-29,4.8237
2017-08-28,2.7897
2017-08-25,3.3074
2017-08-24,2.1797
2017-08-23,2.4261
2017-08-22,3.9898
2017-08-21,2.4545
2017-08-18,2.5527
2017-08-17,2.2271
2017-08-16,2.7009
2017-08-15,3.4401
2017-08-14,2.4640
2017-08-11,4.2267
2017-08-10,4.0277
2017-08-09,4.3593
2017-08-08,1.4977
2017-08-07,3.9751
2017-08-04,3.1556
2017-08-03,3.3440
2017-08-02,3.4665
2017-08-01,4.5554
2017-07-31,4.9171
2017-07-28,3.2498
2017-07-27,8.6944
2017-07-26,20.2713
2017-07-25,1.9310
2017-07-24,1.1680
2017-07-21,2.6294
2017-07-20,1.2539
2017-07-19,2.5339
2017-07-18,1.5637
2017-07-17,1.1398
2017-07-14,2.3549
2017-07-13,1.5543
2017-07-12,2.2042
2017-07-11,2.5433
2017-07-10,2.2513
2017-07-07,1.9028
2017-07-06,1.6108
2017-07-05,3.3440
2017-07-03,1.5919
2017-06-30,1.9310
2017-06-29,3.1132
2017-06-28,1.9405
2017-06-27,1.9122
2017-06-26,4.1918
2017-06-23,3.4570
2017-06-22,1.1671
2017-06-21,2.0252
2017-06-20,2.7600
2017-06-19,2.8542
2017-06-16,2.3549
2017-06-15,3.9375
2017-06-14,2.4124
2017-06-13,2.0818
2017-06-12,2.3361
2017-06-09,1.6390
2017-06-08,3.1745
2017-06-07,2.0228
2017-06-06,2.1336
2017-06-05,1.8180
2017-06-02,4.1259
2017-06-01,3.1839
2017-05-31,1.4506
2017-05-30,1.1586
2017-05-26,1.2575
2017-05-25,2.0441
2017-05-24,1.8274
2017-05-23,1.5072
2017-05-22,4.2954
2017-05-19,4.3802
2017-05-18,3.1170
2017-05-17,3.7867
2017-05-16,1.0456
2017-05-15,1.7238
2017-05-12,1.2717
2017-05-11,2.0347
2017-05-10,7.0366
2017-05-09,1.1077
2017-05-08,1.2993
2017-05-05,1.8695
2017-05-04,1.9349
2017-05-03,1.4021
2017-05-02,1.4208
2017-05-01,2.8322
2017-04-28,1.7853
2017-04-27,1.9162
2017-04-26,3.1781
2017-04-25,1.6732
2017-04-24,1.9442
2017-04-21,1.5236
2017-04-20,1.3778
2017-04-19,1.9162
2017-04-18,2.6640
2017-04-17,3.2342
2017-04-13,1.2302
2017-04-12,2.4583
2017-04-11,1.5330
2017-04-10,2.3275
2017-04-07,1.7106
2017-04-06,1.0656
2017-04-05,3.0753
2017-04-04,2.0003
2017-04-03,2.0844
2017-03-31,1.2806
2017-03-30,1.1871
2017-03-29,0.9534
2017-03-28,2.5079
2017-03-27,2.5144
2017-03-24,2.5811
2017-03-23,1.1778
2017-03-22,1.4956
2017-03-21,4.4400
2017-03-20,0.9441
2017-03-17,2.0690
2017-03-16,2.2060
2017-03-15,1.1871
2017-03-14,1.8508
2017-03-13,1.9816
2017-03-10,3.7857
2017-03-09,2.8135
2017-03-08,1.1254
2017-03-07,2.0743
2017-03-06,1.7479
2017-03-03,1.9910
2017-03-02,2.5612
2017-03-01,4.2717
2017-02-28,2.3368
2017-02-27,2.2844
2017-02-24,2.5238
2017-02-23,1.5330
2017-02-22,1.6264
2017-02-21,3.2342
2017-02-17,2.6640
2017-02-16,1.9255
2017-02-15,1.4956
2017-02-14,1.4769
2017-02-13,2.6546
2017-02-10,2.0284
2017-02-09,1.1927
2017-02-08,1.4488
2017-02-07,3.1877
2017-02-06,1.5754
2017-02-03,1.2047
2017-02-02,2.9191
2017-02-01,2.4928
2017-01-31,2.1777
2017-01-30,3.5956
2017-01-27,2.5855
2017-01-26,2.5484
2017-01-25,7.5062
2017-01-24,2.8635
2017-01-23,2.0758
2017-01-20,1.9183
2017-01-19,1.8163
2017-01-18,2.1314
2017-01-17,1.6773
2017-01-13,1.1954
2017-01-12,2.5299
2017-01-11,1.3159
2017-01-10,1.5012
2017-01-09,0.9916
2017-01-06,1.6403
2017-01-05,2.1305
2017-01-04,2.0942
2017-01-03,1.7885
2016-12-30,1.6959
2016-12-29,1.4734
2016-12-28,1.3622
2016-12-27,1.4549
2016-12-23,1.6310
2016-12-22,2.5391
2016-12-21,1.9553
2016-12-20,1.7978
2016-12-19,2.4094
2016-12-16,2.6504
2016-12-15,2.0202
2016-12-14,2.2982
2016-12-13,4.8096
2016-12-12,3.4288
2016-12-09,1.3761
2016-12-08,1.6959
2016-12-07,3.0024
2016-12-06,2.4279
2016-12-05,1.7607
2016-12-02,1.2696
2016-12-01,2.1314
2016-11-30,2.3353
2016-11-29,2.7801
2016-11-28,1.6449
2016-11-25,1.0379
2016-11-23,1.6495
2016-11-22,2.5391
2016-11-21,1.9831
2016-11-18,1.9831
2016-11-17,1.9646
2016-11-16,2.1036
2016-11-15,2.5947
2016-11-14,1.7422
2016-11-11,1.8905
2016-11-10,3.9385
2016-11-09,3.9941
2016-11-08,1.8697
2016-11-07,3.2739
2016-11-04,1.8818
2016-11-03,1.4209
2016-11-02,2.0968
2016-11-01,1.9221
2016-10-31,1.1036
2016-10-28,1.6788
2016-10-27,4.0924
2016-10-26,8.7091
2016-10-25,1.9037
2016-10-24,2.9889
2016-10-21,1.7841
2016-10-20,1.1496
2016-10-19,1.7013
2016-10-18,1.6002
2016-10-17,1.8853
2016-10-14,1.7197
2016-10-13,2.3359
2016-10-12,1.1771
2016-10-11,2.3635
2016-10-10,2.7773
2016-10-07,1.9497
2016-10-06,1.2139
2016-10-05,2.4371
2016-10-04,1.4175
2016-10-03,1.8209
2016-09-30,1.4714
2016-09-29,1.9313
2016-09-28,1.6278
2016-09-27,1.7289
2016-09-26,1.2415
2016-09-23,1.1745
2016-09-22,1.7657
2016-09-21,2.6118
2016-09-20,0.9380
2016-09-19,1.4714
2016-09-16,1.3151
2016-09-15,1.4019
2016-09-14,1.8117
2016-09-13,1.7105
2016-09-12,4.0189
2016-09-09,4.0281
2016-09-08,1.2875
2016-09-07,0.9932
2016-09-06,1.6830
2016-09-02,1.8945
2016-09-01,1.5358
2016-08-31,1.5542
2016-08-30,2.5382
2016-08-29,1.2415
2016-08-26,2.0784
2016-08-25,0.8093
2016-08-24,1.4530
2016-08-23,2.5093
2016-08-22,1.6830
2016-08-19,1.0668
2016-08-18,1.3151
2016-08-17,0.8176
2016-08-16,1.6646
2016-08-15,1.7473
2016-08-12,1.0576
2016-08-11,1.1771
2016-08-10,1.8245
2016-08-09,0.7297
2016-08-08,1.1128
2016-08-05,1.3043
2016-08-04,1.4548
2016-08-03,0.7745
2016-08-02,1.8699
2016-08-01,1.3956
2016-07-29,1.3682
2016-07-28,3.1104
2016-07-27,4.1958
2016-07-26,2.2438
2016-07-25,0.9942
2016-07-22,2.6999
2016-07-21,1.7787
2016-07-20,1.0398
2016-07-19,2.5895
2016-07-18,1.7695
2016-07-15,1.1858
2016-07-14,1.6487
2016-07-13,1.8425
2016-07-12,2.4354
2016-07-11,2.8823
2016-07-08,3.0009
2016-07-07,1.7422
2016-07-06,3.0556
2016-07-05,2.7911
2016-07-01,1.0763
2016-06-30,2.6269
2016-06-29,3.1240
2016-06-28,1.8790
2016-06-27,3.8036
2016-06-24,6.6950
2016-06-23,2.5357
2016-06-22,1.4959
2016-06-21,1.6373
2016-06-20,3.7215
2016-06-17,1.0763
2016-06-16,2.9735
2016-06-15,1.6373
2016-06-14,1.9154
2016-06-13,1.4868
2016-06-10,2.4901
2016-06-09,1.7330
2016-06-08,1.4594
2016-06-07,1.4320
2016-06-06,4.2870
2016-06-03,1.4868
2016-06-02,1.5597
2016-06-01,1.5689
2016-05-31,3.5938
2016-05-27,0.7936
2016-05-26,1.4393
2016-05-25,2.1982
2016-05-24,2.2673
2016-05-23,2.3077
2016-05-20,1.8592
2016-05-19,3.5619
2016-05-18,2.5885
2016-05-17,2.3077
2016-05-16,2.6087
2016-05-13,2.7638
2016-05-12,1.8607
2016-05-11,1.8699
2016-05-10,2.8408
2016-05-09,1.8004
2016-05-06,1.6918
2016-05-05,1.5833
2016-05-04,1.7732
2016-05-03,2.3070
2016-05-02,1.6029
2016-04-29,2.1894
2016-04-28,2.9132
2016-04-27,5.3785
2016-04-26,2.2799
2016-04-25,1.5742
2016-04-22,1.2033
2016-04-21,2.1170
2016-04-20,3.7908
2016-04-19,1.7009
2016-04-18,1.7461
2016-04-15,0.8322
2016-04-14,1.2846
2016-04-13,1.8366
2016-04-12,3.3475
2016-04-11,2.0085
2016-04-08,2.7322
2016-04-07,2.1532
2016-04-06,2.0718
2016-04-05,2.7232
2016-04-04,1.8931
2016-04-01,1.7913
2016-03-31,3.0127
2016-03-30,4.2612
2016-03-29,2.8137
2016-03-28,1.8716
2016-03-24,2.5603
2016-03-23,2.1532
2016-03-22,1.1942
2016-03-21,3.0670
2016-03-18,3.6008
2016-03-17,3.7817
2016-03-16,2.1532
2016-03-15,1.9542
2016-03-14,2.8408
2016-03-11,2.3161
2016-03-10,2.1650
2016-03-09,1.1128
2016-03-08,1.5018
2016-03-07,2.4880
2016-03-04,2.3704
2016-03-03,1.3390
2016-03-02,2.0356
2016-03-01,2.5401
2016-02-29,1.7778
2016-02-26,2.3794
2016-02-25,1.8185
2016-02-24,3.9717
2016-02-23,2.3251
2016-02-22,3.4470
2016-02-19,2.8499
2016-02-18,1.7099
2016-02-17,3.8270
2016-02-16,3.7365
2016-02-12,4.3788
2016-02-11,12.9013
2016-02-10,2.8860
2016-02-09,2.2901
2016-02-08,4.7595
2016-02-05,2.8144
2016-02-04,3.3971
2016-02-03,4.4637
2016-02-02,3.7556
2016-02-01,3.2626
2016-01-29,1.9450
2016-01-28,2.6621
2016-01-27,11.6432
2016-01-26,3.7108
2016-01-25,1.6492
2016-01-22,2.1153
2016-01-21,3.9797
2016-01-20,5.5930
2016-01-19,1.8912
2016-01-15,4.2037
2016-01-14,3.8147
2016-01-13,4.5981
2016-01-12,2.2677
2016-01-11,1.8643
2016-01-08,4.7505
2016-01-07,5.6647
2016-01-06,3.4150
2016-01-05,1.7299
2016-01-04,4.6250
2015-12-31,1.7120
2015-12-30,1.7837
2015-12-29,2.7069
2015-12-28,1.6358
2015-12-24,0.6274
2015-12-23,1.5148
2015-12-22,2.0526
2015-12-21,2.1153
2015-12-18,5.9785
2015-12-17,3.8542
2015-12-16,2.1332
2015-12-15,3.6749
2015-12-14,2.8324
2015-12-11,2.4111
2015-12-10,2.9534
2015-12-09,3.0645
2015-12-08,3.4060
2015-12-07,1.9540
2015-12-04,2.8862
2015-12-03,3.0027
2015-12-02,1.4789
2015-12-01,3.5405
2015-11-30,1.7030
2015-11-27,1.1563
2015-11-25,1.5865
2015-11-24,2.1288
2015-11-23,1.7837
2015-11-20,1.3131
2015-11-19,1.0935
2015-11-18,2.0660
2015-11-17,1.9478
2015-11-16,1.9450
2015-11-13,1.8195
2015-11-12,3.0475
2015-11-11,1.1742
2015-11-10,1.8912
2015-11-09,2.4738
2015-11-06,1.9361
2015-11-05,2.1064
2015-11-04,1.4162
2015-11-03,1.1759
2015-11-02,1.7015
2015-10-30,2.2360
2015-10-29,1.8262
2015-10-28,3.2694
2015-10-27,2.6546
2015-10-26,1.4966
2015-10-23,2.5300
2015-10-22,5.4965
2015-10-21,4.9353
2015-10-20,2.0935
2015-10-19,1.9777
2015-10-16,1.9688
2015-10-15,3.0725
2015-10-14,6.5121
2015-10-13,1.1136
2015-10-12,1.5590
2015-10-09,1.6747
2015-10-08,2.9220
2015-10-07,2.7616
2015-10-06,1.6659
2015-10-05,2.4944
2015-10-02,3.5901
2015-10-01,2.5023
2015-09-30,2.3697
2015-09-29,1.4922
2015-09-28,2.6547
2015-09-25,2.1826
2015-09-24,3.9999
2015-09-23,3.0200
2015-09-22,3.1180
2015-09-21,2.2360
2015-09-18,2.9309
2015-09-17,2.6458
2015-09-16,1.2647
2015-09-15,2.2895
2015-09-14,1.2516
2015-09-11,1.7594
2015-09-10,2.0490
2015-09-09,3.5990
2015-09-08,3.7683
2015-09-04,2.1069
2015-09-03,1.6659
2015-09-02,2.8774
2015-09-01,3.3318
2015-08-31,2.5389
2015-08-28,2.5478
2015-08-27,2.6904
2015-08-26,4.0355
2015-08-25,4.7126
2015-08-24,18.1377
2015-08-21,4.9531
2015-08-20,5.1847
2015-08-19,2.0311
2015-08-18,1.2418
2015-08-17,1.9242
2015-08-14,1.5234
2015-08-13,3.4921
2015-08-12,3.7327
2015-08-11,2.2984
2015-08-10,3.8752
2015-08-07,1.9064
2015-08-06,1.6303
2015-08-05,2.6329
2015-08-04,1.6200
2015-08-03,1.9122
2015-07-31,1.6909
2015-07-30,1.7125
2015-07-29,2.4788
2015-07-28,2.3549
2015-07-27,2.8861
2015-07-24,2.2044
2015-07-23,1.9122
2015-07-22,3.7005
2015-07-21,2.2132
2015-07-20,1.1419
2015-07-17,2.1866
2015-07-16,1.6908
2015-07-15,1.1243
2015-07-14,1.6422
2015-07-13,2.0096
2015-07-10,2.1158
2015-07-09,2.0185
2015-07-08,1.4430
2015-07-07,2.9215
2015-07-06,1.5316
2015-07-02,1.4519
2015-07-01,2.1424
2015-06-30,1.4342
2015-06-29,3.4526
2015-06-26,1.0181
2015-06-25,1.2571
2015-06-24,2.0273
2015-06-23,2.3460
2015-06-22,0.9915
2015-06-19,1.0181
2015-06-18,2.7444
2015-06-17,1.8591
2015-06-16,1.9122
2015-06-15,1.3477
2015-06-12,1.6555
2015-06-11,2.0893
2015-06-10,2.2132
2015-06-09,0.9650
2015-06-08,1.0181
2015-06-05,1.1676
2015-06-04,2.5319
2015-06-03,1.9202
2015-06-02,3.3907
2015-06-01,1.5758
2015-05-29,1.7794
2015-05-28,3.2844
2015-05-27,1.0355
2015-05-26,2.3460
2015-05-22,2.2575
2015-05-21,1.4253
2015-05-20,1.0978
2015-05-19,0.9384
2015-05-18,0.8322
2015-05-15,1.7352
2015-05-14,2.3283
2015-05-13,1.2646
2015-05-12,1.8326
2015-05-11,1.4696
2015-05-08,3.9395
2015-05-07,1.5050
2015-05-06,2.4079
2015-05-05,2.1331
2015-05-04,1.4162
2015-05-01,1.5217
2015-04-30,2.9907
2015-04-29,1.4162
2015-04-28,2.0759
2015-04-27,1.1347
2015-04-24,1.6273
2015-04-23,1.2842
2015-04-22,3.9407
2015-04-21,1.8384
2015-04-20,3.4745
2015-04-17,2.2254
2015-04-16,1.3018
2015-04-15,1.9000
2015-04-14,1.7153
2015-04-13,2.2333
2015-04-10,1.5070
2015-04-09,1.7976
2015-04-08,1.1523
2015-04-07,2.2606
2015-04-06,3.0347
2015-04-02,1.9246
2015-04-01,2.8675
2015-03-31,2.4277
2015-03-30,3.7999
2015-03-27,1.6009
2015-03-26,2.5420
2015-03-25,3.4393
2015-03-24,1.2842
2015-03-23,1.9088
2015-03-20,1.2139
2015-03-19,1.8208
2015-03-18,3.4129
2015-03-17,1.9967
2015-03-16,2.3046
2015-03-13,2.2870
2015-03-12,1.5393
2015-03-11,1.3349
2015-03-10,2.0495
2015-03-09,2.1902
2015-03-06,1.9527
2015-03-05,1.4690
2015-03-04,1.3810
2015-03-03,2.7356
2015-03-02,2.9907
2015-02-27,1.2666
2015-02-26,1.9352
2015-02-25,2.2870
2015-02-24,1.3810
2015-02-23,4.3541
2015-02-20,4.4685
2015-02-19,2.8500
2015-02-18,1.9791
2015-02-17,1.2666
2015-02-13,1.9352
2015-02-12,0.7829
2015-02-11,1.1347
2015-02-10,1.0552
2015-02-09,2.2118
2015-02-06,1.0403
2015-02-05,2.1069
2015-02-04,2.1506
2015-02-03,1.5911
2015-02-02,3.0948
2015-01-30,2.9812
2015-01-29,7.5359
2015-01-28,8.2222
2015-01-27,2.9112
2015-01-26,1.5037
2015-01-23,1.0316
2015-01-22,3.3221
2015-01-21,2.0107
2015-01-20,2.2292
2015-01-16,1.6698
2015-01-15,1.8621
2015-01-14,2.0457
2015-01-13,3.2697
2015-01-12,2.0195
2015-01-09,1.1627
2015-01-08,2.1637
2015-01-07,2.1331
2015-01-06,3.0074
2015-01-05,1.1715
2015-01-02,2.4042
2014-12-31,2.1331
2014-12-30,0.6732
2014-12-29,1.3638
2014-12-26,1.4862
2014-12-24,2.0107
2014-12-23,2.1244
2014-12-22,2.0195
2014-12-19,1.6785
2014-12-18,2.2555
2014-12-17,1.7135
2014-12-16,3.0249
2014-12-15,1.9933
2014-12-12,2.4391
2014-12-11,2.3161
2014-12-10,4.4761
2014-12-09,2.2206
2014-12-08,2.0457
2014-12-05,1.1365
2014-12-04,1.4005
2014-12-03,1.6173
2014-12-02,1.0578
2014-12-01,1.9272
2014-11-28,1.5212
2014-11-26,0.7956
2014-11-25,0.8655
2014-11-24,1.7135
2014-11-21,1.4512
2014-11-20,1.4775
2014-11-19,2.1769
2014-11-18,2.8762
2014-11-17,1.4163
2014-11-14,1.6864
2014-11-13,2.8150
2014-11-12,1.4993
2014-11-11,1.1190
2014-11-10,1.0403
2014-11-07,0.6732
2014-11-06,1.2502
2014-11-05,1.7922
2014-11-04,1.2602
2014-11-03,1.1864
2014-10-31,1.7991
2014-10-30,1.8365
2014-10-29,1.6731
2014-10-28,1.5905
2014-10-27,0.8517
2014-10-24,1.3731
2014-10-23,1.5818
2014-10-22,5.7884
2014-10-21,2.5466
2014-10-20,1.4949
2014-10-17,3.1115
2014-10-16,2.5292
2014-10-15,5.1887
2014-10-14,2.5379
2014-10-13,2.5509
2014-10-10,1.6166
2014-10-09,2.3206
2014-10-08,2.5552
2014-10-07,2.5813
2014-10-06,1.5730
2014-10-03,2.3467
2014-10-02,1.4879
2014-10-01,2.6682
2014-09-30,1.8078
2014-09-29,2.1989
2014-09-26,1.7730
2014-09-25,1.3645
2014-09-24,1.3645
2014-09-23,1.3732
2014-09-22,1.2255
2014-09-19,0.9734
2014-09-18,0.9908
2014-09-17,1.0256
2014-09-16,1.7209
2014-09-15,1.0951
2014-09-12,0.8952
2014-09-11,0.8865
2014-09-10,0.8604
2014-09-09,0.9213
2014-09-08,3.0941
2014-09-05,1.2602
2014-09-04,1.2950
2014-09-03,0.9039
2014-09-02,1.9382
2014-08-29,1.1299
2014-08-28,1.2863
2014-08-27,0.9039
2014-08-26,0.7127
2014-08-25,0.8952
2014-08-22,0.7301
2014-08-21,0.9039
2014-08-20,1.8512
2014-08-19,0.7040
2014-08-18,1.8078
2014-08-15,2.0425
2014-08-14,2.3553
2014-08-13,1.5297
2014-08-12,0.8083
2014-08-11,0.9821
2014-08-08,1.1907
2014-08-07,1.6340
2014-08-06,2.3089
2014-08-05,2.0025
2014-08-04,1.2266
2014-08-01,1.7881
2014-07-31,1.6239
2014-07-30,1.7622
2014-07-29,1.2321
2014-07-28,2.0731
2014-07-25,1.8313
2014-07-24,2.3409
2014-07-23,3.2133
2014-07-22,1.4771
2014-07-21,1.4253
2014-07-18,1.6758
2014-07-17,2.0645
2014-07-16,2.0882
2014-07-15,1.7017
2014-07-14,2.1509
2014-07-11,1.6239
2014-07-10,2.1718
2014-07-09,2.0818
2014-07-08,2.7383
2014-07-07,1.4944
2014-07-03,0.8638
2014-07-02,1.0020
2014-07-01,0.9502
2014-06-30,2.0213
2014-06-27,1.0521
2014-06-26,1.7976
2014-06-25,2.4791
2014-06-24,1.9347
2014-06-23,1.6239
2014-06-20,1.7190
2014-06-19,0.9761
2014-06-18,1.4166
2014-06-17,1.1489
2014-06-16,1.2784
2014-06-13,1.2093
2014-06-12,2.1854
2014-06-11,2.9628
2014-06-10,1.4425
2014-06-09,0.7687
2014-06-06,1.2352
2014-06-05,1.7682
2014-06-04,1.1143
2014-06-03,0.7861
2014-06-02,1.0884
2014-05-30,1.2093
2014-05-29,0.7515
2014-05-28,0.8465
2014-05-27,1.5548
2014-05-23,0.6386
2014-05-22,1.3130
2014-05-21,1.5980
2014-05-20,2.1840
2014-05-19,1.4857
2014-05-16,1.4512
2014-05-15,2.0982
2014-05-14,1.1057
2014-05-13,1.0625
2014-05-12,1.6326
2014-05-09,1.2525
2014-05-08,0.9502
2014-05-07,1.6412
2014-05-06,1.0823
2014-05-05,2.9463
2014-05-02,1.6664
2014-05-01,1.1425
2014-04-30,1.4603
2014-04-29,1.7523
2014-04-28,2.6371
2014-04-25,1.4002
2014-04-24,1.8898
2014-04-23,3.3930
2014-04-22,1.4173
2014-04-21,0.9190
