Dates,TRANGE Values
2014-04-17,2.1818
2014-04-16,1.5204
2014-04-15,2.0788
2014-04-14,1.4603
2014-04-11,1.4775
2014-04-10,2.7831
2014-04-09,2.5512
2014-04-08,1.4345
2014-04-07,2.7702
2014-04-04,2.3106
2014-04-03,0.7645
2014-04-02,1.1734
2014-04-01,2.4997
2014-03-31,1.3572
2014-03-28,1.7008
2014-03-27,2.1475
2014-03-26,1.7180
2014-03-25,1.3572
2014-03-24,1.6063
2014-03-21,1.6750
2014-03-20,2.1668
2014-03-19,3.2899
2014-03-18,1.8524
2014-03-17,2.3279
2014-03-14,2.0530
2014-03-13,3.4188
2014-03-12,1.5977
2014-03-11,1.4173
2014-03-10,3.2470
2014-03-07,1.7953
2014-03-06,1.1510
2014-03-05,1.8125
2014-03-04,2.3880
2014-03-03,2.0616
2014-02-28,1.6236
2014-02-27,1.9757
2014-02-26,1.3572
2014-02-25,3.0408
2014-02-24,2.1647
2014-02-21,1.4517
2014-02-20,2.1303
2014-02-19,1.9413
2014-02-18,1.1510
2014-02-14,2.0530
2014-02-13,2.4739
2014-02-12,2.1904
2014-02-11,3.0151
2014-02-10,2.2378
2014-02-07,3.8777
2014-02-06,1.1274
2014-02-05,2.7930
2014-02-04,2.7930
2014-02-03,3.2201
2014-01-31,3.2371
2014-01-30,5.5518
2014-01-29,7.7042
2014-01-28,1.4093
2014-01-27,2.4001
2014-01-24,4.2621
2014-01-23,2.7930
2014-01-22,2.4778
2014-01-21,1.7083
2014-01-17,1.0677
2014-01-16,1.1744
2014-01-15,0.9139
2014-01-14,3.3302
2014-01-13,1.5033
2014-01-10,1.6228
2014-01-09,1.6912
2014-01-08,1.7424
2014-01-07,2.2976
2014-01-06,1.8278
2014-01-03,1.5630
2014-01-02,1.4862
2013-12-31,1.1189
2013-12-30,1.5630
2013-12-27,1.7851
2013-12-26,1.5033
2013-12-24,0.7166
2013-12-23,1.5118
2013-12-20,2.2891
2013-12-19,1.9559
2013-12-18,3.0749
2013-12-17,2.8869
2013-12-16,1.1702
2013-12-13,1.1018
2013-12-12,1.4947
2013-12-11,1.1702
2013-12-10,2.4428
2013-12-09,1.1784
2013-12-06,2.5795
2013-12-05,1.5801
2013-12-04,1.3666
2013-12-03,1.9132
2013-12-02,1.5716
2013-11-29,0.8968
2013-11-27,1.8192
2013-11-26,2.4633
2013-11-25,4.6037
2013-11-22,2.7247
2013-11-21,1.7851
2013-11-20,4.0058
2013-11-19,1.7851
2013-11-18,5.0564
2013-11-15,1.7296
2013-11-14,1.8876
2013-11-13,2.0395
2013-11-12,0.9481
2013-11-11,1.1702
2013-11-08,2.5197
2013-11-07,2.2036
2013-11-06,1.6220
2013-11-05,2.6807
2013-11-04,1.3012
2013-11-01,2.5531
2013-10-31,1.9829
2013-10-30,2.0510
2013-10-29,0.9537
2013-10-28,2.1701
2013-10-25,2.7309
2013-10-24,1.3872
2013-10-23,6.3912
2013-10-22,1.9829
2013-10-21,1.4297
2013-10-18,1.3701
2013-10-17,2.1956
2013-10-16,2.1105
2013-10-15,1.2331
2013-10-14,2.4339
2013-10-11,1.3361
2013-10-10,3.8551
2013-10-09,1.7872
2013-10-08,1.6169
2013-10-07,1.5318
2013-10-04,1.7191
2013-10-03,2.6467
2013-10-02,1.3276
2013-10-01,1.0374
2013-09-30,2.0169
2013-09-27,1.3531
2013-09-26,0.8425
2013-09-25,1.2340
2013-09-24,2.6297
2013-09-23,2.1871
2013-09-20,2.2042
2013-09-19,1.6850
2013-09-18,2.5275
2013-09-17,1.6084
2013-09-16,3.8807
2013-09-13,1.5063
2013-09-12,0.9191
2013-09-11,1.2161
2013-09-10,1.0723
2013-09-09,1.1148
2013-09-06,1.9317
2013-09-05,1.1121
2013-09-04,2.1276
2013-09-03,1.6255
2013-08-30,1.1574
2013-08-29,2.0722
2013-08-28,1.0638
2013-08-27,2.1012
2013-08-26,1.1148
2013-08-23,0.5957
2013-08-22,1.3787
2013-08-21,0.9872
2013-08-20,0.4519
2013-08-19,1.9744
2013-08-16,1.0553
2013-08-15,2.0339
2013-08-14,1.8382
2013-08-13,1.9659
2013-08-12,1.0893
2013-08-09,1.0842
2013-08-08,1.1999
2013-08-07,0.9829
2013-08-06,0.9234
2013-08-05,0.6438
2013-08-02,1.6520
2013-08-01,1.6096
2013-07-31,1.0928
2013-07-30,1.0251
2013-07-29,1.7790
2013-07-26,1.1797
2013-07-25,1.0759
2013-07-24,2.7363
2013-07-23,1.3893
2013-07-22,0.7362
2013-07-19,1.7113
2013-07-18,2.7024
2013-07-17,1.0163
2013-07-16,1.7113
2013-07-15,3.3887
2013-07-12,7.7600
2013-07-11,1.6604
2013-07-10,1.0081
2013-07-09,1.1691
2013-07-08,1.4063
2013-07-05,1.2284
2013-07-03,1.9146
2013-07-02,2.0586
2013-07-01,1.3385
2013-06-28,0.9912
2013-06-27,2.3466
2013-06-26,2.3043
2013-06-25,1.5334
2013-06-24,3.1104
2013-06-21,2.3043
2013-06-20,2.4314
2013-06-19,1.6181
2013-06-18,1.2707
2013-06-17,1.4317
2013-06-14,1.4571
2013-06-13,1.2623
2013-06-12,1.5334
2013-06-11,1.5918
2013-06-10,1.2199
2013-06-07,2.3975
2013-06-06,1.1776
2013-06-05,1.4063
2013-06-04,1.5588
2013-06-03,1.5927
2013-05-31,1.6350
2013-05-30,1.6350
2013-05-29,1.0251
2013-05-28,1.2453
2013-05-24,1.4656
2013-05-23,2.4822
2013-05-22,1.3724
2013-05-21,0.9742
2013-05-20,0.6862
2013-05-17,2.0840
2013-05-16,0.7595
2013-05-15,1.5842
2013-05-14,1.2623
2013-05-13,0.8980
2013-05-10,0.9912
2013-05-09,0.9404
2013-05-08,0.5669
2013-05-07,0.8260
2013-05-06,1.2010
2013-05-03,1.4665
2013-05-02,1.3822
2013-05-01,0.8639
2013-04-30,0.9860
2013-04-29,1.3991
2013-04-26,1.4412
2013-04-25,2.1492
2013-04-24,3.7674
2013-04-23,1.3232
2013-04-22,1.3814
2013-04-19,1.6519
2013-04-18,1.1868
2013-04-17,1.0282
2013-04-16,1.6182
2013-04-15,1.7868
2013-04-12,0.7830
2013-04-11,1.3822
2013-04-10,1.2642
2013-04-09,1.0957
2013-04-08,1.2052
2013-04-05,2.0143
2013-04-04,0.6827
2013-04-03,1.0788
2013-04-02,1.4328
2013-04-01,0.9777
2013-03-28,0.9102
2013-03-27,1.3232
2013-03-26,1.6772
2013-03-25,0.9608
2013-03-22,0.6490
2013-03-21,1.3906
2013-03-20,0.8091
2013-03-19,0.6911
2013-03-18,1.1715
2013-03-15,1.6772
2013-03-14,0.8217
2013-03-13,1.1209
2013-03-12,1.4159
2013-03-11,1.7445
2013-03-08,0.8260
2013-03-07,2.4189
2013-03-06,0.6658
2013-03-05,1.4834
2013-03-04,1.0367
2013-03-01,0.8512
2013-02-28,1.1209
2013-02-27,2.0185
2013-02-26,0.7417
2013-02-25,1.5761
2013-02-22,0.8597
2013-02-21,1.1799
2013-02-20,1.3485
2013-02-19,0.7754
2013-02-15,0.4551
2013-02-14,0.6490
2013-02-13,1.0156
2013-02-12,0.3517
2013-02-11,0.5945
2013-02-08,0.9630
2013-02-07,1.0551
2013-02-06,0.7536
2013-02-05,1.4822
2013-02-04,1.0719
2013-02-01,1.0049
2013-01-31,0.7202
2013-01-30,0.9211
2013-01-29,1.0384
2013-01-28,0.9546
2013-01-25,0.5276
2013-01-24,1.0466
2013-01-23,0.9546
2013-01-22,1.0635
2013-01-18,0.8123
2013-01-17,2.4703
2013-01-16,2.8304
2013-01-15,0.6699
2013-01-14,1.4152
2013-01-11,2.0851
2013-01-10,0.8040
2013-01-09,2.2442
2013-01-08,2.5289
2013-01-07,1.9679
2013-01-04,0.4857
2013-01-03,1.3482
2013-01-02,1.6496
2012-12-31,1.1807
2012-12-28,1.0635
2012-12-27,1.0770
2012-12-26,0.4606
2012-12-24,0.8624
2012-12-21,1.3733
2012-12-20,0.6113
2012-12-19,0.7453
2012-12-18,1.3063
2012-12-17,0.9462
2012-12-14,0.6607
2012-12-13,1.1640
2012-12-12,0.6532
2012-12-11,0.4606
2012-12-10,0.9630
2012-12-07,0.8751
2012-12-06,0.8876
2012-12-05,1.0635
2012-12-04,0.8205
2012-12-03,0.7704
2012-11-30,0.6699
2012-11-29,0.8541
2012-11-28,1.1221
2012-11-27,0.7830
2012-11-26,0.9211
2012-11-23,0.5569
2012-11-21,1.2310
2012-11-20,0.8458
2012-11-19,1.0970
2012-11-16,0.7788
2012-11-15,1.0132
2012-11-14,2.1186
2012-11-13,1.1807
2012-11-12,0.7788
2012-11-09,2.2609
2012-11-08,1.0300
2012-11-07,1.9016
2012-11-06,1.6893
2012-11-05,0.6241
2012-11-02,1.1650
2012-11-01,0.9320
2012-10-31,0.9791
2012-10-26,0.8571
2012-10-25,2.0305
2012-10-24,2.2884
2012-10-23,0.9071
2012-10-22,0.7489
2012-10-19,0.5575
2012-10-18,0.8488
2012-10-17,1.0568
2012-10-16,1.2150
2012-10-15,0.4993
2012-10-12,1.1733
2012-10-11,1.0069
2012-10-10,0.8904
2012-10-09,0.7073
2012-10-08,0.5326
2012-10-05,1.0901
2012-10-04,0.5492
2012-10-03,0.5326
2012-10-02,0.9154
2012-10-01,0.8904
2012-09-28,0.7656
2012-09-27,0.6990
2012-09-26,0.9986
2012-09-25,0.9237
2012-09-24,0.8072
2012-09-21,0.5684
2012-09-20,0.7240
2012-09-19,0.7157
2012-09-18,0.7489
2012-09-17,1.1567
2012-09-14,1.1900
2012-09-13,1.2899
2012-09-12,0.7323
2012-09-11,0.4910
2012-09-10,1.7309
2012-09-07,0.3978
2012-09-06,1.1234
2012-09-05,0.9820
2012-09-04,0.9154
2012-08-31,0.9487
2012-08-30,0.7822
2012-08-29,0.7157
2012-08-28,0.6657
2012-08-27,0.7531
2012-08-24,0.9320
2012-08-23,2.3134
2012-08-22,0.8738
2012-08-21,1.0319
2012-08-20,0.5492
2012-08-17,0.4827
2012-08-16,0.6075
2012-08-15,0.7489
2012-08-14,0.6948
2012-08-13,0.6866
2012-08-10,0.4549
2012-08-09,0.5790
2012-08-08,0.5625
2012-08-07,1.3731
2012-08-06,0.5129
2012-08-03,1.1167
2012-08-02,1.3400
2012-08-01,1.5219
2012-07-31,0.9761
2012-07-30,0.9595
2012-07-27,0.8520
2012-07-26,1.5965
2012-07-25,2.0266
2012-07-24,1.5055
2012-07-23,1.9108
2012-07-20,1.0340
2012-07-19,1.1622
2012-07-18,1.4310
2012-07-17,1.2160
2012-07-16,1.0422
2012-07-13,1.5303
2012-07-12,0.9678
2012-07-11,1.6461
2012-07-10,1.7867
2012-07-09,0.9595
2012-07-06,1.2739
2012-07-05,0.7362
2012-07-03,0.9843
2012-07-02,1.8942
2012-06-29,2.3078
2012-06-28,1.0257
2012-06-27,0.9182
2012-06-26,0.9513
2012-06-25,0.7693
2012-06-22,0.8520
2012-06-21,1.9604
2012-06-20,0.9182
2012-06-19,1.0919
2012-06-18,0.9016
2012-06-15,0.6617
2012-06-14,0.7543
2012-06-13,0.9306
2012-06-12,2.2417
2012-06-11,0.8685
2012-06-08,0.5790
2012-06-07,1.0836
2012-06-06,1.1911
2012-06-05,0.7279
2012-06-04,0.9099
2012-06-01,2.0431
2012-05-31,0.8603
2012-05-30,0.9513
2012-05-29,0.6204
2012-05-25,1.4310
2012-05-24,1.4062
2012-05-23,1.4145
2012-05-22,0.9347
2012-05-21,2.2334
2012-05-18,1.1663
2012-05-17,2.4981
2012-05-16,1.0092
2012-05-15,1.0340
2012-05-14,1.1911
2012-05-11,0.7114
2012-05-10,1.1911
2012-05-09,1.3521
2012-05-08,1.1594
2012-05-07,0.5838
2012-05-04,1.0937
2012-05-03,0.6661
2012-05-02,0.9539
2012-05-01,1.6282
2012-04-30,1.3075
2012-04-27,0.5509
2012-04-26,0.5345
2012-04-25,3.5276
2012-04-24,0.7976
2012-04-23,1.1348
2012-04-20,0.7647
2012-04-19,1.0690
2012-04-18,0.6332
2012-04-17,1.3815
2012-04-16,0.7318
2012-04-13,0.9292
2012-04-12,1.7597
2012-04-11,1.5706
2012-04-10,1.5130
2012-04-09,1.0854
2012-04-05,0.4852
2012-04-04,0.9539
2012-04-03,0.8387
2012-04-02,1.5336
2012-03-30,0.5427
2012-03-29,1.1348
2012-03-28,1.1430
2012-03-27,0.3700
2012-03-26,1.0361
2012-03-23,0.4852
2012-03-22,1.3486
2012-03-21,0.5263
2012-03-20,0.7812
2012-03-19,0.5674
2012-03-16,0.6661
2012-03-15,0.6167
2012-03-14,0.8799
2012-03-13,0.7976
2012-03-12,0.6825
2012-03-09,0.9374
2012-03-08,0.9703
2012-03-07,0.9785
2012-03-06,1.5048
2012-03-05,0.8634
2012-03-02,0.5333
2012-03-01,0.6332
2012-02-29,0.7976
2012-02-28,0.4928
2012-02-27,0.8634
2012-02-24,0.8305
2012-02-23,0.5345
2012-02-22,0.8141
2012-02-21,0.7154
2012-02-17,0.4358
2012-02-16,0.4934
2012-02-15,0.8223
2012-02-14,0.5921
2012-02-13,0.6249
2012-02-10,1.0937
2012-02-09,0.7072
2012-02-08,0.9375
2012-02-07,0.9483
2012-02-06,0.9647
2012-02-03,1.2426
2012-02-02,0.7113
2012-02-01,1.3980
2012-01-31,1.0118
2012-01-30,0.7104
2012-01-27,0.7399
2012-01-26,1.1118
2012-01-25,3.1475
2012-01-24,0.8339
2012-01-23,0.8580
2012-01-20,0.6213
2012-01-19,0.7031
2012-01-18,0.5559
2012-01-17,1.1445
2012-01-13,1.1037
2012-01-12,0.7767
2012-01-11,0.6295
2012-01-10,0.6867
2012-01-09,0.7276
2012-01-06,1.0791
2012-01-05,1.2999
2012-01-04,0.8257
2012-01-03,1.3489
2011-12-30,0.7113
2011-12-29,0.8993
2011-12-28,1.2835
2011-12-27,0.9156
2011-12-23,0.9075
2011-12-22,1.0301
2011-12-21,1.3489
2011-12-20,2.0602
2011-12-19,1.3980
2011-12-16,1.4797
2011-12-15,0.8257
2011-12-14,1.4879
2011-12-13,1.6596
2011-12-12,1.4552
2011-12-09,1.4961
2011-12-08,1.0628
2011-12-07,1.5288
2011-12-06,0.6458
2011-12-05,1.9702
2011-12-02,0.8584
2011-12-01,2.6161
2011-11-30,2.8532
2011-11-29,0.9483
2011-11-28,2.3300
2011-11-25,1.2263
2011-11-23,1.6514
2011-11-22,1.3734
2011-11-21,2.8286
2011-11-18,1.4389
2011-11-17,1.5860
2011-11-16,1.4225
2011-11-15,1.0546
2011-11-14,1.6759
2011-11-11,1.9866
2011-11-10,0.8556
2011-11-09,1.8967
2011-11-08,1.1037
2011-11-07,0.9993
2011-11-04,0.9668
2011-11-03,1.6004
2011-11-02,1.2917
2011-11-01,2.7784
2011-10-31,1.9742
2011-10-28,0.8774
2011-10-27,1.7873
2011-10-26,3.3959
2011-10-25,1.1374
2011-10-24,0.9221
2011-10-21,1.7467
2011-10-20,1.2592
2011-10-19,1.4136
2011-10-18,2.3641
2011-10-17,1.8117
2011-10-14,0.7068
2011-10-13,1.0318
2011-10-12,1.0236
2011-10-11,0.6093
2011-10-10,1.9335
2011-10-07,1.2430
2011-10-06,1.9010
2011-10-05,1.1292
2011-10-04,1.8929
2011-10-03,2.9897
2011-09-30,1.5598
2011-09-29,1.9010
2011-09-28,1.8198
2011-09-27,1.8480
2011-09-26,2.2422
2011-09-23,1.3892
2011-09-22,2.8353
2011-09-21,2.2991
2011-09-20,0.9261
2011-09-19,1.9742
2011-09-16,1.1617
2011-09-15,1.2836
2011-09-14,1.9742
2011-09-13,1.2674
2011-09-12,1.7873
2011-09-09,1.3405
2011-09-08,1.8604
2011-09-07,1.9823
2011-09-06,2.2829
2011-09-02,1.9010
2011-09-01,1.4055
2011-08-31,1.0236
2011-08-30,1.5761
2011-08-29,1.6086
2011-08-26,2.3040
2011-08-25,1.5355
2011-08-24,1.1861
2011-08-23,2.0960
2011-08-22,1.4786
2011-08-19,1.5923
2011-08-18,3.2171
2011-08-17,1.0643
2011-08-16,1.2755
2011-08-15,1.1049
2011-08-12,2.4535
2011-08-11,2.8922
2011-08-10,3.7836
2011-08-09,3.0244
2011-08-08,3.3389
2011-08-05,2.4518
2011-08-04,3.5002
2011-08-03,1.6211
2011-08-02,2.1292
2011-08-01,1.6937
2011-07-29,1.5001
2011-07-28,1.4033
2011-07-27,2.4518
2011-07-26,1.2735
2011-07-25,1.3388
2011-07-22,0.7662
2011-07-21,1.0081
2011-07-20,2.2340
2011-07-19,1.3549
2011-07-18,1.7824
2011-07-15,0.6936
2011-07-14,1.0646
2011-07-13,1.1210
2011-07-12,1.6695
2011-07-11,1.6695
2011-07-08,1.1452
2011-07-07,1.1775
2011-07-06,0.9275
2011-07-05,0.7097
2011-07-01,0.7501
2011-06-30,1.1130
2011-06-29,0.8872
2011-06-28,0.6751
2011-06-27,0.5484
2011-06-24,0.6775
2011-06-23,1.4759
2011-06-22,1.5485
2011-06-21,0.9977
2011-06-20,1.0404
2011-06-17,0.9413
2011-06-16,0.9114
2011-06-15,1.5646
2011-06-14,1.6775
2011-06-13,0.5815
2011-06-10,1.2662
2011-06-09,0.9033
2011-06-08,0.6049
2011-06-07,0.7581
2011-06-06,0.6855
2011-06-03,1.2904
2011-06-02,0.8388
2011-06-01,2.2905
2011-05-31,1.0969
2011-05-27,0.7097
2011-05-26,0.7904
2011-05-25,1.3290
2011-05-24,1.1856
2011-05-23,1.4114
2011-05-20,0.6129
2011-05-19,1.0565
2011-05-18,0.7178
2011-05-17,1.5646
2011-05-16,1.1130
2011-05-13,1.2340
2011-05-12,1.0243
2011-05-11,0.8630
2011-05-10,0.6258
2011-05-09,0.8022
2011-05-06,1.2756
2011-05-05,1.3237
2011-05-04,0.9948
2011-05-03,0.9627
2011-05-02,1.1953
2011-04-29,1.4360
2011-04-28,2.2784
2011-04-27,1.8131
2011-04-26,0.7621
2011-04-25,0.7060
2011-04-21,0.5375
2011-04-20,1.7409
2011-04-19,0.7942
2011-04-18,1.2274
2011-04-15,0.7702
2011-04-14,1.2756
2011-04-13,1.7324
2011-04-12,0.6418
2011-04-11,0.6498
2011-04-08,1.4521
2011-04-07,0.7220
2011-04-06,0.9065
2011-04-05,1.3959
2011-04-04,0.5937
2011-04-01,0.7381
2011-03-31,0.8022
2011-03-30,0.6338
2011-03-29,0.7220
2011-03-28,0.4653
2011-03-25,0.9386
2011-03-24,0.8022
2011-03-23,1.5449
2011-03-22,1.1071
2011-03-21,2.0698
2011-03-18,1.0269
2011-03-17,1.0750
2011-03-16,1.8853
2011-03-15,1.9254
2011-03-14,1.3959
2011-03-11,1.3077
2011-03-10,1.5082
2011-03-09,0.8745
2011-03-08,1.2996
2011-03-07,1.7329
2011-03-04,1.2756
2011-03-03,1.8131
2011-03-02,1.4440
2011-03-01,1.7970
2011-02-28,0.9627
2011-02-25,2.8319
2011-02-24,1.9333
2011-02-23,1.1953
2011-02-22,2.1340
2011-02-18,1.1151
2011-02-17,0.4572
2011-02-16,0.9787
2011-02-15,0.9386
2011-02-14,0.8825
2011-02-11,0.6137
2011-02-10,0.9146
2011-02-09,0.5696
2011-02-08,0.7099
2011-02-07,0.7657
2011-02-04,0.7657
2011-02-03,0.6062
2011-02-02,1.1087
2011-02-01,0.8136
2011-01-31,0.6667
2011-01-28,1.5554
2011-01-27,0.7976
2011-01-26,2.4966
2011-01-25,1.1326
2011-01-24,1.0449
2011-01-21,0.8774
2011-01-20,1.2762
2011-01-19,1.4437
2011-01-18,1.9941
2011-01-14,0.6461
2011-01-13,0.7040
2011-01-12,1.2204
2011-01-11,0.9651
2011-01-10,1.0449
2011-01-07,1.0369
2011-01-06,1.5075
2011-01-05,0.8455
2011-01-04,0.9651
2011-01-03,1.1326
2010-12-31,0.5344
2010-12-30,0.3980
2010-12-29,0.4626
2010-12-28,0.5344
2010-12-27,0.5823
2010-12-23,0.6301
2010-12-22,0.9013
2010-12-21,0.8614
2010-12-20,1.7628
2010-12-17,0.7458
2010-12-16,0.9093
2010-12-15,0.4786
2010-12-14,1.1405
2010-12-13,0.6002
2010-12-10,0.6461
2010-12-09,0.9651
2010-12-08,1.3081
2010-12-07,1.1007
2010-12-06,0.7897
2010-12-03,0.5822
2010-12-02,0.9970
2010-12-01,1.6112
2010-11-30,0.7099
2010-11-29,1.0848
2010-11-26,0.6301
2010-11-24,1.5793
2010-11-23,0.8056
2010-11-22,1.0928
2010-11-19,1.0768
2010-11-18,1.7692
2010-11-17,0.6779
2010-11-16,1.4118
2010-11-15,1.1805
2010-11-12,1.8824
2010-11-11,1.6192
2010-11-10,1.9622
2010-11-09,1.3719
2010-11-08,1.2124
2010-11-05,0.9173
2010-11-04,2.1058
2010-11-03,1.3480
2010-11-02,1.7283
2010-11-01,1.5698
2010-10-29,0.8753
2010-10-28,1.1448
2010-10-27,1.2606
2010-10-26,0.7373
2010-10-25,0.9752
2010-10-22,0.8087
2010-10-21,1.0386
2010-10-20,2.2912
2010-10-19,1.4905
2010-10-18,0.8087
2010-10-15,1.4667
2010-10-14,0.9123
2010-10-13,1.5460
2010-10-12,1.3398
2010-10-11,0.8087
2010-10-08,1.2368
2010-10-07,1.0624
2010-10-06,0.7769
2010-10-05,2.1009
2010-10-04,1.6094
2010-10-01,1.1416
2010-09-30,1.5856
2010-09-29,1.4429
2010-09-28,1.3716
2010-09-27,0.7135
2010-09-24,1.7283
2010-09-23,1.0624
2010-09-22,0.9752
2010-09-21,0.8800
2010-09-20,1.0861
2010-09-17,1.0624
2010-09-16,0.9117
2010-09-15,0.7135
2010-09-14,1.5222
2010-09-13,0.9038
2010-09-10,0.9038
2010-09-09,2.1247
2010-09-08,1.2526
2010-09-07,1.0703
2010-09-03,1.6094
2010-09-02,0.9434
2010-09-01,1.5539
2010-08-31,1.0941
2010-08-30,0.8642
2010-08-27,2.1961
2010-08-26,1.4271
2010-08-25,1.2923
2010-08-24,2.1961
2010-08-23,1.6094
2010-08-20,0.9038
2010-08-19,1.4667
2010-08-18,1.0885
2010-08-17,1.9899
2010-08-16,1.0148
2010-08-13,0.9197
2010-08-12,0.9197
2010-08-11,2.9334
2010-08-10,1.1496
2010-08-09,0.8087
2010-08-06,1.0782
2010-08-05,0.7294
2010-08-04,0.6416
2010-08-03,0.8432
2010-08-02,1.4106
2010-07-30,1.5051
2010-07-29,1.4500
2010-07-28,1.3540
2010-07-27,1.0638
2010-07-26,0.8353
2010-07-23,1.4263
2010-07-22,3.0969
2010-07-21,1.6903
2010-07-20,1.7100
2010-07-19,1.1505
2010-07-16,2.1198
2010-07-15,1.9070
2010-07-14,1.0560
2010-07-13,0.9299
2010-07-12,0.7644
2010-07-09,0.9378
2010-07-08,1.2530
2010-07-07,1.8440
2010-07-06,1.8676
2010-07-02,1.0481
2010-07-01,1.1348
2010-06-30,1.2845
2010-06-29,3.7352
2010-06-28,1.1899
2010-06-25,1.6549
2010-06-24,0.8668
2010-06-23,1.7565
2010-06-22,1.8282
2010-06-21,1.3948
2010-06-18,0.7751
2010-06-17,1.2687
2010-06-16,0.7565
2010-06-15,2.1671
2010-06-14,1.4500
2010-06-11,2.0095
2010-06-10,1.8125
2010-06-09,1.7061
2010-06-08,0.9929
2010-06-07,1.2845
2010-06-04,2.6635
2010-06-03,1.0481
2010-06-02,1.8203
2010-06-01,1.8440
2010-05-28,1.3790
2010-05-27,1.5524
2010-05-26,2.0725
2010-05-25,2.0016
2010-05-24,1.2214
2010-05-21,2.8448
2010-05-20,2.6872
2010-05-19,1.9228
2010-05-18,2.2330
2010-05-17,2.1686
2010-05-14,2.1907
2010-05-13,1.3712
2010-05-12,1.5367
2010-05-11,1.9937
2010-05-10,3.9480
2010-05-07,2.6162
2010-05-06,7.4784
2010-05-05,2.7680
2010-05-04,0.0000
2010-05-03,1.7783
2010-04-30,1.7391
2010-04-29,1.2769
2010-04-28,1.2926
2010-04-27,2.1152
2010-04-26,0.9009
2010-04-23,0.8852
2010-04-22,1.8175
2010-04-21,2.5382
2010-04-20,0.8069
2010-04-19,0.8774
2010-04-16,1.7391
2010-04-15,0.9949
2010-04-14,0.7442
2010-04-13,1.1124
2010-04-12,0.6032
2010-04-09,0.6659
2010-04-08,0.9792
2010-04-07,0.8226
2010-04-06,1.1046
2010-04-05,1.6451
2010-04-01,0.9479
2010-03-31,1.2378
2010-03-30,1.1594
2010-03-29,1.5198
2010-03-26,0.5014
2010-03-25,1.1203
2010-03-24,1.1124
2010-03-23,0.8774
2010-03-22,1.5041
2010-03-19,2.0212
2010-03-18,1.3631
2010-03-17,0.9401
2010-03-16,0.8617
2010-03-15,1.0262
2010-03-12,0.9714
2010-03-11,1.0027
2010-03-10,2.1073
2010-03-09,0.8617
2010-03-08,0.6894
2010-03-05,1.9506
2010-03-04,1.0576
2010-03-03,0.7207
2010-03-02,1.0419
2010-03-01,1.0419
2010-02-26,0.7912
2010-02-25,1.1594
2010-02-24,0.8304
2010-02-23,1.5041
2010-02-22,1.0027
2010-02-19,1.3239
2010-02-18,1.0106
2010-02-17,0.7834
2010-02-16,1.2848
2010-02-12,1.3004
2010-02-11,1.4179
2010-02-10,0.8696
2010-02-09,1.9898
2010-02-08,0.9326
2010-02-05,2.0368
2010-02-04,1.7313
2010-02-03,0.7442
2010-02-02,0.7781
2010-02-01,0.9804
2010-01-29,2.3965
2010-01-28,1.2760
2010-01-27,3.4002
2010-01-26,0.9882
2010-01-25,0.9698
2010-01-22,1.1671
2010-01-21,1.8363
2010-01-20,1.6495
2010-01-19,0.8170
2010-01-15,1.0504
2010-01-14,0.6536
2010-01-13,1.0504
2010-01-12,1.0037
2010-01-11,1.2294
2010-01-08,1.0426
2010-01-07,2.5599
2010-01-06,1.6417
2010-01-05,1.7740
2010-01-04,1.7584
2009-12-31,0.9103
2009-12-30,0.4202
2009-12-29,0.2490
2009-12-28,0.5135
2009-12-24,0.4668
2009-12-23,0.5680
2009-12-22,0.8325
2009-12-21,0.8870
2009-12-18,1.2760
2009-12-17,0.7703
2009-12-16,1.3149
2009-12-15,0.8092
2009-12-14,0.7470
2009-12-11,0.6147
2009-12-10,1.2994
2009-12-09,0.5369
2009-12-08,0.9026
2009-12-07,0.9882
2009-12-04,1.4239
2009-12-03,0.7003
2009-12-02,1.0193
2009-12-01,1.4083
2009-11-30,0.7080
2009-11-27,1.5017
2009-11-25,0.8714
2009-11-24,1.3072
2009-11-23,1.0115
2009-11-20,0.6380
2009-11-19,0.9882
2009-11-18,0.9259
2009-11-17,0.7703
2009-11-16,1.4317
2009-11-13,0.9493
2009-11-12,0.6458
2009-11-11,0.8559
2009-11-10,0.9493
2009-11-09,1.4005
2009-11-06,0.5182
2009-11-05,1.3928
2009-11-04,0.8559
2009-11-03,0.0000
2009-11-02,0.8330
2009-10-30,0.8870
2009-10-29,1.4733
2009-10-28,0.4782
2009-10-27,0.7559
2009-10-26,1.5272
2009-10-23,1.2110
2009-10-22,1.1416
2009-10-21,1.1570
2009-10-20,1.8358
2009-10-19,0.8947
2009-10-16,2.2137
2009-10-15,1.2264
2009-10-14,0.7559
2009-10-13,0.4782
2009-10-12,1.0413
2009-10-09,0.6094
2009-10-08,0.6248
2009-10-07,0.8022
2009-10-06,1.0953
2009-10-05,0.8793
2009-10-02,1.5504
2009-10-01,1.6352
2009-09-30,1.3807
2009-09-29,1.8589
2009-09-28,1.4038
2009-09-25,0.8485
2009-09-24,0.7713
2009-09-23,0.8793
2009-09-22,0.9102
2009-09-21,0.7251
2009-09-18,0.9179
2009-09-17,0.7405
2009-09-16,0.7482
2009-09-15,1.1262
2009-09-14,0.7019
2009-09-11,0.7405
2009-09-10,0.7173
2009-09-09,1.2727
2009-09-08,0.8253
2009-09-04,0.9333
2009-09-03,0.8246
2009-09-02,0.6325
2009-09-01,1.4733
