Dates,WILLR Values
2019-04-11,-48.9306
2019-04-10,-52.2980
2019-04-09,-49.6531
2019-04-08,-46.1180
2019-04-05,-34.8868
2019-04-04,-32.3516
2019-04-03,-39.5251
2019-04-02,-35.6480
2019-04-01,-35.1384
2019-03-29,-41.6668
2019-03-28,-46.1696
2019-03-27,-46.3179
2019-03-26,-48.7887
2019-03-25,-48.7371
2019-03-22,-54.0849
2019-03-21,-47.2920
2019-03-20,-45.0600
2019-03-19,-46.8211
2019-03-18,-47.5630
2019-03-15,-43.2344
2019-03-14,-46.9050
2019-03-13,-44.4278
2019-03-12,-45.5438
2019-03-11,-29.6745
2019-03-08,-15.1404
2019-03-07,-15.1275
2019-03-06,-13.9018
2019-03-05,-10.2506
2019-03-04,-8.5927
2019-03-01,-3.4771
2019-02-28,-0.9706
2019-02-27,-0.6124
2019-02-26,-2.2674
2019-02-25,-2.1954
2019-02-22,-0.3147
2019-02-21,-3.6745
2019-02-20,-0.2216
2019-02-19,-1.4088
2019-02-15,-0.0630
2019-02-14,-2.3824
2019-02-13,-1.7581
2019-02-12,-0.8870
2019-02-11,-6.4914
2019-02-08,-5.6967
2019-02-07,-5.4814
2019-02-06,-2.2815
2019-02-05,-0.4819
2019-02-04,-0.0669
2019-02-01,-5.3524
2019-01-31,-6.8500
2019-01-30,-4.7499
2019-01-29,-27.5601
2019-01-28,-29.5001
2019-01-25,-28.2701
2019-01-24,-34.2001
2019-01-23,-33.8601
2019-01-22,-34.5701
2019-01-18,-27.7401
2019-01-17,-33.3801
2019-01-16,-40.4101
2019-01-15,-40.2301
2019-01-14,-42.1101
2019-01-11,-39.5701
2019-01-10,-39.8601
2019-01-09,-48.6402
2019-01-08,-51.9402
2019-01-07,-64.3602
2019-01-04,-65.3902
2019-01-03,-81.5703
2019-01-02,-68.6602
2018-12-31,-69.9703
2018-12-28,-76.0903
2018-12-27,-75.3303
2018-12-26,-78.5403
2018-12-24,-100.0000
2018-12-21,-91.7171
2018-12-20,-82.8500
2018-12-19,-76.0692
2018-12-18,-67.1917
2018-12-17,-79.6370
2018-12-14,-76.9038
2018-12-13,-69.8936
2018-12-12,-68.6209
2018-12-11,-73.4821
2018-12-10,-68.9756
2018-12-07,-72.2407
2018-12-06,-63.1859
2018-12-04,-52.1281
2018-12-03,-33.9140
2018-11-30,-47.6841
2018-11-29,-52.0655
2018-11-28,-61.5168
2018-11-27,-77.6549
2018-11-26,-79.3970
2018-11-23,-83.6115
2018-11-21,-78.3956
2018-11-20,-77.9991
2018-11-19,-83.3818
2018-11-16,-65.8848
2018-11-15,-59.3336
2018-11-14,-55.6617
2018-11-13,-50.0780
2018-11-12,-41.3120
2018-11-09,-26.9624
2018-11-08,-25.2954
2018-11-07,-25.8292
2018-11-06,-32.2691
2018-11-05,-37.4790
2018-11-02,-42.3872
2018-11-01,-36.2142
2018-10-31,-45.7406
2018-10-30,-51.4843
2018-10-29,-68.1004
2018-10-26,-40.6235
2018-10-25,-35.4020
2018-10-24,-45.9843
2018-10-23,-50.0105
2018-10-22,-41.1340
2018-10-19,-37.2727
2018-10-18,-33.8350
2018-10-17,-27.8778
2018-10-16,-25.1962
2018-10-15,-34.0821
2018-10-12,-32.8699
2018-10-11,-34.7938
2018-10-10,-25.7679
2018-10-09,-8.3665
2018-10-08,-8.0542
2018-10-05,-7.3917
2018-10-04,-4.0602
2018-10-03,-1.8739
2018-10-02,-2.2451
2018-10-01,-0.9685
2018-09-28,-2.6109
2018-09-27,-5.8691
2018-09-26,-7.8376
2018-09-25,-5.5677
2018-09-24,-4.6836
2018-09-21,-0.3857
2018-09-20,-5.0291
2018-09-19,-7.2096
2018-09-18,-8.5277
2018-09-17,-15.5421
2018-09-14,-11.6113
2018-09-13,-15.4137
2018-09-12,-17.1770
2018-09-11,-24.4302
2018-09-10,-27.4553
2018-09-07,-20.8338
2018-09-06,-18.7660
2018-09-05,-22.6562
2018-09-04,-23.0316
2018-08-31,-25.6383
2018-08-30,-22.1066
2018-08-29,-19.2795
2018-08-28,-18.3177
2018-08-27,-16.1487
2018-08-24,-19.8767
2018-08-23,-21.5013
2018-08-22,-19.3209
2018-08-21,-16.0043
2018-08-20,-18.2602
2018-08-17,-21.5708
2018-08-16,-21.9163
2018-08-15,-33.3674
2018-08-14,-27.3416
2018-08-13,-27.9785
2018-08-10,-26.9423
2018-08-09,-23.4463
2018-08-08,-21.5497
2018-08-07,-19.1445
2018-08-06,-22.5262
2018-08-03,-21.0170
2018-08-02,-19.9758
2018-08-01,-17.5303
2018-07-31,-14.6731
2018-07-30,-18.9024
2018-07-27,-11.1622
2018-07-26,-12.2357
2018-07-25,-14.9798
2018-07-24,-13.0831
2018-07-23,-17.1187
2018-07-20,-15.7493
2018-07-19,-15.4034
2018-07-18,-11.4133
2018-07-17,-13.9927
2018-07-16,-14.4521
2018-07-13,-18.6273
2018-07-12,-22.3701
2018-07-11,-26.6397
2018-07-10,-21.4816
2018-07-09,-25.6018
2018-07-06,-31.3260
2018-07-05,-32.4740
2018-07-03,-32.1088
2018-07-02,-29.0772
2018-06-29,-28.7146
2018-06-28,-28.2399
2018-06-27,-31.6644
2018-06-26,-30.6150
2018-06-25,-30.2884
2018-06-22,-24.7360
2018-06-21,-25.6053
2018-06-20,-22.1073
2018-06-19,-23.1991
2018-06-18,-13.7275
2018-06-15,-11.5439
2018-06-14,-8.3867
2018-06-13,-7.3923
2018-06-12,-2.6843
2018-06-11,-2.4618
2018-06-08,-3.4632
2018-06-07,-4.1377
2018-06-06,-0.0284
2018-06-05,-6.9473
2018-06-04,-6.4943
2018-06-01,-9.3775
2018-05-31,-12.6562
2018-05-30,-8.3206
2018-05-29,-12.1382
2018-05-25,-6.7933
2018-05-24,-7.5589
2018-05-23,-7.4114
2018-05-22,-10.3542
2018-05-21,-4.1033
2018-05-18,-13.0162
2018-05-17,-17.9958
2018-05-16,-20.2223
2018-05-15,-19.4146
2018-05-14,-17.6798
2018-05-11,-19.1758
2018-05-10,-16.9586
2018-05-09,-16.6114
2018-05-08,-20.3016
2018-05-07,-18.8180
2018-05-04,-22.4404
2018-05-03,-24.6369
2018-05-02,-28.3065
2018-05-01,-25.1123
2018-04-30,-22.6072
2018-04-27,-18.1098
2018-04-26,-16.9838
2018-04-25,-16.8110
2018-04-24,-24.6266
2018-04-23,-18.8650
2018-04-20,-18.9115
2018-04-19,-17.5894
2018-04-18,-17.2777
2018-04-17,-19.6550
2018-04-16,-22.3281
2018-04-13,-23.7239
2018-04-12,-19.1271
2018-04-11,-24.8002
2018-04-10,-20.6127
2018-04-09,-27.5359
2018-04-06,-25.4954
2018-04-05,-19.7326
2018-04-04,-24.7554
2018-04-03,-22.7802
2018-04-02,-26.8075
2018-03-29,-23.7707
2018-03-28,-27.8257
2018-03-27,-27.0457
2018-03-26,-22.8399
2018-03-23,-27.0601
2018-03-22,-27.6135
2018-03-21,-18.3240
2018-03-20,-18.0425
2018-03-19,-21.1603
2018-03-16,-21.6349
2018-03-15,-21.8927
2018-03-14,-21.7454
2018-03-13,-17.3216
2018-03-12,-14.4180
2018-03-09,-8.9349
2018-03-08,-11.9269
2018-03-07,-12.7859
2018-03-06,-11.4695
2018-03-05,-9.4715
2018-03-02,-13.5314
2018-03-01,-11.0090
2018-02-28,-4.7181
2018-02-27,-2.6608
2018-02-26,-0.2977
2018-02-23,-2.2048
2018-02-22,-2.5979
2018-02-21,-4.4839
2018-02-20,-3.3340
2018-02-16,-2.4303
2018-02-15,-1.6710
2018-02-14,-7.8794
2018-02-13,-8.7831
2018-02-12,-8.4409
2018-02-09,-14.3071
2018-02-08,-16.0022
2018-02-07,-7.0914
2018-02-06,-10.9271
2018-02-05,-17.3269
2018-02-02,-6.6711
2018-02-01,-2.3993
2018-01-31,-3.5201
2018-01-30,-8.0706
2018-01-29,-6.3390
2018-01-26,-5.0056
2018-01-25,-5.0668
2018-01-24,-9.7446
2018-01-23,-9.2446
2018-01-22,-7.9057
2018-01-19,-8.0557
2018-01-18,-6.7057
2018-01-17,-0.6776
2018-01-16,-7.1600
2018-01-12,-0.4068
2018-01-11,-0.1792
2018-01-10,-1.2561
2018-01-09,-0.9903
2018-01-08,-0.5057
2018-01-05,-0.0361
2018-01-04,-2.0640
2018-01-03,-1.1872
2018-01-02,-1.9321
2017-12-29,-3.4296
2017-12-28,-2.3123
2017-12-27,-2.8787
2017-12-26,-3.0805
2017-12-22,-3.2822
2017-12-21,-3.3365
2017-12-20,-1.1096
2017-12-19,-0.2596
2017-12-18,-0.9691
2017-12-15,-2.7026
2017-12-14,-2.3266
2017-12-13,-3.1979
2017-12-12,-2.3376
2017-12-11,-3.5596
2017-12-08,-1.2151
2017-12-07,-2.4664
2017-12-06,-3.1964
2017-12-05,-5.6475
2017-12-04,-3.4636
2017-12-01,-6.5882
2017-11-30,-0.2153
2017-11-29,-0.3642
2017-11-28,-0.0192
2017-11-27,-1.8219
2017-11-24,-1.5076
2017-11-22,-2.1871
2017-11-21,-0.0094
2017-11-20,-1.9926
2017-11-17,-4.1261
2017-11-16,-2.8010
2017-11-15,-3.5256
2017-11-14,-4.5225
2017-11-13,-3.9243
2017-11-10,-5.3473
2017-11-09,-3.6706
2017-11-08,-1.8575
2017-11-07,-1.0452
2017-11-06,-2.7821
2017-11-03,-4.8147
2017-11-02,-4.0387
2017-11-01,-7.6805
2017-10-31,-8.1014
2017-10-30,-6.9867
2017-10-27,-9.4355
2017-10-26,-6.9643
2017-10-25,-7.7274
2017-10-24,-1.0613
2017-10-23,-3.2453
2017-10-20,-0.0692
2017-10-19,-4.2952
2017-10-18,-3.3909
2017-10-17,-4.6154
2017-10-16,-3.5987
2017-10-13,-2.7169
2017-10-12,-0.9601
2017-10-11,-0.1907
2017-10-10,-0.1187
2017-10-09,-0.8444
2017-10-06,-0.6681
2017-10-05,-0.3804
2017-10-04,-3.2847
2017-10-03,-3.5052
2017-10-02,-3.0193
2017-09-29,-4.6429
2017-09-28,-4.5882
2017-09-27,-3.6669
2017-09-26,-5.1081
2017-09-25,-4.5426
2017-09-22,-2.5543
2017-09-21,-0.8613
2017-09-20,-1.1204
2017-09-19,-2.4983
2017-09-18,-0.6607
2017-09-15,-0.9201
2017-09-14,-0.3808
2017-09-13,-3.0760
2017-09-12,-4.4263
2017-09-11,-4.4163
2017-09-08,-6.2004
2017-09-07,-8.5473
2017-09-06,-10.0104
2017-09-05,-7.7163
2017-09-01,-4.5064
2017-08-31,-5.1523
2017-08-30,-4.3811
2017-08-29,-4.3522
2017-08-28,-7.5427
2017-08-25,-8.5508
2017-08-24,-5.8640
2017-08-23,-6.4207
2017-08-22,-4.7641
2017-08-21,-8.4538
2017-08-18,-8.3722
2017-08-17,-8.5354
2017-08-16,-6.7223
2017-08-15,-5.2899
2017-08-14,-7.1211
2017-08-11,-9.0138
2017-08-10,-10.7942
2017-08-09,-9.4958
2017-08-08,-6.0560
2017-08-07,-5.4236
2017-08-04,-7.6069
2017-08-03,-7.1390
2017-08-02,-7.3418
2017-08-01,-6.0608
2017-07-31,-3.4091
2017-07-28,-1.2325
2017-07-27,-1.4685
2017-07-26,-0.5014
2017-07-25,-1.7965
2017-07-24,-0.5453
2017-07-21,-0.0732
2017-07-20,-1.1690
2017-07-19,-0.0600
2017-07-18,-1.8031
2017-07-17,-0.8766
2017-07-14,-0.2708
2017-07-13,-2.9085
2017-07-12,-2.6519
2017-07-11,-0.4882
2017-07-10,-0.7969
2017-07-07,-2.5489
2017-07-06,-3.6446
2017-07-05,-3.2195
2017-07-03,-7.1565
2017-06-30,-8.1930
2017-06-29,-8.5508
2017-06-28,-5.8856
2017-06-27,-6.7839
2017-06-26,-5.4395
2017-06-23,-0.1518
2017-06-22,-2.3099
2017-06-21,-2.6564
2017-06-20,-3.7344
2017-06-19,-0.5121
2017-06-16,-2.0232
2017-06-15,-0.1384
2017-06-14,-1.4273
2017-06-13,-0.8920
2017-06-12,-2.4860
2017-06-09,-2.4421
2017-06-08,-2.5883
2017-06-07,-5.2644
2017-06-06,-7.2385
2017-06-05,-4.0214
2017-06-02,-2.1496
2017-06-01,-1.4474
2017-05-31,-0.9701
2017-05-30,-1.1277
2017-05-26,-1.5788
2017-05-25,-0.5460
2017-05-24,-0.8246
2017-05-23,-3.6429
2017-05-22,-3.3547
2017-05-19,-8.0145
2017-05-18,-13.3949
2017-05-17,-11.1851
2017-05-16,-4.9079
2017-05-15,-5.4043
2017-05-12,-4.0272
2017-05-11,-2.9223
2017-05-10,-4.1393
2017-05-09,-0.4688
2017-05-08,-0.5956
2017-05-05,-1.1394
2017-05-04,-4.2970
2017-05-03,-3.7762
2017-05-02,-3.6948
2017-05-01,-5.4038
2017-04-28,-1.4323
2017-04-27,-4.0529
2017-04-26,-6.5106
2017-04-25,-3.5808
2017-04-24,-5.9409
2017-04-21,-8.5277
2017-04-20,-9.9001
2017-04-19,-11.2901
2017-04-18,-12.1396
2017-04-17,-10.3325
2017-04-13,-15.5838
2017-04-12,-14.6416
2017-04-11,-10.7663
2017-04-10,-12.2893
2017-04-07,-10.3441
2017-04-06,-12.5758
2017-04-05,-13.0131
2017-04-04,-10.5703
2017-04-03,-13.6614
2017-03-31,-13.3448
2017-03-30,-11.6560
2017-03-29,-12.1837
2017-03-28,-12.5909
2017-03-27,-14.4908
2017-03-24,-14.9130
2017-03-23,-12.7416
2017-03-22,-13.1638
2017-03-21,-14.7019
2017-03-20,-9.5298
2017-03-17,-8.4592
2017-03-16,-11.3393
2017-03-15,-10.5552
2017-03-14,-10.5250
2017-03-13,-10.0425
2017-03-10,-10.5703
2017-03-09,-7.7505
2017-03-08,-5.9863
2017-03-07,-5.5641
2017-03-06,-7.2077
2017-03-03,-5.3228
2017-03-02,-4.1015
2017-03-01,-1.3607
2017-02-28,-2.7183
2017-02-27,-0.7503
2017-02-24,-2.2893
2017-02-23,-0.2430
2017-02-22,-1.4266
2017-02-21,-1.0744
2017-02-17,-1.0026
2017-02-16,-0.0000
2017-02-15,-1.2857
2017-02-14,-1.1474
2017-02-13,-2.0935
2017-02-10,-4.6982
2017-02-09,-8.6659
2017-02-08,-9.6222
2017-02-07,-7.0603
2017-02-06,-12.1437
2017-02-03,-15.3309
2017-02-02,-15.6133
2017-02-01,-12.1639
2017-01-31,-13.2733
2017-01-30,-8.9363
2017-01-27,-4.6396
2017-01-26,-1.7752
2017-01-25,-2.6751
2017-01-24,-0.9382
2017-01-23,-6.1696
2017-01-20,-1.9311
2017-01-19,-2.6991
2017-01-18,-4.4144
2017-01-17,-6.0540
2017-01-13,-3.1279
2017-01-12,-4.4901
2017-01-11,-1.6901
2017-01-10,-2.5225
2017-01-09,-4.4144
2017-01-06,-2.4468
2017-01-05,-3.4306
2017-01-04,-3.6576
2017-01-03,-7.8198
2016-12-30,-11.0738
2016-12-29,-11.0486
2016-12-28,-10.0144
2016-12-27,-6.5333
2016-12-23,-5.7009
2016-12-22,-6.5838
2016-12-21,-6.2379
2016-12-20,-8.8632
2016-12-19,-9.3426
2016-12-16,-13.1493
2016-12-15,-14.6298
2016-12-14,-12.5491
2016-12-13,-7.6415
2016-12-12,-1.9739
2016-12-09,-0.9131
2016-12-08,-1.4058
2016-12-07,-0.4119
2016-12-06,-3.4390
2016-12-05,-3.6212
2016-12-02,-1.9196
2016-12-01,-1.5958
2016-11-30,-5.8281
2016-11-29,-1.1119
2016-11-28,-2.3426
2016-11-25,-1.5942
2016-11-23,-2.0926
2016-11-22,-1.1307
2016-11-21,-6.0899
2016-11-18,-7.4189
2016-11-17,-9.4423
2016-11-16,-7.2404
2016-11-15,-3.9277
2016-11-14,-0.1984
2016-11-11,-1.6512
2016-11-10,-3.3225
2016-11-09,-1.6460
2016-11-08,-6.4210
2016-11-07,-6.9888
2016-11-04,-14.6109
2016-11-03,-13.5626
2016-11-02,-11.9683
2016-11-01,-8.3429
2016-10-31,-8.2992
2016-10-28,-7.0325
2016-10-27,-6.3773
2016-10-26,-1.4208
2016-10-25,-1.0262
2016-10-24,-3.7203
2016-10-21,-7.0780
2016-10-20,-6.5235
2016-10-19,-5.6256
2016-10-18,-8.4776
2016-10-17,-11.3825
2016-10-14,-20.9438
2016-10-13,-24.8061
2016-10-12,-25.3084
2016-10-11,-23.9843
2016-10-10,-19.1901
2016-10-07,-23.7332
2016-10-06,-22.4319
2016-10-05,-21.8840
2016-10-04,-27.3858
2016-10-03,-29.8967
2016-09-30,-31.3015
2016-09-29,-32.8600
2016-09-28,-30.2259
2016-09-27,-32.2234
2016-09-26,-33.8697
2016-09-23,-31.2137
2016-09-22,-31.0161
2016-09-21,-33.8916
2016-09-20,-39.9718
2016-09-19,-40.6522
2016-09-16,-42.3643
2016-09-15,-40.0157
2016-09-14,-40.2352
2016-09-13,-37.8426
2016-09-12,-34.8574
2016-09-09,-38.3475
2016-09-08,-28.7553
2016-09-07,-30.4933
2016-09-06,-29.7377
2016-09-02,-33.6882
2016-09-01,-36.4083
2016-08-31,-37.3797
2016-08-30,-34.4438
2016-08-29,-29.9320
2016-08-26,-31.3784
2016-08-25,-29.7593
2016-08-24,-29.0901
2016-08-23,-27.2551
2016-08-22,-25.4202
2016-08-19,-26.6075
2016-08-18,-25.3986
2016-08-17,-26.0031
2016-08-16,-25.3986
2016-08-15,-26.1326
2016-08-12,-29.5002
2016-08-11,-29.7161
2016-08-10,-31.2704
2016-08-09,-32.8548
2016-08-08,-33.7969
2016-08-05,-34.7818
2016-08-04,-35.8952
2016-08-03,-34.4821
2016-08-02,-35.0602
2016-08-01,-31.6130
2016-07-29,-30.6495
2016-07-28,-32.0412
2016-07-27,-25.7249
2016-07-26,-28.1016
2016-07-25,-32.1911
2016-07-22,-31.0563
2016-07-21,-30.9278
2016-07-20,-28.3799
2016-07-19,-28.5084
2016-07-18,-31.1420
2016-07-15,-33.3687
2016-07-14,-35.1672
2016-07-13,-38.2504
2016-07-12,-36.7517
2016-07-11,-34.1181
2016-07-08,-38.2933
2016-07-07,-44.5453
2016-07-06,-44.9949
2016-07-05,-44.9735
2016-07-01,-39.1497
2016-06-30,-38.7643
2016-06-29,-44.9307
2016-06-28,-51.5682
2016-06-27,-54.1161
2016-06-24,-45.9370
2016-06-23,-30.8850
2016-06-22,-34.6962
2016-06-21,-35.2315
2016-06-20,-32.5979
2016-06-17,-38.8714
2016-06-16,-39.8349
2016-06-15,-38.1434
2016-06-14,-37.4154
2016-06-13,-38.6573
2016-06-10,-36.0451
2016-06-09,-31.8485
2016-06-08,-32.0626
2016-06-07,-34.3536
2016-06-06,-34.4179
2016-06-03,-44.0957
2016-06-02,-45.2305
2016-06-01,-46.1726
2016-05-31,-46.7292
2016-05-27,-40.1560
2016-05-26,-39.9633
2016-05-25,-40.9268
2016-05-24,-43.8387
2016-05-23,-43.6675
2016-05-20,-44.0743
2016-05-19,-42.5969
2016-05-18,-36.3663
2016-05-17,-33.0047
2016-05-16,-29.6218
2016-05-13,-33.9468
2016-05-12,-29.0223
2016-05-11,-32.0626
2016-05-10,-30.7035
2016-05-09,-36.2888
2016-05-06,-33.8253
2016-05-05,-36.3313
2016-05-04,-38.8585
2016-05-03,-35.4606
2016-05-02,-32.2325
2016-04-29,-30.5548
2016-04-28,-30.5548
2016-04-27,-25.7128
2016-04-26,-33.8678
2016-04-25,-39.1558
2016-04-22,-38.5187
2016-04-21,-39.1770
2016-04-20,-39.5381
2016-04-19,-35.0571
2016-04-18,-36.5649
2016-04-15,-38.3488
2016-04-14,-38.9434
2016-04-13,-38.3276
2016-04-12,-41.8742
2016-04-11,-45.1871
2016-04-08,-45.2509
2016-04-07,-47.1197
2016-04-06,-45.1447
2016-04-05,-47.0560
2016-04-04,-48.5214
2016-04-01,-47.2047
2016-03-31,-47.2471
2016-03-30,-43.7643
2016-03-29,-38.8797
2016-03-28,-38.0090
2016-03-24,-36.2463
2016-03-23,-34.6748
2016-03-22,-29.8752
2016-03-21,-28.3037
2016-03-18,-32.3387
2016-03-17,-39.2620
2016-03-16,-45.9092
2016-03-15,-48.4789
2016-03-14,-48.5214
2016-03-11,-52.1529
2016-03-10,-55.7420
2016-03-09,-55.9119
2016-03-08,-56.9949
2016-03-07,-55.8269
2016-03-04,-59.7133
2016-03-03,-62.8139
2016-03-02,-62.7290
2016-03-01,-62.0706
2016-02-29,-65.8508
2016-02-26,-65.8933
2016-02-25,-68.7390
2016-02-24,-71.3512
2016-02-23,-68.5691
2016-02-22,-67.5285
2016-02-19,-72.2644
2016-02-18,-67.1463
2016-02-17,-69.7584
2016-02-16,-77.7011
2016-02-12,-86.1322
2016-02-11,-86.5357
2016-02-10,-91.6655
2016-02-09,-87.7095
2016-02-08,-86.0773
2016-02-05,-77.5291
2016-02-04,-74.6243
2016-02-03,-79.7920
2016-02-02,-91.6187
2016-02-01,-80.6348
2016-01-29,-84.5227
2016-01-28,-90.3585
2016-01-27,-94.2176
2016-01-26,-64.4366
2016-01-25,-74.9174
2016-01-22,-73.3453
2016-01-21,-76.5157
2016-01-20,-79.8172
2016-01-19,-69.5460
2016-01-15,-70.6727
2016-01-14,-61.3185
2016-01-13,-64.1483
2016-01-12,-54.1915
2016-01-11,-58.6721
2016-01-08,-59.2485
2016-01-07,-51.3355
2016-01-06,-36.0859
2016-01-05,-30.2166
2016-01-04,-31.7101
2015-12-31,-20.9934
2015-12-30,-17.2671
2015-12-29,-14.8347
2015-12-28,-22.1059
2015-12-24,-24.7194
2015-12-23,-23.3480
2015-12-22,-27.6951
2015-12-21,-31.5248
2015-12-18,-34.9404
2015-12-17,-19.4665
2015-12-16,-12.8681
2015-12-15,-16.9566
2015-12-14,-27.7781
2015-12-11,-23.6819
2015-12-10,-19.1558
2015-12-09,-24.6427
2015-12-08,-22.7463
2015-12-07,-13.9976
2015-12-04,-13.8711
2015-12-03,-24.8838
2015-12-02,-21.5049
2015-12-01,-19.6223
2015-11-30,-25.1493
2015-11-27,-21.5290
2015-11-25,-20.3705
2015-11-24,-17.4260
2015-11-23,-18.1742
2015-11-20,-15.6158
2015-11-19,-16.0020
2015-11-18,-18.3190
2015-11-17,-23.6288
2015-11-16,-27.6353
2015-11-13,-32.0521
2015-11-12,-32.1727
2015-11-11,-26.2595
2015-11-10,-25.8734
2015-11-09,-23.8701
2015-11-06,-19.1396
2015-11-05,-19.0672
2015-11-04,-18.5362
2015-11-03,-20.9590
2015-11-02,-20.2154
2015-10-30,-21.0070
2015-10-29,-23.1419
2015-10-28,-21.4627
2015-10-27,-20.0714
2015-10-26,-24.2933
2015-10-23,-24.2933
2015-10-22,-25.2289
2015-10-21,-37.5108
2015-10-20,-43.0521
2015-10-19,-44.1555
2015-10-16,-46.1226
2015-10-15,-46.6263
2015-10-14,-54.2306
2015-10-13,-39.6698
2015-10-12,-38.7342
2015-10-09,-41.0851
2015-10-08,-42.6683
2015-10-07,-47.5139
2015-10-06,-53.2471
2015-10-05,-54.7103
2015-10-02,-58.2126
2015-10-01,-62.8903
2015-09-30,-62.0747
2015-09-29,-67.3521
2015-09-28,-68.8394
2015-09-25,-61.9308
2015-09-24,-64.9533
2015-09-23,-60.3476
2015-09-22,-54.7823
2015-09-21,-49.9127
2015-09-18,-49.7448
2015-09-17,-46.4824
2015-09-16,-47.0821
2015-09-15,-49.2410
2015-09-14,-53.7268
2015-09-11,-53.1511
2015-09-10,-55.8378
2015-09-09,-57.9967
2015-09-08,-55.1901
2015-09-04,-64.9293
2015-09-03,-61.9068
2015-09-02,-62.8423
2015-09-01,-70.4946
2015-08-31,-62.7224
2015-08-28,-56.5814
2015-08-27,-59.8678
2015-08-26,-65.9368
2015-08-25,-75.1722
2015-08-24,-71.0943
2015-08-21,-65.2469
2015-08-20,-51.4531
2015-08-19,-36.6463
2015-08-18,-31.7626
2015-08-17,-32.1782
2015-08-14,-30.4897
2015-08-13,-31.2171
2015-08-12,-37.3725
2015-08-11,-33.1673
2015-08-10,-28.3254
2015-08-07,-37.2100
2015-08-06,-33.5942
2015-08-05,-30.6757
2015-08-04,-36.6302
2015-08-03,-33.9605
2015-07-31,-31.2776
2015-07-30,-33.9372
2015-07-29,-31.3464
2015-07-28,-36.6885
2015-07-27,-38.4769
2015-07-24,-31.5298
2015-07-23,-26.8296
2015-07-22,-26.0042
2015-07-21,-29.3746
2015-07-20,-25.4310
2015-07-17,-25.1559
2015-07-16,-21.3728
2015-07-15,-25.0412
2015-07-14,-23.0694
2015-07-13,-25.6603
2015-07-10,-30.5668
2015-07-09,-34.4187
2015-07-08,-36.4363
2015-07-07,-33.6162
2015-07-06,-39.6462
2015-07-02,-40.3570
2015-07-01,-39.1647
2015-06-30,-43.7732
2015-06-29,-43.7503
2015-06-26,-35.1524
2015-06-25,-35.2211
2015-06-24,-33.9601
2015-06-23,-30.6814
2015-06-22,-27.7696
2015-06-19,-29.0765
2015-06-18,-28.5033
2015-06-17,-32.9742
2015-06-16,-35.4734
2015-06-15,-35.5880
2015-06-12,-34.4187
2015-06-11,-34.0518
2015-06-10,-37.1242
2015-06-09,-40.6092
2015-06-08,-39.3711
2015-06-05,-39.1647
2015-06-04,-38.1100
2015-06-03,-32.1030
2015-06-02,-33.3869
2015-06-01,-37.9725
2015-05-29,-39.6462
2015-05-28,-35.4963
2015-05-27,-33.9601
2015-05-26,-34.4187
2015-05-22,-29.8102
2015-05-21,-23.9865
2015-05-20,-26.1188
2015-05-19,-24.6744
2015-05-18,-25.4539
2015-05-15,-25.0641
2015-05-14,-22.5879
2015-05-13,-27.9530
2015-05-12,-28.3887
2015-05-11,-27.3340
2015-05-08,-28.3199
2015-05-07,-37.4222
2015-05-06,-38.4540
2015-05-05,-36.2670
2015-05-04,-33.7383
2015-05-01,-32.2576
2015-04-30,-35.2874
2015-04-29,-28.8860
2015-04-28,-25.7878
2015-04-27,-25.1272
2015-04-24,-23.7604
2015-04-23,-20.4116
2015-04-22,-17.4045
2015-04-21,-12.5294
2015-04-20,-14.0330
2015-04-17,-21.0267
2015-04-16,-15.6276
2015-04-15,-14.5797
2015-04-14,-12.8028
2015-04-13,-12.7345
2015-04-10,-10.1374
2015-04-09,-12.3244
2015-04-08,-12.4611
2015-04-07,-14.8303
2015-04-06,-17.9968
2015-04-02,-21.7556
2015-04-01,-23.2136
2015-03-31,-19.9332
2015-03-30,-13.9646
2015-03-27,-22.7352
2015-03-26,-24.2843
2015-03-25,-24.1476
2015-03-24,-16.3566
2015-03-23,-13.7140
2015-03-20,-9.8641
2015-03-19,-10.7525
2015-03-18,-7.0620
2015-03-17,-9.8413
2015-03-16,-11.7549
2015-03-13,-16.5388
2015-03-12,-15.4682
2015-03-11,-17.4501
2015-03-10,-14.6025
2015-03-09,-9.2946
2015-03-06,-13.0078
2015-03-05,-9.9324
2015-03-04,-10.2058
2015-03-03,-7.4265
2015-03-02,-11.4587
2015-02-27,-18.1791
2015-02-26,-16.1744
2015-02-25,-13.2584
2015-02-24,-10.1374
2015-02-23,-9.3173
2015-02-20,-1.1846
2015-02-19,-1.2466
2015-02-18,-1.2266
2015-02-17,-0.1142
2015-02-13,-0.3154
2015-02-12,-1.4270
2015-02-11,-1.3753
2015-02-10,-2.5564
2015-02-09,-3.9399
2015-02-06,-2.6767
2015-02-05,-0.8125
2015-02-04,-3.5726
2015-02-03,-2.7906
2015-02-02,-6.1025
2015-01-30,-8.8318
2015-01-29,-1.4413
2015-01-28,-8.5541
2015-01-27,-20.1824
2015-01-26,-12.6459
2015-01-23,-10.0390
2015-01-22,-5.2043
2015-01-21,-20.5142
2015-01-20,-26.1546
2015-01-16,-28.2402
2015-01-15,-31.2737
2015-01-14,-30.1361
2015-01-13,-26.3916
2015-01-12,-27.8136
2015-01-09,-24.6379
2015-01-08,-23.4055
2015-01-07,-34.2598
2015-01-06,-43.6448
2015-01-05,-36.4402
2015-01-02,-32.1743
