Dates,HT_DCPHASE Values
2014-05-28,227.2737
2014-05-27,231.8507
2014-05-23,238.8265
2014-05-22,230.0200
2014-05-21,224.3936
2014-05-20,216.6811
2014-05-19,203.5099
2014-05-16,196.4295
2014-05-15,182.9655
2014-05-14,171.3595
2014-05-13,164.0364
2014-05-12,162.7295
2014-05-09,164.8040
2014-05-08,177.3674
2014-05-07,209.6786
2014-05-06,229.0109
2014-05-05,223.2014
2014-05-02,213.7202
2014-05-01,198.7330
2014-04-30,171.7668
2014-04-29,150.5807
2014-04-28,119.8849
2014-04-25,94.0130
2014-04-24,58.2418
2014-04-23,-27.4724
2014-04-22,276.8145
2014-04-21,252.5482
2014-04-17,241.3294
2014-04-16,229.6445
2014-04-15,216.7490
2014-04-14,190.3645
2014-04-11,165.9668
2014-04-10,142.4938
2014-04-09,134.6359
2014-04-08,138.3323
2014-04-07,129.1556
2014-04-04,120.1622
2014-04-03,101.7478
2014-04-02,91.5325
2014-04-01,73.4230
2014-03-31,58.6084
2014-03-28,47.7370
2014-03-27,38.4082
2014-03-26,34.5327
2014-03-25,23.5279
2014-03-24,11.9398
2014-03-21,-6.2667
2014-03-20,-16.3313
2014-03-19,-25.4521
2014-03-18,-34.5884
2014-03-17,-43.2469
2014-03-14,309.9375
2014-03-13,-30.9814
2014-03-12,7.9694
2014-03-11,23.8448
2014-03-10,8.0667
2014-03-07,-44.4831
2014-03-06,282.9277
2014-03-05,255.7109
2014-03-04,244.1593
2014-03-03,231.7115
2014-02-28,215.3542
2014-02-27,173.9416
2014-02-26,143.9665
2014-02-25,118.7815
2014-02-24,88.1010
2014-02-21,74.1341
2014-02-20,54.3339
2014-02-19,42.7724
2014-02-18,27.1121
2014-02-14,16.8403
2014-02-13,3.7151
2014-02-12,-6.2722
2014-02-11,-20.1450
2014-02-10,-30.4068
2014-02-07,-39.9508
2014-02-06,314.3043
2014-02-05,304.8476
2014-02-04,298.8809
2014-02-03,292.3772
2014-01-31,284.1908
2014-01-30,273.4368
2014-01-29,246.4275
2014-01-28,225.2938
2014-01-27,207.2009
2014-01-24,194.9770
2014-01-23,188.1546
2014-01-22,186.5453
2014-01-21,187.5925
2014-01-17,183.3069
2014-01-16,178.8105
2014-01-15,175.7966
2014-01-14,174.2713
2014-01-13,173.8232
2014-01-10,175.7266
2014-01-09,180.4004
2014-01-08,186.8327
2014-01-07,190.5646
2014-01-06,191.4453
2014-01-03,180.6148
2014-01-02,171.1982
2013-12-31,160.0130
2013-12-30,146.1005
2013-12-27,135.7079
2013-12-26,126.5971
2013-12-24,120.7473
2013-12-23,106.4993
2013-12-20,84.2360
2013-12-19,67.3291
2013-12-18,34.2349
2013-12-17,6.5654
2013-12-16,-18.3814
2013-12-13,310.2827
2013-12-12,285.6690
2013-12-11,264.3522
2013-12-10,249.4530
2013-12-09,237.0826
2013-12-06,229.1555
2013-12-05,226.6613
2013-12-04,221.7879
2013-12-03,217.5462
2013-12-02,214.4316
2013-11-29,213.2776
2013-11-27,211.8481
2013-11-26,208.1275
2013-11-25,205.5125
2013-11-22,200.3749
2013-11-21,194.6912
2013-11-20,188.0714
2013-11-19,181.7211
2013-11-18,181.0041
2013-11-15,183.0697
2013-11-14,181.8758
2013-11-13,177.1844
2013-11-12,172.0691
2013-11-11,167.1790
2013-11-08,164.8348
2013-11-07,165.1566
2013-11-06,162.9255
2013-11-05,160.7380
2013-11-04,158.5433
2013-11-01,159.7255
2013-10-31,160.9267
2013-10-30,161.2510
2013-10-29,154.5756
2013-10-28,151.2143
2013-10-25,139.5783
2013-10-24,128.5892
2013-10-23,116.9600
2013-10-22,105.1813
2013-10-21,87.8936
2013-10-18,285.2076
2013-10-17,259.5958
2013-10-16,247.4907
2013-10-15,241.6072
2013-10-14,235.5316
2013-10-11,229.7294
2013-10-10,227.3369
2013-10-09,224.5944
2013-10-08,221.0115
2013-10-07,217.2105
2013-10-04,210.3112
2013-10-03,203.7614
2013-10-02,199.7786
2013-10-01,196.6024
2013-09-30,193.6000
2013-09-27,190.5050
2013-09-26,187.7237
2013-09-25,185.1052
2013-09-24,181.5162
2013-09-23,175.8179
2013-09-20,169.7812
2013-09-19,166.5165
2013-09-18,167.0895
2013-09-17,167.3816
2013-09-16,170.5213
2013-09-13,166.9273
2013-09-12,158.7523
2013-09-11,149.3168
2013-09-10,139.9730
2013-09-09,134.0024
2013-09-06,140.0108
2013-09-05,205.9568
2013-09-04,229.5671
2013-09-03,202.3086
2013-08-30,155.0103
2013-08-29,141.6484
2013-08-28,105.0500
2013-08-27,83.6003
2013-08-26,66.0751
2013-08-23,47.6910
2013-08-22,31.0998
2013-08-21,14.2139
2013-08-20,-18.5627
2013-08-19,-39.8584
2013-08-16,292.1983
2013-08-15,268.5097
2013-08-14,200.3191
2013-08-13,145.6506
2013-08-12,118.1720
2013-08-09,86.3286
2013-08-08,296.1911
2013-08-07,252.8470
2013-08-06,241.4918
2013-08-05,235.4440
2013-08-02,229.9309
2013-08-01,222.2243
2013-07-31,215.5359
2013-07-30,205.5070
2013-07-29,199.1444
2013-07-26,192.9193
2013-07-25,192.7754
2013-07-24,198.6961
2013-07-23,205.0351
2013-07-22,207.5913
2013-07-19,203.6611
2013-07-18,196.2156
2013-07-17,184.6171
2013-07-16,162.3649
2013-07-15,149.8858
2013-07-12,133.4777
2013-07-11,115.6577
2013-07-10,111.2325
2013-07-09,133.1910
2013-07-08,233.4346
2013-07-05,239.1231
2013-07-03,232.8015
2013-07-02,231.1859
2013-07-01,229.1362
2013-06-28,229.9643
2013-06-27,224.4320
2013-06-26,216.3131
2013-06-25,210.7729
2013-06-24,207.0805
2013-06-21,203.7655
2013-06-20,201.3068
2013-06-19,201.2260
2013-06-18,201.6133
2013-06-17,202.5499
2013-06-14,201.4685
2013-06-13,197.7470
2013-06-12,196.5608
2013-06-11,196.6282
2013-06-10,196.4667
2013-06-07,196.0915
2013-06-06,195.8982
2013-06-05,193.9863
2013-06-04,192.3788
2013-06-03,191.6178
2013-05-31,190.8676
2013-05-30,189.8480
2013-05-29,189.0463
2013-05-28,187.6707
2013-05-24,189.0751
2013-05-23,190.3075
2013-05-22,190.2515
2013-05-21,189.6050
2013-05-20,192.0390
2013-05-17,194.9705
2013-05-16,197.8925
2013-05-15,199.5165
2013-05-14,202.3602
2013-05-13,202.7817
2013-05-10,202.1103
2013-05-09,198.5865
2013-05-08,193.1453
2013-05-07,179.1315
2013-05-06,170.9247
2013-05-03,161.4774
2013-05-02,159.5891
2013-05-01,165.9355
2013-04-30,169.4855
2013-04-29,169.0896
2013-04-26,174.1168
2013-04-25,176.7618
2013-04-24,174.3862
2013-04-23,172.5050
2013-04-22,186.4641
2013-04-19,204.9056
2013-04-18,219.2433
2013-04-17,218.6813
2013-04-16,217.5605
2013-04-15,216.5870
2013-04-12,215.2253
2013-04-11,218.6349
2013-04-10,222.2466
2013-04-09,222.7964
2013-04-08,222.2976
2013-04-05,217.7933
2013-04-04,209.2726
2013-04-03,201.4087
2013-04-02,196.0791
2013-04-01,191.0465
2013-03-28,186.5313
2013-03-27,182.0813
2013-03-26,177.2300
2013-03-25,171.8857
2013-03-22,168.5983
2013-03-21,165.6378
2013-03-20,165.4304
2013-03-19,165.8561
2013-03-18,166.0743
2013-03-15,166.2733
2013-03-14,166.9358
2013-03-13,166.4519
2013-03-12,167.1041
2013-03-11,168.1684
2013-03-08,170.0424
2013-03-07,167.2910
2013-03-06,162.3233
2013-03-05,142.5977
2013-03-04,127.0593
2013-03-01,106.2035
2013-02-28,80.7040
2013-02-27,276.9247
2013-02-26,250.8484
2013-02-25,228.8304
2013-02-22,218.8012
2013-02-21,205.1965
2013-02-20,191.6697
2013-02-19,164.9484
2013-02-15,143.8557
2013-02-14,125.8396
2013-02-13,109.9878
2013-02-12,109.7547
2013-02-11,101.2207
2013-02-08,91.2363
2013-02-07,79.2119
2013-02-06,57.5361
2013-02-05,45.1575
2013-02-04,31.4630
2013-02-01,24.7320
2013-01-31,13.8448
2013-01-30,6.0406
2013-01-29,6.5527
2013-01-28,3.7132
2013-01-25,-7.0652
2013-01-24,-35.4722
2013-01-23,304.1955
2013-01-22,289.0952
2013-01-18,270.0406
2013-01-17,248.3556
2013-01-16,232.3994
2013-01-15,216.4421
2013-01-14,218.3097
2013-01-11,218.0572
2013-01-10,207.3102
2013-01-09,211.1615
2013-01-08,205.8601
2013-01-07,191.5107
2013-01-04,178.3221
2013-01-03,189.4054
2013-01-02,198.9053
2012-12-31,199.7972
2012-12-28,191.4832
2012-12-27,184.9610
2012-12-26,183.5127
2012-12-24,187.5523
2012-12-21,195.4431
2012-12-20,198.3719
2012-12-19,196.0854
2012-12-18,187.7281
2012-12-17,180.5448
2012-12-14,176.8697
2012-12-13,162.2385
2012-12-12,190.3314
2012-12-11,231.7745
2012-12-10,239.2740
2012-12-07,233.5895
2012-12-06,220.5046
2012-12-05,190.4892
2012-12-04,173.9234
2012-12-03,162.0894
2012-11-30,165.2292
2012-11-29,168.9259
2012-11-28,185.4768
2012-11-27,204.7649
2012-11-26,213.6505
2012-11-23,212.4252
2012-11-21,187.7582
2012-11-20,166.6357
2012-11-19,140.8074
2012-11-16,102.4663
2012-11-15,84.0736
2012-11-14,66.0666
2012-11-13,34.4365
2012-11-12,6.2725
2012-11-09,-34.1141
2012-11-08,295.0181
2012-11-07,277.7353
2012-11-06,254.6809
2012-11-05,234.8220
2012-11-02,220.4690
2012-11-01,202.2023
2012-10-31,186.5856
2012-10-26,172.1647
2012-10-25,161.8360
2012-10-24,152.2193
2012-10-23,138.4693
2012-10-22,128.6978
2012-10-19,119.2868
2012-10-18,114.3573
2012-10-17,108.5911
2012-10-16,102.1894
2012-10-15,95.5876
2012-10-12,96.4210
2012-10-11,89.1783
2012-10-10,81.8393
2012-10-09,67.1453
2012-10-08,59.1212
2012-10-05,48.5941
2012-10-04,43.0847
2012-10-03,39.1697
2012-10-02,36.9457
2012-10-01,34.3457
2012-09-28,26.2592
2012-09-27,14.4121
2012-09-26,-0.3566
2012-09-25,-14.1163
2012-09-24,-32.8012
2012-09-21,307.7627
2012-09-20,292.9642
2012-09-19,276.0312
2012-09-18,217.4070
2012-09-17,111.0808
2012-09-14,110.7519
2012-09-13,90.8935
2012-09-12,88.3128
2012-09-11,72.9490
2012-09-10,57.8996
2012-09-07,50.3481
2012-09-06,32.6809
2012-09-05,23.9941
2012-09-04,13.0876
2012-08-31,8.6609
2012-08-30,2.2288
2012-08-29,-5.4831
2012-08-28,-18.6709
2012-08-27,-29.5899
2012-08-24,-36.4981
2012-08-23,311.2684
2012-08-22,284.3825
2012-08-21,260.4053
2012-08-20,222.4992
2012-08-17,190.4377
2012-08-16,152.8186
2012-08-15,121.2387
2012-08-14,80.9711
2012-08-13,45.9939
2012-08-10,12.6569
2012-08-09,-10.3450
2012-08-08,-37.3628
2012-08-07,297.2052
2012-08-06,271.7778
2012-08-03,242.8240
2012-08-02,210.0726
2012-08-01,185.4192
2012-07-31,182.0213
2012-07-30,199.2322
2012-07-27,192.1564
2012-07-26,175.3964
2012-07-25,126.1633
2012-07-24,100.4751
2012-07-23,76.4383
2012-07-20,43.0720
2012-07-19,306.6903
2012-07-18,278.6775
2012-07-17,258.5750
2012-07-16,228.0565
2012-07-13,206.6224
2012-07-12,181.4649
2012-07-11,161.9928
2012-07-10,145.9389
2012-07-09,134.6146
2012-07-06,128.0676
2012-07-05,148.6737
2012-07-03,248.3504
2012-07-02,253.3095
2012-06-29,248.0970
2012-06-28,246.1756
2012-06-27,234.8343
2012-06-26,222.7957
2012-06-25,208.6061
2012-06-22,183.9092
2012-06-21,167.5761
2012-06-20,140.3485
2012-06-19,122.8203
2012-06-18,96.8937
2012-06-15,71.8258
2012-06-14,55.3395
2012-06-13,39.2779
2012-06-12,28.9464
2012-06-11,22.4978
2012-06-08,18.3286
2012-06-07,12.9312
2012-06-06,5.8118
2012-06-05,-5.5136
2012-06-04,-11.8316
2012-06-01,-5.9805
2012-05-31,-6.2593
2012-05-30,-0.1994
2012-05-29,-2.0988
2012-05-25,-13.2555
2012-05-24,-7.9677
2012-05-23,-12.3922
2012-05-22,-17.2093
2012-05-21,-31.6319
2012-05-18,313.7082
2012-05-17,298.7536
2012-05-16,281.4052
2012-05-15,263.1040
2012-05-14,245.1005
2012-05-11,228.9300
2012-05-10,211.1783
2012-05-09,200.7192
2012-05-08,190.8097
2012-05-07,179.9351
2012-05-04,179.1328
2012-05-03,174.3444
2012-05-02,170.5246
2012-05-01,167.2465
2012-04-30,160.5936
2012-04-27,150.9181
2012-04-26,124.8431
2012-04-25,105.2404
2012-04-24,83.5479
2012-04-23,66.1686
2012-04-20,51.0407
2012-04-19,35.3842
2012-04-18,19.7821
2012-04-17,2.8785
2012-04-16,-7.8584
2012-04-13,-17.6972
2012-04-12,-31.0666
2012-04-11,-39.7521
2012-04-10,-24.1880
2012-04-09,14.8148
2012-04-05,30.0238
2012-04-04,16.1563
2012-04-03,-43.3982
2012-04-02,288.8691
2012-03-30,267.8363
2012-03-29,249.2835
2012-03-28,217.4614
2012-03-27,193.8663
2012-03-26,170.0364
2012-03-23,131.0075
2012-03-22,108.5546
2012-03-21,89.6177
2012-03-20,71.7828
2012-03-19,54.3297
2012-03-16,36.2901
2012-03-15,25.2675
2012-03-14,7.7122
2012-03-13,-1.6427
2012-03-12,-14.7825
2012-03-09,-27.4717
2012-03-08,-40.1654
2012-03-07,305.1235
2012-03-06,289.3242
2012-03-05,266.6969
2012-03-02,236.2952
2012-03-01,211.0758
2012-02-29,200.8072
2012-02-28,200.8104
2012-02-27,210.9618
2012-02-24,194.6142
2012-02-23,177.7180
2012-02-22,162.3550
2012-02-21,153.2206
2012-02-17,147.6003
2012-02-16,159.2413
2012-02-15,200.9913
2012-02-14,216.2786
2012-02-13,221.8028
2012-02-10,225.1692
2012-02-09,227.0490
2012-02-08,221.4574
2012-02-07,222.5333
2012-02-06,227.8529
2012-02-03,228.5195
2012-02-02,227.5657
2012-02-01,223.0825
2012-01-31,216.7489
2012-01-30,207.6858
2012-01-27,196.5701
2012-01-26,191.3251
2012-01-25,188.4169
2012-01-24,180.7751
2012-01-23,174.1425
2012-01-20,172.5145
2012-01-19,181.4944
2012-01-18,201.1078
2012-01-17,203.3759
2012-01-13,223.0190
2012-01-12,227.0792
2012-01-11,226.3789
2012-01-10,221.0408
2012-01-09,219.8419
2012-01-06,209.5385
2012-01-05,198.2982
2012-01-04,183.3588
2012-01-03,173.8563
2011-12-30,167.1718
2011-12-29,155.1891
2011-12-28,144.1979
2011-12-27,136.2716
2011-12-23,127.6613
2011-12-22,157.0829
2011-12-21,260.1941
2011-12-20,263.8576
2011-12-19,255.2925
2011-12-16,251.6295
2011-12-15,241.2788
2011-12-14,230.3692
2011-12-13,225.0990
2011-12-12,202.5380
2011-12-09,186.1204
2011-12-08,168.3492
2011-12-07,149.1663
2011-12-06,128.2054
2011-12-05,104.4306
2011-12-02,75.3568
2011-12-01,36.2426
2011-11-30,-5.7933
2011-11-29,-34.8599
2011-11-28,304.1564
2011-11-25,280.5979
2011-11-23,251.5174
2011-11-22,222.9399
2011-11-21,206.1585
2011-11-18,190.0850
2011-11-17,150.4086
2011-11-16,129.8772
2011-11-15,112.9277
2011-11-14,87.1410
2011-11-11,292.1836
2011-11-10,269.6333
2011-11-09,271.3771
2011-11-08,255.9354
2011-11-07,242.4291
2011-11-04,227.2272
2011-11-03,210.6210
2011-11-02,181.4173
2011-11-01,160.2356
2011-10-31,143.1160
2011-10-28,133.5844
2011-10-27,145.9228
2011-10-26,239.9279
2011-10-25,250.0672
2011-10-24,241.5864
2011-10-21,229.7021
2011-10-20,211.8676
2011-10-19,189.4308
2011-10-18,169.1376
2011-10-17,150.2584
2011-10-14,133.1843
2011-10-13,117.3221
2011-10-12,94.9433
2011-10-11,67.2520
2011-10-10,49.4756
2011-10-07,40.4472
2011-10-06,38.1119
2011-10-05,32.6443
2011-10-04,25.9755
2011-10-03,17.0832
2011-09-30,5.1181
2011-09-29,-15.9907
2011-09-28,-29.5315
2011-09-27,-41.9714
2011-09-26,-42.6804
2011-09-23,39.2929
2011-09-22,52.2736
2011-09-21,42.3647
2011-09-20,14.8470
2011-09-19,307.7229
2011-09-16,281.8346
2011-09-15,263.6325
2011-09-14,237.3767
2011-09-13,218.9278
2011-09-12,200.5649
2011-09-09,180.7712
2011-09-08,169.4848
2011-09-07,156.8607
2011-09-06,137.2198
2011-09-02,119.2234
2011-09-01,101.8804
2011-08-31,86.0494
2011-08-30,71.9213
2011-08-29,59.7368
2011-08-26,44.8848
2011-08-25,36.6533
2011-08-24,30.0905
2011-08-23,27.4626
2011-08-22,22.5860
2011-08-19,17.1478
2011-08-18,10.2685
2011-08-17,6.0864
2011-08-16,0.6347
2011-08-15,-4.8133
2011-08-12,-6.5499
2011-08-11,-11.1091
2011-08-10,-14.2873
2011-08-09,-20.2092
2011-08-08,-28.7521
2011-08-05,-35.5350
2011-08-04,-42.3377
2011-08-03,312.5913
2011-08-02,311.8461
2011-08-01,35.8983
2011-07-29,74.3471
2011-07-28,82.6212
2011-07-27,71.9186
2011-07-26,48.7458
2011-07-25,33.4852
2011-07-22,14.5788
2011-07-21,-7.6775
2011-07-20,-30.8790
2011-07-19,306.2899
2011-07-18,273.0119
2011-07-15,247.5028
2011-07-14,218.3518
2011-07-13,170.1046
2011-07-12,142.6929
2011-07-11,119.6802
2011-07-08,90.9229
2011-07-07,59.8766
2011-07-06,35.6172
2011-07-05,15.2349
2011-07-01,8.4299
2011-06-30,13.9458
2011-06-29,19.5014
2011-06-28,18.8319
2011-06-27,15.6139
2011-06-24,16.3088
2011-06-23,14.5651
2011-06-22,13.4852
2011-06-21,13.3824
2011-06-20,8.2836
2011-06-17,-0.2296
2011-06-16,-6.0353
2011-06-15,-22.7687
2011-06-14,-38.5805
2011-06-13,311.8144
2011-06-10,309.4124
2011-06-09,314.9343
2011-06-08,-38.6520
2011-06-07,-40.2016
2011-06-06,307.8651
2011-06-03,295.0678
2011-06-02,281.9226
2011-06-01,263.0547
2011-05-31,247.9834
2011-05-27,239.5429
2011-05-26,230.8667
2011-05-25,227.0157
2011-05-24,227.9149
2011-05-23,228.2157
2011-05-20,224.2577
2011-05-19,216.0349
2011-05-18,207.0149
2011-05-17,197.6727
2011-05-16,189.2003
2011-05-13,185.7662
2011-05-12,182.9669
2011-05-11,180.0324
2011-05-10,172.8516
2011-05-09,173.7651
2011-05-06,169.8493
2011-05-05,160.6195
2011-05-04,150.8912
2011-05-03,141.2692
2011-05-02,128.1973
2011-04-29,117.7513
2011-04-28,104.7312
2011-04-27,82.9985
2011-04-26,52.2438
2011-04-25,-3.8820
2011-04-21,-29.7215
2011-04-20,313.4963
2011-04-19,302.1367
2011-04-18,292.8456
2011-04-15,282.7498
2011-04-14,263.1245
2011-04-13,252.4500
2011-04-12,241.5823
2011-04-11,237.1453
2011-04-08,234.5604
2011-04-07,231.3076
2011-04-06,227.9191
2011-04-05,220.0857
2011-04-04,208.7907
2011-04-01,193.9569
2011-03-31,176.6244
2011-03-30,146.8976
2011-03-29,126.2258
2011-03-28,103.2072
2011-03-25,68.4113
2011-03-24,36.3401
2011-03-23,1.8187
2011-03-22,-26.0963
2011-03-21,314.5367
2011-03-18,295.2618
2011-03-17,279.0845
2011-03-16,95.2639
2011-03-15,86.7091
2011-03-14,73.6878
2011-03-11,60.7004
2011-03-10,46.5019
2011-03-09,27.5765
2011-03-08,8.0865
2011-03-07,-14.1468
2011-03-04,-35.5643
2011-03-03,302.8144
2011-03-02,283.2295
2011-03-01,265.3819
2011-02-28,242.6116
2011-02-25,219.0483
2011-02-24,200.4540
2011-02-23,173.3299
2011-02-22,152.1555
2011-02-18,145.4087
2011-02-17,157.2827
2011-02-16,198.3643
2011-02-15,221.2121
2011-02-14,221.0607
2011-02-11,214.8482
2011-02-10,208.2033
2011-02-09,202.7089
2011-02-08,197.3736
2011-02-07,191.5230
2011-02-04,187.1542
2011-02-03,185.2138
2011-02-02,179.6012
2011-02-01,173.1288
2011-01-31,166.4844
2011-01-28,166.3549
2011-01-27,166.5428
2011-01-26,167.0912
2011-01-25,169.8577
2011-01-24,170.3430
2011-01-21,168.9665
2011-01-20,167.0488
2011-01-19,163.5298
2011-01-18,162.0498
2011-01-14,158.2685
2011-01-13,158.5170
2011-01-12,157.9166
2011-01-11,155.9047
2011-01-10,153.5006
2011-01-07,152.1291
2011-01-06,151.4693
2011-01-05,148.5610
2011-01-04,138.3014
2011-01-03,119.9133
2010-12-31,98.5250
2010-12-30,80.2941
2010-12-29,53.6741
2010-12-28,33.5890
2010-12-27,11.0633
2010-12-23,-19.0954
2010-12-22,309.9685
2010-12-21,291.4941
2010-12-20,265.6690
2010-12-17,251.2370
2010-12-16,237.9793
2010-12-15,222.1305
2010-12-14,212.8277
2010-12-13,191.9420
2010-12-10,162.9643
2010-12-09,134.3123
2010-12-08,111.2691
2010-12-07,93.3635
2010-12-06,77.9593
2010-12-03,63.5183
2010-12-02,43.7622
2010-12-01,33.0963
2010-11-30,23.8826
2010-11-29,12.4196
2010-11-26,4.1601
2010-11-24,-6.5597
2010-11-23,-17.8747
2010-11-22,-26.3108
2010-11-19,-33.7487
2010-11-18,-40.7838
2010-11-17,310.3962
2010-11-16,302.9912
2010-11-15,294.5664
2010-11-12,277.8253
2010-11-11,253.8018
2010-11-10,236.7218
2010-11-09,228.4853
2010-11-08,218.9398
2010-11-05,212.2730
2010-11-04,206.4065
2010-11-03,199.2375
2010-11-02,191.0409
2010-11-01,181.3971
2010-10-29,175.9905
2010-10-28,173.0671
2010-10-27,171.9137
2010-10-26,170.1268
2010-10-25,169.4442
2010-10-22,167.7249
2010-10-21,164.5808
2010-10-20,163.3665
2010-10-19,165.0670
2010-10-18,165.0316
2010-10-15,165.6338
2010-10-14,166.7827
2010-10-13,169.2232
2010-10-12,168.5384
2010-10-11,167.3170
2010-10-08,166.0596
2010-10-07,164.5377
2010-10-06,162.4952
2010-10-05,155.4377
2010-10-04,147.3037
2010-10-01,129.4215
2010-09-30,116.4395
2010-09-29,99.3585
2010-09-28,10.2573
2010-09-27,288.1547
2010-09-24,255.7263
2010-09-23,247.4435
2010-09-22,236.0545
2010-09-21,205.1642
2010-09-20,156.7047
2010-09-17,130.5529
2010-09-16,97.8187
2010-09-15,82.9175
2010-09-14,65.5072
2010-09-13,54.1022
2010-09-10,42.4740
2010-09-09,34.7023
2010-09-08,22.9471
2010-09-07,18.0422
2010-09-03,8.8566
2010-09-02,-0.0880
2010-09-01,-6.8592
2010-08-31,-5.9768
2010-08-30,-8.1403
2010-08-27,-10.7826
2010-08-26,-17.1136
2010-08-25,-21.7473
2010-08-24,-28.2519
2010-08-23,-39.1367
2010-08-20,-44.6995
2010-08-19,307.9905
2010-08-18,289.4465
2010-08-17,279.6483
2010-08-16,262.4118
2010-08-13,251.4886
2010-08-12,239.9408
2010-08-11,227.4267
2010-08-10,221.2974
2010-08-09,216.3251
2010-08-06,209.5224
2010-08-05,199.2470
2010-08-04,188.7670
2010-08-03,178.5867
2010-08-02,167.7657
2010-07-30,156.3595
2010-07-29,148.2300
2010-07-28,145.8020
2010-07-27,153.2997
2010-07-26,168.2692
2010-07-23,162.6867
2010-07-22,104.1033
2010-07-21,73.1574
2010-07-20,61.6309
2010-07-19,44.7104
2010-07-16,34.7230
2010-07-15,23.4627
2010-07-14,-0.7226
2010-07-13,-18.9193
2010-07-12,-38.6377
2010-07-09,313.5707
2010-07-08,305.4698
2010-07-07,296.6420
2010-07-06,277.6398
2010-07-02,259.1501
2010-07-01,248.2262
2010-06-30,230.3070
2010-06-29,212.8481
2010-06-28,196.3432
2010-06-25,183.7061
2010-06-24,164.7429
2010-06-23,151.4451
2010-06-22,138.9205
2010-06-21,125.7192
2010-06-18,114.5861
2010-06-17,96.1354
2010-06-16,73.4909
2010-06-15,50.2941
2010-06-14,37.8696
2010-06-11,42.9818
2010-06-10,40.8615
2010-06-09,40.2922
2010-06-08,37.9079
2010-06-07,31.7427
2010-06-04,15.5628
2010-06-03,6.4286
2010-06-02,0.7030
2010-06-01,-6.4517
2010-05-28,-11.7655
2010-05-27,-13.6592
2010-05-26,-18.8034
2010-05-25,-27.8360
2010-05-24,-32.2441
2010-05-21,-35.9669
2010-05-20,-34.6713
2010-05-19,-32.2479
2010-05-18,-39.4353
2010-05-17,-42.2119
2010-05-14,-39.3019
2010-05-13,305.0749
2010-05-12,295.1207
2010-05-11,271.4513
2010-05-10,247.3958
2010-05-07,218.3906
2010-05-06,188.1629
2010-05-05,164.1199
2010-05-04,139.9919
2010-05-03,127.5036
2010-04-30,115.3107
2010-04-29,112.1748
2010-04-28,97.1975
2010-04-27,75.4764
2010-04-26,52.5509
2010-04-23,11.3364
2010-04-22,-35.7522
2010-04-21,310.8901
2010-04-20,290.2711
2010-04-19,273.9212
2010-04-16,259.4834
2010-04-15,239.2559
2010-04-14,229.0250
2010-04-13,220.5442
2010-04-12,215.4597
2010-04-09,210.4518
2010-04-08,206.2048
2010-04-07,204.6343
2010-04-06,202.6371
2010-04-05,201.3097
2010-04-01,198.2375
2010-03-31,193.4017
2010-03-30,188.4327
2010-03-29,186.7900
2010-03-26,186.3421
2010-03-25,185.7777
2010-03-24,186.6522
2010-03-23,186.1016
2010-03-22,183.7783
2010-03-19,181.8933
2010-03-18,179.1225
2010-03-17,177.2645
2010-03-16,172.2065
2010-03-15,168.5223
2010-03-12,169.3723
2010-03-11,169.1898
2010-03-10,171.1484
2010-03-09,175.8102
2010-03-08,192.7270
2010-03-05,204.7582
2010-03-04,216.0841
2010-03-03,219.6232
2010-03-02,216.5112
2010-03-01,210.3787
2010-02-26,201.9918
2010-02-25,188.6097
2010-02-24,161.4480
2010-02-23,143.1650
2010-02-22,123.0627
2010-02-19,92.7970
2010-02-18,58.5517
2010-02-17,-39.3190
2010-02-16,289.7660
2010-02-12,254.2501
2010-02-11,214.5398
2010-02-10,169.4874
2010-02-09,122.2944
2010-02-08,101.3503
2010-02-05,84.7126
2010-02-04,61.3262
2010-02-03,302.8563
2010-02-02,278.0270
2010-02-01,264.4128
2010-01-29,253.4921
2010-01-28,243.2091
2010-01-27,233.2073
2010-01-26,222.2652
2010-01-25,210.0904
2010-01-22,195.8784
2010-01-21,185.2021
2010-01-20,175.0589
2010-01-19,161.7956
2010-01-15,153.4779
2010-01-14,148.5195
2010-01-13,143.1008
2010-01-12,133.6498
2010-01-11,124.0841
2010-01-08,113.5526
2010-01-07,99.4828
2010-01-06,60.7744
2010-01-05,283.0759
2010-01-04,258.7730
2009-12-31,249.4786
2009-12-30,235.3083
2009-12-29,233.4947
2009-12-28,227.2794
2009-12-24,224.9023
2009-12-23,217.2536
2009-12-22,208.2128
2009-12-21,199.3749
2009-12-18,191.4394
2009-12-17,185.5510
2009-12-16,181.2408
2009-12-15,178.2626
2009-12-14,176.5925
2009-12-11,181.4689
2009-12-10,181.2423
2009-12-09,190.3117
2009-12-08,195.3904
2009-12-07,197.2109
2009-12-04,194.9614
2009-12-03,190.7535
2009-12-02,190.4714
2009-12-01,190.2428
2009-11-30,195.2784
2009-11-27,193.8139
2009-11-25,192.3332
2009-11-24,190.7890
2009-11-23,181.6387
2009-11-20,178.6386
2009-11-19,165.0688
2009-11-18,149.6822
2009-11-17,144.9791
2009-11-16,127.3992
2009-11-13,107.9787
2009-11-12,99.3799
2009-11-11,80.5403
2009-11-10,62.6608
2009-11-09,45.0851
2009-11-06,28.8452
2009-11-05,14.7121
2009-11-04,1.9680
2009-11-03,-8.2088
2009-11-02,-18.6995
2009-10-30,-29.2096
2009-10-29,-36.2777
2009-10-28,313.1254
2009-10-27,302.5038
2009-10-26,296.8021
2009-10-23,50.4136
2009-10-22,57.5269
