Dates,HT_DCPHASE Values
2018-12-28,16.2860
2018-12-27,19.3762
2018-12-26,23.7048
2018-12-24,22.0205
2018-12-21,1.3926
2018-12-20,-18.3819
2018-12-19,304.5005
2018-12-18,283.8020
2018-12-17,263.2850
2018-12-14,225.1835
2018-12-13,190.7754
2018-12-12,130.6629
2018-12-11,106.0746
2018-12-10,100.4680
2018-12-07,83.5523
2018-12-06,68.6878
2018-12-04,53.5391
2018-12-03,43.9094
2018-11-30,26.7239
2018-11-29,11.3143
2018-11-28,-3.0267
2018-11-27,-16.3325
2018-11-26,-29.7427
2018-11-23,310.2762
2018-11-21,296.5749
2018-11-20,275.3589
2018-11-19,252.7709
2018-11-16,214.6541
2018-11-15,166.4236
2018-11-14,138.7054
2018-11-13,119.3095
2018-11-12,102.5188
2018-11-09,92.1846
2018-11-08,75.0741
2018-11-07,61.1520
2018-11-06,52.3864
2018-11-05,45.7052
2018-11-02,40.0563
2018-11-01,34.6091
2018-10-31,28.5126
2018-10-30,21.7227
2018-10-29,13.0973
2018-10-26,-7.0009
2018-10-25,-21.2972
2018-10-24,-41.8481
2018-10-23,291.5856
2018-10-22,270.6733
2018-10-19,251.7363
2018-10-18,236.6100
2018-10-17,222.8700
2018-10-16,210.8902
2018-10-15,199.7198
2018-10-12,187.0757
2018-10-11,178.2155
2018-10-10,173.2561
2018-10-09,173.1767
2018-10-08,177.4063
2018-10-05,179.1969
2018-10-04,180.9302
2018-10-03,184.0358
2018-10-02,187.1944
2018-10-01,185.3686
2018-09-28,179.5602
2018-09-27,170.3626
2018-09-26,159.9484
2018-09-25,146.4997
2018-09-24,137.4880
2018-09-21,131.3443
2018-09-20,117.4811
2018-09-19,105.1630
2018-09-18,88.0500
2018-09-17,291.5100
2018-09-14,258.0583
2018-09-13,249.6971
2018-09-12,227.8790
2018-09-11,205.5393
2018-09-10,176.2275
2018-09-07,142.4045
2018-09-06,103.8759
2018-09-05,76.5945
2018-09-04,62.0207
2018-08-31,42.7962
2018-08-30,22.9076
2018-08-29,7.7319
2018-08-28,-8.5575
2018-08-27,-14.4757
2018-08-24,-20.4781
2018-08-23,-36.9913
2018-08-22,-42.7352
2018-08-21,311.3409
2018-08-20,314.0889
2018-08-17,308.1158
2018-08-16,294.4656
2018-08-15,281.2736
2018-08-14,262.3999
2018-08-13,250.8841
2018-08-10,236.0569
2018-08-09,231.0592
2018-08-08,223.1850
2018-08-07,219.0375
2018-08-06,210.7006
2018-08-03,196.7492
2018-08-02,181.0319
2018-08-01,161.2680
2018-07-31,148.3049
2018-07-30,135.4582
2018-07-27,130.9749
2018-07-26,110.3017
2018-07-25,98.6256
2018-07-24,94.1259
2018-07-23,89.4326
2018-07-20,84.2199
2018-07-19,73.0593
2018-07-18,79.8567
2018-07-17,74.0968
2018-07-16,68.1470
2018-07-13,62.0107
2018-07-12,51.3262
2018-07-11,46.3449
2018-07-10,41.7057
2018-07-09,36.8873
2018-07-06,28.6594
2018-07-05,25.3904
2018-07-03,21.8599
2018-07-02,13.1984
2018-06-29,8.4752
2018-06-28,3.7016
2018-06-27,-6.0928
2018-06-26,-18.0181
2018-06-25,-31.6574
2018-06-22,311.9276
2018-06-21,284.7151
2018-06-20,261.5634
2018-06-19,226.2895
2018-06-18,199.2425
2018-06-15,179.9565
2018-06-14,184.7091
2018-06-13,187.5484
2018-06-12,193.8930
2018-06-11,197.5100
2018-06-08,200.3340
2018-06-07,202.4749
2018-06-06,204.0842
2018-06-05,204.0000
2018-06-04,201.9239
2018-06-01,199.5056
2018-05-31,195.3612
2018-05-30,191.8290
2018-05-29,189.1775
2018-05-25,184.1607
2018-05-24,177.8642
2018-05-23,170.0061
2018-05-22,157.2419
2018-05-21,146.0670
2018-05-18,131.8778
2018-05-17,118.1608
2018-05-16,108.9889
2018-05-15,96.0234
2018-05-14,43.3334
2018-05-11,285.1766
2018-05-10,286.1873
2018-05-09,282.3664
2018-05-08,258.1769
2018-05-07,253.4821
2018-05-04,238.9531
2018-05-03,224.9347
2018-05-02,213.6041
2018-05-01,201.3449
2018-04-30,191.3827
2018-04-27,188.9656
2018-04-26,187.9385
2018-04-25,187.9853
2018-04-24,184.7232
2018-04-23,176.7666
2018-04-20,173.6986
2018-04-19,166.5879
2018-04-18,139.9879
2018-04-17,126.4666
2018-04-16,100.5265
2018-04-13,78.4972
2018-04-12,63.9397
2018-04-11,53.9512
2018-04-10,41.7254
2018-04-09,31.1147
2018-04-06,26.2555
2018-04-05,19.4456
2018-04-04,9.5753
2018-04-03,6.5053
2018-04-02,4.0193
2018-03-29,2.7693
2018-03-28,1.1906
2018-03-27,0.1112
2018-03-26,-4.8010
2018-03-23,-9.9417
2018-03-22,-6.7537
2018-03-21,-8.1954
2018-03-20,-8.0173
2018-03-19,-15.8259
2018-03-16,-17.4870
2018-03-15,-29.4173
2018-03-14,-39.1927
2018-03-13,-41.9714
2018-03-12,298.2060
2018-03-09,290.0636
2018-03-08,279.9366
2018-03-07,259.7719
2018-03-06,248.1228
2018-03-05,231.6377
2018-03-02,218.4746
2018-03-01,205.0741
2018-02-28,188.1140
2018-02-27,178.5699
2018-02-26,152.9051
2018-02-23,135.3995
2018-02-22,120.7328
2018-02-21,114.9847
2018-02-20,150.0910
2018-02-16,205.3641
2018-02-15,229.7407
2018-02-14,240.5654
2018-02-13,237.4003
2018-02-12,232.4485
2018-02-09,232.8936
2018-02-08,229.5464
2018-02-07,225.3186
2018-02-06,220.4070
2018-02-05,212.4136
2018-02-02,207.1399
2018-02-01,203.3478
2018-01-31,199.2673
2018-01-30,197.4590
2018-01-29,191.2539
2018-01-26,188.1836
2018-01-25,181.3054
2018-01-24,173.9142
2018-01-23,166.2096
2018-01-22,157.4193
2018-01-19,151.6811
2018-01-18,148.4729
2018-01-17,148.6012
2018-01-16,158.4032
2018-01-12,175.2040
2018-01-11,191.4036
2018-01-10,200.4929
2018-01-09,202.5072
2018-01-08,200.6642
2018-01-05,197.2165
2018-01-04,194.3886
2018-01-03,190.7344
2018-01-02,187.1078
2017-12-29,183.0865
2017-12-28,178.8847
2017-12-27,172.8813
2017-12-26,170.4601
2017-12-22,166.6950
2017-12-21,166.3964
2017-12-20,164.9688
2017-12-19,163.7255
2017-12-18,160.6930
2017-12-15,159.7223
2017-12-14,161.3338
2017-12-13,163.7298
2017-12-12,166.3276
2017-12-11,166.9010
2017-12-08,168.6198
2017-12-07,169.5726
2017-12-06,169.4356
2017-12-05,167.9398
2017-12-04,165.1546
2017-12-01,162.1402
2017-11-30,153.0620
2017-11-29,156.2130
2017-11-28,162.8929
2017-11-27,181.0214
2017-11-24,216.8957
2017-11-22,221.1838
2017-11-21,209.2721
2017-11-20,184.9071
2017-11-17,171.5706
2017-11-16,154.3675
2017-11-15,144.1804
2017-11-14,129.5854
2017-11-13,118.8910
2017-11-10,121.6889
2017-11-09,224.1962
2017-11-08,239.3976
2017-11-07,242.4073
2017-11-06,240.3885
2017-11-03,246.0220
2017-11-02,248.8385
2017-11-01,244.6019
2017-10-31,233.8196
2017-10-30,226.4853
2017-10-27,215.9920
2017-10-26,205.9607
2017-10-25,199.5043
2017-10-24,198.7481
2017-10-23,195.8745
2017-10-20,189.1402
2017-10-19,182.6281
2017-10-18,174.9273
2017-10-17,171.7117
2017-10-16,187.3337
2017-10-13,202.2051
2017-10-12,215.2187
2017-10-11,221.7490
2017-10-10,223.2103
2017-10-09,221.9906
2017-10-06,218.6451
2017-10-05,217.7203
2017-10-04,212.0809
2017-10-03,204.3310
2017-10-02,200.8291
2017-09-29,191.3537
2017-09-28,177.6150
2017-09-27,169.0046
2017-09-26,161.2026
2017-09-25,151.3068
2017-09-22,144.0727
2017-09-21,138.7827
2017-09-20,136.5586
2017-09-19,135.6637
2017-09-18,139.5724
2017-09-15,160.2451
2017-09-14,188.2161
2017-09-13,212.6862
2017-09-12,225.0732
2017-09-11,226.2150
2017-09-08,220.5963
2017-09-07,205.1092
2017-09-06,182.8789
2017-09-05,164.2951
2017-09-01,154.2920
2017-08-31,146.0383
2017-08-30,133.8195
2017-08-29,116.6408
2017-08-28,98.8486
2017-08-25,80.4159
2017-08-24,14.6918
2017-08-23,285.7649
2017-08-22,285.9004
2017-08-21,268.8870
2017-08-18,257.3967
2017-08-17,247.4006
2017-08-16,238.1323
2017-08-15,229.1876
2017-08-14,215.4677
2017-08-11,206.8698
2017-08-10,198.3060
2017-08-09,189.8590
2017-08-08,180.2005
2017-08-07,173.9950
2017-08-04,168.5401
2017-08-03,163.1131
2017-08-02,159.3448
2017-08-01,157.0030
2017-07-31,157.6282
2017-07-28,162.8712
2017-07-27,173.0704
2017-07-26,182.8309
2017-07-25,189.0688
2017-07-24,182.9653
2017-07-21,171.4098
2017-07-20,164.9241
2017-07-19,157.7805
2017-07-18,166.0212
2017-07-17,185.1717
2017-07-14,200.2656
2017-07-13,205.7717
2017-07-12,206.7380
2017-07-11,202.5473
2017-07-10,200.8498
2017-07-07,200.4508
2017-07-06,196.7228
2017-07-05,194.4539
2017-07-03,187.3285
2017-06-30,183.0769
2017-06-29,177.7850
2017-06-28,173.6190
2017-06-27,171.0081
2017-06-26,168.6147
2017-06-23,165.6351
2017-06-22,164.3831
2017-06-21,165.8589
2017-06-20,166.3493
2017-06-19,177.6019
2017-06-16,186.5981
2017-06-15,203.7181
2017-06-14,210.9664
2017-06-13,216.7157
2017-06-12,215.9078
2017-06-09,208.9144
2017-06-08,190.1759
2017-06-07,177.0526
2017-06-06,154.9201
2017-06-05,134.3479
2017-06-02,118.9689
2017-06-01,104.4863
2017-05-31,86.7607
2017-05-30,54.2619
2017-05-26,303.3368
2017-05-25,266.5543
2017-05-24,258.0499
2017-05-23,249.7472
2017-05-22,241.1774
2017-05-19,235.5827
2017-05-18,228.0734
2017-05-17,217.6289
2017-05-16,211.7415
2017-05-15,207.9498
2017-05-12,205.3216
2017-05-11,203.9201
2017-05-10,200.4417
2017-05-09,195.1956
2017-05-08,190.4744
2017-05-05,183.5581
2017-05-04,173.2044
2017-05-03,164.5729
2017-05-02,155.3966
2017-05-01,147.9236
2017-04-28,142.1336
2017-04-27,142.7949
2017-04-26,142.4988
2017-04-25,145.1205
2017-04-24,157.1159
2017-04-21,165.0130
2017-04-20,150.2681
2017-04-19,131.3491
2017-04-18,98.7105
2017-04-17,84.5584
2017-04-13,67.6680
2017-04-12,62.8570
2017-04-11,53.3052
2017-04-10,45.7724
2017-04-07,37.1799
2017-04-06,28.9033
2017-04-05,18.1616
2017-04-04,5.4405
2017-04-03,-20.9684
2017-03-31,-37.3754
2017-03-30,305.8068
2017-03-29,289.6992
2017-03-28,267.9692
2017-03-27,251.6262
2017-03-24,238.7028
2017-03-23,224.8498
2017-03-22,212.7674
2017-03-21,202.6927
2017-03-20,191.7433
2017-03-17,187.7383
2017-03-16,184.4225
2017-03-15,181.3057
2017-03-14,179.1551
2017-03-13,176.8277
2017-03-10,174.1657
2017-03-09,171.5753
2017-03-08,173.3150
2017-03-07,178.4559
2017-03-06,179.8729
2017-03-03,181.2052
2017-03-02,182.5608
2017-03-01,183.2231
2017-02-28,184.0380
2017-02-27,183.6798
2017-02-24,182.8439
2017-02-23,179.6830
2017-02-22,174.2037
2017-02-21,165.9978
2017-02-17,144.4513
2017-02-16,129.7305
2017-02-15,115.6051
2017-02-14,208.1752
2017-02-13,256.3967
2017-02-10,251.3446
2017-02-09,242.1359
2017-02-08,231.4127
2017-02-07,219.4393
2017-02-06,206.7824
2017-02-03,198.0888
2017-02-02,182.0722
2017-02-01,166.8230
2017-01-31,152.7664
2017-01-30,139.5151
2017-01-27,129.4340
2017-01-26,136.5716
2017-01-25,211.4670
2017-01-24,239.5458
2017-01-23,228.9445
2017-01-20,202.5583
2017-01-19,188.3112
2017-01-18,188.5881
2017-01-17,188.2222
2017-01-13,184.8069
2017-01-12,172.3028
2017-01-11,169.8404
2017-01-10,185.4429
2017-01-09,205.0404
2017-01-06,211.8527
2017-01-05,213.3287
2017-01-04,210.3585
2017-01-03,208.8352
2016-12-30,204.9399
2016-12-29,196.7284
2016-12-28,191.5806
2016-12-27,190.2763
2016-12-23,193.5187
2016-12-22,197.3600
2016-12-21,197.1357
2016-12-20,196.0043
2016-12-19,194.1909
2016-12-16,195.0756
2016-12-15,192.3786
2016-12-14,189.3376
2016-12-13,188.6408
2016-12-12,191.0381
2016-12-09,194.6545
2016-12-08,191.6079
2016-12-07,182.9633
2016-12-06,171.7315
2016-12-05,163.1063
2016-12-02,160.7041
2016-12-01,173.5870
2016-11-30,204.9857
2016-11-29,224.3550
2016-11-28,229.4979
2016-11-25,224.6463
2016-11-23,207.4014
2016-11-22,188.5326
2016-11-21,174.4570
2016-11-18,169.1918
2016-11-17,174.7151
2016-11-16,183.1467
2016-11-15,192.1710
2016-11-14,197.8376
2016-11-11,201.6565
2016-11-10,201.7652
2016-11-09,198.6095
2016-11-08,192.2704
2016-11-07,184.8458
2016-11-04,179.8195
2016-11-03,173.4338
2016-11-02,167.1123
2016-11-01,160.6152
2016-10-31,151.8903
2016-10-28,146.7705
2016-10-27,147.5199
2016-10-26,159.2603
2016-10-25,185.9048
2016-10-24,199.8742
2016-10-21,206.9662
2016-10-20,212.2306
2016-10-19,211.7172
2016-10-18,207.4257
2016-10-17,203.8615
2016-10-14,196.5399
2016-10-13,193.8153
2016-10-12,187.1189
2016-10-11,192.7948
2016-10-10,200.5991
2016-10-07,206.6027
2016-10-06,204.1670
2016-10-05,198.6228
2016-10-04,187.4898
2016-10-03,169.7156
2016-09-30,149.1200
2016-09-29,111.6366
2016-09-28,89.8504
2016-09-27,56.8261
2016-09-26,31.3949
2016-09-23,16.3579
2016-09-22,7.5771
2016-09-21,1.6732
2016-09-20,1.2286
2016-09-19,5.2864
2016-09-16,10.8880
2016-09-15,17.7598
2016-09-14,20.6050
2016-09-13,25.4304
2016-09-12,20.8883
2016-09-09,11.3142
2016-09-08,-2.6869
2016-09-07,-22.4622
2016-09-06,-42.4131
2016-09-02,298.1369
2016-09-01,279.2892
2016-08-31,260.0733
2016-08-30,241.2351
2016-08-29,216.3546
2016-08-26,198.6723
2016-08-25,171.2706
2016-08-24,153.1232
2016-08-23,132.6572
2016-08-22,112.8080
2016-08-19,92.5881
2016-08-18,57.6793
2016-08-17,-35.3932
2016-08-16,273.3274
2016-08-15,255.7338
2016-08-12,241.8846
2016-08-11,235.8626
2016-08-10,233.6506
2016-08-09,230.7751
2016-08-08,227.1353
2016-08-05,222.4937
2016-08-04,215.9035
2016-08-03,209.7362
2016-08-02,206.2214
2016-08-01,201.8828
2016-07-29,198.7433
2016-07-28,196.0565
2016-07-27,193.5754
2016-07-26,192.1715
2016-07-25,188.7107
2016-07-22,183.5181
2016-07-21,183.3307
2016-07-20,185.3756
2016-07-19,183.5486
2016-07-18,184.5667
2016-07-15,147.6317
2016-07-14,124.5027
2016-07-13,101.5757
2016-07-12,79.2458
2016-07-11,55.4425
2016-07-08,32.4558
2016-07-07,15.5139
2016-07-06,3.0855
2016-07-05,-9.2802
2016-07-01,-21.1282
2016-06-30,-28.5323
2016-06-29,-40.1828
2016-06-28,309.3959
2016-06-27,276.3488
2016-06-24,243.5265
2016-06-23,227.3065
2016-06-22,212.9129
2016-06-21,206.3525
2016-06-20,197.3879
2016-06-17,174.4073
2016-06-16,151.6375
2016-06-15,142.9529
2016-06-14,146.8055
2016-06-13,136.9284
2016-06-10,125.7908
2016-06-09,103.9597
2016-06-08,89.6858
2016-06-07,68.5527
2016-06-06,56.3849
2016-06-03,46.8985
2016-06-02,40.8065
2016-06-01,33.5993
2016-05-31,22.2706
2016-05-27,7.5875
2016-05-26,-21.1006
2016-05-25,-41.3332
2016-05-24,293.9199
2016-05-23,271.2135
2016-05-20,199.8938
2016-05-19,117.9149
2016-05-18,99.6613
2016-05-17,250.9939
2016-05-16,250.1352
2016-05-13,233.0966
2016-05-12,229.1927
2016-05-11,226.3116
2016-05-10,221.1274
2016-05-09,217.8714
2016-05-06,211.5324
2016-05-05,205.2409
2016-05-04,199.0682
2016-05-03,193.4668
2016-05-02,191.6535
2016-04-29,191.8750
2016-04-28,190.8151
2016-04-27,186.5540
2016-04-26,164.9580
2016-04-25,146.8104
2016-04-22,126.2108
2016-04-21,106.8731
2016-04-20,80.8313
2016-04-19,63.6837
2016-04-18,29.3748
2016-04-15,-14.0479
2016-04-14,-40.2055
2016-04-13,276.1104
2016-04-12,255.7209
2016-04-11,239.7828
2016-04-08,223.4951
2016-04-07,213.4394
2016-04-06,203.6755
2016-04-05,195.5387
2016-04-04,190.5949
2016-04-01,186.2135
2016-03-31,182.6460
2016-03-30,179.0290
2016-03-29,176.4366
2016-03-28,172.2943
2016-03-24,170.1818
2016-03-23,169.6345
2016-03-22,170.8572
2016-03-21,173.7274
2016-03-18,178.0230
2016-03-17,181.7850
2016-03-16,183.9116
2016-03-15,182.2245
2016-03-14,180.8365
2016-03-11,179.8181
2016-03-10,177.6214
2016-03-09,181.2409
2016-03-08,197.7163
2016-03-07,195.9823
2016-03-04,182.9858
2016-03-03,163.6983
2016-03-02,123.8707
2016-03-01,90.9522
2016-02-29,71.0458
2016-02-26,44.5040
2016-02-25,26.5457
2016-02-24,20.5995
2016-02-23,11.5787
2016-02-22,6.5419
2016-02-19,7.4169
2016-02-18,10.3025
2016-02-17,13.9376
2016-02-16,23.4766
2016-02-12,29.2988
2016-02-11,32.9992
2016-02-10,33.9434
2016-02-09,30.3968
2016-02-08,29.0255
2016-02-05,24.6054
2016-02-04,19.0047
2016-02-03,13.5535
2016-02-02,8.6907
2016-02-01,15.2539
2016-01-29,18.5541
2016-01-28,18.9405
2016-01-27,23.0161
2016-01-26,25.5050
2016-01-25,23.0226
2016-01-22,21.8622
2016-01-21,20.7939
2016-01-20,16.4625
2016-01-19,9.2198
2016-01-15,-0.7953
2016-01-14,-18.4833
2016-01-13,-31.6706
2016-01-12,-44.2324
2016-01-11,306.4745
2016-01-08,303.1158
2016-01-07,-28.2345
2016-01-06,49.4557
2016-01-05,61.7803
2016-01-04,59.0217
2015-12-31,53.6347
2015-12-30,41.6662
2015-12-29,26.9388
2015-12-28,11.6739
2015-12-24,3.7764
2015-12-23,-4.9439
2015-12-22,-6.7687
2015-12-21,-0.3467
2015-12-18,5.6728
2015-12-17,13.5957
2015-12-16,8.4119
2015-12-15,3.7901
2015-12-14,8.3641
2015-12-11,12.3172
2015-12-10,-30.1711
2015-12-09,301.0232
2015-12-08,263.2436
2015-12-07,244.6138
2015-12-04,213.9878
2015-12-03,178.4410
2015-12-02,145.9982
2015-12-01,120.2010
2015-11-30,103.4247
2015-11-27,81.4926
2015-11-25,61.1421
2015-11-24,-9.6784
2015-11-23,298.5079
2015-11-20,277.6679
2015-11-19,265.3639
2015-11-18,272.1967
2015-11-17,267.8902
2015-11-16,262.1319
2015-11-13,255.1808
2015-11-12,247.4899
2015-11-11,235.9455
2015-11-10,230.8799
2015-11-09,222.5037
2015-11-06,214.4125
2015-11-05,211.2961
2015-11-04,194.1920
2015-11-03,182.6062
2015-11-02,171.8723
2015-10-30,163.8353
2015-10-29,161.2128
2015-10-28,163.6532
2015-10-27,186.6558
2015-10-26,201.8985
2015-10-23,213.1192
2015-10-22,218.6844
2015-10-21,215.8433
2015-10-20,206.3999
2015-10-19,194.5105
2015-10-16,179.2752
2015-10-15,161.1628
2015-10-14,141.7578
2015-10-13,113.5870
2015-10-12,94.6517
2015-10-09,65.4393
2015-10-08,41.4807
2015-10-07,6.0894
2015-10-06,-29.7687
2015-10-05,309.4929
2015-10-02,291.3238
2015-10-01,274.7741
2015-09-30,258.0316
2015-09-29,240.5930
2015-09-28,224.0324
2015-09-25,210.0965
2015-09-24,197.8656
2015-09-23,181.3138
2015-09-22,173.4360
2015-09-21,154.3704
2015-09-18,132.4393
2015-09-17,111.6931
2015-09-16,105.7504
2015-09-15,88.0920
2015-09-14,72.9784
2015-09-11,52.7549
2015-09-10,40.8253
2015-09-09,30.3321
2015-09-08,20.6823
2015-09-04,10.7915
2015-09-03,1.9175
2015-09-02,-7.1473
2015-09-01,-16.2378
2015-08-31,-21.3627
2015-08-28,-27.8798
2015-08-27,-32.3884
2015-08-26,-43.4327
2015-08-25,308.1258
2015-08-24,292.0230
2015-08-21,270.8540
2015-08-20,238.0977
2015-08-19,213.6349
2015-08-18,183.1214
2015-08-17,160.1732
2015-08-14,136.9354
2015-08-13,100.4716
2015-08-12,82.5709
2015-08-11,67.7484
2015-08-10,51.9353
2015-08-07,35.3616
2015-08-06,17.7184
2015-08-05,-4.8872
2015-08-04,-28.8379
2015-08-03,-36.8128
2015-07-31,300.7104
2015-07-30,279.9875
2015-07-29,261.1979
2015-07-28,244.1948
2015-07-27,233.6385
2015-07-24,218.4318
2015-07-23,206.6584
2015-07-22,194.3571
2015-07-21,179.0147
2015-07-20,162.4588
2015-07-17,145.2223
2015-07-16,116.9466
2015-07-15,97.1896
2015-07-14,75.0418
2015-07-13,39.2153
2015-07-10,4.6630
2015-07-09,-29.3586
2015-07-08,309.5121
2015-07-07,284.0964
2015-07-06,267.4997
2015-07-02,248.7881
2015-07-01,228.2063
2015-06-30,207.2959
2015-06-29,184.3519
2015-06-26,162.0890
2015-06-25,151.5361
2015-06-24,124.3146
2015-06-23,106.2574
2015-06-22,98.0516
2015-06-19,89.3851
2015-06-18,74.2531
2015-06-17,60.8596
2015-06-16,50.4522
2015-06-15,40.7039
2015-06-12,35.4157
2015-06-11,25.8012
2015-06-10,16.7129
2015-06-09,0.5108
2015-06-08,-10.4003
2015-06-05,-36.7306
2015-06-04,306.1835
2015-06-03,289.0328
2015-06-02,264.3555
2015-06-01,245.3859
2015-05-29,207.6472
2015-05-28,155.1398
2015-05-27,112.0166
2015-05-26,86.4597
2015-05-22,68.0090
2015-05-21,57.9550
2015-05-20,48.3990
2015-05-19,39.8682
2015-05-18,34.7678
2015-05-15,25.9651
2015-05-14,16.5005
2015-05-13,6.8203
2015-05-12,1.5252
2015-05-11,-3.5726
2015-05-08,-8.4044
2015-05-07,-12.2228
2015-05-06,-13.9556
2015-05-05,-11.8642
2015-05-04,-12.9775
2015-05-01,-13.9918
2015-04-30,-14.2615
2015-04-29,-17.9888
2015-04-28,-29.1295
2015-04-27,313.3402
2015-04-24,292.1871
2015-04-23,269.7380
2015-04-22,248.7637
2015-04-21,231.3519
2015-04-20,223.3704
2015-04-17,209.2979
2015-04-16,192.6207
2015-04-15,182.9358
2015-04-14,165.8698
2015-04-13,142.3241
2015-04-10,116.1425
2015-04-09,90.4276
2015-04-08,67.1767
2015-04-07,46.6572
2015-04-06,16.2056
2015-04-02,-3.3489
2015-04-01,-28.5394
2015-03-31,-43.9216
2015-03-30,300.4686
2015-03-27,284.0119
2015-03-26,282.5293
2015-03-25,96.1791
2015-03-24,81.1177
2015-03-23,72.5577
2015-03-20,63.7823
2015-03-19,49.7806
2015-03-18,3.8717
2015-03-17,311.1277
2015-03-16,273.0827
2015-03-13,258.8795
2015-03-12,240.4251
2015-03-11,230.0192
2015-03-10,215.8991
2015-03-09,209.2273
2015-03-06,203.6680
2015-03-05,198.9506
2015-03-04,196.6840
2015-03-03,196.3049
2015-03-02,199.5670
2015-02-27,205.1677
2015-02-26,203.8584
2015-02-25,203.0741
2015-02-24,203.4066
2015-02-23,204.8187
2015-02-20,205.1339
2015-02-19,204.1193
2015-02-18,203.6108
2015-02-17,199.2009
2015-02-13,193.8256
2015-02-12,190.9710
2015-02-11,184.0791
2015-02-10,177.0582
2015-02-09,170.4813
2015-02-06,164.0028
2015-02-05,159.2850
2015-02-04,156.3630
2015-02-03,153.1072
2015-02-02,151.6416
2015-01-30,152.3070
2015-01-29,155.1168
2015-01-28,158.0948
2015-01-27,149.6998
2015-01-26,135.7234
2015-01-23,124.2553
2015-01-22,113.7209
2015-01-21,242.3769
2015-01-20,261.2942
2015-01-16,255.3057
2015-01-15,242.5429
2015-01-14,235.7847
2015-01-13,227.6681
2015-01-12,206.6514
2015-01-09,190.7936
2015-01-08,160.5006
2015-01-07,142.3907
2015-01-06,113.4687
2015-01-05,89.2711
2015-01-02,69.1401
2014-12-31,49.9144
2014-12-30,29.9117
2014-12-29,7.6711
2014-12-26,-15.7557
2014-12-24,-39.6474
2014-12-23,306.0076
2014-12-22,287.2684
2014-12-19,281.5302
2014-12-18,275.5280
2014-12-17,263.4764
2014-12-16,256.4022
2014-12-15,238.9539
2014-12-12,226.0591
2014-12-11,211.9004
2014-12-10,204.7003
2014-12-09,199.0215
2014-12-08,194.6767
2014-12-05,190.3692
2014-12-04,186.3471
2014-12-03,182.1038
2014-12-02,178.2863
2014-12-01,175.1085
2014-11-28,171.7343
2014-11-26,169.5793
2014-11-25,167.9145
2014-11-24,168.2725
2014-11-21,168.2097
2014-11-20,171.5515
2014-11-19,175.0701
2014-11-18,177.5993
2014-11-17,176.5682
2014-11-14,170.1393
2014-11-13,171.4311
2014-11-12,182.7482
2014-11-11,182.2003
2014-11-10,175.4356
2014-11-07,152.2290
2014-11-06,125.8675
2014-11-05,101.5897
2014-11-04,80.3933
2014-11-03,63.0938
2014-10-31,48.1543
2014-10-30,36.5236
2014-10-29,29.8014
2014-10-28,26.9038
2014-10-27,20.1990
2014-10-24,8.9703
2014-10-23,1.4633
2014-10-22,-5.7558
2014-10-21,-7.7329
2014-10-20,-10.2143
2014-10-17,-10.6402
2014-10-16,-13.7775
2014-10-15,-15.3835
2014-10-14,-21.9364
2014-10-13,-24.2814
2014-10-10,-25.0041
2014-10-09,-26.4500
2014-10-08,-37.6588
2014-10-07,308.7118
2014-10-06,294.2363
2014-10-03,275.2327
2014-10-02,250.1259
2014-10-01,231.8452
2014-09-30,218.6185
2014-09-29,211.5947
2014-09-26,193.8873
2014-09-25,176.7610
2014-09-24,155.6895
2014-09-23,128.2285
2014-09-22,106.5215
2014-09-19,81.4012
2014-09-18,306.7161
2014-09-17,262.5592
2014-09-16,248.4293
2014-09-15,236.3103
2014-09-12,225.8403
2014-09-11,215.5843
2014-09-10,205.1152
2014-09-09,198.0904
2014-09-08,190.2121
2014-09-05,180.7616
2014-09-04,169.2306
2014-09-03,156.7528
2014-09-02,143.5636
2014-08-29,138.0070
2014-08-28,125.1433
2014-08-27,119.6358
2014-08-26,107.0374
2014-08-25,100.7125
2014-08-22,93.9107
2014-08-21,79.5811
2014-08-20,65.1901
2014-08-19,56.9757
2014-08-18,44.7275
2014-08-15,33.8697
2014-08-14,23.7080
2014-08-13,13.1909
2014-08-12,3.6409
2014-08-11,-7.6099
2014-08-08,-16.5895
2014-08-07,-25.4220
2014-08-06,-32.8917
2014-08-05,-37.7461
2014-08-04,-41.5076
2014-08-01,-35.1063
2014-07-31,-22.3776
2014-07-30,2.8239
2014-07-29,28.8065
2014-07-28,38.2825
2014-07-25,42.5512
2014-07-24,45.6932
2014-07-23,46.2307
2014-07-22,48.1803
2014-07-21,45.5877
2014-07-18,40.5080
2014-07-17,36.8660
2014-07-16,34.6543
2014-07-15,31.5919
2014-07-14,26.4248
2014-07-11,20.6833
2014-07-10,15.3390
2014-07-09,6.9519
2014-07-08,0.8034
2014-07-07,-6.1130
2014-07-03,-9.5058
2014-07-02,-12.1238
2014-07-01,-9.8771
2014-06-30,-16.8759
2014-06-27,-19.2114
2014-06-26,-35.1987
2014-06-25,312.5148
2014-06-24,289.7148
2014-06-23,282.9641
2014-06-20,276.1820
2014-06-19,277.3082
2014-06-18,268.6352
2014-06-17,258.4498
2014-06-16,241.2770
2014-06-13,229.6725
2014-06-12,214.7078
2014-06-11,205.2559
2014-06-10,195.0656
2014-06-09,180.3959
2014-06-06,163.2774
2014-06-05,154.3147
2014-06-04,147.1980
2014-06-03,147.4924
2014-06-02,153.8792
2014-05-30,201.6963
2014-05-29,221.0354
