Dates,HT_PHASOR Values
2019-02-12,-3.2402
2019-02-11,14.3050
2019-02-08,-7.7840
2019-02-07,11.6800
2019-02-06,-11.7211
2019-02-05,4.8787
2019-02-04,-11.3355
2019-02-01,-5.7434
2019-01-31,-6.4237
2019-01-30,-9.1447
2019-01-29,-3.3342
2019-01-28,-6.6231
2019-01-25,-1.3273
2019-01-24,-4.1523
2019-01-23,-0.3889
2019-01-22,-0.2297
2019-01-18,-1.8375
2019-01-17,2.9478
2019-01-16,-3.6705
2019-01-15,0.0489
2019-01-14,-1.9663
2019-01-11,-2.8973
2019-01-10,-1.5080
2019-01-09,-2.3451
2019-01-08,-0.8493
2019-01-07,-7.2761
2019-01-04,4.0249
2019-01-03,-8.2206
2019-01-02,5.4438
2018-12-31,-3.7180
2018-12-28,5.9636
2018-12-27,-3.4530
2018-12-26,7.8545
2018-12-24,-1.3586
2018-12-21,8.0252
2018-12-20,6.4314
2018-12-19,4.0997
2018-12-18,13.7505
2018-12-17,-0.7842
2018-12-14,16.8310
2018-12-13,-7.3376
2018-12-12,19.7973
2018-12-11,-15.5845
2018-12-10,9.5419
2018-12-07,-13.6565
2018-12-06,-8.1884
2018-12-04,-8.2784
2018-12-03,-8.4737
2018-11-30,-8.0329
2018-11-29,-12.5703
2018-11-28,-1.9670
2018-11-27,-21.4466
2018-11-26,2.8765
2018-11-23,-23.4126
2018-11-21,11.4603
2018-11-20,-39.9442
2018-11-19,31.5919
2018-11-16,-25.6122
2018-11-15,31.9068
2018-11-14,7.2658
2018-11-13,24.8504
2018-11-12,20.8303
2018-11-09,16.3109
2018-11-08,31.1703
2018-11-07,5.2553
2018-11-06,22.7223
2018-11-05,1.2410
2018-11-02,7.4201
2018-11-01,1.5840
2018-10-31,-4.0707
2018-10-30,6.8283
2018-10-29,-4.7454
2018-10-26,6.4620
2018-10-25,2.1523
2018-10-24,5.3357
2018-10-23,3.0569
2018-10-22,2.6604
2018-10-19,7.9081
2018-10-18,-1.9016
2018-10-17,-4.2307
2018-10-16,7.6381
2018-10-15,-9.8937
2018-10-12,7.4530
2018-10-11,9.6848
2018-10-10,-0.6118
2018-10-09,5.5000
2018-10-08,2.3020
2018-10-05,0.0290
2018-10-04,-0.0093
2018-10-03,4.3727
2018-10-02,-0.7088
2018-10-01,-4.3371
2018-09-28,3.8681
2018-09-27,-2.4142
2018-09-26,1.7221
2018-09-25,3.7601
2018-09-24,-0.2856
2018-09-21,-0.6616
2018-09-20,0.8918
2018-09-19,-6.0142
2018-09-18,4.3095
2018-09-17,-10.2608
2018-09-14,7.8757
2018-09-13,-8.4833
2018-09-12,8.4741
2018-09-11,-8.7300
2018-09-10,12.7543
2018-09-07,-10.4860
2018-09-06,16.4764
2018-09-05,2.6302
2018-09-04,12.8526
2018-08-31,19.4674
2018-08-30,4.9837
2018-08-29,31.4146
2018-08-28,-4.8377
2018-08-27,28.0442
2018-08-24,-8.6904
2018-08-23,18.6783
2018-08-22,-12.9027
2018-08-21,10.5598
2018-08-20,-12.9710
2018-08-17,-7.2553
2018-08-16,-9.0703
2018-08-15,-13.1698
2018-08-14,-6.9455
2018-08-13,-13.8869
2018-08-10,-3.2988
2018-08-09,-14.4756
2018-08-08,0.3307
2018-08-07,-12.6556
2018-08-06,3.9447
2018-08-03,-0.6541
2018-08-02,-0.2272
2018-08-01,7.2804
2018-07-31,-1.0790
2018-07-30,2.0216
2018-07-27,-0.9363
2018-07-26,4.7623
2018-07-25,-3.1996
2018-07-24,3.8990
2018-07-23,-3.8098
2018-07-20,-0.8411
2018-07-19,-2.8238
2018-07-18,-7.4346
2018-07-17,1.4134
2018-07-16,-2.7738
2018-07-13,0.0244
2018-07-12,5.8375
2018-07-11,-1.7477
2018-07-10,12.1927
2018-07-09,-8.6128
2018-07-06,12.2237
2018-07-05,-9.8212
2018-07-03,-6.2769
2018-07-02,-3.4762
2018-06-29,-8.5291
2018-06-28,-3.1766
2018-06-27,-1.8377
2018-06-26,-3.1139
2018-06-25,-1.0857
2018-06-22,-3.4467
2018-06-21,-0.1926
2018-06-20,-2.4772
2018-06-19,1.0242
2018-06-18,-3.2497
2018-06-15,6.9011
2018-06-14,-6.4101
2018-06-13,9.2333
2018-06-12,-9.0672
2018-06-11,7.3118
2018-06-08,-11.1268
2018-06-07,2.8842
2018-06-06,-10.6230
2018-06-05,-4.7640
2018-06-04,-7.3009
2018-06-01,-6.6575
2018-05-31,-6.7363
2018-05-30,0.2578
2018-05-29,-8.8460
2018-05-25,-6.3483
2018-05-24,-4.6625
2018-05-23,-15.3474
2018-05-22,-2.8942
2018-05-21,-18.2648
2018-05-18,1.6142
2018-05-17,-43.1097
2018-05-16,16.3302
2018-05-15,-44.0170
2018-05-14,24.7175
2018-05-11,-26.0967
2018-05-10,30.1861
2018-05-09,-2.9482
2018-05-08,26.9490
2018-05-07,42.0685
2018-05-04,9.5047
2018-05-03,59.7589
2018-05-02,-1.5638
2018-05-01,16.7709
2018-04-30,2.7303
2018-04-27,-18.4927
2018-04-26,11.0398
2018-04-25,-20.9504
2018-04-24,15.1553
2018-04-23,-7.2971
2018-04-20,14.1642
2018-04-19,16.7501
2018-04-18,3.8263
2018-04-17,14.2207
2018-04-16,3.7949
2018-04-13,-11.9578
2018-04-12,10.8553
2018-04-11,-20.1436
2018-04-10,18.3806
2018-04-09,-15.6673
2018-04-06,22.2785
2018-04-05,2.9344
2018-04-04,14.8327
2018-04-03,14.4412
2018-04-02,7.9922
2018-03-29,3.3260
2018-03-28,10.5168
2018-03-27,-12.9927
2018-03-26,20.9260
2018-03-23,-15.7116
2018-03-22,26.2744
2018-03-21,3.8593
2018-03-20,17.2613
2018-03-19,17.4939
2018-03-16,10.1876
2018-03-15,13.2224
2018-03-14,7.5364
2018-03-13,10.9876
2018-03-12,4.6526
2018-03-09,9.9074
2018-03-08,2.1628
2018-03-07,13.6279
2018-03-06,-4.8498
2018-03-05,15.0514
2018-03-02,-8.8981
2018-03-01,9.8392
2018-02-28,-12.2127
2018-02-27,4.5222
2018-02-26,-12.5039
2018-02-23,-4.2377
2018-02-22,-8.4511
2018-02-21,-9.0299
2018-02-20,-4.0016
2018-02-16,-10.0881
2018-02-15,0.3497
2018-02-14,-6.0422
2018-02-13,-0.0316
2018-02-12,-1.5443
2018-02-09,0.1933
2018-02-08,-2.8110
2018-02-07,2.1431
2018-02-06,-1.6955
2018-02-05,2.2792
2018-02-02,1.6911
2018-02-01,0.8108
2018-01-31,3.5690
2018-01-30,-1.3626
2018-01-29,3.5285
2018-01-26,-2.8445
2018-01-25,-0.1720
2018-01-24,-0.9197
2018-01-23,-3.5750
2018-01-22,1.1908
2018-01-19,-1.1388
2018-01-18,0.7459
2018-01-17,0.7555
2018-01-16,0.0592
2018-01-12,3.4784
2018-01-11,-3.8641
2018-01-10,0.5984
2018-01-09,-1.0730
2018-01-08,-7.2793
2018-01-05,3.2534
2018-01-04,-5.8066
2018-01-03,3.9147
2018-01-02,-5.9756
2017-12-29,7.2927
2017-12-28,-6.0959
2017-12-27,8.9652
2017-12-26,-2.5053
2017-12-22,11.0641
2017-12-21,2.8893
2017-12-20,8.0184
2017-12-19,15.6598
2017-12-18,-2.8983
2017-12-15,20.1820
2017-12-14,-9.5926
2017-12-13,9.5645
2017-12-12,-9.2430
2017-12-11,0.7854
2017-12-08,-8.8249
2017-12-07,-3.7200
2017-12-06,-6.8337
2017-12-05,-10.6194
2017-12-04,-1.1080
2017-12-01,-13.7840
2017-11-30,3.9191
2017-11-29,-6.9903
2017-11-28,3.8931
2017-11-27,0.1624
2017-11-24,3.4459
2017-11-22,4.1132
2017-11-21,0.8181
2017-11-20,10.5719
2017-11-17,-4.9461
2017-11-16,9.6090
2017-11-15,-7.2619
2017-11-14,5.0413
2017-11-13,-9.0434
2017-11-10,-0.4867
2017-11-09,-6.1707
2017-11-08,-5.5298
2017-11-07,-3.6841
2017-11-06,-4.1125
2017-11-03,-2.5694
2017-11-02,-4.2667
2017-11-01,-0.4724
2017-10-31,-1.8268
2017-10-30,-1.7957
2017-10-27,-0.6380
2017-10-26,-0.5787
2017-10-25,-3.3790
2017-10-24,0.9461
2017-10-23,-2.5849
2017-10-20,1.0020
2017-10-19,-1.8131
2017-10-18,2.0063
2017-10-17,-4.4417
2017-10-16,5.7948
2017-10-13,0.0213
2017-10-12,2.7876
2017-10-11,9.5372
2017-10-10,-2.5069
2017-10-09,8.1777
2017-10-06,-3.8671
2017-10-05,4.5022
2017-10-04,-5.3574
2017-10-03,2.4434
2017-10-02,-5.6176
2017-09-29,-2.7747
2017-09-28,-3.1382
2017-09-27,-6.5518
2017-09-26,-0.7719
2017-09-25,-5.8418
2017-09-22,0.0083
2017-09-21,-7.7340
2017-09-20,4.1534
2017-09-19,-11.6081
2017-09-18,8.6108
2017-09-15,-6.5277
2017-09-14,7.5731
2017-09-13,-0.0193
2017-09-12,7.2104
2017-09-11,-4.5532
2017-09-08,11.9980
2017-09-07,1.2239
2017-09-06,8.5019
2017-09-05,15.9136
2017-09-01,0.7548
2017-08-31,19.5155
2017-08-30,-5.5860
2017-08-29,15.5606
2017-08-28,-9.0135
2017-08-25,6.6851
2017-08-24,-8.5926
2017-08-23,-0.8620
2017-08-22,-7.1720
2017-08-21,-2.4598
2017-08-18,-6.7820
2017-08-17,-2.9140
2017-08-16,-5.8029
2017-08-15,-5.5451
2017-08-14,-2.7342
2017-08-11,-6.4426
2017-08-10,-0.0982
2017-08-09,-3.3302
2017-08-08,0.1007
2017-08-07,3.1921
2017-08-04,-3.6151
2017-08-03,3.8774
2017-08-02,-4.6548
2017-08-01,-2.0311
2017-07-31,-2.8201
2017-07-28,-9.2541
2017-07-27,3.9892
2017-07-26,-10.2047
2017-07-25,6.5022
2017-07-24,3.9289
2017-07-21,0.4876
2017-07-20,9.2902
2017-07-19,-1.6161
2017-07-18,8.2498
2017-07-17,-5.8042
2017-07-14,6.2670
2017-07-13,-6.0131
2017-07-12,-2.1592
2017-07-11,-3.9171
2017-07-10,-5.5210
2017-07-07,-1.4703
2017-07-06,-7.0478
2017-07-05,0.8804
2017-07-03,-5.5309
2017-06-30,0.7203
2017-06-29,-3.0594
2017-06-28,2.6588
2017-06-27,-8.3601
2017-06-26,9.6916
2017-06-23,4.0120
2017-06-22,1.3487
2017-06-21,26.4362
2017-06-20,-11.4157
2017-06-19,17.3743
2017-06-16,-12.3014
2017-06-15,2.3540
2017-06-14,-10.6611
2017-06-13,-6.3776
2017-06-12,-5.9681
2017-06-09,-6.8609
2017-06-08,-7.0842
2017-06-07,-6.5869
2017-06-06,-3.4751
2017-06-05,-13.5286
2017-06-02,2.6856
2017-06-01,-10.4078
2017-05-31,6.4995
2017-05-30,11.8774
2017-05-26,-1.4938
2017-05-25,34.8223
2017-05-24,-15.6902
2017-05-23,44.0916
2017-05-22,-36.3982
2017-05-19,3.4500
2017-05-18,-25.2877
2017-05-17,-76.3325
2017-05-16,10.6643
2017-05-15,-115.1847
2017-05-12,47.6866
2017-05-11,-97.9334
2017-05-10,69.7587
2017-05-09,-16.5486
2017-05-08,52.9218
2017-05-05,41.0088
2017-05-04,39.3207
2017-05-03,54.1210
2017-05-02,21.4800
2017-05-01,60.3207
2017-04-28,9.3113
2017-04-27,30.7562
2017-04-26,6.0342
2017-04-25,9.0174
2017-04-24,6.5333
2017-04-21,-4.8186
2017-04-20,11.9506
2017-04-19,-8.7050
2017-04-18,13.8445
2017-04-17,1.9814
2017-04-13,9.6141
2017-04-12,6.0316
2017-04-11,8.6646
2017-04-10,-0.1706
2017-04-07,10.0984
2017-04-06,3.5635
2017-04-05,7.4595
2017-04-04,2.9659
2017-04-03,9.8622
2017-03-31,6.1736
2017-03-30,4.2466
2017-03-29,17.8735
2017-03-28,-4.0046
2017-03-27,12.1667
2017-03-24,-5.5697
2017-03-23,2.7276
2017-03-22,-5.3181
2017-03-21,-4.3969
2017-03-20,-1.0688
2017-03-17,-8.0632
2017-03-16,2.5820
2017-03-15,-2.2969
2017-03-14,1.9450
2017-03-13,9.1766
2017-03-10,-5.6249
2017-03-09,13.8348
2017-03-08,-10.6266
2017-03-07,2.2714
2017-03-06,-7.8216
2017-03-03,-8.5182
2017-03-02,-3.5019
2017-03-01,-12.8778
2017-02-28,2.9858
2017-02-27,-12.4907
2017-02-24,7.1559
2017-02-23,0.5717
2017-02-22,2.4577
2017-02-21,11.9643
2017-02-17,-3.3552
2017-02-16,12.8458
2017-02-15,-7.9161
2017-02-14,8.1498
2017-02-13,-8.5088
2017-02-10,0.9933
2017-02-09,-7.5717
2017-02-08,-1.9205
2017-02-07,-7.9375
2017-02-06,-3.7156
2017-02-03,-5.2015
2017-02-02,-13.2522
2017-02-01,4.0065
2017-01-31,-5.0288
2017-01-30,-1.3768
2017-01-27,10.6850
2017-01-26,-6.6432
2017-01-25,-0.8199
2017-01-24,-2.8176
2017-01-23,-6.9461
2017-01-20,-2.4264
2017-01-19,-15.2445
2017-01-18,7.8668
2017-01-17,-25.3102
2017-01-13,15.7208
2017-01-12,-8.1089
2017-01-11,14.5000
2017-01-10,6.0313
2017-01-09,15.0945
2017-01-06,29.6783
2017-01-05,-1.4537
2017-01-04,65.7006
2017-01-03,-28.6965
2016-12-30,56.2791
2016-12-29,-40.8296
2016-12-28,6.9720
2016-12-27,-34.0970
2016-12-23,-54.9701
2016-12-22,-11.1789
2016-12-21,-99.4327
2016-12-20,15.9867
2016-12-19,-130.6749
2016-12-16,58.4352
2016-12-15,-111.6025
2016-12-14,79.6921
2016-12-13,-3.0855
2016-12-12,60.6558
2016-12-09,94.1321
2016-12-08,25.5412
2016-12-07,136.6148
2016-12-06,-12.0955
2016-12-05,139.8593
2016-12-02,-44.8199
2016-12-01,119.9584
2016-11-30,-70.0337
2016-11-29,69.4858
2016-11-28,-73.4437
2016-11-25,39.4771
2016-11-23,-81.5193
2016-11-22,38.5197
2016-11-21,-84.3631
2016-11-18,29.0867
2016-11-17,-97.8180
2016-11-16,57.8299
2016-11-15,-122.1493
2016-11-14,-34.1937
2016-11-11,-79.6987
2016-11-10,-100.0894
2016-11-09,-66.0664
2016-11-08,-68.6034
2016-11-07,-50.3486
2016-11-04,-88.6230
2016-11-03,-32.9618
2016-11-02,-62.0667
2016-11-01,-22.2720
2016-10-31,-39.5032
2016-10-28,-13.2935
2016-10-27,-12.9827
2016-10-26,-15.4622
2016-10-25,15.3083
2016-10-24,-24.2736
2016-10-21,33.8265
2016-10-20,-36.7159
2016-10-19,14.5334
2016-10-18,-31.0517
2016-10-17,-6.1774
2016-10-14,-31.6224
2016-10-13,-3.4154
2016-10-12,-30.5643
2016-10-11,-21.1367
2016-10-10,-19.4764
2016-10-07,-28.5747
2016-10-06,-11.4127
2016-10-05,-20.6413
2016-10-04,-7.3041
2016-10-03,-13.1648
2016-09-30,-5.8759
2016-09-29,-8.8181
2016-09-28,-4.4532
2016-09-27,-11.1445
2016-09-26,-0.4373
2016-09-23,-17.7121
2016-09-22,5.7483
2016-09-21,-17.5718
2016-09-20,8.9868
2016-09-19,-17.0534
2016-09-16,13.8503
2016-09-15,-15.1111
2016-09-14,15.9918
2016-09-13,-7.5256
2016-09-12,19.1138
2016-09-09,-1.5195
2016-09-08,18.7903
2016-09-07,17.4784
2016-09-06,7.0383
2016-09-02,25.1749
2016-09-01,-0.6606
2016-08-31,13.2418
2016-08-30,-1.8666
2016-08-29,0.8807
2016-08-26,1.2206
2016-08-25,-6.0169
2016-08-24,3.9909
2016-08-23,-3.1356
2016-08-22,3.0492
2016-08-19,2.7239
2016-08-18,1.5181
2016-08-17,2.3335
2016-08-16,3.2678
2016-08-15,6.3289
2016-08-12,0.3607
2016-08-11,22.9254
2016-08-10,-10.8964
2016-08-09,25.7478
2016-08-08,-18.1837
2016-08-05,6.2604
2016-08-04,-14.9735
2016-08-03,-13.6170
2016-08-02,-6.1320
2016-08-01,-15.9930
2016-07-29,-2.8782
2016-07-28,-6.9844
2016-07-27,-2.5090
2016-07-26,-3.5421
2016-07-25,-2.3036
2016-07-22,2.6711
2016-07-21,-5.6197
2016-07-20,-2.2775
2016-07-19,-1.4316
2016-07-18,-9.6632
2016-07-15,-0.0590
2016-07-14,-6.9768
2016-07-13,2.3142
2016-07-12,-12.4763
2016-07-11,6.8984
2016-07-08,-4.7230
2016-07-07,5.3646
2016-07-06,2.8292
2016-07-05,5.8306
2016-07-01,7.7687
2016-06-30,0.7439
2016-06-29,18.4338
2016-06-28,-6.4501
2016-06-27,10.1127
2016-06-24,-5.5830
2016-06-23,-3.8594
2016-06-22,-3.5970
2016-06-21,-5.9111
2016-06-20,-1.9358
2016-06-17,-14.1792
2016-06-16,5.4386
2016-06-15,-8.5102
2016-06-14,3.8990
2016-06-13,12.1073
2016-06-10,-0.8306
2016-06-09,18.8208
2016-06-08,-4.8454
2016-06-07,30.4962
2016-06-06,-16.2024
2016-06-03,36.3331
2016-06-02,-25.6030
2016-06-01,9.9255
2016-05-31,-21.7254
2016-05-27,-20.6555
2016-05-26,-12.5225
2016-05-25,-26.9434
2016-05-24,-6.4627
2016-05-23,-22.6050
2016-05-20,-2.3192
2016-05-19,-10.3151
2016-05-18,-2.2232
2016-05-17,-3.5645
2016-05-16,1.1199
2016-05-13,13.3339
2016-05-12,-7.5581
2016-05-11,44.4364
2016-05-10,-19.8734
2016-05-09,31.4825
2016-05-06,-21.4439
2016-05-05,10.8612
2016-05-04,-24.4253
2016-05-03,-7.2619
2016-05-02,-18.0181
2016-04-29,-34.3643
2016-04-28,-8.5178
2016-04-27,-33.4674
2016-04-26,-1.4092
2016-04-25,-27.0124
2016-04-22,4.2148
2016-04-21,-14.7717
2016-04-20,4.6843
2016-04-19,3.1770
2016-04-18,0.5236
2016-04-15,6.1817
2016-04-14,0.0488
2016-04-13,-2.5245
2016-04-12,1.7068
2016-04-11,-4.9156
2016-04-08,2.6767
2016-04-07,-9.6602
2016-04-06,7.1127
2016-04-05,-10.9263
2016-04-04,9.0719
2016-04-01,-3.9088
2016-03-31,8.1829
2016-03-30,1.3465
2016-03-29,7.2829
2016-03-28,-4.6598
2016-03-24,11.9955
2016-03-23,-0.2443
2016-03-22,7.4090
2016-03-21,7.7901
2016-03-18,5.4194
2016-03-17,-3.5245
2016-03-16,9.4384
2016-03-15,-6.0797
2016-03-14,11.3498
2016-03-11,-1.4262
2016-03-10,11.7152
2016-03-09,7.7142
2016-03-08,5.7657
2016-03-07,13.8694
2016-03-04,0.8122
2016-03-03,7.7301
2016-03-02,0.4072
2016-03-01,-4.8469
2016-02-29,6.2079
2016-02-26,-6.5746
2016-02-25,5.8419
2016-02-24,5.7131
2016-02-23,2.4985
2016-02-22,6.4165
2016-02-19,3.8117
2016-02-18,16.0485
2016-02-17,-3.1290
2016-02-16,39.8010
2016-02-12,-16.6955
2016-02-11,47.7366
2016-02-10,-30.7471
2016-02-09,31.5593
2016-02-08,-37.4632
2016-02-05,-9.0768
2016-02-04,-23.4650
2016-02-03,-38.9500
2016-02-02,-8.1274
2016-02-01,-29.3247
2016-01-29,-4.5691
2016-01-28,-14.1500
2016-01-27,-2.7574
2016-01-26,-9.9639
2016-01-25,-0.4947
2016-01-22,-2.3161
2016-01-21,-2.6438
2016-01-20,0.8417
2016-01-19,-2.3591
2016-01-15,-7.0308
2016-01-14,1.4270
2016-01-13,-7.1900
2016-01-12,3.0074
2016-01-11,0.7792
2016-01-08,2.3488
2016-01-07,12.6602
2016-01-06,-2.9555
2016-01-05,25.0060
2016-01-04,-11.2541
2015-12-31,18.3424
2015-12-30,-14.0189
2015-12-29,-3.6760
2015-12-28,-8.6734
2015-12-24,-15.8921
2015-12-23,-3.2338
2015-12-22,-17.1131
2015-12-21,2.5525
2015-12-18,-13.1774
2015-12-17,5.3161
2015-12-16,-0.8223
2015-12-15,2.5216
2015-12-14,9.5805
2015-12-11,-2.8791
2015-12-10,8.0503
2015-12-09,-4.5848
2015-12-08,-2.9604
2015-12-07,-0.6740
2015-12-04,-11.4259
2015-12-03,4.6801
2015-12-02,-11.4993
2015-12-01,7.2767
2015-11-30,-4.6021
2015-11-27,5.8849
2015-11-25,-5.7762
2015-11-24,9.0762
2015-11-23,-10.5329
2015-11-20,12.1118
2015-11-19,-11.2070
2015-11-18,17.9649
2015-11-17,-9.0389
2015-11-16,19.5246
2015-11-13,13.0238
2015-11-12,8.7067
2015-11-11,21.7389
2015-11-10,4.9335
2015-11-09,12.2501
2015-11-06,3.0937
2015-11-05,12.5972
2015-11-04,-1.5241
2015-11-03,10.6815
2015-11-02,-4.9305
2015-10-30,-2.6176
2015-10-29,-0.0630
2015-10-28,-17.1990
2015-10-27,7.1137
2015-10-26,-15.4859
2015-10-23,8.2591
2015-10-22,-9.7264
2015-10-21,8.7616
2015-10-20,-20.2233
2015-10-19,17.0209
2015-10-16,-31.9623
2015-10-15,26.3964
2015-10-14,-19.2654
2015-10-13,28.6011
2015-10-12,5.5775
2015-10-09,22.9087
2015-10-08,30.7091
2015-10-07,12.0556
2015-10-06,31.2742
2015-10-05,8.5845
2015-10-02,21.3840
2015-10-01,4.4769
2015-09-30,21.3228
2015-09-29,-1.1972
2015-09-28,22.7645
2015-09-25,-9.7339
2015-09-24,11.5762
2015-09-23,-8.4969
2015-09-22,-11.5823
2015-09-21,-1.4333
2015-09-18,-14.4310
2015-09-17,2.0436
2015-09-16,-9.6706
2015-09-15,5.1322
2015-09-14,1.8779
2015-09-11,0.3633
2015-09-10,11.5378
2015-09-09,-3.5405
2015-09-08,11.1232
2015-09-04,-7.6048
2015-09-03,6.9232
2015-09-02,-7.2307
2015-09-01,0.6514
2015-08-31,-7.1255
2015-08-28,3.9163
2015-08-27,-9.2143
2015-08-26,1.2308
2015-08-25,-6.0249
2015-08-24,7.3913
2015-08-21,-12.9044
2015-08-20,19.8799
2015-08-19,-20.8168
2015-08-18,11.5888
2015-08-17,-23.5391
2015-08-14,-3.7758
2015-08-13,-18.8607
2015-08-12,-24.0776
2015-08-11,-5.2048
2015-08-10,-28.6918
2015-08-07,2.6099
2015-08-06,-21.7551
2015-08-05,9.6518
2015-08-04,-9.0532
2015-08-03,6.4000
2015-07-31,4.5457
2015-07-30,3.7604
2015-07-29,-2.0091
2015-07-28,7.1509
2015-07-27,-1.5643
2015-07-24,5.2409
2015-07-23,-1.4376
2015-07-22,9.0032
2015-07-21,-3.5876
2015-07-20,9.1756
2015-07-17,8.2939
2015-07-16,3.0942
2015-07-15,12.0879
2015-07-14,-0.2323
2015-07-13,8.9914
2015-07-10,-2.6616
2015-07-09,7.8154
2015-07-08,-4.1223
2015-07-07,5.9503
2015-07-06,-5.3326
2015-07-02,8.3984
2015-07-01,-9.8976
2015-06-30,10.0039
2015-06-29,-13.1510
2015-06-26,1.4185
2015-06-25,-11.0406
2015-06-24,-4.5716
2015-06-23,-9.7260
2015-06-22,-8.7104
2015-06-19,-4.9414
2015-06-18,-13.0510
2015-06-17,-1.1217
2015-06-16,-9.8574
2015-06-15,0.1703
2015-06-12,-11.1739
2015-06-11,4.5712
2015-06-10,-17.3099
2015-06-09,10.6116
2015-06-08,-15.4088
2015-06-05,14.0305
2015-06-04,-9.0905
2015-06-03,17.7278
2015-06-02,-0.5500
2015-06-01,15.3922
2015-05-29,16.4972
2015-05-28,3.8796
2015-05-27,18.3621
2015-05-26,-0.5871
2015-05-22,9.1217
2015-05-21,-2.8254
2015-05-20,3.7149
2015-05-19,-2.8506
2015-05-18,-4.9343
2015-05-15,1.4699
2015-05-14,-10.2911
2015-05-13,6.1843
2015-05-12,-7.2314
2015-05-11,7.7703
2015-05-08,0.4705
2015-05-07,6.1051
2015-05-06,7.9248
2015-05-05,2.0195
2015-05-04,14.0708
2015-05-01,-5.1604
2015-04-30,15.7219
2015-04-29,-10.7736
2015-04-28,4.6362
2015-04-27,-7.9185
2015-04-24,-5.6558
2015-04-23,-5.1889
2015-04-22,-5.5695
2015-04-21,-3.4534
2015-04-20,-7.3470
2015-04-17,-0.0641
2015-04-16,-4.1555
2015-04-15,-1.7351
2015-04-14,0.8265
2015-04-13,-2.7017
2015-04-10,-8.5351
2015-04-09,3.2804
2015-04-08,-13.7511
2015-04-07,6.4481
2015-04-06,-7.0803
2015-04-02,8.1353
2015-04-01,-3.9198
2015-03-31,10.0751
2015-03-30,9.5227
2015-03-27,2.7081
2015-03-26,21.3198
2015-03-25,-5.0704
2015-03-24,21.9164
2015-03-23,-12.8891
2015-03-20,13.1043
2015-03-19,-12.4946
2015-03-18,0.4077
2015-03-17,-10.3494
2015-03-16,1.4689
2015-03-13,-12.6110
2015-03-12,3.1466
2015-03-11,-14.6668
2015-03-10,-1.6795
2015-03-09,-12.4373
2015-03-06,-10.8648
2015-03-05,-5.1420
2015-03-04,-10.7137
2015-03-03,-3.6410
2015-03-02,-4.2912
2015-02-27,-3.3686
2015-02-26,-3.8317
2015-02-25,-2.3842
2015-02-24,-4.9965
2015-02-23,-0.1995
2015-02-20,-5.9743
2015-02-19,2.3331
2015-02-18,-5.3888
2015-02-17,4.7959
2015-02-13,0.0513
2015-02-12,2.5128
2015-02-11,7.7755
2015-02-10,-2.4204
2015-02-09,6.8619
2015-02-06,-3.7536
2015-02-05,-2.1865
2015-02-04,-0.7936
2015-02-03,-7.3852
2015-02-02,1.7387
2015-01-30,-10.8506
2015-01-29,6.9586
2015-01-28,-9.3774
2015-01-27,8.9210
2015-01-26,2.3110
2015-01-23,7.6906
2015-01-22,15.2470
2015-01-21,1.1818
2015-01-20,38.6621
2015-01-16,-16.7260
2015-01-15,39.7698
2015-01-14,-25.0804
2015-01-13,11.3243
2015-01-12,-24.6867
2015-01-09,-17.8547
2015-01-08,-13.0447
2015-01-07,-48.2744
2015-01-06,4.5275
2015-01-05,-41.0736
2015-01-02,7.1661
2014-12-31,-19.6612
2014-12-30,10.3371
2014-12-29,-25.2723
2014-12-26,19.6140
2014-12-24,-13.5896
2014-12-23,18.5528
2014-12-22,11.4760
2014-12-19,12.4196
2014-12-18,15.9740
2014-12-17,9.4131
2014-12-16,18.9306
2014-12-15,3.8221
2014-12-12,21.5345
2014-12-11,-0.8065
2014-12-10,21.1011
2014-12-09,-8.1897
2014-12-08,17.3160
2014-12-05,-10.4969
2014-12-04,-5.4075
2014-12-03,-2.6983
2014-12-02,-9.5777
2014-12-01,-2.7021
2014-11-28,11.9841
2014-11-26,-7.5149
2014-11-25,21.3033
2014-11-24,-9.9702
2014-11-21,47.4942
2014-11-20,-25.2796
2014-11-19,81.7380
2014-11-18,-45.2894
2014-11-17,70.9139
2014-11-14,-61.4568
2014-11-13,26.0365
2014-11-12,-59.7990
2014-11-11,-51.4857
2014-11-10,-31.2215
2014-11-07,-78.5649
2014-11-06,-18.4688
2014-11-05,-38.0562
2014-11-04,-18.4390
2014-11-03,-26.7332
2014-10-31,-13.6509
2014-10-30,-30.4445
2014-10-29,-6.9026
2014-10-28,-35.9345
2014-10-27,4.0198
2014-10-24,-39.4894
2014-10-23,13.6808
2014-10-22,-25.1702
2014-10-21,16.6445
2014-10-20,-3.7343
2014-10-17,13.2690
2014-10-16,8.9260
2014-10-15,10.0729
2014-10-14,5.0421
2014-10-13,10.6123
2014-10-10,6.3481
2014-10-09,6.7289
2014-10-08,3.4853
2014-10-07,8.5890
2014-10-06,-4.5382
2014-10-03,9.9309
2014-10-02,-1.9207
2014-10-01,10.6395
2014-09-30,-0.5212
2014-09-29,10.0612
2014-09-26,7.6225
2014-09-25,6.3729
2014-09-24,4.9609
2014-09-23,8.1066
2014-09-22,4.8076
2014-09-19,3.1824
2014-09-18,5.7094
2014-09-17,1.8446
2014-09-16,-21.1132
2014-09-15,10.7015
2014-09-12,-48.1751
2014-09-11,25.0970
2014-09-10,-63.9304
2014-09-09,41.4936
2014-09-08,-40.8422
