Dates,HT_PHASOR Values
2014-09-05,41.8652
2014-09-04,2.3466
2014-09-03,35.8790
2014-09-02,19.1917
2014-08-29,32.5095
2014-08-28,8.7481
2014-08-27,37.2517
2014-08-26,26.5820
2014-08-25,25.6488
2014-08-22,68.1748
2014-08-21,9.3732
2014-08-20,44.1997
2014-08-19,8.0405
2014-08-18,22.5549
2014-08-15,2.5801
2014-08-14,16.8721
2014-08-13,0.7920
2014-08-12,-0.6993
2014-08-11,2.6021
2014-08-08,-10.8865
2014-08-07,8.1436
2014-08-06,-14.8787
2014-08-05,11.9426
2014-08-04,1.7185
2014-08-01,6.1580
2014-07-31,9.1597
2014-07-30,4.2183
2014-07-29,-1.5452
2014-07-28,5.7979
2014-07-25,-10.1382
2014-07-24,10.2778
2014-07-23,-18.8964
2014-07-22,16.9916
2014-07-21,-14.3387
2014-07-18,19.4154
2014-07-17,-4.7022
2014-07-16,20.1083
2014-07-15,6.7497
2014-07-14,14.7457
2014-07-11,13.4570
2014-07-10,10.1273
2014-07-09,14.2616
2014-07-08,2.8355
2014-07-07,11.2066
2014-07-03,1.1744
2014-07-02,-6.5349
2014-07-01,9.8112
2014-06-30,-9.7218
2014-06-27,10.6353
2014-06-26,2.5697
2014-06-25,9.1044
2014-06-24,7.1303
2014-06-23,6.5582
2014-06-20,20.2839
2014-06-19,-7.3300
2014-06-18,25.8897
2014-06-17,-15.9510
2014-06-16,5.0093
2014-06-13,-10.6975
2014-06-12,-7.6078
2014-06-11,-6.9559
2014-06-10,-10.1256
2014-06-09,-0.6182
2014-06-06,-7.4977
2014-06-05,-1.4232
2014-06-04,3.9440
2014-06-03,-6.1341
2014-06-02,1.8914
2014-05-30,-3.3213
2014-05-29,-2.2180
2014-05-28,-1.6611
2014-05-27,7.2024
2014-05-23,-7.0337
2014-05-22,15.9009
2014-05-21,-14.2077
2014-05-20,16.1784
2014-05-19,-20.9525
2014-05-16,4.4587
2014-05-15,-20.4982
2014-05-14,-18.5374
2014-05-13,-9.5005
2014-05-12,-44.2776
2014-05-09,11.5272
2014-05-08,-48.7469
2014-05-07,24.2738
2014-05-06,-21.5585
2014-05-05,24.3565
2014-05-02,-1.1985
2014-05-01,23.4036
2014-04-30,17.9303
2014-04-29,11.7474
2014-04-28,31.7924
2014-04-25,1.8880
2014-04-24,28.2570
2014-04-23,-6.1803
2014-04-22,25.9316
2014-04-21,-13.6286
2014-04-17,18.9147
2014-04-16,-18.1217
2014-04-15,14.2205
2014-04-14,-23.5910
2014-04-11,6.1054
2014-04-10,-21.4149
2014-04-09,-4.0189
2014-04-08,-18.5376
2014-04-07,-0.5562
2014-04-04,-20.8968
2014-04-03,0.2216
2014-04-02,-21.5505
2014-04-01,-7.8897
2014-03-31,-18.1950
2014-03-28,-22.0444
2014-03-27,-6.7237
2014-03-26,-33.6043
2014-03-25,5.3469
2014-03-24,-27.1594
2014-03-21,10.4959
2014-03-20,-12.9198
2014-03-19,11.0351
2014-03-18,-3.1407
2014-03-17,9.7919
2014-03-14,1.6375
2014-03-13,9.4172
2014-03-12,-0.4714
2014-03-11,11.9473
2014-03-10,6.6575
2014-03-07,7.6336
2014-03-06,18.4436
2014-03-05,-0.2238
2014-03-04,23.8125
2014-03-03,-11.0551
2014-02-28,12.8121
2014-02-27,-9.1231
2014-02-26,-15.5900
2014-02-25,4.1545
2014-02-24,-11.6728
2014-02-21,2.1320
2014-02-20,10.8164
2014-02-19,-5.4388
2014-02-18,12.3759
2014-02-14,-8.6958
2014-02-13,4.4292
2014-02-12,-8.2766
2014-02-11,-2.7485
2014-02-10,-6.7370
2014-02-07,-8.7179
2014-02-06,-1.1316
2014-02-05,-11.1534
2014-02-04,4.1664
2014-02-03,9.0216
2014-01-31,-4.7175
2014-01-30,37.4790
2014-01-29,-19.0835
2014-01-28,39.5866
2014-01-27,-29.4871
2014-01-24,27.1427
2014-01-23,-35.7845
2014-01-22,-9.7293
2014-01-21,-23.1125
2014-01-17,-46.4749
2014-01-16,-9.8522
2014-01-15,-44.0410
2014-01-14,-3.4477
2014-01-13,-43.8131
2014-01-10,6.5225
2014-01-09,-50.0070
2014-01-08,17.3844
2014-01-07,-34.9327
2014-01-06,21.1348
2014-01-03,-5.7160
2014-01-02,19.3514
2013-12-31,15.1969
2013-12-30,13.0025
2013-12-27,27.2924
2013-12-26,4.3210
2013-12-24,24.1409
2013-12-23,-0.9266
2013-12-20,10.3491
2013-12-19,-1.4444
2013-12-18,-1.5147
2013-12-17,0.8000
2013-12-16,-10.4892
2013-12-13,6.3136
2013-12-12,-13.3720
2013-12-11,9.9179
2013-12-10,-4.8065
2013-12-09,8.7362
2013-12-06,-1.6669
2013-12-05,9.7973
2013-12-04,-0.1032
2013-12-03,7.8859
2013-12-02,0.3334
2013-11-29,9.7262
2013-11-27,-3.9614
2013-11-26,11.9083
2013-11-25,3.7705
2013-11-22,8.7540
2013-11-21,11.6283
2013-11-20,3.8758
2013-11-19,15.9740
2013-11-18,-3.1843
2013-11-15,8.8302
2013-11-14,-1.5353
2013-11-13,-7.2619
2013-11-12,4.1733
2013-11-11,-3.0011
2013-11-08,2.4633
2013-11-07,8.4878
2013-11-06,-1.2682
2013-11-05,12.3758
2013-11-04,-6.2826
2013-11-01,11.3525
2013-10-31,-8.7617
2013-10-30,-3.3808
2013-10-29,-3.9651
2013-10-28,-12.9717
2013-10-25,-0.4622
2013-10-24,-11.8719
2013-10-23,2.9562
2013-10-22,-6.7340
2013-10-21,2.0849
2013-10-18,3.4395
2013-10-17,-1.4359
2013-10-16,-3.8133
2013-10-15,1.0022
2013-10-14,-26.5455
2013-10-11,10.2749
2013-10-10,-39.7402
2013-10-09,18.7116
2013-10-08,-12.0093
2013-10-07,16.1317
2013-10-04,11.1596
2013-10-03,13.7734
2013-10-02,31.6612
2013-10-01,1.1834
2013-09-30,48.6691
2013-09-27,-7.2679
2013-09-26,22.5396
2013-09-25,-6.9060
2013-09-24,10.5166
2013-09-23,-10.2723
2013-09-20,2.0455
2013-09-19,-7.6846
2013-09-18,-9.1645
2013-09-17,-4.7223
2013-09-16,-8.6685
2013-09-13,-1.8207
2013-09-12,-1.4046
2013-09-11,-4.3139
2013-09-10,8.8864
2013-09-09,-7.3050
2013-09-06,4.7151
2013-09-05,-7.2184
2013-09-04,2.8353
2013-09-03,-8.2414
2013-08-30,-4.7812
2013-08-29,-4.5907
2013-08-28,-6.3114
2013-08-27,-6.2328
2013-08-26,-5.1669
2013-08-23,-2.7936
2013-08-22,-20.3116
2013-08-21,5.2767
2013-08-20,-9.6594
2013-08-19,2.5989
2013-08-16,4.1808
2013-08-15,2.3413
2013-08-14,5.3174
2013-08-13,-0.8259
2013-08-12,9.3241
2013-08-09,-3.4135
2013-08-08,-3.6239
2013-08-07,-0.5516
2013-08-06,-20.6834
2013-08-05,6.6775
2013-08-02,-30.2375
2013-08-01,14.2074
2013-07-31,-18.7346
2013-07-30,15.2289
2013-07-29,-0.6767
2013-07-26,13.3725
2013-07-25,7.7746
2013-07-24,10.0846
2013-07-23,11.7457
2013-07-22,6.9460
2013-07-19,3.4459
2013-07-18,9.5550
2013-07-17,-4.5156
2013-07-16,12.0608
2013-07-15,7.9672
2013-07-12,5.5072
2013-07-11,16.2186
2013-07-10,0.9366
2013-07-09,9.3128
2013-07-08,-0.3076
2013-07-05,1.4772
2013-07-03,1.4903
2013-07-02,-2.9745
2013-07-01,3.2339
2013-06-28,0.5722
2013-06-27,2.1714
2013-06-26,8.1194
2013-06-25,-2.0811
2013-06-24,11.6131
2013-06-21,-5.8767
2013-06-20,9.8140
2013-06-19,-8.2678
2013-06-18,5.7938
2013-06-17,-8.5415
2013-06-14,4.6689
2013-06-13,-10.3358
2013-06-12,6.0532
2013-06-11,-12.8357
2013-06-10,5.7404
2013-06-07,-15.5126
2013-06-06,2.0424
2013-06-05,-14.7176
2013-06-04,-5.1306
2013-06-03,-10.9361
2013-05-31,-6.8290
2013-05-30,-9.4333
2013-05-29,-6.8081
2013-05-28,-6.9656
2013-05-24,-9.3607
2013-05-23,-3.3321
2013-05-22,-12.0852
2013-05-21,1.9380
2013-05-20,-12.7881
2013-05-17,5.2543
2013-05-16,-9.0665
2013-05-15,7.3436
2013-05-14,-9.9065
2013-05-13,12.5421
2013-05-10,-4.6968
2013-05-09,10.9664
2013-05-08,8.9389
2013-05-07,6.1902
2013-05-06,9.5969
2013-05-03,4.6497
2013-05-02,13.3118
2013-05-01,-2.0531
2013-04-30,11.6557
2013-04-29,-2.5299
2013-04-26,2.2746
2013-04-25,-3.1641
2013-04-24,-0.0357
2013-04-23,-2.5620
2013-04-22,-7.7450
2013-04-19,1.6749
2013-04-18,-12.6214
2013-04-17,5.0206
2013-04-16,-10.6007
2013-04-15,7.2402
2013-04-12,-11.3849
2013-04-11,12.8748
2013-04-10,-8.0740
2013-04-09,14.1545
2013-04-08,8.2226
2013-04-05,6.4774
2013-04-04,14.3558
2013-04-03,1.8342
2013-04-02,9.4897
2013-04-01,-0.8813
2013-03-28,1.6204
2013-03-27,1.6427
2013-03-26,-6.3445
2013-03-25,3.9625
2013-03-22,-7.3636
2013-03-21,6.3630
2013-03-20,-11.5154
2013-03-19,11.2527
2013-03-18,-7.5987
2013-03-15,10.8741
2013-03-14,1.0107
2013-03-13,10.9151
2013-03-12,5.2432
2013-03-11,9.3801
2013-03-08,19.0866
2013-03-07,1.4846
2013-03-06,28.2961
2013-03-05,-7.9875
2013-03-04,22.2315
2013-03-01,-13.8543
2013-02-28,3.6658
2013-02-27,-9.6167
2013-02-26,-14.9398
2013-02-25,-2.4108
2013-02-22,-17.1359
2013-02-21,2.6640
2013-02-20,-12.2679
2013-02-19,5.0817
2013-02-15,3.4994
2013-02-14,-1.8214
2013-02-13,10.2392
2013-02-12,-4.4796
2013-02-11,-4.3153
2013-02-08,1.0246
2013-02-07,-10.3159
2013-02-06,3.8344
2013-02-05,-8.6036
2013-02-04,7.2915
2013-02-01,-4.5711
2013-01-31,6.8659
2013-01-30,2.9899
2013-01-29,4.0820
2013-01-28,7.4635
2013-01-25,0.5636
2013-01-24,-0.2751
2013-01-23,5.1772
2013-01-22,-2.4198
2013-01-18,3.7010
2013-01-17,5.3149
2013-01-16,2.1311
2013-01-15,2.9598
2013-01-14,0.5222
2013-01-11,8.2979
2013-01-10,-5.1380
2013-01-09,-5.5430
2013-01-08,4.4356
2013-01-07,-15.5774
2013-01-04,6.6778
2013-01-03,-4.3934
2013-01-02,7.5172
2012-12-31,0.0473
2012-12-28,5.4780
2012-12-27,9.2244
2012-12-26,2.4236
2012-12-24,7.9031
2012-12-21,1.8437
2012-12-20,16.5967
2012-12-19,-6.2812
2012-12-18,16.7103
2012-12-17,-5.4531
2012-12-14,5.0721
2012-12-13,-7.8181
2012-12-12,15.1905
2012-12-11,-15.1743
2012-12-10,-3.2639
2012-12-07,-6.9645
2012-12-06,-28.0252
2012-12-05,4.5637
2012-12-04,-10.8429
2012-12-03,1.4906
2012-11-30,12.7379
2012-11-29,-4.5143
2012-11-28,19.0807
2012-11-27,-10.2289
2012-11-26,18.6523
2012-11-23,-15.3300
2012-11-21,6.0705
2012-11-20,-14.2079
2012-11-19,-8.1698
2012-11-16,-9.6249
2012-11-15,-15.2553
2012-11-14,-2.3380
2012-11-13,-14.2038
2012-11-12,1.3167
2012-11-09,-3.0317
2012-11-08,-1.2038
2012-11-07,5.1517
2012-11-06,-3.2995
2012-11-05,5.8101
2012-11-02,-4.5682
2012-11-01,7.5668
2012-10-31,-8.9157
2012-10-26,6.8621
2012-10-25,-11.6429
2012-10-24,-6.4421
2012-10-23,-4.3207
2012-10-22,-16.5484
2012-10-19,3.0324
2012-10-18,-12.7443
2012-10-17,6.5205
2012-10-16,-4.6599
2012-10-15,5.5343
2012-10-12,2.0628
2012-10-11,3.0417
2012-10-10,2.4550
2012-10-09,2.1885
2012-10-08,-1.4117
2012-10-05,3.4500
2012-10-04,-6.2327
2012-10-03,7.2966
2012-10-02,-10.5052
2012-10-01,13.1206
2012-09-28,-7.8631
2012-09-27,14.1017
2012-09-26,4.1236
2012-09-25,9.3215
2012-09-24,9.2998
2012-09-21,7.8410
2012-09-20,11.0309
2012-09-19,2.7472
2012-09-18,20.4942
2012-09-17,-6.1484
2012-09-14,14.9586
2012-09-13,-5.0253
2012-09-12,0.5525
2012-09-11,-3.7272
2012-09-10,10.9360
2012-09-07,-14.6140
2012-09-06,2.4196
2012-09-05,-9.1734
2012-09-04,-28.9009
2012-08-31,7.1705
2012-08-30,-30.3309
2012-08-29,14.2242
2012-08-28,-5.9187
2012-08-27,8.4350
2012-08-24,11.6502
2012-08-23,2.7495
2012-08-22,4.9330
2012-08-21,5.6575
2012-08-20,-0.5590
2012-08-17,6.3492
2012-08-16,8.5761
2012-08-15,1.8252
2012-08-14,17.1969
2012-08-13,-4.9345
2012-08-10,10.7235
2012-08-09,-5.0870
2012-08-08,-5.7576
2012-08-07,-2.2190
2012-08-06,-12.8588
2012-08-03,1.5324
2012-08-02,-28.6927
2012-08-01,15.4414
2012-07-31,-31.4902
2012-07-30,20.8554
2012-07-27,-10.8099
2012-07-26,20.1660
2012-07-25,-6.9143
2012-07-24,22.8668
2012-07-23,-0.5706
2012-07-20,19.8165
2012-07-19,2.1680
2012-07-18,21.6943
2012-07-17,1.4191
2012-07-16,20.1514
2012-07-13,8.7351
2012-07-12,18.2376
2012-07-11,14.8316
2012-07-10,11.8930
2012-07-09,25.1287
2012-07-06,4.0147
2012-07-05,16.7436
2012-07-03,3.8663
2012-07-02,9.6030
2012-06-29,0.7727
2012-06-28,8.9870
2012-06-27,0.4930
2012-06-26,2.1704
2012-06-25,0.4374
2012-06-22,4.5375
2012-06-21,-1.1844
2012-06-20,3.4468
2012-06-19,-1.6867
2012-06-18,-0.5259
2012-06-15,-1.6823
2012-06-14,-7.3576
2012-06-13,1.6343
2012-06-12,-14.7320
2012-06-11,5.3435
2012-06-08,-12.1089
2012-06-07,6.5152
2012-06-06,-7.7817
2012-06-05,7.3664
2012-06-04,-9.4593
2012-06-01,9.8302
2012-05-31,-9.4091
2012-05-30,11.8970
2012-05-29,-4.6649
2012-05-25,12.2760
2012-05-24,3.4087
2012-05-23,9.3683
2012-05-22,7.1480
2012-05-21,8.4899
2012-05-18,2.2548
2012-05-17,9.3982
2012-05-16,5.1017
2012-05-15,6.4693
2012-05-14,9.2859
2012-05-11,3.9403
2012-05-10,2.1814
2012-05-09,5.3783
2012-05-08,-0.3918
2012-05-07,4.7514
2012-05-04,0.2165
2012-05-03,5.7663
2012-05-02,-1.3780
2012-05-01,6.2873
2012-04-30,3.6636
2012-04-27,3.1015
2012-04-26,5.0799
2012-04-25,1.8432
2012-04-24,2.5879
2012-04-23,1.0989
2012-04-20,1.0479
2012-04-19,1.3641
2012-04-18,-0.7951
2012-04-17,2.2082
2012-04-16,-1.3611
2012-04-13,2.8484
2012-04-12,0.9822
2012-04-11,1.2152
2012-04-10,2.1430
2012-04-09,1.0150
2012-04-05,0.4367
2012-04-04,1.2970
2012-04-03,1.9520
2012-04-02,-0.0690
2012-03-30,2.6735
2012-03-29,-0.7892
2012-03-28,1.7175
2012-03-27,-1.7379
2012-03-26,0.0407
2012-03-23,-1.3267
2012-03-22,-4.7969
2012-03-21,1.4233
2012-03-20,-7.9322
2012-03-19,4.2966
2012-03-16,-7.7761
2012-03-15,6.3455
2012-03-14,-2.5856
2012-03-13,5.3975
2012-03-12,0.8910
2012-03-09,5.9269
2012-03-08,3.5086
2012-03-07,3.8436
2012-03-06,11.5960
2012-03-05,0.0173
2012-03-02,10.5665
2012-03-01,-1.0095
2012-02-29,9.8386
2012-02-28,-4.0145
2012-02-27,7.3463
2012-02-24,-5.0127
2012-02-23,0.2198
2012-02-22,-4.7048
2012-02-21,-7.5553
2012-02-17,-0.2246
2012-02-16,-11.7632
2012-02-15,3.2508
2012-02-14,-6.2075
2012-02-13,3.8159
2012-02-10,-0.1415
2012-02-09,2.7613
2012-02-08,5.7663
2012-02-07,-0.2651
2012-02-06,5.8826
2012-02-03,-1.1178
2012-02-02,2.6529
2012-02-01,-1.9750
2012-01-31,-0.5425
2012-01-30,-0.6415
2012-01-27,-4.6475
2012-01-26,1.2846
2012-01-25,-4.7570
2012-01-24,2.5919
2012-01-23,-3.4319
2012-01-20,3.3466
2012-01-19,-1.5585
2012-01-18,3.1571
2012-01-17,0.5993
2012-01-13,2.5998
2012-01-12,-0.2511
2012-01-11,3.5764
2012-01-10,0.0760
2012-01-09,2.8546
2012-01-06,3.3730
2012-01-05,1.2898
2012-01-04,2.4100
2012-01-03,1.4543
2011-12-30,1.4076
2011-12-29,0.8350
2011-12-28,3.1563
2011-12-27,-0.4154
2011-12-23,1.9919
2011-12-22,-0.3586
2011-12-21,0.5781
2011-12-20,-0.8514
2011-12-19,0.2096
2011-12-16,-0.9939
2011-12-15,-3.8222
2011-12-14,1.2832
2011-12-13,-7.0051
2011-12-12,3.6097
2011-12-09,-7.7014
2011-12-08,6.0196
2011-12-07,-7.1714
2011-12-06,7.6588
2011-12-05,-6.1951
2011-12-02,9.9803
2011-12-01,-4.8378
2011-11-30,11.1757
2011-11-29,1.3812
2011-11-28,8.9921
2011-11-25,5.9616
2011-11-23,6.9614
2011-11-22,6.7052
2011-11-21,5.0896
2011-11-18,5.8646
2011-11-17,4.5508
2011-11-16,5.6713
2011-11-15,3.0749
2011-11-14,9.3082
2011-11-11,-0.0159
2011-11-10,10.2025
2011-11-09,-3.2219
2011-11-08,6.1627
2011-11-07,-4.2155
2011-11-04,-1.8998
2011-11-03,-1.5086
2011-11-02,-6.9684
2011-11-01,0.9115
2011-10-31,-5.1960
2011-10-28,1.9133
2011-10-27,-3.0855
2011-10-26,2.8674
2011-10-25,0.3548
2011-10-24,1.3527
2011-10-21,4.7346
2011-10-20,-1.0566
2011-10-19,1.4044
2011-10-18,0.1364
2011-10-17,-2.7448
2011-10-14,1.4479
2011-10-13,-2.2609
2011-10-12,2.3916
2011-10-11,0.3502
2011-10-10,1.1685
2011-10-07,4.3742
2011-10-06,-1.1985
2011-10-05,2.4440
2011-10-04,-1.0857
2011-10-03,-1.8791
2011-09-30,0.2461
2011-09-29,-4.7203
2011-09-28,2.9414
2011-09-27,-3.0956
2011-09-26,3.0111
2011-09-23,3.4977
2011-09-22,0.4304
2011-09-21,6.7803
2011-09-20,-2.3801
2011-09-19,5.0939
2011-09-16,-3.4920
2011-09-15,-0.3075
2011-09-14,-1.5320
2011-09-13,-4.4307
2011-09-12,0.6612
2011-09-09,-1.3124
2011-09-08,-0.5179
2011-09-07,2.6790
2011-09-06,-2.1706
2011-09-02,-0.4140
2011-09-01,-1.8890
2011-08-31,-6.3931
2011-08-30,0.0543
2011-08-29,-18.8020
2011-08-26,8.7923
2011-08-25,-31.8820
2011-08-24,19.9455
2011-08-23,-26.8810
2011-08-22,28.5568
2011-08-19,-12.7020
2011-08-18,29.3175
2011-08-17,17.3700
2011-08-16,16.0683
2011-08-15,37.3897
2011-08-12,5.1539
2011-08-11,23.7869
2011-08-10,4.0694
2011-08-09,10.0255
2011-08-08,2.2305
2011-08-05,5.0173
2011-08-04,2.4202
2011-08-03,0.2797
2011-08-02,2.3256
2011-08-01,0.6589
2011-07-29,2.0007
2011-07-28,-1.1706
2011-07-27,3.1729
2011-07-26,-1.6477
2011-07-25,3.1005
2011-07-22,-0.8498
2011-07-21,3.4951
2011-07-20,-2.4903
2011-07-19,4.8562
2011-07-18,-2.0446
2011-07-15,5.0244
2011-07-14,0.0019
2011-07-13,4.6418
2011-07-12,1.1921
2011-07-11,4.3001
2011-07-08,1.5493
2011-07-07,4.3771
2011-07-06,4.4202
2011-07-05,2.3893
2011-07-01,8.7314
2011-06-30,-0.4188
2011-06-29,8.4476
2011-06-28,-2.3272
2011-06-27,4.0075
2011-06-24,-2.2630
2011-06-23,-1.5986
2011-06-22,-1.1996
2011-06-21,-3.1438
2011-06-20,-0.6016
2011-06-17,-6.1624
2011-06-16,2.2764
2011-06-15,-6.6404
2011-06-14,3.0305
2011-06-13,-2.0328
2011-06-10,2.6734
2011-06-09,-2.0527
2011-06-08,3.4195
2011-06-07,-4.0091
2011-06-06,4.9435
2011-06-03,-3.5074
2011-06-02,5.6972
2011-06-01,-0.4615
2011-05-31,5.3032
2011-05-27,2.0964
2011-05-26,4.2269
2011-05-25,3.8528
2011-05-24,2.6205
2011-05-23,3.4218
2011-05-20,2.0241
2011-05-19,1.9885
2011-05-18,1.6738
2011-05-17,1.5410
2011-05-16,1.4477
2011-05-13,1.6040
2011-05-12,0.6822
2011-05-11,2.0732
2011-05-10,-0.4415
2011-05-09,0.7975
2011-05-06,-0.0851
2011-05-05,-2.3638
2011-05-04,1.8485
2011-05-03,-2.1250
2011-05-02,1.7584
2011-04-29,0.1442
2011-04-28,1.2544
2011-04-27,-0.8626
2011-04-26,1.9672
2011-04-25,-1.6604
2011-04-21,2.2753
2011-04-20,-2.5209
2011-04-19,3.6931
2011-04-18,-4.0020
2011-04-15,5.1598
2011-04-14,-1.8443
2011-04-13,5.1404
2011-04-12,1.4431
2011-04-11,4.7239
2011-04-08,5.0477
2011-04-07,2.5184
2011-04-06,10.8846
2011-04-05,-2.3158
2011-04-04,12.3289
2011-04-01,-5.3979
2011-03-31,3.1814
2011-03-30,-3.4586
2011-03-29,-4.0226
2011-03-28,-2.0420
2011-03-25,-2.6442
2011-03-24,-1.9787
2011-03-23,-3.5060
2011-03-22,-0.7599
2011-03-21,-3.6465
2011-03-18,-0.3346
2011-03-17,-3.6095
2011-03-16,1.2356
2011-03-15,-4.4924
2011-03-14,2.5720
2011-03-11,-1.4633
2011-03-10,2.2423
2011-03-09,1.6859
2011-03-08,1.1189
2011-03-07,3.0203
2011-03-04,0.0036
2011-03-03,1.2564
2011-03-02,0.3651
2011-03-01,0.0844
2011-02-28,-0.0498
2011-02-25,-0.5981
2011-02-24,0.8149
2011-02-23,-3.0890
2011-02-22,2.1269
2011-02-18,-1.6298
2011-02-17,1.5422
2011-02-16,-1.5766
2011-02-15,2.9138
2011-02-14,-3.7487
2011-02-11,4.3964
2011-02-10,-0.5340
2011-02-09,3.3444
2011-02-08,2.3661
2011-02-07,2.5549
2011-02-04,1.9000
2011-02-03,2.1642
2011-02-02,2.8079
2011-02-01,1.2606
2011-01-31,2.2898
2011-01-28,1.3558
2011-01-27,2.3080
2011-01-26,0.0118
2011-01-25,4.9135
2011-01-24,-2.1513
2011-01-21,0.9691
2011-01-20,-0.6111
2011-01-19,-2.7173
2011-01-18,0.0148
2011-01-14,-1.3414
2011-01-13,0.4428
2011-01-12,-1.9424
2011-01-11,1.0256
2011-01-10,0.5230
2011-01-07,-0.1242
2011-01-06,0.6455
2011-01-05,0.6292
2011-01-04,-0.8423
2011-01-03,0.4270
2010-12-31,1.4989
2010-12-30,-0.4827
2010-12-29,-0.8038
2010-12-28,0.7753
2010-12-27,-2.6813
2010-12-23,1.4121
2010-12-22,-0.0369
2010-12-21,1.0933
2010-12-20,2.0449
2010-12-17,0.2550
2010-12-16,4.2820
2010-12-15,-1.3277
2010-12-14,4.4964
2010-12-13,-1.9406
2010-12-10,1.7193
2010-12-09,-1.9294
2010-12-08,1.7341
2010-12-07,-3.1905
2010-12-06,-0.1157
2010-12-03,-2.0964
2010-12-02,-6.1133
2010-12-01,0.8199
2010-11-30,-3.3205
2010-11-29,0.1412
2010-11-26,3.1293
2010-11-24,-1.1142
2010-11-23,4.3556
2010-11-22,-2.0936
2010-11-19,5.5549
2010-11-18,-3.5084
2010-11-17,4.8346
2010-11-16,-4.3913
2010-11-15,0.5195
2010-11-12,-3.7669
2010-11-11,-5.3773
2010-11-10,-1.9172
2010-11-09,-6.9697
2010-11-08,-1.1720
2010-11-05,-3.9540
2010-11-04,-1.2224
2010-11-03,-5.6865
2010-11-02,0.1385
2010-11-01,-9.7711
2010-10-29,2.7271
2010-10-28,-11.4644
2010-10-27,5.3584
2010-10-26,-6.0202
2010-10-25,5.3838
2010-10-22,0.9811
2010-10-21,4.1903
2010-10-20,2.3091
2010-10-19,3.6789
2010-10-18,1.2617
2010-10-15,3.4743
2010-10-14,0.3071
2010-10-13,3.6342
2010-10-12,-0.6664
2010-10-11,4.1674
2010-10-08,-0.5386
2010-10-07,4.2151
2010-10-06,0.8947
2010-10-05,3.3806
2010-10-04,1.1644
2010-10-01,3.0951
2010-09-30,0.5141
2010-09-29,3.0381
2010-09-28,0.2149
2010-09-27,3.1866
2010-09-24,0.3382
2010-09-23,2.9305
2010-09-22,0.9822
2010-09-21,2.2692
2010-09-20,1.2552
2010-09-17,1.8436
2010-09-16,0.4344
2010-09-15,2.4020
2010-09-14,0.8548
2010-09-13,1.8362
2010-09-10,3.6075
2010-09-09,-0.2320
2010-09-08,4.9891
2010-09-07,-2.0852
2010-09-03,3.4204
2010-09-02,-2.7881
2010-09-01,0.8339
2010-08-31,-2.9145
2010-08-30,-2.2050
2010-08-27,-1.5825
2010-08-26,-6.7542
2010-08-25,2.0113
2010-08-24,-8.7761
2010-08-23,5.4179
2010-08-20,-6.0406
2010-08-19,7.2077
2010-08-18,-0.1022
2010-08-17,5.1271
2010-08-16,5.7456
2010-08-13,1.5863
2010-08-12,5.2092
2010-08-11,0.7841
2010-08-10,2.1299
2010-08-09,0.7685
2010-08-06,1.5779
2010-08-05,0.1642
2010-08-04,1.6961
2010-08-03,-0.5853
2010-08-02,0.8446
2010-07-30,-0.5204
2010-07-29,-0.2198
2010-07-28,-0.3371
2010-07-27,-0.4812
2010-07-26,-0.1003
2010-07-23,-1.2848
2010-07-22,0.5746
2010-07-21,-1.0952
2010-07-20,0.4482
2010-07-19,-1.3385
2010-07-16,1.2744
2010-07-15,-2.4857
2010-07-14,2.2410
2010-07-13,-1.4102
2010-07-12,2.5719
2010-07-09,0.7640
2010-07-08,1.9352
2010-07-07,3.9900
2010-07-06,-0.0864
2010-07-02,4.9996
2010-07-01,-1.4830
2010-06-30,2.6909
2010-06-29,-1.9133
2010-06-28,-0.7743
2010-06-25,-0.9193
2010-06-24,-4.6496
2010-06-23,0.8989
2010-06-22,-5.4622
2010-06-21,2.0630
2010-06-18,-4.2631
2010-06-17,3.0327
2010-06-16,-1.6234
2010-06-15,2.8864
2010-06-14,2.8088
2010-06-11,1.8759
2010-06-10,6.2399
2010-06-09,0.1591
2010-06-08,7.4869
2010-06-07,-2.0110
2010-06-04,4.0269
2010-06-03,-2.2630
2010-06-02,-2.5278
2010-06-01,-0.4279
2010-05-28,-6.7444
2010-05-27,1.8622
2010-05-26,-5.9845
2010-05-25,2.9080
2010-05-24,-2.3576
2010-05-21,2.9745
2010-05-20,0.3284
2010-05-19,2.4384
2010-05-18,1.9823
2010-05-17,1.4436
2010-05-14,2.0245
2010-05-13,0.8340
2010-05-12,0.8116
2010-05-11,0.9691
2010-05-10,-0.5029
2010-05-07,1.5150
2010-05-06,-0.2554
2010-05-05,1.2053
2010-05-04,0.0874
2010-05-03,1.2935
2010-04-30,-0.5798
2010-04-29,1.5531
2010-04-28,-0.5316
2010-04-27,1.6349
2010-04-26,-0.8885
2010-04-23,2.3639
2010-04-22,-0.7538
2010-04-21,2.6295
2010-04-20,1.3386
2010-04-19,1.5935
2010-04-16,3.5392
2010-04-15,-0.2305
2010-04-14,3.7906
2010-04-13,-1.7009
2010-04-12,1.8660
2010-04-09,-2.1211
2010-04-08,-1.6347
2010-04-07,-0.5960
2010-04-06,-5.7664
2010-04-05,2.5672
2010-04-01,-7.2817
2010-03-31,5.0010
2010-03-30,-5.2696
2010-03-29,6.2885
2010-03-26,-2.7187
2010-03-25,6.7986
2010-03-24,2.1317
2010-03-23,4.7954
2010-03-22,5.7999
2010-03-19,3.1523
2010-03-18,7.1366
