Dates,PLUS_DM Values
2020-11-10,122.5174
2020-11-09,115.3341
2020-11-06,91.1675
2020-11-05,92.1709
2020-11-04,91.7764
2020-11-03,93.0576
2020-11-02,89.6200
2020-10-30,91.0203
2020-10-29,92.8778
2020-10-28,94.7733
2020-10-27,96.7074
2020-10-26,98.6811
2020-10-23,100.6950
2020-10-22,102.1071
2020-10-21,102.1501
2020-10-20,104.2348
2020-10-19,106.3620
2020-10-16,108.5327
2020-10-15,101.6864
2020-10-14,103.7617
2020-10-13,105.8792
2020-10-12,108.0400
2020-10-09,110.2449
2020-10-08,110.5459
2020-10-07,111.0210
2020-10-06,113.2867
2020-10-05,115.5987
2020-10-02,115.6109
2020-10-01,117.9703
2020-09-30,118.5615
2020-09-29,115.3893
2020-09-28,117.7442
2020-09-25,108.2202
2020-09-24,104.3047
2020-09-23,106.4334
2020-09-22,108.6055
2020-09-21,109.5589
2020-09-18,111.7948
2020-09-17,112.7855
2020-09-16,115.0872
2020-09-15,117.4359
2020-09-14,116.8734
2020-09-11,114.5843
2020-09-10,116.9227
2020-09-09,118.5742
2020-09-08,120.9941
2020-09-04,123.4634
2020-09-03,125.9830
2020-09-02,122.5847
2020-09-01,125.0865
2020-08-31,127.6392
2020-08-28,130.2441
2020-08-27,132.9022
2020-08-26,128.5940
2020-08-25,131.2183
2020-08-24,131.4881
2020-08-21,125.8183
2020-08-20,128.3861
2020-08-19,131.0062
2020-08-18,132.8002
2020-08-17,135.5104
2020-08-14,138.2759
2020-08-13,141.0979
2020-08-12,143.9774
2020-08-11,146.9157
2020-08-10,139.5263
2020-08-07,134.2818
2020-08-06,137.0223
2020-08-05,139.2166
2020-08-04,134.3230
2020-08-03,133.1664
2020-07-31,135.8841
2020-07-30,138.6572
2020-07-29,141.4869
2020-07-28,144.3744
2020-07-27,147.3208
2020-07-24,150.3274
2020-07-23,153.3953
2020-07-22,156.5258
2020-07-21,159.7202
2020-07-20,156.7757
2020-07-17,159.9752
2020-07-16,163.2400
2020-07-15,166.5715
2020-07-14,161.5729
2020-07-13,164.8703
2020-07-10,164.2350
2020-07-09,167.5868
2020-07-08,171.0069
2020-07-07,174.4968
2020-07-06,178.0580
2020-07-02,180.0898
2020-07-01,183.7651
2020-06-30,185.3521
2020-06-29,189.1348
2020-06-26,171.9233
2020-06-25,175.4319
2020-06-24,179.0122
2020-06-23,182.6655
2020-06-22,184.9444
2020-06-19,188.7188
2020-06-18,192.5702
2020-06-17,196.5002
2020-06-16,200.5104
2020-06-15,189.2249
2020-06-12,191.1172
2020-06-11,195.0176
2020-06-10,198.9975
2020-06-09,203.0587
2020-06-08,207.2027
2020-06-05,195.7069
2020-06-04,168.8948
2020-06-03,157.2192
2020-06-02,142.1318
2020-06-01,142.6855
2020-05-29,144.0158
2020-05-28,146.9549
2020-05-27,142.7601
2020-05-26,141.8573
2020-05-22,139.8237
2020-05-21,142.6773
2020-05-20,136.6207
2020-05-19,139.4089
2020-05-18,141.3968
2020-05-15,129.6803
2020-05-14,132.3269
2020-05-13,135.0274
2020-05-12,137.7831
2020-05-11,140.5950
2020-05-08,143.4643
2020-05-07,141.4533
2020-05-06,140.4106
2020-05-05,143.2762
2020-05-04,143.8532
2020-05-01,146.7890
2020-04-30,149.7847
2020-04-29,152.8415
2020-04-28,145.7771
2020-04-27,142.6297
2020-04-24,145.5405
2020-04-23,148.5107
2020-04-22,149.9496
2020-04-21,153.0098
2020-04-20,156.1324
2020-04-17,159.3188
2020-04-16,151.5906
2020-04-15,154.6843
2020-04-14,157.8411
2020-04-13,161.0624
2020-04-09,164.3493
2020-04-08,163.6422
2020-04-07,166.9818
2020-04-06,154.9713
2020-04-03,139.3584
2020-04-02,142.2025
2020-04-01,145.1046
2020-03-31,148.0659
2020-03-30,144.1182
2020-03-27,147.0594
2020-03-26,150.0606
2020-03-25,141.1741
2020-03-24,96.2899
2020-03-23,84.5101
2020-03-20,78.5920
2020-03-19,76.6959
2020-03-18,78.2611
2020-03-17,79.8583
2020-03-16,81.4880
2020-03-13,83.1511
2020-03-12,84.8480
2020-03-11,86.5796
2020-03-10,88.3465
2020-03-09,90.1495
2020-03-06,91.9893
2020-03-05,93.8666
2020-03-04,95.7823
2020-03-03,97.7370
2020-03-02,93.8846
2020-02-28,86.7701
2020-02-27,88.5409
2020-02-26,90.3479
2020-02-25,92.1917
2020-02-24,94.0732
2020-02-21,95.9931
2020-02-20,97.9521
2020-02-19,99.9511
2020-02-18,100.4765
2020-02-14,102.5270
2020-02-13,104.6194
2020-02-12,106.7545
2020-02-11,107.0308
2020-02-10,107.0500
2020-02-07,103.9602
2020-02-06,106.0818
2020-02-05,94.2896
2020-02-04,85.8677
2020-02-03,87.6201
2020-01-31,89.4083
2020-01-30,91.2330
2020-01-29,93.0949
2020-01-28,87.0627
2020-01-27,88.8395
2020-01-24,90.6525
2020-01-23,84.3575
2020-01-22,80.6727
2020-01-21,82.3190
2020-01-17,83.9990
2020-01-16,85.7133
2020-01-15,87.4625
2020-01-14,89.2475
2020-01-13,91.0689
2020-01-10,92.9274
2020-01-09,94.8239
2020-01-08,88.9487
2020-01-07,90.7640
2020-01-06,83.1527
2020-01-03,84.8497
2020-01-02,85.0192
2019-12-31,79.8772
2019-12-30,81.5073
2019-12-27,83.1707
2019-12-26,84.5739
2019-12-24,86.2999
2019-12-23,88.0612
2019-12-20,84.6955
2019-12-19,86.4240
2019-12-18,88.1877
2019-12-17,85.6259
2019-12-16,87.3733
2019-12-13,89.1565
2019-12-12,90.9760
2019-12-11,91.7777
2019-12-10,93.6508
2019-12-09,95.5620
2019-12-06,97.5122
2019-12-05,95.4653
2019-12-04,97.4135
2019-12-03,99.4016
2019-12-02,101.4302
2019-11-29,103.5002
2019-11-27,105.6124
2019-11-26,107.7678
2019-11-25,109.4904
2019-11-22,110.9641
2019-11-21,110.4030
2019-11-20,112.6561
2019-11-19,114.9552
2019-11-18,117.3012
2019-11-15,117.5421
2019-11-14,114.8693
2019-11-13,115.3269
2019-11-12,117.6805
2019-11-11,120.0822
2019-11-08,109.6002
2019-11-07,111.8369
2019-11-06,112.0346
2019-11-05,114.3211
2019-11-04,106.4075
2019-11-01,102.2657
2019-10-31,104.3528
2019-10-30,106.4824
2019-10-29,108.3731
2019-10-28,105.8044
2019-10-25,106.3400
2019-10-24,108.5102
2019-10-23,110.7247
2019-10-22,103.5849
2019-10-21,98.3971
2019-10-18,100.4052
2019-10-17,102.4543
2019-10-16,104.5452
2019-10-15,102.7524
2019-10-14,104.8494
2019-10-11,105.2141
2019-10-10,104.9409
2019-10-09,107.0825
2019-10-08,108.7435
2019-10-07,110.9627
2019-10-04,111.1900
2019-10-03,109.5461
2019-10-02,111.7818
2019-10-01,114.0630
2019-09-30,116.3909
2019-09-27,118.7662
2019-09-26,121.1900
2019-09-25,123.6632
2019-09-24,116.9993
2019-09-23,117.5840
2019-09-20,119.9837
2019-09-19,122.4323
2019-09-18,123.1357
2019-09-17,124.2030
2019-09-16,123.0330
2019-09-13,125.5439
2019-09-12,128.1060
2019-09-11,130.2162
2019-09-10,118.7442
2019-09-09,112.5345
2019-09-06,114.8311
2019-09-05,116.9729
2019-09-04,112.6248
2019-09-03,112.1885
2019-08-30,114.4781
2019-08-29,116.4816
2019-08-28,112.9589
2019-08-27,115.2641
2019-08-26,117.6165
2019-08-23,120.0168
2019-08-22,109.1031
2019-08-21,97.3515
2019-08-20,90.1809
2019-08-19,92.0213
2019-08-16,89.1088
2019-08-15,87.8110
2019-08-14,89.6030
2019-08-13,91.4317
2019-08-12,91.8968
2019-08-09,93.7722
2019-08-08,93.0133
2019-08-07,90.0645
2019-08-06,91.9025
2019-08-05,91.4425
2019-08-02,93.3087
2019-08-01,95.2129
2019-07-31,97.1560
2019-07-30,95.3347
2019-07-29,97.2803
2019-07-26,99.2656
2019-07-25,101.2914
2019-07-24,103.3586
2019-07-23,105.4680
2019-07-22,107.6204
2019-07-19,105.7269
2019-07-18,97.9072
2019-07-17,99.9053
2019-07-16,97.5336
2019-07-15,97.0181
2019-07-12,98.9980
2019-07-11,94.8135
2019-07-10,94.0019
2019-07-09,93.2439
2019-07-08,95.1468
2019-07-05,97.0886
2019-07-03,96.6642
2019-07-02,98.6370
2019-07-01,100.6500
2019-06-28,102.7041
2019-06-27,104.8001
2019-06-26,106.9388
2019-06-25,105.3823
2019-06-24,107.5330
2019-06-21,109.7275
2019-06-20,111.6461
2019-06-19,113.9246
2019-06-18,111.5784
2019-06-17,95.2108
2019-06-14,90.2573
2019-06-13,91.9890
2019-06-12,93.8664
2019-06-11,95.7820
2019-06-10,97.7367
2019-06-07,97.6063
2019-06-06,95.9495
2019-06-05,97.9076
2019-06-04,99.9057
2019-06-03,94.6271
2019-05-31,96.5583
2019-05-30,98.5288
2019-05-29,100.5396
2019-05-28,102.5915
2019-05-24,104.6852
2019-05-23,96.8677
2019-05-22,98.8446
2019-05-21,100.8619
2019-05-20,98.0793
2019-05-17,100.0809
2019-05-16,98.6250
2019-05-15,92.9191
2019-05-14,92.1090
2019-05-13,93.9888
2019-05-10,95.9069
2019-05-09,97.8642
2019-05-08,99.8615
2019-05-07,101.8995
2019-05-06,103.9790
2019-05-03,106.1011
2019-05-02,108.0172
2019-05-01,110.2217
2019-04-30,112.4162
2019-04-29,114.7104
2019-04-26,117.0514
2019-04-25,119.4402
2019-04-24,118.2401
2019-04-23,116.3876
2019-04-22,118.7629
2019-04-18,121.1866
2019-04-17,123.6598
2019-04-16,126.1835
2019-04-15,122.0414
2019-04-12,124.5321
2019-04-11,118.2335
2019-04-10,118.3642
2019-04-09,120.7798
2019-04-08,123.2447
2019-04-05,125.7599
2019-04-04,126.7318
2019-04-03,123.8155
2019-04-02,126.3423
2019-04-01,126.9973
2019-03-29,118.9054
2019-03-28,115.8307
2019-03-27,118.1946
2019-03-26,120.6067
2019-03-25,118.6929
2019-03-22,119.7698
2019-03-21,122.2140
2019-03-20,124.7082
2019-03-19,125.2301
2019-03-18,122.1051
2019-03-15,124.5970
2019-03-14,127.1398
2019-03-13,129.7345
2019-03-12,132.3822
2019-03-11,135.0839
2019-03-08,137.8407
2019-03-07,140.6537
2019-03-06,143.5242
2019-03-05,146.4533
2019-03-04,149.4421
2019-03-01,152.4920
2019-02-28,151.0296
2019-02-27,149.0390
2019-02-26,144.7754
2019-02-25,147.7300
2019-02-22,145.3133
2019-02-21,146.2247
2019-02-20,149.2088
2019-02-19,148.3671
2019-02-15,151.3950
2019-02-14,148.6744
2019-02-13,151.7086
2019-02-12,153.2998
2019-02-11,155.0530
2019-02-08,153.3638
2019-02-07,156.4937
2019-02-06,159.6874
2019-02-05,159.8427
2019-02-04,149.5398
2019-02-01,148.3576
2019-01-31,147.6024
2019-01-30,150.6146
2019-01-29,129.7028
2019-01-28,127.7736
2019-01-25,130.3813
2019-01-24,129.3137
2019-01-23,130.9805
2019-01-22,133.6536
2019-01-18,136.3812
2019-01-17,135.7082
2019-01-16,129.7220
2019-01-15,130.6986
2019-01-14,132.8652
2019-01-11,135.5767
2019-01-10,137.4573
2019-01-09,134.0490
2019-01-08,130.8848
2019-01-07,123.0847
2019-01-04,123.3655
2019-01-03,117.2564
2019-01-02,119.6494
2018-12-31,122.0912
2018-12-28,122.4906
2018-12-27,120.6373
2018-12-26,120.0748
2018-12-24,111.5287
2018-12-21,113.8048
2018-12-20,116.1273
2018-12-19,118.4973
2018-12-18,120.9156
2018-12-17,118.5506
2018-12-14,117.6916
2018-12-13,120.0934
2018-12-12,122.5443
2018-12-11,125.0452
2018-12-10,120.3685
2018-12-07,122.8250
2018-12-06,121.3851
2018-12-04,123.8623
2018-12-03,126.3901
