Dates,MIDPRICE Values
2022-06-17,173.4800
2022-06-16,173.4800
2022-06-15,173.4800
2022-06-14,173.4800
2022-06-13,174.0400
2022-06-10,175.5100
2022-06-09,175.5100
2022-06-08,175.5100
2022-06-07,175.5100
2022-06-06,175.5100
2022-06-03,175.5100
2022-06-02,175.5100
2022-06-01,175.5100
2022-05-31,175.5100
2022-05-27,178.3850
2022-05-26,179.1150
2022-05-25,179.1150
2022-05-24,179.1150
2022-05-23,179.1150
2022-05-20,179.1150
2022-05-19,180.7150
2022-05-18,180.7150
2022-05-17,180.7150
2022-05-16,180.7150
2022-05-13,180.7150
2022-05-12,180.7150
2022-05-11,185.1300
2022-05-10,185.7400
2022-05-09,186.9000
2022-05-06,192.2660
2022-05-05,192.2660
2022-05-04,192.2660
2022-05-03,192.2660
2022-05-02,192.2660
2022-04-29,193.5750
2022-04-28,193.5750
2022-04-27,193.5750
2022-04-26,204.0000
2022-04-25,204.3650
2022-04-22,204.3650
2022-04-21,204.3650
2022-04-20,204.3650
2022-04-19,204.3650
2022-04-18,204.3650
2022-04-14,204.6900
2022-04-13,204.6900
2022-04-12,205.9750
2022-04-11,206.3300
2022-04-08,209.9400
2022-04-07,209.9400
2022-04-06,209.9400
2022-04-05,209.9400
2022-04-04,209.9400
2022-04-01,209.9400
2022-03-31,209.9400
2022-03-30,209.9400
2022-03-29,209.9400
2022-03-28,209.9400
2022-03-25,209.9400
2022-03-24,211.3600
2022-03-23,211.3600
2022-03-22,211.9450
2022-03-21,211.9450
2022-03-18,211.9450
2022-03-17,211.9450
2022-03-16,212.9878
2022-03-15,212.9878
2022-03-14,212.9878
2022-03-11,212.9878
2022-03-10,212.9878
2022-03-09,212.9878
2022-03-08,212.9878
2022-03-07,213.7278
2022-03-04,218.6828
2022-03-03,221.0828
2022-03-02,221.0828
2022-03-01,221.0828
2022-02-28,221.0828
2022-02-25,221.0828
2022-02-24,221.0828
2022-02-23,221.0828
2022-02-22,221.0828
2022-02-18,221.0828
2022-02-17,221.0828
2022-02-16,221.0828
2022-02-15,221.0828
2022-02-14,221.0828
2022-02-11,221.0828
2022-02-10,221.0828
2022-02-09,221.0828
2022-02-08,221.0828
2022-02-07,221.0828
2022-02-04,221.0828
2022-02-03,221.0828
2022-02-02,221.0828
2022-02-01,221.0828
2022-01-31,221.0828
2022-01-28,221.0828
2022-01-27,221.8278
2022-01-26,221.8278
2022-01-25,221.8278
2022-01-24,221.8278
2022-01-21,221.8278
2022-01-20,221.8278
2022-01-19,221.8278
2022-01-18,222.3050
2022-01-14,222.8700
2022-01-13,222.8700
2022-01-12,222.8700
2022-01-11,222.8700
2022-01-10,222.8700
2022-01-07,222.8700
2022-01-06,222.8700
2022-01-05,222.8700
2022-01-04,222.8700
2022-01-03,222.8700
2021-12-31,222.8700
2021-12-30,226.3146
2021-12-29,226.3146
2021-12-28,226.3146
2021-12-27,231.9136
2021-12-23,231.9136
2021-12-22,231.9136
2021-12-21,231.9136
2021-12-20,231.9136
2021-12-17,233.2236
2021-12-16,233.2836
2021-12-15,233.2836
2021-12-14,233.2836
2021-12-13,233.2836
2021-12-10,233.2836
2021-12-09,233.2836
2021-12-08,233.2836
2021-12-07,233.2836
2021-12-06,233.2836
2021-12-03,233.2836
2021-12-02,233.2836
2021-12-01,233.2836
2021-11-30,236.2086
2021-11-29,236.2836
2021-11-26,236.2836
2021-11-24,241.5836
2021-11-23,241.5836
2021-11-22,241.5836
2021-11-19,241.5836
2021-11-18,241.5836
2021-11-17,241.5836
2021-11-16,239.9138
2021-11-15,238.3286
2021-11-12,235.7136
2021-11-11,235.7136
2021-11-10,235.7136
2021-11-09,235.2088
2021-11-08,235.2088
2021-11-05,235.2088
2021-11-04,235.2088
2021-11-03,235.2088
2021-11-02,235.2088
2021-11-01,235.2088
2021-10-29,235.2088
2021-10-28,235.2088
2021-10-27,235.2088
2021-10-26,235.2088
2021-10-25,235.2088
2021-10-22,235.2088
2021-10-21,235.2088
2021-10-20,235.2088
2021-10-19,235.2088
2021-10-18,235.2088
2021-10-15,235.2088
2021-10-14,235.2088
2021-10-13,235.2088
2021-10-12,235.2088
2021-10-11,235.2088
2021-10-08,235.2088
2021-10-07,235.2088
2021-10-06,235.2088
2021-10-05,235.2088
2021-10-04,235.2088
2021-10-01,235.2088
2021-09-30,235.2088
2021-09-29,235.2088
2021-09-28,235.2088
2021-09-27,235.2088
2021-09-24,235.2088
2021-09-23,235.2088
2021-09-22,235.2088
2021-09-21,235.2088
2021-09-20,235.2088
2021-09-17,235.2088
2021-09-16,235.2088
2021-09-15,235.2088
2021-09-14,235.2088
2021-09-13,235.2088
2021-09-10,235.2088
2021-09-09,235.2088
2021-09-08,235.2088
2021-09-07,235.2088
2021-09-03,235.2088
2021-09-02,235.2088
2021-09-01,234.9586
2021-08-31,228.6386
2021-08-30,227.4086
2021-08-27,227.4086
2021-08-26,227.4086
2021-08-25,225.3635
2021-08-24,216.5436
2021-08-23,215.3340
2021-08-20,214.8685
2021-08-19,214.6036
2021-08-18,210.9736
2021-08-17,210.0736
2021-08-16,210.0736
2021-08-13,210.0736
2021-08-12,210.0736
2021-08-11,210.0736
2021-08-10,210.0736
2021-08-09,210.0736
2021-08-06,210.0736
2021-08-05,210.0736
2021-08-04,210.0736
2021-08-03,210.0736
2021-08-02,210.0736
2021-07-30,210.0736
2021-07-29,210.0736
2021-07-28,210.0736
2021-07-27,210.0736
2021-07-26,210.0736
2021-07-23,210.0736
2021-07-22,210.0736
2021-07-21,210.0736
2021-07-20,210.0736
2021-07-19,210.0736
2021-07-16,210.0736
2021-07-15,210.0736
2021-07-14,210.0736
2021-07-13,210.0736
2021-07-12,210.0736
2021-07-09,210.0736
2021-07-08,210.0736
2021-07-07,210.0736
2021-07-06,210.0736
2021-07-02,210.0736
2021-07-01,210.0736
2021-06-30,210.0736
2021-06-29,210.0736
2021-06-28,210.0736
2021-06-25,210.0736
2021-06-24,210.0736
2021-06-23,210.0736
2021-06-22,210.0736
2021-06-21,210.0736
2021-06-18,210.0736
2021-06-17,210.0736
2021-06-16,210.0736
2021-06-15,210.0736
2021-06-14,210.0736
2021-06-11,210.0736
2021-06-10,210.0736
2021-06-09,210.0736
2021-06-08,210.0736
2021-06-07,210.0736
2021-06-04,210.0736
2021-06-03,210.0736
2021-06-02,210.0736
2021-06-01,210.0736
2021-05-28,210.0736
2021-05-27,210.0736
2021-05-26,210.0736
2021-05-25,210.0736
2021-05-24,210.0736
2021-05-21,210.0736
2021-05-20,210.0736
2021-05-19,210.0736
2021-05-18,210.0736
2021-05-17,210.0736
2021-05-14,210.0736
2021-05-13,210.0736
2021-05-12,210.0736
2021-05-11,210.0736
2021-05-10,210.0736
2021-05-07,210.0736
2021-05-06,210.0736
2021-05-05,210.0736
2021-05-04,210.0736
2021-05-03,210.0736
2021-04-30,210.0736
2021-04-29,210.0736
2021-04-28,210.0736
2021-04-27,210.0736
2021-04-26,210.0736
2021-04-23,210.0736
2021-04-22,210.0736
2021-04-21,210.0736
2021-04-20,210.0736
2021-04-19,210.0736
2021-04-16,210.0736
2021-04-15,210.0736
2021-04-14,210.0736
2021-04-13,210.0736
2021-04-12,210.0736
2021-04-09,210.0736
2021-04-08,210.0736
2021-04-07,210.0736
2021-04-06,210.0736
2021-04-05,210.0736
2021-04-01,210.0736
2021-03-31,210.0736
2021-03-30,210.0736
2021-03-29,210.0736
2021-03-26,210.0736
2021-03-25,210.0736
2021-03-24,210.0736
2021-03-23,210.0736
2021-03-22,210.0736
2021-03-19,210.0736
2021-03-18,210.0736
2021-03-17,210.0736
2021-03-16,210.0736
2021-03-15,210.0736
2021-03-12,205.6500
2021-03-11,198.9450
2021-03-10,194.0200
2021-03-09,189.9283
2021-03-08,189.9283
2021-03-05,187.6950
2021-03-04,187.1800
2021-03-03,184.9399
2021-03-02,180.9300
2021-03-01,178.9850
2021-02-26,178.9850
2021-02-25,178.9850
2021-02-24,178.9850
2021-02-23,178.9850
2021-02-22,178.9850
2021-02-19,178.9850
2021-02-18,178.9850
2021-02-17,178.9850
2021-02-16,178.9850
2021-02-12,178.9850
2021-02-11,178.9850
2021-02-10,178.9850
2021-02-09,178.9850
2021-02-08,178.9850
2021-02-05,178.9850
2021-02-04,178.9850
2021-02-03,178.9850
2021-02-02,178.9850
2021-02-01,178.9850
2021-01-29,178.9850
2021-01-28,178.9850
2021-01-27,178.9850
2021-01-26,178.9850
2021-01-25,178.9850
2021-01-22,178.9850
2021-01-21,178.9850
2021-01-20,178.9850
2021-01-19,178.9850
2021-01-15,178.9850
2021-01-14,178.9850
2021-01-13,178.9850
2021-01-12,178.9850
2021-01-11,178.9850
2021-01-08,178.9850
2021-01-07,178.9850
2021-01-06,178.9850
2021-01-05,168.8200
2021-01-04,168.8200
2020-12-31,167.2150
2020-12-30,166.5400
2020-12-29,166.5400
2020-12-28,166.5400
2020-12-24,166.5400
2020-12-23,166.5400
2020-12-22,166.5400
2020-12-21,166.5400
2020-12-18,166.5400
2020-12-17,176.6450
2020-12-16,182.6550
2020-12-15,187.4550
2020-12-14,193.2200
2020-12-11,193.2200
2020-12-10,193.2200
2020-12-09,195.0000
2020-12-08,202.1100
2020-12-07,204.8200
2020-12-04,205.3700
2020-12-03,211.8300
2020-12-02,215.1200
2020-12-01,215.2371
2020-11-30,215.2371
2020-11-27,216.7500
2020-11-25,218.4450
2020-11-24,218.4450
2020-11-23,218.4450
2020-11-20,218.4450
2020-11-19,218.4450
2020-11-18,218.4450
2020-11-17,218.4450
2020-11-16,218.4450
2020-11-13,218.4450
2020-11-12,218.4450
2020-11-11,218.4450
2020-11-10,218.4450
2020-11-09,218.4450
2020-11-06,218.4450
2020-11-05,218.4450
2020-11-04,218.4450
2020-11-03,218.4450
2020-11-02,218.4450
2020-10-30,218.4450
2020-10-29,218.4450
2020-10-28,218.4450
2020-10-27,218.4450
2020-10-26,218.4450
2020-10-23,218.4450
2020-10-22,218.4450
2020-10-21,218.4450
2020-10-20,218.4450
2020-10-19,218.4450
2020-10-16,218.4450
2020-10-15,218.4450
2020-10-14,218.4450
2020-10-13,218.4450
2020-10-12,218.4450
2020-10-09,218.4450
2020-10-08,218.4450
2020-10-07,218.4450
2020-10-06,218.4450
2020-10-05,218.4450
2020-10-02,218.4450
2020-10-01,218.4450
2020-09-30,218.4450
2020-09-29,218.4450
2020-09-28,218.9890
2020-09-25,218.9890
2020-09-24,219.1543
2020-09-23,220.2465
2020-09-22,220.6441
2020-09-21,220.6441
2020-09-18,221.0865
2020-09-17,221.2197
2020-09-16,227.0954
2020-09-15,227.5527
2020-09-14,229.3072
2020-09-11,230.7684
2020-09-10,230.7684
2020-09-09,230.7684
2020-09-08,230.7684
2020-09-04,230.7684
2020-09-03,230.7983
2020-09-02,231.1823
2020-09-01,231.1823
2020-08-31,231.1823
2020-08-28,231.1823
2020-08-27,231.1823
2020-08-26,231.1823
2020-08-25,231.1823
2020-08-24,231.1823
2020-08-21,231.1823
2020-08-20,231.1823
2020-08-19,231.1823
2020-08-18,231.1823
2020-08-17,231.1823
2020-08-14,231.1823
2020-08-13,231.1823
2020-08-12,231.1823
2020-08-11,231.1823
2020-08-10,231.1823
2020-08-07,231.1823
2020-08-06,231.1823
2020-08-05,231.1823
2020-08-04,231.1823
2020-08-03,231.1823
2020-07-31,231.1823
2020-07-30,231.1823
2020-07-29,231.6454
2020-07-28,231.6454
2020-07-27,231.6454
2020-07-24,231.6454
2020-07-23,231.6454
2020-07-22,231.6454
2020-07-21,231.6454
2020-07-20,231.6454
2020-07-17,231.6454
2020-07-16,233.6962
2020-07-15,234.1509
2020-07-14,237.0764
2020-07-13,237.0764
2020-07-10,237.7238
2020-07-09,237.7238
2020-07-08,237.7238
2020-07-07,237.7238
2020-07-06,237.7238
2020-07-02,237.7238
2020-07-01,237.7238
2020-06-30,237.7238
2020-06-29,237.7238
2020-06-26,237.7238
2020-06-25,237.7238
2020-06-24,237.7238
2020-06-23,237.7238
2020-06-22,237.7238
2020-06-19,237.7238
2020-06-18,237.7238
2020-06-17,237.7238
2020-06-16,237.7238
2020-06-15,237.7238
2020-06-12,237.7238
2020-06-11,237.7238
2020-06-10,237.7238
2020-06-09,237.7238
2020-06-08,237.7238
2020-06-05,237.7238
2020-06-04,237.7238
2020-06-03,237.7238
2020-06-02,237.7238
2020-06-01,237.7238
2020-05-29,237.7238
2020-05-28,237.7238
2020-05-27,237.7238
2020-05-26,237.7238
2020-05-22,237.7238
2020-05-21,237.7238
2020-05-20,237.7238
2020-05-19,237.7238
2020-05-18,237.7238
2020-05-15,237.7238
2020-05-14,237.7238
2020-05-13,237.7238
2020-05-12,237.7238
2020-05-11,237.7238
2020-05-08,237.7238
2020-05-07,237.7238
2020-05-06,237.7238
2020-05-05,237.7238
2020-05-04,237.7238
2020-05-01,237.7238
2020-04-30,237.7238
2020-04-29,237.7238
2020-04-28,237.7238
2020-04-27,237.7238
2020-04-24,237.7238
2020-04-23,237.7238
2020-04-22,237.7238
2020-04-21,237.7238
2020-04-20,237.7238
2020-04-17,237.7238
2020-04-16,237.7238
2020-04-15,237.7238
2020-04-14,237.7238
2020-04-13,237.7238
2020-04-09,237.7238
2020-04-08,237.7238
2020-04-07,237.7238
2020-04-06,237.7238
2020-04-03,237.7238
2020-04-02,237.7238
2020-04-01,237.7238
2020-03-31,237.7238
2020-03-30,237.7238
2020-03-27,237.7238
2020-03-26,237.7238
2020-03-25,237.7238
2020-03-24,237.7238
2020-03-23,237.7238
2020-03-20,237.7238
2020-03-19,237.7238
2020-03-18,237.7238
2020-03-17,243.8488
2020-03-16,257.6038
2020-03-13,270.6303
2020-03-12,270.6303
2020-03-11,286.7238
2020-03-10,300.7238
2020-03-09,305.4088
2020-03-06,318.1238
2020-03-05,323.0488
2020-03-04,328.0238
2020-03-03,328.0238
2020-03-02,328.0238
2020-02-28,328.0238
2020-02-27,335.3688
2020-02-26,343.6819
2020-02-25,343.6819
2020-02-24,343.6819
2020-02-21,343.6819
2020-02-20,343.6819
2020-02-19,343.6819
2020-02-18,343.6819
2020-02-14,343.6819
2020-02-13,343.6819
2020-02-12,343.6819
2020-02-11,343.6819
2020-02-10,343.6819
2020-02-07,343.6819
2020-02-06,343.6819
2020-02-05,343.6819
2020-02-04,343.6819
2020-02-03,343.6819
2020-01-31,343.6819
2020-01-30,343.6819
2020-01-29,343.6819
2020-01-28,343.6819
2020-01-27,343.6819
2020-01-24,343.6819
2020-01-23,343.6819
2020-01-22,343.6819
2020-01-21,346.6472
2020-01-17,352.5978
2020-01-16,352.5978
2020-01-15,352.5978
2020-01-14,352.5978
2020-01-13,352.5978
2020-01-10,352.5978
2020-01-09,352.5978
2020-01-08,352.5978
2020-01-07,352.5978
2020-01-06,352.5978
2020-01-03,352.5978
2020-01-02,352.5978
2019-12-31,352.5978
2019-12-30,352.5978
2019-12-27,352.5978
2019-12-26,352.5978
2019-12-24,352.5978
2019-12-23,352.5978
2019-12-20,354.5561
2019-12-19,364.6923
2019-12-18,366.7793
2019-12-17,368.8792
2019-12-16,369.7826
2019-12-13,374.9835
2019-12-12,375.7209
2019-12-11,375.7209
2019-12-10,375.7209
2019-12-09,375.7209
2019-12-06,375.7209
2019-12-05,375.7209
2019-12-04,375.7209
2019-12-03,375.7209
2019-12-02,375.7209
2019-11-29,375.7209
2019-11-27,375.7209
2019-11-26,375.7209
2019-11-25,375.7209
2019-11-22,375.7209
2019-11-21,375.7209
2019-11-20,375.7209
2019-11-19,375.7209
2019-11-18,375.7209
2019-11-15,375.7209
2019-11-14,375.7209
2019-11-13,375.7209
2019-11-12,375.7209
2019-11-11,375.7209
2019-11-08,375.7209
2019-11-07,375.7209
2019-11-06,375.7209
2019-11-05,375.7209
2019-11-04,375.7209
2019-11-01,375.7209
2019-10-31,375.7209
2019-10-30,375.7209
2019-10-29,375.7209
2019-10-28,375.7209
2019-10-25,375.7209
2019-10-24,375.7209
2019-10-23,375.7209
2019-10-22,375.7209
2019-10-21,374.9153
2019-10-18,371.3829
2019-10-17,368.1372
2019-10-16,368.1372
2019-10-15,368.1372
2019-10-14,368.1372
2019-10-11,364.6583
2019-10-10,359.9115
2019-10-09,359.9115
2019-10-08,359.9115
2019-10-07,359.9115
2019-10-04,359.9115
2019-10-03,359.9115
2019-10-02,359.9115
2019-10-01,359.9115
2019-09-30,359.9115
2019-09-27,359.9115
2019-09-26,359.9115
2019-09-25,359.9115
2019-09-24,359.9115
2019-09-23,359.9115
2019-09-20,359.9115
2019-09-19,359.9115
2019-09-18,359.9115
2019-09-17,359.9115
2019-09-16,359.9115
2019-09-13,359.9115
2019-09-12,359.9115
2019-09-11,359.9115
2019-09-10,359.9115
2019-09-09,359.9115
2019-09-06,359.9115
2019-09-05,359.9115
2019-09-04,359.9115
2019-09-03,359.9115
2019-08-30,359.9115
2019-08-29,359.9115
2019-08-28,359.9115
2019-08-27,359.9115
2019-08-26,359.9115
2019-08-23,359.9115
2019-08-22,359.9115
2019-08-21,359.9115
2019-08-20,359.9115
2019-08-19,359.9115
2019-08-16,359.9115
2019-08-15,359.9115
2019-08-14,359.9115
2019-08-13,359.9115
2019-08-12,359.9115
2019-08-09,359.9115
2019-08-08,359.9115
2019-08-07,359.9115
2019-08-06,359.9115
2019-08-05,359.9115
2019-08-02,359.9115
2019-08-01,359.9115
2019-07-31,359.9115
2019-07-30,359.9115
2019-07-29,359.9115
2019-07-26,359.9115
2019-07-25,359.9115
2019-07-24,359.9115
2019-07-23,359.9115
2019-07-22,359.9115
2019-07-19,359.9115
2019-07-18,359.9115
2019-07-17,359.9115
2019-07-16,359.9115
2019-07-15,359.9115
2019-07-12,359.9115
2019-07-11,359.9115
2019-07-10,359.9115
2019-07-09,359.9115
2019-07-08,359.9115
2019-07-05,359.9115
2019-07-03,359.9115
2019-07-02,359.9115
2019-07-01,359.9115
2019-06-28,359.9115
2019-06-27,359.9115
2019-06-26,359.9115
2019-06-25,359.9115
2019-06-24,359.9115
2019-06-21,359.9115
2019-06-20,359.9115
2019-06-19,359.9115
2019-06-18,359.9115
2019-06-17,359.9115
2019-06-14,359.9115
2019-06-13,359.9115
2019-06-12,359.9115
2019-06-11,359.9115
2019-06-10,359.9115
2019-06-07,359.9115
2019-06-06,359.9115
2019-06-05,359.9115
2019-06-04,359.9115
2019-06-03,359.9115
2019-05-31,359.9115
2019-05-30,359.9115
2019-05-29,359.9115
2019-05-28,359.9115
2019-05-24,359.9115
2019-05-23,359.9115
2019-05-22,359.9115
2019-05-21,359.9115
2019-05-20,359.9115
2019-05-17,359.9115
2019-05-16,359.9115
2019-05-15,359.9115
2019-05-14,359.9115
2019-05-13,359.9115
2019-05-10,359.9115
2019-05-09,359.9115
2019-05-08,359.9115
2019-05-07,359.9115
2019-05-06,359.9115
2019-05-03,359.9115
2019-05-02,359.9115
2019-05-01,359.9115
2019-04-30,359.9115
2019-04-29,359.9115
2019-04-26,359.9115
2019-04-25,359.9115
2019-04-24,359.9115
2019-04-23,359.9115
2019-04-22,359.9115
2019-04-18,359.9115
2019-04-17,359.9115
2019-04-16,359.9115
2019-04-15,359.9115
2019-04-12,359.9115
2019-04-11,359.9115
2019-04-10,359.9115
2019-04-09,359.9115
2019-04-08,359.9115
2019-04-05,359.9115
2019-04-04,359.9115
2019-04-03,359.9115
2019-04-02,359.9115
2019-04-01,359.9115
2019-03-29,359.9115
2019-03-28,359.9115
2019-03-27,359.9115
2019-03-26,359.9115
2019-03-25,359.9115
2019-03-22,359.9115
2019-03-21,359.9115
2019-03-20,359.9115
2019-03-19,359.9115
2019-03-18,359.9115
2019-03-15,359.9115
2019-03-14,359.9115
2019-03-13,359.9115
2019-03-12,359.9115
2019-03-11,359.9115
2019-03-08,359.9115
2019-03-07,359.9115
2019-03-06,359.9115
2019-03-05,359.9115
2019-03-04,359.9115
2019-03-01,359.9115
2019-02-28,357.6700
2019-02-27,355.1843
2019-02-26,352.0541
2019-02-25,352.0541
2019-02-22,349.3926
2019-02-21,348.3860
2019-02-20,348.1082
2019-02-19,346.2574
2019-02-15,346.2574
2019-02-14,343.6545
2019-02-13,343.6545
2019-02-12,343.2011
2019-02-11,343.2011
2019-02-08,343.2011
2019-02-07,343.2011
2019-02-06,343.2011
2019-02-05,341.6803
2019-02-04,335.0334
2019-02-01,332.9587
2019-01-31,332.7984
2019-01-30,332.7984
2019-01-29,332.7984
2019-01-28,332.7984
2019-01-25,332.7984
2019-01-24,332.7984
2019-01-23,332.7984
2019-01-22,332.7984
2019-01-18,332.7984
2019-01-17,332.7984
2019-01-16,332.7984
2019-01-15,332.7984
2019-01-14,332.7984
2019-01-11,332.7984
2019-01-10,332.7984
2019-01-09,332.7984
2019-01-08,332.7984
2019-01-07,332.7984
2019-01-04,332.7984
2019-01-03,332.7984
2019-01-02,332.7984
2018-12-31,332.7984
2018-12-28,332.7984
2018-12-27,332.7984
2018-12-26,332.7984
2018-12-24,333.6193
2018-12-21,334.8097
2018-12-20,334.8097
2018-12-19,334.8097
2018-12-18,334.8097
2018-12-17,334.8097
2018-12-14,334.8097
2018-12-13,334.8097
2018-12-12,334.8097
2018-12-11,334.8097
2018-12-10,334.8097
2018-12-07,334.8097
2018-12-06,334.8097
2018-12-04,334.8097
