Dates,CCI Values
2021-12-22,-132.2952
2021-12-21,-155.3316
2021-12-20,-198.9317
2021-12-17,-183.9222
2021-12-16,-179.4695
2021-12-15,-177.7055
2021-12-14,-165.5716
2021-12-13,-159.9125
2021-12-10,-123.9116
2021-12-09,-117.9270
2021-12-08,-100.9942
2021-12-07,-109.8593
2021-12-06,-137.1685
2021-12-03,-169.3815
2021-12-02,-164.5313
2021-12-01,-200.4628
2021-11-30,-179.7339
2021-11-29,-167.6296
2021-11-26,-178.6709
2021-11-24,-113.7158
2021-11-23,-111.7786
2021-11-22,-104.6980
2021-11-19,-70.0333
2021-11-18,-12.7053
2021-11-17,-14.9937
2021-11-16,-10.4525
2021-11-15,7.7496
2021-11-12,-45.1528
2021-11-11,-48.8196
2021-11-10,-46.9525
2021-11-09,-46.3557
2021-11-08,-27.4535
2021-11-05,-35.2903
2021-11-04,-80.4995
2021-11-03,-83.1424
2021-11-02,-81.1602
2021-11-01,-86.2266
2021-10-29,-112.0883
2021-10-28,-111.2747
2021-10-27,-104.5740
2021-10-26,-91.5215
2021-10-25,-81.5677
2021-10-22,-75.1913
2021-10-21,-68.4365
2021-10-20,-63.3589
2021-10-19,-63.5079
2021-10-18,-63.9859
2021-10-15,-56.1895
2021-10-14,-49.9049
2021-10-13,-35.1937
2021-10-12,-18.4814
2021-10-11,-4.0769
2021-10-08,-9.4864
2021-10-07,-7.8448
2021-10-06,-27.5521
2021-10-05,-20.8246
2021-10-04,-20.0168
2021-10-01,-20.8467
2021-09-30,-33.8197
2021-09-29,-9.9367
2021-09-28,-44.3663
2021-09-27,-16.2322
2021-09-24,-39.8789
2021-09-23,-42.9035
2021-09-22,-70.1859
2021-09-21,-98.4539
2021-09-20,-98.7980
2021-09-17,-79.0611
2021-09-16,-75.2098
2021-09-15,-81.9407
2021-09-14,-83.0248
2021-09-13,-80.5720
2021-09-10,-87.0840
2021-09-09,-78.5945
2021-09-08,-83.4688
2021-09-07,-74.4627
2021-09-03,-51.4475
2021-09-02,-41.0401
2021-09-01,-48.7935
2021-08-31,-46.6676
2021-08-30,-45.5942
2021-08-27,-38.6999
2021-08-26,-46.4269
2021-08-25,-33.9091
2021-08-24,-28.8609
2021-08-23,-40.5348
2021-08-20,-62.0982
2021-08-19,-54.1829
2021-08-18,-24.9165
2021-08-17,-13.7569
2021-08-16,14.1890
2021-08-13,41.2097
2021-08-12,51.2178
2021-08-11,49.1341
2021-08-10,38.2843
2021-08-09,25.1275
2021-08-06,28.9646
2021-08-05,21.1030
2021-08-04,17.6437
2021-08-03,12.9363
2021-08-02,15.1188
2021-07-30,18.5306
2021-07-29,34.9509
2021-07-28,38.5604
2021-07-27,5.4448
2021-07-26,9.8495
2021-07-23,5.7418
2021-07-22,0.8181
2021-07-21,5.6484
2021-07-20,-17.6208
2021-07-19,-34.0953
2021-07-16,0.9888
2021-07-15,12.6606
2021-07-14,21.8258
2021-07-13,33.2712
2021-07-12,56.4703
2021-07-09,57.6117
2021-07-08,44.0137
2021-07-07,44.4855
2021-07-06,50.6780
2021-07-02,54.2115
2021-07-01,63.2650
2021-06-30,60.8671
2021-06-29,60.5966
2021-06-28,67.9790
2021-06-25,89.4541
2021-06-24,86.7864
2021-06-23,77.9243
2021-06-22,75.1110
2021-06-21,74.5972
2021-06-18,62.3360
2021-06-17,69.0497
2021-06-16,77.6026
2021-06-15,86.4326
2021-06-14,86.1222
2021-06-11,91.1677
2021-06-10,97.8426
2021-06-09,96.6478
2021-06-08,105.3001
2021-06-07,102.5358
2021-06-04,99.7411
2021-06-03,104.1568
2021-06-02,116.0081
2021-06-01,111.6609
2021-05-28,96.2749
2021-05-27,104.3590
2021-05-26,83.9814
2021-05-25,84.7066
2021-05-24,73.2685
2021-05-21,69.0673
2021-05-20,51.6769
2021-05-19,44.2286
2021-05-18,57.5429
2021-05-17,53.0315
2021-05-14,54.9105
2021-05-13,47.1821
2021-05-12,47.7631
2021-05-11,57.1945
2021-05-10,75.8287
2021-05-07,71.0284
2021-05-06,62.6003
2021-05-05,64.4767
2021-05-04,70.1865
2021-05-03,78.6186
2021-04-30,77.5948
2021-04-29,79.6224
2021-04-28,82.3475
2021-04-27,96.5833
2021-04-26,98.2213
2021-04-23,86.7659
2021-04-22,85.5630
2021-04-21,82.9868
2021-04-20,87.4623
2021-04-19,108.7421
2021-04-16,121.2017
2021-04-15,128.5145
2021-04-14,136.2709
2021-04-13,131.4292
2021-04-12,127.9074
2021-04-09,135.5998
2021-04-08,141.3935
2021-04-07,143.6593
2021-04-06,154.2657
2021-04-05,162.7836
2021-04-01,153.7035
2021-03-31,159.4773
2021-03-30,152.0516
2021-03-29,153.5578
2021-03-26,140.5471
2021-03-25,133.6516
2021-03-24,135.2319
2021-03-23,140.3330
2021-03-22,166.9895
2021-03-19,176.4546
2021-03-18,190.8764
2021-03-17,196.5972
2021-03-16,192.6884
2021-03-15,229.7772
2021-03-12,218.5548
2021-03-11,185.7799
2021-03-10,158.6952
2021-03-09,123.1030
2021-03-08,114.9785
2021-03-05,105.6121
2021-03-04,120.3827
2021-03-03,130.2688
2021-03-02,115.1801
2021-03-01,114.3016
2021-02-26,89.3215
2021-02-25,105.8550
2021-02-24,117.7813
2021-02-23,82.5252
2021-02-22,93.8570
2021-02-19,95.0390
2021-02-18,83.0238
2021-02-17,99.5773
2021-02-16,100.7535
2021-02-12,89.1882
2021-02-11,89.6783
2021-02-10,97.8718
2021-02-09,99.2509
2021-02-08,92.1528
2021-02-05,88.8976
2021-02-04,93.2009
2021-02-03,80.3309
2021-02-02,66.8760
2021-02-01,52.0470
2021-01-29,55.4532
2021-01-28,60.7705
2021-01-27,53.4410
2021-01-26,80.1275
2021-01-25,75.4909
2021-01-22,86.4506
2021-01-21,96.1244
2021-01-20,109.5409
2021-01-19,101.4780
2021-01-15,91.8770
2021-01-14,107.1189
2021-01-13,97.2483
2021-01-12,99.8184
2021-01-11,94.4690
2021-01-08,112.0411
2021-01-07,122.5248
2021-01-06,118.8013
2021-01-05,113.5229
2021-01-04,100.4528
2020-12-31,129.2772
2020-12-30,136.2444
2020-12-29,141.3843
2020-12-28,140.3560
2020-12-24,145.2372
2020-12-23,158.0399
2020-12-22,156.0213
2020-12-21,144.9461
2020-12-18,156.3259
2020-12-17,162.7792
2020-12-16,173.6929
2020-12-15,173.4450
2020-12-14,178.3153
2020-12-11,175.5876
2020-12-10,177.4730
2020-12-09,175.8844
2020-12-08,182.3787
2020-12-07,184.3219
2020-12-04,163.8719
2020-12-03,162.9448
2020-12-02,118.6101
2020-12-01,101.6502
2020-11-30,91.7516
2020-11-27,99.6852
2020-11-25,94.9554
2020-11-24,94.9900
2020-11-23,69.9816
2020-11-20,51.2030
2020-11-19,54.9283
2020-11-18,61.5704
2020-11-17,51.2948
2020-11-16,36.1614
2020-11-13,7.5241
2020-11-12,-3.1241
2020-11-11,4.4363
2020-11-10,9.0747
2020-11-09,-7.1141
2020-11-06,-43.2045
2020-11-05,-45.5599
2020-11-04,-50.2706
2020-11-03,-50.0258
2020-11-02,-58.9219
2020-10-30,-62.0908
2020-10-29,-57.4162
2020-10-28,-55.1268
2020-10-27,-45.9482
2020-10-26,-39.5469
2020-10-23,-31.8737
2020-10-22,-32.7006
2020-10-21,-36.2852
2020-10-20,-33.6085
2020-10-19,-33.4725
2020-10-16,-32.2958
2020-10-15,-40.8062
2020-10-14,-39.8363
2020-10-13,-40.6312
2020-10-12,-36.1861
2020-10-09,-35.9633
2020-10-08,-38.0179
2020-10-07,-40.6755
2020-10-06,-40.6471
2020-10-05,-35.2516
2020-10-02,-39.5246
2020-10-01,-37.6489
2020-09-30,-40.0205
2020-09-29,-43.5138
2020-09-28,-43.1653
2020-09-25,-54.8656
2020-09-24,-60.8361
2020-09-23,-54.3852
2020-09-22,-51.7759
2020-09-21,-52.9111
2020-09-18,-46.2821
2020-09-17,-45.0897
2020-09-16,-45.0993
2020-09-15,-46.3239
2020-09-14,-48.3749
2020-09-11,-52.4222
2020-09-10,-52.5042
2020-09-09,-52.3991
2020-09-08,-50.6284
2020-09-04,-45.5366
2020-09-03,-43.1944
2020-09-02,-42.6677
2020-09-01,-44.3403
2020-08-31,-44.2555
2020-08-28,-42.8339
2020-08-27,-42.3571
2020-08-26,-45.8748
2020-08-25,-43.6110
2020-08-24,-44.9493
2020-08-21,-50.5950
2020-08-20,-50.6888
2020-08-19,-49.5385
2020-08-18,-50.0014
2020-08-17,-48.0710
2020-08-14,-46.4176
2020-08-13,-47.7301
2020-08-12,-46.6200
2020-08-11,-42.7632
2020-08-10,-48.1091
2020-08-07,-53.6891
2020-08-06,-52.2273
2020-08-05,-53.4292
2020-08-04,-59.0899
2020-08-03,-63.7830
2020-07-31,-64.8146
2020-07-30,-63.0701
2020-07-29,-60.1574
2020-07-28,-57.8874
2020-07-27,-58.3639
2020-07-24,-55.2153
2020-07-23,-54.3473
2020-07-22,-54.0176
2020-07-21,-54.6484
2020-07-20,-59.0791
2020-07-17,-57.3316
2020-07-16,-55.9253
2020-07-15,-52.1064
2020-07-14,-58.6564
2020-07-13,-59.6885
2020-07-10,-61.7949
2020-07-09,-62.6769
2020-07-08,-60.8664
2020-07-07,-60.2504
2020-07-06,-56.9749
2020-07-02,-60.0857
2020-07-01,-60.3377
2020-06-30,-60.7701
2020-06-29,-58.2900
2020-06-26,-72.2414
2020-06-25,-70.5432
2020-06-24,-67.4616
2020-06-23,-62.4445
2020-06-22,-63.8175
2020-06-19,-62.0135
2020-06-18,-60.7915
2020-06-17,-60.8697
2020-06-16,-57.0141
2020-06-15,-67.4413
2020-06-12,-69.0572
2020-06-11,-77.2606
2020-06-10,-56.5174
2020-06-09,-46.2844
2020-06-08,-40.0185
2020-06-05,-56.3904
2020-06-04,-75.3969
2020-06-03,-88.7869
2020-06-02,-100.8686
2020-06-01,-105.4565
2020-05-29,-109.4624
2020-05-28,-107.3123
2020-05-27,-113.1591
2020-05-26,-117.0291
2020-05-22,-124.2753
2020-05-21,-125.1433
2020-05-20,-132.9136
2020-05-19,-136.1513
2020-05-18,-138.9214
2020-05-15,-152.8308
2020-05-14,-156.3263
2020-05-13,-157.6963
2020-05-12,-155.7934
2020-05-11,-157.9241
2020-05-08,-157.4693
2020-05-07,-167.1441
2020-05-06,-174.9620
2020-05-05,-174.5888
2020-05-04,-177.8996
2020-05-01,-174.6122
2020-04-30,-176.2061
2020-04-29,-179.5158
2020-04-28,-193.4903
2020-04-27,-203.6104
2020-04-24,-205.2706
2020-04-23,-202.9546
2020-04-22,-211.2875
2020-04-21,-216.3687
2020-04-20,-212.9348
2020-04-17,-212.8850
2020-04-16,-237.8089
2020-04-15,-238.4095
2020-04-14,-243.6356
2020-04-13,-244.1267
2020-04-09,-247.2546
2020-04-08,-262.9908
2020-04-07,-271.7120
2020-04-06,-291.9232
2020-04-03,-330.7271
2020-04-02,-343.9011
2020-04-01,-343.9679
2020-03-31,-325.9161
2020-03-30,-347.4003
2020-03-27,-333.2646
2020-03-26,-316.2648
2020-03-25,-370.4409
2020-03-24,-461.7096
2020-03-23,-530.3098
2020-03-20,-575.7476
2020-03-19,-616.0182
2020-03-18,-650.5969
2020-03-17,-634.1600
2020-03-16,-623.4669
2020-03-13,-552.3785
2020-03-12,-593.3498
2020-03-11,-502.7757
2020-03-10,-426.1228
2020-03-09,-431.1936
2020-03-06,-338.0667
2020-03-05,-321.2999
2020-03-04,-262.0365
2020-03-03,-254.1820
2020-03-02,-261.6375
2020-02-28,-307.7874
2020-02-27,-247.3958
2020-02-26,-173.5353
2020-02-25,-171.1753
2020-02-24,-131.3826
2020-02-21,-71.7535
2020-02-20,-44.7891
2020-02-19,-40.9886
2020-02-18,-42.5246
2020-02-14,-30.5668
2020-02-13,-15.0643
2020-02-12,-9.8662
2020-02-11,-23.4877
2020-02-10,-35.5271
2020-02-07,-56.6182
2020-02-06,-61.1622
2020-02-05,-109.5917
2020-02-04,-149.6034
2020-02-03,-152.6388
2020-01-31,-146.1160
2020-01-30,-134.0728
2020-01-29,-132.5472
2020-01-28,-162.0340
2020-01-27,-160.5259
2020-01-24,-148.5607
2020-01-23,-178.7860
2020-01-22,-211.3229
2020-01-21,-180.5939
2020-01-17,-129.0651
2020-01-16,-107.4172
2020-01-15,-110.7920
2020-01-14,-106.4608
2020-01-13,-110.0221
2020-01-10,-107.0448
2020-01-09,-87.6517
2020-01-08,-112.5619
2020-01-07,-86.5712
2020-01-06,-112.7465
2020-01-03,-111.7232
2020-01-02,-118.8034
2019-12-31,-150.6980
2019-12-30,-141.3607
2019-12-27,-126.4289
2019-12-26,-128.7181
2019-12-24,-109.1221
2019-12-23,-98.7500
2019-12-20,-134.6528
2019-12-19,-122.6191
2019-12-18,-132.0166
2019-12-17,-158.0336
2019-12-16,-140.9895
2019-12-13,-74.0563
2019-12-12,-64.8954
2019-12-11,-65.3383
2019-12-10,-53.6832
2019-12-09,-43.1421
2019-12-06,-42.1804
2019-12-05,-62.9297
2019-12-04,-47.6240
2019-12-03,-45.1187
2019-12-02,-14.6396
2019-11-29,15.9599
2019-11-27,23.1497
2019-11-26,39.6745
2019-11-25,34.7539
2019-11-22,27.1923
2019-11-21,15.9686
2019-11-20,20.6517
2019-11-19,14.4344
2019-11-18,25.8624
2019-11-15,27.3821
2019-11-14,5.5802
2019-11-13,-3.6827
2019-11-12,-4.2406
2019-11-11,-13.7995
2019-11-08,-43.3169
2019-11-07,-26.8590
2019-11-06,-40.6354
2019-11-05,-32.6212
2019-11-04,-62.8749
2019-11-01,-86.4548
2019-10-31,-92.3747
2019-10-30,-75.2391
2019-10-29,-77.0178
2019-10-28,-92.5580
2019-10-25,-96.7941
2019-10-24,-89.4873
2019-10-23,-89.6191
2019-10-22,-107.6789
2019-10-21,-135.7217
2019-10-18,-51.5164
2019-10-17,16.5169
2019-10-16,25.9652
2019-10-15,21.8401
2019-10-14,33.8697
2019-10-11,31.5919
2019-10-10,25.4442
2019-10-09,38.2048
2019-10-08,31.9959
2019-10-07,41.1883
2019-10-04,37.2275
2019-10-03,20.4126
2019-10-02,17.4089
2019-10-01,48.3086
2019-09-30,57.9709
2019-09-27,72.2910
2019-09-26,77.8742
2019-09-25,80.6080
2019-09-24,58.9786
2019-09-23,52.0197
2019-09-20,63.4785
2019-09-19,78.5660
2019-09-18,76.3471
2019-09-17,71.2377
2019-09-16,59.6396
2019-09-13,63.5312
2019-09-12,59.4787
2019-09-11,60.6913
2019-09-10,23.7115
2019-09-09,1.0379
2019-09-06,14.2450
2019-09-05,11.7760
2019-09-04,-2.9649
2019-09-03,-11.3278
2019-08-30,21.0466
2019-08-29,17.3337
2019-08-28,-0.1213
2019-08-27,-1.8842
2019-08-26,11.5282
2019-08-23,8.3963
2019-08-22,-19.4070
2019-08-21,-55.2215
2019-08-20,-77.1003
2019-08-19,-70.7134
2019-08-16,-83.7602
2019-08-15,-96.3884
2019-08-14,-102.5751
2019-08-13,-72.9595
2019-08-12,-73.8859
2019-08-09,-64.5062
2019-08-08,-73.1400
2019-08-07,-92.0410
2019-08-06,-85.0819
2019-08-05,-92.0532
2019-08-02,-71.3477
2019-08-01,-72.6990
2019-07-31,-50.4191
2019-07-30,-52.7956
2019-07-29,-59.6409
2019-07-26,-49.7263
2019-07-25,-33.4398
2019-07-24,9.1502
2019-07-23,37.1322
2019-07-22,44.6955
2019-07-19,40.9735
2019-07-18,4.9416
2019-07-17,17.2383
2019-07-16,4.9981
2019-07-15,-0.9662
2019-07-12,4.6267
2019-07-11,-15.9775
2019-07-10,-25.2870
2019-07-09,-30.8745
2019-07-08,-32.4872
2019-07-05,-21.1365
2019-07-03,-24.1424
2019-07-02,-22.0145
2019-07-01,-10.1676
2019-06-28,7.4012
2019-06-27,12.3934
2019-06-26,41.0463
2019-06-25,29.9263
2019-06-24,39.4853
2019-06-21,38.0074
2019-06-20,38.4435
2019-06-19,35.4521
2019-06-18,25.6828
2019-06-17,-23.0499
2019-06-14,-38.9874
2019-06-13,-39.1956
2019-06-12,-42.0907
2019-06-11,-27.9476
2019-06-10,-15.8680
2019-06-07,-19.2409
2019-06-06,-32.6372
2019-06-05,-45.9322
2019-06-04,-49.1497
2019-06-03,-71.3171
2019-05-31,-51.0140
2019-05-30,-29.8363
2019-05-29,-31.5800
2019-05-28,-10.0054
2019-05-24,-9.5252
2019-05-23,-35.1840
2019-05-22,-16.2607
2019-05-21,-3.8952
2019-05-20,-18.5280
2019-05-17,-11.6189
2019-05-16,-21.3649
2019-05-15,-44.8448
2019-05-14,-50.6964
2019-05-13,-56.2011
2019-05-10,-20.1365
2019-05-09,-20.5942
2019-05-08,-9.5192
2019-05-07,-4.1504
2019-05-06,24.9592
2019-05-03,43.5995
2019-05-02,42.1969
2019-05-01,50.1316
2019-04-30,50.1923
2019-04-29,57.8381
2019-04-26,60.2857
2019-04-25,58.4478
2019-04-24,49.2343
2019-04-23,43.2340
2019-04-22,49.2234
2019-04-18,60.3428
2019-04-17,60.5212
2019-04-16,63.3952
2019-04-15,50.1506
2019-04-12,55.2390
2019-04-11,30.4283
2019-04-10,22.3970
2019-04-09,34.8300
2019-04-08,51.9528
2019-04-05,106.3168
2019-04-04,104.3530
2019-04-03,88.4294
2019-04-02,103.1959
2019-04-01,98.0864
2019-03-29,69.8178
2019-03-28,55.2076
2019-03-27,48.3571
2019-03-26,45.7126
2019-03-25,36.7089
2019-03-22,25.6148
2019-03-21,54.8283
2019-03-20,64.3222
2019-03-19,57.3552
2019-03-18,46.9219
2019-03-15,66.7210
2019-03-14,61.8725
2019-03-13,58.8001
2019-03-12,71.2022
2019-03-11,108.9781
2019-03-08,210.4856
2019-03-07,221.1592
2019-03-06,239.6877
2019-03-05,261.6863
2019-03-04,281.6280
2019-03-01,316.5996
2019-02-28,316.2749
2019-02-27,301.5510
2019-02-26,286.2379
2019-02-25,297.9776
2019-02-22,285.1332
2019-02-21,276.2925
2019-02-20,289.2255
