Dates,BBANDS Values
2023-02-02,127.9044
2023-02-01,238.4597
2023-01-31,183.0899
2023-01-30,127.7201
2023-01-27,238.2979
2023-01-26,182.9230
2023-01-25,127.5481
2023-01-24,238.0967
2023-01-23,182.7352
2023-01-20,127.3737
2023-01-19,237.8488
2023-01-18,182.5381
2023-01-17,127.2275
2023-01-13,237.6036
2023-01-12,182.3439
2023-01-11,127.0842
2023-01-10,237.3357
2023-01-09,182.1241
2023-01-06,126.9125
2023-01-05,237.0653
2023-01-04,181.9351
2023-01-03,126.8049
2022-12-30,236.8837
2022-12-29,181.7273
2022-12-28,126.5709
2022-12-27,236.6762
2022-12-23,181.5089
2022-12-22,126.3416
2022-12-21,236.5017
2022-12-20,181.2858
2022-12-19,126.0700
2022-12-16,236.3102
2022-12-15,181.0562
2022-12-14,125.8023
2022-12-13,236.1245
2022-12-12,180.8352
2022-12-09,125.5460
2022-12-08,235.9170
2022-12-07,180.6166
2022-12-06,125.3163
2022-12-05,235.7532
2022-12-02,180.4374
2022-12-01,125.1216
2022-11-30,235.5820
2022-11-29,180.2376
2022-11-28,124.8932
2022-11-25,235.4298
2022-11-23,180.0330
2022-11-22,124.6362
2022-11-21,235.2707
2022-11-18,179.7669
2022-11-17,124.2632
2022-11-16,235.0758
2022-11-15,179.4894
2022-11-14,123.9030
2022-11-11,234.8704
2022-11-10,179.2058
2022-11-09,123.5412
2022-11-08,234.6394
2022-11-07,178.8916
2022-11-04,123.1439
2022-11-03,234.3903
2022-11-02,178.5972
2022-11-01,122.8041
2022-10-31,234.2592
2022-10-28,178.2670
2022-10-27,122.2748
2022-10-26,234.1119
2022-10-25,177.9514
2022-10-24,121.7909
2022-10-21,233.8980
2022-10-20,177.6224
2022-10-19,121.3468
2022-10-18,233.7180
2022-10-17,177.2782
2022-10-14,120.8384
2022-10-13,233.4846
2022-10-12,176.9305
2022-10-11,120.3765
2022-10-10,233.2007
2022-10-07,176.5862
2022-10-06,119.9717
2022-10-05,232.9401
2022-10-04,176.2279
2022-10-03,119.5158
2022-09-30,232.7086
2022-09-29,175.8950
2022-09-28,119.0815
2022-09-27,232.5161
2022-09-26,175.5800
2022-09-23,118.6439
2022-09-22,232.1217
2022-09-21,175.2056
2022-09-20,118.2896
2022-09-19,231.7202
2022-09-16,174.8516
2022-09-15,117.9830
2022-09-14,231.3700
2022-09-13,174.4598
2022-09-12,117.5497
2022-09-09,231.0099
2022-09-08,174.0917
2022-09-07,117.1736
2022-09-06,230.6327
2022-09-02,173.7186
2022-09-01,116.8046
2022-08-31,230.2702
2022-08-30,173.3526
2022-08-29,116.4351
2022-08-26,229.8539
2022-08-25,172.9499
2022-08-24,116.0460
2022-08-23,229.3936
2022-08-22,172.5416
2022-08-19,115.6896
2022-08-18,229.1015
2022-08-17,172.0902
2022-08-16,115.0790
2022-08-15,228.9055
2022-08-12,171.6143
2022-08-11,114.3232
2022-08-10,228.6115
2022-08-09,171.2095
2022-08-08,113.8075
2022-08-05,228.2972
2022-08-04,170.8533
2022-08-03,113.4095
2022-08-02,228.0052
2022-08-01,170.5486
2022-07-29,113.0921
2022-07-28,227.7460
2022-07-27,170.2651
2022-07-26,112.7842
2022-07-25,227.4843
2022-07-22,169.9718
2022-07-21,112.4593
2022-07-20,227.2418
2022-07-19,169.6872
2022-07-18,112.1327
2022-07-15,226.8522
2022-07-14,169.3662
2022-07-13,111.8803
2022-07-12,226.5195
2022-07-11,168.9956
2022-07-08,111.4718
2022-07-07,226.2341
2022-07-06,168.6474
2022-07-05,111.0607
2022-07-01,225.8980
2022-06-30,168.2926
2022-06-29,110.6872
2022-06-28,225.6714
2022-06-27,167.9402
2022-06-24,110.2090
2022-06-23,225.3355
2022-06-22,167.5141
2022-06-21,109.6927
2022-06-17,225.0873
2022-06-16,167.0942
2022-06-15,109.1012
2022-06-14,224.7829
2022-06-13,166.6992
2022-06-10,108.6156
2022-06-09,224.5333
2022-06-08,166.2965
2022-06-07,108.0598
2022-06-06,224.1035
2022-06-03,165.8962
2022-06-02,107.6890
2022-06-01,223.6623
2022-05-31,165.4842
2022-05-27,107.3062
2022-05-26,223.0787
2022-05-25,165.0849
2022-05-24,107.0911
2022-05-23,222.4749
2022-05-20,164.6296
2022-05-19,106.7843
2022-05-18,221.9399
2022-05-17,164.2153
2022-05-16,106.4907
2022-05-13,221.5376
2022-05-12,163.8082
2022-05-11,106.0789
2022-05-10,221.1307
2022-05-09,163.4474
2022-05-06,105.7642
2022-05-05,220.7129
2022-05-04,163.1099
2022-05-03,105.5069
2022-05-02,220.3260
2022-04-29,162.7857
2022-04-28,105.2454
2022-04-27,219.7021
2022-04-26,162.4895
2022-04-25,105.2770
2022-04-22,219.1201
2022-04-21,162.2131
2022-04-20,105.3061
2022-04-19,218.5496
2022-04-18,161.9703
2022-04-14,105.3911
2022-04-13,217.8307
2022-04-12,161.6799
2022-04-11,105.5292
2022-04-08,217.0831
2022-04-07,161.3619
2022-04-06,105.6408
2022-04-05,216.1970
2022-04-04,161.0189
2022-04-01,105.8409
2022-03-31,215.2795
2022-03-30,160.6978
2022-03-29,106.1161
2022-03-28,214.4212
2022-03-25,160.3918
2022-03-24,106.3625
2022-03-23,213.6857
2022-03-22,160.1626
2022-03-21,106.6395
2022-03-18,213.0466
2022-03-17,159.9822
2022-03-16,106.9178
2022-03-15,212.3745
2022-03-14,159.7993
2022-03-11,107.2241
2022-03-10,211.7136
2022-03-09,159.6306
2022-03-08,107.5476
2022-03-07,211.2782
2022-03-04,159.5143
2022-03-03,107.7504
2022-03-02,210.8946
2022-03-01,159.4141
2022-02-28,107.9337
2022-02-25,210.3416
2022-02-24,159.2667
2022-02-23,108.1918
2022-02-22,209.6720
2022-02-18,159.1026
2022-02-17,108.5333
2022-02-16,209.0555
2022-02-15,158.9520
2022-02-14,108.8485
2022-02-11,208.4319
2022-02-10,158.7850
2022-02-09,109.1382
2022-02-08,207.7478
2022-02-07,158.6043
2022-02-04,109.4609
2022-02-03,207.0156
2022-02-02,158.4167
2022-02-01,109.8178
2022-01-31,206.3107
2022-01-28,158.2431
2022-01-27,110.1756
2022-01-26,205.6269
2022-01-25,158.0768
2022-01-24,110.5268
2022-01-21,205.0481
2022-01-20,157.9402
2022-01-19,110.8324
2022-01-18,204.6978
2022-01-14,157.8623
2022-01-13,111.0269
2022-01-12,204.3286
2022-01-11,157.7807
2022-01-10,111.2328
2022-01-07,203.9092
2022-01-06,157.6911
2022-01-05,111.4731
2022-01-04,203.5006
2022-01-03,157.6086
2021-12-31,111.7167
2021-12-30,202.9859
2021-12-29,157.5070
2021-12-28,112.0281
2021-12-27,202.3484
2021-12-23,157.3762
2021-12-22,112.4040
2021-12-21,201.9024
2021-12-20,157.2808
2021-12-17,112.6592
2021-12-16,201.4918
2021-12-15,157.1926
2021-12-14,112.8934
2021-12-13,200.9686
2021-12-10,157.0799
2021-12-09,113.1913
2021-12-08,200.4062
2021-12-07,156.9701
2021-12-06,113.5341
2021-12-03,199.9708
2021-12-02,156.8747
2021-12-01,113.7786
2021-11-30,199.7087
2021-11-29,156.8206
2021-11-26,113.9326
2021-11-24,199.5953
2021-11-23,156.7946
2021-11-22,113.9940
2021-11-19,199.5647
2021-11-18,156.7871
2021-11-17,114.0096
2021-11-16,199.4029
2021-11-15,156.7420
2021-11-12,114.0812
2021-11-11,199.1862
2021-11-10,156.6777
2021-11-09,114.1693
2021-11-08,198.9578
2021-11-05,156.6119
2021-11-04,114.2660
2021-11-03,198.7675
2021-11-02,156.5585
2021-11-01,114.3496
2021-10-29,198.5955
2021-10-28,156.5101
2021-10-27,114.4247
2021-10-26,198.1833
2021-10-25,156.3991
2021-10-22,114.6149
2021-10-21,197.8824
2021-10-20,156.3035
2021-10-19,114.7246
2021-10-18,197.7954
2021-10-15,156.2793
2021-10-14,114.7632
2021-10-13,197.8770
2021-10-12,156.3000
2021-10-11,114.7231
2021-10-08,198.1802
2021-10-07,156.3705
2021-10-06,114.5608
2021-10-05,198.3255
2021-10-04,156.4038
2021-10-01,114.4821
2021-09-30,198.7607
2021-09-29,156.4948
2021-09-28,114.2290
2021-09-27,199.1047
2021-09-24,156.5709
2021-09-23,114.0371
2021-09-22,199.4857
2021-09-21,156.6653
2021-09-20,113.8450
2021-09-17,199.8230
2021-09-16,156.7520
2021-09-15,113.6811
2021-09-14,200.2513
2021-09-13,156.8632
2021-09-10,113.4752
2021-09-09,200.9202
2021-09-08,157.0162
2021-09-07,113.1123
2021-09-03,201.6073
2021-09-02,157.1586
2021-09-01,112.7100
2021-08-31,202.4904
2021-08-30,157.3389
2021-08-27,112.1875
2021-08-26,203.4248
2021-08-25,157.5487
2021-08-24,111.6726
2021-08-23,204.0782
2021-08-20,157.7045
2021-08-19,111.3308
2021-08-18,204.8340
2021-08-17,157.8894
2021-08-16,110.9448
2021-08-13,205.8080
2021-08-12,158.1240
2021-08-11,110.4400
2021-08-10,206.6034
2021-08-09,158.3115
2021-08-06,110.0196
2021-08-05,207.3595
2021-08-04,158.5036
2021-08-03,109.6477
2021-08-02,208.0959
2021-07-30,158.7007
2021-07-29,109.3055
2021-07-28,208.6811
2021-07-27,158.8682
2021-07-26,109.0554
2021-07-23,209.2490
2021-07-22,159.0307
2021-07-21,108.8125
2021-07-20,209.8502
2021-07-19,159.2044
2021-07-16,108.5587
2021-07-15,210.4661
2021-07-14,159.3827
2021-07-13,108.2993
2021-07-12,210.8661
2021-07-09,159.5071
2021-07-08,108.1482
2021-07-07,211.1001
2021-07-06,159.5922
2021-07-02,108.0844
2021-07-01,211.2756
2021-06-30,159.6535
2021-06-29,108.0315
2021-06-28,211.5283
2021-06-25,159.7370
2021-06-24,107.9457
2021-06-23,212.0670
2021-06-22,159.9138
2021-06-21,107.7606
2021-06-18,212.5955
2021-06-17,160.0867
2021-06-16,107.5779
2021-06-15,213.1825
2021-06-14,160.2893
2021-06-11,107.3962
2021-06-10,213.9971
2021-06-09,160.5602
2021-06-08,107.1234
2021-06-07,214.8872
2021-06-04,160.8619
2021-06-03,106.8366
2021-06-02,215.9930
2021-06-01,161.2499
2021-05-28,106.5068
2021-05-27,217.1019
2021-05-26,161.6628
2021-05-25,106.2237
2021-05-24,218.1319
2021-05-21,162.0697
2021-05-20,106.0076
2021-05-19,218.9808
2021-05-18,162.4378
2021-05-17,105.8948
2021-05-14,219.7723
2021-05-13,162.8191
2021-05-12,105.8659
2021-05-11,220.3760
2021-05-10,163.1967
2021-05-07,106.0174
2021-05-06,221.1451
2021-05-05,163.5409
2021-05-04,105.9368
2021-05-03,221.8030
2021-04-30,163.8874
2021-04-29,105.9718
2021-04-28,222.4861
2021-04-27,164.2461
2021-04-26,106.0062
2021-04-23,223.1634
2021-04-22,164.6186
2021-04-21,106.0739
2021-04-20,223.7082
2021-04-19,164.9660
2021-04-16,106.2238
2021-04-15,224.1196
2021-04-14,165.2859
2021-04-13,106.4522
2021-04-12,224.5421
2021-04-09,165.6190
2021-04-08,106.6959
2021-04-07,224.9570
2021-04-06,165.9715
2021-04-05,106.9861
2021-04-01,225.4034
2021-03-31,166.3402
2021-03-30,107.2770
2021-03-29,225.7738
2021-03-26,166.7039
2021-03-25,107.6341
2021-03-24,226.1619
2021-03-23,167.0672
2021-03-22,107.9725
2021-03-19,226.5003
2021-03-18,167.4161
2021-03-17,108.3320
2021-03-16,226.7796
2021-03-15,167.7648
2021-03-12,108.7500
2021-03-11,226.9165
2021-03-10,168.0462
2021-03-09,109.1759
2021-03-08,227.0992
2021-03-05,168.3488
2021-03-04,109.5984
2021-03-03,227.2618
2021-03-02,168.6352
2021-03-01,110.0086
2021-02-26,227.4174
2021-02-25,168.9821
2021-02-24,110.5468
2021-02-23,227.5118
2021-02-22,169.3542
2021-02-19,111.1966
2021-02-18,227.6693
2021-02-17,169.7145
2021-02-16,111.7598
2021-02-12,228.0115
2021-02-11,170.0726
2021-02-10,112.1338
2021-02-09,228.3361
2021-02-08,170.4729
2021-02-05,112.6097
2021-02-04,228.7112
2021-02-03,170.8913
2021-02-02,113.0715
2021-02-01,229.0711
2021-01-29,171.2792
2021-01-28,113.4873
2021-01-27,229.4267
2021-01-26,171.6150
2021-01-25,113.8034
2021-01-22,229.6862
2021-01-21,171.8910
2021-01-20,114.0959
2021-01-19,230.0099
2021-01-15,172.1732
2021-01-14,114.3366
2021-01-13,230.1404
2021-01-12,172.3898
2021-01-11,114.6392
2021-01-08,230.3812
2021-01-07,172.6576
2021-01-06,114.9340
2021-01-05,230.6477
2021-01-04,172.9012
2020-12-31,115.1547
2020-12-30,230.9184
2020-12-29,173.1509
2020-12-28,115.3835
2020-12-24,231.3584
2020-12-23,173.4674
2020-12-22,115.5764
2020-12-21,231.7901
2020-12-18,173.7194
2020-12-17,115.6488
2020-12-16,232.2296
2020-12-15,173.9813
2020-12-14,115.7331
2020-12-11,232.7399
2020-12-10,174.2630
2020-12-09,115.7862
2020-12-08,233.5133
2020-12-07,174.6195
2020-12-04,115.7258
2020-12-03,234.2539
2020-12-02,174.9907
2020-12-01,115.7275
2020-11-30,234.9632
2020-11-27,175.3606
2020-11-25,115.7580
2020-11-24,235.8333
2020-11-23,175.7577
2020-11-20,115.6822
2020-11-19,236.4332
2020-11-18,176.0613
2020-11-17,115.6894
2020-11-16,236.9947
2020-11-13,176.3471
2020-11-12,115.6996
2020-11-11,237.5305
2020-11-10,176.6125
2020-11-09,115.6946
2020-11-06,238.1049
2020-11-05,176.8938
2020-11-04,115.6828
2020-11-03,238.7014
2020-11-02,177.1603
2020-10-30,115.6193
2020-10-29,239.3355
2020-10-28,177.4646
2020-10-27,115.5938
2020-10-26,239.7534
2020-10-23,177.7294
2020-10-22,115.7055
2020-10-21,240.1711
2020-10-20,178.0014
2020-10-19,115.8318
2020-10-16,240.5760
2020-10-15,178.2507
2020-10-14,115.9254
2020-10-13,241.0005
2020-10-12,178.4801
2020-10-09,115.9598
2020-10-08,241.3083
2020-10-07,178.6793
2020-10-06,116.0503
2020-10-05,241.6150
2020-10-02,178.8581
2020-10-01,116.1013
2020-09-30,241.9060
2020-09-29,179.0388
2020-09-28,116.1717
2020-09-25,242.2413
2020-09-24,179.2379
2020-09-23,116.2346
2020-09-22,242.6235
2020-09-21,179.4629
2020-09-18,116.3023
2020-09-17,243.0020
2020-09-16,179.6826
2020-09-15,116.3633
2020-09-14,243.4023
2020-09-11,179.9301
2020-09-10,116.4579
2020-09-09,243.8273
2020-09-08,180.1815
2020-09-04,116.5357
2020-09-03,244.2450
2020-09-02,180.4361
2020-09-01,116.6273
2020-08-31,244.6740
2020-08-28,180.6885
2020-08-27,116.7031
2020-08-26,245.0994
2020-08-25,180.9405
2020-08-24,116.7817
2020-08-21,245.5268
2020-08-20,181.2113
2020-08-19,116.8959
2020-08-18,246.0207
2020-08-17,181.4749
2020-08-14,116.9291
2020-08-13,246.5370
2020-08-12,181.7962
2020-08-11,117.0554
2020-08-10,247.0982
2020-08-07,182.1330
2020-08-06,117.1678
2020-08-05,247.6427
2020-08-04,182.4845
2020-08-03,117.3263
2020-07-31,248.1802
2020-07-30,182.8373
2020-07-29,117.4944
2020-07-28,248.6851
2020-07-27,183.1790
2020-07-24,117.6730
2020-07-23,249.1769
2020-07-22,183.5103
2020-07-21,117.8438
2020-07-20,249.6583
2020-07-17,183.8222
2020-07-16,117.9862
2020-07-15,250.1646
2020-07-14,184.1603
2020-07-13,118.1561
2020-07-10,250.5555
2020-07-09,184.4794
2020-07-08,118.4033
2020-07-07,250.9875
2020-07-06,184.8676
2020-07-02,118.7477
2020-07-01,251.2988
2020-06-30,185.2209
2020-06-29,119.1431
2020-06-26,251.6894
2020-06-25,185.6060
2020-06-24,119.5226
2020-06-23,252.0032
2020-06-22,185.9932
2020-06-19,119.9832
2020-06-18,252.3270
2020-06-17,186.3629
2020-06-16,120.3989
2020-06-15,252.4942
2020-06-12,186.7629
2020-06-11,121.0316
2020-06-10,252.5631
2020-06-09,187.1101
2020-06-08,121.6571
2020-06-05,252.6436
2020-06-04,187.4577
2020-06-03,122.2719
2020-06-02,252.7252
2020-06-01,187.8430
2020-05-29,122.9608
2020-05-28,252.8112
2020-05-27,188.2213
2020-05-26,123.6314
2020-05-22,252.9205
2020-05-21,188.5932
2020-05-20,124.2659
2020-05-19,252.9533
2020-05-18,188.9674
2020-05-15,124.9816
2020-05-14,253.0311
2020-05-13,189.3476
2020-05-12,125.6641
2020-05-11,253.0503
2020-05-08,189.7056
2020-05-07,126.3609
2020-05-06,253.1035
2020-05-05,190.0817
2020-05-04,127.0599
2020-05-01,253.1460
2020-04-30,190.4309
2020-04-29,127.7159
2020-04-28,253.1229
2020-04-27,190.8323
2020-04-24,128.5417
2020-04-23,253.1792
2020-04-22,191.2373
2020-04-21,129.2955
2020-04-20,253.2550
2020-04-17,191.6577
2020-04-16,130.0605
2020-04-15,253.2802
2020-04-14,192.0643
2020-04-13,130.8485
2020-04-09,253.2632
2020-04-08,192.4950
2020-04-07,131.7269
2020-04-06,253.2110
2020-04-03,192.9147
2020-04-02,132.6185
2020-04-01,253.0042
2020-03-31,193.4127
2020-03-30,133.8212
2020-03-27,252.5718
2020-03-26,193.9159
2020-03-25,135.2600
2020-03-24,252.3927
2020-03-23,194.3860
2020-03-20,136.3794
2020-03-19,252.3141
2020-03-18,194.8245
2020-03-17,137.3350
2020-03-16,252.2810
2020-03-13,195.2234
2020-03-12,138.1658
2020-03-11,252.1684
2020-03-10,195.5826
2020-03-09,138.9969
2020-03-06,252.0134
2020-03-05,195.9472
2020-03-04,139.8811
2020-03-03,251.9258
2020-03-02,196.3460
2020-02-28,140.7662
2020-02-27,251.8859
2020-02-26,196.7546
2020-02-25,141.6233
2020-02-24,251.7624
2020-02-21,197.2466
2020-02-20,142.7309
2020-02-19,251.7239
2020-02-18,197.7619
2020-02-14,143.8000
2020-02-13,251.7478
2020-02-12,198.2917
2020-02-11,144.8356
2020-02-10,251.6773
2020-02-07,198.8505
2020-02-06,146.0237
2020-02-05,251.3683
2020-02-04,199.4191
2020-02-03,147.4699
2020-01-31,250.8850
2020-01-30,199.9834
2020-01-29,149.0819
2020-01-28,250.4618
2020-01-27,200.5197
2020-01-24,150.5777
2020-01-23,249.8809
2020-01-22,201.0659
2020-01-21,152.2510
2020-01-17,249.3722
2020-01-16,201.5634
2020-01-15,153.7546
2020-01-14,248.8157
2020-01-13,202.0812
2020-01-10,155.3468
2020-01-09,248.3295
2020-01-08,202.5477
2020-01-07,156.7659
2020-01-06,247.5923
2020-01-03,203.0598
2020-01-02,158.5274
2019-12-31,246.9788
2019-12-30,203.5820
2019-12-27,160.1852
2019-12-26,246.1760
2019-12-24,204.1241
2019-12-23,162.0723
2019-12-20,245.3608
2019-12-19,204.5885
2019-12-18,163.8163
2019-12-17,244.6499
2019-12-16,205.0530
2019-12-13,165.4562
2019-12-12,243.8297
2019-12-11,205.4941
2019-12-10,167.1585
2019-12-09,243.4008
2019-12-06,205.8539
2019-12-05,168.3071
2019-12-04,243.0038
2019-12-03,206.2143
2019-12-02,169.4248
2019-11-29,242.6676
2019-11-27,206.5152
2019-11-26,170.3628
2019-11-25,242.1471
2019-11-22,206.7822
2019-11-21,171.4174
2019-11-20,241.5505
2019-11-19,207.1279
2019-11-18,172.7053
2019-11-15,240.9835
2019-11-14,207.4975
2019-11-13,174.0115
2019-11-12,240.5564
2019-11-11,207.8486
2019-11-08,175.1409
2019-11-07,240.1630
2019-11-06,208.2173
2019-11-05,176.2717
2019-11-04,240.2626
2019-11-01,208.5736
2019-10-31,176.8846
2019-10-30,240.5415
2019-10-29,208.8920
2019-10-28,177.2425
2019-10-25,240.7576
2019-10-24,209.1912
2019-10-23,177.6249
2019-10-22,240.9174
2019-10-21,209.4450
2019-10-18,177.9727
2019-10-17,241.1893
2019-10-16,209.7080
2019-10-15,178.2267
2019-10-14,241.4909
2019-10-11,209.9615
2019-10-10,178.4321
2019-10-09,241.7781
2019-10-08,210.2609
2019-10-07,178.7437
2019-10-04,242.0788
2019-10-03,210.5490
2019-10-02,179.0192
2019-10-01,242.2974
2019-09-30,210.8134
2019-09-27,179.3295
2019-09-26,242.5002
2019-09-25,211.1318
2019-09-24,179.7635
2019-09-23,242.8852
2019-09-20,211.4986
2019-09-19,180.1120
2019-09-18,243.3195
2019-09-17,211.8754
2019-09-16,180.4314
2019-09-13,243.5945
2019-09-12,212.2034
2019-09-11,180.8124
2019-09-10,243.8735
2019-09-09,212.5287
2019-09-06,181.1840
2019-09-05,244.2378
2019-09-04,212.8419
2019-09-03,181.4460
2019-08-30,244.5070
2019-08-29,213.0727
2019-08-28,181.6385
2019-08-27,244.8047
2019-08-26,213.3150
2019-08-23,181.8254
2019-08-22,245.1693
2019-08-21,213.5689
2019-08-20,181.9685
2019-08-19,245.6563
2019-08-16,213.8270
2019-08-15,181.9978
2019-08-14,246.0904
2019-08-13,214.0837
2019-08-12,182.0771
2019-08-09,246.5146
2019-08-08,214.3793
2019-08-07,182.2441
2019-08-06,246.9634
2019-08-05,214.6763
2019-08-02,182.3892
2019-08-01,247.3945
2019-07-31,214.9713
2019-07-30,182.5482
2019-07-29,247.9031
2019-07-26,215.3049
2019-07-25,182.7068
2019-07-24,248.4519
2019-07-23,215.6130
2019-07-22,182.7742
2019-07-19,248.8552
2019-07-18,215.9331
2019-07-17,183.0111
2019-07-16,249.3341
2019-07-15,216.2206
2019-07-12,183.1071
2019-07-11,249.9180
2019-07-10,216.5477
2019-07-09,183.1775
2019-07-08,250.4489
2019-07-05,216.8764
2019-07-03,183.3040
2019-07-02,250.6407
2019-07-01,217.2121
2019-06-28,183.7835
2019-06-27,250.8231
2019-06-26,217.5880
2019-06-25,184.3529
2019-06-24,250.7960
2019-06-21,217.9137
2019-06-20,185.0314
2019-06-19,250.7837
2019-06-18,218.2254
2019-06-17,185.6672
2019-06-14,250.7007
2019-06-13,218.5198
2019-06-12,186.3390
2019-06-11,250.4564
2019-06-10,218.8249
2019-06-07,187.1935
2019-06-06,249.9792
2019-06-05,219.1173
2019-06-04,188.2555
2019-06-03,249.7248
2019-05-31,219.3352
2019-05-30,188.9457
2019-05-29,249.6309
2019-05-28,219.5287
2019-05-24,189.4266
2019-05-23,249.6469
2019-05-22,219.6796
2019-05-21,189.7123
2019-05-20,249.6333
2019-05-17,219.8474
2019-05-16,190.0615
2019-05-15,249.6512
2019-05-14,219.9339
2019-05-13,190.2166
2019-05-10,249.6325
2019-05-09,220.0304
2019-05-08,190.4283
2019-05-07,249.6517
2019-05-06,220.1826
2019-05-03,190.7136
2019-05-02,249.6952
2019-05-01,220.3652
2019-04-30,191.0352
2019-04-29,249.7948
2019-04-26,220.5488
2019-04-25,191.3029
2019-04-24,249.8819
2019-04-23,220.6527
2019-04-22,191.4236
2019-04-18,249.9568
2019-04-17,220.7257
2019-04-16,191.4947
2019-04-15,250.0858
2019-04-12,220.7992
2019-04-11,191.5127
2019-04-10,250.2400
2019-04-09,220.8865
2019-04-08,191.5331
2019-04-05,250.3816
2019-04-04,221.0079
2019-04-03,191.6342
2019-04-02,250.5489
2019-04-01,221.1261
2019-03-29,191.7033
2019-03-28,250.6998
2019-03-27,221.2096
2019-03-26,191.7195
2019-03-25,250.9749
2019-03-22,221.3427
2019-03-21,191.7105
2019-03-20,251.2285
2019-03-19,221.4835
2019-03-18,191.7386
2019-03-15,251.4248
2019-03-14,221.6158
2019-03-13,191.8069
2019-03-12,251.5399
2019-03-11,221.7552
2019-03-08,191.9706
2019-03-07,251.6742
2019-03-06,221.9029
2019-03-05,192.1316
2019-03-04,251.7859
2019-03-01,222.0356
2019-02-28,192.2853
2019-02-27,252.0640
2019-02-26,222.2146
2019-02-25,192.3653
2019-02-22,252.3638
2019-02-21,222.4543
2019-02-20,192.5449
2019-02-19,252.5950
2019-02-15,222.7570
2019-02-14,192.9191
2019-02-13,252.8317
2019-02-12,223.0704
2019-02-11,193.3092
2019-02-08,253.1485
2019-02-07,223.3654
2019-02-06,193.5824
2019-02-05,253.4771
2019-02-04,223.5925
2019-02-01,193.7080
2019-01-31,253.8647
2019-01-30,223.8333
2019-01-29,193.8020
2019-01-28,254.3172
2019-01-25,224.0809
2019-01-24,193.8446
2019-01-23,254.7421
2019-01-22,224.2728
2019-01-18,193.8036
2019-01-17,255.2251
2019-01-16,224.4633
2019-01-15,193.7015
2019-01-14,255.7882
2019-01-11,224.6350
2019-01-10,193.4819
2019-01-09,256.1780
2019-01-08,224.7700
2019-01-07,193.3621
2019-01-04,256.6146
2019-01-03,224.9241
2019-01-02,193.2337
2018-12-31,256.9987
2018-12-28,225.0969
2018-12-27,193.1952
2018-12-26,257.3457
2018-12-24,225.2694
2018-12-21,193.1932
2018-12-20,257.5618
2018-12-19,225.4472
2018-12-18,193.3327
2018-12-17,257.8349
2018-12-14,225.6057
2018-12-13,193.3765
2018-12-12,257.9677
2018-12-11,225.7452
2018-12-10,193.5227
2018-12-07,258.1321
2018-12-06,225.8861
2018-12-04,193.6401
