Dates,PLUS_DI Values
2023-01-12,40.6616
2023-01-11,38.0311
2023-01-10,39.0763
2023-01-09,43.4853
2023-01-06,46.7069
2023-01-05,39.6241
2023-01-04,40.4581
2023-01-03,34.2083
2022-12-30,25.4951
2022-12-29,26.5268
2022-12-28,28.5988
2022-12-27,30.6670
2022-12-23,27.8846
2022-12-22,30.2122
2022-12-21,36.1723
2022-12-20,29.0697
2022-12-19,27.8240
2022-12-16,26.8930
2022-12-15,29.5187
2022-12-14,33.3632
2022-12-13,35.9378
2022-12-12,31.9973
2022-12-09,31.0496
2022-12-08,33.7532
2022-12-07,26.9200
2022-12-06,28.7822
2022-12-05,33.1667
2022-12-02,28.3714
2022-12-01,26.7731
2022-11-30,29.6505
2022-11-29,24.6168
2022-11-28,26.7742
2022-11-25,30.6870
2022-11-23,26.1409
2022-11-22,27.8752
2022-11-21,29.5778
2022-11-18,31.6509
2022-11-17,30.0004
2022-11-16,32.5391
2022-11-15,34.5269
2022-11-14,36.8049
2022-11-11,39.3445
2022-11-10,42.4684
2022-11-09,37.1191
2022-11-08,38.2458
2022-11-07,35.5619
2022-11-04,30.2926
2022-11-03,29.7837
2022-11-02,26.8727
2022-11-01,17.4911
2022-10-31,17.1338
2022-10-28,18.5796
2022-10-27,17.4046
2022-10-26,20.2342
2022-10-25,28.1732
2022-10-24,22.5140
2022-10-21,20.9492
2022-10-20,23.0124
2022-10-19,23.2745
2022-10-18,21.8576
2022-10-17,19.5066
2022-10-14,19.3866
2022-10-13,18.0427
2022-10-12,21.8373
2022-10-11,23.3976
2022-10-10,26.0378
2022-10-07,19.0996
2022-10-06,20.5999
2022-10-05,21.9234
2022-10-04,23.9783
2022-10-03,15.6127
2022-09-30,14.3119
2022-09-29,15.4412
2022-09-28,18.2229
2022-09-27,13.9612
2022-09-26,15.2150
2022-09-23,16.7719
2022-09-22,19.7846
2022-09-21,21.8606
2022-09-20,20.3909
2022-09-19,20.5599
2022-09-16,19.8035
2022-09-15,23.0635
2022-09-14,18.4765
2022-09-13,20.4341
2022-09-12,25.6925
2022-09-09,25.0141
2022-09-08,23.4809
2022-09-07,21.6605
2022-09-06,20.3004
2022-09-02,21.8863
2022-09-01,24.2204
2022-08-31,28.9812
2022-08-30,30.9624
2022-08-29,30.5961
2022-08-26,33.6784
2022-08-25,35.1778
2022-08-24,27.4365
2022-08-23,24.4379
2022-08-22,22.8116
2022-08-19,25.2496
2022-08-18,28.6051
2022-08-17,30.6510
2022-08-16,34.5588
2022-08-15,35.2414
2022-08-12,33.2862
2022-08-11,34.9308
2022-08-10,36.8873
2022-08-09,32.4403
2022-08-08,34.2566
2022-08-05,30.8802
2022-08-04,32.5741
2022-08-03,33.5900
2022-08-02,36.4312
2022-08-01,39.9018
2022-07-29,27.6434
2022-07-28,29.6678
2022-07-27,33.2737
2022-07-26,30.9835
2022-07-25,31.4567
2022-07-22,34.3365
2022-07-21,34.7222
2022-07-20,34.1274
2022-07-19,31.9111
2022-07-18,35.9028
2022-07-15,30.6009
2022-07-14,29.4355
2022-07-13,32.8758
2022-07-12,35.5792
2022-07-11,25.2777
2022-07-08,27.2286
2022-07-07,28.7744
2022-07-06,25.6873
2022-07-05,26.4125
2022-07-01,30.1356
2022-06-30,26.2436
2022-06-29,29.1938
2022-06-28,31.0659
2022-06-27,24.7434
2022-06-24,26.8079
2022-06-23,23.0949
2022-06-22,25.8046
2022-06-21,28.0299
2022-06-17,27.2254
2022-06-16,24.7859
2022-06-15,25.7449
2022-06-14,10.8566
2022-06-13,12.4699
2022-06-10,15.3489
2022-06-09,17.2686
2022-06-08,19.1343
2022-06-07,18.7073
2022-06-06,20.4092
2022-06-03,21.8562
2022-06-02,22.6802
2022-06-01,16.2367
2022-05-31,18.1781
2022-05-27,18.1636
2022-05-26,14.2968
2022-05-25,6.4319
2022-05-24,6.7807
2022-05-23,7.4211
2022-05-20,7.8273
2022-05-19,9.1022
2022-05-18,9.6681
2022-05-17,10.6495
2022-05-16,9.6346
2022-05-13,10.3239
2022-05-12,8.4708
2022-05-11,9.5014
2022-05-10,10.7773
2022-05-09,11.8704
2022-05-06,14.7946
2022-05-05,15.8893
2022-05-04,18.0130
2022-05-03,15.7415
2022-05-02,9.9872
2022-04-29,10.8464
2022-04-28,12.1671
2022-04-27,13.5239
2022-04-26,18.5525
2022-04-25,21.6762
2022-04-22,23.4277
2022-04-21,26.0417
2022-04-20,25.8727
2022-04-19,28.0411
2022-04-18,22.2813
2022-04-14,23.9109
2022-04-13,21.8434
2022-04-12,15.6187
2022-04-11,16.7148
2022-04-08,15.8454
2022-04-07,16.8904
2022-04-06,18.2402
2022-04-05,20.0445
2022-04-04,23.4213
2022-04-01,25.3509
2022-03-31,26.9015
2022-03-30,29.2917
2022-03-29,30.3670
2022-03-28,23.1070
2022-03-25,24.7901
2022-03-24,22.8464
2022-03-23,24.2764
2022-03-22,26.2656
2022-03-21,21.6087
2022-03-18,25.4324
2022-03-17,22.2931
2022-03-16,22.9037
2022-03-15,13.7901
2022-03-14,11.7808
2022-03-11,12.5943
2022-03-10,10.5032
2022-03-09,11.3259
2022-03-08,10.1224
2022-03-07,11.7732
2022-03-04,13.8742
2022-03-03,15.6977
2022-03-02,17.7819
2022-03-01,18.9892
2022-02-28,22.2248
2022-02-25,20.9556
2022-02-24,15.3960
2022-02-23,18.0825
2022-02-22,20.0084
2022-02-18,23.4401
2022-02-17,25.6005
2022-02-16,27.9705
2022-02-15,29.5115
2022-02-14,27.9109
2022-02-11,30.6539
2022-02-10,35.7921
2022-02-09,31.4780
2022-02-08,28.5511
2022-02-07,30.2295
2022-02-04,25.3558
2022-02-03,27.1521
2022-02-02,27.9421
2022-02-01,29.7683
2022-01-31,22.2375
2022-01-28,12.8300
2022-01-27,13.9515
2022-01-26,15.9494
2022-01-25,19.1347
2022-01-24,20.1369
2022-01-21,24.0549
2022-01-20,27.6584
2022-01-19,31.4137
2022-01-18,35.7576
2022-01-14,33.3097
2022-01-13,36.4187
2022-01-12,32.8155
2022-01-11,28.8515
2022-01-10,30.0524
2022-01-07,34.2572
2022-01-06,34.3768
2022-01-05,39.2050
2022-01-04,36.4410
2022-01-03,33.6918
2021-12-31,26.7524
2021-12-30,28.4889
2021-12-29,29.1279
2021-12-28,30.7781
2021-12-27,25.5081
2021-12-23,27.5581
2021-12-22,25.8410
2021-12-21,23.0314
2021-12-20,12.7959
2021-12-17,14.2273
2021-12-16,15.7055
2021-12-15,14.9451
2021-12-14,16.3444
2021-12-13,17.6052
2021-12-10,20.0997
2021-12-09,21.7063
2021-12-08,23.4912
2021-12-07,23.6776
2021-12-06,18.6097
2021-12-03,12.0398
2021-12-02,13.1093
2021-12-01,14.4313
2021-11-30,17.3578
2021-11-29,18.5962
2021-11-26,13.9275
2021-11-24,17.8162
2021-11-23,19.0721
2021-11-22,20.6438
2021-11-19,22.5922
2021-11-18,28.1065
2021-11-17,31.0061
2021-11-16,34.9123
2021-11-15,39.7050
2021-11-12,29.2933
2021-11-11,29.9492
2021-11-10,32.4262
2021-11-09,32.2087
2021-11-08,35.8249
2021-11-05,34.4367
2021-11-04,20.4746
2021-11-03,19.4158
2021-11-02,20.6627
2021-11-01,20.6877
2021-10-29,9.2284
2021-10-28,9.8502
2021-10-27,10.7664
2021-10-26,12.6189
2021-10-25,14.7121
2021-10-22,15.5026
2021-10-21,16.9981
2021-10-20,18.6816
2021-10-19,18.2350
2021-10-18,18.3538
2021-10-15,19.5788
2021-10-14,20.8714
2021-10-13,22.9783
2021-10-12,25.1769
2021-10-11,27.8686
2021-10-08,24.9194
2021-10-07,26.4730
2021-10-06,21.2598
2021-10-05,23.5178
2021-10-04,25.1697
2021-10-01,25.6060
2021-09-30,27.6367
2021-09-29,30.8741
2021-09-28,27.4016
2021-09-27,31.9133
2021-09-24,23.7832
2021-09-23,25.5886
2021-09-22,19.1177
2021-09-21,9.3530
2021-09-20,10.1704
2021-09-17,11.7302
2021-09-16,12.6120
2021-09-15,9.3262
2021-09-14,10.0862
2021-09-13,10.2367
2021-09-10,11.4328
2021-09-09,12.7790
2021-09-08,13.2376
2021-09-07,14.7616
2021-09-03,16.6161
2021-09-02,17.8688
2021-09-01,15.7273
2021-08-31,16.1563
2021-08-30,17.4802
2021-08-27,19.0872
2021-08-26,21.2405
2021-08-25,24.1281
2021-08-24,25.5597
2021-08-23,22.0481
2021-08-20,15.1625
2021-08-19,16.1686
2021-08-18,18.2543
2021-08-17,19.7526
2021-08-16,23.0758
2021-08-13,26.2134
2021-08-12,28.8173
2021-08-11,28.4180
2021-08-10,26.1092
2021-08-09,22.8189
2021-08-06,25.4529
2021-08-05,23.6305
2021-08-04,25.5433
2021-08-03,23.2048
2021-08-02,26.1517
2021-07-30,28.4895
2021-07-29,31.2902
2021-07-28,33.0255
2021-07-27,21.5440
2021-07-26,23.4930
2021-07-23,23.4482
2021-07-22,21.0857
2021-07-21,22.4322
2021-07-20,14.6861
2021-07-19,7.9874
2021-07-16,9.7878
2021-07-15,10.9878
2021-07-14,12.1133
2021-07-13,13.4245
2021-07-12,15.9585
2021-07-09,16.4961
2021-07-08,12.6157
2021-07-07,15.3405
2021-07-06,17.6070
2021-07-02,18.8459
2021-07-01,21.2592
2021-06-30,21.3477
2021-06-29,23.4461
2021-06-28,27.3403
2021-06-25,32.6660
2021-06-24,32.1933
2021-06-23,28.9758
2021-06-22,26.6507
2021-06-21,28.8194
2021-06-18,20.8611
2021-06-17,22.2994
2021-06-16,25.0295
2021-06-15,27.4782
2021-06-14,29.3255
2021-06-11,31.9224
2021-06-10,35.0282
2021-06-09,35.9743
2021-06-08,39.4378
2021-06-07,38.2951
2021-06-04,38.7967
2021-06-03,40.9744
2021-06-02,45.0520
2021-06-01,43.3628
2021-05-28,38.5527
2021-05-27,41.8579
2021-05-26,32.5069
2021-05-25,33.8882
2021-05-24,28.8509
2021-05-21,28.0629
2021-05-20,19.2338
2021-05-19,15.4341
2021-05-18,17.2005
2021-05-17,12.5645
2021-05-14,13.4808
2021-05-13,14.6982
2021-05-12,16.9794
2021-05-11,19.3997
2021-05-10,22.2440
2021-05-07,16.7866
2021-05-06,11.0030
2021-05-05,11.8374
2021-05-04,13.0036
2021-05-03,15.4929
2021-04-30,15.7897
2021-04-29,16.8063
2021-04-28,18.3418
2021-04-27,21.1928
2021-04-26,22.5296
2021-04-23,15.4302
2021-04-22,16.6820
2021-04-21,13.9958
2021-04-20,15.3084
2021-04-19,18.0615
2021-04-16,19.6681
2021-04-15,21.6511
2021-04-14,23.0923
2021-04-13,19.9383
2021-04-12,18.1495
2021-04-09,19.6690
2021-04-08,21.1136
2021-04-07,22.6452
2021-04-06,24.0571
2021-04-05,25.3759
2021-04-01,24.5868
2021-03-31,26.3654
2021-03-30,23.3853
2021-03-29,24.4479
2021-03-26,23.0764
2021-03-25,22.2294
2021-03-24,25.8039
2021-03-23,28.3174
2021-03-22,31.7047
2021-03-19,34.0220
2021-03-18,36.4381
2021-03-17,37.2380
2021-03-16,40.6738
2021-03-15,45.0474
2021-03-12,42.7456
2021-03-11,37.2369
2021-03-10,31.5720
2021-03-09,23.4912
2021-03-08,21.9141
2021-03-05,23.4191
2021-03-04,27.5318
2021-03-03,33.5931
2021-03-02,28.5179
2021-03-01,29.9697
2021-02-26,27.6475
2021-02-25,30.9535
2021-02-24,37.2051
2021-02-23,24.1450
2021-02-22,27.3569
2021-02-19,27.1407
2021-02-18,25.6826
2021-02-17,29.1832
2021-02-16,30.0066
2021-02-12,25.7434
2021-02-11,27.3250
2021-02-10,29.8912
2021-02-09,31.8725
2021-02-08,27.8867
2021-02-05,29.8211
2021-02-04,33.1545
2021-02-03,28.7603
2021-02-02,23.6146
2021-02-01,16.8872
2021-01-29,18.1435
2021-01-28,20.7397
2021-01-27,21.3733
2021-01-26,25.2983
2021-01-25,20.0633
2021-01-22,22.4573
2021-01-21,23.6782
2021-01-20,25.9375
2021-01-19,21.2805
2021-01-15,20.0447
2021-01-14,21.9325
2021-01-13,15.5251
2021-01-12,16.4937
2021-01-11,15.6152
2021-01-08,17.7722
2021-01-07,19.3838
2021-01-06,19.5171
2021-01-05,18.0039
2021-01-04,16.1154
2020-12-31,19.1635
2020-12-30,20.4258
2020-12-29,21.7094
2020-12-28,20.0620
2020-12-24,21.1984
2020-12-23,22.2756
2020-12-22,23.2230
2020-12-21,19.4736
2020-12-18,21.5553
2020-12-17,22.7854
2020-12-16,24.8811
2020-12-15,26.8568
2020-12-14,29.2632
2020-12-11,30.6809
2020-12-10,33.2567
2020-12-09,36.3897
2020-12-08,41.2793
2020-12-07,44.3725
2020-12-04,43.4818
2020-12-03,46.9746
2020-12-02,37.7063
2020-12-01,36.1423
2020-11-30,38.7817
2020-11-27,42.7737
2020-11-25,44.5055
2020-11-24,48.0672
2020-11-23,44.7636
2020-11-20,43.6038
2020-11-19,46.9053
2020-11-18,51.4157
2020-11-17,49.7234
2020-11-16,48.8689
2020-11-13,38.7875
2020-11-12,40.6239
2020-11-11,45.0184
2020-11-10,50.6935
2020-11-09,47.6996
2020-11-06,21.7231
2020-11-05,21.7574
2020-11-04,19.9982
2020-11-03,20.4892
2020-11-02,13.1595
2020-10-30,13.8983
2020-10-29,15.9216
2020-10-28,16.9454
2020-10-27,19.2500
2020-10-26,21.3547
2020-10-23,24.8386
2020-10-22,25.6322
2020-10-21,24.6385
2020-10-20,26.3625
2020-10-19,27.7910
2020-10-16,30.0175
2020-10-15,19.1624
2020-10-14,21.1198
2020-10-13,22.1834
2020-10-12,24.0778
2020-10-09,25.2783
2020-10-08,23.6809
2020-10-07,22.7584
2020-10-06,24.8616
2020-10-05,31.0140
2020-10-02,29.7217
2020-10-01,33.2141
2020-09-30,34.2605
2020-09-29,29.9281
2020-09-28,31.6286
2020-09-25,19.9416
2020-09-24,13.8442
2020-09-23,15.1379
2020-09-22,17.4023
2020-09-21,16.8736
2020-09-18,18.6472
2020-09-17,19.1998
2020-09-16,21.4059
2020-09-15,24.9861
2020-09-14,22.5547
2020-09-11,17.7715
2020-09-10,19.1603
2020-09-09,19.8783
2020-09-08,21.6856
2020-09-04,25.2881
2020-09-03,28.9052
2020-09-02,25.0200
2020-09-01,26.5378
2020-08-31,29.3550
2020-08-28,31.3212
2020-08-27,33.6516
2020-08-26,27.5567
2020-08-25,29.0048
2020-08-24,29.0293
2020-08-21,20.5305
2020-08-20,21.4427
2020-08-19,23.0757
2020-08-18,23.5104
2020-08-17,24.9117
2020-08-14,27.2948
2020-08-13,29.9639
2020-08-12,32.8199
2020-08-11,37.8781
2020-08-10,28.8492
2020-08-07,21.1376
2020-08-06,22.1923
2020-08-05,22.8952
2020-08-04,15.4328
2020-08-03,11.3376
2020-07-31,12.9392
2020-07-30,14.2073
2020-07-29,15.2167
2020-07-28,17.4529
2020-07-27,18.7209
2020-07-24,19.9370
2020-07-23,21.7962
2020-07-22,23.6718
2020-07-21,25.8058
2020-07-20,21.1486
2020-07-17,22.3191
2020-07-16,23.6394
2020-07-15,26.3151
2020-07-14,20.2700
2020-07-13,21.9172
2020-07-10,19.9255
2020-07-09,21.8266
2020-07-08,23.4990
2020-07-07,24.8068
2020-07-06,26.8591
2020-07-02,27.4863
2020-07-01,29.1802
2020-06-30,29.9572
2020-06-29,33.3718
2020-06-26,22.3354
2020-06-25,23.7095
2020-06-24,25.2271
2020-06-23,27.6011
2020-06-22,27.8972
2020-06-19,29.2442
2020-06-18,31.9805
2020-06-17,34.3192
2020-06-16,35.7345
2020-06-15,30.1337
2020-06-12,32.2119
2020-06-11,36.6420
2020-06-10,46.8172
2020-06-09,53.7657
2020-06-08,61.1193
2020-06-05,63.0476
2020-06-04,53.7455
2020-06-03,46.1117
2020-06-02,34.7076
2020-06-01,33.7467
2020-05-29,35.6542
2020-05-28,39.8188
2020-05-27,34.7206
2020-05-26,33.6806
2020-05-22,31.1469
2020-05-21,33.1435
2020-05-20,26.7611
2020-05-19,28.3385
2020-05-18,29.5654
2020-05-15,17.8439
2020-05-14,18.8331
2020-05-13,20.7363
2020-05-12,22.0935
2020-05-11,23.9945
2020-05-08,25.3553
2020-05-07,22.2850
2020-05-06,20.4609
2020-05-05,21.4918
2020-05-04,21.1277
2020-05-01,22.7747
2020-04-30,24.8782
2020-04-29,27.4705
2020-04-28,22.6154
2020-04-27,19.3740
2020-04-24,20.5166
2020-04-23,22.0081
2020-04-22,22.0599
2020-04-21,23.0165
2020-04-20,24.2420
2020-04-17,25.9978
2020-04-16,22.4087
2020-04-15,24.0649
2020-04-14,26.3771
2020-04-13,28.2991
2020-04-09,29.8360
2020-04-08,29.4825
2020-04-07,31.3446
2020-04-06,27.5199
2020-04-03,21.4919
2020-04-02,22.4240
2020-04-01,24.2152
2020-03-31,26.3955
2020-03-30,24.7222
2020-03-27,27.0320
2020-03-26,29.9901
2020-03-25,28.4924
2020-03-24,12.1414
2020-03-23,6.8829
2020-03-20,3.9517
2020-03-19,2.6001
2020-03-18,2.7513
2020-03-17,3.1956
2020-03-16,3.7135
2020-03-13,4.5247
2020-03-12,5.0908
2020-03-11,6.1211
2020-03-10,7.9370
2020-03-09,9.2131
2020-03-06,12.1320
2020-03-05,13.6137
2020-03-04,16.5626
2020-03-03,17.8847
2020-03-02,15.7151
2020-02-28,9.5231
2020-02-27,11.4127
2020-02-26,14.4366
2020-02-25,16.4979
2020-02-24,20.5163
2020-02-21,25.0524
2020-02-20,27.4003
2020-02-19,29.8334
2020-02-18,30.1151
2020-02-14,31.9850
2020-02-13,34.8700
2020-02-12,37.3219
2020-02-11,37.5631
2020-02-10,37.6989
2020-02-07,35.7358
2020-02-06,38.1979
2020-02-05,28.8805
2020-02-04,19.3380
2020-02-03,20.4879
2020-01-31,22.0411
2020-01-30,23.7890
2020-01-29,26.0633
2020-01-28,19.6706
2020-01-27,20.9478
2020-01-24,23.0805
2020-01-23,16.8941
2020-01-22,12.2692
2020-01-21,14.0136
2020-01-17,18.6973
2020-01-16,21.6670
2020-01-15,22.8933
2020-01-14,24.0712
2020-01-13,26.6196
2020-01-10,28.2086
2020-01-09,31.5523
2020-01-08,24.9314
2020-01-07,27.8028
2020-01-06,18.5933
2020-01-03,20.7431
2020-01-02,19.8023
2019-12-31,11.2687
2019-12-30,11.8281
2019-12-27,12.6858
2019-12-26,13.0785
2019-12-24,13.7895
2019-12-23,15.0857
2019-12-20,10.6351
2019-12-19,11.7406
2019-12-18,12.3782
2019-12-17,8.0778
2019-12-16,9.2008
2019-12-13,11.2812
2019-12-12,12.6703
2019-12-11,13.0388
2019-12-10,15.5613
2019-12-09,16.5490
2019-12-06,17.7057
2019-12-05,13.8471
2019-12-04,14.8710
2019-12-03,16.3265
2019-12-02,18.3076
2019-11-29,22.0018
2019-11-27,22.7176
2019-11-26,25.0378
2019-11-25,25.5893
2019-11-22,26.3578
2019-11-21,25.1111
2019-11-20,26.6370
2019-11-19,28.3844
2019-11-18,33.3521
2019-11-15,33.9378
2019-11-14,30.1870
2019-11-13,30.5018
2019-11-12,32.5049
2019-11-11,35.1873
2019-11-08,29.2501
2019-11-07,31.9743
2019-11-06,32.3261
2019-11-05,35.0011
2019-11-04,26.2077
2019-11-01,20.0968
2019-10-31,21.5571
2019-10-30,23.3296
2019-10-29,24.8916
2019-10-28,22.2757
2019-10-25,21.8193
2019-10-24,23.2110
2019-10-23,25.2561
2019-10-22,18.6343
2019-10-21,12.4276
2019-10-18,15.6646
2019-10-17,22.4806
2019-10-16,24.2568
2019-10-15,20.9923
2019-10-14,22.0074
2019-10-11,21.3149
2019-10-10,19.8256
2019-10-09,21.2306
2019-10-08,21.8251
2019-10-07,24.6542
2019-10-04,23.5530
2019-10-03,19.6498
2019-10-02,22.1162
2019-10-01,25.7132
2019-09-30,28.8175
2019-09-27,31.7928
2019-09-26,35.7237
2019-09-25,38.2113
2019-09-24,30.1764
2019-09-23,30.4590
2019-09-20,32.8600
2019-09-19,35.9134
2019-09-18,36.2261
2019-09-17,37.6241
2019-09-16,36.5407
2019-09-13,39.5533
2019-09-12,42.4602
2019-09-11,46.8235
2019-09-10,38.0015
2019-09-09,32.0603
2019-09-06,35.6400
2019-09-05,38.0758
2019-09-04,33.4371
2019-09-03,31.5975
2019-08-30,37.1059
2019-08-29,38.5004
2019-08-28,34.3681
2019-08-27,37.9919
2019-08-26,41.3398
2019-08-23,46.8101
2019-08-22,39.2041
2019-08-21,28.9414
2019-08-20,20.3750
2019-08-19,21.7574
2019-08-16,16.9942
2019-08-15,14.0677
2019-08-14,15.5925
2019-08-13,18.1848
2019-08-12,18.0086
2019-08-09,19.4244
2019-08-08,17.5810
2019-08-07,13.3891
2019-08-06,14.8434
2019-08-05,13.2723
2019-08-02,15.2803
2019-08-01,16.7684
2019-07-31,19.0648
2019-07-30,16.7988
2019-07-29,19.1090
2019-07-26,20.7465
2019-07-25,22.3344
2019-07-24,26.8613
2019-07-23,31.6507
2019-07-22,34.0600
2019-07-19,33.4147
2019-07-18,26.9067
2019-07-17,31.1792
2019-07-16,27.9067
2019-07-15,25.7835
2019-07-12,28.3291
2019-07-11,21.8630
2019-07-10,20.4671
2019-07-09,17.9754
2019-07-08,19.6205
2019-07-05,21.5471
2019-07-03,19.8434
2019-07-02,20.5558
2019-07-01,21.6620
2019-06-28,25.2149
2019-06-27,26.7588
2019-06-26,31.4454
2019-06-25,30.4592
2019-06-24,33.5657
2019-06-21,35.1990
2019-06-20,36.7509
2019-06-19,40.0517
2019-06-18,39.7073
2019-06-17,23.7580
2019-06-14,16.5675
2019-06-13,17.1879
2019-06-12,18.3589
2019-06-11,19.9724
2019-06-10,21.9207
2019-06-07,20.3214
2019-06-06,17.1112
2019-06-05,18.2991
2019-06-04,23.2826
2019-06-03,16.0927
2019-05-31,18.4459
2019-05-30,20.5496
2019-05-29,21.5867
2019-05-28,24.0036
2019-05-24,25.2817
2019-05-23,16.4735
2019-05-22,18.8977
2019-05-21,20.5347
2019-05-20,16.6345
2019-05-17,17.6873
2019-05-16,15.4486
2019-05-15,8.3528
2019-05-14,6.2267
2019-05-13,6.8882
2019-05-10,8.5084
2019-05-09,9.4092
2019-05-08,10.7127
2019-05-07,11.8963
2019-05-06,14.8946
2019-05-03,17.4853
2019-05-02,18.0860
2019-05-01,19.2498
2019-04-30,20.4749
2019-04-29,22.1835
2019-04-26,24.7948
2019-04-25,26.7387
2019-04-24,26.1322
2019-04-23,22.8798
2019-04-22,24.1778
2019-04-18,25.7750
2019-04-17,27.2312
2019-04-16,29.3861
2019-04-15,24.7547
2019-04-12,26.4314
2019-04-11,19.2903
2019-04-10,18.2288
2019-04-09,19.4048
2019-04-08,20.7368
2019-04-05,25.3862
2019-04-04,25.7756
2019-04-03,23.1582
2019-04-02,25.0358
2019-04-01,24.6764
2019-03-29,16.3925
2019-03-28,12.0567
2019-03-27,12.5557
2019-03-26,13.8826
2019-03-25,10.8687
2019-03-22,10.5401
2019-03-21,11.5815
2019-03-20,12.0384
2019-03-19,11.1384
2019-03-18,7.5113
2019-03-15,8.1608
2019-03-14,9.3495
2019-03-13,9.9085
2019-03-12,11.2559
2019-03-11,14.2924
2019-03-08,25.1739
2019-03-07,27.8257
2019-03-06,32.1565
2019-03-05,36.6836
2019-03-04,39.2969
2019-03-01,50.3842
2019-02-28,47.9873
2019-02-27,44.5970
2019-02-26,39.7456
2019-02-25,42.6287
2019-02-22,38.2217
2019-02-21,39.0704
2019-02-20,42.9278
2019-02-19,40.7840
2019-02-15,42.6603
2019-02-14,39.5520
2019-02-13,41.7797
2019-02-12,42.5099
2019-02-11,44.5407
2019-02-08,42.5807
2019-02-07,46.1299
2019-02-06,50.2527
2019-02-05,51.3347
2019-02-04,43.8964
2019-02-01,43.8534
2019-01-31,43.5522
2019-01-30,46.7401
2019-01-29,31.8968
2019-01-28,28.3151
2019-01-25,30.5917
2019-01-24,29.2718
2019-01-23,30.2581
2019-01-22,33.1878
2019-01-18,37.1757
2019-01-17,36.6944
2019-01-16,31.9968
2019-01-15,31.3597
2019-01-14,32.5692
2019-01-11,34.4609
2019-01-10,35.6515
2019-01-09,33.2993
2019-01-08,30.0014
2019-01-07,24.1186
2019-01-04,23.7109
2019-01-03,19.6988
2019-01-02,22.2480
2018-12-31,24.2555
2018-12-28,23.9617
2018-12-27,21.6847
2018-12-26,21.8298
2018-12-24,16.3830
2018-12-21,17.8067
2018-12-20,19.4079
2018-12-19,21.6136
2018-12-18,24.8040
2018-12-17,24.0074
2018-12-14,23.7993
2018-12-13,25.8031
2018-12-12,26.7368
2018-12-11,28.7610
2018-12-10,26.6206
2018-12-07,28.9823
2018-12-06,29.5360
2018-12-04,35.7668
2018-12-03,41.4578
