Dates,CMO Values
2019-02-27,14.2763
2019-02-26,13.3974
2019-02-25,13.4108
2019-02-22,13.1239
2019-02-21,12.4619
2019-02-20,12.9876
2019-02-19,12.4450
2019-02-15,12.6710
2019-02-14,11.8307
2019-02-13,11.9306
2019-02-12,11.9490
2019-02-11,11.2495
2019-02-08,11.3743
2019-02-07,11.4080
2019-02-06,11.9087
2019-02-05,11.8143
2019-02-04,10.4612
2019-02-01,9.4575
2019-01-31,9.2661
2019-01-30,9.5334
2019-01-29,7.0765
2019-01-28,6.8625
2019-01-25,7.0180
2019-01-24,6.3643
2019-01-23,6.4070
2019-01-22,6.3289
2019-01-18,7.1849
2019-01-17,6.5669
2019-01-16,5.7888
2019-01-15,5.8113
2019-01-14,5.6031
2019-01-11,5.9178
2019-01-10,5.8859
2019-01-09,4.9160
2019-01-08,4.5481
2019-01-07,3.1448
2019-01-04,3.0272
2019-01-03,1.1505
2019-01-02,2.7288
2018-12-31,2.5754
2018-12-28,1.8555
2018-12-27,1.9486
2018-12-26,1.5706
2018-12-24,-0.8111
2018-12-21,0.4600
2018-12-20,1.5190
2018-12-19,2.3398
2018-12-18,3.4293
2018-12-17,1.9737
2018-12-14,2.3107
2018-12-13,3.1808
2018-12-12,3.3396
2018-12-11,2.7710
2018-12-10,3.3317
2018-12-07,2.9500
2018-12-06,4.0839
2018-12-04,5.4959
2018-12-03,7.8947
2018-11-30,6.2919
2018-11-29,5.7727
2018-11-28,4.6388
2018-11-27,2.6485
2018-11-26,2.4297
2018-11-23,1.8991
2018-11-21,2.5861
2018-11-20,2.6384
2018-11-19,3.0845
2018-11-16,5.1918
2018-11-15,5.9990
2018-11-14,6.4546
2018-11-13,7.1515
2018-11-12,8.2584
2018-11-09,10.1113
2018-11-08,10.3295
2018-11-07,10.2729
2018-11-06,9.5870
2018-11-05,9.0272
2018-11-02,8.4962
2018-11-01,9.2946
2018-10-31,8.2579
2018-10-30,7.6246
2018-10-29,5.7518
2018-10-26,9.4012
2018-10-25,10.1198
2018-10-24,8.9133
2018-10-23,8.2956
2018-10-22,9.2459
2018-10-19,9.2910
2018-10-18,9.7882
2018-10-17,10.7864
2018-10-16,11.2363
2018-10-15,9.9970
2018-10-12,10.1980
2018-10-11,9.9318
2018-10-10,11.4706
2018-10-09,14.5330
2018-10-08,14.5906
2018-10-05,14.7122
2018-10-04,15.3245
2018-10-03,15.7279
2018-10-02,14.9682
2018-10-01,14.4402
2018-09-28,13.0725
2018-09-27,12.4681
2018-09-26,12.1501
2018-09-25,12.5293
2018-09-24,12.6603
2018-09-21,13.3926
2018-09-20,12.7578
2018-09-19,12.4580
2018-09-18,12.2382
2018-09-17,11.2079
2018-09-14,11.8664
2018-09-13,11.2756
2018-09-12,10.9952
2018-09-11,9.8670
2018-09-10,9.3922
2018-09-07,10.6617
2018-09-06,11.0054
2018-09-05,10.3664
2018-09-04,10.3064
2018-08-31,9.8228
2018-08-30,10.5271
2018-08-29,11.0946
2018-08-28,11.2708
2018-08-27,11.7081
2018-08-24,11.1090
2018-08-23,10.8468
2018-08-22,11.2853
2018-08-21,11.9314
2018-08-20,11.5173
2018-08-17,10.9202
2018-08-16,10.8623
2018-08-15,8.8664
2018-08-14,10.1399
2018-08-13,10.0292
2018-08-10,10.2111
2018-08-09,10.9600
2018-08-08,11.3685
2018-08-07,11.8883
2018-08-06,11.3092
2018-08-03,11.6350
2018-08-02,11.8597
2018-08-01,12.3885
2018-07-31,13.0095
2018-07-30,12.2958
2018-07-27,13.9991
2018-07-26,13.8187
2018-07-25,13.3564
2018-07-24,13.7761
2018-07-23,13.0950
2018-07-20,13.3855
2018-07-19,13.4620
2018-07-18,14.3368
2018-07-17,13.8852
2018-07-16,13.7799
2018-07-13,13.0596
2018-07-12,12.4070
2018-07-11,11.6543
2018-07-10,12.8197
2018-07-09,12.0904
2018-07-06,11.0619
2018-07-05,10.8538
2018-07-03,10.8183
2018-07-02,11.3752
2018-06-29,11.2949
2018-06-28,11.1741
2018-06-27,10.4932
2018-06-26,10.7521
2018-06-25,10.7380
2018-06-22,12.0926
2018-06-21,11.9188
2018-06-20,12.8119
2018-06-19,12.5953
2018-06-18,15.0628
2018-06-15,15.6441
2018-06-14,16.4908
2018-06-13,16.7587
2018-06-12,18.0376
2018-06-11,18.0984
2018-06-08,17.9090
2018-06-07,17.7815
2018-06-06,18.3527
2018-06-05,16.8350
2018-06-04,16.9539
2018-06-01,16.4151
2018-05-31,15.7970
2018-05-30,16.9348
2018-05-29,16.1586
2018-05-25,17.6160
2018-05-24,17.4684
2018-05-23,17.5088
2018-05-22,16.9424
2018-05-21,18.6644
2018-05-18,16.9290
2018-05-17,15.9318
2018-05-16,15.4804
2018-05-15,15.7047
2018-05-14,16.1868
2018-05-11,15.8860
2018-05-10,16.1996
2018-05-09,16.0208
2018-05-08,15.1578
2018-05-07,15.5548
2018-05-04,14.7026
2018-05-03,14.1653
2018-05-02,13.2200
2018-05-01,14.2504
2018-04-30,15.0332
2018-04-27,16.4790
2018-04-26,16.8603
2018-04-25,16.8743
2018-04-24,14.8807
2018-04-23,16.8569
2018-04-20,16.8322
2018-04-19,17.2344
2018-04-18,17.3079
2018-04-17,16.6905
2018-04-16,15.9685
2018-04-13,15.6024
2018-04-12,17.2765
2018-04-11,15.7788
2018-04-10,17.3391
2018-04-09,15.4650
2018-04-06,16.2379
2018-04-05,18.4661
2018-04-04,17.0877
2018-04-03,17.8354
2018-04-02,16.5204
2018-03-29,17.7376
2018-03-28,16.4833
2018-03-27,16.7312
2018-03-26,18.5217
2018-03-23,17.2393
2018-03-22,17.0126
2018-03-21,21.1674
2018-03-20,21.2972
2018-03-19,20.3566
2018-03-16,20.1479
2018-03-15,20.0688
2018-03-14,20.1365
2018-03-13,22.1959
2018-03-12,23.5795
2018-03-09,26.2409
2018-03-08,25.3442
2018-03-07,25.0797
2018-03-06,25.5722
2018-03-05,26.5824
2018-03-02,25.3213
2018-03-01,26.6664
2018-02-28,30.1323
2018-02-27,30.8237
2018-02-26,30.6487
2018-02-23,29.6070
2018-02-22,29.4926
2018-02-21,28.9417
2018-02-20,29.2190
2018-02-16,29.6977
2018-02-15,30.1006
2018-02-14,28.2883
2018-02-13,28.0180
2018-02-12,28.2001
2018-02-09,26.4150
2018-02-08,25.8852
2018-02-07,30.8112
2018-02-06,29.6319
2018-02-05,27.5826
2018-02-02,34.0499
2018-02-01,36.8164
2018-01-31,36.3984
2018-01-30,33.5635
2018-01-29,34.6785
2018-01-26,35.5474
2018-01-25,35.5284
2018-01-24,34.0502
2018-01-23,34.3779
2018-01-22,35.2588
2018-01-19,35.2115
2018-01-18,36.1028
2018-01-17,40.2092
2018-01-16,37.4669
2018-01-12,37.8837
2018-01-11,36.4053
2018-01-10,34.9077
2018-01-09,34.5506
2018-01-08,32.8934
2018-01-05,32.6248
2018-01-04,30.0367
2018-01-03,30.4998
2018-01-02,30.2899
2017-12-29,29.8663
2017-12-28,30.4549
2017-12-27,30.2955
2017-12-26,30.2389
2017-12-22,30.1824
2017-12-21,30.1673
2017-12-20,31.3290
2017-12-19,31.1906
2017-12-18,30.9542
2017-12-15,30.4831
2017-12-14,30.4702
2017-12-13,30.0320
2017-12-12,29.6209
2017-12-11,28.1213
2017-12-08,29.2285
2017-12-07,28.3448
2017-12-06,27.4966
2017-12-05,26.8611
2017-12-04,27.8537
2017-12-01,26.2977
2017-11-30,28.5668
2017-11-29,26.7549
2017-11-28,26.4306
2017-11-27,25.8295
2017-11-24,25.9570
2017-11-22,25.7749
2017-11-21,26.5553
2017-11-20,25.9691
2017-11-17,25.3739
2017-11-16,25.9863
2017-11-15,25.7758
2017-11-14,25.4998
2017-11-13,25.7790
2017-11-10,25.3862
2017-11-09,26.1692
2017-11-08,26.7834
2017-11-07,27.0210
2017-11-06,26.5169
2017-11-03,25.9438
2017-11-02,26.3156
2017-11-01,25.2855
2017-10-31,25.1544
2017-10-30,25.6903
2017-10-27,24.9882
2017-10-26,26.1829
2017-10-25,25.9649
2017-10-24,29.2836
2017-10-23,28.3745
2017-10-20,29.4681
2017-10-19,28.0347
2017-10-18,28.4897
2017-10-17,28.1288
2017-10-16,28.6429
2017-10-13,29.0944
2017-10-12,29.6293
2017-10-11,29.5126
2017-10-10,29.3861
2017-10-09,28.7525
2017-10-06,28.8385
2017-10-05,28.9785
2017-10-04,28.1950
2017-10-03,28.1194
2017-10-02,28.3570
2017-09-29,27.9102
2017-09-28,27.9370
2017-09-27,28.3868
2017-09-26,27.9927
2017-09-25,28.2683
2017-09-22,29.2195
2017-09-21,29.1189
2017-09-20,28.9767
2017-09-19,28.2358
2017-09-18,28.5115
2017-09-15,27.4908
2017-09-14,26.5264
2017-09-13,25.6653
2017-09-12,25.3089
2017-09-11,25.3134
2017-09-08,24.8351
2017-09-07,24.1758
2017-09-06,23.7203
2017-09-05,24.7706
2017-09-01,26.2628
2017-08-31,26.0858
2017-08-30,26.4464
2017-08-29,26.4599
2017-08-28,25.5882
2017-08-25,25.2446
2017-08-24,26.5289
2017-08-23,26.3576
2017-08-22,27.1110
2017-08-21,26.0351
2017-08-18,26.0760
2017-08-17,26.0282
2017-08-16,26.9361
2017-08-15,27.6589
2017-08-14,27.1311
2017-08-11,26.5316
2017-08-10,25.9979
2017-08-09,26.6525
2017-08-08,28.3914
2017-08-07,28.7320
2017-08-04,28.0767
2017-08-03,28.3283
2017-08-02,28.2504
2017-08-01,28.9430
2017-07-31,30.3628
2017-07-28,30.0608
2017-07-27,29.9923
2017-07-26,28.0304
2017-07-25,21.9822
2017-07-24,21.8951
2017-07-21,21.8827
2017-07-20,21.3046
2017-07-19,21.5934
2017-07-18,20.7676
2017-07-17,21.1331
2017-07-14,20.9797
2017-07-13,20.2616
2017-07-12,20.3619
2017-07-11,20.3084
2017-07-10,19.5779
2017-07-07,19.0699
2017-07-06,18.7842
2017-07-05,18.9391
2017-07-03,17.8995
2017-06-30,17.6252
2017-06-29,17.5306
2017-06-28,18.5397
2017-06-27,18.3039
2017-06-26,18.8150
2017-06-23,19.8788
2017-06-22,18.9838
2017-06-21,18.8966
2017-06-20,18.6254
2017-06-19,18.9789
2017-06-16,18.1243
2017-06-15,17.8009
2017-06-14,16.7865
2017-06-13,16.3549
2017-06-12,15.9886
2017-06-09,16.0025
2017-06-08,15.9691
2017-06-07,15.3557
2017-06-06,14.8997
2017-06-05,15.9122
2017-06-02,16.5065
2017-06-01,15.5267
2017-05-31,15.6706
2017-05-30,15.4170
2017-05-26,15.3191
2017-05-25,15.5394
2017-05-24,14.9261
2017-05-23,14.3274
2017-05-22,14.4093
2017-05-19,13.4112
2017-05-18,12.2354
2017-05-17,12.8617
2017-05-16,14.6703
2017-05-15,14.5626
2017-05-12,14.9632
2017-05-11,15.2851
2017-05-10,15.0244
2017-05-09,16.0967
2017-05-08,15.7957
2017-05-05,15.4533
2017-05-04,14.7911
2017-05-03,14.9389
2017-05-02,14.9619
2017-05-01,14.6048
2017-04-28,15.7285
2017-04-27,15.1825
2017-04-26,14.6665
2017-04-25,15.4999
2017-04-24,15.0048
2017-04-21,14.4267
2017-04-20,14.0528
2017-04-19,13.7403
2017-04-18,13.5492
2017-04-17,14.0842
2017-04-13,12.8975
2017-04-12,13.0940
2017-04-11,14.2541
2017-04-10,13.9019
2017-04-07,14.4996
2017-04-06,13.9844
2017-04-05,13.8832
2017-04-04,14.6327
2017-04-03,13.9194
2017-03-31,14.0165
2017-03-30,14.5346
2017-03-29,14.4136
2017-03-28,14.3206
2017-03-27,13.8859
2017-03-24,13.7892
2017-03-23,14.4469
2017-03-22,14.3511
2017-03-21,14.0021
2017-03-20,15.5779
2017-03-17,15.9078
2017-03-16,15.2603
2017-03-15,15.5012
2017-03-14,15.5105
2017-03-13,15.6578
2017-03-10,15.5405
2017-03-09,16.4006
2017-03-08,16.9425
2017-03-07,17.0722
2017-03-06,16.7142
2017-03-03,17.2920
2017-03-02,17.6676
2017-03-01,18.0950
2017-02-28,16.8937
2017-02-27,16.6292
2017-02-24,15.9672
2017-02-23,15.7733
2017-02-22,15.2701
2017-02-21,15.3615
2017-02-17,14.3988
2017-02-16,13.7480
2017-02-15,13.2263
2017-02-14,12.9488
2017-02-13,12.7857
2017-02-10,12.1587
2017-02-09,11.4727
2017-02-08,11.3065
2017-02-07,11.8661
2017-02-06,10.9826
2017-02-03,10.4224
2017-02-02,10.3726
2017-02-01,11.1224
2017-01-31,10.9287
2017-01-30,11.8767
2017-01-27,12.8272
2017-01-26,13.4667
2017-01-25,12.8576
2017-01-24,10.4304
2017-01-23,9.4316
2017-01-20,10.1940
2017-01-19,9.9984
2017-01-18,9.7473
2017-01-17,9.5072
2017-01-13,10.0269
2017-01-12,9.8287
2017-01-11,10.3258
2017-01-10,10.2056
2017-01-09,9.9325
2017-01-06,10.2796
2017-01-05,10.1385
2017-01-04,10.1060
2017-01-03,9.5095
2016-12-30,9.0401
2016-12-29,9.0444
2016-12-28,9.2227
2016-12-27,9.8242
2016-12-23,9.9683
2016-12-22,9.8435
2016-12-21,9.8521
2016-12-20,9.4651
2016-12-19,9.3905
2016-12-16,8.7925
2016-12-15,8.5315
2016-12-14,8.8286
2016-12-13,9.7641
2016-12-12,9.9788
2016-12-09,9.7434
2016-12-08,9.3561
2016-12-07,8.9142
2016-12-06,8.2376
2016-12-05,8.2091
2016-12-02,8.2468
2016-12-01,8.3052
2016-11-30,7.6569
2016-11-29,8.1057
2016-11-28,7.4409
2016-11-25,7.5527
2016-11-23,7.4462
2016-11-22,7.3684
2016-11-21,6.4791
2016-11-18,6.2391
2016-11-17,5.8732
2016-11-16,6.3225
2016-11-15,7.0023
2016-11-14,7.7742
2016-11-11,7.2537
2016-11-10,6.9586
2016-11-09,6.0270
2016-11-08,4.9746
2016-11-07,4.8800
2016-11-04,3.5979
2016-11-03,3.7893
2016-11-02,4.0804
2016-11-01,4.7450
2016-10-31,4.7530
2016-10-28,4.9849
2016-10-27,5.1047
2016-10-26,5.9990
2016-10-25,3.6131
2016-10-24,3.0234
2016-10-21,2.3342
2016-10-20,2.4177
2016-10-19,2.5527
2016-10-18,2.1453
2016-10-17,1.7289
2016-10-14,1.5394
2016-10-13,1.4940
2016-10-12,1.4112
2016-10-11,1.6354
2016-10-10,2.4515
2016-10-07,1.7073
2016-10-06,1.9289
2016-10-05,2.0221
2016-10-04,1.1194
2016-10-03,1.1694
2016-09-30,0.9294
2016-09-29,0.6630
2016-09-28,1.1202
2016-09-27,0.7802
2016-09-26,0.4996
2016-09-23,0.9579
2016-09-22,0.9920
2016-09-21,0.5055
2016-09-20,-0.5339
2016-09-19,-0.6510
2016-09-16,-0.9453
2016-09-15,-0.5483
2016-09-14,-0.5858
2016-09-13,-0.1823
2016-09-12,0.3233
2016-09-09,-0.2675
2016-09-08,1.3757
2016-09-07,1.2794
2016-09-06,1.4120
2016-09-02,0.7358
2016-09-01,0.2672
2016-08-31,0.0996
2016-08-30,0.6080
2016-08-29,1.3955
2016-08-26,1.1487
2016-08-25,1.4314
2016-08-24,1.5482
2016-08-23,1.8681
2016-08-22,2.1884
2016-08-19,1.9900
2016-08-18,2.2000
2016-08-17,2.0997
2016-08-16,2.2040
2016-08-15,2.0831
2016-08-12,1.5277
2016-08-11,1.4920
2016-08-10,1.2359
2016-08-09,0.9748
2016-08-08,0.8196
2016-08-05,0.6578
2016-08-04,0.4750
2016-08-03,0.7090
2016-08-02,0.6148
2016-08-01,1.1843
2016-07-29,1.3438
2016-07-28,1.1198
2016-07-27,2.1676
2016-07-26,1.7866
2016-07-25,1.1273
2016-07-22,1.3150
2016-07-21,1.3362
2016-07-20,1.7563
2016-07-19,1.7359
2016-07-18,1.3172
2016-07-15,0.9622
2016-07-14,0.6750
2016-07-13,0.1813
2016-07-12,0.4227
2016-07-11,0.8476
2016-07-08,0.1814
2016-07-07,-0.8281
2016-07-06,-0.9012
2016-07-05,-0.8978
2016-07-01,0.0312
2016-06-30,0.0930
2016-06-29,-0.8991
2016-06-28,-1.9837
2016-06-27,-2.4041
2016-06-24,-1.1018
2016-06-23,1.3752
2016-06-22,0.7489
2016-06-21,0.6607
2016-06-20,1.1003
2016-06-17,0.0659
2016-06-16,-0.0940
2016-06-15,0.1861
2016-06-14,0.3066
2016-06-13,0.1027
2016-06-10,0.5330
2016-06-09,1.2285
2016-06-08,1.1938
2016-06-07,0.8228
2016-06-06,0.8124
2016-06-03,-0.7700
2016-06-02,-0.9579
2016-06-01,-1.1137
2016-05-31,-1.2055
2016-05-27,-0.1403
2016-05-26,-0.1089
2016-05-25,-0.2658
2016-05-24,-0.7407
2016-05-23,-0.7132
2016-05-20,-0.7792
2016-05-19,-0.5436
2016-05-18,0.4576
2016-05-17,1.0034
2016-05-16,1.5558
2016-05-13,0.8660
2016-05-12,1.6732
2016-05-11,1.1874
2016-05-10,1.4103
2016-05-09,0.5145
2016-05-06,0.9169
2016-05-05,0.5137
2016-05-04,0.1059
2016-05-03,0.6579
2016-05-02,1.1854
2016-04-29,1.4603
2016-04-28,1.4603
2016-04-27,2.2541
2016-04-26,0.9555
2016-04-25,0.0991
2016-04-22,0.2030
2016-04-21,0.0964
2016-04-20,0.0382
2016-04-19,0.7637
2016-04-18,0.5222
2016-04-15,0.2363
2016-04-14,0.1411
2016-04-13,0.2397
2016-04-12,-0.3261
2016-04-11,-0.8577
2016-04-08,-0.8679
2016-04-07,-1.1673
2016-04-06,-0.8579
2016-04-05,-1.1629
2016-04-04,-1.3968
2016-04-01,-1.1925
2016-03-31,-1.1992
2016-03-30,-0.6603
2016-03-29,0.1017
2016-03-28,0.2380
2016-03-24,0.5138
2016-03-23,0.7598
2016-03-22,1.5146
2016-03-21,1.7630
2016-03-18,1.1451
2016-03-17,0.0721
2016-03-16,-0.9750
2016-03-15,-1.3836
2016-03-14,-1.3904
2016-03-11,-1.9678
2016-03-10,-2.5420
2016-03-09,-2.5692
2016-03-08,-2.7421
2016-03-07,-2.5658
2016-03-04,-3.1849
2016-03-03,-3.6816
2016-03-02,-3.6690
2016-03-01,-3.5714
2016-02-29,-4.1744
2016-02-26,-4.1812
2016-02-25,-4.6352
2016-02-24,-5.0534
2016-02-23,-4.6496
2016-02-22,-4.4984
2016-02-19,-5.2541
2016-02-18,-4.5116
2016-02-17,-4.9292
2016-02-16,-6.2131
2016-02-12,-7.6038
2016-02-11,-7.6709
2016-02-10,-5.2183
2016-02-09,-4.7681
2016-02-08,-4.5820
2016-02-05,-3.6005
2016-02-04,-3.2640
2016-02-03,-3.8617
2016-02-02,-5.3790
2016-02-01,-4.0842
2016-01-29,-4.5882
2016-01-28,-5.3407
2016-01-27,-5.8519
2016-01-26,-2.0727
2016-01-25,-3.5196
2016-01-22,-3.3151
2016-01-21,-3.7565
2016-01-20,-4.2178
2016-01-19,-2.8811
2016-01-15,-3.0380
2016-01-14,-1.8005
2016-01-13,-2.1931
2016-01-12,-0.8544
2016-01-11,-1.4763
2016-01-08,-1.5564
2016-01-07,-0.4827
2016-01-06,1.6432
2016-01-05,2.4816
2016-01-04,2.2775
2015-12-31,3.8289
2015-12-30,4.5309
2015-12-29,4.8953
2015-12-28,3.8987
2015-12-24,3.5371
2015-12-23,3.7409
2015-12-22,3.1397
2015-12-21,2.6065
2015-12-18,2.1283
2015-12-17,4.4395
2015-12-16,5.4521
2015-12-15,4.8836
2015-12-14,3.5949
2015-12-11,4.2398
2015-12-10,4.9581
2015-12-09,4.1615
2015-12-08,4.4626
2015-12-07,5.8674
2015-12-04,5.8878
2015-12-03,4.8108
2015-12-02,5.3822
2015-12-01,5.7017
2015-11-30,4.8591
2015-11-27,5.4733
2015-11-25,5.6704
2015-11-24,6.1721
2015-11-23,6.0594
2015-11-20,6.4948
2015-11-19,6.4371
2015-11-18,6.0912
2015-11-17,5.2928
2015-11-16,4.6844
2015-11-13,4.0080
2015-11-12,3.9895
2015-11-11,4.9771
2015-11-10,5.0419
2015-11-09,5.3778
2015-11-06,6.1754
2015-11-05,6.1877
2015-11-04,6.2771
2015-11-03,5.9174
2015-11-02,6.0417
2015-10-30,5.9248
2015-10-29,5.6096
2015-10-28,5.8872
2015-10-27,6.1172
2015-10-26,5.4975
2015-10-23,5.4975
2015-10-22,5.3605
2015-10-21,3.5330
2015-10-20,2.6895
2015-10-19,2.5206
2015-10-16,2.2196
2015-10-15,2.1426
2015-10-14,0.9714
2015-10-13,3.3276
2015-10-12,3.4820
2015-10-09,3.1201
2015-10-08,2.8761
2015-10-07,2.1253
2015-10-06,1.2264
2015-10-05,0.9955
2015-10-02,0.4412
2015-10-01,-0.3050
2015-09-30,-0.1752
2015-09-29,-1.0221
2015-09-28,-1.2622
2015-09-25,-0.1657
2015-09-24,-0.6523
2015-09-23,0.0849
2015-09-22,0.9857
2015-09-21,1.7833
2015-09-18,1.8109
2015-09-17,2.3472
2015-09-16,2.2531
2015-09-15,1.9142
2015-09-14,1.2062
2015-09-11,1.2996
2015-09-10,0.8749
2015-09-09,0.5327
2015-09-08,0.9836
2015-09-04,-0.5739
2015-09-03,-0.0886
2015-09-02,-0.2393
2015-09-01,-1.4827
2015-08-31,-0.2320
2015-08-28,0.7738
2015-08-27,0.2383
2015-08-26,-0.7610
2015-08-25,-2.3126
2015-08-24,-1.6472
2015-08-21,0.1577
2015-08-20,2.3533
2015-08-19,4.8073
2015-08-18,5.6385
2015-08-17,5.5751
2015-08-14,5.8626
2015-08-13,5.7526
2015-08-12,4.8116
2015-08-11,5.5252
2015-08-10,6.3299
2015-08-07,4.9593
2015-08-06,5.5849
2015-08-05,6.0928
2015-08-04,5.1668
2015-08-03,5.2335
2015-07-31,5.4466
2015-07-30,4.9839
2015-07-29,5.4843
2015-07-28,4.5510
2015-07-27,4.2360
2015-07-24,5.5827
2015-07-23,6.5090
2015-07-22,6.6726
2015-07-21,6.0867
2015-07-20,6.8677
2015-07-17,6.9224
2015-07-16,7.6756
2015-07-15,7.0438
2015-07-14,7.4370
2015-07-13,6.9903
2015-07-10,6.1368
2015-07-09,5.4591
2015-07-08,5.1020
2015-07-07,5.6570
2015-07-06,4.5850
2015-07-02,4.4577
2015-07-01,4.6908
2015-06-30,3.8655
2015-06-29,3.8700
2015-06-26,5.5584
2015-06-25,5.5462
2015-06-24,5.7959
2015-06-23,6.4475
2015-06-22,7.0300
2015-06-19,6.8023
2015-06-18,6.9166
2015-06-17,6.1369
2015-06-16,5.6976
2015-06-15,5.6775
2015-06-12,5.9071
2015-06-11,5.9790
2015-06-10,5.4442
2015-06-09,4.8331
2015-06-08,5.0731
2015-06-05,5.1130
2015-06-04,5.3165
2015-06-03,6.4844
2015-06-02,6.2633
2015-06-01,5.4692
2015-05-29,5.1774
2015-05-28,5.9844
2015-05-27,6.2848
2015-05-26,6.2058
2015-05-22,7.1081
2015-05-21,8.2647
2015-05-20,7.9024
2015-05-19,8.1904
2015-05-18,8.0586
2015-05-15,8.1358
2015-05-14,8.6265
2015-05-13,7.7238
2015-05-12,7.6501
2015-05-11,7.8577
2015-05-08,7.6921
2015-05-07,6.1434
2015-05-06,5.9655
2015-05-05,6.3909
2015-05-04,6.8845
2015-05-01,7.1743
2015-04-30,6.6591
2015-04-29,7.9182
2015-04-28,8.5352
2015-04-27,8.6670
2015-04-24,8.9393
2015-04-23,9.6091
2015-04-22,10.2144
2015-04-21,11.2052
2015-04-20,10.9596
2015-04-17,9.8048
2015-04-16,10.9097
2015-04-15,11.1256
2015-04-14,11.4918
2015-04-13,11.5059
2015-04-10,12.0403
2015-04-09,11.6856
2015-04-08,11.6635
2015-04-07,11.2798
2015-04-06,10.7643
2015-04-02,10.1477
2015-04-01,9.9074
2015-03-31,10.5693
2015-03-30,11.7881
2015-03-27,10.3432
2015-03-26,10.0843
2015-03-25,10.1122
2015-03-24,11.7186
2015-03-23,12.2714
2015-03-20,13.0824
2015-03-19,12.9380
2015-03-18,13.7189
2015-03-17,13.2696
2015-03-16,12.9590
2015-03-13,12.1767
2015-03-12,12.4017
2015-03-11,12.0769
2015-03-10,12.6741
2015-03-09,13.7987
2015-03-06,13.1956
2015-03-05,13.8520
2015-03-04,13.8078
2015-03-03,14.4016
2015-03-02,13.7520
2015-02-27,12.6526
2015-02-26,13.0804
2015-02-25,13.7054
2015-02-24,14.3786
2015-02-23,14.5559
2015-02-20,16.3355
2015-02-19,14.6504
2015-02-18,13.6715
2015-02-17,13.1916
2015-02-13,13.1185
2015-02-12,12.4860
2015-02-11,12.4203
2015-02-10,12.1168
2015-02-09,11.9400
2015-02-06,12.1449
2015-02-05,12.4376
2015-02-04,11.9115
2015-02-03,11.9697
2015-02-02,11.5579
2015-01-30,11.2173
2015-01-29,12.3834
2015-01-28,9.1833
2015-01-27,6.1845
2015-01-26,6.9649
2015-01-23,7.2362
2015-01-22,7.7404
2015-01-21,6.3530
2015-01-20,5.8340
2015-01-16,5.6415
2015-01-15,5.3617
2015-01-14,5.4784
2015-01-13,5.8625
2015-01-12,5.7328
2015-01-09,6.0576
2015-01-08,6.1835
2015-01-07,5.1970
2015-01-06,4.3315
2015-01-05,5.0642
2015-01-02,5.5006
2014-12-31,5.5152
2014-12-30,6.4149
2014-12-29,6.6399
2014-12-26,6.3573
2014-12-24,6.1903
2014-12-23,5.6711
2014-12-22,4.8875
2014-12-19,4.0152
2014-12-18,3.7681
2014-12-17,3.4989
2014-12-16,3.1408
2014-12-15,2.1732
2014-12-12,1.5827
2014-12-11,2.8083
2014-12-10,3.4147
2014-12-09,5.8708
2014-12-08,6.1807
2014-12-05,7.1521
2014-12-04,6.7607
2014-12-03,7.0888
2014-12-02,7.2452
2014-12-01,7.3005
2014-11-28,8.2960
2014-11-26,8.5095
2014-11-25,8.5247
2014-11-24,8.4396
2014-11-21,7.6572
2014-11-20,7.1915
2014-11-19,7.1527
2014-11-18,6.7429
2014-11-17,5.7673
2014-11-14,5.9840
2014-11-13,5.8400
2014-11-12,4.6691
2014-11-11,4.4424
2014-11-10,4.1222
2014-11-07,4.0378
2014-11-06,4.1002
2014-11-05,3.9414
2014-11-04,4.3640
2014-11-03,4.4542
2014-10-31,3.9673
2014-10-30,3.4911
2014-10-29,3.1667
2014-10-28,3.4144
2014-10-27,2.7614
2014-10-24,2.8171
2014-10-23,2.7253
2014-10-22,2.4720
2014-10-21,5.1343
2014-10-20,3.9032
2014-10-17,3.4283
2014-10-16,2.1013
2014-10-15,2.0559
2014-10-14,3.0544
2014-10-13,2.2204
2014-10-10,2.7222
2014-10-09,3.3277
2014-10-08,4.4068
2014-10-07,3.6583
2014-10-06,5.1087
2014-10-03,5.1585
2014-10-02,4.1691
2014-10-01,4.4166
2014-09-30,5.7715
2014-09-29,6.4767
2014-09-26,6.4409
2014-09-25,5.7470
2014-09-24,6.4770
2014-09-23,5.9386
2014-09-22,6.5643
2014-09-19,6.9424
2014-09-18,6.5993
2014-09-17,6.2330
2014-09-16,6.0362
2014-09-15,5.5837
2014-09-12,5.9052
2014-09-11,6.2524
2014-09-10,6.5445
2014-09-09,6.5401
2014-09-08,6.4391
2014-09-05,4.9778
2014-09-04,5.3610
2014-09-03,5.6001
2014-09-02,5.3954
2014-08-29,6.0521
2014-08-28,6.2067
2014-08-27,6.7512
2014-08-26,6.9515
2014-08-25,6.8341
2014-08-22,6.4558
2014-08-21,6.4756
2014-08-20,6.4107
2014-08-19,5.6422
2014-08-18,5.3801
2014-08-15,4.5803
2014-08-14,5.0415
2014-08-13,4.0980
2014-08-12,3.4211
2014-08-11,3.5801
2014-08-08,3.5041
2014-08-07,3.1510
2014-08-06,2.4768
2014-08-05,3.5220
2014-08-04,2.9219
2014-08-01,3.1363
2014-07-31,3.1838
2014-07-30,4.0471
2014-07-29,4.0614
2014-07-28,4.4151
2014-07-25,4.4819
2014-07-24,5.0554
