Dates,MOM Values
2021-08-04,59.2800
2021-08-03,64.8500
2021-08-02,62.1000
2021-07-30,64.3400
2021-07-29,64.2800
2021-07-28,64.2400
2021-07-27,54.2700
2021-07-26,61.2400
2021-07-23,61.9800
2021-07-22,49.6700
2021-07-21,54.4600
2021-07-20,49.2900
2021-07-19,41.7300
2021-07-16,54.1400
2021-07-15,56.6800
2021-07-14,68.4200
2021-07-13,82.1500
2021-07-12,87.1100
2021-07-09,82.7900
2021-07-08,80.4200
2021-07-07,70.6400
2021-07-06,68.6100
2021-07-02,69.2200
2021-07-01,76.2400
2021-06-30,74.2100
2021-06-29,75.5300
2021-06-28,82.2700
2021-06-25,87.6000
2021-06-24,89.4900
2021-06-23,72.5200
2021-06-22,75.0100
2021-06-21,70.5000
2021-06-18,65.2500
2021-06-17,67.4000
2021-06-16,66.4700
2021-06-15,72.3400
2021-06-14,73.2400
2021-06-11,72.5500
2021-06-10,70.0700
2021-06-09,80.5600
2021-06-08,83.1800
2021-06-07,83.3900
2021-06-04,79.6900
2021-06-03,78.3100
2021-06-02,77.5400
2021-06-01,80.0000
2021-05-28,71.5800
2021-05-27,70.5700
2021-05-26,61.9600
2021-05-25,70.7200
2021-05-24,65.2400
2021-05-21,60.5400
2021-05-20,62.5800
2021-05-19,62.1500
2021-05-18,69.5500
2021-05-17,66.0300
2021-05-14,62.4600
2021-05-13,51.8000
2021-05-12,50.5700
2021-05-11,55.1200
2021-05-10,56.4800
2021-05-07,55.6800
2021-05-06,51.1800
2021-05-05,53.7600
2021-05-04,57.9700
2021-05-03,56.4900
2021-04-30,46.3700
2021-04-29,55.9800
2021-04-28,59.8100
2021-04-27,64.0300
2021-04-26,68.1600
2021-04-23,58.3000
2021-04-22,55.4500
2021-04-21,48.0100
2021-04-20,53.2500
2021-04-19,63.8300
2021-04-16,64.8800
2021-04-15,56.6200
2021-04-14,82.4200
2021-04-13,78.3900
2021-04-12,72.8300
2021-04-09,64.4800
2021-04-08,66.4300
2021-04-07,65.5600
2021-04-06,62.8800
2021-04-05,66.8200
2021-04-01,55.1900
2021-03-31,63.7800
2021-03-30,62.5000
2021-03-29,80.5200
2021-03-26,41.4600
2021-03-25,30.4500
2021-03-24,8.7400
2021-03-23,35.8200
2021-03-22,66.9300
2021-03-19,82.6600
2021-03-18,102.7500
2021-03-17,112.2000
2021-03-16,109.3600
2021-03-15,115.8100
2021-03-12,119.6700
2021-03-11,107.2700
2021-03-10,107.8100
2021-03-09,91.6100
2021-03-08,90.7100
2021-03-05,92.7800
2021-03-04,89.2700
2021-03-03,108.5600
2021-03-02,100.6200
2021-03-01,102.8900
2021-02-26,86.7900
2021-02-25,87.5400
2021-02-24,95.9000
2021-02-23,83.4700
2021-02-22,91.0200
2021-02-19,92.0700
2021-02-18,77.0200
2021-02-17,82.1500
2021-02-16,76.1600
2021-02-12,71.9800
2021-02-11,79.3600
2021-02-10,83.2400
2021-02-09,86.1400
2021-02-08,74.2100
2021-02-05,72.9600
2021-02-04,74.3100
2021-02-03,63.7800
2021-02-02,46.9400
2021-02-01,61.6000
2021-01-29,48.2100
2021-01-28,56.2300
2021-01-27,46.7000
2021-01-26,50.2200
2021-01-25,56.4900
2021-01-22,64.2600
2021-01-21,58.6400
2021-01-20,86.9300
2021-01-19,87.4400
2021-01-15,73.6200
2021-01-14,60.7700
2021-01-13,54.9300
2021-01-12,46.4100
2021-01-11,26.2400
2021-01-08,51.1700
2021-01-07,85.0300
2021-01-06,105.4100
2021-01-05,116.6200
2021-01-04,105.0100
2020-12-31,112.1700
2020-12-30,92.5300
2020-12-29,86.6400
2020-12-28,45.8900
2020-12-24,62.3100
2020-12-23,30.6100
2020-12-22,-12.2300
2020-12-21,-7.8600
2020-12-18,-42.5800
2020-12-17,-39.1300
2020-12-16,-57.2500
2020-12-15,-51.1200
2020-12-14,-60.6500
2020-12-11,-44.7800
2020-12-10,-53.3300
2020-12-09,-73.5300
2020-12-08,-67.5700
2020-12-07,-79.7300
2020-12-04,-97.6700
2020-12-03,-99.0800
2020-12-02,-114.4500
2020-12-01,-125.8700
2020-11-30,-129.7800
2020-11-27,-126.3200
2020-11-25,-127.7697
2020-11-24,-123.8777
2020-11-23,-131.0862
2020-11-20,-135.1234
2020-11-19,-133.7255
2020-11-18,-124.2863
2020-11-17,-105.9955
2020-11-16,-111.7171
2020-11-13,-129.2635
2020-11-12,-144.6536
2020-11-11,-137.9512
2020-11-10,-125.9837
2020-11-09,-135.3535
2020-11-06,-163.3850
2020-11-05,-158.8064
2020-11-04,-155.5288
2020-11-03,-157.8527
2020-11-02,-173.6185
2020-10-30,-185.6317
2020-10-29,-179.5448
2020-10-28,-182.2296
2020-10-27,-173.0123
2020-10-26,-167.1241
2020-10-23,-166.9759
2020-10-22,-160.3255
2020-10-21,-171.4103
2020-10-20,-164.5113
2020-10-19,-163.6672
2020-10-16,-163.9839
2020-10-15,-159.5789
2020-10-14,-161.2151
2020-10-13,-166.0328
2020-10-12,-160.6041
2020-10-09,-163.6858
2020-10-08,-167.5386
2020-10-07,-161.4356
2020-10-06,-171.9728
2020-10-05,-157.5096
2020-10-02,-156.9715
2020-10-01,-157.1915
2020-09-30,-174.3741
2020-09-29,-180.6266
2020-09-28,-181.8345
2020-09-25,-189.7970
2020-09-24,-203.0673
2020-09-23,-200.8001
2020-09-22,-186.8202
2020-09-21,-190.4114
2020-09-18,-188.8421
2020-09-17,-185.5336
2020-09-16,-196.5381
2020-09-15,-202.3172
2020-09-14,-205.9344
2020-09-11,-210.6766
2020-09-10,-211.4373
2020-09-09,-203.4765
2020-09-08,-207.6199
2020-09-04,-193.7632
2020-09-03,-198.4885
2020-09-02,-194.6853
2020-09-01,-193.1505
2020-08-31,-188.5200
2020-08-28,-184.9177
2020-08-27,-190.5734
2020-08-26,-177.0085
2020-08-25,-180.4509
2020-08-24,-171.7962
2020-08-21,-186.6184
2020-08-20,-177.4222
2020-08-19,-171.9009
2020-08-18,-165.7224
2020-08-17,-170.0208
2020-08-14,-166.7874
2020-08-13,-162.1811
2020-08-12,-160.4334
2020-08-11,-160.4084
2020-08-10,-157.1255
2020-08-07,-163.0563
2020-08-06,-155.0055
2020-08-05,-165.7148
2020-08-04,-199.6930
2020-08-03,-205.8238
2020-07-31,-208.6409
2020-07-30,-206.8851
2020-07-29,-204.5448
2020-07-28,-195.8404
2020-07-27,-200.3843
2020-07-24,-195.9843
2020-07-23,-195.7059
2020-07-22,-191.5357
2020-07-21,-189.1080
2020-07-20,-188.6628
2020-07-17,-194.9146
2020-07-16,-197.3402
2020-07-15,-190.4624
2020-07-14,-202.4254
2020-07-13,-206.0535
2020-07-10,-198.7664
2020-07-09,-199.3602
2020-07-08,-194.8928
2020-07-07,-201.0840
2020-07-06,-194.0010
2020-07-02,-198.9167
2020-07-01,-194.1190
2020-06-30,-192.0384
2020-06-29,-176.7665
2020-06-26,-208.4714
2020-06-25,-190.3080
2020-06-24,-177.9127
2020-06-23,-170.8936
2020-06-22,-167.5850
2020-06-19,-165.3589
2020-06-18,-158.0035
2020-06-17,-167.3109
2020-06-16,-160.7466
2020-06-15,-164.8389
2020-06-12,-161.0899
2020-06-11,-184.8597
2020-06-10,-148.4550
2020-06-09,-133.5436
2020-06-08,-105.5315
2020-06-05,-122.4574
2020-06-04,-145.5938
2020-06-03,-153.4426
2020-06-02,-170.8711
2020-06-01,-165.2993
2020-05-29,-183.1345
2020-05-28,-179.2436
2020-05-27,-184.0999
2020-05-26,-187.7039
2020-05-22,-188.0028
2020-05-21,-187.5839
2020-05-20,-191.8985
2020-05-19,-203.1285
2020-05-18,-192.9515
2020-05-15,-215.1599
2020-05-14,-218.8091
2020-05-13,-212.7070
2020-05-12,-213.6925
2020-05-11,-213.0380
2020-05-08,-221.6126
2020-05-07,-237.8372
2020-05-06,-244.9710
2020-05-05,-245.3015
2020-05-04,-223.2782
2020-05-01,-229.6298
2020-04-30,-215.3293
2020-04-29,-216.2294
2020-04-28,-227.5838
2020-04-27,-223.9855
2020-04-24,-217.1037
2020-04-23,-209.1198
2020-04-22,-209.9545
2020-04-21,-213.2509
2020-04-20,-204.6054
2020-04-17,-193.9109
2020-04-16,-215.9303
2020-04-15,-211.6071
2020-04-14,-216.5969
2020-04-13,-220.9942
2020-04-09,-210.9634
2020-04-08,-220.5210
2020-04-07,-223.6989
2020-04-06,-219.4953
2020-04-03,-237.5368
2020-04-02,-244.0915
2020-04-01,-217.9378
2020-03-31,-191.8944
2020-03-30,-190.4244
2020-03-27,-178.9067
2020-03-26,-162.6161
2020-03-25,-188.8272
2020-03-24,-219.7790
2020-03-23,-238.8330
2020-03-20,-247.5863
2020-03-19,-240.8292
2020-03-18,-231.0203
2020-03-17,-211.4423
2020-03-16,-214.0866
2020-03-13,-172.4454
2020-03-12,-193.7782
2020-03-11,-159.5578
2020-03-10,-113.3546
2020-03-09,-119.3852
2020-03-06,-90.0899
2020-03-05,-86.1950
2020-03-04,-65.6357
2020-03-03,-66.9470
2020-03-02,-50.2712
2020-02-28,-61.8771
2020-02-27,-43.6571
2020-02-26,-42.8219
2020-02-25,-43.7414
2020-02-24,-33.4633
2020-02-21,-18.5220
2020-02-20,-26.6570
2020-02-19,-29.3837
2020-02-18,-28.1591
2020-02-14,-27.5258
2020-02-13,-26.0651
2020-02-12,-24.8337
2020-02-11,-29.5451
2020-02-10,-31.2597
2020-02-07,-31.9636
2020-02-06,-25.9051
2020-02-05,-38.8375
2020-02-04,-55.1641
2020-02-03,-54.6020
2020-01-31,-56.4476
2020-01-30,-45.3335
2020-01-29,-50.6884
2020-01-28,-46.8569
2020-01-27,-41.7188
2020-01-24,-39.3117
2020-01-23,-49.8926
2020-01-22,-75.6343
2020-01-21,-75.1287
2020-01-17,-53.5522
2020-01-16,-51.6189
2020-01-15,-54.5774
2020-01-14,-42.1585
2020-01-13,-37.4585
2020-01-10,-37.5321
2020-01-09,-27.4096
2020-01-08,-32.4281
2020-01-07,-18.4566
2020-01-06,-32.2600
2020-01-03,-36.6135
2020-01-02,-33.3905
2019-12-31,-39.7823
2019-12-30,-45.6997
2019-12-27,-36.4246
2019-12-26,-40.3938
2019-12-24,-35.6425
2019-12-23,-55.1461
2019-12-20,-86.6439
2019-12-19,-81.1962
2019-12-18,-85.8552
2019-12-17,-95.0413
2019-12-16,-97.5514
2019-12-13,-90.7139
2019-12-12,-85.4768
2019-12-11,-77.3743
2019-12-10,-70.9939
2019-12-09,-67.8013
2019-12-06,-62.1842
2019-12-05,-64.2249
2019-12-04,-64.9612
2019-12-03,-56.5738
2019-12-02,-55.1624
2019-11-29,-36.2680
2019-11-27,-35.2011
2019-11-26,-29.8607
2019-11-25,-23.6262
2019-11-22,-26.3432
2019-11-21,-31.4679
2019-11-20,-30.7999
2019-11-19,-33.7828
2019-11-18,-18.5297
2019-11-15,-7.0232
2019-11-14,-9.4790
2019-11-13,-16.4303
2019-11-12,6.1132
2019-11-11,12.0541
2019-11-08,-5.0060
2019-11-07,7.0289
2019-11-06,1.5838
2019-11-05,6.3260
2019-11-04,-7.4273
2019-11-01,-7.7779
2019-10-31,-6.1649
2019-10-30,-0.2615
2019-10-29,4.4020
2019-10-28,-6.0225
2019-10-25,-6.7785
2019-10-24,6.4186
2019-10-23,5.6226
2019-10-22,14.2326
2019-10-21,9.3626
2019-10-18,37.8750
2019-10-17,50.0978
2019-10-16,54.7016
2019-10-15,59.1959
2019-10-14,60.6515
2019-10-11,65.4906
2019-10-10,80.8279
2019-10-09,74.6452
2019-10-08,65.5353
2019-10-07,61.6304
2019-10-04,52.5306
2019-10-03,60.5359
2019-10-02,53.3347
2019-10-01,54.2963
2019-09-30,58.5763
2019-09-27,65.4669
2019-09-26,65.2520
2019-09-25,67.6116
2019-09-24,54.6797
2019-09-23,39.8129
2019-09-20,25.1785
2019-09-19,42.9969
2019-09-18,49.0254
2019-09-17,55.6452
2019-09-16,65.3906
2019-09-13,67.9129
2019-09-12,67.7569
2019-09-11,70.1230
2019-09-10,56.4603
2019-09-09,42.7265
2019-09-06,32.3112
2019-09-05,24.1814
2019-09-04,17.3943
2019-09-03,10.6541
2019-08-30,12.9039
2019-08-29,-0.3927
2019-08-28,-4.5201
2019-08-27,-9.2541
2019-08-26,0.3742
2019-08-23,1.7226
2019-08-22,4.2329
2019-08-21,-15.1652
2019-08-20,-15.3678
2019-08-19,-8.5733
2019-08-16,1.9872
2019-08-15,-23.3399
2019-08-14,-35.1845
2019-08-13,-14.0676
2019-08-12,-9.5389
2019-08-09,-10.7187
2019-08-08,-12.1755
2019-08-07,-22.0655
2019-08-06,-26.9633
2019-08-05,-30.9888
2019-08-02,-13.5752
2019-08-01,-19.9420
2019-07-31,-11.2390
2019-07-30,-14.1237
2019-07-29,-38.6281
2019-07-26,-34.2419
2019-07-25,-31.8835
2019-07-24,-22.1838
2019-07-23,-12.9836
2019-07-22,-6.9037
2019-07-19,0.9134
2019-07-18,-4.9997
2019-07-17,7.6244
2019-07-16,3.2567
2019-07-15,0.0088
2019-07-12,2.9280
2019-07-11,-7.3917
2019-07-10,-9.3594
2019-07-09,-6.4166
2019-07-08,-6.7655
2019-07-05,5.2617
2019-07-03,0.1818
2019-07-02,4.0753
2019-07-01,8.3177
2019-06-28,23.6276
2019-06-27,26.9166
2019-06-26,30.4665
2019-06-25,23.0208
2019-06-24,32.0483
2019-06-21,30.3522
2019-06-20,36.6854
2019-06-19,26.5013
2019-06-18,28.6236
2019-06-17,8.9133
2019-06-14,-1.1374
2019-06-13,4.7500
2019-06-12,4.7901
2019-06-11,4.5830
2019-06-10,5.3564
2019-06-07,8.1891
2019-06-06,9.3811
2019-06-05,7.9307
2019-06-04,17.6286
2019-06-03,4.8610
2019-05-31,8.2875
2019-05-30,15.3861
2019-05-29,10.1660
2019-05-28,13.8768
2019-05-24,11.0281
2019-05-23,10.7878
2019-05-22,11.1786
2019-05-21,15.8016
2019-05-20,7.0304
2019-05-17,5.8137
2019-05-16,9.6686
2019-05-15,-7.5877
2019-05-14,-8.8617
2019-05-13,-11.1591
2019-05-10,3.5738
2019-05-09,7.8558
2019-05-08,9.7688
2019-05-07,6.8937
2019-05-06,16.2124
2019-05-03,24.1835
2019-05-02,24.2897
2019-05-01,30.3773
2019-04-30,35.8281
2019-04-29,42.3828
2019-04-26,37.7682
2019-04-25,44.7748
2019-04-24,44.6130
2019-04-23,44.6119
2019-04-22,45.9757
2019-04-18,47.7295
2019-04-17,45.7876
2019-04-16,50.7175
2019-04-15,49.2523
2019-04-12,51.9104
2019-04-11,42.7476
2019-04-10,30.2284
2019-04-09,35.4359
2019-04-08,35.9467
2019-04-05,54.4620
2019-04-04,45.1910
2019-04-03,31.3080
2019-04-02,32.8081
2019-04-01,32.2033
2019-03-29,15.8030
2019-03-28,8.6777
2019-03-27,9.8391
2019-03-26,7.0320
2019-03-25,4.1938
2019-03-22,7.1274
2019-03-21,16.8055
2019-03-20,24.0445
2019-03-19,25.7672
2019-03-18,18.8401
2019-03-15,30.8896
2019-03-14,18.0075
2019-03-13,22.8071
2019-03-12,20.9153
2019-03-11,48.9748
2019-03-08,62.4132
2019-03-07,74.6470
2019-03-06,83.3269
2019-03-05,91.9061
2019-03-04,93.3093
2019-03-01,98.6770
2019-02-28,100.0825
2019-02-27,94.1183
2019-02-26,86.8763
2019-02-25,92.8450
2019-02-22,88.1178
2019-02-21,87.5451
2019-02-20,95.0045
2019-02-19,96.0632
2019-02-15,92.6094
