Dates,MINUS_DI Values
2022-09-06,26.2611
2022-09-02,26.3305
2022-09-01,29.1386
2022-08-31,15.4395
2022-08-30,15.3323
2022-08-29,18.3829
2022-08-26,15.7999
2022-08-25,18.3061
2022-08-24,20.8413
2022-08-23,22.7489
2022-08-22,24.0689
2022-08-19,16.6793
2022-08-18,11.9576
2022-08-17,12.1416
2022-08-16,7.1766
2022-08-15,7.8866
2022-08-12,8.5737
2022-08-11,8.9974
2022-08-10,9.8060
2022-08-09,10.9935
2022-08-08,9.3008
2022-08-05,10.3924
2022-08-04,10.1239
2022-08-03,10.7510
2022-08-02,10.3403
2022-08-01,9.5421
2022-07-29,11.6368
2022-07-28,12.4891
2022-07-27,14.0070
2022-07-26,16.5527
2022-07-25,17.6196
2022-07-22,10.7492
2022-07-21,11.7640
2022-07-20,12.8338
2022-07-19,13.9042
2022-07-18,15.8907
2022-07-15,18.2922
2022-07-14,19.8645
2022-07-13,19.5191
2022-07-12,21.1242
2022-07-11,25.9604
2022-07-08,23.5556
2022-07-07,24.0090
2022-07-06,26.4006
2022-07-05,28.2020
2022-07-01,25.4015
2022-06-30,28.0621
2022-06-29,25.8996
2022-06-28,21.7451
2022-06-27,24.7727
2022-06-24,26.8397
2022-06-23,30.2155
2022-06-22,28.6561
2022-06-21,27.1206
2022-06-17,29.2195
2022-06-16,32.5445
2022-06-15,34.4701
2022-06-14,41.4033
2022-06-13,45.7411
2022-06-10,33.4835
2022-06-09,25.2190
2022-06-08,19.3508
2022-06-07,20.6177
2022-06-06,20.9231
2022-06-03,21.1646
2022-06-02,22.1879
2022-06-01,25.7489
2022-05-31,25.8058
2022-05-27,27.4739
2022-05-26,29.3333
2022-05-25,32.2981
2022-05-24,34.0497
2022-05-23,33.0170
2022-05-20,34.8243
2022-05-19,31.3355
2022-05-18,32.4106
2022-05-17,33.8251
2022-05-16,37.7356
2022-05-13,42.1147
2022-05-12,46.8059
2022-05-11,40.7081
2022-05-10,44.5113
2022-05-09,45.8907
2022-05-06,37.1850
2022-05-05,35.2476
2022-05-04,37.3838
2022-05-03,40.8870
2022-05-02,44.7640
2022-04-29,41.3329
2022-04-28,45.6790
2022-04-27,50.7726
2022-04-26,32.8037
2022-04-25,27.9200
2022-04-22,22.8549
2022-04-21,18.0809
2022-04-20,21.3059
2022-04-19,23.0916
2022-04-18,26.5620
2022-04-14,22.7247
2022-04-13,24.3216
2022-04-12,27.5266
2022-04-11,29.4583
2022-04-08,32.7224
2022-04-07,34.8804
2022-04-06,33.2022
2022-04-05,26.8065
2022-04-04,23.7988
2022-04-01,22.6376
2022-03-31,19.7650
2022-03-30,21.6713
2022-03-29,23.7166
2022-03-28,26.7793
2022-03-25,24.9891
2022-03-24,26.7344
2022-03-23,27.9736
2022-03-22,30.2658
2022-03-21,33.7176
2022-03-18,25.9420
2022-03-17,27.1005
2022-03-16,28.8578
2022-03-15,32.5718
2022-03-14,34.6289
2022-03-11,32.8957
2022-03-10,36.4636
2022-03-09,36.9332
2022-03-08,40.8750
2022-03-07,45.7181
2022-03-04,40.9302
2022-03-03,33.3528
2022-03-02,29.7370
2022-03-01,31.7559
2022-02-28,31.9219
2022-02-25,36.7126
2022-02-24,39.5670
2022-02-23,33.3132
2022-02-22,34.0897
2022-02-18,23.4434
2022-02-17,19.4833
2022-02-16,17.4273
2022-02-15,18.5113
2022-02-14,21.0562
2022-02-11,20.9655
2022-02-10,19.3309
2022-02-09,22.1940
2022-02-08,23.4289
2022-02-07,24.8061
2022-02-04,27.9750
2022-02-03,28.3612
2022-02-02,30.1690
2022-02-01,32.1407
2022-01-31,35.6448
2022-01-28,40.3811
2022-01-27,37.7859
2022-01-26,38.9529
2022-01-25,38.8661
2022-01-24,43.2614
2022-01-21,33.5311
2022-01-20,24.7730
2022-01-19,22.5337
2022-01-18,13.7132
2022-01-14,14.8959
2022-01-13,16.2862
2022-01-12,18.7904
2022-01-11,20.3476
2022-01-10,23.2055
2022-01-07,17.6720
2022-01-06,19.7455
2022-01-05,15.7034
2022-01-04,17.6554
2022-01-03,19.7313
2021-12-31,23.1012
2021-12-30,20.0429
2021-12-29,21.1930
2021-12-28,22.3937
2021-12-27,25.0282
2021-12-23,23.5549
2021-12-22,24.8949
2021-12-21,26.6842
2021-12-20,31.2214
2021-12-17,30.7372
2021-12-16,30.0704
2021-12-15,33.6701
2021-12-14,29.5535
2021-12-13,31.2967
2021-12-10,23.9163
2021-12-09,23.3373
2021-12-08,21.7161
2021-12-07,23.1784
2021-12-06,24.9326
2021-12-03,27.5077
2021-12-02,29.9512
2021-12-01,35.8627
2021-11-30,34.4252
2021-11-29,34.7567
2021-11-26,39.3014
2021-11-24,28.6274
2021-11-23,29.1870
2021-11-22,29.7293
2021-11-19,25.8804
2021-11-18,11.7915
2021-11-17,13.1398
2021-11-16,12.4773
2021-11-15,11.6366
2021-11-12,14.7591
2021-11-11,16.2231
2021-11-10,17.5648
2021-11-09,20.6850
2021-11-08,13.3445
2021-11-05,14.7106
2021-11-04,18.8131
2021-11-03,20.1017
2021-11-02,21.3928
2021-11-01,23.7797
2021-10-29,28.2349
2021-10-28,30.1373
2021-10-27,30.6039
2021-10-26,29.8499
2021-10-25,26.0475
2021-10-22,25.3835
2021-10-21,24.9580
2021-10-20,26.1867
2021-10-19,28.7543
2021-10-18,30.2264
2021-10-15,27.6358
2021-10-14,27.9513
2021-10-13,26.2178
2021-10-12,21.4429
2021-10-11,19.4898
2021-10-08,22.0912
2021-10-07,22.5274
2021-10-06,24.1691
2021-10-05,20.9100
2021-10-04,22.3787
2021-10-01,24.6911
2021-09-30,27.6065
2021-09-29,21.3851
2021-09-28,26.1335
2021-09-27,15.3832
2021-09-24,17.7019
2021-09-23,19.0456
2021-09-22,21.2268
2021-09-21,25.6747
2021-09-20,27.9185
2021-09-17,20.1196
2021-09-16,18.5902
2021-09-15,19.7488
2021-09-14,20.5675
2021-09-13,22.8086
2021-09-10,24.9868
2021-09-09,26.7046
2021-09-08,29.9438
2021-09-07,29.9601
2021-09-03,22.6475
2021-09-02,23.0984
2021-09-01,25.8098
2021-08-31,27.9308
2021-08-30,29.3602
2021-08-27,32.0594
2021-08-26,35.6761
2021-08-25,34.3219
2021-08-24,35.0605
2021-08-23,37.3678
2021-08-20,42.4741
2021-08-19,43.9129
2021-08-18,36.8554
2021-08-17,38.3253
2021-08-16,31.4374
2021-08-13,22.4405
2021-08-12,20.5802
2021-08-11,22.2910
2021-08-10,24.2499
2021-08-09,26.4322
2021-08-06,23.3855
2021-08-05,24.7842
2021-08-04,26.7905
2021-08-03,29.8094
2021-08-02,27.7825
2021-07-30,29.4201
2021-07-29,23.2864
2021-07-28,24.2629
2021-07-27,30.5317
2021-07-26,33.2937
2021-07-23,36.7247
2021-07-22,38.9020
2021-07-21,40.4956
2021-07-20,44.7119
2021-07-19,52.3035
2021-07-16,42.7826
2021-07-15,41.3995
2021-07-14,39.5285
2021-07-13,37.0844
2021-07-12,28.6134
2021-07-09,30.8413
2021-07-08,33.0801
2021-07-07,31.8985
2021-07-06,30.7924
2021-07-02,32.9590
2021-07-01,27.2630
2021-06-30,28.8616
2021-06-29,31.6987
2021-06-28,30.8233
2021-06-25,17.6145
2021-06-24,19.0374
2021-06-23,21.8496
2021-06-22,23.4590
2021-06-21,25.3679
2021-06-18,29.7032
2021-06-17,28.7457
2021-06-16,23.8914
2021-06-15,19.5825
2021-06-14,20.8990
2021-06-11,20.2037
2021-06-10,17.9425
2021-06-09,20.2991
2021-06-08,18.4280
2021-06-07,20.5657
2021-06-04,22.1765
2021-06-03,21.3862
2021-06-02,15.2410
2021-06-01,16.1627
2021-05-28,18.4561
2021-05-27,17.1109
2021-05-26,20.4327
2021-05-25,21.3010
2021-05-24,23.4733
2021-05-21,25.6656
2021-05-20,29.2730
2021-05-19,31.4182
2021-05-18,25.3321
2021-05-17,27.6153
2021-05-14,28.4809
2021-05-13,31.0528
2021-05-12,33.4986
2021-05-11,33.2353
2021-05-10,24.1411
2021-05-07,27.5913
2021-05-06,31.2938
2021-05-05,32.0010
2021-05-04,35.1535
2021-05-03,27.6822
2021-04-30,29.1862
2021-04-29,31.0653
2021-04-28,32.2721
2021-04-27,26.6888
2021-04-26,27.3055
2021-04-23,29.9152
2021-04-22,31.9418
2021-04-21,34.8594
2021-04-20,35.0885
2021-04-19,26.3537
2021-04-16,22.7113
2021-04-15,20.2714
2021-04-14,18.9950
2021-04-13,20.8867
2021-04-12,23.3639
2021-04-09,20.9781
2021-04-08,22.5189
2021-04-07,22.1974
2021-04-06,18.8661
2021-04-05,18.0491
2021-04-01,19.5976
2021-03-31,18.7581
2021-03-30,19.9166
2021-03-29,20.8216
2021-03-26,22.8225
2021-03-25,25.1673
2021-03-24,21.7615
2021-03-23,23.5113
2021-03-22,15.5106
2021-03-19,15.5250
2021-03-18,13.4191
2021-03-17,15.0222
2021-03-16,16.0924
2021-03-15,8.2739
2021-03-12,9.3881
2021-03-11,11.0556
2021-03-10,12.3119
2021-03-09,14.4234
2021-03-08,16.1959
2021-03-05,17.3082
2021-03-04,15.0096
2021-03-03,10.7294
2021-03-02,12.3611
2021-03-01,13.0981
2021-02-26,15.5814
2021-02-25,13.0801
2021-02-24,15.7219
2021-02-23,20.2541
2021-02-22,16.0932
2021-02-19,18.7321
2021-02-18,21.8058
2021-02-17,16.3508
2021-02-16,18.1559
2021-02-12,20.3037
2021-02-11,21.5511
2021-02-10,19.1574
2021-02-09,21.2707
2021-02-08,24.2262
2021-02-05,25.9067
2021-02-04,26.4776
2021-02-03,28.7273
2021-02-02,32.2225
2021-02-01,36.1663
2021-01-29,38.4289
2021-01-28,39.0509
2021-01-27,43.2643
2021-01-26,33.3310
2021-01-25,37.2911
2021-01-22,32.6729
2021-01-21,30.8652
2021-01-20,25.4976
2021-01-19,27.5640
2021-01-15,30.8880
2021-01-14,27.1830
2021-01-13,30.3251
2021-01-12,32.2170
2021-01-11,34.2940
2021-01-08,27.9291
2021-01-07,24.9325
2021-01-06,26.9967
2021-01-05,29.4685
2021-01-04,34.2537
2020-12-31,24.0420
2020-12-30,23.0144
2020-12-29,22.9080
2020-12-28,25.0303
2020-12-24,25.2032
2020-12-23,22.1453
2020-12-22,23.7391
2020-12-21,25.5619
2020-12-18,19.0135
2020-12-17,17.8413
2020-12-16,13.9754
2020-12-15,15.0851
2020-12-14,12.0228
2020-12-11,13.2371
2020-12-10,14.3484
2020-12-09,15.4277
2020-12-08,10.8892
2020-12-07,8.9624
2020-12-04,10.0241
2020-12-03,10.8293
2020-12-02,12.9765
2020-12-01,15.1671
2020-11-30,16.4204
2020-11-27,9.7510
2020-11-25,10.1458
2020-11-24,8.2565
2020-11-23,9.2147
2020-11-20,10.6336
2020-11-19,10.6921
2020-11-18,8.5960
2020-11-17,10.5038
2020-11-16,12.3742
2020-11-13,14.8633
2020-11-12,16.9025
2020-11-11,13.3352
2020-11-10,15.0163
2020-11-09,18.1489
2020-11-06,27.6599
2020-11-05,29.7330
2020-11-04,33.1273
2020-11-03,35.7142
2020-11-02,39.8305
2020-10-30,44.4321
2020-10-29,41.2718
2020-10-28,41.3535
2020-10-27,33.8286
2020-10-26,29.9318
2020-10-23,21.0723
2020-10-22,22.7658
2020-10-21,25.2709
2020-10-20,22.7051
2020-10-19,23.9354
2020-10-16,23.8882
2020-10-15,27.7751
2020-10-14,24.0017
2020-10-13,25.2104
2020-10-12,21.0964
2020-10-09,20.8136
2020-10-08,21.7693
2020-10-07,23.1375
2020-10-06,25.2757
2020-10-05,19.0582
2020-10-02,20.3334
2020-10-01,17.1713
2020-09-30,19.0664
2020-09-29,21.1318
2020-09-28,22.3325
2020-09-25,26.2859
2020-09-24,30.4442
2020-09-23,24.3839
2020-09-22,21.6588
2020-09-21,23.3466
2020-09-18,15.4716
2020-09-17,17.5531
2020-09-16,19.5701
2020-09-15,17.9202
2020-09-14,19.4962
2020-09-11,21.6898
2020-09-10,21.4463
2020-09-09,23.4815
2020-09-08,20.3652
2020-09-04,18.2371
2020-09-03,14.1718
2020-09-02,17.4013
2020-09-01,18.4569
2020-08-31,16.2482
2020-08-28,15.9153
2020-08-27,15.5354
2020-08-26,17.9347
2020-08-25,17.1825
2020-08-24,19.4066
2020-08-21,22.9173
2020-08-20,23.9355
2020-08-19,20.8189
2020-08-18,22.3608
2020-08-17,20.3123
2020-08-14,20.9466
2020-08-13,22.8850
2020-08-12,24.0374
2020-08-11,18.8259
2020-08-10,21.7304
2020-08-07,24.9333
2020-08-06,23.4688
2020-08-05,25.0672
2020-08-04,28.5577
2020-08-03,30.5388
2020-07-31,30.8941
2020-07-30,27.9098
2020-07-29,27.7626
2020-07-28,23.6752
2020-07-27,24.3799
2020-07-24,20.1503
2020-07-23,19.7664
2020-07-22,21.4673
2020-07-21,21.7808
2020-07-20,23.8910
2020-07-17,20.8191
2020-07-16,20.1428
2020-07-15,18.2476
2020-07-14,20.0958
2020-07-13,20.7504
2020-07-10,22.6140
2020-07-09,21.7240
2020-07-08,20.7830
2020-07-07,19.0607
2020-07-06,18.0021
2020-07-02,19.3311
2020-07-01,20.5224
2020-06-30,22.2702
2020-06-29,24.8086
2020-06-26,30.1826
2020-06-25,30.3577
2020-06-24,27.0572
2020-06-23,23.6431
2020-06-22,24.8122
2020-06-19,24.1137
2020-06-18,24.5327
2020-06-17,23.5931
2020-06-16,23.7122
2020-06-15,26.3125
2020-06-12,29.1901
2020-06-11,33.2046
2020-06-10,19.1185
2020-06-09,9.9230
2020-06-08,6.6871
2020-06-05,8.3934
2020-06-04,11.5822
2020-06-03,13.6754
2020-06-02,17.4352
2020-06-01,18.4287
2020-05-29,20.5561
2020-05-28,15.0800
2020-05-27,16.5490
2020-05-26,18.3140
2020-05-22,20.2510
2020-05-21,21.0969
2020-05-20,23.9406
2020-05-19,25.3517
2020-05-18,27.3063
2020-05-15,32.7525
2020-05-14,34.5681
2020-05-13,31.7570
2020-05-12,27.3136
2020-05-11,26.6754
2020-05-08,24.4591
2020-05-07,26.1357
2020-05-06,28.3815
2020-05-05,26.4795
2020-05-04,28.5554
2020-05-01,23.4439
2020-04-30,25.6091
2020-04-29,25.7951
2020-04-28,29.3353
2020-04-27,31.6653
2020-04-24,29.9318
2020-04-23,26.1437
2020-04-22,27.5638
2020-04-21,28.1190
2020-04-20,25.0160
2020-04-17,25.2534
2020-04-16,28.4386
2020-04-15,30.5404
2020-04-14,29.1538
2020-04-13,27.5995
2020-04-09,26.9628
2020-04-08,28.5549
2020-04-07,30.3584
2020-04-06,34.1995
2020-04-03,38.7222
2020-04-02,40.4014
2020-04-01,38.8436
2020-03-31,33.4032
2020-03-30,35.1347
2020-03-27,31.9052
2020-03-26,30.3036
2020-03-25,34.0215
2020-03-24,41.8661
2020-03-23,46.4379
2020-03-20,51.1474
2020-03-19,54.1512
2020-03-18,57.2988
2020-03-17,60.9229
2020-03-16,57.5711
2020-03-13,52.9544
2020-03-12,59.5799
2020-03-11,53.0458
2020-03-10,49.9082
2020-03-09,51.3335
2020-03-06,46.3728
2020-03-05,43.7341
2020-03-04,37.1854
2020-03-03,39.1941
2020-03-02,46.4540
2020-02-28,54.6518
2020-02-27,49.4451
2020-02-26,37.9532
2020-02-25,43.3722
2020-02-24,35.7510
2020-02-21,21.7815
2020-02-20,15.8297
2020-02-19,16.5204
2020-02-18,17.8925
2020-02-14,16.3162
2020-02-13,11.3629
2020-02-12,10.6123
2020-02-11,11.3638
2020-02-10,12.2042
2020-02-07,13.6690
2020-02-06,14.6108
2020-02-05,18.0842
2020-02-04,21.0595
2020-02-03,22.3117
2020-01-31,21.2734
2020-01-30,22.1497
2020-01-29,22.4024
2020-01-28,25.4106
2020-01-27,26.3549
2020-01-24,29.0382
2020-01-23,34.0878
2020-01-22,38.7227
2020-01-21,40.1831
2020-01-17,25.9611
2020-01-16,19.5350
2020-01-15,20.0365
2020-01-14,21.0674
2020-01-13,20.6024
2020-01-10,21.8323
2020-01-09,20.6893
2020-01-08,23.8918
2020-01-07,24.9789
2020-01-06,30.5341
2020-01-03,30.0558
2020-01-02,32.2636
2019-12-31,36.2237
2019-12-30,34.3669
2019-12-27,31.7607
2019-12-26,33.7684
2019-12-24,31.1587
2019-12-23,32.0046
2019-12-20,37.6251
2019-12-19,37.4059
2019-12-18,39.4375
2019-12-17,43.7049
2019-12-16,41.9557
2019-12-13,29.6766
2019-12-12,33.3307
2019-12-11,38.5738
2019-12-10,31.0192
2019-12-09,29.5835
2019-12-06,31.6512
2019-12-05,36.0230
2019-12-04,33.7417
2019-12-03,37.0441
2019-12-02,30.0127
2019-11-29,17.8718
2019-11-27,17.5018
2019-11-26,12.3486
2019-11-25,12.9537
2019-11-22,13.8684
2019-11-21,15.2167
2019-11-20,16.1413
2019-11-19,17.2001
2019-11-18,11.8833
2019-11-15,13.0841
2019-11-14,14.0889
2019-11-13,15.3156
2019-11-12,16.3214
2019-11-11,17.6683
2019-11-08,23.6525
2019-11-07,19.6556
2019-11-06,21.5928
2019-11-05,23.3003
2019-11-04,26.6277
2019-11-01,28.8328
2019-10-31,30.9281
2019-10-30,28.7193
2019-10-29,31.0594
2019-10-28,35.0731
2019-10-25,37.3435
2019-10-24,39.7254
2019-10-23,43.2256
2019-10-22,50.3960
2019-10-21,56.5476
2019-10-18,45.2295
2019-10-17,21.8954
2019-10-16,23.3253
2019-10-15,26.5881
2019-10-14,24.4048
2019-10-11,26.7425
2019-10-10,29.6559
2019-10-09,26.9056
2019-10-08,28.6248
2019-10-07,25.7497
2019-10-04,27.6360
2019-10-03,29.3102
2019-10-02,32.2374
2019-10-01,21.6678
2019-09-30,21.2582
2019-09-27,16.7216
2019-09-26,15.8116
2019-09-25,16.9126
2019-09-24,19.2073
2019-09-23,21.0129
2019-09-20,17.8139
2019-09-19,12.6693
2019-09-18,13.6079
2019-09-17,14.8296
2019-09-16,16.2499
2019-09-13,15.0416
2019-09-12,16.1470
2019-09-11,18.0359
2019-09-10,21.6883
2019-09-09,24.8902
2019-09-06,21.7423
2019-09-05,23.3877
2019-09-04,25.8778
2019-09-03,27.0210
2019-08-30,16.4832
2019-08-29,17.2815
2019-08-28,18.5153
2019-08-27,17.6122
2019-08-26,15.4167
2019-08-23,17.4567
2019-08-22,20.8126
2019-08-21,25.5536
2019-08-20,29.5410
2019-08-19,28.0559
2019-08-16,30.1043
2019-08-15,31.9011
2019-08-14,34.2648
2019-08-13,26.4878
2019-08-12,28.8825
2019-08-09,28.8697
2019-08-08,30.9668
2019-08-07,33.7944
2019-08-06,31.9983
2019-08-05,34.4298
2019-08-02,33.1994
2019-08-01,35.6264
2019-07-31,30.7407
2019-07-30,34.6076
2019-07-29,36.1585
2019-07-26,35.7039
2019-07-25,34.0172
2019-07-24,22.4483
2019-07-23,11.8887
2019-07-22,11.1912
2019-07-19,12.8078
2019-07-18,16.2588
2019-07-17,15.1837
2019-07-16,17.1250
2019-07-15,18.2495
2019-07-12,20.0513
2019-07-11,22.3521
2019-07-10,25.4272
2019-07-09,27.5253
2019-07-08,27.7352
2019-07-05,27.3744
2019-07-03,29.7429
2019-07-02,30.2146
2019-07-01,31.0124
2019-06-28,24.7376
2019-06-27,25.2263
2019-06-26,19.0024
2019-06-25,21.6168
2019-06-24,18.0723
2019-06-21,18.9518
2019-06-20,20.0055
2019-06-19,21.8024
2019-06-18,24.8471
2019-06-17,32.1226
2019-06-14,36.5066
2019-06-13,38.2201
2019-06-12,40.8240
2019-06-11,37.2371
2019-06-10,33.6693
2019-06-07,35.2939
2019-06-06,37.2431
2019-06-05,39.8287
2019-06-04,40.6662
2019-06-03,44.6285
2019-05-31,36.8659
2019-05-30,32.2567
2019-05-29,33.8847
2019-05-28,26.4822
2019-05-24,27.8923
2019-05-23,31.6013
2019-05-22,22.8390
2019-05-21,20.9441
2019-05-20,22.9871
2019-05-17,23.7008
2019-05-16,26.1287
2019-05-15,29.4720
2019-05-14,33.4279
2019-05-13,36.9788
2019-05-10,31.6329
2019-05-09,34.9816
2019-05-08,34.6398
2019-05-07,36.1871
2019-05-06,29.1790
2019-05-03,20.4582
2019-05-02,21.6075
2019-05-01,18.4205
2019-04-30,19.6669
2019-04-29,18.9649
2019-04-26,19.2952
2019-04-25,20.8079
2019-04-24,24.3358
2019-04-23,26.8881
2019-04-22,25.3639
2019-04-18,23.6917
2019-04-17,25.0301
2019-04-16,27.0108
2019-04-15,30.0808
2019-04-12,32.1184
2019-04-11,35.6926
2019-04-10,38.3907
2019-04-09,35.7758
2019-04-08,34.0643
2019-04-05,20.3758
2019-04-04,22.0880
2019-04-03,25.1242
2019-04-02,22.3521
2019-04-01,23.8256
2019-03-29,26.6983
2019-03-28,28.8059
2019-03-27,29.9982
2019-03-26,31.2184
2019-03-25,33.5137
2019-03-22,36.2222
2019-03-21,30.3367
2019-03-20,30.3343
2019-03-19,32.0950
2019-03-18,33.9631
2019-03-15,36.8999
2019-03-14,38.0017
2019-03-13,40.2740
2019-03-12,42.3068
2019-03-11,53.7197
2019-03-08,27.8891
2019-03-07,29.5776
2019-03-06,26.3852
2019-03-05,20.7851
2019-03-04,22.2657
2019-03-01,7.1385
2019-02-28,7.8099
2019-02-27,8.5231
2019-02-26,9.8121
2019-02-25,7.0573
2019-02-22,7.6766
2019-02-21,8.4610
2019-02-20,7.1943
2019-02-19,7.7663
2019-02-15,8.1236
2019-02-14,9.0197
2019-02-13,9.5277
2019-02-12,10.1134
2019-02-11,10.9873
2019-02-08,11.8973
2019-02-07,7.8109
2019-02-06,7.0420
2019-02-05,7.6679
2019-02-04,8.8523
2019-02-01,9.8082
2019-01-31,10.6773
2019-01-30,11.4589
2019-01-29,15.4466
2019-01-28,16.4703
2019-01-25,14.3984
2019-01-24,15.8860
2019-01-23,17.0332
2019-01-22,18.0467
2019-01-18,12.1015
2019-01-17,13.2216
2019-01-16,15.2440
2019-01-15,15.8158
2019-01-14,16.6895
2019-01-11,16.5939
2019-01-10,17.5717
2019-01-09,19.2782
2019-01-08,20.4154
2019-01-07,22.8001
2019-01-04,24.2225
2019-01-03,27.9762
2019-01-02,27.7260
2018-12-31,25.7866
2018-12-28,27.3620
2018-12-27,28.7513
2018-12-26,32.1861
2018-12-24,38.1357
2018-12-21,33.2114
2018-12-20,32.9242
2018-12-19,30.0054
2018-12-18,28.4044
2018-12-17,32.3510
2018-12-14,35.9498
2018-12-13,31.6590
2018-12-12,32.4187
2018-12-11,34.8731
2018-12-10,39.1240
2018-12-07,38.1325
2018-12-06,42.8833
2018-12-04,31.4704
2018-12-03,23.7016
