Dates,ATR Values
2023-01-03,5.9075
2022-12-30,5.8916
2022-12-29,5.9382
2022-12-28,5.9765
2022-12-27,6.0190
2022-12-23,6.0434
2022-12-22,6.0706
2022-12-21,5.9837
2022-12-20,5.9403
2022-12-19,5.9752
2022-12-16,6.0290
2022-12-15,6.0436
2022-12-14,6.0247
2022-12-13,6.0607
2022-12-12,6.0566
2022-12-09,6.0343
2022-12-08,6.0593
2022-12-07,6.0119
2022-12-06,6.0568
2022-12-05,6.0153
2022-12-02,5.9820
2022-12-01,5.8877
2022-11-30,5.9057
2022-11-29,5.9082
2022-11-28,5.9447
2022-11-25,5.9301
2022-11-23,5.9608
2022-11-22,6.0165
2022-11-21,6.0578
2022-11-18,6.1080
2022-11-17,6.1580
2022-11-16,6.1891
2022-11-15,6.2440
2022-11-14,6.2910
2022-11-11,6.3237
2022-11-10,6.3499
2022-11-09,6.2636
2022-11-08,6.2943
2022-11-07,6.3076
2022-11-04,6.2998
2022-11-03,6.2960
2022-11-02,6.1943
2022-11-01,6.0748
2022-10-31,6.1291
2022-10-28,6.1536
2022-10-27,6.1778
2022-10-26,6.1138
2022-10-25,5.8725
2022-10-24,5.8903
2022-10-21,5.9371
2022-10-20,5.9622
2022-10-19,6.0120
2022-10-18,6.0414
2022-10-17,6.0790
2022-10-14,6.1188
2022-10-13,6.1408
2022-10-12,6.0512
2022-10-11,6.0990
2022-10-10,6.1041
2022-10-07,6.1072
2022-10-06,6.1466
2022-10-05,6.1992
2022-10-04,6.2177
2022-10-03,6.1911
2022-09-30,6.1924
2022-09-29,6.2272
2022-09-28,6.1576
2022-09-27,6.1508
2022-09-26,6.1774
2022-09-23,6.1897
2022-09-22,6.1281
2022-09-21,6.1428
2022-09-20,6.1322
2022-09-19,6.1804
2022-09-16,6.2119
2022-09-15,6.1666
2022-09-14,6.1665
2022-09-13,6.1822
2022-09-12,6.0718
2022-09-09,6.1239
2022-09-08,6.1917
2022-09-07,6.2270
2022-09-06,6.2424
2022-09-02,6.2877
2022-09-01,6.3036
2022-08-31,6.2398
2022-08-30,6.2975
2022-08-29,6.2383
2022-08-26,6.2697
2022-08-25,6.2527
2022-08-24,6.2569
2022-08-23,6.3015
2022-08-22,6.3748
2022-08-19,6.4026
2022-08-18,6.4086
2022-08-17,6.4698
2022-08-16,6.4796
2022-08-15,6.5159
2022-08-12,6.5626
2022-08-11,6.6447
2022-08-10,6.6842
2022-08-09,6.6922
2022-08-08,6.7663
2022-08-05,6.7742
2022-08-04,6.8484
2022-08-03,6.9125
2022-08-02,6.9476
2022-08-01,6.9684
2022-07-29,6.8565
2022-07-28,6.9087
2022-07-27,6.9054
2022-07-26,6.8435
2022-07-25,6.9080
2022-07-22,6.9404
2022-07-21,6.9684
2022-07-20,6.9991
2022-07-19,7.0370
2022-07-18,7.0059
2022-07-15,6.9705
2022-07-14,7.0090
2022-07-13,7.0116
2022-07-12,7.0533
2022-07-11,6.9419
2022-07-08,6.9948
2022-07-07,7.0689
2022-07-06,7.0915
2022-07-05,7.1494
2022-07-01,7.1209
2022-06-30,7.1358
2022-06-29,7.1416
2022-06-28,7.2041
2022-06-27,7.1748
2022-06-24,7.2128
2022-06-23,7.1988
2022-06-22,7.1962
2022-06-21,7.2306
2022-06-17,7.2741
2022-06-16,7.2699
2022-06-15,7.3350
2022-06-14,7.2228
2022-06-13,7.1831
2022-06-10,7.0672
2022-06-09,7.0711
2022-06-08,7.0937
2022-06-07,7.1617
2022-06-06,7.1990
2022-06-03,7.2580
2022-06-02,7.3425
2022-06-01,7.2904
2022-05-31,7.2897
2022-05-27,7.3542
2022-05-26,7.4125
2022-05-25,7.4254
2022-05-24,7.4986
2022-05-23,7.5133
2022-05-20,7.5821
2022-05-19,7.4967
2022-05-18,7.5537
2022-05-17,7.5499
2022-05-16,7.5248
2022-05-13,7.4993
2022-05-12,7.4806
2022-05-11,7.4473
2022-05-10,7.3983
2022-05-09,7.3961
2022-05-06,7.2154
2022-05-05,7.2596
2022-05-04,7.2253
2022-05-03,7.2428
2022-05-02,7.2572
2022-04-29,7.2814
2022-04-28,7.2563
2022-04-27,7.2454
2022-04-26,6.9639
2022-04-25,6.9211
2022-04-22,6.9711
2022-04-21,6.9875
2022-04-20,6.9403
2022-04-19,6.9905
2022-04-18,6.9748
2022-04-14,7.0374
2022-04-13,7.1014
2022-04-12,7.0998
2022-04-11,7.1637
2022-04-08,7.1819
2022-04-07,7.2491
2022-04-06,7.2980
2022-04-05,7.3231
2022-04-04,7.2719
2022-04-01,7.3196
2022-03-31,7.3907
2022-03-30,7.4165
2022-03-29,7.4435
2022-03-28,7.4281
2022-03-25,7.4819
2022-03-24,7.5373
2022-03-23,7.5999
2022-03-22,7.6323
2022-03-21,7.6178
2022-03-18,7.5239
2022-03-17,7.6105
2022-03-16,7.6644
2022-03-15,7.6226
2022-03-14,7.6766
2022-03-11,7.7178
2022-03-10,7.6934
2022-03-09,7.7151
2022-03-08,7.6875
2022-03-07,7.5742
2022-03-04,7.4500
2022-03-03,7.4004
2022-03-02,7.3516
2022-03-01,7.3953
2022-02-28,7.2930
2022-02-25,7.2263
2022-02-24,7.2587
2022-02-23,7.1624
2022-02-22,7.1588
2022-02-18,7.0761
2022-02-17,7.0955
2022-02-16,7.1125
2022-02-15,7.1679
2022-02-14,7.1203
2022-02-11,7.1254
2022-02-10,7.0433
2022-02-09,6.9924
2022-02-08,7.0582
2022-02-07,7.1169
2022-02-04,7.0795
2022-02-03,7.1189
2022-02-02,7.1654
2022-02-01,7.2060
2022-01-31,7.1765
2022-01-28,7.1120
2022-01-27,7.1153
2022-01-26,7.0346
2022-01-25,6.8865
2022-01-24,6.8621
2022-01-21,6.7383
2022-01-20,6.6795
2022-01-19,6.6417
2022-01-18,6.6042
2022-01-14,6.6286
2022-01-13,6.6424
2022-01-12,6.5853
2022-01-11,6.6132
2022-01-10,6.5722
2022-01-07,6.5355
2022-01-06,6.5265
2022-01-05,6.4935
2022-01-04,6.4808
2022-01-03,6.4764
2021-12-31,6.4202
2021-12-30,6.4765
2021-12-29,6.5393
2021-12-28,6.6007
2021-12-27,6.5867
2021-12-23,6.6166
2021-12-22,6.6739
2021-12-21,6.7083
2021-12-20,6.6164
2021-12-17,6.6010
2021-12-16,6.5951
2021-12-15,6.5690
2021-12-14,6.5753
2021-12-13,6.6009
2021-12-10,6.5415
2021-12-09,6.5624
2021-12-08,6.5773
2021-12-07,6.6101
2021-12-06,6.6273
2021-12-03,6.6007
2021-12-02,6.5933
2021-12-01,6.4350
2021-11-30,6.2884
2021-11-29,6.3153
2021-11-26,6.2615
2021-11-24,6.0506
2021-11-23,6.0853
2021-11-22,6.1029
2021-11-19,6.1036
2021-11-18,5.9420
2021-11-17,5.9296
2021-11-16,5.9053
2021-11-15,5.8712
2021-11-12,5.7261
2021-11-11,5.7440
2021-11-10,5.7765
2021-11-09,5.7228
2021-11-08,5.7312
2021-11-05,5.7486
2021-11-04,5.6302
2021-11-03,5.6849
2021-11-02,5.7419
2021-11-01,5.7568
2021-10-29,5.7134
2021-10-28,5.7698
2021-10-27,5.8031
2021-10-26,5.7734
2021-10-25,5.7551
2021-10-22,5.8260
2021-10-21,5.8603
2021-10-20,5.8921
2021-10-19,5.9244
2021-10-18,5.9968
2021-10-15,6.0532
2021-10-14,6.1088
2021-10-13,6.1286
2021-10-12,6.1529
2021-10-11,6.1654
2021-10-08,6.1528
2021-10-07,6.2108
2021-10-06,6.2557
2021-10-05,6.2636
2021-10-04,6.3092
2021-10-01,6.3161
2021-09-30,6.3066
2021-09-29,6.2988
2021-09-28,6.1920
2021-09-27,6.1519
2021-09-24,6.1304
2021-09-23,6.1789
2021-09-22,6.1899
2021-09-21,6.1228
2021-09-20,6.1653
2021-09-17,6.1517
2021-09-16,6.2067
2021-09-15,6.2721
2021-09-14,6.3179
2021-09-13,6.3366
2021-09-10,6.3484
2021-09-09,6.3602
2021-09-08,6.3698
2021-09-07,6.3861
2021-09-03,6.3940
2021-09-02,6.4485
2021-09-01,6.4626
2021-08-31,6.5100
2021-08-30,6.5563
2021-08-27,6.5914
2021-08-26,6.6049
2021-08-25,6.5970
2021-08-24,6.6663
2021-08-23,6.7269
2021-08-20,6.7109
2021-08-19,6.7703
2021-08-18,6.7601
2021-08-17,6.8011
2021-08-16,6.7509
2021-08-13,6.7393
2021-08-12,6.7665
2021-08-11,6.8099
2021-08-10,6.8467
2021-08-09,6.8797
2021-08-06,6.8837
2021-08-05,6.9501
2021-08-04,6.9889
2021-08-03,6.9882
2021-08-02,6.9717
2021-07-30,6.9997
2021-07-29,7.0154
2021-07-28,7.0830
2021-07-27,6.9170
2021-07-26,6.9473
2021-07-23,6.9619
2021-07-22,7.0273
2021-07-21,7.0844
2021-07-20,7.0873
2021-07-19,7.0126
2021-07-16,6.8916
2021-07-15,6.8901
2021-07-14,6.9110
2021-07-13,6.9252
2021-07-12,6.8598
2021-07-09,6.9119
2021-07-08,6.9680
2021-07-07,6.8794
2021-07-06,6.8670
2021-07-02,6.9315
2021-07-01,6.9375
2021-06-30,7.0140
2021-06-29,7.0468
2021-06-28,7.0128
2021-06-25,6.9621
2021-06-24,7.0215
2021-06-23,7.0185
2021-06-22,7.0862
2021-06-21,7.1451
2021-06-18,7.1201
2021-06-17,7.1938
2021-06-16,7.2147
2021-06-15,7.2601
2021-06-14,7.3354
2021-06-11,7.3871
2021-06-10,7.4289
2021-06-09,7.4360
2021-06-08,7.4804
2021-06-07,7.5043
2021-06-04,7.5679
2021-06-03,7.6548
2021-06-02,7.6900
2021-06-01,7.7698
2021-05-28,7.7525
2021-05-27,7.8019
2021-05-26,7.7320
2021-05-25,7.8363
2021-05-24,7.8668
2021-05-21,7.9070
2021-05-20,7.8918
2021-05-19,7.9576
2021-05-18,7.9716
2021-05-17,8.0152
2021-05-14,8.0790
2021-05-13,8.1179
2021-05-12,8.0755
2021-05-11,8.0543
2021-05-10,8.0334
2021-05-07,8.0217
2021-05-06,8.0239
2021-05-05,8.0934
2021-05-04,8.1347
2021-05-03,8.0762
2021-04-30,8.1739
2021-04-29,8.2576
2021-04-28,8.3062
2021-04-27,8.2794
2021-04-26,8.3651
2021-04-23,8.4078
2021-04-22,8.4678
2021-04-21,8.5126
2021-04-20,8.5529
2021-04-19,8.4864
2021-04-16,8.5380
2021-04-15,8.5731
2021-04-14,8.6523
2021-04-13,8.6842
2021-04-12,8.6902
2021-04-09,8.7437
2021-04-08,8.8097
2021-04-07,8.8744
2021-04-06,8.9520
2021-04-05,9.0389
2021-04-01,9.0699
2021-03-31,9.1209
2021-03-30,9.1872
2021-03-29,9.2810
2021-03-26,9.2696
2021-03-25,9.2425
2021-03-24,9.1070
2021-03-23,9.0941
2021-03-22,9.0374
2021-03-19,9.0686
2021-03-18,9.0992
2021-03-17,9.0270
2021-03-16,9.0085
2021-03-15,8.9554
2021-03-12,8.8477
2021-03-11,8.6666
2021-03-10,8.6126
2021-03-09,8.4580
2021-03-08,8.3963
2021-03-05,8.4316
2021-03-04,8.2746
2021-03-03,8.0680
2021-03-02,7.9824
2021-03-01,8.0425
2021-02-26,7.9011
2021-02-25,7.8711
2021-02-24,7.7332
2021-02-23,7.5234
2021-02-22,7.5106
2021-02-19,7.4682
2021-02-18,7.4337
2021-02-17,7.4335
2021-02-16,7.4622
2021-02-12,7.4835
2021-02-11,7.5650
2021-02-10,7.6088
2021-02-09,7.6340
2021-02-08,7.6301
2021-02-05,7.7029
2021-02-04,7.7267
2021-02-03,7.7805
2021-02-02,7.7920
2021-02-01,7.8042
2021-01-29,7.8713
2021-01-28,7.8595
2021-01-27,7.8894
2021-01-26,7.8421
2021-01-25,7.8683
2021-01-22,7.8954
2021-01-21,7.9924
2021-01-20,8.0414
2021-01-19,8.1060
2021-01-15,8.1245
2021-01-14,8.1737
2021-01-13,8.1981
2021-01-12,8.2850
2021-01-11,8.3673
2021-01-08,8.3567
2021-01-07,8.4059
2021-01-06,8.4638
2021-01-05,8.5085
2021-01-04,8.4652
2020-12-31,8.4019
2020-12-30,8.4877
2020-12-29,8.5754
2020-12-28,8.6222
2020-12-24,8.7158
2020-12-23,8.8155
2020-12-22,8.8807
2020-12-21,8.9356
2020-12-18,8.9414
2020-12-17,9.0248
2020-12-16,9.0466
2020-12-15,9.0868
2020-12-14,9.1061
2020-12-11,9.1030
2020-12-10,9.1278
2020-12-09,9.1306
2020-12-08,9.0606
2020-12-07,9.0977
2020-12-04,9.0514
2020-12-03,9.0742
2020-12-02,8.8890
2020-12-01,8.7706
2020-11-30,8.7990
2020-11-27,8.7896
2020-11-25,8.8896
2020-11-24,8.9096
2020-11-23,8.8583
2020-11-20,8.7414
2020-11-19,8.7685
2020-11-18,8.7528
2020-11-17,8.5229
2020-11-16,8.3876
2020-11-13,8.2357
2020-11-12,8.1885
2020-11-11,8.1854
2020-11-10,8.1567
2020-11-09,8.0255
2020-11-06,7.6439
2020-11-05,7.7193
2020-11-04,7.7544
2020-11-03,7.8263
2020-11-02,7.8591
2020-10-30,7.8928
2020-10-29,7.8990
2020-10-28,7.9887
2020-10-27,8.0040
2020-10-26,8.0484
2020-10-23,8.0430
2020-10-22,8.1213
2020-10-21,8.1692
2020-10-20,8.2582
2020-10-19,8.3633
2020-10-16,8.4374
2020-10-15,8.4223
2020-10-14,8.4756
2020-10-13,8.5867
2020-10-12,8.6546
2020-10-09,8.7649
2020-10-08,8.8789
2020-10-07,8.9672
2020-10-06,9.0114
2020-10-05,8.8640
2020-10-02,8.9517
2020-10-01,8.9715
2020-09-30,9.0015
2020-09-29,9.0346
2020-09-28,9.1360
2020-09-25,9.0781
2020-09-24,9.0540
2020-09-23,9.1130
2020-09-22,9.1045
2020-09-21,9.1859
2020-09-18,9.2317
2020-09-17,9.2426
2020-09-16,9.2801
2020-09-15,9.2601
2020-09-14,9.3366
2020-09-11,9.3835
2020-09-10,9.4721
2020-09-09,9.5387
2020-09-08,9.6097
2020-09-04,9.5905
2020-09-03,9.6060
2020-09-02,9.5423
2020-09-01,9.6646
2020-08-31,9.7344
2020-08-28,9.8494
2020-08-27,9.9543
2020-08-26,9.9654
2020-08-25,10.0998
2020-08-24,10.1388
2020-08-21,10.1259
2020-08-20,10.2751
2020-08-19,10.3832
2020-08-18,10.4929
2020-08-17,10.6207
2020-08-14,10.6970
2020-08-13,10.7700
2020-08-12,10.8462
2020-08-11,10.8439
2020-08-10,10.8497
2020-08-07,10.8717
2020-08-06,11.0221
2020-08-05,11.1456
2020-08-04,11.1709
2020-08-03,11.2941
2020-07-31,11.3171
2020-07-30,11.4023
2020-07-29,11.5254
2020-07-28,11.5411
2020-07-27,11.6641
2020-07-24,11.7973
2020-07-23,11.8850
2020-07-22,11.9830
2020-07-21,12.0733
2020-07-20,12.1518
2020-07-17,12.2987
2020-07-16,12.4365
2020-07-15,12.4739
2020-07-14,12.5332
2020-07-13,12.6280
2020-07-10,12.7042
2020-07-09,12.7680
2020-07-08,12.8665
2020-07-07,13.0052
2020-07-06,13.0817
2020-07-02,13.1742
2020-07-01,13.2906
2020-06-30,13.3461
2020-06-29,13.3305
2020-06-26,13.1028
2020-06-25,13.2216
2020-06-24,13.3300
2020-06-23,13.3610
2020-06-22,13.4996
2020-06-19,13.6363
2020-06-18,13.6414
2020-06-17,13.6987
2020-06-16,13.8452
2020-06-15,13.7734
2020-06-12,13.7006
2020-06-11,13.5455
2020-06-10,13.0587
2020-06-09,12.9305
2020-06-08,12.8389
2020-06-05,12.5138
2020-06-04,12.0653
2020-06-03,11.9964
2020-06-02,11.8235
2020-06-01,11.9738
2020-05-29,12.0345
2020-05-28,12.0952
2020-05-27,12.1859
2020-05-26,12.2629
2020-05-22,12.3422
2020-05-21,12.4858
2020-05-20,12.5178
2020-05-19,12.6710
2020-05-18,12.7917
2020-05-15,12.7221
2020-05-14,12.8850
2020-05-13,12.9700
2020-05-12,13.1145
2020-05-11,13.2205
2020-05-08,13.3782
2020-05-07,13.5104
2020-05-06,13.6056
2020-05-05,13.7712
2020-05-04,13.8727
2020-05-01,13.9717
2020-04-30,14.0350
2020-04-29,14.0696
2020-04-28,14.0326
2020-04-27,14.1259
2020-04-24,14.2638
2020-04-23,14.3629
2020-04-22,14.5048
2020-04-21,14.6722
2020-04-20,14.8051
2020-04-17,14.8726
2020-04-16,14.7728
2020-04-15,14.8298
2020-04-14,14.8103
2020-04-13,14.8595
2020-04-09,14.9640
2020-04-08,15.0426
2020-04-07,15.0961
2020-04-06,14.9034
2020-04-03,14.6939
2020-04-02,14.8144
2020-04-01,14.7767
2020-03-31,14.6877
2020-03-30,14.7499
2020-03-27,14.6158
2020-03-26,14.4037
2020-03-25,14.1313
2020-03-24,13.4587
2020-03-23,13.2774
2020-03-20,13.1212
2020-03-19,13.1294
2020-03-18,13.1276
2020-03-17,12.6783
2020-03-16,12.2491
2020-03-13,11.6534
2020-03-12,11.4128
2020-03-11,10.9307
2020-03-10,10.2556
2020-03-09,9.9990
2020-03-06,9.4284
2020-03-05,9.3251
2020-03-04,9.0364
2020-03-03,9.0392
2020-03-02,8.8286
2020-02-28,8.6532
2020-02-27,8.4592
2020-02-26,8.1972
2020-02-25,8.1367
2020-02-24,7.9556
2020-02-21,7.8312
2020-02-20,7.8676
2020-02-19,7.9088
2020-02-18,7.9556
2020-02-14,8.0284
2020-02-13,8.0596
2020-02-12,8.1167
2020-02-11,8.1702
2020-02-10,8.2157
2020-02-07,8.1882
2020-02-06,8.2389
2020-02-05,8.0463
2020-02-04,7.9724
2020-02-03,8.0448
2020-01-31,8.0901
2020-01-30,8.1272
2020-01-29,8.1365
2020-01-28,8.0872
2020-01-27,8.1437
2020-01-24,8.1381
2020-01-23,8.0264
2020-01-22,7.9778
2020-01-21,7.9246
2020-01-17,7.6633
2020-01-16,7.6270
2020-01-15,7.7104
2020-01-14,7.7984
2020-01-13,7.8141
2020-01-10,7.8888
2020-01-09,7.8826
2020-01-08,7.8333
2020-01-07,7.8373
2020-01-06,7.7238
2020-01-03,7.7398
2020-01-02,7.8047
2019-12-31,7.8100
2019-12-30,7.9034
2019-12-27,7.9650
2019-12-26,8.0366
2019-12-24,8.1183
2019-12-23,8.1393
2019-12-20,8.0500
2019-12-19,8.0622
2019-12-18,8.1429
2019-12-17,8.1417
2019-12-16,8.0981
2019-12-13,7.9542
2019-12-12,7.9500
2019-12-11,7.9080
2019-12-10,7.8354
2019-12-09,7.9152
2019-12-06,7.9850
2019-12-05,7.9711
2019-12-04,8.0358
2019-12-03,8.0685
2019-12-02,8.0719
2019-11-29,7.9888
2019-11-27,8.1088
2019-11-26,8.1381
2019-11-25,8.2351
2019-11-22,8.2997
2019-11-21,8.3248
2019-11-20,8.4003
2019-11-19,8.4654
2019-11-18,8.3700
2019-11-15,8.3845
2019-11-14,8.4331
2019-11-13,8.4632
2019-11-12,8.5243
2019-11-11,8.5542
2019-11-08,8.2381
2019-11-07,8.2691
2019-11-06,8.2911
2019-11-05,8.3338
2019-11-04,8.2917
2019-11-01,8.3346
2019-10-31,8.3900
2019-10-30,8.4279
2019-10-29,8.4641
2019-10-28,8.4250
2019-10-25,8.4862
2019-10-24,8.5454
2019-10-23,8.5591
2019-10-22,8.4453
2019-10-21,8.4075
2019-10-18,8.1837
2019-10-17,7.8394
2019-10-16,7.9038
2019-10-15,7.9001
2019-10-14,8.0009
2019-10-11,8.0428
2019-10-10,8.0685
2019-10-09,8.1398
2019-10-08,8.2180
2019-10-07,8.2102
2019-10-04,8.2751
2019-10-03,8.3550
2019-10-02,8.3436
2019-10-01,8.2886
2019-09-30,8.2919
2019-09-27,8.3183
2019-09-26,8.3190
2019-09-25,8.3898
2019-09-24,8.3724
2019-09-23,8.4106
2019-09-20,8.4676
2019-09-19,8.5031
2019-09-18,8.5633
2019-09-17,8.5981
2019-09-16,8.6222
2019-09-13,8.6643
2019-09-12,8.7177
2019-09-11,8.7002
2019-09-10,8.5651
2019-09-09,8.5192
2019-09-06,8.5263
2019-09-05,8.5835
2019-09-04,8.5937
2019-09-03,8.6962
2019-08-30,8.6017
2019-08-29,8.6971
2019-08-28,8.7522
2019-08-27,8.7491
2019-08-26,8.7725
2019-08-23,8.7230
2019-08-22,8.5916
2019-08-21,8.4352
2019-08-20,8.3889
2019-08-19,8.4612
2019-08-16,8.5238
2019-08-15,8.6033
2019-08-14,8.6070
2019-08-13,8.5316
2019-08-12,8.5665
2019-08-09,8.6167
2019-08-08,8.6733
2019-08-07,8.6976
2019-08-06,8.6930
2019-08-05,8.7389
2019-08-02,8.6646
2019-08-01,8.6767
2019-07-31,8.6274
2019-07-30,8.5983
2019-07-29,8.5547
2019-07-26,8.5895
2019-07-25,8.6360
2019-07-24,8.4971
2019-07-23,8.4091
2019-07-22,8.4654
2019-07-19,8.4259
2019-07-18,8.2512
2019-07-17,8.2238
2019-07-16,8.2362
2019-07-15,8.3211
2019-07-12,8.3644
2019-07-11,8.3886
2019-07-10,8.3881
2019-07-09,8.4537
2019-07-08,8.5069
2019-07-05,8.5510
2019-07-03,8.6089
2019-07-02,8.7326
2019-07-01,8.8288
2019-06-28,8.7702
2019-06-27,8.8559
2019-06-26,8.7842
2019-06-25,8.7698
2019-06-24,8.8040
2019-06-21,8.9105
2019-06-20,9.0043
2019-06-19,9.0432
2019-06-18,9.0080
2019-06-17,8.7959
2019-06-14,8.7950
2019-06-13,8.9086
2019-06-12,8.9910
2019-06-11,9.0434
2019-06-10,9.0808
2019-06-07,9.1889
2019-06-06,9.2834
2019-06-05,9.3514
2019-06-04,9.1260
2019-06-03,9.1615
2019-05-31,9.1292
2019-05-30,9.1449
2019-05-29,9.2516
2019-05-28,9.2634
2019-05-24,9.3636
2019-05-23,9.3372
2019-05-22,9.2946
2019-05-21,9.3440
2019-05-20,9.3747
2019-05-17,9.4575
2019-05-16,9.4736
2019-05-15,9.4492
2019-05-14,9.4183
2019-05-13,9.4327
2019-05-10,9.2709
2019-05-09,9.2999
2019-05-08,9.2852
2019-05-07,9.3114
2019-05-06,9.1710
2019-05-03,9.1422
2019-05-02,9.2555
2019-05-01,9.3567
2019-04-30,9.4516
2019-04-29,9.5231
2019-04-26,9.5473
2019-04-25,9.6253
2019-04-24,9.5817
2019-04-23,9.6280
2019-04-22,9.7396
2019-04-18,9.8353
2019-04-17,9.9433
2019-04-16,10.0126
2019-04-15,10.0254
2019-04-12,10.1112
2019-04-11,10.1224
2019-04-10,10.1920
2019-04-09,10.2780
2019-04-08,10.3529
2019-04-05,10.1641
2019-04-04,10.2178
2019-04-03,10.1808
2019-04-02,10.2397
2019-04-01,10.3225
2019-03-29,10.3044
2019-03-28,10.3604
2019-03-27,10.4855
2019-03-26,10.4780
2019-03-25,10.5324
2019-03-22,10.5672
2019-03-21,10.5601
2019-03-20,10.6805
2019-03-19,10.7516
2019-03-18,10.8163
2019-03-15,10.8021
2019-03-14,10.6386
2019-03-13,10.6905
2019-03-12,10.5411
2019-03-11,10.1182
2019-03-08,9.1888
2019-03-07,9.2183
2019-03-06,9.1820
2019-03-05,9.1716
2019-03-04,9.2550
2019-03-01,9.0877
2019-02-28,9.1526
2019-02-27,9.2202
2019-02-26,9.2178
2019-02-25,9.3113
2019-02-22,9.3843
2019-02-21,9.4385
2019-02-20,9.4969
2019-02-19,9.5795
2019-02-15,9.7066
2019-02-14,9.7407
2019-02-13,9.8514
2019-02-12,9.9517
2019-02-11,10.0101
2019-02-08,10.0721
2019-02-07,10.1308
2019-02-06,10.1768
2019-02-05,10.2215
2019-02-04,10.1574
2019-02-01,10.1735
2019-01-31,10.2211
2019-01-30,10.2927
2019-01-29,9.9661
2019-01-28,10.0630
2019-01-25,10.1355
2019-01-24,10.1704
2019-01-23,10.2534
2019-01-22,10.2935
2019-01-18,10.2954
2019-01-17,10.3424
2019-01-16,10.2936
2019-01-15,10.4355
2019-01-14,10.5427
2019-01-11,10.6410
2019-01-10,10.7338
2019-01-09,10.7453
2019-01-08,10.8323
2019-01-07,10.7928
2019-01-04,10.8675
2019-01-03,10.7414
2019-01-02,10.6749
2018-12-31,10.6897
2018-12-28,10.7638
2018-12-27,10.8570
2018-12-26,10.7831
2018-12-24,10.5744
2018-12-21,10.5841
2018-12-20,10.5828
2018-12-19,10.5246
2018-12-18,10.3947
2018-12-17,10.2904
2018-12-14,10.2470
2018-12-13,10.2596
2018-12-12,10.3784
2018-12-11,10.3945
2018-12-10,10.2945
2018-12-07,10.2727
2018-12-06,10.1607
2018-12-04,9.8683
2018-12-03,9.7084
2018-11-30,9.4654
