Dates,MFI Values
2023-02-17,58.0279
2023-02-16,57.6748
2023-02-15,55.6109
2023-02-14,66.3497
2023-02-13,63.2575
2023-02-10,53.1777
2023-02-09,44.3246
2023-02-08,54.8916
2023-02-07,62.3209
2023-02-06,60.8796
2023-02-03,67.2011
2023-02-02,67.1541
2023-02-01,67.9294
2023-01-31,58.2429
2023-01-30,49.7146
2023-01-27,58.8266
2023-01-26,67.9974
2023-01-25,67.9092
2023-01-24,50.9547
2023-01-23,54.0748
2023-01-20,57.7235
2023-01-19,65.7394
2023-01-18,74.7020
2023-01-17,82.2680
2023-01-13,89.6424
2023-01-12,83.9542
2023-01-11,77.3805
2023-01-10,76.5213
2023-01-09,81.8850
2023-01-06,70.8725
2023-01-05,69.4930
2023-01-04,68.8591
2023-01-03,66.8537
2022-12-30,53.0386
2022-12-29,45.2643
2022-12-28,53.7763
2022-12-27,64.7539
2022-12-23,66.1890
2022-12-22,72.6327
2022-12-21,82.0677
2022-12-20,72.9818
2022-12-19,62.4126
2022-12-16,64.3121
2022-12-15,75.5646
2022-12-14,76.5647
2022-12-13,76.7496
2022-12-12,74.6667
2022-12-09,66.1059
2022-12-08,64.5944
2022-12-07,62.7291
2022-12-06,64.3147
2022-12-05,69.8278
2022-12-02,66.1306
2022-12-01,51.2837
2022-11-30,51.4752
2022-11-29,36.2210
2022-11-28,24.9676
2022-11-25,23.1642
2022-11-23,34.7496
2022-11-22,39.9071
2022-11-21,51.5221
2022-11-18,59.8628
2022-11-17,61.7753
2022-11-16,71.0853
2022-11-15,78.8969
2022-11-14,85.5362
2022-11-11,86.0101
2022-11-10,94.8295
2022-11-09,94.7504
2022-11-08,74.3922
2022-11-07,73.0704
2022-11-04,71.6172
2022-11-03,65.8468
2022-11-02,61.4956
2022-11-01,55.1396
2022-10-31,55.2019
2022-10-28,63.1049
2022-10-27,62.1867
2022-10-26,59.3302
2022-10-25,81.6247
2022-10-24,69.2816
2022-10-21,69.8730
2022-10-20,70.6715
2022-10-19,70.6101
2022-10-18,61.1221
2022-10-17,61.6086
2022-10-14,60.5665
2022-10-13,50.0004
2022-10-12,38.0880
2022-10-11,50.1409
2022-10-10,51.5987
2022-10-07,41.8058
2022-10-06,39.5856
2022-10-05,32.6408
2022-10-04,32.3680
2022-10-03,32.5432
2022-09-30,30.8673
2022-09-29,29.5196
2022-09-28,42.2455
2022-09-27,29.9801
2022-09-26,28.7582
2022-09-23,36.6297
2022-09-22,46.0051
2022-09-21,53.6955
2022-09-20,61.8686
2022-09-19,53.5927
2022-09-16,46.1531
2022-09-15,47.5164
2022-09-14,35.8956
2022-09-13,36.7841
2022-09-12,39.0520
2022-09-09,29.2291
2022-09-08,28.5232
2022-09-07,27.7695
2022-09-06,25.3809
2022-09-02,25.1992
2022-09-01,24.7941
2022-08-31,35.5618
2022-08-30,33.7207
2022-08-29,45.2508
2022-08-26,54.9003
2022-08-25,64.5584
2022-08-24,54.2620
2022-08-23,57.0464
2022-08-22,48.2094
2022-08-19,61.8446
2022-08-18,62.8500
2022-08-17,63.2133
2022-08-16,74.0904
2022-08-15,59.9215
2022-08-12,66.7914
2022-08-11,67.2194
2022-08-10,74.4933
2022-08-09,76.7481
2022-08-08,83.2057
2022-08-05,75.7641
2022-08-04,81.7641
2022-08-03,82.3008
2022-08-02,82.5917
2022-08-01,94.3319
2022-07-29,93.9543
2022-07-28,94.0573
2022-07-27,94.0564
2022-07-26,84.0836
2022-07-25,85.8636
2022-07-22,86.1403
2022-07-21,80.5353
2022-07-20,80.2602
2022-07-19,79.6274
2022-07-18,68.3571
2022-07-15,65.7479
2022-07-14,56.5686
2022-07-13,46.9127
2022-07-12,58.9890
2022-07-11,42.8387
2022-07-08,54.7622
2022-07-07,51.9746
2022-07-06,43.6557
2022-07-05,45.9726
2022-07-01,58.7371
2022-06-30,62.8019
2022-06-29,73.8562
2022-06-28,80.7306
2022-06-27,70.7329
2022-06-24,71.3651
2022-06-23,65.1075
2022-06-22,72.1323
2022-06-21,77.8096
2022-06-17,71.7019
2022-06-16,70.3128
2022-06-15,68.6261
2022-06-14,53.3017
2022-06-13,49.1412
2022-06-10,62.6856
2022-06-09,72.1427
2022-06-08,79.9292
2022-06-07,70.6746
2022-06-06,71.6662
2022-06-03,63.8499
2022-06-02,54.6498
2022-06-01,42.5199
2022-05-31,54.3902
2022-05-27,44.8682
2022-05-26,51.3997
2022-05-25,41.4014
2022-05-24,33.9970
2022-05-23,32.9841
2022-05-20,25.0445
2022-05-19,26.8851
2022-05-18,26.5617
2022-05-17,35.2289
2022-05-16,35.0674
2022-05-13,34.0412
2022-05-12,19.2687
2022-05-11,19.1429
2022-05-10,14.7364
2022-05-09,14.7472
2022-05-06,15.2191
2022-05-05,15.2227
2022-05-04,15.1036
2022-05-03,7.8244
2022-05-02,7.0678
2022-04-29,7.4150
2022-04-28,12.9602
2022-04-27,21.3053
2022-04-26,39.3277
2022-04-25,50.1806
2022-04-22,49.9766
2022-04-21,49.1689
2022-04-20,48.7909
2022-04-19,46.8633
2022-04-18,35.4131
2022-04-14,35.3615
2022-04-13,27.1606
2022-04-12,30.4098
2022-04-11,33.1756
2022-04-08,25.1782
2022-04-07,33.4124
2022-04-06,42.7666
2022-04-05,42.4910
2022-04-04,57.4528
2022-04-01,46.6521
2022-03-31,55.2110
2022-03-30,61.8768
2022-03-29,62.4595
2022-03-28,62.1035
2022-03-25,61.7029
2022-03-24,62.5960
2022-03-23,55.9465
2022-03-22,63.5804
2022-03-21,63.0567
2022-03-18,72.4570
2022-03-17,59.5306
2022-03-16,49.0680
2022-03-15,46.9333
2022-03-14,37.4715
2022-03-11,46.3286
2022-03-10,46.5448
2022-03-09,44.6005
2022-03-08,36.6650
2022-03-07,25.5793
2022-03-04,26.5670
2022-03-03,28.0873
2022-03-02,37.0219
2022-03-01,39.7634
2022-02-28,41.9539
2022-02-25,29.6279
2022-02-24,32.6437
2022-02-23,43.1601
2022-02-22,51.6003
2022-02-18,63.9513
2022-02-17,64.8122
2022-02-16,72.3317
2022-02-15,72.8907
2022-02-14,73.2574
2022-02-11,82.1041
2022-02-10,83.6942
2022-02-09,71.4367
2022-02-08,56.7611
2022-02-07,57.1910
2022-02-04,45.6172
2022-02-03,43.3887
2022-02-02,37.0300
2022-02-01,29.8278
2022-01-31,28.3326
2022-01-28,24.4340
2022-01-27,38.4787
2022-01-26,47.3737
2022-01-25,59.9100
2022-01-24,51.9647
2022-01-21,63.3147
2022-01-20,66.0642
2022-01-19,75.1463
2022-01-18,85.0318
2022-01-14,84.9417
2022-01-13,77.2403
2022-01-12,66.6248
2022-01-11,58.3559
2022-01-10,58.5961
2022-01-07,59.0915
2022-01-06,57.8240
2022-01-05,66.6949
2022-01-04,66.4884
2022-01-03,54.1811
2021-12-31,41.8021
2021-12-30,41.8723
2021-12-29,40.4515
2021-12-28,39.5442
2021-12-27,29.2653
2021-12-23,29.7977
2021-12-22,21.7149
2021-12-21,21.0069
2021-12-20,20.1225
2021-12-17,32.3999
2021-12-16,32.9292
2021-12-15,48.6291
2021-12-14,47.4364
2021-12-13,45.6650
2021-12-10,55.9034
2021-12-09,50.8189
2021-12-08,51.4717
2021-12-07,44.7008
2021-12-06,35.7691
2021-12-03,24.1399
2021-12-02,32.9529
2021-12-01,19.2284
2021-11-30,19.4227
2021-11-29,35.6992
2021-11-26,33.1833
2021-11-24,35.8897
2021-11-23,42.0026
2021-11-22,42.5983
2021-11-19,51.2901
2021-11-18,68.3652
2021-11-17,66.6456
2021-11-16,71.1366
2021-11-15,80.9187
2021-11-12,77.5164
2021-11-11,68.1028
2021-11-10,66.6850
2021-11-09,53.1124
2021-11-08,50.9818
2021-11-05,41.7678
2021-11-04,25.6645
2021-11-03,17.9153
2021-11-02,26.7697
2021-11-01,26.7011
2021-10-29,16.9265
2021-10-28,16.8002
2021-10-27,16.3992
2021-10-26,17.5484
2021-10-25,17.9648
2021-10-22,27.3222
2021-10-21,28.1101
2021-10-20,38.6996
2021-10-19,28.2459
2021-10-18,20.5285
2021-10-15,29.6340
2021-10-14,41.4676
2021-10-13,41.4249
2021-10-12,57.2037
2021-10-11,56.5815
2021-10-08,57.7672
2021-10-07,63.7251
2021-10-06,64.2561
2021-10-05,73.0817
2021-10-04,72.3363
2021-10-01,63.1081
2021-09-30,54.6892
2021-09-29,63.7345
2021-09-28,59.5962
2021-09-27,59.6031
2021-09-24,59.5422
2021-09-23,51.7088
2021-09-22,51.4932
2021-09-21,39.8042
2021-09-20,37.0687
2021-09-17,38.6874
2021-09-16,48.5545
2021-09-15,40.8806
2021-09-14,40.2466
2021-09-13,41.2374
2021-09-10,39.6738
2021-09-09,38.9236
2021-09-08,28.9683
2021-09-07,39.9123
2021-09-03,54.3273
2021-09-02,52.5486
2021-09-01,40.4699
2021-08-31,39.5724
2021-08-30,29.4102
2021-08-27,29.2848
2021-08-26,21.1399
2021-08-25,29.5192
2021-08-24,39.3733
2021-08-23,40.1634
2021-08-20,29.8587
2021-08-19,37.7065
2021-08-18,48.5025
2021-08-17,59.1352
2021-08-16,63.1607
2021-08-13,62.2647
2021-08-12,59.8440
2021-08-11,50.6328
2021-08-10,55.5642
2021-08-09,46.0101
2021-08-06,54.9817
2021-08-05,56.3364
2021-08-04,47.3634
2021-08-03,48.0721
2021-08-02,58.7591
2021-07-30,52.5045
2021-07-29,51.6553
2021-07-28,50.3310
2021-07-27,37.1943
2021-07-26,33.6727
2021-07-23,26.9642
2021-07-22,28.9832
2021-07-21,39.7210
2021-07-20,32.0187
2021-07-19,21.8936
2021-07-16,22.7939
2021-07-15,30.5048
2021-07-14,39.6424
2021-07-13,38.1136
2021-07-12,38.6667
2021-07-09,45.8621
2021-07-08,46.6255
2021-07-07,43.5410
2021-07-06,51.8796
2021-07-02,61.7889
2021-07-01,63.5571
2021-06-30,55.5904
2021-06-29,46.8238
2021-06-28,57.9450
2021-06-25,62.3614
2021-06-24,53.4326
2021-06-23,53.8067
2021-06-22,44.6320
2021-06-21,47.2529
2021-06-18,45.2932
2021-06-17,46.3487
2021-06-16,46.2963
2021-06-15,55.8881
2021-06-14,57.1563
2021-06-11,56.2397
2021-06-10,67.1374
2021-06-09,59.0595
2021-06-08,68.6431
2021-06-07,67.0517
2021-06-04,68.4063
2021-06-03,75.7650
2021-06-02,74.9456
2021-06-01,74.5466
2021-05-28,65.6486
2021-05-27,75.1237
2021-05-26,60.4102
2021-05-25,56.9990
2021-05-24,45.0244
2021-05-21,47.0495
2021-05-20,45.4204
2021-05-19,37.4123
2021-05-18,36.8073
2021-05-17,27.4913
2021-05-14,34.5980
2021-05-13,27.3031
2021-05-12,27.9975
2021-05-11,27.0048
2021-05-10,27.9877
2021-05-07,25.8110
2021-05-06,25.1869
2021-05-05,35.3328
2021-05-04,35.8163
2021-05-03,35.2782
2021-04-30,27.8015
2021-04-29,26.7562
2021-04-28,27.1865
2021-04-27,38.9768
2021-04-26,49.8259
2021-04-23,41.6963
2021-04-22,32.7076
2021-04-21,23.0594
2021-04-20,23.4323
2021-04-19,24.8263
2021-04-16,35.4876
2021-04-15,36.5242
2021-04-14,46.8211
2021-04-13,46.7281
2021-04-12,49.3359
2021-04-09,59.4043
2021-04-08,53.7104
2021-04-07,49.3306
2021-04-06,46.2678
2021-04-05,45.2407
2021-04-01,36.5264
2021-03-31,33.8375
2021-03-30,37.1532
2021-03-29,28.6449
2021-03-26,33.2295
2021-03-25,38.4977
2021-03-24,49.5237
2021-03-23,58.9575
2021-03-22,66.5937
2021-03-19,72.1169
2021-03-18,72.0871
2021-03-17,72.4590
2021-03-16,72.7922
2021-03-15,82.7715
2021-03-12,81.1582
2021-03-11,73.0811
2021-03-10,62.0006
2021-03-09,62.1306
2021-03-08,53.2973
2021-03-05,44.7997
2021-03-04,52.6706
2021-03-03,58.1151
2021-03-02,46.4373
2021-03-01,45.9758
2021-02-26,41.0032
2021-02-25,42.6434
2021-02-24,45.1473
2021-02-23,36.3265
2021-02-22,47.8004
2021-02-19,53.5946
2021-02-18,53.2217
2021-02-17,63.2426
2021-02-16,72.7203
2021-02-12,63.8935
2021-02-11,54.3468
2021-02-10,61.8856
2021-02-09,57.8007
2021-02-08,56.7089
2021-02-05,46.0302
2021-02-04,46.8831
2021-02-03,36.9291
2021-02-02,35.9672
2021-02-01,36.7315
2021-01-29,35.9637
2021-01-28,46.7079
2021-01-27,38.7975
2021-01-26,52.7268
2021-01-25,40.7647
2021-01-22,40.6054
2021-01-21,50.1918
2021-01-20,60.9093
2021-01-19,63.6077
2021-01-15,51.6035
2021-01-14,51.6646
2021-01-13,43.4995
2021-01-12,51.5856
2021-01-11,44.3323
2021-01-08,47.4699
2021-01-07,56.8909
2021-01-06,56.6474
2021-01-05,43.5353
2021-01-04,29.3274
2020-12-31,29.7911
2020-12-30,28.0088
2020-12-29,26.2729
2020-12-28,15.8437
2020-12-24,14.9151
2020-12-23,13.9847
2020-12-22,7.2952
2020-12-21,0.0000
2020-12-18,17.3804
2020-12-17,16.4297
2020-12-16,33.8821
2020-12-15,42.8964
2020-12-14,49.6258
2020-12-11,50.4805
2020-12-10,56.2984
2020-12-09,55.8693
2020-12-08,65.6372
2020-12-07,74.5660
2020-12-04,65.5516
2020-12-03,65.3634
2020-12-02,67.2367
2020-12-01,68.4661
2020-11-30,70.8332
2020-11-27,76.4461
2020-11-25,71.3471
2020-11-24,69.9132
2020-11-23,70.7804
2020-11-20,71.9455
2020-11-19,76.3883
2020-11-18,85.5609
2020-11-17,78.7716
2020-11-16,75.9552
2020-11-13,72.2614
2020-11-12,65.3216
2020-11-11,67.9910
2020-11-10,72.9404
2020-11-09,57.9797
2020-11-06,33.7654
2020-11-05,34.5930
2020-11-04,35.9721
2020-11-03,35.7181
2020-11-02,27.1004
2020-10-30,17.4821
2020-10-29,35.7648
2020-10-28,35.7776
2020-10-27,44.5285
2020-10-26,44.4417
2020-10-23,45.4790
2020-10-22,48.1021
2020-10-21,50.1198
2020-10-20,46.0275
2020-10-19,38.5168
2020-10-16,47.1734
2020-10-15,32.0626
2020-10-14,43.0256
2020-10-13,49.2270
2020-10-12,48.3482
2020-10-09,57.2460
2020-10-08,58.5605
2020-10-07,51.0877
2020-10-06,52.6220
2020-10-05,64.9695
2020-10-02,57.0756
2020-10-01,59.3247
2020-09-30,49.3684
2020-09-29,45.6551
2020-09-28,53.2833
2020-09-25,48.2904
2020-09-24,37.3324
2020-09-23,39.4280
2020-09-22,38.5129
2020-09-21,28.4839
2020-09-18,28.8754
2020-09-17,27.8108
2020-09-16,37.2423
2020-09-15,26.0521
2020-09-14,17.9887
2020-09-11,8.8780
2020-09-10,22.9360
2020-09-09,22.6323
2020-09-08,36.0439
2020-09-04,50.0340
2020-09-03,50.4563
2020-09-02,51.5751
2020-09-01,42.7178
2020-08-31,42.3091
2020-08-28,41.0947
2020-08-27,51.8585
2020-08-26,41.3562
2020-08-25,37.5529
2020-08-24,44.1256
2020-08-21,43.5682
2020-08-20,43.2150
2020-08-19,52.0745
2020-08-18,62.3994
2020-08-17,69.3383
2020-08-14,76.8128
2020-08-13,68.6752
2020-08-12,67.9048
2020-08-11,66.4057
2020-08-10,54.7864
2020-08-07,44.5908
2020-08-06,43.2446
2020-08-05,33.6248
2020-08-04,30.3935
2020-08-03,33.1010
2020-07-31,22.9764
2020-07-30,23.0516
2020-07-29,22.4087
2020-07-28,38.0334
2020-07-27,48.0010
2020-07-24,58.4565
2020-07-23,67.7330
2020-07-22,67.1015
2020-07-21,57.5069
2020-07-20,46.8673
2020-07-17,56.7698
2020-07-16,54.4472
2020-07-15,52.5280
2020-07-14,39.1633
2020-07-13,44.6638
2020-07-10,35.4565
2020-07-09,26.4243
2020-07-08,25.2448
2020-07-07,34.2234
2020-07-06,33.0941
2020-07-02,23.1414
2020-07-01,22.2828
2020-06-30,22.0287
2020-06-29,34.8900
2020-06-26,34.8329
2020-06-25,46.3049
2020-06-24,43.3968
2020-06-23,40.7890
2020-06-22,32.6904
2020-06-19,43.0681
2020-06-18,53.9674
2020-06-17,61.4926
2020-06-16,68.1023
2020-06-15,65.6522
2020-06-12,63.0181
2020-06-11,55.6608
2020-06-10,66.5852
2020-06-09,80.4122
2020-06-08,94.4452
2020-06-05,89.3667
2020-06-04,86.9137
2020-06-03,84.4968
2020-06-02,82.1113
2020-06-01,82.8892
2020-05-29,82.5643
2020-05-28,83.4695
2020-05-27,75.2278
2020-05-26,67.0209
2020-05-22,58.8638
2020-05-21,66.4397
2020-05-20,63.6622
2020-05-19,54.4964
2020-05-18,43.3023
2020-05-15,28.8449
2020-05-14,18.6221
2020-05-13,18.2365
2020-05-12,35.9015
2020-05-11,45.3827
2020-05-08,43.6011
2020-05-07,35.7691
2020-05-06,35.5410
2020-05-05,35.9436
2020-05-04,36.0922
2020-05-01,35.2521
2020-04-30,48.6664
2020-04-29,48.4306
2020-04-28,33.8727
2020-04-27,23.6639
2020-04-24,23.9213
2020-04-23,35.2298
2020-04-22,26.5564
2020-04-21,38.8754
2020-04-20,48.5897
2020-04-17,48.9058
2020-04-16,37.3449
2020-04-15,37.2576
2020-04-14,45.9842
2020-04-13,43.8832
2020-04-09,41.1651
2020-04-08,45.8304
2020-04-07,58.4432
2020-04-06,56.6405
2020-04-03,55.1117
2020-04-02,61.5556
2020-04-01,62.8766
2020-03-31,62.4073
2020-03-30,54.1007
2020-03-27,57.3554
2020-03-26,67.1282
2020-03-25,54.1000
2020-03-24,36.3193
2020-03-23,26.7468
2020-03-20,17.2442
2020-03-19,8.2103
2020-03-18,8.2144
2020-03-17,9.0812
2020-03-16,16.2898
2020-03-13,25.5789
2020-03-12,14.9356
2020-03-11,15.8639
2020-03-10,17.7687
2020-03-09,18.0633
2020-03-06,18.5313
2020-03-05,20.0059
2020-03-04,22.5115
2020-03-03,30.0288
2020-03-02,21.8832
2020-02-28,8.2452
2020-02-27,9.6426
2020-02-26,20.4114
2020-02-25,32.7354
2020-02-24,47.2827
2020-02-21,59.9120
2020-02-20,73.7597
2020-02-19,80.2166
2020-02-18,79.6994
2020-02-14,77.3989
2020-02-13,76.7738
2020-02-12,74.3315
2020-02-11,77.2017
2020-02-10,69.2534
2020-02-07,59.2156
2020-02-06,65.2416
2020-02-05,63.4797
2020-02-04,48.2856
2020-02-03,37.7663
2020-01-31,35.5982
2020-01-30,39.5997
2020-01-29,40.0764
2020-01-28,37.0083
2020-01-27,36.8614
2020-01-24,36.8498
2020-01-23,30.7760
2020-01-22,21.0512
2020-01-21,34.8672
2020-01-17,41.2271
2020-01-16,51.7456
2020-01-15,52.1380
2020-01-14,51.9004
2020-01-13,42.8460
2020-01-10,50.6633
2020-01-09,52.9133
2020-01-08,41.6580
2020-01-07,57.9640
2020-01-06,40.3487
2020-01-03,50.2140
2020-01-02,52.8860
2019-12-31,39.2292
2019-12-30,33.4954
2019-12-27,33.3998
2019-12-26,27.4491
2019-12-24,26.4541
2019-12-23,26.8017
2019-12-20,16.4363
2019-12-19,22.2827
2019-12-18,14.5075
2019-12-17,4.6287
2019-12-16,5.2961
2019-12-13,6.5809
2019-12-12,7.0653
2019-12-11,7.3428
2019-12-10,16.9515
2019-12-09,26.6001
2019-12-06,36.9163
2019-12-05,29.1464
2019-12-04,40.7397
2019-12-03,36.6882
2019-12-02,37.3746
2019-11-29,51.0101
2019-11-27,58.8454
2019-11-26,68.1408
2019-11-25,70.1527
2019-11-22,74.6658
2019-11-21,68.2333
2019-11-20,73.5190
2019-11-19,66.3094
2019-11-18,78.7395
2019-11-15,86.3710
2019-11-14,85.7178
2019-11-13,77.3314
2019-11-12,77.4821
2019-11-11,77.4869
2019-11-08,72.5302
2019-11-07,71.3002
2019-11-06,72.9033
2019-11-05,84.4535
2019-11-04,85.0831
2019-11-01,64.3412
2019-10-31,50.6209
2019-10-30,51.4903
2019-10-29,51.4703
2019-10-28,44.9218
2019-10-25,44.2145
2019-10-24,50.2612
2019-10-23,44.0048
2019-10-22,36.4908
2019-10-21,24.6531
2019-10-18,37.0160
2019-10-17,57.9711
2019-10-16,66.6446
2019-10-15,53.9089
2019-10-14,53.6554
2019-10-11,44.5457
2019-10-10,32.6179
2019-10-09,32.7583
2019-10-08,37.4193
2019-10-07,49.8276
2019-10-04,41.8681
2019-10-03,30.7080
2019-10-02,31.5425
2019-10-01,42.5043
2019-09-30,50.8959
2019-09-27,51.1324
2019-09-26,59.4537
2019-09-25,56.6532
2019-09-24,60.1493
2019-09-23,60.8551
2019-09-20,59.6541
2019-09-19,72.3575
2019-09-18,72.6199
2019-09-17,71.4422
2019-09-16,62.1410
2019-09-13,69.5879
2019-09-12,68.8003
2019-09-11,78.8861
2019-09-10,64.9500
2019-09-09,65.0113
2019-09-06,81.1097
2019-09-05,83.1509
2019-09-04,82.9380
2019-09-03,78.4980
2019-08-30,87.1479
2019-08-29,87.2515
2019-08-28,87.6804
2019-08-27,78.5927
2019-08-26,86.3165
2019-08-23,80.3698
2019-08-22,75.7075
2019-08-21,72.0955
2019-08-20,60.9505
2019-08-19,68.2012
2019-08-16,56.4695
2019-08-15,57.4109
2019-08-14,44.0999
2019-08-13,56.1063
2019-08-12,57.0186
2019-08-09,54.9594
2019-08-08,46.6448
2019-08-07,34.1948
2019-08-06,31.8364
2019-08-05,25.4965
2019-08-02,34.3881
2019-08-01,40.5882
2019-07-31,41.5871
2019-07-30,40.6421
2019-07-29,39.1885
2019-07-26,38.5388
2019-07-25,45.5758
2019-07-24,59.4484
2019-07-23,71.7614
2019-07-22,79.8821
2019-07-19,72.3865
2019-07-18,67.6379
2019-07-17,72.3059
2019-07-16,61.7608
2019-07-15,48.9404
2019-07-12,48.9914
2019-07-11,34.9899
2019-07-10,34.5826
2019-07-09,28.0008
2019-07-08,24.1186
2019-07-05,34.5161
2019-07-03,35.6287
2019-07-02,44.9017
2019-07-01,57.4034
2019-06-28,67.4184
2019-06-27,75.3643
2019-06-26,92.7968
2019-06-25,85.9851
2019-06-24,86.9659
2019-06-21,87.0019
2019-06-20,86.0830
2019-06-19,85.5375
2019-06-18,84.3085
2019-06-17,80.9003
2019-06-14,64.9204
2019-06-13,55.6192
2019-06-12,55.0016
2019-06-11,52.4836
2019-06-10,51.0918
2019-06-07,55.1035
2019-06-06,44.5110
2019-06-05,36.4741
2019-06-04,38.0111
2019-06-03,29.4589
2019-05-31,42.4228
2019-05-30,53.5736
2019-05-29,56.1479
2019-05-28,65.5613
2019-05-24,60.3851
2019-05-23,59.6816
2019-05-22,58.6780
2019-05-21,56.1668
2019-05-20,43.5017
2019-05-17,42.2432
2019-05-16,40.0428
2019-05-15,31.4484
2019-05-14,29.1635
2019-05-13,20.6086
2019-05-10,21.2815
2019-05-09,21.2846
2019-05-08,34.7379
2019-05-07,50.8696
2019-05-06,55.5990
2019-05-03,56.2087
2019-05-02,57.8097
2019-05-01,55.5140
2019-04-30,59.0260
2019-04-29,58.9554
2019-04-26,69.8738
2019-04-25,70.9604
2019-04-24,58.4043
2019-04-23,43.6654
2019-04-22,37.5597
2019-04-18,46.0043
2019-04-17,49.5644
2019-04-16,47.6415
2019-04-15,47.3074
2019-04-12,54.5322
2019-04-11,54.7532
2019-04-10,53.8921
2019-04-09,64.3135
2019-04-08,73.2248
2019-04-05,89.9928
2019-04-04,77.7578
2019-04-03,67.7249
2019-04-02,78.1117
2019-04-01,78.9777
2019-03-29,64.9083
2019-03-28,71.3460
2019-03-27,73.5390
2019-03-26,54.0022
2019-03-25,40.1514
2019-03-22,30.3109
2019-03-21,31.2098
2019-03-20,31.4464
2019-03-19,27.3563
2019-03-18,22.8115
2019-03-15,23.6196
2019-03-14,13.0355
2019-03-13,8.4042
2019-03-12,15.0047
2019-03-11,21.3758
2019-03-08,43.3079
2019-03-07,51.3437
2019-03-06,53.9312
2019-03-05,64.1096
2019-03-04,71.4018
2019-03-01,85.8772
2019-02-28,77.3218
2019-02-27,75.7624
2019-02-26,74.5656
2019-02-25,82.7947
2019-02-22,70.1335
2019-02-21,57.3764
2019-02-20,67.7112
2019-02-19,70.0913
2019-02-15,70.7784
2019-02-14,71.6014
2019-02-13,65.9796
2019-02-12,71.3402
2019-02-11,71.1245
2019-02-08,66.0353
2019-02-07,73.3280
2019-02-06,82.0176
2019-02-05,75.7095
2019-02-04,65.4790
2019-02-01,65.2421
2019-01-31,63.9545
2019-01-30,76.7046
2019-01-29,69.2619
2019-01-28,61.1587
2019-01-25,70.6538
2019-01-24,72.3224
2019-01-23,73.2659
2019-01-22,82.1000
2019-01-18,93.4813
2019-01-17,93.4267
2019-01-16,80.2587
2019-01-15,72.5986
2019-01-14,72.8224
2019-01-11,79.6451
2019-01-10,79.9945
2019-01-09,79.4336
2019-01-08,71.1552
2019-01-07,56.0557
2019-01-04,45.5435
2019-01-03,35.2927
2019-01-02,47.9964
2018-12-31,46.3322
2018-12-28,39.0932
2018-12-27,32.2756
2018-12-26,31.1920
2018-12-24,29.6109
2018-12-21,28.7990
2018-12-20,30.6227
2018-12-19,27.8683
2018-12-18,27.4448
2018-12-17,29.5074
2018-12-14,40.5421
2018-12-13,49.4950
2018-12-12,57.1314
2018-12-11,56.6719
2018-12-10,56.4295
2018-12-07,59.5037
2018-12-06,68.1425
2018-12-04,71.9957
2018-12-03,70.2481
2018-11-30,58.8888
