ACWV
2023-07-26,100.1300
2023-07-25,100.0400
2023-07-24,99.9700
2023-07-21,99.7200
2023-07-20,99.3900
2023-07-19,99.0100
2023-07-18,98.7100
2023-07-17,98.6200
2023-07-14,98.6700
2023-07-13,98.4700
2023-07-12,98.1500
2023-07-11,97.4800
2023-07-10,96.8400
2023-07-07,96.6700
2023-07-06,96.9400
2023-07-05,97.7700
2023-07-03,98.1900
2023-06-30,98.0550
2023-06-29,97.3400
2023-06-28,97.2500
2023-06-27,97.5300
2023-06-26,97.0000
2023-06-23,96.8800
2023-06-22,97.7500
2023-06-21,97.6900
2023-06-20,97.4000
2023-06-16,98.3100
2023-06-15,98.4300
2023-06-14,97.4300
2023-06-13,97.5000
2023-06-12,97.0500
2023-06-09,96.9800
2023-06-08,97.0500
2023-06-07,96.1700
2023-06-06,97.5100
2023-06-05,97.6100
2023-06-02,97.6600
2023-06-01,96.8400
2023-05-31,96.3600
2023-05-30,96.5200
2023-05-26,97.0800
2023-05-25,96.8600
2023-05-24,97.4100
2023-05-23,98.0900
2023-05-22,99.2000
2023-05-19,99.2000
2023-05-18,99.0100
2023-05-17,99.1700
2023-05-16,99.0400
2023-05-15,99.8700
2023-05-12,99.5900
2023-05-11,99.7500
2023-05-10,100.0700
2023-05-09,100.0100
2023-05-08,100.0200
2023-05-05,100.0000
2023-05-04,99.0700
2023-05-03,99.0500
2023-05-02,99.1300
2023-05-01,99.6700
2023-04-28,99.6300
2023-04-27,99.2500
2023-04-26,98.1300
2023-04-25,98.7200
2023-04-24,99.1300
2023-04-21,98.9400
2023-04-20,98.6700
2023-04-19,98.6600
2023-04-18,98.9700
2023-04-17,98.9800
2023-04-14,98.4900
2023-04-13,99.1300
2023-04-12,98.3200
2023-04-11,98.2100
2023-04-10,98.0500
2023-04-06,98.1400
2023-04-05,97.8400
2023-04-04,97.4100
2023-04-03,97.2950
2023-03-31,96.7500
2023-03-30,96.1700
2023-03-29,95.7800
2023-03-28,95.3400
2023-03-27,95.1100
2023-03-24,94.8300
2023-03-23,94.0200
2023-03-22,93.6600
2023-03-21,94.2700
2023-03-20,94.2800
2023-03-17,93.3700
2023-03-16,93.7900
2023-03-15,93.0000
2023-03-14,93.3200
2023-03-13,92.7000
2023-03-10,92.4200
2023-03-09,92.9800
2023-03-08,93.7300
2023-03-07,93.5500
2023-03-06,94.5100
2023-03-03,94.4300
2023-03-02,93.6900
2023-03-01,93.1000
2023-02-28,92.9900
2023-02-27,93.7600
2023-02-24,93.6400
2023-02-23,94.4900
2023-02-22,94.6200
2023-02-21,95.0700
2023-02-17,95.8600
2023-02-16,95.3400
2023-02-15,95.8200
2023-02-14,95.8700
2023-02-13,96.4700
2023-02-10,95.9300
2023-02-09,95.2700
