Dates,WMA Values
2018-12-04,339.5143
2018-12-03,339.5449
2018-11-30,339.4062
2018-11-29,339.3953
2018-11-28,339.4249
2018-11-27,339.5424
2018-11-26,339.8104
2018-11-23,340.0952
2018-11-21,340.4196
2018-11-20,340.6969
2018-11-19,340.9712
2018-11-16,341.2144
2018-11-15,341.3126
2018-11-14,341.3570
2018-11-13,341.3710
2018-11-12,341.3378
2018-11-09,341.2308
2018-11-08,341.0032
2018-11-07,340.7601
2018-11-06,340.5193
2018-11-05,340.3303
2018-11-02,340.1831
2018-11-01,340.0754
2018-10-31,339.9151
2018-10-30,339.8335
2018-10-29,339.7985
2018-10-26,339.9011
2018-10-25,339.7741
2018-10-24,339.6014
2018-10-23,339.5146
2018-10-22,339.4699
2018-10-19,339.3656
2018-10-18,339.2555
2018-10-17,339.1125
2018-10-16,338.9068
2018-10-15,338.6709
2018-10-12,338.5220
2018-10-11,338.3579
2018-10-10,338.2098
2018-10-09,337.9680
2018-10-08,337.5486
2018-10-05,337.1216
2018-10-04,336.6833
2018-10-03,336.2065
2018-10-02,335.7024
2018-10-01,335.2508
2018-09-28,334.8339
2018-09-27,334.5128
2018-09-26,334.2309
2018-09-25,333.9677
2018-09-24,333.6790
2018-09-21,333.3784
2018-09-20,333.0322
2018-09-19,332.7274
2018-09-18,332.4395
2018-09-17,332.1630
2018-09-14,331.9554
2018-09-13,331.7063
2018-09-12,331.4944
2018-09-11,331.2979
2018-09-10,331.1758
2018-09-07,331.0826
2018-09-06,330.9137
2018-09-05,330.7212
2018-09-04,330.5686
2018-08-31,330.4160
2018-08-30,330.2926
2018-08-29,330.1254
2018-08-28,329.9221
2018-08-27,329.7045
2018-08-24,329.4580
2018-08-23,329.2492
2018-08-22,329.0545
2018-08-21,328.8307
2018-08-20,328.5662
2018-08-17,328.3263
2018-08-16,328.1236
2018-08-15,327.9205
2018-08-14,327.8504
2018-08-13,327.7052
2018-08-10,327.5633
2018-08-09,327.4076
2018-08-08,327.2062
2018-08-07,326.9782
2018-08-06,326.7170
2018-08-03,326.4916
2018-08-02,326.2439
2018-08-01,325.9792
2018-07-31,325.6810
2018-07-30,325.3441
2018-07-27,325.0529
2018-07-26,324.6649
2018-07-25,324.2847
2018-07-24,323.9321
2018-07-23,323.5521
2018-07-20,323.2151
2018-07-19,322.8576
2018-07-18,322.4909
2018-07-17,322.0721
2018-07-16,321.6803
2018-07-13,321.2909
2018-07-12,320.9476
2018-07-11,320.6452
2018-07-10,320.3907
2018-07-09,320.0688
2018-07-06,319.7927
2018-07-05,319.5822
2018-07-03,319.3817
2018-07-02,319.1793
2018-06-29,318.9423
2018-06-28,318.7061
2018-06-27,318.4734
2018-06-26,318.2826
2018-06-25,318.0729
2018-06-22,317.8595
2018-06-21,317.5671
2018-06-20,317.2816
2018-06-19,316.9430
2018-06-18,316.6143
2018-06-15,316.1495
2018-06-14,315.6488
2018-06-13,315.0985
2018-06-12,314.5282
2018-06-11,313.8866
2018-06-08,313.2354
2018-06-07,312.5915
2018-06-06,311.9505
2018-06-05,311.2737
2018-06-04,310.7005
2018-06-01,310.1153
2018-05-31,309.5626
2018-05-30,309.0480
2018-05-29,308.4695
2018-05-25,307.9397
2018-05-24,307.3310
2018-05-23,306.7266
2018-05-22,306.1144
2018-05-21,305.5364
2018-05-18,304.8669
2018-05-17,304.3132
2018-05-16,303.8222
2018-05-15,303.3566
2018-05-14,302.8750
2018-05-11,302.3644
2018-05-10,301.8688
2018-05-09,301.3513
2018-05-08,300.8394
2018-05-07,300.3799
2018-05-04,299.8943
2018-05-03,299.4598
2018-05-02,299.0550
2018-05-01,298.7065
2018-04-30,298.3011
2018-04-27,297.8511
2018-04-26,297.3248
2018-04-25,296.7736
2018-04-24,296.2150
2018-04-23,295.7817
2018-04-20,295.2485
2018-04-19,294.7102
2018-04-18,294.1463
2018-04-17,293.5719
2018-04-16,293.0315
2018-04-13,292.5319
2018-04-12,292.0496
2018-04-11,291.4824
2018-04-10,291.0056
2018-04-09,290.4510
2018-04-06,290.0080
2018-04-05,289.5241
2018-04-04,288.9356
2018-04-03,288.4260
2018-04-02,287.8776
2018-03-29,287.4027
2018-03-28,286.8694
2018-03-27,286.4045
2018-03-26,285.9228
2018-03-23,285.3595
2018-03-22,284.8657
2018-03-21,284.3787
2018-03-20,283.7178
2018-03-19,283.0446
2018-03-16,282.4204
2018-03-15,281.8015
2018-03-14,281.1803
2018-03-13,280.5494
2018-03-12,279.8310
2018-03-09,279.0523
2018-03-08,278.1669
2018-03-07,277.3286
2018-03-06,276.4984
2018-03-05,275.6420
2018-03-02,274.7406
2018-03-01,273.9083
2018-02-28,273.0202
2018-02-27,272.0040
2018-02-26,270.9559
2018-02-23,269.9101
2018-02-22,268.9210
2018-02-21,267.9307
2018-02-20,266.9660
2018-02-16,265.9836
2018-02-15,264.9768
2018-02-14,263.9479
2018-02-13,263.0218
2018-02-12,262.1040
2018-02-09,261.1722
2018-02-08,260.3376
2018-02-07,259.5260
2018-02-06,258.5476
2018-02-05,257.6298
2018-02-02,256.8187
2018-02-01,255.8095
2018-01-31,254.7156
2018-01-30,253.6375
2018-01-29,252.7096
2018-01-26,251.7441
2018-01-25,250.7480
2018-01-24,249.7449
2018-01-23,248.8141
2018-01-22,247.8671
2018-01-19,246.8894
2018-01-18,245.9066
2018-01-17,244.8929
2018-01-16,243.7679
2018-01-12,242.7855
2018-01-11,241.7855
2018-01-10,240.8549
2018-01-09,239.9919
2018-01-08,239.1392
2018-01-05,238.3586
2018-01-04,237.5840
2018-01-03,236.9189
2018-01-02,236.2374
2017-12-29,235.5592
2017-12-28,234.8936
2017-12-27,234.2087
2017-12-26,233.5249
2017-12-22,232.8380
2017-12-21,232.1478
2017-12-20,231.4527
2017-12-19,230.7248
2017-12-18,229.9974
2017-12-15,229.2748
2017-12-14,228.5677
2017-12-13,227.8557
2017-12-12,227.1578
2017-12-11,226.4725
2017-12-08,225.8464
2017-12-07,225.1891
2017-12-06,224.5638
2017-12-05,223.9687
2017-12-04,223.3944
2017-12-01,222.7921
2017-11-30,222.2472
2017-11-29,221.6457
2017-11-28,221.1105
2017-11-27,220.5827
2017-11-24,220.0729
2017-11-22,219.5553
2017-11-21,219.0397
2017-11-20,218.5017
2017-11-17,217.9810
2017-11-16,217.4779
2017-11-15,216.9561
2017-11-14,216.4374
2017-11-13,215.9242
2017-11-10,215.4000
2017-11-09,214.8860
2017-11-08,214.3498
2017-11-07,213.7952
2017-11-06,213.2301
2017-11-03,212.6792
2017-11-02,212.1453
2017-11-01,211.5980
2017-10-31,211.0848
2017-10-30,210.5715
2017-10-27,210.0414
2017-10-26,209.5328
2017-10-25,208.9929
2017-10-24,208.4563
2017-10-23,207.8428
2017-10-20,207.2589
2017-10-19,206.6470
2017-10-18,206.0840
2017-10-17,205.5066
2017-10-16,204.9375
2017-10-13,204.3527
2017-10-12,203.7535
2017-10-11,203.1382
2017-10-10,202.5222
2017-10-09,201.9060
2017-10-06,201.3088
2017-10-05,200.7049
2017-10-04,200.0930
2017-10-03,199.5058
2017-10-02,198.9163
2017-09-29,198.3170
2017-09-28,197.7297
2017-09-27,197.1370
2017-09-26,196.5300
2017-09-25,195.9331
2017-09-22,195.3255
2017-09-21,194.6927
2017-09-20,194.0588
2017-09-19,193.4252
2017-09-18,192.8151
2017-09-15,192.1942
2017-09-14,191.6070
2017-09-13,191.0506
2017-09-12,190.5209
2017-09-11,189.9995
2017-09-08,189.4736
2017-09-07,188.9602
2017-09-06,188.4657
2017-09-05,187.9828
2017-09-01,187.4731
2017-08-31,186.9274
2017-08-30,186.3837
2017-08-29,185.8279
2017-08-28,185.2673
2017-08-25,184.7335
2017-08-24,184.2072
2017-08-23,183.6494
2017-08-22,183.0928
2017-08-21,182.5157
2017-08-18,181.9723
2017-08-17,181.4234
2017-08-16,180.8717
2017-08-15,180.2964
2017-08-14,179.7016
2017-08-11,179.1212
2017-08-10,178.5575
2017-08-09,178.0080
2017-08-08,177.4402
2017-08-07,176.8321
2017-08-04,176.2120
2017-08-03,175.6106
2017-08-02,174.9992
2017-08-01,174.3855
2017-07-31,173.7527
2017-07-28,173.0863
2017-07-27,172.4259
2017-07-26,171.7630
2017-07-25,171.1660
2017-07-24,170.7619
2017-07-21,170.3567
2017-07-20,169.9479
2017-07-19,169.5528
2017-07-18,169.1482
2017-07-17,168.7646
2017-07-14,168.3702
2017-07-13,167.9765
2017-07-12,167.6006
2017-07-11,167.2190
2017-07-10,166.8354
2017-07-07,166.4698
2017-07-06,166.1155
2017-07-05,165.7660
2017-07-03,165.4097
2017-06-30,165.0801
2017-06-29,164.7550
2017-06-28,164.4292
2017-06-27,164.0797
2017-06-26,163.7337
2017-06-23,163.3742
2017-06-22,162.9901
2017-06-21,162.6290
2017-06-20,162.2670
2017-06-19,161.9096
2017-06-16,161.5418
2017-06-15,161.1954
2017-06-14,160.8553
2017-06-13,160.5410
2017-06-12,160.2358
2017-06-09,159.9381
2017-06-08,159.6374
2017-06-07,159.3349
2017-06-06,159.0468
2017-06-05,158.7688
2017-06-02,158.4676
2017-06-01,158.1515
2017-05-31,157.8602
2017-05-30,157.5632
2017-05-26,157.2706
2017-05-25,156.9780
2017-05-24,156.6782
2017-05-23,156.3927
2017-05-22,156.1212
2017-05-19,155.8452
2017-05-18,155.5941
2017-05-17,155.3721
2017-05-16,155.1349
2017-05-15,154.8584
2017-05-12,154.5823
2017-05-11,154.2957
2017-05-10,154.0002
2017-05-09,153.7092
2017-05-08,153.3941
2017-05-05,153.0847
2017-05-04,152.7822
2017-05-03,152.4953
2017-05-02,152.2030
2017-05-01,151.9077
2017-04-28,151.6197
2017-04-27,151.3063
2017-04-26,151.0052
2017-04-25,150.7158
2017-04-24,150.4070
2017-04-21,150.1089
2017-04-20,149.8239
2017-04-19,149.5463
2017-04-18,149.2747
2017-04-17,149.0058
2017-04-13,148.7235
2017-04-12,148.4703
2017-04-11,148.2104
2017-04-10,147.9246
2017-04-07,147.6459
2017-04-06,147.3529
2017-04-05,147.0714
2017-04-04,146.7904
2017-04-03,146.4919
2017-03-31,146.2101
2017-03-30,145.9241
2017-03-29,145.6252
2017-03-28,145.3273
2017-03-27,145.0296
2017-03-24,144.7414
2017-03-23,144.4537
2017-03-22,144.1504
2017-03-21,143.8474
2017-03-20,143.5515
2017-03-17,143.2211
2017-03-16,142.8815
2017-03-15,142.5571
2017-03-14,142.2254
2017-03-13,141.8910
2017-03-10,141.5512
2017-03-09,141.2122
2017-03-08,140.8531
2017-03-07,140.4805
2017-03-06,140.1026
2017-03-03,139.7324
2017-03-02,139.3481
2017-03-01,138.9539
2017-02-28,138.5486
2017-02-27,138.1751
2017-02-24,137.8069
2017-02-23,137.4549
2017-02-22,137.1061
2017-02-21,136.7690
2017-02-17,136.4279
2017-02-16,136.1111
2017-02-15,135.8101
2017-02-14,135.5212
2017-02-13,135.2380
2017-02-10,134.9575
2017-02-09,134.6921
2017-02-08,134.4432
2017-02-07,134.1969
2017-02-06,133.9372
2017-02-03,133.6990
2017-02-02,133.4738
2017-02-01,133.2484
2017-01-31,133.0055
2017-01-30,132.7661
2017-01-27,132.5052
2017-01-26,132.2228
2017-01-25,131.9253
2017-01-24,131.6421
2017-01-23,131.4200
2017-01-20,131.2213
2017-01-19,131.0055
2017-01-18,130.7930
2017-01-17,130.5851
2017-01-13,130.3816
2017-01-12,130.1659
2017-01-11,129.9536
2017-01-10,129.7296
2017-01-09,129.5072
2017-01-06,129.2904
2017-01-05,129.0651
2017-01-04,128.8421
2017-01-03,128.6188
2016-12-30,128.4094
2016-12-29,128.2107
2016-12-28,128.0104
2016-12-27,127.8048
2016-12-23,127.5850
2016-12-22,127.3604
2016-12-21,127.1373
2016-12-20,126.9123
2016-12-19,126.6957
2016-12-16,126.4793
2016-12-15,126.2768
2016-12-14,126.0792
2016-12-13,125.8735
2016-12-12,125.6458
2016-12-09,125.4115
2016-12-08,125.1815
2016-12-07,124.9598
2016-12-06,124.7476
2016-12-05,124.5513
2016-12-02,124.3539
2016-12-01,124.1539
2016-11-30,123.9508
2016-11-29,123.7629
2016-11-28,123.5632
2016-11-25,123.3786
2016-11-23,123.1896
2016-11-22,123.0016
2016-11-21,122.8141
2016-11-18,122.6482
2016-11-17,122.4871
2016-11-16,122.3343
2016-11-15,122.1699
2016-11-14,121.9886
2016-11-11,121.7884
2016-11-10,121.6003
2016-11-09,121.4183
2016-11-08,121.2588
2016-11-07,121.1250
2016-11-04,120.9927
2016-11-03,120.8914
2016-11-02,120.7849
2016-11-01,120.6706
2016-10-31,120.5403
2016-10-28,120.4089
2016-10-27,120.2714
2016-10-26,120.1304
2016-10-25,119.9681
2016-10-24,119.8649
2016-10-21,119.7757
2016-10-20,119.7028
2016-10-19,119.6279
2016-10-18,119.5500
2016-10-17,119.4821
2016-10-14,119.4245
2016-10-13,119.3720
2016-10-12,119.3210
2016-10-11,119.2724
2016-10-10,119.2187
2016-10-07,119.1461
2016-10-06,119.0918
2016-10-05,119.0325
2016-10-04,118.9711
2016-10-03,118.9322
2016-09-30,118.8926
2016-09-29,118.8593
2016-09-28,118.8330
2016-09-27,118.7961
2016-09-26,118.7680
2016-09-23,118.7472
2016-09-22,118.7159
2016-09-21,118.6842
2016-09-20,118.6652
2016-09-19,118.6722
2016-09-16,118.6828
2016-09-15,118.7013
2016-09-14,118.7106
2016-09-13,118.7216
2016-09-12,118.7232
2016-09-09,118.7131
2016-09-08,118.7183
2016-09-07,118.6841
2016-09-06,118.6528
2016-09-02,118.6189
2016-09-01,118.6022
2016-08-31,118.5976
2016-08-30,118.5975
2016-08-29,118.5853
2016-08-26,118.5544
2016-08-25,118.5300
2016-08-24,118.4992
2016-08-23,118.4661
2016-08-22,118.4257
2016-08-19,118.3779
2016-08-18,118.3355
2016-08-17,118.2885
2016-08-16,118.2443
2016-08-15,118.1980
2016-08-12,118.1552
2016-08-11,118.1271
2016-08-10,118.1004
2016-08-09,118.0807
2016-08-08,118.0682
2016-08-05,118.0600
2016-08-04,118.0561
2016-08-03,118.0571
2016-08-02,118.0522
2016-08-01,118.0499
2016-07-29,118.0328
2016-07-28,118.0119
2016-07-27,117.9970
2016-07-26,117.9554
2016-07-25,117.9240
2016-07-22,117.9098
2016-07-21,117.8908
2016-07-20,117.8712
2016-07-19,117.8404
2016-07-18,117.8099
2016-07-15,117.7904
2016-07-14,117.7799
2016-07-13,117.7768
2016-07-12,117.7867
2016-07-11,117.7900
2016-07-08,117.7820
2016-07-07,117.7917
2016-07-06,117.8282
2016-07-05,117.8669
2016-07-01,117.9058
2016-06-30,117.9202
2016-06-29,117.9332
2016-06-28,117.9724
2016-06-27,118.0402
2016-06-24,118.1191
2016-06-23,118.1635
2016-06-22,118.1439
2016-06-21,118.1403
2016-06-20,118.1387
2016-06-17,118.1258
2016-06-16,118.1392
2016-06-15,118.1567
2016-06-14,118.1669
2016-06-13,118.1740
2016-06-10,118.1862
2016-06-09,118.1869
2016-06-08,118.1695
2016-06-07,118.1527
2016-06-06,118.1458
2016-06-03,118.1394
2016-06-02,118.1747
2016-06-01,118.2155
2016-05-31,118.2610
2016-05-27,118.3095
2016-05-26,118.3306
2016-05-25,118.3514
2016-05-24,118.3768
2016-05-23,118.4152
2016-05-20,118.4534
2016-05-19,118.4940
2016-05-18,118.5289
2016-05-17,118.5377
2016-05-16,118.5326
2016-05-13,118.5133
2016-05-12,118.5128
2016-05-11,118.4915
2016-05-10,118.4833
2016-05-09,118.4696
2016-05-06,118.4801
2016-05-05,118.4806
2016-05-04,118.4921
2016-05-03,118.5149
2016-05-02,118.5239
2016-04-29,118.5196
2016-04-28,118.5087
2016-04-27,118.4982
2016-04-26,118.4674
2016-04-25,118.4716
2016-04-22,118.4986
2016-04-21,118.5233
2016-04-20,118.5511
2016-04-19,118.5808
2016-04-18,118.5917
2016-04-15,118.6093
2016-04-14,118.6346
2016-04-13,118.6627
2016-04-12,118.6886
2016-04-11,118.7299
2016-04-08,118.7858
2016-04-07,118.8426
2016-04-06,118.9080
2016-04-05,118.9656
2016-04-04,119.0321
2016-04-01,119.1054
2016-03-31,119.1737
2016-03-30,119.2427
2016-03-29,119.2974
2016-03-28,119.3318
2016-03-24,119.3629
2016-03-23,119.3867
2016-03-22,119.4041
2016-03-21,119.4013
2016-03-18,119.3919
2016-03-17,119.3999
2016-03-16,119.4377
2016-03-15,119.5041
2016-03-14,119.5819
2016-03-11,119.6605
2016-03-10,119.7552
2016-03-09,119.8658
2016-03-08,119.9780
2016-03-07,120.0958
2016-03-04,120.2096
2016-03-03,120.3408
2016-03-02,120.4863
2016-03-01,120.6325
2016-02-29,120.7770
2016-02-26,120.9386
2016-02-25,121.1016
2016-02-24,121.2777
2016-02-23,121.4661
2016-02-22,121.6437
2016-02-19,121.8178
2016-02-18,122.0131
2016-02-17,122.1876
2016-02-16,122.3744
2016-02-12,122.5960
2016-02-11,122.8548
2016-02-10,123.1170
2016-02-09,123.3090
2016-02-08,123.4896
2016-02-05,123.6660
2016-02-04,123.8161
2016-02-03,123.9580
2016-02-02,124.1167
2016-02-01,124.3155
2016-01-29,124.4794
2016-01-28,124.6575
2016-01-27,124.8559
2016-01-26,125.0685
2016-01-25,125.1803
2016-01-22,125.3289
2016-01-21,125.4733
2016-01-20,125.6297
2016-01-19,125.7985
2016-01-15,125.9332
2016-01-14,126.0726
2016-01-13,126.1811
2016-01-12,126.3001
2016-01-11,126.3859
2016-01-08,126.4876
2016-01-07,126.5919
2016-01-06,126.6700
2016-01-05,126.6967
2016-01-04,126.7040
2015-12-31,126.7167
2015-12-30,126.6934
2015-12-29,126.6540
2015-12-28,126.6065
2015-12-24,126.5841
2015-12-23,126.5711
2015-12-22,126.5535
2015-12-21,126.5512
2015-12-18,126.5626
2015-12-17,126.5862
2015-12-16,126.5568
2015-12-15,126.5048
2015-12-14,126.4671
2015-12-11,126.4613
2015-12-10,126.4412
2015-12-09,126.4053
2015-12-08,126.3889
2015-12-07,126.3662
2015-12-04,126.3127
2015-12-03,126.2591
2015-12-02,126.2320
2015-12-01,126.1924
2015-11-30,126.1459
2015-11-27,126.1199
2015-11-25,126.0804
2015-11-24,126.0365
2015-11-23,125.9815
2015-11-20,125.9292
2015-11-19,125.8671
2015-11-18,125.8063
2015-11-17,125.7538
2015-11-16,125.7208
2015-11-13,125.7026
2015-11-12,125.7007
2015-11-11,125.6992
2015-11-10,125.6756
2015-11-09,125.6498
2015-11-06,125.6159
2015-11-05,125.5638
2015-11-04,125.5107
2015-11-03,125.4548
2015-11-02,125.4070
2015-10-30,125.3556
2015-10-29,125.3062
2015-10-28,125.2638
2015-10-27,125.2144
2015-10-26,125.1589
2015-10-23,125.1183
2015-10-22,125.0769
2015-10-21,125.0381
2015-10-20,125.0440
2015-10-19,125.0698
2015-10-16,125.0992
2015-10-15,125.1354
2015-10-14,125.1731
2015-10-13,125.2388
2015-10-12,125.2501
2015-10-09,125.2575
2015-10-08,125.2730
2015-10-07,125.2938
2015-10-06,125.3319
2015-10-05,125.3906
2015-10-02,125.4543
2015-10-01,125.5305
2015-09-30,125.6235
2015-09-29,125.7129
2015-09-28,125.8214
2015-09-25,125.9352
2015-09-24,126.0233
2015-09-23,126.1225
2015-09-22,126.2046
2015-09-21,126.2659
2015-09-18,126.3089
2015-09-17,126.3510
2015-09-16,126.3807
2015-09-15,126.4124
2015-09-14,126.4519
2015-09-11,126.5079
2015-09-10,126.5616
2015-09-09,126.6252
2015-09-08,126.6965
2015-09-04,126.7573
2015-09-03,126.8540
2015-09-02,126.9393
2015-09-01,127.0279
2015-08-31,127.1447
2015-08-28,127.2324
2015-08-27,127.2970
2015-08-26,127.3734
2015-08-25,127.4718
2015-08-24,127.6042
2015-08-21,127.7213
2015-08-20,127.7980
2015-08-19,127.8270
2015-08-18,127.8045
2015-08-17,127.7643
2015-08-14,127.7244
2015-08-13,127.6777
2015-08-12,127.6323
2015-08-11,127.6070
2015-08-10,127.5663
2015-08-07,127.5082
2015-08-06,127.4799
2015-08-05,127.4381
2015-08-04,127.3853
2015-08-03,127.3517
2015-07-31,127.3157
2015-07-30,127.2744
2015-07-29,127.2422
2015-07-28,127.1990
2015-07-27,127.1754
2015-07-24,127.1578
2015-07-23,127.1126
2015-07-22,127.0483
2015-07-21,126.9798
2015-07-20,126.9233
2015-07-17,126.8505
2015-07-16,126.7757
2015-07-15,126.6855
2015-07-14,126.6084
2015-07-13,126.5227
2015-07-10,126.4461
2015-07-09,126.3875
2015-07-08,126.3429
2015-07-07,126.3055
2015-07-06,126.2564
2015-07-02,126.2299
2015-07-01,126.2054
2015-06-30,126.1756
2015-06-29,126.1629
2015-06-26,126.1495
2015-06-25,126.1024
2015-06-24,126.0548
2015-06-23,126.0015
2015-06-22,125.9348
2015-06-19,125.8558
2015-06-18,125.7809
2015-06-17,125.7028
2015-06-16,125.6411
2015-06-15,125.5882
2015-06-12,125.5350
2015-06-11,125.4766
2015-06-10,125.4160
2015-06-09,125.3665
2015-06-08,125.3298
2015-06-05,125.2876
2015-06-04,125.2438
2015-06-03,125.1952
2015-06-02,125.1225
2015-06-01,125.0538
2015-05-29,125.0017
2015-05-28,124.9551
2015-05-27,124.8915
2015-05-26,124.8209
2015-05-22,124.7510
2015-05-21,124.6621
2015-05-20,124.5496
2015-05-19,124.4439
2015-05-18,124.3314
2015-05-15,124.2206
2015-05-14,124.1071
2015-05-13,123.9829
2015-05-12,123.8781
2015-05-11,123.7739
2015-05-08,123.6645
2015-05-07,123.5580
2015-05-06,123.4858
2015-05-05,123.4168
2015-05-04,123.3387
2015-05-01,123.2500
2015-04-30,123.1547
2015-04-29,123.0704
2015-04-28,122.9606
2015-04-27,122.8379
2015-04-24,122.7118
2015-04-23,122.5793
2015-04-22,122.4328
2015-04-21,122.2737
2015-04-20,122.0947
2015-04-17,121.9203
2015-04-16,121.7717
2015-04-15,121.6012
2015-04-14,121.4255
2015-04-13,121.2418
2015-04-10,121.0566
2015-04-09,120.8601
2015-04-08,120.6710
2015-04-07,120.4814
2015-04-06,120.3000
2015-04-02,120.1298
2015-04-01,119.9732
2015-03-31,119.8213
2015-03-30,119.6560
2015-03-27,119.4668
2015-03-26,119.3105
2015-03-25,119.1596
2015-03-24,119.0076
2015-03-23,118.8249
2015-03-20,118.6313
2015-03-19,118.4220
2015-03-18,118.2152
2015-03-17,117.9932
2015-03-16,117.7810
2015-03-13,117.5752
2015-03-12,117.3869
2015-03-11,117.1936
2015-03-10,117.0070
2015-03-09,116.8084
2015-03-06,116.5883
2015-03-05,116.3814
2015-03-04,116.1615
2015-03-03,115.9415
2015-03-02,115.7097
2015-02-27,115.4924
2015-02-26,115.3000
2015-02-25,115.0989
2015-02-24,114.8857
2015-02-23,114.6592
2015-02-20,114.4285
2015-02-19,114.1651
2015-02-18,113.9406
2015-02-17,113.7376
2015-02-13,113.5445
2015-02-12,113.3520
2015-02-11,113.1729
2015-02-10,112.9942
2015-02-09,112.8214
2015-02-06,112.6518
2015-02-05,112.4777
2015-02-04,112.2973
2015-02-03,112.1280
2015-02-02,111.9567
2015-01-30,111.7938
2015-01-29,111.6377
2015-01-28,111.4594
2015-01-27,111.3511
2015-01-26,111.3046
2015-01-23,111.2438
2015-01-22,111.1777
2015-01-21,111.1023
2015-01-20,111.0545
2015-01-16,111.0170
2015-01-15,110.9830
2015-01-14,110.9545
2015-01-13,110.9236
2015-01-12,110.8853
2015-01-09,110.8493
2015-01-08,110.8070
2015-01-07,110.7620
2015-01-06,110.7366
2015-01-05,110.7281
2015-01-02,110.7061
2014-12-31,110.6757
2014-12-30,110.6448
2014-12-29,110.5974
2014-12-26,110.5455
2014-12-24,110.4989
2014-12-23,110.4552
2014-12-22,110.4218
2014-12-19,110.4040
2014-12-18,110.4035
2014-12-17,110.4078
2014-12-16,110.4176
2014-12-15,110.4346
2014-12-12,110.4706
2014-12-11,110.5183
2014-12-10,110.5435
2014-12-09,110.5576
2014-12-08,110.5278
2014-12-05,110.4926
2014-12-04,110.4402
2014-12-03,110.3954
2014-12-02,110.3448
2014-12-01,110.2912
2014-11-28,110.2365
2014-11-26,110.1644
2014-11-25,110.0882
2014-11-24,110.0114
2014-11-21,109.9359
2014-11-20,109.8759
2014-11-19,109.8249
2014-11-18,109.7740
2014-11-17,109.7309
2014-11-14,109.7070
2014-11-13,109.6789
2014-11-12,109.6535
2014-11-11,109.6513
2014-11-10,109.6538
2014-11-07,109.6631
2014-11-06,109.6744
2014-11-05,109.6852
2014-11-04,109.6998
2014-11-03,109.7073
2014-10-31,109.7137
2014-10-30,109.7303
2014-10-29,109.7570
2014-10-28,109.7907
2014-10-27,109.8204
2014-10-24,109.8638
2014-10-23,109.9069
2014-10-22,109.9525
2014-10-21,110.0039
2014-10-20,110.0066
2014-10-17,110.0341
2014-10-16,110.0713
2014-10-15,110.1346
2014-10-14,110.1994
2014-10-13,110.2465
2014-10-10,110.3102
2014-10-09,110.3654
2014-10-08,110.4102
2014-10-07,110.4362
2014-10-06,110.4770
2014-10-03,110.4926
2014-10-02,110.5077
2014-10-01,110.5421
2014-09-30,110.5724
2014-09-29,110.5795
2014-09-26,110.5746
2014-09-25,110.5705
2014-09-24,110.5800
2014-09-23,110.5773
2014-09-22,110.5850
2014-09-19,110.5822
2014-09-18,110.5730
2014-09-17,110.5706
2014-09-16,110.5754
2014-09-15,110.5843
2014-09-12,110.6022
2014-09-11,110.6147
2014-09-10,110.6215
2014-09-09,110.6234
2014-09-08,110.6254
2014-09-05,110.6298
2014-09-04,110.6630
2014-09-03,110.6900
2014-09-02,110.7131
2014-08-29,110.7405
2014-08-28,110.7565
2014-08-27,110.7700
2014-08-26,110.7742
2014-08-25,110.7750
2014-08-22,110.7782
2014-08-21,110.7891
2014-08-20,110.7997
2014-08-19,110.8118
2014-08-18,110.8393
2014-08-15,110.8720
2014-08-14,110.9207
2014-08-13,110.9613
2014-08-12,111.0205
2014-08-11,111.0931
2014-08-08,111.1631
2014-08-07,111.2345
2014-08-06,111.3127
2014-08-05,111.4039
2014-08-04,111.4762
2014-08-01,111.5600
2014-07-31,111.6397
2014-07-30,111.7185
2014-07-29,111.7814
2014-07-28,111.8438
2014-07-25,111.8995
2014-07-24,111.9535
2014-07-23,111.9968
2014-07-22,112.0198
2014-07-21,112.0160
2014-07-18,112.0241
2014-07-17,112.0374
2014-07-16,112.0653
2014-07-15,112.0796
2014-07-14,112.0789
2014-07-11,112.0741
2014-07-10,112.0811
2014-07-09,112.0988
2014-07-08,112.1160
2014-07-07,112.1328
2014-07-03,112.1292
2014-07-02,112.1301
2014-07-01,112.1381
2014-06-30,112.1407
2014-06-27,112.1504
2014-06-26,112.1479
2014-06-25,112.1490
2014-06-24,112.1574
2014-06-23,112.1468
2014-06-20,112.1205
2014-06-19,112.0823
2014-06-18,112.0366
2014-06-17,111.9925
2014-06-16,111.9475
2014-06-13,111.9003
2014-06-12,111.8540
2014-06-11,111.8073
2014-06-10,111.7429
2014-06-09,111.6500
2014-06-06,111.5495
2014-06-05,111.4450
2014-06-04,111.3513
2014-06-03,111.2689
2014-06-02,111.1804
2014-05-30,111.0902
2014-05-29,111.0044
2014-05-28,110.9181
2014-05-27,110.8374
2014-05-23,110.7568
2014-05-22,110.6902
2014-05-21,110.6273
2014-05-20,110.5708
2014-05-19,110.5252
2014-05-16,110.4633
2014-05-15,110.4048
2014-05-14,110.3417
2014-05-13,110.2620
2014-05-12,110.1770
2014-05-09,110.0982
2014-05-08,110.0311
2014-05-07,109.9675
2014-05-06,109.9047
2014-05-05,109.8429
2014-05-02,109.7704
2014-05-01,109.7140
2014-04-30,109.6692
2014-04-29,109.6185
2014-04-28,109.5722
2014-04-25,109.5363
2014-04-24,109.4856
2014-04-23,109.4234
