Dates,SMA Values
2023-07-20,209.8410
2023-07-19,209.5140
2023-07-18,209.3088
2023-07-17,209.0184
2023-07-14,208.7996
2023-07-13,208.6022
2023-07-12,208.3426
2023-07-11,208.1360
2023-07-10,207.8816
2023-07-07,207.6760
2023-07-06,207.4778
2023-07-05,207.3408
2023-07-03,207.1776
2023-06-30,207.1038
2023-06-29,207.0548
2023-06-28,206.9856
2023-06-27,206.8718
2023-06-26,206.7174
2023-06-23,206.8776
2023-06-22,207.0162
2023-06-21,207.1504
2023-06-20,207.1244
2023-06-16,207.1044
2023-06-15,206.9046
2023-06-14,206.7944
2023-06-13,206.7642
2023-06-12,206.6052
2023-06-09,206.3948
2023-06-08,206.2080
2023-06-07,205.9450
2023-06-06,205.7178
2023-06-05,205.5226
2023-06-02,205.3050
2023-06-01,204.9618
2023-05-31,204.8966
2023-05-30,204.8780
2023-05-26,204.8052
2023-05-25,204.7964
2023-05-24,204.7432
2023-05-23,204.9034
2023-05-22,204.9188
2023-05-19,204.8620
2023-05-18,204.7770
2023-05-17,204.7762
2023-05-16,204.7972
2023-05-15,205.0182
2023-05-12,205.2650
2023-05-11,205.4522
2023-05-10,205.5064
2023-05-09,205.5206
2023-05-08,205.4922
2023-05-05,205.5100
2023-05-04,205.7058
2023-05-03,205.8800
2023-05-02,205.9718
2023-05-01,206.1400
2023-04-28,206.3068
2023-04-27,206.5200
2023-04-26,206.7682
2023-04-25,207.0206
2023-04-24,207.2346
2023-04-21,207.3590
2023-04-20,207.5260
2023-04-19,207.6766
2023-04-18,207.6386
2023-04-17,207.5914
2023-04-14,207.6776
2023-04-13,207.9384
2023-04-12,207.9266
2023-04-11,207.8732
2023-04-10,207.8502
2023-04-06,207.8892
2023-04-05,207.9154
2023-04-04,207.9550
2023-04-03,207.8764
2023-03-31,207.7038
2023-03-30,207.5970
2023-03-29,207.5644
2023-03-28,207.6332
2023-03-27,207.8166
2023-03-24,208.0916
2023-03-23,208.3016
