Dates,MFI Values
2023-03-22,61.9233
2023-03-21,62.4965
2023-03-20,62.6158
2023-03-17,62.1461
2023-03-16,62.0042
2023-03-15,61.9430
2023-03-14,62.6399
2023-03-13,62.5214
2023-03-10,62.0424
2023-03-09,62.6518
2023-03-08,62.2920
2023-03-07,62.1615
2023-03-06,62.0993
2023-03-03,62.7093
2023-03-02,62.1333
2023-03-01,62.3621
2023-02-28,61.7404
2023-02-27,61.2624
2023-02-24,60.7489
2023-02-23,60.7943
2023-02-22,60.3870
2023-02-21,60.2418
2023-02-17,60.6998
2023-02-16,61.1870
2023-02-15,60.9750
2023-02-14,60.8327
2023-02-13,60.0075
2023-02-10,58.4118
2023-02-09,57.8999
2023-02-08,57.8925
2023-02-07,57.4962
2023-02-06,56.9444
2023-02-03,56.8495
2023-02-02,57.3187
2023-02-01,57.4203
2023-01-31,57.2771
2023-01-30,57.3176
2023-01-27,57.7725
2023-01-26,58.1874
2023-01-25,57.6853
2023-01-24,56.8364
2023-01-23,56.3509
2023-01-20,55.7832
2023-01-19,55.7081
2023-01-18,55.7674
2023-01-17,55.7440
2023-01-13,56.3502
2023-01-12,56.4012
2023-01-11,55.8304
2023-01-10,55.7762
2023-01-09,56.3650
2023-01-06,55.7104
2023-01-05,55.7673
2023-01-04,54.4698
2023-01-03,54.5552
2022-12-30,54.5295
2022-12-29,54.7862
2022-12-28,55.2058
2022-12-27,55.0835
2022-12-23,55.2054
2022-12-22,55.0519
2022-12-21,55.6229
2022-12-20,55.7230
2022-12-19,55.0737
2022-12-16,54.3848
2022-12-15,54.1993
2022-12-14,54.6422
2022-12-13,53.9982
2022-12-12,53.9886
2022-12-09,54.0331
2022-12-08,53.3754
2022-12-07,52.8890
2022-12-06,52.6926
2022-12-05,52.6951
2022-12-02,52.1111
2022-12-01,51.9971
2022-11-30,52.5401
2022-11-29,52.0742
2022-11-28,51.4631
2022-11-25,52.0761
2022-11-23,52.2496
2022-11-22,52.4100
2022-11-21,52.9660
2022-11-18,52.8506
2022-11-17,52.9568
2022-11-16,53.3778
2022-11-15,53.9290
2022-11-14,54.6489
2022-11-11,54.4450
2022-11-10,54.2817
2022-11-09,53.2126
2022-11-08,53.2576
2022-11-07,52.4560
2022-11-04,51.7597
2022-11-03,51.2271
2022-11-02,50.4579
2022-11-01,50.2935
2022-10-31,50.4584
2022-10-28,51.2628
2022-10-27,51.4030
2022-10-26,51.3702
2022-10-25,51.7780
2022-10-24,51.9573
2022-10-21,51.5760
2022-10-20,52.1075
2022-10-19,52.3965
2022-10-18,52.5542
2022-10-17,52.1425
2022-10-14,51.7036
2022-10-13,51.3623
2022-10-12,51.4904
2022-10-11,51.3642
2022-10-10,51.7925
2022-10-07,51.9072
2022-10-06,52.3879
2022-10-05,51.9719
2022-10-04,51.7048
2022-10-03,51.2941
2022-09-30,50.8049
2022-09-29,50.7018
2022-09-28,50.5442
2022-09-27,50.1326
2022-09-26,50.0376
2022-09-23,50.4149
2022-09-22,50.9424
2022-09-21,51.4466
2022-09-20,51.2506
2022-09-19,51.7167
2022-09-16,51.1970
2022-09-15,51.0389
2022-09-14,51.1854
2022-09-13,50.8380
2022-09-12,50.8640
2022-09-09,50.4490
2022-09-08,49.9655
2022-09-07,49.1728
2022-09-06,49.4274
2022-09-02,49.1849
2022-09-01,48.9676
2022-08-31,49.8895
2022-08-30,50.1883
2022-08-29,50.1271
2022-08-26,50.5006
2022-08-25,50.4014
2022-08-24,50.5852
2022-08-23,51.0188
2022-08-22,51.1162
2022-08-19,51.0957
2022-08-18,51.4141
2022-08-17,51.5802
2022-08-16,51.4818
2022-08-15,51.0931
2022-08-12,50.5423
2022-08-11,50.1133
2022-08-10,50.0161
2022-08-09,49.6365
2022-08-08,49.5164
2022-08-05,49.5087
2022-08-04,49.7959
2022-08-03,49.4844
2022-08-02,49.0688
2022-08-01,49.0021
2022-07-29,48.3192
2022-07-28,47.9350
2022-07-27,47.9762
2022-07-26,47.4699
2022-07-25,47.5881
2022-07-22,47.4963
2022-07-21,47.1536
2022-07-20,47.1936
2022-07-19,47.2925
2022-07-18,46.6777
2022-07-15,46.9278
2022-07-14,46.4877
2022-07-13,46.6082
2022-07-12,46.9819
2022-07-11,46.8912
2022-07-08,47.3383
2022-07-07,47.2475
2022-07-06,46.8119
2022-07-05,46.4686
2022-07-01,46.8368
2022-06-30,46.9262
2022-06-29,46.8037
2022-06-28,47.2415
2022-06-27,46.8122
2022-06-24,47.2394
2022-06-23,46.7333
2022-06-22,46.5604
2022-06-21,46.5172
2022-06-17,46.5907
2022-06-16,46.0869
2022-06-15,45.9256
2022-06-14,45.2279
2022-06-13,45.1695
2022-06-10,45.1881
2022-06-09,45.1347
2022-06-08,45.5236
2022-06-07,45.7341
2022-06-06,45.3840
2022-06-03,45.1972
2022-06-02,44.7574
2022-06-01,44.1577
2022-05-31,44.1061
2022-05-27,43.7794
2022-05-26,43.8790
2022-05-25,44.0614
2022-05-24,44.2537
2022-05-23,44.1570
2022-05-20,44.1942
2022-05-19,44.7362
2022-05-18,45.1728
2022-05-17,45.1213
2022-05-16,44.6618
2022-05-13,44.5553
2022-05-12,43.9485
2022-05-11,44.8194
2022-05-10,44.7679
2022-05-09,45.2311
2022-05-06,45.7236
2022-05-05,45.6058
2022-05-04,46.0971
2022-05-03,46.3927
2022-05-02,45.6029
2022-04-29,45.5001
2022-04-28,45.3774
2022-04-27,45.3012
2022-04-26,45.4563
2022-04-25,45.3879
2022-04-22,45.9126
2022-04-21,46.6003
2022-04-20,46.4498
2022-04-19,46.2952
2022-04-18,45.6952
2022-04-14,46.0969
2022-04-13,46.3501
2022-04-12,45.7335
2022-04-11,45.1172
2022-04-08,45.2926
2022-04-07,45.8561
2022-04-06,46.3073
2022-04-05,46.7739
2022-04-04,47.4252
2022-04-01,47.2750
2022-03-31,47.0930
2022-03-30,46.9523
2022-03-29,47.0362
2022-03-28,46.5867
2022-03-25,46.4612
2022-03-24,46.7623
2022-03-23,46.3159
2022-03-22,46.9448
2022-03-21,46.9413
2022-03-18,47.2436
2022-03-17,46.6659
2022-03-16,46.8164
2022-03-15,46.9596
2022-03-14,46.4928
2022-03-11,47.1956
2022-03-10,46.8113
2022-03-09,47.3387
2022-03-08,47.4069
2022-03-07,47.5821
2022-03-04,48.0628
2022-03-03,48.0045
2022-03-02,48.5265
2022-03-01,48.1242
2022-02-28,48.6394
2022-02-25,48.0138
2022-02-24,47.4579
2022-02-23,47.3193
2022-02-22,47.8728
2022-02-18,48.4297
2022-02-17,48.2980
2022-02-16,48.0779
2022-02-15,47.5104
2022-02-14,47.5169
2022-02-11,47.4080
2022-02-10,47.3637
2022-02-09,46.6196
2022-02-08,46.1783
2022-02-07,46.2935
2022-02-04,46.3217
2022-02-03,46.8143
2022-02-02,46.3523
2022-02-01,45.7222
2022-01-31,45.2165
2022-01-28,44.5198
2022-01-27,44.4900
2022-01-26,45.0917
2022-01-25,45.9241
2022-01-24,45.4735
2022-01-21,45.4437
2022-01-20,45.4338
2022-01-19,45.3524
2022-01-18,45.2752
2022-01-14,45.4509
2022-01-13,44.9854
2022-01-12,44.9475
2022-01-11,45.0805
2022-01-10,45.5146
2022-01-07,46.1438
2022-01-06,45.2977
2022-01-05,44.9055
2022-01-04,44.1663
2022-01-03,43.5584
2021-12-31,42.9671
2021-12-30,42.5660
2021-12-29,43.3746
2021-12-28,42.8608
2021-12-27,43.6795
2021-12-23,44.7860
2021-12-22,45.4045
2021-12-21,45.9100
2021-12-20,46.1497
2021-12-17,46.6165
2021-12-16,46.4456
2021-12-15,46.0745
2021-12-14,46.9116
2021-12-13,47.2849
2021-12-10,47.8513
2021-12-09,47.7262
2021-12-08,47.5021
2021-12-07,47.9943
2021-12-06,47.5172
2021-12-03,46.9278
2021-12-02,47.3445
2021-12-01,46.8158
2021-11-30,46.8636
2021-11-29,47.2682
2021-11-26,47.1602
2021-11-24,47.3229
2021-11-23,47.2159
2021-11-22,47.6330
2021-11-19,48.0358
2021-11-18,48.2486
2021-11-17,48.2480
2021-11-16,48.6738
2021-11-15,49.0686
2021-11-12,48.4624
2021-11-11,48.1087
2021-11-10,48.4176
2021-11-09,47.9100
2021-11-08,48.2395
2021-11-05,47.8068
2021-11-04,47.3349
2021-11-03,47.0292
2021-11-02,47.3005
2021-11-01,47.4099
2021-10-29,47.0443
2021-10-28,47.4291
2021-10-27,47.4336
2021-10-26,47.9246
2021-10-25,47.8316
2021-10-22,47.7128
2021-10-21,48.1156
2021-10-20,48.5761
2021-10-19,48.7715
2021-10-18,48.2979
2021-10-15,48.2295
2021-10-14,48.1941
2021-10-13,48.6596
2021-10-12,48.6526
2021-10-11,48.6953
2021-10-08,48.7598
2021-10-07,49.0979
2021-10-06,48.6123
2021-10-05,48.3994
2021-10-04,48.1875
2021-10-01,47.7278
2021-09-30,47.2075
2021-09-29,47.0400
2021-09-28,46.3967
2021-09-27,46.2706
2021-09-24,45.7400
2021-09-23,45.2650
2021-09-22,45.7870
2021-09-21,45.0793
2021-09-20,46.1221
2021-09-17,46.7636
2021-09-16,47.1658
2021-09-15,46.7954
2021-09-14,46.8355
2021-09-13,46.6851
2021-09-10,47.0618
2021-09-09,47.6497
2021-09-08,47.2238
2021-09-07,46.8564
2021-09-03,48.1512
2021-09-02,48.8544
2021-09-01,49.3112
2021-08-31,49.6939
2021-08-30,49.3219
2021-08-27,49.0475
2021-08-26,49.5594
2021-08-25,50.3139
2021-08-24,50.5162
2021-08-23,50.5119
2021-08-20,50.2283
2021-08-19,50.5024
2021-08-18,50.8209
2021-08-17,50.8030
2021-08-16,50.8582
2021-08-13,50.7649
2021-08-12,50.6981
2021-08-11,50.3972
2021-08-10,50.3539
2021-08-09,50.3632
2021-08-06,50.3660
2021-08-05,50.1203
2021-08-04,49.7885
2021-08-03,50.0115
2021-08-02,49.9770
2021-07-30,50.2401
2021-07-29,50.2249
2021-07-28,50.2207
2021-07-27,50.1093
2021-07-26,50.4878
2021-07-23,50.0462
2021-07-22,49.3608
2021-07-21,49.7368
2021-07-20,49.1964
2021-07-19,49.3042
2021-07-16,50.0923
2021-07-15,50.0554
2021-07-14,50.6798
2021-07-13,51.1703
2021-07-12,51.2302
2021-07-09,51.1847
2021-07-08,51.1739
2021-07-07,50.6404
2021-07-06,50.5758
2021-07-02,50.5300
2021-07-01,51.0323
2021-06-30,51.0440
2021-06-29,51.0391
2021-06-28,51.1543
2021-06-25,51.2989
2021-06-24,50.8913
2021-06-23,50.4048
2021-06-22,50.0207
2021-06-21,49.5270
2021-06-18,49.4693
2021-06-17,49.4402
2021-06-16,49.4249
2021-06-15,49.3554
2021-06-14,49.5333
2021-06-11,49.5002
2021-06-10,50.0408
2021-06-09,50.2583
2021-06-08,50.2460
2021-06-07,49.7256
2021-06-04,49.2540
2021-06-03,49.1570
2021-06-02,49.0635
2021-06-01,49.2637
2021-05-28,48.7672
2021-05-27,48.4796
2021-05-26,48.9238
2021-05-25,49.4571
2021-05-24,49.0403
2021-05-21,49.2585
2021-05-20,49.5281
2021-05-19,49.7231
2021-05-18,50.3061
2021-05-17,49.8504
2021-05-14,49.6878
2021-05-13,48.9998
2021-05-12,48.9602
2021-05-11,48.8472
2021-05-10,48.7660
2021-05-07,48.2202
2021-05-06,48.3724
2021-05-05,49.0040
2021-05-04,48.9447
2021-05-03,48.9136
2021-04-30,48.3866
2021-04-29,49.0947
2021-04-28,49.6937
2021-04-27,50.4307
2021-04-26,51.0165
2021-04-23,50.5056
2021-04-22,49.9324
2021-04-21,49.3396
2021-04-20,50.0656
2021-04-19,49.8863
2021-04-16,49.4947
2021-04-15,49.0156
2021-04-14,50.0051
2021-04-13,49.3338
2021-04-12,48.5525
2021-04-09,48.1452
2021-04-08,48.8494
2021-04-07,48.4459
2021-04-06,47.9071
2021-04-05,47.4539
2021-04-01,46.7349
2021-03-31,47.7255
2021-03-30,48.3261
2021-03-29,49.0405
2021-03-26,47.8535
2021-03-25,46.7556
2021-03-24,46.3892
2021-03-23,47.6175
2021-03-22,48.9027
2021-03-19,49.6861
2021-03-18,50.4261
2021-03-17,50.9134
2021-03-16,50.8134
2021-03-15,50.9328
2021-03-12,50.7375
2021-03-11,50.5203
2021-03-10,50.3660
2021-03-09,49.8988
2021-03-08,49.9925
2021-03-05,49.9818
2021-03-04,50.4066
2021-03-03,50.9830
2021-03-02,50.8019
2021-03-01,50.4604
2021-02-26,50.1023
2021-02-25,50.0949
2021-02-24,50.1703
2021-02-23,49.9829
2021-02-22,50.3323
2021-02-19,50.3779
2021-02-18,50.0550
2021-02-17,49.9550
2021-02-16,49.8080
2021-02-12,49.4466
2021-02-11,49.7982
2021-02-10,50.1112
2021-02-09,50.0163
2021-02-08,49.6520
2021-02-05,49.7109
2021-02-04,49.6582
2021-02-03,49.3616
2021-02-02,49.0048
2021-02-01,49.2793
2021-01-29,49.1056
2021-01-28,48.9716
2021-01-27,48.6482
2021-01-26,48.6573
2021-01-25,48.8284
2021-01-22,48.6810
2021-01-21,49.1517
2021-01-20,49.5970
2021-01-19,49.2862
2021-01-15,48.9276
2021-01-14,48.7775
2021-01-13,48.8680
2021-01-12,48.6093
2021-01-11,48.1442
2021-01-08,48.8179
2021-01-07,49.5057
2021-01-06,49.6055
2021-01-05,49.6665
2021-01-04,49.6675
2020-12-31,49.6877
2020-12-30,49.5163
2020-12-29,49.3335
2020-12-28,49.0328
2020-12-24,49.2767
2020-12-23,49.1095
2020-12-22,48.7566
2020-12-21,48.4981
2020-12-18,48.5573
2020-12-17,48.5951
2020-12-16,48.5962
2020-12-15,48.6859
2020-12-14,48.9689
2020-12-11,49.3023
2020-12-10,49.2924
2020-12-09,49.3177
2020-12-08,49.4178
2020-12-07,49.5136
2020-12-04,49.0703
2020-12-03,49.3178
2020-12-02,48.7812
2020-12-01,48.5944
2020-11-30,48.3954
2020-11-27,48.4866
2020-11-25,48.3274
2020-11-24,48.5838
2020-11-23,48.3514
2020-11-20,48.1642
2020-11-19,48.4131
2020-11-18,48.9319
2020-11-17,48.3653
2020-11-16,48.0405
2020-11-13,47.5746
2020-11-12,47.3219
2020-11-11,47.3991
2020-11-10,47.8471
2020-11-09,47.3333
2020-11-06,46.7818
2020-11-05,46.9991
2020-11-04,47.0556
2020-11-03,46.8751
2020-11-02,46.5109
2020-10-30,46.2496
2020-10-29,46.4153
2020-10-28,46.4441
2020-10-27,46.6953
2020-10-26,46.7206
2020-10-23,46.7316
2020-10-22,46.7850
2020-10-21,46.5434
2020-10-20,46.7955
2020-10-19,46.8087
2020-10-16,46.9971
2020-10-15,46.8006
2020-10-14,46.8250
2020-10-13,46.6715
2020-10-12,46.8513
2020-10-09,46.8750
2020-10-08,46.6645
2020-10-07,46.6526
2020-10-06,46.7047
2020-10-05,47.1483
2020-10-02,47.1007
2020-10-01,47.1419
2020-09-30,46.6317
2020-09-29,46.2293
2020-09-28,46.2836
2020-09-25,45.8349
2020-09-24,45.5532
2020-09-23,45.6872
2020-09-22,45.8670
2020-09-21,45.6444
2020-09-18,45.7601
2020-09-17,45.8484
2020-09-16,45.9191
2020-09-15,45.7005
2020-09-14,45.4986
2020-09-11,45.4033
2020-09-10,45.5765
2020-09-09,45.7605
2020-09-08,45.8764
2020-09-04,46.1213
2020-09-03,46.1563
2020-09-02,46.3138
2020-09-01,46.2680
2020-08-31,46.5263
2020-08-28,46.7266
2020-08-27,47.0081
2020-08-26,46.9493
2020-08-25,47.0287
2020-08-24,46.7852
2020-08-21,46.3455
2020-08-20,46.5877
2020-08-19,46.8461
2020-08-18,47.1237
2020-08-17,47.2392
2020-08-14,47.5126
2020-08-13,47.3134
2020-08-12,47.5731
2020-08-11,47.8667
2020-08-10,47.3485
2020-08-07,47.2013
2020-08-06,47.5165
2020-08-05,46.9410
2020-08-04,46.2495
2020-08-03,45.9110
2020-07-31,45.6304
2020-07-30,45.8173
2020-07-29,46.1006
2020-07-28,46.6254
2020-07-27,46.7962
2020-07-24,47.1255
2020-07-23,47.3109
2020-07-22,47.6325
2020-07-21,47.3618
2020-07-20,46.9852
2020-07-17,47.1477
2020-07-16,47.3382
2020-07-15,47.6152
2020-07-14,47.0163
2020-07-13,46.5385
2020-07-10,46.1739
2020-07-09,45.8019
2020-07-08,46.0595
2020-07-07,46.2926
2020-07-06,46.7398
2020-07-02,46.2496
2020-07-01,46.7635
2020-06-30,47.2161
2020-06-29,48.0153
2020-06-26,46.9395
2020-06-25,47.6721
2020-06-24,48.3981
2020-06-23,48.9445
2020-06-22,48.3834
2020-06-19,49.1224
2020-06-18,50.0406
2020-06-17,50.7418
2020-06-16,51.5450
2020-06-15,50.5636
2020-06-12,49.5735
2020-06-11,48.2314
2020-06-10,49.6885
2020-06-09,51.4282
2020-06-08,52.8388
2020-06-05,51.5152
2020-06-04,49.7700
2020-06-03,48.7743
2020-06-02,47.8957
2020-06-01,47.6872
2020-05-29,47.1747
2020-05-28,47.7064
2020-05-27,47.1413
2020-05-26,46.7864
2020-05-22,46.4815
2020-05-21,46.6127
2020-05-20,46.0696
2020-05-19,45.6199
2020-05-18,45.3454
2020-05-15,44.5747
2020-05-14,44.4259
2020-05-13,44.9590
2020-05-12,45.1098
2020-05-11,45.2266
2020-05-08,45.1635
2020-05-07,44.6231
2020-05-06,44.1256
2020-05-05,44.5990
2020-05-04,45.3004
2020-05-01,45.5011
2020-04-30,46.0903
2020-04-29,46.6708
2020-04-28,45.6252
2020-04-27,45.2262
2020-04-24,45.8167
2020-04-23,46.3620
2020-04-22,46.1555
2020-04-21,46.3405
2020-04-20,46.8128
2020-04-17,47.2290
2020-04-16,46.2336
2020-04-15,46.5477
2020-04-14,46.9299
2020-04-13,47.0947
2020-04-09,47.6726
2020-04-08,46.9074
2020-04-07,47.6301
2020-04-06,46.8658
2020-04-03,46.1715
2020-04-02,46.9118
2020-04-01,47.8769
2020-03-31,48.6465
2020-03-30,48.1995
2020-03-27,49.1626
2020-03-26,49.9648
2020-03-25,48.4814
2020-03-24,47.0196
2020-03-23,46.4223
2020-03-20,45.8865
2020-03-19,45.4681
2020-03-18,46.0996
2020-03-17,46.6369
2020-03-16,47.3124
2020-03-13,47.8807
2020-03-12,47.1912
2020-03-11,47.7102
2020-03-10,48.7341
2020-03-09,48.8904
2020-03-06,49.0706
2020-03-05,49.7274
2020-03-04,50.1134
2020-03-03,50.6500
2020-03-02,50.6434
2020-02-28,50.4328
2020-02-27,51.2665
2020-02-26,51.3541
2020-02-25,51.8903
2020-02-24,51.9473
2020-02-21,51.9202
2020-02-20,51.5965
2020-02-19,51.4837
2020-02-18,51.4032
2020-02-14,51.4160
2020-02-13,51.7664
2020-02-12,51.7552
2020-02-11,51.2485
2020-02-10,51.2159
2020-02-07,51.2796
2020-02-06,51.5319
2020-02-05,50.6777
2020-02-04,50.1817
2020-02-03,50.2600
2020-01-31,50.2437
2020-01-30,50.8402
2020-01-29,50.9157
2020-01-28,50.7349
2020-01-27,51.3165
2020-01-24,51.2288
2020-01-23,50.0162
2020-01-22,48.8314
2020-01-21,50.0233
2020-01-17,51.4158
2020-01-16,51.5344
2020-01-15,51.6913
2020-01-14,52.3227
2020-01-13,52.3992
2020-01-10,52.9245
2020-01-09,53.7519
2020-01-08,53.7007
2020-01-07,54.4961
2020-01-06,53.5017
2020-01-03,53.3840
2020-01-02,53.6397
2019-12-31,53.9151
2019-12-30,53.4407
2019-12-27,54.9057
2019-12-26,55.3443
2019-12-24,53.8271
2019-12-23,52.1468
2019-12-20,50.0546
2019-12-19,50.2489
2019-12-18,49.7706
2019-12-17,49.2651
2019-12-16,49.6604
2019-12-13,50.0204
2019-12-12,50.4963
2019-12-11,51.0308
2019-12-10,51.5974
2019-12-09,51.5935
2019-12-06,51.8909
2019-12-05,51.9266
2019-12-04,51.9859
2019-12-03,52.3228
2019-12-02,52.6931
2019-11-29,53.1168
2019-11-27,53.0385
2019-11-26,53.3888
2019-11-25,53.4175
2019-11-22,53.4148
2019-11-21,53.0027
2019-11-20,52.8588
2019-11-19,52.9476
2019-11-18,53.6096
2019-11-15,53.9892
2019-11-14,54.0001
2019-11-13,53.4276
2019-11-12,53.8346
2019-11-11,53.7257
2019-11-08,53.0999
2019-11-07,53.3829
2019-11-06,53.3797
2019-11-05,53.4228
2019-11-04,52.9937
2019-11-01,53.0207
2019-10-31,53.0544
2019-10-30,53.3388
2019-10-29,53.2960
2019-10-28,52.9368
2019-10-25,52.9354
2019-10-24,53.3335
2019-10-23,53.2836
2019-10-22,53.0274
2019-10-21,52.8630
2019-10-18,53.7202
2019-10-17,54.1334
2019-10-16,54.1130
2019-10-15,54.0838
2019-10-14,54.3675
2019-10-11,54.4296
2019-10-10,54.4268
2019-10-09,54.4298
2019-10-08,53.9879
2019-10-07,53.9675
2019-10-04,53.6695
2019-10-03,53.8035
2019-10-02,53.4745
2019-10-01,53.5203
2019-09-30,53.5736
2019-09-27,53.8693
2019-09-26,54.1460
2019-09-25,54.0885
2019-09-24,53.6738
2019-09-23,53.1086
2019-09-20,53.0253
2019-09-19,53.6509
2019-09-18,53.7269
2019-09-17,53.7447
2019-09-16,53.8287
2019-09-13,54.0911
2019-09-12,54.0524
2019-09-11,54.2166
2019-09-10,54.0075
2019-09-09,53.5252
2019-09-06,53.4344
2019-09-05,53.1085
2019-09-04,52.7335
2019-09-03,52.4604
2019-08-30,52.4350
2019-08-29,52.1525
2019-08-28,51.9099
2019-08-27,51.9273
2019-08-26,52.2772
2019-08-23,52.1808
2019-08-22,51.5696
2019-08-21,51.3850
2019-08-20,51.4123
2019-08-19,51.6816
2019-08-16,51.8244
2019-08-15,51.3409
2019-08-14,50.9652
2019-08-13,51.3549
2019-08-12,51.5647
2019-08-09,51.4801
2019-08-08,51.2499
2019-08-07,50.9413
2019-08-06,50.9699
2019-08-05,50.9196
2019-08-02,51.2939
2019-08-01,50.9639
2019-07-31,50.9932
2019-07-30,50.4849
2019-07-29,50.0097
2019-07-26,50.3233
2019-07-25,50.3586
2019-07-24,50.6497
2019-07-23,50.8106
2019-07-22,51.2027
2019-07-19,51.2210
2019-07-18,50.9996
2019-07-17,51.3820
2019-07-16,51.3049
2019-07-15,51.0591
2019-07-12,51.1457
2019-07-11,50.8490
2019-07-10,50.9499
2019-07-09,51.0017
2019-07-08,51.0039
2019-07-05,51.2872
2019-07-03,51.0276
2019-07-02,51.2530
2019-07-01,51.5672
2019-06-28,52.0425
2019-06-27,52.1496
2019-06-26,52.4515
2019-06-25,52.0601
2019-06-24,52.3634
2019-06-21,52.3804
2019-06-20,52.2666
2019-06-19,51.9328
2019-06-18,51.5166
2019-06-17,51.0001
2019-06-14,50.7157
2019-06-13,50.7168
2019-06-12,50.6860
2019-06-11,50.7287
2019-06-10,50.7312
2019-06-07,50.7469
2019-06-06,50.7684
2019-06-05,50.7868
2019-06-04,50.9011
2019-06-03,50.5771
2019-05-31,50.7174
2019-05-30,50.9454
2019-05-29,50.7245
2019-05-28,50.8141
2019-05-24,50.8745
2019-05-23,50.7262
2019-05-22,50.8260
2019-05-21,50.9041
2019-05-20,50.5938
2019-05-17,50.6200
2019-05-16,50.4985
2019-05-15,50.0735
2019-05-14,49.9906
2019-05-13,49.9231
2019-05-10,49.9365
2019-05-09,49.8696
2019-05-08,50.0666
2019-05-07,50.2716
2019-05-06,50.6189
2019-05-03,51.0060
2019-05-02,50.9860
2019-05-01,51.2469
2019-04-30,51.2125
2019-04-29,51.5004
2019-04-26,51.6474
2019-04-25,51.5808
2019-04-24,51.3864
2019-04-23,50.9821
2019-04-22,51.1285
2019-04-18,51.4159
2019-04-17,51.0411
2019-04-16,51.4236
2019-04-15,50.8981
2019-04-12,51.3100
2019-04-11,51.0702
2019-04-10,50.4990
2019-04-09,51.0879
2019-04-08,51.3210
2019-04-05,52.3412
2019-04-04,51.6201
2019-04-03,50.9249
2019-04-02,50.8270
2019-04-01,50.2546
2019-03-29,49.6114
2019-03-28,49.0485
2019-03-27,48.9071
2019-03-26,48.1908
2019-03-25,48.0736
2019-03-22,47.8726
2019-03-21,48.2745
2019-03-20,48.8190
2019-03-19,48.4506
2019-03-18,47.6380
2019-03-15,48.5201
2019-03-14,46.6353
2019-03-13,45.9101
2019-03-12,48.0432
2019-03-11,50.1224
2019-03-08,52.2481
2019-03-07,52.9721
2019-03-06,53.6265
2019-03-05,54.1164
2019-03-04,54.2105
2019-03-01,54.5263
2019-02-28,54.2891
2019-02-27,53.7510
2019-02-26,53.6370
2019-02-25,54.1034
2019-02-22,53.5945
2019-02-21,53.6070
2019-02-20,54.0542
2019-02-19,54.1180
2019-02-15,53.6794
2019-02-14,53.1122
2019-02-13,53.0902
2019-02-12,52.6452
2019-02-11,52.7218
2019-02-08,53.1461
2019-02-07,53.0551
2019-02-06,53.6297
2019-02-05,53.0523
2019-02-04,52.3390
2019-02-01,52.2266
2019-01-31,52.0364
2019-01-30,52.3069
2019-01-29,51.1040
2019-01-28,51.1526
2019-01-25,51.0827
2019-01-24,51.2103
2019-01-23,50.7164
2019-01-22,50.5637
2019-01-18,51.2431
2019-01-17,50.4558
2019-01-16,50.4594
2019-01-15,49.9782
2019-01-14,50.0051
2019-01-11,49.8373
2019-01-10,49.3151
2019-01-09,49.2765
2019-01-08,48.5870
2019-01-07,47.8718
2019-01-04,47.8774
2019-01-03,48.0036
2019-01-02,48.6803
2018-12-31,49.4281
2018-12-28,48.7242
2018-12-27,47.7583
2018-12-26,47.1905
2018-12-24,46.5582
2018-12-21,46.9589
2018-12-20,47.6279
2018-12-19,47.6505
2018-12-18,48.2386
2018-12-17,48.3993
2018-12-14,48.0899
2018-12-13,47.7374
2018-12-12,47.5348
2018-12-11,47.6410
2018-12-10,47.6909
2018-12-07,48.1437
2018-12-06,48.6089
2018-12-04,49.4660
2018-12-03,49.5265
