Dates,TEMA Values
2022-12-07,149.9594
2022-12-06,149.2633
2022-12-05,148.4964
2022-12-02,147.5144
2022-12-01,146.5814
2022-11-30,145.8449
2022-11-29,145.0018
2022-11-28,144.2508
2022-11-25,143.5917
2022-11-23,142.7242
2022-11-22,141.9470
2022-11-21,141.2270
2022-11-18,140.4813
2022-11-17,139.6941
2022-11-16,138.9266
2022-11-15,138.1486
2022-11-14,137.2770
2022-11-11,136.4446
2022-11-10,135.4790
2022-11-09,134.4938
2022-11-08,133.7579
2022-11-07,132.9833
2022-11-04,132.3379
2022-11-03,131.8300
2022-11-02,131.4131
2022-11-01,131.2723
2022-10-31,131.2531
2022-10-28,131.2627
2022-10-27,131.2354
2022-10-26,131.3336
2022-10-25,131.6168
2022-10-24,131.5209
2022-10-21,131.5649
2022-10-20,131.6349
2022-10-19,131.7753
2022-10-18,131.9440
2022-10-17,132.1509
2022-10-14,132.4027
2022-10-13,132.7513
2022-10-12,133.1327
2022-10-11,133.5846
2022-10-10,134.0139
2022-10-07,134.4451
2022-10-06,134.9516
2022-10-05,135.3987
2022-10-04,135.8606
2022-10-03,136.2926
2022-09-30,136.9612
2022-09-29,137.7961
2022-09-28,138.5227
2022-09-27,139.0224
2022-09-26,139.7138
2022-09-23,140.4271
2022-09-22,141.0395
2022-09-21,141.4424
2022-09-20,141.7181
2022-09-19,141.9223
2022-09-16,142.1654
2022-09-15,142.4340
2022-09-14,142.5453
2022-09-13,142.6773
2022-09-12,142.8736
2022-09-09,142.7326
2022-09-08,142.6279
2022-09-07,142.5158
2022-09-06,142.4598
2022-09-02,142.5129
2022-09-01,142.5872
2022-08-31,142.6105
2022-08-30,142.4386
2022-08-29,142.2070
2022-08-26,141.8771
2022-08-25,141.5704
2022-08-24,141.1144
2022-08-23,140.8266
2022-08-22,140.6426
2022-08-19,140.4911
2022-08-18,140.2209
2022-08-17,139.7746
2022-08-16,139.3676
2022-08-15,138.8086
2022-08-12,138.2903
2022-08-11,137.7796
2022-08-10,137.3257
2022-08-09,136.8319
2022-08-08,136.4576
2022-08-05,136.0480
2022-08-04,135.6596
2022-08-03,135.2231
2022-08-02,134.7775
2022-08-01,134.4280
2022-07-29,133.9010
2022-07-28,133.6615
2022-07-27,133.4279
2022-07-26,133.2842
2022-07-25,133.1467
2022-07-22,132.9890
2022-07-21,132.7864
2022-07-20,132.4860
2022-07-19,132.2751
2022-07-18,132.1322
2022-07-15,132.2442
2022-07-14,132.3623
2022-07-13,132.5049
2022-07-12,132.7513
2022-07-11,132.9105
2022-07-08,133.3837
2022-07-07,133.8081
2022-07-06,134.2183
2022-07-05,134.7516
2022-07-01,135.2581
2022-06-30,135.7146
2022-06-29,136.2788
2022-06-28,136.8065
2022-06-27,137.3417
2022-06-24,137.8914
2022-06-23,138.3718
2022-06-22,139.0942
2022-06-21,139.7392
2022-06-17,140.4138
2022-06-16,141.1047
2022-06-15,141.9176
2022-06-14,142.7401
2022-06-13,143.9320
2022-06-10,145.3419
2022-06-09,146.4484
2022-06-08,147.3782
2022-06-07,148.1529
2022-06-06,148.9112
2022-06-03,149.7363
2022-06-02,150.5816
2022-06-01,151.4100
2022-05-31,152.5559
2022-05-27,153.7060
2022-05-26,154.8579
2022-05-25,156.1724
2022-05-24,157.6878
2022-05-23,159.3174
2022-05-20,160.8425
2022-05-19,162.5031
2022-05-18,164.0063
2022-05-17,165.5917
2022-05-16,167.0152
2022-05-13,168.7116
2022-05-12,170.3500
2022-05-11,172.1466
2022-05-10,173.7936
2022-05-09,175.3691
2022-05-06,176.9678
2022-05-05,178.1312
2022-05-04,179.2729
2022-05-03,180.2439
2022-05-02,181.3389
2022-04-29,182.6078
2022-04-28,183.8975
2022-04-27,185.0529
2022-04-26,186.2263
2022-04-25,187.0459
2022-04-22,187.6163
2022-04-21,188.1696
2022-04-20,188.6121
2022-04-19,188.9889
2022-04-18,189.3018
2022-04-14,189.8074
2022-04-13,190.2619
2022-04-12,190.6992
2022-04-11,191.3455
2022-04-08,192.0442
2022-04-07,192.7533
2022-04-06,193.3948
2022-04-05,194.0280
2022-04-04,194.5569
2022-04-01,194.8407
2022-03-31,195.1443
2022-03-30,195.4331
2022-03-29,195.6262
2022-03-28,195.8581
2022-03-25,196.2661
2022-03-24,196.6598
2022-03-23,197.0597
2022-03-22,197.5597
2022-03-21,197.9204
2022-03-18,198.4445
2022-03-17,198.7715
2022-03-16,199.1859
2022-03-15,199.6460
2022-03-14,200.3910
2022-03-11,201.2838
2022-03-10,202.1743
2022-03-09,203.0186
2022-03-08,203.8759
2022-03-07,204.8948
2022-03-04,206.0747
2022-03-03,206.9274
2022-03-02,207.5564
2022-03-01,207.9287
2022-02-28,208.3966
2022-02-25,208.5601
2022-02-24,208.8439
2022-02-23,209.2260
2022-02-22,209.6769
2022-02-18,210.0677
2022-02-17,210.1565
2022-02-16,210.1106
2022-02-15,209.9029
2022-02-14,209.7278
2022-02-11,209.7816
2022-02-10,209.7689
2022-02-09,209.5621
2022-02-08,209.4389
2022-02-07,209.3919
2022-02-04,209.3852
2022-02-03,209.5440
2022-02-02,209.7084
2022-02-01,209.8427
2022-01-31,209.9555
2022-01-28,210.3155
2022-01-27,210.9749
2022-01-26,211.6728
2022-01-25,212.2490
2022-01-24,212.5409
2022-01-21,212.8362
2022-01-20,213.1004
2022-01-19,213.1066
2022-01-18,213.0262
2022-01-14,212.7055
2022-01-13,212.3501
2022-01-12,212.0502
2022-01-11,211.9392
2022-01-10,211.8695
2022-01-07,212.0014
2022-01-06,211.9497
2022-01-05,212.0230
2022-01-04,212.0460
2022-01-03,212.0532
2021-12-31,212.2351
2021-12-30,212.6183
2021-12-29,212.9678
2021-12-28,213.2962
2021-12-27,213.5572
2021-12-23,213.9132
2021-12-22,214.2451
2021-12-21,214.6604
2021-12-20,215.1498
2021-12-17,215.9824
2021-12-16,216.7069
2021-12-15,217.5017
2021-12-14,218.1729
2021-12-13,218.8556
2021-12-10,219.4950
2021-12-09,219.9163
2021-12-08,220.2708
2021-12-07,220.5279
2021-12-06,220.8564
2021-12-03,221.2805
2021-12-02,221.9360
2021-12-01,222.4872
2021-11-30,223.4773
2021-11-29,224.1960
2021-11-26,224.9092
2021-11-24,225.6152
2021-11-23,225.9916
2021-11-22,226.4196
2021-11-19,226.8326
2021-11-18,227.1260
2021-11-17,227.0293
2021-11-16,226.9492
2021-11-15,226.8917
2021-11-12,226.6129
2021-11-11,226.6938
2021-11-10,226.8235
2021-11-09,226.9819
2021-11-08,227.0740
2021-11-05,227.1106
2021-11-04,227.0938
2021-11-03,227.4207
2021-11-02,227.7433
2021-11-01,228.0903
2021-10-29,228.3891
2021-10-28,228.9211
2021-10-27,229.4385
2021-10-26,230.0031
2021-10-25,230.4819
2021-10-22,230.8775
2021-10-21,231.2773
2021-10-20,231.6430
2021-10-19,231.9602
2021-10-18,232.2891
2021-10-15,232.5933
2021-10-14,232.9009
2021-10-13,233.2018
2021-10-12,233.3770
2021-10-11,233.5009
2021-10-08,233.5395
2021-10-07,233.5798
2021-10-06,233.6172
2021-10-05,233.6994
2021-10-04,233.7994
2021-10-01,233.9195
2021-09-30,233.9744
2021-09-29,234.2122
2021-09-28,234.2903
2021-09-27,234.5785
2021-09-24,234.6982
2021-09-23,234.9027
2021-09-22,235.1190
2021-09-21,235.4629
2021-09-20,236.0679
2021-09-17,236.6541
2021-09-16,237.1346
2021-09-15,237.6235
2021-09-14,238.0951
2021-09-13,238.6548
2021-09-10,239.1366
2021-09-09,239.7529
2021-09-08,240.2703
2021-09-07,240.8739
2021-09-03,241.4020
2021-09-02,241.8206
2021-09-01,242.1659
2021-08-31,242.5982
2021-08-30,242.9959
2021-08-27,243.4555
2021-08-26,243.7993
2021-08-25,244.3065
2021-08-24,244.6856
2021-08-23,245.0584
2021-08-20,245.4981
2021-08-19,246.1476
2021-08-18,246.8236
2021-08-17,247.3051
2021-08-16,247.6971
2021-08-13,247.8887
2021-08-12,247.9192
2021-08-11,247.8361
2021-08-10,247.7097
2021-08-09,247.6904
2021-08-06,247.7745
2021-08-05,247.8865
2021-08-04,248.0404
2021-08-03,248.2951
2021-08-02,248.4785
2021-07-30,248.7765
2021-07-29,249.0439
2021-07-28,249.1591
2021-07-27,249.2761
2021-07-26,249.6735
2021-07-23,249.9687
2021-07-22,250.3980
2021-07-21,250.8531
2021-07-20,251.2646
2021-07-19,251.8445
2021-07-16,252.7397
2021-07-15,253.3263
2021-07-14,253.7707
2021-07-13,254.1704
2021-07-12,254.4624
2021-07-09,254.4532
2021-07-08,254.4019
2021-07-07,254.4317
2021-07-06,254.6098
2021-07-02,254.6572
2021-07-01,254.6865
2021-06-30,254.6214
2021-06-29,254.5574
2021-06-28,254.6037
2021-06-25,254.5215
2021-06-24,254.1808
2021-06-23,253.7643
2021-06-22,253.5477
2021-06-21,253.3174
2021-06-18,253.0345
2021-06-17,252.9820
2021-06-16,252.8693
2021-06-15,252.6594
2021-06-14,252.3138
2021-06-11,252.0005
2021-06-10,251.6135
2021-06-09,251.1839
2021-06-08,250.7514
2021-06-07,250.1656
2021-06-04,249.5682
2021-06-03,249.0387
2021-06-02,248.4837
2021-06-01,247.7550
2021-05-28,247.0359
2021-05-27,246.5321
2021-05-26,245.9047
2021-05-25,245.5433
2021-05-24,245.1911
2021-05-21,244.9288
2021-05-20,244.7377
2021-05-19,244.7565
2021-05-18,244.8705
2021-05-17,244.8898
2021-05-14,244.8941
2021-05-13,244.8812
2021-05-12,245.0412
2021-05-11,245.2580
2021-05-10,245.2323
2021-05-07,245.0814
2021-05-06,244.8482
2021-05-05,244.7785
2021-05-04,244.7538
2021-05-03,244.5618
2021-04-30,244.3162
2021-04-29,244.0897
2021-04-28,243.8068
2021-04-27,243.5301
2021-04-26,243.0340
2021-04-23,242.5563
2021-04-22,242.1588
2021-04-21,241.8728
2021-04-20,241.5307
2021-04-19,241.2353
2021-04-16,240.6272
2021-04-15,239.8830
2021-04-14,239.0330
2021-04-13,238.1238
2021-04-12,237.1686
2021-04-09,236.3050
2021-04-08,235.3362
2021-04-07,234.2677
2021-04-06,233.2471
2021-04-05,232.1258
2021-04-01,230.8536
2021-03-31,229.7469
2021-03-30,228.5631
2021-03-29,227.4355
2021-03-26,226.3284
2021-03-25,225.3679
2021-03-24,224.3165
2021-03-23,223.4823
2021-03-22,222.5692
2021-03-19,221.3356
2021-03-18,219.9375
2021-03-17,218.5029
2021-03-16,216.8112
2021-03-15,215.3373
2021-03-12,213.5186
2021-03-11,211.5552
2021-03-10,210.0700
2021-03-09,208.7553
2021-03-08,207.8577
2021-03-05,207.1402
2021-03-04,206.4325
2021-03-03,205.6653
2021-03-02,204.7665
2021-03-01,204.0129
2021-02-26,203.2064
2021-02-25,202.7570
2021-02-24,202.1648
2021-02-23,201.1722
2021-02-22,200.6789
2021-02-19,200.1531
2021-02-18,199.4785
2021-02-17,199.0618
2021-02-16,198.4248
2021-02-12,197.7254
2021-02-11,197.1993
2021-02-10,196.6728
2021-02-09,196.0982
2021-02-08,195.4163
2021-02-05,194.8169
2021-02-04,194.3273
2021-02-03,193.7470
2021-02-02,193.2538
2021-02-01,192.9460
2021-01-29,192.7866
2021-01-28,192.6748
2021-01-27,192.4700
2021-01-26,192.3586
2021-01-25,192.0038
2021-01-22,191.6037
2021-01-21,191.1218
2021-01-20,190.5840
2021-01-19,189.9147
2021-01-15,189.2555
2021-01-14,188.7769
2021-01-13,188.1215
2021-01-12,187.5357
2021-01-11,186.9033
2021-01-08,186.3085
2021-01-07,185.6095
2021-01-06,184.8134
2021-01-05,184.0535
2021-01-04,183.2619
2020-12-31,182.7249
2020-12-30,181.8370
2020-12-29,180.8545
2020-12-28,179.8668
2020-12-24,178.8662
2020-12-23,177.8157
2020-12-22,176.6697
2020-12-21,175.5304
2020-12-18,174.3546
2020-12-17,173.1445
2020-12-16,171.8677
2020-12-15,170.4284
2020-12-14,168.8535
2020-12-11,167.2765
2020-12-10,165.6193
2020-12-09,163.8083
2020-12-08,162.0357
2020-12-07,160.0950
2020-12-04,158.0707
2020-12-03,156.1741
2020-12-02,154.1079
2020-12-01,152.4068
2020-11-30,151.0027
2020-11-27,149.6440
2020-11-25,148.0881
2020-11-24,146.4720
2020-11-23,144.8017
2020-11-20,143.3127
2020-11-19,142.1579
2020-11-18,140.8027
2020-11-17,139.4970
2020-11-16,137.9670
2020-11-13,136.6425
2020-11-12,135.7581
2020-11-11,135.1750
2020-11-10,134.4225
2020-11-09,133.4636
2020-11-06,132.7729
2020-11-05,132.7263
2020-11-04,132.7047
2020-11-03,132.8537
2020-11-02,132.9511
2020-10-30,133.2091
2020-10-29,133.6057
2020-10-28,133.8992
2020-10-27,134.2095
2020-10-26,134.3185
2020-10-23,134.2677
2020-10-22,134.0255
2020-10-21,133.7335
2020-10-20,133.5994
2020-10-19,133.3674
2020-10-16,133.1413
2020-10-15,132.9104
2020-10-14,132.7754
2020-10-13,132.6748
2020-10-12,132.6123
2020-10-09,132.3986
2020-10-08,132.1882
2020-10-07,131.9605
2020-10-06,131.8377
2020-10-05,131.8725
2020-10-02,131.5638
2020-10-01,131.3503
2020-09-30,131.1465
2020-09-29,131.0246
2020-09-28,130.9577
2020-09-25,130.8223
2020-09-24,130.9949
2020-09-23,131.4795
2020-09-22,131.8269
2020-09-21,132.0196
2020-09-18,132.2375
2020-09-17,132.3232
2020-09-16,132.2257
2020-09-15,132.1362
2020-09-14,132.1726
2020-09-11,132.1616
2020-09-10,132.3128
2020-09-09,132.5517
2020-09-08,132.7103
2020-09-04,132.8712
2020-09-03,132.7428
2020-09-02,132.6889
2020-09-01,132.4609
2020-08-31,132.3175
2020-08-28,132.1881
2020-08-27,131.9444
2020-08-26,131.7526
2020-08-25,131.6349
2020-08-24,131.4381
2020-08-21,131.1393
2020-08-20,131.1679
2020-08-19,131.1433
2020-08-18,131.1363
2020-08-17,131.1092
2020-08-14,131.0369
2020-08-13,130.7891
2020-08-12,130.6464
2020-08-11,130.4886
2020-08-10,130.1955
2020-08-07,129.9274
2020-08-06,129.9464
2020-08-05,129.9094
2020-08-04,129.8185
2020-08-03,130.0130
2020-07-31,130.3054
2020-07-30,130.7420
2020-07-29,131.0780
2020-07-28,131.3080
2020-07-27,131.4068
2020-07-24,131.5362
2020-07-23,131.5711
2020-07-22,131.5354
2020-07-21,131.4081
2020-07-20,131.3233
2020-07-17,131.3737
2020-07-16,131.3978
2020-07-15,131.3409
2020-07-14,131.0144
2020-07-13,130.9323
2020-07-10,130.9888
2020-07-09,130.9726
2020-07-08,131.1222
2020-07-07,131.0803
2020-07-06,131.0843
2020-07-02,130.8267
2020-07-01,130.7887
2020-06-30,130.7754
2020-06-29,130.6828
2020-06-26,130.2619
2020-06-25,130.5815
2020-06-24,130.7717
2020-06-23,130.9223
2020-06-22,130.7496
2020-06-19,130.5652
2020-06-18,130.4337
2020-06-17,130.1519
2020-06-16,129.8682
2020-06-15,129.4327
2020-06-12,129.2058
2020-06-11,129.0291
2020-06-10,129.4488
2020-06-09,128.8814
2020-06-08,127.9125
2020-06-05,126.5211
2020-06-04,125.8697
2020-06-03,125.8545
2020-06-02,126.1872
2020-06-01,127.1374
2020-05-29,128.1770
2020-05-28,129.4169
2020-05-27,130.5745
2020-05-26,131.7768
2020-05-22,133.1601
2020-05-21,134.8006
2020-05-20,136.4421
2020-05-19,138.3001
2020-05-18,140.2946
2020-05-15,142.1906
2020-05-14,144.6023
2020-05-13,146.9986
2020-05-12,149.4857
2020-05-11,151.9225
2020-05-08,154.3088
2020-05-07,156.6180
2020-05-06,159.1297
2020-05-05,161.9080
2020-05-04,164.6467
2020-05-01,167.2690
2020-04-30,169.8975
2020-04-29,172.3591
2020-04-28,174.9419
2020-04-27,177.8195
2020-04-24,180.8445
2020-04-23,183.9318
2020-04-22,186.8273
2020-04-21,189.8747
2020-04-20,192.9523
2020-04-17,195.8821
2020-04-16,198.5673
2020-04-15,201.9118
2020-04-14,204.9790
2020-04-13,208.2671
2020-04-09,211.4397
2020-04-08,214.5489
2020-04-07,217.8791
2020-04-06,221.4444
2020-04-03,224.8730
2020-04-02,229.1098
2020-04-01,233.4775
2020-03-31,237.7167
2020-03-30,241.4926
2020-03-27,245.2570
2020-03-26,248.8110
2020-03-25,251.8840
2020-03-24,255.6832
2020-03-23,260.5014
2020-03-20,266.0878
2020-03-19,272.1123
2020-03-18,278.1821
2020-03-17,284.2530
2020-03-16,289.7798
2020-03-13,295.2573
2020-03-12,299.6251
2020-03-11,304.5475
2020-03-10,308.5400
2020-03-09,311.3516
2020-03-06,314.3383
2020-03-05,316.3277
2020-03-04,318.4186
2020-03-03,319.8681
2020-03-02,321.4243
2020-02-28,322.7531
2020-02-27,324.5376
2020-02-26,325.9786
2020-02-25,326.9128
2020-02-24,327.9113
2020-02-21,328.5168
2020-02-20,328.7597
2020-02-19,328.8313
2020-02-18,328.8451
2020-02-14,328.8433
2020-02-13,328.7945
2020-02-12,328.6761
2020-02-11,328.4798
2020-02-10,328.3720
2020-02-07,328.2563
2020-02-06,328.3773
2020-02-05,328.3621
2020-02-04,328.7044
2020-02-03,329.4033
2020-01-31,330.1760
2020-01-30,330.8979
2020-01-29,331.4852
2020-01-28,332.1242
2020-01-27,332.9412
2020-01-24,333.7749
2020-01-23,334.4335
2020-01-22,335.2644
2020-01-21,336.3768
2020-01-17,337.3819
2020-01-16,338.0853
2020-01-15,338.5688
2020-01-14,339.1290
2020-01-13,339.6252
2020-01-10,340.1962
2020-01-09,340.7887
2020-01-08,341.2017
2020-01-07,341.7729
2020-01-06,342.1794
2020-01-03,342.7011
2020-01-02,343.2635
2019-12-31,343.8212
2019-12-30,344.6175
2019-12-27,345.4115
2019-12-26,346.1099
2019-12-24,346.8297
2019-12-23,347.4723
2019-12-20,347.9919
2019-12-19,348.8087
2019-12-18,349.4776
2019-12-17,350.2449
2019-12-16,351.1383
2019-12-13,352.0500
2019-12-12,352.5406
2019-12-11,352.9027
2019-12-10,353.1612
2019-12-09,353.4879
2019-12-06,353.7221
2019-12-05,353.8748
2019-12-04,354.2827
2019-12-03,354.6042
2019-12-02,354.8350
2019-11-29,354.9776
2019-11-27,354.7934
2019-11-26,354.5509
2019-11-25,354.1384
2019-11-22,353.7290
2019-11-21,353.3650
2019-11-20,353.1407
2019-11-19,352.7779
2019-11-18,352.5251
2019-11-15,352.1936
2019-11-14,351.7890
2019-11-13,351.5036
2019-11-12,351.3606
2019-11-11,351.2035
2019-11-08,350.9212
2019-11-07,351.1118
2019-11-06,351.1173
2019-11-05,351.2773
2019-11-04,351.3185
2019-11-01,351.5754
2019-10-31,352.0133
2019-10-30,352.6176
2019-10-29,353.0510
2019-10-28,353.4075
2019-10-25,354.0112
2019-10-24,354.6584
2019-10-23,355.1778
2019-10-22,355.8284
2019-10-21,356.5962
2019-10-18,357.5563
2019-10-17,358.1499
2019-10-16,358.0084
2019-10-15,357.7633
2019-10-14,357.5567
2019-10-11,357.2796
2019-10-10,356.9447
2019-10-09,356.7196
2019-10-08,356.3718
2019-10-07,356.0423
2019-10-04,355.6332
2019-10-03,355.2407
2019-10-02,354.9484
2019-10-01,354.7903
2019-09-30,354.4030
2019-09-27,353.8430
2019-09-26,353.2003
2019-09-25,352.4246
2019-09-24,351.6538
2019-09-23,351.0030
2019-09-20,350.4769
2019-09-19,349.8700
2019-09-18,349.1004
2019-09-17,348.2569
2019-09-16,347.4625
2019-09-13,346.8117
2019-09-12,346.1211
2019-09-11,345.5400
2019-09-10,344.7298
2019-09-09,344.3045
2019-09-06,344.1903
2019-09-05,343.9485
2019-09-04,343.7829
2019-09-03,343.7268
2019-08-30,343.7330
2019-08-29,343.4516
2019-08-28,343.2054
2019-08-27,343.0373
2019-08-26,343.0226
2019-08-23,342.8797
2019-08-22,342.8248
2019-08-21,342.8171
2019-08-20,343.2395
2019-08-19,343.9166
2019-08-16,344.5473
2019-08-15,345.2904
2019-08-14,346.1219
2019-08-13,347.1965
2019-08-12,347.9223
2019-08-09,348.6605
2019-08-08,349.2765
2019-08-07,349.9408
2019-08-06,350.8266
2019-08-05,351.6986
2019-08-02,352.6294
2019-08-01,353.3270
2019-07-31,354.1946
2019-07-30,354.8755
2019-07-29,355.3837
2019-07-26,356.1167
2019-07-25,356.7222
2019-07-24,357.2479
2019-07-23,357.3887
2019-07-22,357.1871
2019-07-19,356.9705
2019-07-18,356.6325
2019-07-17,356.7685
2019-07-16,356.6576
2019-07-15,356.7446
2019-07-12,356.8666
2019-07-11,356.8804
2019-07-10,357.0814
2019-07-09,357.4845
2019-07-08,357.8717
2019-07-05,358.3244
2019-07-03,358.6453
2019-07-02,359.0132
2019-07-01,359.3969
2019-06-28,359.7196
2019-06-27,359.8243
2019-06-26,359.9301
2019-06-25,359.7139
2019-06-24,359.6589
2019-06-21,359.4637
2019-06-20,359.3275
2019-06-19,359.0976
2019-06-18,359.0496
2019-06-17,358.8398
2019-06-14,359.1896
2019-06-13,359.7749
2019-06-12,360.3207
2019-06-11,360.9309
2019-06-10,361.4843
2019-06-07,361.9154
2019-06-06,362.3571
2019-06-05,362.8973
2019-06-04,363.5032
2019-06-03,364.2425
2019-05-31,365.1651
2019-05-30,366.0245
2019-05-29,366.6552
2019-05-28,367.3288
2019-05-24,367.8344
2019-05-23,368.3481
2019-05-22,368.9994
2019-05-21,369.5960
2019-05-20,370.0262
2019-05-17,370.6399
2019-05-16,371.1980
2019-05-15,371.8014
2019-05-14,372.6571
2019-05-13,373.6049
2019-05-10,374.7378
2019-05-09,375.3790
2019-05-08,376.0468
2019-05-07,376.6209
2019-05-06,377.2784
2019-05-03,377.5236
2019-05-02,377.6282
2019-05-01,377.7519
2019-04-30,377.8461
2019-04-29,377.9135
2019-04-26,377.9397
2019-04-25,377.9127
2019-04-24,377.8233
2019-04-23,377.9456
2019-04-22,378.1103
2019-04-18,378.2417
2019-04-17,378.2288
2019-04-16,378.2881
2019-04-15,378.2222
2019-04-12,378.3365
2019-04-11,378.3274
2019-04-10,378.5944
2019-04-09,379.0177
2019-04-08,379.3259
2019-04-05,379.4761
2019-04-04,379.1137
2019-04-03,378.6254
2019-04-02,378.4517
2019-04-01,378.0946
2019-03-29,377.7041
2019-03-28,377.6009
2019-03-27,377.6982
2019-03-26,377.8012
2019-03-25,378.0162
2019-03-22,378.2301
2019-03-21,378.6893
2019-03-20,378.8447
2019-03-19,378.8981
2019-03-18,379.0298
2019-03-15,379.1949
2019-03-14,379.1625
2019-03-13,379.2937
2019-03-12,379.3112
2019-03-11,379.3767
2019-03-08,378.7158
2019-03-07,377.3747
2019-03-06,376.0028
2019-03-05,374.5441
2019-03-04,372.8862
2019-03-01,371.1162
2019-02-28,369.0740
2019-02-27,367.0073
2019-02-26,365.0293
2019-02-25,363.2642
2019-02-22,361.4581
2019-02-21,359.6963
2019-02-20,358.0871
2019-02-19,356.3265
2019-02-15,354.6840
2019-02-14,352.9561
2019-02-13,351.4314
2019-02-12,349.8519
2019-02-11,348.2346
2019-02-08,346.7825
2019-02-07,345.2713
2019-02-06,343.7205
2019-02-05,342.0233
2019-02-04,340.3178
2019-02-01,338.9630
2019-01-31,337.8602
2019-01-30,336.7872
2019-01-29,335.6300
2019-01-28,335.1170
2019-01-25,334.6495
2019-01-24,334.1358
2019-01-23,333.7847
2019-01-22,333.4157
2019-01-18,333.0593
2019-01-17,332.4949
2019-01-16,332.0835
2019-01-15,331.8691
2019-01-14,331.6444
2019-01-11,331.4695
2019-01-10,331.2160
2019-01-09,330.9651
2019-01-08,330.9657
2019-01-07,331.0623
2019-01-04,331.5241
2019-01-03,332.0245
2019-01-02,333.0083
2018-12-31,333.6328
2018-12-28,334.3073
2018-12-27,335.1737
2018-12-26,336.0343
2018-12-24,337.0051
2018-12-21,338.5735
2018-12-20,339.8678
2018-12-19,340.9377
2018-12-18,341.8373
2018-12-17,342.5040
2018-12-14,343.5321
2018-12-13,344.5023
2018-12-12,345.2935
2018-12-11,346.0629
2018-12-10,346.9825
2018-12-07,347.7920
2018-12-06,348.7074
2018-12-04,349.3847
2018-12-03,349.7629
