Dates,WILLR Values
2019-04-11,-89.7793
2019-04-10,-95.9579
2019-04-09,-90.0984
2019-04-08,-79.1571
2019-04-05,-59.8799
2019-04-04,-55.1638
2019-04-03,-65.0945
2019-04-02,-58.7093
2019-04-01,-57.8700
2019-03-29,-66.5534
2019-03-28,-73.7456
2019-03-27,-71.9540
2019-03-26,-75.0662
2019-03-25,-74.9867
2019-03-22,-80.0451
2019-03-21,-68.6017
2019-03-20,-60.7187
2019-03-19,-58.3949
2019-03-18,-56.0578
2019-03-15,-48.5050
2019-03-14,-52.6231
2019-03-13,-49.8439
2019-03-12,-51.0960
2019-03-11,-31.6597
2019-03-08,-15.1404
2019-03-07,-15.1275
2019-03-06,-13.9018
2019-03-05,-10.2506
2019-03-04,-8.5927
2019-03-01,-3.4771
2019-02-28,-0.9706
2019-02-27,-0.6124
2019-02-26,-2.2674
2019-02-25,-2.1954
2019-02-22,-0.3147
2019-02-21,-3.6745
2019-02-20,-0.2216
2019-02-19,-1.4088
2019-02-15,-0.0630
2019-02-14,-2.3824
2019-02-13,-1.7581
2019-02-12,-0.8870
2019-02-11,-6.4914
2019-02-08,-5.6967
2019-02-07,-5.4814
2019-02-06,-2.2815
2019-02-05,-0.4819
2019-02-04,-0.0669
2019-02-01,-5.3524
2019-01-31,-6.3810
2019-01-30,-4.2704
2019-01-29,-5.3443
2019-01-28,-7.8793
2019-01-25,-8.0503
2019-01-24,-16.2104
2019-01-23,-18.5770
2019-01-22,-19.4510
2019-01-18,-11.0428
2019-01-17,-17.9861
2019-01-16,-26.6405
2019-01-15,-26.4189
2019-01-14,-28.7334
2019-01-11,-25.6064
2019-01-10,-25.9634
2019-01-09,-36.7723
2019-01-08,-40.8349
2019-01-07,-56.1249
2019-01-04,-57.3929
2019-01-03,-77.3117
2019-01-02,-61.4185
2018-12-31,-63.0312
2018-12-28,-70.5654
2018-12-27,-69.6298
2018-12-26,-73.5816
2018-12-24,-100.0000
2018-12-21,-89.7004
2018-12-20,-80.7557
2018-12-19,-74.0598
2018-12-18,-64.4368
2018-12-17,-79.2293
2018-12-14,-76.4414
2018-12-13,-69.8936
2018-12-12,-68.6209
2018-12-11,-73.4821
2018-12-10,-68.9756
2018-12-07,-72.2407
2018-12-06,-63.1859
2018-12-04,-52.1281
2018-12-03,-33.9140
2018-11-30,-47.6841
2018-11-29,-52.0655
2018-11-28,-61.5168
2018-11-27,-77.6549
2018-11-26,-79.3970
2018-11-23,-83.6115
2018-11-21,-78.3956
2018-11-20,-77.9991
2018-11-19,-95.0312
2018-11-16,-86.4899
2018-11-15,-77.8898
2018-11-14,-73.0695
2018-11-13,-65.7396
2018-11-12,-54.2321
2018-11-09,-35.3947
2018-11-08,-33.2064
2018-11-07,-33.9071
2018-11-06,-42.3610
2018-11-05,-49.2003
2018-11-02,-55.6436
2018-11-01,-47.5400
2018-10-31,-60.0457
2018-10-30,-67.5857
2018-10-29,-89.3983
2018-10-26,-61.4534
2018-10-25,-53.5545
2018-10-24,-59.8189
2018-10-23,-66.7623
2018-10-22,-57.8113
2018-10-19,-57.3887
2018-10-18,-52.7245
2018-10-17,-43.4415
2018-10-16,-39.2906
2018-10-15,-53.4340
2018-10-12,-51.5774
2018-10-11,-54.5962
2018-10-10,-40.4679
2018-10-09,-13.3434
2018-10-08,-12.8453
2018-10-05,-11.7887
2018-10-04,-6.4755
2018-10-03,-2.9887
2018-10-02,-3.7055
2018-10-01,-1.6673
2018-09-28,-5.0227
2018-09-27,-11.6201
2018-09-26,-16.9193
2018-09-25,-11.9793
2018-09-24,-10.2728
2018-09-21,-0.7522
2018-09-20,-9.7712
2018-09-19,-13.9120
2018-09-18,-5.9026
2018-09-17,-19.5226
2018-09-14,-8.4580
2018-09-13,-20.6309
2018-09-12,-26.4441
2018-09-11,-49.5835
2018-09-10,-59.1965
2018-09-07,-36.3016
2018-09-06,-30.9327
2018-09-05,-43.3162
2018-09-04,-44.4763
2018-08-31,-53.8111
2018-08-30,-42.7226
2018-08-29,-33.8465
2018-08-28,-31.0946
2018-08-27,-24.2689
2018-08-24,-36.0318
2018-08-23,-45.6785
2018-08-22,-43.9913
2018-08-21,-37.8453
2018-08-20,-45.2759
2018-08-17,-54.7494
2018-08-16,-56.7467
2018-08-15,-87.0301
2018-08-14,-71.3134
2018-08-13,-72.9745
2018-08-10,-70.7384
2018-08-09,-61.5597
2018-08-08,-56.5798
2018-08-07,-50.2649
2018-08-06,-59.1439
2018-08-03,-55.1812
2018-08-02,-52.4476
2018-08-01,-46.0267
2018-07-31,-38.5251
2018-07-30,-49.6292
2018-07-27,-29.3071
2018-07-26,-32.1255
2018-07-25,-39.3304
2018-07-24,-34.3505
2018-07-23,-44.9460
2018-07-20,-41.4918
2018-07-19,-40.5806
2018-07-18,-30.1971
2018-07-17,-37.2960
2018-07-16,-38.2421
2018-07-13,-41.6102
2018-07-12,-49.9709
2018-07-11,-59.5084
2018-07-10,-47.9861
2018-07-09,-57.1898
2018-07-06,-69.9768
2018-07-05,-72.5412
2018-07-03,-72.9803
2018-07-02,-67.4475
2018-06-29,-68.4487
2018-06-28,-69.9592
2018-06-27,-78.4428
2018-06-26,-75.8433
2018-06-25,-76.0189
2018-06-22,-62.4767
2018-06-21,-64.6723
2018-06-20,-55.8374
2018-06-19,-58.5950
2018-06-18,-34.6722
2018-06-15,-29.1570
2018-06-14,-21.1827
2018-06-13,-16.5725
2018-06-12,-6.0179
2018-06-11,-5.5190
2018-06-08,-7.7640
2018-06-07,-9.1752
2018-06-06,-0.0645
2018-06-05,-8.8497
2018-06-04,-7.7119
2018-06-01,-14.9543
2018-05-31,-23.1899
2018-05-30,-12.2993
2018-05-29,-22.6120
2018-05-25,-8.8678
2018-05-24,-10.8364
2018-05-23,-10.4571
2018-05-22,-18.0246
2018-05-21,-1.9506
2018-05-18,-5.1167
2018-05-17,-21.2884
2018-05-16,-28.5189
2018-05-15,-25.8958
2018-05-14,-20.2620
2018-05-11,-25.1203
2018-05-10,-32.8873
2018-05-09,-44.8453
2018-05-08,-54.9892
2018-05-07,-51.5803
2018-05-04,-61.5092
2018-05-03,-67.6982
2018-05-02,-78.4544
2018-05-01,-69.6012
2018-04-30,-62.9489
2018-04-27,-50.8357
2018-04-26,-47.6750
2018-04-25,-47.5592
2018-04-24,-70.3955
2018-04-23,-54.2115
2018-04-20,-54.4928
2018-04-19,-51.2328
2018-04-18,-50.6371
2018-04-17,-57.7197
2018-04-16,-65.9110
2018-04-13,-70.0314
2018-04-12,-56.4620
2018-04-11,-73.2087
2018-04-10,-60.8473
2018-04-09,-81.2841
2018-04-06,-75.2606
2018-04-05,-58.2492
2018-04-04,-73.0763
2018-04-03,-67.4830
2018-04-02,-81.3503
2018-03-29,-72.3482
2018-03-28,-85.3550
2018-03-27,-90.3884
2018-03-26,-76.3324
2018-03-23,-90.6033
2018-03-22,-90.0601
2018-03-21,-55.0132
2018-03-20,-50.3798
2018-03-19,-52.1390
2018-03-16,-52.9652
2018-03-15,-53.5962
2018-03-14,-53.1852
2018-03-13,-42.0608
2018-03-12,-34.9702
2018-03-09,-21.7910
2018-03-08,-29.1447
2018-03-07,-30.6609
2018-03-06,-28.3139
2018-03-05,-23.5325
2018-03-02,-33.6196
2018-03-01,-27.3526
2018-02-28,-11.7225
2018-02-27,-6.6624
2018-02-26,-0.7515
2018-02-23,-5.5649
2018-02-22,-5.9378
2018-02-21,-10.2484
2018-02-20,-7.4921
2018-02-16,-5.2242
2018-02-15,-3.5919
2018-02-14,-16.9377
2018-02-13,-18.1728
2018-02-12,-17.2426
2018-02-09,-28.2199
2018-02-08,-31.2617
2018-02-07,-13.7806
2018-02-06,-21.1928
2018-02-05,-33.6050
2018-02-02,-12.9385
2018-02-01,-4.5699
2018-01-31,-6.6707
2018-01-30,-16.0976
2018-01-29,-12.3914
2018-01-26,-9.7850
2018-01-25,-9.9044
2018-01-24,-18.9356
2018-01-23,-17.9567
2018-01-22,-15.3560
2018-01-19,-15.6474
2018-01-18,-13.0251
2018-01-17,-1.3041
2018-01-16,-13.7954
2018-01-12,-0.8169
2018-01-11,-0.3808
2018-01-10,-2.7716
2018-01-09,-2.2440
2018-01-08,-1.2477
2018-01-05,-0.0897
2018-01-04,-5.7578
2018-01-03,-3.3118
2018-01-02,-5.3898
2017-12-29,-9.5675
2017-12-28,-6.4505
2017-12-27,-8.0306
2017-12-26,-8.5934
2017-12-22,-9.1562
2017-12-21,-9.3077
2017-12-20,-3.0954
2017-12-19,-0.7424
2017-12-18,-2.7804
2017-12-15,-7.7535
2017-12-14,-6.7295
2017-12-13,-9.2940
2017-12-12,-7.1329
2017-12-11,-11.8340
2017-12-08,-3.9349
2017-12-07,-8.0640
2017-12-06,-11.1214
2017-12-05,-19.6499
2017-12-04,-12.0586
2017-12-01,-25.4234
2017-11-30,-0.8817
2017-11-29,-1.9168
2017-11-28,-0.1099
2017-11-27,-9.5438
2017-11-24,-7.0816
2017-11-22,-8.8648
2017-11-21,-0.0321
2017-11-20,-6.8532
2017-11-17,-14.5145
2017-11-16,-9.2975
2017-11-15,-11.5363
2017-11-14,-14.7985
2017-11-13,-12.8412
2017-11-10,-17.4972
2017-11-09,-12.0108
2017-11-08,-6.1506
2017-11-07,-3.4859
2017-11-06,-9.5383
2017-11-03,-16.5857
2017-11-02,-13.9125
2017-11-01,-26.4581
2017-10-31,-28.0377
2017-10-30,-24.1798
2017-10-27,-32.6549
2017-10-26,-24.1191
2017-10-25,-26.7618
2017-10-24,-3.6756
2017-10-23,-11.5494
2017-10-20,-0.2278
2017-10-19,-14.4597
2017-10-18,-11.4155
2017-10-17,-15.7382
2017-10-16,-12.2983
2017-10-13,-9.2846
2017-10-12,-3.3396
2017-10-11,-0.6838
2017-10-10,-0.4316
2017-10-09,-3.2087
2017-10-06,-2.5388
2017-10-05,-1.4457
2017-10-04,-9.4090
2017-10-03,-7.8969
2017-10-02,-6.7313
2017-09-29,-9.9508
2017-09-28,-9.8335
2017-09-27,-7.7954
2017-09-26,-10.5620
2017-09-25,-9.3927
2017-09-22,-5.2969
2017-09-21,-1.7966
2017-09-20,-2.3439
2017-09-19,-5.1719
2017-09-18,-1.3396
2017-09-15,-1.9037
2017-09-14,-0.8254
2017-09-13,-6.4955
2017-09-12,-9.1342
2017-09-11,-9.0467
2017-09-08,-12.5158
2017-09-07,-17.4818
2017-09-06,-20.8795
2017-09-05,-16.0945
2017-09-01,-9.3995
2017-08-31,-10.7466
2017-08-30,-9.1381
2017-08-29,-9.0778
2017-08-28,-15.7326
2017-08-25,-18.0948
2017-08-24,-11.4353
2017-08-23,-12.4968
2017-08-22,-9.2528
2017-08-21,-16.0536
2017-08-18,-15.8986
2017-08-17,-16.1120
2017-08-16,-12.4134
2017-08-15,-9.7684
2017-08-14,-13.1500
2017-08-11,-16.9501
2017-08-10,-19.6880
2017-08-09,-17.3660
2017-08-08,-11.2815
2017-08-07,-10.1033
2017-08-04,-14.1704
2017-08-03,-13.0731
2017-08-02,-13.4213
2017-08-01,-11.0208
2017-07-31,-5.7803
2017-07-28,-2.0979
2017-07-27,-2.4997
2017-07-26,-0.9058
2017-07-25,-3.9970
2017-07-24,-1.2376
2017-07-21,-0.1672
2017-07-20,-2.7111
2017-07-19,-0.1410
2017-07-18,-4.3213
2017-07-17,-2.1023
2017-07-14,-0.6615
2017-07-13,-7.1819
2017-07-12,-6.5482
2017-07-11,-1.2504
2017-07-10,-2.1299
2017-07-07,-6.9850
2017-07-06,-10.0626
2017-07-05,-8.9215
2017-07-03,-20.0560
2017-06-30,-22.9607
2017-06-29,-23.9635
2017-06-28,-16.4943
2017-06-27,-19.0186
2017-06-26,-14.6555
2017-06-23,-0.4265
2017-06-22,-6.6601
2017-06-21,-7.6591
2017-06-20,-10.7672
2017-06-19,-1.5442
2017-06-16,-6.3615
2017-06-15,-0.4687
2017-06-14,-5.2174
2017-06-13,-3.4758
2017-06-12,-9.6866
2017-06-09,-9.5157
2017-06-08,-10.0855
2017-06-07,-19.9488
2017-06-06,-25.6656
2017-06-05,-14.2586
2017-06-02,-7.6219
2017-06-01,-5.9319
2017-05-31,-3.9756
2017-05-30,-4.7724
2017-05-26,-6.6814
2017-05-25,-2.3323
2017-05-24,-3.8570
2017-05-23,-17.0390
2017-05-22,-15.6908
2017-05-19,-37.4861
2017-05-18,-62.6518
2017-05-17,-52.3159
2017-05-16,-22.9559
2017-05-15,-25.2778
2017-05-12,-18.8365
2017-05-11,-13.6686
2017-05-10,-19.3608
2017-05-09,-2.1925
2017-05-08,-2.9272
2017-05-05,-5.8528
2017-05-04,-22.0736
2017-05-03,-19.3980
2017-05-02,-18.8695
2017-05-01,-21.6852
2017-04-28,-5.1887
2017-04-27,-14.3433
2017-04-26,-21.6333
2017-04-25,-11.3636
2017-04-24,-17.1846
2017-04-21,-24.6189
2017-04-20,-29.1099
2017-04-19,-32.8474
2017-04-18,-31.7890
2017-04-17,-26.9813
2017-04-13,-38.4058
2017-04-12,-36.7690
2017-04-11,-27.1771
2017-04-10,-31.0215
2017-04-07,-26.1113
2017-04-06,-31.7447
2017-04-05,-32.8485
2017-04-04,-23.9851
2017-04-03,-30.4315
2017-03-31,-29.7262
2017-03-30,-25.9642
2017-03-29,-26.6604
2017-03-28,-27.5513
2017-03-27,-31.7087
2017-03-24,-32.5474
2017-03-23,-27.8085
2017-03-22,-28.7299
2017-03-21,-32.0867
2017-03-20,-20.7988
2017-03-17,-18.4622
2017-03-16,-24.7479
2017-03-15,-21.9891
2017-03-14,-21.7569
2017-03-13,-20.7595
2017-03-10,-21.8504
2017-03-09,-16.0216
2017-03-08,-12.3746
2017-03-07,-11.5019
2017-03-06,-14.8994
2017-03-03,-11.0031
2017-03-02,-8.4783
2017-03-01,-2.6989
2017-02-28,-5.6319
2017-02-27,-1.6130
2017-02-24,-5.0267
2017-02-23,-0.5543
2017-02-22,-3.3162
2017-02-21,-2.4974
2017-02-17,-2.3000
2017-02-16,-0.0000
2017-02-15,-3.0633
2017-02-14,-2.8025
2017-02-13,-5.1133
2017-02-10,-11.6568
2017-02-09,-20.5645
2017-02-08,-21.9968
2017-02-07,-16.1402
2017-02-06,-27.7611
2017-02-03,-34.3580
2017-02-02,-32.9642
2017-02-01,-23.6100
2017-01-31,-25.7635
2017-01-30,-17.3453
2017-01-27,-9.0055
2017-01-26,-3.4456
2017-01-25,-5.3328
2017-01-24,-2.3072
2017-01-23,-13.1130
2017-01-20,-4.0510
2017-01-19,-5.4435
2017-01-18,-7.8398
2017-01-17,-10.7517
2017-01-13,-5.5550
2017-01-12,-7.9742
2017-01-11,-3.0015
2017-01-10,-4.4799
2017-01-09,-7.8398
2017-01-06,-3.9770
2017-01-05,-5.5761
2017-01-04,-5.8710
2017-01-03,-11.5494
2016-12-30,-16.3554
2016-12-29,-16.3182
2016-12-28,-14.7907
2016-12-27,-9.3319
2016-12-23,-8.1429
2016-12-22,-8.7940
2016-12-21,-8.7266
2016-12-20,-12.3991
2016-12-19,-13.1067
2016-12-16,-18.7672
2016-12-15,-21.2268
2016-12-14,-18.8683
2016-12-13,-11.4894
2016-12-12,-2.9730
2016-12-09,-1.4191
2016-12-08,-2.2067
2016-12-07,-0.6879
2016-12-06,-6.0697
2016-12-05,-6.3912
2016-12-02,-3.4286
2016-12-01,-2.8503
2016-11-30,-9.7391
2016-11-29,-1.8424
2016-11-28,-4.2435
2016-11-25,-3.0278
2016-11-23,-4.2075
2016-11-22,-2.3067
2016-11-21,-12.4236
2016-11-18,-15.1167
2016-11-17,-19.2394
2016-11-16,-14.7529
2016-11-15,-8.0030
2016-11-14,-0.4042
2016-11-11,-3.4180
2016-11-10,-6.8776
2016-11-09,-3.7072
2016-11-08,-14.7590
2016-11-07,-16.0643
2016-11-04,-33.5843
2016-11-03,-31.1747
2016-11-02,-27.5100
2016-11-01,-19.1767
2016-10-31,-19.0763
2016-10-28,-16.1647
2016-10-27,-14.6586
2016-10-26,-3.2696
2016-10-25,-3.0511
2016-10-24,-11.3763
2016-10-21,-12.4060
2016-10-20,-10.4323
2016-10-19,-7.2368
2016-10-18,-16.7614
2016-10-17,-27.1780
2016-10-14,-31.9129
2016-10-13,-33.0492
2016-10-12,-35.1326
2016-10-11,-29.6402
2016-10-10,-9.7538
2016-10-07,-25.0497
2016-10-06,-19.3837
2016-10-05,-30.4185
2016-10-04,-50.5013
2016-10-03,-49.4180
2016-09-30,-54.7512
2016-09-29,-60.6677
2016-09-28,-50.6679
2016-09-27,-58.2511
2016-09-26,-64.5009
2016-09-23,-54.4178
2016-09-22,-53.6679
2016-09-21,-64.5842
2016-09-20,-87.6670
2016-09-19,-90.2503
2016-09-16,-96.7501
2016-09-15,-80.5698
2016-09-14,-69.2575
2016-09-13,-62.1627
2016-09-12,-53.3105
2016-09-09,-63.6598
2016-09-08,-35.2156
2016-09-07,-34.1315
2016-09-06,-31.3693
2016-09-02,-42.1592
2016-09-01,-49.5884
2016-08-31,-52.2416
2016-08-30,-44.2229
2016-08-29,-31.8999
2016-08-26,-35.8504
2016-08-25,-31.4283
2016-08-24,-29.6005
2016-08-23,-24.5887
2016-08-22,-19.5770
2016-08-19,-22.8199
2016-08-18,-19.5181
2016-08-17,-21.1690
2016-08-16,-19.5181
2016-08-15,-21.5227
2016-08-12,-30.7207
2016-08-11,-31.3103
2016-08-10,-35.5556
2016-08-09,-39.8830
2016-08-08,-42.4561
2016-08-05,-45.1462
2016-08-04,-48.1871
2016-08-03,-44.3275
2016-08-02,-45.9064
2016-08-01,-36.4912
2016-07-29,-33.8596
2016-07-28,-37.6608
2016-07-27,-20.4094
2016-07-26,-6.1562
2016-07-25,-20.4955
2016-07-22,-16.5165
2016-07-21,-16.0661
2016-07-20,-7.1321
2016-07-19,-7.5826
2016-07-18,-12.6872
2016-07-15,-20.8826
2016-07-14,-27.5020
2016-07-13,-38.8495
2016-07-12,-33.3333
2016-07-11,-23.6407
2016-07-08,-45.6861
2016-07-07,-66.5721
2016-07-06,-68.0285
2016-07-05,-67.9592
2016-07-01,-49.0953
2016-06-30,-47.8470
2016-06-29,-67.8205
2016-06-28,-89.3197
2016-06-27,-97.5727
2016-06-24,-85.4868
2016-06-23,-26.8503
2016-06-22,-41.6971
2016-06-21,-43.7823
2016-06-20,-33.5230
2016-06-17,-57.9619
2016-06-16,-61.7153
2016-06-15,-54.8869
2016-06-14,-51.3443
2016-06-13,-56.0946
2016-06-10,-44.4072
2016-06-09,-28.9451
2016-06-08,-29.7340
2016-06-07,-38.1750
2016-06-06,-38.4117
2016-06-03,-74.0693
2016-06-02,-78.2504
2016-06-01,-81.7215
2016-05-31,-83.7726
2016-05-27,-59.5538
2016-05-26,-58.8438
2016-05-25,-62.3938
2016-05-24,-68.3120
2016-05-23,-66.0329
2016-05-20,-67.3983
2016-05-19,-53.2219
2016-05-18,-35.3978
2016-05-17,-25.5947
2016-05-16,-15.3040
2016-05-13,-25.9823
2016-05-12,-12.0589
2016-05-11,-19.3483
2016-05-10,-16.0896
2016-05-09,-28.3963
2016-05-06,-22.7072
2016-05-05,-26.2777
2016-05-04,-27.5808
2016-05-03,-21.2766
2016-05-02,-15.2876
2016-04-29,-12.1749
2016-04-28,-12.1749
2016-04-27,-3.1915
2016-04-26,-12.7430
2016-04-25,-18.9742
2016-04-22,-16.5225
2016-04-21,-17.4164
2016-04-20,-17.9066
2016-04-19,-11.8224
2016-04-18,-13.8697
2016-04-15,-16.2918
2016-04-14,-17.0992
2016-04-13,-16.2630
2016-04-12,-21.0784
2016-04-11,-25.5767
2016-04-08,-25.6632
2016-04-07,-28.2007
2016-04-06,-25.5190
2016-04-05,-28.1142
2016-04-04,-30.1038
2016-04-01,-28.3160
2016-03-31,-28.3737
2016-03-30,-23.6448
2016-03-29,-17.0127
2016-03-28,-15.8304
2016-03-24,-13.4371
2016-03-23,-11.3033
2016-03-22,-4.7866
2016-03-21,-2.6528
2016-03-18,-4.3290
2016-03-17,-20.4600
2016-03-16,-33.4725
2016-03-15,-36.6331
2016-03-14,-42.9720
2016-03-11,-49.4009
2016-03-10,-53.1964
2016-03-09,-53.3761
2016-03-08,-54.5214
2016-03-07,-53.2862
2016-03-04,-57.3961
2016-03-03,-60.6751
2016-03-02,-60.5853
2016-03-01,-61.4336
2016-02-29,-65.2773
2016-02-26,-65.3205
2016-02-25,-68.2141
2016-02-24,-70.8701
2016-02-23,-68.0413
2016-02-22,-66.9832
2016-02-19,-71.7986
2016-02-18,-66.5945
2016-02-17,-69.2506
2016-02-16,-77.3266
2016-02-12,-85.8993
2016-02-11,-86.3096
2016-02-10,-93.0132
2016-02-09,-88.9017
2016-02-08,-87.2053
2016-02-05,-78.3209
2016-02-04,-75.3019
2016-02-03,-80.7395
2016-02-02,-92.9706
2016-02-01,-81.6111
2016-01-29,-85.6319
2016-01-28,-91.5929
2016-01-27,-95.6137
2016-01-26,-73.3788
2016-01-25,-86.3806
2016-01-22,-84.4304
2016-01-21,-88.3634
2016-01-20,-92.4590
2016-01-19,-94.0556
2016-01-15,-95.7047
2016-01-14,-86.3308
2016-01-13,-98.3797
2016-01-12,-86.1528
2016-01-11,-94.0457
2016-01-08,-99.0859
2016-01-07,-97.2337
2016-01-06,-88.2176
2016-01-05,-81.3596
2016-01-04,-86.2334
2015-12-31,-40.4828
2015-12-30,-28.1928
2015-12-29,-21.5273
2015-12-28,-40.2264
2015-12-24,-42.9948
2015-12-23,-36.6156
2015-12-22,-46.0431
2015-12-21,-54.3482
2015-12-18,-61.7555
2015-12-17,-28.1982
2015-12-16,-13.8887
2015-12-15,-22.7550
2015-12-14,-37.8556
2015-12-11,-26.1512
2015-12-10,-18.3037
2015-12-09,-27.8172
2015-12-08,-23.4169
2015-12-07,-8.9357
2015-12-04,-8.7264
2015-12-03,-20.7806
2015-12-02,-14.9910
2015-12-01,-11.7653
2015-11-30,-21.2355
2015-11-27,-15.0323
2015-11-25,-13.0473
2015-11-24,-8.0021
2015-11-23,-9.2841
2015-11-20,-4.9005
2015-11-19,-1.0400
2015-11-18,-2.4960
2015-11-17,-12.3015
2015-11-16,-19.7003
2015-11-13,-27.8567
2015-11-12,-28.0796
2015-11-11,-17.1598
2015-11-10,-16.2736
2015-11-09,-12.6131
2015-11-06,-3.9692
2015-11-05,-3.8369
2015-11-04,-2.3462
2015-11-03,-6.1961
2015-11-02,-3.4823
2015-10-30,-4.4399
2015-10-29,-5.3471
2015-10-28,-3.2792
2015-10-27,-1.5657
2015-10-26,-3.2199
2015-10-23,-3.2199
2015-10-22,-3.2588
2015-10-21,-14.1114
2015-10-20,-21.7277
2015-10-19,-26.3990
2015-10-16,-28.9915
2015-10-15,-29.6554
2015-10-14,-39.6775
2015-10-13,-20.4869
2015-10-12,-19.2539
2015-10-09,-22.3522
2015-10-08,-24.4388
2015-10-07,-30.8252
2015-10-06,-38.3813
2015-10-05,-40.3098
2015-10-02,-44.9257
2015-10-01,-51.4849
2015-09-30,-52.2490
2015-09-29,-58.8937
2015-09-28,-60.7663
2015-09-25,-52.0678
2015-09-24,-55.8734
2015-09-23,-50.0744
2015-09-22,-43.0673
2015-09-21,-36.9361
2015-09-18,-36.7247
2015-09-17,-32.6171
2015-09-16,-33.3722
2015-09-15,-36.0904
2015-09-14,-41.7384
2015-09-11,-41.0135
2015-09-10,-44.3963
2015-09-09,-47.1145
2015-09-08,-43.5808
2015-09-04,-55.8432
2015-09-03,-52.0376
2015-09-02,-53.2155
2015-09-01,-62.8503
2015-08-31,-53.0645
2015-08-28,-45.3326
2015-08-27,-49.4704
2015-08-26,-57.1117
2015-08-25,-68.7399
2015-08-24,-63.6054
2015-08-21,-98.5110
2015-08-20,-98.9427
2015-08-19,-51.8063
2015-08-18,-34.1918
2015-08-17,-35.6909
2015-08-14,-29.6008
2015-08-13,-32.2242
2015-08-12,-54.5235
2015-08-11,-39.3450
2015-08-10,-22.3863
2015-08-07,-54.6172
2015-08-06,-41.4999
2015-08-05,-30.9125
2015-08-04,-52.5140
2015-08-03,-51.1173
2015-07-31,-46.6480
2015-07-30,-57.4488
2015-07-29,-46.9274
2015-07-28,-68.6220
2015-07-27,-75.8845
2015-07-24,-47.6723
2015-07-23,-28.5847
2015-07-22,-25.2328
2015-07-21,-36.6789
2015-07-20,-20.0764
2015-07-17,-18.9181
2015-07-16,-2.9913
2015-07-15,-14.3002
2015-07-14,-5.5781
2015-07-13,-17.0385
2015-07-10,-38.7424
2015-07-09,-55.7809
2015-07-08,-64.7059
2015-07-07,-52.2312
2015-07-06,-80.1134
2015-07-02,-84.5050
2015-07-01,-83.1359
2015-06-30,-98.0903
2015-06-29,-98.9671
2015-06-26,-80.4578
2015-06-25,-80.6850
2015-06-24,-77.0036
2015-06-23,-66.3956
2015-06-22,-60.2825
2015-06-19,-64.1858
2015-06-18,-62.4738
2015-06-17,-75.8271
2015-06-16,-83.2913
2015-06-15,-83.6337
2015-06-12,-80.1413
2015-06-11,-79.0456
2015-06-10,-88.2217
2015-06-09,-98.6304
2015-06-08,-95.9178
2015-06-05,-95.2951
2015-06-04,-93.5362
2015-06-03,-75.1285
2015-06-02,-79.0629
2015-06-01,-93.1147
2015-05-29,-98.5899
2015-05-28,-86.9505
2015-05-27,-82.3489
2015-05-26,-83.7225
2015-05-22,-69.9176
2015-05-21,-52.4725
2015-05-20,-58.8599
2015-05-19,-54.5329
2015-05-18,-56.8681
2015-05-15,-55.7005
2015-05-14,-48.2829
2015-05-13,-64.3544
2015-05-12,-67.6879
2015-05-11,-64.7152
2015-05-08,-67.4941
2015-05-07,-93.1498
2015-05-06,-96.0579
2015-05-05,-95.6284
2015-05-04,-91.0311
2015-05-01,-88.0597
2015-04-30,-96.3308
2015-04-29,-98.0665
2015-04-28,-87.9565
2015-04-27,-85.7032
2015-04-24,-81.0412
2015-04-23,-69.6193
2015-04-22,-59.3629
2015-04-21,-39.0336
2015-04-20,-43.7176
2015-04-17,-65.5054
2015-04-16,-48.6855
2015-04-15,-45.4209
2015-04-14,-33.7443
2015-04-13,-33.5642
2015-04-10,-22.1904
2015-04-09,-22.7875
2015-04-08,-18.9343
2015-04-07,-22.5342
2015-04-06,-27.3457
2015-04-02,-33.0571
2015-04-01,-35.0675
2015-03-31,-29.0010
2015-03-30,-20.0922
2015-03-27,-32.7112
2015-03-26,-34.7589
2015-03-25,-34.5632
2015-03-24,-23.4117
2015-03-23,-19.6293
2015-03-20,-14.1187
2015-03-19,-15.2765
2015-03-18,-9.2755
2015-03-17,-12.9258
2015-03-16,-15.4392
2015-03-13,-21.7225
2015-03-12,-20.3163
2015-03-11,-22.9194
2015-03-10,-19.1793
2015-03-09,-12.2077
2015-03-06,-17.0848
2015-03-05,-13.0455
2015-03-04,-13.1389
2015-03-03,-9.3617
2015-03-02,-13.9086
2015-02-27,-22.0658
2015-02-26,-18.2204
2015-02-25,-14.9279
2015-02-24,-11.4140
2015-02-23,-10.4906
2015-02-20,-1.3338
2015-02-19,-1.4245
2015-02-18,-1.4161
2015-02-17,-0.1328
2015-02-13,-0.3670
2015-02-12,-1.6709
2015-02-11,-1.6119
2015-02-10,-3.0025
2015-02-09,-4.6273
2015-02-06,-3.1438
2015-02-05,-0.9544
2015-02-04,-4.2071
2015-02-03,-3.2888
2015-02-02,-7.1919
2015-01-30,-10.4084
2015-01-29,-1.6986
2015-01-28,-10.5374
2015-01-27,-23.8644
2015-01-26,-13.6916
2015-01-23,-10.1727
2015-01-22,-3.6468
2015-01-21,-22.1711
2015-01-20,-30.0000
2015-01-16,-32.8947
2015-01-15,-37.1053
2015-01-14,-35.5263
2015-01-13,-30.3289
2015-01-12,-32.3026
2015-01-09,-27.8947
2015-01-08,-26.1842
2015-01-07,-41.1730
2015-01-06,-54.1749
2015-01-05,-43.6240
2015-01-02,-37.7902
