Dates,EMA Values
2023-02-03,175.6723
2023-02-02,175.3674
2023-02-01,175.0260
2023-01-31,174.6267
2023-01-30,174.2411
2023-01-27,173.8850
2023-01-26,173.5103
2023-01-25,173.1161
2023-01-24,172.7185
2023-01-23,172.3239
2023-01-20,171.9455
2023-01-19,171.5957
2023-01-18,171.2389
2023-01-17,170.8553
2023-01-13,170.4477
2023-01-12,170.0087
2023-01-11,169.5634
2023-01-10,169.1768
2023-01-09,168.7997
2023-01-06,168.4000
2023-01-05,167.9518
2023-01-04,167.5796
2023-01-03,167.2171
2022-12-30,166.9340
2022-12-29,166.6972
2022-12-28,166.4740
2022-12-27,166.2538
2022-12-23,166.0212
2022-12-22,165.7897
2022-12-21,165.5639
2022-12-20,165.2581
2022-12-19,165.0266
2022-12-16,164.8190
2022-12-15,164.6192
2022-12-14,164.4272
2022-12-13,164.1878
2022-12-12,163.9572
2022-12-09,163.7330
2022-12-08,163.5741
2022-12-07,163.4183
2022-12-06,163.2868
2022-12-05,163.1346
2022-12-02,162.9139
2022-12-01,162.7133
2022-11-30,162.5820
2022-11-29,162.4182
2022-11-28,162.2885
2022-11-25,162.1926
2022-11-23,162.0301
2022-11-22,161.9013
2022-11-21,161.7948
2022-11-18,161.6827
2022-11-17,161.5601
2022-11-16,161.4473
2022-11-15,161.3343
2022-11-14,161.1934
2022-11-11,161.0693
2022-11-10,160.9042
2022-11-09,160.7366
2022-11-08,160.6562
2022-11-07,160.5661
2022-11-04,160.5224
2022-11-03,160.5276
2022-11-02,160.5656
2022-11-01,160.6978
2022-10-31,160.8718
2022-10-28,161.0564
2022-10-27,161.2294
2022-10-26,161.4452
2022-10-25,161.7231
2022-10-24,161.8746
2022-10-21,162.0738
2022-10-20,162.2824
2022-10-19,162.5151
2022-10-18,162.7576
2022-10-17,163.0130
2022-10-14,163.2836
2022-10-13,163.5865
2022-10-12,163.8999
2022-10-11,164.2364
2022-10-10,164.5647
2022-10-07,164.8930
2022-10-06,165.2458
2022-10-05,165.5779
2022-10-04,165.9142
2022-10-03,166.2399
2022-09-30,166.6438
2022-09-29,167.1018
2022-09-28,167.5216
2022-09-27,167.8641
2022-09-26,168.2697
2022-09-23,168.6810
2022-09-22,169.0571
2022-09-21,169.3621
2022-09-20,169.6241
2022-09-19,169.8622
2022-09-16,170.1132
2022-09-15,170.3728
2022-09-14,170.5797
2022-09-13,170.7940
2022-09-12,171.0300
2022-09-09,171.1537
2022-09-08,171.2908
2022-09-07,171.4265
2022-09-06,171.5820
2022-09-02,171.7749
2022-09-01,171.9754
2022-08-31,172.1595
2022-08-30,172.2792
2022-08-29,172.3804
2022-08-26,172.4504
2022-08-25,172.5300
2022-08-24,172.5616
2022-08-23,172.6517
2022-08-22,172.7781
2022-08-19,172.9168
2022-08-18,173.0173
2022-08-17,173.0608
2022-08-16,173.1197
2022-08-15,173.1301
2022-08-12,173.1568
2022-08-11,173.1887
2022-08-10,173.2420
2022-08-09,173.2845
2022-08-08,173.3692
2022-08-05,173.4444
2022-08-04,173.5289
2022-08-03,173.5995
2022-08-02,173.6694
2022-08-01,173.7739
2022-07-29,173.8211
2022-07-28,173.9670
2022-07-27,174.1165
2022-07-26,174.2977
2022-07-25,174.4824
2022-07-22,174.6617
2022-07-21,174.8275
2022-07-20,174.9624
2022-07-19,175.1290
2022-07-18,175.3200
2022-07-15,175.5974
2022-07-14,175.8773
2022-07-13,176.1661
2022-07-12,176.4898
2022-07-11,176.7847
2022-07-08,177.1847
2022-07-07,177.5677
2022-07-06,177.9456
2022-07-05,178.3640
2022-07-01,178.7727
2022-06-30,179.1640
2022-06-29,179.5906
2022-06-28,180.0041
2022-06-27,180.4192
2022-06-24,180.8383
2022-06-23,181.2333
2022-06-22,181.7083
2022-06-21,182.1560
2022-06-17,182.6124
2022-06-16,183.0728
2022-06-15,183.5724
2022-06-14,184.0735
2022-06-13,184.6957
2022-06-10,185.3875
2022-06-09,185.9743
2022-06-08,186.4994
2022-06-07,186.9705
2022-06-06,187.4343
2022-06-03,187.9186
2022-06-02,188.4078
2022-06-01,188.8893
2022-05-31,189.4746
2022-05-27,190.0583
2022-05-26,190.6394
2022-05-25,191.2717
2022-05-24,191.9673
2022-05-23,192.6966
2022-05-20,193.3863
2022-05-19,194.1168
2022-05-18,194.7900
2022-05-17,195.4862
2022-05-16,196.1237
2022-05-13,196.8481
2022-05-12,197.5480
2022-05-11,198.2959
2022-05-10,198.9884
2022-05-09,199.6521
2022-05-06,200.3188
2022-05-05,200.8356
2022-05-04,201.3418
2022-05-03,201.7877
2022-05-02,202.2722
2022-04-29,202.8116
2022-04-28,203.3540
2022-04-27,203.8478
2022-04-26,204.3442
2022-04-25,204.7191
2022-04-22,205.0086
2022-04-21,205.2909
2022-04-20,205.5348
2022-04-19,205.7558
2022-04-18,205.9545
2022-04-14,206.2169
2022-04-13,206.4609
2022-04-12,206.6980
2022-04-11,207.0037
2022-04-08,207.3250
2022-04-07,207.6479
2022-04-06,207.9462
2022-04-05,208.2399
2022-04-04,208.4971
2022-04-01,208.6711
2022-03-31,208.8511
2022-03-30,209.0255
2022-03-29,209.1674
2022-03-28,209.3218
2022-03-25,209.5345
2022-03-24,209.7414
2022-03-23,209.9494
2022-03-22,210.1896
2022-03-21,210.3821
2022-03-18,210.6282
2022-03-17,210.8070
2022-03-16,211.0142
2022-03-15,211.2356
2022-03-14,211.5506
2022-03-11,211.9127
2022-03-10,212.2714
2022-03-09,212.6119
2022-03-08,212.9541
2022-03-07,213.3476
2022-03-04,213.7916
2022-03-03,214.1228
2022-03-02,214.3768
2022-03-01,214.5433
2022-02-28,214.7406
2022-02-25,214.8351
2022-02-24,214.9693
2022-02-23,215.1355
2022-02-22,215.3236
2022-02-18,215.4903
2022-02-17,215.5552
2022-02-16,215.5751
2022-02-15,215.5414
2022-02-14,215.5194
2022-02-11,215.5744
2022-02-10,215.6073
2022-02-09,215.5757
2022-02-08,215.5729
2022-02-07,215.5960
2022-02-04,215.6330
2022-02-03,215.7253
2022-02-02,215.8191
2022-02-01,215.9025
2022-01-31,215.9785
2022-01-28,216.1367
2022-01-27,216.3936
2022-01-26,216.6614
2022-01-25,216.8864
2022-01-24,217.0150
2022-01-21,217.1437
2022-01-20,217.2614
2022-01-19,217.2922
2022-01-18,217.2944
2022-01-14,217.2168
2022-01-13,217.1290
2022-01-12,217.0609
2022-01-11,217.0570
2022-01-10,217.0674
2022-01-07,217.1454
2022-01-06,217.1619
2022-01-05,217.2204
2022-01-04,217.2621
2022-01-03,217.2986
2021-12-31,217.3935
2021-12-30,217.5551
2021-12-29,217.7043
2021-12-28,217.8454
2021-12-27,217.9631
2021-12-23,218.1118
2021-12-22,218.2514
2021-12-21,218.4179
2021-12-20,218.6078
2021-12-17,218.9106
2021-12-16,219.1747
2021-12-15,219.4600
2021-12-14,219.7015
2021-12-13,219.9447
2021-12-10,220.1713
2021-12-09,220.3232
2021-12-08,220.4515
2021-12-07,220.5462
2021-12-06,220.6639
2021-12-03,220.8125
2021-12-02,221.0368
2021-12-01,221.2243
2021-11-30,221.5563
2021-11-29,221.7946
2021-11-26,222.0287
2021-11-24,222.2580
2021-11-23,222.3752
2021-11-22,222.5083
2021-11-19,222.6350
2021-11-18,222.7205
2021-11-17,222.6750
2021-11-16,222.6354
2021-11-15,222.6035
2021-11-12,222.4982
2021-11-11,222.5136
2021-11-10,222.5451
2021-11-09,222.5858
2021-11-08,222.6038
2021-11-05,222.6030
2021-11-04,222.5844
2021-11-03,222.6804
2021-11-02,222.7739
2021-11-01,222.8744
2021-10-29,222.9578
2021-10-28,223.1179
2021-10-27,223.2713
2021-10-26,223.4388
2021-10-25,223.5757
2021-10-22,223.6833
2021-10-21,223.7910
2021-10-20,223.8860
2021-10-19,223.9635
2021-10-18,224.0439
2021-10-15,224.1149
2021-10-14,224.1860
2021-10-13,224.2538
2021-10-12,224.2786
2021-10-11,224.2857
2021-10-08,224.2640
2021-10-07,224.2426
2021-10-06,224.2201
2021-10-05,224.2124
2021-10-04,224.2103
2021-10-01,224.2145
2021-09-30,224.1966
2021-09-29,224.2394
2021-09-28,224.2281
2021-09-27,224.2866
2021-09-24,224.2879
2021-09-23,224.3170
2021-09-22,224.3493
2021-09-21,224.4234
2021-09-20,224.5833
2021-09-17,224.7349
2021-09-16,224.8492
2021-09-15,224.9647
2021-09-14,225.0727
2021-09-13,225.2084
2021-09-10,225.3162
2021-09-09,225.4671
2021-09-08,225.5830
2021-09-07,225.7257
2021-09-03,225.8412
2021-09-02,225.9182
2021-09-01,225.9694
2021-08-31,226.0483
2021-08-30,226.1141
2021-08-27,226.1991
2021-08-26,226.2438
2021-08-25,226.3417
2021-08-24,226.3951
2021-08-23,226.4450
2021-08-20,226.5158
2021-08-19,226.6549
2021-08-18,226.8006
2021-08-17,226.8790
2021-08-16,226.9258
2021-08-13,226.9044
2021-08-12,226.8285
2021-08-11,226.7144
2021-08-10,226.5860
2021-08-09,226.4936
2021-08-06,226.4355
2021-08-05,226.3863
2021-08-04,226.3506
2021-08-03,226.3478
2021-08-02,226.3202
2021-07-30,226.3301
2021-07-29,226.3286
2021-07-28,226.2753
2021-07-27,226.2221
2021-07-26,226.2618
2021-07-23,226.2659
2021-07-22,226.3136
2021-07-21,226.3684
2021-07-20,226.4068
2021-07-19,226.4999
2021-07-16,226.6959
2021-07-15,226.7860
2021-07-14,226.8264
2021-07-13,226.8503
2021-07-12,226.8367
2021-07-09,226.7216
2021-07-08,226.5923
2021-07-07,226.4900
2021-07-06,226.4368
2021-07-02,226.3393
2021-07-01,226.2354
2021-06-30,226.0998
2021-06-29,225.9645
2021-06-28,225.8660
2021-06-25,225.7244
2021-06-24,225.4967
2021-06-23,225.2447
2021-06-22,225.0605
2021-06-21,224.8724
2021-06-18,224.6673
2021-06-17,224.5398
2021-06-16,224.3923
2021-06-15,224.2126
2021-06-14,223.9882
2021-06-11,223.7756
2021-06-10,223.5394
2021-06-09,223.2902
2021-06-08,223.0412
2021-06-07,222.7425
2021-06-04,222.4419
2021-06-03,222.1657
2021-06-02,221.8827
2021-06-01,221.5437
2021-05-28,221.2101
2021-05-27,220.9507
2021-05-26,220.6518
2021-05-25,220.4435
2021-05-24,220.2396
2021-05-21,220.0667
2021-05-20,219.9184
2021-05-19,219.8407
2021-05-18,219.7947
2021-05-17,219.7167
2021-05-14,219.6337
2021-05-13,219.5449
2021-05-12,219.5138
2021-05-11,219.5011
2021-05-10,219.4068
2021-05-07,219.2709
2021-05-06,219.1081
2021-05-05,219.0005
2021-05-04,218.9083
2021-05-03,218.7603
2021-04-30,218.5952
2021-04-29,218.4372
2021-04-28,218.2613
2021-04-27,218.0885
2021-04-26,217.8434
2021-04-23,217.6063
2021-04-22,217.3975
2021-04-21,217.2273
2021-04-20,217.0395
2021-04-19,216.8684
2021-04-16,216.5942
2021-04-15,216.2768
2021-04-14,215.9267
2021-04-13,215.5598
2021-04-12,215.1808
2021-04-09,214.8357
2021-04-08,214.4586
2021-04-07,214.0516
2021-04-06,213.6644
2021-04-05,213.2473
2021-04-01,212.7838
2021-03-31,212.3801
2021-03-30,211.9545
2021-03-29,211.5520
2021-03-26,211.1603
2021-03-25,210.8215
2021-03-24,210.4560
2021-03-23,210.1667
2021-03-22,209.8543
2021-03-19,209.4385
2021-03-18,208.9724
2021-03-17,208.4991
2021-03-16,207.9454
2021-03-15,207.4704
2021-03-12,206.8859
2021-03-11,206.2597
2021-03-10,205.8000
2021-03-09,205.4026
2021-03-08,205.1493
2021-03-05,204.9595
2021-03-04,204.7760
2021-03-03,204.5757
2021-03-02,204.3346
2021-03-01,204.1456
2021-02-26,203.9422
2021-02-25,203.8611
2021-02-24,203.7346
2021-02-23,203.4772
2021-02-22,203.3904
2021-02-19,203.2950
2021-02-18,203.1525
2021-02-17,203.0990
2021-02-16,202.9741
2021-02-12,202.8314
2021-02-11,202.7495
2021-02-10,202.6700
2021-02-09,202.5770
2021-02-08,202.4509
2021-02-05,202.3555
2021-02-04,202.2995
2021-02-03,202.2156
2021-02-02,202.1636
2021-02-01,202.1759
2021-01-29,202.2396
2021-01-28,202.3205
2021-01-27,202.3717
2021-01-26,202.4555
2021-01-25,202.4595
2021-01-22,202.4504
2021-01-21,202.4164
2021-01-20,202.3662
2021-01-19,202.2749
2021-01-15,202.1901
2021-01-14,202.1687
2021-01-13,202.0909
2021-01-12,202.0394
2021-01-11,201.9754
2021-01-08,201.9270
2021-01-07,201.8469
2021-01-06,201.7377
2021-01-05,201.6443
2021-01-04,201.5440
2020-12-31,201.5322
2020-12-30,201.4062
2020-12-29,201.2528
2020-12-28,201.1021
2020-12-24,200.9515
2020-12-23,200.7887
2020-12-22,200.5987
2020-12-21,200.4160
2020-12-18,200.2261
2020-12-17,200.0299
2020-12-16,199.8167
2020-12-15,199.5549
2020-12-14,199.2539
2020-12-11,198.9588
2020-12-10,198.6435
2020-12-09,198.2838
2020-12-08,197.9444
2020-12-07,197.5562
2020-12-04,197.1480
2020-12-03,196.7906
2020-12-02,196.3845
2020-12-01,196.1084
2020-11-30,195.9386
2020-11-27,195.7901
2020-11-25,195.5820
2020-11-24,195.3606
2020-11-23,195.1281
2020-11-20,194.9633
2020-11-19,194.9165
2020-11-18,194.8084
2020-11-17,194.7231
2020-11-16,194.5690
2020-11-13,194.4903
2020-11-12,194.5645
2020-11-11,194.7438
2020-11-10,194.8704
2020-11-09,194.9325
2020-11-06,195.0890
2020-11-05,195.4644
2020-11-04,195.8501
2020-11-03,196.2945
2020-11-02,196.7231
2020-10-30,197.2067
2020-10-29,197.7375
2020-10-28,198.2345
2020-10-27,198.7380
2020-10-26,199.1751
2020-10-23,199.5605
2020-10-22,199.8841
2020-10-21,200.1938
2020-10-20,200.5590
2020-10-19,200.8939
2020-10-16,201.2334
2020-10-15,201.5739
2020-10-14,201.9491
2020-10-13,202.3382
2020-10-12,202.7422
2020-10-09,203.0979
2020-10-08,203.4574
2020-10-07,203.8137
2020-10-06,204.2077
2020-10-05,204.6566
2020-10-02,204.9929
2020-10-01,205.3639
2020-09-30,205.7408
2020-09-29,206.1476
2020-09-28,206.5753
2020-09-25,206.9822
2020-09-24,207.4943
2020-09-23,208.1119
2020-09-22,208.6840
2020-09-21,209.2055
2020-09-18,209.7367
2020-09-17,210.2251
2020-09-16,210.6542
2020-09-15,211.0883
2020-09-14,211.5667
2020-09-11,212.0312
2020-09-10,212.5518
2020-09-09,213.1032
2020-09-08,213.6290
2020-09-04,214.1572
2020-09-03,214.5904
2020-09-02,215.0509
2020-09-01,215.4556
2020-08-31,215.8914
2020-08-28,216.3343
2020-08-27,216.7417
2020-08-26,217.1692
2020-08-25,217.6242
2020-08-24,218.0553
2020-08-21,218.4552
2020-08-20,218.9673
2020-08-19,219.4636
2020-08-18,219.9681
2020-08-17,220.4680
2020-08-14,220.9550
2020-08-13,221.3859
2020-08-12,221.8548
2020-08-11,222.3213
2020-08-10,222.7453
2020-08-07,223.1808
2020-08-06,223.7151
2020-08-05,224.2328
2020-08-04,224.7349
2020-08-03,225.3345
2020-07-31,225.9683
2020-07-30,226.6514
2020-07-29,227.3017
2020-07-28,227.9177
2020-07-27,228.4913
2020-07-24,229.0771
2020-07-23,229.6330
2020-07-22,230.1675
2020-07-21,230.6739
2020-07-20,231.1969
2020-07-17,231.7675
2020-07-16,232.3314
2020-07-15,232.8704
2020-07-14,233.3220
2020-07-13,233.8583
2020-07-10,234.4433
2020-07-09,235.0061
2020-07-08,235.6265
2020-07-07,236.1848
2020-07-06,236.7607
2020-07-02,237.2517
2020-07-01,237.8189
2020-06-30,238.3968
2020-06-29,238.9505
2020-06-26,239.3974
2020-06-25,240.0947
2020-06-24,240.7502
2020-06-23,241.3940
2020-06-22,241.9318
2020-06-19,242.4686
2020-06-18,243.0259
2020-06-17,243.5358
2020-06-16,244.0483
2020-06-15,244.5134
2020-06-12,245.0518
2020-06-11,245.6100
2020-06-10,246.3699
2020-06-09,246.8017
2020-06-08,247.1038
2020-06-05,247.2707
2020-06-04,247.6912
2020-06-03,248.3283
2020-06-02,249.0838
2020-06-01,250.0463
2020-05-29,251.0378
2020-05-28,252.0950
2020-05-27,253.1229
2020-05-26,254.1641
2020-05-22,255.2640
2020-05-21,256.4472
2020-05-20,257.6276
2020-05-19,258.8769
2020-05-18,260.1678
2020-05-15,261.4213
2020-05-14,262.8426
2020-05-13,264.2529
2020-05-12,265.6876
2020-05-11,267.0993
2020-05-08,268.4882
2020-05-07,269.8454
2020-05-06,271.2645
2020-05-05,272.7660
2020-05-04,274.2471
2020-05-01,275.6821
2020-04-30,277.1124
2020-04-29,278.4802
2020-04-28,279.8820
2020-04-27,281.3753
2020-04-24,282.9099
2020-04-23,284.4569
2020-04-22,285.9315
2020-04-21,287.4487
2020-04-20,288.9675
2020-04-17,290.4283
2020-04-16,291.7995
2020-04-15,293.3830
2020-04-14,294.8644
2020-04-13,296.4108
2020-04-09,297.9091
2020-04-08,299.3771
2020-04-07,300.9099
2020-04-06,302.5112
2020-04-03,304.0563
2020-04-02,305.8607
2020-04-01,307.6958
2020-03-31,309.4746
2020-03-30,311.0860
2020-03-27,312.6821
2020-03-26,314.1965
2020-03-25,315.5397
2020-03-24,317.1156
2020-03-23,319.0195
2020-03-20,321.1642
2020-03-19,323.4371
2020-03-18,325.7057
2020-03-17,327.9552
2020-03-16,330.0035
2020-03-13,332.0176
2020-03-12,333.6439
2020-03-11,335.4409
2020-03-10,336.9118
2020-03-09,337.9762
2020-03-06,339.0898
2020-03-05,339.8613
2020-03-04,340.6602
2020-03-03,341.2385
2020-03-02,341.8477
2020-02-28,342.3761
2020-02-27,343.0522
2020-02-26,343.6079
2020-02-25,343.9900
2020-02-24,344.3905
2020-02-21,344.6567
2020-02-20,344.8002
2020-02-19,344.8858
2020-02-18,344.9520
2020-02-14,345.0130
2020-02-13,345.0585
2020-02-12,345.0810
2020-02-11,345.0780
2020-02-10,345.1052
2020-02-07,345.1302
2020-02-06,345.2346
2020-02-05,345.2933
2020-02-04,345.4713
2020-02-03,345.7670
2020-01-31,346.0851
2020-01-30,346.3837
2020-01-29,346.6351
2020-01-28,346.9017
2020-01-27,347.2256
2020-01-24,347.5524
2020-01-23,347.8180
2020-01-22,348.1388
2020-01-21,348.5507
2020-01-17,348.9230
2020-01-16,349.1914
2020-01-15,349.3840
2020-01-14,349.6006
2020-01-13,349.7939
2020-01-10,350.0104
2020-01-09,350.2321
2020-01-08,350.3918
2020-01-07,350.6028
2020-01-06,350.7569
2020-01-03,350.9480
2020-01-02,351.1507
2019-12-31,351.3498
2019-12-30,351.6265
2019-12-27,351.8996
2019-12-26,352.1381
2019-12-24,352.3811
2019-12-23,352.5959
2019-12-20,352.7673
2019-12-19,353.0358
2019-12-18,353.2522
2019-12-17,353.4988
2019-12-16,353.7847
2019-12-13,354.0735
2019-12-12,354.2186
2019-12-11,354.3190
2019-12-10,354.3834
2019-12-09,354.4694
2019-12-06,354.5232
2019-12-05,354.5488
2019-12-04,354.6586
2019-12-03,354.7380
2019-12-02,354.7858
2019-11-29,354.8031
2019-11-27,354.7106
2019-11-26,354.5991
2019-11-25,354.4314
2019-11-22,354.2659
2019-11-21,354.1165
2019-11-20,354.0146
2019-11-19,353.8670
2019-11-18,353.7570
2019-11-15,353.6213
2019-11-14,353.4621
2019-11-13,353.3436
2019-11-12,353.2733
2019-11-11,353.1984
2019-11-08,353.0821
2019-11-07,353.1241
2019-11-06,353.1034
2019-11-05,353.1339
2019-11-04,353.1240
2019-11-01,353.1855
2019-10-31,353.3063
2019-10-30,353.4807
2019-10-29,353.5958
2019-10-28,353.6835
2019-10-25,353.8521
2019-10-24,354.0328
2019-10-23,354.1684
2019-10-22,354.3456
2019-10-21,354.5593
2019-10-18,354.8343
2019-10-17,354.9834
2019-10-16,354.8851
2019-10-15,354.7524
2019-10-14,354.6329
2019-10-11,354.4901
2019-10-10,354.3287
2019-10-09,354.2046
2019-10-08,354.0398
2019-10-07,353.8820
2019-10-04,353.6983
2019-10-03,353.5212
2019-10-02,353.3783
2019-10-01,353.2808
2019-09-30,353.1070
2019-09-27,352.8765
2019-09-26,352.6199
2019-09-25,352.3208
2019-09-24,352.0255
2019-09-23,351.7724
2019-09-20,351.5627
2019-09-19,351.3274
2019-09-18,351.0396
2019-09-17,350.7293
2019-09-16,350.4379
2019-09-13,350.1967
2019-09-12,349.9440
2019-09-11,349.7298
2019-09-10,349.4408
2019-09-09,349.2826
2019-09-06,349.2291
2019-09-05,349.1332
2019-09-04,349.0631
2019-09-03,349.0298
2019-08-30,349.0171
2019-08-29,348.9082
2019-08-28,348.8116
2019-08-27,348.7416
2019-08-26,348.7229
2019-08-23,348.6613
2019-08-22,348.6291
2019-08-21,348.6124
2019-08-20,348.7389
2019-08-19,348.9484
2019-08-16,349.1400
2019-08-15,349.3665
2019-08-14,349.6196
2019-08-13,349.9505
2019-08-12,350.1612
2019-08-09,350.3733
2019-08-08,350.5417
2019-08-07,350.7237
2019-08-06,350.9768
2019-08-05,351.2220
2019-08-02,351.4833
2019-08-01,351.6634
2019-07-31,351.8973
2019-07-30,352.0655
2019-07-29,352.1734
2019-07-26,352.3539
2019-07-25,352.4890
2019-07-24,352.5950
2019-07-23,352.5703
2019-07-22,352.4304
2019-07-19,352.2857
2019-07-18,352.1006
2019-07-17,352.0741
2019-07-16,351.9643
2019-07-15,351.9202
2019-07-12,351.8869
2019-07-11,351.8166
2019-07-10,351.8081
2019-07-09,351.8656
2019-07-08,351.9159
2019-07-05,351.9862
2019-07-03,352.0104
2019-07-02,352.0485
2019-07-01,352.0901
2019-06-28,352.1094
2019-06-27,352.0543
2019-06-26,351.9986
2019-06-25,351.8346
2019-06-24,351.7243
2019-06-21,351.5669
2019-06-20,351.4291
2019-06-19,351.2599
2019-06-18,351.1513
2019-06-17,350.9884
2019-06-14,351.0120
2019-06-13,351.1123
2019-06-12,351.1968
2019-06-11,351.3002
2019-06-10,351.3820
2019-06-07,351.4204
2019-06-06,351.4603
2019-06-05,351.5307
2019-06-04,351.6205
2019-06-03,351.7519
2019-05-31,351.9413
2019-05-30,352.1057
2019-05-29,352.1902
2019-05-28,352.2862
2019-05-24,352.3230
2019-05-23,352.3601
2019-05-22,352.4404
2019-05-21,352.4996
2019-05-20,352.5004
2019-05-17,352.5600
2019-05-16,352.5982
2019-05-15,352.6488
2019-05-14,352.7805
2019-05-13,352.9393
2019-05-10,353.1556
2019-05-09,353.2033
2019-05-08,353.2567
2019-05-07,353.2758
2019-05-06,353.3197
2019-05-03,353.2231
2019-05-02,353.0777
2019-05-01,352.9374
2019-04-30,352.7859
2019-04-29,352.6241
2019-04-26,352.4473
2019-04-25,352.2517
2019-04-24,352.0343
2019-04-23,351.8869
2019-04-22,351.7521
2019-04-18,351.6046
2019-04-17,351.4076
2019-04-16,351.2336
2019-04-15,351.0166
2019-04-12,350.8589
2019-04-11,350.6586
2019-04-10,350.5494
2019-04-09,350.4902
2019-04-08,350.3903
2019-04-05,350.2355
2019-04-04,349.9083
2019-04-03,349.5392
2019-04-02,349.2756
2019-04-01,348.9503
2019-03-29,348.6140
2019-03-28,348.3737
2019-03-27,348.1994
2019-03-26,348.0257
2019-03-25,347.8878
2019-03-22,347.7477
2019-03-21,347.6877
2019-03-20,347.5236
2019-03-19,347.3239
2019-03-18,347.1490
2019-03-15,346.9837
2019-03-14,346.7508
2019-03-13,346.5715
2019-03-12,346.3526
2019-03-11,346.1485
2019-03-08,345.7009
2019-03-07,345.0277
2019-03-06,344.3475
2019-03-05,343.6418
2019-03-04,342.8734
2019-03-01,342.0721
2019-02-28,341.1849
2019-02-27,340.2953
2019-02-26,339.4411
2019-02-25,338.6634
2019-02-22,337.8769
2019-02-21,337.1102
2019-02-20,336.3993
2019-02-19,335.6423
2019-02-15,334.9296
2019-02-14,334.1929
2019-02-13,333.5289
2019-02-12,332.8507
2019-02-11,332.1643
2019-02-08,331.5375
2019-02-07,330.8949
2019-02-06,330.2434
2019-02-05,329.5474
2019-02-04,328.8534
2019-02-01,328.2812
2019-01-31,327.7967
2019-01-30,327.3250
2019-01-29,326.8281
2019-01-28,326.5489
2019-01-25,326.2859
2019-01-24,326.0082
2019-01-23,325.7857
2019-01-22,325.5576
2019-01-18,325.3341
2019-01-17,325.0417
2019-01-16,324.8014
2019-01-15,324.6274
2019-01-14,324.4498
2019-01-11,324.2889
2019-01-10,324.1015
2019-01-09,323.9151
2019-01-08,323.8125
2019-01-07,323.7411
2019-01-04,323.7904
2019-01-03,323.8501
2019-01-02,324.0685
2018-12-31,324.1630
2018-12-28,324.2713
2018-12-27,324.4404
2018-12-26,324.6038
2018-12-24,324.8001
2018-12-21,325.1916
2018-12-20,325.4855
2018-12-19,325.6993
2018-12-18,325.8518
2018-12-17,325.9227
2018-12-14,326.1109
2018-12-13,326.2753
2018-12-12,326.3758
2018-12-11,326.4654
2018-12-10,326.6013
2018-12-07,326.6965
2018-12-06,326.8232
2018-12-04,326.8664
2018-12-03,326.8065
2018-11-30,326.5754
