Dates,ULTOSC Values
2018-12-07,54.8681
2018-12-06,60.1299
2018-12-04,58.3938
2018-12-03,63.2941
2018-11-30,65.4163
2018-11-29,57.9898
2018-11-28,54.6742
2018-11-27,49.4447
2018-11-26,44.2676
2018-11-23,43.8194
2018-11-21,41.7810
2018-11-20,45.2914
2018-11-19,37.8155
2018-11-16,47.0838
2018-11-15,46.6417
2018-11-14,48.8053
2018-11-13,49.6129
2018-11-12,52.1935
2018-11-09,56.8746
2018-11-08,61.1827
2018-11-07,54.0189
2018-11-06,49.8212
2018-11-05,51.0037
2018-11-02,49.0607
2018-11-01,53.5116
2018-10-31,50.8899
2018-10-30,51.2567
2018-10-29,40.9427
2018-10-26,48.0143
2018-10-25,52.0893
2018-10-24,47.3327
2018-10-23,50.6426
2018-10-22,46.9214
2018-10-19,41.8236
2018-10-18,44.6637
2018-10-17,49.8380
2018-10-16,49.4632
2018-10-15,45.6060
2018-10-12,46.8709
2018-10-11,47.5211
2018-10-10,56.1751
2018-10-09,68.6678
2018-10-08,67.0316
2018-10-05,62.6181
2018-10-04,63.4528
2018-10-03,60.5340
2018-10-02,60.6104
2018-10-01,57.3290
2018-09-28,48.7738
2018-09-27,48.2708
2018-09-26,45.5760
2018-09-25,49.6646
2018-09-24,50.5026
2018-09-21,57.1747
2018-09-20,55.8582
2018-09-19,52.8066
2018-09-18,56.3222
2018-09-17,53.6297
2018-09-14,58.4071
2018-09-13,60.6220
2018-09-12,61.3925
2018-09-11,54.4626
2018-09-10,49.3378
2018-09-07,55.1002
2018-09-06,54.7546
2018-09-05,54.9268
2018-09-04,50.9128
2018-08-31,40.6159
2018-08-30,45.5728
2018-08-29,49.9832
2018-08-28,52.4703
2018-08-27,61.1527
2018-08-24,57.1238
2018-08-23,57.1948
2018-08-22,56.5969
2018-08-21,59.9212
2018-08-20,56.1536
2018-08-17,53.5238
2018-08-16,52.2811
2018-08-15,43.4366
2018-08-14,46.7705
2018-08-13,48.3586
2018-08-10,49.2330
2018-08-09,51.9409
2018-08-08,47.9867
2018-08-07,47.6982
2018-08-06,46.6632
2018-08-03,49.7167
2018-08-02,51.9299
2018-08-01,51.8348
2018-07-31,54.4774
2018-07-30,49.1832
2018-07-27,60.6393
2018-07-26,63.5545
2018-07-25,64.3528
2018-07-24,61.9236
2018-07-23,60.6361
2018-07-20,57.9911
2018-07-19,59.9321
2018-07-18,67.0833
2018-07-17,63.9368
2018-07-16,63.1844
2018-07-13,55.4972
2018-07-12,55.7659
2018-07-11,50.3275
2018-07-10,55.3059
2018-07-09,45.7521
2018-07-06,40.2681
2018-07-05,37.4134
2018-07-03,37.0194
2018-07-02,38.2987
2018-06-29,32.7665
2018-06-28,32.3325
2018-06-27,28.7300
2018-06-26,34.6633
2018-06-25,37.7944
2018-06-22,36.4026
2018-06-21,36.7289
2018-06-20,38.8504
2018-06-19,40.1865
2018-06-18,45.7632
2018-06-15,51.1410
2018-06-14,50.7634
2018-06-13,53.2937
2018-06-12,61.3180
2018-06-11,56.0696
2018-06-08,60.0836
2018-06-07,55.5802
2018-06-06,59.9946
2018-06-05,53.7702
2018-06-04,59.2744
2018-06-01,52.7820
2018-05-31,55.7920
2018-05-30,61.3793
2018-05-29,60.5189
2018-05-25,65.0299
2018-05-24,63.2903
2018-05-23,61.7023
2018-05-22,57.2537
2018-05-21,62.4210
2018-05-18,56.1533
2018-05-17,48.7056
2018-05-16,48.1958
2018-05-15,52.5995
2018-05-14,58.8506
2018-05-11,55.0203
2018-05-10,56.2183
2018-05-09,53.9303
2018-05-08,52.7180
2018-05-07,54.7867
2018-05-04,57.1318
2018-05-03,50.3626
2018-05-02,44.7844
2018-05-01,48.7244
2018-04-30,47.5710
2018-04-27,54.2986
2018-04-26,53.2101
2018-04-25,53.0018
2018-04-24,44.8308
2018-04-23,57.1819
2018-04-20,53.0276
2018-04-19,56.0159
2018-04-18,51.2897
2018-04-17,48.5308
2018-04-16,48.8879
2018-04-13,51.6857
2018-04-12,56.6290
2018-04-11,51.2225
2018-04-10,55.6739
2018-04-09,53.5010
2018-04-06,54.8924
2018-04-05,59.5242
2018-04-04,55.2557
2018-04-03,45.5536
2018-04-02,40.4893
2018-03-29,41.4696
2018-03-28,40.3921
2018-03-27,39.1429
2018-03-26,46.2005
2018-03-23,42.9095
2018-03-22,45.1013
2018-03-21,50.0027
2018-03-20,51.8671
2018-03-19,49.2035
2018-03-16,49.7923
2018-03-15,46.9424
2018-03-14,49.7631
2018-03-13,52.3132
2018-03-12,52.0523
2018-03-09,53.3713
2018-03-08,49.3852
2018-03-07,52.1154
2018-03-06,50.3678
2018-03-05,52.1680
2018-03-02,42.7931
2018-03-01,39.4938
2018-02-28,40.1961
2018-02-27,52.0245
2018-02-26,57.2950
2018-02-23,51.3635
2018-02-22,53.0726
2018-02-21,55.2784
2018-02-20,52.6943
2018-02-16,54.5807
2018-02-15,60.6478
2018-02-14,54.1957
2018-02-13,52.7929
2018-02-12,53.2133
2018-02-09,52.9751
2018-02-08,50.7143
2018-02-07,56.3874
2018-02-06,54.6492
2018-02-05,49.5638
2018-02-02,52.1667
2018-02-01,56.3055
2018-01-31,58.0296
2018-01-30,50.6837
2018-01-29,46.4202
2018-01-26,55.7201
2018-01-25,53.9202
2018-01-24,52.5833
2018-01-23,57.4530
2018-01-22,59.8409
2018-01-19,60.8944
2018-01-18,64.9771
2018-01-17,74.8998
2018-01-16,69.6993
2018-01-12,81.3853
2018-01-11,78.7476
2018-01-10,73.7075
2018-01-09,74.4950
2018-01-08,71.3327
2018-01-05,65.7970
2018-01-04,50.6817
2018-01-03,47.7906
2018-01-02,45.5042
2017-12-29,46.5210
2017-12-28,52.1071
2017-12-27,48.1353
2017-12-26,48.7237
2017-12-22,48.3429
2017-12-21,51.6409
2017-12-20,52.6804
2017-12-19,55.8729
2017-12-18,54.5439
2017-12-15,55.9791
2017-12-14,56.1331
2017-12-13,58.1248
2017-12-12,56.0828
2017-12-11,57.7745
2017-12-08,59.9609
2017-12-07,59.7477
2017-12-06,58.8441
2017-12-05,56.5369
2017-12-04,58.8424
2017-12-01,59.8167
2017-11-30,71.9096
2017-11-29,62.1325
2017-11-28,56.4317
2017-11-27,52.7801
2017-11-24,54.8947
2017-11-22,54.6589
2017-11-21,57.6447
2017-11-20,52.8799
2017-11-17,48.7373
2017-11-16,52.4590
2017-11-15,53.0019
2017-11-14,51.6495
2017-11-13,53.4414
2017-11-10,54.0253
2017-11-09,52.5898
2017-11-08,58.0727
2017-11-07,58.2030
2017-11-06,57.4322
2017-11-03,53.5775
2017-11-02,55.1003
2017-11-01,47.8191
2017-10-31,50.6245
2017-10-30,53.9139
2017-10-27,54.0906
2017-10-26,57.3940
2017-10-25,56.8647
2017-10-24,61.5104
2017-10-23,59.8451
2017-10-20,66.6368
2017-10-19,64.1784
2017-10-18,62.8631
2017-10-17,61.2304
2017-10-16,63.4435
2017-10-13,65.9516
2017-10-12,67.7675
2017-10-11,68.8758
2017-10-10,66.2292
2017-10-09,62.7206
2017-10-06,58.2524
2017-10-05,54.8269
2017-10-04,50.2539
2017-10-03,48.4420
2017-10-02,52.3167
2017-09-29,51.5483
2017-09-28,49.3514
2017-09-27,51.3196
2017-09-26,56.6997
2017-09-25,61.4010
2017-09-22,63.4365
2017-09-21,66.8302
2017-09-20,66.4863
2017-09-19,66.8186
2017-09-18,71.8564
2017-09-15,66.1416
2017-09-14,59.5944
2017-09-13,55.3710
2017-09-12,50.6198
2017-09-11,51.2877
2017-09-08,54.1611
2017-09-07,52.0294
2017-09-06,46.0106
2017-09-05,51.9883
2017-09-01,57.3149
2017-08-31,63.7568
2017-08-30,65.1816
2017-08-29,63.3459
2017-08-28,55.0467
2017-08-25,48.4401
2017-08-24,57.0606
2017-08-23,55.9739
2017-08-22,61.0392
2017-08-21,51.5110
2017-08-18,45.6375
2017-08-17,44.9032
2017-08-16,49.9041
2017-08-15,54.1627
2017-08-14,55.4624
2017-08-11,49.6926
2017-08-10,41.7631
2017-08-09,42.8098
2017-08-08,49.3997
2017-08-07,56.1324
2017-08-04,65.5391
2017-08-03,65.5553
2017-08-02,66.2020
2017-08-01,71.1637
2017-07-31,75.6502
2017-07-28,81.6607
2017-07-27,81.0164
2017-07-26,79.8942
2017-07-25,64.2349
2017-07-24,68.5421
2017-07-21,63.4393
2017-07-20,60.2107
2017-07-19,62.2920
2017-07-18,56.9199
2017-07-17,56.1003
2017-07-14,58.2601
2017-07-13,55.6199
2017-07-12,53.0356
2017-07-11,55.5398
2017-07-10,49.7689
2017-07-07,45.2392
2017-07-06,39.0748
2017-07-05,46.4533
2017-07-03,39.9896
2017-06-30,42.1293
2017-06-29,41.6637
2017-06-28,47.1078
2017-06-27,47.9949
2017-06-26,56.5552
2017-06-23,64.6479
2017-06-22,59.9712
2017-06-21,63.0284
2017-06-20,61.9135
2017-06-19,68.6573
2017-06-16,67.1243
2017-06-15,65.2430
2017-06-14,56.8057
2017-06-13,58.2664
2017-06-12,58.6008
2017-06-09,56.9337
2017-06-08,58.4657
2017-06-07,55.9618
2017-06-06,54.1828
2017-06-05,61.3608
2017-06-02,63.9419
2017-06-01,63.1458
2017-05-31,63.7776
2017-05-30,63.8425
2017-05-26,57.8655
2017-05-25,59.4010
2017-05-24,55.9830
2017-05-23,52.7900
2017-05-22,55.1357
2017-05-19,56.4030
2017-05-18,50.6905
2017-05-17,51.4232
2017-05-16,62.9278
2017-05-15,60.9735
2017-05-12,66.2738
2017-05-11,67.7090
2017-05-10,62.0415
2017-05-09,62.7220
2017-05-08,62.0099
2017-05-05,58.6795
2017-05-04,58.0566
2017-05-03,60.2344
2017-05-02,58.1380
2017-05-01,58.4622
2017-04-28,59.9761
2017-04-27,53.9767
2017-04-26,56.7462
2017-04-25,54.3867
2017-04-24,48.6835
2017-04-21,48.4513
2017-04-20,43.1855
2017-04-19,44.2709
2017-04-18,45.2906
2017-04-17,44.6932
2017-04-13,40.8749
2017-04-12,43.7219
2017-04-11,46.7920
2017-04-10,43.6859
2017-04-07,48.1378
2017-04-06,48.3685
2017-04-05,54.1014
2017-04-04,59.3472
2017-04-03,55.3984
2017-03-31,58.2368
2017-03-30,54.5907
2017-03-29,52.1734
2017-03-28,53.7148
2017-03-27,47.3207
2017-03-24,43.4214
2017-03-23,44.4316
2017-03-22,47.4251
2017-03-21,40.1034
2017-03-20,47.1189
2017-03-17,46.9319
2017-03-16,45.2137
2017-03-15,46.2908
2017-03-14,45.5106
2017-03-13,41.8741
2017-03-10,43.8787
2017-03-09,47.5760
2017-03-08,52.4656
2017-03-07,54.0262
2017-03-06,55.7403
2017-03-03,59.1475
2017-03-02,63.6936
2017-03-01,71.0551
2017-02-28,70.1547
2017-02-27,73.8150
2017-02-24,73.5861
2017-02-23,74.5518
2017-02-22,73.4751
2017-02-21,70.8011
2017-02-17,64.2440
2017-02-16,62.2771
2017-02-15,59.7813
2017-02-14,57.8886
2017-02-13,56.8271
2017-02-10,54.6189
2017-02-09,47.3178
2017-02-08,48.1054
2017-02-07,48.7402
2017-02-06,47.3468
2017-02-03,51.8236
2017-02-02,55.4657
2017-02-01,55.0344
2017-01-31,57.4079
2017-01-30,60.8059
2017-01-27,62.7352
2017-01-26,64.6866
2017-01-25,63.2588
2017-01-24,55.4731
2017-01-23,52.7774
2017-01-20,55.3947
2017-01-19,52.4718
2017-01-18,52.8532
2017-01-17,51.1925
2017-01-13,56.0549
2017-01-12,59.2746
2017-01-11,57.8697
2017-01-10,53.6633
2017-01-09,52.0622
2017-01-06,53.1827
2017-01-05,52.8900
2017-01-04,50.4694
2017-01-03,47.6914
2016-12-30,42.6777
2016-12-29,45.7202
2016-12-28,47.0451
2016-12-27,49.6814
2016-12-23,48.2996
2016-12-22,44.9640
2016-12-21,48.8908
2016-12-20,50.3300
2016-12-19,52.2826
2016-12-16,55.3598
2016-12-15,58.7594
2016-12-14,58.9388
2016-12-13,63.8051
2016-12-12,72.3588
2016-12-09,64.5290
2016-12-08,66.1099
2016-12-07,65.7191
2016-12-06,61.0395
2016-12-05,56.7187
2016-12-02,64.2364
2016-12-01,61.3206
2016-11-30,60.7286
2016-11-29,65.0164
2016-11-28,57.8137
2016-11-25,54.8256
2016-11-23,55.2430
2016-11-22,58.7267
2016-11-21,54.7781
2016-11-18,59.2667
2016-11-17,55.6492
2016-11-16,62.1940
2016-11-15,63.9141
2016-11-14,68.5105
2016-11-11,63.4494
2016-11-10,59.0366
2016-11-09,57.5687
2016-11-08,51.6440
2016-11-07,50.1988
2016-11-04,55.3188
2016-11-03,57.5549
2016-11-02,57.2308
2016-11-01,61.8604
2016-10-31,62.7021
2016-10-28,63.3897
2016-10-27,64.4268
2016-10-26,67.4185
2016-10-25,51.8394
2016-10-24,52.4030
2016-10-21,49.2832
2016-10-20,44.7473
2016-10-19,48.6511
2016-10-18,47.5337
2016-10-17,47.6007
2016-10-14,53.4560
2016-10-13,56.2701
2016-10-12,55.4835
2016-10-11,57.8848
2016-10-10,60.7547
2016-10-07,61.3731
2016-10-06,62.2361
2016-10-05,59.1261
2016-10-04,54.3521
2016-10-03,55.9447
2016-09-30,56.7288
2016-09-29,58.4521
2016-09-28,60.1241
2016-09-27,55.2836
2016-09-26,52.9325
2016-09-23,54.0609
2016-09-22,51.8685
2016-09-21,56.4243
2016-09-20,42.6905
2016-09-19,44.5561
2016-09-16,44.8392
2016-09-15,48.5974
2016-09-14,49.0579
2016-09-13,53.3339
2016-09-12,52.7491
2016-09-09,41.1238
2016-09-08,51.8293
2016-09-07,45.0191
2016-09-06,44.7471
2016-09-02,37.9394
2016-09-01,34.8066
2016-08-31,31.9040
2016-08-30,34.8879
2016-08-29,39.4379
2016-08-26,39.9409
2016-08-25,47.2740
2016-08-24,49.5016
2016-08-23,51.8523
2016-08-22,58.2751
2016-08-19,54.1268
2016-08-18,53.7544
2016-08-17,55.7416
2016-08-16,53.1900
2016-08-15,44.9326
2016-08-12,41.3124
2016-08-11,38.2347
2016-08-10,38.2898
2016-08-09,42.5223
2016-08-08,38.7166
2016-08-05,38.0031
2016-08-04,42.2823
2016-08-03,44.0817
2016-08-02,50.0780
2016-08-01,51.4656
2016-07-29,51.8446
2016-07-28,51.0211
2016-07-27,58.8276
2016-07-26,67.1534
2016-07-25,65.2329
2016-07-22,62.4879
2016-07-21,52.7569
2016-07-20,57.1579
2016-07-19,61.0849
2016-07-18,59.8596
2016-07-15,59.5785
2016-07-14,52.5719
2016-07-13,50.9492
2016-07-12,55.4083
2016-07-11,61.2572
2016-07-08,61.2230
2016-07-07,52.0703
2016-07-06,45.2048
2016-07-05,41.4666
2016-07-01,44.2246
2016-06-30,42.1861
2016-06-29,39.4206
2016-06-28,35.0888
2016-06-27,36.9197
2016-06-24,39.3121
2016-06-23,56.0622
2016-06-22,52.4249
2016-06-21,53.6404
2016-06-20,58.4416
2016-06-17,54.3995
2016-06-16,49.9258
2016-06-15,53.6835
2016-06-14,59.0821
2016-06-13,57.0179
2016-06-10,63.2037
2016-06-09,58.5518
2016-06-08,57.0121
2016-06-07,55.5598
2016-06-06,58.8424
2016-06-03,51.1439
2016-06-02,48.8760
2016-06-01,43.5557
2016-05-31,37.2673
2016-05-27,42.8260
2016-05-26,41.0029
2016-05-25,44.3333
2016-05-24,40.2732
2016-05-23,40.7727
2016-05-20,36.3464
2016-05-19,42.6492
2016-05-18,44.2775
2016-05-17,47.5171
2016-05-16,52.7744
2016-05-13,47.1689
2016-05-12,52.4118
2016-05-11,50.1173
2016-05-10,56.4770
2016-05-09,47.5844
2016-05-06,56.1936
2016-05-05,57.9938
2016-05-04,58.3105
2016-05-03,60.3087
2016-05-02,59.7173
2016-04-29,59.9039
2016-04-28,56.2307
2016-04-27,62.7279
2016-04-26,55.6245
2016-04-25,49.7822
2016-04-22,49.6444
2016-04-21,52.7768
2016-04-20,53.9077
2016-04-19,52.1554
2016-04-18,49.2294
2016-04-15,50.6632
2016-04-14,50.4968
2016-04-13,50.8506
2016-04-12,50.1560
2016-04-11,46.3822
2016-04-08,45.9367
2016-04-07,51.8844
2016-04-06,54.5104
2016-04-05,53.1597
2016-04-04,51.5759
2016-04-01,53.2018
2016-03-31,52.6159
2016-03-30,55.7828
2016-03-29,65.4690
2016-03-28,63.9627
2016-03-24,68.6355
2016-03-23,68.7338
2016-03-22,73.5500
2016-03-21,74.2673
2016-03-18,74.0529
2016-03-17,71.5911
2016-03-16,71.0440
2016-03-15,69.0387
2016-03-14,67.7633
2016-03-11,64.0027
2016-03-10,63.6493
2016-03-09,60.9050
2016-03-08,59.8920
2016-03-07,59.9299
2016-03-04,59.9027
2016-03-03,59.0711
2016-03-02,56.1074
2016-03-01,52.9982
2016-02-29,52.5533
2016-02-26,56.8254
2016-02-25,60.4384
2016-02-24,61.7554
2016-02-23,56.9926
2016-02-22,54.5675
2016-02-19,54.7903
2016-02-18,55.8953
2016-02-17,55.5073
2016-02-16,50.9249
2016-02-12,51.1206
2016-02-11,45.8630
2016-02-10,48.7210
2016-02-09,54.3082
2016-02-08,56.3546
2016-02-05,48.3081
2016-02-04,50.6255
2016-02-03,49.6671
2016-02-02,43.9004
2016-02-01,48.1736
2016-01-29,44.3311
2016-01-28,40.6108
2016-01-27,35.0646
2016-01-26,46.7843
2016-01-25,37.8714
2016-01-22,40.0222
2016-01-21,39.7927
2016-01-20,35.9127
2016-01-19,33.3578
2016-01-15,34.0160
2016-01-14,36.6056
2016-01-13,31.1826
2016-01-12,34.3576
2016-01-11,30.1717
2016-01-08,30.9961
2016-01-07,36.7970
2016-01-06,43.8341
2016-01-05,48.5499
2016-01-04,49.4220
2015-12-31,56.5263
2015-12-30,51.0612
2015-12-29,48.1047
2015-12-28,44.3806
2015-12-24,45.9810
2015-12-23,47.5082
2015-12-22,43.9390
2015-12-21,43.0357
2015-12-18,43.5697
2015-12-17,46.7875
2015-12-16,53.2174
2015-12-15,53.3895
2015-12-14,48.0243
2015-12-11,47.2703
2015-12-10,49.0746
2015-12-09,45.0545
2015-12-08,43.7170
2015-12-07,47.8315
2015-12-04,49.5657
2015-12-03,42.3779
2015-12-02,41.1160
2015-12-01,43.5789
2015-11-30,45.6944
2015-11-27,51.9077
2015-11-25,58.4200
2015-11-24,61.5571
2015-11-23,57.9137
2015-11-20,58.7618
2015-11-19,60.7832
2015-11-18,56.5588
2015-11-17,55.1675
2015-11-16,54.6583
2015-11-13,52.0310
2015-11-12,54.5244
2015-11-11,58.3977
2015-11-10,59.5240
2015-11-09,61.3044
2015-11-06,66.8021
2015-11-05,66.7522
2015-11-04,66.5334
2015-11-03,67.0429
2015-11-02,66.6232
2015-10-30,69.1715
2015-10-29,70.6054
2015-10-28,71.7263
2015-10-27,70.7256
2015-10-26,71.1124
2015-10-23,62.3756
2015-10-22,63.0762
2015-10-21,60.7447
2015-10-20,56.9574
2015-10-19,60.3404
2015-10-16,59.2456
2015-10-15,58.7106
2015-10-14,57.5532
2015-10-13,75.8584
2015-10-12,73.0055
2015-10-09,72.1956
2015-10-08,71.7325
2015-10-07,63.9404
2015-10-06,62.1683
2015-10-05,62.3468
2015-10-02,54.1663
2015-10-01,47.3197
2015-09-30,46.3583
2015-09-29,43.4382
2015-09-28,38.9576
2015-09-25,45.4957
2015-09-24,45.2825
2015-09-23,43.2834
2015-09-22,52.8219
2015-09-21,53.4568
2015-09-18,48.4541
2015-09-17,54.5636
2015-09-16,58.7925
2015-09-15,56.8922
2015-09-14,57.1888
2015-09-11,53.8307
2015-09-10,47.6444
2015-09-09,48.3729
2015-09-08,55.0258
2015-09-04,53.7167
2015-09-03,48.2471
2015-09-02,51.3882
2015-09-01,45.9130
2015-08-31,45.2836
2015-08-28,46.0359
2015-08-27,44.8468
2015-08-26,43.3303
2015-08-25,39.8029
2015-08-24,46.7079
2015-08-21,40.0850
2015-08-20,46.2094
2015-08-19,59.4259
2015-08-18,61.2110
2015-08-17,60.0482
2015-08-14,60.9928
2015-08-13,57.4721
2015-08-12,52.5386
2015-08-11,50.7962
2015-08-10,52.1723
2015-08-07,49.4274
2015-08-06,53.6033
2015-08-05,50.8342
2015-08-04,44.3607
2015-08-03,43.4732
2015-07-31,42.2803
2015-07-30,41.3352
2015-07-29,42.5054
2015-07-28,37.5929
2015-07-27,34.8973
2015-07-24,40.0797
2015-07-23,46.7438
2015-07-22,53.0969
2015-07-21,58.9167
2015-07-20,59.9806
2015-07-17,55.5531
2015-07-16,61.8885
2015-07-15,60.6668
2015-07-14,58.8913
2015-07-13,58.8360
2015-07-10,53.0375
2015-07-09,44.4703
2015-07-08,45.8326
2015-07-07,45.9567
2015-07-06,36.7289
2015-07-02,31.9720
2015-07-01,34.5520
2015-06-30,28.3551
2015-06-29,33.9479
2015-06-26,42.8409
2015-06-25,42.3666
2015-06-24,46.1483
2015-06-23,51.1602
2015-06-22,55.0581
2015-06-19,56.0687
2015-06-18,56.8006
2015-06-17,54.7453
2015-06-16,51.5751
2015-06-15,47.2011
2015-06-12,44.6714
2015-06-11,42.6956
2015-06-10,42.6068
2015-06-09,37.6826
2015-06-08,36.3776
2015-06-05,36.4646
2015-06-04,34.5085
2015-06-03,36.4027
2015-06-02,37.7052
2015-06-01,32.3254
2015-05-29,30.6080
2015-05-28,35.7019
2015-05-27,38.1521
2015-05-26,43.4258
2015-05-22,45.0605
2015-05-21,53.9914
2015-05-20,51.3932
2015-05-19,57.7462
2015-05-18,58.5177
2015-05-15,56.0429
2015-05-14,55.5527
2015-05-13,51.2762
2015-05-12,52.9321
2015-05-11,48.1286
2015-05-08,46.7993
2015-05-07,41.3168
2015-05-06,37.8027
2015-05-05,39.0793
2015-05-04,37.9109
2015-05-01,40.0774
2015-04-30,38.1473
2015-04-29,46.2263
2015-04-28,45.9299
2015-04-27,45.8213
2015-04-24,45.9591
2015-04-23,51.1180
2015-04-22,50.6348
2015-04-21,51.0543
2015-04-20,51.0310
2015-04-17,48.9470
2015-04-16,55.0018
2015-04-15,58.2181
2015-04-14,59.7045
2015-04-13,56.7586
2015-04-10,56.1451
2015-04-09,59.0114
2015-04-08,56.9316
2015-04-07,57.8124
2015-04-06,53.1529
2015-04-02,48.7607
2015-04-01,46.6058
2015-03-31,45.1640
2015-03-30,47.7356
2015-03-27,45.0022
2015-03-26,45.6639
2015-03-25,44.3451
2015-03-24,52.6615
2015-03-23,54.0361
2015-03-20,56.7110
2015-03-19,55.4375
2015-03-18,58.5452
2015-03-17,49.3684
2015-03-16,43.8309
2015-03-13,38.5811
2015-03-12,36.9522
2015-03-11,43.8875
2015-03-10,47.5205
2015-03-09,52.4794
2015-03-06,50.1305
2015-03-05,55.3319
2015-03-04,54.8415
2015-03-03,61.5760
2015-03-02,63.8110
2015-02-27,61.9017
2015-02-26,64.5741
2015-02-25,68.3063
2015-02-24,70.7775
2015-02-23,69.9604
2015-02-20,78.6729
2015-02-19,74.2524
2015-02-18,71.8739
2015-02-17,72.8729
2015-02-13,68.4624
2015-02-12,64.6698
2015-02-11,68.1333
2015-02-10,64.2965
2015-02-09,71.1984
2015-02-06,71.2642
2015-02-05,71.6710
2015-02-04,68.8107
2015-02-03,68.4085
2015-02-02,68.7798
2015-01-30,66.8302
2015-01-29,69.8580
2015-01-28,64.8039
2015-01-27,58.4316
2015-01-26,59.0062
2015-01-23,56.6835
2015-01-22,57.2309
2015-01-21,50.8046
2015-01-20,51.2046
2015-01-16,51.5960
2015-01-15,48.0289
2015-01-14,49.8634
2015-01-13,47.7751
2015-01-12,48.7614
2015-01-09,48.9783
2015-01-08,49.8280
2015-01-07,47.4250
2015-01-06,44.3507
2015-01-05,48.6064
2015-01-02,51.6065
2014-12-31,52.5319
2014-12-30,54.2648
2014-12-29,57.2501
2014-12-26,55.8003
2014-12-24,54.5652
2014-12-23,50.5914
2014-12-22,45.2610
2014-12-19,36.1560
2014-12-18,38.1290
2014-12-17,36.9510
2014-12-16,34.8014
2014-12-15,30.0824
2014-12-12,28.0521
2014-12-11,31.9080
2014-12-10,32.9950
2014-12-09,40.9181
2014-12-08,36.8700
2014-12-05,39.0477
2014-12-04,42.2921
2014-12-03,47.1678
2014-12-02,50.6824
2014-12-01,51.1670
2014-11-28,60.5899
2014-11-26,63.9621
2014-11-25,64.6330
2014-11-24,67.5174
2014-11-21,65.5787
2014-11-20,66.1585
2014-11-19,66.3435
2014-11-18,67.3967
2014-11-17,65.2087
2014-11-14,61.3911
2014-11-13,61.0363
2014-11-12,57.1977
2014-11-11,54.0888
2014-11-10,51.8790
2014-11-07,49.6100
2014-11-06,53.3303
2014-11-05,53.5125
2014-11-04,60.3757
2014-11-03,61.4526
2014-10-31,47.6763
2014-10-30,50.4849
2014-10-29,48.1070
2014-10-28,52.3586
2014-10-27,51.7991
2014-10-24,51.2119
2014-10-23,51.4170
2014-10-22,49.2367
2014-10-21,57.0857
2014-10-20,49.8176
2014-10-17,50.7518
2014-10-16,44.0761
2014-10-15,43.2242
2014-10-14,40.5354
2014-10-13,37.3162
2014-10-10,38.6603
2014-10-09,39.1483
2014-10-08,44.3173
2014-10-07,40.3862
2014-10-06,44.2333
2014-10-03,46.8105
2014-10-02,40.9121
2014-10-01,41.2338
2014-09-30,47.7319
2014-09-29,55.2035
2014-09-26,52.2578
2014-09-25,52.8255
2014-09-24,56.9977
2014-09-23,51.6891
2014-09-22,55.0891
2014-09-19,60.4531
2014-09-18,59.2166
2014-09-17,63.4156
2014-09-16,62.5663
2014-09-15,55.8918
2014-09-12,57.7587
2014-09-11,57.3682
2014-09-10,58.3618
2014-09-09,55.8429
2014-09-08,54.4945
2014-09-05,44.6990
2014-09-04,46.9396
2014-09-03,52.0992
2014-09-02,52.3020
2014-08-29,57.9100
2014-08-28,58.2100
2014-08-27,66.2560
2014-08-26,66.6793
2014-08-25,67.3906
2014-08-22,67.3777
2014-08-21,66.0383
2014-08-20,62.6071
2014-08-19,61.3077
2014-08-18,61.2508
2014-08-15,52.6947
2014-08-14,54.8183
2014-08-13,48.5760
2014-08-12,42.9903
2014-08-11,38.9504
2014-08-08,40.1297
2014-08-07,35.4301
2014-08-06,32.8529
2014-08-05,34.6725
2014-08-04,28.3580
2014-08-01,28.6677
2014-07-31,31.5500
2014-07-30,37.9569
2014-07-29,43.1325
2014-07-28,42.3818
2014-07-25,40.2100
2014-07-24,41.0004
2014-07-23,45.8901
2014-07-22,53.2674
2014-07-21,51.8631
2014-07-18,47.4994
2014-07-17,42.4516
2014-07-16,49.3000
2014-07-15,54.2486
2014-07-14,53.4642
2014-07-11,53.4028
2014-07-10,47.9192
2014-07-09,47.7246
2014-07-08,52.8465
2014-07-07,54.1460
2014-07-03,47.9133
2014-07-02,43.1883
2014-07-01,40.7231
2014-06-30,39.3425
2014-06-27,41.9277
2014-06-26,40.3168
2014-06-25,38.0272
2014-06-24,41.3405
2014-06-23,43.9139
2014-06-20,42.6706
2014-06-19,49.2262
2014-06-18,47.4944
2014-06-17,47.2383
2014-06-16,48.5117
2014-06-13,48.9807
2014-06-12,48.5677
2014-06-11,55.2198
2014-06-10,69.1584
2014-06-09,70.0283
2014-06-06,68.1789
2014-06-05,67.0440
2014-06-04,65.3866
2014-06-03,64.6932
2014-06-02,68.0070
2014-05-30,59.9286
2014-05-29,57.7947
2014-05-28,54.9325
2014-05-27,54.6285
2014-05-23,48.0260
2014-05-22,49.5172
2014-05-21,51.4860
2014-05-20,50.0328
2014-05-19,54.4734
2014-05-16,55.2548
2014-05-15,52.6658
2014-05-14,60.4933
2014-05-13,64.3125
2014-05-12,61.9689
2014-05-09,60.2039
2014-05-08,60.5563
2014-05-07,60.0479
2014-05-06,58.2873
2014-05-05,61.9209
2014-05-02,60.1037
2014-05-01,54.8809
2014-04-30,54.8580
2014-04-29,57.1062
2014-04-28,55.5568
2014-04-25,59.0891
