Dates,ULTOSC Values
2014-04-24,61.6244
2014-04-23,58.0953
2014-04-22,47.2457
2014-04-21,56.2619
2014-04-17,54.1071
2014-04-16,47.8584
2014-04-15,40.8906
2014-04-14,35.6715
2014-04-11,34.3573
2014-04-10,42.4108
2014-04-09,49.1772
2014-04-08,44.8195
2014-04-07,48.2127
2014-04-04,49.1767
2014-04-03,55.1807
2014-04-02,56.0914
2014-04-01,50.0598
2014-03-31,47.9706
2014-03-28,42.6608
2014-03-27,39.8698
2014-03-26,41.9032
2014-03-25,45.5629
2014-03-24,40.7811
2014-03-21,39.3223
2014-03-20,40.7952
2014-03-19,38.2191
2014-03-18,40.8748
2014-03-17,43.4838
2014-03-14,35.5959
2014-03-13,37.2787
2014-03-12,44.6502
2014-03-11,46.0872
2014-03-10,51.4550
2014-03-07,49.1000
2014-03-06,48.6214
2014-03-05,48.7324
2014-03-04,49.3127
2014-03-03,50.5054
2014-02-28,44.5598
2014-02-27,47.5469
2014-02-26,46.2268
2014-02-25,52.3456
2014-02-24,53.6601
2014-02-21,55.7154
2014-02-20,56.7270
2014-02-19,57.5048
2014-02-18,61.7030
2014-02-14,62.0120
2014-02-13,58.4262
2014-02-12,50.3756
2014-02-11,53.4800
2014-02-10,46.3665
2014-02-07,43.0458
2014-02-06,36.8663
2014-02-05,36.0498
2014-02-04,30.4789
2014-02-03,28.5378
2014-01-31,33.4685
2014-01-30,32.3469
2014-01-29,36.0637
2014-01-28,41.2805
2014-01-27,42.7123
2014-01-24,42.3858
2014-01-23,49.0089
2014-01-22,56.0354
2014-01-21,52.4118
2014-01-17,52.2848
2014-01-16,53.5836
2014-01-15,55.7256
2014-01-14,55.6400
2014-01-13,54.8848
2014-01-10,58.2350
2014-01-09,56.0191
2014-01-08,50.3050
2014-01-07,49.8603
2014-01-06,47.0159
2014-01-03,45.5961
2014-01-02,46.6827
2013-12-31,44.5580
2013-12-30,47.5549
2013-12-27,47.6148
2013-12-26,53.4088
2013-12-24,52.4136
2013-12-23,52.0530
2013-12-20,52.7450
2013-12-19,51.9146
2013-12-18,49.4441
2013-12-17,47.8738
2013-12-16,53.3895
2013-12-13,52.9856
2013-12-12,49.2454
2013-12-11,47.8581
2013-12-10,46.9211
2013-12-09,43.6773
2013-12-06,49.0673
2013-12-05,44.8629
2013-12-04,47.9654
2013-12-03,50.0108
2013-12-02,48.4264
2013-11-29,47.6258
2013-11-27,48.7886
2013-11-26,50.6323
2013-11-25,49.8342
2013-11-22,53.9159
2013-11-21,48.0655
2013-11-20,45.8695
2013-11-19,56.6763
2013-11-18,56.2685
2013-11-15,58.8972
2013-11-14,60.6022
2013-11-13,57.0117
2013-11-12,56.9031
2013-11-11,58.3775
2013-11-08,57.6682
2013-11-07,54.3559
2013-11-06,59.4271
2013-11-05,66.2939
2013-11-04,62.8019
2013-11-01,68.9770
2013-10-31,66.5718
2013-10-30,66.1979
2013-10-29,70.8294
2013-10-28,71.6282
2013-10-25,73.5418
2013-10-24,68.6625
2013-10-23,71.6813
2013-10-22,61.9664
2013-10-21,69.2549
2013-10-18,71.2775
2013-10-17,66.3700
2013-10-16,63.3831
2013-10-15,63.0562
2013-10-14,61.8727
2013-10-11,59.7316
2013-10-10,63.1036
2013-10-09,52.4622
2013-10-08,52.4816
2013-10-07,59.1872
2013-10-04,56.0654
2013-10-03,55.3224
2013-10-02,63.3744
2013-10-01,54.7446
2013-09-30,53.8533
2013-09-27,55.8646
2013-09-26,57.7099
2013-09-25,61.2697
2013-09-24,65.2448
2013-09-23,64.1121
2013-09-20,65.4704
2013-09-19,73.2187
2013-09-18,77.7937
2013-09-17,76.5528
2013-09-16,74.3491
2013-09-13,67.5259
2013-09-12,63.2422
2013-09-11,61.5711
2013-09-10,59.7484
2013-09-09,57.7249
2013-09-06,51.6969
2013-09-05,51.7055
2013-09-04,50.7209
2013-09-03,48.5515
2013-08-30,47.1891
2013-08-29,48.0809
2013-08-28,46.4757
2013-08-27,45.9602
2013-08-26,52.7685
2013-08-23,49.8533
2013-08-22,51.2173
2013-08-21,48.4514
2013-08-20,49.5780
2013-08-19,47.3416
2013-08-16,44.9705
2013-08-15,43.7134
2013-08-14,43.7046
2013-08-13,55.4503
2013-08-12,52.1828
2013-08-09,53.1385
2013-08-08,56.1159
2013-08-07,62.0239
2013-08-06,59.3851
2013-08-05,61.2020
2013-08-02,55.6188
2013-08-01,54.8769
2013-07-31,49.4985
2013-07-30,53.8297
2013-07-29,56.8109
2013-07-26,55.5463
2013-07-25,55.3753
2013-07-24,60.0823
2013-07-23,58.3446
2013-07-22,56.4123
2013-07-19,57.5279
2013-07-18,55.2671
2013-07-17,52.4168
2013-07-16,55.0219
2013-07-15,59.2517
2013-07-12,51.2840
2013-07-11,62.1381
2013-07-10,56.8175
2013-07-09,57.0080
2013-07-08,61.4479
2013-07-05,60.7627
2013-07-03,55.3077
2013-07-02,55.5590
2013-07-01,53.5511
2013-06-28,50.6993
2013-06-27,54.4980
2013-06-26,52.9960
2013-06-25,48.8306
2013-06-24,50.7539
2013-06-21,49.7009
2013-06-20,43.9159
2013-06-19,48.8048
2013-06-18,59.9413
2013-06-17,58.3954
2013-06-14,54.2573
2013-06-13,55.9520
2013-06-12,57.3888
2013-06-11,56.2511
2013-06-10,59.0505
2013-06-07,57.2873
2013-06-06,48.7264
2013-06-05,46.2283
2013-06-04,54.1116
2013-06-03,54.2710
2013-05-31,51.3990
2013-05-30,55.9510
2013-05-29,57.9843
2013-05-28,59.7145
2013-05-24,65.8914
2013-05-23,67.2781
2013-05-22,62.3391
2013-05-21,67.5363
2013-05-20,65.5892
2013-05-17,66.7364
2013-05-16,61.1046
2013-05-15,63.2995
2013-05-14,64.2401
2013-05-13,60.5795
2013-05-10,59.6934
2013-05-09,60.3096
2013-05-08,59.9977
2013-05-07,61.0411
2013-05-06,60.6376
2013-05-03,59.9079
2013-05-02,57.1035
2013-05-01,55.4272
2013-04-30,58.0714
2013-04-29,56.7434
2013-04-26,58.9136
2013-04-25,56.1118
2013-04-24,52.4097
2013-04-23,52.4955
2013-04-22,48.9969
2013-04-19,50.3755
2013-04-18,46.3577
2013-04-17,51.4977
2013-04-16,54.8953
2013-04-15,61.1864
2013-04-12,67.5459
2013-04-11,61.6025
2013-04-10,59.9668
2013-04-09,59.1314
2013-04-08,58.3834
2013-04-05,56.7245
2013-04-04,50.4617
2013-04-03,48.6578
2013-04-02,48.7410
2013-04-01,51.4586
2013-03-28,54.9717
2013-03-27,52.7797
2013-03-26,55.8157
2013-03-25,50.3097
2013-03-22,54.9918
2013-03-21,56.4619
2013-03-20,66.2070
2013-03-19,68.1512
2013-03-18,69.7849
2013-03-15,74.9950
2013-03-14,71.4735
2013-03-13,72.8175
2013-03-12,71.1377
2013-03-11,67.6152
2013-03-08,64.2217
2013-03-07,64.9362
2013-03-06,57.7307
2013-03-05,56.3665
2013-03-04,54.3155
2013-03-01,47.9307
2013-02-28,45.7338
2013-02-27,48.4250
2013-02-26,43.1108
2013-02-25,38.9126
2013-02-22,46.7607
2013-02-21,43.1555
2013-02-20,34.7607
2013-02-19,46.6577
2013-02-15,50.8933
2013-02-14,48.1551
2013-02-13,50.2067
2013-02-12,57.6917
2013-02-11,56.4922
2013-02-08,61.1082
2013-02-07,63.9194
2013-02-06,58.6699
2013-02-05,53.0739
2013-02-04,58.0855
2013-02-01,58.6250
2013-01-31,52.6458
2013-01-30,57.5400
2013-01-29,61.7669
2013-01-28,55.7031
2013-01-25,59.5837
2013-01-24,62.7745
2013-01-23,57.4618
2013-01-22,58.5753
2013-01-18,64.8970
2013-01-17,60.6269
2013-01-16,54.9461
2013-01-15,60.4708
2013-01-14,59.1740
2013-01-11,58.4856
2013-01-10,66.0041
2013-01-09,60.9409
2013-01-08,55.6608
2013-01-07,60.9994
2013-01-04,64.6311
2013-01-03,67.4186
2013-01-02,67.8257
2012-12-31,61.9499
2012-12-28,61.2236
2012-12-27,70.4984
2012-12-26,68.9575
2012-12-24,64.1914
2012-12-21,63.4991
2012-12-20,57.5474
2012-12-19,58.5226
2012-12-18,63.6553
2012-12-17,62.6079
2012-12-14,58.6416
2012-12-13,60.6990
2012-12-12,66.2839
2012-12-11,67.8503
2012-12-10,65.3249
2012-12-07,63.1757
2012-12-06,61.4626
2012-12-05,59.1809
2012-12-04,59.1997
2012-12-03,60.0636
2012-11-30,61.7192
2012-11-29,66.4799
2012-11-28,69.1749
2012-11-27,64.3895
2012-11-26,54.1628
2012-11-23,49.7969
2012-11-21,46.5321
2012-11-20,52.5666
2012-11-19,51.6154
2012-11-16,46.7322
2012-11-15,48.9031
2012-11-14,50.6108
2012-11-13,54.4142
2012-11-12,54.6380
2012-11-09,52.8477
2012-11-08,45.0709
2012-11-07,42.4695
2012-11-06,41.4356
2012-11-05,35.2007
2012-11-02,34.7970
2012-11-01,38.5836
2012-10-31,42.1327
2012-10-26,46.6519
2012-10-25,48.6133
2012-10-24,52.8938
2012-10-23,63.5790
2012-10-22,66.3689
2012-10-19,62.6944
2012-10-18,60.4434
2012-10-17,53.6409
2012-10-16,52.2250
2012-10-15,47.5246
2012-10-12,45.3068
2012-10-11,40.9064
2012-10-10,41.4363
2012-10-09,46.2306
2012-10-08,46.5648
2012-10-05,53.2907
2012-10-04,44.6961
2012-10-03,47.7734
2012-10-02,47.5194
2012-10-01,51.8456
2012-09-28,49.5611
2012-09-27,52.1077
2012-09-26,47.5103
2012-09-25,41.8655
2012-09-24,50.3186
2012-09-21,45.1949
2012-09-20,43.5129
2012-09-19,36.2208
2012-09-18,39.6233
2012-09-17,37.9685
2012-09-14,46.4637
2012-09-13,50.4511
2012-09-12,46.8119
2012-09-11,47.8383
2012-09-10,46.8900
2012-09-07,54.4880
2012-09-06,54.0045
2012-09-05,55.9179
2012-09-04,44.4794
2012-08-31,43.4195
2012-08-30,39.0729
2012-08-29,41.4589
2012-08-28,43.5565
2012-08-27,45.2111
2012-08-24,45.5683
2012-08-23,39.6207
2012-08-22,50.2423
2012-08-21,55.1547
2012-08-20,59.6692
2012-08-17,58.6155
2012-08-16,60.6204
2012-08-15,57.0361
2012-08-14,58.9309
2012-08-13,61.5231
2012-08-10,53.7530
2012-08-09,48.9573
2012-08-08,47.9773
2012-08-07,47.4587
2012-08-06,42.4851
2012-08-03,48.3300
2012-08-02,46.5206
2012-08-01,48.5113
2012-07-31,51.6238
2012-07-30,55.9455
2012-07-27,57.0798
2012-07-26,57.5395
2012-07-25,58.7418
2012-07-24,58.5190
2012-07-23,62.4029
2012-07-20,58.0516
2012-07-19,57.9253
2012-07-18,54.7153
2012-07-17,53.5555
2012-07-16,52.2096
2012-07-13,54.0359
2012-07-12,47.0893
2012-07-11,49.5962
2012-07-10,55.4006
2012-07-09,62.8146
2012-07-06,64.0654
2012-07-05,62.1957
2012-07-03,63.0380
2012-07-02,53.8607
2012-06-29,58.8727
2012-06-28,51.9879
2012-06-27,50.4240
2012-06-26,47.3700
2012-06-25,49.2309
2012-06-22,52.6737
2012-06-21,55.6410
2012-06-20,61.0179
2012-06-19,62.2567
2012-06-18,60.3538
2012-06-15,63.8591
2012-06-14,64.6676
2012-06-13,64.0996
2012-06-12,58.6281
2012-06-11,51.3349
2012-06-08,52.4137
2012-06-07,50.9506
2012-06-06,44.4757
2012-06-05,40.4329
2012-06-04,42.8014
2012-06-01,42.7474
2012-05-31,55.9649
2012-05-30,52.6567
2012-05-29,49.3557
2012-05-25,45.8469
2012-05-24,47.2955
2012-05-23,45.3083
2012-05-22,39.4635
2012-05-21,39.0078
2012-05-18,30.1298
2012-05-17,34.0994
2012-05-16,41.4952
2012-05-15,44.1619
2012-05-14,49.2282
2012-05-11,50.7774
2012-05-10,54.3230
2012-05-09,60.2328
2012-05-08,61.5719
2012-05-07,61.4532
2012-05-04,66.5062
2012-05-03,69.0002
2012-05-02,68.8936
2012-05-01,67.6036
2012-04-30,64.8489
2012-04-27,61.2710
2012-04-26,62.3842
2012-04-25,61.0658
2012-04-24,49.3830
2012-04-23,53.9670
2012-04-20,56.0749
2012-04-19,51.6717
2012-04-18,51.1562
2012-04-17,51.7081
2012-04-16,45.4123
2012-04-13,46.4993
2012-04-12,49.6734
2012-04-11,44.8272
2012-04-10,45.0667
2012-04-09,51.0790
2012-04-05,54.4851
2012-04-04,57.3343
2012-04-03,61.2693
2012-04-02,59.8610
2012-03-30,55.2455
2012-03-29,53.7178
2012-03-28,48.8759
2012-03-27,50.1818
2012-03-26,54.4691
2012-03-23,50.2725
2012-03-22,53.5942
2012-03-21,56.7172
2012-03-20,53.5152
2012-03-19,51.9794
2012-03-16,54.4801
2012-03-15,50.6811
2012-03-14,47.1469
2012-03-13,43.3613
2012-03-12,38.7975
2012-03-09,37.4348
2012-03-08,41.5056
2012-03-07,38.5067
2012-03-06,32.7338
2012-03-05,39.0318
2012-03-02,44.2542
2012-03-01,45.9502
2012-02-29,48.5452
2012-02-28,53.7362
2012-02-27,51.2107
2012-02-24,57.4271
2012-02-23,56.5421
2012-02-22,54.4031
2012-02-21,53.0625
2012-02-17,53.2069
2012-02-16,54.9631
2012-02-15,51.3426
2012-02-14,55.5770
2012-02-13,55.9962
2012-02-10,60.1236
2012-02-09,59.4766
2012-02-08,59.0793
2012-02-07,54.2097
2012-02-06,49.5407
2012-02-03,56.5694
2012-02-02,55.2253
2012-02-01,52.3829
2012-01-31,50.6895
2012-01-30,53.9331
2012-01-27,53.3438
2012-01-26,55.8444
2012-01-25,56.9916
2012-01-24,51.2236
2012-01-23,49.6736
2012-01-20,53.2431
2012-01-19,54.4017
2012-01-18,55.1384
2012-01-17,55.5434
2012-01-13,57.3204
2012-01-12,59.6557
2012-01-11,56.5872
2012-01-10,59.1672
2012-01-09,53.9249
2012-01-06,54.5024
2012-01-05,50.9724
2012-01-04,50.7531
2012-01-03,51.8393
2011-12-30,56.2501
2011-12-29,56.1782
2011-12-28,51.5340
2011-12-27,55.6859
2011-12-23,49.9545
2011-12-22,47.3876
2011-12-21,45.8212
2011-12-20,46.4339
2011-12-19,40.7341
2011-12-16,44.3020
2011-12-15,46.0231
2011-12-14,43.6910
2011-12-13,45.6786
2011-12-12,53.3093
2011-12-09,59.5314
2011-12-08,55.2279
2011-12-07,58.7132
2011-12-06,57.7450
2011-12-05,55.9115
2011-12-02,56.8900
2011-12-01,57.1959
2011-11-30,55.4382
2011-11-29,45.6488
2011-11-28,44.5117
2011-11-25,41.6439
2011-11-23,42.2722
2011-11-22,51.1808
2011-11-21,52.6143
2011-11-18,48.7923
2011-11-17,46.9112
2011-11-16,51.1905
2011-11-15,56.3123
2011-11-14,58.9856
2011-11-11,60.8244
2011-11-10,52.3627
2011-11-09,49.7941
2011-11-08,55.2543
2011-11-07,52.0978
2011-11-04,52.4641
2011-11-03,48.8237
2011-11-02,46.3163
2011-11-01,47.7147
2011-10-31,49.8609
2011-10-28,54.4789
2011-10-27,55.8075
2011-10-26,52.0165
2011-10-25,49.5611
2011-10-24,52.7555
2011-10-21,51.3632
2011-10-20,43.8136
2011-10-19,50.4553
2011-10-18,50.1441
2011-10-17,48.7058
2011-10-14,57.7395
2011-10-13,62.3820
2011-10-12,56.3718
2011-10-11,53.5310
2011-10-10,51.1436
2011-10-07,43.0570
2011-10-06,43.9522
2011-10-05,44.4089
2011-10-04,44.0921
2011-10-03,38.7861
2011-09-30,40.4421
2011-09-29,43.2713
2011-09-28,43.2560
2011-09-27,47.2484
2011-09-26,51.2962
2011-09-23,46.9440
2011-09-22,43.7104
2011-09-21,48.9957
2011-09-20,54.7753
2011-09-19,53.4383
2011-09-16,58.0759
2011-09-15,57.2310
2011-09-14,51.6872
2011-09-13,48.2753
2011-09-12,49.9502
2011-09-09,46.7336
2011-09-08,50.8045
2011-09-07,57.9175
2011-09-06,52.6146
2011-09-02,53.8829
2011-09-01,63.2376
2011-08-31,68.0245
2011-08-30,63.9870
2011-08-29,54.9093
2011-08-26,52.7156
2011-08-25,45.8391
2011-08-24,49.3659
2011-08-23,50.2600
2011-08-22,48.1950
2011-08-19,41.4327
2011-08-18,48.7118
2011-08-17,48.0687
2011-08-16,47.2228
2011-08-15,42.2044
2011-08-12,40.5462
2011-08-11,33.0760
2011-08-10,28.1569
2011-08-09,34.4301
2011-08-08,24.9597
2011-08-05,28.7823
2011-08-04,26.1884
2011-08-03,30.9766
2011-08-02,28.0720
2011-08-01,33.8509
2011-07-29,35.0346
2011-07-28,34.1946
2011-07-27,35.9193
2011-07-26,41.2346
2011-07-25,41.9333
2011-07-22,43.3616
2011-07-21,40.0891
2011-07-20,36.7019
2011-07-19,34.0636
2011-07-18,33.9727
2011-07-15,37.5215
2011-07-14,36.9297
2011-07-13,39.9971
2011-07-12,43.8552
2011-07-11,50.6941
2011-07-08,59.1430
2011-07-07,61.5945
2011-07-06,58.4639
2011-07-05,55.6662
2011-07-01,51.4920
2011-06-30,48.6384
2011-06-29,45.5479
2011-06-28,42.4684
2011-06-27,40.2458
2011-06-24,36.5923
2011-06-23,39.1118
2011-06-22,37.5029
2011-06-21,39.7728
2011-06-20,41.8772
2011-06-17,38.6214
2011-06-16,37.1803
2011-06-15,35.8594
2011-06-14,41.0011
2011-06-13,32.7969
2011-06-10,28.3869
2011-06-09,34.7357
2011-06-08,33.2293
2011-06-07,36.6936
2011-06-06,42.2596
2011-06-03,41.6011
2011-06-02,39.7221
2011-06-01,40.3120
2011-05-31,50.4209
2011-05-27,48.0494
2011-05-26,48.0435
2011-05-25,43.7050
2011-05-24,39.0353
2011-05-23,42.2975
2011-05-20,43.3710
2011-05-19,43.3264
2011-05-18,41.8382
2011-05-17,43.6978
2011-05-16,41.9195
2011-05-13,43.0948
2011-05-12,44.2998
2011-05-11,39.9574
2011-05-10,44.8731
2011-05-09,51.3597
2011-05-06,51.5618
2011-05-05,52.0590
2011-05-04,55.0611
2011-05-03,57.9637
2011-05-02,61.8203
2011-04-29,64.6968
2011-04-28,63.6505
2011-04-27,58.3616
2011-04-26,63.5875
2011-04-25,57.5353
2011-04-21,58.0639
2011-04-20,56.4951
2011-04-19,48.1308
2011-04-18,48.8790
2011-04-15,49.0082
2011-04-14,46.4095
2011-04-13,43.1266
2011-04-12,44.2871
2011-04-11,48.0777
2011-04-08,50.1409
2011-04-07,56.0611
2011-04-06,53.9543
2011-04-05,53.5022
2011-04-04,54.7968
2011-04-01,56.8133
2011-03-31,62.2140
2011-03-30,66.2757
2011-03-29,65.8104
2011-03-28,64.4632
2011-03-25,60.1223
2011-03-24,57.6070
2011-03-23,58.3438
2011-03-22,58.5360
2011-03-21,55.6075
2011-03-18,51.2485
2011-03-17,51.5588
2011-03-16,51.1823
2011-03-15,58.0610
2011-03-14,61.0892
2011-03-11,60.7930
2011-03-10,53.6920
2011-03-09,53.3056
2011-03-08,51.4051
2011-03-07,47.3254
2011-03-04,46.1851
2011-03-03,40.2855
2011-03-02,35.7450
2011-03-01,34.7749
2011-02-28,41.6088
2011-02-25,42.9889
2011-02-24,44.0941
2011-02-23,46.1978
2011-02-22,52.5554
2011-02-18,62.5281
2011-02-17,63.4131
2011-02-16,63.1321
2011-02-15,60.7730
2011-02-14,62.6146
2011-02-11,65.2948
2011-02-10,69.6679
2011-02-09,67.6849
2011-02-08,58.3555
2011-02-07,55.3541
2011-02-04,50.8119
2011-02-03,50.9237
2011-02-02,53.6307
2011-02-01,50.9502
2011-01-31,48.6323
2011-01-28,47.5051
2011-01-27,56.8219
2011-01-26,58.1694
2011-01-25,63.3958
2011-01-24,63.9037
2011-01-21,59.0597
2011-01-20,59.7712
2011-01-19,59.9382
2011-01-18,64.6955
2011-01-14,60.0804
2011-01-13,57.5151
2011-01-12,62.0893
2011-01-11,61.3658
2011-01-10,65.9772
2011-01-07,65.3534
2011-01-06,68.8678
2011-01-05,67.7137
2011-01-04,66.1612
2011-01-03,67.5123
2010-12-31,66.6067
2010-12-30,55.2395
2010-12-29,55.8066
2010-12-28,53.9353
2010-12-27,50.4604
2010-12-23,50.7672
2010-12-22,46.5807
2010-12-21,45.4216
2010-12-20,41.1401
2010-12-17,42.1997
2010-12-16,38.0821
2010-12-15,37.2556
2010-12-14,41.7656
2010-12-13,43.5120
2010-12-10,52.2534
2010-12-09,52.0350
2010-12-08,57.6193
2010-12-07,60.9325
2010-12-06,68.8902
2010-12-03,68.1700
2010-12-02,66.7361
2010-12-01,60.2258
2010-11-30,57.6729
2010-11-29,57.9608
2010-11-26,55.8803
2010-11-24,58.4533
2010-11-23,48.5488
2010-11-22,45.6931
2010-11-19,39.2071
2010-11-18,39.9437
2010-11-17,32.5383
2010-11-16,34.5012
2010-11-15,37.4430
2010-11-12,36.4310
2010-11-11,41.5502
2010-11-10,43.5083
2010-11-09,47.5315
2010-11-08,51.7878
2010-11-05,54.8427
2010-11-04,54.0367
2010-11-03,48.3696
2010-11-02,48.7886
2010-11-01,51.1421
2010-10-29,58.6729
2010-10-28,59.2382
2010-10-27,57.2450
2010-10-26,50.8978
2010-10-25,49.4462
2010-10-22,53.3386
2010-10-21,53.4718
2010-10-20,52.3756
2010-10-19,48.0891
2010-10-18,50.0624
2010-10-15,51.4782
2010-10-14,60.6548
2010-10-13,59.1578
2010-10-12,55.3382
2010-10-11,50.2393
2010-10-08,51.6673
2010-10-07,53.3500
2010-10-06,52.7134
2010-10-05,57.3538
2010-10-04,50.6143
2010-10-01,51.2222
2010-09-30,54.7038
2010-09-29,60.8995
2010-09-28,56.9876
2010-09-27,51.7365
2010-09-24,55.7485
2010-09-23,46.5675
2010-09-22,50.3114
2010-09-21,54.7533
2010-09-20,47.3169
2010-09-17,44.8327
2010-09-16,42.0597
2010-09-15,44.5567
2010-09-14,45.5175
2010-09-13,48.7586
2010-09-10,47.4781
2010-09-09,44.0479
2010-09-08,53.7671
2010-09-07,50.8632
2010-09-03,56.0506
2010-09-02,50.6192
2010-09-01,43.8685
2010-08-31,44.1346
2010-08-30,43.7064
2010-08-27,48.0036
2010-08-26,43.1832
2010-08-25,46.1763
2010-08-24,41.8936
2010-08-23,45.1326
2010-08-20,46.1442
2010-08-19,45.9577
2010-08-18,49.3712
2010-08-17,49.7418
2010-08-16,46.6932
2010-08-13,44.1872
2010-08-12,46.7295
2010-08-11,52.9216
2010-08-10,67.4256
2010-08-09,61.4437
2010-08-06,58.9991
2010-08-05,52.8657
2010-08-04,54.0910
2010-08-03,58.2131
2010-08-02,62.3918
2010-07-30,56.3293
2010-07-29,55.9157
2010-07-28,60.1848
2010-07-27,58.7768
2010-07-26,60.9277
2010-07-23,58.8297
2010-07-22,54.7910
2010-07-21,47.5820
2010-07-20,50.3001
2010-07-19,45.2843
2010-07-16,46.3833
2010-07-15,51.5468
2010-07-14,52.7222
2010-07-13,54.4137
2010-07-12,52.5619
2010-07-09,45.1990
2010-07-08,42.8452
2010-07-07,44.3697
2010-07-06,37.4386
2010-07-02,43.7689
2010-07-01,39.1161
2010-06-30,38.0325
2010-06-29,42.3558
2010-06-28,52.9447
2010-06-25,57.2178
2010-06-24,55.9675
2010-06-23,52.1216
2010-06-22,52.2386
2010-06-21,62.8587
2010-06-18,62.3958
2010-06-17,62.8347
2010-06-16,57.8417
2010-06-15,51.8409
2010-06-14,47.1232
2010-06-11,54.0006
2010-06-10,47.4430
2010-06-09,40.3097
2010-06-08,45.0564
2010-06-07,39.4609
2010-06-04,46.3041
2010-06-03,49.7766
2010-06-02,52.7561
2010-06-01,44.2847
2010-05-28,47.9029
2010-05-27,47.4561
2010-05-26,45.7138
2010-05-25,48.0036
2010-05-24,42.2041
2010-05-21,46.0503
2010-05-20,41.4224
2010-05-19,51.1371
2010-05-18,50.7012
2010-05-17,56.1602
2010-05-14,51.1485
2010-05-13,52.5988
2010-05-12,56.2752
2010-05-11,53.4973
2010-05-10,55.5485
2010-05-07,50.5772
2010-05-06,50.9276
2010-05-05,42.8345
2010-05-04,48.8012
2010-05-03,52.5124
2010-04-30,52.4422
2010-04-29,57.2450
2010-04-28,54.8177
2010-04-27,53.6880
2010-04-26,61.4494
2010-04-23,65.3620
2010-04-22,64.9131
2010-04-21,60.3849
2010-04-20,54.4137
2010-04-19,57.7532
2010-04-16,57.3082
2010-04-15,58.6020
2010-04-14,57.4784
2010-04-13,54.5326
2010-04-12,54.0929
2010-04-09,56.4909
2010-04-08,55.8010
2010-04-07,53.7131
2010-04-06,52.5294
2010-04-05,52.4064
2010-04-01,52.9580
2010-03-31,53.4457
2010-03-30,48.6663
2010-03-29,53.0846
2010-03-26,52.0591
2010-03-25,51.7717
2010-03-24,55.5775
2010-03-23,57.2881
2010-03-22,57.8373
2010-03-19,60.0624
2010-03-18,69.9124
2010-03-17,63.2053
2010-03-16,64.3379
2010-03-15,67.4618
2010-03-12,65.3551
2010-03-11,64.8166
2010-03-10,64.1511
2010-03-09,59.3840
2010-03-08,60.9317
2010-03-05,65.6978
2010-03-04,55.4705
2010-03-03,53.9521
2010-03-02,54.6105
2010-03-01,59.6294
2010-02-26,58.5383
2010-02-25,63.3642
2010-02-24,60.5537
2010-02-23,61.8164
2010-02-22,65.6785
2010-02-19,66.6477
2010-02-18,62.6752
2010-02-17,59.3462
2010-02-16,55.3046
2010-02-12,51.7705
2010-02-11,52.3395
2010-02-10,49.2022
2010-02-09,43.4042
2010-02-08,42.2134
2010-02-05,52.7886
2010-02-04,52.6515
2010-02-03,57.3960
2010-02-02,54.2019
2010-02-01,50.9018
2010-01-29,50.0646
2010-01-28,57.1429
2010-01-27,56.3430
2010-01-26,47.0066
2010-01-25,49.6836
2010-01-22,52.3134
2010-01-21,53.8296
2010-01-20,60.4549
2010-01-19,63.7705
2010-01-15,65.9804
2010-01-14,69.8125
2010-01-13,69.4707
2010-01-12,67.4010
2010-01-11,69.2389
2010-01-08,72.0742
2010-01-07,71.6981
2010-01-06,65.6460
2010-01-05,57.8802
2010-01-04,52.2188
2009-12-31,45.6954
2009-12-30,46.3042
2009-12-29,43.5899
2009-12-28,44.3292
2009-12-24,45.4106
2009-12-23,44.0320
2009-12-22,47.5368
2009-12-21,42.1982
2009-12-18,39.4990
2009-12-17,43.6950
2009-12-16,51.3905
2009-12-15,54.8755
2009-12-14,55.2701
2009-12-11,55.1130
2009-12-10,56.3373
2009-12-09,61.6789
2009-12-08,63.4928
2009-12-07,66.6450
2009-12-04,64.7891
2009-12-03,66.0129
2009-12-02,68.0911
2009-12-01,69.3404
2009-11-30,66.1115
2009-11-27,67.3759
2009-11-25,69.2398
2009-11-24,68.4023
2009-11-23,66.4259
2009-11-20,63.6881
2009-11-19,59.8045
2009-11-18,62.6510
2009-11-17,64.5629
2009-11-16,65.3976
2009-11-13,57.1255
2009-11-12,53.5914
2009-11-11,57.5065
2009-11-10,57.3518
2009-11-09,62.7268
2009-11-06,55.0468
2009-11-05,53.2051
2009-11-04,43.4713
2009-11-03,43.5168
2009-11-02,48.0177
2009-10-30,42.3737
2009-10-29,43.7826
2009-10-28,40.9630
2009-10-27,47.9466
2009-10-26,49.9038
2009-10-23,56.6399
2009-10-22,61.1998
2009-10-21,56.1165
2009-10-20,60.6989
2009-10-19,65.0597
2009-10-16,63.5927
2009-10-15,61.5706
2009-10-14,63.8912
2009-10-13,60.6199
2009-10-12,51.7846
2009-10-09,53.7858
2009-10-08,52.7806
2009-10-07,54.9169
2009-10-06,54.2538
2009-10-05,50.8621
2009-10-02,47.6458
2009-10-01,47.6708
2009-09-30,54.8234
2009-09-29,58.8465
2009-09-28,58.3865
2009-09-25,53.9223
2009-09-24,60.6040
2009-09-23,63.1849
2009-09-22,69.9266
2009-09-21,66.8163
2009-09-18,66.6252
2009-09-17,63.9705
2009-09-16,67.3779
2009-09-15,67.6671
2009-09-14,64.2050
2009-09-11,58.8900
2009-09-10,54.5085
2009-09-09,50.7033
2009-09-08,57.0264
