Dates,TEMA Values
2018-12-07,322.5290
2018-12-06,324.4430
2018-12-04,325.5038
2018-12-03,325.4116
2018-11-30,323.2553
2018-11-29,322.5151
2018-11-28,322.2386
2018-11-27,323.0431
2018-11-26,325.7804
2018-11-23,328.9660
2018-11-21,332.9157
2018-11-20,336.6133
2018-11-19,340.5838
2018-11-16,344.5054
2018-11-15,346.9694
2018-11-14,348.9699
2018-11-13,350.7602
2018-11-12,352.1257
2018-11-09,352.7049
2018-11-08,351.8621
2018-11-07,350.7748
2018-11-06,349.6486
2018-11-05,349.0842
2018-11-02,349.0031
2018-11-01,349.4143
2018-10-31,349.2270
2018-10-30,349.9943
2018-10-29,351.4080
2018-10-26,354.6297
2018-10-25,355.3045
2018-10-24,355.4925
2018-10-23,356.7661
2018-10-22,358.6780
2018-10-19,360.0315
2018-10-18,361.4478
2018-10-17,362.5972
2018-10-16,363.0936
2018-10-15,363.2847
2018-10-12,364.5800
2018-10-11,365.8134
2018-10-10,367.3605
2018-10-09,367.8995
2018-10-08,366.3260
2018-10-05,364.5556
2018-10-04,362.5295
2018-10-03,359.8942
2018-10-02,356.7449
2018-10-01,354.0180
2018-09-28,351.5318
2018-09-27,350.0559
2018-09-26,348.9787
2018-09-25,348.0795
2018-09-24,346.8334
2018-09-21,345.3835
2018-09-20,343.3020
2018-09-19,341.6058
2018-09-18,340.0289
2018-09-17,338.5115
2018-09-14,337.7685
2018-09-13,336.5073
2018-09-12,335.6551
2018-09-11,334.9754
2018-09-10,335.2069
2018-09-07,335.8597
2018-09-06,335.6876
2018-09-05,335.2655
2018-09-04,335.3526
2018-08-31,335.4982
2018-08-30,336.0658
2018-08-29,336.1930
2018-08-28,335.9402
2018-08-27,335.5453
2018-08-24,334.8178
2018-08-23,334.5472
2018-08-22,334.4801
2018-08-21,334.1062
2018-08-20,333.2597
2018-08-17,332.7042
2018-08-16,332.6196
2018-08-15,332.5805
2018-08-14,334.2254
2018-08-13,335.1332
2018-08-10,336.2086
2018-08-09,337.2474
2018-08-08,337.8593
2018-08-07,338.2416
2018-08-06,338.3006
2018-08-03,338.8543
2018-08-02,339.2288
2018-08-01,339.4770
2018-07-31,339.3829
2018-07-30,338.8579
2018-07-27,338.9017
2018-07-26,337.8133
2018-07-25,336.7868
2018-07-24,336.0726
2018-07-23,335.0191
2018-07-20,334.4658
2018-07-19,333.6730
2018-07-18,332.7631
2018-07-17,331.2005
2018-07-16,329.9052
2018-07-13,328.5976
2018-07-12,327.8122
2018-07-11,327.5282
2018-07-10,327.8663
2018-07-09,327.4644
2018-07-06,327.6527
2018-07-05,328.7201
2018-07-03,330.0523
2018-07-02,331.5272
2018-06-29,332.7541
2018-06-28,334.1496
2018-06-27,335.7601
2018-06-26,338.0695
2018-06-25,340.3892
2018-06-22,342.9034
2018-06-21,344.7048
2018-06-20,346.7880
2018-06-19,348.4336
2018-06-18,350.3810
2018-06-15,350.8621
2018-06-14,350.9899
2018-06-13,350.5692
2018-06-12,349.9212
2018-06-11,348.3978
2018-06-08,346.6877
2018-06-07,344.9843
2018-06-06,343.2340
2018-06-05,340.9629
2018-06-04,339.8376
2018-06-01,338.5287
2018-05-31,337.5690
2018-05-30,337.0528
2018-05-29,335.7687
2018-05-25,335.0378
2018-05-24,333.3366
2018-05-23,331.6116
2018-05-22,329.7090
2018-05-21,328.1346
2018-05-18,325.3741
2018-05-17,323.8768
2018-05-16,323.0886
2018-05-15,322.6067
2018-05-14,321.9477
2018-05-11,320.9421
2018-05-10,320.1042
2018-05-09,319.0078
2018-05-08,317.9725
2018-05-07,317.5733
2018-05-04,316.9025
2018-05-03,316.8836
2018-05-02,317.3055
2018-05-01,318.5277
2018-04-30,319.2254
2018-04-27,319.5102
2018-04-26,318.9606
2018-04-25,318.1424
2018-04-24,317.2499
2018-04-23,317.9044
2018-04-20,317.4678
2018-04-19,317.0169
2018-04-18,316.3001
2018-04-17,315.4847
2018-04-16,315.1075
2018-04-13,315.2836
2018-04-12,315.7701
2018-04-11,315.3382
2018-04-10,316.0608
2018-04-09,315.9697
2018-04-06,317.3217
2018-04-05,318.3595
2018-04-04,318.2770
2018-04-03,319.2378
2018-04-02,319.8797
2018-03-29,321.5544
2018-03-28,322.7246
2018-03-27,324.9067
2018-03-26,327.1309
2018-03-23,328.6060
2018-03-22,331.1234
2018-03-21,333.9944
2018-03-20,335.0301
2018-03-19,336.0661
2018-03-16,337.8509
2018-03-15,339.9067
2018-03-14,342.1590
2018-03-13,344.5304
2018-03-12,346.0737
2018-03-09,347.0566
2018-03-08,346.8666
2018-03-07,347.2959
2018-03-06,347.9136
2018-03-05,348.3145
2018-03-02,348.2504
2018-03-01,349.0783
2018-02-28,349.3336
2018-02-27,348.0876
2018-02-26,346.3994
2018-02-23,344.6540
2018-02-22,343.5110
2018-02-21,342.3069
2018-02-20,341.3664
2018-02-16,340.1795
2018-02-15,338.6425
2018-02-14,336.7586
2018-02-13,336.0277
2018-02-12,335.3815
2018-02-09,334.5529
2018-02-08,334.8880
2018-02-07,335.5666
2018-02-06,334.2890
2018-02-05,333.6888
2018-02-02,334.3835
2018-02-01,332.7377
2018-01-31,329.9581
2018-01-30,327.1891
2018-01-29,326.0771
2018-01-26,324.4524
2018-01-25,322.3557
2018-01-24,320.0419
2018-01-23,318.4636
2018-01-22,316.5946
2018-01-19,314.2354
2018-01-18,311.6595
2018-01-17,308.5354
2018-01-16,303.8375
2018-01-12,300.5547
2018-01-11,296.8347
2018-01-10,293.7108
2018-01-09,291.2079
2018-01-08,288.6755
2018-01-05,286.8655
2018-01-04,285.0257
2018-01-03,284.4218
2018-01-02,283.6041
2017-12-29,282.7989
2017-12-28,282.1204
2017-12-27,281.1858
2017-12-26,280.2274
2017-12-22,279.1885
2017-12-21,278.0629
2017-12-20,276.8215
2017-12-19,275.1124
2017-12-18,273.3087
2017-12-15,271.4574
2017-12-14,269.6829
2017-12-13,267.7434
2017-12-12,265.8574
2017-12-11,264.0145
2017-12-08,262.7891
2017-12-07,261.1223
2017-12-06,259.7569
2017-12-05,258.6920
2017-12-04,257.8399
2017-12-01,256.6167
2017-11-30,256.0448
2017-11-29,254.7770
2017-11-28,254.2640
2017-11-27,253.8461
2017-11-24,253.6596
2017-11-22,253.4071
2017-11-21,253.2031
2017-11-20,252.7516
2017-11-17,252.5220
2017-11-16,252.5337
2017-11-15,252.3616
2017-11-14,252.2562
2017-11-13,252.2529
2017-11-10,252.1543
2017-11-09,252.2122
2017-11-08,252.0400
2017-11-07,251.6659
2017-11-06,251.1762
2017-11-03,250.8654
2017-11-02,250.7782
2017-11-01,250.5614
2017-10-31,250.7850
2017-10-30,251.0660
2017-10-27,251.2003
2017-10-26,251.6461
2017-10-25,251.7783
2017-10-24,251.9972
2017-10-23,251.3260
2017-10-20,251.0001
2017-10-19,250.3388
2017-10-18,250.2588
2017-10-17,250.0289
2017-10-16,249.9171
2017-10-13,249.6366
2017-10-12,249.1893
2017-10-11,248.5401
2017-10-10,247.8627
2017-10-09,247.1593
2017-10-06,246.6633
2017-10-05,246.0748
2017-10-04,245.3721
2017-10-03,244.9449
2017-10-02,244.4874
2017-09-29,243.9003
2017-09-28,243.4409
2017-09-27,242.9059
2017-09-26,242.1787
2017-09-25,241.5438
2017-09-22,240.7534
2017-09-21,239.6196
2017-09-20,238.4091
2017-09-19,237.1359
2017-09-18,236.0761
2017-09-15,234.8277
2017-09-14,233.9211
2017-09-13,233.3489
2017-09-12,233.0841
2017-09-11,232.9253
2017-09-08,232.7229
2017-09-07,232.6840
2017-09-06,232.8980
2017-09-05,233.2941
2017-09-01,233.4141
2017-08-31,233.1237
2017-08-30,232.8528
2017-08-29,232.4317
2017-08-28,231.9370
2017-08-25,231.7498
2017-08-24,231.6605
2017-08-23,231.1960
2017-08-22,230.7309
2017-08-21,229.9969
2017-08-18,229.6363
2017-08-17,229.1969
2017-08-16,228.7030
2017-08-15,227.8967
2017-08-14,226.8008
2017-08-11,225.8094
2017-08-10,224.9604
2017-08-09,224.2340
2017-08-08,223.2424
2017-08-07,221.6949
2017-08-04,219.8967
2017-08-03,218.2033
2017-08-02,216.2711
2017-08-01,214.1787
2017-07-31,211.7077
2017-07-28,208.6523
2017-07-27,205.4523
2017-07-26,201.9923
2017-07-25,199.0938
2017-07-24,198.3560
2017-07-21,197.5691
2017-07-20,196.7017
2017-07-19,195.9576
2017-07-18,195.0636
2017-07-17,194.3813
2017-07-14,193.5365
2017-07-13,192.6603
2017-07-12,191.9572
2017-07-11,191.1544
2017-07-10,190.2882
2017-07-07,189.6005
2017-07-06,189.0235
2017-07-05,188.4857
2017-07-03,187.8498
2017-06-30,187.5176
2017-06-29,187.2396
2017-06-28,186.9568
2017-06-27,186.3860
2017-06-26,185.8371
2017-06-23,185.1021
2017-06-22,184.0322
2017-06-21,183.1819
2017-06-20,182.2793
2017-06-19,181.3863
2017-06-16,180.3210
2017-06-15,179.4611
2017-06-14,178.6339
2017-06-13,178.0825
2017-06-12,177.6248
2017-06-09,177.2457
2017-06-08,176.8227
2017-06-07,176.3673
2017-06-06,176.0767
2017-06-05,175.9092
2017-06-02,175.4654
2017-06-01,174.8288
2017-05-31,174.4672
2017-05-30,174.0321
2017-05-26,173.6399
2017-05-25,173.2413
2017-05-24,172.7471
2017-05-23,172.4151
2017-05-22,172.2519
2017-05-19,172.0476
2017-05-18,172.1553
2017-05-17,172.6523
2017-05-16,173.0234
2017-05-15,172.9644
2017-05-12,172.9276
2017-05-11,172.7796
2017-05-10,172.5307
2017-05-09,172.3398
2017-05-08,171.8596
2017-05-05,171.4327
2017-05-04,171.0773
2017-05-03,170.9060
2017-05-02,170.6754
2017-05-01,170.4112
2017-04-28,170.2368
2017-04-27,169.7599
2017-04-26,169.4194
2017-04-25,169.2153
2017-04-24,168.7799
2017-04-21,168.4662
2017-04-20,168.3108
2017-04-19,168.2579
2017-04-18,168.2954
2017-04-17,168.3902
2017-04-13,168.3498
2017-04-12,168.6860
2017-04-11,168.9908
2017-04-10,169.0218
2017-04-07,169.1601
2017-04-06,169.1507
2017-04-05,169.2983
2017-04-04,169.4790
2017-04-03,169.4765
2017-03-31,169.6953
2017-03-30,169.8944
2017-03-29,169.9675
2017-03-28,170.0719
2017-03-27,170.2005
2017-03-24,170.4680
2017-03-23,170.7732
2017-03-22,170.9214
2017-03-21,171.0960
2017-03-20,171.3831
2017-03-17,171.2820
2017-03-16,171.0714
2017-03-15,171.0420
2017-03-14,170.9300
2017-03-13,170.7855
2017-03-10,170.5711
2017-03-09,170.3574
2017-03-08,169.8901
2017-03-07,169.2283
2017-03-06,168.4579
2017-03-03,167.7270
2017-03-02,166.7715
2017-03-01,165.6235
2017-02-28,164.2552
2017-02-27,163.1761
2017-02-24,162.0810
2017-02-23,161.1056
2017-02-22,160.0990
2017-02-21,159.1646
2017-02-17,158.1144
2017-02-16,157.2887
2017-02-15,156.5978
2017-02-14,156.0086
2017-02-13,155.4485
2017-02-10,154.8825
2017-02-09,154.4625
2017-02-08,154.2179
2017-02-07,153.9937
2017-02-06,153.5937
2017-02-03,153.4333
2017-02-02,153.4257
2017-02-01,153.4196
2017-01-31,153.2050
2017-01-30,153.0209
2017-01-27,152.5634
2017-01-26,151.8122
2017-01-25,150.8239
2017-01-24,149.9407
2017-01-23,149.7448
2017-01-20,149.8277
2017-01-19,149.7129
2017-01-18,149.6356
2017-01-17,149.6157
2017-01-13,149.6543
2017-01-12,149.5504
2017-01-11,149.4849
2017-01-10,149.2734
2017-01-09,149.0672
2017-01-06,148.9141
2017-01-05,148.6448
2017-01-04,148.3824
2017-01-03,148.0932
2016-12-30,147.9520
2016-12-29,147.9300
2016-12-28,147.8892
2016-12-27,147.7822
2016-12-23,147.4933
2016-12-22,147.1266
2016-12-21,146.7526
2016-12-20,146.3289
2016-12-19,145.9773
2016-12-16,145.6039
2016-12-15,145.3738
2016-12-14,145.1909
2016-12-13,144.8967
2016-12-12,144.3127
2016-12-09,143.6070
2016-12-08,142.9027
2016-12-07,142.2490
2016-12-06,141.6677
2016-12-05,141.2385
2016-12-02,140.7679
2016-12-01,140.2330
2016-11-30,139.6233
2016-11-29,139.1564
2016-11-28,138.5141
2016-11-25,138.0170
2016-11-23,137.4345
2016-11-22,136.8245
2016-11-21,136.1761
2016-11-18,135.7452
2016-11-17,135.3423
2016-11-16,135.0096
2016-11-15,134.5113
2016-11-14,133.7704
2016-11-11,132.7436
2016-11-10,131.7883
2016-11-09,130.8384
2016-11-08,130.0963
2016-11-07,129.6124
2016-11-04,129.1100
2016-11-03,128.9514
2016-11-02,128.7183
2016-11-01,128.3762
2016-10-31,127.8117
2016-10-28,127.1915
2016-10-27,126.4485
2016-10-26,125.6046
2016-10-25,124.4351
2016-10-24,123.8995
2016-10-21,123.4933
2016-10-20,123.2556
2016-10-19,122.9722
2016-10-18,122.6247
2016-10-17,122.3682
2016-10-14,122.2125
2016-10-13,122.0987
2016-10-12,121.9875
2016-10-11,121.8904
2016-10-10,121.7185
2016-10-07,121.2948
2016-10-06,121.0593
2016-10-05,120.7396
2016-10-04,120.3661
2016-10-03,120.2334
2016-09-30,120.0753
2016-09-29,119.9766
2016-09-28,119.9504
2016-09-27,119.7874
2016-09-26,119.7142
2016-09-23,119.7203
2016-09-22,119.5915
2016-09-21,119.4429
2016-09-20,119.4308
2016-09-19,119.7308
2016-09-16,120.0915
2016-09-15,120.5703
2016-09-14,120.9683
2016-09-13,121.4100
2016-09-12,121.7645
2016-09-09,121.9939
2016-09-08,122.4196
2016-09-07,122.3863
2016-09-06,122.3773
2016-09-02,122.3259
2016-09-01,122.4741
2016-08-31,122.7740
2016-08-30,123.1465
2016-08-29,123.3934
2016-08-26,123.4216
2016-08-25,123.5239
2016-08-24,123.5461
2016-08-23,123.5312
2016-08-22,123.4151
2016-08-19,123.1895
2016-08-18,123.0032
2016-08-17,122.7345
2016-08-16,122.4714
2016-08-15,122.1515
2016-08-12,121.8402
2016-08-11,121.6759
2016-08-10,121.5063
2016-08-09,121.4011
2016-08-08,121.3671
2016-08-05,121.3767
2016-08-04,121.4356
2016-08-03,121.5546
2016-08-02,121.6066
2016-08-01,121.6898
2016-07-29,121.5966
2016-07-28,121.4421
2016-07-27,121.3440
2016-07-26,120.9051
2016-07-25,120.5510
2016-07-22,120.3784
2016-07-21,120.1299
2016-07-20,119.8519
2016-07-19,119.4161
2016-07-18,118.9494
2016-07-15,118.5804
2016-07-14,118.2964
2016-07-13,118.0823
2016-07-12,118.0112
2016-07-11,117.8560
2016-07-08,117.5505
2016-07-07,117.4381
2016-07-06,117.6429
2016-07-05,117.8885
2016-07-01,118.1533
2016-06-30,118.1360
2016-06-29,118.0969
2016-06-28,118.3761
2016-06-27,119.0240
2016-06-24,119.8572
2016-06-23,120.3305
2016-06-22,120.0551
2016-06-21,119.9531
2016-06-20,119.8682
2016-06-17,119.6365
2016-06-16,119.7106
2016-06-15,119.8388
2016-06-14,119.8868
2016-06-13,119.8981
2016-06-10,119.9725
2016-06-09,119.9139
2016-06-08,119.6286
2016-06-07,119.3284
2016-06-06,119.1205
2016-06-03,118.8965
2016-06-02,119.1570
2016-06-01,119.4959
2016-05-31,119.9092
2016-05-27,120.3826
2016-05-26,120.5485
2016-05-25,120.7140
2016-05-24,120.9391
2016-05-23,121.3301
2016-05-20,121.7394
2016-05-19,122.1981
2016-05-18,122.6112
2016-05-17,122.7267
2016-05-16,122.6692
2016-05-13,122.4232
2016-05-12,122.3754
2016-05-11,122.0595
2016-05-10,121.8692
2016-05-09,121.5852
2016-05-06,121.5624
2016-05-05,121.4024
2016-05-04,121.3530
2016-05-03,121.4246
2016-05-02,121.3177
2016-04-29,121.0266
2016-04-28,120.6169
2016-04-27,120.1668
2016-04-26,119.4208
2016-04-25,119.0329
2016-04-22,118.8837
2016-04-21,118.6838
2016-04-20,118.4969
2016-04-19,118.3085
2016-04-18,117.8661
2016-04-15,117.4616
2016-04-14,117.1129
2016-04-13,116.7628
2016-04-12,116.3485
2016-04-11,116.0821
2016-04-08,115.9641
2016-04-07,115.8373
2016-04-06,115.7952
2016-04-05,115.6445
2016-04-04,115.5790
2016-04-01,115.5826
2016-03-31,115.5158
2016-03-30,115.4439
2016-03-29,115.1826
2016-03-28,114.6433
2016-03-24,114.0132
2016-03-23,113.2388
2016-03-22,112.3191
2016-03-21,111.0747
2016-03-18,109.6487
2016-03-17,108.3202
2016-03-16,107.2494
2016-03-15,106.4446
2016-03-14,105.7163
2016-03-11,104.9399
2016-03-10,104.2999
2016-03-09,103.8062
2016-03-08,103.2935
2016-03-07,102.8086
2016-03-04,102.2374
2016-03-03,101.8373
2016-03-02,101.5823
2016-03-01,101.3189
2016-02-29,101.0172
2016-02-26,100.9063
2016-02-25,100.8075
2016-02-24,100.8686
2016-02-23,101.0910
2016-02-22,101.2069
2016-02-19,101.2988
2016-02-18,101.6661
2016-02-17,101.8179
2016-02-16,102.1398
2016-02-12,102.9240
2016-02-11,104.2339
2016-02-10,105.6932
2016-02-09,106.4148
2016-02-08,107.0577
2016-02-05,107.7072
2016-02-04,108.0891
2016-02-03,108.4054
2016-02-02,108.9566
2016-02-01,110.0486
2016-01-29,110.8043
2016-01-28,111.7960
2016-01-27,113.1180
2016-01-26,114.7208
2016-01-25,115.2149
2016-01-22,116.2016
2016-01-21,117.2162
2016-01-20,118.4586
2016-01-19,119.9521
2016-01-15,121.1475
2016-01-14,122.4965
2016-01-13,123.5713
2016-01-12,124.8587
2016-01-11,125.8392
2016-01-08,127.0913
2016-01-07,128.4725
2016-01-06,129.6364
2016-01-05,130.2565
2016-01-04,130.6800
2015-12-31,131.1985
2015-12-30,131.3077
2015-12-29,131.2228
2015-12-28,131.0243
2015-12-24,131.1144
2015-12-23,131.3194
2015-12-22,131.4793
2015-12-21,131.8328
2015-12-18,132.3733
2015-12-17,133.0982
2015-12-16,133.2205
2015-12-15,133.0667
2015-12-14,133.0670
2015-12-11,133.4483
2015-12-10,133.6761
2015-12-09,133.7187
2015-12-08,133.9952
2015-12-07,134.2040
2015-12-04,134.0417
2015-12-03,133.8518
2015-12-02,133.9601
2015-12-01,133.9148
2015-11-30,133.7710
2015-11-27,133.8575
2015-11-25,133.7771
2015-11-24,133.6278
2015-11-23,133.3226
2015-11-20,133.0167
2015-11-19,132.5598
2015-11-18,132.0737
2015-11-17,131.6440
2015-11-16,131.4118
2015-11-13,131.3344
2015-11-12,131.4429
2015-11-11,131.5572
2015-11-10,131.4031
2015-11-09,131.2097
2015-11-06,130.9002
2015-11-05,130.3413
2015-11-04,129.7244
2015-11-03,129.0245
2015-11-02,128.3697
2015-10-30,127.6202
2015-10-29,126.8387
2015-10-28,126.0845
2015-10-27,125.1871
2015-10-26,124.1486
2015-10-23,123.2137
2015-10-22,122.1999
2015-10-21,121.1445
2015-10-20,120.5610
2015-10-19,120.1826
2015-10-16,119.8250
2015-10-15,119.5296
2015-10-14,119.2355
2015-10-13,119.2659
2015-10-12,118.6400
2015-10-09,117.9237
2015-10-08,117.2599
2015-10-07,116.6189
2015-10-06,116.1518
2015-10-05,115.9140
2015-10-02,115.7308
2015-10-01,115.6996
2015-09-30,115.8869
2015-09-29,116.0609
2015-09-28,116.4974
2015-09-25,117.0457
2015-09-24,117.3327
2015-09-23,117.7884
2015-09-22,118.0794
2015-09-21,118.1483
2015-09-18,118.0086
2015-09-17,117.8570
2015-09-16,117.5522
2015-09-15,117.2577
2015-09-14,117.0457
2015-09-11,117.0292
2015-09-10,116.9945
2015-09-09,117.0888
2015-09-08,117.2987
2015-09-04,117.4080
2015-09-03,117.9790
2015-09-02,118.4692
2015-09-01,119.0515
2015-08-31,120.0385
2015-08-28,120.7614
2015-08-27,121.2719
2015-08-26,121.9807
2015-08-25,123.0303
2015-08-24,124.5916
2015-08-21,126.1000
2015-08-20,127.2420
2015-08-19,127.8999
2015-08-18,127.9904
2015-08-17,127.8831
2015-08-14,127.7844
2015-08-13,127.6066
2015-08-12,127.4450
2015-08-11,127.5300
2015-08-10,127.4457
2015-08-07,127.1575
2015-08-06,127.2214
2015-08-05,127.1387
2015-08-04,126.9266
2015-08-03,126.9496
2015-07-31,126.9593
2015-07-30,126.9189
2015-07-29,127.0020
2015-07-28,126.9705
2015-07-27,127.1902
2015-07-24,127.5135
2015-07-23,127.5357
2015-07-22,127.3381
2015-07-21,127.0859
2015-07-20,126.9733
2015-07-17,126.6662
2015-07-16,126.3222
2015-07-15,125.7729
2015-07-14,125.3542
2015-07-13,124.8108
2015-07-10,124.3487
2015-07-09,124.0848
2015-07-08,123.9859
2015-07-07,123.9791
2015-07-06,123.8434
2015-07-02,123.9870
2015-07-01,124.1812
2015-06-30,124.3403
2015-06-29,124.7354
2015-06-26,125.1668
2015-06-25,125.2317
2015-06-24,125.3096
2015-06-23,125.3386
2015-06-22,125.2193
2015-06-19,124.9571
2015-06-18,124.7399
2015-06-17,124.4829
2015-06-16,124.4216
2015-06-15,124.4792
2015-06-12,124.5527
2015-06-11,124.5830
2015-06-10,124.6042
2015-06-09,124.7785
2015-06-08,125.1378
2015-06-05,125.4739
2015-06-04,125.8334
2015-06-03,126.1777
2015-06-02,126.2712
2015-06-01,126.4378
2015-05-29,126.8395
2015-05-28,127.3577
2015-05-27,127.7263
2015-05-26,128.0559
2015-05-22,128.4375
2015-05-21,128.6354
2015-05-20,128.5766
2015-05-19,128.6161
2015-05-18,128.5931
2015-05-15,128.6075
2015-05-14,128.6070
2015-05-13,128.4918
2015-05-12,128.6233
2015-05-11,128.7887
2015-05-08,128.9201
2015-05-07,129.1111
2015-05-06,129.7501
2015-05-05,130.4918
2015-05-04,131.1919
2015-05-01,131.8298
2015-04-30,132.4492
2015-04-29,133.2610
2015-04-28,133.8344
2015-04-27,134.3049
2015-04-24,134.7787
2015-04-23,135.2219
2015-04-22,135.5378
2015-04-21,135.7314
2015-04-20,135.7039
2015-04-17,135.7383
2015-04-16,136.0991
2015-04-15,136.2269
2015-04-14,136.3076
2015-04-13,136.3027
2015-04-10,136.2855
2015-04-09,136.1353
2015-04-08,136.0672
2015-04-07,135.9908
2015-04-06,136.0109
2015-04-02,136.1728
2015-04-01,136.5158
2015-03-31,136.9456
2015-03-30,137.2444
2015-03-27,137.2738
2015-03-26,137.7079
2015-03-25,138.2381
2015-03-24,138.7916
2015-03-23,139.0076
2015-03-20,139.1008
2015-03-19,139.0037
2015-03-18,138.9241
2015-03-17,138.6468
2015-03-16,138.4611
2015-03-13,138.3336
2015-03-12,138.4044
2015-03-11,138.4127
2015-03-10,138.4972
2015-03-09,138.4353
2015-03-06,138.0983
2015-03-05,137.8898
2015-03-04,137.4992
2015-03-03,137.0699
2015-03-02,136.4542
2015-02-27,135.9592
2015-02-26,135.7218
2015-02-25,135.3508
2015-02-24,134.7919
2015-02-23,134.0202
2015-02-20,133.1272
2015-02-19,131.7577
2015-02-18,130.7489
2015-02-17,129.9183
2015-02-13,129.1378
2015-02-12,128.2979
2015-02-11,127.5505
2015-02-10,126.7453
2015-02-09,125.9444
2015-02-06,125.1133
2015-02-05,124.1561
2015-02-04,123.0437
2015-02-03,121.9763
2015-02-02,120.7979
2015-01-30,119.6287
2015-01-29,118.4505
2015-01-28,116.9102
2015-01-27,116.1088
2015-01-26,116.0032
2015-01-23,115.7144
2015-01-22,115.3388
2015-01-21,114.8191
2015-01-20,114.5989
2015-01-16,114.4847
2015-01-15,114.4051
2015-01-14,114.3843
2015-01-13,114.3330
2015-01-12,114.1898
2015-01-09,114.0638
2015-01-08,113.8526
2015-01-07,113.5933
2015-01-06,113.5551
2015-01-05,113.7230
2015-01-02,113.7392
2014-12-31,113.6575
2014-12-30,113.5628
2014-12-29,113.2593
2014-12-26,112.8789
2014-12-24,112.5353
2014-12-23,112.2031
2014-12-22,111.9713
2014-12-19,111.9126
2014-12-18,112.0607
2014-12-17,112.2793
2014-12-16,112.5795
2014-12-15,112.9889
2014-12-12,113.6617
2014-12-11,114.5269
2014-12-10,115.1807
2014-12-09,115.7472
2014-12-08,115.8172
2014-12-05,115.8202
2014-12-04,115.6104
2014-12-03,115.4721
2014-12-02,115.2465
2014-12-01,114.9629
2014-11-28,114.6379
2014-11-26,114.0693
2014-11-25,113.4034
2014-11-24,112.6746
2014-11-21,111.9028
2014-11-20,111.2599
2014-11-19,110.6768
2014-11-18,110.0531
2014-11-17,109.4782
2014-11-14,109.0947
2014-11-13,108.6320
2014-11-12,108.1666
2014-11-11,107.9480
2014-11-10,107.7670
2014-11-07,107.6491
2014-11-06,107.5432
2014-11-05,107.4161
2014-11-04,107.3186
2014-11-03,107.1201
2014-10-31,106.8871
2014-10-30,106.7563
2014-10-29,106.7332
2014-10-28,106.7896
2014-10-27,106.7970
2014-10-24,106.9661
2014-10-23,107.1391
2014-10-22,107.3512
2014-10-21,107.6448
2014-10-20,107.3613
2014-10-17,107.3557
2014-10-16,107.4660
2014-10-15,107.9016
2014-10-14,108.3859
2014-10-13,108.6882
2014-10-10,109.2125
2014-10-09,109.6690
2014-10-08,110.0293
2014-10-07,110.1829
2014-10-06,110.5254
2014-10-03,110.5826
2014-10-02,110.6330
2014-10-01,110.9197
2014-09-30,111.1757
2014-09-29,111.1628
2014-09-26,110.9994
2014-09-25,110.8295
2014-09-24,110.8093
2014-09-23,110.6329
2014-09-22,110.5686
2014-09-19,110.3670
2014-09-18,110.0691
2014-09-17,109.8281
2014-09-16,109.6541
2014-09-15,109.5125
2014-09-12,109.4668
2014-09-11,109.3494
2014-09-10,109.1492
2014-09-09,108.8712
2014-09-08,108.5721
2014-09-05,108.2741
2014-09-04,108.3030
2014-09-03,108.2541
2014-09-02,108.1517
2014-08-29,108.0916
2014-08-28,107.8880
2014-08-27,107.6368
2014-08-26,107.2515
2014-08-25,106.7947
2014-08-22,106.3325
2014-08-21,105.9288
2014-08-20,105.4923
2014-08-19,105.0409
2014-08-18,104.7464
2014-08-15,104.4979
2014-08-14,104.4292
2014-08-13,104.2608
2014-08-12,104.3125
2014-08-11,104.5366
2014-08-08,104.7515
2014-08-07,105.0095
2014-08-06,105.3800
2014-08-05,105.9478
2014-08-04,106.3362
2014-08-01,106.9046
2014-07-31,107.4780
2014-07-30,108.0935
2014-07-29,108.5729
2014-07-28,109.0929
2014-07-25,109.5814
2014-07-24,110.0985
2014-07-23,110.5342
2014-07-22,110.7638
2014-07-21,110.6940
2014-07-18,110.7728
2014-07-17,110.9300
2014-07-16,111.2883
2014-07-15,111.5150
2014-07-14,111.5841
2014-07-11,111.6157
2014-07-10,111.8026
2014-07-09,112.1434
2014-07-08,112.5133
2014-07-07,112.9140
2014-07-03,113.1045
2014-07-02,113.3718
2014-07-01,113.7548
2014-06-30,114.1122
2014-06-27,114.5951
2014-06-26,114.9772
2014-06-25,115.4434
2014-06-24,116.0466
2014-06-23,116.4748
2014-06-20,116.7542
2014-06-19,116.9197
2014-06-18,117.0176
2014-06-17,117.1543
2014-06-16,117.2998
2014-06-13,117.4420
2014-06-12,117.6162
2014-06-11,117.8088
2014-06-10,117.8086
2014-06-09,117.4682
2014-06-06,117.0177
2014-06-05,116.4928
2014-06-04,116.0698
2014-06-03,115.7638
2014-06-02,115.3688
2014-05-30,114.9339
2014-05-29,114.5269
2014-05-28,114.0935
2014-05-27,113.7059
2014-05-23,113.2994
2014-05-22,113.0421
2014-05-21,112.8207
2014-05-20,112.6711
2014-05-19,112.6522
2014-05-16,112.4416
2014-05-15,112.2680
2014-05-14,112.0352
2014-05-13,111.5924
2014-05-12,111.0624
2014-05-09,110.5770
2014-05-08,110.2092
2014-05-07,109.8666
2014-05-06,109.5187
2014-05-05,109.1685
2014-05-02,108.6712
2014-05-01,108.3463
2014-04-30,108.1518
2014-04-29,107.8841
2014-04-28,107.6648
2014-04-25,107.5696
