Dates,HT_TRENDLINE Values
2018-12-10,326.4138
2018-12-07,328.4043
2018-12-06,329.9696
2018-12-04,330.8463
2018-12-03,331.0982
2018-11-30,331.7190
2018-11-29,332.7225
2018-11-28,333.9517
2018-11-27,335.5652
2018-11-26,337.3397
2018-11-23,339.0769
2018-11-21,341.1760
2018-11-20,343.0336
2018-11-19,344.5013
2018-11-16,345.8360
2018-11-15,346.8636
2018-11-14,347.5552
2018-11-13,347.8458
2018-11-12,347.8774
2018-11-09,347.7353
2018-11-08,347.6403
2018-11-07,348.0240
2018-11-06,348.9121
2018-11-05,350.0377
2018-11-02,351.3489
2018-11-01,352.7862
2018-10-31,354.2168
2018-10-30,355.5866
2018-10-29,356.7163
2018-10-26,357.4830
2018-10-25,357.6894
2018-10-24,357.8034
2018-10-23,357.7930
2018-10-22,357.3556
2018-10-19,356.5585
2018-10-18,355.4441
2018-10-17,354.2485
2018-10-16,353.1835
2018-10-15,352.3381
2018-10-12,352.0009
2018-10-11,352.0438
2018-10-10,352.2819
2018-10-09,352.4286
2018-10-08,352.2861
2018-10-05,351.6512
2018-10-04,350.4606
2018-10-03,349.0208
2018-10-02,347.4429
2018-10-01,345.8763
2018-09-28,344.6988
2018-09-27,343.8354
2018-09-26,343.0689
2018-09-25,342.2770
2018-09-24,341.4705
2018-09-21,340.6758
2018-09-20,339.7389
2018-09-19,338.7612
2018-09-18,337.6494
2018-09-17,336.5696
2018-09-14,335.7613
2018-09-13,335.2532
2018-09-12,335.0743
2018-09-11,335.2130
2018-09-10,335.6317
2018-09-07,336.2180
2018-09-06,336.7866
2018-09-05,337.2174
2018-09-04,337.5455
2018-08-31,337.7720
2018-08-30,337.6901
2018-08-29,337.5396
2018-08-28,337.4159
2018-08-27,337.2999
2018-08-24,337.1674
2018-08-23,337.0717
2018-08-22,337.0803
2018-08-21,337.0541
2018-08-20,336.9845
2018-08-17,336.7526
2018-08-16,336.4170
2018-08-15,335.9932
2018-08-14,335.6383
2018-08-13,335.3988
2018-08-10,335.1354
2018-08-09,335.0126
2018-08-08,334.6084
2018-08-07,334.2192
2018-08-06,333.6426
2018-08-03,333.2190
2018-08-02,333.0887
2018-08-01,333.1587
2018-07-31,333.3294
2018-07-30,333.5602
2018-07-27,333.7945
2018-07-26,334.1433
2018-07-25,334.1110
2018-07-24,333.9038
2018-07-23,333.5913
2018-07-20,333.1874
2018-07-19,332.6071
2018-07-18,331.4703
2018-07-17,331.0659
2018-07-16,330.8713
2018-07-13,330.9184
2018-07-12,331.2492
2018-07-11,331.3692
2018-07-10,331.7114
2018-07-09,332.2322
2018-07-06,333.2560
2018-07-05,334.1346
2018-07-03,335.2085
2018-07-02,336.5754
2018-06-29,337.7407
2018-06-28,339.2846
2018-06-27,341.2268
2018-06-26,342.8697
2018-06-25,344.2746
2018-06-22,345.3743
2018-06-21,346.2062
2018-06-20,347.0170
2018-06-19,347.5750
2018-06-18,347.6649
2018-06-15,346.9935
2018-06-14,345.7527
2018-06-13,344.4554
2018-06-12,343.0287
2018-06-11,341.7523
2018-06-08,340.4503
2018-06-07,339.0970
2018-06-06,337.6665
2018-06-05,336.3565
2018-06-04,335.1931
2018-06-01,334.1390
2018-05-31,333.2949
2018-05-30,332.1488
2018-05-29,331.1427
2018-05-25,329.9268
2018-05-24,328.7345
2018-05-23,327.6629
2018-05-22,326.5808
2018-05-21,325.4374
2018-05-18,324.5672
2018-05-17,323.9286
2018-05-16,323.3103
2018-05-15,322.9073
2018-05-14,322.4025
2018-05-11,321.9096
2018-05-10,321.3775
2018-05-09,320.7635
2018-05-08,320.1183
2018-05-07,319.9503
2018-05-04,319.8633
2018-05-03,319.8826
2018-05-02,320.0370
2018-05-01,320.0727
2018-04-30,319.7039
2018-04-27,318.9819
2018-04-26,318.1971
2018-04-25,317.3624
2018-04-24,316.6825
2018-04-23,316.2644
2018-04-20,315.6516
2018-04-19,315.2468
2018-04-18,315.1997
2018-04-17,315.1940
2018-04-16,315.5751
2018-04-13,316.4314
2018-04-12,317.6062
2018-04-11,318.6320
2018-04-10,320.1544
2018-04-09,321.7623
2018-04-06,323.5200
2018-04-05,324.9150
2018-04-04,325.6718
2018-04-03,326.1191
2018-04-02,326.6354
2018-03-29,327.3484
2018-03-28,328.1556
2018-03-27,329.1353
2018-03-26,330.1772
2018-03-23,331.0226
2018-03-22,331.7580
2018-03-21,332.5249
2018-03-20,333.1466
2018-03-19,334.1276
2018-03-16,335.2909
2018-03-15,336.5416
2018-03-14,337.5314
2018-03-13,338.1780
2018-03-12,338.4156
2018-03-09,338.5722
2018-03-08,338.4963
2018-03-07,338.2883
2018-03-06,337.9974
2018-03-05,337.2026
2018-03-02,336.0152
2018-03-01,334.8827
2018-02-28,333.6574
2018-02-27,332.2982
2018-02-26,331.3640
2018-02-23,330.1871
2018-02-22,329.0343
2018-02-21,327.9658
2018-02-20,327.0680
2018-02-16,326.3995
2018-02-15,325.9130
2018-02-14,325.2003
2018-02-13,324.4731
2018-02-12,323.3481
2018-02-09,321.5770
2018-02-08,319.5189
2018-02-07,317.3254
2018-02-06,314.5088
2018-02-05,312.2488
2018-02-02,310.5515
2018-02-01,308.6207
2018-01-31,306.8912
2018-01-30,305.5246
2018-01-29,304.0079
2018-01-26,302.5414
2018-01-25,300.6351
2018-01-24,298.7742
2018-01-23,296.8470
2018-01-22,294.6625
2018-01-19,292.4569
2018-01-18,289.8720
2018-01-17,287.1656
2018-01-16,284.1718
2018-01-12,281.3050
2018-01-11,278.5115
2018-01-10,275.8705
2018-01-09,273.3618
2018-01-08,271.4995
2018-01-05,270.0009
2018-01-04,268.8792
2018-01-03,267.8794
2018-01-02,266.8323
2017-12-29,265.8156
2017-12-28,264.8215
2017-12-27,263.9212
2017-12-26,263.3410
2017-12-22,262.7219
2017-12-21,262.1918
2017-12-20,261.4344
2017-12-19,260.6116
2017-12-18,259.7967
2017-12-15,259.1768
2017-12-14,258.6251
2017-12-13,258.0598
2017-12-12,257.4743
2017-12-11,256.8258
2017-12-08,256.2839
2017-12-07,255.5156
2017-12-06,254.7761
2017-12-05,254.0448
2017-12-04,253.2511
2017-12-01,252.5410
2017-11-30,251.9814
2017-11-29,251.3567
2017-11-28,250.8378
2017-11-27,250.2867
2017-11-24,249.6602
2017-11-22,249.1930
2017-11-21,248.7553
2017-11-20,248.4997
2017-11-17,248.2874
2017-11-16,248.0692
2017-11-15,247.8373
2017-11-14,247.6497
2017-11-13,247.3988
2017-11-10,247.0384
2017-11-09,246.6442
2017-11-08,246.3408
2017-11-07,246.0831
2017-11-06,245.9409
2017-11-03,245.9436
2017-11-02,245.9250
2017-11-01,245.8125
2017-10-31,245.7110
2017-10-30,245.6355
2017-10-27,245.4884
2017-10-26,245.3473
2017-10-25,245.1254
2017-10-24,244.8829
2017-10-23,244.4979
2017-10-20,244.2075
2017-10-19,243.8747
2017-10-18,243.5276
2017-10-17,243.0086
2017-10-16,242.3324
2017-10-13,241.5655
2017-10-12,240.6907
2017-10-11,239.7678
2017-10-10,238.8980
2017-10-09,238.0532
2017-10-06,237.2666
2017-10-05,236.5997
2017-10-04,235.7685
2017-10-03,235.0867
2017-10-02,234.4773
2017-09-29,233.6824
2017-09-28,232.8397
2017-09-27,232.0692
2017-09-26,231.1930
2017-09-25,230.2652
2017-09-22,229.4055
2017-09-21,228.4975
2017-09-20,227.6956
2017-09-19,227.0889
2017-09-18,226.5789
2017-09-15,226.1155
2017-09-14,225.7913
2017-09-13,225.5263
2017-09-12,225.2791
2017-09-11,225.0943
2017-09-08,224.9291
2017-09-07,224.9064
2017-09-06,224.9719
2017-09-05,224.9914
2017-09-01,224.8913
2017-08-31,224.7654
2017-08-30,224.6918
2017-08-29,224.6945
2017-08-28,224.7422
2017-08-25,224.7739
2017-08-24,224.6039
2017-08-23,224.0799
2017-08-22,223.3009
2017-08-21,222.0452
2017-08-18,220.8370
2017-08-17,219.4747
2017-08-16,217.9439
2017-08-15,216.2671
2017-08-14,214.4788
2017-08-11,213.0687
2017-08-10,211.5635
2017-08-09,209.9323
2017-08-08,208.0286
2017-08-07,206.2663
2017-08-04,204.3577
2017-08-03,202.3866
2017-08-02,200.7135
2017-08-01,199.1444
2017-07-31,197.9168
2017-07-28,196.5716
2017-07-27,195.2657
2017-07-26,193.8877
2017-07-25,192.9611
2017-07-24,192.2901
2017-07-21,191.5821
2017-07-20,190.8134
2017-07-19,189.8928
2017-07-18,188.8378
2017-07-17,187.8042
2017-07-14,186.8089
2017-07-13,185.9270
2017-07-12,185.2245
2017-07-11,184.5693
2017-07-10,184.0847
2017-07-07,183.6737
2017-07-06,183.2012
2017-07-05,182.7759
2017-07-03,182.2908
2017-06-30,182.0074
2017-06-29,181.6564
2017-06-28,181.3618
2017-06-27,180.9991
2017-06-26,180.7160
2017-06-23,180.3787
2017-06-22,179.8302
2017-06-21,179.2422
2017-06-20,178.6903
2017-06-19,178.0745
2017-06-16,177.5331
2017-06-15,176.9436
2017-06-14,176.3799
2017-06-13,175.7141
2017-06-12,175.0767
2017-06-09,174.5604
2017-06-08,174.1669
2017-06-07,173.8921
2017-06-06,173.6418
2017-06-05,173.3932
2017-06-02,173.0363
2017-06-01,172.7017
2017-05-31,172.4268
2017-05-30,172.1363
2017-05-26,171.8081
2017-05-25,171.4700
2017-05-24,171.1775
2017-05-23,170.9588
2017-05-22,170.8320
2017-05-19,170.8161
2017-05-18,170.8139
2017-05-17,170.7728
2017-05-16,170.6861
2017-05-15,170.4594
2017-05-12,170.2890
2017-05-11,170.0162
2017-05-10,169.6366
2017-05-09,169.2756
2017-05-08,168.8804
2017-05-05,168.5151
2017-05-04,168.1492
2017-05-03,167.8724
2017-05-02,167.5349
2017-05-01,167.2450
2017-04-28,166.9371
2017-04-27,166.6274
2017-04-26,166.4144
2017-04-25,166.2247
2017-04-24,166.0394
2017-04-21,165.9384
2017-04-20,165.9431
2017-04-19,165.9785
2017-04-18,166.0308
2017-04-17,166.1296
2017-04-13,166.2813
2017-04-12,166.5108
2017-04-11,166.7600
2017-04-10,166.9353
2017-04-07,167.1445
2017-04-06,167.2490
2017-04-05,167.2857
2017-04-04,167.2708
2017-04-03,167.1857
2017-03-31,167.0682
2017-03-30,166.8349
2017-03-29,166.4210
2017-03-28,165.7899
2017-03-27,165.0143
2017-03-24,164.1152
2017-03-23,163.1470
2017-03-22,162.2789
2017-03-21,161.6171
2017-03-20,160.9690
2017-03-17,160.3747
2017-03-16,160.0590
2017-03-15,159.9526
2017-03-14,160.1069
2017-03-13,160.2567
2017-03-10,160.3980
2017-03-09,160.4867
2017-03-08,160.5257
2017-03-07,160.5657
2017-03-06,160.5055
2017-03-03,160.3272
2017-03-02,159.9651
2017-03-01,159.3479
2017-02-28,158.6727
2017-02-27,157.9680
2017-02-24,157.1570
2017-02-23,156.2438
2017-02-22,155.4755
2017-02-21,154.8561
2017-02-17,154.3428
2017-02-16,153.8786
2017-02-15,153.2877
2017-02-14,152.5442
2017-02-13,151.9995
2017-02-10,151.4955
2017-02-09,151.0456
2017-02-08,150.6654
2017-02-07,150.3526
2017-02-06,150.0878
2017-02-03,149.9226
2017-02-02,149.7072
2017-02-01,149.4453
2017-01-31,149.0909
2017-01-30,148.6603
2017-01-27,148.0842
2017-01-26,147.4368
2017-01-25,146.9012
2017-01-24,146.5549
2017-01-23,146.4027
2017-01-20,146.2938
2017-01-19,146.1166
2017-01-18,145.9132
2017-01-17,145.7250
2017-01-13,145.5327
2017-01-12,145.3744
2017-01-11,145.1370
2017-01-10,144.7766
2017-01-09,144.3352
2017-01-06,143.8682
2017-01-05,143.3239
2017-01-04,142.7388
2017-01-03,142.2424
2016-12-30,141.8289
2016-12-29,141.5760
2016-12-28,141.4592
2016-12-27,141.3717
2016-12-23,141.2772
2016-12-22,141.1536
2016-12-21,140.9915
2016-12-20,140.8911
2016-12-19,140.8705
2016-12-16,140.9235
2016-12-15,140.8923
2016-12-14,140.6639
2016-12-13,140.3012
2016-12-12,139.7938
2016-12-09,139.3752
2016-12-08,138.9462
2016-12-07,138.6365
2016-12-06,138.3825
2016-12-05,138.0767
2016-12-02,137.6807
2016-12-01,137.1617
2016-11-30,136.5608
2016-11-29,135.9254
2016-11-28,135.2096
2016-11-25,134.5592
2016-11-23,133.9383
2016-11-22,133.4175
2016-11-21,132.8875
2016-11-18,132.1996
2016-11-17,131.3663
2016-11-16,130.5751
2016-11-15,129.8037
2016-11-14,129.1167
2016-11-11,128.4434
2016-11-10,127.8523
2016-11-09,127.3694
2016-11-08,127.0260
2016-11-07,126.7752
2016-11-04,126.6251
2016-11-03,126.4863
2016-11-02,126.2510
2016-11-01,125.8915
2016-10-31,125.3880
2016-10-28,124.8096
2016-10-27,124.2625
2016-10-26,123.7324
2016-10-25,123.2837
2016-10-24,123.0165
2016-10-21,122.7919
2016-10-20,122.6156
2016-10-19,122.4068
2016-10-18,122.2447
2016-10-17,122.1297
2016-10-14,121.9965
2016-10-13,121.8223
2016-10-12,121.5880
2016-10-11,121.2166
2016-10-10,120.8064
2016-10-07,120.3799
2016-10-06,120.0436
2016-10-05,119.7401
2016-10-04,119.5454
2016-10-03,119.4845
2016-09-30,119.4765
2016-09-29,119.5779
2016-09-28,119.6114
2016-09-27,119.6306
2016-09-26,119.7204
2016-09-23,119.9004
2016-09-22,120.0733
2016-09-21,120.2625
2016-09-20,120.5149
2016-09-19,120.8053
2016-09-16,121.0867
2016-09-15,121.3409
2016-09-14,121.6137
2016-09-13,121.8539
2016-09-12,122.0853
2016-09-09,122.2388
2016-09-08,122.3183
2016-09-07,122.3007
2016-09-06,122.2760
2016-09-02,122.2579
2016-09-01,122.2631
2016-08-31,122.2611
2016-08-30,122.2304
2016-08-29,122.1769
2016-08-26,122.1690
2016-08-25,122.1698
2016-08-24,122.1754
2016-08-23,122.1142
2016-08-22,122.0015
2016-08-19,121.8484
2016-08-18,121.5839
2016-08-17,121.2666
2016-08-16,120.9498
2016-08-15,120.6217
2016-08-12,120.4228
2016-08-11,120.3383
2016-08-10,120.2913
2016-08-09,120.2457
2016-08-08,120.1728
2016-08-05,120.0931
2016-08-04,120.0220
2016-08-03,120.0320
2016-08-02,120.1765
2016-08-01,120.2140
2016-07-29,120.1310
2016-07-28,120.0161
2016-07-27,119.8786
2016-07-26,119.6789
2016-07-25,119.4463
2016-07-22,119.1173
2016-07-21,118.6353
2016-07-20,118.1318
2016-07-19,117.7303
2016-07-18,117.5535
2016-07-15,117.5043
2016-07-14,117.5141
2016-07-13,117.5321
2016-07-12,117.5453
2016-07-11,117.4968
2016-07-08,117.4920
2016-07-07,117.6081
2016-07-06,117.8198
2016-07-05,118.0451
2016-07-01,118.3017
2016-06-30,118.5390
2016-06-29,118.6619
2016-06-28,118.7788
2016-06-27,118.7762
2016-06-24,118.7366
2016-06-23,118.6533
2016-06-22,118.4245
2016-06-21,118.2377
2016-06-20,118.0858
2016-06-17,117.9685
2016-06-16,117.9576
2016-06-15,117.9029
2016-06-14,117.8241
2016-06-13,117.7580
2016-06-10,117.6868
2016-06-09,117.5848
2016-06-08,117.4534
2016-06-07,117.4417
2016-06-06,117.5152
2016-06-03,117.8078
2016-06-02,118.2140
2016-06-01,118.6580
2016-05-31,119.0271
2016-05-27,119.3120
2016-05-26,119.4716
2016-05-25,119.6441
2016-05-24,119.9044
2016-05-23,120.2615
2016-05-20,120.5751
2016-05-19,120.7277
2016-05-18,120.6591
2016-05-17,120.4987
2016-05-16,120.3489
2016-05-13,120.1967
2016-05-12,120.0266
2016-05-11,119.7989
2016-05-10,119.5752
2016-05-09,119.3148
2016-05-06,119.1636
2016-05-05,119.0176
2016-05-04,118.8014
2016-05-03,118.5689
2016-05-02,118.2595
2016-04-29,117.9107
2016-04-28,117.5887
2016-04-27,117.3380
2016-04-26,117.2022
2016-04-25,117.2455
2016-04-22,117.3937
2016-04-21,117.5653
2016-04-20,117.7096
2016-04-19,117.6153
2016-04-18,117.3122
2016-04-15,116.8955
2016-04-14,116.4086
2016-04-13,115.7540
2016-04-12,115.1438
2016-04-11,114.4903
2016-04-08,113.8207
2016-04-07,113.2669
2016-04-06,112.8258
2016-04-05,112.4205
2016-04-04,112.1111
2016-04-01,111.8048
2016-03-31,111.4684
2016-03-30,111.5082
2016-03-29,111.6494
2016-03-28,111.9184
2016-03-24,111.9282
2016-03-23,111.7354
2016-03-22,111.3561
2016-03-21,110.8043
2016-03-18,110.2393
2016-03-17,109.6980
2016-03-16,109.1804
2016-03-15,108.6626
2016-03-14,108.1890
2016-03-11,107.7322
2016-03-10,107.2133
2016-03-09,106.5552
2016-03-08,105.8115
2016-03-07,105.3960
2016-03-04,105.2783
2016-03-03,105.3196
2016-03-02,105.4894
2016-03-01,105.6062
2016-02-29,105.6466
2016-02-26,105.8805
2016-02-25,106.1766
2016-02-24,106.7350
2016-02-23,107.2605
2016-02-22,107.8371
2016-02-19,108.5610
2016-02-18,109.3850
2016-02-17,110.2423
2016-02-16,111.2319
2016-02-12,112.2585
2016-02-11,113.3291
2016-02-10,114.3812
2016-02-09,115.3146
2016-02-08,115.8733
2016-02-05,116.5923
2016-02-04,117.1551
2016-02-03,117.5365
2016-02-02,117.7221
2016-02-01,117.6481
2016-01-29,117.7402
2016-01-28,117.9367
2016-01-27,118.0159
2016-01-26,118.1887
2016-01-25,118.6273
2016-01-22,119.3574
2016-01-21,120.3409
2016-01-20,121.6572
2016-01-19,122.8381
2016-01-15,123.8809
2016-01-14,124.8844
2016-01-13,125.6891
2016-01-12,126.5898
2016-01-11,127.4323
2016-01-08,128.1944
2016-01-07,128.8014
2016-01-06,129.1901
2016-01-05,129.4515
2016-01-04,129.6429
2015-12-31,129.6903
2015-12-30,129.6567
2015-12-29,129.6303
2015-12-28,129.6781
2015-12-24,129.8758
2015-12-23,130.0745
2015-12-22,130.3521
2015-12-21,130.6878
2015-12-18,130.9921
2015-12-17,131.2386
2015-12-16,131.3788
2015-12-15,131.5163
2015-12-14,131.7033
2015-12-11,131.8336
2015-12-10,131.7968
2015-12-09,131.6429
2015-12-08,131.4847
2015-12-07,131.4487
2015-12-04,131.4150
2015-12-03,131.4739
2015-12-02,131.5382
2015-12-01,131.5501
2015-11-30,131.5340
2015-11-27,131.5042
2015-11-25,131.3523
2015-11-24,131.0935
2015-11-23,130.7814
2015-11-20,130.5153
2015-11-19,130.3605
2015-11-18,130.3884
2015-11-17,130.3564
2015-11-16,130.3621
2015-11-13,130.3753
2015-11-12,130.3173
2015-11-11,130.0855
2015-11-10,129.8400
2015-11-09,129.3718
2015-11-06,128.8651
2015-11-05,128.3475
2015-11-04,127.6471
2015-11-03,127.1221
2015-11-02,126.5229
2015-10-30,125.7745
2015-10-29,124.9945
2015-10-28,124.1733
2015-10-27,123.2817
2015-10-26,122.5603
2015-10-23,121.8963
2015-10-22,121.1251
2015-10-21,120.4903
2015-10-20,120.0685
2015-10-19,119.7450
2015-10-16,119.5689
2015-10-15,119.5120
2015-10-14,119.5115
2015-10-13,119.5076
2015-10-12,119.3220
2015-10-09,119.0980
2015-10-08,118.8549
2015-10-07,118.6176
2015-10-06,118.4148
2015-10-05,118.2739
2015-10-02,118.1667
2015-10-01,118.1158
2015-09-30,118.1749
2015-09-29,118.2373
2015-09-28,118.2475
2015-09-25,118.1827
2015-09-24,118.0594
2015-09-23,118.0131
2015-09-22,118.0344
2015-09-21,118.0438
2015-09-18,118.1365
2015-09-17,118.2886
2015-09-16,118.4706
2015-09-15,118.9321
2015-09-14,119.4695
2015-09-11,120.0894
2015-09-10,120.5032
2015-09-09,120.9821
2015-09-08,121.4941
2015-09-04,121.9881
2015-09-03,122.5538
2015-09-02,123.0764
2015-09-01,123.5118
2015-08-31,123.8978
2015-08-28,124.2581
2015-08-27,124.7004
2015-08-26,125.3907
2015-08-25,126.1575
2015-08-24,126.9526
2015-08-21,127.4731
2015-08-20,127.7500
2015-08-19,127.7995
2015-08-18,127.7674
2015-08-17,127.8135
2015-08-14,127.8890
2015-08-13,127.9869
2015-08-12,128.1026
2015-08-11,128.2504
2015-08-10,128.3298
2015-08-07,128.3776
2015-08-06,128.4142
2015-08-05,128.3718
2015-08-04,128.3128
2015-08-03,128.2917
2015-07-31,128.1980
2015-07-30,128.1165
2015-07-29,128.0359
2015-07-28,127.9696
2015-07-27,127.9267
2015-07-24,127.7394
2015-07-23,127.4580
2015-07-22,127.1961
2015-07-21,127.0344
2015-07-20,126.9067
2015-07-17,126.7889
2015-07-16,126.7014
2015-07-15,126.5476
2015-07-14,126.3999
2015-07-13,126.2182
2015-07-10,126.0775
2015-07-09,125.9715
2015-07-08,125.8892
2015-07-07,125.8585
2015-07-06,125.8932
2015-07-02,125.9943
2015-07-01,126.0785
2015-06-30,126.1382
2015-06-29,126.2148
2015-06-26,126.2876
2015-06-25,126.3062
2015-06-24,126.3120
2015-06-23,126.3029
2015-06-22,126.2586
2015-06-19,126.2597
2015-06-18,126.3642
2015-06-17,126.4731
2015-06-16,126.6216
2015-06-15,126.7713
2015-06-12,126.9155
2015-06-11,127.1387
2015-06-10,127.3695
2015-06-09,127.5688
2015-06-08,127.7043
2015-06-05,127.7456
2015-06-04,127.7471
2015-06-03,127.7624
2015-06-02,127.8140
2015-06-01,127.9838
2015-05-29,128.3208
2015-05-28,128.7262
2015-05-27,129.1478
2015-05-26,129.5275
2015-05-22,129.7864
2015-05-21,129.9597
2015-05-20,130.1037
2015-05-19,130.2443
2015-05-18,130.3651
2015-05-15,130.5501
2015-05-14,130.6939
2015-05-13,130.8004
2015-05-12,130.8798
2015-05-11,130.9839
2015-05-08,131.1142
2015-05-07,131.2993
2015-05-06,131.5499
2015-05-05,131.7980
2015-05-04,132.1325
2015-05-01,132.4882
2015-04-30,132.8614
2015-04-29,133.2292
2015-04-28,133.4389
2015-04-27,133.5423
2015-04-24,133.5894
2015-04-23,133.6068
2015-04-22,133.5980
2015-04-21,133.5541
2015-04-20,133.4356
2015-04-17,133.2889
2015-04-16,133.1845
2015-04-15,133.0721
2015-04-14,132.9325
2015-04-13,132.8910
2015-04-10,132.9060
2015-04-09,132.9786
2015-04-08,133.0981
2015-04-07,133.2582
2015-04-06,133.4228
2015-04-02,133.5471
2015-04-01,133.7289
2015-03-31,133.9621
2015-03-30,134.2209
2015-03-27,134.4516
2015-03-26,134.7267
2015-03-25,134.8796
2015-03-24,134.9422
2015-03-23,134.9803
2015-03-20,135.0321
2015-03-19,135.0206
2015-03-18,134.9460
2015-03-17,134.6771
2015-03-16,134.3715
2015-03-13,134.0907
2015-03-12,133.7888
2015-03-11,133.5268
2015-03-10,133.2332
2015-03-09,132.9470
2015-03-06,132.6259
2015-03-05,132.2713
2015-03-04,131.7644
2015-03-03,131.1151
2015-03-02,130.2513
2015-02-27,129.3014
2015-02-26,128.6741
2015-02-25,128.0291
2015-02-24,127.3180
2015-02-23,126.6411
2015-02-20,125.7687
2015-02-19,124.9474
2015-02-18,124.3074
2015-02-17,123.5614
2015-02-13,122.8947
2015-02-12,122.2961
2015-02-11,121.5718
2015-02-10,120.8583
2015-02-09,120.1801
2015-02-06,119.5300
2015-02-05,118.8706
2015-02-04,118.2448
2015-02-03,117.5357
2015-02-02,116.7098
2015-01-30,115.9804
2015-01-29,115.3782
2015-01-28,114.9298
2015-01-27,114.7454
2015-01-26,114.6405
2015-01-23,114.4485
2015-01-22,114.1981
2015-01-21,113.8741
2015-01-20,113.5643
2015-01-16,113.2170
2015-01-15,112.7987
2015-01-14,112.4461
2015-01-13,112.1474
2015-01-12,111.9665
2015-01-09,112.0012
2015-01-08,112.1264
2015-01-07,112.3065
2015-01-06,112.6216
2015-01-05,112.9556
2015-01-02,113.2083
2014-12-31,113.3210
2014-12-30,113.2912
2014-12-29,113.1475
2014-12-26,112.9467
2014-12-24,112.7262
2014-12-23,112.5797
2014-12-22,112.4844
2014-12-19,112.5127
2014-12-18,112.5424
2014-12-17,112.5489
2014-12-16,112.5700
2014-12-15,112.5496
2014-12-12,112.5828
2014-12-11,112.6059
2014-12-10,112.6970
2014-12-09,112.7215
2014-12-08,112.6690
2014-12-05,112.5887
2014-12-04,112.5033
2014-12-03,112.4355
2014-12-02,112.3355
2014-12-01,112.1976
2014-11-28,111.8732
2014-11-26,111.4438
2014-11-25,111.0444
2014-11-24,110.5789
2014-11-21,110.1401
2014-11-20,109.6500
2014-11-19,109.2200
2014-11-18,108.8442
2014-11-17,108.5165
2014-11-14,108.2447
2014-11-13,107.8751
2014-11-12,107.5192
2014-11-11,107.3362
2014-11-10,107.2652
2014-11-07,107.2849
2014-11-06,107.3683
2014-11-05,107.4987
2014-11-04,107.6807
2014-11-03,107.8954
2014-10-31,108.0672
2014-10-30,108.2248
2014-10-29,108.3603
2014-10-28,108.4861
2014-10-27,108.6604
2014-10-24,108.8320
2014-10-23,108.9317
2014-10-22,108.9929
2014-10-21,108.9992
2014-10-20,108.9925
2014-10-17,109.0760
2014-10-16,109.2482
2014-10-15,109.4805
2014-10-14,109.7239
2014-10-13,109.9331
2014-10-10,110.1546
2014-10-09,110.3425
2014-10-08,110.4908
2014-10-07,110.6213
2014-10-06,110.7574
2014-10-03,110.8365
2014-10-02,110.8880
2014-10-01,110.8776
2014-09-30,110.8303
2014-09-29,110.7420
2014-09-26,110.6645
2014-09-25,110.6601
2014-09-24,110.6813
2014-09-23,110.6609
2014-09-22,110.5660
2014-09-19,110.3676
2014-09-18,110.0865
2014-09-17,109.7140
2014-09-16,109.2970
2014-09-15,108.8841
2014-09-12,108.4906
2014-09-11,108.1582
2014-09-10,107.8848
2014-09-09,107.7043
2014-09-08,107.5547
2014-09-05,107.4556
2014-09-04,107.4063
2014-09-03,107.3791
2014-09-02,107.3631
2014-08-29,107.3342
2014-08-28,107.3048
2014-08-27,107.2001
2014-08-26,107.1016
2014-08-25,106.9663
2014-08-22,106.8561
2014-08-21,106.7943
2014-08-20,106.7323
2014-08-19,106.7234
2014-08-18,106.8268
2014-08-15,106.9732
2014-08-14,107.1461
2014-08-13,107.3311
2014-08-12,107.5813
2014-08-11,107.9005
2014-08-08,108.2333
2014-08-07,108.5188
2014-08-06,108.8007
2014-08-05,109.0824
2014-08-04,109.3846
2014-08-01,109.7719
2014-07-31,110.1385
2014-07-30,110.5018
2014-07-29,110.8340
2014-07-28,111.0775
2014-07-25,111.2564
2014-07-24,111.3527
2014-07-23,111.4055
2014-07-22,111.4269
2014-07-21,111.5172
2014-07-18,111.7368
2014-07-17,112.0362
2014-07-16,112.4163
2014-07-15,112.8220
2014-07-14,113.1086
2014-07-11,113.3930
2014-07-10,113.7025
2014-07-09,114.0243
2014-07-08,114.2479
2014-07-07,114.4237
2014-07-03,114.5525
2014-07-02,114.7101
2014-07-01,114.8965
2014-06-30,115.1364
2014-06-27,115.3426
2014-06-26,115.5241
2014-06-25,115.6593
2014-06-24,115.7889
2014-06-23,115.9510
2014-06-20,116.0956
2014-06-19,116.2232
2014-06-18,116.2792
2014-06-17,116.3047
2014-06-16,116.2925
2014-06-13,116.3035
2014-06-12,116.2074
2014-06-11,116.0884
2014-06-10,115.8007
2014-06-09,115.4308
2014-06-06,115.1337
2014-06-05,114.8224
2014-06-04,114.4812
2014-06-03,114.1659
2014-06-02,113.8592
2014-05-30,113.5134
2014-05-29,113.2780
2014-05-28,113.0889
2014-05-27,112.9794
2014-05-23,112.8951
2014-05-22,112.7630
2014-05-21,112.6903
2014-05-20,112.6002
2014-05-19,112.4672
2014-05-16,112.3522
2014-05-15,112.1767
2014-05-14,111.9679
2014-05-13,111.6969
2014-05-12,111.3748
2014-05-09,111.0818
2014-05-08,110.7482
2014-05-07,110.3150
2014-05-06,109.8266
2014-05-05,109.3289
2014-05-02,109.0352
2014-05-01,108.8771
2014-04-30,108.7582
2014-04-29,108.7234
2014-04-28,108.6643
