Dates,HT_TRENDLINE Values
2014-04-25,108.4546
2014-04-24,108.1099
2014-04-23,107.7803
2014-04-22,107.5007
2014-04-21,107.3246
2014-04-17,107.2088
2014-04-16,107.1284
2014-04-15,107.0909
2014-04-14,107.1183
2014-04-11,107.1979
2014-04-10,107.2514
2014-04-09,107.2234
2014-04-08,107.1576
2014-04-07,107.1329
2014-04-04,107.0737
2014-04-03,107.0119
2014-04-02,106.9594
2014-04-01,107.0321
2014-03-31,107.1560
2014-03-28,107.3437
2014-03-27,107.5537
2014-03-26,107.7400
2014-03-25,107.9868
2014-03-24,108.2404
2014-03-21,108.5007
2014-03-20,108.7488
2014-03-19,109.0140
2014-03-18,109.2831
2014-03-17,109.5583
2014-03-14,109.8398
2014-03-13,110.1793
2014-03-12,110.3990
2014-03-11,110.5026
2014-03-10,110.4806
2014-03-07,110.2833
2014-03-06,109.9548
2014-03-05,109.5220
2014-03-04,109.2575
2014-03-03,109.0992
2014-02-28,109.1284
2014-02-27,109.3747
2014-02-26,109.8494
2014-02-25,110.4636
2014-02-24,111.1771
2014-02-21,111.7967
2014-02-20,112.4249
2014-02-19,112.9217
2014-02-18,113.4815
2014-02-14,113.9485
2014-02-13,114.4659
2014-02-12,114.8494
2014-02-11,115.2249
2014-02-10,115.5200
2014-02-07,115.8761
2014-02-06,116.2895
2014-02-05,116.8002
2014-02-04,117.3365
2014-02-03,117.8549
2014-01-31,118.3251
2014-01-30,118.6759
2014-01-29,118.8528
2014-01-28,118.9107
2014-01-27,118.7707
2014-01-24,118.5714
2014-01-23,118.3070
2014-01-22,117.9122
2014-01-21,117.5202
2014-01-17,117.2526
2014-01-16,117.0979
2014-01-15,116.9645
2014-01-14,116.8393
2014-01-13,116.6820
2014-01-10,116.4799
2014-01-09,116.2250
2014-01-08,115.9311
2014-01-07,115.6823
2014-01-06,115.4250
2014-01-03,115.2469
2014-01-02,115.1501
2013-12-31,115.0696
2013-12-30,114.9776
2013-12-27,114.8918
2013-12-26,114.7779
2013-12-24,114.7053
2013-12-23,114.6827
2013-12-20,114.7251
2013-12-19,114.6709
2013-12-18,114.5863
2013-12-17,114.4793
2013-12-16,114.3810
2013-12-13,114.2845
2013-12-12,114.1812
2013-12-11,114.0104
2013-12-10,113.7176
2013-12-09,113.3311
2013-12-06,112.8285
2013-12-05,112.2582
2013-12-04,111.7905
2013-12-03,111.4192
2013-12-02,111.1706
2013-11-29,110.9043
2013-11-27,110.4673
2013-11-26,109.7971
2013-11-25,109.1560
2013-11-22,108.4625
2013-11-21,107.8525
2013-11-20,107.3965
2013-11-19,107.0512
2013-11-18,106.8044
2013-11-15,106.5425
2013-11-14,106.1986
2013-11-13,105.8278
2013-11-12,105.5163
2013-11-11,105.2500
2013-11-08,105.0346
2013-11-07,104.8115
2013-11-06,104.5344
2013-11-05,104.2407
2013-11-04,103.9695
2013-11-01,103.7151
2013-10-31,103.4312
2013-10-30,103.1061
2013-10-29,102.6662
2013-10-28,102.2297
2013-10-25,101.7461
2013-10-24,101.2991
2013-10-23,100.9098
2013-10-22,100.5614
2013-10-21,100.1541
2013-10-18,99.5964
2013-10-17,98.9877
2013-10-16,98.4565
2013-10-15,98.0882
2013-10-14,97.7946
2013-10-11,97.5775
2013-10-10,97.4924
2013-10-09,97.3891
2013-10-08,97.2495
2013-10-07,97.0110
2013-10-04,96.6732
2013-10-03,96.4111
2013-10-02,96.2750
2013-10-01,96.0831
2013-09-30,95.8624
2013-09-27,95.6041
2013-09-26,95.2603
2013-09-25,94.8175
2013-09-24,94.2971
2013-09-23,93.6762
2013-09-20,93.0898
2013-09-19,92.5565
2013-09-18,91.9076
2013-09-17,91.2354
2013-09-16,90.7261
2013-09-13,90.2839
2013-09-12,89.9684
2013-09-11,89.6897
2013-09-10,89.4282
2013-09-09,89.2183
2013-09-06,89.0480
2013-09-05,88.9239
2013-09-04,88.8590
2013-09-03,88.8506
2013-08-30,88.8619
2013-08-29,88.9309
2013-08-28,89.0327
2013-08-27,89.1755
2013-08-26,89.3047
2013-08-23,89.3950
2013-08-22,89.4969
2013-08-21,89.5855
2013-08-20,89.6437
2013-08-19,89.7050
2013-08-16,89.8025
2013-08-15,89.9678
2013-08-14,90.1207
2013-08-13,90.1733
2013-08-12,90.1580
2013-08-09,90.1130
2013-08-08,90.0065
2013-08-07,89.8869
2013-08-06,89.8185
2013-08-05,89.6928
2013-08-02,89.5200
2013-08-01,89.3223
2013-07-31,89.1613
2013-07-30,89.0185
2013-07-29,88.9222
2013-07-26,88.8092
2013-07-25,88.5799
2013-07-24,88.2605
2013-07-23,87.9046
2013-07-22,87.5640
2013-07-19,87.3071
2013-07-18,87.1018
2013-07-17,86.9663
2013-07-16,86.8902
2013-07-15,86.7534
2013-07-12,86.5746
2013-07-11,86.3971
2013-07-10,86.1230
2013-07-09,85.9210
2013-07-08,85.7478
2013-07-05,85.5927
2013-07-03,85.4711
2013-07-02,85.3739
2013-07-01,85.2663
2013-06-28,85.1421
2013-06-27,84.9750
2013-06-26,84.7533
2013-06-25,84.4932
2013-06-24,84.1966
2013-06-21,83.8584
2013-06-20,83.5678
2013-06-19,83.2846
2013-06-18,83.0235
2013-06-17,82.7490
2013-06-14,82.3888
2013-06-13,82.0252
2013-06-12,81.7145
2013-06-11,81.4750
2013-06-10,81.2817
2013-06-07,81.0452
2013-06-06,80.7525
2013-06-05,80.5302
2013-06-04,80.2570
2013-06-03,79.9932
2013-05-31,79.7712
2013-05-30,79.5276
2013-05-29,79.2622
2013-05-28,79.1299
2013-05-24,79.1537
2013-05-23,79.1664
2013-05-22,79.1388
2013-05-21,79.0269
2013-05-20,78.8033
2013-05-17,78.5515
2013-05-16,78.2817
2013-05-15,77.9881
2013-05-14,77.6169
2013-05-13,77.2783
2013-05-10,76.8515
2013-05-09,76.4511
2013-05-08,76.0553
2013-05-07,75.6654
2013-05-06,75.2955
2013-05-03,74.8743
2013-05-02,74.4573
2013-05-01,74.0717
2013-04-30,73.7405
2013-04-29,73.4451
2013-04-26,73.1434
2013-04-25,72.8451
2013-04-24,72.6157
2013-04-23,72.3483
2013-04-22,71.9988
2013-04-19,71.5919
2013-04-18,71.1454
2013-04-17,70.8250
2013-04-16,70.5982
2013-04-15,70.4221
2013-04-12,70.3313
2013-04-11,70.3484
2013-04-10,70.2861
2013-04-09,70.0850
2013-04-08,69.7920
2013-04-05,69.3873
2013-04-04,68.9668
2013-04-03,68.6202
2013-04-02,68.3457
2013-04-01,68.0646
2013-03-28,67.7637
2013-03-27,67.4709
2013-03-26,67.2097
2013-03-25,67.0025
2013-03-22,66.8786
2013-03-21,66.7794
2013-03-20,66.7166
2013-03-19,66.6276
2013-03-18,66.5103
2013-03-15,66.3362
2013-03-14,66.0686
2013-03-13,65.7257
2013-03-12,65.3413
2013-03-11,64.9366
2013-03-08,64.5998
2013-03-07,64.2838
2013-03-06,64.0842
2013-03-05,63.9537
2013-03-04,63.8495
2013-03-01,63.7150
2013-02-28,63.5469
2013-02-27,63.3708
2013-02-26,63.2287
2013-02-25,63.1456
2013-02-22,63.0805
2013-02-21,63.0004
2013-02-20,62.9855
2013-02-19,62.9990
2013-02-15,63.0353
2013-02-14,63.0458
2013-02-13,63.0353
2013-02-12,63.0173
2013-02-11,62.9746
2013-02-08,62.9178
2013-02-07,62.8548
2013-02-06,62.8047
2013-02-05,62.8054
2013-02-04,62.8521
2013-02-01,62.9055
2013-01-31,63.0131
2013-01-30,63.1365
2013-01-29,63.2807
2013-01-28,63.3976
2013-01-25,63.4617
2013-01-24,63.4814
2013-01-23,63.5402
2013-01-22,63.6103
2013-01-18,63.6770
2013-01-17,63.7185
2013-01-16,63.7397
2013-01-15,63.7475
2013-01-14,63.7006
2013-01-11,63.6544
2013-01-10,63.6069
2013-01-09,63.5117
2013-01-08,63.4359
2013-01-07,63.3839
2013-01-04,63.2734
2013-01-03,63.1180
2013-01-02,62.9832
2012-12-31,62.8820
2012-12-28,62.8442
2012-12-27,62.8142
2012-12-26,62.7488
2012-12-24,62.6801
2012-12-21,62.5990
2012-12-20,62.5057
2012-12-19,62.4277
2012-12-18,62.3794
2012-12-17,62.3369
2012-12-14,62.2951
2012-12-13,62.2302
2012-12-12,62.0853
2012-12-11,61.8820
2012-12-10,61.6618
2012-12-07,61.4661
2012-12-06,61.3375
2012-12-05,61.2402
2012-12-04,61.1508
2012-12-03,60.9974
2012-11-30,60.7751
2012-11-29,60.5959
2012-11-28,60.3861
2012-11-27,60.1780
2012-11-26,59.9957
2012-11-23,59.8523
2012-11-21,59.7868
2012-11-20,59.8117
2012-11-19,59.8905
2012-11-16,60.0178
2012-11-15,60.1056
2012-11-14,60.1277
2012-11-13,60.0735
2012-11-12,59.9426
2012-11-09,59.7955
2012-11-08,59.6889
2012-11-07,59.6219
2012-11-06,59.5329
2012-11-05,59.4505
2012-11-02,59.4039
2012-11-01,59.3463
2012-10-31,59.2821
2012-10-26,59.2326
2012-10-25,59.1882
2012-10-24,59.1356
2012-10-23,59.0671
2012-10-22,58.9977
2012-10-19,58.9043
2012-10-18,58.8027
2012-10-17,58.6992
2012-10-16,58.6050
2012-10-15,58.5225
2012-10-12,58.4657
2012-10-11,58.4372
2012-10-10,58.4346
2012-10-09,58.4428
2012-10-08,58.4442
2012-10-05,58.4602
2012-10-04,58.4848
2012-10-03,58.5586
2012-10-02,58.6551
2012-10-01,58.7886
2012-09-28,58.8910
2012-09-27,58.9682
2012-09-26,59.0264
2012-09-25,59.0972
2012-09-24,59.1698
2012-09-21,59.2340
2012-09-20,59.2981
2012-09-19,59.3772
2012-09-18,59.4915
2012-09-17,59.5873
2012-09-14,59.6680
2012-09-13,59.7580
2012-09-12,59.8328
2012-09-11,59.9365
2012-09-10,59.9962
2012-09-07,60.0199
2012-09-06,60.0361
2012-09-05,60.0662
2012-09-04,60.1436
2012-08-31,60.2289
2012-08-30,60.3307
2012-08-29,60.4762
2012-08-28,60.6537
2012-08-27,60.8390
2012-08-24,61.0154
2012-08-23,61.1079
2012-08-22,61.1171
2012-08-21,61.0537
2012-08-20,60.9933
2012-08-17,61.0193
2012-08-16,61.0642
2012-08-15,61.0975
2012-08-14,61.0862
2012-08-13,61.0179
2012-08-10,60.9784
2012-08-09,60.9602
2012-08-08,60.9537
2012-08-07,60.9615
2012-08-06,60.9728
2012-08-03,61.0153
2012-08-02,61.0242
2012-08-01,60.9997
2012-07-31,60.9097
2012-07-30,60.7548
2012-07-27,60.6900
2012-07-26,60.6622
2012-07-25,60.6841
2012-07-24,60.7034
2012-07-23,60.6906
2012-07-20,60.6048
2012-07-19,60.4201
2012-07-18,60.2695
2012-07-17,60.1667
2012-07-16,60.1050
2012-07-13,60.0909
2012-07-12,60.0672
2012-07-11,60.0596
2012-07-10,60.0199
2012-07-09,59.9250
2012-07-06,59.7878
2012-07-05,59.6011
2012-07-03,59.4074
2012-07-02,59.2246
2012-06-29,59.0482
2012-06-28,58.8764
2012-06-27,58.6861
2012-06-26,58.5147
2012-06-25,58.3886
2012-06-22,58.3062
2012-06-21,58.2590
2012-06-20,58.2189
2012-06-19,58.1682
2012-06-18,58.1555
2012-06-15,58.1747
2012-06-14,58.3154
2012-06-13,58.5675
2012-06-12,58.8456
2012-06-11,59.1916
2012-06-08,59.5816
2012-06-07,59.8725
2012-06-06,60.1116
2012-06-05,60.2915
2012-06-04,60.4461
2012-06-01,60.6101
2012-05-31,60.7595
2012-05-30,60.8912
2012-05-29,61.0171
2012-05-25,61.1331
2012-05-24,61.2596
2012-05-23,61.3441
2012-05-22,61.4233
2012-05-21,61.4977
2012-05-18,61.5858
2012-05-17,61.7000
2012-05-16,61.7653
2012-05-15,61.7761
2012-05-14,61.7522
2012-05-11,61.6715
2012-05-10,61.5580
2012-05-09,61.4535
2012-05-08,61.3583
2012-05-07,61.2986
2012-05-04,61.2571
2012-05-03,61.1466
2012-05-02,60.9918
2012-05-01,60.8126
2012-04-30,60.6295
2012-04-27,60.4942
2012-04-26,60.3943
2012-04-25,60.3353
2012-04-24,60.3158
2012-04-23,60.3762
2012-04-20,60.4443
2012-04-19,60.4991
2012-04-18,60.5435
2012-04-17,60.5572
2012-04-16,60.5824
2012-04-13,60.6611
2012-04-12,60.7822
2012-04-11,60.9540
2012-04-10,61.1656
2012-04-09,61.3210
2012-04-05,61.3967
2012-04-04,61.4054
2012-04-03,61.3626
2012-04-02,61.3049
2012-03-30,61.2585
2012-03-29,61.2225
2012-03-28,61.2002
2012-03-27,61.2239
2012-03-26,61.2551
2012-03-23,61.3017
2012-03-22,61.3622
2012-03-21,61.4195
2012-03-20,61.4468
2012-03-19,61.4625
2012-03-16,61.4588
2012-03-15,61.4495
2012-03-14,61.4578
2012-03-13,61.4887
2012-03-12,61.5558
2012-03-09,61.6334
2012-03-08,61.7172
2012-03-07,61.7870
2012-03-06,61.8709
2012-03-05,61.9485
2012-03-02,61.9666
2012-03-01,61.9594
2012-02-29,61.9327
2012-02-28,61.8802
2012-02-27,61.8035
2012-02-24,61.7604
2012-02-23,61.7230
2012-02-22,61.6817
2012-02-21,61.6301
2012-02-17,61.5741
2012-02-16,61.5164
2012-02-15,61.4529
2012-02-14,61.3989
2012-02-13,61.3444
2012-02-10,61.2987
2012-02-09,61.2390
2012-02-08,61.1906
2012-02-07,61.1807
2012-02-06,61.1780
2012-02-03,61.1496
2012-02-02,61.1222
2012-02-01,61.1100
2012-01-31,61.1012
2012-01-30,61.0982
2012-01-27,61.0745
2012-01-26,61.0504
2012-01-25,61.0032
2012-01-24,60.9398
2012-01-23,60.8701
2012-01-20,60.7934
2012-01-19,60.6892
2012-01-18,60.5615
2012-01-17,60.4220
2012-01-13,60.2144
2012-01-12,60.0299
2012-01-11,59.8402
2012-01-10,59.6765
2012-01-09,59.5403
2012-01-06,59.3721
2012-01-05,59.2139
2012-01-04,59.0578
2012-01-03,58.9226
2011-12-30,58.8097
2011-12-29,58.6861
2011-12-28,58.5577
2011-12-27,58.4330
2011-12-23,58.2743
2011-12-22,58.0717
2011-12-21,57.8489
2011-12-20,57.5911
2011-12-19,57.3209
2011-12-16,57.1232
2011-12-15,56.7589
2011-12-14,56.3759
2011-12-13,56.0360
2011-12-12,55.5521
2011-12-09,55.2765
2011-12-08,55.0338
2011-12-07,54.8112
2011-12-06,54.5980
2011-12-05,54.3873
2011-12-02,54.1410
2011-12-01,53.8907
2011-11-30,53.6960
2011-11-29,53.6492
2011-11-28,53.7475
2011-11-25,53.8517
2011-11-23,53.9521
2011-11-22,53.9919
2011-11-21,53.9386
2011-11-18,53.8814
2011-11-17,53.8680
2011-11-16,53.8203
2011-11-15,53.6864
2011-11-14,53.4993
2011-11-11,53.3664
2011-11-10,53.2619
2011-11-09,53.1656
2011-11-08,52.9834
2011-11-07,52.7769
2011-11-04,52.6034
2011-11-03,52.4571
2011-11-02,52.3796
2011-11-01,52.3374
2011-10-31,52.2236
2011-10-28,51.9792
2011-10-27,51.6444
2011-10-26,51.3181
2011-10-25,51.0081
2011-10-24,50.7585
2011-10-21,50.5436
2011-10-20,50.4366
2011-10-19,50.4085
2011-10-18,50.3503
2011-10-17,50.2656
2011-10-14,50.1294
2011-10-13,49.9184
2011-10-12,49.7568
2011-10-11,49.6992
2011-10-10,49.7464
2011-10-07,49.8544
2011-10-06,50.0312
2011-10-05,50.2052
2011-10-04,50.3859
2011-10-03,50.5646
2011-09-30,50.7115
2011-09-29,50.8014
2011-09-28,50.8989
2011-09-27,51.0261
2011-09-26,51.2407
2011-09-23,51.5370
2011-09-22,51.8159
2011-09-21,51.8954
2011-09-20,51.8024
2011-09-19,51.5599
2011-09-16,51.3062
2011-09-15,51.0284
2011-09-14,50.8218
2011-09-13,50.7645
2011-09-12,50.6827
2011-09-09,50.5513
2011-09-08,50.3687
2011-09-07,50.2930
2011-09-06,50.2222
2011-09-02,50.2709
2011-09-01,50.3617
2011-08-31,50.4880
2011-08-30,50.6940
2011-08-29,50.9767
2011-08-26,51.3140
2011-08-25,51.5693
2011-08-24,51.8627
2011-08-23,52.1714
2011-08-22,52.6229
2011-08-19,53.0495
2011-08-18,53.3768
2011-08-17,53.5432
2011-08-16,53.6513
2011-08-15,53.7695
2011-08-12,53.9533
2011-08-11,54.3576
2011-08-10,54.8945
2011-08-09,55.4953
2011-08-08,55.9816
2011-08-05,56.4654
2011-08-04,56.8542
2011-08-03,57.1680
2011-08-02,57.3779
2011-08-01,57.5536
2011-07-29,57.7300
2011-07-28,57.9385
2011-07-27,58.2333
2011-07-26,58.5153
2011-07-25,58.6615
2011-07-22,58.7438
2011-07-21,58.7658
2011-07-20,58.7658
2011-07-19,58.7799
2011-07-18,58.8242
2011-07-15,58.9216
2011-07-14,59.0287
2011-07-13,59.1662
2011-07-12,59.2356
2011-07-11,59.2640
2011-07-08,59.2398
2011-07-07,59.1728
2011-07-06,59.1689
2011-07-05,59.2419
2011-07-01,59.3753
2011-06-30,59.5506
2011-06-29,59.7615
2011-06-28,59.9542
2011-06-27,60.1897
2011-06-24,60.4681
2011-06-23,60.7637
2011-06-22,61.0558
2011-06-21,61.3556
2011-06-20,61.5689
2011-06-17,61.7380
2011-06-16,61.8512
2011-06-15,61.9108
2011-06-14,61.9370
2011-06-13,62.0103
2011-06-10,62.1264
2011-06-09,62.2460
2011-06-08,62.3323
2011-06-07,62.3731
2011-06-06,62.3590
2011-06-03,62.3007
2011-06-02,62.1798
2011-06-01,61.9926
2011-05-31,61.8393
2011-05-27,61.7537
2011-05-26,61.7491
2011-05-25,61.8181
2011-05-24,61.9014
2011-05-23,61.9255
2011-05-20,61.8342
2011-05-19,61.6785
2011-05-18,61.5499
2011-05-17,61.4494
2011-05-16,61.3576
2011-05-13,61.2652
2011-05-12,61.1450
2011-05-11,61.0104
2011-05-10,60.8622
2011-05-09,60.7240
2011-05-06,60.5432
2011-05-05,60.3359
2011-05-04,60.1214
2011-05-03,59.8913
2011-05-02,59.6613
2011-04-29,59.4554
2011-04-28,59.2710
2011-04-27,59.1318
2011-04-26,59.0428
2011-04-25,58.9645
2011-04-21,58.9078
2011-04-20,58.8601
2011-04-19,58.8403
2011-04-18,58.8577
2011-04-15,58.8791
2011-04-14,58.8967
2011-04-13,58.9041
2011-04-12,58.8755
2011-04-11,58.8100
2011-04-08,58.6614
2011-04-07,58.4739
2011-04-06,58.1739
2011-04-05,57.8869
2011-04-04,57.6354
2011-04-01,57.4448
2011-03-31,57.3018
2011-03-30,57.1934
2011-03-29,57.1052
2011-03-28,57.0119
2011-03-25,56.9128
2011-03-24,56.8215
2011-03-23,56.7384
2011-03-22,56.7190
2011-03-21,56.7576
2011-03-18,56.8383
2011-03-17,56.9973
2011-03-16,57.1838
2011-03-15,57.3013
2011-03-14,57.3635
2011-03-11,57.4161
2011-03-10,57.4536
2011-03-09,57.4916
2011-03-08,57.4844
2011-03-07,57.4627
2011-03-04,57.4417
2011-03-03,57.3967
2011-03-02,57.3407
2011-03-01,57.2746
2011-02-28,57.1799
2011-02-25,57.1352
2011-02-24,57.1417
2011-02-23,57.1379
2011-02-22,57.0659
2011-02-18,56.9026
2011-02-17,56.6486
2011-02-16,56.3213
2011-02-15,55.9201
2011-02-14,55.5124
2011-02-11,55.1393
2011-02-10,54.8104
2011-02-09,54.5568
2011-02-08,54.3352
2011-02-07,54.1603
2011-02-04,54.0469
2011-02-03,53.9555
2011-02-02,53.8610
2011-02-01,53.7923
2011-01-31,53.7484
2011-01-28,53.7365
2011-01-27,53.7364
2011-01-26,53.7297
2011-01-25,53.7085
2011-01-24,53.5981
2011-01-21,53.4329
2011-01-20,53.2521
2011-01-19,53.0551
2011-01-18,52.8942
2011-01-14,52.7427
2011-01-13,52.6566
2011-01-12,52.5462
2011-01-11,52.3873
2011-01-10,52.2201
2011-01-07,52.0319
2011-01-06,51.8379
2011-01-05,51.7011
2011-01-04,51.6312
2011-01-03,51.6237
2010-12-31,51.6695
2010-12-30,51.7365
2010-12-29,51.7904
2010-12-28,51.7804
2010-12-27,51.7469
2010-12-23,51.7211
2010-12-22,51.6917
2010-12-21,51.6605
2010-12-20,51.6213
2010-12-17,51.5813
2010-12-16,51.5375
2010-12-15,51.5255
2010-12-14,51.5381
2010-12-13,51.5746
2010-12-10,51.6861
2010-12-09,51.8405
2010-12-08,52.0228
2010-12-07,52.2111
2010-12-06,52.3929
2010-12-03,52.5653
2010-12-02,52.7627
2010-12-01,52.9619
2010-11-30,53.2225
2010-11-29,53.5421
2010-11-26,53.8079
2010-11-24,54.0808
2010-11-23,54.3012
2010-11-22,54.4866
2010-11-19,54.6951
2010-11-18,54.9196
2010-11-17,55.1479
2010-11-16,55.3226
2010-11-15,55.4238
2010-11-12,55.4149
2010-11-11,55.2817
2010-11-10,55.0422
2010-11-09,54.7463
2010-11-08,54.4081
2010-11-05,54.1250
2010-11-04,53.8387
2010-11-03,53.5879
2010-11-02,53.3761
2010-11-01,53.1793
2010-10-29,53.0477
2010-10-28,52.9644
2010-10-27,52.9236
2010-10-26,52.8418
2010-10-25,52.7564
2010-10-22,52.6457
2010-10-21,52.5522
2010-10-20,52.5163
2010-10-19,52.4879
2010-10-18,52.4418
2010-10-15,52.3654
2010-10-14,52.2480
2010-10-13,52.0820
2010-10-12,51.8890
2010-10-11,51.7087
2010-10-08,51.5271
2010-10-07,51.3446
2010-10-06,51.1625
2010-10-05,50.9757
2010-10-04,50.8137
2010-10-01,50.6883
2010-09-30,50.5548
2010-09-29,50.4336
2010-09-28,50.2936
2010-09-27,50.1792
2010-09-24,50.0826
2010-09-23,49.9950
2010-09-22,49.9573
2010-09-21,49.9698
2010-09-20,50.0619
2010-09-17,50.1687
2010-09-16,50.3149
2010-09-15,50.4868
2010-09-14,50.7216
2010-09-13,51.0120
2010-09-10,51.2359
2010-09-09,51.4091
2010-09-08,51.5681
2010-09-07,51.6373
2010-09-03,51.7364
2010-09-02,51.8203
2010-09-01,51.9211
2010-08-31,52.0253
2010-08-30,52.1748
2010-08-27,52.3436
2010-08-26,52.5512
2010-08-25,52.7946
2010-08-24,53.0138
2010-08-23,53.1759
2010-08-20,53.2782
2010-08-19,53.3341
2010-08-18,53.3611
2010-08-17,53.3793
2010-08-16,53.3809
2010-08-13,53.4633
2010-08-12,53.4827
2010-08-11,53.3928
2010-08-10,53.2453
2010-08-09,52.9507
2010-08-06,52.6637
2010-08-05,52.4283
2010-08-04,52.1887
2010-08-03,51.9327
2010-08-02,51.6759
2010-07-30,51.4184
2010-07-29,51.1455
2010-07-28,50.8648
2010-07-27,50.6244
2010-07-26,50.4572
2010-07-23,50.4549
2010-07-22,50.6300
2010-07-21,50.8061
2010-07-20,50.9909
2010-07-19,51.1998
2010-07-16,51.3406
2010-07-15,51.4494
2010-07-14,51.4950
2010-07-13,51.5086
2010-07-12,51.5206
2010-07-09,51.5433
2010-07-08,51.5486
2010-07-07,51.5524
2010-07-06,51.5422
2010-07-02,51.5555
2010-07-01,51.5786
2010-06-30,51.5182
2010-06-29,51.4524
2010-06-28,51.3691
2010-06-25,51.1952
2010-06-24,51.0032
2010-06-23,50.8680
2010-06-22,50.7022
2010-06-21,50.5427
2010-06-18,50.3750
2010-06-17,50.2144
2010-06-16,50.1410
2010-06-15,50.1480
2010-06-14,50.3090
2010-06-11,50.6275
2010-06-10,50.9348
2010-06-09,51.3375
2010-06-08,51.7891
2010-06-07,52.2489
2010-06-04,52.7320
2010-06-03,53.2189
2010-06-02,53.7305
2010-06-01,54.1834
2010-05-28,54.6121
2010-05-27,55.0116
2010-05-26,55.3284
2010-05-25,55.5612
2010-05-24,55.7877
2010-05-21,56.0108
2010-05-20,56.2074
2010-05-19,56.3913
2010-05-18,56.5165
2010-05-17,56.6054
2010-05-14,56.6494
2010-05-13,56.6561
2010-05-12,56.6381
2010-05-11,56.6292
2010-05-10,56.6924
2010-05-07,56.7872
2010-05-06,56.9085
2010-05-05,56.9804
2010-05-04,56.9931
2010-05-03,56.9711
2010-04-30,56.9434
2010-04-29,56.9338
2010-04-28,56.9054
2010-04-27,56.8694
2010-04-26,56.8019
2010-04-23,56.6937
2010-04-22,56.5737
2010-04-21,56.4745
2010-04-20,56.3824
2010-04-19,56.3028
2010-04-16,56.2199
2010-04-15,56.1455
2010-04-14,56.0912
2010-04-13,56.0274
2010-04-12,55.9226
2010-04-09,55.7232
2010-04-08,55.4597
2010-04-07,55.1162
2010-04-06,54.7389
2010-04-05,54.2836
2010-04-01,53.8460
2010-03-31,53.4670
2010-03-30,53.1724
2010-03-29,52.9663
2010-03-26,52.8270
2010-03-25,52.6953
2010-03-24,52.5549
2010-03-23,52.3239
2010-03-22,52.0445
2010-03-19,51.8101
2010-03-18,51.5736
2010-03-17,51.3864
2010-03-16,51.2721
2010-03-15,51.0565
2010-03-12,50.7858
2010-03-11,50.5380
2010-03-10,50.2633
2010-03-09,49.9612
2010-03-08,49.6551
2010-03-05,49.4096
2010-03-04,49.1316
2010-03-03,48.9045
2010-03-02,48.6207
2010-03-01,48.3419
2010-02-26,48.0772
2010-02-25,47.8847
2010-02-24,47.7485
2010-02-23,47.6410
2010-02-22,47.5129
2010-02-19,47.3328
2010-02-18,47.1198
2010-02-17,46.8818
2010-02-16,46.7854
2010-02-12,46.7763
2010-02-11,46.8313
2010-02-10,46.8943
2010-02-09,46.9602
2010-02-08,47.0110
2010-02-05,47.0095
2010-02-04,46.8815
2010-02-03,46.6439
2010-02-02,46.3995
2010-02-01,46.1742
2010-01-29,45.9497
2010-01-28,45.7388
2010-01-27,45.5179
2010-01-26,45.3238
2010-01-25,45.1659
2010-01-22,44.9718
2010-01-21,44.8298
2010-01-20,44.6701
2010-01-19,44.5009
2010-01-15,44.3445
2010-01-14,44.1860
2010-01-13,44.0030
2010-01-12,43.8023
2010-01-11,43.5946
2010-01-08,43.3609
2010-01-07,43.0978
2010-01-06,42.8425
2010-01-05,42.6544
2010-01-04,42.4952
2009-12-31,42.4034
2009-12-30,42.3245
2009-12-29,42.2668
2009-12-28,42.1791
2009-12-24,42.1014
2009-12-23,41.9977
2009-12-22,41.9138
2009-12-21,41.8313
2009-12-18,41.7300
2009-12-17,41.5925
2009-12-16,41.4113
2009-12-15,41.2093
2009-12-14,41.0160
2009-12-11,40.7683
2009-12-10,40.5353
2009-12-09,40.2117
2009-12-08,39.9156
2009-12-07,39.6763
2009-12-04,39.4470
2009-12-03,39.3224
2009-12-02,39.2453
2009-12-01,39.1774
2009-11-30,39.1213
2009-11-27,39.0353
2009-11-25,38.9331
2009-11-24,38.8166
2009-11-23,38.7030
2009-11-20,38.6175
2009-11-19,38.5436
2009-11-18,38.4777
2009-11-17,38.3942
2009-11-16,38.3426
2009-11-13,38.3395
2009-11-12,38.3722
2009-11-11,38.4572
2009-11-10,38.5192
2009-11-09,38.5670
2009-11-06,38.6327
2009-11-05,38.7352
2009-11-04,38.8638
2009-11-03,39.0314
2009-11-02,39.1889
2009-10-30,39.3447
2009-10-29,39.5110
2009-10-28,39.7151
2009-10-27,39.9458
2009-10-26,40.1510
2009-10-23,40.3402
2009-10-22,40.4144
2009-10-21,40.4492
2009-10-20,40.4941
2009-10-19,40.4947
2009-10-16,40.4552
2009-10-15,40.4082
2009-10-14,40.3692
2009-10-13,40.3505
2009-10-12,40.3602
2009-10-09,40.3609
2009-10-08,40.3462
2009-10-07,40.3317
2009-10-06,40.3037
2009-10-05,40.2870
2009-10-02,40.2399
2009-10-01,40.1493
2009-09-30,40.0333
2009-09-29,39.8432
2009-09-28,39.6788
2009-09-25,39.5026
2009-09-24,39.3626
2009-09-23,39.2401
2009-09-22,39.1225
2009-09-21,38.9813
2009-09-18,38.7856
2009-09-17,38.4866
2009-09-16,38.1558
2009-09-15,37.8363
2009-09-14,37.4919
2009-09-11,37.1499
2009-09-10,36.8244
2009-09-09,36.5371
