Dates,TRIMA Values
2021-06-11,236.5515
2021-06-10,236.7384
2021-06-09,236.9889
2021-06-08,237.2964
2021-06-07,237.6410
2021-06-04,238.0324
2021-06-03,238.4572
2021-06-02,238.9123
2021-06-01,239.4038
2021-05-28,239.9376
2021-05-27,240.5191
2021-05-26,241.1589
2021-05-25,241.8536
2021-05-24,242.6052
2021-05-21,243.4056
2021-05-20,244.2016
2021-05-19,244.9681
2021-05-18,245.6650
2021-05-17,246.2738
2021-05-14,246.8026
2021-05-13,247.2557
2021-05-12,247.6314
2021-05-11,247.9122
2021-05-10,248.0966
2021-05-07,248.1678
2021-05-06,248.1421
2021-05-05,248.0505
2021-05-04,247.8592
2021-05-03,247.5733
2021-04-30,247.2193
2021-04-29,246.7908
2021-04-28,246.3061
2021-04-27,245.7792
2021-04-26,245.1815
2021-04-23,244.5008
2021-04-22,243.7301
2021-04-21,242.8577
2021-04-20,241.8736
2021-04-19,240.7712
2021-04-16,239.5300
2021-04-15,238.1818
2021-04-14,236.7593
2021-04-13,235.2922
2021-04-12,233.8128
2021-04-09,232.3384
2021-04-08,230.8572
2021-04-07,229.3779
2021-04-06,227.9086
2021-04-05,226.4562
2021-04-01,225.0440
2021-03-31,223.6970
2021-03-30,222.3774
2021-03-29,221.0850
2021-03-26,219.8493
2021-03-25,218.6557
2021-03-24,217.5042
2021-03-23,216.3988
2021-03-22,215.3188
2021-03-19,214.2784
2021-03-18,213.3004
2021-03-17,212.3916
2021-03-16,211.5315
2021-03-15,210.7493
2021-03-12,210.0471
2021-03-11,209.4422
2021-03-10,208.9409
2021-03-09,208.5331
2021-03-08,208.2303
2021-03-05,208.0188
2021-03-04,207.8872
2021-03-03,207.8351
2021-03-02,207.8598
2021-03-01,207.9599
2021-02-26,208.1268
2021-02-25,208.3548
2021-02-24,208.6190
2021-02-23,208.9274
2021-02-22,209.3071
2021-02-19,209.7398
2021-02-18,210.2247
2021-02-17,210.7628
2021-02-16,211.3478
2021-02-12,211.9677
2021-02-11,212.5992
2021-02-10,213.2276
2021-02-09,213.8629
2021-02-08,214.5216
2021-02-05,215.2061
2021-02-04,215.8795
2021-02-03,216.5139
2021-02-02,217.1236
2021-02-01,217.6986
2021-01-29,218.2339
2021-01-28,218.7072
2021-01-27,219.0932
2021-01-26,219.3790
2021-01-25,219.5651
2021-01-22,219.6645
2021-01-21,219.6522
2021-01-20,219.4943
2021-01-19,219.1912
2021-01-15,218.7317
2021-01-14,218.1150
2021-01-13,217.3203
2021-01-12,216.3403
2021-01-11,215.1828
2021-01-08,213.8509
2021-01-07,212.3667
2021-01-06,210.7807
2021-01-05,209.1276
2021-01-04,207.4020
2020-12-31,205.5862
2020-12-30,203.6687
2020-12-29,201.6760
2020-12-28,199.6416
2020-12-24,197.5690
2020-12-23,195.4508
2020-12-22,193.2802
2020-12-21,191.0705
2020-12-18,188.8556
2020-12-17,186.6768
2020-12-16,184.5373
2020-12-15,182.4130
2020-12-14,180.3334
2020-12-11,178.3468
2020-12-10,176.4858
2020-12-09,174.7585
2020-12-08,173.1738
2020-12-07,171.7367
2020-12-04,170.4529
2020-12-03,169.3098
2020-12-02,168.3014
2020-12-01,167.4323
2020-11-30,166.6619
2020-11-27,165.9622
2020-11-25,165.3268
2020-11-24,164.7700
2020-11-23,164.2900
2020-11-20,163.8862
2020-11-19,163.5398
2020-11-18,163.2330
2020-11-17,162.9861
2020-11-16,162.7992
2020-11-13,162.6917
2020-11-12,162.6404
2020-11-11,162.6299
2020-11-10,162.6443
2020-11-09,162.7046
2020-11-06,162.8169
2020-11-05,162.9511
2020-11-04,163.0756
2020-11-03,163.1981
2020-11-02,163.3223
2020-10-30,163.4333
2020-10-29,163.5382
2020-10-28,163.6610
2020-10-27,163.8165
2020-10-26,163.9908
2020-10-23,164.1960
2020-10-22,164.4291
2020-10-21,164.6839
2020-10-20,164.9606
2020-10-19,165.2562
2020-10-16,165.5648
2020-10-15,165.8945
2020-10-14,166.2607
2020-10-13,166.6436
2020-10-12,167.0320
2020-10-09,167.4021
2020-10-08,167.7559
2020-10-07,168.0941
2020-10-06,168.4198
2020-10-05,168.7316
2020-10-02,169.0213
2020-10-01,169.3075
2020-09-30,169.5963
2020-09-29,169.8849
2020-09-28,170.1531
2020-09-25,170.4112
2020-09-24,170.6812
2020-09-23,170.9590
2020-09-22,171.2161
2020-09-21,171.4495
2020-09-18,171.6600
2020-09-17,171.8349
2020-09-16,171.9960
2020-09-15,172.1430
2020-09-14,172.2836
2020-09-11,172.4163
2020-09-10,172.5544
2020-09-09,172.6878
2020-09-08,172.8410
2020-09-04,172.9996
2020-09-03,173.1822
2020-09-02,173.4076
2020-09-01,173.6772
2020-08-31,173.9874
2020-08-28,174.3255
2020-08-27,174.6945
2020-08-26,175.0914
2020-08-25,175.5126
2020-08-24,175.9405
2020-08-21,176.3856
2020-08-20,176.8280
2020-08-19,177.2958
2020-08-18,177.7939
2020-08-17,178.3410
2020-08-14,178.9190
2020-08-13,179.5004
2020-08-12,180.0810
2020-08-11,180.6227
2020-08-10,181.1150
2020-08-07,181.5444
2020-08-06,181.9132
2020-08-05,182.2179
2020-08-04,182.4508
2020-08-03,182.5822
2020-07-31,182.6206
2020-07-30,182.5832
2020-07-29,182.4487
2020-07-28,182.2108
2020-07-27,181.8338
2020-07-24,181.3305
2020-07-23,180.6923
2020-07-22,179.9221
2020-07-21,179.0212
2020-07-20,178.0041
2020-07-17,176.8745
2020-07-16,175.6476
2020-07-15,174.3094
2020-07-14,172.8020
2020-07-13,171.1008
2020-07-10,169.2228
2020-07-09,167.2293
2020-07-08,165.1624
2020-07-07,163.0578
2020-07-06,160.9598
2020-07-02,158.8917
2020-07-01,156.8655
2020-06-30,154.8666
2020-06-29,152.9134
2020-06-26,151.0449
2020-06-25,149.2567
2020-06-24,147.5357
2020-06-23,145.8948
2020-06-22,144.3434
2020-06-19,142.9217
2020-06-18,141.6428
2020-06-17,140.4941
2020-06-16,139.4905
2020-06-15,138.5837
2020-06-12,137.7672
2020-06-11,137.0423
2020-06-10,136.4530
2020-06-09,135.9792
2020-06-08,135.6723
2020-06-05,135.5692
2020-06-04,135.6428
2020-06-03,135.7981
2020-06-02,135.9836
2020-06-01,136.1816
2020-05-29,136.3695
2020-05-28,136.5367
2020-05-27,136.6996
2020-05-26,136.8751
2020-05-22,137.1118
2020-05-21,137.3515
2020-05-20,137.6503
2020-05-19,138.0872
2020-05-18,138.6371
2020-05-15,139.3478
2020-05-14,140.2071
2020-05-13,141.2270
2020-05-12,142.4234
2020-05-11,143.8051
2020-05-08,145.3822
2020-05-07,147.2191
2020-05-06,149.3408
2020-05-05,151.6977
2020-05-04,154.2675
2020-05-01,157.0549
2020-04-30,160.0350
2020-04-29,163.2187
2020-04-28,166.7002
2020-04-27,170.5603
2020-04-24,174.8412
2020-04-23,179.5550
2020-04-22,184.6868
2020-04-21,190.2099
2020-04-20,196.0653
2020-04-17,202.1913
2020-04-16,208.5421
2020-04-15,215.0870
2020-04-14,221.6754
2020-04-13,228.2702
2020-04-09,234.8232
2020-04-08,241.2912
2020-04-07,247.6408
2020-04-06,253.8333
2020-04-03,259.8608
2020-04-02,265.7350
2020-04-01,271.4073
2020-03-31,276.8356
2020-03-30,282.0227
2020-03-27,286.9900
2020-03-26,291.6985
2020-03-25,296.1390
2020-03-24,300.3243
2020-03-23,304.2166
2020-03-20,307.7746
2020-03-19,310.9505
2020-03-18,313.7296
2020-03-17,316.1114
2020-03-16,318.1050
2020-03-13,319.7572
2020-03-12,321.0699
2020-03-11,322.1174
2020-03-10,322.9179
2020-03-09,323.5443
2020-03-06,324.0653
2020-03-05,324.4709
2020-03-04,324.7949
2020-03-03,325.0528
2020-03-02,325.2838
2020-02-28,325.4683
2020-02-27,325.6179
2020-02-26,325.7547
2020-02-25,325.9120
2020-02-24,326.0998
2020-02-21,326.2840
2020-02-20,326.4824
2020-02-19,326.7179
2020-02-18,326.9861
2020-02-14,327.2988
2020-02-13,327.6523
2020-02-12,328.0517
2020-02-11,328.5159
2020-02-10,329.0481
2020-02-07,329.6590
2020-02-06,330.3489
2020-02-05,331.1138
2020-02-04,331.9639
2020-02-03,332.8811
2020-01-31,333.8365
2020-01-30,334.8262
2020-01-29,335.8457
2020-01-28,336.9036
2020-01-27,337.9968
2020-01-24,339.1133
2020-01-23,340.2694
2020-01-22,341.4561
2020-01-21,342.6527
2020-01-17,343.8083
2020-01-16,344.9231
2020-01-15,346.0002
2020-01-14,347.0407
2020-01-13,348.0239
2020-01-10,348.9713
2020-01-09,349.8922
2020-01-08,350.7641
2020-01-07,351.5854
2020-01-06,352.3342
2020-01-03,352.9938
2020-01-02,353.5422
2019-12-31,353.9611
2019-12-30,354.2743
2019-12-27,354.5185
2019-12-26,354.7006
2019-12-24,354.8231
2019-12-23,354.8914
2019-12-20,354.9056
2019-12-19,354.8697
2019-12-18,354.7894
2019-12-17,354.6786
2019-12-16,354.5298
2019-12-13,354.3545
2019-12-12,354.1618
2019-12-11,353.9652
2019-12-10,353.7849
2019-12-09,353.6398
2019-12-06,353.5501
2019-12-05,353.5441
2019-12-04,353.6238
2019-12-03,353.7557
2019-12-02,353.9454
2019-11-29,354.2154
2019-11-27,354.5726
2019-11-26,355.0356
2019-11-25,355.6154
2019-11-22,356.3267
2019-11-21,357.1596
2019-11-20,358.0473
2019-11-19,358.9501
2019-11-18,359.8517
2019-11-15,360.7286
2019-11-14,361.5850
2019-11-13,362.4233
2019-11-12,363.2315
2019-11-11,363.9940
2019-11-08,364.7236
2019-11-07,365.4222
2019-11-06,366.0679
2019-11-05,366.6751
2019-11-04,367.2380
2019-11-01,367.7385
2019-10-31,368.1510
2019-10-30,368.4349
2019-10-29,368.5646
2019-10-28,368.5605
2019-10-25,368.4358
2019-10-24,368.1780
2019-10-23,367.7627
2019-10-22,367.2053
2019-10-21,366.5002
2019-10-18,365.6605
2019-10-17,364.6821
2019-10-16,363.5790
2019-10-15,362.3861
2019-10-14,361.1156
2019-10-11,359.8151
2019-10-10,358.4897
2019-10-09,357.1503
2019-10-08,355.8101
2019-10-07,354.4731
2019-10-04,353.1339
2019-10-03,351.7881
2019-10-02,350.4609
2019-10-01,349.1766
2019-09-30,347.9299
2019-09-27,346.7363
2019-09-26,345.5868
2019-09-25,344.5220
2019-09-24,343.5723
2019-09-23,342.7444
2019-09-20,342.0390
2019-09-19,341.4482
2019-09-18,340.9807
2019-09-17,340.6381
2019-09-16,340.4014
2019-09-13,340.2671
2019-09-12,340.2199
2019-09-11,340.2732
2019-09-10,340.4331
2019-09-09,340.7226
2019-09-06,341.1105
2019-09-05,341.5923
2019-09-04,342.1634
2019-09-03,342.8067
2019-08-30,343.5149
2019-08-29,344.2930
2019-08-28,345.1342
2019-08-27,346.0198
2019-08-26,346.8791
2019-08-23,347.6743
2019-08-22,348.4080
2019-08-21,349.0914
2019-08-20,349.7375
2019-08-19,350.3285
2019-08-16,350.8638
2019-08-15,351.3379
2019-08-14,351.7469
2019-08-13,352.1004
2019-08-12,352.3873
2019-08-09,352.6323
2019-08-08,352.8438
2019-08-07,353.0222
2019-08-06,353.1774
2019-08-05,353.2958
2019-08-02,353.3576
2019-08-01,353.3527
2019-07-31,353.2862
2019-07-30,353.1334
2019-07-29,352.9094
2019-07-26,352.6180
2019-07-25,352.2346
2019-07-24,351.7675
2019-07-23,351.2142
2019-07-22,350.6415
2019-07-19,350.1069
2019-07-18,349.6253
2019-07-17,349.1990
2019-07-16,348.8245
2019-07-15,348.5114
2019-07-12,348.2420
2019-07-11,348.0208
2019-07-10,347.8622
2019-07-09,347.7678
2019-07-08,347.7451
2019-07-05,347.8027
2019-07-03,347.9101
2019-07-02,348.0615
2019-07-01,348.2487
2019-06-28,348.4696
2019-06-27,348.7304
2019-06-26,349.0519
2019-06-25,349.4123
2019-06-24,349.8345
2019-06-21,350.3014
2019-06-20,350.8105
2019-06-19,351.3790
2019-06-18,352.0361
2019-06-17,352.8107
2019-06-14,353.6995
2019-06-13,354.6315
2019-06-12,355.5995
2019-06-11,356.6058
2019-06-10,357.6145
2019-06-07,358.5898
2019-06-06,359.5317
2019-06-05,360.4339
2019-06-04,361.2889
2019-06-03,362.0781
2019-05-31,362.8065
2019-05-30,363.4649
2019-05-29,364.0613
2019-05-28,364.6197
2019-05-24,365.1489
2019-05-23,365.6406
2019-05-22,366.0970
2019-05-21,366.5065
2019-05-20,366.9125
2019-05-17,367.3609
2019-05-16,367.8508
2019-05-15,368.4104
2019-05-14,369.0482
2019-05-13,369.7413
2019-05-10,370.4632
2019-05-09,371.1724
2019-05-08,371.8989
2019-05-07,372.6367
2019-05-06,373.3809
2019-05-03,374.1377
2019-05-02,374.9445
2019-05-01,375.8255
2019-04-30,376.7778
2019-04-29,377.8111
2019-04-26,378.9269
2019-04-25,380.1250
2019-04-24,381.3872
2019-04-23,382.7052
2019-04-22,384.0753
2019-04-18,385.4874
2019-04-17,386.9474
2019-04-16,388.4641
2019-04-15,390.0108
2019-04-12,391.5452
2019-04-11,392.9842
2019-04-10,394.3036
2019-04-09,395.4519
2019-04-08,396.4071
2019-04-05,397.1649
2019-04-04,397.7089
2019-04-03,398.0547
2019-04-02,398.2150
2019-04-01,398.2032
2019-03-29,398.0326
2019-03-28,397.6982
2019-03-27,397.1988
2019-03-26,396.5250
2019-03-25,395.6822
2019-03-22,394.6695
2019-03-21,393.4837
2019-03-20,392.1185
2019-03-19,390.5697
2019-03-18,388.8510
2019-03-15,386.9428
2019-03-14,384.8609
2019-03-13,382.6072
2019-03-12,380.1596
2019-03-11,377.5460
2019-03-08,374.7931
2019-03-07,371.9253
2019-03-06,368.9916
2019-03-05,366.0356
2019-03-04,363.1070
2019-03-01,360.2280
2019-02-28,357.3917
2019-02-27,354.6222
2019-02-26,351.9292
2019-02-25,349.2986
2019-02-22,346.7085
2019-02-21,344.1846
2019-02-20,341.7281
2019-02-19,339.3449
2019-02-15,337.0558
2019-02-14,334.8755
2019-02-13,332.8005
2019-02-12,330.8303
2019-02-11,328.9760
2019-02-08,327.2348
2019-02-07,325.6197
2019-02-06,324.1310
2019-02-05,322.7594
2019-02-04,321.5221
2019-02-01,320.4308
2019-01-31,319.4918
2019-01-30,318.7336
2019-01-29,318.1721
2019-01-28,317.7895
2019-01-25,317.5405
2019-01-24,317.4181
2019-01-23,317.4314
2019-01-22,317.5848
2019-01-18,317.8565
2019-01-17,318.2271
2019-01-16,318.7054
2019-01-15,319.2915
2019-01-14,319.9610
2019-01-11,320.6983
2019-01-10,321.4507
2019-01-09,322.2150
2019-01-08,322.9914
2019-01-07,323.7789
2019-01-04,324.5858
2019-01-03,325.4390
2019-01-02,326.3628
2018-12-31,327.3463
2018-12-28,328.4166
2018-12-27,329.5676
2018-12-26,330.7709
2018-12-24,332.0022
2018-12-21,333.2228
2018-12-20,334.4041
2018-12-19,335.5763
2018-12-18,336.7344
2018-12-17,337.8594
2018-12-14,338.9487
2018-12-13,339.9865
2018-12-12,340.9769
2018-12-11,341.9387
2018-12-10,342.8712
2018-12-07,343.7593
2018-12-06,344.6101
2018-12-04,345.4418
2018-12-03,346.2972
