Dates,MACDEXT Values
2019-02-11,7.5379
2019-02-08,-1.4447
2019-02-07,7.2085
2019-02-06,7.3608
2019-02-05,-0.1524
2019-02-04,8.2849
2019-02-01,7.0255
2019-01-31,1.2594
2019-01-30,9.3497
2019-01-29,6.5296
2019-01-28,2.8201
2019-01-25,9.4680
2019-01-24,5.8842
2019-01-23,3.5839
2019-01-22,8.6170
2019-01-18,5.0715
2019-01-17,3.5454
2019-01-16,7.4298
2019-01-15,4.2265
2019-01-14,3.2033
2019-01-11,6.1457
2019-01-10,3.3635
2019-01-09,2.7822
2019-01-08,5.2445
2019-01-07,2.5164
2019-01-04,2.7281
2019-01-03,4.4995
2019-01-02,1.6821
2018-12-31,2.8174
2018-12-28,4.1904
2018-12-27,0.8508
2018-12-26,3.3396
2018-12-24,3.8219
2018-12-21,0.0220
2018-12-20,3.8000
2018-12-19,3.5406
2018-12-18,-0.8429
2018-12-17,4.3836
2018-12-14,2.1545
2018-12-13,-1.7040
2018-12-12,3.8585
2018-12-11,1.0115
2018-12-10,-2.4606
2018-12-07,3.4721
2018-12-06,-0.3372
2018-12-04,-3.1855
2018-12-03,2.8484
2018-11-30,-1.4784
2018-11-29,-3.8618
2018-11-28,2.3834
2018-11-27,-2.2638
2018-11-26,-4.4147
2018-11-23,2.1509
2018-11-21,-2.9828
2018-11-20,-5.0319
2018-11-19,2.0491
2018-11-16,-3.2688
2018-11-15,-5.6321
2018-11-14,2.3632
2018-11-13,-3.9620
2018-11-12,-6.2885
2018-11-09,2.3265
2018-11-08,-4.2089
2018-11-07,-6.9573
2018-11-06,2.7484
2018-11-05,-4.6547
2018-11-02,-7.5432
2018-11-01,2.8885
2018-10-31,-5.5133
2018-10-30,-8.0775
2018-10-29,2.5642
2018-10-26,-6.4237
2018-10-25,-8.5170
2018-10-24,2.0933
2018-10-23,-6.4538
2018-10-22,-8.8418
2018-10-19,2.3879
2018-10-18,-7.8188
2018-10-17,-8.9850
2018-10-16,1.1661
2018-10-15,-8.3844
2018-10-12,-8.7929
2018-10-11,0.4085
2018-10-10,-9.1766
2018-10-09,-8.3198
2018-10-08,-0.8568
2018-10-05,-9.9813
2018-10-04,-7.5061
2018-10-03,-2.4752
2018-10-02,-9.4824
2018-10-01,-6.4050
2018-09-28,-3.0774
2018-09-27,-9.4633
2018-09-26,-5.2246
2018-09-25,-4.2386
2018-09-24,-9.4687
2018-09-21,-3.9289
2018-09-20,-5.5398
2018-09-19,-9.3469
2018-09-18,-2.5052
2018-09-17,-6.8417
2018-09-14,-7.7426
2018-09-13,-1.0061
2018-09-12,-6.7365
2018-09-11,-6.0901
2018-09-10,0.4231
2018-09-07,-6.5132
2018-09-06,-4.1265
2018-09-05,1.6672
2018-09-04,-5.7937
2018-08-31,-1.8531
2018-08-30,2.6720
2018-08-29,-4.5251
2018-08-28,-0.0715
2018-08-27,3.3135
2018-08-24,-3.3850
2018-08-23,1.1411
2018-08-22,3.6586
2018-08-21,-2.5175
2018-08-20,2.1985
2018-08-17,3.6923
2018-08-16,-1.4938
2018-08-15,3.3446
2018-08-14,3.4036
2018-08-13,-0.0590
2018-08-10,4.1447
2018-08-09,2.8310
2018-08-08,1.3137
2018-08-07,5.1203
2018-08-06,2.0569
2018-08-03,3.0633
2018-08-02,5.1065
2018-08-01,1.0971
2018-07-31,4.0094
2018-07-30,4.9167
2018-07-27,0.0535
2018-07-26,4.8632
2018-07-25,3.9204
2018-07-24,-1.0604
2018-07-23,4.9808
2018-07-20,3.0344
2018-07-19,-2.1211
2018-07-18,5.1554
2018-07-17,1.4452
2018-07-16,-3.1088
2018-07-13,4.5539
2018-07-12,-0.4004
2018-07-11,-3.9080
2018-07-10,3.5076
2018-07-09,-1.8086
2018-07-06,-4.5113
2018-07-05,2.7027
2018-07-03,-2.8219
2018-07-02,-4.9608
2018-06-29,2.1390
2018-06-28,-3.5187
2018-06-27,-5.2213
2018-06-26,1.7026
2018-06-25,-4.2858
2018-06-22,-5.2978
2018-06-21,1.0120
2018-06-20,-5.1085
2018-06-19,-5.1134
2018-06-18,0.0050
2018-06-15,-5.6254
2018-06-14,-4.6829
2018-06-13,-0.9426
2018-06-12,-5.8547
2018-06-11,-4.0709
2018-06-08,-1.7838
2018-06-07,-5.7481
2018-06-06,-3.3239
2018-06-05,-2.4243
2018-06-04,-5.8304
2018-06-01,-2.4948
2018-05-31,-3.3356
2018-05-30,-5.8540
2018-05-29,-1.5664
2018-05-25,-4.2875
2018-05-24,-5.1660
2018-05-23,-0.5362
2018-05-22,-4.6298
2018-05-21,-4.2071
2018-05-18,0.4736
2018-05-17,-4.6807
2018-05-16,-2.6269
2018-05-15,1.4671
2018-05-14,-4.0940
2018-05-11,-1.2333
2018-05-10,2.3199
2018-05-09,-3.5532
2018-05-08,-0.1179
2018-05-07,3.0722
2018-05-04,-3.1901
2018-05-03,0.8687
2018-05-02,3.7034
2018-05-01,-2.8347
2018-04-30,1.7133
2018-04-27,4.1994
2018-04-26,-2.4861
2018-04-25,2.5253
2018-04-24,4.5498
2018-04-23,-2.0246
2018-04-20,3.4184
2018-04-19,4.6735
2018-04-18,-1.2551
2018-04-17,3.9220
2018-04-16,4.5858
2018-04-13,-0.6638
2018-04-12,4.7346
2018-04-11,4.3511
2018-04-10,0.3834
2018-04-09,5.0485
2018-04-06,3.9608
2018-04-05,1.0877
2018-04-04,5.5368
2018-04-03,3.4477
2018-04-02,2.0891
2018-03-29,5.5628
2018-03-28,2.7965
2018-03-27,2.7663
2018-03-26,5.3331
2018-03-23,2.0671
2018-03-22,3.2660
2018-03-21,4.8671
2018-03-20,1.3127
2018-03-19,3.5543
2018-03-16,3.6380
2018-03-15,0.5668
2018-03-14,3.0712
2018-03-13,2.6291
2018-03-12,-0.1251
2018-03-09,2.7542
2018-03-08,1.8101
2018-03-07,-0.7732
2018-03-06,2.5833
2018-03-05,1.2213
2018-03-02,-1.3709
2018-03-01,2.5922
2018-02-28,0.4308
2018-02-27,-1.9000
2018-02-26,2.3308
2018-02-23,-0.3240
2018-02-22,-2.3840
2018-02-21,2.0600
2018-02-20,-1.0014
2018-02-16,-2.8389
2018-02-15,1.8375
2018-02-14,-1.4565
2018-02-13,-3.2746
2018-02-12,1.8181
2018-02-09,-1.8466
2018-02-08,-3.6671
2018-02-07,1.8205
2018-02-06,-2.5888
2018-02-05,-4.0551
2018-02-02,1.4662
2018-02-01,-3.2036
2018-01-31,-4.3660
2018-01-30,1.1624
2018-01-29,-3.5690
2018-01-26,-4.5754
2018-01-25,1.0063
2018-01-24,-3.5404
2018-01-23,-4.7583
2018-01-22,1.2178
2018-01-19,-3.9252
2018-01-18,-4.9921
2018-01-17,1.0669
2018-01-16,-4.4185
2018-01-12,-5.2548
2018-01-11,0.8362
2018-01-10,-4.9225
2018-01-09,-5.5124
2018-01-08,0.5899
2018-01-05,-4.9892
2018-01-04,-5.7471
2018-01-03,0.7579
2018-01-02,-5.3384
2017-12-29,-5.8908
2017-12-28,0.5524
2017-12-27,-5.3872
2017-12-26,-5.8844
2017-12-22,0.4972
2017-12-21,-5.0878
2017-12-20,-5.6990
2017-12-19,0.6112
2017-12-18,-5.2154
2017-12-15,-5.3789
2017-12-14,0.1634
2017-12-13,-5.6449
2017-12-12,-4.8918
2017-12-11,-0.7530
2017-12-08,-6.2890
2017-12-07,-4.2364
2017-12-06,-2.0525
2017-12-05,-6.7375
2017-12-04,-3.3561
2017-12-01,-3.3814
2017-11-30,-7.0347
2017-11-29,-2.3212
2017-11-28,-4.7135
2017-11-27,-6.2827
2017-11-24,-1.1672
2017-11-22,-5.1155
2017-11-21,-5.2803
2017-11-20,0.0075
2017-11-17,-5.2878
2017-11-16,-3.7187
2017-11-15,1.0902
2017-11-14,-4.8089
2017-11-13,-2.2065
2017-11-10,1.9702
2017-11-09,-4.1767
2017-11-08,-0.8322
2017-11-07,2.6610
2017-11-06,-3.4931
2017-11-03,0.2537
2017-11-02,3.1624
2017-11-01,-2.9087
2017-10-31,1.6341
2017-10-30,3.4232
2017-10-27,-1.7891
2017-10-26,2.5763
2017-10-25,3.4186
2017-10-24,-0.8423
2017-10-23,3.3515
2017-10-20,3.1735
2017-10-19,0.1780
2017-10-18,4.2897
2017-10-17,2.7048
2017-10-16,1.5849
2017-10-13,4.4642
2017-10-12,2.0153
2017-10-11,2.4489
2017-10-10,4.2011
2017-10-09,1.1631
2017-10-06,3.0380
2017-10-05,4.0103
2017-10-04,0.1013
2017-10-03,3.9089
2017-10-02,3.6806
2017-09-29,-1.1268
2017-09-28,4.8074
2017-09-27,2.6009
2017-09-26,-2.4500
2017-09-25,5.0508
2017-09-22,1.5931
2017-09-21,-3.7450
2017-09-20,5.3381
2017-09-19,0.3701
2017-09-18,-5.0117
2017-09-15,5.3819
2017-09-14,-0.8668
2017-09-13,-6.1390
2017-09-12,5.2722
2017-09-11,-1.9158
2017-09-08,-7.0328
2017-09-07,5.1170
2017-09-06,-3.2055
2017-09-05,-7.7662
2017-09-01,4.5607
2017-08-31,-5.3549
2017-08-30,-8.3499
2017-08-29,2.9950
2017-08-28,-7.0426
2017-08-25,-8.6631
2017-08-24,1.6205
2017-08-23,-8.2280
2017-08-22,-8.7544
2017-08-21,0.5264
2017-08-18,-9.0545
2017-08-17,-8.6337
2017-08-16,-0.4208
2017-08-15,-9.8076
2017-08-14,-8.2963
2017-08-11,-1.5113
2017-08-10,-9.7749
2017-08-09,-7.8380
2017-08-08,-1.9369
2017-08-07,-8.9116
2017-08-04,-7.3522
2017-08-03,-1.5594
2017-08-02,-8.5158
2017-08-01,-6.8614
2017-07-31,-1.6545
2017-07-28,-8.4589
2017-07-27,-6.3002
2017-07-26,-2.1587
2017-07-25,-8.1737
2017-07-24,-5.7478
2017-07-21,-2.4259
2017-07-20,-7.8646
2017-07-19,-5.2569
2017-07-18,-2.6078
2017-07-17,-7.1418
2017-07-14,-4.7982
2017-07-13,-2.3436
2017-07-12,-6.0180
2017-07-11,-4.4334
2017-07-10,-1.5846
2017-07-07,-5.6825
2017-07-06,-4.2272
2017-07-05,-1.4553
2017-07-03,-5.4030
2017-06-30,-4.0265
2017-06-29,-1.3765
2017-06-28,-4.4938
2017-06-27,-3.7982
2017-06-26,-0.6956
2017-06-23,-3.4651
2017-06-22,-3.6102
2017-06-21,0.1451
2017-06-20,-3.4878
2017-06-19,-3.4257
2017-06-16,-0.0620
2017-06-15,-3.7551
2017-06-14,-3.1086
2017-06-13,-0.6465
2017-06-12,-3.7367
2017-06-09,-2.6623
2017-06-08,-1.0744
2017-06-07,-3.8587
2017-06-06,-2.0994
2017-06-05,-1.7593
2017-06-02,-4.1621
2017-06-01,-1.3722
2017-05-31,-2.7899
2017-05-30,-3.8766
2017-05-26,-0.4890
2017-05-25,-3.3876
2017-05-24,-3.3479
2017-05-23,0.5060
2017-05-22,-3.8539
2017-05-19,-2.8014
2017-05-18,1.6821
2017-05-17,-4.4835
2017-05-16,-1.8053
2017-05-15,2.9854
2017-05-12,-4.7906
2017-05-11,-0.6335
2017-05-10,4.2618
2017-05-09,-4.8953
2017-05-08,0.2614
2017-05-05,5.4939
2017-05-04,-5.2325
2017-05-03,1.3293
2017-05-02,6.6571
2017-05-01,-5.3278
2017-04-28,2.6864
2017-04-27,7.7228
2017-04-26,-5.0364
2017-04-25,3.7869
2017-04-24,8.5996
2017-04-21,-4.8127
2017-04-20,5.0777
2017-04-19,9.2865
2017-04-18,-4.2088
2017-04-17,7.2375
2017-04-13,9.6764
2017-04-12,-2.4389
2017-04-11,8.9277
2017-04-10,9.6363
2017-04-07,-0.7086
2017-04-06,9.6828
2017-04-05,9.2630
2017-04-04,0.4198
2017-04-03,10.4552
2017-03-31,8.6325
2017-03-30,1.8227
2017-03-29,10.7306
2017-03-28,7.7254
2017-03-27,3.0052
2017-03-24,10.9203
2017-03-23,6.5604
2017-03-22,4.3598
2017-03-21,10.5777
2017-03-20,5.1857
2017-03-17,5.3920
2017-03-16,9.9694
2017-03-15,3.7101
2017-03-14,6.2592
2017-03-13,8.5865
2017-03-10,2.2552
2017-03-09,6.3312
2017-03-08,6.8762
2017-03-07,0.8906
2017-03-06,5.9856
2017-03-03,5.5682
2017-03-02,-0.4005
2017-03-01,5.9687
2017-02-28,4.0085
2017-02-27,-1.6774
2017-02-24,5.6858
2017-02-23,2.2913
2017-02-22,-2.8315
2017-02-21,5.1228
2017-02-17,0.2460
2017-02-16,-3.8183
2017-02-15,4.0644
2017-02-14,-1.4526
2017-02-13,-4.6093
2017-02-10,3.1567
2017-02-09,-2.7024
2017-02-08,-5.2419
2017-02-07,2.5395
2017-02-06,-3.1246
2017-02-03,-5.7842
2017-02-02,2.6596
2017-02-01,-3.6949
2017-01-31,-6.2238
2017-01-30,2.5289
2017-01-27,-4.7438
2017-01-26,-6.5558
2017-01-25,1.8120
2017-01-24,-5.9237
2017-01-23,-6.8135
2017-01-20,0.8898
2017-01-19,-6.3785
2017-01-18,-7.0128
2017-01-17,0.6343
2017-01-13,-6.5906
2017-01-12,-7.2396
2017-01-11,0.6490
2017-01-10,-6.8722
2017-01-09,-7.4984
2017-01-06,0.6261
2017-01-05,-7.1466
2017-01-04,-7.6734
2017-01-03,0.5268
2016-12-30,-7.5826
2016-12-29,-7.7314
2016-12-28,0.1488
2016-12-27,-7.0816
2016-12-23,-7.6447
2016-12-22,0.5631
2016-12-21,-6.6826
2016-12-20,-7.4670
2016-12-19,0.7844
2016-12-16,-7.0633
2016-12-15,-7.1958
2016-12-14,0.1326
2016-12-13,-7.7170
2016-12-12,-6.8196
2016-12-09,-0.8974
2016-12-08,-8.4199
2016-12-07,-6.3362
2016-12-06,-2.0837
2016-12-05,-8.9196
2016-12-02,-5.7121
2016-12-01,-3.2074
2016-11-30,-8.4479
2016-11-29,-5.0087
2016-11-28,-3.4392
2016-11-25,-7.6678
2016-11-23,-4.2540
2016-11-22,-3.4137
2016-11-21,-6.8026
2016-11-18,-3.4960
2016-11-17,-3.3067
2016-11-16,-5.4822
2016-11-15,-2.8091
2016-11-14,-2.6731
2016-11-11,-4.2423
2016-11-10,-2.2047
2016-11-09,-2.0376
2016-11-08,-3.6772
2016-11-07,-1.6904
2016-11-04,-1.9868
2016-11-03,-3.3665
2016-11-02,-1.1568
2016-11-01,-2.2097
2016-10-31,-2.8029
2016-10-28,-0.6063
2016-10-27,-2.1966
2016-10-26,-2.5892
2016-10-25,-0.0463
2016-10-24,-2.5429
2016-10-21,-1.6556
2016-10-20,0.5007
2016-10-19,-2.1564
2016-10-18,-0.8450
2016-10-17,0.9429
2016-10-14,-1.7879
2016-10-13,-0.6212
2016-10-12,1.3965
2016-10-11,-2.0177
2016-10-10,-0.0422
2016-10-07,1.9757
2016-10-06,-2.0180
2016-10-05,0.3862
2016-10-04,2.6833
2016-10-03,-2.2971
2016-09-30,1.1254
2016-09-29,3.5658
2016-09-28,-2.4403
2016-09-27,1.5878
2016-09-26,4.4879
2016-09-23,-2.9002
2016-09-22,2.2369
2016-09-21,5.6418
2016-09-20,-3.4049
2016-09-19,2.3344
2016-09-16,7.0498
2016-09-15,-4.7154
2016-09-14,2.3240
2016-09-13,8.6019
2016-09-12,-6.2779
2016-09-09,3.2374
2016-09-08,10.3150
2016-09-07,-7.0776
2016-09-06,4.5917
2016-09-02,11.9085
2016-09-01,-7.3168
2016-08-31,6.3258
2016-08-30,13.3049
2016-08-29,-6.9791
2016-08-26,8.3287
2016-08-25,14.4711
2016-08-24,-6.1424
2016-08-23,9.4247
2016-08-22,15.3426
2016-08-19,-5.9179
2016-08-18,11.9723
2016-08-17,16.0274
2016-08-16,-4.0551
2016-08-15,14.9090
2016-08-12,16.2994
2016-08-11,-1.3904
2016-08-10,16.3035
2016-08-09,16.1027
2016-08-08,0.2007
2016-08-05,17.7422
2016-08-04,15.5532
2016-08-03,2.1890
2016-08-02,17.5787
2016-08-01,14.6235
2016-07-29,2.9552
2016-07-28,17.1596
2016-07-27,13.6070
2016-07-26,3.5526
2016-07-25,16.8213
2016-07-22,12.4860
2016-07-21,4.3353
2016-07-20,16.1717
2016-07-19,11.3137
2016-07-18,4.8581
2016-07-15,15.5885
2016-07-14,10.2474
2016-07-13,5.3411
2016-07-12,14.4198
2016-07-11,9.2165
2016-07-08,5.2033
2016-07-07,13.1393
2016-07-06,8.3690
2016-07-05,4.7703
2016-07-01,11.3578
2016-06-30,7.6907
2016-06-29,3.6670
2016-06-28,9.3744
2016-06-27,7.1554
2016-06-24,2.2190
2016-06-23,8.4305
2016-06-22,6.7988
2016-06-21,1.6318
2016-06-20,7.0710
2016-06-17,6.5041
2016-06-16,0.5669
2016-06-15,6.2699
2016-06-14,6.3917
2016-06-13,-0.1219
2016-06-10,6.5756
2016-06-09,6.3512
2016-06-08,0.2244
2016-06-07,6.3106
2016-06-06,6.1854
2016-06-03,0.1252
2016-06-02,6.7916
2016-06-01,6.0448
2016-05-31,0.7468
2016-05-27,7.0353
2016-05-26,5.8241
2016-05-25,1.2111
2016-05-24,6.5395
2016-05-23,5.4621
2016-05-20,1.0774
2016-05-19,6.1649
2016-05-18,5.0453
2016-05-17,1.1196
2016-05-16,5.7788
2016-05-13,4.4966
2016-05-12,1.2822
2016-05-11,6.0595
2016-05-10,3.8252
2016-05-09,2.2343
2016-05-06,5.9053
2016-05-05,2.9655
2016-05-04,2.9398
2016-05-03,5.0834
2016-05-02,2.0391
2016-04-29,3.0443
2016-04-28,5.0451
2016-04-27,1.1641
2016-04-26,3.8809
2016-04-25,4.8056
2016-04-22,0.2120
2016-04-21,4.5936
2016-04-20,3.7766
2016-04-19,-0.7757
2016-04-18,4.5523
2016-04-15,2.7883
2016-04-14,-1.6521
2016-04-13,4.4404
2016-04-12,1.2269
2016-04-11,-2.4413
2016-04-08,3.6682
2016-04-07,-0.2637
2016-04-06,-3.1271
2016-04-05,2.8635
2016-04-04,-1.6781
2016-04-01,-3.6444
2016-03-31,1.9663
2016-03-30,-2.4321
2016-03-29,-3.9973
2016-03-28,1.5653
2016-03-24,-2.7915
2016-03-23,-4.2421
2016-03-22,1.4506
2016-03-21,-3.5241
2016-03-18,-4.4547
2016-03-17,0.9306
2016-03-16,-4.0840
2016-03-15,-4.5552
2016-03-14,0.4712
2016-03-11,-4.1106
2016-03-10,-4.5967
2016-03-09,0.4860
2016-03-08,-4.3144
2016-03-07,-4.6758
2016-03-04,0.3614
2016-03-03,-4.9456
2016-03-02,-4.7761
2016-03-01,-0.1695
2016-02-29,-4.9193
2016-02-26,-4.9476
2016-02-25,0.0283
2016-02-24,-4.8541
2016-02-23,-5.1961
2016-02-22,0.3420
2016-02-19,-4.6353
2016-02-18,-5.4879
2016-02-17,0.8526
2016-02-16,-4.7047
2016-02-12,-5.8314
2016-02-11,1.1266
2016-02-10,-4.4288
2016-02-09,-6.2306
2016-02-08,1.8019
2016-02-05,-4.4571
2016-02-04,-6.6775
2016-02-03,2.2205
2016-02-02,-4.8233
2016-02-01,-7.1398
2016-01-29,2.3166
2016-01-28,-5.2169
2016-01-27,-7.5234
2016-01-26,2.3064
2016-01-25,-6.4893
2016-01-22,-7.7893
2016-01-21,1.3000
2016-01-20,-7.1556
2016-01-19,-7.8402
2016-01-15,0.6845
2016-01-14,-7.4801
2016-01-13,-7.7458
2016-01-12,0.2657
2016-01-11,-7.7263
2016-01-08,-7.5091
2016-01-07,-0.2173
2016-01-06,-8.2983
2016-01-05,-7.0645
2016-01-04,-1.2338
2015-12-31,-8.4507
2015-12-30,-6.4106
2015-12-29,-2.0401
2015-12-28,-8.6180
2015-12-24,-5.5405
2015-12-23,-3.0775
2015-12-22,-8.2750
2015-12-21,-4.4383
2015-12-18,-3.8367
2015-12-17,-7.6104
2015-12-16,-3.1717
2015-12-15,-4.4388
2015-12-14,-6.9469
2015-12-11,-1.7687
2015-12-10,-5.1781
2015-12-09,-6.3064
2015-12-08,-0.1945
2015-12-07,-6.1119
2015-12-04,-5.3497
2015-12-03,1.5729
2015-12-02,-6.9227
2015-12-01,-3.7246
2015-11-30,3.5817
2015-11-27,-7.3063
2015-11-25,-2.4140
2015-11-24,5.6085
2015-11-23,-8.0225
2015-11-20,-0.6199
2015-11-19,7.5526
2015-11-18,-8.1725
2015-11-17,1.3021
2015-11-16,9.3557
2015-11-13,-8.0537
2015-11-12,3.1248
2015-11-11,11.1316
2015-11-10,-8.0068
2015-11-09,5.0162
2015-11-06,12.9088
2015-11-05,-7.8925
2015-11-04,7.2212
2015-11-03,14.7024
2015-11-02,-7.4812
2015-10-30,9.6001
2015-10-29,16.3842
2015-10-28,-6.7841
2015-10-27,12.7290
2015-10-26,17.8580
2015-10-23,-5.1290
2015-10-22,14.5169
2015-10-21,19.0920
2015-10-20,-4.5751
2015-10-19,15.0829
2015-10-16,20.1885
2015-10-15,-5.1056
2015-10-14,15.6085
2015-10-13,21.3738
2015-10-12,-5.7653
2015-10-09,17.2851
2015-10-08,22.5287
2015-10-07,-5.2435
2015-10-06,19.1188
2015-10-05,23.4264
2015-10-02,-4.3076
2015-10-01,21.1590
2015-09-30,23.9794
2015-09-29,-2.8204
2015-09-28,22.3576
2015-09-25,24.2193
2015-09-24,-1.8617
2015-09-23,22.8643
2015-09-22,24.2934
2015-09-21,-1.4291
2015-09-18,23.8347
2015-09-17,24.1724
2015-09-16,-0.3377
2015-09-15,24.3858
2015-09-14,23.6005
2015-09-11,0.7852
2015-09-10,25.7501
2015-09-09,22.6522
2015-09-08,3.0979
2015-09-04,26.0024
2015-09-03,21.2591
2015-09-02,4.7433
2015-09-01,25.3646
2015-08-31,19.5377
2015-08-28,5.8269
2015-08-27,24.0962
2015-08-26,17.5565
2015-08-25,6.5397
2015-08-24,23.3178
2015-08-21,15.2908
2015-08-20,8.0269
2015-08-19,23.0249
2015-08-18,12.7605
2015-08-17,10.2644
2015-08-14,21.7747
2015-08-13,9.9835
2015-08-12,11.7912
2015-08-11,18.6883
2015-08-10,7.1983
2015-08-07,11.4901
2015-08-06,15.8509
2015-08-05,4.6552
2015-08-04,11.1957
2015-08-03,13.2125
2015-07-31,2.3046
2015-07-30,10.9079
2015-07-29,10.5094
2015-07-28,0.2002
2015-07-27,10.3093
2015-07-24,7.5342
2015-07-23,-1.5905
2015-07-22,9.1247
2015-07-21,3.7048
2015-07-20,-2.9916
2015-07-17,6.6964
2015-07-16,0.5445
2015-07-15,-3.8750
2015-07-14,4.4195
2015-07-13,-1.9680
2015-07-10,-4.3335
2015-07-09,2.3655
2015-07-08,-3.2922
2015-07-07,-4.3998
2015-07-06,1.1076
2015-07-02,-4.1993
2015-07-01,-4.1515
2015-06-30,-0.0478
2015-06-29,-5.3041
2015-06-26,-3.6866
2015-06-25,-1.6175
2015-06-24,-5.7278
2015-06-23,-2.9580
2015-06-22,-2.7698
2015-06-19,-5.6070
2015-06-18,-2.0751
2015-06-17,-3.5319
2015-06-16,-5.0754
2015-06-15,-1.1406
2015-06-12,-3.9348
2015-06-11,-4.2458
2015-06-10,-0.2914
2015-06-09,-3.9544
2015-06-08,-3.5822
2015-06-05,0.3843
2015-06-04,-3.9665
2015-06-03,-2.5646
2015-06-02,1.0558
2015-06-01,-3.6205
2015-05-29,-1.0576
2015-05-28,1.6302
2015-05-27,-2.6878
2015-05-26,-0.0146
2015-05-22,2.0734
2015-05-21,-2.0880
2015-05-20,1.2531
2015-05-19,2.4226
2015-05-18,-1.1695
2015-05-15,2.2179
2015-05-14,2.6399
2015-05-13,-0.4219
2015-05-12,2.8035
2015-05-11,2.7854
2015-05-08,0.0181
2015-05-07,2.5678
2015-05-06,2.7713
2015-05-05,-0.2035
2015-05-04,1.8356
2015-05-01,2.5801
2015-04-30,-0.7445
2015-04-29,2.4615
2015-04-28,2.2888
2015-04-27,0.1727
2015-04-24,2.6042
2015-04-23,1.8068
2015-04-22,0.7974
2015-04-21,2.9313
2015-04-20,1.2016
2015-04-17,1.7297
2015-04-16,3.1287
2015-04-15,0.5054
2015-04-14,2.6232
2015-04-13,3.2084
2015-04-10,-0.2595
2015-04-09,3.4679
2015-04-08,3.5281
2015-04-07,-1.0553
2015-04-06,4.5835
2015-04-02,2.6763
2015-04-01,-1.9565
2015-03-31,4.6328
2015-03-30,0.8467
2015-03-27,-2.8178
2015-03-26,3.6645
2015-03-25,-0.7857
2015-03-24,-3.5237
2015-03-23,2.7380
2015-03-20,-1.8767
2015-03-19,-4.1409
2015-03-18,2.2642
2015-03-17,-2.8424
2015-03-16,-4.6494
2015-03-13,1.8071
2015-03-12,-3.3344
2015-03-11,-5.0148
2015-03-10,1.6804
2015-03-09,-3.7556
2015-03-06,-5.2306
2015-03-05,1.4750
2015-03-04,-3.9542
2015-03-03,-5.3797
2015-03-02,1.4254
2015-02-27,-4.5826
2015-02-26,-5.4146
2015-02-25,0.8320
2015-02-24,-5.0755
2015-02-23,-5.3393
2015-02-20,0.2638
2015-02-19,-5.5063
2015-02-18,-5.2234
2015-02-17,-0.2830
2015-02-13,-6.3401
2015-02-12,-5.0334
2015-02-11,-1.3067
2015-02-10,-6.4535
2015-02-09,-4.6796
2015-02-06,-1.7740
2015-02-05,-6.1310
2015-02-04,-4.2817
2015-02-03,-1.8493
2015-02-02,-5.2763
2015-01-30,-3.8455
2015-01-29,-1.4308
2015-01-28,-5.0973
2015-01-27,-3.3453
2015-01-26,-1.7520
2015-01-23,-4.2684
2015-01-22,-2.8090
2015-01-21,-1.4594
2015-01-20,-3.9051
2015-01-16,-2.2730
2015-01-15,-1.6320
2015-01-14,-4.0322
2015-01-13,-1.7550
2015-01-12,-2.2772
2015-01-09,-3.7968
2015-01-08,-1.1976
2015-01-07,-2.5992
2015-01-06,-3.1554
2015-01-05,-0.6751
2015-01-02,-2.4804
2014-12-31,-2.8731
2014-12-30,-0.1604
2014-12-29,-2.7127
2014-12-26,-2.2051
2014-12-24,0.3416
2014-12-23,-2.5467
2014-12-22,-0.7740
2014-12-19,0.7632
2014-12-18,-1.5372
2014-12-17,-0.2713
2014-12-16,1.0569
2014-12-15,-1.3282
2014-12-12,0.5555
2014-12-11,1.3354
2014-12-10,-0.7799
2014-12-09,0.7572
2014-12-08,1.4798
2014-12-05,-0.7227
2014-12-04,0.9850
2014-12-03,1.5568
2014-12-02,-0.5718
2014-12-01,0.9057
2014-11-28,1.6233
2014-11-26,-0.7176
2014-11-25,1.4767
2014-11-24,1.5785
2014-11-21,-0.1018
2014-11-20,1.6446
2014-11-19,1.3597
2014-11-18,0.2849
2014-11-17,1.5896
2014-11-14,0.9858
2014-11-13,0.6038
2014-11-12,1.8688
2014-11-11,0.4975
2014-11-10,1.3713
2014-11-07,2.2358
2014-11-06,-0.1132
2014-11-05,2.3490
2014-11-04,1.8552
2014-11-03,-0.8235
2014-10-31,2.6787
2014-10-30,1.4497
2014-10-29,-1.5546
2014-10-28,3.0044
2014-10-27,1.5840
2014-10-24,-2.3329
2014-10-23,3.9169
2014-10-22,0.5020
2014-10-21,-3.1596
2014-10-20,3.6616
2014-10-17,-0.4925
2014-10-16,-3.8195
2014-10-15,3.3270
2014-10-14,-1.7201
2014-10-13,-4.3569
2014-10-10,2.6368
2014-10-09,-2.8058
2014-10-08,-4.8429
2014-10-07,2.0371
2014-10-06,-3.6270
2014-10-03,-5.1314
2014-10-02,1.5044
2014-10-01,-4.1569
2014-09-30,-5.2303
2014-09-29,1.0734
2014-09-26,-4.7251
2014-09-25,-5.0731
2014-09-24,0.3480
2014-09-23,-5.5551
2014-09-22,-4.7967
2014-09-19,-0.7584
2014-09-18,-5.8556
2014-09-17,-4.4351
2014-09-16,-1.4205
2014-09-15,-5.4376
2014-09-12,-4.0389
2014-09-11,-1.3988
2014-09-10,-5.3287
2014-09-09,-3.7550
2014-09-08,-1.5737
2014-09-05,-6.0944
2014-09-04,-3.5050
