Dates,MACDEXT Values
2014-09-03,-2.5894
2014-09-02,-5.4019
2014-08-29,-3.2385
2014-08-28,-2.1634
2014-08-27,-4.5177
2014-08-26,-3.0214
2014-08-25,-1.4963
2014-08-22,-2.7415
2014-08-21,-2.9289
2014-08-20,0.1873
2014-08-19,-2.2380
2014-08-18,-2.9602
2014-08-15,0.7222
2014-08-14,-2.3004
2014-08-13,-3.0953
2014-08-12,0.7948
2014-08-11,-2.2894
2014-08-08,-3.2398
2014-08-07,0.9504
2014-08-06,-2.8828
2014-08-05,-3.7334
2014-08-04,0.8506
2014-08-01,-3.0785
2014-07-31,-4.3170
2014-07-30,1.2386
2014-07-29,-3.6960
2014-07-28,-4.9062
2014-07-25,1.2103
2014-07-24,-3.4481
2014-07-23,-5.3168
2014-07-22,1.8687
2014-07-21,-3.6849
2014-07-18,-5.5285
2014-07-17,1.8436
2014-07-16,-3.0233
2014-07-15,-5.5271
2014-07-14,2.5038
2014-07-11,-3.4539
2014-07-10,-5.3338
2014-07-09,1.8799
2014-07-08,-3.6012
2014-07-07,-4.8870
2014-07-03,1.2858
2014-07-02,-6.7322
2014-07-01,-4.1331
2014-06-30,-2.5992
2014-06-27,-8.1352
2014-06-26,-2.7809
2014-06-25,-5.3543
2014-06-24,-8.3812
2014-06-23,-1.0197
2014-06-20,-7.3616
2014-06-19,-7.3915
2014-06-18,0.7793
2014-06-17,-8.1707
2014-06-16,-5.3534
2014-06-13,2.9343
2014-06-12,-8.2876
2014-06-11,-3.6716
2014-06-10,5.4403
2014-06-09,-9.1119
2014-06-06,-1.2837
2014-06-05,8.4340
2014-06-04,-9.7177
2014-06-03,0.5671
2014-06-02,11.6150
2014-05-30,-11.0479
2014-05-29,3.1839
2014-05-28,14.8333
2014-05-27,-11.6494
2014-05-23,5.4378
2014-05-22,17.9125
2014-05-21,-12.4748
2014-05-20,7.7156
2014-05-19,20.6670
2014-05-16,-12.9514
2014-05-15,7.8090
2014-05-14,23.0593
2014-05-13,-15.2503
2014-05-12,12.0035
2014-05-09,25.2354
2014-05-08,-13.2319
2014-05-07,17.2011
2014-05-06,26.8309
2014-05-05,-9.6298
2014-05-02,23.2718
2014-05-01,27.7677
2014-04-30,-4.4959
2014-04-29,27.3451
2014-04-28,27.9866
2014-04-25,-0.6415
2014-04-24,29.5319
2014-04-23,27.4504
2014-04-22,2.0815
2014-04-21,30.8969
2014-04-17,26.3077
2014-04-16,4.5892
2014-04-15,30.2281
2014-04-14,24.4959
2014-04-11,5.7323
2014-04-10,29.2463
2014-04-09,22.3479
2014-04-08,6.8984
2014-04-07,27.3938
2014-04-04,20.0831
2014-04-03,7.3107
2014-04-02,26.3629
2014-04-01,17.7220
2014-03-31,8.6409
2014-03-28,25.6324
2014-03-27,15.2944
2014-03-26,10.3380
2014-03-25,25.2419
2014-03-24,12.7295
2014-03-21,12.5125
2014-03-20,22.5192
2014-03-19,10.0634
2014-03-18,12.4558
2014-03-17,19.2474
2014-03-14,7.5639
2014-03-13,11.6835
2014-03-12,14.5906
2014-03-11,5.3043
2014-03-10,9.2863
2014-03-07,10.8965
2014-03-06,3.3736
2014-03-05,7.5228
2014-03-04,8.8633
2014-03-03,1.7224
2014-02-28,7.1409
2014-02-27,6.1440
2014-02-26,0.1413
2014-02-25,6.0027
2014-02-24,4.5140
2014-02-21,-1.1877
2014-02-20,5.7017
2014-02-19,2.5481
2014-02-18,-2.3806
2014-02-14,4.9288
2014-02-13,1.2474
2014-02-12,-3.3735
2014-02-11,4.6210
2014-02-10,0.0238
2014-02-07,-4.1608
2014-02-06,4.1846
2014-02-05,-1.0889
2014-02-04,-4.8123
2014-02-03,3.7234
2014-01-31,-2.7854
2014-01-30,-5.3903
2014-01-29,2.6048
2014-01-28,-3.9647
2014-01-27,-5.7419
2014-01-24,1.7771
2014-01-23,-5.3665
2014-01-22,-5.8566
2014-01-21,0.4900
2014-01-17,-5.8169
2014-01-16,-5.7897
2014-01-15,-0.0273
2014-01-14,-6.2224
2014-01-13,-5.6892
2014-01-10,-0.5332
2014-01-09,-6.3881
2014-01-08,-5.4722
2014-01-07,-0.9159
2014-01-06,-5.8383
2014-01-03,-5.1284
2014-01-02,-0.7098
2013-12-31,-5.8397
2013-12-30,-5.0298
2013-12-27,-0.8099
2013-12-26,-6.2902
2013-12-24,-4.9227
2013-12-23,-1.3675
2013-12-20,-5.9499
2013-12-19,-4.7086
2013-12-18,-1.2413
2013-12-17,-4.9972
2013-12-16,-4.3126
2013-12-13,-0.6846
2013-12-12,-4.7643
2013-12-11,-3.6772
2013-12-10,-1.0871
2013-12-09,-4.9124
2013-12-06,-2.7668
2013-12-05,-2.1455
2013-12-04,-4.2699
2013-12-03,-1.6076
2013-12-02,-2.6623
2013-11-29,-3.2942
2013-11-27,-0.3595
2013-11-26,-2.9347
2013-11-25,-4.9506
2013-11-22,0.7063
2013-11-21,-5.6569
2013-11-20,-4.8752
2013-11-19,1.6905
2013-11-18,-6.5657
2013-11-15,-4.3638
2013-11-14,2.4988
2013-11-13,-6.8625
2013-11-12,-2.3858
2013-11-11,3.0553
2013-11-08,-5.4411
2013-11-07,0.7217
2013-11-06,3.1456
2013-11-05,-2.4239
2013-11-04,3.4287
2013-11-01,2.6919
2013-10-31,0.7367
2013-10-30,5.5206
2013-10-29,1.7852
2013-10-28,3.7354
2013-10-25,6.9628
2013-10-24,0.2685
2013-10-23,6.6943
2013-10-22,6.2981
2013-10-21,-2.1932
2013-10-18,8.4913
2013-10-17,3.9071
2013-10-16,-5.5345
2013-10-15,9.4416
2013-10-14,2.3994
2013-10-11,-9.6725
2013-10-10,12.0719
2013-10-09,0.6451
2013-10-08,-14.6557
2013-10-07,15.3008
2013-10-04,-1.5735
2013-10-03,-20.3511
2013-10-02,18.7776
2013-10-01,-3.3612
2013-09-30,-26.5711
2013-09-27,23.2099
2013-09-26,-4.7319
2013-09-25,-33.3437
2013-09-24,28.6119
2013-09-23,-8.1296
2013-09-20,-40.4903
2013-09-19,32.3607
2013-09-18,-15.1921
2013-09-17,-47.9967
2013-09-16,32.8046
2013-09-13,-23.7738
2013-09-12,-55.2125
2013-09-11,31.4386
2013-09-10,-33.3351
2013-09-09,-61.6816
2013-09-06,28.3466
2013-09-05,-42.4493
2013-09-04,-67.2246
2013-09-03,24.7753
2013-08-30,-50.6136
2013-08-29,-71.4175
2013-08-28,20.8039
2013-08-27,-57.5534
2013-08-26,-74.2841
2013-08-23,16.7307
2013-08-22,-64.3150
2013-08-21,-75.7078
2013-08-20,11.3928
2013-08-19,-69.0508
2013-08-16,-75.7322
2013-08-15,6.6814
2013-08-14,-75.6874
2013-08-13,-74.5241
2013-08-12,-1.1633
2013-08-09,-80.1338
2013-08-08,-72.0808
2013-08-07,-8.0531
2013-08-06,-81.9962
2013-08-05,-68.5755
2013-08-02,-13.4206
2013-08-01,-83.2217
2013-07-31,-64.2824
2013-07-30,-18.9393
2013-07-29,-80.1858
2013-07-26,-59.1595
2013-07-25,-21.0263
2013-07-24,-76.4131
2013-07-23,-53.7156
2013-07-22,-22.6975
2013-07-19,-70.3668
2013-07-18,-48.1355
2013-07-17,-22.2313
2013-07-16,-64.5343
2013-07-15,-42.6196
2013-07-12,-21.9147
2013-07-11,-58.1780
2013-07-10,-37.2952
2013-07-09,-20.8828
2013-07-08,-53.6973
2013-07-05,-32.1821
2013-07-03,-21.5151
2013-07-02,-48.5868
2013-07-01,-27.1707
2013-06-28,-21.4160
2013-06-27,-43.3576
2013-06-26,-22.3244
2013-06-25,-21.0332
2013-06-24,-37.1161
2013-06-21,-17.6533
2013-06-20,-19.4629
2013-06-19,-31.1902
2013-06-18,-13.1899
2013-06-17,-18.0004
2013-06-14,-26.1926
2013-06-13,-8.9784
2013-06-12,-17.2142
2013-06-11,-20.7233
2013-06-10,-5.1234
2013-06-07,-15.5999
2013-06-06,-16.6145
2013-06-05,-1.6603
2013-06-04,-14.9542
2013-06-03,-12.1606
2013-05-31,1.3936
2013-05-30,-13.5541
2013-05-29,-8.5949
2013-05-28,3.8198
2013-05-24,-12.4147
2013-05-23,-4.9694
2013-05-22,5.6790
2013-05-21,-10.6485
2013-05-20,-1.3177
2013-05-17,6.9766
2013-05-16,-8.2943
2013-05-15,3.0544
2013-05-14,7.7257
2013-05-13,-4.6713
2013-05-10,6.7126
2013-05-09,7.8477
2013-05-08,-1.1351
2013-05-07,8.5025
2013-05-06,7.3348
2013-05-03,1.1677
2013-05-02,10.4450
2013-05-01,6.3974
2013-04-30,4.0476
2013-04-29,10.8701
2013-04-26,5.0969
2013-04-25,5.7732
2013-04-24,9.6760
2013-04-23,3.5501
2013-04-22,6.1259
2013-04-19,8.1378
2013-04-18,1.9272
2013-04-17,6.2106
2013-04-16,6.7085
2013-04-15,0.2808
2013-04-12,6.4277
2013-04-11,5.4244
2013-04-10,-1.2590
2013-04-09,6.6835
2013-04-08,4.1521
2013-04-05,-2.5776
2013-04-04,6.7297
2013-04-03,2.0969
2013-04-02,-3.7001
2013-04-01,5.7970
2013-03-28,0.0656
2013-03-27,-4.5465
2013-03-26,4.6121
2013-03-25,-1.2589
2013-03-22,-5.1235
2013-03-21,3.8646
2013-03-20,-3.0516
2013-03-19,-5.5293
2013-03-18,2.4777
2013-03-15,-4.9301
2013-03-14,-5.6139
2013-03-13,0.6838
2013-03-12,-6.6799
2013-03-11,-5.3980
2013-03-08,-1.2819
2013-03-07,-7.1498
2013-03-06,-4.8735
2013-03-05,-2.2762
2013-03-04,-6.4431
2013-03-01,-4.2514
2013-02-28,-2.1917
2013-02-27,-5.9499
2013-02-26,-3.6476
2013-02-25,-2.3023
2013-02-22,-5.5207
2013-02-21,-3.0706
2013-02-20,-2.4501
2013-02-19,-5.1272
2013-02-15,-2.6273
2013-02-14,-2.4999
2013-02-13,-4.9116
2013-02-12,-2.3608
2013-02-11,-2.5508
2013-02-08,-3.8130
2013-02-07,-2.2184
2013-02-06,-1.5945
2013-02-05,-2.9871
2013-02-04,-2.2771
2013-02-01,-0.7100
2013-01-31,-1.9593
2013-01-30,-2.4810
2013-01-29,0.5217
2013-01-28,-1.5511
2013-01-25,-2.8230
2013-01-24,1.2720
2013-01-23,-1.0086
2013-01-22,-3.3672
2013-01-18,2.3587
2013-01-17,-0.7564
2013-01-16,-4.1000
2013-01-15,3.3435
2013-01-14,-1.5311
2013-01-11,-5.0520
2013-01-10,3.5209
2013-01-09,-2.7294
2013-01-08,-6.1489
2013-01-07,3.4195
2013-01-04,-3.6299
2013-01-03,-7.3371
2013-01-02,3.7072
2012-12-31,-4.3408
2012-12-28,-8.5100
2012-12-27,4.1692
2012-12-26,-4.8224
2012-12-24,-9.5877
2012-12-21,4.7653
2012-12-20,-5.0376
2012-12-19,-10.5838
2012-12-18,5.5462
2012-12-17,-6.4488
2012-12-14,-11.5491
2012-12-13,5.1003
2012-12-12,-7.6032
2012-12-11,-12.3296
2012-12-10,4.7264
2012-12-07,-9.3244
2012-12-06,-12.9521
2012-12-05,3.6276
2012-12-04,-11.4032
2012-12-03,-13.4354
2012-11-30,2.0321
2012-11-29,-13.4238
2012-11-28,-13.6425
2012-11-27,0.2187
2012-11-26,-14.1857
2012-11-23,-13.5789
2012-11-21,-0.6069
2012-11-20,-14.0404
2012-11-19,-13.3592
2012-11-16,-0.6812
2012-11-15,-13.7872
2012-11-14,-12.8971
2012-11-13,-0.8901
2012-11-12,-13.7252
2012-11-09,-12.2144
2012-11-08,-1.5108
2012-11-07,-13.4733
2012-11-06,-11.2902
2012-11-05,-2.1832
2012-11-02,-13.2051
2012-11-01,-10.1892
2012-10-31,-3.0160
2012-10-26,-13.6744
2012-10-25,-8.9176
2012-10-24,-4.7568
2012-10-23,-13.2671
2012-10-22,-7.4034
2012-10-19,-5.8637
2012-10-18,-12.8513
2012-10-17,-5.6969
2012-10-16,-7.1544
2012-10-15,-12.2089
2012-10-12,-3.8752
2012-10-11,-8.3336
2012-10-10,-9.8809
2012-10-09,-1.9114
2012-10-08,-7.9695
2012-10-05,-7.6434
2012-10-04,0.0461
2012-10-03,-7.6895
2012-10-02,-5.4071
2012-10-01,1.9566
2012-09-28,-7.3638
2012-09-27,-3.5642
2012-09-26,3.7396
2012-09-25,-7.3039
2012-09-24,-1.7614
2012-09-21,5.4048
2012-09-20,-7.1662
2012-09-19,-0.0465
2012-09-18,7.0000
2012-09-17,-7.0465
2012-09-14,2.0917
2012-09-13,8.3858
2012-09-12,-6.2941
2012-09-11,3.5438
2012-09-10,9.5206
2012-09-07,-5.9768
2012-09-06,5.4657
2012-09-05,10.3361
2012-09-04,-4.8705
2012-08-31,7.7365
2012-08-30,10.8279
2012-08-29,-3.0914
2012-08-28,9.5515
2012-08-27,10.8752
2012-08-24,-1.3237
2012-08-23,10.6396
2012-08-22,10.4848
2012-08-21,0.1549
2012-08-20,11.4225
2012-08-17,9.6695
2012-08-16,1.7531
2012-08-15,12.5952
2012-08-14,8.5250
2012-08-13,4.0702
2012-08-10,12.4259
2012-08-09,7.0388
2012-08-08,5.3872
2012-08-07,12.3044
2012-08-06,5.3142
2012-08-03,6.9902
2012-08-02,10.8838
2012-08-01,3.3242
2012-07-31,7.5596
2012-07-30,9.8914
2012-07-27,1.2396
2012-07-26,8.6518
2012-07-25,8.1624
2012-07-24,-0.9297
2012-07-23,9.0921
2012-07-20,6.0376
2012-07-19,-3.1454
2012-07-18,9.1829
2012-07-17,3.3019
2012-07-16,-5.4243
2012-07-13,8.7262
2012-07-12,1.1228
2012-07-11,-7.6237
2012-07-10,8.7465
2012-07-09,-0.7813
2012-07-06,-9.5507
2012-07-05,8.7694
2012-07-03,-3.0954
2012-07-02,-11.1929
2012-06-29,8.0975
2012-06-28,-5.6057
2012-06-27,-12.4894
2012-06-26,6.8837
2012-06-25,-7.8773
2012-06-22,-13.4092
2012-06-21,5.5319
2012-06-20,-9.6326
2012-06-19,-13.9573
2012-06-18,4.3248
2012-06-15,-11.7786
2012-06-14,-14.1975
2012-06-13,2.4189
2012-06-12,-14.4724
2012-06-11,-14.0661
2012-06-08,-0.4063
2012-06-07,-16.4925
2012-06-06,-13.5418
2012-06-05,-2.9507
2012-06-04,-16.2201
2012-06-01,-12.6478
2012-05-31,-3.5723
2012-05-30,-15.5617
2012-05-29,-11.6067
2012-05-25,-3.9550
2012-05-24,-14.7640
2012-05-23,-10.4691
2012-05-22,-4.2949
2012-05-21,-13.8832
2012-05-18,-9.3400
2012-05-17,-4.5432
2012-05-16,-12.8108
2012-05-15,-8.3136
2012-05-14,-4.4972
2012-05-11,-11.7939
2012-05-10,-7.3203
2012-05-09,-4.4736
2012-05-08,-10.5963
2012-05-07,-6.2797
2012-05-04,-4.3167
2012-05-03,-9.7538
2012-05-02,-5.2036
2012-05-01,-4.5501
2012-04-30,-8.4466
2012-04-27,-4.0562
2012-04-26,-4.3904
2012-04-25,-6.8500
2012-04-24,-2.8955
2012-04-23,-3.9545
2012-04-20,-5.3236
2012-04-19,-1.8065
2012-04-18,-3.5171
2012-04-17,-4.6019
2012-04-16,-0.7963
2012-04-13,-3.8056
2012-04-12,-4.6453
2012-04-11,0.2642
2012-04-10,-4.9095
2012-04-09,-3.8713
2012-04-05,1.4940
2012-04-04,-5.3653
2012-04-03,-2.4282
2012-04-02,2.8220
2012-03-30,-5.2502
2012-03-29,-0.9120
2012-03-28,4.1300
2012-03-27,-5.0420
2012-03-26,0.5728
2012-03-23,5.3936
2012-03-22,-4.8208
2012-03-21,2.0000
2012-03-20,6.5580
2012-03-19,-4.5580
2012-03-16,2.9513
2012-03-15,7.7456
2012-03-14,-4.7943
2012-03-13,3.7675
2012-03-12,8.9012
2012-03-09,-5.1336
2012-03-08,4.9428
2012-03-07,9.9365
2012-03-06,-4.9937
2012-03-05,6.4229
2012-03-02,10.8869
2012-03-01,-4.4640
2012-02-29,8.0811
2012-02-28,11.7268
2012-02-27,-3.6457
2012-02-24,9.3437
2012-02-23,12.4223
2012-02-22,-3.0786
2012-02-21,10.4603
2012-02-17,12.9207
2012-02-16,-2.4604
2012-02-15,11.0523
2012-02-14,13.3165
2012-02-13,-2.2642
2012-02-10,12.6885
2012-02-09,13.6473
2012-02-08,-0.9588
2012-02-07,13.3515
2012-02-06,13.8030
2012-02-03,-0.4515
2012-02-02,13.0858
2012-02-01,13.8688
2012-01-31,-0.7830
2012-01-30,13.4960
2012-01-27,14.0032
2012-01-26,-0.5072
2012-01-25,13.9819
2012-01-24,14.0732
2012-01-23,-0.0913
2012-01-20,14.3407
2012-01-19,14.0863
2012-01-18,0.2545
2012-01-17,13.8290
2012-01-13,13.9996
2012-01-12,-0.1707
2012-01-11,14.0232
2012-01-10,13.7847
2012-01-09,0.2385
2012-01-06,14.0290
2012-01-05,13.3687
2012-01-04,0.6603
2012-01-03,14.0896
2011-12-30,12.7910
2011-12-29,1.2986
2011-12-28,13.9437
2011-12-27,12.0135
2011-12-23,1.9302
2011-12-22,14.2954
2011-12-21,10.9290
2011-12-20,3.3664
2011-12-19,14.1260
2011-12-16,9.5468
2011-12-15,4.5792
2011-12-14,14.1001
2011-12-13,7.8903
2011-12-12,6.2098
2011-12-09,13.5606
2011-12-08,6.0101
2011-12-07,7.5505
2011-12-06,11.8950
2011-12-05,3.9144
2011-12-02,7.9805
2011-12-01,10.2790
2011-11-30,1.7478
2011-11-29,8.5312
2011-11-28,8.8299
2011-11-25,-0.5131
2011-11-23,9.3429
2011-11-22,7.0916
2011-11-21,-2.7999
2011-11-18,9.8915
2011-11-17,4.1834
2011-11-16,-4.9578
2011-11-15,9.1411
2011-11-14,1.8556
2011-11-11,-6.9304
2011-11-10,8.7859
2011-11-09,-0.7826
2011-11-08,-8.6764
2011-11-07,7.8939
2011-11-04,-2.8218
2011-11-03,-10.0642
2011-11-02,7.2424
2011-11-01,-5.2999
2011-10-31,-11.1921
2011-10-28,5.8922
2011-10-27,-7.6048
2011-10-26,-12.0209
2011-10-25,4.4161
2011-10-24,-10.0689
2011-10-21,-12.5619
2011-10-20,2.4931
2011-10-19,-11.7514
2011-10-18,-12.6931
2011-10-17,0.9417
2011-10-14,-12.3296
2011-10-13,-12.3882
2011-10-12,0.0586
2011-10-11,-13.5698
2011-10-10,-11.7419
2011-10-07,-1.8279
2011-10-06,-13.8591
2011-10-05,-10.6819
2011-10-04,-3.1772
2011-10-03,-13.2725
2011-09-30,-9.4547
2011-09-29,-3.8178
2011-09-28,-12.9731
2011-09-27,-8.1687
2011-09-26,-4.8044
2011-09-23,-12.7588
2011-09-22,-6.8041
2011-09-21,-5.9547
2011-09-20,-12.4743
2011-09-19,-5.4153
2011-09-16,-7.0589
2011-09-15,-11.2496
2011-09-14,-3.9979
2011-09-13,-7.2516
2011-09-12,-9.0071
2011-09-09,-2.6913
2011-09-08,-6.3158
2011-09-07,-6.5131
2011-09-06,-1.6663
2011-09-02,-4.8469
2011-09-01,-4.0291
2011-08-31,-0.9815
2011-08-30,-3.0476
2011-08-29,-2.8144
2011-08-26,-0.6391
2011-08-25,-2.1754
2011-08-24,-1.6986
2011-08-23,-0.4794
2011-08-22,-1.2192
2011-08-19,-0.6923
2011-08-18,-0.5130
2011-08-17,-0.1793
2011-08-16,-0.2595
2011-08-15,-0.7421
2011-08-12,0.4826
2011-08-11,0.2822
2011-08-10,-1.0121
2011-08-09,1.2943
2011-08-08,0.5105
2011-08-05,-1.3264
2011-08-04,1.8369
2011-08-03,0.2179
2011-08-02,-1.6165
2011-08-01,1.8345
2011-07-29,-0.3502
2011-07-28,-1.7069
2011-07-27,1.3567
2011-07-26,-0.9475
2011-07-25,-1.6282
2011-07-22,0.6807
2011-07-21,-1.3774
2011-07-20,-1.2864
2011-07-19,-0.0910
2011-07-18,-2.0007
2011-07-15,-0.6629
2011-07-14,-1.3379
2011-07-13,-2.7540
2011-07-12,0.2764
2011-07-11,-3.0304
2011-07-08,-2.6896
2011-07-07,1.4632
2011-07-06,-4.1527
2011-07-05,-2.5467
2011-07-01,2.8371
2011-06-30,-5.3838
2011-06-29,-2.1008
2011-06-28,4.1973
2011-06-27,-6.2981
2011-06-24,-0.5951
2011-06-23,5.4412
2011-06-22,-6.0363
2011-06-21,0.3580
2011-06-20,6.4735
2011-06-17,-6.1155
2011-06-16,2.1284
2011-06-15,7.2926
2011-06-14,-5.1641
2011-06-13,4.2347
2011-06-10,7.8034
2011-06-09,-3.5687
2011-06-08,6.4522
2011-06-07,7.9810
2011-06-06,-1.5287
2011-06-03,7.9272
2011-06-02,7.8301
2011-06-01,0.0971
2011-05-31,9.6756
2011-05-27,7.3876
2011-05-26,2.2880
2011-05-25,9.6953
2011-05-24,6.6509
2011-05-23,3.0444
2011-05-20,9.0943
2011-05-19,5.7704
2011-05-18,3.3240
2011-05-17,8.6955
2011-05-16,4.8177
2011-05-13,3.8778
2011-05-12,7.7297
2011-05-11,3.6961
2011-05-10,4.0337
2011-05-09,6.7263
2011-05-06,2.6392
2011-05-05,4.0871
2011-05-04,5.8326
2011-05-03,1.6647
2011-05-02,4.1679
2011-04-29,5.0942
2011-04-28,0.8177
2011-04-27,4.2765
2011-04-26,3.9452
2011-04-25,0.0301
2011-04-21,3.9150
2011-04-20,3.0449
2011-04-19,-0.7234
2011-04-18,3.7682
2011-04-15,1.7707
2011-04-14,-1.4694
2011-04-13,3.2401
2011-04-12,0.5203
2011-04-11,-2.1158
2011-04-08,2.6361
2011-04-07,-1.3992
2011-04-06,-2.7081
2011-04-05,1.3089
2011-04-04,-1.7818
2011-04-01,-3.1481
2011-03-31,1.3662
2011-03-30,-2.0449
2011-03-29,-3.6046
2011-03-28,1.5597
2011-03-25,-1.7904
2011-03-24,-4.1456
2011-03-23,2.3552
2011-03-22,-1.9935
2011-03-21,-4.8348
2011-03-18,2.8413
2011-03-17,-2.8366
2011-03-16,-5.7075
2011-03-15,2.8709
2011-03-14,-3.6694
2011-03-11,-6.5348
2011-03-10,2.8654
2011-03-09,-4.0466
2011-03-08,-7.3728
2011-03-07,3.3262
2011-03-04,-4.8103
2011-03-03,-8.2296
2011-03-02,3.4193
2011-03-01,-5.3592
2011-02-28,-9.0811
2011-02-25,3.7218
2011-02-24,-5.8905
2011-02-23,-9.8060
2011-02-22,3.9155
2011-02-18,-6.9135
2011-02-17,-10.4091
2011-02-16,3.4955
2011-02-15,-7.9936
2011-02-14,-10.7728
2011-02-11,2.7793
2011-02-10,-9.8478
2011-02-09,-10.8711
2011-02-08,1.0233
2011-02-07,-10.2818
2011-02-04,-10.6209
2011-02-03,0.3391
2011-02-02,-11.2121
2011-02-01,-10.1507
2011-01-31,-1.0614
2011-01-28,-11.7573
2011-01-27,-9.4495
2011-01-26,-2.3078
2011-01-25,-12.4737
2011-01-24,-8.5305
2011-01-21,-3.9432
2011-01-20,-11.8836
2011-01-19,-7.4795
2011-01-18,-4.4042
2011-01-14,-11.3182
2011-01-13,-6.4769
2011-01-12,-4.8412
2011-01-11,-10.1876
2011-01-10,-5.5305
2011-01-07,-4.6571
2011-01-06,-8.8778
2011-01-05,-4.6041
2011-01-04,-4.2737
2011-01-03,-7.5963
2010-12-31,-3.7815
2010-12-30,-3.8148
2010-12-29,-6.0498
2010-12-28,-3.0444
2010-12-27,-3.0054
2010-12-23,-4.9011
2010-12-22,-2.4595
2010-12-21,-2.4416
2010-12-20,-3.4865
2010-12-17,-1.9502
2010-12-16,-1.5363
2010-12-15,-3.0142
2010-12-14,-1.6013
2010-12-13,-1.4129
2010-12-10,-2.8610
2010-12-09,-1.4060
2010-12-08,-1.4550
2010-12-07,-2.8002
2010-12-06,-1.3147
2010-12-03,-1.4855
2010-12-02,-1.8499
2010-12-01,-1.2659
2010-11-30,-0.5840
2010-11-29,-1.4747
2010-11-26,-1.1605
2010-11-24,-0.3143
2010-11-23,-0.9621
2010-11-22,-0.9200
2010-11-19,-0.0421
2010-11-18,-0.7862
2010-11-17,-0.6420
2010-11-16,-0.1441
2010-11-15,-0.3169
2010-11-12,-0.2749
2010-11-11,-0.0420
2010-11-10,-0.3467
2010-11-09,0.1757
2010-11-08,-0.5225
2010-11-05,-1.2566
2010-11-04,0.5506
2010-11-03,-1.8072
2010-11-02,-2.0390
2010-11-01,0.8209
2010-10-29,-2.8599
2010-10-28,-2.3610
2010-10-27,0.9498
2010-10-26,-3.3108
2010-10-25,-0.9010
2010-10-22,0.8899
2010-10-21,-1.7909
2010-10-20,0.6899
2010-10-19,0.4456
2010-10-18,0.2443
2010-10-15,1.5390
2010-10-14,-0.5033
2010-10-13,2.0423
2010-10-12,2.5184
2010-10-11,-1.8388
2010-10-08,4.3572
2010-10-07,3.7387
2010-10-06,-3.6263
2010-10-05,7.3650
2010-10-04,3.0272
2010-10-01,-5.9174
2010-09-30,8.9446
2010-09-29,1.1757
2010-09-28,-8.4175
2010-09-27,9.5932
2010-09-24,-0.8786
2010-09-23,-10.9691
2010-09-22,10.0905
2010-09-21,-2.9004
2010-09-20,-13.5930
2010-09-17,10.6926
2010-09-16,-4.8997
2010-09-15,-16.1819
2010-09-14,11.2823
2010-09-13,-7.8498
2010-09-10,-18.7366
2010-09-09,10.8867
2010-09-08,-10.4810
2010-09-07,-20.9056
2010-09-03,10.4246
2010-09-02,-13.5688
2010-09-01,-22.5092
2010-08-31,8.9404
2010-08-30,-16.8812
2010-08-27,-23.4628
2010-08-26,6.5817
2010-08-25,-19.4741
2010-08-24,-23.6872
2010-08-23,4.2130
2010-08-20,-21.7881
2010-08-19,-23.2628
2010-08-18,1.4747
2010-08-17,-24.4939
2010-08-16,-22.1862
2010-08-13,-2.3078
2010-08-12,-26.2006
2010-08-11,-20.3326
2010-08-10,-5.8680
2010-08-09,-27.8914
2010-08-06,-17.8146
2010-08-05,-10.0768
2010-08-04,-27.3711
2010-08-03,-14.7237
2010-08-02,-12.6474
2010-07-30,-24.9135
2010-07-29,-11.3523
2010-07-28,-13.5612
2010-07-27,-22.1516
2010-07-26,-7.8788
2010-07-23,-14.2728
2010-07-22,-18.9003
2010-07-21,-4.3143
2010-07-20,-14.5860
2010-07-19,-15.6550
2010-07-16,-0.8840
2010-07-15,-14.7710
2010-07-14,-12.0980
2010-07-13,2.3303
2010-07-12,-14.4282
2010-07-09,-7.8119
2010-07-08,5.3407
2010-07-07,-13.1525
2010-07-06,-3.5389
2010-07-02,8.0804
2010-07-01,-11.6193
2010-06-30,-0.0730
2010-06-29,10.4446
2010-06-28,-10.5176
2010-06-25,2.9713
2010-06-24,12.5420
2010-06-23,-9.5707
2010-06-22,6.3481
2010-06-21,14.3805
2010-06-18,-8.0324
2010-06-17,9.9288
2010-06-16,15.8682
2010-06-15,-5.9394
2010-06-14,11.9725
2010-06-11,16.9848
2010-06-10,-5.0123
2010-06-09,13.2735
2010-06-08,17.9690
2010-06-07,-4.6956
2010-06-04,14.9955
2010-06-03,18.9671
2010-06-02,-3.9716
2010-06-01,16.8459
2010-05-28,19.9368
2010-05-27,-3.0909
2010-05-26,17.7390
2010-05-25,20.7846
2010-05-24,-3.0456
2010-05-21,18.8030
2010-05-20,21.5009
2010-05-19,-2.6980
2010-05-18,19.5181
2010-05-17,22.0774
2010-05-14,-2.5594
2010-05-13,19.7376
2010-05-12,22.5999
2010-05-11,-2.8623
2010-05-10,19.9781
2010-05-07,22.9716
2010-05-06,-2.9935
2010-05-05,20.8305
2010-05-04,23.2206
2010-05-03,-2.3900
2010-04-30,22.2559
2010-04-29,23.2935
2010-04-28,-1.0376
2010-04-27,23.7229
2010-04-26,23.1735
2010-04-23,0.5493
2010-04-22,24.4763
2010-04-21,22.8008
2010-04-20,1.6755
2010-04-19,24.1859
2010-04-16,22.2524
2010-04-15,1.9335
2010-04-14,23.9915
2010-04-13,21.7124
2010-04-12,2.2792
2010-04-09,24.2205
2010-04-08,21.1206
2010-04-07,3.0999
