Dates,APO Values
2019-02-21,17.4601
2019-02-20,17.9213
2019-02-19,17.8545
2019-02-15,18.0356
2019-02-14,17.8344
2019-02-13,18.1286
2019-02-12,18.1648
2019-02-11,17.9330
2019-02-08,18.0494
2019-02-07,17.8401
2019-02-06,17.2875
2019-02-05,15.9463
2019-02-04,14.0946
2019-02-01,12.8303
2019-01-31,11.9767
2019-01-30,10.8921
2019-01-29,9.1416
2019-01-28,9.0312
2019-01-25,8.9509
2019-01-24,8.5964
2019-01-23,8.6058
2019-01-22,8.4589
2019-01-18,8.2186
2019-01-17,7.1166
2019-01-16,6.1645
2019-01-15,5.5552
2019-01-14,4.6790
2019-01-11,3.6785
2019-01-10,2.0967
2019-01-09,0.0760
2019-01-08,-1.6356
2019-01-07,-3.4699
2019-01-04,-4.5318
2019-01-03,-5.7194
2019-01-02,-5.5511
2018-12-31,-6.5328
2018-12-28,-7.5612
2018-12-27,-8.1584
2018-12-26,-8.8771
2018-12-24,-9.3477
2018-12-21,-7.8563
2018-12-20,-6.8664
2018-12-19,-6.3442
2018-12-18,-6.2284
2018-12-17,-6.8321
2018-12-14,-6.3228
2018-12-13,-5.8401
2018-12-12,-5.8039
2018-12-11,-5.7940
2018-12-10,-5.2360
2018-12-07,-4.8750
2018-12-06,-4.0337
2018-12-04,-3.7601
2018-12-03,-4.4049
2018-11-30,-6.8914
2018-11-29,-8.6588
2018-11-28,-10.3731
2018-11-27,-11.5139
2018-11-26,-11.2719
2018-11-23,-10.6338
2018-11-21,-9.2649
2018-11-20,-7.8777
2018-11-19,-6.0301
2018-11-16,-3.9048
2018-11-15,-2.6204
2018-11-14,-1.4990
2018-11-13,-0.3576
2018-11-12,0.6305
2018-11-09,1.1384
2018-11-08,0.5523
2018-11-07,-0.3455
2018-11-06,-1.4409
2018-11-05,-2.2716
2018-11-02,-2.8566
2018-11-01,-3.1450
2018-10-31,-3.9915
2018-10-30,-4.2051
2018-10-29,-3.9292
2018-10-26,-2.1095
2018-10-25,-2.0884
2018-10-24,-2.4743
2018-10-23,-2.0326
2018-10-22,-0.9863
2018-10-19,-0.2205
2018-10-18,0.7326
2018-10-17,1.6341
2018-10-16,2.1552
2018-10-15,2.5182
2018-10-12,3.8677
2018-10-11,5.4128
2018-10-10,7.5031
2018-10-09,9.1401
2018-10-08,9.3268
2018-10-05,9.3969
2018-10-04,9.2807
2018-10-03,8.6507
2018-10-02,7.4933
2018-10-01,6.4910
2018-09-28,5.5192
2018-09-27,5.2219
2018-09-26,5.2106
2018-09-25,5.3528
2018-09-24,5.2398
2018-09-21,4.9445
2018-09-20,4.0780
2018-09-19,3.3826
2018-09-18,2.6664
2018-09-17,1.8750
2018-09-14,1.5881
2018-09-13,0.8206
2018-09-12,0.2565
2018-09-11,-0.2653
2018-09-10,-0.1238
2018-09-07,0.3924
2018-09-06,0.3149
2018-09-05,0.0154
2018-09-04,0.0849
2018-08-31,0.2148
2018-08-30,0.7181
2018-08-29,0.9454
2018-08-28,0.8977
2018-08-27,0.7233
2018-08-24,0.2410
2018-08-23,0.0514
2018-08-22,-0.0044
2018-08-21,-0.3265
2018-08-20,-1.1014
2018-08-17,-1.7759
2018-08-16,-2.1836
2018-08-15,-2.6308
2018-08-14,-1.7628
2018-08-13,-1.3561
2018-08-10,-0.7405
2018-08-09,-0.0475
2018-08-08,0.4134
2018-08-07,0.7652
2018-08-06,0.9111
2018-08-03,1.4948
2018-08-02,2.0347
2018-08-01,2.5678
2018-07-31,2.9139
2018-07-30,2.9664
2018-07-27,3.5038
2018-07-26,3.1989
2018-07-25,2.8935
2018-07-24,2.7949
2018-07-23,2.3981
2018-07-20,2.3467
2018-07-19,2.0872
2018-07-18,1.6835
2018-07-17,0.6636
2018-07-16,-0.3195
2018-07-13,-1.4933
2018-07-12,-2.4493
2018-07-11,-3.1675
2018-07-10,-3.5058
2018-07-09,-4.5296
2018-07-06,-5.2570
2018-07-05,-5.3954
2018-07-03,-5.3505
2018-07-02,-5.1909
2018-06-29,-5.2204
2018-06-28,-5.1263
2018-06-27,-4.8473
2018-06-26,-3.9473
2018-06-25,-2.8862
2018-06-22,-1.4801
2018-06-21,-0.4195
2018-06-20,1.0629
2018-06-19,2.4465
2018-06-18,4.3308
2018-06-15,5.3381
2018-06-14,6.2384
2018-06-13,6.8518
2018-06-12,7.3949
2018-06-11,7.3171
2018-06-08,7.0800
2018-06-07,6.8156
2018-06-06,6.4740
2018-06-05,5.6468
2018-06-04,5.6320
2018-06-01,5.4695
2018-05-31,5.5755
2018-05-30,6.0765
2018-05-29,6.0367
2018-05-25,6.4577
2018-05-24,6.1553
2018-05-23,5.7866
2018-05-22,5.2113
2018-05-21,4.8118
2018-05-18,3.3597
2018-05-17,2.7011
2018-05-16,2.5160
2018-05-15,2.5537
2018-05-14,2.4521
2018-05-11,2.0447
2018-05-10,1.7036
2018-05-09,1.0857
2018-05-08,0.4061
2018-05-07,0.1306
2018-05-04,-0.4239
2018-05-03,-0.5403
2018-05-02,-0.3164
2018-05-01,0.6079
2018-04-30,1.2571
2018-04-27,1.6753
2018-04-26,1.4710
2018-04-25,1.0026
2018-04-24,0.3833
2018-04-23,0.9330
2018-04-20,0.6673
2018-04-19,0.3351
2018-04-18,-0.2860
2018-04-17,-1.1096
2018-04-16,-1.7273
2018-04-13,-2.0078
2018-04-12,-2.0939
2018-04-11,-2.9730
2018-04-10,-3.0649
2018-04-09,-3.8661
2018-04-06,-3.6281
2018-04-05,-3.6266
2018-04-04,-4.5743
2018-04-03,-4.8436
2018-04-02,-5.4466
2018-03-29,-5.3198
2018-03-28,-5.6111
2018-03-27,-5.1347
2018-03-26,-4.5593
2018-03-23,-4.5240
2018-03-22,-3.6360
2018-03-21,-2.3142
2018-03-20,-2.2989
2018-03-19,-2.2977
2018-03-16,-1.6903
2018-03-15,-0.7647
2018-03-14,0.4757
2018-03-13,2.0247
2018-03-12,3.1521
2018-03-09,4.0071
2018-03-08,4.0326
2018-03-07,4.5712
2018-03-06,5.3569
2018-03-05,6.0986
2018-03-02,6.5830
2018-03-01,7.8934
2018-02-28,8.9617
2018-02-27,8.9740
2018-02-26,8.6221
2018-02-23,8.1607
2018-02-22,8.1182
2018-02-21,8.0179
2018-02-20,8.1196
2018-02-16,8.0356
2018-02-15,7.6468
2018-02-14,6.9008
2018-02-13,6.9805
2018-02-12,7.1454
2018-02-09,7.1896
2018-02-08,8.2111
2018-02-07,9.7046
2018-02-06,9.8448
2018-02-05,10.5800
2018-02-02,12.5316
2018-02-01,12.8970
2018-01-31,12.3968
2018-01-30,11.8274
2018-01-29,12.5449
2018-01-26,12.9764
2018-01-25,13.1056
2018-01-24,13.0906
2018-01-23,13.6978
2018-01-22,14.1864
2018-01-19,14.3697
2018-01-18,14.4210
2018-01-17,14.0409
2018-01-16,12.2989
2018-01-12,11.4343
2018-01-11,10.0626
2018-01-10,8.9502
2018-01-09,8.1628
2018-01-08,7.2165
2018-01-05,6.7070
2018-01-04,6.0862
2018-01-03,6.3860
2018-01-02,6.5662
2017-12-29,6.7938
2017-12-28,7.1726
2017-12-27,7.4122
2017-12-26,7.6809
2017-12-22,7.9375
2017-12-21,8.1747
2017-12-20,8.3653
2017-12-19,8.2085
2017-12-18,7.9521
2017-12-15,7.6168
2017-12-14,7.2914
2017-12-13,6.7759
2017-12-12,6.2173
2017-12-11,5.5983
2017-12-08,5.3844
2017-12-07,4.7673
2017-12-06,4.2916
2017-12-05,3.9809
2017-12-04,3.7914
2017-12-01,3.2585
2017-11-30,3.1703
2017-11-29,2.4859
2017-11-28,2.3036
2017-11-27,2.1647
2017-11-24,2.1896
2017-11-22,2.1604
2017-11-21,2.1626
2017-11-20,1.9554
2017-11-17,1.8915
2017-11-16,2.0123
2017-11-15,1.9976
2017-11-14,2.0312
2017-11-13,2.1513
2017-11-10,2.2092
2017-11-09,2.4033
2017-11-08,2.4367
2017-11-07,2.3039
2017-11-06,2.0468
2017-11-03,1.8878
2017-11-02,1.8811
2017-11-01,1.7603
2017-10-31,1.9791
2017-10-30,2.2797
2017-10-27,2.5077
2017-10-26,3.0314
2017-10-25,3.3847
2017-10-24,3.8703
2017-10-23,3.7004
2017-10-20,3.7849
2017-10-19,3.6032
2017-10-18,3.8698
2017-10-17,4.0573
2017-10-16,4.3747
2017-10-13,4.6071
2017-10-12,4.7412
2017-10-11,4.7305
2017-10-10,4.6933
2017-10-09,4.6269
2017-10-06,4.7199
2017-10-05,4.7515
2017-10-04,4.6930
2017-10-03,4.8519
2017-10-02,5.0132
2017-09-29,5.0950
2017-09-28,5.2971
2017-09-27,5.4722
2017-09-26,5.5186
2017-09-25,5.6500
2017-09-22,5.6757
2017-09-21,5.4204
2017-09-20,5.0553
2017-09-19,4.5718
2017-09-18,4.1776
2017-09-15,3.5538
2017-09-14,3.0997
2017-09-13,2.8388
2017-09-12,2.7828
2017-09-11,2.8012
2017-09-08,2.7830
2017-09-07,2.8939
2017-09-06,3.2317
2017-09-05,3.7789
2017-09-01,4.1927
2017-08-31,4.3386
2017-08-30,4.5263
2017-08-29,4.6229
2017-08-28,4.6761
2017-08-25,4.9953
2017-08-24,5.4546
2017-08-23,5.6864
2017-08-22,5.9623
2017-08-21,6.0675
2017-08-18,6.5063
2017-08-17,6.9631
2017-08-16,7.4622
2017-08-15,7.7976
2017-08-14,7.9599
2017-08-11,8.2462
2017-08-10,8.7107
2017-08-09,9.3699
2017-08-08,9.9370
2017-08-07,10.1546
2017-08-04,10.2147
2017-08-03,10.3845
2017-08-02,10.3984
2017-08-01,10.2937
2017-07-31,9.8673
2017-07-28,8.8900
2017-07-27,7.6274
2017-07-26,5.9309
2017-07-25,4.4033
2017-07-24,4.4027
2017-07-21,4.3647
2017-07-20,4.2565
2017-07-19,4.2350
2017-07-18,4.0883
2017-07-17,4.0949
2017-07-14,3.9708
2017-07-13,3.8017
2017-07-12,3.7492
2017-07-11,3.6075
2017-07-10,3.3905
2017-07-07,3.2857
2017-07-06,3.2567
2017-07-05,3.2577
2017-07-03,3.1799
2017-06-30,3.3432
2017-06-29,3.5835
2017-06-28,3.8660
2017-06-27,3.9631
2017-06-26,4.0995
2017-06-23,4.1093
2017-06-22,3.8463
2017-06-21,3.7223
2017-06-20,3.5357
2017-06-19,3.3268
2017-06-16,2.9397
2017-06-15,2.6561
2017-06-14,2.3505
2017-06-13,2.2207
2017-06-12,2.1463
2017-06-09,2.1248
2017-06-08,2.0636
2017-06-07,1.9650
2017-06-06,1.9861
2017-06-05,2.1136
2017-06-02,2.0346
2017-06-01,1.7814
2017-05-31,1.7115
2017-05-30,1.5675
2017-05-26,1.4330
2017-05-25,1.2682
2017-05-24,0.9933
2017-05-23,0.8027
2017-05-22,0.7165
2017-05-19,0.5787
2017-05-18,0.6736
2017-05-17,1.1071
2017-05-16,1.5120
2017-05-15,1.6309
2017-05-12,1.7886
2017-05-11,1.8814
2017-05-10,1.9063
2017-05-09,1.9832
2017-05-08,1.8327
2017-05-05,1.6986
2017-05-04,1.5990
2017-05-03,1.6331
2017-05-02,1.6225
2017-05-01,1.5806
2017-04-28,1.6040
2017-04-27,1.3784
2017-04-26,1.2235
2017-04-25,1.1518
2017-04-24,0.8723
2017-04-21,0.6408
2017-04-20,0.4958
2017-04-19,0.4064
2017-04-18,0.3720
2017-04-17,0.3751
2017-04-13,0.2622
2017-04-12,0.4378
2017-04-11,0.6147
2017-04-10,0.5917
2017-04-07,0.6499
2017-04-06,0.5919
2017-04-05,0.6502
2017-04-04,0.7427
2017-04-03,0.6958
2017-03-31,0.8209
2017-03-30,0.9487
2017-03-29,0.9913
2017-03-28,1.0647
2017-03-27,1.1685
2017-03-24,1.4040
2017-03-23,1.7107
2017-03-22,1.9403
2017-03-21,2.2318
2017-03-20,2.6684
2017-03-17,2.8605
2017-03-16,2.9964
2017-03-15,3.3081
2017-03-14,3.6084
2017-03-13,3.9372
2017-03-10,4.2692
2017-03-09,4.6641
2017-03-08,4.9224
2017-03-07,5.0691
2017-03-06,5.1560
2017-03-03,5.2957
2017-03-02,5.2779
2017-03-01,5.1014
2017-02-28,4.7143
2017-02-27,4.5019
2017-02-24,4.2415
2017-02-23,4.0367
2017-02-22,3.7719
2017-02-21,3.5219
2017-02-17,3.1324
2017-02-16,2.8610
2017-02-15,2.6537
2017-02-14,2.4944
2017-02-13,2.3308
2017-02-10,2.1329
2017-02-09,2.0205
2017-02-08,2.0333
2017-02-07,2.0647
2017-02-06,1.9551
2017-02-03,2.0244
2017-02-02,2.2325
2017-02-01,2.4789
2017-01-31,2.5960
2017-01-30,2.7595
2017-01-27,2.7253
2017-01-26,2.4410
2017-01-25,1.9086
2017-01-24,1.3673
2017-01-23,1.2992
2017-01-20,1.4491
2017-01-19,1.4598
2017-01-18,1.5023
2017-01-17,1.5988
2017-01-13,1.7601
2017-01-12,1.8308
2017-01-11,1.9455
2017-01-10,1.9588
2017-01-09,1.9785
2017-01-06,2.0456
2017-01-05,2.0278
2017-01-04,2.0125
2017-01-03,1.9721
2016-12-30,2.0476
2016-12-29,2.2358
2016-12-28,2.4427
2016-12-27,2.6325
2016-12-23,2.7062
2016-12-22,2.7298
2016-12-21,2.7532
2016-12-20,2.7412
2016-12-19,2.7889
2016-12-16,2.8290
2016-12-15,2.9975
2016-12-14,3.2378
2016-12-13,3.4315
2016-12-12,3.4221
2016-12-09,3.3131
2016-12-08,3.1891
2016-12-07,3.0882
2016-12-06,3.0325
2016-12-05,3.0965
2016-12-02,3.1407
2016-12-01,3.1429
2016-11-30,3.0868
2016-11-29,3.1430
2016-11-28,3.0671
2016-11-25,3.1021
2016-11-23,3.0762
2016-11-22,3.0266
2016-11-21,2.9401
2016-11-18,3.0227
2016-11-17,3.1475
2016-11-16,3.3572
2016-11-15,3.4714
2016-11-14,3.4089
2016-11-11,3.1023
2016-11-10,2.8045
2016-11-09,2.4619
2016-11-08,2.2342
2016-11-07,2.1837
2016-11-04,2.1118
2016-11-03,2.3162
2016-11-02,2.4983
2016-11-01,2.6262
2016-10-31,2.5957
2016-10-28,2.5172
2016-10-27,2.3260
2016-10-26,2.0201
2016-10-25,1.3915
2016-10-24,1.1794
2016-10-21,1.0386
2016-10-20,1.0141
2016-10-19,0.9485
2016-10-18,0.8191
2016-10-17,0.7431
2016-10-14,0.7384
2016-10-13,0.7684
2016-10-12,0.8067
2016-10-11,0.8646
2016-10-10,0.8715
2016-10-07,0.6710
2016-10-06,0.5917
2016-10-05,0.4285
2016-10-04,0.1916
2016-10-03,0.1119
2016-09-30,-0.0035
2016-09-29,-0.0908
2016-09-28,-0.1345
2016-09-27,-0.3006
2016-09-26,-0.4231
2016-09-23,-0.5030
2016-09-22,-0.7110
2016-09-21,-0.9746
2016-09-20,-1.1742
2016-09-19,-1.1525
2016-09-16,-1.0790
2016-09-15,-0.8965
2016-09-14,-0.7507
2016-09-13,-0.5443
2016-09-12,-0.3750
2016-09-09,-0.2808
2016-09-08,-0.0076
2016-09-07,-0.0679
2016-09-06,-0.1197
2016-09-02,-0.2167
2016-09-01,-0.1661
2016-08-31,0.0189
2016-08-30,0.2969
2016-08-29,0.5200
2016-08-26,0.6016
2016-08-25,0.7597
2016-08-24,0.8802
2016-08-23,0.9922
2016-08-22,1.0411
2016-08-19,1.0088
2016-08-18,1.0044
2016-08-17,0.9317
2016-08-16,0.8516
2016-08-15,0.7108
2016-08-12,0.5525
2016-08-11,0.4886
2016-08-10,0.4092
2016-08-09,0.3694
2016-08-08,0.3819
2016-08-05,0.4331
2016-08-04,0.5350
2016-08-03,0.7055
2016-08-02,0.8516
2016-08-01,1.0507
2016-07-29,1.1401
2016-07-28,1.1958
2016-07-27,1.3098
2016-07-26,1.1623
2016-07-25,1.0603
2016-07-22,1.0920
2016-07-21,1.0674
2016-07-20,1.0149
2016-07-19,0.8227
2016-07-18,0.5708
2016-07-15,0.3554
2016-07-14,0.1717
2016-07-13,0.0129
2016-07-12,-0.0563
2016-07-11,-0.2089
2016-07-08,-0.5147
2016-07-07,-0.7166
2016-07-06,-0.6925
2016-07-05,-0.6323
2016-07-01,-0.5472
2016-06-30,-0.6832
2016-06-29,-0.8635
2016-06-28,-0.8137
2016-06-27,-0.4503
2016-06-24,0.1305
2016-06-23,0.5152
2016-06-22,0.3459
2016-06-21,0.2900
2016-06-20,0.2377
2016-06-17,0.0532
2016-06-16,0.0890
2016-06-15,0.1753
2016-06-14,0.2095
2016-06-13,0.2185
2016-06-10,0.2807
2016-06-09,0.2428
2016-06-08,0.0087
2016-06-07,-0.2809
2016-06-06,-0.5470
2016-06-03,-0.8759
2016-06-02,-0.8633
2016-06-01,-0.7853
2016-05-31,-0.6335
2016-05-27,-0.4065
2016-05-26,-0.3958
2016-05-25,-0.3848
2016-05-24,-0.3234
2016-05-23,-0.1140
2016-05-20,0.1474
2016-05-19,0.4967
2016-05-18,0.8711
2016-05-17,1.0662
2016-05-16,1.1538
2016-05-13,1.1020
2016-05-12,1.2076
2016-05-11,1.1112
2016-05-10,1.1038
2016-05-09,1.0194
2016-05-06,1.1391
2016-05-05,1.1685
2016-05-04,1.2977
2016-05-03,1.5533
2016-05-02,1.7096
2016-04-29,1.7442
2016-04-28,1.6902
2016-04-27,1.5967
2016-04-26,1.2441
2016-04-25,1.1298
2016-04-22,1.1967
2016-04-21,1.2371
2016-04-20,1.2993
2016-04-19,1.3753
2016-04-18,1.2581
2016-04-15,1.1555
2016-04-14,1.0851
2016-04-13,1.0053
2016-04-12,0.8622
2016-04-11,0.8207
2016-04-08,0.8996
2016-04-07,0.9899
2016-04-06,1.1718
2016-04-05,1.3014
2016-04-04,1.5307
2016-04-01,1.8646
2016-03-31,2.2066
2016-03-30,2.6129
2016-03-29,2.9424
2016-03-28,3.1083
2016-03-24,3.2370
2016-03-23,3.2778
2016-03-22,3.2140
2016-03-21,2.8777
2016-03-18,2.3384
2016-03-17,1.7910
2016-03-16,1.3666
2016-03-15,1.0934
2016-03-14,0.8402
2016-03-11,0.5067
2016-03-10,0.2311
2016-03-09,0.0317
2016-03-08,-0.2159
2016-03-07,-0.4818
2016-03-04,-0.8648
2016-03-03,-1.1725
2016-03-02,-1.4138
2016-03-01,-1.7048
2016-02-29,-2.0801
2016-02-26,-2.3648
2016-02-25,-2.6919
2016-02-24,-2.9469
2016-02-23,-3.1161
2016-02-22,-3.4075
2016-02-19,-3.7750
2016-02-18,-3.9837
2016-02-17,-4.4142
2016-02-16,-4.7861
2016-02-12,-4.8466
2016-02-11,-4.4877
2016-02-10,-3.9469
2016-02-09,-3.9287
2016-02-08,-3.9788
2016-02-05,-4.0388
2016-02-04,-4.3386
2016-02-03,-4.7539
2016-02-02,-5.0562
2016-02-01,-4.9714
2016-01-29,-5.1595
2016-01-28,-5.1941
2016-01-27,-4.9692
2016-01-26,-4.4794
2016-01-25,-4.8322
2016-01-22,-4.8472
2016-01-21,-4.8506
2016-01-20,-4.6739
2016-01-19,-4.2654
2016-01-15,-4.0397
2016-01-14,-3.6537
2016-01-13,-3.4336
2016-01-12,-3.0042
2016-01-11,-2.7592
2016-01-08,-2.2504
2016-01-07,-1.5481
2016-01-06,-0.9047
2016-01-05,-0.6016
2016-01-04,-0.4104
2015-12-31,-0.1083
2015-12-30,-0.0945
2015-12-29,-0.2415
2015-12-28,-0.5115
2015-12-24,-0.5922
2015-12-23,-0.5944
2015-12-22,-0.6369
2015-12-21,-0.5286
2015-12-18,-0.2476
2015-12-17,0.2352
2015-12-16,0.3022
2015-12-15,0.1505
2015-12-14,0.0990
2015-12-11,0.3540
2015-12-10,0.5264
2015-12-09,0.5754
2015-12-08,0.8277
2015-12-07,1.0692
2015-12-04,1.0462
2015-12-03,0.9970
2015-12-02,1.1880
2015-12-01,1.2867
2015-11-30,1.3228
2015-11-27,1.5587
2015-11-25,1.7001
2015-11-24,1.8122
2015-11-23,1.8175
2015-11-20,1.8261
2015-11-19,1.7138
2015-11-18,1.5601
2015-11-17,1.4289
2015-11-16,1.4414
2015-11-13,1.5879
2015-11-12,1.9188
2015-11-11,2.3177
2015-11-10,2.5697
2015-11-09,2.8393
2015-11-06,3.0664
2015-11-05,3.1327
2015-11-04,3.1691
2015-11-03,3.1494
2015-11-02,3.1700
2015-10-30,3.1220
2015-10-29,3.0454
2015-10-28,2.9840
2015-10-27,2.7987
2015-10-26,2.4689
2015-10-23,2.1717
2015-10-22,1.7608
2015-10-21,1.2461
2015-10-20,1.0354
2015-10-19,0.9609
2015-10-16,0.8936
2015-10-15,0.8691
2015-10-14,0.8442
2015-10-13,1.0877
2015-10-12,0.8321
2015-10-09,0.4584
2015-10-08,0.0637
2015-10-07,-0.3813
2015-10-06,-0.7604
2015-10-05,-1.0164
2015-10-02,-1.2731
2015-10-01,-1.4498
2015-09-30,-1.4774
2015-09-29,-1.5219
2015-09-28,-1.3571
2015-09-25,-1.0707
2015-09-24,-0.9509
2015-09-23,-0.6698
2015-09-22,-0.4754
2015-09-21,-0.4308
2015-09-18,-0.5518
2015-09-17,-0.7045
2015-09-16,-1.0126
2015-09-15,-1.3683
2015-09-14,-1.7209
2015-09-11,-1.9762
2015-09-10,-2.2951
2015-09-09,-2.5672
2015-09-08,-2.7956
2015-09-04,-3.1524
2015-09-03,-3.1938
2015-09-02,-3.3145
2015-09-01,-3.3849
2015-08-31,-3.1362
2015-08-28,-3.0670
2015-08-27,-3.1663
2015-08-26,-3.1227
2015-08-25,-2.7922
2015-08-24,-1.9805
2015-08-21,-1.0699
2015-08-20,-0.3020
2015-08-19,0.2008
2015-08-18,0.3226
2015-08-17,0.3029
2015-08-14,0.2879
2015-08-13,0.2056
2015-08-12,0.1229
2015-08-11,0.2315
2015-08-10,0.2198
2015-08-07,0.0374
2015-08-06,0.1161
2015-08-05,0.0880
2015-08-04,-0.0518
2015-08-03,-0.0203
2015-07-31,0.0067
2015-07-30,-0.0022
2015-07-29,0.0910
2015-07-28,0.1068
2015-07-27,0.3354
2015-07-24,0.6927
2015-07-23,0.8655
2015-07-22,0.8886
2015-07-21,0.8728
2015-07-20,0.9725
2015-07-17,0.9304
2015-07-16,0.8524
2015-07-15,0.5918
2015-07-14,0.3947
2015-07-13,0.0598
2015-07-10,-0.2665
2015-07-09,-0.4863
2015-07-08,-0.6084
2015-07-07,-0.6760
2015-07-06,-0.8633
2015-07-02,-0.8527
2015-07-01,-0.7989
2015-06-30,-0.7655
2015-06-29,-0.5305
2015-06-26,-0.2238
2015-06-25,-0.1671
2015-06-24,-0.0895
2015-06-23,-0.0388
2015-06-22,-0.1025
2015-06-19,-0.2967
2015-06-18,-0.4888
2015-06-17,-0.7495
2015-06-16,-0.8956
2015-06-15,-0.9708
2015-06-12,-1.0481
2015-06-11,-1.1775
2015-06-10,-1.3400
2015-06-09,-1.4071
2015-06-08,-1.3353
2015-06-05,-1.2728
2015-06-04,-1.1828
2015-06-03,-1.0921
2015-06-02,-1.1965
2015-06-01,-1.2620
2015-05-29,-1.1470
2015-05-28,-0.9177
2015-05-27,-0.7748
2015-05-26,-0.6415
2015-05-22,-0.4440
2015-05-21,-0.3667
2015-05-20,-0.4916
2015-05-19,-0.5601
2015-05-18,-0.6962
2015-05-15,-0.8291
2015-05-14,-1.0019
2015-05-13,-1.3054
2015-05-12,-1.4627
2015-05-11,-1.6252
2015-05-08,-1.8504
2015-05-07,-2.0721
2015-05-06,-1.9671
2015-05-05,-1.7640
2015-05-04,-1.5650
2015-05-01,-1.3876
2015-04-30,-1.1993
2015-04-29,-0.8224
2015-04-28,-0.5810
2015-04-27,-0.3863
2015-04-24,-0.1580
2015-04-23,0.0818
2015-04-22,0.2551
2015-04-21,0.3543
2015-04-20,0.2842
2015-04-17,0.2496
2015-04-16,0.4768
2015-04-15,0.5476
2015-04-14,0.5888
2015-04-13,0.5630
2015-04-10,0.5191
2015-04-09,0.3535
2015-04-08,0.2230
2015-04-07,0.0585
2015-04-06,-0.0591
2015-04-02,-0.0839
2015-04-01,0.0334
2015-03-31,0.2400
2015-03-30,0.3712
2015-03-27,0.2986
2015-03-26,0.5465
2015-03-25,0.9158
2015-03-24,1.3685
2015-03-23,1.6200
2015-03-20,1.8137
2015-03-19,1.8831
2015-03-18,1.9792
2015-03-17,1.9280
2015-03-16,1.9439
2015-03-13,2.0111
2015-03-12,2.2558
2015-03-11,2.4931
2015-03-10,2.8378
2015-03-09,3.1244
2015-03-06,3.2361
2015-03-05,3.4776
2015-03-04,3.6143
2015-03-03,3.7470
2015-03-02,3.7526
2015-02-27,3.8637
2015-02-26,4.2135
2015-02-25,4.5199
2015-02-24,4.7306
2015-02-23,4.8080
2015-02-20,4.8046
2015-02-19,4.4106
2015-02-18,4.2520
2015-02-17,4.2188
2015-02-13,4.2270
2015-02-12,4.1930
2015-02-11,4.2356
2015-02-10,4.2434
2015-02-09,4.2621
2015-02-06,4.2649
2015-02-05,4.1690
2015-02-04,3.9325
2015-02-03,3.6964
2015-02-02,3.3305
2015-01-30,2.9112
2015-01-29,2.4130
2015-01-28,1.5274
2015-01-27,1.0994
2015-01-26,1.1744
2015-01-23,1.1116
2015-01-22,0.9663
2015-01-21,0.6761
2015-01-20,0.5832
2015-01-16,0.5622
2015-01-15,0.5663
2015-01-14,0.6204
2015-01-13,0.6589
2015-01-12,0.6282
2015-01-09,0.6066
2015-01-08,0.5105
2015-01-07,0.3574
2015-01-06,0.3605
2015-01-05,0.5355
2015-01-02,0.6158
2014-12-31,0.6293
2014-12-30,0.6346
2014-12-29,0.4674
2014-12-26,0.2064
2014-12-24,-0.0711
2014-12-23,-0.3895
2014-12-22,-0.6825
2014-12-19,-0.8855
2014-12-18,-0.9545
2014-12-17,-0.9789
2014-12-16,-0.9415
2014-12-15,-0.8079
2014-12-12,-0.4326
2014-12-11,0.1695
2014-12-10,0.7039
2014-12-09,1.2628
2014-12-08,1.5110
2014-12-05,1.7506
2014-12-04,1.8591
2014-12-03,2.0498
2014-12-02,2.2055
2014-12-01,2.3446
2014-11-28,2.4782
2014-11-26,2.4373
2014-11-25,2.3123
2014-11-24,2.1165
2014-11-21,1.8535
2014-11-20,1.6539
2014-11-19,1.4711
2014-11-18,1.2244
2014-11-17,0.9763
2014-11-14,0.8448
2014-11-13,0.6255
2014-11-12,0.3659
2014-11-11,0.2660
2014-11-10,0.1800
2014-11-07,0.1318
2014-11-06,0.0851
2014-11-05,0.0128
2014-11-04,-0.0476
2014-11-03,-0.2028
2014-10-31,-0.4147
2014-10-30,-0.5801
2014-10-29,-0.6863
2014-10-28,-0.7464
2014-10-27,-0.8591
2014-10-24,-0.8586
2014-10-23,-0.8561
2014-10-22,-0.8219
2014-10-21,-0.7150
2014-10-20,-1.0698
2014-10-17,-1.2585
2014-10-16,-1.3864
2014-10-15,-1.2683
2014-10-14,-1.0904
2014-10-13,-1.0332
2014-10-10,-0.7824
2014-10-09,-0.5438
2014-10-08,-0.3429
2014-10-07,-0.2779
2014-10-06,-0.0440
2014-10-03,-0.0050
2014-10-02,0.0361
2014-10-01,0.2817
2014-09-30,0.5469
2014-09-29,0.6375
2014-09-26,0.6210
2014-09-25,0.5979
2014-09-24,0.6970
2014-09-23,0.6858
2014-09-22,0.7678
2014-09-19,0.7524
2014-09-18,0.6564
2014-09-17,0.5923
2014-09-16,0.5746
2014-09-15,0.5825
2014-09-12,0.6735
2014-09-11,0.7232
2014-09-10,0.7150
2014-09-09,0.6429
2014-09-08,0.5424
2014-09-05,0.4266
2014-09-04,0.5637
2014-09-03,0.6624
2014-09-02,0.7362
2014-08-29,0.8604
2014-08-28,0.8896
2014-08-27,0.8866
2014-08-26,0.7733
2014-08-25,0.5821
2014-08-22,0.3534
2014-08-21,0.1334
2014-08-20,-0.1528
2014-08-19,-0.5027
2014-08-18,-0.7853
2014-08-15,-1.0816
2014-08-14,-1.2829
