Dates,APO Values
2014-08-13,-1.6052
2014-08-12,-1.8047
2014-08-11,-1.8996
2014-08-08,-2.0222
2014-08-07,-2.1343
2014-08-06,-2.1764
2014-08-05,-2.0657
2014-08-04,-2.0878
2014-08-01,-1.9679
2014-07-31,-1.8258
2014-07-30,-1.6266
2014-07-29,-1.5079
2014-07-28,-1.3372
2014-07-25,-1.1648
2014-07-24,-0.9402
2014-07-23,-0.7455
2014-07-22,-0.6892
2014-07-21,-0.8738
2014-07-18,-0.9700
2014-07-17,-1.0208
2014-07-16,-0.9159
2014-07-15,-0.9041
2014-07-14,-1.0237
2014-07-11,-1.1984
2014-07-10,-1.2781
2014-07-09,-1.2470
2014-07-08,-1.1891
2014-07-07,-1.0980
2014-07-03,-1.1679
2014-07-02,-1.1893
2014-07-01,-1.1209
2014-06-30,-1.0639
2014-06-27,-0.8948
2014-06-26,-0.7812
2014-06-25,-0.5791
2014-06-24,-0.2282
2014-06-23,0.0391
2014-06-20,0.2302
2014-06-19,0.3608
2014-06-18,0.4589
2014-06-17,0.6074
2014-06-16,0.7907
2014-06-13,1.0053
2014-06-12,1.2866
2014-06-11,1.6356
2014-06-10,1.8894
2014-06-09,1.9087
2014-06-06,1.8432
2014-06-05,1.7073
2014-06-04,1.6347
2014-06-03,1.6494
2014-06-02,1.5957
2014-05-30,1.5022
2014-05-29,1.4182
2014-05-28,1.3001
2014-05-27,1.2016
2014-05-23,1.0725
2014-05-22,1.0469
2014-05-21,1.0492
2014-05-20,1.1142
2014-05-19,1.3024
2014-05-16,1.3679
2014-05-15,1.4792
2014-05-14,1.5645
2014-05-13,1.4940
2014-05-12,1.3419
2014-05-09,1.2030
2014-05-08,1.1402
2014-05-07,1.0900
2014-05-06,1.0294
2014-05-05,0.9590
2014-05-02,0.7564
2014-05-01,0.6634
2014-04-30,0.6645
2014-04-29,0.6073
2014-04-28,0.5823
2014-04-25,0.6582
2014-04-24,0.6039
2014-04-23,0.4208
2014-04-22,0.1136
2014-04-21,-0.0107
2014-04-17,-0.1929
2014-04-16,-0.4313
2014-04-15,-0.5650
2014-04-14,-0.5725
2014-04-11,-0.4846
2014-04-10,-0.2621
2014-04-09,-0.1117
2014-04-08,-0.2014
2014-04-07,-0.0743
2014-04-04,-0.0369
2014-04-03,-0.1451
2014-04-02,-0.4036
2014-04-01,-0.6865
2014-03-31,-1.0290
2014-03-28,-1.2131
2014-03-27,-1.3405
2014-03-26,-1.3742
2014-03-25,-1.4253
2014-03-24,-1.5126
2014-03-21,-1.5495
2014-03-20,-1.5007
2014-03-19,-1.5170
2014-03-18,-1.3856
2014-03-17,-1.3550
2014-03-14,-1.4171
2014-03-13,-1.2736
2014-03-12,-0.9652
2014-03-11,-0.7797
2014-03-10,-0.6401
2014-03-07,-0.5593
2014-03-06,-0.5923
2014-03-05,-0.6538
2014-03-04,-0.7167
2014-03-03,-0.9124
2014-02-28,-0.9733
2014-02-27,-1.0979
2014-02-26,-1.2096
2014-02-25,-1.1640
2014-02-24,-1.1038
2014-02-21,-1.2566
2014-02-20,-1.3187
2014-02-19,-1.4909
2014-02-18,-1.5866
2014-02-14,-1.8815
2014-02-13,-2.1895
2014-02-12,-2.4931
2014-02-11,-2.7244
2014-02-10,-3.0932
2014-02-07,-3.2579
2014-02-06,-3.4086
2014-02-05,-3.1731
2014-02-04,-2.7159
2014-02-03,-2.1485
2014-01-31,-1.4835
2014-01-30,-0.8027
2014-01-29,-0.0325
2014-01-28,0.6684
2014-01-27,0.9175
2014-01-24,1.1986
2014-01-23,1.6018
2014-01-22,1.6878
2014-01-21,1.5069
2014-01-17,1.4890
2014-01-16,1.5496
2014-01-15,1.6262
2014-01-14,1.6646
2014-01-13,1.7425
2014-01-10,1.7566
2014-01-09,1.6446
2014-01-08,1.4578
2014-01-07,1.3121
2014-01-06,1.1339
2014-01-03,1.0727
2014-01-02,1.0477
2013-12-31,1.0831
2013-12-30,1.1282
2013-12-27,1.2190
2013-12-26,1.2319
2013-12-24,1.1112
2013-12-23,1.0663
2013-12-20,1.0309
2013-12-19,0.9472
2013-12-18,0.9570
2013-12-17,0.9278
2013-12-16,0.8432
2013-12-13,0.8237
2013-12-12,0.8643
2013-12-11,0.9792
2013-12-10,1.1464
2013-12-09,1.2440
2013-12-06,1.2652
2013-12-05,1.2304
2013-12-04,1.3812
2013-12-03,1.6605
2013-12-02,1.9494
2013-11-29,2.1019
2013-11-27,2.2581
2013-11-26,2.3839
2013-11-25,2.5044
2013-11-22,2.7767
2013-11-21,2.8255
2013-11-20,3.1111
2013-11-19,3.4721
2013-11-18,3.4884
2013-11-15,3.3385
2013-11-14,3.2968
2013-11-13,3.2818
2013-11-12,3.3819
2013-11-11,3.5335
2013-11-08,3.6582
2013-11-07,3.6807
2013-11-06,3.8281
2013-11-05,3.8231
2013-11-04,3.7615
2013-11-01,3.6958
2013-10-31,3.5374
2013-10-30,3.5030
2013-10-29,3.4791
2013-10-28,3.3998
2013-10-25,3.2301
2013-10-24,2.8529
2013-10-23,2.5216
2013-10-22,2.0585
2013-10-21,2.0041
2013-10-18,1.9932
2013-10-17,1.8592
2013-10-16,1.6810
2013-10-15,1.5982
2013-10-14,1.6564
2013-10-11,1.5956
2013-10-10,1.6231
2013-10-09,1.5549
2013-10-08,1.8291
2013-10-07,2.0683
2013-10-04,2.2354
2013-10-03,2.3718
2013-10-02,2.6813
2013-10-01,2.8120
2013-09-30,2.9458
2013-09-27,3.0954
2013-09-26,3.1338
2013-09-25,3.0818
2013-09-24,3.0459
2013-09-23,2.9134
2013-09-20,2.8311
2013-09-19,2.7610
2013-09-18,2.4226
2013-09-17,2.0109
2013-09-16,1.5679
2013-09-13,1.1044
2013-09-12,0.8729
2013-09-11,0.6973
2013-09-10,0.5124
2013-09-09,0.3608
2013-09-06,0.2469
2013-09-05,0.1951
2013-09-04,0.0758
2013-09-03,-0.0533
2013-08-30,-0.0994
2013-08-29,-0.0624
2013-08-28,-0.1018
2013-08-27,-0.0068
2013-08-26,0.1199
2013-08-23,0.0787
2013-08-22,0.0294
2013-08-21,-0.0046
2013-08-20,0.0587
2013-08-19,0.0763
2013-08-16,0.0898
2013-08-15,0.2141
2013-08-14,0.4337
2013-08-13,0.5838
2013-08-12,0.5875
2013-08-09,0.7561
2013-08-08,0.8659
2013-08-07,0.9493
2013-08-06,0.9916
2013-08-05,1.0195
2013-08-02,1.0006
2013-08-01,0.9275
2013-07-31,0.9242
2013-07-30,1.0445
2013-07-29,1.1285
2013-07-26,1.2988
2013-07-25,1.4290
2013-07-24,1.4795
2013-07-23,1.5009
2013-07-22,1.4340
2013-07-19,1.4079
2013-07-18,1.3455
2013-07-17,1.1885
2013-07-16,1.2158
2013-07-15,1.2813
2013-07-12,1.2228
2013-07-11,1.4573
2013-07-10,1.3033
2013-07-09,1.2069
2013-07-08,1.1369
2013-07-05,1.0578
2013-07-03,0.9561
2013-07-02,0.9254
2013-07-01,0.9952
2013-06-28,0.9172
2013-06-27,0.8733
2013-06-26,0.7433
2013-06-25,0.7736
2013-06-24,0.9805
2013-06-21,1.3009
2013-06-20,1.5073
2013-06-19,1.7781
2013-06-18,1.8728
2013-06-17,1.8085
2013-06-14,1.7907
2013-06-13,1.8455
2013-06-12,1.8601
2013-06-11,1.9621
2013-06-10,1.9887
2013-06-07,1.9515
2013-06-06,1.8540
2013-06-05,1.9381
2013-06-04,2.1268
2013-06-03,2.2401
2013-05-31,2.2547
2013-05-30,2.3888
2013-05-29,2.3942
2013-05-28,2.4913
2013-05-24,2.4911
2013-05-23,2.4640
2013-05-22,2.4151
2013-05-21,2.4746
2013-05-20,2.4438
2013-05-17,2.3716
2013-05-16,2.2276
2013-05-15,2.2133
2013-05-14,2.1249
2013-05-13,2.0597
2013-05-10,2.0629
2013-05-09,2.0818
2013-05-08,2.0438
2013-05-07,2.0147
2013-05-06,1.9256
2013-05-03,1.8352
2013-05-02,1.7319
2013-05-01,1.7060
2013-04-30,1.7366
2013-04-29,1.7307
2013-04-26,1.6559
2013-04-25,1.4548
2013-04-24,1.2783
2013-04-23,1.1064
2013-04-22,1.0983
2013-04-19,1.1785
2013-04-18,1.1761
2013-04-17,1.3139
2013-04-16,1.4218
2013-04-15,1.5216
2013-04-12,1.6371
2013-04-11,1.5788
2013-04-10,1.5124
2013-04-09,1.4665
2013-04-08,1.4390
2013-04-05,1.4224
2013-04-04,1.4303
2013-04-03,1.5243
2013-04-02,1.6727
2013-04-01,1.8609
2013-03-28,1.9746
2013-03-27,2.0394
2013-03-26,2.0625
2013-03-25,2.0260
2013-03-22,2.1017
2013-03-21,2.1704
2013-03-20,2.2686
2013-03-19,2.2716
2013-03-18,2.2304
2013-03-15,2.1737
2013-03-14,1.9625
2013-03-13,1.8196
2013-03-12,1.5996
2013-03-11,1.3463
2013-03-08,1.1080
2013-03-07,0.9345
2013-03-06,0.7148
2013-03-05,0.5932
2013-03-04,0.4653
2013-03-01,0.4300
2013-02-28,0.3625
2013-02-27,0.3036
2013-02-26,0.1846
2013-02-25,0.1767
2013-02-22,0.2172
2013-02-21,0.1260
2013-02-20,0.0634
2013-02-19,0.0882
2013-02-15,0.1297
2013-02-14,0.1482
2013-02-13,0.1783
2013-02-12,0.2269
2013-02-11,0.2239
2013-02-08,0.2270
2013-02-07,0.1688
2013-02-06,0.0179
2013-02-05,-0.0778
2013-02-04,-0.1646
2013-02-01,-0.2151
2013-01-31,-0.2475
2013-01-30,-0.1999
2013-01-29,-0.1977
2013-01-28,-0.1118
2013-01-25,-0.0303
2013-01-24,-0.0138
2013-01-23,-0.0172
2013-01-22,0.0665
2013-01-18,0.1835
2013-01-17,0.2550
2013-01-16,0.3239
2013-01-15,0.4856
2013-01-14,0.4632
2013-01-11,0.4612
2013-01-10,0.5704
2013-01-09,0.5369
2013-01-08,0.5144
2013-01-07,0.7025
2013-01-04,0.7619
2013-01-03,0.6936
2013-01-02,0.6151
2012-12-31,0.5400
2012-12-28,0.5822
2012-12-27,0.6846
2012-12-26,0.7082
2012-12-24,0.7118
2012-12-21,0.7104
2012-12-20,0.6811
2012-12-19,0.6313
2012-12-18,0.6174
2012-12-17,0.5897
2012-12-14,0.6201
2012-12-13,0.7035
2012-12-12,0.7742
2012-12-11,0.7551
2012-12-10,0.6899
2012-12-07,0.6214
2012-12-06,0.6008
2012-12-05,0.6220
2012-12-04,0.6494
2012-12-03,0.6596
2012-11-30,0.6655
2012-11-29,0.6413
2012-11-28,0.6147
2012-11-27,0.5743
2012-11-26,0.4803
2012-11-23,0.3721
2012-11-21,0.2738
2012-11-20,0.1947
2012-11-19,0.1429
2012-11-16,0.1241
2012-11-15,0.1998
2012-11-14,0.2704
2012-11-13,0.3354
2012-11-12,0.2369
2012-11-09,0.0797
2012-11-08,-0.0847
2012-11-07,-0.0997
2012-11-06,-0.0433
2012-11-05,-0.0951
2012-11-02,-0.0236
2012-11-01,0.0987
2012-10-31,0.1906
2012-10-26,0.3347
2012-10-25,0.4570
2012-10-24,0.5701
2012-10-23,0.6070
2012-10-22,0.6360
2012-10-19,0.5891
2012-10-18,0.4945
2012-10-17,0.3453
2012-10-16,0.2033
2012-10-15,0.0317
2012-10-12,-0.0835
2012-10-11,-0.1954
2012-10-10,-0.2490
2012-10-09,-0.2722
2012-10-08,-0.3234
2012-10-05,-0.3780
2012-10-04,-0.4694
2012-10-03,-0.4987
2012-10-02,-0.5221
2012-10-01,-0.5163
2012-09-28,-0.5422
2012-09-27,-0.5321
2012-09-26,-0.5543
2012-09-25,-0.5873
2012-09-24,-0.5472
2012-09-21,-0.5430
2012-09-20,-0.5248
2012-09-19,-0.4837
2012-09-18,-0.4284
2012-09-17,-0.3982
2012-09-14,-0.3090
2012-09-13,-0.3059
2012-09-12,-0.3229
2012-09-11,-0.2874
2012-09-10,-0.2641
2012-09-07,-0.2144
2012-09-06,-0.3013
2012-09-05,-0.4019
2012-09-04,-0.4481
2012-08-31,-0.4116
2012-08-30,-0.4040
2012-08-29,-0.3393
2012-08-28,-0.3043
2012-08-27,-0.2619
2012-08-24,-0.1922
2012-08-23,-0.0758
2012-08-22,0.1357
2012-08-21,0.1969
2012-08-20,0.2324
2012-08-17,0.2268
2012-08-16,0.2097
2012-08-15,0.2076
2012-08-14,0.2502
2012-08-13,0.2756
2012-08-10,0.2721
2012-08-09,0.2620
2012-08-08,0.2394
2012-08-07,0.1801
2012-08-06,0.1136
2012-08-03,0.1592
2012-08-02,0.2219
2012-08-01,0.3678
2012-07-31,0.4830
2012-07-30,0.5269
2012-07-27,0.4953
2012-07-26,0.3930
2012-07-25,0.3073
2012-07-24,0.2675
2012-07-23,0.3813
2012-07-20,0.4469
2012-07-19,0.4416
2012-07-18,0.3466
2012-07-17,0.3021
2012-07-16,0.3066
2012-07-13,0.3196
2012-07-12,0.2861
2012-07-11,0.3908
2012-07-10,0.5348
2012-07-09,0.5676
2012-07-06,0.5329
2012-07-05,0.5096
2012-07-03,0.4093
2012-07-02,0.2895
2012-06-29,0.2243
2012-06-28,0.0435
2012-06-27,0.0412
2012-06-26,0.0131
2012-06-25,0.0563
2012-06-22,0.1006
2012-06-21,0.0789
2012-06-20,0.0998
2012-06-19,-0.0130
2012-06-18,-0.1494
2012-06-15,-0.2353
2012-06-14,-0.3491
2012-06-13,-0.4775
2012-06-12,-0.6521
2012-06-11,-0.9093
2012-06-08,-1.0163
2012-06-07,-1.1238
2012-06-06,-1.2455
2012-06-05,-1.3043
2012-06-04,-1.2392
2012-06-01,-1.1314
2012-05-31,-0.9553
2012-05-30,-0.9164
2012-05-29,-0.8348
2012-05-25,-0.8036
2012-05-24,-0.7183
2012-05-23,-0.7162
2012-05-22,-0.7181
2012-05-21,-0.7027
2012-05-18,-0.6979
2012-05-17,-0.4602
2012-05-16,-0.1990
2012-05-15,-0.0834
2012-05-14,0.0461
2012-05-11,0.1652
2012-05-10,0.2777
2012-05-09,0.3971
2012-05-08,0.5226
2012-05-07,0.5990
2012-05-04,0.6410
2012-05-03,0.6952
2012-05-02,0.6715
2012-05-01,0.5955
2012-04-30,0.4906
2012-04-27,0.3872
2012-04-26,0.2103
2012-04-25,0.0049
2012-04-24,-0.2648
2012-04-23,-0.2813
2012-04-20,-0.2689
2012-04-19,-0.3069
2012-04-18,-0.3133
2012-04-17,-0.3680
2012-04-16,-0.4642
2012-04-13,-0.4623
2012-04-12,-0.4732
2012-04-11,-0.5288
2012-04-10,-0.4472
2012-04-09,-0.2386
2012-04-05,-0.1221
2012-04-04,-0.0687
2012-04-03,-0.0063
2012-04-02,-0.0086
2012-03-30,-0.0549
2012-03-29,-0.0463
2012-03-28,-0.0103
2012-03-27,0.0148
2012-03-26,0.0065
2012-03-23,-0.0352
2012-03-22,0.0134
2012-03-21,0.0794
2012-03-20,0.0713
2012-03-19,0.0490
2012-03-16,-0.0020
2012-03-15,-0.0503
2012-03-14,-0.1304
2012-03-13,-0.2141
2012-03-12,-0.2407
2012-03-09,-0.2118
2012-03-08,-0.1458
2012-03-07,-0.1332
2012-03-06,-0.0607
2012-03-05,0.1132
2012-03-02,0.2019
2012-03-01,0.2478
2012-02-29,0.2877
2012-02-28,0.3452
2012-02-27,0.3962
2012-02-24,0.4512
2012-02-23,0.4437
2012-02-22,0.4453
2012-02-21,0.4232
2012-02-17,0.4174
2012-02-16,0.4348
2012-02-15,0.4575
2012-02-14,0.4847
2012-02-13,0.4832
2012-02-10,0.5336
2012-02-09,0.5819
2012-02-08,0.5555
2012-02-07,0.5505
2012-02-06,0.5945
2012-02-03,0.6202
2012-02-02,0.5709
2012-02-01,0.5928
2012-01-31,0.5997
2012-01-30,0.6988
2012-01-27,0.8168
2012-01-26,0.9231
2012-01-25,0.9821
2012-01-24,1.0006
2012-01-23,1.0480
2012-01-20,1.0807
2012-01-19,1.1059
2012-01-18,1.1187
2012-01-17,1.1604
2012-01-13,1.1817
2012-01-12,1.2450
2012-01-11,1.2320
2012-01-10,1.2615
2012-01-09,1.2591
2012-01-06,1.2770
2012-01-05,1.3269
2012-01-04,1.4089
2012-01-03,1.4264
2011-12-30,1.4371
2011-12-29,1.5023
2011-12-28,1.5005
2011-12-27,1.5470
2011-12-23,1.4999
2011-12-22,1.4428
2011-12-21,1.3224
2011-12-20,1.2077
2011-12-19,1.1395
2011-12-16,1.2257
2011-12-15,1.2470
2011-12-14,1.2895
2011-12-13,1.3807
2011-12-12,1.3971
2011-12-09,1.3977
2011-12-08,1.2924
2011-12-07,1.2857
2011-12-06,1.2227
2011-12-05,1.1020
2011-12-02,0.9136
2011-12-01,0.6423
2011-11-30,0.3134
2011-11-29,0.0797
2011-11-28,0.0657
2011-11-25,0.0693
2011-11-23,0.2569
2011-11-22,0.5276
2011-11-21,0.6998
2011-11-18,0.8086
2011-11-17,0.7776
2011-11-16,0.8408
2011-11-15,0.8884
2011-11-14,0.8030
2011-11-11,0.6824
2011-11-10,0.6034
2011-11-09,0.6678
2011-11-08,0.7636
2011-11-07,0.6999
2011-11-04,0.6730
2011-11-03,0.6694
2011-11-02,0.6227
2011-11-01,0.7022
2011-10-31,0.8952
2011-10-28,0.9118
2011-10-27,0.7229
2011-10-26,0.5117
2011-10-25,0.3274
2011-10-24,0.3223
2011-10-21,0.2259
2011-10-20,0.1128
2011-10-19,0.1405
2011-10-18,0.1225
2011-10-17,0.0681
2011-10-14,0.1373
2011-10-13,0.0492
2011-10-12,-0.0342
2011-10-11,-0.2054
2011-10-10,-0.3921
2011-10-07,-0.6297
2011-10-06,-0.7401
2011-10-05,-0.8429
2011-10-04,-0.8362
2011-10-03,-0.7476
2011-09-30,-0.5501
2011-09-29,-0.4769
2011-09-28,-0.5304
2011-09-27,-0.5538
2011-09-26,-0.6466
2011-09-23,-0.6921
2011-09-22,-0.5333
2011-09-21,-0.2574
2011-09-20,-0.0918
2011-09-19,-0.0893
2011-09-16,-0.1335
2011-09-15,-0.2898
2011-09-14,-0.3973
2011-09-13,-0.4221
2011-09-12,-0.4327
2011-09-09,-0.4019
2011-09-08,-0.3071
2011-09-07,-0.2660
2011-09-06,-0.3825
2011-09-02,-0.3495
2011-09-01,-0.4066
2011-08-31,-0.6405
2011-08-30,-0.9969
2011-08-29,-1.3685
2011-08-26,-1.7046
2011-08-25,-1.9600
2011-08-24,-2.1168
2011-08-23,-2.3350
2011-08-22,-2.5034
2011-08-19,-2.4842
2011-08-18,-2.3541
2011-08-17,-2.2687
2011-08-16,-2.3956
2011-08-15,-2.5269
2011-08-12,-2.6966
2011-08-11,-2.7954
2011-08-10,-2.6410
2011-08-09,-2.2863
2011-08-08,-2.1707
2011-08-05,-1.6935
2011-08-04,-1.3915
2011-08-03,-1.0138
2011-08-02,-0.8659
2011-08-01,-0.6941
2011-07-29,-0.6808
2011-07-28,-0.6653
2011-07-27,-0.6514
2011-07-26,-0.6219
2011-07-25,-0.5364
2011-07-22,-0.5141
2011-07-21,-0.5897
2011-07-20,-0.6957
2011-07-19,-0.7536
2011-07-18,-0.6901
2011-07-15,-0.5184
2011-07-14,-0.4339
2011-07-13,-0.3123
2011-07-12,-0.2330
2011-07-11,-0.1087
2011-07-08,-0.0651
2011-07-07,-0.1498
2011-07-06,-0.3312
2011-07-05,-0.4552
2011-07-01,-0.5585
2011-06-30,-0.6921
2011-06-29,-0.8246
2011-06-28,-0.8823
2011-06-27,-0.8914
2011-06-24,-0.8515
2011-06-23,-0.7587
2011-06-22,-0.6283
2011-06-21,-0.5241
2011-06-20,-0.5363
2011-06-17,-0.5884
2011-06-16,-0.6168
2011-06-15,-0.6318
2011-06-14,-0.6285
2011-06-13,-0.6801
2011-06-10,-0.5965
2011-06-09,-0.4605
2011-06-08,-0.4026
2011-06-07,-0.2957
2011-06-06,-0.1821
2011-06-03,-0.0674
2011-06-02,0.0588
2011-06-01,0.1491
2011-05-31,0.2902
2011-05-27,0.2459
2011-05-26,0.2712
2011-05-25,0.3267
2011-05-24,0.4207
2011-05-23,0.5961
2011-05-20,0.7531
2011-05-19,0.8406
2011-05-18,0.8990
2011-05-17,1.0328
2011-05-16,1.2263
2011-05-13,1.3659
2011-05-12,1.4208
2011-05-11,1.4390
2011-05-10,1.4683
2011-05-09,1.4477
2011-05-06,1.4256
2011-05-05,1.4037
2011-05-04,1.4255
2011-05-03,1.4007
2011-05-02,1.2940
2011-04-29,1.1374
2011-04-28,0.9005
2011-04-27,0.6854
2011-04-26,0.5995
2011-04-25,0.5277
2011-04-21,0.4815
2011-04-20,0.3713
2011-04-19,0.2556
2011-04-18,0.2610
2011-04-15,0.2935
2011-04-14,0.3462
2011-04-13,0.4329
2011-04-12,0.5512
2011-04-11,0.6166
2011-04-08,0.6355
2011-04-07,0.6741
2011-04-06,0.6466
2011-04-05,0.6487
2011-04-04,0.6819
2011-04-01,0.6555
2011-03-31,0.6074
2011-03-30,0.5438
2011-03-29,0.4652
2011-03-28,0.3729
2011-03-25,0.2758
2011-03-24,0.1446
2011-03-23,0.0224
2011-03-22,-0.1307
2011-03-21,-0.2531
2011-03-18,-0.3525
2011-03-17,-0.3027
2011-03-16,-0.1695
2011-03-15,0.0529
2011-03-14,0.1726
2011-03-11,0.2370
2011-03-10,0.2424
2011-03-09,0.2743
2011-03-08,0.2456
2011-03-07,0.2095
2011-03-04,0.2552
2011-03-03,0.2347
2011-03-02,0.2124
2011-03-01,0.3557
2011-02-28,0.4884
2011-02-25,0.4964
2011-02-24,0.4756
2011-02-23,0.5680
2011-02-22,0.7210
2011-02-18,0.8485
2011-02-17,0.8267
2011-02-16,0.8521
2011-02-15,0.8525
2011-02-14,0.9288
2011-02-11,0.9425
2011-02-10,0.9561
2011-02-09,0.9170
2011-02-08,0.8563
2011-02-07,0.7939
2011-02-04,0.7661
2011-02-03,0.7642
2011-02-02,0.7830
2011-02-01,0.7941
2011-01-31,0.8543
2011-01-28,0.9846
2011-01-27,1.1568
2011-01-26,1.2517
2011-01-25,1.3986
2011-01-24,1.3854
2011-01-21,1.3086
2011-01-20,1.2768
2011-01-19,1.2632
2011-01-18,1.1778
2011-01-14,0.9917
2011-01-13,0.9346
2011-01-12,0.8676
2011-01-11,0.7434
2011-01-10,0.6708
2011-01-07,0.5579
2011-01-06,0.3820
2011-01-05,0.1991
2011-01-04,0.0699
2011-01-03,-0.0521
2010-12-31,-0.1632
2010-12-30,-0.2101
2010-12-29,-0.2465
2010-12-28,-0.2927
2010-12-27,-0.3320
2010-12-23,-0.3684
2010-12-22,-0.4346
2010-12-21,-0.4763
2010-12-20,-0.4885
2010-12-17,-0.4222
2010-12-16,-0.4744
2010-12-15,-0.4830
2010-12-14,-0.4739
2010-12-13,-0.4757
2010-12-10,-0.4142
2010-12-09,-0.3598
2010-12-08,-0.3216
2010-12-07,-0.3145
2010-12-06,-0.3862
2010-12-03,-0.5012
2010-12-02,-0.6368
2010-12-01,-0.8045
2010-11-30,-0.9363
2010-11-29,-0.9325
2010-11-26,-0.9620
2010-11-24,-1.0213
2010-11-23,-1.1318
2010-11-22,-1.1094
2010-11-19,-1.0995
2010-11-18,-1.0352
2010-11-17,-1.0209
2010-11-16,-0.8164
2010-11-15,-0.5663
2010-11-12,-0.3062
2010-11-11,0.0724
2010-11-10,0.3695
2010-11-09,0.6052
2010-11-08,0.7202
2010-11-05,0.7785
2010-11-04,0.7556
2010-11-03,0.7494
2010-11-02,0.8858
2010-11-01,1.0131
2010-10-29,1.1042
2010-10-28,1.1917
2010-10-27,1.2350
2010-10-26,1.3055
2010-10-25,1.3410
2010-10-22,1.3377
2010-10-21,1.3464
2010-10-20,1.3184
2010-10-19,1.2749
2010-10-18,1.3872
2010-10-15,1.4152
2010-10-14,1.4401
2010-10-13,1.3499
2010-10-12,1.2063
2010-10-11,1.1064
2010-10-08,0.9813
2010-10-07,0.8687
2010-10-06,0.7746
2010-10-05,0.6334
2010-10-04,0.4425
2010-10-01,0.3756
2010-09-30,0.2443
2010-09-29,0.0967
2010-09-28,-0.0472
2010-09-27,-0.1131
2010-09-24,-0.1447
2010-09-23,-0.2402
2010-09-22,-0.2012
2010-09-21,-0.2495
2010-09-20,-0.3341
2010-09-17,-0.3960
2010-09-16,-0.4071
2010-09-15,-0.3856
2010-09-14,-0.3645
2010-09-13,-0.3348
2010-09-10,-0.4074
2010-09-09,-0.4659
2010-09-08,-0.5015
2010-09-07,-0.6252
2010-09-03,-0.6868
2010-09-02,-0.8539
2010-09-01,-0.9539
2010-08-31,-0.9789
2010-08-30,-0.9028
2010-08-27,-0.8710
2010-08-26,-0.9032
2010-08-25,-0.7827
2010-08-24,-0.5723
2010-08-23,-0.3091
2010-08-20,-0.1600
2010-08-19,-0.0724
2010-08-18,0.0390
2010-08-17,0.0691
2010-08-16,0.1074
2010-08-13,0.2831
2010-08-12,0.4677
2010-08-11,0.7077
2010-08-10,0.9312
2010-08-09,0.9591
2010-08-06,0.9509
2010-08-05,0.9500
2010-08-04,0.9343
2010-08-03,0.8570
2010-08-02,0.7563
2010-07-30,0.6048
2010-07-29,0.5269
2010-07-28,0.4937
2010-07-27,0.4361
2010-07-26,0.2519
2010-07-23,-0.0052
2010-07-22,-0.2596
2010-07-21,-0.4738
2010-07-20,-0.4658
2010-07-19,-0.5051
2010-07-16,-0.4917
2010-07-15,-0.3648
2010-07-14,-0.3956
2010-07-13,-0.4597
2010-07-12,-0.5091
2010-07-09,-0.5576
2010-07-08,-0.6371
2010-07-07,-0.7348
2010-07-06,-0.7342
2010-07-02,-0.5670
2010-07-01,-0.3919
2010-06-30,-0.1884
2010-06-29,0.0347
2010-06-28,0.2958
2010-06-25,0.2829
2010-06-24,0.1443
2010-06-23,0.0729
2010-06-22,-0.0209
2010-06-21,-0.0464
2010-06-18,-0.2140
2010-06-17,-0.4239
2010-06-16,-0.6295
2010-06-15,-0.8643
2010-06-14,-1.1875
2010-06-11,-1.3694
2010-06-10,-1.6266
2010-06-09,-1.8116
2010-06-08,-1.8464
2010-06-07,-1.8083
2010-06-04,-1.6608
2010-06-03,-1.5319
2010-06-02,-1.5985
2010-06-01,-1.6627
2010-05-28,-1.6088
2010-05-27,-1.6154
2010-05-26,-1.6766
2010-05-25,-1.5802
2010-05-24,-1.3956
2010-05-21,-1.1695
2010-05-20,-0.9770
2010-05-19,-0.5919
2010-05-18,-0.3493
2010-05-17,-0.1562
2010-05-14,-0.0642
2010-05-13,0.0428
2010-05-12,0.0232
2010-05-11,-0.0913
2010-05-10,-0.1198
2010-05-07,-0.1206
2010-05-06,0.2234
2010-05-05,0.5590
2010-05-04,0.7361
2010-05-03,0.7145
2010-04-30,0.6766
2010-04-29,0.7747
2010-04-28,0.7801
2010-04-27,0.8890
2010-04-26,1.0062
2010-04-23,0.9929
2010-04-22,0.8984
2010-04-21,0.7280
2010-04-20,0.6140
2010-04-19,0.6789
2010-04-16,0.7878
2010-04-15,0.9289
2010-04-14,0.9918
2010-04-13,1.0887
2010-04-12,1.2373
2010-04-09,1.3507
2010-04-08,1.4359
2010-04-07,1.5350
2010-04-06,1.6534
2010-04-05,1.7598
2010-04-01,1.8956
2010-03-31,1.9655
2010-03-30,2.0564
2010-03-29,2.0692
2010-03-26,2.0091
2010-03-25,2.0245
2010-03-24,2.0227
2010-03-23,2.0044
2010-03-22,1.9632
2010-03-19,1.9035
2010-03-18,1.8946
2010-03-17,1.8437
2010-03-16,1.8707
2010-03-15,1.9307
2010-03-12,1.9249
2010-03-11,1.8552
2010-03-10,1.7201
2010-03-09,1.5275
2010-03-08,1.4364
2010-03-05,1.3432
2010-03-04,1.1497
2010-03-03,1.0758
2010-03-02,1.0535
2010-03-01,1.0106
2010-02-26,0.9761
2010-02-25,0.9850
2010-02-24,1.0052
2010-02-23,0.9676
2010-02-22,0.9622
2010-02-19,0.8456
2010-02-18,0.7148
2010-02-17,0.5933
