Dates,PPO Values
2019-02-20,4.7278
2019-02-19,4.7428
2019-02-15,4.8218
2019-02-14,4.8031
2019-02-13,4.9130
2019-02-12,4.9572
2019-02-11,4.9313
2019-02-08,4.9973
2019-02-07,4.9771
2019-02-06,4.8634
2019-02-05,4.5311
2019-02-04,4.0478
2019-02-01,3.7168
2019-01-31,3.4949
2019-01-30,3.2024
2019-01-29,2.7111
2019-01-28,2.6894
2019-01-25,2.6763
2019-01-24,2.5823
2019-01-23,2.5947
2019-01-22,2.5608
2019-01-18,2.4986
2019-01-17,2.1771
2019-01-16,1.8960
2019-01-15,1.7158
2019-01-14,1.4518
2019-01-11,1.1466
2019-01-10,0.6572
2019-01-09,0.0240
2019-01-08,-0.5179
2019-01-07,-1.1029
2019-01-04,-1.4420
2019-01-03,-1.8215
2019-01-02,-1.7626
2018-12-31,-2.0742
2018-12-28,-2.3998
2018-12-27,-2.5843
2018-12-26,-2.8066
2018-12-24,-2.9470
2018-12-21,-2.4574
2018-12-20,-2.1351
2018-12-19,-1.9642
2018-12-18,-1.9224
2018-12-17,-2.1060
2018-12-14,-1.9408
2018-12-13,-1.7856
2018-12-12,-1.7699
2018-12-11,-1.7624
2018-12-10,-1.5865
2018-12-07,-1.4725
2018-12-06,-1.2134
2018-12-04,-1.1284
2018-12-03,-1.3218
2018-11-30,-2.0763
2018-11-29,-2.6119
2018-11-28,-3.1301
2018-11-27,-3.4682
2018-11-26,-3.3766
2018-11-23,-3.1654
2018-11-21,-2.7368
2018-11-20,-2.3106
2018-11-19,-1.7554
2018-11-16,-1.1284
2018-11-15,-0.7538
2018-11-14,-0.4297
2018-11-13,-0.1022
2018-11-12,0.1797
2018-11-09,0.3242
2018-11-08,0.1576
2018-11-07,-0.0988
2018-11-06,-0.4130
2018-11-05,-0.6519
2018-11-02,-0.8201
2018-11-01,-0.9025
2018-10-31,-1.1460
2018-10-30,-1.2060
2018-10-29,-1.1242
2018-10-26,-0.6001
2018-10-25,-0.5936
2018-10-24,-0.7033
2018-10-23,-0.5766
2018-10-22,-0.2789
2018-10-19,-0.0622
2018-10-18,0.2063
2018-10-17,0.4593
2018-10-16,0.6055
2018-10-15,0.7076
2018-10-12,1.0846
2018-10-11,1.5151
2018-10-10,2.0951
2018-10-09,2.5506
2018-10-08,2.6112
2018-10-05,2.6402
2018-10-04,2.6181
2018-10-03,2.4530
2018-10-02,2.1378
2018-10-01,1.8618
2018-09-28,1.5907
2018-09-27,1.5095
2018-09-26,1.5095
2018-09-25,1.5536
2018-09-24,1.5245
2018-09-21,1.4427
2018-09-20,1.1947
2018-09-19,0.9943
2018-09-18,0.7862
2018-09-17,0.5545
2018-09-14,0.4703
2018-09-13,0.2436
2018-09-12,0.0763
2018-09-11,-0.0790
2018-09-10,-0.0369
2018-09-07,0.1167
2018-09-06,0.0936
2018-09-05,0.0046
2018-09-04,0.0253
2018-08-31,0.0639
2018-08-30,0.2134
2018-08-29,0.2809
2018-08-28,0.2669
2018-08-27,0.2152
2018-08-24,0.0718
2018-08-23,0.0153
2018-08-22,-0.0013
2018-08-21,-0.0974
2018-08-20,-0.3291
2018-08-17,-0.5313
2018-08-16,-0.6534
2018-08-15,-0.7873
2018-08-14,-0.5259
2018-08-13,-0.4039
2018-08-10,-0.2201
2018-08-09,-0.0141
2018-08-08,0.1225
2018-08-07,0.2266
2018-08-06,0.2698
2018-08-03,0.4422
2018-08-02,0.6016
2018-08-01,0.7589
2018-07-31,0.8615
2018-07-30,0.8780
2018-07-27,1.0370
2018-07-26,0.9488
2018-07-25,0.8600
2018-07-24,0.8319
2018-07-23,0.7153
2018-07-20,0.7008
2018-07-19,0.6243
2018-07-18,0.5045
2018-07-17,0.1995
2018-07-16,-0.0963
2018-07-13,-0.4513
2018-07-12,-0.7414
2018-07-11,-0.9594
2018-07-10,-1.0613
2018-07-09,-1.3724
2018-07-06,-1.5924
2018-07-05,-1.6312
2018-07-03,-1.6137
2018-07-02,-1.5614
2018-06-29,-1.5669
2018-06-28,-1.5348
2018-06-27,-1.4472
2018-06-26,-1.1736
2018-06-25,-0.8545
2018-06-22,-0.4363
2018-06-21,-0.1233
2018-06-20,0.3112
2018-06-19,0.7144
2018-06-18,1.2604
2018-06-15,1.5528
2018-06-14,1.8150
2018-06-13,1.9958
2018-06-12,2.1575
2018-06-11,2.1418
2018-06-08,2.0799
2018-06-07,2.0094
2018-06-06,1.9157
2018-06-05,1.6787
2018-06-04,1.6784
2018-06-01,1.6345
2018-05-31,1.6697
2018-05-30,1.8219
2018-05-29,1.8149
2018-05-25,1.9446
2018-05-24,1.8600
2018-05-23,1.7548
2018-05-22,1.5865
2018-05-21,1.4696
2018-05-18,1.0319
2018-05-17,0.8321
2018-05-16,0.7764
2018-05-15,0.7888
2018-05-14,0.7585
2018-05-11,0.6338
2018-05-10,0.5290
2018-05-09,0.3379
2018-05-08,0.1267
2018-05-07,0.0408
2018-05-04,-0.1325
2018-05-03,-0.1689
2018-05-02,-0.0988
2018-05-01,0.1894
2018-04-30,0.3912
2018-04-27,0.5211
2018-04-26,0.4581
2018-04-25,0.3128
2018-04-24,0.1198
2018-04-23,0.2913
2018-04-20,0.2086
2018-04-19,0.1049
2018-04-18,-0.0896
2018-04-17,-0.3485
2018-04-16,-0.5430
2018-04-13,-0.6312
2018-04-12,-0.6578
2018-04-11,-0.9351
2018-04-10,-0.9629
2018-04-09,-1.2154
2018-04-06,-1.1379
2018-04-05,-1.1356
2018-04-04,-1.4334
2018-04-03,-1.5157
2018-04-02,-1.7032
2018-03-29,-1.6590
2018-03-28,-1.7469
2018-03-27,-1.5928
2018-03-26,-1.4091
2018-03-23,-1.3953
2018-03-22,-1.1168
2018-03-21,-0.7074
2018-03-20,-0.7020
2018-03-19,-0.7009
2018-03-16,-0.5144
2018-03-15,-0.2320
2018-03-14,0.1439
2018-03-13,0.6102
2018-03-12,0.9483
2018-03-09,1.2046
2018-03-08,1.2143
2018-03-07,1.3772
2018-03-06,1.6140
2018-03-05,1.8385
2018-03-02,1.9875
2018-03-01,2.3825
2018-02-28,2.7073
2018-02-27,2.7214
2018-02-26,2.6271
2018-02-23,2.4987
2018-02-22,2.4948
2018-02-21,2.4734
2018-02-20,2.5130
2018-02-16,2.4965
2018-02-15,2.3865
2018-02-14,2.1650
2018-02-13,2.1964
2018-02-12,2.2544
2018-02-09,2.2754
2018-02-08,2.6006
2018-02-07,3.0736
2018-02-06,3.1307
2018-02-05,3.3734
2018-02-02,3.9953
2018-02-01,4.1316
2018-01-31,4.0001
2018-01-30,3.8438
2018-01-29,4.0920
2018-01-26,4.2529
2018-01-25,4.3201
2018-01-24,4.3421
2018-01-23,4.5646
2018-01-22,4.7523
2018-01-19,4.8443
2018-01-18,4.8947
2018-01-17,4.8042
2018-01-16,4.2573
2018-01-12,3.9917
2018-01-11,3.5464
2018-01-10,3.1803
2018-01-09,2.9201
2018-01-08,2.5994
2018-01-05,2.4284
2018-01-04,2.2152
2018-01-03,2.3297
2018-01-02,2.4022
2017-12-29,2.4924
2017-12-28,2.6379
2017-12-27,2.7344
2017-12-26,2.8424
2017-12-22,2.9471
2017-12-21,3.0459
2017-12-20,3.1288
2017-12-19,3.0854
2017-12-18,3.0045
2017-12-15,2.8931
2017-12-14,2.7838
2017-12-13,2.6013
2017-12-12,2.3998
2017-12-11,2.1724
2017-12-08,2.0973
2017-12-07,1.8660
2017-12-06,1.6868
2017-12-05,1.5700
2017-12-04,1.4995
2017-12-01,1.2936
2017-11-30,1.2613
2017-11-29,0.9929
2017-11-28,0.9220
2017-11-27,0.8679
2017-11-24,0.8789
2017-11-22,0.8683
2017-11-21,0.8703
2017-11-20,0.7884
2017-11-17,0.7637
2017-11-16,0.8130
2017-11-15,0.8080
2017-11-14,0.8225
2017-11-13,0.8718
2017-11-10,0.8962
2017-11-09,0.9756
2017-11-08,0.9904
2017-11-07,0.9382
2017-11-06,0.8353
2017-11-03,0.7717
2017-11-02,0.7699
2017-11-01,0.7215
2017-10-31,0.8114
2017-10-30,0.9349
2017-10-27,1.0290
2017-10-26,1.2436
2017-10-25,1.3894
2017-10-24,1.5894
2017-10-23,1.5239
2017-10-20,1.5617
2017-10-19,1.4909
2017-10-18,1.6033
2017-10-17,1.6838
2017-10-16,1.8180
2017-10-13,1.9181
2017-10-12,1.9785
2017-10-11,1.9797
2017-10-10,1.9700
2017-10-09,1.9480
2017-10-06,1.9920
2017-10-05,2.0109
2017-10-04,1.9922
2017-10-03,2.0645
2017-10-02,2.1383
2017-09-29,2.1793
2017-09-28,2.2712
2017-09-27,2.3525
2017-09-26,2.3801
2017-09-25,2.4440
2017-09-22,2.4635
2017-09-21,2.3631
2017-09-20,2.2142
2017-09-19,2.0121
2017-09-18,1.8464
2017-09-15,1.5783
2017-09-14,1.3819
2017-09-13,1.2693
2017-09-12,1.2468
2017-09-11,1.2572
2017-09-08,1.2513
2017-09-07,1.3030
2017-09-06,1.4561
2017-09-05,1.7028
2017-09-01,1.8911
2017-08-31,1.9612
2017-08-30,2.0505
2017-08-29,2.0997
2017-08-28,2.1298
2017-08-25,2.2795
2017-08-24,2.4931
2017-08-23,2.6062
2017-08-22,2.7401
2017-08-21,2.7984
2017-08-18,3.0080
2017-08-17,3.2277
2017-08-16,3.4687
2017-08-15,3.6382
2017-08-14,3.7311
2017-08-11,3.8819
2017-08-10,4.1163
2017-08-09,4.4430
2017-08-08,4.7320
2017-08-07,4.8645
2017-08-04,4.9264
2017-08-03,5.0406
2017-08-02,5.0837
2017-08-01,5.0713
2017-07-31,4.9049
2017-07-28,4.4675
2017-07-27,3.8771
2017-07-26,3.0523
2017-07-25,2.2903
2017-07-24,2.2974
2017-07-21,2.2855
2017-07-20,2.2372
2017-07-19,2.2332
2017-07-18,2.1640
2017-07-17,2.1742
2017-07-14,2.1160
2017-07-13,2.0334
2017-07-12,2.0116
2017-07-11,1.9423
2017-07-10,1.8323
2017-07-07,1.7811
2017-07-06,1.7701
2017-07-05,1.7751
2017-07-03,1.7377
2017-06-30,1.8302
2017-06-29,1.9649
2017-06-28,2.1231
2017-06-27,2.1822
2017-06-26,2.2630
2017-06-23,2.2757
2017-06-22,2.1394
2017-06-21,2.0779
2017-06-20,1.9813
2017-06-19,1.8712
2017-06-16,1.6608
2017-06-15,1.5060
2017-06-14,1.3374
2017-06-13,1.2667
2017-06-12,1.2270
2017-06-09,1.2169
2017-06-08,1.1842
2017-06-07,1.1301
2017-06-06,1.1439
2017-06-05,1.2187
2017-06-02,1.1756
2017-06-01,1.0322
2017-05-31,0.9935
2017-05-30,0.9118
2017-05-26,0.8351
2017-05-25,0.7405
2017-05-24,0.5814
2017-05-23,0.4706
2017-05-22,0.4205
2017-05-19,0.3401
2017-05-18,0.3958
2017-05-17,0.6497
2017-05-16,0.8865
2017-05-15,0.9568
2017-05-12,1.0500
2017-05-11,1.1057
2017-05-10,1.1220
2017-05-09,1.1687
2017-05-08,1.0826
2017-05-05,1.0056
2017-05-04,0.9484
2017-05-03,0.9698
2017-05-02,0.9649
2017-05-01,0.9414
2017-04-28,0.9566
2017-04-27,0.8240
2017-04-26,0.7328
2017-04-25,0.6908
2017-04-24,0.5244
2017-04-21,0.3859
2017-04-20,0.2990
2017-04-19,0.2453
2017-04-18,0.2246
2017-04-17,0.2266
2017-04-13,0.1585
2017-04-12,0.2645
2017-04-11,0.3712
2017-04-10,0.3576
2017-04-07,0.3928
2017-04-06,0.3581
2017-04-05,0.3934
2017-04-04,0.4495
2017-04-03,0.4214
2017-03-31,0.4972
2017-03-30,0.5746
2017-03-29,0.6009
2017-03-28,0.6456
2017-03-27,0.7089
2017-03-24,0.8517
2017-03-23,1.0375
2017-03-22,1.1772
2017-03-21,1.3544
2017-03-20,1.6192
2017-03-17,1.7381
2017-03-16,1.8241
2017-03-15,2.0161
2017-03-14,2.2022
2017-03-13,2.4067
2017-03-10,2.6145
2017-03-09,2.8616
2017-03-08,3.0287
2017-03-07,3.1302
2017-03-06,3.1968
2017-03-03,3.2962
2017-03-02,3.3010
2017-03-01,3.2085
2017-02-28,2.9844
2017-02-27,2.8652
2017-02-24,2.7141
2017-02-23,2.5959
2017-02-22,2.4379
2017-02-21,2.2871
2017-02-17,2.0449
2017-02-16,1.8758
2017-02-15,1.7465
2017-02-14,1.6471
2017-02-13,1.5440
2017-02-10,1.4175
2017-02-09,1.3463
2017-02-08,1.3574
2017-02-07,1.3808
2017-02-06,1.3108
2017-02-03,1.3593
2017-02-02,1.5004
2017-02-01,1.6673
2017-01-31,1.7492
2017-01-30,1.8624
2017-01-27,1.8445
2017-01-26,1.6590
2017-01-25,1.3039
2017-01-24,0.9387
2017-01-23,0.8934
2017-01-20,0.9969
2017-01-19,1.0057
2017-01-18,1.0362
2017-01-17,1.1038
2017-01-13,1.2160
2017-01-12,1.2666
2017-01-11,1.3476
2017-01-10,1.3593
2017-01-09,1.3755
2017-01-06,1.4244
2017-01-05,1.4150
2017-01-04,1.4073
2017-01-03,1.3822
2016-12-30,1.4373
2016-12-29,1.5710
2016-12-28,1.7183
2016-12-27,1.8544
2016-12-23,1.9106
2016-12-22,1.9323
2016-12-21,1.9540
2016-12-20,1.9511
2016-12-19,1.9900
2016-12-16,2.0239
2016-12-15,2.1486
2016-12-14,2.3249
2016-12-13,2.4695
2016-12-12,2.4715
2016-12-09,2.4028
2016-12-08,2.3225
2016-12-07,2.2578
2016-12-06,2.2249
2016-12-05,2.2783
2016-12-02,2.3178
2016-12-01,2.3271
2016-11-30,2.2940
2016-11-29,2.3426
2016-11-28,2.2948
2016-11-25,2.3281
2016-11-23,2.3167
2016-11-22,2.2876
2016-11-21,2.2306
2016-11-18,2.2995
2016-11-17,2.4006
2016-11-16,2.5661
2016-11-15,2.6612
2016-11-14,2.6244
2016-11-11,2.4018
2016-11-10,2.1826
2016-11-09,1.9261
2016-11-08,1.7552
2016-11-07,1.7204
2016-11-04,1.6686
2016-11-03,1.8321
2016-11-02,1.9791
2016-11-01,2.0846
2016-10-31,2.0670
2016-10-28,2.0114
2016-10-27,1.8663
2016-10-26,1.6283
2016-10-25,1.1287
2016-10-24,0.9595
2016-10-21,0.8469
2016-10-20,0.8281
2016-10-19,0.7757
2016-10-18,0.6712
2016-10-17,0.6098
2016-10-14,0.6065
2016-10-13,0.6315
2016-10-12,0.6635
2016-10-11,0.7115
2016-10-10,0.7179
2016-10-07,0.5540
2016-10-06,0.4892
2016-10-05,0.3549
2016-10-04,0.1590
2016-10-03,0.0930
2016-09-30,-0.0029
2016-09-29,-0.0755
2016-09-28,-0.1119
2016-09-27,-0.2503
2016-09-26,-0.3524
2016-09-23,-0.4190
2016-09-22,-0.5927
2016-09-21,-0.8132
2016-09-20,-0.9799
2016-09-19,-0.9603
2016-09-16,-0.8974
2016-09-15,-0.7438
2016-09-14,-0.6215
2016-09-13,-0.4496
2016-09-12,-0.3092
2016-09-09,-0.2313
2016-09-08,-0.0062
2016-09-07,-0.0559
2016-09-06,-0.0984
2016-09-02,-0.1784
2016-09-01,-0.1366
2016-08-31,0.0155
2016-08-30,0.2434
2016-08-29,0.4259
2016-08-26,0.4928
2016-08-25,0.6221
2016-08-24,0.7209
2016-08-23,0.8128
2016-08-22,0.8536
2016-08-19,0.8283
2016-08-18,0.8257
2016-08-17,0.7672
2016-08-16,0.7024
2016-08-15,0.5874
2016-08-12,0.4574
2016-08-11,0.4049
2016-08-10,0.3395
2016-08-09,0.3067
2016-08-08,0.3172
2016-08-05,0.3598
2016-08-04,0.4443
2016-08-03,0.5857
2016-08-02,0.7069
2016-08-01,0.8719
2016-07-29,0.9467
2016-07-28,0.9939
2016-07-27,1.0894
2016-07-26,0.9692
2016-07-25,0.8860
2016-07-22,0.9135
2016-07-21,0.8942
2016-07-20,0.8516
2016-07-19,0.6920
2016-07-18,0.4814
2016-07-15,0.3003
2016-07-14,0.1454
2016-07-13,0.0109
2016-07-12,-0.0478
2016-07-11,-0.1773
2016-07-08,-0.4377
2016-07-07,-0.6098
2016-07-06,-0.5887
2016-07-05,-0.5369
2016-07-01,-0.4640
2016-06-30,-0.5794
2016-06-29,-0.7326
2016-06-28,-0.6894
2016-06-27,-0.3802
2016-06-24,0.1098
2016-06-23,0.4321
2016-06-22,0.2906
2016-06-21,0.2438
2016-06-20,0.2000
2016-06-17,0.0448
2016-06-16,0.0750
2016-06-15,0.1476
2016-06-14,0.1764
2016-06-13,0.1841
2016-06-10,0.2364
2016-06-09,0.2046
2016-06-08,0.0073
2016-06-07,-0.2376
2016-06-06,-0.4633
2016-06-03,-0.7431
2016-06-02,-0.7315
2016-06-01,-0.6644
2016-05-31,-0.5350
2016-05-27,-0.3424
2016-05-26,-0.3333
2016-05-25,-0.3239
2016-05-24,-0.2719
2016-05-23,-0.0957
2016-05-20,0.1235
2016-05-19,0.4152
2016-05-18,0.7269
2016-05-17,0.8894
2016-05-16,0.9632
2016-05-13,0.9216
2016-05-12,1.0105
2016-05-11,0.9318
2016-05-10,0.9269
2016-05-09,0.8576
2016-05-06,0.9587
2016-05-05,0.9846
2016-05-04,1.0940
2016-05-03,1.3094
2016-05-02,1.4423
2016-04-29,1.4742
2016-04-28,1.4321
2016-04-27,1.3565
2016-04-26,1.0616
2016-04-25,0.9662
2016-04-22,1.0244
2016-04-21,1.0602
2016-04-20,1.1147
2016-04-19,1.1813
2016-04-18,1.0832
2016-04-15,0.9971
2016-04-14,0.9382
2016-04-13,0.8709
2016-04-12,0.7485
2016-04-11,0.7135
2016-04-08,0.7824
2016-04-07,0.8614
2016-04-06,1.0197
2016-04-05,1.1331
2016-04-04,1.3328
2016-04-01,1.6229
2016-03-31,1.9206
2016-03-30,2.2741
2016-03-29,2.5634
2016-03-28,2.7148
2016-03-24,2.8357
2016-03-23,2.8823
2016-03-22,2.8392
2016-03-21,2.5584
2016-03-18,2.0945
2016-03-17,1.6153
2016-03-16,1.2391
2016-03-15,0.9951
2016-03-14,0.7671
2016-03-11,0.4642
2016-03-10,0.2123
2016-03-09,0.0292
2016-03-08,-0.1990
2016-03-07,-0.4449
2016-03-04,-0.8003
2016-03-03,-1.0863
2016-03-02,-1.3101
2016-03-01,-1.5802
2016-02-29,-1.9289
2016-02-26,-2.1914
2016-02-25,-2.4927
2016-02-24,-2.7241
2016-02-23,-2.8730
2016-02-22,-3.1354
2016-02-19,-3.4672
2016-02-18,-3.6463
2016-02-17,-4.0318
2016-02-16,-4.3580
2016-02-12,-4.3877
2016-02-11,-4.0273
2016-02-10,-3.5083
2016-02-09,-3.4743
2016-02-08,-3.5025
2016-02-05,-3.5391
2016-02-04,-3.7904
2016-02-03,-4.1427
2016-02-02,-4.3891
2016-02-01,-4.2862
2016-01-29,-4.4269
2016-01-28,-4.4296
2016-01-27,-4.2049
2016-01-26,-3.7557
2016-01-25,-4.0392
2016-01-22,-4.0288
2016-01-21,-4.0087
2016-01-20,-3.8363
2016-01-19,-3.4728
2016-01-15,-3.2681
2016-01-14,-2.9349
2016-01-13,-2.7428
2016-01-12,-2.3840
2016-01-11,-2.1789
2016-01-08,-1.7660
2016-01-07,-1.2066
2016-01-06,-0.7012
2016-01-05,-0.4649
2016-01-04,-0.3166
2015-12-31,-0.0834
2015-12-30,-0.0727
2015-12-29,-0.1860
2015-12-28,-0.3944
2015-12-24,-0.4566
2015-12-23,-0.4580
2015-12-22,-0.4906
2015-12-21,-0.4066
2015-12-18,-0.1900
2015-12-17,0.1799
2015-12-16,0.2311
2015-12-15,0.1153
2015-12-14,0.0759
2015-12-11,0.2709
2015-12-10,0.4025
2015-12-09,0.4402
2015-12-08,0.6326
2015-12-07,0.8167
2015-12-04,0.8001
2015-12-03,0.7636
2015-12-02,0.9098
2015-12-01,0.9861
2015-11-30,1.0150
2015-11-27,1.1960
2015-11-25,1.3057
2015-11-24,1.3934
2015-11-23,1.4002
2015-11-20,1.4096
2015-11-19,1.3265
2015-11-18,1.2109
2015-11-17,1.1119
2015-11-16,1.1233
2015-11-13,1.2384
2015-11-12,1.4961
2015-11-11,1.8066
2015-11-10,2.0051
2015-11-09,2.2181
2015-11-06,2.3998
2015-11-05,2.4591
2015-11-04,2.4959
2015-11-03,2.4895
2015-11-02,2.5144
2015-10-30,2.4861
2015-10-29,2.4349
2015-10-28,2.3950
2015-10-27,2.2567
2015-10-26,2.0014
2015-10-23,1.7689
2015-10-22,1.4416
2015-10-21,1.0257
2015-10-20,0.8547
2015-10-19,0.7946
2015-10-16,0.7401
2015-10-15,0.7207
2015-10-14,0.7009
2015-10-13,0.9025
2015-10-12,0.6925
2015-10-09,0.3828
2015-10-08,0.0533
2015-10-07,-0.3203
2015-10-06,-0.6402
2015-10-05,-0.8564
2015-10-02,-1.0732
2015-10-01,-1.2217
2015-09-30,-1.2430
2015-09-29,-1.2786
2015-09-28,-1.1368
2015-09-25,-0.8938
2015-09-24,-0.7921
2015-09-23,-0.5563
2015-09-22,-0.3940
2015-09-21,-0.3568
2015-09-18,-0.4571
2015-09-17,-0.5838
2015-09-16,-0.8400
2015-09-15,-1.1365
2015-09-14,-1.4302
2015-09-11,-1.6418
2015-09-10,-1.9063
2015-09-09,-2.1303
2015-09-08,-2.3161
2015-09-04,-2.6092
2015-09-03,-2.6343
2015-09-02,-2.7257
2015-09-01,-2.7741
2015-08-31,-2.5561
2015-08-28,-2.4895
2015-08-27,-2.5626
2015-08-26,-2.5174
2015-08-25,-2.2382
2015-08-24,-1.5745
2015-08-21,-0.8439
2015-08-20,-0.2368
2015-08-19,0.1569
2015-08-18,0.2520
2015-08-17,0.2367
2015-08-14,0.2251
2015-08-13,0.1608
2015-08-12,0.0962
2015-08-11,0.1811
2015-08-10,0.1720
2015-08-07,0.0293
2015-08-06,0.0910
2015-08-05,0.0689
2015-08-04,-0.0406
2015-08-03,-0.0159
2015-07-31,0.0053
2015-07-30,-0.0017
2015-07-29,0.0713
2015-07-28,0.0837
2015-07-27,0.2626
2015-07-24,0.5412
2015-07-23,0.6760
2015-07-22,0.6947
2015-07-21,0.6830
2015-07-20,0.7613
2015-07-17,0.7294
2015-07-16,0.6692
2015-07-15,0.4658
2015-07-14,0.3112
2015-07-13,0.0473
2015-07-10,-0.2112
2015-07-09,-0.3857
2015-07-08,-0.4826
2015-07-07,-0.5361
2015-07-06,-0.6849
2015-07-02,-0.6758
2015-07-01,-0.6323
2015-06-30,-0.6052
2015-06-29,-0.4185
2015-06-26,-0.1761
2015-06-25,-0.1314
2015-06-24,-0.0704
2015-06-23,-0.0305
2015-06-22,-0.0805
2015-06-19,-0.2334
2015-06-18,-0.3849
2015-06-17,-0.5907
2015-06-16,-0.7059
2015-06-15,-0.7647
2015-06-12,-0.8251
2015-06-11,-0.9267
2015-06-10,-1.0542
2015-06-09,-1.1058
2015-06-08,-1.0472
2015-06-05,-0.9964
2015-06-04,-0.9241
2015-06-03,-0.8516
2015-06-02,-0.9325
2015-06-01,-0.9827
2015-05-29,-0.8912
2015-05-28,-0.7111
2015-05-27,-0.5992
2015-05-26,-0.4953
2015-05-22,-0.3422
2015-05-21,-0.2824
2015-05-20,-0.3787
2015-05-19,-0.4314
2015-05-18,-0.5363
2015-05-15,-0.6387
2015-05-14,-0.7719
2015-05-13,-1.0064
2015-05-12,-1.1272
2015-05-11,-1.2516
2015-05-08,-1.4244
2015-05-07,-1.5940
2015-05-06,-1.5089
2015-05-05,-1.3485
2015-05-04,-1.1926
2015-05-01,-1.0546
2015-04-30,-0.9091
2015-04-29,-0.6212
2015-04-28,-0.4378
2015-04-27,-0.2906
2015-04-24,-0.1187
2015-04-23,0.0613
2015-04-22,0.1911
2015-04-21,0.2653
2015-04-20,0.2129
2015-04-17,0.1871
2015-04-16,0.3571
2015-04-15,0.4102
2015-04-14,0.4412
2015-04-13,0.4222
2015-04-10,0.3896
2015-04-09,0.2657
2015-04-08,0.1678
2015-04-07,0.0441
2015-04-06,-0.0446
2015-04-02,-0.0633
2015-04-01,0.0252
2015-03-31,0.1806
2015-03-30,0.2792
2015-03-27,0.2248
2015-03-26,0.4109
2015-03-25,0.6876
2015-03-24,1.0257
2015-03-23,1.2142
2015-03-20,1.3601
2015-03-19,1.4144
2015-03-18,1.4887
2015-03-17,1.4538
2015-03-16,1.4687
2015-03-13,1.5220
2015-03-12,1.7084
2015-03-11,1.8901
2015-03-10,2.1528
2015-03-09,2.3734
2015-03-06,2.4650
2015-03-05,2.6545
2015-03-04,2.7671
2015-03-03,2.8778
2015-03-02,2.8939
2015-02-27,2.9899
2015-02-26,3.2676
2015-02-25,3.5150
2015-02-24,3.6927
2015-02-23,3.7712
2015-02-20,3.7890
2015-02-19,3.5058
2015-02-18,3.4002
2015-02-17,3.3908
2015-02-13,3.4138
2015-02-12,3.4037
2015-02-11,3.4540
2015-02-10,3.4774
2015-02-09,3.5097
2015-02-06,3.5296
2015-02-05,3.4699
2015-02-04,3.2946
2015-02-03,3.1162
2015-02-02,2.8272
2015-01-30,2.4883
2015-01-29,2.0768
2015-01-28,1.3264
2015-01-27,0.9594
2015-01-26,1.0257
2015-01-23,0.9727
2015-01-22,0.8476
2015-01-21,0.5949
2015-01-20,0.5140
2015-01-16,0.4959
2015-01-15,0.4999
2015-01-14,0.5478
2015-01-13,0.5821
2015-01-12,0.5556
2015-01-09,0.5369
2015-01-08,0.4526
2015-01-07,0.3173
2015-01-06,0.3203
2015-01-05,0.4754
2015-01-02,0.5467
2014-12-31,0.5590
2014-12-30,0.5642
2014-12-29,0.4164
2014-12-26,0.1843
2014-12-24,-0.0636
2014-12-23,-0.3493
2014-12-22,-0.6131
2014-12-19,-0.7959
2014-12-18,-0.8574
2014-12-17,-0.8783
2014-12-16,-0.8435
2014-12-15,-0.7223
2014-12-12,-0.3853
2014-12-11,0.1502
2014-12-10,0.6219
2014-12-09,1.1123
2014-12-08,1.3307
2014-12-05,1.5420
2014-12-04,1.6400
2014-12-03,1.8101
2014-12-02,1.9505
2014-12-01,2.0773
2014-11-28,2.2002
2014-11-26,2.1713
2014-11-25,2.0682
2014-11-24,1.9013
2014-11-21,1.6727
2014-11-20,1.4982
2014-11-19,1.3372
2014-11-18,1.1171
2014-11-17,0.8937
2014-11-14,0.7751
2014-11-13,0.5754
2014-11-12,0.3375
2014-11-11,0.2457
2014-11-10,0.1664
2014-11-07,0.1219
2014-11-06,0.0788
2014-11-05,0.0119
2014-11-04,-0.0441
2014-11-03,-0.1881
2014-10-31,-0.3852
2014-10-30,-0.5391
2014-10-29,-0.6378
2014-10-28,-0.6933
2014-10-27,-0.7978
2014-10-24,-0.7965
2014-10-23,-0.7933
2014-10-22,-0.7605
2014-10-21,-0.6603
2014-10-20,-0.9897
2014-10-17,-1.1642
2014-10-16,-1.2815
2014-10-15,-1.1693
2014-10-14,-1.0022
2014-10-13,-0.9479
2014-10-10,-0.7156
2014-10-09,-0.4960
2014-10-08,-0.3121
2014-10-07,-0.2527
2014-10-06,-0.0399
2014-10-03,-0.0045
2014-10-02,0.0327
2014-10-01,0.2550
2014-09-30,0.4943
2014-09-29,0.5763
2014-09-26,0.5619
2014-09-25,0.5416
2014-09-24,0.6313
2014-09-23,0.6218
2014-09-22,0.6964
2014-09-19,0.6832
2014-09-18,0.5969
2014-09-17,0.5394
2014-09-16,0.5237
2014-09-15,0.5313
2014-09-12,0.6143
2014-09-11,0.6600
2014-09-10,0.6533
2014-09-09,0.5882
2014-09-08,0.4970
2014-09-05,0.3915
2014-09-04,0.5171
2014-09-03,0.6077
2014-09-02,0.6756
2014-08-29,0.7897
2014-08-28,0.8172
2014-08-27,0.8154
2014-08-26,0.7126
2014-08-25,0.5377
2014-08-22,0.3273
2014-08-21,0.1238
2014-08-20,-0.1422
2014-08-19,-0.4687
2014-08-18,-0.7332
2014-08-15,-1.0108
2014-08-14,-1.1990
