Dates,PPO Values
2014-08-13,-1.5012
2014-08-12,-1.6868
2014-08-11,-1.7724
2014-08-08,-1.8837
2014-08-07,-1.9844
2014-08-06,-2.0184
2014-08-05,-1.9087
2014-08-04,-1.9242
2014-08-01,-1.8072
2014-07-31,-1.6706
2014-07-30,-1.4827
2014-07-29,-1.3705
2014-07-28,-1.2114
2014-07-25,-1.0522
2014-07-24,-0.8467
2014-07-23,-0.6695
2014-07-22,-0.6181
2014-07-21,-0.7841
2014-07-18,-0.8701
2014-07-17,-0.9148
2014-07-16,-0.8191
2014-07-15,-0.8075
2014-07-14,-0.9141
2014-07-11,-1.0700
2014-07-10,-1.1401
2014-07-09,-1.1102
2014-07-08,-1.0566
2014-07-07,-0.9735
2014-07-03,-1.0346
2014-07-02,-1.0521
2014-07-01,-0.9897
2014-06-30,-0.9377
2014-06-27,-0.7867
2014-06-26,-0.6855
2014-06-25,-0.5069
2014-06-24,-0.1992
2014-06-23,0.0340
2014-06-20,0.2002
2014-06-19,0.3136
2014-06-18,0.3988
2014-06-17,0.5276
2014-06-16,0.6865
2014-06-13,0.8724
2014-06-12,1.1157
2014-06-11,1.4173
2014-06-10,1.6376
2014-06-09,1.6581
2014-06-06,1.6057
2014-06-05,1.4921
2014-06-04,1.4324
2014-06-03,1.4481
2014-06-02,1.4044
2014-05-30,1.3256
2014-05-29,1.2546
2014-05-28,1.1531
2014-05-27,1.0683
2014-05-23,0.9558
2014-05-22,0.9345
2014-05-21,0.9377
2014-05-20,0.9967
2014-05-19,1.1651
2014-05-16,1.2253
2014-05-15,1.3262
2014-05-14,1.4045
2014-05-13,1.3446
2014-05-12,1.2113
2014-05-09,1.0889
2014-05-08,1.0341
2014-05-07,0.9904
2014-05-06,0.9371
2014-05-05,0.8746
2014-05-02,0.6917
2014-05-01,0.6077
2014-04-30,0.6092
2014-04-29,0.5575
2014-04-28,0.5351
2014-04-25,0.6050
2014-04-24,0.5557
2014-04-23,0.3880
2014-04-22,0.1051
2014-04-21,-0.0099
2014-04-17,-0.1788
2014-04-16,-0.4004
2014-04-15,-0.5247
2014-04-14,-0.5313
2014-04-11,-0.4491
2014-04-10,-0.2424
2014-04-09,-0.1031
2014-04-08,-0.1861
2014-04-07,-0.0685
2014-04-04,-0.0340
2014-04-03,-0.1339
2014-04-02,-0.3731
2014-04-01,-0.6357
2014-03-31,-0.9543
2014-03-28,-1.1251
2014-03-27,-1.2424
2014-03-26,-1.2717
2014-03-25,-1.3170
2014-03-24,-1.3960
2014-03-21,-1.4276
2014-03-20,-1.3793
2014-03-19,-1.3917
2014-03-18,-1.2674
2014-03-17,-1.2370
2014-03-14,-1.2919
2014-03-13,-1.1577
2014-03-12,-0.8740
2014-03-11,-0.7043
2014-03-10,-0.5770
2014-03-07,-0.5034
2014-03-06,-0.5329
2014-03-05,-0.5881
2014-03-04,-0.6444
2014-03-03,-0.8207
2014-02-28,-0.8748
2014-02-27,-0.9865
2014-02-26,-1.0862
2014-02-25,-1.0433
2014-02-24,-0.9874
2014-02-21,-1.1237
2014-02-20,-1.1779
2014-02-19,-1.3310
2014-02-18,-1.4147
2014-02-14,-1.6778
2014-02-13,-1.9520
2014-02-12,-2.2212
2014-02-11,-2.4235
2014-02-10,-2.7491
2014-02-07,-2.8875
2014-02-06,-3.0118
2014-02-05,-2.7872
2014-02-04,-2.3687
2014-02-03,-1.8603
2014-01-31,-1.2753
2014-01-30,-0.6856
2014-01-29,-0.0276
2014-01-28,0.5648
2014-01-27,0.7746
2014-01-24,1.0112
2014-01-23,1.3497
2014-01-22,1.4241
2014-01-21,1.2756
2014-01-17,1.2628
2014-01-16,1.3161
2014-01-15,1.3830
2014-01-14,1.4181
2014-01-13,1.4867
2014-01-10,1.5018
2014-01-09,1.4102
2014-01-08,1.2541
2014-01-07,1.1319
2014-01-06,0.9810
2014-01-03,0.9297
2014-01-02,0.9094
2013-12-31,0.9411
2013-12-30,0.9813
2013-12-27,1.0611
2013-12-26,1.0738
2013-12-24,0.9710
2013-12-23,0.9333
2013-12-20,0.9037
2013-12-19,0.8319
2013-12-18,0.8415
2013-12-17,0.8170
2013-12-16,0.7437
2013-12-13,0.7274
2013-12-12,0.7639
2013-12-11,0.8657
2013-12-10,1.0135
2013-12-09,1.1007
2013-12-06,1.1211
2013-12-05,1.0922
2013-12-04,1.2267
2013-12-03,1.4745
2013-12-02,1.7312
2013-11-29,1.8692
2013-11-27,2.0113
2013-11-26,2.1276
2013-11-25,2.2401
2013-11-22,2.4868
2013-11-21,2.5387
2013-11-20,2.7998
2013-11-19,3.1292
2013-11-18,3.1576
2013-11-15,3.0389
2013-11-14,3.0150
2013-11-13,3.0146
2013-11-12,3.1177
2013-11-11,3.2684
2013-11-08,3.3965
2013-11-07,3.4335
2013-11-06,3.5847
2013-11-05,3.5985
2013-11-04,3.5605
2013-11-01,3.5179
2013-10-31,3.3882
2013-10-30,3.3724
2013-10-29,3.3663
2013-10-28,3.3074
2013-10-25,3.1614
2013-10-24,2.8131
2013-10-23,2.5028
2013-10-22,2.0580
2013-10-21,2.0104
2013-10-18,2.0053
2013-10-17,1.8779
2013-10-16,1.7050
2013-10-15,1.6260
2013-10-14,1.6883
2013-10-11,1.6311
2013-10-10,1.6627
2013-10-09,1.5975
2013-10-08,1.8793
2013-10-07,2.1268
2013-10-04,2.3024
2013-10-03,2.4483
2013-10-02,2.7705
2013-10-01,2.9140
2013-09-30,3.0620
2013-09-27,3.2277
2013-09-26,3.2818
2013-09-25,3.2440
2013-09-24,3.2221
2013-09-23,3.0997
2013-09-20,3.0275
2013-09-19,2.9672
2013-09-18,2.6221
2013-09-17,2.1923
2013-09-16,1.7213
2013-09-13,1.2204
2013-09-12,0.9682
2013-09-11,0.7757
2013-09-10,0.5715
2013-09-09,0.4033
2013-09-06,0.2765
2013-09-05,0.2186
2013-09-04,0.0850
2013-09-03,-0.0599
2013-08-30,-0.1118
2013-08-29,-0.0701
2013-08-28,-0.1144
2013-08-27,-0.0076
2013-08-26,0.1344
2013-08-23,0.0883
2013-08-22,0.0329
2013-08-21,-0.0052
2013-08-20,0.0659
2013-08-19,0.0856
2013-08-16,0.1008
2013-08-15,0.2400
2013-08-14,0.4854
2013-08-13,0.6530
2013-08-12,0.6578
2013-08-09,0.8461
2013-08-08,0.9692
2013-08-07,1.0632
2013-08-06,1.1118
2013-08-05,1.1447
2013-08-02,1.1255
2013-08-01,1.0456
2013-07-31,1.0435
2013-07-30,1.1798
2013-07-29,1.2759
2013-07-26,1.4688
2013-07-25,1.6176
2013-07-24,1.6780
2013-07-23,1.7060
2013-07-22,1.6349
2013-07-19,1.6093
2013-07-18,1.5424
2013-07-17,1.3674
2013-07-16,1.4012
2013-07-15,1.4787
2013-07-12,1.4150
2013-07-11,1.6862
2013-07-10,1.5137
2013-07-09,1.4060
2013-07-08,1.3280
2013-07-05,1.2388
2013-07-03,1.1228
2013-07-02,1.0888
2013-07-01,1.1720
2013-06-28,1.0827
2013-06-27,1.0329
2013-06-26,0.8816
2013-06-25,0.9184
2013-06-24,1.1632
2013-06-21,1.5413
2013-06-20,1.7863
2013-06-19,2.1073
2013-06-18,2.2243
2013-06-17,2.1561
2013-06-14,2.1418
2013-06-13,2.2130
2013-06-12,2.2373
2013-06-11,2.3652
2013-06-10,2.4048
2013-06-07,2.3688
2013-06-06,2.2602
2013-06-05,2.3685
2013-06-04,2.6032
2013-06-03,2.7491
2013-05-31,2.7775
2013-05-30,2.9506
2013-05-29,2.9696
2013-05-28,3.1003
2013-05-24,3.1137
2013-05-23,3.0945
2013-05-22,3.0481
2013-05-21,3.1349
2013-05-20,3.1108
2013-05-17,3.0346
2013-05-16,2.8669
2013-05-15,2.8607
2013-05-14,2.7602
2013-05-13,2.6878
2013-05-10,2.7023
2013-05-09,2.7371
2013-05-08,2.6988
2013-05-07,2.6715
2013-05-06,2.5654
2013-05-03,2.4564
2013-05-02,2.3287
2013-05-01,2.3023
2013-04-30,2.3506
2013-04-29,2.3506
2013-04-26,2.2583
2013-04-25,1.9948
2013-04-24,1.7611
2013-04-23,1.5310
2013-04-22,1.5233
2013-04-19,1.6367
2013-04-18,1.6373
2013-04-17,1.8306
2013-04-16,1.9837
2013-04-15,2.1266
2013-04-12,2.2922
2013-04-11,2.2193
2013-04-10,2.1342
2013-04-09,2.0769
2013-04-08,2.0446
2013-04-05,2.0273
2013-04-04,2.0443
2013-04-03,2.1827
2013-04-02,2.3986
2013-04-01,2.6721
2013-03-28,2.8425
2013-03-27,2.9457
2013-03-26,2.9908
2013-03-25,2.9516
2013-03-22,3.0723
2013-03-21,3.1842
2013-03-20,3.3396
2013-03-19,3.3599
2013-03-18,3.3165
2013-03-15,3.2498
2013-03-14,2.9550
2013-03-13,2.7562
2013-03-12,2.4390
2013-03-11,2.0661
2013-03-08,1.7104
2013-03-07,1.4491
2013-03-06,1.1138
2013-03-05,0.9271
2013-03-04,0.7294
2013-03-01,0.6751
2013-02-28,0.5701
2013-02-27,0.4782
2013-02-26,0.2913
2013-02-25,0.2790
2013-02-22,0.3430
2013-02-21,0.1992
2013-02-20,0.1004
2013-02-19,0.1396
2013-02-15,0.2053
2013-02-14,0.2346
2013-02-13,0.2822
2013-02-12,0.3591
2013-02-11,0.3545
2013-02-08,0.3595
2013-02-07,0.2677
2013-02-06,0.0284
2013-02-05,-0.1238
2013-02-04,-0.2623
2013-02-01,-0.3428
2013-01-31,-0.3943
2013-01-30,-0.3181
2013-01-29,-0.3144
2013-01-28,-0.1775
2013-01-25,-0.0481
2013-01-24,-0.0219
2013-01-23,-0.0273
2013-01-22,0.1053
2013-01-18,0.2902
2013-01-17,0.4033
2013-01-16,0.5121
2013-01-15,0.7667
2013-01-14,0.7323
2013-01-11,0.7299
2013-01-10,0.9024
2013-01-09,0.8508
2013-01-08,0.8165
2013-01-07,1.1138
2013-01-04,1.2089
2013-01-03,1.1034
2013-01-02,0.9810
2012-12-31,0.8633
2012-12-28,0.9313
2012-12-27,1.0953
2012-12-26,1.1344
2012-12-24,1.1420
2012-12-21,1.1416
2012-12-20,1.0967
2012-12-19,1.0188
2012-12-18,0.9979
2012-12-17,0.9550
2012-12-14,1.0051
2012-12-13,1.1408
2012-12-12,1.2563
2012-12-11,1.2278
2012-12-10,1.1247
2012-12-07,1.0155
2012-12-06,0.9835
2012-12-05,1.0193
2012-12-04,1.0654
2012-12-03,1.0836
2012-11-30,1.0951
2012-11-29,1.0572
2012-11-28,1.0152
2012-11-27,0.9504
2012-11-26,0.7969
2012-11-23,0.6190
2012-11-21,0.4565
2012-11-20,0.3251
2012-11-19,0.2389
2012-11-16,0.2076
2012-11-15,0.3339
2012-11-14,0.4518
2012-11-13,0.5602
2012-11-12,0.3966
2012-11-09,0.1337
2012-11-08,-0.1425
2012-11-07,-0.1678
2012-11-06,-0.0727
2012-11-05,-0.1600
2012-11-02,-0.0396
2012-11-01,0.1655
2012-10-31,0.3192
2012-10-26,0.5599
2012-10-25,0.7639
2012-10-24,0.9526
2012-10-23,1.0151
2012-10-22,1.0647
2012-10-19,0.9884
2012-10-18,0.8318
2012-10-17,0.5827
2012-10-16,0.3440
2012-10-15,0.0538
2012-10-12,-0.1418
2012-10-11,-0.3325
2012-10-10,-0.4238
2012-10-09,-0.4632
2012-10-08,-0.5503
2012-10-05,-0.6433
2012-10-04,-0.7990
2012-10-03,-0.8482
2012-10-02,-0.8871
2012-10-01,-0.8762
2012-09-28,-0.9193
2012-09-27,-0.9009
2012-09-26,-0.9376
2012-09-25,-0.9925
2012-09-24,-0.9228
2012-09-21,-0.9146
2012-09-20,-0.8825
2012-09-19,-0.8119
2012-09-18,-0.7178
2012-09-17,-0.6663
2012-09-14,-0.5159
2012-09-13,-0.5103
2012-09-12,-0.5384
2012-09-11,-0.4786
2012-09-10,-0.4394
2012-09-07,-0.3563
2012-09-06,-0.5009
2012-09-05,-0.6685
2012-09-04,-0.7452
2012-08-31,-0.6835
2012-08-30,-0.6701
2012-08-29,-0.5618
2012-08-28,-0.5031
2012-08-27,-0.4325
2012-08-24,-0.3169
2012-08-23,-0.1247
2012-08-22,0.2227
2012-08-21,0.3230
2012-08-20,0.3812
2012-08-17,0.3723
2012-08-16,0.3444
2012-08-15,0.3411
2012-08-14,0.4111
2012-08-13,0.4530
2012-08-10,0.4476
2012-08-09,0.4313
2012-08-08,0.3944
2012-08-07,0.2971
2012-08-06,0.1876
2012-08-03,0.2629
2012-08-02,0.3663
2012-08-01,0.6063
2012-07-31,0.7956
2012-07-30,0.8685
2012-07-27,0.8177
2012-07-26,0.6505
2012-07-25,0.5097
2012-07-24,0.4443
2012-07-23,0.6327
2012-07-20,0.7415
2012-07-19,0.7335
2012-07-18,0.5771
2012-07-17,0.5037
2012-07-16,0.5115
2012-07-13,0.5335
2012-07-12,0.4782
2012-07-11,0.6527
2012-07-10,0.8923
2012-07-09,0.9478
2012-07-06,0.8916
2012-07-05,0.8539
2012-07-03,0.6875
2012-07-02,0.4876
2012-06-29,0.3784
2012-06-28,0.0736
2012-06-27,0.0696
2012-06-26,0.0222
2012-06-25,0.0953
2012-06-22,0.1701
2012-06-21,0.1336
2012-06-20,0.1689
2012-06-19,-0.0221
2012-06-18,-0.2536
2012-06-15,-0.3998
2012-06-14,-0.5937
2012-06-13,-0.8128
2012-06-12,-1.1114
2012-06-11,-1.5526
2012-06-08,-1.7339
2012-06-07,-1.9153
2012-06-06,-2.1204
2012-06-05,-2.2156
2012-06-04,-2.0966
2012-06-01,-1.9057
2012-05-31,-1.6011
2012-05-30,-1.5315
2012-05-29,-1.3906
2012-05-25,-1.3354
2012-05-24,-1.1901
2012-05-23,-1.1845
2012-05-22,-1.1858
2012-05-21,-1.1580
2012-05-18,-1.1483
2012-05-17,-0.7537
2012-05-16,-0.3245
2012-05-15,-0.1357
2012-05-14,0.0748
2012-05-11,0.2679
2012-05-10,0.4499
2012-05-09,0.6427
2012-05-08,0.8454
2012-05-07,0.9692
2012-05-04,1.0380
2012-05-03,1.1268
2012-05-02,1.0904
2012-05-01,0.9694
2012-04-30,0.8008
2012-04-27,0.6336
2012-04-26,0.3453
2012-04-25,0.0081
2012-04-24,-0.4376
2012-04-23,-0.4646
2012-04-20,-0.4438
2012-04-19,-0.5065
2012-04-18,-0.5167
2012-04-17,-0.6069
2012-04-16,-0.7659
2012-04-13,-0.7619
2012-04-12,-0.7791
2012-04-11,-0.8702
2012-04-10,-0.7343
2012-04-09,-0.3903
2012-04-05,-0.1993
2012-04-04,-0.1120
2012-04-03,-0.0102
2012-04-02,-0.0140
2012-03-30,-0.0895
2012-03-29,-0.0754
2012-03-28,-0.0168
2012-03-27,0.0241
2012-03-26,0.0106
2012-03-23,-0.0573
2012-03-22,0.0218
2012-03-21,0.1292
2012-03-20,0.1160
2012-03-19,0.0797
2012-03-16,-0.0033
2012-03-15,-0.0820
2012-03-14,-0.2129
2012-03-13,-0.3497
2012-03-12,-0.3931
2012-03-09,-0.3456
2012-03-08,-0.2376
2012-03-07,-0.2169
2012-03-06,-0.0987
2012-03-05,0.1836
2012-03-02,0.3273
2012-03-01,0.4017
2012-02-29,0.4663
2012-02-28,0.5597
2012-02-27,0.6423
2012-02-24,0.7317
2012-02-23,0.7204
2012-02-22,0.7236
2012-02-21,0.6887
2012-02-17,0.6799
2012-02-16,0.7089
2012-02-15,0.7463
2012-02-14,0.7914
2012-02-13,0.7898
2012-02-10,0.8726
2012-02-09,0.9521
2012-02-08,0.9105
2012-02-07,0.9036
2012-02-06,0.9764
2012-02-03,1.0198
2012-02-02,0.9407
2012-02-01,0.9778
2012-01-31,0.9905
2012-01-30,1.1543
2012-01-27,1.3494
2012-01-26,1.5258
2012-01-25,1.6256
2012-01-24,1.6597
2012-01-23,1.7413
2012-01-20,1.7994
2012-01-19,1.8456
2012-01-18,1.8716
2012-01-17,1.9454
2012-01-13,1.9861
2012-01-12,2.0967
2012-01-11,2.0813
2012-01-10,2.1367
2012-01-09,2.1393
2012-01-06,2.1758
2012-01-05,2.2664
2012-01-04,2.4115
2012-01-03,2.4493
2011-12-30,2.4761
2011-12-29,2.5954
2011-12-28,2.6018
2011-12-27,2.6909
2011-12-23,2.6206
2011-12-22,2.5324
2011-12-21,2.3333
2011-12-20,2.1415
2011-12-19,2.0287
2011-12-16,2.1858
2011-12-15,2.2302
2011-12-14,2.3121
2011-12-13,2.4806
2011-12-12,2.5184
2011-12-09,2.5286
2011-12-08,2.3501
2011-12-07,2.3461
2011-12-06,2.2406
2011-12-05,2.0294
2011-12-02,1.6920
2011-12-01,1.1972
2011-11-30,0.5880
2011-11-29,0.1501
2011-11-28,0.1238
2011-11-25,0.1307
2011-11-23,0.4831
2011-11-22,0.9888
2011-11-21,1.3100
2011-11-18,1.5142
2011-11-17,1.4600
2011-11-16,1.5804
2011-11-15,1.6725
2011-11-14,1.5173
2011-11-11,1.2946
2011-11-10,1.1482
2011-11-09,1.2716
2011-11-08,1.4545
2011-11-07,1.3372
2011-11-04,1.2888
2011-11-03,1.2843
2011-11-02,1.1979
2011-11-01,1.3515
2011-10-31,1.7212
2011-10-28,1.7569
2011-10-27,1.4004
2011-10-26,0.9965
2011-10-25,0.6402
2011-10-24,0.6309
2011-10-21,0.4432
2011-10-20,0.2218
2011-10-19,0.2763
2011-10-18,0.2412
2011-10-17,0.1341
2011-10-14,0.2704
2011-10-13,0.0971
2011-10-12,-0.0675
2011-10-11,-0.4068
2011-10-10,-0.7783
2011-10-07,-1.2530
2011-10-06,-1.4726
2011-10-05,-1.6764
2011-10-04,-1.6589
2011-10-03,-1.4776
2011-09-30,-1.0816
2011-09-29,-0.9352
2011-09-28,-1.0396
2011-09-27,-1.0841
2011-09-26,-1.2658
2011-09-23,-1.3533
2011-09-22,-1.0382
2011-09-21,-0.4983
2011-09-20,-0.1772
2011-09-19,-0.1722
2011-09-16,-0.2576
2011-09-15,-0.5603
2011-09-14,-0.7689
2011-09-13,-0.8163
2011-09-12,-0.8359
2011-09-09,-0.7751
2011-09-08,-0.5907
2011-09-07,-0.5109
2011-09-06,-0.7356
2011-09-02,-0.6711
2011-09-01,-0.7805
2011-08-31,-1.2327
2011-08-30,-1.9254
2011-08-29,-2.6509
2011-08-26,-3.3064
2011-08-25,-3.7986
2011-08-24,-4.0901
2011-08-23,-4.5002
2011-08-22,-4.8061
2011-08-19,-4.7354
2011-08-18,-4.4486
2011-08-17,-4.2549
2011-08-16,-4.4741
2011-08-15,-4.6983
2011-08-12,-4.9927
2011-08-11,-5.1463
2011-08-10,-4.8158
2011-08-09,-4.1197
2011-08-08,-3.8822
2011-08-05,-2.9921
2011-08-04,-2.4379
2011-08-03,-1.7609
2011-08-02,-1.4972
2011-08-01,-1.1949
2011-07-29,-1.1696
2011-07-28,-1.1409
2011-07-27,-1.1152
2011-07-26,-1.0624
2011-07-25,-0.9140
2011-07-22,-0.8745
2011-07-21,-1.0029
2011-07-20,-1.1832
2011-07-19,-1.2805
2011-07-18,-1.1694
2011-07-15,-0.8751
2011-07-14,-0.7306
2011-07-13,-0.5245
2011-07-12,-0.3906
2011-07-11,-0.1819
2011-07-08,-0.1089
2011-07-07,-0.2506
2011-07-06,-0.5552
2011-07-05,-0.7638
2011-07-01,-0.9374
2011-06-30,-1.1620
2011-06-29,-1.3846
2011-06-28,-1.4797
2011-06-27,-1.4921
2011-06-24,-1.4215
2011-06-23,-1.2624
2011-06-22,-1.0417
2011-06-21,-0.8666
2011-06-20,-0.8858
2011-06-17,-0.9713
2011-06-16,-1.0171
2011-06-15,-1.0405
2011-06-14,-1.0335
2011-06-13,-1.1175
2011-06-10,-0.9774
2011-06-09,-0.7522
2011-06-08,-0.6564
2011-06-07,-0.4811
2011-06-06,-0.2957
2011-06-03,-0.1091
2011-06-02,0.0951
2011-06-01,0.2409
2011-05-31,0.4681
2011-05-27,0.3972
2011-05-26,0.4383
2011-05-25,0.5279
2011-05-24,0.6794
2011-05-23,0.9615
2011-05-20,1.2139
2011-05-19,1.3559
2011-05-18,1.4519
2011-05-17,1.6685
2011-05-16,1.9810
2011-05-13,2.2089
2011-05-12,2.3033
2011-05-11,2.3399
2011-05-10,2.3948
2011-05-09,2.3698
2011-05-06,2.3423
2011-05-05,2.3146
2011-05-04,2.3577
2011-05-03,2.3253
2011-05-02,2.1584
2011-04-29,1.9069
2011-04-28,1.5185
2011-04-27,1.1618
2011-04-26,1.0190
2011-04-25,0.8991
2011-04-21,0.8219
2011-04-20,0.6356
2011-04-19,0.4386
2011-04-18,0.4481
2011-04-15,0.5039
2011-04-14,0.5944
2011-04-13,0.7431
2011-04-12,0.9457
2011-04-11,1.0584
2011-04-08,1.0922
2011-04-07,1.1598
2011-04-06,1.1147
2011-04-05,1.1200
2011-04-04,1.1787
2011-04-01,1.1355
2011-03-31,1.0546
2011-03-30,0.9463
2011-03-29,0.8116
2011-03-28,0.6522
2011-03-25,0.4834
2011-03-24,0.2541
2011-03-23,0.0394
2011-03-22,-0.2306
2011-03-21,-0.4471
2011-03-18,-0.6233
2011-03-17,-0.5345
2011-03-16,-0.2985
2011-03-15,0.0928
2011-03-14,0.3023
2011-03-11,0.4151
2011-03-10,0.4247
2011-03-09,0.4806
2011-03-08,0.4309
2011-03-07,0.3680
2011-03-04,0.4482
2011-03-03,0.4125
2011-03-02,0.3737
2011-03-01,0.6248
2011-02-28,0.8572
2011-02-25,0.8722
2011-02-24,0.8370
2011-02-23,0.9995
2011-02-22,1.2678
2011-02-18,1.4922
2011-02-17,1.4572
2011-02-16,1.5046
2011-02-15,1.5086
2011-02-14,1.6455
2011-02-11,1.6734
2011-02-10,1.7012
2011-02-09,1.6366
2011-02-08,1.5331
2011-02-07,1.4258
2011-02-04,1.3792
2011-02-03,1.3785
2011-02-02,1.4149
2011-02-01,1.4376
2011-01-31,1.5485
2011-01-28,1.7851
2011-01-27,2.0976
2011-01-26,2.2735
2011-01-25,2.5432
2011-01-24,2.5288
2011-01-21,2.4000
2011-01-20,2.3508
2011-01-19,2.3340
2011-01-18,2.1863
2011-01-14,1.8516
2011-01-13,1.7510
2011-01-12,1.6312
2011-01-11,1.4037
2011-01-10,1.2705
2011-01-07,1.0603
2011-01-06,0.7291
2011-01-05,0.3814
2011-01-04,0.1343
2011-01-03,-0.1002
2010-12-31,-0.3145
2010-12-30,-0.4049
2010-12-29,-0.4752
2010-12-28,-0.5643
2010-12-27,-0.6399
2010-12-23,-0.7098
2010-12-22,-0.8374
2010-12-21,-0.9172
2010-12-20,-0.9396
2010-12-17,-0.8102
2010-12-16,-0.9101
2010-12-15,-0.9254
2010-12-14,-0.9067
2010-12-13,-0.9090
2010-12-10,-0.7898
2010-12-09,-0.6846
2010-12-08,-0.6111
2010-12-07,-0.5970
2010-12-06,-0.7332
2010-12-03,-0.9522
2010-12-02,-1.2105
2010-12-01,-1.5306
2010-11-30,-1.7809
2010-11-29,-1.7690
2010-11-26,-1.8212
2010-11-24,-1.9303
2010-11-23,-2.1367
2010-11-22,-2.0873
2010-11-19,-2.0622
2010-11-18,-1.9341
2010-11-17,-1.9017
2010-11-16,-1.5122
2010-11-15,-1.0428
2010-11-12,-0.5610
2010-11-11,0.1318
2010-11-10,0.6699
2010-11-09,1.0946
2010-11-08,1.3026
2010-11-05,1.4096
2010-11-04,1.3712
2010-11-03,1.3629
2010-11-02,1.6108
2010-11-01,1.8431
2010-10-29,2.0117
2010-10-28,2.1745
2010-10-27,2.2593
2010-10-26,2.3935
2010-10-25,2.4657
2010-10-22,2.4685
2010-10-21,2.4929
2010-10-20,2.4509
2010-10-19,2.3798
2010-10-18,2.5941
2010-10-15,2.6552
2010-10-14,2.7111
2010-10-13,2.5546
2010-10-12,2.2962
2010-10-11,2.1160
2010-10-08,1.8861
2010-10-07,1.6771
2010-10-06,1.5011
2010-10-05,1.2329
2010-10-04,0.8653
2010-10-01,0.7361
2010-09-30,0.4803
2010-09-29,0.1906
2010-09-28,-0.0933
2010-09-27,-0.2237
2010-09-24,-0.2863
2010-09-23,-0.4758
2010-09-22,-0.3981
2010-09-21,-0.4937
2010-09-20,-0.6615
2010-09-17,-0.7841
2010-09-16,-0.8054
2010-09-15,-0.7616
2010-09-14,-0.7190
2010-09-13,-0.6593
2010-09-10,-0.8025
2010-09-09,-0.9175
2010-09-08,-0.9868
2010-09-07,-1.2309
2010-09-03,-1.3511
2010-09-02,-1.6810
2010-09-01,-1.8762
2010-08-31,-1.9209
2010-08-30,-1.7648
2010-08-27,-1.6974
2010-08-26,-1.7569
2010-08-25,-1.5158
2010-08-24,-1.1024
2010-08-23,-0.5922
2010-08-20,-0.3056
2010-08-19,-0.1379
2010-08-18,0.0742
2010-08-17,0.1315
2010-08-16,0.2043
2010-08-13,0.5370
2010-08-12,0.8854
2010-08-11,1.3369
2010-08-10,1.7565
2010-08-09,1.8130
2010-08-06,1.8024
2010-08-05,1.8054
2010-08-04,1.7804
2010-08-03,1.6392
2010-08-02,1.4523
2010-07-30,1.1664
2010-07-29,1.0191
2010-07-28,0.9567
2010-07-27,0.8470
2010-07-26,0.4913
2010-07-23,-0.0103
2010-07-22,-0.5106
2010-07-21,-0.9343
2010-07-20,-0.9173
2010-07-19,-0.9939
2010-07-16,-0.9660
2010-07-15,-0.7142
2010-07-14,-0.7741
2010-07-13,-0.8995
2010-07-12,-0.9957
2010-07-09,-1.0898
2010-07-08,-1.2446
2010-07-07,-1.4352
2010-07-06,-1.4310
2010-07-02,-1.1001
2010-07-01,-0.7572
2010-06-30,-0.3625
2010-06-29,0.0665
2010-06-28,0.5647
2010-06-25,0.5406
2010-06-24,0.2766
2010-06-23,0.1400
2010-06-22,-0.0402
2010-06-21,-0.0893
2010-06-18,-0.4125
2010-06-17,-0.8193
2010-06-16,-1.2190
2010-06-15,-1.6768
2010-06-14,-2.3098
2010-06-11,-2.6621
2010-06-10,-3.1624
2010-06-09,-3.5161
2010-06-08,-3.5678
2010-06-07,-3.4744
2010-06-04,-3.1681
2010-06-03,-2.9036
2010-06-02,-3.0203
2010-06-01,-3.1310
2010-05-28,-3.0137
2010-05-27,-3.0134
2010-05-26,-3.1168
2010-05-25,-2.9205
2010-05-24,-2.5619
2010-05-21,-2.1320
2010-05-20,-1.7708
2010-05-19,-1.0643
2010-05-18,-0.6250
2010-05-17,-0.2784
2010-05-14,-0.1143
2010-05-13,0.0761
2010-05-12,0.0412
2010-05-11,-0.1626
2010-05-10,-0.2133
2010-05-07,-0.2148
2010-05-06,0.3957
2010-05-05,0.9861
2010-05-04,1.2971
2010-05-03,1.2618
2010-04-30,1.1976
2010-04-29,1.3717
2010-04-28,1.3839
2010-04-27,1.5777
2010-04-26,1.7869
2010-04-23,1.7680
2010-04-22,1.6059
2010-04-21,1.3075
2010-04-20,1.1066
2010-04-19,1.2245
2010-04-16,1.4212
2010-04-15,1.6757
2010-04-14,1.7918
2010-04-13,1.9693
2010-04-12,2.2396
2010-04-09,2.4488
2010-04-08,2.6092
2010-04-07,2.7957
2010-04-06,3.0184
2010-04-05,3.2216
2010-04-01,3.4793
2010-03-31,3.6219
2010-03-30,3.8042
2010-03-29,3.8480
2010-03-26,3.7603
2010-03-25,3.8087
2010-03-24,3.8261
2010-03-23,3.8135
2010-03-22,3.7579
2010-03-19,3.6666
2010-03-18,3.6691
2010-03-17,3.5922
2010-03-16,3.6621
2010-03-15,3.7959
2010-03-12,3.8055
2010-03-11,3.6917
2010-03-10,3.4484
2010-03-09,3.0868
2010-03-08,2.9199
2010-03-05,2.7460
2010-03-04,2.3669
2010-03-03,2.2249
2010-03-02,2.1866
2010-03-01,2.1056
2010-02-26,2.0412
2010-02-25,2.0655
2010-02-24,2.1132
2010-02-23,2.0417
2010-02-22,2.0365
2010-02-19,1.7984
2010-02-18,1.5275
2010-02-17,1.2733
