Dates,MINUS_DI Values
2023-03-22,23.3308
2023-03-21,22.8800
2023-03-20,22.9498
2023-03-17,23.0379
2023-03-16,23.1119
2023-03-15,23.2802
2023-03-14,22.5746
2023-03-13,22.7529
2023-03-10,22.9292
2023-03-09,22.8626
2023-03-08,22.5785
2023-03-07,22.4875
2023-03-06,22.4401
2023-03-03,22.5360
2023-03-02,22.6535
2023-03-01,22.7798
2023-02-28,22.8608
2023-02-27,22.9149
2023-02-24,23.0029
2023-02-23,22.5440
2023-02-22,22.6126
2023-02-21,22.6343
2023-02-17,22.5515
2023-02-16,22.2808
2023-02-15,22.1842
2023-02-14,22.2498
2023-02-13,22.3897
2023-02-10,22.4731
2023-02-09,22.5420
2023-02-08,22.5034
2023-02-07,22.5720
2023-02-06,22.7160
2023-02-03,22.6472
2023-02-02,22.5312
2023-02-01,22.3766
2023-01-31,22.4974
2023-01-30,22.5810
2023-01-27,22.5136
2023-01-26,22.5727
2023-01-25,22.6856
2023-01-24,22.8868
2023-01-23,22.8599
2023-01-20,22.9352
2023-01-19,22.9880
2023-01-18,22.7405
2023-01-17,22.8132
2023-01-13,22.7108
2023-01-12,22.7975
2023-01-11,22.9275
2023-01-10,22.9928
2023-01-09,22.7640
2023-01-06,22.8664
2023-01-05,23.0301
2023-01-04,23.1031
2023-01-03,23.2527
2022-12-30,23.3700
2022-12-29,23.4335
2022-12-28,23.4122
2022-12-27,23.4661
2022-12-23,23.5508
2022-12-22,23.5627
2022-12-21,23.4416
2022-12-20,23.5842
2022-12-19,23.6589
2022-12-16,23.7180
2022-12-15,23.8120
2022-12-14,23.6277
2022-12-13,23.7026
2022-12-12,23.8131
2022-12-09,23.9399
2022-12-08,24.0256
2022-12-07,24.1755
2022-12-06,24.0663
2022-12-05,23.9293
2022-12-02,24.0655
2022-12-01,24.2559
2022-11-30,24.3464
2022-11-29,24.4513
2022-11-28,24.5261
2022-11-25,24.4744
2022-11-23,24.5548
2022-11-22,24.6135
2022-11-21,24.6860
2022-11-18,24.7213
2022-11-17,24.7878
2022-11-16,24.6277
2022-11-15,24.6249
2022-11-14,24.6410
2022-11-11,24.7253
2022-11-10,24.8160
2022-11-09,25.0078
2022-11-08,25.0946
2022-11-07,25.1977
2022-11-04,25.3205
2022-11-03,25.4401
2022-11-02,25.6497
2022-11-01,25.8764
2022-10-31,25.9410
2022-10-28,26.0044
2022-10-27,26.0987
2022-10-26,26.2763
2022-10-25,25.9107
2022-10-24,26.0060
2022-10-21,26.0747
2022-10-20,26.0372
2022-10-19,26.1042
2022-10-18,26.1912
2022-10-17,26.2714
2022-10-14,26.3502
2022-10-13,26.4466
2022-10-12,26.3808
2022-10-11,26.3320
2022-10-10,26.3937
2022-10-07,26.5075
2022-10-06,26.4632
2022-10-05,26.5314
2022-10-04,26.5554
2022-10-03,26.6994
2022-09-30,26.8174
2022-09-29,26.7018
2022-09-28,26.6278
2022-09-27,26.7524
2022-09-26,26.7536
2022-09-23,26.6724
2022-09-22,26.2164
2022-09-21,25.9646
2022-09-20,26.0889
2022-09-19,26.1595
2022-09-16,26.2464
2022-09-15,25.9799
2022-09-14,26.0947
2022-09-13,25.9931
2022-09-12,25.4684
2022-09-09,25.5326
2022-09-08,25.5837
2022-09-07,25.6650
2022-09-06,25.7650
2022-09-02,25.7661
2022-09-01,25.8669
2022-08-31,25.3778
2022-08-30,25.3981
2022-08-29,25.5640
2022-08-26,25.5025
2022-08-25,25.6308
2022-08-24,25.7406
2022-08-23,25.8147
2022-08-22,25.8639
2022-08-19,25.6266
2022-08-18,25.5124
2022-08-17,25.5509
2022-08-16,25.4438
2022-08-15,25.5274
2022-08-12,25.6028
2022-08-11,25.6480
2022-08-10,25.7319
2022-08-09,25.8442
2022-08-08,25.8117
2022-08-05,25.9255
2022-08-04,25.9486
2022-08-03,26.0148
2022-08-02,26.0519
2022-08-01,26.0817
2022-07-29,26.3053
2022-07-28,26.3831
2022-07-27,26.5112
2022-07-26,26.6926
2022-07-25,26.7601
2022-07-22,26.5197
2022-07-21,26.6208
2022-07-20,26.7203
2022-07-19,26.8141
2022-07-18,26.9710
2022-07-15,27.1323
2022-07-14,27.2266
2022-07-13,27.2473
2022-07-12,27.3396
2022-07-11,27.5736
2022-07-08,27.4858
2022-07-07,27.5131
2022-07-06,27.6248
2022-07-05,27.7045
2022-07-01,27.5862
2022-06-30,27.7059
2022-06-29,27.6148
2022-06-28,27.4405
2022-06-27,27.6012
2022-06-24,27.7004
2022-06-23,27.8485
2022-06-22,27.7708
2022-06-21,27.7012
2022-06-17,27.7966
2022-06-16,27.9369
2022-06-15,28.0137
2022-06-14,28.2566
2022-06-13,28.3561
2022-06-10,27.7406
2022-06-09,27.4051
2022-06-08,27.1944
2022-06-07,27.2637
2022-06-06,27.2997
2022-06-03,27.3281
2022-06-02,27.3854
2022-06-01,27.5679
2022-05-31,27.5792
2022-05-27,27.6557
2022-05-26,27.7392
2022-05-25,27.8652
2022-05-24,27.9366
2022-05-23,27.8594
2022-05-20,27.9363
2022-05-19,27.7136
2022-05-18,27.7564
2022-05-17,27.8044
2022-05-16,27.9674
2022-05-13,28.1315
2022-05-12,28.2899
2022-05-11,27.8712
2022-05-10,27.9735
2022-05-09,27.9587
2022-05-06,27.3747
2022-05-05,27.2523
2022-05-04,27.3005
2022-05-03,27.4176
2022-05-02,27.5383
2022-04-29,27.3051
2022-04-28,27.4292
2022-04-27,27.5731
2022-04-26,26.5506
2022-04-25,26.3333
2022-04-22,26.1382
2022-04-21,25.9729
2022-04-20,26.1370
2022-04-19,26.2164
2022-04-18,26.3543
2022-04-14,26.2150
2022-04-13,26.2840
2022-04-12,26.4113
2022-04-11,26.4819
2022-04-08,26.5935
2022-04-07,26.6629
2022-04-06,26.5680
2022-04-05,26.2785
2022-04-04,26.1574
2022-04-01,26.1187
2022-03-31,26.0074
2022-03-30,26.1136
2022-03-29,26.2196
2022-03-28,26.3628
2022-03-25,26.2832
2022-03-24,26.3664
2022-03-23,26.4240
2022-03-22,26.5291
2022-03-21,26.6757
2022-03-18,26.2618
2022-03-17,26.3189
2022-03-16,26.4054
2022-03-15,26.5751
2022-03-14,26.6626
2022-03-11,26.5391
2022-03-10,26.6953
2022-03-09,26.6788
2022-03-08,26.8387
2022-03-07,26.9763
2022-03-04,26.5617
2022-03-03,26.0870
2022-03-02,25.8613
2022-03-01,25.9512
2022-02-28,25.9111
2022-02-25,26.0946
2022-02-24,26.1931
2022-02-23,25.7972
2022-02-22,25.7961
2022-02-18,25.2649
2022-02-17,25.0952
2022-02-16,25.0254
2022-02-15,25.0992
2022-02-14,25.2594
2022-02-11,25.2745
2022-02-10,25.2337
2022-02-09,25.3959
2022-02-08,25.4603
2022-02-07,25.5317
2022-02-04,25.6851
2022-02-03,25.6961
2022-02-02,25.7793
2022-02-01,25.8685
2022-01-31,26.0182
2022-01-28,26.1984
2022-01-27,25.9942
2022-01-26,25.9671
2022-01-25,25.8377
2022-01-24,25.9786
2022-01-21,25.3892
2022-01-20,24.9545
2022-01-19,24.8601
2022-01-18,24.5060
2022-01-14,24.5960
2022-01-13,24.6951
2022-01-12,24.8534
2022-01-11,24.9413
2022-01-10,25.0871
2022-01-07,24.8731
2022-01-06,24.9909
2022-01-05,24.8609
2022-01-04,24.9810
2022-01-03,25.0945
2021-12-31,25.2518
2021-12-30,25.1403
2021-12-29,25.1981
2021-12-28,25.2580
2021-12-27,25.3821
2021-12-23,25.3201
2021-12-22,25.3849
2021-12-21,25.4697
2021-12-20,25.6615
2021-12-17,25.6126
2021-12-16,25.5592
2021-12-15,25.6944
2021-12-14,25.4762
2021-12-13,25.5422
2021-12-10,25.1732
2021-12-09,25.1510
2021-12-08,25.0812
2021-12-07,25.1645
2021-12-06,25.2614
2021-12-03,25.3951
2021-12-02,25.5130
2021-12-01,25.7584
2021-11-30,25.6008
2021-11-29,25.5869
2021-11-26,25.7409
2021-11-24,25.1591
2021-11-23,25.1722
2021-11-22,25.1812
2021-11-19,24.9959
2021-11-18,24.4398
2021-11-17,24.5481
2021-11-16,24.5777
2021-11-15,24.6083
2021-11-12,24.8251
2021-11-11,24.9067
2021-11-10,24.9766
2021-11-09,25.1187
2021-11-08,24.9001
2021-11-05,24.9820
2021-11-04,25.1772
2021-11-03,25.2273
2021-11-02,25.2762
2021-11-01,25.3613
2021-10-29,25.4954
2021-10-28,25.5458
2021-10-27,25.5470
2021-10-26,25.5012
2021-10-25,25.3798
2021-10-22,25.3601
2021-10-21,25.3479
2021-10-20,25.3844
2021-10-19,25.4566
2021-10-18,25.4965
2021-10-15,25.4042
2021-10-14,25.4097
2021-10-13,25.3435
2021-10-12,25.1799
2021-10-11,25.1275
2021-10-08,25.2384
2021-10-07,25.2602
2021-10-06,25.3258
2021-10-05,25.2137
2021-10-04,25.2792
2021-10-01,25.3765
2021-09-30,25.4873
2021-09-29,25.2495
2021-09-28,25.4373
2021-09-27,25.0900
2021-09-24,25.2067
2021-09-23,25.2675
2021-09-22,25.3591
2021-09-21,25.5137
2021-09-20,25.5798
2021-09-17,25.3469
2021-09-16,25.3134
2021-09-15,25.3618
2021-09-14,25.4020
2021-09-13,25.4890
2021-09-10,25.5669
2021-09-09,25.6223
2021-09-08,25.7177
2021-09-07,25.7033
2021-09-03,25.4670
2021-09-02,25.4876
2021-09-01,25.5798
2021-08-31,25.6461
2021-08-30,25.6863
2021-08-27,25.7638
2021-08-26,25.8590
2021-08-25,25.7729
2021-08-24,25.7807
2021-08-23,25.8397
2021-08-20,25.9597
2021-08-19,25.9719
2021-08-18,25.6462
2021-08-17,25.6658
2021-08-16,25.3601
2021-08-13,25.0347
2021-08-12,24.9811
2021-08-11,25.0522
2021-08-10,25.1290
2021-08-09,25.2092
2021-08-06,25.0966
2021-08-05,25.1521
2021-08-04,25.2292
2021-08-03,25.3367
2021-08-02,25.2400
2021-07-30,25.2935
2021-07-29,25.0428
2021-07-28,25.0860
2021-07-27,25.3173
2021-07-26,25.4004
2021-07-23,25.4960
2021-07-22,25.5537
2021-07-21,25.5832
2021-07-20,25.6898
2021-07-19,25.8558
2021-07-16,25.3201
2021-07-15,25.1995
2021-07-14,25.0779
2021-07-13,24.9397
2021-07-12,24.5924
2021-07-09,24.6559
2021-07-08,24.7173
2021-07-07,24.6235
2021-07-06,24.5573
2021-07-02,24.6116
2021-07-01,24.4024
2021-06-30,24.4487
2021-06-29,24.5272
2021-06-28,24.4629
2021-06-25,24.0442
2021-06-24,24.1019
2021-06-23,24.2042
2021-06-22,24.2571
2021-06-21,24.3171
2021-06-18,24.4370
2021-06-17,24.3975
2021-06-16,24.2383
2021-06-15,24.1107
2021-06-14,24.1610
2021-06-11,24.1481
2021-06-10,24.0883
2021-06-09,24.1873
2021-06-08,24.1399
2021-06-07,24.2280
2021-06-04,24.2894
2021-06-03,24.2666
2021-06-02,24.0661
2021-06-01,24.1181
2021-05-28,24.2372
2021-05-27,24.2070
2021-05-26,24.3626
2021-05-25,24.3990
2021-05-24,24.4871
2021-05-21,24.5693
2021-05-20,24.6901
2021-05-19,24.7555
2021-05-18,24.5090
2021-05-17,24.5899
2021-05-14,24.6143
2021-05-13,24.6999
2021-05-12,24.7540
2021-05-11,24.6996
2021-05-10,24.3381
2021-05-07,24.4562
2021-05-06,24.5654
2021-05-05,24.5721
2021-05-04,24.6559
2021-05-03,24.3496
2021-04-30,24.3945
2021-04-29,24.4500
2021-04-28,24.4716
2021-04-27,24.2369
2021-04-26,24.2536
2021-04-23,24.3381
2021-04-22,24.3969
2021-04-21,24.4816
2021-04-20,24.4529
2021-04-19,24.0657
2021-04-16,23.9233
2021-04-15,23.8368
2021-04-14,23.7964
2021-04-13,23.8892
2021-04-12,23.9994
2021-04-09,23.9066
2021-04-08,23.9788
2021-04-07,23.9696
2021-04-06,23.8267
2021-04-05,23.8013
2021-04-01,23.8986
2021-03-31,23.8726
2021-03-30,23.9485
2021-03-29,24.0080
2021-03-26,24.1357
2021-03-25,24.2741
2021-03-24,24.0838
2021-03-23,24.1911
2021-03-22,23.7636
2021-03-19,23.7981
2021-03-18,23.7102
2021-03-17,23.8732
2021-03-16,23.9837
2021-03-15,23.5737
2021-03-12,23.7571
2021-03-11,23.9882
2021-03-10,24.1373
2021-03-09,24.3529
2021-03-08,24.5073
2021-03-05,24.5975
2021-03-04,24.5457
2021-03-03,24.4442
2021-03-02,24.6114
2021-03-01,24.6804
2021-02-26,24.8867
2021-02-25,24.8259
2021-02-24,25.0294
2021-02-23,25.2832
2021-02-22,25.1628
2021-02-19,25.2987
2021-02-18,25.4292
2021-02-17,25.2768
2021-02-16,25.3624
2021-02-12,25.4538
2021-02-11,25.5034
2021-02-10,25.4383
2021-02-09,25.5286
2021-02-08,25.6399
2021-02-05,25.6977
2021-02-04,25.7155
2021-02-03,25.7879
2021-02-02,25.8908
2021-02-01,25.9936
2021-01-29,26.0440
2021-01-28,26.0066
2021-01-27,26.0980
2021-01-26,25.6978
2021-01-25,25.7904
2021-01-22,25.6103
2021-01-21,25.5410
2021-01-20,25.3532
2021-01-19,25.4206
2021-01-15,25.5201
2021-01-14,25.3815
2021-01-13,25.4776
2021-01-12,25.5318
2021-01-11,25.5903
2021-01-08,25.3279
2021-01-07,25.2139
2021-01-06,25.2893
2021-01-05,25.3742
2021-01-04,25.5189
2020-12-31,25.1292
2020-12-30,25.0966
2020-12-29,25.0975
2020-12-28,25.1815
2020-12-24,25.1884
2020-12-23,25.0662
2020-12-22,25.1407
2020-12-21,25.2229
2020-12-18,24.9417
2020-12-17,24.9044
2020-12-16,24.7579
2020-12-15,24.8500
2020-12-14,24.7456
2020-12-11,24.8659
2020-12-10,24.9688
2020-12-09,25.0728
2020-12-08,24.9137
2020-12-07,24.8693
2020-12-04,25.0177
2020-12-03,25.1218
2020-12-02,25.3620
2020-12-01,25.5588
2020-11-30,25.6583
2020-11-27,25.3869
2020-11-25,25.4388
2020-11-24,25.4043
2020-11-23,25.5569
2020-11-20,25.7536
2020-11-19,25.8156
2020-11-18,25.7821
2020-11-17,26.0555
2020-11-16,26.2653
2020-11-13,26.4870
2020-11-12,26.6361
2020-11-11,26.5327
2020-11-10,26.6684
2020-11-09,26.8765
2020-11-06,27.2641
2020-11-05,27.3220
2020-11-04,27.4101
2020-11-03,27.4722
2020-11-02,27.5636
2020-10-30,27.6550
2020-10-29,27.4992
2020-10-28,27.4759
2020-10-27,27.2098
2020-10-26,27.0792
2020-10-23,26.8276
2020-10-22,26.8872
2020-10-21,26.9690
2020-10-20,26.8990
2020-10-19,26.9428
2020-10-16,26.9488
2020-10-15,27.0780
2020-10-14,26.9640
2020-10-13,27.0065
2020-10-12,26.8800
2020-10-09,26.8802
2020-10-08,26.9242
2020-10-07,26.9871
2020-10-06,27.0813
2020-10-05,26.8866
2020-10-02,26.9496
2020-10-01,26.8666
2020-09-30,26.9698
2020-09-29,27.0716
2020-09-28,27.1277
2020-09-25,27.2935
2020-09-24,27.4365
2020-09-23,27.2235
2020-09-22,27.1488
2020-09-21,27.2194
2020-09-18,26.9692
2020-09-17,27.0882
2020-09-16,27.1898
2020-09-15,27.1781
2020-09-14,27.2538
2020-09-11,27.3507
2020-09-10,27.3571
2020-09-09,27.4425
2020-09-08,27.3504
2020-09-04,27.3195
2020-09-03,27.2339
2020-09-02,27.4080
2020-09-01,27.4567
2020-08-31,27.4199
2020-08-28,27.4325
2020-08-27,27.4475
2020-08-26,27.5758
2020-08-25,27.5680
2020-08-24,27.6796
2020-08-21,27.8270
2020-08-20,27.8656
2020-08-19,27.7751
2020-08-18,27.8433
2020-08-17,27.7836
2020-08-14,27.8309
2020-08-13,27.9236
2020-08-12,27.9822
2020-08-11,27.8230
2020-08-10,27.9659
2020-08-07,28.0989
2020-08-06,28.0544
2020-08-05,28.1219
2020-08-04,28.2566
2020-08-03,28.3265
2020-07-31,28.3280
2020-07-30,28.2145
2020-07-29,28.2100
2020-07-28,28.0685
2020-07-27,28.1057
2020-07-24,27.9549
2020-07-23,27.9681
2020-07-22,28.0624
2020-07-21,28.0987
2020-07-20,28.2086
2020-07-17,28.0885
2020-07-16,28.0776
2020-07-15,28.0334
2020-07-14,28.1602
2020-07-13,28.2203
2020-07-10,28.3386
2020-07-09,28.3223
2020-07-08,28.3011
2020-07-07,28.2343
2020-07-06,28.2185
2020-07-02,28.3317
2020-07-01,28.4308
2020-06-30,28.5715
2020-06-29,28.7606
2020-06-26,29.0931
2020-06-25,29.0992
2020-06-24,28.9025
2020-06-23,28.7110
2020-06-22,28.7996
2020-06-19,28.7662
2020-06-18,28.8236
2020-06-17,28.7801
2020-06-16,28.8047
2020-06-15,29.0400
2020-06-12,29.2776
2020-06-11,29.5733
2020-06-10,28.5968
2020-06-09,28.1072
2020-06-08,28.0610
2020-06-05,28.4553
2020-06-04,28.9403
2020-06-03,29.1618
2020-06-02,29.4591
2020-06-01,29.5243
2020-05-29,29.6562
2020-05-28,29.4864
2020-05-27,29.5982
2020-05-26,29.7214
2020-05-22,29.8446
2020-05-21,29.9043
2020-05-20,30.0655
2020-05-19,30.1397
2020-05-18,30.2398
2020-05-15,30.4813
2020-05-14,30.5524
2020-05-13,30.4160
2020-05-12,30.2161
2020-05-11,30.1986
2020-05-08,30.1032
2020-05-07,30.2045
2020-05-06,30.3348
2020-05-05,30.2392
2020-05-04,30.3686
2020-05-01,30.0893
2020-04-30,30.2482
2020-04-29,30.2867
2020-04-28,30.5212
2020-04-27,30.6619
2020-04-24,30.5529
2020-04-23,30.3172
2020-04-22,30.4263
2020-04-21,30.4742
2020-04-20,30.2532
2020-04-17,30.3006
2020-04-16,30.5921
2020-04-15,30.7706
2020-04-14,30.6611
2020-04-13,30.5409
2020-04-09,30.4991
2020-04-08,30.6648
2020-04-07,30.8512
2020-04-06,31.2244
2020-04-03,31.6148
2020-04-02,31.7527
2020-04-01,31.5192
2020-03-31,30.8706
2020-03-30,31.0505
2020-03-27,30.6356
2020-03-26,30.4338
2020-03-25,30.8662
2020-03-24,31.6247
2020-03-23,31.9958
2020-03-20,32.3497
2020-03-19,32.5676
2020-03-18,32.7959
2020-03-17,32.7569
2020-03-16,31.8596
2020-03-13,30.7829
2020-03-12,31.1863
2020-03-11,29.9801
2020-03-10,29.1230
2020-03-09,28.9642
2020-03-06,28.1069
2020-03-05,27.7626
2020-03-04,27.1105
2020-03-03,27.1913
2020-03-02,27.5100
2020-02-28,27.8019
2020-02-27,27.2112
2020-02-26,26.3482
2020-02-25,26.5301
2020-02-24,26.0207
2020-02-21,25.3810
2020-02-20,25.1549
2020-02-19,25.2172
2020-02-18,25.3053
2020-02-14,25.2563
2020-02-13,25.0711
2020-02-12,25.0809
2020-02-11,25.1661
2020-02-10,25.2583
2020-02-07,25.4075
2020-02-06,25.4969
2020-02-05,25.7763
2020-02-04,25.9633
2020-02-03,26.0345
2020-01-31,25.9986
2020-01-30,26.0598
2020-01-29,26.0908
2020-01-28,26.2614
2020-01-27,26.3120
2020-01-24,26.4490
2020-01-23,26.6723
2020-01-22,26.8448
2020-01-21,26.8342
2020-01-17,26.1075
2020-01-16,25.8685
2020-01-15,25.9021
2020-01-14,25.9571
2020-01-13,25.9593
2020-01-10,26.0264
2020-01-09,25.9986
2020-01-08,26.1655
2020-01-07,26.2212
2020-01-06,26.4409
2020-01-03,26.4052
2020-01-02,26.4803
2019-12-31,26.6048
2019-12-30,26.5104
2019-12-27,26.3777
2019-12-26,26.4504
2019-12-24,26.3126
2019-12-23,26.3307
2019-12-20,26.5345
2019-12-19,26.4737
2019-12-18,26.5407
2019-12-17,26.6749
2019-12-16,26.4870
2019-12-13,25.8315
2019-12-12,25.9622
2019-12-11,26.1236
2019-12-10,25.7563
2019-12-09,25.6884
2019-12-06,25.7598
2019-12-05,25.8981
2019-12-04,25.7765
2019-12-03,25.8789
2019-12-02,25.5418
2019-11-29,25.0558
2019-11-27,25.0504
2019-11-26,24.8740
2019-11-25,24.9258
2019-11-22,25.0033
2019-11-21,25.1116
2019-11-20,25.1826
2019-11-19,25.2626
2019-11-18,25.0832
2019-11-15,25.2007
2019-11-14,25.2931
2019-11-13,25.4006
2019-11-12,25.4853
2019-11-11,25.5948
2019-11-08,25.9733
2019-11-07,25.8057
2019-11-06,25.9196
2019-11-05,26.0145
2019-11-04,26.1806
2019-11-01,26.2800
2019-10-31,26.3705
2019-10-30,26.2449
2019-10-29,26.3516
2019-10-28,26.5190
2019-10-25,26.6069
2019-10-24,26.6976
2019-10-23,26.8258
2019-10-22,27.0579
2019-10-21,27.2287
2019-10-18,26.3588
2019-10-17,25.2261
2019-10-16,25.2885
2019-10-15,25.4158
2019-10-14,25.3306
2019-10-11,25.4240
2019-10-10,25.5307
2019-10-09,25.4094
2019-10-08,25.4768
2019-10-07,25.3426
2019-10-04,25.4210
2019-10-03,25.4890
2019-10-02,25.5958
2019-10-01,25.1094
2019-09-30,25.1096
2019-09-27,24.9372
2019-09-26,24.9416
2019-09-25,25.0158
2019-09-24,25.1576
2019-09-23,25.2580
2019-09-20,25.1330
2019-09-19,24.9352
2019-09-18,25.0198
2019-09-17,25.1245
2019-09-16,25.2381
2019-09-13,25.2155
2019-09-12,25.3083
2019-09-11,25.4559
2019-09-10,25.6943
2019-09-09,25.8645
2019-09-06,25.7282
2019-09-05,25.8183
2019-09-04,25.9459
2019-09-03,26.0024
2019-08-30,25.5013
2019-08-29,25.5624
2019-08-28,25.6558
2019-08-27,25.6480
2019-08-26,25.5699
2019-08-23,25.7447
2019-08-22,25.9839
2019-08-21,26.2441
2019-08-20,26.4174
2019-08-19,26.3428
2019-08-16,26.4302
2019-08-15,26.5052
2019-08-14,26.5899
2019-08-13,26.1779
2019-08-12,26.2876
2019-08-09,26.2772
2019-08-08,26.3714
2019-08-07,26.4922
2019-08-06,26.3619
2019-08-05,26.4659
2019-08-02,26.3436
2019-08-01,26.4330
2019-07-31,26.1272
2019-07-30,26.2888
2019-07-29,26.3084
2019-07-26,26.2445
2019-07-25,26.1222
2019-07-24,25.5022
2019-07-23,25.0563
2019-07-22,25.0703
2019-07-19,25.2319
2019-07-18,25.4989
2019-07-17,25.5137
2019-07-16,25.6348
2019-07-15,25.6998
2019-07-12,25.7988
2019-07-11,25.9138
2019-07-10,26.0491
2019-07-09,26.1327
2019-07-08,26.1360
2019-07-05,26.1153
2019-07-03,26.2075
2019-07-02,26.2225
2019-07-01,26.2492
2019-06-28,25.9397
2019-06-27,25.9654
2019-06-26,25.7006
2019-06-25,25.8508
2019-06-24,25.7176
2019-06-21,25.7742
2019-06-20,25.8422
2019-06-19,25.9545
2019-06-18,26.1258
2019-06-17,26.4385
2019-06-14,26.5828
2019-06-13,26.6356
2019-06-12,26.7153
2019-06-11,26.4990
2019-06-10,26.2897
2019-06-07,26.3505
2019-06-06,26.4238
2019-06-05,26.5196
2019-06-04,26.3915
2019-06-03,26.5111
2019-05-31,26.0410
2019-05-30,25.7777
2019-05-29,25.8396
2019-05-28,25.4452
2019-05-24,25.5129
2019-05-23,25.6795
2019-05-22,25.2204
2019-05-21,25.1382
2019-05-20,25.2591
2019-05-17,25.3031
2019-05-16,25.4375
2019-05-15,25.6038
2019-05-14,25.7762
2019-05-13,25.9143
2019-05-10,25.5518
2019-05-09,25.6757
2019-05-08,25.6027
2019-05-07,25.6273
2019-05-06,25.2412
2019-05-03,24.8851
2019-05-02,24.9406
2019-05-01,24.8177
2019-04-30,24.8898
2019-04-29,24.8781
2019-04-26,24.9230
2019-04-25,25.0109
2019-04-24,25.1926
2019-04-23,25.3064
2019-04-22,25.2335
2019-04-18,25.1545
2019-04-17,25.2246
2019-04-16,25.3258
2019-04-15,25.4715
2019-04-12,25.5623
2019-04-11,25.7121
2019-04-10,25.8177
2019-04-09,25.6237
2019-04-08,25.4820
2019-04-05,24.6424
2019-04-04,24.7565
2019-04-03,24.9401
2019-04-02,24.7857
2019-04-01,24.8799
2019-03-29,25.0519
2019-03-28,25.1685
2019-03-27,25.2340
2019-03-26,25.2793
2019-03-25,25.4008
2019-03-22,25.5389
2019-03-21,25.0660
2019-03-20,25.0507
2019-03-19,25.1616
2019-03-18,25.2789
2019-03-15,25.4582
2019-03-14,25.4130
2019-03-13,25.5406
2019-03-12,25.5430
2019-03-11,26.0487
2019-03-08,23.8099
2019-03-07,23.8703
2019-03-06,23.6816
2019-03-05,23.4119
2019-03-04,23.4898
2019-03-01,22.8878
2019-02-28,22.9767
2019-02-27,23.0648
2019-02-26,23.2065
2019-02-25,23.1316
2019-02-22,23.2185
2019-02-21,23.3209
2019-02-20,23.3296
2019-02-19,23.4127
2019-02-15,23.4638
2019-02-14,23.5868
2019-02-13,23.6530
2019-02-12,23.7288
2019-02-11,23.8380
2019-02-08,23.9458
2019-02-07,23.7732
2019-02-06,23.8108
2019-02-05,23.9342
2019-02-04,24.1423
2019-02-01,24.2897
2019-01-31,24.4139
2019-01-30,24.5206
2019-01-29,24.9457
2019-01-28,25.0314
2019-01-25,24.9577
2019-01-24,25.0961
2019-01-23,25.1968
2019-01-22,25.2984
2019-01-18,25.0145
2019-01-17,25.1463
2019-01-16,25.3579
2019-01-15,25.4138
2019-01-14,25.5006
2019-01-11,25.5275
2019-01-10,25.6297
2019-01-09,25.8012
2019-01-08,25.9111
2019-01-07,26.1294
2019-01-04,26.2523
2019-01-03,26.5492
2019-01-02,26.5178
2018-12-31,26.3670
2018-12-28,26.4912
2018-12-27,26.6007
2018-12-26,26.8586
2018-12-24,27.2400
2018-12-21,26.7781
2018-12-20,26.7085
2018-12-19,26.4166
2018-12-18,26.2494
2018-12-17,26.5302
2018-12-14,26.7582
2018-12-13,26.3566
2018-12-12,26.4048
2018-12-11,26.5803
2018-12-10,26.8636
2018-12-07,26.6775
2018-12-06,26.9732
2018-12-04,25.7528
