Dates,KAMA Values
2023-03-22,207.3643
2023-03-21,207.5137
2023-03-20,207.5416
2023-03-17,207.5535
2023-03-16,207.5902
2023-03-15,207.6299
2023-03-14,207.7143
2023-03-13,207.7228
2023-03-10,207.7937
2023-03-09,207.8637
2023-03-08,207.9528
2023-03-07,207.9693
2023-03-06,207.9699
2023-03-03,207.8672
2023-03-02,207.6165
2023-03-01,207.5443
2023-02-28,207.6165
2023-02-27,207.7061
2023-02-24,207.8134
2023-02-23,207.9434
2023-02-22,207.9364
2023-02-21,208.0115
2023-02-17,208.1057
2023-02-16,207.9356
2023-02-15,207.7910
2023-02-14,207.3181
2023-02-13,206.6149
2023-02-10,206.1612
2023-02-09,205.8153
2023-02-08,205.4736
2023-02-07,205.1263
2023-02-06,204.6351
2023-02-03,204.5412
2023-02-02,204.4808
2023-02-01,204.2549
2023-01-31,203.5969
2023-01-30,203.0329
2023-01-27,202.7180
2023-01-26,202.2599
2023-01-25,201.7577
2023-01-24,201.2371
2023-01-23,200.5929
2023-01-20,200.0810
2023-01-19,199.7015
2023-01-18,199.2204
2023-01-17,198.4340
2023-01-13,197.1475
2023-01-12,195.1675
2023-01-11,192.8911
2023-01-10,191.3337
2023-01-09,189.6838
2023-01-06,187.3172
2023-01-05,184.9251
2023-01-04,183.1583
2023-01-03,181.3738
2022-12-30,180.2799
2022-12-29,179.5469
2022-12-28,178.8821
2022-12-27,178.1975
2022-12-23,177.3054
2022-12-22,176.3619
2022-12-21,175.3865
2022-12-20,173.2072
2022-12-19,171.8313
2022-12-16,170.5799
2022-12-15,169.4486
2022-12-14,168.3260
2022-12-13,166.5361
2022-12-12,164.4589
2022-12-09,162.1046
2022-12-08,160.6927
2022-12-07,159.6430
2022-12-06,158.6026
2022-12-05,157.2735
2022-12-02,155.1893
2022-12-01,153.7404
2022-11-30,152.9776
2022-11-29,152.0610
2022-11-28,151.3048
2022-11-25,150.7046
2022-11-23,149.8494
2022-11-22,149.1611
2022-11-21,148.5289
2022-11-18,148.1953
2022-11-17,147.7952
2022-11-16,147.4356
2022-11-15,147.0358
2022-11-14,146.4121
2022-11-11,145.8458
2022-11-10,145.1008
2022-11-09,144.5813
2022-11-08,144.3908
2022-11-07,144.2295
2022-11-04,144.1393
2022-11-03,143.9816
2022-11-02,143.8785
2022-11-01,143.8334
2022-10-31,143.8406
2022-10-28,143.8677
2022-10-27,143.8684
2022-10-26,143.9861
2022-10-25,144.4486
2022-10-24,144.3902
2022-10-21,144.4691
2022-10-20,144.5672
2022-10-19,144.7672
2022-10-18,144.9608
2022-10-17,145.2162
2022-10-14,145.5290
2022-10-13,146.0517
2022-10-12,146.6536
2022-10-11,147.3199
2022-10-10,148.0670
2022-10-07,148.5285
2022-10-06,149.1200
2022-10-05,149.5322
2022-10-04,149.9546
2022-10-03,150.3418
2022-09-30,151.2535
2022-09-29,152.8497
2022-09-28,153.9537
2022-09-27,154.4837
2022-09-26,155.0795
2022-09-23,155.6996
2022-09-22,156.1259
2022-09-21,156.2590
2022-09-20,156.3453
2022-09-19,156.4535
2022-09-16,156.5445
2022-09-15,156.6278
2022-09-14,156.7284
2022-09-13,156.8234
2022-09-12,156.9104
2022-09-09,156.8627
2022-09-08,156.8481
2022-09-07,156.8272
2022-09-06,156.8448
2022-09-02,156.9020
2022-09-01,157.0030
2022-08-31,157.0634
2022-08-30,156.9722
2022-08-29,156.8034
2022-08-26,156.4222
2022-08-25,156.0815
2022-08-24,155.0882
2022-08-23,154.4448
2022-08-22,154.2190
2022-08-19,154.0913
2022-08-18,153.8797
2022-08-17,153.4199
2022-08-16,152.9906
2022-08-15,152.2195
2022-08-12,151.5671
2022-08-11,150.6805
2022-08-10,149.9291
2022-08-09,149.0826
2022-08-08,148.3765
2022-08-05,147.4164
2022-08-04,146.4063
2022-08-03,145.4040
2022-08-02,144.2448
2022-08-01,143.5284
2022-07-29,142.2290
2022-07-28,141.7583
2022-07-27,141.1348
2022-07-26,140.7169
2022-07-25,140.2315
2022-07-22,139.8313
2022-07-21,139.4283
2022-07-20,138.8689
2022-07-19,138.6955
2022-07-18,138.5771
2022-07-15,138.4964
2022-07-14,138.4330
2022-07-13,138.3914
2022-07-12,138.3561
2022-07-11,138.2907
2022-07-08,138.3097
2022-07-07,138.2925
2022-07-06,138.2432
2022-07-05,138.3109
2022-07-01,138.3339
2022-06-30,138.2768
2022-06-29,138.3470
2022-06-28,138.3434
2022-06-27,138.3306
2022-06-24,138.3162
2022-06-23,138.2313
2022-06-22,138.3760
2022-06-21,138.4141
2022-06-17,138.4712
2022-06-16,138.5296
2022-06-15,138.7548
2022-06-14,139.0144
2022-06-13,140.2552
2022-06-10,142.4625
2022-06-09,143.7088
2022-06-08,144.3998
2022-06-07,144.6382
2022-06-06,144.8274
2022-06-03,145.1221
2022-06-02,145.3979
2022-06-01,145.6484
2022-05-31,146.5597
2022-05-27,147.5944
2022-05-26,148.5377
2022-05-25,149.9689
2022-05-24,151.6748
2022-05-23,153.5336
2022-05-20,155.0991
2022-05-19,157.2519
2022-05-18,158.9123
2022-05-17,160.5474
2022-05-16,161.5258
2022-05-13,163.8395
2022-05-12,166.3148
2022-05-11,170.1494
2022-05-10,173.1476
2022-05-09,176.4416
2022-05-06,179.5589
2022-05-05,181.0486
2022-05-04,182.3771
2022-05-03,183.3717
2022-05-02,185.0453
2022-04-29,187.6771
2022-04-28,190.7232
2022-04-27,193.2465
2022-04-26,195.3082
2022-04-25,196.5071
2022-04-22,197.3297
2022-04-21,198.0358
2022-04-20,198.5019
2022-04-19,198.8552
2022-04-18,199.0650
2022-04-14,199.4928
2022-04-13,199.8696
2022-04-12,200.2330
2022-04-11,200.7072
2022-04-08,201.0276
2022-04-07,201.3319
2022-04-06,201.6325
2022-04-05,202.0666
2022-04-04,202.3830
2022-04-01,202.5130
2022-03-31,202.7205
2022-03-30,202.9356
2022-03-29,203.1158
2022-03-28,203.3420
2022-03-25,203.7701
2022-03-24,204.0797
2022-03-23,204.3731
2022-03-22,204.6746
2022-03-21,204.9091
2022-03-18,205.2513
2022-03-17,205.4336
2022-03-16,205.6945
2022-03-15,205.9220
2022-03-14,206.3256
2022-03-11,206.9458
2022-03-10,207.5694
2022-03-09,208.1684
2022-03-08,208.6952
2022-03-07,209.4946
2022-03-04,210.5060
2022-03-03,210.9378
2022-03-02,211.0332
2022-03-01,211.1184
2022-02-28,211.2147
2022-02-25,211.2684
2022-02-24,211.3369
2022-02-23,211.3964
2022-02-22,211.5218
2022-02-18,211.6300
2022-02-17,211.6432
2022-02-16,211.6307
2022-02-15,211.5459
2022-02-14,211.4472
2022-02-11,211.4585
2022-02-10,211.4423
2022-02-09,211.3227
2022-02-08,211.2598
2022-02-07,211.2364
2022-02-04,211.2332
2022-02-03,211.2584
2022-02-02,211.2858
2022-02-01,211.3124
2022-01-31,211.3532
2022-01-28,211.5732
2022-01-27,212.1889
2022-01-26,213.0184
2022-01-25,213.3845
2022-01-24,213.4950
2022-01-21,213.5996
2022-01-20,213.6965
2022-01-19,213.6925
2022-01-18,213.6670
2022-01-14,213.5538
2022-01-13,213.4252
2022-01-12,213.3251
2022-01-11,213.3030
2022-01-10,213.2804
2022-01-07,213.2993
2022-01-06,213.2806
2022-01-05,213.2899
2022-01-04,213.2908
2022-01-03,213.2893
2021-12-31,213.3288
2021-12-30,213.4830
2021-12-29,213.6094
2021-12-28,213.7266
2021-12-27,213.8041
2021-12-23,213.9398
2021-12-22,214.0872
2021-12-21,214.3233
2021-12-20,214.6782
2021-12-17,215.7364
2021-12-16,216.5617
2021-12-15,217.4978
2021-12-14,218.1634
2021-12-13,218.8231
2021-12-10,219.4538
2021-12-09,219.6623
2021-12-08,219.8674
2021-12-07,219.9407
2021-12-06,220.0973
2021-12-03,220.3000
2021-12-02,220.7795
2021-12-01,221.0371
2021-11-30,221.7023
2021-11-29,221.9988
2021-11-26,222.3558
2021-11-24,222.6929
2021-11-23,222.7703
2021-11-22,222.8467
2021-11-19,222.9372
2021-11-18,222.9943
2021-11-17,222.9290
2021-11-16,222.8651
2021-11-15,222.8266
2021-11-12,222.6511
2021-11-11,222.6584
2021-11-10,222.6747
2021-11-09,222.6947
2021-11-08,222.7067
2021-11-05,222.7068
2021-11-04,222.6891
2021-11-03,222.7908
2021-11-02,222.8902
2021-11-01,222.9829
2021-10-29,223.0279
2021-10-28,223.1548
2021-10-27,223.3589
2021-10-26,223.6640
2021-10-25,223.9728
2021-10-22,224.2507
2021-10-21,224.5821
2021-10-20,224.8823
2021-10-19,225.0688
2021-10-18,225.2246
2021-10-15,225.3491
2021-10-14,225.4618
2021-10-13,225.5433
2021-10-12,225.5764
2021-10-11,225.5867
2021-10-08,225.5831
2021-10-07,225.5773
2021-10-06,225.5709
2021-10-05,225.5741
2021-10-04,225.5797
2021-10-01,225.5892
2021-09-30,225.5863
2021-09-29,225.6174
2021-09-28,225.6197
2021-09-27,225.7001
2021-09-24,225.7117
2021-09-23,225.7325
2021-09-22,225.7593
2021-09-21,225.8524
2021-09-20,226.3336
2021-09-17,226.8057
2021-09-16,227.0875
2021-09-15,227.3047
2021-09-14,227.5473
2021-09-13,227.8958
2021-09-10,228.1900
2021-09-09,228.6697
2021-09-08,228.9508
2021-09-07,229.4031
2021-09-03,229.8730
2021-09-02,230.2162
2021-09-01,230.3932
2021-08-31,230.6616
2021-08-30,230.9069
2021-08-27,231.1181
2021-08-26,231.2527
2021-08-25,231.5735
2021-08-24,231.8004
2021-08-23,232.0050
2021-08-20,232.3037
2021-08-19,232.9615
2021-08-18,233.6655
2021-08-17,234.1304
2021-08-16,234.4683
2021-08-13,234.5699
2021-08-12,234.5715
2021-08-11,234.5140
2021-08-10,234.4440
2021-08-09,234.4298
2021-08-06,234.4654
2021-08-05,234.4953
2021-08-04,234.5411
2021-08-03,234.6207
2021-08-02,234.6593
2021-07-30,234.7078
2021-07-29,234.7495
2021-07-28,234.7684
2021-07-27,234.7870
2021-07-26,234.8788
2021-07-23,234.9300
2021-07-22,234.9905
2021-07-21,235.1067
2021-07-20,235.2276
2021-07-19,235.5087
2021-07-16,236.0799
2021-07-15,236.2687
2021-07-14,236.4117
2021-07-13,236.5372
2021-07-12,236.5995
2021-07-09,236.5904
2021-07-08,236.5711
2021-07-07,236.5697
2021-07-06,236.6187
2021-07-02,236.6212
2021-07-01,236.6209
2021-06-30,236.6015
2021-06-29,236.5801
2021-06-28,236.5875
2021-06-25,236.5576
2021-06-24,236.4915
2021-06-23,236.4194
2021-06-22,236.3447
2021-06-21,236.2893
2021-06-18,236.2144
2021-06-17,236.1942
2021-06-16,236.1532
2021-06-15,236.0725
2021-06-14,235.9350
2021-06-11,235.8536
2021-06-10,235.7554
2021-06-09,235.6782
2021-06-08,235.6108
2021-06-07,235.4602
2021-06-04,235.3373
2021-06-03,235.1845
2021-06-02,235.0440
2021-06-01,234.9138
2021-05-28,234.8214
2021-05-27,234.7088
2021-05-26,234.5204
2021-05-25,234.4343
2021-05-24,234.3000
2021-05-21,234.2107
2021-05-20,234.2025
2021-05-19,234.2938
2021-05-18,234.3606
2021-05-17,234.3984
2021-05-14,234.4374
2021-05-13,234.4711
2021-05-12,234.5492
2021-05-11,234.6190
2021-05-10,234.6534
2021-05-07,234.6792
2021-05-06,234.6684
2021-05-05,234.6895
2021-05-04,234.7604
2021-05-03,234.7759
2021-04-30,234.7710
2021-04-29,234.7785
2021-04-28,234.7637
2021-04-27,234.7556
2021-04-26,234.6060
2021-04-23,234.4763
2021-04-22,234.4125
2021-04-21,234.4135
2021-04-20,234.3912
2021-04-19,234.3965
2021-04-16,234.1875
2021-04-15,233.8077
2021-04-14,233.2051
2021-04-13,232.4313
2021-04-12,231.5441
2021-04-09,230.8955
2021-04-08,229.9963
2021-04-07,229.1091
2021-04-06,228.3467
2021-04-05,227.4724
2021-04-01,226.3439
2021-03-31,225.6304
2021-03-30,224.7873
2021-03-29,223.9285
2021-03-26,223.2561
2021-03-25,222.7498
2021-03-24,222.1541
2021-03-23,221.8051
2021-03-22,221.4246
2021-03-19,220.6603
2021-03-18,219.5543
2021-03-17,218.4200
2021-03-16,216.2708
2021-03-15,215.1974
2021-03-12,213.3812
2021-03-11,211.1020
2021-03-10,209.9986
2021-03-09,209.2598
2021-03-08,209.0580
2021-03-05,208.9604
2021-03-04,208.8767
2021-03-03,208.7755
2021-03-02,208.6240
2021-03-01,208.5462
2021-02-26,208.4436
2021-02-25,208.3926
2021-02-24,208.2931
2021-02-23,208.1498
2021-02-22,208.0699
2021-02-19,207.9552
2021-02-18,207.7568
2021-02-17,207.7382
2021-02-16,207.5593
2021-02-12,207.4826
2021-02-11,207.4645
2021-02-10,207.4511
2021-02-09,207.4222
2021-02-08,207.3808
2021-02-05,207.3455
2021-02-04,207.3420
2021-02-03,207.3083
2021-02-02,207.3079
2021-02-01,207.3413
2021-01-29,207.4850
2021-01-28,207.5949
2021-01-27,207.6886
2021-01-26,207.8695
2021-01-25,207.9580
2021-01-22,208.0105
2021-01-21,208.0522
2021-01-20,208.0762
2021-01-19,207.9304
2021-01-15,207.7987
2021-01-14,207.9347
2021-01-13,207.8328
2021-01-12,207.8658
2021-01-11,207.8392
2021-01-08,207.8891
2021-01-07,207.8048
2021-01-06,207.6168
2021-01-05,207.5153
2021-01-04,207.3977
2020-12-31,207.5194
2020-12-30,207.2942
2020-12-29,206.9405
2020-12-28,206.5954
2020-12-24,206.2202
2020-12-23,205.7640
2020-12-22,205.1202
2020-12-21,204.5950
2020-12-18,204.0193
2020-12-17,203.4083
2020-12-16,202.6309
2020-12-15,201.3558
2020-12-14,200.1375
2020-12-11,198.8526
2020-12-10,197.3536
2020-12-09,195.2802
2020-12-08,193.2466
2020-12-07,190.7108
2020-12-04,187.3595
2020-12-03,183.9648
2020-12-02,180.0430
2020-12-01,177.7488
2020-11-30,176.2144
2020-11-27,174.9852
2020-11-25,173.5347
2020-11-24,171.9354
2020-11-23,170.0494
2020-11-20,168.6866
2020-11-19,167.8274
2020-11-18,166.4410
2020-11-17,165.2956
2020-11-16,163.5509
2020-11-13,162.7001
2020-11-12,162.3714
2020-11-11,162.3007
2020-11-10,162.1265
2020-11-09,161.7751
2020-11-06,161.6748
2020-11-05,161.7322
2020-11-04,161.7933
2020-11-03,162.0047
2020-11-02,162.1896
2020-10-30,162.4089
2020-10-29,162.8093
2020-10-28,163.0787
2020-10-27,163.3702
2020-10-26,163.4936
2020-10-23,163.5350
2020-10-22,163.5036
2020-10-21,163.4612
2020-10-20,163.4552
2020-10-19,163.4104
2020-10-16,163.3898
2020-10-15,163.3637
2020-10-14,163.3552
2020-10-13,163.3557
2020-10-12,163.3609
2020-10-09,163.3249
2020-10-08,163.2981
2020-10-07,163.2745
2020-10-06,163.2651
2020-10-05,163.3013
2020-10-02,163.2590
2020-10-01,163.2178
2020-09-30,163.1679
2020-09-29,163.1431
2020-09-28,163.1386
2020-09-25,163.1115
2020-09-24,163.2548
2020-09-23,164.0183
2020-09-22,164.3568
2020-09-21,164.4821
2020-09-18,164.6391
2020-09-17,164.6778
2020-09-16,164.6454
2020-09-15,164.6159
2020-09-14,164.6392
2020-09-11,164.6301
2020-09-10,164.7038
2020-09-09,164.8558
2020-09-08,164.9727
2020-09-04,165.0036
2020-09-03,164.9693
2020-09-02,164.9406
2020-09-01,164.8411
2020-08-31,164.7530
2020-08-28,164.6728
2020-08-27,164.5386
2020-08-26,164.4103
2020-08-25,164.2732
2020-08-24,164.1513
2020-08-21,164.0242
2020-08-20,164.0066
2020-08-19,163.8933
2020-08-18,163.7391
2020-08-17,163.4989
2020-08-14,163.3562
2020-08-13,163.2710
2020-08-12,163.2188
2020-08-11,163.0907
2020-08-10,162.8689
2020-08-07,162.6239
2020-08-06,162.5509
2020-08-05,162.4467
2020-08-04,162.2889
2020-08-03,162.2538
2020-07-31,162.2537
2020-07-30,162.3026
2020-07-29,162.3077
2020-07-28,162.2565
2020-07-27,162.0620
2020-07-24,161.8914
2020-07-23,161.6131
2020-07-22,161.2744
2020-07-21,160.8555
2020-07-20,160.5072
2020-07-17,160.2312
2020-07-16,159.8697
2020-07-15,159.4340
2020-07-14,158.7203
2020-07-13,158.2864
2020-07-10,158.0275
2020-07-09,157.6809
2020-07-08,157.4005
2020-07-07,156.8840
2020-07-06,156.3986
2020-07-02,155.6983
2020-07-01,155.1874
2020-06-30,154.7000
2020-06-29,154.2086
2020-06-26,153.5004
2020-06-25,153.2408
2020-06-24,152.9659
2020-06-23,152.6035
2020-06-22,151.9832
2020-06-19,151.4086
2020-06-18,150.8014
2020-06-17,149.8905
2020-06-16,149.1102
2020-06-15,147.5672
2020-06-12,146.3024
2020-06-11,145.2614
2020-06-10,145.0307
2020-06-09,143.7167
2020-06-08,141.9149
2020-06-05,139.9808
2020-06-04,138.6429
2020-06-03,137.5126
2020-06-02,136.4531
2020-06-01,136.0232
2020-05-29,135.6688
2020-05-28,135.4801
2020-05-27,135.3241
2020-05-26,135.1961
2020-05-22,135.1003
2020-05-21,135.0814
2020-05-20,135.0163
2020-05-19,135.0726
2020-05-18,135.2241
2020-05-15,135.2146
2020-05-14,136.0179
2020-05-13,136.8444
2020-05-12,137.7668
2020-05-11,138.5467
2020-05-08,139.0354
2020-05-07,139.3366
2020-05-06,140.0225
2020-05-05,141.2619
2020-05-04,142.4107
2020-05-01,143.2326
2020-04-30,143.9890
2020-04-29,144.2098
2020-04-28,144.6073
2020-04-27,145.7201
2020-04-24,147.2031
2020-04-23,148.8070
2020-04-22,149.7088
2020-04-21,150.9482
2020-04-20,152.0680
2020-04-17,152.7066
2020-04-16,152.6262
2020-04-15,153.8817
2020-04-14,154.3717
2020-04-13,155.2644
2020-04-09,155.7897
2020-04-08,156.0399
2020-04-07,156.6175
2020-04-06,157.6273
2020-04-03,158.2192
2020-04-02,161.0428
2020-04-01,163.9395
2020-03-31,166.4422
2020-03-30,167.6846
2020-03-27,168.8231
2020-03-26,169.2846
2020-03-25,168.6030
2020-03-24,169.3768
2020-03-23,174.2250
2020-03-20,185.0832
2020-03-19,200.3972
2020-03-18,218.0731
2020-03-17,236.8901
2020-03-16,253.2510
2020-03-13,270.7780
2020-03-12,280.8981
2020-03-11,297.0983
2020-03-10,308.4372
2020-03-09,313.9510
2020-03-06,320.8917
2020-03-05,324.0868
2020-03-04,326.9314
2020-03-03,328.3360
2020-03-02,329.8510
2020-02-28,330.7679
2020-02-27,332.8253
2020-02-26,334.5613
2020-02-25,335.3761
2020-02-24,336.3946
2020-02-21,336.7672
2020-02-20,336.8570
2020-02-19,336.8641
2020-02-18,336.8549
2020-02-14,336.8398
2020-02-13,336.8096
2020-02-12,336.7577
2020-02-11,336.6450
2020-02-10,336.5519
2020-02-07,336.4329
2020-02-06,336.4780
2020-02-05,336.4153
2020-02-04,336.6687
2020-02-03,337.6856
2020-01-31,338.7701
2020-01-30,339.8050
2020-01-29,340.6054
2020-01-28,341.4042
2020-01-27,342.4659
2020-01-24,343.5770
2020-01-23,344.4259
2020-01-22,345.1322
2020-01-21,346.6863
2020-01-17,347.7531
2020-01-16,348.3889
2020-01-15,348.6278
2020-01-14,348.8471
2020-01-13,348.9664
2020-01-10,349.1852
2020-01-09,349.4467
2020-01-08,349.5243
2020-01-07,349.6613
2020-01-06,349.7517
2020-01-03,349.8609
2020-01-02,349.9569
2019-12-31,350.0636
2019-12-30,350.3642
2019-12-27,351.0372
2019-12-26,351.6252
2019-12-24,352.2080
2019-12-23,352.7179
2019-12-20,353.1006
2019-12-19,353.8402
2019-12-18,354.4264
2019-12-17,355.1509
2019-12-16,356.1711
2019-12-13,357.1966
2019-12-12,357.5329
2019-12-11,357.7056
2019-12-10,357.8537
2019-12-09,358.0948
2019-12-06,358.2694
2019-12-05,358.3962
2019-12-04,358.7993
2019-12-03,359.0497
2019-12-02,359.1876
2019-11-29,359.2781
2019-11-27,359.2240
2019-11-26,359.1480
2019-11-25,359.0553
2019-11-22,358.9905
2019-11-21,358.9240
2019-11-20,358.8870
2019-11-19,358.8070
2019-11-18,358.7812
2019-11-15,358.7039
2019-11-14,358.6157
2019-11-13,358.5657
2019-11-12,358.5531
2019-11-11,358.5356
2019-11-08,358.4993
2019-11-07,358.5750
2019-11-06,358.5898
2019-11-05,358.6270
2019-11-04,358.6469
2019-11-01,358.7164
2019-10-31,358.8547
2019-10-30,358.9510
2019-10-29,359.1215
2019-10-28,359.2716
2019-10-25,359.4579
2019-10-24,359.6694
2019-10-23,359.9705
2019-10-22,360.1325
2019-10-21,360.2831
2019-10-18,360.4984
2019-10-17,360.6447
2019-10-16,360.5145
2019-10-15,360.2525
2019-10-14,360.0321
2019-10-11,359.7943
2019-10-10,359.4362
2019-10-09,359.2709
2019-10-08,359.0363
2019-10-07,358.7669
2019-10-04,358.4594
2019-10-03,358.2050
2019-10-02,358.1172
2019-10-01,358.0909
2019-09-30,358.0228
2019-09-27,357.9134
2019-09-26,357.6153
2019-09-25,357.3173
2019-09-24,356.9522
2019-09-23,356.6832
2019-09-20,356.5351
2019-09-19,356.2894
2019-09-18,355.8143
2019-09-17,355.2679
2019-09-16,354.7593
2019-09-13,354.4693
2019-09-12,354.1353
2019-09-11,353.8945
2019-09-10,353.4697
2019-09-09,353.3892
2019-09-06,353.3829
2019-09-05,353.3412
2019-09-04,353.3232
2019-09-03,353.3328
2019-08-30,353.3636
2019-08-29,353.3163
2019-08-28,353.2884
2019-08-27,353.2671
2019-08-26,353.2799
2019-08-23,353.2654
2019-08-22,353.2756
2019-08-21,353.2976
2019-08-20,353.4122
2019-08-19,353.7317
2019-08-16,354.0052
2019-08-15,354.3240
2019-08-14,354.6843
2019-08-13,355.2177
2019-08-12,355.3634
2019-08-09,355.5355
2019-08-08,355.7108
2019-08-07,355.8984
2019-08-06,356.3497
2019-08-05,356.7753
2019-08-02,357.1691
2019-08-01,357.3926
2019-07-31,357.8470
2019-07-30,358.0447
2019-07-29,358.1616
2019-07-26,358.4000
2019-07-25,358.4856
2019-07-24,358.5849
2019-07-23,358.6430
2019-07-22,358.5445
2019-07-19,358.4363
2019-07-18,358.2729
2019-07-17,358.2960
2019-07-16,358.2762
2019-07-15,358.2938
2019-07-12,358.3227
2019-07-11,358.3181
2019-07-10,358.3875
2019-07-09,358.6128
2019-07-08,358.8356
2019-07-05,359.1455
2019-07-03,359.2693
2019-07-02,359.4122
2019-07-01,359.5713
2019-06-28,359.7163
2019-06-27,359.7362
2019-06-26,359.7611
2019-06-25,359.7199
2019-06-24,359.6961
2019-06-21,359.6453
2019-06-20,359.6002
2019-06-19,359.5353
2019-06-18,359.5211
2019-06-17,359.4333
2019-06-14,359.7612
2019-06-13,360.2597
2019-06-12,360.7862
2019-06-11,361.4379
2019-06-10,361.8152
2019-06-07,361.9965
2019-06-06,362.1801
2019-06-05,362.3958
2019-06-04,362.6614
2019-06-03,362.9239
2019-05-31,363.5531
2019-05-30,364.1525
2019-05-29,364.4456
2019-05-28,364.7570
2019-05-24,364.9928
2019-05-23,365.1741
2019-05-22,365.5045
2019-05-21,365.7600
2019-05-20,366.0859
2019-05-17,366.9923
2019-05-16,367.8086
2019-05-15,368.7744
2019-05-14,370.6441
2019-05-13,373.0160
2019-05-10,376.6841
2019-05-09,378.6842
2019-05-08,380.6526
2019-05-07,382.0627
2019-05-06,383.7749
2019-05-03,384.5398
2019-05-02,384.9874
2019-05-01,385.5237
2019-04-30,385.9507
2019-04-29,386.3757
2019-04-26,386.6649
2019-04-25,386.9210
2019-04-24,387.1346
2019-04-23,387.4767
2019-04-22,387.8811
2019-04-18,388.2619
2019-04-17,388.5550
2019-04-16,388.9181
2019-04-15,389.0608
2019-04-12,389.2284
2019-04-11,389.3282
2019-04-10,389.6072
2019-04-09,389.7635
2019-04-08,389.9589
2019-04-05,390.1599
2019-04-04,390.3172
2019-04-03,390.4066
2019-04-02,390.6692
2019-04-01,390.8261
2019-03-29,391.0052
2019-03-28,391.3638
2019-03-27,391.7555
2019-03-26,392.1807
2019-03-25,392.5613
2019-03-22,392.9517
2019-03-21,393.4589
2019-03-20,394.1255
2019-03-19,395.0595
2019-03-18,396.0803
2019-03-15,397.5480
2019-03-14,398.5853
2019-03-13,399.7653
2019-03-12,401.1360
2019-03-11,402.5632
2019-03-08,403.5671
2019-03-07,401.9677
2019-03-06,400.4816
2019-03-05,398.8040
2019-03-04,396.3142
2019-03-01,393.6269
2019-02-28,388.6623
2019-02-27,383.4434
2019-02-26,379.0205
2019-02-25,375.4512
2019-02-22,371.3379
2019-02-21,367.5968
2019-02-20,364.2079
2019-02-19,360.6249
2019-02-15,358.1305
2019-02-14,356.3266
2019-02-13,354.6009
2019-02-12,352.6119
2019-02-11,350.2269
2019-02-08,347.7860
2019-02-07,345.0474
2019-02-06,341.9770
2019-02-05,338.5727
2019-02-04,335.0874
2019-02-01,332.7835
2019-01-31,331.6305
2019-01-30,330.6979
2019-01-29,329.7312
2019-01-28,329.5076
2019-01-25,329.3733
2019-01-24,329.2382
2019-01-23,329.0911
2019-01-22,328.9454
2019-01-18,328.8325
2019-01-17,328.6966
2019-01-16,328.5966
2019-01-15,328.5051
2019-01-14,328.4442
2019-01-11,328.3880
2019-01-10,328.2485
2019-01-09,328.1720
2019-01-08,328.1181
2019-01-07,328.0978
2019-01-04,328.1882
2019-01-03,328.3133
2019-01-02,328.8340
2018-12-31,329.0567
2018-12-28,329.3542
2018-12-27,329.8781
2018-12-26,330.2708
2018-12-24,330.7849
2018-12-21,332.2528
2018-12-20,333.4169
2018-12-19,334.5089
2018-12-18,335.3213
2018-12-17,335.8092
2018-12-14,337.0192
2018-12-13,338.1672
2018-12-12,338.8773
2018-12-11,339.4862
2018-12-10,340.1307
2018-12-07,340.5742
2018-12-06,341.0973
2018-12-04,341.4085
2018-12-03,341.5158
