Dates,NATR Values
2023-02-28,3.2162
2023-02-27,3.2423
2023-02-24,3.2839
2023-02-23,3.1162
2023-02-22,3.1583
2023-02-21,3.1705
2023-02-17,3.0783
2023-02-16,3.0749
2023-02-15,3.0038
2023-02-14,2.9961
2023-02-13,3.0312
2023-02-10,3.0745
2023-02-09,3.0935
2023-02-08,3.0744
2023-02-07,3.0624
2023-02-06,3.1758
2023-02-03,3.1932
2023-02-02,3.1458
2023-02-01,3.0656
2023-01-31,3.0897
2023-01-30,3.1429
2023-01-27,3.1275
2023-01-26,3.1120
2023-01-25,3.1128
2023-01-24,3.1112
2023-01-23,3.1397
2023-01-20,3.1939
2023-01-19,3.1970
2023-01-18,3.1659
2023-01-17,3.1416
2023-01-13,3.1054
2023-01-12,3.1064
2023-01-11,3.1982
2023-01-10,3.2259
2023-01-09,3.1981
2023-01-06,3.1332
2023-01-05,3.2488
2023-01-04,3.2763
2023-01-03,3.4098
2022-12-30,3.4974
2022-12-29,3.5348
2022-12-28,3.5517
2022-12-27,3.5400
2022-12-23,3.5514
2022-12-22,3.5720
2022-12-21,3.4215
2022-12-20,3.5579
2022-12-19,3.6146
2022-12-16,3.6429
2022-12-15,3.6662
2022-12-14,3.5774
2022-12-13,3.6054
2022-12-12,3.6234
2022-12-09,3.7581
2022-12-08,3.7732
2022-12-07,3.8237
2022-12-06,3.7906
2022-12-05,3.6504
2022-12-02,3.6925
2022-12-01,3.8304
2022-11-30,3.7689
2022-11-29,3.8482
2022-11-28,3.9340
2022-11-25,3.7903
2022-11-23,3.8730
2022-11-22,3.9361
2022-11-21,3.9343
2022-11-18,3.9220
2022-11-17,3.9564
2022-11-16,3.9649
2022-11-15,3.9143
2022-11-14,3.9634
2022-11-11,3.8816
2022-11-10,3.8849
2022-11-09,4.0774
2022-11-08,4.0626
2022-11-07,4.1824
2022-11-04,4.3111
2022-11-03,4.4021
2022-11-02,4.6661
2022-11-01,4.7791
2022-10-31,4.8204
2022-10-28,4.7826
2022-10-27,4.9291
2022-10-26,5.1400
2022-10-25,4.6513
2022-10-24,4.8084
2022-10-21,4.8447
2022-10-20,4.9287
2022-10-19,4.9672
2022-10-18,5.0136
2022-10-17,5.0696
2022-10-14,5.1920
2022-10-13,5.2285
2022-10-12,5.2940
2022-10-11,5.2599
2022-10-10,5.2508
2022-10-07,5.3399
2022-10-06,5.2530
2022-10-05,5.2695
2022-10-04,5.2205
2022-10-03,5.5273
2022-09-30,5.7576
2022-09-29,5.5723
2022-09-28,5.2237
2022-09-27,5.4685
2022-09-26,5.4842
2022-09-23,5.3258
2022-09-22,5.0317
2022-09-21,4.8764
2022-09-20,4.7890
2022-09-19,4.8352
2022-09-16,4.8632
2022-09-15,4.6802
2022-09-14,4.6993
2022-09-13,4.7670
2022-09-12,4.4099
2022-09-09,4.4546
2022-09-08,4.4604
2022-09-07,4.5213
2022-09-06,4.6322
2022-09-02,4.6596
2022-09-01,4.6089
2022-08-31,4.4120
2022-08-30,4.3700
2022-08-29,4.2788
2022-08-26,4.3092
2022-08-25,4.1858
2022-08-24,4.3369
2022-08-23,4.4420
2022-08-22,4.4864
2022-08-19,4.3844
2022-08-18,4.2376
2022-08-17,4.2866
2022-08-16,4.1684
2022-08-15,4.2151
2022-08-12,4.2357
2022-08-11,4.3029
2022-08-10,4.2814
2022-08-09,4.3926
2022-08-08,4.3777
2022-08-05,4.4029
2022-08-04,4.3768
2022-08-03,4.3839
2022-08-02,4.4806
2022-08-01,4.3313
2022-07-29,4.5804
2022-07-28,4.5962
2022-07-27,4.6854
2022-07-26,4.6820
2022-07-25,4.6721
2022-07-22,4.6336
2022-07-21,4.5457
2022-07-20,4.6386
2022-07-19,4.7126
2022-07-18,4.9768
2022-07-15,4.9714
2022-07-14,4.9990
2022-07-13,5.1118
2022-07-12,5.0088
2022-07-11,5.3615
2022-07-08,5.2921
2022-07-07,5.2724
2022-07-06,5.4192
2022-07-05,5.3759
2022-07-01,5.2895
2022-06-30,5.4140
2022-06-29,5.3483
2022-06-28,5.3507
2022-06-27,5.3455
2022-06-24,5.2469
2022-06-23,5.5412
2022-06-22,5.4126
2022-06-21,5.4359
2022-06-17,5.4425
2022-06-16,5.5828
2022-06-15,5.5804
2022-06-14,6.0864
2022-06-13,6.4098
2022-06-10,5.8260
2022-06-09,5.5348
2022-06-08,5.3061
2022-06-07,5.2743
2022-06-06,5.3417
2022-06-03,5.3526
2022-06-02,5.3205
2022-06-01,5.7123
2022-05-31,5.6802
2022-05-27,5.6572
2022-05-26,5.8683
2022-05-25,6.1438
2022-05-24,6.2961
2022-05-23,6.0621
2022-05-20,6.2454
2022-05-19,5.9124
2022-05-18,6.0000
2022-05-17,5.7025
2022-05-16,6.0651
2022-05-13,5.9100
2022-05-12,6.1012
2022-05-11,5.8003
2022-05-10,5.6361
2022-05-09,5.6208
2022-05-06,5.0028
2022-05-05,4.9586
2022-05-04,4.7485
2022-05-03,4.8569
2022-05-02,5.0224
2022-04-29,5.0194
2022-04-28,4.8409
2022-04-27,4.8323
2022-04-26,4.4275
2022-04-25,4.1995
2022-04-22,4.1838
2022-04-21,4.0925
2022-04-20,4.0309
2022-04-19,3.9861
2022-04-18,4.1210
2022-04-14,4.0834
2022-04-13,4.0723
2022-04-12,4.2253
2022-04-11,4.2655
2022-04-08,4.2647
2022-04-07,4.2085
2022-04-06,4.1982
2022-04-05,4.1119
2022-04-04,3.9223
2022-04-01,3.9377
2022-03-31,3.9321
2022-03-30,3.8669
2022-03-29,3.8928
2022-03-28,4.0078
2022-03-25,3.9983
2022-03-24,4.0036
2022-03-23,4.0768
2022-03-22,3.9742
2022-03-21,4.0821
2022-03-18,3.9233
2022-03-17,3.9891
2022-03-16,4.0213
2022-03-15,4.2189
2022-03-14,4.3314
2022-03-11,4.3195
2022-03-10,4.2635
2022-03-09,4.2622
2022-03-08,4.3747
2022-03-07,4.4777
2022-03-04,4.1718
2022-03-03,3.9887
2022-03-02,3.8023
2022-03-01,3.8648
2022-02-28,3.6566
2022-02-25,3.7190
2022-02-24,3.7809
2022-02-23,3.8081
2022-02-22,3.7640
2022-02-18,3.5698
2022-02-17,3.4968
2022-02-16,3.4142
2022-02-15,3.4401
2022-02-14,3.5612
2022-02-11,3.5248
2022-02-10,3.4124
2022-02-09,3.4533
2022-02-08,3.5039
2022-02-07,3.5340
2022-02-04,3.6241
2022-02-03,3.6308
2022-02-02,3.6175
2022-02-01,3.6089
2022-01-31,3.7520
2022-01-28,3.9349
2022-01-27,3.9534
2022-01-26,3.8522
2022-01-25,3.6499
2022-01-24,3.6466
2022-01-21,3.6111
2022-01-20,3.4584
2022-01-19,3.4098
2022-01-18,3.2872
2022-01-14,3.2778
2022-01-13,3.3113
2022-01-12,3.4048
2022-01-11,3.4324
2022-01-10,3.5395
2022-01-07,3.4356
2022-01-06,3.5043
2022-01-05,3.4741
2022-01-04,3.4656
2022-01-03,3.5636
2021-12-31,3.6748
2021-12-30,3.6588
2021-12-29,3.6517
2021-12-28,3.6175
2021-12-27,3.6706
2021-12-23,3.6575
2021-12-22,3.7125
2021-12-21,3.7591
2021-12-20,3.9694
2021-12-17,3.8842
2021-12-16,3.9232
2021-12-15,3.8291
2021-12-14,3.8308
2021-12-13,3.7995
2021-12-10,3.6526
2021-12-09,3.6134
2021-12-08,3.5580
2021-12-07,3.6015
2021-12-06,3.6574
2021-12-03,3.7926
2021-12-02,3.7211
2021-12-01,3.9835
2021-11-30,3.7734
2021-11-29,3.7674
2021-11-26,3.7502
2021-11-24,3.5256
2021-11-23,3.5578
2021-11-22,3.5501
2021-11-19,3.4832
2021-11-18,3.2676
2021-11-17,3.2786
2021-11-16,3.2912
2021-11-15,3.1879
2021-11-12,3.3503
2021-11-11,3.3803
2021-11-10,3.4014
2021-11-09,3.3639
2021-11-08,3.3402
2021-11-05,3.3194
2021-11-04,3.4878
2021-11-03,3.4927
2021-11-02,3.5134
2021-11-01,3.4896
2021-10-29,3.6159
2021-10-28,3.6126
2021-10-27,3.6425
2021-10-26,3.5875
2021-10-25,3.5380
2021-10-22,3.5487
2021-10-21,3.5340
2021-10-20,3.5117
2021-10-19,3.5226
2021-10-18,3.5183
2021-10-15,3.5276
2021-10-14,3.5311
2021-10-13,3.4677
2021-10-12,3.4461
2021-10-11,3.4071
2021-10-08,3.4101
2021-10-07,3.4185
2021-10-06,3.4495
2021-10-05,3.4625
2021-10-04,3.4806
2021-10-01,3.4506
2021-09-30,3.5480
2021-09-29,3.4652
2021-09-28,3.5669
2021-09-27,3.4746
2021-09-24,3.5194
2021-09-23,3.5332
2021-09-22,3.6053
2021-09-21,3.7478
2021-09-20,3.7391
2021-09-17,3.6738
2021-09-16,3.6841
2021-09-15,3.6807
2021-09-14,3.7360
2021-09-13,3.6912
2021-09-10,3.7697
2021-09-09,3.7106
2021-09-08,3.7604
2021-09-07,3.7158
2021-09-03,3.6534
2021-09-02,3.6191
2021-09-01,3.6692
2021-08-31,3.6549
2021-08-30,3.6946
2021-08-27,3.6337
2021-08-26,3.7267
2021-08-25,3.6528
2021-08-24,3.6573
2021-08-23,3.7012
2021-08-20,3.8198
2021-08-19,3.8392
2021-08-18,3.7213
2021-08-17,3.6750
2021-08-16,3.5629
2021-08-13,3.4826
2021-08-12,3.4341
2021-08-11,3.4227
2021-08-10,3.4834
2021-08-09,3.5425
2021-08-06,3.5602
2021-08-05,3.5918
2021-08-04,3.6514
2021-08-03,3.6149
2021-08-02,3.6762
2021-07-30,3.6636
2021-07-29,3.5866
2021-07-28,3.5976
2021-07-27,3.7325
2021-07-26,3.6797
2021-07-23,3.7564
2021-07-22,3.7778
2021-07-21,3.7587
2021-07-20,3.8553
2021-07-19,4.0388
2021-07-16,3.8288
2021-07-15,3.7456
2021-07-14,3.7230
2021-07-13,3.6665
2021-07-12,3.5075
2021-07-09,3.4970
2021-07-08,3.5476
2021-07-07,3.6177
2021-07-06,3.5528
2021-07-02,3.5546
2021-07-01,3.5131
2021-06-30,3.5266
2021-06-29,3.5899
2021-06-28,3.5266
2021-06-25,3.4049
2021-06-24,3.3840
2021-06-23,3.4840
2021-06-22,3.4908
2021-06-21,3.4783
2021-06-18,3.5949
2021-06-17,3.5773
2021-06-16,3.5372
2021-06-15,3.4833
2021-06-14,3.5134
2021-06-11,3.4908
2021-06-10,3.4825
2021-06-09,3.4896
2021-06-08,3.4315
2021-06-07,3.4376
2021-06-04,3.4839
2021-06-03,3.4892
2021-06-02,3.4223
2021-06-01,3.4441
2021-05-28,3.5519
2021-05-27,3.5067
2021-05-26,3.6371
2021-05-25,3.6595
2021-05-24,3.7156
2021-05-21,3.7633
2021-05-20,3.8823
2021-05-19,3.9475
2021-05-18,3.8967
2021-05-17,3.8960
2021-05-14,3.8964
2021-05-13,4.0046
2021-05-12,4.0354
2021-05-11,3.8922
2021-05-10,3.8241
2021-05-07,3.7835
2021-05-06,3.8789
2021-05-05,3.9161
2021-05-04,3.8309
2021-05-03,3.8011
2021-04-30,3.8275
2021-04-29,3.8115
2021-04-28,3.8259
2021-04-27,3.7140
2021-04-26,3.7401
2021-04-23,3.7939
2021-04-22,3.8672
2021-04-21,3.8471
2021-04-20,3.8831
2021-04-19,3.7170
2021-04-16,3.6629
2021-04-15,3.6247
2021-04-14,3.6146
2021-04-13,3.6066
2021-04-12,3.6623
2021-04-09,3.6272
2021-04-08,3.5976
2021-04-07,3.6383
2021-04-06,3.6095
2021-04-05,3.5600
2021-04-01,3.6534
2021-03-31,3.6335
2021-03-30,3.6793
2021-03-29,3.7106
2021-03-26,3.7951
2021-03-25,3.7568
2021-03-24,3.8678
2021-03-23,3.8345
2021-03-22,3.6770
2021-03-19,3.6144
2021-03-18,3.6143
2021-03-17,3.5046
2021-03-16,3.6183
2021-03-15,3.4719
2021-03-12,3.4166
2021-03-11,3.6327
2021-03-10,3.7269
2021-03-09,3.9495
2021-03-08,4.0602
2021-03-05,4.0804
2021-03-04,4.0377
2021-03-03,3.9492
2021-03-02,4.0378
2021-03-01,4.0242
2021-02-26,4.2451
2021-02-25,4.1572
2021-02-24,3.9112
2021-02-23,4.2073
2021-02-22,4.1941
2021-02-19,4.1040
2021-02-18,4.2804
2021-02-17,4.1441
2021-02-16,4.1191
2021-02-12,4.2462
2021-02-11,4.2657
2021-02-10,4.2488
2021-02-09,4.1917
2021-02-08,4.2572
2021-02-05,4.3515
2021-02-04,4.3015
2021-02-03,4.3786
2021-02-02,4.5238
2021-02-01,4.6464
2021-01-29,4.6978
2021-01-28,4.6271
2021-01-27,4.7105
2021-01-26,4.5206
2021-01-25,4.4981
2021-01-22,4.4503
2021-01-21,4.4312
2021-01-20,4.3550
2021-01-19,4.3807
2021-01-15,4.5227
2021-01-14,4.4107
2021-01-13,4.4737
2021-01-12,4.4608
2021-01-11,4.5080
2021-01-08,4.4422
2021-01-07,4.3915
2021-01-06,4.4355
2021-01-05,4.4302
2021-01-04,4.6218
2020-12-31,4.3718
2020-12-30,4.3311
2020-12-29,4.3516
2020-12-28,4.3621
2020-12-24,4.3533
2020-12-23,4.3158
2020-12-22,4.3426
2020-12-21,4.3397
2020-12-18,4.3330
2020-12-17,4.3144
2020-12-16,4.2295
2020-12-15,4.1681
2020-12-14,4.1872
2020-12-11,4.1568
2020-12-10,4.0877
2020-12-09,4.1308
2020-12-08,4.0457
2020-12-07,4.0234
2020-12-04,4.1140
2020-12-03,4.0396
2020-12-02,4.2613
2020-12-01,4.4660
2020-11-30,4.5198
2020-11-27,4.3995
2020-11-25,4.3901
2020-11-24,4.3762
2020-11-23,4.5158
2020-11-20,4.7725
2020-11-19,4.6373
2020-11-18,4.6914
2020-11-17,4.5155
2020-11-16,4.6721
2020-11-13,5.0368
2020-11-12,5.3297
2020-11-11,5.1738
2020-11-10,4.9941
2020-11-09,5.2394
2020-11-06,5.9023
2020-11-05,5.9439
2020-11-04,6.1690
2020-11-03,6.1046
2020-11-02,6.3228
2020-10-30,6.5182
2020-10-29,6.3530
2020-10-28,6.3795
2020-10-27,6.0949
2020-10-26,5.8944
2020-10-23,5.6679
2020-10-22,5.6263
2020-10-21,5.8166
2020-10-20,5.7163
2020-10-19,5.7401
2020-10-16,5.7465
2020-10-15,5.8566
2020-10-14,5.9042
2020-10-13,5.9647
2020-10-12,5.7923
2020-10-09,5.8123
2020-10-08,5.8087
2020-10-07,5.9443
2020-10-06,6.1426
2020-10-05,5.7053
2020-10-02,5.8268
2020-10-01,5.8398
2020-09-30,5.9387
2020-09-29,6.0065
2020-09-28,5.9342
2020-09-25,6.3096
2020-09-24,6.7393
2020-09-23,6.5229
2020-09-22,6.2901
2020-09-21,6.3235
2020-09-18,6.1447
2020-09-17,5.9139
2020-09-16,5.9239
2020-09-15,6.0667
2020-09-14,6.0119
2020-09-11,6.2131
2020-09-10,6.3288
2020-09-09,6.2190
2020-09-08,6.2197
2020-09-04,5.8556
2020-09-03,5.9382
2020-09-02,5.7263
2020-09-01,5.8343
2020-08-31,5.8549
2020-08-28,5.7394
2020-08-27,5.8076
2020-08-26,5.8874
2020-08-25,5.8114
2020-08-24,5.7016
2020-08-21,6.0663
2020-08-20,6.0137
2020-08-19,6.0402
2020-08-18,6.0215
2020-08-17,5.9768
2020-08-14,5.7827
2020-08-13,5.9027
2020-08-12,5.8882
2020-08-11,5.7331
2020-08-10,5.7555
2020-08-07,6.0750
2020-08-06,6.0180
2020-08-05,5.9617
2020-08-04,6.2958
2020-08-03,6.4208
2020-07-31,6.5951
2020-07-30,6.4444
2020-07-29,6.3021
2020-07-28,6.1231
2020-07-27,6.1604
2020-07-24,6.0500
2020-07-23,5.9663
2020-07-22,5.8651
2020-07-21,5.9116
2020-07-20,6.0610
2020-07-17,6.0343
2020-07-16,5.9458
2020-07-15,5.6536
2020-07-14,5.9072
2020-07-13,6.0600
2020-07-10,5.9702
2020-07-09,6.1511
2020-07-08,5.9264
2020-07-07,5.9791
2020-07-06,5.6956
2020-07-02,5.9253
2020-07-01,5.9504
2020-06-30,5.8541
2020-06-29,5.5085
2020-06-26,6.2610
2020-06-25,6.0963
2020-06-24,6.0417
2020-06-23,5.6788
2020-06-22,5.6705
2020-06-19,5.7264
2020-06-18,5.5625
2020-06-17,5.5549
2020-06-16,5.4186
2020-06-15,5.5949
2020-06-12,5.6195
2020-06-11,6.2329
2020-06-10,5.1430
2020-06-09,4.8061
2020-06-08,4.5039
2020-06-05,5.0086
2020-06-04,5.5168
2020-06-03,5.8564
2020-06-02,6.5808
2020-06-01,6.6830
2020-05-29,6.9407
2020-05-28,6.7603
2020-05-27,6.7822
2020-05-26,7.0127
2020-05-22,7.3863
2020-05-21,7.3257
2020-05-20,7.6350
2020-05-19,7.8235
2020-05-18,7.5475
2020-05-15,8.4936
2020-05-14,8.3412
2020-05-13,8.4175
2020-05-12,8.1848
2020-05-11,7.9596
2020-05-08,7.7073
2020-05-07,8.0075
2020-05-06,8.4597
2020-05-05,8.2402
2020-05-04,7.8662
2020-05-01,7.7585
2020-04-30,7.3358
2020-04-29,7.4352
2020-04-28,7.8500
2020-04-27,8.0131
2020-04-24,8.0060
2020-04-23,7.5001
2020-04-22,7.6649
2020-04-21,7.6034
2020-04-20,7.2257
2020-04-17,6.7345
2020-04-16,7.6907
2020-04-15,7.0665
2020-04-14,7.2965
2020-04-13,6.9758
2020-04-09,6.7704
2020-04-08,6.9967
2020-04-07,7.2505
2020-04-06,6.8519
2020-04-03,8.1258
2020-04-02,8.2136
2020-04-01,7.7216
2020-03-31,6.7364
2020-03-30,6.5922
2020-03-27,6.1617
2020-03-26,5.4868
2020-03-25,6.1846
2020-03-24,7.5419
2020-03-23,9.0566
2020-03-20,10.0079
2020-03-19,9.7148
2020-03-18,9.2979
2020-03-17,7.5275
2020-03-16,7.1153
2020-03-13,5.3233
2020-03-12,5.8047
2020-03-11,4.6843
2020-03-10,3.7576
2020-03-09,3.7898
2020-03-06,3.2257
2020-03-05,3.2383
2020-03-04,2.9514
2020-03-03,2.9767
2020-03-02,2.8686
2020-02-28,2.9996
2020-02-27,2.8504
2020-02-26,2.6626
2020-02-25,2.6703
2020-02-24,2.5406
2020-02-21,2.4356
2020-02-20,2.3958
2020-02-19,2.3848
2020-02-18,2.3844
2020-02-14,2.3785
2020-02-13,2.3647
2020-02-12,2.3513
2020-02-11,2.3759
2020-02-10,2.3774
2020-02-07,2.4311
2020-02-06,2.4014
2020-02-05,2.4734
2020-02-04,2.5580
2020-02-03,2.5796
2020-01-31,2.5648
2020-01-30,2.5278
2020-01-29,2.5386
2020-01-28,2.5785
2020-01-27,2.5826
2020-01-24,2.5306
2020-01-23,2.5637
2020-01-22,2.6329
2020-01-21,2.5921
2020-01-17,2.4862
2020-01-16,2.4252
2020-01-15,2.4483
2020-01-14,2.4365
2020-01-13,2.4538
2020-01-10,2.4620
2020-01-09,2.4148
2020-01-08,2.4477
2020-01-07,2.4054
2020-01-06,2.4228
2020-01-03,2.4316
2020-01-02,2.4328
2019-12-31,2.4901
2019-12-30,2.4927
2019-12-27,2.4694
2019-12-26,2.4766
2019-12-24,2.4599
2019-12-23,2.4283
2019-12-20,2.4923
2019-12-19,2.4522
2019-12-18,2.4793
2019-12-17,2.5071
2019-12-16,2.5038
2019-12-13,2.3859
2019-12-12,2.3540
2019-12-11,2.3263
2019-12-10,2.3355
2019-12-09,2.3194
2019-12-06,2.3057
2019-12-05,2.3610
2019-12-04,2.3444
2019-12-03,2.3253
2019-12-02,2.3053
2019-11-29,2.2305
2019-11-27,2.2277
2019-11-26,2.1969
2019-11-25,2.2056
2019-11-22,2.2204
2019-11-21,2.2517
2019-11-20,2.2294
2019-11-19,2.2573
2019-11-18,2.2356
2019-11-15,2.2230
2019-11-14,2.2517
2019-11-13,2.2841
2019-11-12,2.2856
2019-11-11,2.2618
2019-11-08,2.3419
2019-11-07,2.3026
2019-11-06,2.3377
2019-11-05,2.3137
2019-11-04,2.3580
2019-11-01,2.4012
2019-10-31,2.4424
2019-10-30,2.4014
2019-10-29,2.3839
2019-10-28,2.4370
2019-10-25,2.4487
2019-10-24,2.4191
2019-10-23,2.4484
2019-10-22,2.4649
2019-10-21,2.5059
2019-10-18,2.3952
2019-10-17,2.2092
2019-10-16,2.1938
2019-10-15,2.2025
2019-10-14,2.1964
2019-10-11,2.1891
2019-10-10,2.2141
2019-10-09,2.1955
2019-10-08,2.2057
2019-10-07,2.1908
2019-10-04,2.2000
2019-10-03,2.2266
2019-10-02,2.2542
2019-10-01,2.2047
2019-09-30,2.1727
2019-09-27,2.1607
2019-09-26,2.1381
2019-09-25,2.1463
2019-09-24,2.1705
2019-09-23,2.1993
2019-09-20,2.1891
2019-09-19,2.1623
2019-09-18,2.1548
2019-09-17,2.1690
2019-09-16,2.2007
2019-09-13,2.1977
2019-09-12,2.2249
2019-09-11,2.1806
2019-09-10,2.2503
2019-09-09,2.3138
2019-09-06,2.2869
2019-09-05,2.3076
2019-09-04,2.3322
2019-09-03,2.3527
2019-08-30,2.2831
2019-08-29,2.2976
2019-08-28,2.3185
2019-08-27,2.3518
2019-08-26,2.3245
2019-08-23,2.3400
2019-08-22,2.3407
2019-08-21,2.4279
2019-08-20,2.4843
2019-08-19,2.4742
2019-08-16,2.5034
2019-08-15,2.5276
2019-08-14,2.5870
2019-08-13,2.4841
2019-08-12,2.4856
2019-08-09,2.4547
2019-08-08,2.4670
2019-08-07,2.5204
2019-08-06,2.5112
2019-08-05,2.5245
2019-08-02,2.4550
2019-08-01,2.4939
2019-07-31,2.4392
2019-07-30,2.3923
2019-07-29,2.4394
2019-07-26,2.4075
2019-07-25,2.3888
2019-07-24,2.2904
2019-07-23,2.2125
2019-07-22,2.2138
2019-07-19,2.1876
2019-07-18,2.2735
2019-07-17,2.2196
2019-07-16,2.2617
2019-07-15,2.2744
2019-07-12,2.2539
2019-07-11,2.2949
2019-07-10,2.3381
2019-07-09,2.3371
2019-07-08,2.3535
2019-07-05,2.3247
2019-07-03,2.3373
2019-07-02,2.3474
2019-07-01,2.3382
2019-06-28,2.2848
2019-06-27,2.2898
2019-06-26,2.2174
2019-06-25,2.2493
2019-06-24,2.2227
2019-06-21,2.2418
2019-06-20,2.2289
2019-06-19,2.2687
2019-06-18,2.2325
2019-06-17,2.3362
2019-06-14,2.3873
2019-06-13,2.3828
2019-06-12,2.4003
2019-06-11,2.3870
2019-06-10,2.3583
2019-06-07,2.3653
2019-06-06,2.3913
2019-06-05,2.4076
2019-06-04,2.4185
2019-06-03,2.4606
2019-05-31,2.4371
2019-05-30,2.3793
2019-05-29,2.3929
2019-05-28,2.3512
2019-05-24,2.3566
2019-05-23,2.3823
2019-05-22,2.3626
2019-05-21,2.3251
2019-05-20,2.3649
2019-05-17,2.3542
2019-05-16,2.3616
2019-05-15,2.4138
2019-05-14,2.4279
2019-05-13,2.4679
2019-05-10,2.3343
2019-05-09,2.3383
2019-05-08,2.3124
2019-05-07,2.3289
2019-05-06,2.2277
2019-05-03,2.1955
2019-05-02,2.2055
2019-05-01,2.2048
2019-04-30,2.2043
2019-04-29,2.1993
2019-04-26,2.1890
2019-04-25,2.1808
2019-04-24,2.2185
2019-04-23,2.2281
2019-04-22,2.2268
2019-04-18,2.2023
2019-04-17,2.2221
2019-04-16,2.1999
2019-04-15,2.2349
2019-04-12,2.2135
2019-04-11,2.2683
2019-04-10,2.3029
2019-04-09,2.2804
2019-04-08,2.2493
2019-04-05,2.1344
2019-04-04,2.1140
2019-04-03,2.1700
2019-04-02,2.1377
2019-04-01,2.1360
2019-03-29,2.1886
2019-03-28,2.2302
2019-03-27,2.2370
2019-03-26,2.2564
2019-03-25,2.2564
2019-03-22,2.3071
2019-03-21,2.2381
2019-03-20,2.2223
2019-03-19,2.2399
2019-03-18,2.2476
2019-03-15,2.2033
2019-03-14,2.2222
2019-03-13,2.1996
2019-03-12,2.1961
2019-03-11,2.0312
2019-03-08,1.8648
2019-03-07,1.8646
2019-03-06,1.8523
2019-03-05,1.8255
2019-03-04,1.8177
2019-03-01,1.7736
2019-02-28,1.7783
2019-02-27,1.7989
2019-02-26,1.8334
2019-02-25,1.8366
2019-02-22,1.8511
2019-02-21,1.8810
2019-02-20,1.8646
2019-02-19,1.8910
2019-02-15,1.8886
2019-02-14,1.9258
2019-02-13,1.9265
2019-02-12,1.9293
2019-02-11,1.9625
2019-02-08,1.9588
2019-02-07,1.9582
2019-02-06,1.9396
2019-02-05,1.9437
2019-02-04,2.0009
2019-02-01,2.0481
2019-01-31,2.0575
2019-01-30,2.0477
2019-01-29,2.1494
2019-01-28,2.1643
2019-01-25,2.1586
2019-01-24,2.1932
2019-01-23,2.1933
2019-01-22,2.1967
2019-01-18,2.1520
2019-01-17,2.1852
2019-01-16,2.2214
2019-01-15,2.2265
2019-01-14,2.2420
2019-01-11,2.2287
2019-01-10,2.2328
2019-01-09,2.2860
2019-01-08,2.3099
2019-01-07,2.3893
2019-01-04,2.3976
2019-01-03,2.5067
2019-01-02,2.3965
2018-12-31,2.4024
2018-12-28,2.4496
2018-12-27,2.4459
2018-12-26,2.4595
2018-12-24,2.6010
2018-12-21,2.5078
2018-12-20,2.4344
2018-12-19,2.3751
2018-12-18,2.2985
2018-12-17,2.3718
2018-12-14,2.3440
2018-12-13,2.2919
2018-12-12,2.2878
2018-12-11,2.3171
2018-12-10,2.2737
2018-12-07,2.2891
2018-12-06,2.2159
2018-12-04,2.1211
2018-12-03,2.0029
