Dates,ROCR Values
2021-11-04,1.0271
2021-11-03,1.0091
2021-11-02,1.0098
2021-11-01,1.0502
2021-10-29,0.9863
2021-10-28,1.0031
2021-10-27,0.9914
2021-10-26,1.0146
2021-10-25,1.0141
2021-10-22,1.0012
2021-10-21,1.0157
2021-10-20,1.0215
2021-10-19,1.0654
2021-10-18,1.0136
2021-10-15,1.0017
2021-10-14,1.0055
2021-10-13,1.0263
2021-10-12,1.0296
2021-10-11,1.0308
2021-10-08,1.0348
2021-10-07,1.0327
2021-10-06,1.0238
2021-10-05,1.0144
2021-10-04,0.9908
2021-10-01,0.9847
2021-09-30,0.9620
2021-09-29,0.9784
2021-09-28,0.9317
2021-09-27,0.9660
2021-09-24,0.9358
2021-09-23,0.9283
2021-09-22,0.9324
2021-09-21,0.8790
2021-09-20,0.9359
2021-09-17,1.0016
2021-09-16,1.0126
2021-09-15,0.9895
2021-09-14,0.9722
2021-09-13,0.9816
2021-09-10,0.9942
2021-09-09,1.0717
2021-09-08,1.0278
2021-09-07,1.0538
2021-09-03,1.0387
2021-09-02,1.0911
2021-09-01,1.1657
2021-08-31,1.2421
2021-08-30,1.1949
2021-08-27,1.1752
2021-08-26,1.2071
2021-08-25,1.4012
2021-08-24,1.4096
2021-08-23,1.4469
2021-08-20,1.3841
2021-08-19,1.4277
2021-08-18,1.5167
2021-08-17,1.4986
2021-08-16,1.5462
2021-08-13,1.5103
2021-08-12,1.4809
2021-08-11,1.4310
2021-08-10,1.3946
2021-08-09,1.4175
2021-08-06,1.3832
2021-08-05,1.3760
2021-08-04,1.3542
2021-08-03,1.3948
2021-08-02,1.3804
2021-07-30,1.3968
2021-07-29,1.3841
2021-07-28,1.3839
2021-07-27,1.3230
2021-07-26,1.3720
2021-07-23,1.3885
2021-07-22,1.2901
2021-07-21,1.3240
2021-07-20,1.2936
2021-07-19,1.2525
2021-07-16,1.3309
2021-07-15,1.3413
2021-07-14,1.4385
2021-07-13,1.5625
2021-07-12,1.5762
2021-07-09,1.5280
2021-07-08,1.5144
2021-07-07,1.4384
2021-07-06,1.4095
2021-07-02,1.4134
2021-07-01,1.4663
2021-06-30,1.4488
2021-06-29,1.4714
2021-06-28,1.5217
2021-06-25,1.5448
2021-06-24,1.5556
2021-06-23,1.4240
2021-06-22,1.4445
2021-06-21,1.4034
2021-06-18,1.3791
2021-06-17,1.3923
2021-06-16,1.3781
2021-06-15,1.4153
2021-06-14,1.4261
2021-06-11,1.4152
2021-06-10,1.3931
2021-06-09,1.4810
2021-06-08,1.4905
2021-06-07,1.4926
2021-06-04,1.4681
2021-06-03,1.4553
2021-06-02,1.4354
2021-06-01,1.4578
2021-05-28,1.4080
2021-05-27,1.3918
2021-05-26,1.3454
2021-05-25,1.4160
2021-05-24,1.3789
2021-05-21,1.3474
2021-05-20,1.3791
2021-05-19,1.3830
2021-05-18,1.4402
2021-05-17,1.4077
2021-05-14,1.3762
2021-05-13,1.3032
2021-05-12,1.2971
2021-05-11,1.3172
2021-05-10,1.3201
2021-05-07,1.3097
2021-05-06,1.2865
2021-05-05,1.3082
2021-05-04,1.3300
2021-05-03,1.3161
2021-04-30,1.2467
2021-04-29,1.3111
2021-04-28,1.3405
2021-04-27,1.3588
2021-04-26,1.3934
2021-04-23,1.3237
2021-04-22,1.3100
2021-04-21,1.2555
2021-04-20,1.2945
2021-04-19,1.3540
2021-04-16,1.3540
2021-04-15,1.2911
2021-04-14,1.4848
2021-04-13,1.4483
2021-04-12,1.4122
2021-04-09,1.3432
2021-04-08,1.3524
2021-04-07,1.3506
2021-04-06,1.3270
2021-04-05,1.3470
2021-04-01,1.2791
2021-03-31,1.3340
2021-03-30,1.3298
2021-03-29,1.4736
2021-03-26,1.2038
2021-03-25,1.1405
2021-03-24,1.0379
2021-03-23,1.1744
2021-03-22,1.3632
2021-03-19,1.4774
2021-03-18,1.6702
2021-03-17,1.7411
2021-03-16,1.7498
2021-03-15,1.7730
2021-03-12,1.8004
2021-03-11,1.7412
2021-03-10,1.7839
2021-03-09,1.6591
2021-03-08,1.6804
2021-03-05,1.7113
2021-03-04,1.6591
2021-03-03,1.9047
2021-03-02,1.8213
2021-03-01,1.8468
2021-02-26,1.6931
2021-02-25,1.6791
2021-02-24,1.7187
2021-02-23,1.6488
2021-02-22,1.7469
2021-02-19,1.7342
2021-02-18,1.5859
2021-02-17,1.6160
2021-02-16,1.5401
2021-02-12,1.5178
2021-02-11,1.6044
2021-02-10,1.6469
2021-02-09,1.6679
2021-02-08,1.5388
2021-02-05,1.5406
2021-02-04,1.5451
2021-02-03,1.4441
2021-02-02,1.3048
2021-02-01,1.4589
2021-01-29,1.3303
2021-01-28,1.3988
2021-01-27,1.3170
2021-01-26,1.3307
2021-01-25,1.3846
2021-01-22,1.4539
2021-01-21,1.3942
2021-01-20,1.6981
2021-01-19,1.7093
2021-01-15,1.5633
2021-01-14,1.4075
2021-01-13,1.3607
2021-01-12,1.2865
2021-01-11,1.1453
2021-01-08,1.3224
2021-01-07,1.6660
2021-01-06,1.9980
2021-01-05,2.2274
2021-01-04,2.0747
2020-12-31,2.1009
2020-12-30,1.7454
2020-12-29,1.6685
2020-12-28,1.2696
2020-12-24,1.4024
2020-12-23,1.1619
2020-12-22,0.9471
2020-12-21,0.9654
2020-12-18,0.8377
2020-12-17,0.8497
2020-12-16,0.7978
2020-12-15,0.8178
2020-12-14,0.7903
2020-12-11,0.8372
2020-12-10,0.8147
2020-12-09,0.7594
2020-12-08,0.7778
2020-12-07,0.7492
2020-12-04,0.7044
2020-12-03,0.7054
2020-12-02,0.6617
2020-12-01,0.6286
2020-11-30,0.6188
2020-11-27,0.6315
2020-11-25,0.6301
2020-11-24,0.6382
2020-11-23,0.6174
2020-11-20,0.5963
2020-11-19,0.6060
2020-11-18,0.6206
2020-11-17,0.6646
2020-11-16,0.6443
2020-11-13,0.5914
2020-11-12,0.5499
2020-11-11,0.5690
2020-11-10,0.5996
2020-11-09,0.5699
2020-11-06,0.4912
2020-11-05,0.4973
2020-11-04,0.4937
2020-11-03,0.4933
2020-11-02,0.4612
2020-10-30,0.4375
2020-10-29,0.4523
2020-10-28,0.4484
2020-10-27,0.4729
2020-10-26,0.4904
2020-10-23,0.5006
2020-10-22,0.5133
2020-10-21,0.4887
2020-10-20,0.5041
2020-10-19,0.5052
2020-10-16,0.5051
2020-10-15,0.5072
2020-10-14,0.5031
2020-10-13,0.4941
2020-10-12,0.5103
2020-10-09,0.5055
2020-10-08,0.5007
2020-10-07,0.5049
2020-10-06,0.4812
2020-10-05,0.5208
2020-10-02,0.5171
2020-10-01,0.5164
2020-09-30,0.4866
2020-09-29,0.4753
2020-09-28,0.4774
2020-09-25,0.4512
2020-09-24,0.4183
2020-09-23,0.4295
2020-09-22,0.4563
2020-09-21,0.4509
2020-09-18,0.4604
2020-09-17,0.4745
2020-09-16,0.4601
2020-09-15,0.4469
2020-09-14,0.4453
2020-09-11,0.4320
2020-09-10,0.4272
2020-09-09,0.4414
2020-09-08,0.4369
2020-09-04,0.4689
2020-09-03,0.4595
2020-09-02,0.4731
2020-09-01,0.4712
2020-08-31,0.4768
2020-08-28,0.4874
2020-08-27,0.4776
2020-08-26,0.4927
2020-08-25,0.4919
2020-08-24,0.5092
2020-08-21,0.4730
2020-08-20,0.4887
2020-08-19,0.4961
2020-08-18,0.5067
2020-08-17,0.5029
2020-08-14,0.5164
2020-08-13,0.5186
2020-08-12,0.5223
2020-08-11,0.5290
2020-08-10,0.5331
2020-08-07,0.5105
2020-08-06,0.5263
2020-08-05,0.5126
2020-08-04,0.4525
2020-08-03,0.4408
2020-07-31,0.4309
2020-07-30,0.4391
2020-07-29,0.4480
2020-07-28,0.4659
2020-07-27,0.4593
2020-07-24,0.4699
2020-07-23,0.4741
2020-07-22,0.4842
2020-07-21,0.4858
2020-07-20,0.4804
2020-07-17,0.4740
2020-07-16,0.4752
2020-07-15,0.4967
2020-07-14,0.4706
2020-07-13,0.4602
2020-07-10,0.4731
2020-07-09,0.4650
2020-07-08,0.4802
2020-07-07,0.4708
2020-07-06,0.4920
2020-07-02,0.4762
2020-07-01,0.4816
2020-06-30,0.4884
2020-06-29,0.5239
2020-06-26,0.4492
2020-06-25,0.4789
2020-06-24,0.4983
2020-06-23,0.5237
2020-06-22,0.5294
2020-06-19,0.5307
2020-06-18,0.5489
2020-06-17,0.5351
2020-06-16,0.5516
2020-06-15,0.5367
2020-06-12,0.5405
2020-06-11,0.4791
2020-06-10,0.5781
2020-06-09,0.6188
2020-06-08,0.6859
2020-06-05,0.6265
2020-06-04,0.5587
2020-06-03,0.5302
2020-06-02,0.4729
2020-06-01,0.4780
2020-05-29,0.4433
2020-05-28,0.4553
2020-05-27,0.4482
2020-05-26,0.4354
2020-05-22,0.4225
2020-05-21,0.4256
2020-05-20,0.4099
2020-05-19,0.3910
2020-05-18,0.4124
2020-05-15,0.3580
2020-05-14,0.3589
2020-05-13,0.3635
2020-05-12,0.3695
2020-05-11,0.3770
2020-05-08,0.3758
2020-05-07,0.3510
2020-05-06,0.3322
2020-05-05,0.3383
2020-05-04,0.3706
2020-05-01,0.3674
2020-04-30,0.3957
2020-04-29,0.3913
2020-04-28,0.3659
2020-04-27,0.3649
2020-04-24,0.3727
2020-04-23,0.3971
2020-04-22,0.3913
2020-04-21,0.3900
2020-04-20,0.4124
2020-04-17,0.4426
2020-04-16,0.3834
2020-04-15,0.4082
2020-04-14,0.3943
2020-04-13,0.4000
2020-04-09,0.4185
2020-04-08,0.3998
2020-04-07,0.3876
2020-04-06,0.4040
2020-04-03,0.3439
2020-04-02,0.3356
2020-04-01,0.3749
2020-03-31,0.4373
2020-03-30,0.4443
2020-03-27,0.4752
2020-03-26,0.5261
2020-03-25,0.4567
2020-03-24,0.3675
2020-03-23,0.3066
2020-03-20,0.2773
2020-03-19,0.2886
2020-03-18,0.3061
2020-03-17,0.3699
2020-03-16,0.3771
2020-03-13,0.4967
2020-03-12,0.4442
2020-03-11,0.5423
2020-03-10,0.6708
2020-03-09,0.6555
2020-03-06,0.7444
2020-03-05,0.7513
2020-03-04,0.8118
2020-03-03,0.8074
2020-03-02,0.8519
2020-02-28,0.8164
2020-02-27,0.8683
2020-02-26,0.8771
2020-02-25,0.8743
2020-02-24,0.9048
2020-02-21,0.9469
2020-02-20,0.9266
2020-02-19,0.9201
2020-02-18,0.9233
2020-02-14,0.9252
2020-02-13,0.9293
2020-02-12,0.9329
2020-02-11,0.9206
2020-02-10,0.9164
2020-02-07,0.9128
2020-02-06,0.9291
2020-02-05,0.8940
2020-02-04,0.8514
2020-02-03,0.8519
2020-01-31,0.8486
2020-01-30,0.8764
2020-01-29,0.8633
2020-01-28,0.8704
2020-01-27,0.8830
2020-01-24,0.8909
2020-01-23,0.8636
2020-01-22,0.8024
2020-01-21,0.8057
2020-01-17,0.8575
2020-01-16,0.8647
2020-01-15,0.8573
2020-01-14,0.8868
2020-01-13,0.8976
2020-01-10,0.8973
2020-01-09,0.9242
2020-01-08,0.9104
2020-01-07,0.9478
2020-01-06,0.9114
2020-01-03,0.9003
2020-01-02,0.9084
2019-12-31,0.8906
2019-12-30,0.8765
2019-12-27,0.9001
2019-12-26,0.8903
2019-12-24,0.9028
2019-12-23,0.8588
2019-12-20,0.7901
2019-12-19,0.8033
2019-12-18,0.7929
2019-12-17,0.7738
2019-12-16,0.7692
2019-12-13,0.7892
2019-12-12,0.8011
2019-12-11,0.8181
2019-12-10,0.8297
2019-12-09,0.8374
2019-12-06,0.8499
2019-12-05,0.8425
2019-12-04,0.8422
2019-12-03,0.8608
2019-12-02,0.8649
2019-11-29,0.9094
2019-11-27,0.9122
2019-11-26,0.9256
2019-11-25,0.9401
2019-11-22,0.9334
2019-11-21,0.9205
2019-11-20,0.9229
2019-11-19,0.9152
2019-11-18,0.9520
2019-11-15,0.9813
2019-11-14,0.9747
2019-11-13,0.9564
2019-11-12,1.0172
2019-11-11,1.0342
2019-11-08,0.9859
2019-11-07,1.0202
2019-11-06,1.0045
2019-11-05,1.0182
2019-11-04,0.9790
2019-11-01,0.9777
2019-10-31,0.9820
2019-10-30,0.9992
2019-10-29,1.0129
2019-10-28,0.9824
2019-10-25,0.9802
2019-10-24,1.0192
2019-10-23,1.0170
2019-10-22,1.0446
2019-10-21,1.0295
2019-10-18,1.1254
2019-10-17,1.1592
2019-10-16,1.1745
2019-10-15,1.1925
2019-10-14,1.1968
2019-10-11,1.2147
2019-10-10,1.2828
2019-10-09,1.2522
2019-10-08,1.2154
2019-10-07,1.1985
2019-10-04,1.1648
2019-10-03,1.1971
2019-10-02,1.1722
2019-10-01,1.1717
2019-09-30,1.1845
2019-09-27,1.2092
2019-09-26,1.2058
2019-09-25,1.2153
2019-09-24,1.1695
2019-09-23,1.1196
2019-09-20,1.0720
2019-09-19,1.1276
2019-09-18,1.1473
2019-09-17,1.1717
2019-09-16,1.2116
2019-09-13,1.2209
2019-09-12,1.2233
2019-09-11,1.2274
2019-09-10,1.1829
2019-09-09,1.1370
2019-09-06,1.0990
2019-09-05,1.0729
2019-09-04,1.0519
2019-09-03,1.0314
2019-08-30,1.0372
2019-08-29,0.9989
2019-08-28,0.9875
2019-08-27,0.9743
2019-08-26,1.0011
2019-08-23,1.0049
2019-08-22,1.0122
2019-08-21,0.9568
2019-08-20,0.9552
2019-08-19,0.9747
2019-08-16,1.0061
2019-08-15,0.9328
2019-08-14,0.9000
2019-08-13,0.9590
2019-08-12,0.9718
2019-08-09,0.9689
2019-08-08,0.9647
2019-08-07,0.9365
2019-08-06,0.9237
2019-08-05,0.9130
2019-08-02,0.9609
2019-08-01,0.9428
2019-07-31,0.9676
2019-07-30,0.9603
2019-07-29,0.8964
2019-07-26,0.9082
2019-07-25,0.9147
2019-07-24,0.9412
2019-07-23,0.9658
2019-07-22,0.9815
2019-07-19,1.0025
2019-07-18,0.9861
2019-07-17,1.0215
2019-07-16,1.0092
2019-07-15,1.0000
2019-07-12,1.0082
2019-07-11,0.9795
2019-07-10,0.9737
2019-07-09,0.9818
2019-07-08,0.9808
2019-07-05,1.0153
2019-07-03,1.0005
2019-07-02,1.0119
2019-07-01,1.0243
2019-06-28,1.0707
2019-06-27,1.0814
2019-06-26,1.0902
2019-06-25,1.0678
2019-06-24,1.0956
2019-06-21,1.0906
2019-06-20,1.1106
2019-06-19,1.0790
2019-06-18,1.0845
2019-06-17,1.0262
2019-06-14,0.9967
2019-06-13,1.0141
2019-06-12,1.0143
2019-06-11,1.0135
2019-06-10,1.0157
2019-06-07,1.0241
2019-06-06,1.0280
2019-06-05,1.0237
2019-06-04,1.0549
2019-06-03,1.0148
2019-05-31,1.0253
2019-05-30,1.0469
2019-05-29,1.0306
2019-05-28,1.0415
2019-05-24,1.0327
2019-05-23,1.0323
2019-05-22,1.0333
2019-05-21,1.0469
2019-05-20,1.0207
2019-05-17,1.0170
2019-05-16,1.0286
2019-05-15,0.9781
2019-05-14,0.9744
2019-05-13,0.9674
2019-05-10,1.0104
2019-05-09,1.0231
2019-05-08,1.0286
2019-05-07,1.0202
2019-05-06,1.0468
2019-05-03,1.0704
2019-05-02,1.0709
2019-05-01,1.0900
2019-04-30,1.1076
2019-04-29,1.1293
2019-04-26,1.1130
2019-04-25,1.1361
2019-04-24,1.1385
2019-04-23,1.1391
2019-04-22,1.1435
2019-04-18,1.1476
2019-04-17,1.1418
2019-04-16,1.1575
2019-04-15,1.1551
2019-04-12,1.1628
2019-04-11,1.1341
2019-04-10,1.0927
2019-04-09,1.1090
2019-04-08,1.1090
2019-04-05,1.1659
2019-04-04,1.1324
2019-04-03,1.0909
2019-04-02,1.0941
2019-04-01,1.0920
2019-03-29,1.0443
2019-03-28,1.0243
2019-03-27,1.0277
2019-03-26,1.0198
2019-03-25,1.0117
2019-03-22,1.0206
2019-03-21,1.0484
2019-03-20,1.0700
2019-03-19,1.0760
2019-03-18,1.0546
2019-03-15,1.0910
2019-03-14,1.0520
2019-03-13,1.0660
2019-03-12,1.0605
2019-03-11,1.1433
2019-03-08,1.1782
2019-03-07,1.2208
2019-03-06,1.2516
2019-03-05,1.2800
2019-03-04,1.2834
2019-03-01,1.2975
2019-02-28,1.3036
2019-02-27,1.2842
2019-02-26,1.2633
2019-02-25,1.2865
2019-02-22,1.2703
2019-02-21,1.2733
2019-02-20,1.3000
2019-02-19,1.3094
2019-02-15,1.2934
2019-02-14,1.2529
2019-02-13,1.2283
2019-02-12,1.2219
2019-02-11,1.2015
2019-02-08,1.2548
2019-02-07,1.2194
2019-02-06,1.2317
2019-02-05,1.2218
2019-02-04,1.1813
2019-02-01,1.1674
2019-01-31,1.1793
2019-01-30,1.1947
2019-01-29,1.0971
2019-01-28,1.1250
2019-01-25,1.1036
2019-01-24,1.1272
2019-01-23,1.1157
2019-01-22,1.0795
2019-01-18,1.1302
2019-01-17,1.1013
2019-01-16,1.1078
2019-01-15,1.0900
2019-01-14,1.1108
2019-01-11,1.1150
2019-01-10,1.0875
2019-01-09,1.0868
2019-01-08,1.0810
2019-01-07,0.9876
2019-01-04,0.9829
2019-01-03,0.9508
2019-01-02,0.9942
2018-12-31,0.9916
2018-12-28,0.9720
2018-12-27,0.9501
2018-12-26,0.9254
2018-12-24,0.8419
2018-12-21,0.8861
2018-12-20,0.9153
2018-12-19,0.9292
2018-12-18,0.9436
2018-12-17,0.9306
2018-12-14,0.9249
2018-12-13,0.9117
2018-12-12,0.9090
2018-12-11,0.8989
2018-12-10,0.9284
2018-12-07,0.9214
2018-12-06,0.9557
2018-12-04,0.9835
2018-12-03,1.0287
