Dates,ROC Values
2019-02-20,27.6553
2019-02-19,22.1522
2019-02-15,16.7046
2019-02-14,18.7849
2019-02-13,20.4643
2019-02-12,23.7791
2019-02-11,27.6605
2019-02-08,28.6394
2019-02-07,30.3871
2019-02-06,29.5569
2019-02-05,29.1092
2019-02-04,23.6991
2019-02-01,15.3237
2019-01-31,12.8963
2019-01-30,12.4739
2019-01-29,4.4062
2019-01-28,1.6637
2019-01-25,-1.3917
2019-01-24,-3.3714
2019-01-23,-3.1601
2019-01-22,-1.8881
2019-01-18,1.2244
2019-01-17,0.8375
2019-01-16,-2.5853
2019-01-15,-0.2805
2019-01-14,0.5904
2019-01-11,5.6431
2019-01-10,-1.4011
2019-01-09,-5.0456
2019-01-08,-3.5386
2019-01-07,-5.8354
2019-01-04,-7.6947
2019-01-03,-12.3298
2019-01-02,-9.4745
2018-12-31,-11.3578
2018-12-28,-13.6893
2018-12-27,-11.2231
2018-12-26,-12.4218
2018-12-24,-17.4788
2018-12-21,-16.7403
2018-12-20,-18.4065
2018-12-19,-16.7836
2018-12-18,-14.7222
2018-12-17,-18.5651
2018-12-14,-18.3737
2018-12-13,-15.3736
2018-12-12,-14.1498
2018-12-11,-13.0102
2018-12-10,-10.7610
2018-12-07,-11.0455
2018-12-06,-9.2038
2018-12-04,-6.4976
2018-12-03,-2.8503
2018-11-30,-5.1980
2018-11-29,-5.7719
2018-11-28,-7.8502
2018-11-27,-10.2436
2018-11-26,-11.6679
2018-11-23,-11.7312
2018-11-21,-9.7978
2018-11-20,-7.5553
2018-11-19,-5.6865
2018-11-16,-3.3728
2018-11-15,-2.3129
2018-11-14,-0.1068
2018-11-13,1.4071
2018-11-12,4.6345
2018-11-09,6.9598
2018-11-08,6.3651
2018-11-07,5.9252
2018-11-06,3.5987
2018-11-05,3.6064
2018-11-02,2.9556
2018-11-01,3.7254
2018-10-31,0.3081
2018-10-30,-0.2366
2018-10-29,-3.1207
2018-10-26,3.8413
2018-10-25,9.6485
2018-10-24,4.5733
2018-10-23,3.4549
2018-10-22,4.8820
2018-10-19,3.6483
2018-10-18,3.8409
2018-10-17,4.7207
2018-10-16,6.7842
2018-10-15,3.5086
2018-10-12,3.4803
2018-10-11,2.0217
2018-10-10,3.6481
2018-10-09,10.3394
2018-10-08,7.4974
2018-10-05,8.0910
2018-10-04,10.1175
2018-10-03,10.0432
2018-10-02,9.9137
2018-10-01,8.2536
2018-09-28,5.1840
2018-09-27,2.4950
2018-09-26,2.7925
2018-09-25,3.6386
2018-09-24,5.4251
2018-09-21,8.1068
2018-09-20,8.4228
2018-09-19,5.7256
2018-09-18,6.8638
2018-09-17,6.9002
2018-09-14,8.5269
2018-09-13,7.2984
2018-09-12,5.6797
2018-09-11,3.4150
2018-09-10,2.6627
2018-09-07,6.4270
2018-09-06,6.5553
2018-09-05,5.1947
2018-09-04,2.6740
2018-08-31,2.0243
2018-08-30,1.7321
2018-08-29,3.1696
2018-08-28,-0.5025
2018-08-27,-0.6651
2018-08-24,-3.1184
2018-08-23,-4.0240
2018-08-22,-5.0857
2018-08-21,-4.1543
2018-08-20,-4.6049
2018-08-17,-5.5373
2018-08-16,-6.4212
2018-08-15,-7.4117
2018-08-14,-5.5174
2018-08-13,-4.6750
2018-08-10,-3.1410
2018-08-09,-3.5624
2018-08-08,-1.3334
2018-08-07,-2.5910
2018-08-06,-3.4624
2018-08-03,-2.9982
2018-08-02,-1.4901
2018-08-01,-3.0666
2018-07-31,1.4435
2018-07-30,2.0108
2018-07-27,5.7718
2018-07-26,5.0275
2018-07-25,3.2880
2018-07-24,4.6166
2018-07-23,2.6739
2018-07-20,3.5309
2018-07-19,5.5342
2018-07-18,6.3421
2018-07-17,7.2433
2018-07-16,8.2191
2018-07-13,8.7428
2018-07-12,5.5258
2018-07-11,2.6180
2018-07-10,2.3484
2018-07-09,0.2419
2018-07-06,-1.9124
2018-07-05,1.7553
2018-07-03,-1.2559
2018-07-02,-0.2716
2018-06-29,-1.0165
2018-06-28,-1.3744
2018-06-27,-1.5624
2018-06-26,0.3546
2018-06-25,1.0830
2018-06-22,0.9228
2018-06-21,3.6590
2018-06-20,2.8561
2018-06-19,6.3059
2018-06-18,9.3165
2018-06-15,6.9140
2018-06-14,11.2330
2018-06-13,10.5309
2018-06-12,15.5136
2018-06-11,13.6951
2018-06-08,16.0354
2018-06-07,15.3343
2018-06-06,13.5078
2018-06-05,12.7382
2018-06-04,13.4266
2018-06-01,6.3461
2018-05-31,4.8219
2018-05-30,8.5032
2018-05-29,7.1903
2018-05-25,9.6671
2018-05-24,9.2425
2018-05-23,6.5920
2018-05-22,3.6591
2018-05-21,3.1616
2018-05-18,1.2174
2018-05-17,-0.3428
2018-05-16,-1.7928
2018-05-15,-2.5315
2018-05-14,0.4737
2018-05-11,-1.5808
2018-05-10,-4.5360
2018-05-09,-5.5233
2018-05-08,-6.9082
2018-05-07,-4.5506
2018-05-04,-6.0379
2018-05-03,-6.1526
2018-05-02,-8.2524
2018-05-01,-7.1823
2018-04-30,-6.4243
2018-04-27,-1.1512
2018-04-26,-0.1078
2018-04-25,-0.2734
2018-04-24,-1.1327
2018-04-23,2.7847
2018-04-20,-2.2099
2018-04-19,0.4391
2018-04-18,4.2231
2018-04-17,-2.9931
2018-04-16,-6.5695
2018-04-13,-6.5982
2018-04-12,0.4503
2018-04-11,-3.4511
2018-04-10,-1.9385
2018-04-09,-5.5251
2018-04-06,-2.0551
2018-04-05,0.7613
2018-04-04,-2.6218
2018-04-03,-1.5379
2018-04-02,-4.7176
2018-03-29,-6.1050
2018-03-28,-4.0220
2018-03-27,-3.9928
2018-03-26,0.7791
2018-03-23,0.7510
2018-03-22,0.8912
2018-03-21,9.2531
2018-03-20,9.8890
2018-03-19,12.4080
2018-03-16,11.5461
2018-03-15,11.7409
2018-03-14,12.5676
2018-03-13,14.8732
2018-03-12,17.0338
2018-03-09,20.6524
2018-03-08,18.7865
2018-03-07,18.2389
2018-03-06,17.7341
2018-03-05,19.2867
2018-03-02,16.9912
2018-03-01,19.5836
2018-02-28,23.8903
2018-02-27,25.5933
2018-02-26,26.0142
2018-02-23,26.6104
2018-02-22,25.1368
2018-02-21,25.6154
2018-02-20,27.6397
2018-02-16,29.5208
2018-02-15,28.9020
2018-02-14,27.7319
2018-02-13,24.6171
2018-02-12,28.3265
2018-02-09,24.8392
2018-02-08,24.7722
2018-02-07,30.9312
2018-02-06,28.5725
2018-02-05,23.1806
2018-02-02,31.8482
2018-02-01,36.1016
2018-01-31,34.3838
2018-01-30,28.4752
2018-01-29,30.2032
2018-01-26,30.7903
2018-01-25,31.5354
2018-01-24,27.4039
2018-01-23,27.0490
2018-01-22,27.6921
2018-01-19,28.5854
2018-01-18,30.6585
2018-01-17,34.3743
2018-01-16,30.3565
2018-01-12,31.0285
2018-01-11,27.2492
2018-01-10,25.5522
2018-01-09,23.4818
2018-01-08,20.6759
2018-01-05,16.7329
2018-01-04,13.7060
2018-01-03,13.0915
2018-01-02,15.2118
2017-12-29,14.0225
2017-12-28,15.2084
2017-12-27,14.4246
2017-12-26,13.8899
2017-12-22,13.2813
2017-12-21,13.4581
2017-12-20,14.7857
2017-12-19,15.6611
2017-12-18,15.1445
2017-12-15,14.1523
2017-12-14,15.5257
2017-12-13,14.8585
2017-12-12,13.8745
2017-12-11,11.9903
2017-12-08,13.0473
2017-12-07,11.0522
2017-12-06,10.2776
2017-12-05,8.9295
2017-12-04,8.9774
2017-12-01,6.5642
2017-11-30,8.9393
2017-11-29,7.2470
2017-11-28,6.4638
2017-11-27,7.2352
2017-11-24,9.0067
2017-11-22,10.1902
2017-11-21,11.5775
2017-11-20,10.5867
2017-11-17,10.4270
2017-11-16,12.1939
2017-11-15,12.6421
2017-11-14,11.0443
2017-11-13,9.7818
2017-11-10,9.4300
2017-11-09,9.8395
2017-11-08,10.4287
2017-11-07,12.2059
2017-11-06,11.9462
2017-11-03,9.6381
2017-11-02,10.3070
2017-11-01,7.8206
2017-10-31,9.4620
2017-10-30,9.9589
2017-10-27,8.8586
2017-10-26,9.1250
2017-10-25,8.0403
2017-10-24,12.1653
2017-10-23,11.6826
2017-10-20,13.6852
2017-10-19,10.5544
2017-10-18,9.2342
2017-10-17,8.3076
2017-10-16,9.9340
2017-10-13,10.1029
2017-10-12,10.7364
2017-10-11,9.8498
2017-10-10,8.2700
2017-10-09,7.7448
2017-10-06,7.9448
2017-10-05,11.5695
2017-10-04,21.1099
2017-10-03,21.1274
2017-10-02,21.4016
2017-09-29,21.6238
2017-09-28,21.3064
2017-09-27,23.3323
2017-09-26,22.1232
2017-09-25,22.7094
2017-09-22,25.1051
2017-09-21,24.7780
2017-09-20,24.5979
2017-09-19,24.5293
2017-09-18,25.8160
2017-09-15,24.3344
2017-09-14,22.2517
2017-09-13,22.5622
2017-09-12,22.3960
2017-09-11,22.5808
2017-09-08,20.3422
2017-09-07,19.5345
2017-09-06,18.0327
2017-09-05,17.9035
2017-09-01,21.2327
2017-08-31,21.0586
2017-08-30,21.9771
2017-08-29,21.5328
2017-08-28,21.4709
2017-08-25,21.4221
2017-08-24,24.8502
2017-08-23,25.3508
2017-08-22,26.9489
2017-08-21,24.7741
2017-08-18,24.8875
2017-08-17,26.0063
2017-08-16,27.9946
2017-08-15,27.3456
2017-08-14,25.4204
2017-08-11,26.1496
2017-08-10,24.8688
2017-08-09,26.1398
2017-08-08,28.3563
2017-08-07,28.4172
2017-08-04,28.3185
2017-08-03,29.8436
2017-08-02,29.5530
2017-08-01,32.4629
2017-07-31,36.6742
2017-07-28,34.9536
2017-07-27,31.9102
2017-07-26,27.9950
2017-07-25,15.9400
2017-07-24,15.3528
2017-07-21,15.8096
2017-07-20,13.3755
2017-07-19,14.2429
2017-07-18,13.4286
2017-07-17,15.0490
2017-07-14,14.5790
2017-07-13,13.2952
2017-07-12,14.0634
2017-07-11,12.4650
2017-07-10,12.1827
2017-07-07,12.2331
2017-07-06,10.6435
2017-07-05,11.7074
2017-07-03,10.9488
2017-06-30,11.1450
2017-06-29,11.5419
2017-06-28,13.1107
2017-06-27,11.9606
2017-06-26,14.7536
2017-06-23,15.7612
2017-06-22,12.5531
2017-06-21,13.0401
2017-06-20,11.7514
2017-06-19,13.1100
2017-06-16,11.7929
2017-06-15,10.2211
2017-06-14,9.7488
2017-06-13,8.8835
2017-06-12,7.5811
2017-06-09,7.8101
2017-06-08,7.9174
2017-06-07,7.6423
2017-06-06,7.0400
2017-06-05,7.4211
2017-06-02,8.3200
2017-06-01,7.2813
2017-05-31,5.4041
2017-05-30,4.5690
2017-05-26,5.5258
2017-05-25,5.4894
2017-05-24,4.4514
2017-05-23,3.2742
2017-05-22,3.5780
2017-05-19,0.8812
2017-05-18,-1.6313
2017-05-17,-1.0186
2017-05-16,1.7611
2017-05-15,0.8914
2017-05-12,0.9184
2017-05-11,0.7916
2017-05-10,2.4247
2017-05-09,4.1688
2017-05-08,4.8354
2017-05-05,4.6082
2017-05-04,4.3967
2017-05-03,4.4600
2017-05-02,6.2127
2017-05-01,6.7795
2017-04-28,9.1731
2017-04-27,8.7359
2017-04-26,8.1414
2017-04-25,10.3952
2017-04-24,10.8230
2017-04-21,10.1154
2017-04-20,8.6212
2017-04-19,9.7368
2017-04-18,10.4629
2017-04-17,11.2855
2017-04-13,8.0334
2017-04-12,8.6624
2017-04-11,8.7866
2017-04-10,6.7974
2017-04-07,6.6700
2017-04-06,6.8998
2017-04-05,11.2520
2017-04-04,14.1973
2017-04-03,11.6914
2017-03-31,12.1969
2017-03-30,13.3924
2017-03-29,13.6359
2017-03-28,12.6346
2017-03-27,12.2159
2017-03-24,11.2573
2017-03-23,12.4012
2017-03-22,12.7553
2017-03-21,11.5558
2017-03-20,14.0099
2017-03-17,14.5260
2017-03-16,14.5026
2017-03-15,15.7883
2017-03-14,15.7938
2017-03-13,15.6964
2017-03-10,14.4584
2017-03-09,15.4143
2017-03-08,16.4203
2017-03-07,16.5849
2017-03-06,16.6944
2017-03-03,17.6586
2017-03-02,19.4668
2017-03-01,20.6375
2017-02-28,17.6878
2017-02-27,15.5275
2017-02-24,13.8828
2017-02-23,13.9965
2017-02-22,13.8298
2017-02-21,14.8838
2017-02-17,14.4293
2017-02-16,13.2299
2017-02-15,12.1626
2017-02-14,11.5301
2017-02-13,12.5708
2017-02-10,10.5717
2017-02-09,10.6390
2017-02-08,10.1240
2017-02-07,11.1927
2017-02-06,9.6709
2017-02-03,10.4612
2017-02-02,10.8712
2017-02-01,12.8260
2017-01-31,11.5952
2017-01-30,11.7885
2017-01-27,11.8075
2017-01-26,13.8702
2017-01-25,13.3184
2017-01-24,10.6555
2017-01-23,10.9986
2017-01-20,12.3910
2017-01-19,14.8192
2017-01-18,13.9363
2017-01-17,12.8800
2017-01-13,12.3850
2017-01-12,11.9872
2017-01-11,12.3151
2017-01-10,11.8480
2017-01-09,9.6149
2017-01-06,15.3212
2017-01-05,16.3525
2017-01-04,17.8470
2017-01-03,16.4408
2016-12-30,15.1956
2016-12-29,16.1239
2016-12-28,17.3855
2016-12-27,18.8668
2016-12-23,19.2230
2016-12-22,19.1551
2016-12-21,18.6535
2016-12-20,16.0106
2016-12-19,17.5773
2016-12-16,15.8193
2016-12-15,15.0666
2016-12-14,17.6968
2016-12-13,19.2483
2016-12-12,20.2100
2016-12-09,20.3461
2016-12-08,18.4157
2016-12-07,18.2771
2016-12-06,17.4902
2016-12-05,16.3502
2016-12-02,16.3396
2016-12-01,17.6150
2016-11-30,18.7214
2016-11-29,19.8638
2016-11-28,19.1145
2016-11-25,18.3299
2016-11-23,18.1858
2016-11-22,17.0131
2016-11-21,13.8541
2016-11-18,14.7373
2016-11-17,10.1911
2016-11-16,11.2504
2016-11-15,12.2230
2016-11-14,15.2331
2016-11-11,15.2105
2016-11-10,14.9649
2016-11-09,11.7668
2016-11-08,7.8179
2016-11-07,8.1676
2016-11-04,4.9331
2016-11-03,5.0491
2016-11-02,4.9277
2016-11-01,5.4967
2016-10-31,5.9432
2016-10-28,5.9333
2016-10-27,6.3762
2016-10-26,7.8074
2016-10-25,3.2378
2016-10-24,3.2682
2016-10-21,1.9774
2016-10-20,2.6913
2016-10-19,3.5227
2016-10-18,3.0435
2016-10-17,2.5614
2016-10-14,2.5837
2016-10-13,1.9785
2016-10-12,2.0192
2016-10-11,1.2252
2016-10-10,2.4685
2016-10-07,1.4607
2016-10-06,-0.3180
2016-10-05,0.6820
2016-10-04,0.3007
2016-10-03,0.0006
2016-09-30,-0.5276
2016-09-29,-1.9376
2016-09-28,-0.9954
2016-09-27,-0.7704
2016-09-26,-0.5620
2016-09-23,1.0003
2016-09-22,2.1879
2016-09-21,0.6313
2016-09-20,-2.4212
2016-09-19,-1.1988
2016-09-16,0.4514
2016-09-15,1.4673
2016-09-14,1.3799
2016-09-13,0.1010
2016-09-12,1.0181
2016-09-09,2.0467
2016-09-08,8.1565
2016-09-07,8.9918
2016-09-06,5.9800
2016-09-02,-0.9803
2016-09-01,-0.6068
2016-08-31,-0.7629
2016-08-30,-0.6494
2016-08-29,3.2161
2016-08-26,3.0529
2016-08-25,3.0084
2016-08-24,2.9796
2016-08-23,4.0989
2016-08-22,3.7840
2016-08-19,1.8391
2016-08-18,2.3402
2016-08-17,2.9562
2016-08-16,3.1936
2016-08-15,6.5863
2016-08-12,5.7917
2016-08-11,6.0802
2016-08-10,5.7233
2016-08-09,2.6389
2016-08-08,2.2272
2016-08-05,2.2272
2016-08-04,2.9098
2016-08-03,3.3626
2016-08-02,3.3048
2016-08-01,4.0053
2016-07-29,2.0383
2016-07-28,0.3395
2016-07-27,1.3568
2016-07-26,2.0663
2016-07-25,-1.1010
2016-07-22,0.3534
2016-07-21,-0.0784
2016-07-20,2.8191
2016-07-19,1.8787
2016-07-18,1.8500
2016-07-15,1.9749
2016-07-14,0.1042
2016-07-13,-2.1145
2016-07-12,-2.1646
2016-07-11,-1.2447
2016-07-08,-4.3215
2016-07-07,-3.7735
2016-07-06,-2.1029
2016-07-05,-2.3193
2016-07-01,0.0098
2016-06-30,0.2790
2016-06-29,-3.5041
2016-06-28,-5.3532
2016-06-27,-5.6619
2016-06-24,-2.5167
2016-06-23,2.6723
2016-06-22,2.6106
2016-06-21,3.6650
2016-06-20,4.6590
2016-06-17,3.0582
2016-06-16,1.9544
2016-06-15,3.3037
2016-06-14,4.1392
2016-06-13,3.1701
2016-06-10,4.1553
2016-06-09,4.3637
2016-06-08,2.4526
2016-06-07,1.3110
2016-06-06,0.6517
2016-06-03,-3.3389
2016-06-02,-5.3511
2016-06-01,-6.1931
2016-05-31,-5.0583
2016-05-27,-0.3221
2016-05-26,2.1947
2016-05-25,2.8142
2016-05-24,1.7452
2016-05-23,3.2060
2016-05-20,4.4689
2016-05-19,5.1031
2016-05-18,7.9391
2016-05-17,8.7440
2016-05-16,11.7034
2016-05-13,11.3643
2016-05-12,13.2651
2016-05-11,11.7789
2016-05-10,14.0041
2016-05-09,11.7976
2016-05-06,14.0729
2016-05-05,14.2659
2016-05-04,11.9675
2016-05-03,12.8631
2016-05-02,16.3685
2016-04-29,14.6551
2016-04-28,15.8673
2016-04-27,21.7407
2016-04-26,22.6549
2016-04-25,20.5736
2016-04-22,12.6246
2016-04-21,11.0066
2016-04-20,10.3148
2016-04-19,9.2713
2016-04-18,7.7633
2016-04-15,8.6062
2016-04-14,12.3858
2016-04-13,8.8915
2016-04-12,8.7845
2016-04-11,9.4045
2016-04-08,10.7205
2016-04-07,0.1404
2016-04-06,4.1274
2016-04-05,2.8970
2016-04-04,3.3416
2016-04-01,4.9200
2016-03-31,1.6414
2016-03-30,3.3069
2016-03-29,2.2492
2016-03-28,3.4342
2016-03-24,1.0898
2016-03-23,2.9910
2016-03-22,4.9202
2016-03-21,3.0995
2016-03-18,-2.6040
2016-03-17,-6.4831
2016-03-16,-8.3523
2016-03-15,-11.7894
2016-03-14,-12.8997
2016-03-11,-14.6268
2016-03-10,-14.1472
2016-03-09,-13.5993
2016-03-08,-14.2745
2016-03-07,-12.8731
2016-03-04,-13.2689
2016-03-03,-13.5045
2016-03-02,-17.0302
2016-03-01,-18.2474
2016-02-29,-18.5921
2016-02-26,-16.5966
2016-02-25,-18.4661
2016-02-24,-20.3109
2016-02-23,-18.1953
2016-02-22,-18.2774
2016-02-19,-21.6984
2016-02-18,-20.0866
2016-02-17,-19.3255
2016-02-16,-22.6628
2016-02-12,-25.7834
2016-02-11,-24.7468
2016-02-10,-20.0749
2016-02-09,-19.3651
2016-02-08,-19.6300
2016-02-05,-17.3790
2016-02-04,-17.2624
2016-02-03,-18.3396
2016-02-02,-20.7445
2016-02-01,-16.7853
2016-01-29,-16.8190
2016-01-28,-17.2382
2016-01-27,-18.2124
2016-01-26,-11.7112
2016-01-25,-14.5642
2016-01-22,-14.6390
2016-01-21,-16.5878
2016-01-20,-17.4562
2016-01-19,-14.9335
2016-01-15,-14.6455
2016-01-14,-12.4034
2016-01-13,-12.9420
2016-01-12,-9.8178
2016-01-11,-11.4082
2016-01-08,-11.9034
2016-01-07,-8.7752
2016-01-06,-4.7836
2016-01-05,-2.9894
2016-01-04,0.1224
2015-12-31,4.7508
2015-12-30,6.4218
2015-12-29,7.7433
2015-12-28,5.8502
2015-12-24,7.5930
2015-12-23,3.3179
2015-12-22,1.8299
2015-12-21,1.4783
2015-12-18,1.0048
2015-12-17,6.8850
2015-12-16,10.6882
2015-12-15,10.0058
2015-12-14,8.5381
2015-12-11,11.4065
2015-12-10,12.4926
2015-12-09,12.7190
2015-12-08,13.8534
2015-12-07,14.0078
2015-12-04,15.1537
2015-12-03,11.2280
2015-12-02,10.3533
2015-12-01,9.2834
2015-11-30,7.5341
2015-11-27,7.5681
2015-11-25,8.1161
2015-11-24,9.7306
2015-11-23,11.0250
2015-11-20,11.6191
2015-11-19,12.4346
2015-11-18,12.4693
2015-11-17,9.8319
2015-11-16,11.9812
2015-11-13,9.4990
2015-11-12,9.7874
2015-11-11,14.4698
2015-11-10,11.7549
2015-11-09,10.2345
2015-11-06,12.8752
2015-11-05,15.1064
2015-11-04,18.8142
2015-11-03,16.4321
2015-11-02,12.6718
2015-10-30,8.0645
2015-10-29,3.1250
2015-10-28,2.2683
2015-10-27,2.7832
2015-10-26,1.1097
2015-10-23,1.3052
2015-10-22,2.7241
2015-10-21,-1.9854
2015-10-20,-4.7854
2015-10-19,-2.8086
2015-10-16,-4.3249
2015-10-15,-5.2156
2015-10-14,-5.9059
2015-10-13,-1.7533
2015-10-12,-1.8081
2015-10-09,-1.7013
2015-10-08,-2.9326
2015-10-07,-2.7712
2015-10-06,-3.9387
2015-10-05,-6.3853
2015-10-02,-8.7043
2015-10-01,-10.2683
2015-09-30,-9.1227
2015-09-29,-11.6969
2015-09-28,-12.1940
2015-09-25,-11.2179
2015-09-24,-11.1140
2015-09-23,-10.3238
2015-09-22,-8.0404
2015-09-21,-5.2644
2015-09-18,-4.1006
2015-09-17,-2.5416
2015-09-16,-3.5548
2015-09-15,-2.3942
2015-09-14,-3.5205
2015-09-11,-3.7053
2015-09-10,-3.1225
2015-09-09,-3.7823
2015-09-08,-5.4884
2015-09-04,-8.3365
2015-09-03,-7.8024
2015-09-02,-8.9870
2015-09-01,-11.9835
2015-08-31,-9.3913
2015-08-28,-7.7752
2015-08-27,-7.4825
2015-08-26,-8.5626
2015-08-25,-11.2532
2015-08-24,-10.3722
2015-08-21,-7.2909
2015-08-20,-2.6407
2015-08-19,2.5096
2015-08-18,3.4612
2015-08-17,3.2806
2015-08-14,3.4074
2015-08-13,1.3275
2015-08-12,0.0518
2015-08-11,2.6225
2015-08-10,4.4518
2015-08-07,0.6914
2015-08-06,1.2048
2015-08-05,2.1429
2015-08-04,-0.8770
2015-08-03,-2.4839
2015-07-31,-1.5367
2015-07-30,-2.7474
2015-07-29,-1.7518
2015-07-28,-3.4518
2015-07-27,-4.6837
2015-07-24,-1.0713
2015-07-23,0.4676
2015-07-22,0.3976
2015-07-21,-0.3162
2015-07-20,3.6964
2015-07-17,4.1123
2015-07-16,4.5750
2015-07-15,2.6508
2015-07-14,2.7879
2015-07-13,2.9482
2015-07-10,-0.5048
2015-07-09,-2.5684
2015-07-08,-3.3588
2015-07-07,-2.9154
2015-07-06,-5.6338
2015-07-02,-6.6640
2015-07-01,-7.6254
2015-06-30,-8.5511
2015-06-29,-6.6677
2015-06-26,-5.6397
2015-06-25,-5.9443
2015-06-24,-6.0618
2015-06-23,-5.1410
2015-06-22,-5.0136
2015-06-19,-4.7931
2015-06-18,-4.5918
2015-06-17,-5.2288
2015-06-16,-5.0829
2015-06-15,-4.0675
2015-06-12,-3.3091
2015-06-11,-4.1295
2015-06-10,-6.6577
2015-06-09,-5.2711
2015-06-08,-4.4696
2015-06-05,-4.4471
2015-06-04,-6.2968
2015-06-03,-5.2825
2015-06-02,-6.6833
2015-06-01,-7.7533
2015-05-29,-9.1847
2015-05-28,-7.2886
2015-05-27,-6.3430
2015-05-26,-5.1782
2015-05-22,-4.1408
2015-05-21,-1.8981
2015-05-20,-3.3167
2015-05-19,-4.3627
2015-05-18,-3.5681
2015-05-15,-4.3001
2015-05-14,-3.5214
2015-05-13,-5.7919
2015-05-12,-4.8320
2015-05-11,-2.6640
2015-05-08,-3.5138
2015-05-07,-6.9323
2015-05-06,-8.0516
2015-05-05,-7.6451
2015-05-04,-9.0266
2015-05-01,-5.9057
2015-04-30,-5.1796
2015-04-29,-2.5147
2015-04-28,-1.4827
2015-04-27,-0.1958
2015-04-24,0.3245
2015-04-23,1.8590
2015-04-22,3.0764
2015-04-21,4.2387
2015-04-20,3.3709
2015-04-17,2.2418
2015-04-16,3.7769
2015-04-15,4.8597
2015-04-14,6.0415
2015-04-13,4.3326
2015-04-10,11.2359
2015-04-09,16.5186
2015-04-08,15.0917
2015-04-07,13.8442
2015-04-06,11.9570
2015-04-02,13.4343
2015-04-01,13.9723
2015-03-31,15.4636
2015-03-30,18.0570
2015-03-27,14.8686
2015-03-26,13.6552
2015-03-25,13.9619
2015-03-24,15.9974
2015-03-23,16.6541
2015-03-20,20.0297
2015-03-19,21.5856
2015-03-18,21.4165
2015-03-17,19.6310
2015-03-16,18.9532
2015-03-13,15.6811
2015-03-12,15.6364
2015-03-11,15.5512
2015-03-10,16.8529
2015-03-09,19.7432
2015-03-06,20.1544
2015-03-05,23.1247
2015-03-04,23.5773
2015-03-03,25.1616
2015-03-02,24.5442
2015-02-27,24.3267
2015-02-26,26.4084
2015-02-25,24.7883
2015-02-24,24.6227
2015-02-23,20.0771
2015-02-20,22.2628
2015-02-19,17.0077
2015-02-18,15.8239
2015-02-17,14.3005
2015-02-13,13.8881
2015-02-12,12.5471
2015-02-11,10.7696
2015-02-10,9.8383
2015-02-09,9.4726
2015-02-06,9.9473
2015-02-05,11.9144
2015-02-04,11.7844
2015-02-03,11.9520
2015-02-02,11.9394
2015-01-30,13.1989
2015-01-29,14.6826
2015-01-28,8.6439
2015-01-27,5.2514
2015-01-26,6.9480
2015-01-23,8.0071
2015-01-22,8.9916
2015-01-21,6.2851
2015-01-20,5.6352
2015-01-16,4.5364
2015-01-15,3.8680
2015-01-14,4.9926
2015-01-13,6.5586
2015-01-12,6.9541
2015-01-09,7.0407
2015-01-08,8.5609
2015-01-07,6.5699
2015-01-06,5.1212
2015-01-05,6.8822
2015-01-02,2.8270
2014-12-31,5.1756
2014-12-30,7.5988
2014-12-29,10.6222
2014-12-26,10.1619
2014-12-24,7.9493
2014-12-23,8.5879
2014-12-22,6.1510
2014-12-19,3.4309
2014-12-18,1.1430
2014-12-17,2.0069
2014-12-16,-1.0136
2014-12-15,-2.8194
2014-12-12,-2.1666
2014-12-11,-0.4612
2014-12-10,-1.5760
2014-12-09,1.2829
2014-12-08,1.8305
2014-12-05,4.5988
2014-12-04,2.7312
2014-12-03,4.2122
2014-12-02,3.4580
2014-12-01,2.9517
2014-11-28,5.1093
2014-11-26,6.1146
2014-11-25,6.5051
2014-11-24,7.1974
2014-11-21,5.2070
2014-11-20,3.7872
2014-11-19,3.2471
2014-11-18,2.5098
2014-11-17,0.9335
2014-11-14,3.9516
2014-11-13,3.0490
2014-11-12,0.5318
2014-11-11,0.4915
2014-11-10,-1.1258
2014-11-07,-1.5173
2014-11-06,-2.2526
2014-11-05,-2.8383
2014-11-04,-1.9403
2014-11-03,-1.1219
2014-10-31,-2.0314
2014-10-30,-2.7719
2014-10-29,-1.9908
2014-10-28,-1.0962
2014-10-27,-0.8444
2014-10-24,-1.5067
2014-10-23,0.0410
2014-10-22,0.8135
2014-10-21,5.2318
2014-10-20,3.0507
2014-10-17,2.8371
2014-10-16,1.6478
2014-10-15,-0.2792
2014-10-14,2.5968
2014-10-13,0.6754
2014-10-10,1.4687
2014-10-09,1.0036
2014-10-08,2.8049
2014-10-07,0.8294
2014-10-06,3.1160
2014-10-03,2.2021
2014-10-02,-1.4001
2014-10-01,-3.3151
2014-09-30,-0.1046
2014-09-29,1.5076
2014-09-26,2.8629
2014-09-25,0.3958
2014-09-24,0.2116
2014-09-23,-1.0456
2014-09-22,1.0253
2014-09-19,2.6484
2014-09-18,2.0374
2014-09-17,1.3866
2014-09-16,-0.7627
2014-09-15,-1.1056
2014-09-12,0.0886
2014-09-11,0.2164
2014-09-10,1.3998
2014-09-09,0.3586
2014-09-08,0.5854
2014-09-05,-1.2599
2014-09-04,-2.2579
2014-09-03,-3.1587
2014-09-02,-4.4254
2014-08-29,-3.9435
2014-08-28,-3.4616
2014-08-27,-2.6117
2014-08-26,-2.3742
2014-08-25,-2.3950
2014-08-22,-2.9834
2014-08-21,-4.3352
2014-08-20,-6.6407
2014-08-19,-8.4121
2014-08-18,-9.0409
2014-08-15,-9.4286
2014-08-14,-7.7251
2014-08-13,-9.6759
