Dates,CCI Values
2021-11-11,37.9490
2021-11-10,40.7573
2021-11-09,40.0657
2021-11-08,88.3828
2021-11-05,67.6519
2021-11-04,-55.8935
2021-11-03,-66.0755
2021-11-02,-63.3345
2021-11-01,-80.7496
2021-10-29,-155.4376
2021-10-28,-159.6433
2021-10-27,-150.1892
2021-10-26,-118.6857
2021-10-25,-93.3425
2021-10-22,-77.4199
2021-10-21,-60.6056
2021-10-20,-50.1272
2021-10-19,-53.7014
2021-10-18,-58.3080
2021-10-15,-41.8387
2021-10-14,-29.1138
2021-10-13,2.9429
2021-10-12,39.1505
2021-10-11,70.3567
2021-10-08,57.8804
2021-10-07,58.6293
2021-10-06,12.5127
2021-10-05,27.0309
2021-10-04,28.8717
2021-10-01,28.0019
2021-09-30,0.7372
2021-09-29,53.9537
2021-09-28,-18.7611
2021-09-27,45.0474
2021-09-24,-3.6645
2021-09-23,-9.8116
2021-09-22,-67.5229
2021-09-21,-127.0102
2021-09-20,-128.3734
2021-09-17,-91.3866
2021-09-16,-86.4539
2021-09-15,-102.2427
2021-09-14,-106.8783
2021-09-13,-105.0383
2021-09-10,-119.4215
2021-09-09,-108.5349
2021-09-08,-122.7809
2021-09-07,-111.8827
2021-09-03,-74.4053
2021-09-02,-60.0486
2021-09-01,-76.9898
2021-08-31,-78.7678
2021-08-30,-82.8764
2021-08-27,-76.8232
2021-08-26,-95.6293
2021-08-25,-80.2649
2021-08-24,-78.4279
2021-08-23,-106.7810
2021-08-20,-155.7282
2021-08-19,-153.2853
2021-08-18,-108.1141
2021-08-17,-94.0033
2021-08-16,-44.3735
2021-08-13,6.2442
2021-08-12,22.4857
2021-08-11,13.7396
2021-08-10,-11.2400
2021-08-09,-39.5353
2021-08-06,-35.7557
2021-08-05,-54.1555
2021-08-04,-65.0006
2021-08-03,-78.8981
2021-08-02,-78.6090
2021-07-30,-72.7552
2021-07-29,-36.5943
2021-07-28,-29.0329
2021-07-27,-102.2909
2021-07-26,-95.8356
2021-07-23,-106.9765
2021-07-22,-120.9031
2021-07-21,-114.1627
2021-07-20,-180.8279
2021-07-19,-239.7043
2021-07-16,-159.0218
2021-07-15,-132.3355
2021-07-14,-110.4576
2021-07-13,-80.2202
2021-07-12,-7.8951
2021-07-09,-5.2417
2021-07-08,-51.3373
2021-07-07,-53.5422
2021-07-06,-36.1657
2021-07-02,-25.9917
2021-07-01,3.9927
2021-06-30,-5.1632
2021-06-29,-7.3456
2021-06-28,15.4065
2021-06-25,85.2585
2021-06-24,73.3786
2021-06-23,39.4194
2021-06-22,26.2920
2021-06-21,21.2935
2021-06-18,-22.3567
2021-06-17,-4.5301
2021-06-16,18.5577
2021-06-15,41.1086
2021-06-14,35.3278
2021-06-11,46.5233
2021-06-10,62.0682
2021-06-09,56.1293
2021-06-08,78.8403
2021-06-07,70.8240
2021-06-04,62.8834
2021-06-03,76.3285
2021-06-02,113.0460
2021-06-01,97.3853
2021-05-28,45.6762
2021-05-27,64.9471
2021-05-26,-1.6361
2021-05-25,-3.8273
2021-05-24,-40.5197
2021-05-21,-55.5200
2021-05-20,-105.6028
2021-05-19,-132.5168
2021-05-18,-98.6686
2021-05-17,-111.7909
2021-05-14,-106.3681
2021-05-13,-129.3307
2021-05-12,-131.2821
2021-05-11,-105.7459
2021-05-10,-52.7852
2021-05-07,-63.0942
2021-05-06,-84.1179
2021-05-05,-79.1124
2021-05-04,-61.2535
2021-05-03,-38.1434
2021-04-30,-38.6586
2021-04-29,-31.5094
2021-04-28,-24.1732
2021-04-27,6.8242
2021-04-26,10.6094
2021-04-23,-10.9552
2021-04-22,-12.4786
2021-04-21,-16.4327
2021-04-20,-7.8436
2021-04-19,28.0701
2021-04-16,47.7536
2021-04-15,58.8118
2021-04-14,70.2580
2021-04-13,63.3519
2021-04-12,58.6142
2021-04-09,69.8555
2021-04-08,78.4668
2021-04-07,82.4308
2021-04-06,97.8694
2021-04-05,111.2225
2021-04-01,100.8670
2021-03-31,111.2875
2021-03-30,103.2705
2021-03-29,107.7525
2021-03-26,90.9365
2021-03-25,82.6790
2021-03-24,87.8951
2021-03-23,99.7045
2021-03-22,145.4515
2021-03-19,167.8188
2021-03-18,203.2247
2021-03-17,230.5575
2021-03-16,244.8244
2021-03-15,356.0454
2021-03-12,380.7533
2021-03-11,336.0499
2021-03-10,283.0041
2021-03-09,178.6190
2021-03-08,150.5758
2021-03-05,115.4987
2021-03-04,170.0311
2021-03-03,207.8332
2021-03-02,149.2350
2021-03-01,138.2920
2021-02-26,34.0498
2021-02-25,84.7516
2021-02-24,116.4898
2021-02-23,-12.7518
2021-02-22,17.0044
2021-02-19,12.4271
2021-02-18,-28.9615
2021-02-17,10.3481
2021-02-16,6.9189
2021-02-12,-25.7039
2021-02-11,-27.8102
2021-02-10,-10.0833
2021-02-09,-10.0808
2021-02-08,-31.3728
2021-02-05,-43.4209
2021-02-04,-35.2323
2021-02-03,-67.7538
2021-02-02,-102.9129
2021-02-01,-145.1034
2021-01-29,-142.7981
2021-01-28,-132.0134
2021-01-27,-146.6571
2021-01-26,-76.4573
2021-01-25,-83.8196
2021-01-22,-56.6858
2021-01-21,-31.8625
2021-01-20,0.8286
2021-01-19,-9.6749
2021-01-15,-20.5911
2021-01-14,6.4385
2021-01-13,-4.0687
2021-01-12,2.3814
2021-01-11,-1.2587
2021-01-08,19.1565
2021-01-07,29.9224
2021-01-06,26.8686
2021-01-05,22.6633
2021-01-04,11.8256
2020-12-31,37.4300
2020-12-30,43.9394
2020-12-29,48.6286
2020-12-28,48.0706
2020-12-24,52.0212
2020-12-23,62.1508
2020-12-22,62.1601
2020-12-21,56.4101
2020-12-18,68.1323
2020-12-17,77.7301
2020-12-16,91.8773
2020-12-15,98.8339
2020-12-14,111.0349
2020-12-11,117.7600
2020-12-10,129.2733
2020-12-09,139.2707
2020-12-08,160.0480
2020-12-07,179.6884
2020-12-04,175.8724
2020-12-03,195.2348
2020-12-02,158.6963
2020-12-01,153.3826
2020-11-30,157.1659
2020-11-27,193.4246
2020-11-25,214.2700
2020-11-24,250.7104
2020-11-23,231.1503
2020-11-20,214.4675
2020-11-19,258.5928
2020-11-18,323.7288
2020-11-17,335.2540
2020-11-16,317.8561
2020-11-13,206.3611
2020-11-12,162.3795
2020-11-11,217.1675
2020-11-10,263.2663
2020-11-09,177.1257
2020-11-06,-61.9681
2020-11-05,-79.9670
2020-11-04,-116.1769
2020-11-03,-119.4064
2020-11-02,-192.1667
2020-10-30,-234.5024
2020-10-29,-215.2042
2020-10-28,-209.8476
2020-10-27,-129.4884
2020-10-26,-64.1684
2020-10-23,19.4638
2020-10-22,12.7453
2020-10-21,-23.4819
2020-10-20,4.1913
2020-10-19,7.2717
2020-10-16,22.7014
2020-10-15,-59.9768
2020-10-14,-48.9271
2020-10-13,-54.1489
2020-10-12,-2.1678
2020-10-09,6.1444
2020-10-08,-9.7579
2020-10-07,-33.7516
2020-10-06,-31.0465
2020-10-05,29.4086
2020-10-02,-13.7519
2020-10-01,7.7128
2020-09-30,-15.2675
2020-09-29,-49.1129
2020-09-28,-43.9393
2020-09-25,-163.9729
2020-09-24,-235.8945
2020-09-23,-177.4009
2020-09-22,-155.1298
2020-09-21,-174.8742
2020-09-18,-94.5063
2020-09-17,-77.6047
2020-09-16,-75.8202
2020-09-15,-90.9489
2020-09-14,-118.0173
2020-09-11,-175.1447
2020-09-10,-180.8547
2020-09-09,-183.8178
2020-09-08,-158.7515
2020-09-04,-76.9168
2020-09-03,-33.4826
2020-09-02,-18.8624
2020-09-01,-41.4964
2020-08-31,-35.5989
2020-08-28,-9.6062
2020-08-27,0.3894
2020-08-26,-46.1065
2020-08-25,-13.4015
2020-08-24,-26.6737
2020-08-21,-94.4062
2020-08-20,-93.2649
2020-08-19,-74.6436
2020-08-18,-75.5305
2020-08-17,-51.5928
2020-08-14,-33.5992
2020-08-13,-42.5700
2020-08-12,-26.1735
2020-08-11,16.7147
2020-08-10,-21.4355
2020-08-07,-58.2906
2020-08-06,-38.5452
2020-08-05,-39.0384
2020-08-04,-71.3791
2020-08-03,-93.6729
2020-07-31,-91.0752
2020-07-30,-69.2133
2020-07-29,-41.3141
2020-07-28,-19.1348
2020-07-27,-12.7770
2020-07-24,10.6044
2020-07-23,20.3400
2020-07-22,26.5978
2020-07-21,28.4058
2020-07-20,14.7486
2020-07-17,26.0933
2020-07-16,35.6943
2020-07-15,53.5528
2020-07-14,34.4526
2020-07-13,34.8451
2020-07-10,31.5420
2020-07-09,32.4684
2020-07-08,42.7857
2020-07-07,49.3011
2020-07-06,64.8412
2020-07-02,59.6055
2020-07-01,63.9376
2020-06-30,67.9625
2020-06-29,82.4353
2020-06-26,39.4287
2020-06-25,50.7434
2020-06-24,67.5633
2020-06-23,92.8421
2020-06-22,96.2411
2020-06-19,112.6055
2020-06-18,128.9377
2020-06-17,142.0747
2020-06-16,175.5220
2020-06-15,143.6364
2020-06-12,150.8895
2020-06-11,123.6796
2020-06-10,251.2669
2020-06-09,347.7730
2020-06-08,434.9149
2020-06-05,366.6445
2020-06-04,262.7244
2020-06-03,182.4528
2020-06-02,98.9889
2020-06-01,77.5471
2020-05-29,62.5371
2020-05-28,93.0410
2020-05-27,67.8794
2020-05-26,56.3762
2020-05-22,16.1265
2020-05-21,21.2518
2020-05-20,-17.7201
2020-05-19,-26.6959
2020-05-18,-31.2730
2020-05-15,-75.8012
2020-05-14,-75.7728
2020-05-13,-69.0919
2020-05-12,-55.2300
2020-05-11,-52.6563
2020-05-08,-45.7836
2020-05-07,-57.3198
2020-05-06,-63.7370
2020-05-05,-57.5356
2020-05-04,-56.8703
2020-05-01,-48.6986
2020-04-30,-46.9455
2020-04-29,-47.1567
2020-04-28,-57.0681
2020-04-27,-62.5420
2020-04-24,-60.7306
2020-04-23,-56.1840
2020-04-22,-59.6611
2020-04-21,-60.6724
2020-04-20,-56.1718
2020-04-17,-54.1898
2020-04-16,-67.4448
2020-04-15,-65.8501
2020-04-14,-67.0265
2020-04-13,-65.4812
2020-04-09,-65.4618
2020-04-08,-72.1651
2020-04-07,-75.1145
2020-04-06,-83.8454
2020-04-03,-101.7595
2020-04-02,-107.1572
2020-04-01,-106.4168
2020-03-31,-96.8638
2020-03-30,-106.4145
2020-03-27,-99.2686
2020-03-26,-91.0710
2020-03-25,-117.0141
2020-03-24,-161.9321
2020-03-23,-198.8694
2020-03-20,-228.0549
2020-03-19,-257.8003
2020-03-18,-289.4384
2020-03-17,-300.7439
2020-03-16,-320.5409
2020-03-13,-305.8187
2020-03-12,-368.3453
2020-03-11,-341.2847
2020-03-10,-308.6751
2020-03-09,-343.1453
2020-03-06,-273.6342
2020-03-05,-273.8837
2020-03-04,-220.1213
2020-03-03,-223.6069
2020-03-02,-249.3754
2020-02-28,-342.5303
2020-02-27,-278.6486
2020-02-26,-164.0780
2020-02-25,-165.2133
2020-02-24,-93.7110
2020-02-21,18.7717
2020-02-20,64.7391
2020-02-19,68.0981
2020-02-18,64.0286
2020-02-14,81.4421
2020-02-13,104.5614
2020-02-12,108.2653
2020-02-11,80.1420
2020-02-10,55.5130
2020-02-07,19.8604
2020-02-06,9.5105
2020-02-05,-51.0801
2020-02-04,-96.2897
2020-02-03,-98.8753
2020-01-31,-91.6474
2020-01-30,-79.5614
2020-01-29,-78.3956
2020-01-28,-106.9872
2020-01-27,-107.0536
2020-01-24,-97.7720
2020-01-23,-127.5728
2020-01-22,-162.2988
2020-01-21,-140.1049
2020-01-17,-94.9790
2020-01-16,-76.1555
2020-01-15,-82.0273
2020-01-14,-78.7083
2020-01-13,-83.0255
2020-01-10,-81.3873
2020-01-09,-61.4280
2020-01-08,-88.3364
2020-01-07,-59.8358
2020-01-06,-88.2309
2020-01-03,-87.6511
2020-01-02,-94.8176
2019-12-31,-127.4460
2019-12-30,-121.6329
2019-12-27,-107.7708
2019-12-26,-112.7019
2019-12-24,-93.3765
2019-12-23,-83.6163
2019-12-20,-124.3955
2019-12-19,-115.2009
2019-12-18,-129.1995
2019-12-17,-163.8778
2019-12-16,-151.4921
2019-12-13,-77.8668
2019-12-12,-69.0032
2019-12-11,-71.6654
2019-12-10,-58.8266
2019-12-09,-46.9064
2019-12-06,-47.3253
2019-12-05,-76.3310
2019-12-04,-59.1140
2019-12-03,-57.8808
2019-12-02,-18.5404
2019-11-29,22.2669
2019-11-27,31.0100
2019-11-26,52.5443
2019-11-25,45.9614
2019-11-22,36.1732
2019-11-21,20.9755
2019-11-20,27.2542
2019-11-19,19.0409
2019-11-18,36.0939
2019-11-15,40.0356
2019-11-14,11.7416
2019-11-13,-0.0206
2019-11-12,0.5102
2019-11-11,-11.1910
2019-11-08,-51.0191
2019-11-07,-30.1557
2019-11-06,-48.6297
2019-11-05,-38.0987
2019-11-04,-80.0956
2019-11-01,-114.8532
2019-10-31,-124.8778
2019-10-30,-99.7183
2019-10-29,-98.1022
2019-10-28,-115.5978
2019-10-25,-117.3128
2019-10-24,-103.5191
2019-10-23,-99.0229
2019-10-22,-119.2642
2019-10-21,-153.0048
2019-10-18,-52.5503
2019-10-17,31.0609
2019-10-16,43.4402
2019-10-15,39.8814
2019-10-14,54.4317
2019-10-11,52.9624
2019-10-10,47.2149
2019-10-09,62.0605
2019-10-08,56.5783
2019-10-07,68.1926
2019-10-04,65.5903
2019-10-03,48.1072
2019-10-02,44.6701
2019-10-01,79.8431
2019-09-30,91.1663
2019-09-27,108.9066
2019-09-26,119.3965
2019-09-25,126.2445
2019-09-24,102.5587
2019-09-23,96.4264
2019-09-20,114.5681
2019-09-19,140.7244
2019-09-18,144.3513
2019-09-17,144.0035
2019-09-16,133.4813
2019-09-13,146.2097
2019-09-12,146.7659
2019-09-11,155.9287
2019-09-10,93.7599
2019-09-09,50.9321
2019-09-06,73.7286
2019-09-05,66.1935
2019-09-04,36.8381
2019-09-03,18.8338
2019-08-30,73.6057
2019-08-29,65.4357
2019-08-28,33.7773
2019-08-27,29.5198
2019-08-26,53.7155
2019-08-23,50.1388
2019-08-22,3.0504
2019-08-21,-58.4532
2019-08-20,-98.3610
2019-08-19,-90.8462
2019-08-16,-119.3348
2019-08-15,-148.9036
2019-08-14,-165.8992
2019-08-13,-111.6855
2019-08-12,-112.7595
2019-08-09,-95.6440
2019-08-08,-115.9677
2019-08-07,-158.9010
2019-08-06,-151.5910
2019-08-05,-174.3574
2019-08-02,-132.6232
2019-08-01,-141.1881
2019-07-31,-93.4217
2019-07-30,-101.3410
2019-07-29,-121.3176
2019-07-26,-98.6328
2019-07-25,-55.5405
2019-07-24,54.7807
2019-07-23,128.8299
2019-07-22,158.4716
2019-07-19,160.7601
2019-07-18,68.3536
2019-07-17,107.2333
2019-07-16,70.1845
2019-07-15,48.5840
2019-07-12,60.1498
2019-07-11,1.0782
2019-07-10,-24.9183
2019-07-09,-39.8992
2019-07-08,-44.9334
2019-07-05,-22.0979
2019-07-03,-30.2229
2019-07-02,-27.4724
2019-07-01,-5.9472
2019-06-28,24.9607
2019-06-27,31.3105
2019-06-26,80.5375
2019-06-25,59.7107
2019-06-24,75.3974
2019-06-21,73.7641
2019-06-20,76.2550
2019-06-19,71.1805
2019-06-18,51.5308
2019-06-17,-42.3593
2019-06-14,-72.4607
2019-06-13,-75.2145
2019-06-12,-82.7550
2019-06-11,-62.6586
2019-06-10,-45.4219
2019-06-07,-53.0779
2019-06-06,-77.9090
2019-06-05,-104.6359
2019-06-04,-116.6909
2019-06-03,-164.6397
2019-05-31,-138.0259
2019-05-30,-104.7844
2019-05-29,-115.1680
2019-05-28,-75.9057
2019-05-24,-79.1325
2019-05-23,-142.1057
2019-05-22,-107.7932
2019-05-21,-84.2539
2019-05-20,-125.8874
2019-05-17,-115.3315
2019-05-16,-142.8307
2019-05-15,-196.9256
2019-05-14,-205.3311
2019-05-13,-208.5506
2019-05-10,-135.0762
2019-05-09,-130.5597
2019-05-08,-112.5779
2019-05-07,-105.3204
2019-05-06,-68.0533
2019-05-03,-46.4011
2019-05-02,-49.9855
2019-05-01,-42.6974
2019-04-30,-44.6895
2019-04-29,-38.3509
2019-04-26,-37.7731
2019-04-25,-41.8213
2019-04-24,-53.7399
2019-04-23,-62.5012
2019-04-22,-58.8729
2019-04-18,-49.6597
2019-04-17,-52.0268
2019-04-16,-51.5945
2019-04-15,-68.1417
2019-04-12,-64.5878
2019-04-11,-93.6305
2019-04-10,-105.7415
2019-04-09,-91.8097
2019-04-08,-71.6937
2019-04-05,-10.6573
2019-04-04,-11.7244
2019-04-03,-26.9665
2019-04-02,-11.0660
2019-04-01,-15.4354
2019-03-29,-40.4929
2019-03-28,-51.7116
2019-03-27,-55.6924
2019-03-26,-55.9656
2019-03-25,-61.8305
2019-03-22,-69.2821
2019-03-21,-43.1433
2019-03-20,-33.0123
2019-03-19,-35.3013
2019-03-18,-39.7786
2019-03-15,-22.0020
2019-03-14,-22.4950
2019-03-13,-21.8630
2019-03-12,-11.4555
2019-03-11,13.4096
2019-03-08,71.9657
2019-03-07,77.5176
2019-03-06,87.2509
2019-03-05,98.8841
2019-03-04,109.8950
2019-03-01,129.0686
2019-02-28,131.4413
2019-02-27,127.4092
2019-02-26,123.2960
2019-02-25,132.6358
2019-02-22,130.2656
2019-02-21,129.5526
2019-02-20,140.1951
2019-02-19,140.2737
