Dates,SAR Values
2022-04-27,194.1826
2022-04-26,195.0280
2022-04-25,195.4888
2022-04-22,195.7119
2022-04-21,195.9372
2022-04-20,196.1649
2022-04-19,196.3948
2022-04-18,196.6271
2022-04-14,196.8617
2022-04-13,197.0987
2022-04-12,197.3381
2022-04-11,197.5799
2022-04-08,173.3234
2022-04-07,172.5732
2022-04-06,171.7998
2022-04-05,171.0024
2022-04-04,170.1805
2022-04-01,169.3331
2022-03-31,168.4594
2022-03-30,167.8678
2022-03-29,167.5800
2022-03-28,196.4597
2022-03-25,197.6631
2022-03-24,198.9165
2022-03-23,200.2222
2022-03-22,201.5823
2022-03-21,202.9991
2022-03-18,204.4749
2022-03-17,206.0121
2022-03-16,207.6135
2022-03-15,209.2815
2022-03-14,211.0191
2022-03-11,212.8291
2022-03-10,214.7144
2022-03-09,216.6784
2022-03-08,218.7241
2022-03-07,220.2601
2022-03-04,221.1028
2022-03-03,221.4485
2022-03-02,221.7977
2022-03-01,222.1504
2022-02-28,222.5066
2022-02-25,222.8665
2022-02-24,223.2300
2022-02-23,193.2927
2022-02-22,192.3668
2022-02-18,191.4123
2022-02-17,190.4282
2022-02-16,189.4137
2022-02-15,188.3679
2022-02-14,187.2897
2022-02-11,186.1781
2022-02-10,185.0322
2022-02-09,184.3789
2022-02-08,184.0760
2022-02-07,183.7700
2022-02-04,215.9414
2022-02-03,217.6346
2022-02-02,219.4169
2022-02-01,221.2931
2022-01-31,223.2680
2022-01-28,225.3468
2022-01-27,226.8763
2022-01-26,227.9574
2022-01-25,228.6808
2022-01-24,229.4190
2022-01-21,229.6700
2022-01-20,208.5096
2022-01-19,206.4168
2022-01-18,204.1170
2022-01-14,202.1367
2022-01-13,199.9843
2022-01-12,198.3844
2022-01-11,197.0730
2022-01-10,195.6778
2022-01-07,194.1937
2022-01-06,192.6148
2022-01-05,190.9351
2022-01-04,189.6919
2022-01-03,188.8228
2021-12-31,188.2007
2021-12-30,187.5594
2021-12-29,186.8982
2021-12-28,186.2166
2021-12-27,185.8306
2021-12-23,185.4367
2021-12-22,185.2600
2021-12-21,203.8970
2021-12-20,205.5176
2021-12-17,206.8451
2021-12-16,208.0480
2021-12-15,209.3277
2021-12-14,210.6890
2021-12-13,212.1373
2021-12-10,213.6779
2021-12-09,215.3170
2021-12-08,217.0606
2021-12-07,218.9155
2021-12-06,220.8889
2021-12-03,222.9882
2021-12-02,225.2214
2021-12-01,227.5973
2021-11-30,229.3734
2021-11-29,230.8473
2021-11-26,232.3826
2021-11-24,233.1717
2021-11-23,233.6901
2021-11-22,233.9400
2021-11-19,210.0298
2021-11-18,209.2904
2021-11-17,208.5280
2021-11-16,207.7421
2021-11-15,206.9318
2021-11-12,206.5225
2021-11-11,206.1048
2021-11-10,205.6785
2021-11-09,205.2436
2021-11-08,204.7998
2021-11-05,204.6000
2021-11-04,222.3648
2021-11-03,223.4987
2021-11-02,224.7050
2021-11-01,225.9883
2021-10-29,227.3535
2021-10-28,228.8059
2021-10-27,230.0251
2021-10-26,230.9354
2021-10-25,231.5303
2021-10-22,231.9171
2021-10-21,232.1000
2021-10-20,214.0500
2021-10-19,214.0222
2021-10-18,213.4631
2021-10-15,212.8867
2021-10-14,212.2925
2021-10-13,211.6799
2021-10-12,211.0484
2021-10-11,210.3973
2021-10-08,209.9984
2021-10-07,209.5915
2021-10-06,209.1762
2021-10-05,208.7525
2021-10-04,208.3201
2021-10-01,207.8788
2021-09-30,207.4286
2021-09-29,206.9692
2021-09-28,206.7507
2021-09-27,206.5300
2021-09-24,222.6200
2021-09-23,223.5849
2021-09-22,224.6735
2021-09-21,225.8316
2021-09-20,227.0636
2021-09-17,227.9680
2021-09-16,228.9200
2021-09-15,229.9221
2021-09-14,230.9769
2021-09-13,232.0873
2021-09-10,233.0026
2021-09-09,233.6983
2021-09-08,234.4154
2021-09-07,234.8945
2021-09-03,235.3834
2021-09-02,235.8822
2021-09-01,236.3913
2021-08-31,236.9107
2021-08-30,237.4407
2021-08-27,237.9815
2021-08-26,238.5334
2021-08-25,239.0965
2021-08-24,239.6711
2021-08-23,240.2575
2021-08-20,240.8558
2021-08-19,241.1500
2021-08-18,216.3750
2021-08-17,215.3427
2021-08-16,214.2674
2021-08-13,213.1472
2021-08-12,211.9805
2021-08-11,211.1266
2021-08-10,210.5885
2021-08-09,210.0395
2021-08-06,209.4793
2021-08-05,208.9077
2021-08-04,208.3244
2021-08-03,207.7291
2021-08-02,207.1218
2021-07-30,206.5020
2021-07-29,205.8696
2021-07-28,205.2243
2021-07-27,205.0132
2021-07-26,204.8000
2021-07-23,227.8071
2021-07-22,230.3634
2021-07-21,233.2038
2021-07-20,236.3598
2021-07-19,239.8664
2021-07-16,242.1246
2021-07-15,243.9789
2021-07-14,245.4601
2021-07-13,246.6920
2021-07-12,248.0026
2021-07-09,249.3968
2021-07-08,250.8800
2021-07-07,251.9516
2021-07-06,252.7216
2021-07-02,253.5238
2021-07-01,254.0763
2021-06-30,254.6458
2021-06-29,255.2330
2021-06-28,255.6296
2021-06-25,256.0343
2021-06-24,256.4473
2021-06-23,256.8686
2021-06-22,257.2986
2021-06-21,257.7373
2021-06-18,258.1850
2021-06-17,258.3957
2021-06-16,240.4802
2021-06-15,239.3367
2021-06-14,238.1202
2021-06-11,236.8260
2021-06-10,235.4492
2021-06-09,233.9845
2021-06-08,232.4264
2021-06-07,230.7687
2021-06-04,229.0053
2021-06-03,227.1293
2021-06-02,225.1336
2021-06-01,223.5280
2021-05-28,222.3167
2021-05-27,221.0549
2021-05-26,220.3520
2021-05-25,219.6275
2021-05-24,219.2423
2021-05-21,219.0700
2021-05-20,233.7570
2021-05-19,235.0342
2021-05-18,236.4224
2021-05-17,237.9313
2021-05-14,239.5714
2021-05-13,241.3541
2021-05-12,242.9140
2021-05-11,244.1308
2021-05-10,245.1035
2021-05-07,246.1274
2021-05-06,247.2051
2021-05-05,248.3396
2021-05-04,249.5338
2021-05-03,250.3385
2021-04-30,251.1768
2021-04-29,252.0500
2021-04-28,252.9596
2021-04-27,253.9071
2021-04-26,254.8940
2021-04-23,255.9221
2021-04-22,256.9930
2021-04-21,258.1086
2021-04-20,258.9253
2021-04-19,259.7673
2021-04-16,260.6354
2021-04-15,261.5303
2021-04-14,262.4529
2021-04-13,263.4040
2021-04-12,264.3846
2021-04-09,265.3954
2021-04-08,266.4376
2021-04-07,267.5119
2021-04-06,268.6195
2021-04-05,269.7613
2021-04-01,270.9385
2021-03-31,272.1521
2021-03-30,273.4031
2021-03-29,274.6929
2021-03-26,276.0226
2021-03-25,277.3934
2021-03-24,278.1757
2021-03-23,278.5671
2021-03-22,249.0148
2021-03-19,245.3623
2021-03-18,241.2583
2021-03-17,236.6471
2021-03-16,231.4660
2021-03-15,225.6446
2021-03-12,220.7473
2021-03-11,217.1965
2021-03-10,214.6222
2021-03-09,212.9302
2021-03-08,211.1107
2021-03-05,209.1543
2021-03-04,207.0507
2021-03-03,205.2412
2021-03-02,203.9586
2021-03-01,202.6085
2021-02-26,201.1874
2021-02-25,199.6915
2021-02-24,198.1168
2021-02-23,197.1888
2021-02-22,196.2220
2021-02-19,195.5265
2021-02-18,194.8095
2021-02-17,194.0703
2021-02-16,193.5924
2021-02-12,193.1047
2021-02-11,192.6070
2021-02-10,192.0992
2021-02-09,191.8504
2021-02-08,214.9298
2021-02-05,216.1445
2021-02-04,217.4231
2021-02-03,218.7690
2021-02-02,220.1858
2021-02-01,221.6771
2021-01-29,223.2470
2021-01-28,224.8994
2021-01-27,226.6388
2021-01-26,227.7779
2021-01-25,228.9645
2021-01-22,229.8291
2021-01-21,230.7204
2021-01-20,231.6393
2021-01-19,232.5866
2021-01-15,233.5632
2021-01-14,234.5700
2021-01-13,235.6079
2021-01-12,236.6780
2021-01-11,237.7811
2021-01-08,238.5013
2021-01-07,239.2362
2021-01-06,239.9861
2021-01-05,240.7513
2021-01-04,241.5321
2020-12-31,241.8395
2020-12-30,242.1500
2020-12-29,242.4637
2020-12-28,242.7805
2020-12-24,243.1005
2020-12-23,243.4237
2020-12-22,243.7502
2020-12-21,244.0800
2020-12-18,217.7985
2020-12-17,215.5131
2020-12-16,213.0291
2020-12-15,210.3290
2020-12-14,207.3941
2020-12-11,204.2040
2020-12-10,200.7366
2020-12-09,196.9676
2020-12-08,192.8708
2020-12-07,188.4178
2020-12-04,184.3848
2020-12-03,180.0482
2020-12-02,177.1795
2020-12-01,174.7669
2020-11-30,172.2272
2020-11-27,169.5539
2020-11-25,166.7399
2020-11-24,163.7778
2020-11-23,160.6598
2020-11-20,157.3777
2020-11-19,153.9228
2020-11-18,150.2861
2020-11-17,147.7481
2020-11-16,146.0411
2020-11-13,145.0634
2020-11-12,144.0657
2020-11-11,143.0476
2020-11-10,142.0088
2020-11-09,141.5800
2020-11-06,170.0305
2020-11-05,170.9104
2020-11-04,171.8175
2020-11-03,172.7527
2020-11-02,173.7168
2020-10-30,174.7107
2020-10-29,175.2844
2020-10-28,175.5600
2020-10-27,149.2938
2020-10-26,149.0285
2020-10-23,148.7605
2020-10-22,148.4898
2020-10-21,148.2164
2020-10-20,147.9402
2020-10-19,147.6612
2020-10-16,147.3794
2020-10-15,147.0947
2020-10-14,146.8072
2020-10-13,146.5168
2020-10-12,146.2234
2020-10-09,145.9271
2020-10-08,145.6277
2020-10-07,145.3254
2020-10-06,145.0200
2020-10-05,172.7600
2020-10-02,172.7600
2020-10-01,173.9304
2020-09-30,175.4520
2020-09-29,177.0537
2020-09-28,178.7397
2020-09-25,180.5144
2020-09-24,182.3826
2020-09-23,183.6948
2020-09-22,184.6070
2020-09-21,185.5474
2020-09-18,186.1439
2020-09-17,186.7525
2020-09-16,187.3736
2020-09-15,188.0073
2020-09-14,188.6540
2020-09-11,189.3139
2020-09-10,189.6403
2020-09-09,189.9700
2020-09-08,159.7653
2020-09-04,159.4602
2020-09-03,159.1520
2020-09-02,158.8407
2020-09-01,158.5263
2020-08-31,158.2087
2020-08-28,157.8878
2020-08-27,157.5638
2020-08-26,157.2364
2020-08-25,156.9058
2020-08-24,156.5718
2020-08-21,156.2345
2020-08-20,155.8937
2020-08-19,155.5495
2020-08-18,155.2018
2020-08-17,154.8506
2020-08-14,154.4959
2020-08-13,154.1375
2020-08-12,153.7756
2020-08-11,153.4100
2020-08-10,190.5614
2020-08-07,192.9327
2020-08-06,195.4554
2020-08-05,198.1392
2020-08-04,200.9942
2020-08-03,204.0315
2020-07-31,206.5458
2020-07-30,208.4586
2020-07-29,209.8877
2020-07-28,210.7507
2020-07-27,211.6313
2020-07-24,212.5299
2020-07-23,213.4469
2020-07-22,214.3825
2020-07-21,215.3373
2020-07-20,216.3115
2020-07-17,217.3056
2020-07-16,218.3200
2020-07-15,219.3551
2020-07-14,220.4114
2020-07-13,221.4891
2020-07-10,222.5889
2020-07-09,223.7111
2020-07-08,224.8563
2020-07-07,226.0248
2020-07-06,227.2171
2020-07-02,228.4338
2020-07-01,229.6753
2020-06-30,230.9421
2020-06-29,232.2348
2020-06-26,233.5539
2020-06-25,234.2000
2020-06-24,173.4289
2020-06-23,170.2304
2020-06-22,166.8636
2020-06-19,163.3196
2020-06-18,159.5891
2020-06-17,155.6622
2020-06-16,151.5286
2020-06-15,147.1775
2020-06-12,142.5973
2020-06-11,137.7761
2020-06-10,132.7012
2020-06-09,127.3592
2020-06-08,121.7360
2020-06-05,117.6920
2020-06-04,115.4990
2020-06-03,114.3096
2020-06-02,113.8900
2020-06-01,156.7000
2020-05-29,156.7000
2020-05-28,157.8129
2020-05-27,159.6430
2020-05-26,161.5493
2020-05-22,163.5351
2020-05-21,165.6037
2020-05-20,167.7584
2020-05-19,170.0030
2020-05-18,172.3410
2020-05-15,174.7765
2020-05-14,177.3134
2020-05-13,179.1067
2020-05-12,180.2850
2020-05-11,181.4873
2020-05-08,182.7142
2020-05-07,183.9661
2020-05-06,185.2436
2020-05-05,185.8587
2020-05-04,186.4800
2020-05-01,126.3109
2020-04-30,125.0830
2020-04-29,123.8300
2020-04-28,123.8300
2020-04-27,123.2643
2020-04-24,121.9742
2020-04-23,120.6577
2020-04-22,119.3144
2020-04-21,117.9437
2020-04-20,116.5450
2020-04-17,115.1178
2020-04-16,113.6614
2020-04-15,112.1753
2020-04-14,110.6589
2020-04-13,109.1115
2020-04-09,107.5325
2020-04-08,105.9214
2020-04-07,104.2773
2020-04-06,102.5997
2020-04-03,100.8879
2020-04-02,99.1411
2020-04-01,97.3587
2020-03-31,95.5399
2020-03-30,93.6839
2020-03-27,91.7901
2020-03-26,89.8577
2020-03-25,89.0000
2020-03-24,173.6826
2020-03-23,186.3364
2020-03-20,200.8809
2020-03-19,217.5987
2020-03-18,236.8146
2020-03-17,255.3007
2020-03-16,270.9405
2020-03-13,283.8436
2020-03-12,298.1803
2020-03-11,309.1762
2020-03-10,317.3654
2020-03-09,324.3651
2020-03-06,329.1245
2020-03-05,332.7811
2020-03-04,335.4136
2020-03-03,338.1559
2020-03-02,341.0124
2020-02-28,343.9879
2020-02-27,345.8342
2020-02-26,346.6955
2020-02-25,347.5744
2020-02-24,347.8900
2020-02-21,318.4663
2020-02-20,316.5882
2020-02-19,314.5902
2020-02-18,312.4647
2020-02-14,310.2035
2020-02-13,307.7980
2020-02-12,305.6892
2020-02-11,304.0095
2020-02-10,302.7765
2020-02-07,301.9884
2020-02-06,301.1842
2020-02-05,300.9162
2020-02-04,328.0395
2020-02-03,329.4671
2020-01-31,330.9698
2020-01-30,332.5515
2020-01-29,334.2166
2020-01-28,335.9692
2020-01-27,337.8141
2020-01-24,339.7561
2020-01-23,341.8003
2020-01-22,343.9521
2020-01-21,345.6198
2020-01-17,346.4523
2020-01-16,347.3107
2020-01-15,348.1956
2020-01-14,349.1078
2020-01-13,350.0483
2020-01-10,351.0178
2020-01-09,352.0173
2020-01-08,353.0478
2020-01-07,354.1101
2020-01-06,355.2053
2020-01-03,356.3343
2020-01-02,357.4983
2019-12-31,358.6982
2019-12-30,359.9353
2019-12-27,361.2106
2019-12-26,362.5254
2019-12-24,363.8809
2019-12-23,365.2782
2019-12-20,366.7188
2019-12-19,368.2039
2019-12-18,369.7350
2019-12-17,371.3134
2019-12-16,372.2691
2019-12-13,372.6306
2019-12-12,372.9957
2019-12-11,373.3645
2019-12-10,341.7546
2019-12-09,340.7770
2019-12-06,339.7691
2019-12-05,338.7301
2019-12-04,337.6589
2019-12-03,336.5546
2019-12-02,335.4162
2019-11-29,334.2425
2019-11-27,333.0325
2019-11-26,331.7852
2019-11-25,330.4992
2019-11-22,329.1735
2019-11-21,327.8067
2019-11-20,326.3977
2019-11-19,324.9451
2019-11-18,323.4476
2019-11-15,322.4720
2019-11-14,322.0167
2019-11-13,321.5568
2019-11-12,321.0922
2019-11-11,320.6230
2019-11-08,357.2585
2019-11-07,357.3998
2019-11-06,357.3998
2019-11-05,358.2260
2019-11-04,359.7928
2019-11-01,361.4249
2019-10-31,363.1249
2019-10-30,364.8959
2019-10-29,366.7406
2019-10-28,368.6621
2019-10-25,370.6638
2019-10-24,372.7488
2019-10-23,374.9207
2019-10-22,377.1831
2019-10-21,379.5398
2019-10-18,380.7628
2019-10-17,381.2069
2019-10-16,381.6601
2019-10-15,382.1226
2019-10-14,382.5944
2019-10-11,383.0759
2019-10-10,383.5673
2019-10-09,384.0686
2019-10-08,384.5802
2019-10-07,385.1022
2019-10-04,385.6349
2019-10-03,386.1784
2019-10-02,386.4476
2019-10-01,365.7731
2019-09-30,363.7284
2019-09-27,361.4814
2019-09-26,359.0123
2019-09-25,356.2989
2019-09-24,353.8904
2019-09-23,351.2725
2019-09-20,348.4269
2019-09-19,345.3339
2019-09-18,342.5563
