Dates,SAR Values
2016-05-11,116.9329
2016-05-10,116.6911
2016-05-09,116.4418
2016-05-06,116.1848
2016-05-05,115.9198
2016-05-04,115.6467
2016-05-03,115.3651
2016-05-02,115.0748
2016-04-29,114.7756
2016-04-28,114.4670
2016-04-27,114.1490
2016-04-26,114.0072
2016-04-25,113.8625
2016-04-22,113.7149
2016-04-21,113.5642
2016-04-20,113.4105
2016-04-19,113.2537
2016-04-18,113.1891
2016-04-15,119.8489
2016-04-14,120.1264
2016-04-13,120.4155
2016-04-12,120.7166
2016-04-11,121.0302
2016-04-08,121.3570
2016-04-07,121.6973
2016-04-06,122.0518
2016-04-05,122.4211
2016-04-04,122.8058
2016-04-01,123.2064
2016-03-31,123.5123
2016-03-30,123.6693
2016-03-29,123.7471
2016-03-28,116.9157
2016-03-24,115.7102
2016-03-23,114.2919
2016-03-22,112.6234
2016-03-21,110.6603
2016-03-18,108.8392
2016-03-17,107.3119
2016-03-16,106.1379
2016-03-15,105.0550
2016-03-14,103.8384
2016-03-11,102.7602
2016-03-10,101.8439
2016-03-09,100.9982
2016-03-08,100.0790
2016-03-07,99.0798
2016-03-04,98.2139
2016-03-03,97.4961
2016-03-02,96.7325
2016-03-01,95.9201
2016-02-29,95.2800
2016-02-26,94.7472
2016-02-25,94.3486
2016-02-24,93.9377
2016-02-23,93.5141
2016-02-22,93.0774
2016-02-19,92.7940
2016-02-18,92.5048
2016-02-17,92.3715
2016-02-16,106.5585
2016-02-12,108.1348
2016-02-11,109.8863
2016-02-10,110.5579
2016-02-09,111.2961
2016-02-08,111.9593
2016-02-05,111.9593
2016-02-04,112.6503
2016-02-03,113.5954
2016-02-02,114.6339
2016-02-01,115.7751
2016-01-29,117.0292
2016-01-28,118.4074
2016-01-27,119.9218
2016-01-26,121.0109
2016-01-25,122.1947
2016-01-22,123.4815
2016-01-21,124.8801
2016-01-20,126.4004
2016-01-19,127.5143
2016-01-15,128.7121
2016-01-14,129.7297
2016-01-13,130.5310
2016-01-12,131.1551
2016-01-11,131.8051
2016-01-08,132.2834
2016-01-07,132.5591
2016-01-06,132.6554
2016-01-05,124.7324
2016-01-04,124.6524
2015-12-31,124.5716
2015-12-30,124.4899
2015-12-29,132.8873
2015-12-28,133.1470
2015-12-24,133.4148
2015-12-23,133.6908
2015-12-22,133.9754
2015-12-21,134.2687
2015-12-18,134.2687
2015-12-17,134.2831
2015-12-16,134.4359
2015-12-15,134.5919
2015-12-14,134.7510
2015-12-11,134.8241
2015-12-10,134.8978
2015-12-09,134.9724
2015-12-08,128.5732
2015-12-07,128.4426
2015-12-04,128.3093
2015-12-03,128.1733
2015-12-02,128.0346
2015-12-01,127.8930
2015-11-30,127.7485
2015-11-27,127.6011
2015-11-25,127.4507
2015-11-24,127.2972
2015-11-23,127.1405
2015-11-20,126.9807
2015-11-19,126.9100
2015-11-18,133.1522
2015-11-17,133.2153
2015-11-16,133.2790
2015-11-13,133.3433
2015-11-12,133.4083
2015-11-11,129.0970
2015-11-10,128.8025
2015-11-09,128.1744
2015-11-06,127.4607
2015-11-05,126.6497
2015-11-04,125.8232
2015-11-03,124.9957
2015-11-02,124.0762
2015-10-30,123.0546
2015-10-29,122.0979
2015-10-28,121.0466
2015-10-27,119.8913
2015-10-26,118.8712
2015-10-23,117.7623
2015-10-22,116.7452
2015-10-21,116.1140
2015-10-20,115.6109
2015-10-19,115.0814
2015-10-16,114.5240
2015-10-15,113.9372
2015-10-14,113.3196
2015-10-13,112.6694
2015-10-12,111.9851
2015-10-09,111.4456
2015-10-08,111.0376
2015-10-07,110.6169
2015-10-06,110.1832
2015-10-05,109.7362
2015-10-02,109.2753
2015-10-01,108.8001
2015-09-30,108.3102
2015-09-29,107.8052
2015-09-28,107.2846
2015-09-25,106.7479
2015-09-24,106.1946
2015-09-23,105.6241
2015-09-22,105.0360
2015-09-21,104.4298
2015-09-18,103.8048
2015-09-17,103.1604
2015-09-16,102.7672
2015-09-15,102.5724
2015-09-14,120.8141
2015-09-11,121.3783
2015-09-10,121.8742
2015-09-09,122.4711
2015-09-08,123.0865
2015-09-04,123.7210
2015-09-03,124.3751
2015-09-02,125.0494
2015-09-01,125.7446
2015-08-31,126.4612
2015-08-28,127.2001
2015-08-27,127.9617
2015-08-26,128.7470
2015-08-25,129.5565
2015-08-24,130.3910
2015-08-21,130.6621
2015-08-20,130.7500
2015-08-19,123.9991
2015-08-18,123.9309
2015-08-17,123.8620
2015-08-14,123.7924
2015-08-13,123.7222
2015-08-12,123.6512
2015-08-11,123.5795
2015-08-10,123.5070
2015-08-07,130.7271
2015-08-06,130.8745
2015-08-05,131.0248
2015-08-04,131.1782
2015-08-03,131.3348
2015-07-31,131.4945
2015-07-30,131.6576
2015-07-29,131.8239
2015-07-28,131.9936
2015-07-27,132.0678
2015-07-24,124.6144
2015-07-23,124.3039
2015-07-22,123.9804
2015-07-21,123.7407
2015-07-20,123.4935
2015-07-17,123.2388
2015-07-16,122.9761
2015-07-15,122.8065
2015-07-14,122.6334
2015-07-13,122.5598
2015-07-10,128.7162
2015-07-09,128.8418
2015-07-08,128.9701
2015-07-07,129.1009
2015-07-06,129.2344
2015-07-02,129.3706
2015-07-01,129.5096
2015-06-30,129.6514
2015-06-29,129.7218
2015-06-26,124.1958
2015-06-25,124.1400
2015-06-24,124.0836
2015-06-23,124.0266
2015-06-22,123.9691
2015-06-19,123.9110
2015-06-18,123.8523
2015-06-17,128.2257
2015-06-16,128.4559
2015-06-15,128.6982
2015-06-12,128.9532
2015-06-11,129.2217
2015-06-10,129.5043
2015-06-09,129.8018
2015-06-08,130.0442
2015-06-05,130.2966
2015-06-04,130.4858
2015-06-03,130.6808
2015-06-02,130.8819
2015-06-01,131.0892
2015-05-29,131.2293
2015-05-28,131.2888
2015-05-27,125.3004
2015-05-26,125.1782
2015-05-22,125.0535
2015-05-21,124.9262
2015-05-20,124.7964
2015-05-19,124.6639
2015-05-18,124.5287
2015-05-15,124.3907
2015-05-14,124.3215
2015-05-13,130.2489
2015-05-12,130.7643
2015-05-11,131.3245
2015-05-08,131.9335
2015-05-07,132.5954
2015-05-06,133.3149
2015-05-05,133.9299
2015-05-04,134.4639
2015-05-01,135.0319
2015-04-30,135.6361
2015-04-29,136.0203
2015-04-28,136.3365
2015-04-27,136.5347
2015-04-24,136.6639
2015-04-23,136.7218
2015-04-22,136.7803
2015-04-21,131.1235
2015-04-20,130.8258
2015-04-17,130.5124
2015-04-16,130.1825
2015-04-15,129.8352
2015-04-14,129.4697
2015-04-13,129.0849
2015-04-10,128.7840
2015-04-09,128.5864
2015-04-08,128.4551
2015-04-07,128.3888
2015-04-06,134.4426
2015-04-02,134.7613
2015-04-01,135.0966
2015-03-31,135.4497
2015-03-30,135.8213
2015-03-27,136.2125
2015-03-26,136.6243
2015-03-25,136.8879
2015-03-24,137.0465
2015-03-23,137.2101
2015-03-20,137.3787
2015-03-19,137.5526
2015-03-18,137.7318
2015-03-17,137.9166
2015-03-16,138.1071
2015-03-13,138.3034
2015-03-12,138.4252
2015-03-11,138.5494
2015-03-10,138.6762
2015-03-09,138.8055
2015-03-06,138.9375
2015-03-05,139.0722
2015-03-04,139.2096
2015-03-03,139.3498
2015-03-02,139.4929
2015-02-27,139.6389
2015-02-26,139.7095
2015-02-25,133.2611
2015-02-24,131.9403
2015-02-23,130.3491
2015-02-20,128.4319
2015-02-19,127.0528
2015-02-18,125.9385
2015-02-17,124.9668
2015-02-13,123.9455
2015-02-12,123.0265
2015-02-11,122.1006
2015-02-10,121.2046
2015-02-09,120.2089
2015-02-06,119.1027
2015-02-05,118.0103
2015-02-04,116.9913
2015-02-03,116.0419
2015-02-02,115.0209
2015-01-30,113.9231
2015-01-29,112.7427
2015-01-28,112.0215
2015-01-27,111.6500
2015-01-26,111.2590
2015-01-23,110.8474
2015-01-22,110.4141
2015-01-21,110.1368
2015-01-20,109.8479
2015-01-16,109.5470
2015-01-15,109.2336
2015-01-14,108.9071
2015-01-13,108.5670
2015-01-12,108.3360
2015-01-09,108.0978
2015-01-08,107.8522
2015-01-07,107.5991
2015-01-06,107.3381
2015-01-05,107.0690
2015-01-02,106.7916
2014-12-31,106.5057
2014-12-30,106.2109
2014-12-29,105.9070
2014-12-26,105.7073
2014-12-24,105.5037
2014-12-23,105.4156
2014-12-22,114.5164
2014-12-19,114.9954
2014-12-18,115.4996
2014-12-17,116.0303
2014-12-16,116.5890
2014-12-15,117.1771
2014-12-12,117.7961
2014-12-11,118.2238
2014-12-10,118.5128
2014-12-09,118.6524
2014-12-08,118.7040
2014-12-05,113.5564
2014-12-04,112.9844
2014-12-03,112.3489
2014-12-02,111.6428
2014-12-01,110.8582
2014-11-28,109.9865
2014-11-26,109.1398
2014-11-25,108.2095
2014-11-24,107.3760
2014-11-21,106.6826
2014-11-20,106.0849
2014-11-19,105.4491
2014-11-18,104.9562
2014-11-17,104.6020
2014-11-14,104.2330
2014-11-13,103.9698
2014-11-12,103.8213
2014-11-11,103.6697
2014-11-10,103.5150
2014-11-07,103.3572
2014-11-06,103.1961
2014-11-05,103.0318
2014-11-04,102.8641
2014-11-03,102.6930
2014-10-31,102.5184
2014-10-30,102.3402
2014-10-29,102.1584
2014-10-28,101.9729
2014-10-27,101.7836
2014-10-24,101.5904
2014-10-23,101.3933
2014-10-22,101.1922
2014-10-21,101.0973
2014-10-20,108.8535
2014-10-17,109.4373
2014-10-16,110.0651
2014-10-15,110.7401
2014-10-14,111.1373
2014-10-13,111.5598
2014-10-10,111.8736
2014-10-09,112.1114
2014-10-08,112.3592
2014-10-07,112.5202
2014-10-06,112.6200
2014-10-03,112.7218
2014-10-02,112.8256
2014-10-01,112.8740
2014-09-30,108.8119
2014-09-29,108.6862
2014-09-26,108.5567
2014-09-25,108.4232
2014-09-24,108.2855
2014-09-23,108.1436
2014-09-22,107.9973
2014-09-19,107.9008
2014-09-18,107.8591
2014-09-17,111.8931
2014-09-16,111.9338
2014-09-15,111.9750
2014-09-12,112.0166
2014-09-11,112.0586
2014-09-10,112.1010
2014-09-09,112.1438
2014-09-08,112.1871
2014-09-05,112.2308
2014-09-04,107.5952
2014-09-03,107.1921
2014-09-02,106.7540
2014-08-29,106.2777
2014-08-28,105.7601
2014-08-27,105.1974
2014-08-26,104.5858
2014-08-25,104.0522
2014-08-22,103.6040
2014-08-21,103.2117
2014-08-20,102.8873
2014-08-19,102.6881
2014-08-18,102.5624
2014-08-15,102.5037
2014-08-14,102.4444
2014-08-13,107.7864
2014-08-12,108.1885
2014-08-11,108.6208
2014-08-08,109.0857
2014-08-07,109.5856
2014-08-06,110.1231
2014-08-05,110.5557
2014-08-04,111.0160
2014-08-01,111.5056
2014-07-31,111.9001
2014-07-30,112.1802
2014-07-29,112.3861
2014-07-28,112.5984
2014-07-25,112.7384
2014-07-24,112.7953
2014-07-23,108.3959
2014-07-22,108.3515
2014-07-21,108.3066
2014-07-18,108.2613
2014-07-17,108.2155
2014-07-16,108.1692
2014-07-15,108.1225
2014-07-14,108.0753
2014-07-11,112.1813
2014-07-10,112.6888
2014-07-09,113.1252
2014-07-08,113.5559
2014-07-07,113.9511
2014-07-03,114.3806
2014-07-02,114.8474
2014-07-01,115.3549
2014-06-30,115.9065
2014-06-27,116.4202
2014-06-26,116.9726
2014-06-25,117.5666
2014-06-24,117.9583
2014-06-23,118.2269
2014-06-20,118.4370
2014-06-19,118.6559
2014-06-18,118.8839
2014-06-17,119.0462
2014-06-16,119.2137
2014-06-13,119.3863
2014-06-12,119.5021
2014-06-11,119.5416
2014-06-10,116.1112
2014-06-09,115.5058
2014-06-06,114.8685
2014-06-05,114.3010
2014-06-04,113.8055
2014-06-03,113.2424
2014-06-02,112.7158
2014-05-30,112.2405
2014-05-29,111.7910
2014-05-28,111.3604
2014-05-27,111.0164
2014-05-23,110.7159
2014-05-22,110.3963
2014-05-21,110.0562
2014-05-20,109.6945
2014-05-19,109.3096
2014-05-16,108.9002
2014-05-15,108.4647
2014-05-14,108.0014
2014-05-13,107.6013
2014-05-12,107.2982
2014-05-09,107.0998
2014-05-08,106.8952
2014-05-07,106.6843
2014-05-06,106.4670
2014-05-05,106.2428
2014-05-02,106.1058
2014-05-01,105.9660
2014-04-30,105.8233
2014-04-29,105.6777
2014-04-28,105.5292
2014-04-25,105.3776
2014-04-24,105.2229
2014-04-23,105.0650
2014-04-22,104.9990
2014-04-21,104.9323
2014-04-17,104.8650
2014-04-16,104.7969
2014-04-15,104.7282
2014-04-14,104.6856
2014-04-11,104.6157
2014-04-10,104.5452
2014-04-09,104.4739
2014-04-08,104.4019
2014-04-07,104.3292
2014-04-04,104.2558
2014-04-03,111.6621
2014-04-02,111.7369
2014-04-01,111.8125
2014-03-31,111.8888
2014-03-28,111.9659
2014-03-27,112.0438
2014-03-26,112.1225
2014-03-25,112.2019
2014-03-24,112.2822
2014-03-21,112.3633
2014-03-20,112.4451
2014-03-19,112.5279
2014-03-18,104.3338
2014-03-17,104.1666
2014-03-14,103.9959
2014-03-13,103.8218
2014-03-12,103.6441
2014-03-11,103.4628
2014-03-10,103.2778
2014-03-07,103.0890
2014-03-06,102.8964
2014-03-05,102.6998
2014-03-04,102.4993
2014-03-03,102.3985
2014-02-28,102.2967
2014-02-27,102.1939
2014-02-26,102.0900
2014-02-25,101.9851
2014-02-24,101.8791
2014-02-21,101.7721
2014-02-20,101.6640
2014-02-19,101.5548
2014-02-18,101.4444
2014-02-14,112.1413
2014-02-13,112.1413
2014-02-12,113.0345
2014-02-11,114.0423
2014-02-10,115.1378
2014-02-07,116.3285
2014-02-06,117.6228
2014-02-05,119.0296
2014-02-04,120.2401
2014-02-03,121.2228
2014-01-31,122.0700
2014-01-30,122.7006
2014-01-29,123.1123
2014-01-28,123.2603
2014-01-27,123.4112
2014-01-24,123.4817
2014-01-23,118.3352
2014-01-22,117.8262
2014-01-21,117.4660
2014-01-17,117.0744
2014-01-16,116.6488
2014-01-15,116.1861
2014-01-14,115.6833
2014-01-13,115.1367
2014-01-10,114.5426
2014-01-09,114.0016
2014-01-08,113.5693
2014-01-07,113.2037
2014-01-06,112.9466
2014-01-03,112.7712
2014-01-02,112.5902
2013-12-31,112.4037
2013-12-30,112.2114
2013-12-27,112.0132
2013-12-26,111.8834
2013-12-24,111.8221
2013-12-23,111.7601
2013-12-20,111.6976
2013-12-19,111.6344
2013-12-18,111.5705
2013-12-17,111.5060
2013-12-16,117.1184
2013-12-13,117.3522
2013-12-12,117.5958
2013-12-11,117.8495
2013-12-10,118.1139
2013-12-09,118.3892
2013-12-06,118.6760
2013-12-05,118.9747
2013-12-04,119.2859
2013-12-03,119.5258
2013-12-02,119.7730
2013-11-29,120.0279
2013-11-27,120.2906
2013-11-26,120.5615
2013-11-25,120.8408
2013-11-22,121.0200
2013-11-21,121.2028
2013-11-20,121.2858
2013-11-19,113.0117
2013-11-18,111.6647
2013-11-15,110.9207
2013-11-14,110.2784
2013-11-13,109.7012
2013-11-12,109.0527
2013-11-11,108.3241
2013-11-08,107.5054
2013-11-07,106.5855
2013-11-06,105.5519
2013-11-05,104.6100
2013-11-04,103.5635
2013-11-01,102.5697
2013-10-31,101.7294
2013-10-30,100.9676
2013-10-29,100.2731
2013-10-28,99.5342
2013-10-25,98.7481
2013-10-24,98.1230
2013-10-23,97.4650
2013-10-22,97.1362
2013-10-21,96.9067
2013-10-18,96.6701
2013-10-17,96.5173
2013-10-16,96.4550
2013-10-15,101.8064
2013-10-14,101.9156
2013-10-11,102.0270
2013-10-10,102.1408
2013-10-09,102.2568
2013-10-08,102.3034
2013-10-07,102.3506
2013-10-04,102.3982
2013-10-03,102.4463
2013-10-02,98.5291
2013-10-01,98.0450
2013-09-30,97.5010
2013-09-27,96.8898
2013-09-26,96.2030
2013-09-25,95.4314
2013-09-24,94.5644
2013-09-23,93.5902
2013-09-20,92.4956
2013-09-19,91.2658
2013-09-18,90.1048
2013-09-17,89.1283
2013-09-16,88.3025
2013-09-13,87.8176
2013-09-12,87.4358
2013-09-11,87.1452
2013-09-10,86.9307
2013-09-09,86.7930
2013-09-06,86.6993
2013-09-05,86.6542
2013-09-04,86.6087
2013-09-03,90.9448
2013-08-30,91.0333
2013-08-29,91.1236
2013-08-28,91.2157
2013-08-27,91.3097
2013-08-26,91.4057
2013-08-23,91.5036
2013-08-22,91.6035
2013-08-21,91.7054
2013-08-20,91.8094
2013-08-19,91.9155
2013-08-16,92.0238
2013-08-15,92.1344
2013-08-14,92.1793
2013-08-13,92.2248
2013-08-12,92.2707
2013-08-09,92.3170
2013-08-08,92.3638
2013-08-07,92.4111
2013-08-06,92.4589
2013-08-05,92.5072
2013-08-02,92.5559
2013-08-01,92.6052
2013-07-31,92.6549
2013-07-30,92.7051
2013-07-29,92.7559
2013-07-26,87.5456
2013-07-25,87.0925
2013-07-24,86.6000
2013-07-23,86.2221
2013-07-22,85.8158
2013-07-19,85.3789
2013-07-18,84.9090
2013-07-17,84.4039
2013-07-16,83.8607
2013-07-15,83.8607
2013-07-12,83.6989
2013-07-11,83.2305
2013-07-10,82.8959
2013-07-09,82.5438
2013-07-08,82.2732
2013-07-05,82.0876
2013-07-03,81.9645
2013-07-02,81.8388
2013-07-01,81.7106
2013-06-28,81.6501
2013-06-27,81.5890
2013-06-26,87.7321
2013-06-25,87.9221
2013-06-24,88.1180
2013-06-21,88.2320
2013-06-20,88.2320
2013-06-19,83.9351
2013-06-18,83.7089
2013-06-17,83.5427
2013-06-14,83.4221
2013-06-13,83.3446
2013-06-12,83.2657
2013-06-11,83.1850
2013-06-10,83.1028
2013-06-07,83.0643
2013-06-06,85.9327
2013-06-05,85.9616
2013-06-04,83.8861
2013-06-03,83.8861
2013-05-31,83.7844
2013-05-30,83.5104
2013-05-29,82.9355
2013-05-28,82.2256
2013-05-24,81.9889
2013-05-23,81.4320
2013-05-22,80.8903
2013-05-21,80.3153
2013-05-20,79.6388
2013-05-17,78.9446
2013-05-16,78.4024
2013-05-15,77.7792
2013-05-14,77.2734
2013-05-13,76.8603
2013-05-10,76.4439
2013-05-09,75.9813
2013-05-08,75.5738
2013-05-07,75.1261
2013-05-06,74.7121
2013-05-03,74.3757
2013-05-02,74.0995
2013-05-01,73.8057
2013-04-30,73.4932
2013-04-29,73.1607
2013-04-26,72.8070
2013-04-25,72.5291
2013-04-24,72.2366
2013-04-23,72.1048
2013-04-22,71.9676
2013-04-19,71.8246
2013-04-18,71.6757
2013-04-17,71.5206
2013-04-16,71.3590
2013-04-15,71.1907
2013-04-12,71.0154
2013-04-11,70.8328
2013-04-10,70.7151
2013-04-09,70.6534
2013-04-08,70.6280
2013-04-05,73.1141
2013-04-04,73.1392
2013-04-03,73.1645
2013-04-02,73.1902
2013-04-01,70.8418
2013-03-28,70.5216
2013-03-27,70.1577
2013-03-26,69.7442
2013-03-25,69.3547
2013-03-22,68.9171
2013-03-21,68.4254
2013-03-20,67.8730
2013-03-19,67.2523
2013-03-18,66.5549
2013-03-15,65.7712
2013-03-14,65.1098
2013-03-13,64.4766
2013-03-12,63.8816
2013-03-11,63.4226
2013-03-08,63.0622
2013-03-07,62.6788
2013-03-06,62.4609
2013-03-05,62.2945
2013-03-04,62.1899
2013-03-01,62.0820
2013-02-28,61.9709
2013-02-27,61.8563
2013-02-26,61.7935
2013-02-25,61.7295
2013-02-22,61.6642
2013-02-21,61.5975
2013-02-20,61.5295
2013-02-19,61.4601
2013-02-15,61.3892
2013-02-14,61.3169
2013-02-13,61.2432
2013-02-12,61.1679
2013-02-11,61.0911
2013-02-08,61.0128
2013-02-07,60.9328
2013-02-06,60.8972
2013-02-05,60.8612
2013-02-04,64.2181
2013-02-01,64.2866
2013-01-31,64.3565
2013-01-30,64.4278
2013-01-29,64.5006
2013-01-28,64.5749
2013-01-25,64.6507
2013-01-24,64.7280
2013-01-23,64.8069
2013-01-22,64.8875
2013-01-18,64.9696
2013-01-17,65.0535
2013-01-16,65.0922
2013-01-15,65.1313
2013-01-14,65.1708
2013-01-11,65.2107
2013-01-10,65.2510
2013-01-09,65.2917
2013-01-08,65.3328
2013-01-07,62.3251
2013-01-04,62.1331
2013-01-03,61.9665
2013-01-02,61.9665
2012-12-31,61.9625
2012-12-28,61.8960
2012-12-27,61.8276
2012-12-26,61.7570
2012-12-24,61.6842
2012-12-21,61.6402
2012-12-20,61.5952
2012-12-19,61.5729
2012-12-18,63.6620
2012-12-17,63.6831
2012-12-14,61.4265
2012-12-13,61.2303
2012-12-12,61.0170
2012-12-11,60.7852
2012-12-10,60.5967
2012-12-07,60.4633
2012-12-06,60.3214
2012-12-05,60.1704
2012-12-04,60.0098
2012-12-03,59.8389
2012-11-30,59.6572
2012-11-29,59.4638
2012-11-28,59.3085
2012-11-27,59.1450
2012-11-26,59.0170
2012-11-23,58.9193
2012-11-21,58.8186
2012-11-20,58.7147
2012-11-19,58.6077
2012-11-16,58.4973
2012-11-15,58.3836
2012-11-14,58.2663
2012-11-13,58.1454
2012-11-12,58.0643
2012-11-09,58.0308
2012-11-08,61.3681
2012-11-07,61.5812
2012-11-06,61.7630
2012-11-05,61.9544
2012-11-02,62.1101
2012-11-01,62.2224
2012-10-31,62.3381
2012-10-26,62.4122
2012-10-25,62.4122
2012-10-24,59.0208
2012-10-23,58.8119
2012-10-22,58.5872
2012-10-19,58.3457
2012-10-18,58.0860
2012-10-17,57.8683
2012-10-16,57.6856
2012-10-15,57.5830
2012-10-12,57.5046
2012-10-11,57.4631
2012-10-10,57.4442
2012-10-09,59.2916
2012-10-08,59.2916
2012-10-05,59.3691
2012-10-04,59.4704
2012-10-03,59.5770
2012-10-02,59.6893
2012-10-01,59.8074
2012-09-28,59.9318
2012-09-27,60.0628
2012-09-26,60.2006
2012-09-25,60.3456
2012-09-24,60.4984
2012-09-21,60.6591
2012-09-20,60.8283
2012-09-19,60.9509
2012-09-18,61.0787
2012-09-17,61.1689
2012-09-14,61.2281
2012-09-13,61.2886
2012-09-12,61.3502
2012-09-11,61.4131
2012-09-10,61.4773
2012-09-07,61.5428
2012-09-06,61.6096
2012-09-05,61.6778
2012-09-04,61.7474
2012-08-31,61.8184
2012-08-30,61.8909
2012-08-29,61.9648
2012-08-28,62.0402
2012-08-27,62.1172
2012-08-24,62.1958
2012-08-23,62.2759
2012-08-22,62.3105
2012-08-21,62.3454
2012-08-20,62.3807
2012-08-17,62.4163
2012-08-16,62.4523
2012-08-15,62.4886
2012-08-14,62.5253
2012-08-13,62.5624
2012-08-10,62.5999
2012-08-09,62.6377
2012-08-08,62.6759
2012-08-07,62.7146
2012-08-06,62.7535
2012-08-03,62.7929
2012-08-02,62.8327
2012-08-01,59.0931
2012-07-31,59.0168
2012-07-30,58.9389
2012-07-27,58.8594
2012-07-26,58.7783
2012-07-25,58.7445
2012-07-24,58.7104
2012-07-23,58.6759
2012-07-20,58.6410
2012-07-19,58.6058
2012-07-18,61.9431
2012-07-17,61.9768
2012-07-16,62.0109
2012-07-13,62.0452
2012-07-12,62.0800
2012-07-11,58.7054
2012-07-10,58.4120
2012-07-09,58.1483
2012-07-06,57.9137
2012-07-05,57.6642
2012-07-03,57.3987
2012-07-02,57.1162
2012-06-29,56.8846
2012-06-28,56.7174
2012-06-27,56.5433
2012-06-26,56.3618
2012-06-25,56.1729
2012-06-22,55.9760
2012-06-21,55.7710
2012-06-20,55.6165
2012-06-19,55.5155
2012-06-18,55.4678
2012-06-15,55.4197
2012-06-14,55.3710
2012-06-13,55.3219
2012-06-12,55.2723
2012-06-11,60.2165
2012-06-08,60.5321
2012-06-07,60.8678
2012-06-06,61.2250
2012-06-05,61.6050
2012-06-04,61.9283
2012-06-01,62.1946
2012-05-31,62.3547
2012-05-30,62.5197
2012-05-29,62.6899
2012-05-25,62.8653
2012-05-24,63.0462
2012-05-23,63.2326
2012-05-22,63.4249
2012-05-21,63.6230
2012-05-18,63.8273
2012-05-17,63.9573
2012-05-16,63.9994
2012-05-15,59.8466
2012-05-14,59.7287
2012-05-11,59.5966
2012-05-10,59.4604
2012-05-09,59.3200
2012-05-08,59.1753
2012-05-07,59.0261
2012-05-04,58.8723
2012-05-03,58.7137
2012-05-02,58.5503
2012-05-01,58.3817
2012-04-30,58.2715
2012-04-27,58.1589
2012-04-26,58.1027
2012-04-25,58.0459
2012-04-24,61.1292
2012-04-23,61.2245
2012-04-20,61.3228
2012-04-19,61.4242
2012-04-18,61.5287
2012-04-17,61.6364
2012-04-16,61.7474
2012-04-13,61.8619
2012-04-12,61.9800
2012-04-11,62.1016
2012-04-10,62.2271
2012-04-09,62.2842
2012-04-05,62.3128
2012-04-04,62.3417
2012-04-03,62.3709
2012-04-02,62.4004
2012-03-30,62.4302
2012-03-29,62.4602
2012-03-28,62.4906
2012-03-27,62.5213
2012-03-26,62.5523
2012-03-23,62.5836
2012-03-22,62.6153
2012-03-21,62.6472
2012-03-20,62.6795
2012-03-19,62.7121
2012-03-16,62.7450
2012-03-15,62.7783
2012-03-14,62.8119
2012-03-13,62.8458
2012-03-12,62.8801
2012-03-09,62.9147
2012-03-08,62.9497
2012-03-07,62.9851
2012-03-06,63.0207
2012-03-05,60.5296
2012-03-02,60.4526
2012-03-01,60.3731
2012-02-29,60.2912
2012-02-28,60.2068
2012-02-27,60.1198
2012-02-24,60.0301
2012-02-23,59.9747
2012-02-22,59.9183
2012-02-21,59.8898
2012-02-17,59.8611
2012-02-16,59.8320
2012-02-15,59.8027
2012-02-14,59.7730
2012-02-13,59.7431
2012-02-10,59.7128
2012-02-09,59.6823
2012-02-08,59.6514
2012-02-07,59.6203
2012-02-06,59.5888
2012-02-03,59.5570
2012-02-02,62.5804
2012-02-01,62.6110
2012-01-31,62.6418
2012-01-30,62.6730
2012-01-27,62.7045
2012-01-26,62.7045
2012-01-25,62.7045
2012-01-24,60.4509
2012-01-23,60.2057
2012-01-20,59.9916
2012-01-19,59.7538
2012-01-18,59.4895
2012-01-17,59.1959
2012-01-13,58.9306
2012-01-12,58.6390
2012-01-11,58.3822
2012-01-10,58.1030
2012-01-09,57.8613
2012-01-06,57.6013
2012-01-05,57.3218
2012-01-04,57.0213
2012-01-03,56.6981
2011-12-30,56.4170
2011-12-29,56.1180
2011-12-28,55.7998
2011-12-27,55.4614
2011-12-23,55.1014
2011-12-22,54.7183
2011-12-21,54.4267
2011-12-20,54.2160
2011-12-19,53.9965
2011-12-16,53.7679
2011-12-15,53.5297
2011-12-14,53.2817
2011-12-13,53.0232
2011-12-12,52.7541
2011-12-09,52.4737
2011-12-08,52.1816
2011-12-07,51.8774
2011-12-06,51.5605
2011-12-05,51.2303
2011-12-02,50.9948
2011-12-01,50.8391
2011-11-30,50.7849
2011-11-29,56.1111
2011-11-28,56.2198
2011-11-25,56.3307
2011-11-23,56.3850
2011-11-22,51.1835
2011-11-21,50.9668
2011-11-18,50.7411
2011-11-17,50.5059
2011-11-16,50.2609
2011-11-15,50.0058
2011-11-14,49.7400
2011-11-11,49.5507
2011-11-10,49.3555
2011-11-09,49.1543
2011-11-08,48.9468
2011-11-07,48.7330
2011-11-04,48.5125
2011-11-03,48.2853
2011-11-02,48.0509
2011-11-01,47.8094
2011-10-31,47.5604
2011-10-28,47.3036
2011-10-27,47.0390
2011-10-26,46.8732
2011-10-25,46.8114
2011-10-24,46.7489
2011-10-21,46.6858
2011-10-20,46.6221
2011-10-19,46.5578
2011-10-18,46.4928
2011-10-17,46.4271
2011-10-14,46.3608
2011-10-13,46.2938
2011-10-12,46.2261
2011-10-11,52.3803
2011-10-10,52.5706
2011-10-07,52.7668
2011-10-06,52.9691
2011-10-05,53.1777
2011-10-04,53.3927
2011-10-03,53.5285
2011-09-30,53.6671
2011-09-29,53.8085
2011-09-28,53.9528
2011-09-27,54.1000
2011-09-26,54.2503
2011-09-23,54.4036
