Dates,KAMA Values
2018-12-03,314.3970
2018-11-30,311.6717
2018-11-29,311.3411
2018-11-28,311.1832
2018-11-27,310.4649
2018-11-26,311.0191
2018-11-23,312.9081
2018-11-21,320.4349
2018-11-20,329.5790
2018-11-19,338.3737
2018-11-16,345.4020
2018-11-15,347.4129
2018-11-14,349.0300
2018-11-13,349.3948
2018-11-12,349.4543
2018-11-09,349.6866
2018-11-08,349.4377
2018-11-07,349.2398
2018-11-06,348.8488
2018-11-05,348.6534
2018-11-02,348.6361
2018-11-01,348.6510
2018-10-31,348.6288
2018-10-30,348.7493
2018-10-29,349.2376
2018-10-26,351.1183
2018-10-25,351.1388
2018-10-24,351.1239
2018-10-23,351.6042
2018-10-22,354.5722
2018-10-19,356.5920
2018-10-18,358.9860
2018-10-17,361.2891
2018-10-16,362.6801
2018-10-15,363.1950
2018-10-12,365.6114
2018-10-11,366.2582
2018-10-10,366.7738
2018-10-09,366.8719
2018-10-08,365.9476
2018-10-05,364.9033
2018-10-04,364.1596
2018-10-03,361.7993
2018-10-02,357.1182
2018-10-01,353.2726
2018-09-28,348.9900
2018-09-27,348.0920
2018-09-26,347.4927
2018-09-25,347.0448
2018-09-24,345.5038
2018-09-21,343.0426
2018-09-20,340.3701
2018-09-19,338.9559
2018-09-18,337.4074
2018-09-17,335.9677
2018-09-14,335.3399
2018-09-13,334.4271
2018-09-12,334.2219
2018-09-11,334.1456
2018-09-10,334.1553
2018-09-07,334.3015
2018-09-06,334.2628
2018-09-05,334.2168
2018-09-04,334.1593
2018-08-31,334.1405
2018-08-30,334.1880
2018-08-29,334.1781
2018-08-28,333.5175
2018-08-27,333.1773
2018-08-24,332.4044
2018-08-23,332.1305
2018-08-22,332.0736
2018-08-21,331.9753
2018-08-20,331.7869
2018-08-17,331.6171
2018-08-16,331.6004
2018-08-15,331.5727
2018-08-14,334.4693
2018-08-13,335.9343
2018-08-10,336.7071
2018-08-09,338.0474
2018-08-08,338.6010
2018-08-07,338.7601
2018-08-06,338.8035
2018-08-03,338.9679
2018-08-02,339.0766
2018-08-01,339.1406
2018-07-31,339.1267
2018-07-30,339.1058
2018-07-27,339.1363
2018-07-26,338.4928
2018-07-25,337.6807
2018-07-24,337.0564
2018-07-23,336.5813
2018-07-20,336.3660
2018-07-19,335.6757
2018-07-18,334.7300
2018-07-17,331.3066
2018-07-16,329.2998
2018-07-13,327.1072
2018-07-12,325.7505
2018-07-11,324.8052
2018-07-10,324.6182
2018-07-09,322.2583
2018-07-06,322.1407
2018-07-05,322.1418
2018-07-03,322.2767
2018-07-02,322.3988
2018-06-29,322.2295
2018-06-28,322.0919
2018-06-27,322.0889
2018-06-26,324.4195
2018-06-25,327.3595
2018-06-22,331.9829
2018-06-21,334.3062
2018-06-20,338.2017
2018-06-19,341.5808
2018-06-18,342.9808
2018-06-15,343.0275
2018-06-14,343.0171
2018-06-13,342.6523
2018-06-12,342.4750
2018-06-11,340.4758
2018-06-08,339.7251
2018-06-07,339.0287
2018-06-06,338.4343
2018-06-05,336.7578
2018-06-04,336.6187
2018-06-01,336.3092
2018-05-31,336.0312
2018-05-30,335.9294
2018-05-29,335.3341
2018-05-25,335.2277
2018-05-24,334.0121
2018-05-23,333.1008
2018-05-22,331.9767
2018-05-21,331.0044
2018-05-18,326.2186
2018-05-17,323.9478
2018-05-16,322.7847
2018-05-15,321.7524
2018-05-14,321.0334
2018-05-11,320.2489
2018-05-10,320.1353
2018-05-09,320.0119
2018-05-08,319.9354
2018-05-07,319.8048
2018-05-04,319.7637
2018-05-03,319.7568
2018-05-02,319.8612
2018-05-01,320.7260
2018-04-30,320.8663
2018-04-27,320.8774
2018-04-26,320.5348
2018-04-25,320.3929
2018-04-24,319.9437
2018-04-23,320.0316
2018-04-20,319.7253
2018-04-19,319.5324
2018-04-18,319.4586
2018-04-17,319.2284
2018-04-16,319.1855
2018-04-13,319.2138
2018-04-12,319.2357
2018-04-11,319.0705
2018-04-10,319.1502
2018-04-09,319.1295
2018-04-06,319.1928
2018-04-05,319.3053
2018-04-04,319.2909
2018-04-03,319.4490
2018-04-02,319.4631
2018-03-29,319.7070
2018-03-28,319.7523
2018-03-27,320.3268
2018-03-26,321.3268
2018-03-23,321.7461
2018-03-22,325.4958
2018-03-21,328.7209
2018-03-20,329.0006
2018-03-19,329.3101
2018-03-16,331.3158
2018-03-15,332.2962
2018-03-14,333.8808
2018-03-13,336.6606
2018-03-12,338.2516
2018-03-09,339.0111
2018-03-08,339.0067
2018-03-07,339.1426
2018-03-06,339.2668
2018-03-05,339.3458
2018-03-02,339.3599
2018-03-01,340.0303
2018-02-28,340.1216
2018-02-27,338.6518
2018-02-26,335.5066
2018-02-23,330.7150
2018-02-22,326.8831
2018-02-21,326.4417
2018-02-20,325.9493
2018-02-16,324.7185
2018-02-15,324.4926
2018-02-14,324.4009
2018-02-13,324.3143
2018-02-12,324.2621
2018-02-09,324.2183
2018-02-08,324.2997
2018-02-07,324.4812
2018-02-06,324.2797
2018-02-05,324.2733
2018-02-02,324.5227
2018-02-01,324.1407
2018-01-31,322.2983
2018-01-30,322.1204
2018-01-29,322.1237
2018-01-26,322.0812
2018-01-25,321.7656
2018-01-24,321.2516
2018-01-23,321.4148
2018-01-22,321.6104
2018-01-19,321.5417
2018-01-18,321.4885
2018-01-17,320.8693
2018-01-16,312.3116
2018-01-12,308.1921
2018-01-11,301.4319
2018-01-10,295.6201
2018-01-09,291.1850
2018-01-08,285.6623
2018-01-05,282.1272
2018-01-04,280.2448
2018-01-03,280.2211
2018-01-02,280.1264
2017-12-29,279.9939
2017-12-28,279.9771
2017-12-27,279.6864
2017-12-26,279.3836
2017-12-22,278.7932
2017-12-21,278.4907
2017-12-20,278.0260
2017-12-19,275.6910
2017-12-18,272.5039
2017-12-15,270.0744
2017-12-14,267.1242
2017-12-13,265.5134
2017-12-12,263.4597
2017-12-11,261.4176
2017-12-08,260.3395
2017-12-07,258.0893
2017-12-06,256.4089
2017-12-05,255.6559
2017-12-04,255.0833
2017-12-01,253.5207
2017-11-30,253.1992
2017-11-29,250.3344
2017-11-28,249.3209
2017-11-27,248.7111
2017-11-24,248.3420
2017-11-22,248.1463
2017-11-21,248.0974
2017-11-20,247.9284
2017-11-17,247.8309
2017-11-16,247.7849
2017-11-15,247.6723
2017-11-14,247.4462
2017-11-13,247.3044
2017-11-10,247.1509
2017-11-09,247.0499
2017-11-08,246.8846
2017-11-07,246.4051
2017-11-06,246.3785
2017-11-03,246.3363
2017-11-02,246.3060
2017-11-01,246.2599
2017-10-31,246.2720
2017-10-30,246.2828
2017-10-27,246.2862
2017-10-26,246.3690
2017-10-25,246.3796
2017-10-24,246.4078
2017-10-23,246.0924
2017-10-20,245.9872
2017-10-19,245.4647
2017-10-18,245.4646
2017-10-17,245.3808
2017-10-16,245.3988
2017-10-13,245.3300
2017-10-12,244.9417
2017-10-11,243.6456
2017-10-10,242.7508
2017-10-09,241.6300
2017-10-06,241.2544
2017-10-05,241.1323
2017-10-04,240.9318
2017-10-03,240.9214
2017-10-02,240.8623
2017-09-29,240.7797
2017-09-28,240.7679
2017-09-27,240.7362
2017-09-26,240.4089
2017-09-25,240.4039
2017-09-22,240.2066
2017-09-21,238.3792
2017-09-20,235.5642
2017-09-19,231.2129
2017-09-18,228.5628
2017-09-15,226.6373
2017-09-14,225.4558
2017-09-13,225.0827
2017-09-12,225.0171
2017-09-11,224.9073
2017-09-08,224.7443
2017-09-07,224.7375
2017-09-06,224.7506
2017-09-05,224.9063
2017-09-01,224.9098
2017-08-31,224.7318
2017-08-30,224.5999
2017-08-29,224.5003
2017-08-28,224.4590
2017-08-25,224.4576
2017-08-24,224.4667
2017-08-23,224.3172
2017-08-22,224.2646
2017-08-21,224.2237
2017-08-18,224.2532
2017-08-17,224.2586
2017-08-16,224.2695
2017-08-15,224.2600
2017-08-14,224.2328
2017-08-11,224.2130
2017-08-10,224.3123
2017-08-09,224.7514
2017-08-08,224.7969
2017-08-07,224.5472
2017-08-04,223.9431
2017-08-03,223.9517
2017-08-02,223.7762
2017-08-01,223.6528
2017-07-31,222.8174
2017-07-28,219.3113
2017-07-27,214.3282
2017-07-26,206.2808
2017-07-25,198.4582
2017-07-24,197.9989
2017-07-21,197.3749
2017-07-20,196.4638
2017-07-19,195.9012
2017-07-18,194.8157
2017-07-17,194.2668
2017-07-14,192.6905
2017-07-13,190.4500
2017-07-12,189.7410
2017-07-11,188.6864
2017-07-10,187.9222
2017-07-07,187.8353
2017-07-06,187.7359
2017-07-05,187.6791
2017-07-03,187.5682
2017-06-30,187.5722
2017-06-29,187.5917
2017-06-28,187.6273
2017-06-27,187.5711
2017-06-26,187.6037
2017-06-23,187.4177
2017-06-22,185.7006
2017-06-21,184.5917
2017-06-20,182.9590
2017-06-19,180.8399
2017-06-16,178.8092
2017-06-15,177.9551
2017-06-14,176.8668
2017-06-13,176.4510
2017-06-12,176.1526
2017-06-09,175.9638
2017-06-08,175.8099
2017-06-07,175.5510
2017-06-06,175.4166
2017-06-05,175.3915
2017-06-02,174.7210
2017-06-01,172.3635
2017-05-31,171.3087
2017-05-30,170.9746
2017-05-26,170.6937
2017-05-25,170.5181
2017-05-24,170.3399
2017-05-23,170.2546
2017-05-22,170.2057
2017-05-19,170.1793
2017-05-18,170.1765
2017-05-17,170.3768
2017-05-16,170.4706
2017-05-15,170.4510
2017-05-12,170.4196
2017-05-11,170.4079
2017-05-10,170.3240
2017-05-09,170.2340
2017-05-08,169.9914
2017-05-05,169.7422
2017-05-04,169.4996
2017-05-03,169.4011
2017-05-02,169.2213
2017-05-01,168.9931
2017-04-28,168.9259
2017-04-27,168.0520
2017-04-26,167.5315
2017-04-25,167.4440
2017-04-24,166.9872
2017-04-21,166.8511
2017-04-20,166.7813
2017-04-19,166.7579
2017-04-18,166.7579
2017-04-17,166.7645
2017-04-13,166.7504
2017-04-12,166.8399
2017-04-11,166.8884
2017-04-10,166.8878
2017-04-07,166.9098
2017-04-06,166.8891
2017-04-05,166.8948
2017-04-04,166.9018
2017-04-03,166.8917
2017-03-31,166.9956
2017-03-30,167.1139
2017-03-29,167.1183
2017-03-28,167.1349
2017-03-27,167.1621
2017-03-24,167.3231
2017-03-23,167.5018
2017-03-22,167.6285
2017-03-21,167.8755
2017-03-20,168.5603
2017-03-17,168.5887
2017-03-16,168.5996
2017-03-15,169.0918
2017-03-14,169.6174
2017-03-13,169.6695
2017-03-10,169.6856
2017-03-09,169.7238
2017-03-08,169.7824
2017-03-07,169.7680
2017-03-06,169.7098
2017-03-03,169.8247
2017-03-02,169.6580
2017-03-01,168.9470
2017-02-28,166.7655
2017-02-27,165.5373
2017-02-24,163.9503
2017-02-23,162.5625
2017-02-22,160.5611
2017-02-21,159.2261
2017-02-17,156.8935
2017-02-16,154.8170
2017-02-15,152.7702
2017-02-14,151.8146
2017-02-13,150.8572
2017-02-10,150.5078
2017-02-09,150.4867
2017-02-08,150.3421
2017-02-07,150.2794
2017-02-06,150.0403
2017-02-03,149.9221
2017-02-02,149.9095
2017-02-01,149.8981
2017-01-31,149.7824
2017-01-30,149.6871
2017-01-27,149.3873
2017-01-26,148.3702
2017-01-25,146.8138
2017-01-24,145.4804
2017-01-23,145.3474
2017-01-20,145.3241
2017-01-19,145.2769
2017-01-18,145.2561
2017-01-17,145.2107
2017-01-13,145.1681
2017-01-12,144.9094
2017-01-11,144.7825
2017-01-10,144.6220
2017-01-09,144.5373
2017-01-06,144.4925
2017-01-05,144.3291
2017-01-04,144.1034
2017-01-03,143.8528
2016-12-30,143.7113
2016-12-29,143.6743
2016-12-28,143.6561
2016-12-27,143.6453
2016-12-23,143.6269
2016-12-22,143.5563
2016-12-21,143.4530
2016-12-20,143.2681
2016-12-19,143.1122
2016-12-16,142.9650
2016-12-15,142.9552
2016-12-14,142.9674
2016-12-13,142.9488
2016-12-12,142.4871
2016-12-09,141.3844
2016-12-08,140.3614
2016-12-07,139.4341
2016-12-06,138.6956
2016-12-05,138.1243
2016-12-02,137.3739
2016-12-01,136.2285
2016-11-30,135.3107
2016-11-29,135.1310
2016-11-28,135.0055
2016-11-25,134.9381
2016-11-23,134.7914
2016-11-22,134.4915
2016-11-21,133.9964
2016-11-18,133.8098
2016-11-17,133.5726
2016-11-16,133.4673
2016-11-15,133.2210
2016-11-14,132.7736
2016-11-11,131.3905
2016-11-10,130.4662
2016-11-09,129.7424
2016-11-08,129.6985
2016-11-07,129.5903
2016-11-04,129.4541
2016-11-03,129.5074
2016-11-02,129.5470
2016-11-01,129.5538
2016-10-31,129.3372
2016-10-28,129.0472
2016-10-27,128.4867
2016-10-26,127.6442
2016-10-25,123.8218
2016-10-24,122.5751
2016-10-21,122.4399
2016-10-20,122.3497
2016-10-19,122.2786
2016-10-18,122.1882
2016-10-17,122.0635
2016-10-14,122.0267
2016-10-13,122.0011
2016-10-12,121.9699
2016-10-11,121.9631
2016-10-10,121.9209
2016-10-07,121.3596
2016-10-06,121.2822
2016-10-05,121.1267
2016-10-04,120.7991
2016-10-03,120.6908
2016-09-30,120.5315
2016-09-29,120.4347
2016-09-28,120.4302
2016-09-27,120.2555
2016-09-26,120.2276
2016-09-23,120.2289
2016-09-22,120.1640
2016-09-21,120.1512
2016-09-20,120.1532
2016-09-19,120.5021
2016-09-16,120.6975
2016-09-15,120.8895
2016-09-14,120.9616
2016-09-13,121.1101
2016-09-12,121.2629
2016-09-09,121.3017
2016-09-08,121.5351
2016-09-07,121.5295
2016-09-06,121.5183
2016-09-02,121.4919
2016-09-01,121.5664
2016-08-31,122.0393
2016-08-30,122.7913
2016-08-29,123.3112
2016-08-26,123.3898
2016-08-25,123.4293
2016-08-24,123.4344
2016-08-23,123.4581
2016-08-22,123.4696
2016-08-19,123.2627
2016-08-18,123.1496
2016-08-17,122.5723
2016-08-16,122.1921
2016-08-15,121.4249
2016-08-12,121.2169
2016-08-11,121.1999
2016-08-10,121.1689
2016-08-09,121.1387
2016-08-08,121.1463
2016-08-05,121.1529
2016-08-04,121.1801
2016-08-03,121.2435
2016-08-02,121.2945
2016-08-01,121.3712
2016-07-29,121.3703
2016-07-28,121.3601
2016-07-27,121.3609
2016-07-26,120.7282
2016-07-25,120.4413
2016-07-22,120.4273
2016-07-21,120.3210
2016-07-20,120.0892
2016-07-19,119.3117
2016-07-18,118.3431
2016-07-15,118.1431
2016-07-14,118.0464
2016-07-13,117.9085
2016-07-12,117.8324
2016-07-11,117.6080
2016-07-08,117.4356
2016-07-07,117.4070
2016-07-06,117.4572
2016-07-05,117.5152
2016-07-01,117.5925
2016-06-30,117.5893
2016-06-29,117.5842
2016-06-28,117.6240
2016-06-27,117.9742
2016-06-24,118.5342
2016-06-23,118.7125
2016-06-22,118.6883
2016-06-21,118.6584
2016-06-20,118.6483
2016-06-17,118.6135
2016-06-16,118.6217
2016-06-15,118.6477
2016-06-14,118.6416
2016-06-13,118.6002
2016-06-10,118.6011
2016-06-09,118.5758
2016-06-08,118.2830
2016-06-07,117.8743
2016-06-06,117.6192
2016-06-03,117.3298
2016-06-02,117.3474
2016-06-01,117.5427
2016-05-31,117.9995
2016-05-27,118.8125
2016-05-26,118.8626
2016-05-25,118.9521
2016-05-24,119.0394
2016-05-23,119.3986
2016-05-20,119.5181
2016-05-19,119.7127
2016-05-18,119.7945
2016-05-17,119.7983
2016-05-16,119.7850
2016-05-13,119.7526
2016-05-12,119.7393
2016-05-11,119.7102
2016-05-10,119.6412
2016-05-09,119.6083
2016-05-06,119.6096
2016-05-05,119.5870
2016-05-04,119.5884
2016-05-03,119.5958
2016-05-02,119.5943
2016-04-29,119.5516
2016-04-28,119.4125
2016-04-27,119.2530
2016-04-26,118.4491
2016-04-25,118.2230
2016-04-22,118.2175
2016-04-21,118.1823
2016-04-20,118.1702
2016-04-19,118.1726
2016-04-18,117.5988
2016-04-15,117.0474
2016-04-14,116.7720
2016-04-13,116.5090
2016-04-12,116.3820
2016-04-11,116.3639
2016-04-08,116.4303
2016-04-07,116.5274
2016-04-06,116.9481
2016-04-05,117.3105
2016-04-04,118.5397
2016-04-01,119.7082
2016-03-31,119.9647
2016-03-30,120.0034
2016-03-29,120.0814
2016-03-28,120.1958
2016-03-24,120.3554
2016-03-23,120.5090
2016-03-22,120.5834
2016-03-21,119.6283
2016-03-18,117.5809
2016-03-17,115.3317
2016-03-16,113.5833
2016-03-15,112.6126
2016-03-14,111.9297
2016-03-11,110.8580
2016-03-10,110.0950
2016-03-09,109.6537
2016-03-08,109.0129
2016-03-07,108.6987
2016-03-04,108.2165
2016-03-03,107.9454
2016-03-02,107.9370
2016-03-01,107.9202
2016-02-29,107.8377
2016-02-26,107.9970
2016-02-25,108.1902
2016-02-24,108.2046
2016-02-23,108.2553
2016-02-22,108.2810
2016-02-19,108.3323
2016-02-18,108.5779
2016-02-17,108.6229
2016-02-16,108.6379
2016-02-12,109.0215
2016-02-11,110.1487
2016-02-10,110.9485
2016-02-09,110.9940
2016-02-08,111.2661
2016-02-05,111.3539
2016-02-04,111.3699
2016-02-03,111.3726
2016-02-02,111.3831
2016-02-01,111.7149
2016-01-29,111.7807
2016-01-28,112.0468
2016-01-27,112.5597
2016-01-26,113.7580
2016-01-25,113.7422
2016-01-22,113.9407
2016-01-21,114.1880
2016-01-20,115.0417
2016-01-19,116.9586
2016-01-15,117.9756
2016-01-14,119.7813
2016-01-13,121.0361
2016-01-12,123.6204
2016-01-11,124.5939
2016-01-08,126.2860
2016-01-07,128.5707
2016-01-06,129.6890
2016-01-05,129.7896
2016-01-04,129.8383
2015-12-31,130.0099
2015-12-30,130.0221
2015-12-29,130.0165
2015-12-28,129.9468
2015-12-24,129.9485
2015-12-23,129.9757
2015-12-22,129.9798
2015-12-21,130.0227
2015-12-18,130.2676
2015-12-17,130.7531
2015-12-16,130.7543
2015-12-15,130.7340
2015-12-14,130.7274
2015-12-11,130.7862
2015-12-10,130.8116
2015-12-09,130.8071
2015-12-08,130.9027
2015-12-07,130.9438
2015-12-04,130.9169
2015-12-03,130.8943
2015-12-02,130.9172
2015-12-01,130.9068
2015-11-30,130.8195
2015-11-27,130.8415
2015-11-25,130.7334
2015-11-24,130.6817
2015-11-23,130.4980
2015-11-20,130.4062
2015-11-19,130.3399
2015-11-18,130.2832
2015-11-17,130.2706
2015-11-16,130.2592
2015-11-13,130.3251
2015-11-12,130.9296
2015-11-11,131.3441
2015-11-10,131.4373
2015-11-09,131.5477
2015-11-06,131.5520
2015-11-05,131.4582
2015-11-04,131.3299
2015-11-03,130.8471
2015-11-02,130.4635
2015-10-30,129.7338
2015-10-29,128.7988
2015-10-28,127.8361
2015-10-27,125.4050
2015-10-26,124.6935
2015-10-23,124.2734
2015-10-22,123.7440
2015-10-21,123.1771
2015-10-20,123.0553
2015-10-19,123.0235
2015-10-16,123.0092
2015-10-15,123.0339
2015-10-14,123.0849
2015-10-13,123.2043
2015-10-12,122.2120
2015-10-09,120.1008
2015-10-08,119.2197
2015-10-07,118.2242
2015-10-06,117.9208
2015-10-05,117.9046
2015-10-02,117.8768
2015-10-01,117.8678
2015-09-30,118.0645
2015-09-29,118.2217
2015-09-28,118.8873
2015-09-25,119.4276
2015-09-24,119.6009
2015-09-23,119.8775
2015-09-22,119.9139
2015-09-21,119.9170
2015-09-18,119.7047
2015-09-17,119.5565
2015-09-16,118.9985
2015-09-15,118.1622
2015-09-14,117.9286
2015-09-11,117.9086
2015-09-10,117.8598
2015-09-09,117.8194
2015-09-08,117.7966
2015-09-04,117.7175
2015-09-03,117.7446
2015-09-02,117.7832
2015-09-01,117.9022
2015-08-31,118.6442
2015-08-28,118.9445
2015-08-27,118.9732
2015-08-26,119.1928
2015-08-25,119.7944
2015-08-24,122.8604
2015-08-21,126.5332
2015-08-20,127.7527
2015-08-19,128.2235
2015-08-18,128.2503
2015-08-17,128.2386
2015-08-14,128.2311
2015-08-13,128.2114
2015-08-12,128.1888
2015-08-11,128.2014
2015-08-10,128.1968
2015-08-07,128.0175
2015-08-06,128.0283
2015-08-05,128.0269
2015-08-04,128.0176
2015-08-03,128.0345
2015-07-31,128.0655
2015-07-30,128.0797
2015-07-29,128.2150
2015-07-28,128.2340
2015-07-27,128.5556
2015-07-24,128.9358
2015-07-23,128.9457
2015-07-22,128.9249
2015-07-21,128.8658
2015-07-20,128.8773
2015-07-17,128.7512
2015-07-16,128.5803
2015-07-15,127.9479
2015-07-14,127.4680
2015-07-13,126.3707
2015-07-10,126.1809
2015-07-09,126.1366
2015-07-08,126.1350
2015-07-07,126.1526
2015-07-06,126.1317
2015-07-02,126.3434
2015-07-01,126.6822
2015-06-30,126.7714
2015-06-29,127.0696
2015-06-26,127.3791
2015-06-25,127.3891
2015-06-24,127.4031
2015-06-23,127.4245
2015-06-22,127.3576
2015-06-19,126.9523
2015-06-18,126.6288
2015-06-17,126.2526
2015-06-16,126.2464
2015-06-15,126.2507
2015-06-12,126.2555
2015-06-11,126.2485
2015-06-10,126.2455
2015-06-09,126.2630
2015-06-08,126.3906
2015-06-05,126.5631
2015-06-04,126.8529
2015-06-03,127.0214
2015-06-02,127.0057
2015-06-01,127.0172
2015-05-29,127.3980
2015-05-28,128.3764
2015-05-27,128.5294
2015-05-26,128.6140
2015-05-22,128.7464
2015-05-21,128.7528
2015-05-20,128.4313
2015-05-19,128.2218
2015-05-18,127.9341
2015-05-15,127.7933
2015-05-14,127.6716
2015-05-13,127.2217
2015-05-12,127.2095
2015-05-11,127.1888
2015-05-08,127.1656
2015-05-07,127.1268
2015-05-06,127.6621
2015-05-05,128.7680
2015-05-04,130.0565
2015-05-01,131.0499
2015-04-30,131.3291
2015-04-29,132.2557
2015-04-28,132.7384
2015-04-27,133.0919
2015-04-24,133.4400
2015-04-23,133.8009
2015-04-22,133.9109
2015-04-21,133.9406
2015-04-20,133.9265
2015-04-17,133.9173
2015-04-16,133.9338
2015-04-15,133.9614
2015-04-14,133.9554
2015-04-13,133.9484
2015-04-10,133.8953
2015-04-09,133.6702
2015-04-08,133.5462
2015-04-07,133.5244
2015-04-06,133.5213
2015-04-02,133.5496
2015-04-01,133.6950
2015-03-31,134.0237
2015-03-30,134.1301
2015-03-27,134.1281
2015-03-26,134.2462
2015-03-25,134.4944
2015-03-24,134.6533
2015-03-23,134.6672
2015-03-20,134.6735
2015-03-19,134.6525
2015-03-18,134.6466
2015-03-17,134.6047
2015-03-16,134.5866
2015-03-13,134.5837
2015-03-12,134.5953
2015-03-11,134.6005
2015-03-10,134.6328
2015-03-09,134.6446
2015-03-06,134.6384
2015-03-05,134.6344
2015-03-04,134.6246
2015-03-03,134.5954
2015-03-02,134.4701
2015-02-27,134.4384
2015-02-26,134.4834
2015-02-25,134.5258
2015-02-24,134.5203
2015-02-23,134.3274
2015-02-20,134.0630
2015-02-19,131.5641
2015-02-18,130.0696
2015-02-17,129.2393
2015-02-13,128.5066
2015-02-12,127.5223
2015-02-11,127.4567
2015-02-10,126.9380
2015-02-09,126.2023
2015-02-06,125.6446
2015-02-05,124.9261
2015-02-04,124.0577
2015-02-03,123.1457
2015-02-02,121.9283
2015-01-30,120.6952
2015-01-29,119.3861
2015-01-28,116.1604
2015-01-27,115.2380
2015-01-26,115.2224
2015-01-23,115.1089
2015-01-22,114.9250
2015-01-21,114.0870
2015-01-20,113.7716
2015-01-16,113.7290
2015-01-15,113.7207
2015-01-14,113.7204
2015-01-13,113.7146
2015-01-12,113.6980
2015-01-09,113.6897
2015-01-08,113.6808
2015-01-07,113.6408
2015-01-06,113.6488
2015-01-05,113.6899
2015-01-02,113.7588
2014-12-31,113.7832
2014-12-30,113.8114
2014-12-29,112.9369
2014-12-26,110.7641
2014-12-24,109.7633
2014-12-23,109.1062
2014-12-22,109.0791
2014-12-19,109.0208
2014-12-18,108.9095
2014-12-17,108.8390
2014-12-16,108.7883
2014-12-15,108.8116
2014-12-12,109.4582
2014-12-11,111.6041
2014-12-10,113.5590
2014-12-09,115.8514
2014-12-08,116.6096
2014-12-05,116.7829
2014-12-04,116.7965
2014-12-03,116.8129
2014-12-02,116.8597
2014-12-01,117.0033
2014-11-28,117.1231
2014-11-26,116.9934
2014-11-25,116.4998
2014-11-24,115.6731
2014-11-21,114.4334
2014-11-20,113.4613
2014-11-19,112.5959
2014-11-18,111.3067
2014-11-17,110.5240
2014-11-14,110.2674
2014-11-13,109.6192
2014-11-12,108.7889
2014-11-11,108.5183
2014-11-10,108.3994
2014-11-07,108.3177
2014-11-06,108.2587
2014-11-05,108.1628
2014-11-04,108.0950
2014-11-03,108.0730
2014-10-31,108.0451
2014-10-30,108.0356
2014-10-29,108.0523
2014-10-28,108.0871
2014-10-27,108.0952
2014-10-24,108.1249
2014-10-23,108.1398
2014-10-22,108.1557
2014-10-21,108.2288
2014-10-20,108.1362
2014-10-17,108.1379
2014-10-16,108.1724
2014-10-15,108.3492
2014-10-14,108.5757
2014-10-13,108.7291
2014-10-10,109.3998
2014-10-09,109.9380
2014-10-08,110.1301
2014-10-07,110.2019
2014-10-06,110.3831
2014-10-03,110.4045
2014-10-02,110.4294
2014-10-01,110.6655
2014-09-30,110.7835
2014-09-29,110.7839
2014-09-26,110.7239
2014-09-25,110.6900
2014-09-24,110.6919
2014-09-23,110.6830
2014-09-22,110.6825
2014-09-19,110.6640
2014-09-18,110.3382
2014-09-17,110.2122
2014-09-16,110.1780
2014-09-15,110.1579
2014-09-12,110.1617
2014-09-11,110.1607
2014-09-10,110.1522
2014-09-09,110.1412
2014-09-08,110.1343
2014-09-05,110.1236
2014-09-04,110.3620
2014-09-03,110.4706
2014-09-02,110.4802
2014-08-29,110.4972
2014-08-28,110.5417
2014-08-27,110.5478
2014-08-26,110.2850
2014-08-25,109.6452
2014-08-22,108.9794
2014-08-21,108.3832
2014-08-20,107.5019
2014-08-19,106.2363
2014-08-18,105.9082
2014-08-15,105.5569
2014-08-14,105.4569
2014-08-13,105.1910
2014-08-12,105.1842
2014-08-11,105.1939
2014-08-08,105.1995
2014-08-07,105.2121
2014-08-06,105.3213
2014-08-05,106.1904
2014-08-04,106.7285
2014-08-01,107.8446
2014-07-31,108.8030
2014-07-30,109.3146
2014-07-29,109.6918
2014-07-28,110.2403
2014-07-25,110.7515
2014-07-24,111.0523
2014-07-23,111.1431
2014-07-22,111.1510
2014-07-21,111.0958
2014-07-18,111.0989
2014-07-17,111.1097
2014-07-16,111.1785
2014-07-15,111.1928
2014-07-14,111.1794
2014-07-11,111.1677
2014-07-10,111.1703
2014-07-09,111.1822
2014-07-08,111.2552
2014-07-07,111.3934
2014-07-03,111.3868
2014-07-02,111.4251
2014-07-01,111.5882
2014-06-30,111.6954
2014-06-27,112.0783
2014-06-26,112.2229
2014-06-25,112.5313
2014-06-24,113.8293
2014-06-23,114.9548
2014-06-20,115.8592
2014-06-19,116.6282
2014-06-18,116.9014
2014-06-17,117.0603
2014-06-16,117.2715
2014-06-13,117.4884
2014-06-12,117.6808
2014-06-11,117.8884
2014-06-10,117.9015
2014-06-09,117.8022
2014-06-06,117.2839
2014-06-05,116.2244
2014-06-04,115.2874
2014-06-03,114.5240
2014-06-02,113.9785
2014-05-30,113.2491
2014-05-29,112.7335
2014-05-28,112.5781
2014-05-27,112.5284
2014-05-23,112.4449
2014-05-22,112.4050
2014-05-21,112.3753
2014-05-20,112.3672
2014-05-19,112.3718
2014-05-16,112.3657
2014-05-15,112.3471
2014-05-14,112.2695
2014-05-13,111.8315
2014-05-12,110.9784
2014-05-09,110.0409
2014-05-08,109.8093
2014-05-07,109.7431
2014-05-06,109.7202
2014-05-05,109.6008
2014-05-02,109.3364
2014-05-01,109.2648
2014-04-30,109.2236
2014-04-29,109.0760
2014-04-28,108.9573
2014-04-25,108.9410
2014-04-24,108.7851
2014-04-23,108.6870
2014-04-22,108.3482
