Dates,MINUS_DM Values
2022-12-28,7.7734
2022-12-27,8.4238
2022-12-23,9.3598
2022-12-22,9.3442
2022-12-21,5.8825
2022-12-20,6.5361
2022-12-19,7.2623
2022-12-16,8.0693
2022-12-15,8.9659
2022-12-14,5.3733
2022-12-13,5.9703
2022-12-12,6.6337
2022-12-09,7.3708
2022-12-08,8.1897
2022-12-07,9.0997
2022-12-06,7.4552
2022-12-05,4.0722
2022-12-02,4.5247
2022-12-01,5.0275
2022-11-30,5.5861
2022-11-29,6.2067
2022-11-28,6.8964
2022-11-25,5.0736
2022-11-23,5.6374
2022-11-22,6.2638
2022-11-21,6.9597
2022-11-18,7.2775
2022-11-17,8.0861
2022-11-16,5.2845
2022-11-15,4.8717
2022-11-14,4.5797
2022-11-11,5.0885
2022-11-10,5.6539
2022-11-09,6.2822
2022-11-08,6.9802
2022-11-07,7.7557
2022-11-04,8.6175
2022-11-03,9.5750
2022-11-02,10.6389
2022-11-01,11.8210
2022-10-31,13.1344
2022-10-28,14.1367
2022-10-27,15.7074
2022-10-26,17.4527
2022-10-25,8.6419
2022-10-24,9.6021
2022-10-21,10.6690
2022-10-20,9.9211
2022-10-19,11.0234
2022-10-18,12.2483
2022-10-17,13.6092
2022-10-14,15.1213
2022-10-13,16.8015
2022-10-12,14.5683
2022-10-11,14.3536
2022-10-10,15.1811
2022-10-07,16.8679
2022-10-06,16.8302
2022-10-05,18.7002
2022-10-04,19.5891
2022-10-03,21.7657
2022-09-30,24.1841
2022-09-29,23.7490
2022-09-28,22.3877
2022-09-27,24.8753
2022-09-26,26.2170
2022-09-23,26.2189
2022-09-22,19.3654
2022-09-21,16.0504
2022-09-20,17.8338
2022-09-19,19.8154
2022-09-16,22.0171
2022-09-15,17.8745
2022-09-14,19.8606
2022-09-13,18.9229
2022-09-12,9.5587
2022-09-09,10.6208
2022-09-08,11.8009
2022-09-07,13.1121
2022-09-06,14.5690
2022-09-02,15.0545
2022-09-01,16.7272
2022-08-31,8.2302
2022-08-30,8.5001
2022-08-29,9.4446
2022-08-26,8.1940
2022-08-25,9.1044
2022-08-24,10.1160
2022-08-23,11.2401
2022-08-22,12.4889
2022-08-19,8.6877
2022-08-18,6.1086
2022-08-17,6.4318
2022-08-16,3.7464
2022-08-15,4.1627
2022-08-12,4.6252
2022-08-11,5.1391
2022-08-10,5.7101
2022-08-09,6.3445
2022-08-08,5.6478
2022-08-05,6.2754
2022-08-04,6.4393
2022-08-03,7.1548
2022-08-02,7.0497
2022-08-01,6.5997
2022-07-29,7.3330
2022-07-28,8.1478
2022-07-27,9.0531
2022-07-26,10.0590
2022-07-25,11.1767
2022-07-22,6.9408
2022-07-21,7.7120
2022-07-20,8.5688
2022-07-19,9.5209
2022-07-18,10.5788
2022-07-15,11.7542
2022-07-14,13.0603
2022-07-13,12.7670
2022-07-12,14.1855
2022-07-11,15.7617
2022-07-08,14.7522
2022-07-07,15.8093
2022-07-06,17.5659
2022-07-05,19.5177
2022-07-01,17.1197
2022-06-30,19.0218
2022-06-29,17.5354
2022-06-28,15.3726
2022-06-27,17.0807
2022-06-24,18.9786
2022-06-23,21.0873
2022-06-22,19.8878
2022-06-21,19.2531
2022-06-17,21.3923
2022-06-16,23.7692
2022-06-15,26.4103
2022-06-14,29.3447
2022-06-13,31.3608
2022-06-10,20.7231
2022-06-09,15.4146
2022-06-08,11.8605
2022-06-07,13.1784
2022-06-06,13.6204
2022-06-03,14.2949
2022-06-02,15.8832
2022-06-01,17.6480
2022-05-31,17.5533
2022-05-27,19.5037
2022-05-26,21.6708
2022-05-25,24.0787
2022-05-24,26.7541
2022-05-23,26.3379
2022-05-20,29.2643
2022-05-19,25.1603
2022-05-18,27.2226
2022-05-17,28.6584
2022-05-16,31.8427
2022-05-13,35.3808
2022-05-12,39.3120
2022-05-11,33.8688
2022-05-10,36.2764
2022-05-09,37.7294
2022-05-06,27.2549
2022-05-05,26.7277
2022-05-04,27.7838
2022-05-03,30.8709
2022-05-02,34.3009
2022-04-29,32.4034
2022-04-28,35.4704
2022-04-27,39.4116
2022-04-26,20.6240
2022-04-25,16.6933
2022-04-22,14.0481
2022-04-21,11.1090
2022-04-20,12.3434
2022-04-19,13.7149
2022-04-18,15.2387
2022-04-14,13.4986
2022-04-13,14.9984
2022-04-12,16.6649
2022-04-11,18.5166
2022-04-08,20.5740
2022-04-07,22.8600
2022-04-06,22.3887
2022-04-05,18.2765
2022-04-04,15.4294
2022-04-01,15.0661
2022-03-31,13.7734
2022-03-30,15.3038
2022-03-29,17.0042
2022-03-28,18.8935
2022-03-25,18.2595
2022-03-24,20.2883
2022-03-23,22.1981
2022-03-22,24.6646
2022-03-21,27.4051
2022-03-18,19.9057
2022-03-17,22.1174
2022-03-16,24.5749
2022-03-15,27.3055
2022-03-14,30.3394
2022-03-11,29.9549
2022-03-10,33.2832
2022-03-09,34.7369
2022-03-08,38.5965
2022-03-07,41.2406
2022-03-04,34.8118
2022-03-03,27.8575
2022-03-02,24.3625
2022-03-01,27.0694
2022-02-28,25.8327
2022-02-25,28.7030
2022-02-24,31.8922
2022-02-23,25.4025
2022-02-22,26.1027
2022-02-18,17.0253
2022-02-17,14.3947
2022-02-16,13.0942
2022-02-15,14.5491
2022-02-14,16.1656
2022-02-11,16.2840
2022-02-10,14.2878
2022-02-09,15.8753
2022-02-08,17.6393
2022-02-07,19.5992
2022-02-04,21.7769
2022-02-03,22.9076
2022-02-02,25.4529
2022-02-01,28.2810
2022-01-31,31.4234
2022-01-28,34.9148
2022-01-27,33.3832
2022-01-26,33.4480
2022-01-25,30.9087
2022-01-24,34.3430
2022-01-21,24.7589
2022-01-20,17.6766
2022-01-19,15.7295
2022-01-18,9.3439
2022-01-14,10.3822
2022-01-13,11.5357
2022-01-12,12.8175
2022-01-11,14.2416
2022-01-10,15.8240
2022-01-07,11.7462
2022-01-06,13.0513
2022-01-05,10.1125
2022-01-04,11.2362
2022-01-03,12.4846
2021-12-31,13.8718
2021-12-30,12.5576
2021-12-29,13.9528
2021-12-28,15.5032
2021-12-27,17.2257
2021-12-23,16.6730
2021-12-22,18.5256
2021-12-21,20.5840
2021-12-20,22.8711
2021-12-17,22.5012
2021-12-16,22.1569
2021-12-15,24.6188
2021-12-14,21.9542
2021-12-13,23.9825
2021-12-10,17.8361
2021-12-09,17.9067
2021-12-08,17.1075
2021-12-07,19.0083
2021-12-06,21.1204
2021-12-03,23.4671
2021-12-02,26.0745
2021-12-01,28.9717
2021-11-30,25.6908
2021-11-29,26.9008
2021-11-26,29.8898
2021-11-24,18.9109
2021-11-23,20.0121
2021-11-22,20.9246
2021-11-19,18.4940
2021-11-18,7.5255
2021-11-17,8.3617
2021-11-16,7.8352
2021-11-15,7.1392
2021-11-12,7.9324
2021-11-11,8.8138
2021-11-10,9.7931
2021-11-09,10.8812
2021-11-08,7.0124
2021-11-05,7.7916
2021-11-04,8.6573
2021-11-03,9.6193
2021-11-02,10.6881
2021-11-01,11.8756
2021-10-29,13.1951
2021-10-28,14.6613
2021-10-27,15.1347
2021-10-26,13.9942
2021-10-25,11.6380
2021-10-22,11.9588
2021-10-21,11.9154
2021-10-20,12.6393
2021-10-19,14.0437
2021-10-18,15.6041
2021-10-15,14.8601
2021-10-14,15.6656
2021-10-13,14.8296
2021-10-12,12.2996
2021-10-11,11.2217
2021-10-08,12.4686
2021-10-07,13.2984
2021-10-06,14.7761
2021-10-05,12.8402
2021-10-04,14.2669
2021-10-01,15.8521
2021-09-30,17.6134
2021-09-29,13.5704
2021-09-28,15.0783
2021-09-27,8.4676
2021-09-24,9.4085
2021-09-23,10.4539
2021-09-22,11.6154
2021-09-21,12.9060
2021-09-20,14.3400
2021-09-17,9.9556
2021-09-16,9.5062
2021-09-15,10.5624
2021-09-14,11.3016
2021-09-13,12.5573
2021-09-10,13.6859
2021-09-09,14.5399
2021-09-08,16.1555
2021-09-07,16.1061
2021-09-03,12.0179
2021-09-02,12.6643
2021-09-01,14.0714
2021-08-31,15.6349
2021-08-30,16.8782
2021-08-27,18.7535
2021-08-26,20.8372
2021-08-25,19.6080
2021-08-24,21.0089
2021-08-23,23.3433
2021-08-20,25.9370
2021-08-19,27.9411
2021-08-18,23.0790
2021-08-17,24.6433
2021-08-16,19.2259
2021-08-13,13.4234
2021-08-12,12.4425
2021-08-11,13.8249
2021-08-10,15.3611
2021-08-09,17.0678
2021-08-06,15.0420
2021-08-05,16.7134
2021-08-04,18.5704
2021-08-03,20.6338
2021-08-02,18.9598
2021-07-30,20.4775
2021-07-29,16.3973
2021-07-28,17.9857
2021-07-27,19.9841
2021-07-26,22.2046
2021-07-23,24.6718
2021-07-22,27.4131
2021-07-21,29.8034
2021-07-20,33.1149
2021-07-19,36.7944
2021-07-16,27.2895
2021-07-15,26.1370
2021-07-14,25.1522
2021-07-13,23.6580
2021-07-12,17.0616
2021-07-09,18.9573
2021-07-08,21.0637
2021-07-07,18.5596
2021-07-06,17.3441
2021-07-02,19.2712
2021-07-01,15.7013
2021-06-30,17.4459
2021-06-29,19.3844
2021-06-28,17.9604
2021-06-25,9.5449
2021-06-24,10.6054
2021-06-23,11.7838
2021-06-22,13.0931
2021-06-21,14.5479
2021-06-18,16.1644
2021-06-17,16.2604
2021-06-16,13.3782
2021-06-15,11.0980
2021-06-14,12.3311
2021-06-11,12.1679
2021-06-10,10.9421
2021-06-09,12.1579
2021-06-08,11.1866
2021-06-07,12.4295
2021-06-04,13.8106
2021-06-03,14.0118
2021-06-02,10.0909
2021-06-01,11.2121
2021-05-28,12.4579
2021-05-27,11.8198
2021-05-26,13.1332
2021-05-25,14.5924
2021-05-24,16.2138
2021-05-21,18.0153
2021-05-20,20.0170
2021-05-19,22.2411
2021-05-18,17.8790
2021-05-17,19.8656
2021-05-14,21.2173
2021-05-13,23.5748
2021-05-12,24.4609
2021-05-11,23.6010
2021-05-10,16.6122
2021-05-07,18.4580
2021-05-06,20.5089
2021-05-05,21.6599
2021-05-04,24.0665
2021-05-03,17.6739
2021-04-30,19.6377
2021-04-29,21.8197
2021-04-28,23.0774
2021-04-27,18.3527
2021-04-26,19.6252
2021-04-23,21.8058
2021-04-22,23.9287
2021-04-21,26.5874
2021-04-20,27.1860
2021-04-19,19.2289
2021-04-16,16.9085
2021-04-15,15.2330
2021-04-14,14.8700
2021-04-13,16.5223
2021-04-12,18.3581
2021-04-09,16.9001
2021-04-08,18.7779
2021-04-07,19.1754
2021-04-06,17.0457
2021-04-05,17.1778
2021-04-01,19.0864
2021-03-31,18.9294
2021-03-30,21.0326
2021-03-29,23.3696
2021-03-26,25.9662
2021-03-25,28.8513
2021-03-24,23.8792
2021-03-23,26.1214
2021-03-22,17.1015
2021-03-19,17.7239
2021-03-18,15.8933
2021-03-17,17.6592
2021-03-16,19.2435
2021-03-15,9.9261
2021-03-12,11.0290
2021-03-11,12.2545
2021-03-10,13.6161
2021-03-09,15.1290
2021-03-08,16.8100
2021-03-05,18.6778
2021-03-04,15.3086
2021-03-03,9.9652
2021-03-02,11.0724
2021-03-01,12.3027
2021-02-26,13.6696
2021-02-25,11.3885
2021-02-24,12.6539
2021-02-23,14.0598
2021-02-22,10.9554
2021-02-19,12.1726
2021-02-18,13.5252
2021-02-17,9.9168
2021-02-16,11.0187
2021-02-12,12.2430
2021-02-11,13.6033
2021-02-10,12.2825
2021-02-09,13.6472
2021-02-08,15.1636
2021-02-05,16.8484
2021-02-04,17.2094
2021-02-03,19.1215
2021-02-02,21.2461
2021-02-01,23.6068
2021-01-29,25.9408
2021-01-28,25.6232
2021-01-27,28.4702
2021-01-26,20.5896
2021-01-25,22.8773
2021-01-22,19.8970
2021-01-21,19.8078
2021-01-20,16.5975
2021-01-19,18.4417
2021-01-15,20.4908
2021-01-14,18.3120
2021-01-13,20.3466
2021-01-12,22.6074
2021-01-11,25.1193
2021-01-08,19.9714
2021-01-07,18.1627
2021-01-06,20.1808
2021-01-05,22.4231
2021-01-04,24.9146
2020-12-31,16.3396
2020-12-30,16.3051
2020-12-29,16.9668
2020-12-28,18.8520
2020-12-24,19.9608
2020-12-23,18.5453
2020-12-22,20.6059
2020-12-21,22.8955
2020-12-18,17.0950
2020-12-17,16.8611
2020-12-16,13.4391
2020-12-15,14.9323
2020-12-14,12.1359
2020-12-11,13.4844
2020-12-10,14.9826
2020-12-09,16.3585
2020-12-08,11.3094
2020-12-07,9.6216
2020-12-04,10.6906
2020-12-03,11.8785
2020-12-02,13.1983
2020-12-01,14.6648
2020-11-30,16.2942
2020-11-27,9.7478
2020-11-25,10.8309
2020-11-24,9.0677
2020-11-23,10.0752
2020-11-20,11.1947
2020-11-19,11.6266
2020-11-18,9.4748
2020-11-17,10.5276
2020-11-16,11.6973
2020-11-13,12.9970
2020-11-12,14.4411
2020-11-11,11.4234
2020-11-10,12.6927
2020-11-09,14.1030
2020-11-06,15.6700
2020-11-05,17.4111
2020-11-04,19.3457
2020-11-03,21.4952
2020-11-02,23.8836
2020-10-30,26.5373
2020-10-29,23.9081
2020-10-28,25.0090
2020-10-27,20.0100
2020-10-26,17.7334
2020-10-23,11.9260
2020-10-22,13.2511
2020-10-21,14.7234
2020-10-20,13.7371
2020-10-19,15.2635
2020-10-16,15.6705
2020-10-15,17.4117
2020-10-14,15.1686
2020-10-13,16.8540
2020-10-12,14.4378
2020-10-09,15.0753
2020-10-08,16.7503
2020-10-07,18.6115
2020-10-06,20.6794
2020-10-05,13.8882
2020-10-02,15.4314
2020-10-01,12.9571
2020-09-30,14.3967
2020-09-29,15.9964
2020-09-28,17.7737
2020-09-25,19.7486
2020-09-24,21.9429
2020-09-23,17.8588
2020-09-22,15.3320
2020-09-21,17.0355
2020-09-18,11.3506
2020-09-17,12.6117
2020-09-16,14.0130
2020-09-15,12.2145
2020-09-14,13.5717
2020-09-11,15.0796
2020-09-10,15.3663
2020-09-09,17.0736
2020-09-08,15.0818
2020-09-04,12.8687
2020-09-03,9.7207
2020-09-02,10.8008
2020-09-01,12.0009
2020-08-31,10.6121
2020-08-28,10.8246
2020-08-27,10.9272
2020-08-26,12.1413
2020-08-25,12.2792
2020-08-24,13.6436
2020-08-21,15.1596
2020-08-20,16.8440
2020-08-19,15.1266
2020-08-18,16.8074
2020-08-17,16.0098
2020-08-14,16.7426
2020-08-13,18.5139
2020-08-12,19.7267
2020-08-11,14.8741
2020-08-10,16.5267
2020-08-07,18.3630
2020-08-06,18.2923
2020-08-05,20.3247
2020-08-04,22.5830
2020-08-03,25.0923
2020-07-31,24.7136
2020-07-30,22.5929
2020-07-29,23.3144
2020-07-28,19.2604
2020-07-27,20.5449
2020-07-24,17.7166
2020-07-23,17.6628
2020-07-22,19.6254
2020-07-21,20.2949
2020-07-20,22.5498
2020-07-17,20.6887
2020-07-16,20.9986
2020-07-15,18.9873
2020-07-14,21.0970
2020-07-13,22.3856
2020-07-10,24.8728
2020-07-09,24.2365
2020-07-08,23.9294
2020-07-07,23.0994
2020-07-06,22.3882
2020-07-02,24.8758
2020-07-01,27.6397
2020-06-30,30.7108
2020-06-29,34.1231
2020-06-26,37.9146
2020-06-25,39.9162
2020-06-24,37.1514
2020-06-23,32.9682
2020-06-22,36.6313
2020-06-19,37.7337
2020-06-18,39.0052
2020-06-17,38.8391
2020-06-16,41.6546
2020-06-15,46.2828
2020-06-12,51.4254
2020-06-11,57.1393
2020-06-10,28.6103
2020-06-09,14.3671
2020-06-08,9.4634
2020-06-05,10.5149
2020-06-04,11.6832
2020-06-03,12.9813
2020-06-02,14.4237
2020-06-01,16.0263
2020-05-29,17.8070
2020-05-28,12.9967
2020-05-27,14.4408
2020-05-26,16.0453
2020-05-22,17.8281
2020-05-21,19.3933
2020-05-20,21.5481
2020-05-19,23.9423
2020-05-18,26.6026
2020-05-15,29.5584
2020-05-14,32.8427
2020-05-13,30.4474
2020-05-12,27.3095
2020-05-11,27.2871
2020-05-08,26.3078
2020-05-07,29.2309
2020-05-06,32.4788
2020-05-05,32.0542
2020-05-04,35.6158
2020-05-01,30.1398
2020-04-30,33.4887
2020-04-29,33.9430
2020-04-28,37.7144
2020-04-27,41.9049
2020-04-24,41.5610
2020-04-23,37.6011
2020-04-22,41.7790
2020-04-21,45.3880
2020-04-20,42.5978
2020-04-17,44.5531
2020-04-16,49.5035
2020-04-15,55.0038
2020-04-14,53.2265
2020-04-13,52.1850
2020-04-09,53.7278
2020-04-08,59.6975
2020-04-07,66.3306
2020-04-06,73.7006
2020-04-03,81.8896
2020-04-02,90.9884
2020-04-01,90.0098
2020-03-31,78.8998
2020-03-30,87.6664
2020-03-27,80.8959
2020-03-26,76.9512
2020-03-25,85.5013
2020-03-24,95.0014
2020-03-23,105.5571
2020-03-20,117.2857
2020-03-19,130.3175
2020-03-18,144.7972
2020-03-17,147.2746
2020-03-16,133.0718
2020-03-13,111.6181
2020-03-12,124.0202
2020-03-11,102.0368
2020-03-10,82.2632
2020-03-09,80.9924
2020-03-06,61.7360
2020-03-05,57.6511
2020-03-04,44.7679
2020-03-03,48.5532
2020-03-02,53.9480
2020-02-28,59.9423
2020-02-27,50.2803
2020-02-26,33.9003
2020-02-25,37.6670
2020-02-24,27.7411
2020-02-21,15.3790
2020-02-20,11.3545
2020-02-19,12.0928
2020-02-18,13.4364
2020-02-14,12.8182
2020-02-13,9.0980
2020-02-12,8.8209
2020-02-11,9.8010
2020-02-10,10.8900
2020-02-07,12.1000
2020-02-06,13.4445
2020-02-05,14.9383
2020-02-04,16.5981
2020-02-03,18.4424
2020-01-31,18.1611
2020-01-30,19.4666
2020-01-29,19.9673
2020-01-28,22.1858
2020-01-27,24.0082
2020-01-24,26.6758
2020-01-23,29.6398
2020-01-22,32.9331
2020-01-21,33.2457
2020-01-17,17.8872
2020-01-16,12.9054
2020-01-15,13.9196
2020-01-14,15.4662
2020-01-13,15.1966
2020-01-10,16.8851
2020-01-09,15.8949
2020-01-08,17.6610
2020-01-07,18.3973
2020-01-06,20.4415
2020-01-03,20.0399
2020-01-02,22.2665
2019-12-31,24.7406
2019-12-30,24.8469
2019-12-27,23.7891
2019-12-26,26.4323
2019-12-24,25.7023
2019-12-23,26.8130
2019-12-20,29.7922
2019-12-19,29.8111
2019-12-18,33.1235
2019-12-17,36.8038
2019-12-16,34.4650
2019-12-13,22.0916
2019-12-12,24.5462
2019-12-11,27.2736
2019-12-10,20.4188
2019-12-09,20.3460
2019-12-06,22.6067
2019-12-05,25.1185
2019-12-04,24.3420
2019-12-03,27.0466
2019-12-02,21.7129
2019-11-29,11.9540
2019-11-27,12.5974
2019-11-26,8.9606
2019-11-25,9.9563
2019-11-22,11.0625
2019-11-21,12.2917
2019-11-20,13.6574
2019-11-19,15.1749
2019-11-18,9.9139
2019-11-15,11.0155
2019-11-14,12.2394
2019-11-13,13.5993
2019-11-12,15.1104
2019-11-11,16.7893
2019-11-08,18.6548
2019-11-07,15.7573
2019-11-06,17.5081
2019-11-05,19.3875
2019-11-04,21.5416
2019-11-01,23.9352
2019-10-31,26.5946
2019-10-30,25.3545
2019-10-29,28.1717
2019-10-28,31.3019
2019-10-25,34.7799
2019-10-24,38.6443
2019-10-23,42.9381
2019-10-22,47.7091
2019-10-21,53.0101
2019-10-18,37.3758
2019-10-17,14.0085
2019-10-16,15.3673
2019-10-15,17.0748
2019-10-14,16.6109
2019-10-11,18.4565
2019-10-10,20.5073
2019-10-09,19.3046
2019-10-08,21.4496
2019-10-07,18.9790
2019-10-04,21.0877
2019-10-03,23.4308
2019-10-02,25.4410
2019-10-01,16.3418
2019-09-30,15.8954
2019-09-27,12.5923
2019-09-26,11.7743
2019-09-25,13.0825
2019-09-24,14.5361
2019-09-23,16.1513
2019-09-20,14.1021
2019-09-19,10.1964
2019-09-18,11.3293
2019-09-17,12.5881
2019-09-16,13.9868
2019-09-13,13.2896
2019-09-12,14.7662
2019-09-11,16.4069
2019-09-10,18.2299
2019-09-09,20.2555
2019-09-06,17.6851
2019-09-05,19.6501
2019-09-04,21.8335
2019-09-03,24.2594
2019-08-30,14.0019
2019-08-29,15.5577
2019-08-28,17.2863
2019-08-27,16.5275
2019-08-26,14.7729
2019-08-23,16.4143
2019-08-22,18.2381
2019-08-21,20.2645
2019-08-20,22.5162
2019-08-19,22.2506
2019-08-16,24.7228
2019-08-15,27.4698
2019-08-14,29.5776
2019-08-13,21.7834
2019-08-12,24.2038
2019-08-09,24.9219
2019-08-08,27.6910
2019-08-07,30.7678
2019-08-06,29.1982
2019-08-05,32.4425
2019-08-02,30.1913
2019-08-01,32.8036
2019-07-31,27.6618
2019-07-30,30.7354
2019-07-29,31.3671
2019-07-26,31.6979
2019-07-25,31.1704
2019-07-24,19.0034
2019-07-23,9.4903
2019-07-22,9.2241
2019-07-19,10.2490
2019-07-18,11.3878
2019-07-17,10.1972
2019-07-16,11.3302
2019-07-15,12.5891
2019-07-12,13.9879
2019-07-11,15.5421
2019-07-10,17.2690
2019-07-09,19.1878
2019-07-08,19.6811
2019-07-05,19.6535
2019-07-03,21.8373
2019-07-02,23.7943
2019-07-01,25.7504
2019-06-28,19.6067
2019-06-27,20.9338
2019-06-26,14.9098
2019-06-25,16.5664
2019-06-24,13.9647
2019-06-21,15.5164
2019-06-20,17.2404
2019-06-19,19.1560
2019-06-18,21.2844
2019-06-17,23.6494
2019-06-14,26.2771
2019-06-13,29.1968
2019-06-12,32.4409
2019-06-11,30.2222
2019-06-10,27.6643
2019-06-07,30.7381
2019-06-06,34.1534
2019-06-05,37.9482
2019-06-04,33.8365
2019-06-03,37.5961
2019-05-31,30.1053
2019-05-30,26.2719
2019-05-29,29.1910
2019-05-28,22.7965
2019-05-24,25.3294
2019-05-23,28.1438
2019-05-22,19.7010
2019-05-21,18.4735
2019-05-20,20.5262
2019-05-17,22.1153
2019-05-16,24.5725
2019-05-15,27.3028
2019-05-14,30.3364
2019-05-13,33.7072
2019-05-10,25.9370
2019-05-09,28.8189
2019-05-08,27.8498
2019-05-07,29.1103
2019-05-06,20.8307
2019-05-03,13.8233
2019-05-02,15.3592
2019-05-01,13.6691
2019-04-30,15.1878
2019-04-29,15.0197
2019-04-26,15.1909
2019-04-25,16.8788
2019-04-24,18.7543
2019-04-23,20.8381
2019-04-22,20.6683
2019-04-18,20.1215
2019-04-17,22.3572
2019-04-16,24.8414
2019-04-15,27.6015
2019-04-12,30.6683
2019-04-11,34.0759
2019-04-10,37.8621
2019-04-09,36.8275
2019-04-08,36.4592
2019-04-05,19.7936
2019-04-04,21.9929
2019-04-03,24.4366
2019-04-02,22.3443
2019-04-01,24.8270
2019-03-29,27.5855
2019-03-28,30.6506
2019-03-27,34.0562
2019-03-26,35.6156
2019-03-25,39.5729
2019-03-22,43.9699
2019-03-21,37.2382
2019-03-20,39.8023
2019-03-19,44.2247
2019-03-18,49.1386
2019-03-15,54.5984
2019-03-14,54.5335
2019-03-13,60.5928
2019-03-12,62.2574
2019-03-11,69.1749
2019-03-08,22.6548
2019-03-07,24.1520
2019-03-06,20.7149
2019-03-05,15.8938
2019-03-04,17.6598
2019-03-01,4.9066
2019-02-28,5.4518
2019-02-27,6.0575
2019-02-26,6.7306
2019-02-25,5.0150
2019-02-22,5.5722
2019-02-21,6.1913
2019-02-20,5.3237
2019-02-19,5.9153
2019-02-15,6.5725
2019-02-14,7.3028
2019-02-13,8.1142
2019-02-12,9.0158
2019-02-11,10.0175
2019-02-08,11.1306
2019-02-07,7.4947
2019-02-06,6.8919
2019-02-05,7.6576
2019-02-04,8.5085
2019-02-01,9.4539
2019-01-31,10.5043
2019-01-30,11.6714
2019-01-29,12.9683
2019-01-28,14.4092
2019-01-25,12.9546
2019-01-24,14.3940
2019-01-23,15.9933
2019-01-22,17.1657
2019-01-18,11.4177
2019-01-17,12.6863
2019-01-16,14.0959
2019-01-15,15.6621
2019-01-14,17.4024
2019-01-11,18.1698
2019-01-10,20.1887
2019-01-09,22.4319
2019-01-08,24.9243
2019-01-07,27.6937
2019-01-04,30.7708
2019-01-03,34.1898
2019-01-02,33.3350
2018-12-31,31.5970
2018-12-28,35.1078
2018-12-27,39.0087
2018-12-26,43.3430
2018-12-24,48.1588
2018-12-21,42.8745
2018-12-20,43.3302
2018-12-19,39.3988
2018-12-18,36.1103
2018-12-17,40.1226
2018-12-14,44.5807
2018-12-13,40.2343
2018-12-12,44.1790
2018-12-11,49.0878
2018-12-10,54.5420
2018-12-07,54.2534
2018-12-06,60.2815
2018-12-04,40.5908
2018-12-03,29.3044
