Dates,MIDPOINT Values
2023-02-14,197.4750
2023-02-13,195.7150
2023-02-10,195.2700
2023-02-09,195.0400
2023-02-08,193.2950
2023-02-07,193.2950
2023-02-06,193.2900
2023-02-03,193.2900
2023-02-02,193.2900
2023-02-01,193.2900
2023-01-31,193.0750
2023-01-30,193.0750
2023-01-27,193.0750
2023-01-26,193.0750
2023-01-25,193.0750
2023-01-24,193.0750
2023-01-23,191.5300
2023-01-20,191.5300
2023-01-19,189.6150
2023-01-18,187.1650
2023-01-17,185.5350
2023-01-13,180.8650
2023-01-12,178.8500
2023-01-11,177.7550
2023-01-10,177.7550
2023-01-09,176.3800
2023-01-06,173.3950
2023-01-05,169.3900
2023-01-04,168.7150
2023-01-03,164.8950
2022-12-30,164.8950
2022-12-29,164.8950
2022-12-28,164.8950
2022-12-27,164.8950
2022-12-23,164.5750
2022-12-22,164.2000
2022-12-21,163.2100
2022-12-20,159.3550
2022-12-19,159.3350
2022-12-16,159.0200
2022-12-15,159.0200
2022-12-14,159.0200
2022-12-13,158.4600
2022-12-12,156.1600
2022-12-09,153.0900
2022-12-08,153.0900
2022-12-07,153.0900
2022-12-06,153.0900
2022-12-05,153.0900
2022-12-02,151.9750
2022-12-01,149.9800
2022-11-30,149.9800
2022-11-29,149.7200
2022-11-28,149.7200
2022-11-25,149.7200
2022-11-23,149.3300
2022-11-22,149.3300
2022-11-21,149.3300
2022-11-18,149.3300
2022-11-17,149.3300
2022-11-16,149.3300
2022-11-15,149.3300
2022-11-14,149.3300
2022-11-11,149.3300
2022-11-10,149.3300
2022-11-09,145.3500
2022-11-08,145.3500
2022-11-07,143.2500
2022-11-04,143.2500
2022-11-03,145.2300
2022-11-02,145.2300
2022-11-01,145.2300
2022-10-31,145.2300
2022-10-28,145.2300
2022-10-27,145.2300
2022-10-26,145.2300
2022-10-25,146.5800
2022-10-24,146.5800
2022-10-21,146.5800
2022-10-20,146.5800
2022-10-19,146.5800
2022-10-18,146.5800
2022-10-17,146.5800
2022-10-14,146.5800
2022-10-13,146.5800
2022-10-12,146.5800
2022-10-11,146.5800
2022-10-10,146.5800
2022-10-07,146.5800
2022-10-06,146.5800
2022-10-05,146.5800
2022-10-04,146.5800
2022-10-03,146.5800
2022-09-30,146.5800
2022-09-29,148.7050
2022-09-28,149.7100
2022-09-27,149.7100
2022-09-26,149.7100
2022-09-23,151.6700
2022-09-22,155.3950
2022-09-21,157.6850
2022-09-20,158.0150
2022-09-19,154.5350
2022-09-16,154.5350
2022-09-15,154.5350
2022-09-14,154.1950
2022-09-13,154.1950
2022-09-12,154.1950
2022-09-09,154.1950
2022-09-08,154.1950
2022-09-07,154.1950
2022-09-06,154.1950
2022-09-02,154.1950
2022-09-01,153.0250
2022-08-31,153.0250
2022-08-30,153.0250
2022-08-29,153.0250
2022-08-26,152.7200
2022-08-25,152.7200
2022-08-24,147.1200
2022-08-23,143.9700
2022-08-22,143.9700
2022-08-19,143.9700
2022-08-18,143.9700
2022-08-17,143.9700
2022-08-16,143.9700
2022-08-15,143.1650
2022-08-12,142.9250
2022-08-11,142.4650
2022-08-10,142.4650
2022-08-09,142.4650
2022-08-08,142.4650
2022-08-05,142.4650
2022-08-04,142.4650
2022-08-03,142.4650
2022-08-02,142.4650
2022-08-01,142.4650
2022-07-29,138.6350
2022-07-28,138.6350
2022-07-27,138.6350
2022-07-26,138.6350
2022-07-25,138.6350
2022-07-22,138.6350
2022-07-21,138.6350
2022-07-20,137.1200
2022-07-19,135.9950
2022-07-18,133.1650
2022-07-15,136.4150
2022-07-14,136.4150
2022-07-13,136.4150
2022-07-12,136.4150
2022-07-11,136.4150
2022-07-08,136.4150
2022-07-07,141.4500
2022-07-06,145.8850
2022-07-05,146.3900
2022-07-01,148.4400
2022-06-30,149.7050
2022-06-29,150.9200
2022-06-28,150.9200
2022-06-27,150.9200
2022-06-24,150.9200
2022-06-23,150.9200
2022-06-22,150.9200
2022-06-21,150.9200
2022-06-17,150.9200
2022-06-16,150.9200
2022-06-15,150.9200
2022-06-14,153.5200
2022-06-13,153.5200
2022-06-10,155.4500
2022-06-09,157.1550
2022-06-08,157.1550
2022-06-07,157.1550
2022-06-06,157.1550
2022-06-03,157.1550
2022-06-02,157.1550
2022-06-01,157.1550
2022-05-31,157.1550
2022-05-27,157.1550
2022-05-26,157.1550
2022-05-25,157.1550
2022-05-24,157.1550
2022-05-23,157.8050
2022-05-20,157.8050
2022-05-19,159.0250
2022-05-18,159.0250
2022-05-17,159.0250
2022-05-16,159.0250
2022-05-13,159.0250
2022-05-12,159.0250
2022-05-11,163.6000
2022-05-10,165.3800
2022-05-09,169.3250
2022-05-06,176.9750
2022-05-05,176.9750
2022-05-04,176.9750
2022-05-03,176.9750
2022-05-02,178.8200
2022-04-29,181.2100
2022-04-28,186.5750
2022-04-27,186.6950
2022-04-26,192.9850
2022-04-25,194.0500
2022-04-22,194.0500
2022-04-21,194.0500
2022-04-20,194.0500
2022-04-19,194.0500
2022-04-18,194.0500
2022-04-14,194.0500
2022-04-13,194.0500
2022-04-12,194.0500
2022-04-11,194.0500
2022-04-08,194.0500
2022-04-07,194.0500
2022-04-06,194.0500
2022-04-05,194.0500
2022-04-04,194.0500
2022-04-01,194.0500
2022-03-31,194.0500
2022-03-30,194.0500
2022-03-29,197.0900
2022-03-28,197.5650
2022-03-25,197.5650
2022-03-24,197.5650
2022-03-23,197.5650
2022-03-22,197.5650
2022-03-21,197.5650
2022-03-18,197.5650
2022-03-17,197.5650
2022-03-16,197.5650
2022-03-15,197.5650
2022-03-14,197.5650
2022-03-11,197.5650
2022-03-10,197.5650
2022-03-09,197.5650
2022-03-08,197.5650
2022-03-07,197.5650
2022-03-04,203.4000
2022-03-03,207.4050
2022-03-02,207.2200
2022-03-01,207.2200
2022-02-28,207.2200
2022-02-25,207.2200
2022-02-24,207.2200
2022-02-23,207.2200
2022-02-22,207.2200
2022-02-18,207.2200
2022-02-17,207.2200
2022-02-16,207.2200
2022-02-15,207.2200
2022-02-14,207.2200
2022-02-11,207.2200
2022-02-10,207.0750
2022-02-09,207.0750
2022-02-08,207.0750
2022-02-07,207.0750
2022-02-04,207.0750
2022-02-03,207.0750
2022-02-02,207.0750
2022-02-01,207.0750
2022-01-31,207.7200
2022-01-28,207.7200
2022-01-27,207.7200
2022-01-26,210.6400
2022-01-25,210.6400
2022-01-24,210.6400
2022-01-21,210.6400
2022-01-20,210.6400
2022-01-19,210.6400
2022-01-18,210.6400
2022-01-14,210.6400
2022-01-13,210.6400
2022-01-12,210.6400
2022-01-11,210.6400
2022-01-10,210.6400
2022-01-07,210.6400
2022-01-06,210.6400
2022-01-05,210.6400
2022-01-04,210.6400
2022-01-03,210.6400
2021-12-31,210.6400
2021-12-30,210.6400
2021-12-29,210.6400
2021-12-28,210.6400
2021-12-27,210.6400
2021-12-23,210.6400
2021-12-22,210.6400
2021-12-21,210.6400
2021-12-20,210.6400
2021-12-17,210.6400
2021-12-16,210.6400
2021-12-15,210.6400
2021-12-14,210.6400
2021-12-13,210.6400
2021-12-10,210.6400
2021-12-09,210.6400
2021-12-08,210.6400
2021-12-07,210.6400
2021-12-06,210.6400
2021-12-03,210.6400
2021-12-02,210.6400
2021-12-01,210.6400
2021-11-30,215.4700
2021-11-29,215.7950
2021-11-26,216.1500
2021-11-24,219.8500
2021-11-23,219.8500
2021-11-22,219.8500
2021-11-19,219.8500
2021-11-18,219.8500
2021-11-17,219.8500
2021-11-16,219.8500
2021-11-15,219.8500
2021-11-12,216.5450
2021-11-11,216.5450
2021-11-10,216.5450
2021-11-09,216.5450
2021-11-08,216.5450
2021-11-05,216.5450
2021-11-04,216.5450
2021-11-03,216.5450
2021-11-02,216.5450
2021-11-01,216.5450
2021-10-29,216.5450
2021-10-28,216.5450
2021-10-27,216.5450
2021-10-26,217.4950
2021-10-25,218.7850
2021-10-22,221.4850
2021-10-21,223.3450
2021-10-20,224.0000
2021-10-19,224.0000
2021-10-18,224.0000
2021-10-15,224.0000
2021-10-14,224.0000
2021-10-13,224.0000
2021-10-12,224.0000
2021-10-11,224.0000
2021-10-08,224.0000
2021-10-07,224.0000
2021-10-06,224.0000
2021-10-05,224.0000
2021-10-04,224.0000
2021-10-01,224.0000
2021-09-30,224.0000
2021-09-29,224.0000
2021-09-28,224.0000
2021-09-27,223.2400
2021-09-24,223.2400
2021-09-23,223.2400
2021-09-22,223.2400
2021-09-21,223.2400
2021-09-20,223.2400
2021-09-17,223.2900
2021-09-16,223.2900
2021-09-15,223.2900
2021-09-14,223.2900
2021-09-13,223.2900
2021-09-10,223.3600
2021-09-09,223.3600
2021-09-08,223.3600
2021-09-07,223.4750
2021-09-03,227.6850
2021-09-02,228.7800
2021-09-01,228.7800
2021-08-31,228.7800
2021-08-30,228.7800
2021-08-27,228.7800
2021-08-26,228.7800
2021-08-25,228.7800
2021-08-24,228.7800
2021-08-23,228.7800
2021-08-20,228.7800
2021-08-19,228.7800
2021-08-18,228.7800
2021-08-17,229.8750
2021-08-16,229.8750
2021-08-13,229.8750
2021-08-12,229.8750
2021-08-11,231.3050
2021-08-10,231.3050
2021-08-09,231.3050
2021-08-06,231.3050
2021-08-05,231.3050
2021-08-04,231.3050
2021-08-03,231.3050
2021-08-02,231.3050
2021-07-30,231.3050
2021-07-29,231.3050
2021-07-28,231.3050
2021-07-27,231.3050
2021-07-26,231.3050
2021-07-23,231.3050
2021-07-22,231.3050
2021-07-21,231.3050
2021-07-20,231.3050
2021-07-19,231.3050
2021-07-16,236.6800
2021-07-15,238.2000
2021-07-14,238.2000
2021-07-13,238.2000
2021-07-12,238.2000
2021-07-09,238.2000
2021-07-08,238.2000
2021-07-07,238.2000
2021-07-06,238.2000
2021-07-02,238.2000
2021-07-01,238.2000
2021-06-30,238.2000
2021-06-29,238.2000
2021-06-28,238.2000
2021-06-25,238.2000
2021-06-24,238.2000
2021-06-23,238.2000
2021-06-22,238.2000
2021-06-21,238.2000
2021-06-18,238.2000
2021-06-17,238.2000
2021-06-16,238.2000
2021-06-15,238.2000
2021-06-14,240.0700
2021-06-11,240.0700
2021-06-10,240.0700
2021-06-09,240.0700
2021-06-08,240.0700
2021-06-07,240.0700
2021-06-04,240.0700
2021-06-03,240.0700
2021-06-02,240.0700
2021-06-01,240.0700
2021-05-28,240.0700
2021-05-27,240.0700
2021-05-26,242.1850
2021-05-25,242.1850
2021-05-24,243.2050
2021-05-21,244.9850
2021-05-20,244.9850
2021-05-19,244.9850
2021-05-18,244.9850
2021-05-17,244.9850
2021-05-14,244.9850
2021-05-13,244.9850
2021-05-12,244.9850
2021-05-11,246.1650
2021-05-10,246.1650
2021-05-07,240.6000
2021-05-06,240.6000
2021-05-05,240.6000
2021-05-04,240.6000
2021-05-03,240.6000
2021-04-30,240.6000
2021-04-29,238.8350
2021-04-28,238.8350
2021-04-27,238.8350
2021-04-26,238.8350
2021-04-23,238.8350
2021-04-22,238.8350
2021-04-21,238.8350
2021-04-20,238.8350
2021-04-19,238.5600
2021-04-16,238.5600
2021-04-15,238.2900
2021-04-14,235.0650
2021-04-13,232.5150
2021-04-12,231.6900
2021-04-09,231.6900
2021-04-08,231.6100
2021-04-07,231.6100
2021-04-06,231.6100
2021-04-05,231.6100
2021-04-01,231.6100
2021-03-31,231.6100
2021-03-30,231.6100
2021-03-29,231.6100
2021-03-26,231.6100
2021-03-25,231.6100
2021-03-24,231.6100
2021-03-23,231.6100
2021-03-22,231.6100
2021-03-19,231.6100
2021-03-18,231.6100
2021-03-17,231.6100
2021-03-16,231.6100
2021-03-15,231.6100
2021-03-12,231.6100
2021-03-11,223.0150
2021-03-10,219.6850
2021-03-09,212.3200
2021-03-08,211.6850
2021-03-05,211.6850
2021-03-04,211.6850
2021-03-03,211.6850
2021-03-02,211.6850
2021-03-01,211.6850
2021-02-26,211.7650
2021-02-25,211.7650
2021-02-24,212.1800
2021-02-23,214.2300
2021-02-22,214.2300
2021-02-19,215.3000
2021-02-18,216.1000
2021-02-17,216.1000
2021-02-16,216.1000
2021-02-12,216.1000
2021-02-11,216.1000
2021-02-10,216.1000
2021-02-09,216.1000
2021-02-08,216.1000
2021-02-05,216.1000
2021-02-04,216.1000
2021-02-03,216.1000
2021-02-02,216.1000
2021-02-01,216.1000
2021-01-29,216.1000
2021-01-28,216.1000
2021-01-27,212.6400
2021-01-26,207.4450
2021-01-25,207.4450
2021-01-22,207.4450
2021-01-21,207.4450
2021-01-20,197.9550
2021-01-19,197.6300
2021-01-15,194.9000
2021-01-14,194.9000
2021-01-13,193.3850
2021-01-12,191.2800
2021-01-11,191.2800
2021-01-08,191.2800
2021-01-07,191.2800
2021-01-06,191.2800
2021-01-05,191.2800
2021-01-04,191.2800
2020-12-31,191.2800
2020-12-30,191.2800
2020-12-29,191.2800
2020-12-28,191.2800
2020-12-24,191.2800
2020-12-23,191.2800
2020-12-22,191.2800
2020-12-21,191.2800
2020-12-18,191.2800
2020-12-17,191.2800
2020-12-16,191.2800
2020-12-15,191.2800
2020-12-14,191.2800
2020-12-11,191.2800
2020-12-10,191.2800
2020-12-09,191.2800
2020-12-08,191.2800
2020-12-07,191.2800
2020-12-04,190.7950
2020-12-03,190.7950
2020-12-02,184.1200
2020-12-01,181.4400
2020-11-30,181.4400
2020-11-27,181.4400
2020-11-25,181.4400
2020-11-24,181.4400
2020-11-23,177.9600
2020-11-20,177.2200
2020-11-19,177.2200
2020-11-18,177.2200
2020-11-17,177.2200
2020-11-16,173.3950
2020-11-13,166.5400
2020-11-12,166.5400
2020-11-11,166.5400
2020-11-10,166.5400
2020-11-09,161.8750
2020-11-06,160.0950
2020-11-05,160.0950
2020-11-04,160.0950
2020-11-03,160.0950
2020-11-02,161.3300
2020-10-30,161.3300
2020-10-29,162.1600
2020-10-28,162.1600
2020-10-27,162.1600
2020-10-26,162.1600
2020-10-23,162.1600
2020-10-22,162.1600
2020-10-21,162.1600
2020-10-20,163.0900
2020-10-19,163.0900
2020-10-16,163.0900
2020-10-15,163.0900
2020-10-14,163.0900
2020-10-13,163.0900
2020-10-12,163.0900
2020-10-09,163.0900
2020-10-08,163.0900
2020-10-07,163.0900
2020-10-06,163.0900
2020-10-05,163.0900
2020-10-02,163.0900
2020-10-01,163.0900
2020-09-30,163.0900
2020-09-29,163.0900
2020-09-28,163.0900
2020-09-25,163.0900
2020-09-24,163.0900
2020-09-23,169.5600
2020-09-22,172.1450
2020-09-21,172.1450
2020-09-18,172.8150
2020-09-17,172.8150
2020-09-16,172.8150
2020-09-15,172.8150
2020-09-14,172.8150
2020-09-11,172.8150
2020-09-10,172.8150
2020-09-09,172.9700
2020-09-08,176.2450
2020-09-04,176.2450
2020-09-03,176.2450
2020-09-02,176.2450
2020-09-01,176.2450
2020-08-31,176.2450
2020-08-28,176.2450
2020-08-27,176.2450
2020-08-26,176.2450
2020-08-25,177.8850
2020-08-24,177.8850
2020-08-21,177.8850
2020-08-20,177.8850
2020-08-19,180.7050
2020-08-18,187.3700
2020-08-17,194.2500
2020-08-14,194.2500
2020-08-13,194.2500
2020-08-12,194.2500
2020-08-11,191.9050
2020-08-10,190.9450
2020-08-07,188.1750
2020-08-06,188.1750
2020-08-05,188.1750
2020-08-04,187.6150
2020-08-03,184.0150
2020-07-31,184.0150
2020-07-30,181.9100
2020-07-29,180.4700
2020-07-28,180.4700
2020-07-27,175.2500
2020-07-24,175.2500
2020-07-23,175.2500
2020-07-22,175.2500
2020-07-21,175.2500
2020-07-20,175.2500
2020-07-17,175.2500
2020-07-16,175.2500
2020-07-15,175.2500
2020-07-14,175.2500
2020-07-13,175.2500
2020-07-10,175.2500
2020-07-09,175.2500
2020-07-08,175.2500
2020-07-07,175.2500
2020-07-06,175.2500
2020-07-02,175.2500
2020-07-01,175.2500
2020-06-30,175.2500
2020-06-29,175.2500
2020-06-26,175.2500
2020-06-25,175.2500
2020-06-24,175.2500
2020-06-23,175.2500
2020-06-22,175.2500
2020-06-19,175.2500
2020-06-18,175.2500
2020-06-17,175.2500
2020-06-16,175.2500
2020-06-15,175.2500
2020-06-12,175.2500
2020-06-11,175.2500
2020-06-10,175.2500
2020-06-09,175.2500
2020-06-08,175.2500
2020-06-05,162.7150
2020-06-04,152.1500
2020-06-03,150.2750
2020-06-02,143.0850
2020-06-01,137.7800
2020-05-29,137.7800
2020-05-28,137.7800
2020-05-27,137.7800
2020-05-26,137.7800
2020-05-22,137.7800
2020-05-21,137.7800
2020-05-20,142.0450
2020-05-19,163.0100
2020-05-18,163.0100
2020-05-15,178.6700
2020-05-14,178.6700
2020-05-13,189.0650
2020-05-12,189.0650
2020-05-11,192.1400
2020-05-08,192.1400
2020-05-07,192.1400
2020-05-06,200.3000
2020-05-05,200.3000
2020-05-04,206.4550
2020-05-01,212.6950
2020-04-30,215.6450
2020-04-29,216.6550
2020-04-28,216.9450
2020-04-27,217.7500
2020-04-24,218.9150
2020-04-23,220.1948
2020-04-22,220.1948
2020-04-21,220.1948
2020-04-20,220.1948
2020-04-17,220.1948
2020-04-16,220.1948
2020-04-15,220.1948
2020-04-14,220.1948
2020-04-13,220.1948
2020-04-09,220.1948
2020-04-08,220.1948
2020-04-07,220.1948
2020-04-06,220.1948
2020-04-03,220.1948
2020-04-02,220.1948
2020-04-01,220.1948
2020-03-31,220.1948
2020-03-30,220.1948
2020-03-27,220.1948
2020-03-26,220.1948
2020-03-25,220.1948
2020-03-24,220.1948
2020-03-23,220.1948
2020-03-20,220.1948
2020-03-19,221.5448
2020-03-18,223.6348
2020-03-17,234.7598
2020-03-16,237.4948
2020-03-13,250.1098
2020-03-12,250.1098
2020-03-11,267.2298
2020-03-10,286.2748
2020-03-09,286.2748
2020-03-06,302.8748
2020-03-05,302.8748
2020-03-04,310.2448
2020-03-03,310.2448
2020-03-02,310.2448
2020-02-28,310.2448
2020-02-27,316.5698
2020-02-26,324.7598
2020-02-25,324.7598
2020-02-24,327.5366
2020-02-21,327.5366
2020-02-20,328.1380
2020-02-19,329.5694
2020-02-18,329.5694
2020-02-14,329.5694
2020-02-13,329.5694
2020-02-12,330.1112
2020-02-11,335.5784
2020-02-10,336.4830
2020-02-07,339.2216
2020-02-06,339.2216
2020-02-05,339.2216
2020-02-04,339.2216
2020-02-03,339.2216
2020-01-31,339.2216
2020-01-30,339.2216
2020-01-29,339.2216
2020-01-28,339.2216
2020-01-27,339.2216
2020-01-24,339.2216
2020-01-23,339.2216
2020-01-22,339.2216
2020-01-21,341.3936
2020-01-17,346.7514
2020-01-16,347.5516
2020-01-15,347.5516
2020-01-14,347.5516
2020-01-13,347.5516
2020-01-10,347.5516
2020-01-09,347.5516
2020-01-08,347.5516
2020-01-07,347.5516
2020-01-06,347.5516
2020-01-03,347.5516
2020-01-02,347.5516
2019-12-31,347.5516
2019-12-30,347.8697
2019-12-27,348.1679
2019-12-26,348.1679
2019-12-24,348.1679
2019-12-23,348.1679
2019-12-20,348.1679
2019-12-19,348.1679
2019-12-18,348.1679
2019-12-17,348.1679
2019-12-16,348.6037
2019-12-13,349.6807
2019-12-12,349.6807
2019-12-11,349.6807
2019-12-10,349.6807
2019-12-09,351.6228
2019-12-06,352.8039
2019-12-05,354.7954
2019-12-04,354.7954
2019-12-03,354.7954
2019-12-02,354.7954
2019-11-29,354.7954
2019-11-27,354.7954
2019-11-26,354.7954
2019-11-25,354.7954
2019-11-22,354.7954
2019-11-21,354.7954
2019-11-20,354.7954
2019-11-19,354.7954
2019-11-18,354.7954
2019-11-15,354.7954
2019-11-14,354.7954
2019-11-13,354.7954
2019-11-12,354.7954
2019-11-11,354.7954
2019-11-08,354.7954
2019-11-07,354.7954
2019-11-06,354.7954
2019-11-05,354.7954
2019-11-04,354.7954
2019-11-01,354.7954
2019-10-31,354.7954
2019-10-30,354.7954
2019-10-29,354.7954
2019-10-28,354.7954
2019-10-25,354.4940
2019-10-24,353.2833
2019-10-23,349.5374
2019-10-22,349.5374
2019-10-21,349.5374
2019-10-18,349.5374
2019-10-17,349.5374
2019-10-16,349.5374
2019-10-15,349.5374
2019-10-14,349.5374
2019-10-11,349.5374
2019-10-10,349.5374
2019-10-09,349.5374
2019-10-08,349.5374
2019-10-07,349.5374
2019-10-04,349.5374
2019-10-03,349.5374
2019-10-02,349.5374
2019-10-01,349.5374
2019-09-30,349.5374
2019-09-27,349.5374
2019-09-26,349.5374
2019-09-25,349.3002
2019-09-24,349.3002
2019-09-23,349.3002
2019-09-20,349.3002
2019-09-19,349.3002
2019-09-18,349.3002
2019-09-17,348.2080
2019-09-16,347.5854
2019-09-13,347.5854
2019-09-12,347.5854
2019-09-11,347.5854
2019-09-10,343.6954
2019-09-09,343.6954
2019-09-06,343.6954
2019-09-05,343.6954
2019-09-04,343.6954
2019-09-03,343.6954
2019-08-30,343.6954
2019-08-29,343.6954
2019-08-28,343.6954
2019-08-27,343.6954
2019-08-26,343.6954
2019-08-23,343.6954
2019-08-22,343.6954
2019-08-21,343.6954
2019-08-20,343.6954
2019-08-19,343.6954
2019-08-16,343.6954
2019-08-15,343.6954
2019-08-14,343.6954
2019-08-13,347.9600
2019-08-12,347.9600
2019-08-09,347.9600
2019-08-08,347.9600
2019-08-07,347.9600
2019-08-06,347.9600
2019-08-05,347.9600
2019-08-02,349.5465
2019-08-01,349.5465
2019-07-31,351.8059
2019-07-30,351.8059
2019-07-29,351.8059
2019-07-26,351.8059
2019-07-25,351.8059
2019-07-24,351.8059
2019-07-23,351.0593
2019-07-22,351.0593
2019-07-19,351.0593
2019-07-18,349.8707
2019-07-17,349.8707
2019-07-16,349.8707
2019-07-15,349.8707
2019-07-12,349.8707
2019-07-11,349.8707
2019-07-10,350.1511
2019-07-09,350.8152
2019-07-08,351.6650
2019-07-05,352.6465
2019-07-03,352.6465
2019-07-02,352.6465
2019-07-01,352.6465
2019-06-28,352.6465
2019-06-27,352.6465
2019-06-26,352.6465
2019-06-25,352.6465
2019-06-24,352.6465
2019-06-21,352.6465
2019-06-20,352.6465
2019-06-19,352.6465
2019-06-18,352.6465
2019-06-17,357.1051
2019-06-14,359.0243
2019-06-13,359.0243
2019-06-12,359.0243
2019-06-11,359.0243
2019-06-10,359.0243
2019-06-07,359.0243
2019-06-06,359.0243
2019-06-05,359.0243
2019-06-04,359.0243
2019-06-03,359.0243
2019-05-31,359.0243
2019-05-30,359.0243
2019-05-29,359.0243
2019-05-28,359.0243
2019-05-24,359.0243
2019-05-23,359.0243
2019-05-22,359.0243
2019-05-21,359.0243
2019-05-20,361.0509
2019-05-17,372.0533
2019-05-16,372.0631
2019-05-15,372.9909
2019-05-14,375.7550
2019-05-13,377.0100
2019-05-10,389.1147
2019-05-09,389.1147
2019-05-08,389.6250
2019-05-07,389.6250
2019-05-06,392.0374
2019-05-03,392.0374
2019-05-02,392.0374
2019-05-01,392.0374
2019-04-30,392.0374
2019-04-29,392.0374
2019-04-26,392.0374
2019-04-25,392.0374
2019-04-24,392.0374
2019-04-23,392.0374
2019-04-22,392.0374
2019-04-18,392.0374
2019-04-17,392.0374
2019-04-16,392.0374
2019-04-15,392.0374
2019-04-12,392.0374
2019-04-11,392.0374
2019-04-10,392.0374
2019-04-09,392.0374
2019-04-08,391.5336
2019-04-05,391.5336
2019-04-04,389.2500
2019-04-03,389.2500
2019-04-02,389.0702
2019-04-01,389.0702
2019-03-29,389.0702
2019-03-28,386.2327
2019-03-27,386.2327
2019-03-26,385.4067
2019-03-25,385.4067
2019-03-22,385.4067
2019-03-21,382.2339
2019-03-20,380.6305
2019-03-19,374.5959
2019-03-18,374.0954
2019-03-15,366.2339
2019-03-14,366.2339
2019-03-13,366.2339
2019-03-12,366.2339
2019-03-11,366.2339
2019-03-08,366.2339
2019-03-07,358.1003
2019-03-06,358.1003
2019-03-05,358.1003
2019-03-04,358.1003
2019-03-01,358.1003
2019-02-28,357.7780
2019-02-27,355.5706
2019-02-26,351.3855
2019-02-25,351.3855
2019-02-22,350.0084
2019-02-21,348.7876
2019-02-20,348.7876
2019-02-19,347.0393
2019-02-15,347.0393
2019-02-14,343.4988
2019-02-13,343.4988
2019-02-12,343.4988
2019-02-11,342.6761
2019-02-08,342.6761
2019-02-07,342.6761
2019-02-06,342.6761
2019-02-05,342.2243
2019-02-04,335.8204
2019-02-01,331.3114
2019-01-31,331.3114
2019-01-30,331.3114
2019-01-29,320.2285
2019-01-28,320.1410
2019-01-25,320.1410
2019-01-24,322.3809
2019-01-23,323.0758
2019-01-22,323.0758
2019-01-18,323.0758
2019-01-17,323.0758
2019-01-16,323.0758
2019-01-15,323.0758
2019-01-14,323.0758
2019-01-11,323.0758
2019-01-10,323.0758
2019-01-09,323.0758
2019-01-08,323.0758
2019-01-07,323.0758
2019-01-04,323.0758
2019-01-03,323.0758
2019-01-02,323.0758
2018-12-31,323.0758
2018-12-28,323.0758
2018-12-27,323.0758
2018-12-26,323.0758
2018-12-24,323.0758
2018-12-21,328.1240
2018-12-20,331.8993
2018-12-19,338.1674
2018-12-18,338.3270
2018-12-17,338.6656
2018-12-14,340.3680
2018-12-13,341.4852
2018-12-12,341.4852
2018-12-11,341.4852
2018-12-10,341.4852
2018-12-07,341.4852
2018-12-06,341.4852
2018-12-04,341.4852
2018-12-03,341.4852
